Name,NefAC,NefMES,NefNPC,NefOPC,VerCL,VerMES,VerNL,VerPN
GBM01,1.9075351279216484,1.6978220806420863,1.5963701616857147,1.7135818332021078,1.469007165124444,1.3635353197737095,1.645076831227245,1.3601120092498897
GBM02,1.9307215757525884,1.9742015205079024,1.3606200105289974,1.4304457557148187,1.6043820962463304,1.7129316379026396,1.286428010320753,1.1613752852800054
GBM03,1.8872196851712526,1.9783822578333607,1.4330859606967081,1.5651741453917725,1.4832840232107014,1.7677376731409016,1.347435494863561,1.2661159978566228
GBM05,1.990733862032105,1.8523585446088466,1.6387910673169568,1.7297486864959062,1.720875789382709,1.4455084519038637,1.3837260624730932,1.5252432703677596
GBM07,1.9578323022994248,1.9168610889998792,1.6735471303972873,1.8592430649281766,1.5485436836596125,1.663430446835373,1.436789301548066,1.5340223266635649
GBM09,2.0319257605546,1.9411190665659517,1.7717578453982306,1.802370004496765,1.7201741031304805,1.546809513845626,1.5128096140887284,1.5347434216797196
GBM10,1.9834468665184795,1.7854711723382084,1.770581168647867,1.9026699487559422,1.5240664252071232,1.4360737687164922,1.5664420489675848,1.6280417908497962
GBM11v2,2.0134034966763075,1.8530059112244968,1.8168528910937083,1.9194458743738803,1.554586392191268,1.3842743653856635,1.5087453557143788,1.6662265686794842
GBM12,2.0291774923047385,1.9806454767729624,1.6935314282658303,1.8180458422288117,1.6859872227595558,1.5969869551656606,1.3976680955208316,1.4916458996976145
GBM13,2.034576368921945,1.9243964569421557,1.8591289678770562,1.8448933185029088,1.6709746284353264,1.5292135348960267,1.523782718931938,1.6158934731768047
GBM14,2.009573936737804,1.8739615746242,1.5951639687966193,1.6955413646107165,1.5504051953831384,1.6425992893268737,1.3813566334564924,1.3898461813938994
GBM15,2.010736052790786,1.9292415228698865,1.6521999074571057,1.8565444376471885,1.5905509123802317,1.6839584236330913,1.395868150255207,1.4626884549903745
GBM16,2.0261190070657746,1.9435538729923052,1.578471242936336,1.7214566457294431,1.6833958002449991,1.6460129088977407,1.3791917289872446,1.3368041853875037
GBM17,2.00458181362727,1.948824520905331,1.7234478933242379,1.8447272698957489,1.5982924995408543,1.5454046008922,1.4481132171335536,1.546415451168365
GBM18,2.0210944277697642,1.940471495154014,1.6680782174854523,1.738386846362883,1.6800987327709112,1.7058694632587996,1.3856015775749035,1.3970618448334713
GBM21,1.9935334461454801,1.8280881206409434,1.6566005060524225,1.8111988675382888,1.6000390329275391,1.523105653498024,1.5057432240979614,1.4413045881913324
GBM22,1.9539305300983036,1.8941629131872062,1.7565285539681421,1.8205036548009723,1.5189142798255055,1.544873100350109,1.5469420122760282,1.5062550928880247
GBM24,1.9592526080349686,1.773274264243818,1.7905946533525159,1.9056771714215186,1.4904377633146932,1.4839873893714774,1.4881580740517995,1.6743846995190237
GBM25,2.012929271069329,1.9446517416325193,1.5218538342959076,1.698205262134033,1.6646020108952762,1.7739152262288995,1.3313902175156174,1.3179713988044715
GBM26,2.008450107190793,1.9625876239609352,1.5198856596520625,1.7323448959731944,1.644438243717159,1.7605316009049174,1.4450430292570948,1.3267992145525958
GBM27,2.0360593901882202,1.9379527186727556,1.6468263481172607,1.7534561371332107,1.7696257585544333,1.4526423950430645,1.4132464725987344,1.429940956437828
GBM28,2.020381294686327,1.8392419021590198,1.7342026216422894,1.8109720776743985,1.648033163378626,1.476793446153953,1.6718383221974273,1.5059933744296556
GBM29,2.0089255705612388,1.9191631763849888,1.512024632153907,1.6805618092583336,1.6125317748735064,1.713307319905658,1.464114062232847,1.2872141490925821
GBM30,2.009230003088567,1.9080612387877551,1.7313279269061794,1.9527357932393028,1.599619860137958,1.498115534808851,1.4714415941504428,1.6499422838333406
GBM31,1.9824735624122694,1.7921607232142127,1.7642504171173792,1.8527487363629107,1.4953423633848926,1.3743310668678708,1.704517857341859,1.5496290550334462
GBM32,2.024454719421188,1.9055919806229984,1.6821348526625326,1.8906336096074237,1.6063384601134874,1.5683350273333474,1.5464887721888712,1.4694971623310586
GBM33,2.014634051771379,1.943820360771165,1.7111678855642114,1.7604646911995718,1.6144366252167104,1.527686140923873,1.454058638690859,1.4450823830145123
GBM34,1.9820900982079797,1.982430756959183,1.6728428294484705,1.7469064692302154,1.5834219787855266,1.5364140935243442,1.5267902599771364,1.4188274211372975
GBM35,1.553589814439856,1.9261729651386708,1.2474361188470995,1.298776337464972,1.4948721117971897,1.7146019548201943,1.2230212470951543,1.0360593901882202
GBM36,1.983730833127501,1.9736989503824176,1.5979679099879383,1.6979825147966916,1.615335022970677,1.6740620746253205,1.2751692757292128,1.3712030293956206
GBM37,1.9017424848217674,1.879318654752565,1.5445832544501734,1.6194336236647184,1.527895621041378,1.6332563022857747,1.4522393827345483,1.2736120525424386
GBM38,1.992802518359689,1.8846370035984428,1.7957549938866328,1.8087992970267375,1.5812407949254446,1.4081404313279096,1.5813095114017834,1.6034141760395417
NB1,1.9635230209311765,1.714077175382424,1.723439946536156,1.844433313706047,1.5203800916489016,1.2718604241096312,1.781987471521735,1.5551444514239605
NB2,1.9881839628786024,1.719103225508915,1.7823368305812592,1.8911276841609421,1.5414994180627146,1.3245260882766738,1.7618128279446565,1.5851496916453658
NB3,1.8513176555915654,1.6746279590896715,1.6806879927615443,1.6614791414629717,1.4824226167414711,1.2274142070039888,1.6185308339267055,1.449707471862456
