""	CD69	NCL	CXCR4	ITGA1	CD2	TIGIT	PTGER2	PLXNB2	RPSA	CD3D	CD3G	CD247	SORL1	CLEC2D	GPR171	KLRC1	LRP10	ADCY7	LAMP1	FAS	ITGB1	CD44	KLRB1	PTPRA	SIRPG	LRP1	ENG	APLP2	SLC16A7	SELL	CD46	CD96	KLRD1	DIP2A	ACTR2	PILRB	MCFD2	PTPRC	TRADD	CD47	NCR3	TSPAN14	CD81	HMMR	CD74	HAVCR2	NRP1	ITGAM	ITGA4	RACK1	TREM1	TGFBR2	CD63	VSIR	ITGB2	CD8A	CXCR3	CD8B	PLAUR	CD6	S1PR4	CD93	KLRK1	NRP2	IFITM1	STX4	TNFRSF1B	RXRA	ABCA1	TNFRSF14	PTGER4	FPR3	RHBDF2	STAB1	TFRC	PLXDC2	GPNMB	ADORA3	SIGIRR	CD163	ITGAX	JMJD6	SMAP1	TSPAN5	HLA.DPB1	TREM2	SLC1A5	CD4	C3AR1	C1QBP	ST14	TNFRSF1A	CANX	CD68	LPP
CD3G	0.746573374808695	0.131857166928132	0.87220711173253	0.538139240556015	0.979244971111971	0.80080244301989	0.488986749058879	-0.563337853508558	0.168596068830934	0.988698609809223	1	0.486876537310715	-0.325410616383117	0.883489436857893	0.711556359495872	0.324828966606303	-0.255381355218241	-0.0240027433369154	-0.376429001682375	0.890369809686663	0.0269837309392659	-0.260700468450071	0.386568757645255	0.0956912386536437	0.599440056832998	-0.630762559426388	-0.497399043786488	-0.562564024725247	0.411972951939983	0.73365779859499	-0.299704306935976	0.696109294651559	0.420002074126529	0.00429011577463994	-0.218173237663605	0.299230715131846	-0.42037304275381	0.762581786698348	0.837865308514137	0.460507739469899	0.61562117259122	0.249081540704028	-0.39187207596314	0.484850097972023	-0.294366945104256	-0.262347786230577	-0.607056747389576	-0.536567721106528	-0.0779268621314157	-0.00935629460020133	-0.617540141679038	-0.479125139352568	-0.295771311772376	-0.22243770210402	-0.39346668517683	0.947517220680927	0.843453887338009	0.911089538498628	-0.555949017742311	0.872071471509045	0.928594841507637	-0.489313030615961	0.572768248936558	-0.573243718996464	0.863450701943153	-0.232913303448464	0.483371721625667	-0.425552843184272	-0.681879278749106	0.0929163769774483	0.618569032787419	-0.597103132748175	-0.454892312035515	-0.464389460800299	-0.256707558398755	-0.478083922142271	-0.637420591192326	-0.39087867074761	0.726727727122085	-0.57771962594726	-0.691079290586452	0.119303838757814	0.168212738325539	0.291706270908362	-0.241954937094255	-0.419727201500193	0.365979524139021	-0.419436660921613	-0.501853282354971	-0.107693560569368	-0.559782201618305	-0.472655776852427	-0.465331803764519	-0.604617528543402	-0.123240070065761
CD247	0.875542553737871	0.417897054729941	0.639733602086803	0.89253396870423	0.54317243863334	0.692059285857247	0.791943414152041	-0.527313988942064	0.451287647383625	0.546630252216768	0.486876537310715	1	-0.455281728745413	0.277772509157321	0.882123768520066	0.872512077281984	-0.344909501202331	-0.194313515965903	-0.401917134300689	0.422158302271718	-0.106910206199493	-0.488806859751873	0.941133174047644	0.167334346036397	0.926820425954802	-0.647075856125053	-0.539322509227225	-0.602104994838359	0.829951540489996	0.456957971124444	-0.183276182444304	0.923558790493077	0.577296300675087	-0.293772041213352	-0.185608260263194	0.341176772179252	-0.45250140394535	0.663783317875929	0.431931580444614	0.240745138758227	0.902789563735304	0.534247224737602	-0.400267798318555	0.112733291861728	-0.378625280553246	-0.16589507951973	-0.599066284668228	-0.555193150441267	-0.219531856933416	0.201217582017111	-0.612577476358625	-0.50027289648806	-0.137882422794712	-0.0876220393932688	-0.516802299095763	0.450475253223268	0.566865121290539	0.590937076162891	-0.571596603529922	0.473237592421068	0.546399489977399	-0.505736513925874	0.912947958866208	-0.63584062620435	0.780421396130971	-0.479455479603815	0.407992701375197	-0.22019086687139	-0.673047559790362	-0.0643239936633534	0.33397666184762	-0.606767400608429	-0.563620122233266	-0.491350779038925	-0.380830899121	-0.509952282514303	-0.625869272156461	-0.45786605710044	0.416090751853254	-0.610949548968791	-0.546598766836644	-0.152714325298497	0.282814644944778	0.592654215965951	-0.338448029822493	-0.476293319716721	0.423934187438158	-0.600767608763286	-0.534970472110929	0.113437638804745	-0.562680241210249	-0.458532212089347	-0.455129101095943	-0.598685732111852	-0.101261284613431
SORL1	-0.334031941520721	0.483176948803735	-0.16237329947601	-0.45115643441209	-0.38752234777936	-0.312038748025356	-0.428393439956582	0.835951989822636	0.395260266701432	-0.359861451327663	-0.325410616383117	-0.455281728745413	1	-0.0786966580869304	-0.443922966373717	-0.444920275555084	0.78713759147817	0.764059575343549	0.538836085323279	-0.125128661087441	0.743977223440052	0.702592758147581	-0.436341087610627	0.564072203800015	-0.428913118354868	0.743995915808154	0.874083696527644	0.83242814022103	-0.197016050930099	-0.266503493422786	0.688439746122885	-0.430636453072882	-0.400473516789839	0.55169995995655	0.866400010735689	0.222537829783335	0.781624952953921	0.0541572258991982	0.00375674870877103	0.456375223974408	-0.3978686574774	0.277317710815124	0.886961329991957	0.373122186189624	0.931747918665277	0.794829326404334	0.73720933728439	0.828707467201516	0.902496462211759	0.576872254610536	0.676131011938194	0.823532975689821	0.77130291683665	0.812446309401571	0.88546165883662	-0.323449099310308	-0.401831919930852	-0.42582495686402	0.810363868940223	-0.142472422874705	-0.175527150933655	0.870640041562264	-0.468916030465115	0.609033020409574	-0.409074494286585	0.846635225288552	0.188967662379414	0.765793916682621	0.386797128548892	0.310567976753138	0.263692943429322	0.809237252809709	0.82137682040168	0.803599302431433	0.708778335947607	0.925783207844898	0.371345171155735	0.839293144337087	0.188996672547193	0.80854172838783	0.431586124639841	0.40105429239513	0.445582730264091	-0.163926150376059	0.899861517352763	0.901217353189675	0.372221726532746	0.864190068983899	0.859051542569013	0.725607338634861	0.863729942276532	0.89138747123485	0.843063872899267	0.509161534921447	0.70238287144401
CLEC2D	0.586045548341021	0.224980573459003	0.809609754114019	0.332901519023189	0.883212431067918	0.788136296728888	0.264071623740983	-0.347418389704221	0.189287275997867	0.869808378416208	0.883489436857893	0.277772509157321	-0.0786966580869304	1	0.479745222354203	0.148070154412484	-0.0422983875961447	0.15522990908899	-0.185548146400205	0.87421028838885	0.250665639759243	-0.0288607073183802	0.17913005536946	0.29614338464734	0.417023211490382	-0.39078302655826	-0.259822565728567	-0.298594033444205	0.202881893979534	0.529940166352277	-0.0996579211745856	0.53437508479801	0.335279049365712	0.173143891590372	0.00196810878979111	0.328213870461122	-0.152243661259081	0.729883148758645	0.820335480076756	0.603561184466531	0.511385865450695	0.306906255124706	-0.153918083226535	0.647589407832585	-0.0437284990568281	-0.07507210621356	-0.368175714107186	-0.26798884302736	0.135392107275984	0.0882430470253002	-0.389963707603883	-0.232828052809021	-0.0680907996396035	-0.0403725975677264	-0.12658561321977	0.799902460144202	0.736954868055826	0.668160562054611	-0.312263115748218	0.85480759031269	0.90921839881913	-0.274379541540577	0.377223163848112	-0.33295076617531	0.697454398885004	0.0583302683362772	0.595178883705524	-0.242259957809014	-0.487916493026766	0.227360857258516	0.581214516724991	-0.37102129203291	-0.212180132477039	-0.260995003780175	0.00394455080209681	-0.226542974610642	-0.451219839648425	-0.15322153071092	0.774300119298149	-0.338898219872956	-0.487462211719023	0.208733027798724	0.284718321074486	0.261830128533727	-0.0209373886068872	-0.169977208971238	0.483913005669434	-0.159338170520204	-0.240206899634168	0.0279848144661901	-0.331868419700935	-0.232811485703861	-0.210347415485499	-0.409123629068015	0.0990994205634071
GPR171	0.958176131193384	0.341783039382365	0.810487052590047	0.756008466654493	0.743046267053567	0.71227206883955	0.86404544661394	-0.600196588075552	0.462156354387557	0.771489554430236	0.711556359495872	0.882123768520066	-0.443922966373717	0.479745222354203	1	0.68832842420608	-0.373737722854043	-0.192858387079863	-0.458550094135853	0.649213888782884	-0.0903973229276066	-0.410957144806146	0.872376563116325	0.0936449509922975	0.922553588835061	-0.703039282149055	-0.594613599061505	-0.667976206044148	0.81507875065133	0.77328107612563	-0.236946204324182	0.937010603116832	0.457199084061097	-0.272039457174823	-0.251381793792329	0.348817180579138	-0.480291343181656	0.760445531987026	0.685258357146564	0.349867885620462	0.891639316018177	0.53497375031933	-0.454256708705928	0.157064840971654	-0.408108772445197	-0.226047698503976	-0.664745468508816	-0.627488972482225	-0.20107860714115	0.216506295215612	-0.673061510095453	-0.575694638625736	-0.241200359893901	-0.120888774883151	-0.538678805177476	0.665129764285047	0.702437176854365	0.813256654103726	-0.62068916536282	0.692546820439283	0.706958273276763	-0.55799209394429	0.83739880995791	-0.684786356975325	0.880976590385868	-0.442248883516241	0.498915289827728	-0.279384068898743	-0.735692239729304	0.013559961090366	0.525388187558717	-0.670303378109757	-0.544747644909141	-0.547585765891312	-0.332937070655663	-0.568677696865251	-0.679931608121368	-0.496460620914251	0.549719047069417	-0.67060148535772	-0.659196654071394	-0.169866280061869	0.235723941260608	0.611659892422981	-0.342060206697961	-0.522410351266886	0.372858591062156	-0.599218237781856	-0.595130162619115	0.0423085771745045	-0.61406115821437	-0.513725058809749	-0.494082770193112	-0.647697896490251	-0.0900125407863994
KLRC1	0.681865293882584	0.258053150313578	0.41820160729604	0.924505772447591	0.420047257014842	0.560277055630277	0.803396167312776	-0.493718034367861	0.288584176094671	0.381186415317468	0.324828966606303	0.872512077281984	-0.444920275555084	0.148070154412484	0.68832842420608	1	-0.348352473390184	-0.0889817268300649	-0.407398035680557	0.221071786702535	-0.111671081988605	-0.480563520396532	0.879121997324768	0.100276768470762	0.73602689513017	-0.585768495231085	-0.497561329031526	-0.566189579984002	0.801645597471758	0.307518640756504	-0.184229111955181	0.786240915321527	0.840168414159462	-0.30392130553785	-0.228924301773458	0.409843869278551	-0.498917974330439	0.463627199574949	0.239397600436944	0.073670068235529	0.761572367552753	0.356811759061295	-0.392504565686566	0.00967362966509699	-0.383241330818589	-0.105454808737053	-0.555854666038102	-0.481827839551694	-0.274768408827606	0.0632119202780329	-0.566307927640059	-0.478131972331955	-0.167882117126484	-0.173633696815755	-0.501374872038208	0.352885100868569	0.570256918707415	0.467093698206708	-0.537842465996193	0.274077078885881	0.382068726017953	-0.473984440443457	0.930853288070099	-0.582843736260882	0.696053300313153	-0.493564540517505	0.170035572819449	-0.169795498420149	-0.601207170127195	-0.13431790665788	0.167191644151139	-0.552050858213669	-0.529736286218239	-0.452399496140141	-0.423578058429451	-0.478844921527337	-0.56566053266723	-0.435443467360867	0.244874564279508	-0.555247500994283	-0.427203195715846	-0.111175922303011	0.128065961676282	0.491595770000321	-0.356983488015114	-0.44140305549923	0.347659942844489	-0.574352250503201	-0.510534939933275	0.0532677960347639	-0.52653777746079	-0.448175621520325	-0.46769451018443	-0.554002969815917	-0.0780282983066284
LRP10	-0.313447640692229	0.358642889440859	-0.109221167761036	-0.315679200094716	-0.328364953016747	-0.255620809489976	-0.399139464838736	0.776029525952326	0.319389863460349	-0.305631241450494	-0.255381355218241	-0.344909501202331	0.78713759147817	-0.0422983875961447	-0.373737722854043	-0.348352473390184	1	0.645917419841484	0.71246142936603	-0.119061322856978	0.791372049936534	0.786634940914072	-0.375452502667333	0.599212113332006	-0.358934853981068	0.764603961162061	0.75092820309129	0.814539314629793	-0.204395165927136	-0.313770106004649	0.811515458927195	-0.380118788939932	-0.321770201132905	0.709790946945048	0.724595518226918	0.19708989839518	0.788940273720396	0.0911431016675288	0.0292824478675598	0.368110567778357	-0.331735433671585	0.328386178837563	0.798123974430564	0.250818865476027	0.853242231869294	0.776301739905147	0.709250911992712	0.793248840218694	0.728187163781399	0.564945764987292	0.67233403799741	0.782937667682659	0.809136445923218	0.751187627383909	0.820415316889465	-0.272271930007373	-0.344727708147547	-0.352573998845967	0.804992543965604	-0.123837308648269	-0.149955828797041	0.71819044584293	-0.374523960654947	0.762542222432541	-0.351396348588252	0.842536471783065	0.285102313603794	0.731053408285041	0.552314015088631	0.564795255235161	0.240816485349674	0.730671387777013	0.800747557697874	0.686071690266299	0.706290533101932	0.821827284203721	0.552536259139944	0.756087178113716	0.233002498219546	0.747096749996646	0.608877374706615	0.565803180852306	0.578280330295259	-0.0485691436393004	0.814728087962405	0.821451524970773	0.283023118982253	0.783914575572585	0.805729352727891	0.560000159805233	0.718005078581984	0.838169549981651	0.834758845677502	0.656620799439158	0.726199174704282
ADCY7	-0.0754931282351067	0.471799783662337	0.0573695831936267	-0.0868416296906774	-0.0581845240636748	-0.0391866480673813	-0.112976183665618	0.61831747594791	0.368366509905904	-0.0501899368149788	-0.0240027433369154	-0.194313515965903	0.764059575343549	0.15522990908899	-0.192858387079863	-0.0889817268300649	0.645917419841484	1	0.423300827375953	0.114715043639264	0.788920131781827	0.527716445957122	-0.169899127072454	0.4859089574438	-0.185918384893024	0.515936797173294	0.696837509174905	0.621969006522537	0.0729868569656328	-0.0815939242429513	0.587282054887132	-0.130879637712234	0.0371138891870905	0.567187825173472	0.770415036139332	0.370776129399201	0.490568509918629	0.286792805259107	0.24346449094367	0.473424208973697	-0.125745090832595	0.403476337608501	0.75636664710217	0.449346436020178	0.781620314035546	0.793660901108944	0.555018948656719	0.659019030329855	0.816009118443075	0.460356289681761	0.426808691543088	0.664518034513672	0.639653405621407	0.656770094183564	0.718661849142172	0.0256132309243324	-0.0258295307055016	-0.0942558229354415	0.593790366347244	0.136374539273406	0.0901631540441251	0.691328258139062	-0.0894219514891325	0.376943199334025	-0.0193761742034908	0.688429652045633	0.274363377502631	0.640353980498737	0.125859142580549	0.32014800982854	0.428579872574242	0.623921609648236	0.656444413634136	0.693420406377135	0.489516278195652	0.736414199331678	0.136163781575137	0.749269967623616	0.383044639989398	0.632514087105592	0.284768443570898	0.437511306024391	0.472772167946163	-0.124198298299067	0.7331883669887	0.758315739598955	0.488661354248925	0.71424932615443	0.656761873954254	0.614912272220014	0.640684518201053	0.681341397591002	0.587973325502717	0.305175805092429	0.676168717144576
LAMP1	-0.390436946744951	0.25086046986192	-0.243052744273339	-0.416786254676466	-0.411210114009242	-0.335348651265345	-0.471181617248986	0.735768065437878	0.161189324719699	-0.405798294168513	-0.376429001682375	-0.401917134300689	0.538836085323279	-0.185548146400205	-0.458550094135853	-0.407398035680557	0.71246142936603	0.423300827375953	1	-0.238449704504788	0.635241129803703	0.705649536514137	-0.426729674590504	0.268008496479258	-0.405430861930385	0.799199937840495	0.694841579967293	0.813447100128739	-0.327202145399114	-0.428120288405472	0.704092336567116	-0.431781891013839	-0.367985605884265	0.569435171849467	0.610624985873669	-0.0707137272375835	0.754512609279405	-0.128688329768863	-0.0816353677381848	0.207916275665305	-0.39408286783539	0.251837124152159	0.719265937364304	0.181479060279916	0.659782613633503	0.619058344692598	0.732280273477713	0.77079165320275	0.52002881691283	0.379690569240359	0.71648863252203	0.804819370117339	0.759542843740285	0.547753681388418	0.738982291947748	-0.394137832250867	-0.468879407060869	-0.464182569587206	0.773812368459399	-0.275574541441236	-0.287682370507363	0.621650025543263	-0.447468177692365	0.763679832104173	-0.445580904131789	0.69839803777875	0.214313444937804	0.683988828873177	0.697934382478567	0.557670116021551	-0.0135884450859034	0.718028716917172	0.665147266841364	0.669995131058781	0.539706336758624	0.665122742059773	0.751271938308961	0.707300159597092	0.0587725350517871	0.782307624396154	0.700151162973035	0.340731437932635	0.433423263497052	-0.24970475259061	0.589948649369546	0.711039776834738	0.149069604463912	0.740712627214363	0.671634858390885	0.374285462304092	0.692146450626254	0.753544609020776	0.805896300508233	0.866718593867472	0.57527071249663
FAS	0.732862745330716	0.303290080343128	0.86928110453816	0.398052025030772	0.874958448231667	0.789674261298362	0.432336317625958	-0.391553253328047	0.295169059492806	0.896973379332279	0.890369809686663	0.422158302271718	-0.125128661087441	0.87421028838885	0.649213888782884	0.221071786702535	-0.119061322856978	0.114715043639264	-0.238449704504788	1	0.209824985072606	-0.111173046546197	0.362185277327819	0.238192114218479	0.576803592864638	-0.437294773059539	-0.305822129520625	-0.362757234397553	0.378116966563425	0.67436346233029	-0.119942528011548	0.645321735014984	0.275288989154475	0.122674886525429	-0.00856188924266119	0.359672192246587	-0.225349339918488	0.784903852781425	0.866233590367022	0.61039598477407	0.640668694065552	0.412190634345743	-0.186196321022299	0.60634618730194	-0.106298044245373	-0.095552812292729	-0.438245756848781	-0.336748397062586	0.130195018714326	0.156821030917777	-0.455673121547037	-0.29878431000761	-0.0824395531168123	-0.0197540621394793	-0.199376737572896	0.812932068855579	0.723714817058063	0.761813403817793	-0.37213772637936	0.89094948584404	0.901873540740671	-0.307351132379144	0.458139600287145	-0.411716665693664	0.764347158320356	-0.0417686560065541	0.648557938893552	-0.228798561596518	-0.559645026338957	0.185189896812907	0.614700111857706	-0.416762513605764	-0.252953990263879	-0.286433738148616	-0.0564157994391078	-0.277039452278266	-0.521346403353741	-0.200628647512971	0.802576622248191	-0.399524617459917	-0.577961788546384	0.11136176550343	0.330102003183137	0.361550173084308	-0.0735799398728959	-0.235667993071237	0.503669915006621	-0.234418011253198	-0.304512387391429	0.0403652388835638	-0.371821752127224	-0.273056173718233	-0.24982103263944	-0.466359976721381	0.0704126539802393
ITGB1	0.031350000255337	0.624784792594761	0.208954570929301	-0.0749000445537017	-0.00234728215593953	0.09037155628123	-0.124620004355536	0.684524961886435	0.517216189313181	0.00240696876943421	0.0269837309392659	-0.106910206199493	0.743977223440052	0.250665639759243	-0.0903973229276066	-0.111671081988605	0.791372049936534	0.788920131781827	0.635241129803703	0.209824985072606	1	0.693893781434602	-0.117690138373653	0.70549043116434	-0.0724541775726611	0.622119908169963	0.737487642085318	0.711977082471833	0.0830425279695963	-0.0750005347149475	0.758191734452599	-0.0394814770275467	-0.0506941025738987	0.673135620301352	0.852023678943549	0.435189137951615	0.69670114337255	0.436156447521277	0.367400534996499	0.675667378618457	-0.00559742291879114	0.631994674459414	0.831843845548319	0.529672404513455	0.827342807746135	0.840532515133598	0.625743873270845	0.734155608990527	0.842764810313025	0.648846090695822	0.520812644304977	0.737343870207634	0.851955613450597	0.777613841884414	0.801891557772147	-0.0153177916260686	-0.065217823298388	-0.0946858503450558	0.696712488226349	0.19608075905978	0.178998566134615	0.703684442653942	-0.0748303114139744	0.539817793207932	-0.00398412523891267	0.830542295500106	0.581963179037915	0.763672490479661	0.265075949106004	0.564525805234995	0.489123558785653	0.651758210683635	0.729250651436488	0.701387640972271	0.673156738306766	0.75415655010439	0.298802468658416	0.770731403950003	0.54931580051399	0.681592715458302	0.366400842936002	0.480406089573936	0.70697287485595	0.0985065640036707	0.753026635773805	0.806281366726672	0.587209795749825	0.759816742278563	0.713190140486963	0.688405962520219	0.669338021299089	0.786170260847351	0.76537387098683	0.457581200892651	0.857159723952958
CD44	-0.352300334200618	0.287805809482879	-0.103075412366456	-0.483446759041314	-0.299735067440585	-0.307816738411106	-0.3799250316609	0.75986683069223	0.386660132765148	-0.283995507160494	-0.260700468450071	-0.488806859751873	0.702592758147581	-0.0288607073183802	-0.410957144806146	-0.480563520396532	0.786634940914072	0.527716445957122	0.705649536514137	-0.111173046546197	0.693893781434602	1	-0.451377367076927	0.382311044990607	-0.421731385370775	0.734633056786687	0.691264745593953	0.772073188627038	-0.264000119107001	-0.262224216583156	0.726492601692823	-0.437877128610556	-0.37486792354004	0.65476879904601	0.609640819138167	0.0278159652655798	0.805616636189523	0.0289502187796004	0.0641918508886326	0.324983265672875	-0.411444934064004	0.248157589738438	0.692695095786879	0.209555146093538	0.739997028891635	0.755917160606288	0.636146599341868	0.790409523328568	0.637769727609438	0.646160265827809	0.810171969734592	0.771853244065656	0.728869035174038	0.702939030238145	0.827307118739264	-0.268080730484543	-0.34989611032784	-0.37262222361646	0.823980471088388	-0.109388926816604	-0.167498913698922	0.615903411321513	-0.467297779846422	0.798109413361664	-0.387676096236766	0.807304919680015	0.268642473177391	0.727747856309715	0.68213445862903	0.653539246351767	0.224222439422221	0.680808456660007	0.749433402543223	0.546087872923006	0.758755828121996	0.71944617388549	0.70555962303289	0.631097574201003	0.212142654193201	0.689037503192045	0.659835563348234	0.439601119012278	0.566352601666046	-0.16585229337006	0.731629455455377	0.730515299208254	0.248179491941207	0.750544196970992	0.75393506237124	0.516641837015327	0.725610901315436	0.76215317328101	0.85514220292523	0.777387050502968	0.663356940280044
KLRB1	0.8516188300471	0.38716192163957	0.56878628117559	0.8118556656184	0.468629105642213	0.590629714422506	0.918229391836311	-0.522387732309523	0.472816705945504	0.466460852499153	0.386568757645255	0.941133174047644	-0.436341087610627	0.17913005536946	0.872376563116325	0.879121997324768	-0.375452502667333	-0.169899127072454	-0.426729674590504	0.362185277327819	-0.117690138373653	-0.451377367076927	1	0.104941951067602	0.910918927735886	-0.619369295649383	-0.534363834674709	-0.598390331270901	0.881078827330365	0.522912069251969	-0.131562103975076	0.899911211137295	0.587079370978121	-0.306813421860576	-0.216240357436747	0.384035988143298	-0.433963663049353	0.58875280865286	0.414264222395948	0.205677828564313	0.895028446113713	0.54864722327814	-0.405805645800146	-0.0170182233674947	-0.393169112828014	-0.139795759184717	-0.571396791043773	-0.539025921855261	-0.246136402110745	0.228578783157834	-0.599860683641008	-0.508882553288883	-0.156570459232002	-0.0863186987292484	-0.522685250098033	0.366742089715131	0.559985317742221	0.524858106361575	-0.557527155508684	0.434875162899462	0.442538919299564	-0.501176724375689	0.897572341504876	-0.617302097545617	0.755018083185817	-0.484042066055475	0.369605678277667	-0.153010371332339	-0.636392400814569	-0.0537088898890918	0.291896463494049	-0.592279296057332	-0.506784181203935	-0.490667839450074	-0.345001715523636	-0.506915050125671	-0.596261753409268	-0.461098680062557	0.332579845723939	-0.593686773397355	-0.493653669617954	-0.275649915725365	0.203933554829256	0.676936598662509	-0.348495511372623	-0.474574409700597	0.356911179674321	-0.596997820204878	-0.530413938852036	0.108709001488022	-0.545688971025386	-0.453703373623657	-0.443930369792673	-0.575228911514584	-0.0229789467657942
PTPRA	0.217295011766198	0.694395105045508	0.320497054288725	0.149221724126061	0.0733058705636746	0.268051386500817	-0.0188623877321036	0.394294343758192	0.552205774997093	0.0756636358585091	0.0956912386536437	0.167334346036397	0.564072203800015	0.29614338464734	0.0936449509922975	0.100276768470762	0.599212113332006	0.4859089574438	0.268008496479258	0.238192114218479	0.70549043116434	0.382311044990607	0.104941951067602	1	0.179945104565672	0.323783901556676	0.42558585858178	0.409663075955822	0.234485118327024	-0.0607226288574736	0.618860811791397	0.182439261063197	0.0637598308651639	0.524646655971713	0.65119830000094	0.618404284551625	0.525917320929085	0.495808100898339	0.299861987884004	0.740869675937437	0.230790518773742	0.543606757209852	0.540809055578167	0.532142642318109	0.584056681789722	0.552442295815912	0.316523757886069	0.395753297701641	0.647447316692752	0.594337496392861	0.174944758556547	0.421212627339095	0.692250475386641	0.619658924372273	0.461443774626679	0.0315164944886649	0.0275915759053855	-0.0411177995379659	0.344733314031534	0.268268567390597	0.264257034656016	0.411488067488075	0.124375042658039	0.309906837654501	0.117542677168427	0.594630889528978	0.541580194534437	0.480765102355537	-0.00173819440582648	0.266589132362767	0.338105752644861	0.298524391350576	0.410303358782537	0.356677086620246	0.620326337306489	0.492095355148267	-0.0342683799960222	0.457011937291349	0.555763723706586	0.347151046343878	0.0876928156669204	0.424970756316109	0.627918889230567	0.506259224783288	0.54797343352182	0.492645587226516	0.626090496356075	0.39459253390299	0.45329346986677	0.691450960168577	0.359542891278594	0.55462743539581	0.545764365681784	0.0556705412442932	0.693901790924442
SIRPG	0.944662673860269	0.472068466240139	0.765288039590164	0.757329939999173	0.656031936530039	0.770540110133263	0.816465173906421	-0.558967826315453	0.516385093222184	0.66144944646761	0.599440056832998	0.926820425954802	-0.428913118354868	0.417023211490382	0.922553588835061	0.73602689513017	-0.358934853981068	-0.185918384893024	-0.405430861930385	0.576803592864638	-0.0724541775726611	-0.421731385370775	0.910918927735886	0.179945104565672	1	-0.662772298086894	-0.542880791117574	-0.612929117586349	0.803145573804407	0.597984627628454	-0.161587445225039	0.965880620129225	0.494873116359143	-0.243717399989011	-0.175248646723903	0.352799975028074	-0.38299723790967	0.745930338695275	0.583429525480325	0.375534113389222	0.950314636613598	0.606809298930752	-0.400035646662364	0.167758077050583	-0.368596559745527	-0.186004183972227	-0.613960209285204	-0.569283096446699	-0.187681531065911	0.253114085997403	-0.627063232005724	-0.501852960706906	-0.147371691579339	-0.0686740832807431	-0.502746557490427	0.557575200182438	0.633681822126577	0.647941115819846	-0.575450895622368	0.637924759412636	0.629134049334231	-0.522235923660606	0.872018189587755	-0.638725369169127	0.839433252691841	-0.410814561419641	0.537151378530946	-0.237939952439434	-0.702647748575357	0.00422885836612878	0.41536092895962	-0.623862506604876	-0.542157530310866	-0.506008854446218	-0.306740010414313	-0.523933586191327	-0.647574814571218	-0.456323949252361	0.519687817526294	-0.624576445628527	-0.606399099656684	-0.20300071045967	0.292111130839003	0.67349832981181	-0.317021613893174	-0.48148755984267	0.445946028732306	-0.584198840538459	-0.543089016214793	0.121054108769625	-0.562283717180513	-0.460036436379173	-0.443578125984533	-0.609844278502447	-0.0416488924891139
LRP1	-0.664021929541134	0.139712929818081	-0.530536430858441	-0.630757765995115	-0.681543734211611	-0.586741373372878	-0.649112069262641	0.893430751362489	0.0293239712274489	-0.671811441234389	-0.630762559426388	-0.647075856125053	0.743995915808154	-0.39078302655826	-0.703039282149055	-0.585768495231085	0.764603961162061	0.515936797173294	0.799199937840495	-0.437294773059539	0.622119908169963	0.734633056786687	-0.619369295649383	0.323783901556676	-0.662772298086894	1	0.891009743686475	0.942123824509793	-0.472003684516758	-0.592786386624713	0.676595971089838	-0.706683317888925	-0.522483371081996	0.589444821889681	0.680339051594993	-0.0194166052105923	0.796221866575213	-0.358230900800244	-0.351694221915248	0.084287616744644	-0.651666940095393	0.0882188653702587	0.852316113266579	0.0215079478955407	0.76721119910396	0.672817235625611	0.92965926210562	0.909426537911825	0.602145381977702	0.303017993019933	0.841339088228041	0.886645447395166	0.723721156271057	0.596490254299928	0.862384800075722	-0.633913583698654	-0.702143988831683	-0.700067501794588	0.90575810444547	-0.48432710269547	-0.555998386474677	0.856010060862891	-0.684793507437081	0.894807117549264	-0.721773082521127	0.813054376712672	-0.0137940155607366	0.722089737476936	0.796088177695556	0.365342053117875	-0.103648826432127	0.913748716312778	0.884472398128316	0.861750657979625	0.700672291401045	0.874754073839515	0.776537318552936	0.83147048349821	-0.146119581789554	0.946196597031386	0.812827308317816	0.321747835128248	0.267526123231252	-0.298816989960179	0.672969605344029	0.8602431748372	-0.0349044225705689	0.89804856183126	0.872150166993874	0.372841528215813	0.871231278160479	0.896665341105618	0.880751619654124	0.839429359443741	0.613781321022635
