""	PTPRZ1	EGFR	NRCAM	PTPRS	NCAM2	FGFR1	APLP1	GFRA1	ROBO1	GPC1	NLGN1	NLGN2	LRP6	NLGN3	NRXN1	CHL1	TNFRSF21	NRXN2	NOTCH1	PDGFRA	THY1	SDC3	NOTCH2	LRP1	RGMB	CADM1	CDH2	BMPR2	ADCYAP1R1	RPSA	LINGO1	PTPRA	PTPRD	PLXNB2	CNTN1	NCL	CDH10	TSPAN15	TRPC3	NCSTN	NOTCH4	PLXNA3	APLP2	TSHR	NRXN3	LIFR	UNC5A	PTPRK	LRRC4C	SLC16A7	ITGB1	NEO1	RTN4R	PLXNA1	GP1BB	INSR	LDLR	LRRN3	ATP5F1B	FLRT3	EPHB1	SLC16A1	DDR1	VLDLR	NECTIN1	TFRC	IGF1R	LRP8	GPR19	ACTR2	ITGAV	ANTXR1	CD47	MCFD2	TSPAN5	EPHB3	LRRTM2	ACVR1B	CD46	SMAP1	ADAM22	LRP4	LAMP1	ATP1A3	ADAM23	DSCAM	GPC2	PTPRG	ERBB3	DAG1	RTN4RL2	LRRC4	BMPR1A	ITGA6	TYRO3	ERBB4	GPR37L1	CD9	FLOT1	AMFR	CHRNA4	TMED5	SCARB1	F2R	NRP2	CD82	SIRPA	KLRC2	ABCA1	STX4	JMJD6	SORT1	SORL1	CANX	CD99L2	CD74	TSPAN14	CD81	C1QBP	PILRB
RGMB	0.973589344795317	0.720247007270997	0.973248233469339	0.9070120136764	0.891440611580795	0.931209506976773	0.91771511387566	0.956257840114399	0.986578627416668	0.942781422015851	0.963301516335345	0.960467001479507	0.965527308906334	0.967703211612796	0.876696342653646	0.953145033934219	0.93794701711943	0.973027489624954	0.980791790922635	0.887121805894084	0.927014436307169	0.938874585519432	0.841983839244741	0.961169289127925	1	0.981884997692198	0.98046409422304	0.965279791146269	0.802055558317694	0.941373106636742	0.93151106950504	0.967866435419429	0.519527965822496	0.926263877632109	0.973885053293466	0.960077341981645	0.810363071736709	0.898974666092627	0.936459701631262	0.926572077052318	0.740449198398936	0.937350229947547	0.975367384363282	0.638174694664509	0.674827212626467	0.722450678363927	0.885497002789079	0.967906383930472	0.937815405512407	0.899381653302501	0.9700957155707	0.919920557952559	0.920534775324051	0.918190679237134	0.926018692066503	0.953623510846422	0.929363167015948	0.974703306512106	0.930588776773971	0.92936278639092	0.958775986423043	0.965944635353073	0.955353015127646	0.904082725695935	0.952279130104712	0.908243981620224	0.964140679445805	0.952363771053843	0.922350309592277	0.973779093487892	0.950976658603112	0.923773138893809	0.952674846759024	0.958017491059142	0.931889851760344	0.922457102904051	0.839205731825917	0.952851278675915	0.941111363696258	0.962236063040944	0.92324609939475	0.910561237304557	0.951107674900973	0.951512458329354	0.959683120237282	0.962854061102818	0.951897672397567	0.835685087773998	0.951434225442627	0.944841916627136	0.91703372360026	0.967792283603008	0.903861398184109	0.903547123126362	0.934822561357031	0.914892042563721	0.926888736603212	0.801177608823817	0.933315477721702	0.955520758051929	0.929896960115399	0.897926223939828	0.925692794625768	0.962731471723304	0.7772064865563	0.856022795446147	0.867900734727499	0.91011214317918	0.586635097260333	0.915457626344077	0.924716082251245	0.741120067801419	0.236864567623427	0.977531602187016	0.938268139841839	0.145102511143584	0.858383909995545	0.944836096977135	0.9330134458231	0.914704489785503
CADM1	0.959811092427335	0.693074337762948	0.953222902617459	0.875643719128973	0.870972617491973	0.91563158699814	0.951261450120764	0.952258710354866	0.976221102436072	0.959058563925457	0.946927042199871	0.97302720301643	0.951811422705685	0.983119729577049	0.858785043244349	0.939857299709987	0.962353198001262	0.966757473810544	0.970665956857326	0.864922276353741	0.953436875277226	0.943061120211649	0.820615453811572	0.962430209457789	0.981884997692198	1	0.976765953572025	0.953574165128689	0.806954402259134	0.958581287533888	0.930352704637417	0.957019074640422	0.498231890053141	0.921856684109847	0.959234490425113	0.944147483214999	0.78576775212422	0.924460865611472	0.919045425127023	0.928627258770864	0.752963159171606	0.940690180795487	0.96769941270411	0.635337897678681	0.644793519647673	0.694114752346398	0.866986602007894	0.960095586489162	0.931268295064053	0.879660489249806	0.967353191537499	0.926650295508912	0.945279522650931	0.915429428475294	0.939346020423212	0.944262227884045	0.947667292356748	0.969086922742101	0.952266181509795	0.918012872260249	0.972203256263952	0.961082043619848	0.975704089141469	0.914227192881414	0.958805324091784	0.889538541617054	0.949937883790012	0.937769260200338	0.917011996256979	0.970837314585965	0.926910895045029	0.890874191885256	0.941597023935156	0.952520835697118	0.930947497152503	0.920262007224906	0.808321289567818	0.946970018236129	0.923773537399602	0.96679316219462	0.903121248924841	0.899583375997292	0.972733572295805	0.948720693575381	0.958009807798723	0.965847021326878	0.958260692077064	0.813507430156082	0.962820764256757	0.950206032697554	0.935308135590748	0.952631891871454	0.892111474847458	0.893258908534752	0.949238917466715	0.884061243475056	0.949695409646991	0.830536604499042	0.938575757572771	0.949545865481005	0.950441510336725	0.873586948780467	0.948722236147256	0.961160370751843	0.741510443288688	0.845701543583168	0.862626212321296	0.913611705281047	0.553277373911789	0.932380552387985	0.916597133471494	0.728577910912379	0.205557028396641	0.975690831829952	0.943018501886642	0.133749985461814	0.844829220088764	0.962659662384589	0.953565359797188	0.898781662934446
CDH2	0.973580534974898	0.768050090291088	0.974654357103865	0.905952440285488	0.921490700833935	0.94953500964041	0.910322535237159	0.972441883105467	0.984433718909615	0.952544321096605	0.973325941842284	0.955555018542661	0.966060008550959	0.968503608885943	0.907637124047	0.960305805214729	0.927698044603411	0.985004514055735	0.97851216747529	0.908006682661065	0.924063434055222	0.961607681173552	0.863853337132577	0.977290888060192	0.98046409422304	0.976765953572025	1	0.977404809016046	0.856740330353152	0.951643580075283	0.947754190865833	0.978671178440522	0.579029571074806	0.93973376540814	0.973471083445524	0.961493735177229	0.837850369185399	0.906756067577885	0.933102458020635	0.94777587936433	0.763368007111825	0.9346749494385	0.980453399064618	0.694976046671083	0.715029884385144	0.767665778276052	0.905673367410387	0.968280922476809	0.963754266894176	0.907434091931754	0.96615667521903	0.933509785084317	0.917120097017714	0.921245726682436	0.930890550178515	0.955309151083438	0.926865049633929	0.969875936466226	0.937431434183966	0.951022455284867	0.953695121138836	0.960867805817459	0.955273997224724	0.910149593479791	0.954771419978871	0.909654656306423	0.965788079185626	0.955533126965688	0.929375116521748	0.980854983939545	0.956606053832903	0.932468074893439	0.965018580559972	0.962805940815266	0.95153993933971	0.930040562668862	0.865813458806361	0.94831684476814	0.943885599977081	0.973974953017104	0.936624164265478	0.93269339957704	0.958724324983154	0.961360254161281	0.955976740453849	0.972719216238168	0.959067268564322	0.86239132347464	0.941617325787093	0.957520416540656	0.927539961820826	0.973216778066231	0.927297946913747	0.901842748153619	0.944968814962403	0.911801437520749	0.921415528973632	0.83805777524262	0.941601483097024	0.956908907689414	0.930888596125931	0.900754616073223	0.906277045434408	0.965668302668121	0.798401363668222	0.887601712007859	0.897637659308188	0.929839256770012	0.620380907461586	0.931203583762293	0.94663744488948	0.751600399850744	0.26549962420774	0.984641614866856	0.937751708021116	0.150876542498245	0.872498373940869	0.966664757832229	0.93385716158813	0.922278809414857
BMPR2	0.977338119634476	0.832168834751112	0.979856883856837	0.930347635876224	0.952554321456714	0.956523970611918	0.866506774577367	0.971374301325392	0.975665589092306	0.904025956951755	0.980615313514866	0.913902010949078	0.967771127811849	0.935656715659305	0.947734175812845	0.968004718209105	0.877971550613915	0.974325667228593	0.956400225341475	0.938665489401079	0.867670235634065	0.955385956615681	0.896389216943955	0.961666070148606	0.965279791146269	0.953574165128689	0.977404809016046	1	0.877787399506085	0.902804815686172	0.935722205063272	0.980632896194094	0.664324387322806	0.926340316590435	0.966881984493733	0.971691193562167	0.871103761621662	0.886391793362007	0.933251441951998	0.936218264524806	0.745745757209923	0.912218386798842	0.982735838702227	0.725163110611486	0.756486580366619	0.834325574067971	0.894327894962195	0.969135910424274	0.967689525225201	0.936546812596077	0.955809954378577	0.938557717165787	0.871322682464396	0.922321101740244	0.881592950435908	0.957405614624457	0.896585077661651	0.941048638154988	0.882401345756019	0.942294370642948	0.919870282039737	0.93657304350402	0.916914983308794	0.87245043347433	0.93277315423485	0.929739510584841	0.974959281949176	0.958895607103346	0.931673043718923	0.975178661560731	0.96885823496033	0.94489433766915	0.972017006533056	0.965070373263503	0.954036398969952	0.897111610855061	0.908657660452888	0.937196153515239	0.965112097742423	0.95079030679456	0.963763530719698	0.957672051708238	0.926658378864654	0.941701805918789	0.952061940249233	0.957678652343503	0.926168066386448	0.910659195902811	0.91186397015289	0.958462390628353	0.882111635078828	0.97560327392658	0.930570219501881	0.924622754182255	0.925885732139749	0.930964952564955	0.873229940818776	0.849157605424591	0.920004559415821	0.952901897770513	0.885249098686674	0.927932671764628	0.86329697072779	0.958276565120099	0.836818928019821	0.899694617826244	0.892530597855077	0.928220786636448	0.685176592233308	0.90089278406616	0.940553797991134	0.801964613595884	0.332047729144323	0.980195258527818	0.927852949708615	0.182493981151354	0.883617414061716	0.937139534169239	0.88119800185503	0.924666846028884
ADCYAP1R1	0.833094444745706	0.876309049219791	0.851142929596139	0.8157807880673	0.904343154578538	0.866148831628559	0.722177180655598	0.871417815513484	0.827651916425671	0.786202028004012	0.858395333051605	0.755942695826169	0.814042473200595	0.800581940163753	0.90240596548503	0.842702893338028	0.720644378695096	0.869873626278601	0.81264459938522	0.863099113218534	0.718677025962574	0.886079857311581	0.840668087855781	0.874734697541211	0.802055558317694	0.806954402259134	0.856740330353152	0.877787399506085	1	0.790601262704777	0.87162330787753	0.875230627754677	0.795871287092247	0.834251844647324	0.834274222088911	0.838884175066405	0.801205214428672	0.796317065952322	0.807946641447185	0.87196903672535	0.669660690263854	0.777328976486111	0.858001891135056	0.809485289501935	0.779604707218137	0.863662852887535	0.844186259090485	0.833158813743289	0.879536420544699	0.829819110518854	0.802112118336997	0.841589969366818	0.741514600807486	0.839128904449436	0.783298339844063	0.841384831596328	0.742350927816561	0.780357961197259	0.766020188408225	0.836714623112644	0.776385799740465	0.788391435822426	0.792406212927952	0.763673213713617	0.815755199523964	0.81388825713346	0.860188448924542	0.841383006758755	0.826149423845028	0.865264223593566	0.857109064809537	0.851146428777896	0.861966777074538	0.855980958424214	0.896725774511994	0.775209159168805	0.877808939297238	0.806019065711446	0.845274134689008	0.842818772151541	0.883596032631027	0.903098392624819	0.814873683045453	0.837145675114978	0.802924731199007	0.852055759724479	0.798746242616449	0.866729875680374	0.746858684899494	0.860612340568182	0.761906967294228	0.867045751744785	0.881966384588489	0.809003843233665	0.846602757405967	0.816974268250838	0.742782814627658	0.837774499808957	0.811497517892028	0.815811736360123	0.783263066505519	0.810571443548614	0.685023947222801	0.825693463342921	0.792699584718903	0.87388949177498	0.840012852860629	0.831270533500926	0.731294687647943	0.818414753467091	0.838691355646708	0.754858345820745	0.403221717218483	0.864945153244087	0.828430935784723	0.167950089919939	0.792270504465439	0.862157844078767	0.751439588201722	0.836241656738791
RPSA	0.912794194104861	0.625488499841926	0.906936761360682	0.80356860589086	0.815214351808042	0.881969151239563	0.935753374221292	0.915489809915918	0.942503928961185	0.971775712295193	0.8959149173748	0.970406604808778	0.887237131601754	0.969926980965183	0.794219363037255	0.896040384133136	0.961028965472084	0.943133478174755	0.94800231311862	0.831731431441084	0.977188560973571	0.919257340735309	0.768708102634854	0.944729620091068	0.941373106636742	0.958581287533888	0.951643580075283	0.902804815686172	0.790601262704777	1	0.944221188131965	0.916870463328938	0.413999160153179	0.915007214820796	0.923579219243586	0.893103810250754	0.740018056282627	0.897551465747877	0.867480891797037	0.927709667482024	0.761837962335829	0.924163093446893	0.914329989946344	0.581180071396021	0.581790052395731	0.615687530090452	0.865120569183013	0.904139440046067	0.899489226842765	0.795156905604804	0.916833850784552	0.871839002359212	0.934811317140612	0.887007484732024	0.964680000766643	0.891022262777324	0.911620028401782	0.955360584959345	0.993135463568952	0.893558105955351	0.948767338173097	0.937049705462986	0.976275194061505	0.887924559313875	0.943120484741278	0.837065558850667	0.886972452033365	0.87574571750609	0.888435964820831	0.933765674237868	0.876842528121784	0.850563622798604	0.894871841509918	0.921029369503179	0.90610745277042	0.922393902587553	0.748349468591629	0.912519818066363	0.84348355872189	0.97226746703255	0.834221773343043	0.836649384220223	0.966314624109387	0.936816968987019	0.904113026829285	0.945245276368907	0.950260395349161	0.735336730221158	0.92235278438911	0.908153023884917	0.949453554367434	0.908673990472686	0.857643943896207	0.818625092803882	0.93727427966973	0.808331204307026	0.950780854252269	0.792214343523957	0.940027667729803	0.902320628728816	0.951572638997582	0.798140853085765	0.912203295525198	0.923862839417934	0.673088272084315	0.835041755212947	0.848461446715557	0.925635354727511	0.466497574840903	0.94866237527053	0.906268503572148	0.641210082641464	0.12950311455303	0.939583690713438	0.918904342575251	0.115382056181571	0.806906969333459	0.973491956436405	0.990107596246808	0.853214984711747
LINGO1	0.93850015537188	0.763541972145375	0.933908386257707	0.862163402946725	0.892190308033548	0.924376019595933	0.866963359717588	0.938933093155132	0.941952488035481	0.931938047743368	0.934568809325383	0.922515567261135	0.902724661678255	0.936089875873365	0.882542822375662	0.929501660182822	0.893795412581543	0.954067850518449	0.93987402004699	0.911515324375231	0.902800308001777	0.944159846018753	0.863739456622931	0.956003584472698	0.93151106950504	0.930352704637417	0.947754190865833	0.935722205063272	0.87162330787753	0.944221188131965	1	0.944186483130006	0.580414478934817	0.922639260259175	0.938295897495496	0.923063790598448	0.821607648779651	0.880294626259346	0.889079878396337	0.93172115199651	0.75307152598224	0.891573959076909	0.932295422522967	0.661626544201348	0.683720320825895	0.7551347993567	0.888503113927727	0.911368353465422	0.934351770221976	0.862485468069508	0.901233254957178	0.888615656434741	0.881820221094883	0.912971053910321	0.914367780807375	0.902430234992532	0.86850218604849	0.931172182049582	0.927070875880859	0.920455909289237	0.902637057090734	0.909083780444933	0.93585757988827	0.844711904786028	0.923449214851789	0.877500687554723	0.912120728613614	0.901859771560814	0.905092698024733	0.937717194269883	0.917523112644055	0.91016777533648	0.930641651330413	0.934663071005101	0.924743037140218	0.89058362313901	0.84024982225417	0.919936795954711	0.88838129611863	0.957264813874223	0.899441037902588	0.9084137737953	0.931184995424827	0.935206805524638	0.904580438581955	0.932030078591444	0.917222823103722	0.83082245793974	0.887309965555959	0.92037059658845	0.914118378056275	0.933505272393246	0.907119355487748	0.865609040559888	0.934431101430214	0.866522481595377	0.895081866826148	0.820641279818954	0.928802907268453	0.892056605855598	0.908066476383432	0.840505539446648	0.8338719479262	0.923314301727112	0.75021416168702	0.897819264804711	0.871055763145406	0.940355654690857	0.585069051166371	0.933647251395405	0.917286592900235	0.713454716573136	0.234878724422698	0.949960843958839	0.911937593670699	0.133200428808661	0.818068932494259	0.9570322494898	0.922294208087532	0.872345085352204
PTPRA	0.978087171293646	0.826283744365953	0.981749978637734	0.934553011585405	0.954935397052955	0.953687594162083	0.874296008876483	0.971126354181122	0.976793121182096	0.911539722910291	0.98382650480631	0.918145584005986	0.966099424966406	0.94138593556073	0.94299917114558	0.968709729161418	0.882745499975189	0.979833743416769	0.955845100868781	0.932436336358413	0.878761621229083	0.954342012062344	0.895516773183553	0.961636356652621	0.967866435419429	0.957019074640422	0.978671178440522	0.980632896194094	0.875230627754677	0.916870463328938	0.944186483130006	1	0.656470750288204	0.925268854630457	0.969242044406222	0.978623506439456	0.868740069543064	0.898166909144936	0.927222239999011	0.942822632082194	0.767304609479056	0.908005140680143	0.98686086727458	0.724838001271148	0.742523354857276	0.825902390733703	0.899134108345552	0.962457431338146	0.969878984311391	0.941037239646532	0.962934838171572	0.93916314974712	0.878794569129834	0.911400544700505	0.888289138077399	0.954270977838332	0.898376967196567	0.947776742511723	0.896415516513022	0.953186325134448	0.917166066251412	0.94280524732231	0.922742501588063	0.880185981418167	0.930254148183535	0.923839290843266	0.969841725185162	0.956708232703732	0.930174867578499	0.978480601376965	0.969154958150901	0.952018773512419	0.978237496758279	0.968019173113372	0.963555232793202	0.897284517234411	0.909454410550992	0.949103472909035	0.967887694521663	0.961000352270131	0.962172784398309	0.950961285551393	0.941222662880237	0.950765267599067	0.95426377005652	0.953999055317096	0.929715233919935	0.905431129527913	0.911769413156767	0.954385550262503	0.889013294194155	0.971770525068914	0.939217695973369	0.917421602971744	0.935940252000959	0.936590759595684	0.881277824738596	0.845757517597819	0.930822209847941	0.94999422049084	0.892260711141899	0.916215929752583	0.867484428464301	0.964044871060451	0.83059912114718	0.90153479064852	0.901709165142124	0.925786977969275	0.682132742987908	0.907202233063358	0.941690857010947	0.784737676098771	0.323018008954811	0.986024734661927	0.935697065083062	0.163274819296789	0.875716023080864	0.949491829246703	0.895854394277535	0.923077622177756
PTPRD	0.588684252932399	0.888746436815949	0.624174029060151	0.686572746621388	0.789021922048592	0.653844106266129	0.398468778559186	0.620237782567954	0.551516680656795	0.425075413723463	0.64720575902772	0.394488944011653	0.598079771898148	0.45938480820968	0.797576524855663	0.621324583188215	0.324791364987962	0.612200503465479	0.5173342154975	0.697261886915807	0.313555102489128	0.639406282220649	0.725228874125808	0.587918969708997	0.519527965822496	0.498231890053141	0.579029571074806	0.664324387322806	0.795871287092247	0.413999160153179	0.580414478934817	0.656470750288204	1	0.557249795126558	0.579911166713745	0.639623859922509	0.697146116610913	0.517799262554468	0.593481739887286	0.603630013361293	0.429910516761375	0.453670059015863	0.630331568676521	0.792246242321487	0.803434971790346	0.900592813754614	0.609754264512697	0.597250962094036	0.660839472171882	0.715690252878257	0.542624313236566	0.636770594223753	0.39086463102475	0.580599082089006	0.418794512016082	0.627966812370062	0.446351989318299	0.466949546736295	0.378330135427904	0.610840746654163	0.440222147665063	0.495129063311923	0.436508329176723	0.473842906733442	0.506001208568912	0.632404432990145	0.658256705810463	0.639125205664396	0.599100158964732	0.608597409435802	0.659884862130401	0.668862235901345	0.664105807359796	0.623525054120975	0.679153125366077	0.462077170493585	0.812613014259751	0.538685922105315	0.688113220654707	0.534931945169126	0.747697603870992	0.74849596036744	0.498871754954239	0.566190620892758	0.554819424188718	0.568274453267336	0.473724044265715	0.803840401021026	0.452779901760635	0.620235808219657	0.406649718709178	0.636642877853959	0.691727135076865	0.624227466754253	0.560626094979905	0.656438856562535	0.372271106422003	0.719133364385222	0.511145399378193	0.58531849253594	0.421366112625593	0.675209978113627	0.346757863594893	0.550840323724677	0.758794530570697	0.707712070826561	0.656195891447817	0.552567982624602	0.804646485625188	0.506232746215064	0.610384718158147	0.76204135225524	0.570391490146954	0.612977020108748	0.565621892015509	0.180593679097577	0.617371000339944	0.542678678892399	0.361307200258373	0.640591646006831
PLXNB2	0.919602011037065	0.732597973401175	0.919437092151641	0.841623932817338	0.872834121503105	0.904952373194957	0.857736406771924	0.926042475974523	0.929477583212489	0.916919596647369	0.918087182006204	0.901511176950685	0.897905218029785	0.911635240823619	0.855837313952694	0.907466275045673	0.884122002411826	0.931919224059035	0.928662741611324	0.875709934330559	0.884417710799508	0.918188119801909	0.828205885828893	0.934567354929705	0.926263877632109	0.921856684109847	0.93973376540814	0.926340316590435	0.834251844647324	0.915007214820796	0.922639260259175	0.925268854630457	0.557249795126558	1	0.92044043001304	0.904873452781557	0.792836644452535	0.851402483935607	0.875046403182815	0.924504758885879	0.716105007479679	0.892603772690189	0.922354061328031	0.645796982994949	0.686375498647264	0.724464888563503	0.879911188148463	0.908568300259756	0.902958822764545	0.851484438178872	0.904438624502698	0.889271924295618	0.865821863910174	0.880947063670345	0.906893340118195	0.906675349208445	0.846146057878698	0.933127978397227	0.906531973455315	0.899874532792718	0.894265034550259	0.911372632250722	0.912604162457771	0.839177348294558	0.914119555601971	0.872008295993842	0.905721737661223	0.882241908895044	0.897942057078146	0.93497767736234	0.914280499885911	0.890484640346095	0.916375720538044	0.908233818226684	0.907836574658469	0.88223060206124	0.820290230418541	0.90917180033777	0.880862606065463	0.940840028962836	0.88545295291039	0.897418314307191	0.918409939664178	0.912476602679076	0.894709387553422	0.921418420086498	0.90585844950566	0.808022246141839	0.878124152925682	0.914007655459775	0.905160851055382	0.925059927249075	0.908982770481624	0.861560035015048	0.902774079583453	0.863081834385798	0.876803025309511	0.809690060682392	0.923932377010639	0.904849332328345	0.89583989869845	0.859074739723871	0.828226352649601	0.907807859793847	0.775257171100252	0.857651105077224	0.872826099110865	0.886288089610983	0.612671831837601	0.898397970577382	0.912982162843484	0.734135966723801	0.292986158574029	0.930020723528936	0.887111640403637	0.207782026553396	0.835910756872081	0.935375134463497	0.901036593101203	0.87350827288893
CNTN1	0.985907439330625	0.755507646817825	0.97088069651586	0.91008661292786	0.906910013124636	0.962112742555492	0.877404356302547	0.964000891484063	0.985383513490054	0.932914952950158	0.96719242051408	0.943653666905326	0.972970884694788	0.958974892943514	0.909551038940512	0.962214938358061	0.913229647846813	0.973769527325786	0.975205142032816	0.931792342044151	0.899345831166529	0.950495665522227	0.877099713323047	0.972669370026608	0.973885053293466	0.959234490425113	0.973471083445524	0.966881984493733	0.834274222088911	0.923579219243586	0.938295897495496	0.969242044406222	0.579911166713745	0.92044043001304	1	0.961403576265343	0.856143712663985	0.886060606257439	0.937118765277436	0.915433030671452	0.731898547035911	0.929495302756792	0.971376876358153	0.679881876718929	0.732710056046244	0.769966222053283	0.876285817532705	0.955536395929629	0.962781700717976	0.910629708862183	0.94891450594578	0.924075146012859	0.89004647366555	0.903975281203112	0.89270579062968	0.944012101812383	0.921300075836758	0.954168065455424	0.90046881204481	0.944112248465173	0.942846001381521	0.94387148011294	0.938976200066274	0.885466501468037	0.947817083647033	0.91043341668308	0.956359546263815	0.938127834558522	0.908008256264722	0.961180125520166	0.953824828990621	0.934812126122196	0.953775266835705	0.951849820170556	0.929431259716747	0.913223608564743	0.85310028251069	0.942341329058281	0.946198879381704	0.954544997538625	0.939610763285184	0.931088728983046	0.939098358731865	0.928464629263119	0.958712717117858	0.948558598970908	0.942985856514236	0.865392728516614	0.936834285872903	0.953365244089709	0.908611660884938	0.959554897749587	0.900053288927922	0.908447299102009	0.933241251033494	0.915635073853727	0.905972795741332	0.813532002422379	0.911205330344227	0.946816849657039	0.897691005458681	0.897794852674162	0.886471892214485	0.951833510358946	0.778847348142155	0.868849534834402	0.855931712764764	0.92671098033569	0.597791160029937	0.898053183235921	0.926980646675425	0.749277807745477	0.238931254009146	0.977114715982912	0.92374848067851	0.12681378915315	0.838813761552003	0.930238097205986	0.903224665554153	0.898302894473874
NCL	0.975601261102404	0.796978110792536	0.977509228120833	0.931878812048405	0.943113202002822	0.932326166003408	0.869863988795499	0.961782075295209	0.967623584146709	0.888226899034108	0.975436306514198	0.905750209206524	0.963500287888844	0.921698161313938	0.920222857221015	0.957898660563355	0.867199101755779	0.962716120188684	0.947092403394462	0.924685977286106	0.856880275400515	0.930439530117514	0.863460397949051	0.935219273026927	0.960077341981645	0.944147483214999	0.961493735177229	0.971691193562167	0.838884175066405	0.893103810250754	0.923063790598448	0.978623506439456	0.639623859922509	0.904873452781557	0.961403576265343	1	0.845125777177443	0.880708036375844	0.924874314983465	0.91370164519365	0.72758462842961	0.88495333440953	0.982858549237948	0.681546701865758	0.737683658500661	0.808539918137739	0.873669414380169	0.954723153317561	0.947918568514532	0.925842811133198	0.960387087198628	0.930214749576147	0.849237146817543	0.890157424422624	0.858197822903141	0.938407489813902	0.877923162181853	0.940691155120587	0.874210267752068	0.940666481837916	0.900607546246883	0.921623615054556	0.897893599040985	0.8523576820061	0.915260130087913	0.925917590992766	0.961738369800602	0.946804461608689	0.911740439913901	0.969781435836726	0.969361634392953	0.948160853153445	0.970400407753893	0.954040157936064	0.938844419626848	0.879124296069237	0.903501072701287	0.932972923153763	0.964849590059828	0.938720005270991	0.948173697583008	0.922755481551677	0.920984063711495	0.933841091913651	0.947100292584145	0.935325434099331	0.917841144804801	0.886813281052658	0.900235667950182	0.936212447019887	0.866676096705923	0.959432761647253	0.920657768545213	0.907653376714046	0.904620613754688	0.928832878015507	0.857853621865281	0.827052286808888	0.913375164500423	0.931674545268859	0.852670860872156	0.921927026544769	0.860663905854657	0.956320810553806	0.823416943356917	0.872014691608797	0.881558815647985	0.906933675621987	0.670375783584326	0.889199136208353	0.922495617706918	0.793432026082637	0.318309170891593	0.978742625738819	0.914715561729463	0.167961152948735	0.858589030984073	0.920931246918967	0.874569156823293	0.901031982856789
CDH10	0.870981700666944	0.847650230187081	0.868680887118022	0.821155289652242	0.882234516973668	0.871061469503935	0.656393692048431	0.842881299679796	0.843300315424721	0.738297562668778	0.866174795844873	0.743640702244207	0.841117567036149	0.773963834005223	0.914298144391286	0.87737034371326	0.680163311435247	0.85603986436704	0.805507803727405	0.919583186233563	0.670611061786088	0.835367483320478	0.86022994720538	0.837788979735915	0.810363071736709	0.78576775212422	0.837850369185399	0.871103761621662	0.801205214428672	0.740018056282627	0.821607648779651	0.868740069543064	0.697146116610913	0.792836644452535	0.856143712663985	0.845125777177443	1	0.71887502098826	0.803717573425699	0.817473979978325	0.707575056562348	0.750658260932406	0.850554404816979	0.69965306419504	0.722305024108619	0.859718933093135	0.803736464465093	0.833733365942245	0.890729859954969	0.878610020987807	0.794777087679772	0.795785663294981	0.684284514014442	0.772003415982425	0.710820294125653	0.817532733199378	0.721737823861312	0.778092549551543	0.706212194649384	0.851883648156737	0.733563230317087	0.7776094055191	0.745268787210314	0.714724245242856	0.769519459896981	0.811094163485707	0.854951373992588	0.849056327546981	0.780180109686165	0.819416719573415	0.871055563315076	0.849826428509325	0.864992661883799	0.845518690603088	0.856455359459783	0.763383076093017	0.867253307090101	0.790260996368722	0.861516031290719	0.818351258172919	0.902494673971316	0.873048350124345	0.778798126659414	0.807248279960509	0.821698036827654	0.798602480087563	0.78632644736484	0.884613307527857	0.748050778138066	0.827168927776138	0.737871762623773	0.844784337354206	0.842202269738969	0.799209521412384	0.808403073575874	0.82355184883954	0.69456162132423	0.758009722910806	0.757201496756797	0.797539276901415	0.713308082998192	0.820977412176326	0.638466594380492	0.801300089778014	0.781229631325884	0.819194310664543	0.799663322079668	0.873484200533172	0.674881224577617	0.752194497904329	0.826315089147538	0.717459856369282	0.339456253381219	0.837460191193007	0.80472004590527	0.13188653606201	0.752363175404576	0.792954136945123	0.697187387701984	0.804882181907805
