""	SIGLEC10	CCR1	FPR1	CD40	CCRL2	ITGB2	LILRB1	CD53	TNFRSF1A	C5AR1	ITGAM	LILRB2	PILRA	VSIR	LILRA1	SIRPA	CD74	ITGB1	HAVCR2	ITGAL	ENG	P2RY12	ADRB2	CD4	LILRA4	CD226	TNFRSF1B	TLR2	TFRC	APLP2	CD81	TLR4	ADCY7	KCNQ3	TREM2	SORL1	LTBR	UNC5B	CD163	KCNQ1	TNFRSF10B	CANX	RACK1	LPP	CD9	IGF2R	PTPRC	ADGRE5	TRAF3	PLD1	ADGRE2	ITGA5	TNFRSF10D	ITGB5	TRPM2	NECTIN2	PDE1B	CD300LF	CD47	FLT1	TNFRSF14	PLXNB2	TREM1	SMAD3	P2RY6	PLD2	TLR7	RXRA	TLR1	RYR1	SEMA4C	FAS	RIPK1	TRADD	SMAP1	LRP1	AMFR	NOTCH2	SORT1	NRP1	LAMP1	PILRB	ITGAV	NOTCH1	CXCR4	CD63	CD44	TSPAN15	CD69	PTPRA	MCFD2	ERAP1	NCL	TNFRSF12A	EGFR	CD33	ABCA1	LRP10	SCARB1	CLEC2D	RPSA	PTGER4	SLC16A1	NCSTN	EDNRB	SDC3	C1QBP	PTPRZ1
TFRC	0.835872371027169	0.860420998472573	0.894981446169538	0.644146091919801	0.783440064606268	0.890623485774503	0.841370262497257	0.792753321701611	0.836376971576329	0.838384325623527	0.899221587588311	0.585512412072733	0.642269937171307	0.321940139773418	0.41182769962565	0.879694355863831	0.586284568504342	0.851374611005461	0.867638887476303	0.898417441625651	0.920966596556613	0.224566739262226	0.489835227062371	0.800838248136236	0.596879217459199	0.785615583091088	0.694330210939322	0.586533011153223	1	0.851230038765054	0.810283970669215	0.778377627789455	0.831785325611032	0.736723535327696	0.825578058111592	0.549702177993073	0.725557989302718	0.872160063301345	0.429220400054267	0.647343974605549	0.639144968292777	0.821755402983186	0.742132534029176	0.606913475634663	0.854310690165394	0.730591870195822	0.759445647910247	0.817905854513229	0.674980211458773	0.858353837182159	0.928949090169607	0.761181355883472	0.774442385889894	0.847193992981413	0.662279992245576	0.798213119108338	0.561287940501318	0.677220955482266	0.778962068185448	0.664281489986075	0.789708176340905	0.838678756269587	0.902196344005494	0.714385351611812	0.666482365964689	0.784701333736869	0.685855225902347	0.831924203163725	0.707373455387217	0.699873038453879	0.47974417138929	0.841146610483353	0.711789211947331	0.662730963644874	0.758339271529222	0.810579353028872	0.519502722334621	0.683350308260723	0.841966312943913	0.832752662676579	0.760773128993264	0.186680567045637	0.723025025407585	0.776874799938086	0.515156831573725	0.816695474298331	0.483230067002042	0.539343347897894	0.802844414235872	0.611819175398543	0.750704964354064	0.778204719031246	0.842524017286941	0.763494473221925	0.0412482476901584	0.609810319676537	0.736530157253887	0.832847419936878	0.780753504259658	0.50344640426859	0.801478204887672	0.903961741957729	0.42089286366969	0.623336558165341	0.259433793235278	0.231223404609684	0.776511753725831	0.0858748441980072
APLP2	0.811097552570884	0.883723038501342	0.842572507756695	0.60309447772642	0.845028655110615	0.826673194628912	0.733863487793811	0.742109501803524	0.864219646625416	0.850970253149454	0.875657314718943	0.60638852518696	0.691175459921573	0.305989780869546	0.357212271703074	0.924925184124618	0.544707359396762	0.915240661093958	0.870953438644828	0.832384932483871	0.871159409221847	0.217129498178947	0.440567419157274	0.715664092377632	0.638104637516509	0.764429910585743	0.79232382325474	0.585180932469237	0.851230038765054	1	0.82591422345644	0.854825468520712	0.753199836917781	0.700372480200204	0.81319461717042	0.53907381247562	0.759482069700222	0.743600753800062	0.634478443282595	0.549801644380207	0.600754330779705	0.950469317836408	0.830824110991904	0.717113718582167	0.911811988034908	0.861567651795639	0.793282955550249	0.822229094066171	0.755692735625688	0.860101725321853	0.847870788725506	0.89880577722265	0.825106849748535	0.823659740033678	0.613124361955139	0.89401242716594	0.482112869982608	0.771078498542314	0.864061624609739	0.714230293520829	0.840699785419186	0.859273691582267	0.859195183770968	0.685749772555846	0.587743888825267	0.773384139890995	0.680519347642242	0.777996174316026	0.713295299751644	0.582693115473816	0.449184472558662	0.850604890291222	0.770979591466609	0.803894561610782	0.876571114017408	0.922651440218186	0.611864493120916	0.858551254508724	0.791896452113907	0.929778018667707	0.911898665219885	0.243763390834777	0.823315874778883	0.787178478073537	0.572257149075847	0.892446433538129	0.641785766581078	0.541319372173489	0.704498567876466	0.736818672919924	0.916092593084791	0.86640660265965	0.868655030485698	0.846568927850958	0.181160215024889	0.633434274908646	0.935811009787274	0.858836748168596	0.860097350558084	0.554931672748984	0.840112139690005	0.89360584364209	0.500344574344311	0.782788697159844	0.446691531361778	0.383468642322673	0.846412477806868	0.226979346607043
CD81	0.925373258399229	0.900960369739729	0.957806151097303	0.86207559743866	0.828514233338857	0.964863273813256	0.861116929272764	0.966492791158529	0.924700515295212	0.760575583872157	0.923993135299107	0.459114816935489	0.917942304462444	0.664527061150818	0.533799493956155	0.924401439850438	0.861763030811355	0.904195497161677	0.962875474626651	0.891785643103514	0.909047761890765	0.593780792880771	0.7156873608618	0.88707718599184	0.909908793369376	0.823364018910992	0.767050396418019	0.71573185385561	0.810283970669215	0.82591422345644	1	0.769932789850943	0.853271448929189	0.776917958505453	0.979943690802471	0.774964970862635	0.846349893767138	0.84899584533419	0.336582065965652	0.726406977380074	0.724822674966231	0.800672392675994	0.954682015718279	0.704631851177945	0.801724970192574	0.700831459509428	0.903713116260862	0.792699615566393	0.82336965511051	0.85063714696263	0.805497432923615	0.702669081470658	0.790166704126295	0.868059859786918	0.831885780472497	0.753016875114123	0.577163446935891	0.771017569651602	0.824684357935351	0.463619097191547	0.768274971412227	0.842917772727432	0.795614696020536	0.565704632151999	0.847055085625176	0.732773394853415	0.858141048202926	0.718343973439972	0.864369716860472	0.6901507776745	0.618460636917491	0.854416915744947	0.771909287610068	0.860749903632535	0.799041963730589	0.813226797966067	0.474878107182561	0.520182826075151	0.894002793037604	0.831104468417412	0.906356299197854	0.156726862049489	0.689693245726232	0.566580834949549	0.546154959779968	0.860721398371781	0.282372620937502	0.754622799694781	0.847499219285578	0.547452545381292	0.761819804982717	0.728023747068868	0.83895415817821	0.686586625889814	-0.0931316037643476	0.826594617538402	0.723310769463547	0.916307459090377	0.773706431413431	0.549823252365159	0.956708959634788	0.867962081918741	0.295260044805404	0.724386385477924	0.174151224404231	0.101458583469243	0.865718954433987	-0.0613405031893504
TLR4	0.831968025560387	0.785842404239804	0.79396942504759	0.603559486119153	0.679773271850668	0.778059002497685	0.822391292711861	0.748467769005893	0.874863381800076	0.786934030712833	0.839502519563954	0.601109874672749	0.689775211930201	0.433477664416064	0.484932452277106	0.861385085753084	0.657713881349104	0.821982969269024	0.817206865185169	0.823497470600983	0.773910141791908	0.386803332688624	0.56354901326827	0.781362141066016	0.64804986908951	0.87184307728881	0.830768200913276	0.822499319417136	0.778377627789455	0.854825468520712	0.769932789850943	1	0.87043162856463	0.810768395007439	0.769898075629819	0.697022753405568	0.830355261854481	0.715759017026671	0.429842822423265	0.69786330454902	0.636467728731318	0.785587895655384	0.750606572261486	0.775930077754162	0.755488832909263	0.799582345515588	0.848602292417881	0.832962051956945	0.717006340000726	0.779647438645297	0.78402161329636	0.789155257271959	0.71008979439723	0.796718564627837	0.724920062899405	0.725127815438671	0.615448039529598	0.689487155913387	0.728534802647463	0.531071418739457	0.740177772015487	0.729076862125578	0.69270447339099	0.807315488071525	0.563328687420212	0.628219450627988	0.772272379891028	0.774900422768348	0.764655370200583	0.663298658362909	0.533109484053501	0.820697967601887	0.684341773142114	0.645227277268179	0.703486662393525	0.827979231568922	0.619452845186577	0.709110857902417	0.815911532827992	0.779358631711269	0.79090926302635	0.31713872705779	0.71248373986016	0.673924231853256	0.630193701634371	0.719967669408192	0.406033432413285	0.542128006873474	0.75581883268642	0.678079311162392	0.754516869658265	0.712938424185869	0.804274813239604	0.591702668816473	0.0614852534038357	0.700472240102739	0.723656328773047	0.839247939087542	0.747423608749985	0.765474927858785	0.739838166473005	0.82485057526115	0.384276717047629	0.67943940012771	0.317773843498029	0.258167271794718	0.729531589823883	0.122970804151351
ADCY7	0.890079887168027	0.807791797636031	0.866433172251481	0.704436563705352	0.651390785090599	0.891018640795367	0.946968978121803	0.890498699155889	0.895443589687127	0.777076092820207	0.873000554799482	0.553018684808323	0.755537329365948	0.644170278966003	0.587411590817271	0.863437300782666	0.844159668338441	0.791931874017963	0.856196535400918	0.933741319346158	0.827550179155274	0.576741332023193	0.777499705115798	0.937718583450852	0.755658159962384	0.893978419987542	0.816972821796173	0.829831196831579	0.831785325611032	0.753199836917781	0.853271448929189	0.87043162856463	1	0.906519946087267	0.837046108623695	0.847439386381507	0.788454416827826	0.868297021559028	0.272948427553775	0.832912908664482	0.795058626547299	0.707387332951642	0.783645221317537	0.755634601947672	0.682459832970869	0.697752075330944	0.924818725786673	0.875831955682543	0.69947318922318	0.778748094049175	0.810696230748351	0.641691346451628	0.77838181246528	0.800621376213973	0.859540569340357	0.621515762803653	0.753105735814377	0.662609939489167	0.747464135339231	0.347565682611409	0.673063260868085	0.745136711708667	0.699194872351941	0.833124919314712	0.727788719809947	0.581934783111138	0.900426012835527	0.798896717687957	0.840139980574691	0.835369911551123	0.701915734869238	0.801862956547229	0.766629416682937	0.679458085869634	0.695470259231298	0.785495551521181	0.559198547044938	0.56225272309251	0.927261831141427	0.748893835574011	0.731580295982764	0.331251593418993	0.66953820689882	0.632467477640351	0.707606483685685	0.645438523596543	0.182957359810733	0.633813975613048	0.9171946578109	0.592779877530056	0.640953882264123	0.695020854322108	0.834030395271387	0.48775570218625	-0.0712051447185077	0.761006057061068	0.593384577321504	0.866538701239171	0.7367923776544	0.743811457589474	0.766774418114585	0.879896069171853	0.313307104669847	0.579241186626311	0.170686382861584	0.1324999143218	0.69627583612918	-0.00281221479022889
KCNQ3	0.842008186897115	0.70237975942594	0.782838735836838	0.653466415009117	0.460160706119167	0.793319743384427	0.925548235208232	0.822130873088279	0.814459569673345	0.627732807369537	0.786411523623452	0.340422175379625	0.698408271268087	0.555223537395237	0.516160221885402	0.788101216695491	0.801058917052725	0.714530939235587	0.796684249880332	0.844772274924202	0.755731527129357	0.646203015145386	0.802910178633915	0.889225175753392	0.658797304802637	0.915681198997209	0.701980579182907	0.812969721677607	0.736723535327696	0.700372480200204	0.776917958505453	0.810768395007439	0.906519946087267	1	0.73919496833476	0.880738301290857	0.649793427388848	0.83120446330192	0.129999198261406	0.69357840069983	0.774422034609093	0.702617911607601	0.701375613525445	0.852022526663353	0.588967079071365	0.593284017071228	0.851870417239784	0.767557747632423	0.663650028677139	0.710684411530745	0.751535015880548	0.560063460053502	0.826965282605738	0.72855209069848	0.855310880717087	0.613928757270496	0.768385798201233	0.538708774502125	0.707238951587514	0.297741357661084	0.498619091417316	0.663527270329544	0.55401380769723	0.847935086374388	0.652699457234427	0.456780371777616	0.918711528915779	0.646946911565559	0.777845594095912	0.898176919054032	0.794892551029234	0.721308099411142	0.856990697540528	0.640185378182606	0.695780923941799	0.812738662701822	0.619646572827963	0.493268043508336	0.923704170898348	0.740341630183631	0.646423716472287	0.444447711229645	0.714420563768695	0.643712657371493	0.549466524457185	0.538104558498205	0.0154657698529721	0.523391866137584	0.875394843839461	0.692688160155181	0.633845827286225	0.624054696954594	0.816506273225235	0.412399268841297	0.0413268676680591	0.719541129519118	0.583549834008229	0.812300813382054	0.744615851207958	0.784099484665022	0.655302459094082	0.837812445708755	0.337970651603373	0.599085197887208	0.256614260757879	0.230744693768178	0.64067007757051	0.131003135562927
TREM2	0.944464440292322	0.900169935426907	0.968127128280893	0.838576377901282	0.854086337760416	0.965940304074742	0.846415931992411	0.947831279646701	0.911415603962055	0.75100727337422	0.932567011755631	0.492158565087863	0.901948019578461	0.591727536595671	0.506999013006498	0.921861038426126	0.809911835621058	0.925605750971125	0.969719482904547	0.878614506830813	0.90389150965596	0.513146662452687	0.642602292492038	0.859911861611683	0.871792223792094	0.804592209329944	0.751391790754791	0.704719448512292	0.825578058111592	0.81319461717042	0.979943690802471	0.769898075629819	0.837046108623695	0.73919496833476	1	0.703848466104846	0.878419109042418	0.817238510632813	0.3617924564058	0.735684271750173	0.640944554892786	0.764536666918767	0.918047920822433	0.603045777690698	0.838751185233151	0.686106434730637	0.875618475860753	0.766966186718149	0.771048998741611	0.88311016173798	0.82868026615762	0.703911556390197	0.76833287047137	0.86687673424472	0.794153732968747	0.751175410680148	0.542561801269572	0.758472557290497	0.77884491286871	0.51476523174673	0.808792321994993	0.819679321551682	0.817904524933176	0.518322347545019	0.840766830731789	0.756657374318694	0.807719051622986	0.719186070072745	0.864901091176828	0.637311733249311	0.549496136232916	0.874748899941045	0.698466467832697	0.804210810650916	0.730064726135446	0.756046935290149	0.361311132745561	0.48505362941401	0.854704061668676	0.798720107757215	0.889918868973577	0.0358323732316411	0.625669340407252	0.540144378592548	0.503853388198357	0.895916253179347	0.336357463114903	0.729560864145155	0.814244336189525	0.46476945437654	0.712692850669114	0.723588274321044	0.767559382975337	0.6888046662263	-0.183741985605408	0.833344676864104	0.699314968744804	0.889988957894515	0.731825367650299	0.5170428372348	0.953139981399213	0.865603354586304	0.227633105948406	0.689855858426176	0.0893037414352574	0.0256735664607289	0.842649376286151	-0.155461945578804
SORL1	0.769915376261356	0.631658003862999	0.71484022139162	0.723459206668785	0.387549657448631	0.75336204502678	0.870577197597906	0.846428435883014	0.751964856891489	0.512860952517704	0.699138172268042	0.244808039811805	0.798212206305889	0.834270799365946	0.580543679296785	0.697645109469747	0.939071779281514	0.600610456532553	0.711864140755702	0.757819327449532	0.640008972323893	0.865959417621357	0.935545416544628	0.875186213464881	0.753317489452362	0.843051307967689	0.654770054026729	0.871052718699982	0.549702177993073	0.53907381247562	0.774964970862635	0.697022753405568	0.847439386381507	0.880738301290857	0.703848466104846	1	0.656890267823389	0.701539681410151	0.0716689685392229	0.745149579212503	0.852608837343306	0.542013016160397	0.717400384149873	0.804453378105793	0.379783849128124	0.487964114521017	0.86814773590706	0.675430892655356	0.626659105511547	0.576865700070248	0.533045713365046	0.400320725288271	0.673474836375278	0.631417070802102	0.923504375023534	0.415457163949275	0.792360006090215	0.506650637298384	0.614374660431785	0.0160419020618741	0.363604889475883	0.578414291193918	0.391110074763512	0.706514093568155	0.73084509589159	0.302361431239001	0.910706257932059	0.537076942976557	0.815954519794933	0.830127871292325	0.805796433906997	0.604642032589046	0.762592454933152	0.628531277228734	0.587693581389514	0.687140008714552	0.548658589825792	0.295693594553399	0.861307060460205	0.62340635358157	0.601945432038042	0.381235191728477	0.569688833725152	0.383214178528666	0.549250039341361	0.400253064871332	-0.186774808557723	0.647318816153837	0.846193015588505	0.522107238923577	0.502404255454058	0.486165032773059	0.721874261397367	0.21079522960113	-0.0789072056318152	0.804632634322386	0.436868106040332	0.771266530795119	0.614622061040926	0.744889050652684	0.628304947232792	0.690325327760347	0.230122375597941	0.50177210217452	0.126911105165518	0.0715478658648563	0.564385907422794	-0.0204873421663691
LTBR	0.882388069216241	0.822217958563414	0.843056765217483	0.740566193563218	0.777628101717631	0.839006196425233	0.767113004213626	0.7997552974906	0.844493532048871	0.661916403923862	0.839385506958528	0.524300543046698	0.828312606420789	0.55090468209133	0.436491544852226	0.853514273456631	0.698583607421859	0.829319175949348	0.857416635133873	0.748576082210027	0.779229701219614	0.447631852515423	0.52486769768425	0.728755132812359	0.766647168820249	0.765968777936426	0.714532423381133	0.81179827811218	0.725557989302718	0.759482069700222	0.846349893767138	0.830355261854481	0.788454416827826	0.649793427388848	0.878419109042418	0.656890267823389	1	0.674672766666271	0.478970874574385	0.70057302205913	0.580392688688051	0.679276738049168	0.785293301281186	0.557364982594272	0.759133967969545	0.717669246694302	0.839991689995233	0.719785082990825	0.688257450860303	0.803705692035503	0.730433252690713	0.765086394512128	0.611768649420305	0.794490692064165	0.750336473897771	0.683973745648193	0.440218011580247	0.707007151814622	0.673653286294485	0.511594641603485	0.772240019158923	0.753726245432662	0.710843181768058	0.523935549306747	0.702674475187095	0.684621224582234	0.688053630609251	0.642897072973559	0.860919534127713	0.463624970086512	0.417496680348403	0.856733363467221	0.535742928854925	0.655083160256883	0.571864371980258	0.694050838282132	0.341421349947894	0.518639389695008	0.729688422941692	0.744342822286599	0.830303559057316	0.0633701874670005	0.527800443562686	0.451134789172489	0.465370316040276	0.803481881923809	0.390459443598752	0.751078851619959	0.678425347637925	0.398130674108041	0.638559855516769	0.651220439968242	0.654779239985298	0.613544395703679	-0.171620308657713	0.792729073091592	0.651577804685945	0.818960390832864	0.632801262701214	0.585134931355341	0.820900249204685	0.739607978883381	0.197867613826129	0.607287692812824	0.0525849257226759	-0.00534083905738043	0.743872314545639	-0.158248830446958
UNC5B	0.828682013508713	0.830536552654155	0.872438279847539	0.766212498152154	0.674238024703835	0.895105483340101	0.872973014055748	0.858313011077577	0.856205065890249	0.782399792676763	0.848251602669448	0.467425741405438	0.70463498742265	0.526211405611303	0.533833657562473	0.820837785571479	0.746338675295191	0.73635962034247	0.869032113684316	0.86768990078731	0.911044777207495	0.506609290741071	0.645706798629633	0.860390315134663	0.760233968061473	0.796449293949492	0.691035869213242	0.638618412921389	0.872160063301345	0.743600753800062	0.84899584533419	0.715759017026671	0.868297021559028	0.83120446330192	0.817238510632813	0.701539681410151	0.674672766666271	1	0.211912167920567	0.633830447512956	0.748227904389708	0.729429643526159	0.766064045268754	0.704024282375772	0.729478485385628	0.616014759753245	0.824298110044165	0.778878555778376	0.776232087473417	0.784360624738828	0.876381974678372	0.660559987765411	0.78717886975331	0.843818015549733	0.75116503894437	0.692259869698731	0.569236514295956	0.63277885256162	0.74359103841609	0.515129343538513	0.708843492580433	0.821991714043703	0.810109858195061	0.69838145473671	0.703329545342533	0.72776881523135	0.845241142802269	0.710193812757999	0.735656263134166	0.785376671647349	0.596281388851059	0.783390583503069	0.76353884892559	0.732683016411507	0.759580825903283	0.768024620141944	0.571480273836249	0.549952216989913	0.87364803833645	0.768338921473188	0.729163860149887	0.369554993494968	0.664409212963252	0.65615554650716	0.527934922864406	0.701890002128316	0.246110376568753	0.587517437035208	0.826923223472493	0.591836154213673	0.666710313366243	0.664049442867585	0.834160385325763	0.664284229359665	-0.00944324451593545	0.624573566940959	0.619639976227874	0.816793987600174	0.711056845853388	0.500253341990221	0.779840880401432	0.856430561907058	0.288594868165664	0.658843124526166	0.201290355347227	0.163386496361434	0.737125212649714	0.0531949563048247
CD163	0.362247205507449	0.511372846892806	0.404231057748068	0.158712200945487	0.624956072953531	0.399003450904957	0.22222597454585	0.268939330716237	0.356340174762199	0.578701565842363	0.475707500718974	0.606359090577206	0.329103931512834	0.0500406584871652	0.0580247499446516	0.475477427058337	0.0723763231714377	0.526685911210885	0.409706904786197	0.370757246715866	0.458576596178885	-0.180709391898203	0.0162122167343806	0.228945650788954	0.192115304469855	0.272383783346798	0.511897128764423	0.234362365804722	0.429220400054267	0.634478443282595	0.336582065965652	0.429842822423265	0.272948427553775	0.129999198261406	0.3617924564058	0.0716689685392229	0.478970874574385	0.211912167920567	1	0.19826544485245	0.210832323934778	0.498621368728583	0.38173124125172	0.142524854514138	0.502041048239026	0.644554836919194	0.399559303028323	0.434067541494734	0.240089116303857	0.455145927415642	0.373385608656739	0.66405321022118	0.392498250611681	0.359497141156466	0.210740350698206	0.439734019008283	0.12346021996831	0.590217061840851	0.3230122185833	0.533200691218185	0.59206072198656	0.408650257676998	0.545250846509128	0.246325074727518	0.228179739571929	0.398770976169034	0.130020112615913	0.420355158535308	0.35415989241803	0.0497120082233508	-0.0771560376991875	0.4279601084314	0.325557433949009	0.471211315671907	0.358267125268587	0.449316886169182	0.111486499768431	0.608698272150756	0.202188953505145	0.587599843327421	0.589179666715178	-0.193860862306657	0.269543121264805	0.286307433379046	0.41075675411733	0.546736262293585	0.794010863429004	0.311504156451883	0.22788864748553	0.158156103145686	0.425450399883422	0.49373026829131	0.290214681339178	0.5313034799658	-0.117800993007757	0.261423004483377	0.638981243456944	0.313421221478722	0.350465730823671	0.167510808616841	0.432842755255123	0.442500516983392	0.0863395460824867	0.308020955953312	0.0372737915692199	0.0113778369452472	0.32658225927496	-0.117102822778119
KCNQ1	0.771678605268015	0.647023365853171	0.718866244912712	0.53041613035727	0.491685705259634	0.762525579069471	0.829573074127329	0.787736329402857	0.734042946519302	0.596233967976261	0.696819264781276	0.416376106156192	0.68784468643326	0.624172270412874	0.406086385164011	0.705413685497071	0.808146691546475	0.684480094211799	0.700326440405771	0.781150871411023	0.622898416857891	0.545997259286433	0.755231333235069	0.86162078072625	0.633738517641624	0.783072075032619	0.645725658578293	0.758114616672661	0.647343974605549	0.549801644380207	0.726406977380074	0.69786330454902	0.832912908664482	0.69357840069983	0.735684271750173	0.745149579212503	0.70057302205913	0.633830447512956	0.19826544485245	1	0.673575080353051	0.527627327890186	0.664736665143523	0.532557220355879	0.518065253980589	0.498804069787422	0.759755680564123	0.672154418664287	0.421127100749016	0.627781990599353	0.584291618005787	0.416584223826292	0.551271230915151	0.631489827816537	0.810434275776471	0.430246251040479	0.725343000839359	0.46884477751222	0.608392214253468	0.149583096481724	0.482088439764588	0.488171264358629	0.495234442954451	0.615918944391408	0.752705864759352	0.346407167822519	0.70143932242146	0.662849729978965	0.746226546093313	0.71744612997246	0.675796153257609	0.643950086029008	0.589377186012062	0.507957864447622	0.550298319827606	0.588848410462558	0.365062324085451	0.306695254064028	0.755688309585253	0.548137459865204	0.543119270706673	0.103723965818539	0.482699201595534	0.428619318147594	0.659319532318601	0.500877964484005	0.0364454276350864	0.533634746294572	0.843725053878944	0.351805221000917	0.4553349496201	0.548862638273496	0.643438919130851	0.241982553045793	-0.156034939096101	0.705040800184099	0.396375043833114	0.744103941310589	0.571662450454534	0.623731887363525	0.642182551954158	0.700956298498126	0.253923181365814	0.395694401222118	0.0441210310187034	0.00871134151628888	0.531379674168115	-0.132141648761063
TNFRSF10B	0.648292777939902	0.710593080009638	0.689572203554762	0.67114869177133	0.454473612117808	0.73985928628902	0.833652887505737	0.780922472683718	0.705020260810785	0.652821024845208	0.677154165344764	0.342265794367392	0.710740030585041	0.767942498322853	0.517098350910274	0.702083978041453	0.832221623842222	0.541320601323805	0.6672861218966	0.776697968234449	0.682702713286615	0.69476329333875	0.853127075325655	0.845564589541815	0.709850294184162	0.718834723844719	0.683467109883139	0.736435189003496	0.639144968292777	0.600754330779705	0.724822674966231	0.636467728731318	0.795058626547299	0.774422034609093	0.640944554892786	0.852608837343306	0.580392688688051	0.748227904389708	0.210832323934778	0.673575080353051	1	0.588800879335335	0.705896005108131	0.7526214213232	0.41947815365498	0.484153251024462	0.797828233450199	0.745830585355675	0.687415560919628	0.603753538981565	0.600491584381677	0.48796486939038	0.630510594775151	0.594463328052163	0.836581165835072	0.45658668700128	0.714225285932016	0.518544399133309	0.643707167147942	0.146555479286754	0.437353734662176	0.646693141382752	0.535036747940997	0.702809827687578	0.657957105743034	0.386359604871963	0.804752547334115	0.583840933453183	0.669297086805243	0.794616223835392	0.708114436777427	0.651254836944029	0.796265780003624	0.654973494102435	0.714748562506528	0.739763973559452	0.686194661712112	0.469020942293478	0.834421873516504	0.683092935117184	0.592735252035387	0.495955788167251	0.573794086038649	0.442529536928685	0.645502429841138	0.410653725001491	0.00281168907328034	0.583384881976042	0.835530799515017	0.522950110287365	0.579311808762113	0.604298562118559	0.779040123501832	0.3593225264317	0.0585008220885065	0.671516401985862	0.486557875262422	0.755909815109797	0.601435901325932	0.660366416813758	0.608668687839558	0.701649539733518	0.327020297778443	0.48612125403547	0.208852223049994	0.151590330344557	0.581837264542058	0.0988916797559885
CANX	0.767984550837375	0.820621297215003	0.777034186207267	0.542324821842226	0.750648541609785	0.779244435937778	0.713154893549088	0.699688985075722	0.810541698833398	0.759770283295829	0.792219573774548	0.416984996578053	0.616188892118653	0.251320638969672	0.20679512698658	0.9000557549203	0.531089715141903	0.88749869694506	0.822712651619461	0.789495389241239	0.834301057994355	0.209426395082446	0.443556284257122	0.696049239875162	0.594902625636254	0.759116147575065	0.66795852519083	0.520172212706866	0.821755402983186	0.950469317836408	0.800672392675994	0.785587895655384	0.707387332951642	0.702617911607601	0.764536666918767	0.542013016160397	0.679276738049168	0.729429643526159	0.498621368728583	0.527627327890186	0.588800879335335	1	0.785362476740012	0.787786556901523	0.875907132381423	0.808060876275619	0.703273479308893	0.763969235457924	0.714622406616569	0.784334897395446	0.806327126951437	0.829040281472115	0.806448920745442	0.783575926619893	0.593888778141502	0.918238719284709	0.45972286992221	0.683136347697412	0.907987628599607	0.663346891510306	0.725655605918741	0.811823185434982	0.78442678171722	0.697153070868867	0.593568914653944	0.678711769029611	0.64481633640317	0.700106196251281	0.627895770688341	0.61998777004317	0.539082047317009	0.820992327386718	0.816488699738266	0.740294629892987	0.90160100965936	0.953727880206289	0.663109642686735	0.83418430089885	0.796463476962023	0.9297740236988	0.845286425066848	0.319282408354405	0.920554274971987	0.860627768292112	0.506840638463853	0.845537935536731	0.501360863588553	0.491228042077145	0.724589890247188	0.8307083423172	0.949681886187317	0.830686087112744	0.900811467977493	0.817451558162338	0.355744423832089	0.543104241353531	0.931673694076925	0.860822786511201	0.916734064142257	0.528281576152207	0.780554176796488	0.847870315602118	0.639741262426834	0.807362373168335	0.588380407599545	0.540786429963057	0.834433110570701	0.396647413145022
RACK1	0.835918743094936	0.848758709094545	0.908577803965355	0.83127672427661	0.814175229647084	0.894436014198335	0.782351779078021	0.912017956429536	0.905224537629113	0.761299176266625	0.88990468655103	0.533134199988228	0.893516727005492	0.674718683040643	0.566038959039739	0.88183041777813	0.8145620691534	0.85060377034323	0.895241525844052	0.845232949211341	0.838841521244641	0.554300495272594	0.671625633735248	0.835951791296377	0.876820822615299	0.746761356390402	0.794186829994006	0.6545223562976	0.742132534029176	0.830824110991904	0.954682015718279	0.750606572261486	0.783645221317537	0.701375613525445	0.918047920822433	0.717400384149873	0.785293301281186	0.766064045268754	0.38173124125172	0.664736665143523	0.705896005108131	0.785362476740012	1	0.700830551196895	0.764865993479003	0.700190454066898	0.867660185086056	0.790698531075434	0.829246677633555	0.77587678932739	0.736796377532133	0.707310829815088	0.742522631950133	0.80616549587648	0.756703708979158	0.730179326883557	0.540618724844844	0.771079320598019	0.812246166150931	0.416195669480148	0.746121611876596	0.828352757876028	0.754016982451486	0.514218604508262	0.752748135082366	0.711103847935327	0.795630466744004	0.743407059664308	0.800698687191309	0.636871088869982	0.541662874113725	0.776026838733333	0.734348259685843	0.901854928217476	0.832352958344778	0.795107819418076	0.525132170176117	0.557108539667877	0.840904988230521	0.793038679580383	0.910723763437971	0.196802116492099	0.683236769149588	0.537953060970883	0.575032421224745	0.82958037314999	0.342285019279446	0.70513562673238	0.776893798138698	0.578546615316714	0.78127962986947	0.694757507839053	0.845032417637503	0.679972367767273	-0.0107464582179545	0.790985594647598	0.717917288807233	0.892171014939031	0.728282280957341	0.517455711158698	0.97320720815392	0.804110755951437	0.367611134801992	0.718496897514089	0.242246801218148	0.150102521989258	0.911909946953436	0.00808792425154906
