""	CXCR4	CD44	ITGA4	GPR171	CD3D	CD3G	ITGA1	CD69	CLEC2D	NCL	CD2	PTGER2	RPSA	JAML	CD6	CD96	CD247	CD47	TNFRSF14	LAG3	PDCD1	CD8A	S1PR4	CD8B	ITGB1	CCR5	EPHA1	CD46	PTPRC	CD74	CXCR3	TSPAN5	SIRPG	LRP10	SORL1	F2R	ACTR2	CXCR6	DIP2A	IL2RG	TRADD	PTPRA	SPN	JMJD6	PTPRZ1	PILRB	LAMP1	PTGER4	CD63	STX4	TSPAN14	RACK1	KLRB1	ITGAL	IGF2R	IFITM1	SMAP1	ATP5F1B	TNFRSF1B	CD81	APLP2	TNFRSF1A	ITGB2	CANX	C1QBP	CD4
ITGB1	0.693764224484632	0.742582929004188	0.78847253027128	0.751900802438098	0.813511611986133	0.766260405816587	0.526178860203365	0.775673486887955	0.807569976114166	0.718411281488027	0.781374786275567	0.822212181850006	0.769389249921139	0.708002136524445	0.698283535954722	0.730259000469243	0.660396040102639	0.840692493265243	0.808523608621642	0.488805656455645	0.336779146775368	0.436164226638794	0.765395930671286	0.476722617148241	1	0.505739543299013	0.487803823638211	0.817729351216434	0.77432353072212	0.481012976793784	0.58085474408898	0.5042350109315	0.442790913732009	0.730238821512362	0.683035586390951	0.555630789551525	0.895076830570463	0.743066791253033	0.561513969751973	0.852193092890806	0.775114438435591	0.452116832863394	0.75541081057322	0.75020292624623	-0.0238419569698171	0.521303402348925	0.788943692021793	0.820533511031901	0.266139729755156	0.599895914356985	0.870696524074083	0.796215826665549	0.767249600583399	0.78807901451263	0.768774141931892	0.667562700976904	0.851512308965435	0.569937082574071	0.808967339005254	0.665310411899814	0.300959291483892	0.530709328606698	0.72497809505479	0.366633669984019	0.544237203824158	0.65284090785542
CCR5	0.517888098848483	0.497962110719007	0.689221027530463	0.269846128566747	0.709878314500757	0.667240444469377	0.816622099766511	0.541244503310644	0.412865897293264	0.23255511625329	0.620168220413645	0.216405813223963	0.209404791085724	0.763368537974173	0.381993222175007	0.771049133686	0.598779061562673	0.336494662610408	0.552051352578227	0.755135327407243	0.312479605794117	0.582695706234083	0.40842193806711	0.709167593859529	0.505739543299013	1	0.514936701800711	0.410865130906195	0.851265347377443	0.0484657599100988	0.594669058673968	0.621428644194333	0.384887049097617	0.314756361512062	0.390575084458844	0.635468492569359	0.366900882597783	0.600075174892095	0.36239743832497	0.413624993640955	0.289608449992883	0.119513467378171	0.462489143037014	0.455242496415565	-0.366831748092896	0.44809148639019	0.207404561233796	0.592220451406061	-0.258156055016836	0.222659403633887	0.605339400288783	0.242441597142818	0.186761940694952	0.663363456865586	0.504132989912985	0.265411035700371	0.360744330563884	-0.0170184358043757	0.541744151299082	0.141277231670287	-0.21302209683399	0.111975264453145	0.321357570662174	-0.183909693728148	0.0537379780164893	0.0691937754241197
EPHA1	0.819193770419118	0.795575706279357	0.365549882588746	0.583268296112544	0.712190359270631	0.726944112561299	0.503319008686573	0.776838063627725	0.686925055675907	0.185345463995871	0.704315043628354	0.377390183527796	0.60069395615694	0.638840591456971	0.65953336454266	0.618035518708566	0.799202672264061	0.607301799467586	0.697819034546445	0.715665024676369	0.67507507666401	0.573733494275296	0.613185203263503	0.514341020318924	0.487803823638211	0.514936701800711	1	0.329721478752889	0.554658213853128	0.456149644708084	0.685270609261351	0.63941147895307	0.467494576154511	0.45559693122135	0.275648716895561	0.518349898635105	0.469955990589636	0.41846154738439	0.281802542215647	0.576458458330882	0.565401753069971	-0.0792239146415181	0.701801643503	0.581010048368851	-0.432795753596065	0.595008751767415	0.0513122837267344	0.428341145140333	-0.287732931002993	0.291236506253405	0.358683887632232	0.608356069044307	0.432820127702227	0.461005124394947	0.294304576621503	0.479625024600766	0.350504806186001	0.292608687301127	0.518650484062592	0.236531421462614	-0.244691924828399	0.309074124795448	0.615945994511382	-0.163180680976745	0.0786309941568262	0.392121391157971
CD46	0.614434694532046	0.573878311359917	0.759686366525181	0.726222615245725	0.709407482578242	0.753969110383315	0.461914326077207	0.650409395031376	0.760867495335211	0.686371440480074	0.765072761167348	0.79195053636296	0.6683810367674	0.552200711594603	0.715101036115354	0.592448253585865	0.629262056720263	0.761738322869838	0.731815863930911	0.359647966435355	0.317271542482791	0.486212436597792	0.702191591755958	0.521395784063622	0.817729351216434	0.410865130906195	0.329721478752889	1	0.636538143684539	0.30456596446063	0.382917751983014	0.495988567048519	0.563985080047164	0.808905293361774	0.601417882386818	0.536407666106557	0.856549785289916	0.735191994043619	0.657183620506139	0.763673906700183	0.688036427175711	0.410671221456737	0.64117995557832	0.795229029391828	0.0911696332797744	0.269083501301969	0.72153536417484	0.835659404275683	0.275362012248111	0.652370165191688	0.823791549925855	0.686040818379655	0.741167304493057	0.766637759045933	0.710776509411325	0.568891442978163	0.727408954030416	0.479160886640824	0.818760925284082	0.540176619166015	0.3234873097843	0.379831614462203	0.683689690106606	0.46861598197987	0.536299023496855	0.688927880663852
PTPRC	0.685614925288093	0.691017071463762	0.90398299586632	0.518837441079248	0.872970609545245	0.841783703202528	0.866049490964688	0.766742927495263	0.624300335223775	0.429712079486927	0.808664850732471	0.552257018914711	0.450104449025014	0.908185052702695	0.567754955325283	0.917726501096216	0.759801532178294	0.563079129023993	0.75470015322165	0.753499429939964	0.405790628749418	0.681714657935204	0.615045350284742	0.77354470605559	0.77432353072212	0.851265347377443	0.554658213853128	0.636538143684539	1	0.20724730806841	0.702601079479886	0.625414556525698	0.554013222564926	0.517457838125406	0.561894089868535	0.708720325412533	0.648757824632494	0.829130714690202	0.495177964782288	0.700611624601874	0.540116531359087	0.193325421213525	0.649953918285298	0.596405238954104	-0.368504741529229	0.45101380138067	0.515122054297463	0.850574605606498	-0.160557658552247	0.426329451020132	0.829168504044078	0.476265501853526	0.491899989808133	0.852682078717183	0.722456917036663	0.524772795357425	0.545021703018792	0.126749246092007	0.777511891074494	0.307185564653458	-0.128971050074806	0.26140166439579	0.521996456213909	-0.0725646418029686	0.209660739161685	0.343338186614663
CD74	0.566659747654248	0.554314437626819	0.109646259379724	0.582767028363815	0.373656890111934	0.331393628774902	-0.0383277232613246	0.467648925057653	0.541033599319494	0.181611122242143	0.354267633457727	0.502420586075855	0.629708544761606	0.394482805330453	0.416878645810643	0.200885116586733	0.342872808080105	0.508421364337936	0.548153515322235	0.191596021048329	0.310918349234897	0.115718280796797	0.600061317196225	0.0726388821030906	0.481012976793784	0.0484657599100988	0.456149644708084	0.30456596446063	0.20724730806841	1	0.318960466290213	0.070385039373687	0.268672826984108	0.487439005837832	0.61015073170475	0.164733652315183	0.508572502913752	0.156275871445841	-0.0227115584175299	0.470262504641703	0.559555899232996	-0.103877185415799	0.46870311810327	0.438567694496452	-0.181448529527249	0.234850437031159	0.208668147504712	0.247710878992088	0.0476857837008475	0.323428192515749	0.313759133695188	0.619265435803821	0.525672076185966	0.237266837100752	0.151090251820072	0.475215389955707	0.372206434068123	0.489560055260667	0.381703667543976	0.395208224205201	0.34227717446605	0.594883573447228	0.783300789928307	0.110760756891625	0.183494514926928	0.560559997193967
CXCR3	0.808143024693665	0.85005115167362	0.569226215100476	0.597304874391222	0.844949997815263	0.72966028008893	0.69717855281977	0.824199737700992	0.644329906202042	0.247473524572886	0.745098918929805	0.439215728870058	0.615803715064907	0.746110360613705	0.660451351066597	0.870573631892804	0.805456728884712	0.618212971910269	0.702488623646761	0.850429864036876	0.678849544803419	0.648118437741322	0.640664205085303	0.658123499216217	0.58085474408898	0.594669058673968	0.685270609261351	0.382917751983014	0.702601079479886	0.318960466290213	1	0.674906814039607	0.510736604702569	0.549396858216275	0.316357718420791	0.591724328301444	0.513513165220237	0.695778627219587	0.202111594262167	0.651734532414714	0.634113942299382	0.0291439785266702	0.752845904538254	0.468501146931193	-0.402202187986467	0.610414097083748	0.255314395427695	0.555032385627225	-0.239240541580387	0.333341589308729	0.576897168091252	0.592105348606882	0.411886551802836	0.609764738829446	0.358074051017393	0.671265456733022	0.415581362831057	0.312835063196127	0.566404721609771	0.317338351332546	-0.288063661610992	0.391543861914869	0.523746403575745	-0.121904650622014	0.166297962029705	0.300109260979858
TSPAN5	0.685347630036048	0.652020472293083	0.54920531444178	0.480918880827015	0.717806316481377	0.746752279513348	0.71221149785183	0.693145094561363	0.582262311252352	0.418845212314572	0.70731358132518	0.251680456948879	0.468560374039185	0.648360372798127	0.603599276723077	0.713515703116925	0.798117665350485	0.5429666740913	0.592386916078225	0.747138526919602	0.612129312245885	0.707119789744767	0.511496977343288	0.739829538180947	0.5042350109315	0.621428644194333	0.63941147895307	0.495988567048519	0.625414556525698	0.070385039373687	0.674906814039607	1	0.513833634635294	0.53646668437982	0.195036562050949	0.65157842597166	0.494481440412225	0.600512853797802	0.427339319126548	0.450769666263047	0.366653935660305	0.25920175111478	0.628481256987809	0.672635179125054	-0.167973480612185	0.586459441169528	0.226401503972916	0.554914274786018	-0.017398669061545	0.508215587508008	0.482486674946711	0.510045209840949	0.252862535353175	0.583158569356438	0.470962107539902	0.436390138347832	0.450360171308094	0.346843638241553	0.58584411137248	0.396272485284443	-0.102187601023551	0.295030271410733	0.432478533203545	0.130130726038589	0.323678669174984	0.172475591973594
SIRPG	0.726549190379701	0.594213007437826	0.480708004209138	0.546322937047007	0.646326185855282	0.657122095512645	0.616503400457478	0.646277950968661	0.511110379332724	0.106067456051571	0.619364223800665	0.451355560944501	0.399868007237732	0.657698788376665	0.464935249364897	0.547203546110999	0.701856612439359	0.401626679440113	0.604237482265485	0.561365751451805	0.601757010977759	0.854061857727163	0.676697666966864	0.794871848862916	0.442790913732009	0.384887049097617	0.467494576154511	0.563985080047164	0.554013222564926	0.268672826984108	0.510736604702569	0.513833634635294	1	0.500945582427277	0.19504127387962	0.736590196413317	0.416014745694041	0.643837571074756	0.122105203648971	0.45551690085925	0.342921397084818	-0.116281498744502	0.466840474056835	0.445363289191372	-0.365938762510435	0.134504644313454	0.191814826541622	0.56808465616921	-0.188931968993851	0.48439327660435	0.529623674805323	0.415050510621069	0.349088905660732	0.663091554427282	0.194917860661969	0.560441025893138	0.194667647242206	0.174070723557085	0.495047946255812	0.245543806139808	-0.177237161851048	0.297996657692884	0.493138898391446	-0.0982884026205056	0.166751487894698	0.288703344322387
LRP10	0.716304787111759	0.693283292145365	0.611860358835838	0.866249511172475	0.739559539147563	0.7629900257245	0.296694643251575	0.73356796924801	0.86659493815913	0.647781525111102	0.809142022514793	0.81687906334502	0.864340840602546	0.562042873968196	0.841267041582571	0.573277738595983	0.711755265201753	0.843008264129697	0.817987027135796	0.388820162775727	0.421772810780627	0.375502346984445	0.822367092764195	0.440144714867044	0.730238821512362	0.314756361512062	0.45559693122135	0.808905293361774	0.517457838125406	0.487439005837832	0.549396858216275	0.53646668437982	0.500945582427277	1	0.570840254707375	0.402250240265636	0.887714088891042	0.666360102970059	0.377834368676926	0.837530767767151	0.83469338391503	0.210132330689827	0.783808961822529	0.848741795345953	-0.0267827054571615	0.27276233137343	0.538035579871284	0.741282193822485	0.247898223407106	0.564773598659415	0.68908077296605	0.855040800825813	0.838265659925684	0.598200329357638	0.594922835361407	0.732173914336179	0.751762567180929	0.660364721271909	0.801660296383085	0.548331502864824	0.248795648102201	0.482473692141733	0.811800904901469	0.405940746095621	0.540643819379557	0.772315762916981
SORL1	0.407978006449059	0.42723991808723	0.588636377511679	0.501620283773807	0.505247457839018	0.492742406405851	0.23143390127322	0.457867548800981	0.564530807795629	0.456992858263592	0.516904834367987	0.622118352130059	0.489607966837436	0.5637715334538	0.464586754620655	0.44456904472469	0.336750119648594	0.58351528541657	0.652050469647734	0.242926085271924	0.0262949145168023	0.123855938748157	0.523296429527333	0.238489562390002	0.683035586390951	0.390575084458844	0.275648716895561	0.601417882386818	0.561894089868535	0.61015073170475	0.316357718420791	0.195036562050949	0.19504127387962	0.570840254707375	1	0.173970111122298	0.63874470882112	0.454443154157623	0.456256007365769	0.612823066771149	0.583150089445111	0.174675925599147	0.504904722570339	0.580042608729547	-0.0647300311237801	0.235166769653564	0.579176810213369	0.637848305249695	0.12582855552815	0.434146999865423	0.704708623124546	0.519666389929244	0.623785194782392	0.462307202723677	0.623902666316213	0.348159819916673	0.585160334745596	0.277832752507738	0.635350615164985	0.344227969650224	0.443752968881559	0.434842020632982	0.723638125721779	0.251980528439312	0.245442044662754	0.57392346877623
F2R	0.708699565375638	0.656990193158113	0.517428661282821	0.421419068551913	0.697762247048245	0.659102478727503	0.730635208655595	0.602721941784096	0.509219329042249	0.318373687701289	0.63092785357368	0.304684569411355	0.402522850445967	0.685231790453238	0.437670545036116	0.694273224332363	0.73244280803585	0.470222941307311	0.494023709424123	0.705570494359149	0.617072909332298	0.781972326093847	0.552633406176648	0.715353870459145	0.555630789551525	0.635468492569359	0.518349898635105	0.536407666106557	0.708720325412533	0.164733652315183	0.591724328301444	0.65157842597166	0.736590196413317	0.402250240265636	0.173970111122298	1	0.481268013434917	0.602268032004547	0.324575030111627	0.419884510336469	0.310653421798812	0.230957152384735	0.499632571200811	0.476333090627097	-0.192540750224677	0.388938043333096	0.313562739390522	0.519696158884548	-0.0365741852301311	0.534192801489998	0.553727527705704	0.419706919235116	0.220761641867829	0.705183303302917	0.313699922754595	0.548809842016231	0.345255284182871	0.288607960020126	0.507458402142051	0.459713811758194	-0.079904624378866	0.398481761816938	0.361442778821615	0.0257765302728151	0.334889477771958	0.17715959586144
ACTR2	0.703378872431357	0.732010789558809	0.73132999021399	0.846880317646393	0.774855521250778	0.78363330572239	0.364887317362141	0.753108359596757	0.883574144457614	0.81125437134293	0.827291945672205	0.886917629185206	0.886514649302838	0.618173513096755	0.820188918973237	0.649079984309244	0.697785238855363	0.897125471833046	0.817963600029432	0.377628699468554	0.371956869955713	0.349850389325589	0.784217464022926	0.384679203275486	0.895076830570463	0.366900882597783	0.469955990589636	0.856549785289916	0.648757824632494	0.508572502913752	0.513513165220237	0.494481440412225	0.416014745694041	0.887714088891042	0.63874470882112	0.481268013434917	1	0.702285350368767	0.54746769965038	0.901946292398586	0.865105777613662	0.409185863730005	0.794048897062219	0.850065175966301	0.0342558159685313	0.371558136814644	0.755819783871321	0.823226785683555	0.357414086904702	0.584722112873407	0.796382032644566	0.889220705930959	0.883609291967558	0.697322581616266	0.751240790366039	0.727442735837922	0.875648104820483	0.694884570791471	0.880485866587929	0.672546664736407	0.347216611159411	0.534409157212519	0.795501568812081	0.469505919383399	0.646746095989547	0.809408522956623
CXCR6	0.707536623085488	0.69508635180976	0.892214543968195	0.684721866636842	0.87657979384999	0.85379786900465	0.777099890156812	0.810561171469302	0.704338614644336	0.443004350143522	0.857795610506024	0.695931749226993	0.565155363491874	0.745869224735121	0.7116946967756	0.871521215305343	0.77315148461535	0.640817860014531	0.766958357641716	0.687882747409454	0.45406285447542	0.685241018064886	0.722758045237628	0.781352027596956	0.743066791253033	0.600075174892095	0.41846154738439	0.735191994043619	0.829130714690202	0.156275871445841	0.695778627219587	0.600512853797802	0.643837571074756	0.666360102970059	0.454443154157623	0.602268032004547	0.702285350368767	1	0.395868796084362	0.788529952864655	0.651877592159664	0.143335359978776	0.715038272536328	0.624290197080741	-0.320660577953935	0.362279965493806	0.59427305817027	0.884973394043159	-0.0883039246502153	0.440264396299564	0.825664132973876	0.570878536212974	0.6366551443681	0.872704538123557	0.693588770868047	0.719808479729812	0.55254696870627	0.226785880478416	0.797734461467023	0.304632977034581	-0.156846403187717	0.278450789935825	0.592301328098403	0.0507389514352723	0.282753531959507	0.512266505349217
DIP2A	0.249979642374333	0.283012277342921	0.589665116469511	0.253008392339867	0.393916810040189	0.471099117327125	0.387546973012106	0.331695059786916	0.420925330542522	0.662933521397262	0.476209505734965	0.397535361452233	0.336934096558512	0.30206687117759	0.446116248600724	0.437401125397952	0.351758669038201	0.571334452774222	0.352139340174305	0.251882217126466	0.10032775213573	0.247428944334669	0.172368224173702	0.216646333238391	0.561513969751973	0.36239743832497	0.281802542215647	0.657183620506139	0.495177964782288	-0.0227115584175299	0.202111594262167	0.427339319126548	0.122105203648971	0.377834368676926	0.456256007365769	0.324575030111627	0.54746769965038	0.395868796084362	1	0.454365770469728	0.370184718288219	0.594080085912145	0.354174677830153	0.50425205861884	0.226369328922902	0.321366964027432	0.619135877588851	0.578215068535543	0.302105644217214	0.466163168601432	0.55791624820172	0.375396827097146	0.385656242442706	0.419312497017375	0.625277682989575	0.0906846694257748	0.51497900404151	0.240964027098903	0.552955607894873	0.390863672091312	0.318169109871071	0.194208116276585	0.277033654878404	0.449498354141805	0.434587633905193	0.389732143190444
IL2RG	0.770072595450403	0.821095764597118	0.770933000770686	0.872489119528878	0.871786466640178	0.857045904946697	0.443730556080628	0.833961859302431	0.911560049921319	0.612064985279204	0.906745636977266	0.939013396640734	0.870668737085733	0.672071823652747	0.903458073611407	0.75276212164806	0.764181689978305	0.86860942799098	0.866797299409604	0.481396347747206	0.439848922368564	0.425447872780017	0.812940346266476	0.438920959316159	0.852193092890806	0.413624993640955	0.576458458330882	0.763673906700183	0.700611624601874	0.470262504641703	0.651734532414714	0.450769666263047	0.45551690085925	0.837530767767151	0.612823066771149	0.419884510336469	0.901946292398586	0.788529952864655	0.454365770469728	1	0.944544762317736	0.158263758503341	0.885623902940198	0.771597167151622	-0.237588873373641	0.394269325527391	0.655722787322727	0.862388275801346	0.058555951932135	0.468649781546152	0.797387755663884	0.851460706115875	0.93465708969491	0.720072785866433	0.726846624304615	0.749282294757789	0.763848421415906	0.486320899307343	0.873738632722611	0.429612086879256	0.0339817386917904	0.353614391760873	0.812454534032564	0.192399107570361	0.415159947389951	0.853170811555674
TRADD	0.739509675818204	0.805866588515679	0.603317679060605	0.894076783994752	0.785847731006028	0.746792330267432	0.261471903037625	0.778279477963352	0.920924542211965	0.573527990129333	0.833873771119001	0.902770761554271	0.916441927988957	0.536767018235653	0.908596226014064	0.643285358676476	0.692999066043852	0.876368109010723	0.820801692557136	0.398397459722408	0.432122725261414	0.266692377018718	0.799815491960764	0.267023857083056	0.775114438435591	0.289608449992883	0.565401753069971	0.688036427175711	0.540116531359087	0.559555899232996	0.634113942299382	0.366653935660305	0.342921397084818	0.83469338391503	0.583150089445111	0.310653421798812	0.865105777613662	0.651877592159664	0.370184718288219	0.944544762317736	1	0.106692840697834	0.888434421738437	0.716475913919389	-0.193301017497732	0.376712381320498	0.563681420764073	0.715224220706602	0.0874517268003544	0.387732966416203	0.712961031219312	0.868509354893361	0.930438553558932	0.578818428156602	0.585314977313506	0.767055899014766	0.718923634776802	0.576133762162662	0.807704826295816	0.432415931942765	0.0919933000750144	0.397972670170303	0.819475674034678	0.220007456542968	0.395765603533911	0.883671279305705
PTPRA	-0.0619738372950975	0.0157320459796976	0.274011237308232	0.00379235763690602	0.096874840223736	0.0666285621679629	0.128963778534211	0.0172400713598252	0.100701734036997	0.783812119806453	0.0751558319370182	0.167854756667148	0.243173244418908	0.0749129265831713	0.0581607198488068	0.14658078332797	-0.00972639830605418	0.41571832351878	0.051214286842779	-0.00136720638650719	-0.172692185069326	-0.0607502651473734	-0.0391163692069943	-0.0074735504896127	0.452116832863394	0.119513467378171	-0.0792239146415181	0.410671221456737	0.193325421213525	-0.103877185415799	0.0291439785266702	0.25920175111478	-0.116281498744502	0.210132330689827	0.174675925599147	0.230957152384735	0.409185863730005	0.143335359978776	0.594080085912145	0.158263758503341	0.106692840697834	1	0.0748695164098407	0.278501876436572	0.745487839665681	0.297269430977787	0.68515532006235	0.208757832758344	0.799269766646607	0.372562524065787	0.286592658192536	0.318378744584292	0.116065713585114	0.164655613177708	0.388623566054238	-0.0275326774827251	0.610524726786559	0.533999025614367	0.143016733274509	0.760445492516745	0.628442965421833	0.426175812268307	-0.0438538592124626	0.811007832652034	0.765813022186782	0.05966212269589
SPN	0.838571959269758	0.8917739443925	0.645841477399924	0.834638691010536	0.889614054978411	0.848994278310002	0.463493777078026	0.843503429787031	0.920597570991522	0.491316089295672	0.908870638004204	0.773386204843031	0.837461635764228	0.678550427495924	0.917145665583161	0.760146764633021	0.850971763541804	0.815303220346829	0.821417217124394	0.600743122036779	0.575842914274383	0.475606352509967	0.801533695226438	0.482115330772346	0.75541081057322	0.462489143037014	0.701801643503	0.64117995557832	0.649953918285298	0.46870311810327	0.752845904538254	0.628481256987809	0.466840474056835	0.783808961822529	0.504904722570339	0.499632571200811	0.794048897062219	0.715038272536328	0.354174677830153	0.885623902940198	0.888434421738437	0.0748695164098407	1	0.792182248596261	-0.311434382942272	0.544877707950556	0.449958318502644	0.748625702874854	-0.0540635994955467	0.498102967132252	0.718907009112115	0.809497549589142	0.784596220224629	0.68219869760083	0.606420947611929	0.765957009929003	0.681298801284873	0.475736875205073	0.81750750232147	0.393463687735771	-0.0443482329498519	0.329177921605097	0.791046730784629	0.121818456691454	0.309200289191428	0.738751089676285
JMJD6	0.714128008219099	0.671429313304038	0.636364316977138	0.776022316238203	0.749218020985142	0.825426656486228	0.383451590694403	0.729462399364553	0.844328681992995	0.653616500833382	0.813139386689678	0.714662037898697	0.772799907745044	0.606816799898434	0.809851759383249	0.574572836047276	0.745724065988352	0.789578482613257	0.804231200693116	0.432048274338298	0.409118718904071	0.423181213070808	0.739600532489434	0.497611424303241	0.75020292624623	0.455242496415565	0.581010048368851	0.795229029391828	0.596405238954104	0.438567694496452	0.468501146931193	0.672635179125054	0.445363289191372	0.848741795345953	0.580042608729547	0.476333090627097	0.850065175966301	0.624290197080741	0.50425205861884	0.771597167151622	0.716475913919389	0.278501876436572	0.792182248596261	1	-0.0493788981034075	0.418339436258542	0.505456979703808	0.754547771988956	0.214782836310887	0.656156115135659	0.669041847360215	0.799638460816214	0.74870323955501	0.675722890745473	0.698264108676516	0.587518426229333	0.783979740529324	0.57301203659754	0.801719148704166	0.516704300648063	0.275044759831132	0.418827292277244	0.799400922325609	0.368985449196996	0.519255709648226	0.68739040536007
PTPRZ1	-0.442029982731927	-0.406181950659159	-0.25236264436874	-0.230040360474927	-0.409787436452682	-0.409427764356652	-0.418138328386672	-0.413744223849595	-0.233092878202672	0.43346056822303	-0.379370872825144	-0.116212893962426	-0.0530412902209427	-0.407428655935848	-0.283808052153257	-0.41798537696922	-0.437815300111589	0.0431729186752949	-0.303540356185271	-0.480730244460921	-0.420334420838676	-0.462232392045228	-0.315763880736395	-0.423222235135036	-0.0238419569698171	-0.366831748092896	-0.432795753596065	0.0911696332797744	-0.368504741529229	-0.181448529527249	-0.402202187986467	-0.167973480612185	-0.365938762510435	-0.0267827054571615	-0.0647300311237801	-0.192540750224677	0.0342558159685313	-0.320660577953935	0.226369328922902	-0.237588873373641	-0.193301017497732	0.745487839665681	-0.311434382942272	-0.0493788981034075	1	-0.0778590902139274	0.32069806818739	-0.243044485528018	0.776490093204662	0.147055356382582	-0.161736188275506	-0.00109330517010341	-0.117811861304725	-0.333296727829015	-0.0363222464693236	-0.269882497884421	0.246320574343088	0.367213194113157	-0.270394308259459	0.466117392108056	0.70992396293893	0.275031556872146	-0.278284749225917	0.813357755388367	0.525224428116387	-0.125869727421379
PILRB	0.549238853892155	0.619138088900713	0.35613730933567	0.371467470796606	0.562860763490288	0.489680416800745	0.490803477780077	0.589643884784914	0.467388267820912	0.281686541031856	0.440430130388201	0.206361675129049	0.435378616660028	0.459995486173077	0.415162645891876	0.552844889335805	0.516465186002221	0.513588890171564	0.44847374411888	0.617600894907379	0.454750091197678	0.404455056211814	0.35687956234343	0.378173811845177	0.521303402348925	0.44809148639019	0.595008751767415	0.269083501301969	0.45101380138067	0.234850437031159	0.610414097083748	0.586459441169528	0.134504644313454	0.27276233137343	0.235166769653564	0.388938043333096	0.371558136814644	0.362279965493806	0.321366964027432	0.394269325527391	0.376712381320498	0.297269430977787	0.544877707950556	0.418339436258542	-0.0778590902139274	1	0.29365968267652	0.287721928451911	-0.0178813692576222	0.242404186462303	0.397929046746578	0.44717073743902	0.190806802684723	0.477074179055615	0.342102862437232	0.338656346054453	0.437638939159221	0.318743475810842	0.314489132277451	0.364831967849952	-0.0281329271233274	0.394941739780897	0.345815046284411	0.1085006367663	0.179027163228641	0.116084849257923
LAMP1	0.285451341405553	0.373724740560063	0.685708888397697	0.451281226559098	0.483597395489676	0.455220030295921	0.318621697547743	0.414469598299812	0.500667726779234	0.810980830930341	0.486412230364394	0.70128152911574	0.538744603550532	0.412521369245576	0.452872974761706	0.475058303065616	0.294944529707315	0.683418991923142	0.484845356523936	0.143780703348679	-0.00785006785244381	0.17427476553534	0.378574610977949	0.209319484621482	0.788943692021793	0.207404561233796	0.0513122837267344	0.72153536417484	0.515122054297463	0.208668147504712	0.255314395427695	0.226401503972916	0.191814826541622	0.538035579871284	0.579176810213369	0.313562739390522	0.755819783871321	0.59427305817027	0.619135877588851	0.655722787322727	0.563681420764073	0.68515532006235	0.449958318502644	0.505456979703808	0.32069806818739	0.29365968267652	1	0.684410541724778	0.571878465248702	0.521443459969377	0.735603173527131	0.565955762801124	0.62028937042404	0.570132844927904	0.736460644254166	0.390103974722933	0.761374876748134	0.491868971484665	0.599922967070043	0.675291178584936	0.496346249417	0.429416836216638	0.438133242912617	0.602060269238885	0.666648205006663	0.556124486197573
PTGER4	0.664270887258394	0.668148388992584	0.948045639016268	0.706722535898026	0.853837589418875	0.880435464479588	0.663781087072335	0.76593204057821	0.768571798516496	0.591828174513258	0.886825785125565	0.810720643201525	0.615202958727952	0.774375844419838	0.757584576827411	0.809141380671349	0.746285344761997	0.693438554903174	0.820239273781628	0.518207442988972	0.357619805368939	0.587096173143786	0.71147855079165	0.664263096784504	0.820533511031901	0.592220451406061	0.428341145140333	0.835659404275683	0.850574605606498	0.247710878992088	0.555032385627225	0.554914274786018	0.56808465616921	0.741282193822485	0.637848305249695	0.519696158884548	0.823226785683555	0.884973394043159	0.578215068535543	0.862388275801346	0.715224220706602	0.208757832758344	0.748625702874854	0.754547771988956	-0.243044485528018	0.287721928451911	0.684410541724778	1	0.014205532187289	0.554290224604638	0.906080916366886	0.626104684626636	0.761952233478708	0.836817556064799	0.849015915410826	0.610216066684289	0.678476975483345	0.261630502350548	0.927382352088384	0.348102841474913	0.0375671744564441	0.223880921690786	0.690042724131138	0.15305738394554	0.345678992008529	0.64899652904946
CD63	-0.204636780262419	-0.160743705774829	-0.017603396151509	0.0429849959417069	-0.156448781447492	-0.166195655909573	-0.301373713252674	-0.168866522631603	0.0351995276908305	0.745454521571659	-0.118938576451447	0.19400608917438	0.283539728222364	-0.173050084763623	-0.0298806329920149	-0.213654372935024	-0.222961438512275	0.347113058851046	-0.0371626986184942	-0.368771668752118	-0.322278207767145	-0.332754103436954	-0.0413998508751089	-0.292837153329855	0.266139729755156	-0.258156055016836	-0.287732931002993	0.275362012248111	-0.160557658552247	0.0476857837008475	-0.239240541580387	-0.017398669061545	-0.188931968993851	0.247898223407106	0.12582855552815	-0.0365741852301311	0.357414086904702	-0.0883039246502153	0.302105644217214	0.058555951932135	0.0874517268003544	0.799269766646607	-0.0540635994955467	0.214782836310887	0.776490093204662	-0.0178813692576222	0.571878465248702	0.014205532187289	1	0.29287517766131	0.0934219417333539	0.344598883296633	0.174671284529573	-0.0967676669679834	0.155787559094223	-0.0236490473758804	0.548780679654119	0.703239485018244	-0.000292620483614501	0.761014842078134	0.813372371730529	0.46207600849116	-0.00441376388618757	0.863711435368716	0.858493280160945	0.159927700543808
