""	PTPRZ1	SDC2	SDC3	NRCAM	EGFR	PTPRS	RPSA	NLGN1	NLGN3	FZD3	FGFR1	DDR1	PTPRA	ADORA1	CDH2	LRP1	TSPAN12	SLC16A1	NRXN1	FGFR3	TNFRSF12A	NCL	NOTCH2	LRP6	APLP1	GPC1	NRP2	NRXN2	NCSTN	PTPRF	ITGA7	NOTCH3	ITGA2	DAG1	LIFR	CAV1	EPHB4	AQP1	LRP10	APLP2	NEO1	NCAM2	MCAM	FZD6	PTK7	ROBO2	ADAM23	RAMP1	CSPG4	MYLK	FGFRL1	TFRC	TRAF2	LRP4	CD63	NOTCH1	ROBO3	PTPRK	MCFD2	CD99L2	PLSCR4	PILRB	EPHB2	NOTCH4	LRRN3	EPHB3	BMPR1B	ADCYAP1R1	TFR2	PLXNB2	CD44	ADGRL1	LSR	TMEM67	CDH11	NETO2	CHL1	ADAM22	STX4	PLXNA2	DCBLD2	NECTIN1	BCAM	KCNN4	CD47	ITGA6	PLXNA3	FZD5	PLXNA1	IGF1R	BMPR2	ITGAV	F3	SORT1	DIP2A	TNFRSF11B	CD46	CADM1	NRP1	LDLR	TNFRSF19	THY1	ACVR2A	RAMP2	BMPR1A	ACVR2B	CD81	MTTP	ERBB4	ANTXR1	INSR	ACVR1B	CNR1	FZD8	EDNRB	ITGB5	ITGB1	GPR37	GPR37L1	SIRPA	LRP8	SMAD3	ACTR2	NECTIN2	LRP5	RACK1	SCARB1	LAMP1	ATP5F1B	AMFR	TSPAN5	SLC16A7	RXRA	VASN	JMJD6	ITGB8	ERAP1	SMAP1	ABCA1	F2R	TRADD	PTPRJ	TNFRSF14	CANX	TNFRSF1A	SORL1	GPNMB	LPP	CD74	TSPAN14	C1QBP
NCL	0.852842762313086	0.893333812883276	0.897375189989368	0.896346580740469	0.904240625229593	0.840433817754819	0.919528917269377	0.90891320616238	0.855931362505619	0.937858093534111	0.939732664501165	0.918167598581542	0.947797426549547	0.868705990583921	0.942233737170493	0.901027914750254	0.932342822249998	0.85849255492598	0.810470137415162	0.885733608020819	0.891051112230678	1	0.910080182582079	0.894318680101939	0.918422098691293	0.897122040236787	0.904720733330108	0.900655569377416	0.942232524684323	0.783767966644658	0.899330650400454	0.852247485272927	0.894318483942108	0.932972515776948	0.90438517433921	0.767800033274943	0.9394566567114	0.787070586777412	0.935961392388743	0.920970136877069	0.902957737233999	0.867054230855071	0.920624419158823	0.911067750614188	0.837499622731975	0.856299412857062	0.800716005119149	0.914070497044358	0.702751289035077	0.859011360334473	0.941146816446244	0.924114594899967	0.914494282608092	0.641159424797526	0.959391814473194	0.903468995047234	0.901823819949409	0.771441850624067	0.970315770640226	0.902777480701212	0.839552790450647	0.819122579251548	0.854580164021733	0.86397667300407	0.864785723486393	0.877924732410581	0.843333401095701	0.778519947093027	0.904039070247802	0.899716998619699	0.819584849455563	0.914791056793393	0.892812941899464	0.884713495766118	0.897746231382324	0.89683617178382	0.860582403934784	0.89988033891741	0.932123477719441	0.816995260960978	0.929714702231536	0.844073736434548	0.866846825384254	0.894027496164263	0.949210771186231	0.876798764169771	0.84705207562083	0.924523513314394	0.842253716789759	0.69082887884788	0.908111642546135	0.916610261402159	0.881749004452594	0.880071735422825	0.8838527599655	0.930739831821967	0.814739689218106	0.931027358948919	0.883162833833268	0.777932265131135	0.891507718719424	0.921007011559609	0.838796166749814	0.905902054474657	0.894087371906711	0.717597752311117	0.954457905085883	0.903996961134756	0.904199045567696	0.886447965569936	0.447494610663405	0.83865597731031	0.850762486137419	0.784415055876421	0.931843191330415	0.860198273754077	0.959529667041844	0.879291830672815	0.869225517230852	0.865593069475821	0.909919071909107	0.878126350714473	0.945132699534281	0.902980682376718	0.87291096615084	0.922459955628917	0.885142897150418	0.948982748022951	0.925164253665466	0.950623585569162	0.948979608960953	0.916447562922779	0.833731344966593	0.665986553727846	0.938872309951714	0.942325316786321	0.771276715760997	0.975753726000901	0.519645085503487	0.837600417164126	0.880063212229233	0.732014765611109	0.752611714478298	0.950358186692173	0.938863724260874	0.653282735288105	0.437868417945221	0.896066592470377	0.296595860510982	0.858686358633389	0.931011452785914
NOTCH2	0.857688842399855	0.906252810505934	0.910292599511627	0.9211077045272	0.900276116523396	0.869263875929905	0.773483297937544	0.923734767303338	0.837019263189603	0.95971994734667	0.946843691360743	0.927535497217777	0.951219884412127	0.808932705218291	0.955214071257402	0.935088735010898	0.90273598379823	0.865334950538922	0.858783323748429	0.880997906203504	0.789916418903365	0.910080182582079	1	0.951875869597253	0.862240986893305	0.85139346253545	0.915600164922485	0.882193691743492	0.940255556374599	0.834794727300951	0.908239092142816	0.858168442273496	0.921948663174045	0.936030319507782	0.938986420601544	0.673341272272647	0.911513019679398	0.852848776470243	0.964675697465505	0.941902165042066	0.922556703473757	0.82127648230498	0.900292953930386	0.949120795397936	0.827586849595861	0.8743341723158	0.803218522804543	0.834736466997377	0.663874309576775	0.854035209149752	0.932644305344751	0.903028398017979	0.798986471739326	0.651203034249305	0.877841876328106	0.960535466638366	0.826717029263028	0.845743788098605	0.92752615395506	0.932048702256569	0.869579157424482	0.897221760549525	0.853805239636062	0.848001274483108	0.898949772485805	0.864656035192647	0.878132442068089	0.776328711310982	0.860540980519539	0.929012963283163	0.851768914723296	0.897600041189137	0.801614426996251	0.923291515914169	0.900312706034138	0.78534784892638	0.872109877442667	0.904062363725918	0.84312726908597	0.863596790051756	0.915908096044923	0.84768337048295	0.859649790817304	0.854243307843324	0.916330407512414	0.887023522964846	0.91891842905242	0.946238805853883	0.863508110660496	0.757380174820903	0.955291109631551	0.94883615699267	0.874300307606448	0.891179933082847	0.920356030435288	0.921272165656019	0.841395162796516	0.943694659751958	0.916048400591929	0.864606174768803	0.914358140172156	0.844120632272729	0.89869951996411	0.807865220955982	0.923422037466499	0.773906161419544	0.905358699848768	0.943714525556746	0.907513022182095	0.926195172809726	0.512390285258539	0.872664031481462	0.871794821879353	0.851230183648947	0.92475532809082	0.849421001651141	0.934230303116432	0.917417306441272	0.821738436704704	0.919124879383283	0.874686047644206	0.879128760310668	0.90741741748012	0.903057835854778	0.894707195757288	0.821978082301619	0.886584486359072	0.922097924002151	0.803161383079795	0.926976216016523	0.935046988751828	0.903301400757916	0.812829385717913	0.655951302533799	0.863609096055545	0.971082077313094	0.830138368481531	0.900951585352291	0.627607830933789	0.86128883424121	0.787833174569929	0.789866291811975	0.747045045874777	0.950468584684148	0.933986342994038	0.693912931573818	0.538135192597555	0.932002767763237	0.346271415032583	0.872357917277673	0.789842505859615
LRP6	0.897219472458245	0.865152312292834	0.891096354568997	0.943678917170638	0.895477423783969	0.878509294529662	0.725825132449708	0.940315633652191	0.813155594761467	0.945303209008211	0.934769379814157	0.906541094731685	0.956126868224298	0.792304601629979	0.942854023989728	0.928260111868916	0.890570757191877	0.848285689019331	0.869591003203484	0.856019106160845	0.774833751433535	0.894318680101939	0.951875869597253	1	0.828337910926001	0.850791517556884	0.920934770734744	0.886624525047868	0.926157579468224	0.807568990528598	0.900847115342574	0.842844408917042	0.92328699241265	0.922742372571537	0.926214661040129	0.658470662584833	0.901035897823725	0.826696908746397	0.934661286551601	0.914488801138071	0.946723347605044	0.845889405837977	0.888940684232654	0.950274504973114	0.848305981804991	0.908615902563138	0.848445667698946	0.805030608861649	0.697774446386191	0.838045723019092	0.910857489120261	0.902905356920578	0.778248674936445	0.647724693963907	0.843946764096977	0.939189481363328	0.81249575660571	0.888552154915859	0.902000790594463	0.91759094496622	0.884640798442459	0.918321150226164	0.818444517324421	0.874286209400762	0.901234953989781	0.841990273798842	0.916169147315056	0.728789069070334	0.871461992944748	0.927427401094346	0.852420806799135	0.872246398127103	0.799463887071773	0.941722154455053	0.892399421830042	0.771012514893767	0.897407582646883	0.912144579876092	0.832874703687218	0.879572485471762	0.926820479533398	0.819260736738921	0.861636848171049	0.826428770909787	0.884067234161614	0.869643884131298	0.900565979586675	0.963061984430951	0.859022355866553	0.771951992466644	0.936807937713679	0.941785926617177	0.889574305930631	0.878987972318961	0.948009970266558	0.898450538723237	0.901410127281827	0.907735855225368	0.923776960415098	0.82528872970631	0.933078527044657	0.791669248599558	0.890399773563044	0.77802020641092	0.945177096798612	0.825222749806469	0.872046384100234	0.931079009053973	0.899138034209975	0.897170685384341	0.528322706738681	0.88612655600749	0.896347674877102	0.866198181169414	0.917496855526564	0.831405177005974	0.921424906547781	0.908141811167752	0.814202206500625	0.906862429052373	0.846235308967439	0.904727289128174	0.878139952192844	0.875898765525869	0.87345046778062	0.793859781394051	0.8541312128838	0.890774287439175	0.763218844525651	0.914348353425508	0.920757538766663	0.893611436585071	0.807680447576386	0.611880856534004	0.859222028139241	0.956445611988518	0.880752123519124	0.879656807722258	0.651051091661079	0.839341588609764	0.764904952856908	0.775456035648655	0.794173622713959	0.934492059145597	0.92955460566526	0.691176114352898	0.562353770239159	0.931514182459635	0.352161389687133	0.84760462920555	0.760099896463114
APLP1	0.782041321073724	0.8632367125832	0.900679630128017	0.885889792961456	0.799055931679482	0.759464309078183	0.860534881305938	0.827197490442406	0.834340486360562	0.880449939176514	0.928568270274962	0.905797125151439	0.900958901258187	0.871963439918408	0.890990660489516	0.818654720017594	0.875344537607159	0.735709369794926	0.694021548713287	0.905951281657895	0.794343532302589	0.918422098691293	0.862240986893305	0.828337910926001	1	0.895038812135863	0.876527959887019	0.843497400143551	0.917930510368418	0.705948550996586	0.892982664983335	0.751408939447181	0.895815397232575	0.886045720089469	0.884567058813991	0.692351802856321	0.891330071882366	0.788832770159815	0.918635442492926	0.91679485734672	0.882320700130497	0.760417634213389	0.897575150127298	0.88673856246493	0.769799871929442	0.765544822674408	0.769472254957461	0.941444206428893	0.618318618392957	0.879514183085977	0.91360308148527	0.804979914416337	0.887934767508492	0.46596101448464	0.935569595474133	0.847192636212849	0.897316998334377	0.680795378091215	0.943794129046909	0.911271769321153	0.765609587799881	0.763692299353089	0.900111685293128	0.785794039565984	0.810592392412503	0.840655926108463	0.78244245133084	0.76184915933654	0.860000466372122	0.873196813675136	0.816492278416005	0.905009601021457	0.869917684720671	0.823361011048003	0.835917795187697	0.894388030056101	0.837916307379033	0.826135310068909	0.859857923286056	0.764793860509695	0.870315317670413	0.847465816478185	0.861889068666449	0.821266649801951	0.956112803048616	0.891284556388167	0.788516185399839	0.856651692616357	0.83001585256817	0.558404420658224	0.847488735057572	0.895140816543302	0.845072559025474	0.912999868171273	0.798044656551702	0.853031259166607	0.720851156146034	0.949257875348906	0.881166819138617	0.737962457728411	0.839385757073869	0.9489281978469	0.725324326893264	0.848502715659077	0.848555492990266	0.597885422331696	0.942732821215105	0.894320874011672	0.850148695334424	0.800959391045406	0.349097408840505	0.731711605399825	0.787168345382658	0.772361519565799	0.881315149382725	0.882977879966363	0.928632778798032	0.877085425736426	0.818218627397885	0.797809152316443	0.886901886214992	0.805799537203541	0.895484708166496	0.847629935099515	0.840217527276358	0.806304076911981	0.814086184710777	0.934211737742026	0.892215026811652	0.921319117466391	0.933515966671901	0.841784459617221	0.696747677797737	0.737192056516366	0.857803902687323	0.89826113392545	0.704693955063406	0.905707794579669	0.369554485097913	0.770944170312127	0.867684746770056	0.704013053131314	0.709918655353603	0.904468707824991	0.897462754394502	0.637296040377217	0.347914611253365	0.856566528890868	0.224780500618726	0.795428210563674	0.880116224809362
GPC1	0.837915485253406	0.808667592035363	0.863128262876846	0.868737765426798	0.841149501833767	0.788400072086803	0.819434675634568	0.828087616612435	0.805775775318281	0.855660222340315	0.883393033623283	0.873860060732043	0.911632574471926	0.834065629553785	0.873420370918757	0.835896091105757	0.860283697498326	0.783552613769146	0.761950273317481	0.875132250669596	0.794640454977285	0.897122040236787	0.85139346253545	0.850791517556884	0.895038812135863	1	0.890707246861134	0.825313784654424	0.881288146056859	0.76440666634006	0.86204599370705	0.768498904852428	0.876431481825178	0.884121790768718	0.862679847854855	0.69659871694736	0.912229807504597	0.748553562821546	0.881121155193668	0.845025691141757	0.886737748249504	0.784683353479656	0.857722351581983	0.901315350267433	0.836603841406721	0.791729531720964	0.804776813792369	0.889188580511324	0.67831633736381	0.795033417959654	0.881777791127467	0.843945032482983	0.865761510005294	0.559999449006955	0.88721552966724	0.841426220353382	0.8776872271077	0.781806166243542	0.913737075857556	0.880113199341371	0.801685116269647	0.780910072290768	0.820986816155063	0.845943998794699	0.776267413557524	0.831819826317806	0.824800303773974	0.7465560613486	0.903196450268645	0.866687750664337	0.751234226265458	0.874271418099373	0.832668143765296	0.859413343649316	0.828527430611668	0.883296581468964	0.850186519131947	0.825240726512699	0.888490790329045	0.777614761409963	0.875013131466854	0.754152283709946	0.846671288769753	0.805167531185079	0.907556598161794	0.879582537975714	0.800093619263399	0.870059806090917	0.854511759631014	0.639290386075417	0.844783803513398	0.861016147457069	0.862203030362529	0.853044457241441	0.809795242327773	0.870459942398653	0.827466547866495	0.891061201630573	0.872214521594372	0.696616364126649	0.85468991660445	0.856674867557933	0.793386807860641	0.852652681632435	0.836986984994546	0.687998659026985	0.906347673194067	0.878378824892233	0.842924266355042	0.80701142510275	0.42925875031139	0.754970774850559	0.769444951932766	0.777761412671632	0.870588649884375	0.796538888737779	0.908040869156697	0.843019421785349	0.802721404933393	0.78118741882399	0.865381878701091	0.818232187350763	0.868212266184329	0.825407431589645	0.817357622396461	0.820325682958923	0.829664977921768	0.88762546478713	0.845946592723631	0.907525654479946	0.890533894195909	0.840367341038917	0.734360488889688	0.698240148896115	0.879421726066636	0.870784463889959	0.746279802744955	0.880483904055701	0.468437332502387	0.735443511847109	0.805770222438075	0.618295054067511	0.730360027598041	0.861981783657361	0.90782890430706	0.58411049771206	0.394717032631498	0.83028548010681	0.194488571093127	0.779876827083761	0.860685849288034
NRP2	0.906427373438348	0.840466568938309	0.917983323060853	0.924569414280368	0.886108254183968	0.812137305970196	0.770789065424757	0.881131073024445	0.854695445806555	0.933324102364379	0.916569585814069	0.950128790359401	0.938875208806491	0.853259616940734	0.9571546404523	0.923076394544738	0.91623496030841	0.77617967243791	0.796486754851347	0.885587796552673	0.797418392854411	0.904720733330108	0.915600164922485	0.920934770734744	0.876527959887019	0.890707246861134	1	0.863422319278594	0.905017282109043	0.757300316041336	0.923763905632908	0.791325746885342	0.895418801543859	0.942123657404863	0.932287292293066	0.630657032180702	0.928875594561188	0.800873819784349	0.94195810080072	0.922987879572973	0.93167232275529	0.792868613215557	0.888888941465923	0.919968150898141	0.83005115958504	0.871958721729328	0.835934250039436	0.861566657654175	0.649067368547771	0.862519501814107	0.926653848834887	0.888416030333473	0.826178419864369	0.565959196955532	0.901916346968424	0.924153560396912	0.88491859975546	0.817966314134539	0.911836909264049	0.929986654952309	0.877895543543676	0.82026132047506	0.871733130735924	0.866367127386189	0.892915159053063	0.857329269035803	0.866144603984203	0.802053329862081	0.875103182551471	0.903538261272202	0.83894461769907	0.905275772637068	0.804838593657447	0.882180517199343	0.847989492391856	0.821002335129664	0.906345025410448	0.871952891484656	0.835407423643644	0.838831091244792	0.890417428360933	0.846847634885309	0.840640123647251	0.862920147688582	0.913234326924956	0.901434174882678	0.870444086514745	0.929990766605495	0.887535458225523	0.699179121736009	0.889419090219369	0.946292930811611	0.903452926256482	0.854805945183968	0.892904788070499	0.907581931265157	0.858085265465237	0.924821389278657	0.906992018060146	0.858279411630627	0.917018519126267	0.874160036455787	0.830286354536728	0.838745057470966	0.9288231592036	0.737701320465643	0.898351883110741	0.934137508255628	0.91683890309051	0.87046221032447	0.442229027991317	0.852284231675058	0.845252627427824	0.833061592862702	0.935499058151829	0.849762232784102	0.928965008747089	0.949868495769868	0.834600515600999	0.862790755831099	0.896573825251773	0.883234136390636	0.873025837588621	0.834286889331521	0.862524706350051	0.782471228265175	0.846657274472095	0.901768407331244	0.790595109903015	0.917001354847016	0.919985142460514	0.895273287103125	0.749135731411428	0.619997092372088	0.871178516315627	0.933649684648817	0.845487105186716	0.886067334032715	0.48995875107025	0.834316998985014	0.795163581052976	0.786040358755666	0.798206183568547	0.922584873873909	0.940100949461953	0.669083145276142	0.430356846837109	0.897969493078558	0.273659484207857	0.80409386414293	0.81800346978704
NRXN2	0.88948875007428	0.807304860141827	0.909692975739136	0.885940394791689	0.908544007219951	0.870315321877179	0.767998357380811	0.931438002786598	0.863750431660108	0.91058443080285	0.883209462446602	0.903662382367503	0.910387704116095	0.852418743319342	0.9049069498578	0.903515378970599	0.913552235674636	0.80534305724656	0.872440991097115	0.87284595740077	0.774147218170804	0.900655569377416	0.882193691743492	0.886624525047868	0.843497400143551	0.825313784654424	0.863422319278594	1	0.888566243915703	0.736539579760016	0.885438727170309	0.77946413256044	0.824212779652759	0.918711654145297	0.919174952741225	0.572477476850404	0.902811125028932	0.747635815153573	0.88028110571189	0.879818850345827	0.872136701820368	0.893177905193969	0.870532966045556	0.873072020692061	0.757530529641456	0.915872707583906	0.84708861201615	0.822983063942975	0.775466299329675	0.773428470274416	0.908028753531867	0.882418878413132	0.81832037506848	0.63555925727996	0.864861256261421	0.897387877146838	0.844943530172867	0.797400310712472	0.874849972157855	0.87527121026604	0.826332336530151	0.825475379327047	0.811589658518849	0.834960767214018	0.869625508287397	0.862884196902141	0.821359544436343	0.791159455954908	0.832386283914648	0.854135218967678	0.762674300684116	0.843609862976791	0.793118670838411	0.866436299004386	0.843859224919698	0.827234772680703	0.867387030775765	0.88535626698408	0.828860766526075	0.800736207081961	0.884632793142387	0.77731054867305	0.817153313091641	0.830102015784048	0.837390533566903	0.837162687665697	0.798460881768496	0.917910976348858	0.813912182709268	0.667717332239575	0.874200753974197	0.903833047666532	0.905591040907241	0.853974888602671	0.890902761317048	0.87560589724938	0.810862088674963	0.871537913693676	0.825944869388392	0.796015407835395	0.876884351606633	0.845783271674064	0.797397899181699	0.803028572021068	0.90009479067594	0.743532481225541	0.864938247922309	0.866222612139086	0.888050587571368	0.844589948128902	0.470105160018934	0.834318124652481	0.813145324315063	0.710781084929567	0.886539488763062	0.832568252795605	0.88466960223371	0.845061023960205	0.896400168354678	0.835749992253236	0.883499335195251	0.821613822437308	0.880817408037484	0.836109008012833	0.822038253337501	0.788416407931743	0.813772574318295	0.887396991919641	0.820247185629093	0.877417240271161	0.882508734316433	0.870980077388912	0.838973841807077	0.555635013667511	0.847737199478511	0.926354212541316	0.814967568735206	0.90045892594936	0.489342149675896	0.801894520324134	0.728383310947122	0.746309255982526	0.73417582305221	0.919575540729696	0.889870614620181	0.65220447862194	0.407832024986777	0.869061509237904	0.319646476546516	0.838131485705574	0.818658357953393
NCSTN	0.830470745007798	0.919951147378443	0.916696068454086	0.903148835903085	0.898212128792379	0.833195841520695	0.845960471527199	0.909595200969592	0.866355381063139	0.961528084704311	0.955527905626474	0.925148854872095	0.953093438554047	0.835430039879542	0.957561624877545	0.914786793691741	0.91623759257774	0.875909759934116	0.821634957037733	0.90589297782369	0.837968355206153	0.942232524684323	0.940255556374599	0.926157579468224	0.917930510368418	0.881288146056859	0.905017282109043	0.888566243915703	1	0.823658194642397	0.919550189857876	0.859435867898348	0.910166033446522	0.940690476089136	0.916792358061653	0.71282506872819	0.916787386063428	0.834475806115994	0.9558871063871	0.941363536100104	0.931813618937486	0.805344364126214	0.912192247143892	0.925267511374845	0.849313249463885	0.856381203252565	0.770786861041909	0.86731319623512	0.66324803004166	0.849443616910517	0.941079836711353	0.913720733360959	0.841609927673282	0.661521026912336	0.917458592399974	0.933332138133067	0.857309658247931	0.772749345156615	0.945059695388191	0.925161629827505	0.833177996715824	0.870067314951065	0.862725830438879	0.848764175478456	0.904160161302389	0.886617624472221	0.83204329281391	0.779432130292169	0.895319716219646	0.92321666033779	0.833888460672266	0.932710601470296	0.851253207853021	0.896962218724984	0.911691299447495	0.847702365199462	0.845536020883959	0.904430985616284	0.877326692992681	0.844332572200656	0.90785372257365	0.891588797116447	0.867876937771939	0.865679483705726	0.933646597944408	0.863773066937134	0.907681337398523	0.9317737050779	0.874595387616422	0.719998993069914	0.93753574733393	0.930055311589329	0.859934164005753	0.894885862652235	0.907233282041612	0.93208344706679	0.794011248652882	0.950437011507287	0.908532413158593	0.829964262112145	0.901789143096685	0.881132294140115	0.86816982983628	0.854358623210249	0.902845520833214	0.761227896713718	0.929677765296831	0.934342504342917	0.890385627635258	0.914022460205719	0.462952139347586	0.867643432426475	0.885968592401862	0.815897317767019	0.93265798758433	0.880063368717058	0.94906643557403	0.900992931176798	0.832279971589595	0.913534450207824	0.892391281315526	0.892121618994293	0.916466787027803	0.897524601592987	0.917564121181672	0.862320255203717	0.903897432640119	0.925980507028784	0.866221945930268	0.960552448283057	0.962023961607099	0.907284671247079	0.816504009415217	0.657593305628831	0.900106104692043	0.951093963845056	0.761927179622848	0.929044631798404	0.569950970157545	0.838146137903425	0.833610332661306	0.764202705101617	0.728867757033731	0.958764314508993	0.927456427610468	0.669169677789883	0.521239269910884	0.921346003144028	0.293819186534729	0.867211896850133	0.851774741323209
PTPRF	0.694856028671806	0.86323422074804	0.709185808392185	0.766239941388534	0.767677378645162	0.712821287653743	0.672957180768552	0.759090993898421	0.65142579583061	0.812859846610018	0.82999482824696	0.77255615640514	0.802612301288296	0.67979160105677	0.816432073996744	0.855545639344826	0.743478965427675	0.930350259744081	0.737516534581848	0.734971402342904	0.838738003839192	0.783767966644658	0.834794727300951	0.807568990528598	0.705948550996586	0.76440666634006	0.757300316041336	0.736539579760016	0.823658194642397	1	0.763321480960786	0.89532070873494	0.778259467742904	0.799818315203106	0.780867714826967	0.747054534623655	0.770908986496225	0.863067782370951	0.832459644560846	0.787083559198475	0.79496478640692	0.667069337785965	0.739785558939619	0.797664998169014	0.8086525743142	0.735467054586909	0.642783250562587	0.640468829736888	0.485287984156543	0.708094097518519	0.824042385433888	0.873969305686854	0.675923609783779	0.851678490697547	0.736389655096208	0.779485676431032	0.654879288211119	0.774243725594224	0.789966012517751	0.767661276048136	0.813928602444137	0.719578582909673	0.667063721658443	0.771245217612775	0.74641619124406	0.698337647514463	0.728307119757773	0.722047088269916	0.779224748047951	0.811545900989829	0.777075185884492	0.771340898901608	0.660763591040235	0.786699615375807	0.766634425237525	0.623560672618214	0.697508566979948	0.741087624162819	0.779302858139684	0.769468951890645	0.812329362092562	0.697411076522396	0.740472620635649	0.70742956629214	0.756844391983639	0.72522173979254	0.868513129206305	0.818616699941758	0.791881676146876	0.840997877362901	0.860110811798288	0.788046785828675	0.717138390242612	0.678078931914474	0.769995247254995	0.81805756719837	0.763653425852459	0.748497147216887	0.797428156672362	0.720897012814454	0.752517998463273	0.661299528528336	0.842797089004537	0.648855198039415	0.723678146856395	0.733900773572012	0.777086785024292	0.791554761826468	0.774043154403929	0.85299876049024	0.550742185338318	0.788144198956535	0.838432791344791	0.817112669558904	0.758110297895532	0.743610014234013	0.793155437453608	0.778645473495592	0.617082364389949	0.888007596058133	0.696076911465332	0.753591977894042	0.75099179898288	0.801895905721874	0.765428988743973	0.763836461294439	0.852469383858755	0.757327361745843	0.650269009717019	0.814012974069739	0.764619131943964	0.773704442898875	0.748200154325452	0.483597930306319	0.741077465377744	0.79894358220938	0.679106821923779	0.758316994782635	0.765881500196337	0.762279152514276	0.688555449345595	0.620296070297338	0.619880805356788	0.836627004605907	0.819004085204643	0.580088625728222	0.666997314353591	0.818276634690953	0.257366913745606	0.687243683998017	0.653408646535352
ITGA7	0.883524771507268	0.862826142518088	0.921286628757215	0.919681610893191	0.872075467094022	0.815003662634885	0.7507409689094	0.910324764865532	0.84873962767101	0.936343601767516	0.936445889472123	0.935595004031232	0.941036964736693	0.857782364015227	0.938415421577141	0.909157019536178	0.915376892228413	0.783573321373565	0.835352917850027	0.896910628847083	0.788517129845273	0.899330650400454	0.908239092142816	0.900847115342574	0.892982664983335	0.86204599370705	0.923763905632908	0.885438727170309	0.919550189857876	0.763321480960786	1	0.808087615349099	0.884857118732098	0.929043163872151	0.92481675177198	0.610309467372597	0.910974788348713	0.817204993607558	0.920489886854288	0.938933486999447	0.922878020115725	0.818392349168609	0.893388023127611	0.913624418063982	0.829135194861538	0.892140212115182	0.848293399209181	0.843746616928851	0.690411682389196	0.867408762496048	0.926963510765428	0.880700407111949	0.837317933650384	0.564737256442138	0.881319391329633	0.912183037412996	0.856316412669809	0.788868515781459	0.903156290671853	0.913576346731827	0.858155217574717	0.85596884591304	0.891009100782198	0.822674672155348	0.898302066925464	0.852382413515042	0.841562108956319	0.809743581411592	0.876364890479863	0.898128877418184	0.870001465735153	0.913026656428793	0.793016901229066	0.845286497941498	0.86857027830511	0.8488342862648	0.872563061749455	0.898846194682425	0.810644330175871	0.868967074553717	0.908508221831045	0.882654434137519	0.817318757050269	0.866379174170454	0.905160247363065	0.897804343134942	0.841753780096726	0.913307608894715	0.873375856668293	0.69493980038029	0.889719539905847	0.947428210906712	0.891864130705705	0.866126842326572	0.900201739093345	0.890366251028097	0.826265754435605	0.922819186384001	0.910237678514879	0.837736408157557	0.889110174222368	0.885255959369641	0.790905637265132	0.789764814184026	0.940796014414189	0.746878650916659	0.883098011171839	0.917904092681461	0.913696567498901	0.865741551634277	0.486686604399594	0.854300106287074	0.868272275327558	0.793831185934552	0.908340812113229	0.892175114449589	0.927848248318491	0.912145806083443	0.849784293272531	0.885165081944945	0.890440557014609	0.871952532411333	0.877136593423402	0.836224352061105	0.869483836722022	0.751337382341128	0.847403750494058	0.913449771927364	0.779718376165075	0.911503000347468	0.930905513781972	0.908104441405458	0.758158000165045	0.56870674563144	0.852550423902901	0.934453298744865	0.803557832799673	0.890008710348075	0.495758101539286	0.840489213356061	0.774128281463162	0.825401063635325	0.775847522053153	0.930496203683097	0.906441385129439	0.711226232458932	0.492247635080775	0.922806648786541	0.317623992232565	0.835024240142665	0.799834394381202
