""	PTPRZ1	NRCAM	SDC3	EPHA4	PTPRF	TSPAN12	NLGN1	NLGN2	NLGN3	EPHB3	THY1	VLDLR	PTPRD	NOTCH1	GPC1	APLP2	NCL	EPHB1	LRP1	NRXN1	APLP1	ITGB1	CD63	LRP6	PTPRA	NRXN2	LINGO1	RPSA	TNFRSF21	PDGFRA	CNTN1	CHL1	NCAM2	SLC16A1	ANTXR1	DCC	DAG1	RAMP1	GPC2	PLXNB2	CAV1	NOTCH2	BMPR2	CD81	ROBO1	DDR1	ADAM23	LIFR	LRP10	NCSTN	TYRO3	MYLK	FGFR1	INSR	FLRT3	ATP1A3	TMEM67	CD99L2	PILRB	ADAM22	ACKR3	EPHB2	PLXNA3	LAMP1	F3	S1PR2	PDE1C	TRAF2	PLXNA1	ITGAV	MCFD2	ADORA1	CADM1	CD47	SORT1	SLC16A7	RXRA	MCAM	AR	CANX	GRIN2B	AMFR	CALCRL	ATP5F1B	DCBLD2	RAMP2	IGF1R	LRP8	ITGB5	NEO1	SCARB1	KLRC2	JMJD6	DIP2A	GPR37L1	ACTR2	TSPAN5	STX4	ABCA1	CD46	TFRC	PLSCR1	TSPAN17	TNFRSF12A	EDNRB	CLEC2D	CD44	LY96	GPNMB	RACK1	SMAP1	TNFRSF1A	TRADD	TSPAN14	CD74	HLA.DPB1
LINGO1	0.941660430790471	0.880737046760627	0.937486273541059	0.652642408940633	0.776389512202231	0.876318901093261	0.93158803555139	0.956302798340662	0.965863885349291	0.885169759584813	0.890995919478631	0.886451779340439	0.751314825625904	0.957564220560275	0.915867537068413	0.936468107261711	0.892283463759474	0.891101543537086	0.939519906293402	0.928025884657777	0.941653940919243	0.912419769211014	0.882862650466541	0.928024621064634	0.935615839491533	0.958065829446824	1	0.885470242968119	0.892161585790658	0.952747030894188	0.931020275955081	0.766455587961864	0.916112775762419	0.79313383090103	0.910699649316945	0.908418358707872	0.946371996216049	0.866137187355025	0.867830460281695	0.836314174371383	0.855528203141604	0.8224545509751	0.930843716872921	0.947686858534169	0.872211884027823	0.79596748151405	0.868252434844349	0.884238538324424	0.682163565761294	0.852661700796474	0.918026132884764	0.384059259013593	0.886520974750721	0.778191113187043	0.759136641281997	0.73532853836132	0.816859693130617	0.930950145652537	0.775394702511947	0.880899450083583	0.837226440743843	0.916214629930441	0.839040512290334	0.865722088539188	0.330916417975664	0.878258252370146	0.881239617583956	0.78633050190417	0.902976669013272	0.869811963140604	0.899164018441162	0.835783935209456	0.910056789470855	0.90540902968561	0.933302283280933	0.718683595509504	0.697198615418552	0.925282486953665	0.877117338150219	0.882465436343564	0.908364206686434	0.88780738454005	0.910711139452498	0.878053039055144	0.861188582287099	0.906260659762511	0.714110776611785	0.925514561490751	0.913165555349515	0.889997553432772	0.569058719092154	0.870030305858669	0.81440665226016	0.891056059015565	0.814608867459702	0.939974569024751	0.854869197447107	0.89865395292562	0.431132205645444	0.870457599241695	0.876815305800034	0.803533120440657	0.898960152230938	0.811507571714339	0.847538444384043	0.834241482733329	0.192092940131234	0.112324271281068	0.363918952860635	0.824007219333214	0.935570324696629	0.781720335179348	0.674038281862519	0.859760753061223	0.177808811986404	0.593194743976115
RPSA	0.854152585294207	0.761834878772937	0.858676298232257	0.571204629418687	0.727146358934274	0.886089378913939	0.835205465934394	0.896973853445797	0.902090813459966	0.899295194722228	0.904597800305224	0.784233123531575	0.726202695348341	0.929863857105068	0.833494169829591	0.886369344811421	0.945587608194299	0.852953426369208	0.865353342028242	0.860312815646646	0.859435388240382	0.872693700436131	0.858441743874069	0.873880675052197	0.861143824206877	0.883138406404497	0.885470242968119	1	0.81629602400206	0.853344575660825	0.929091919993412	0.643751432327244	0.843436057591377	0.796680498899623	0.902402209202325	0.873449130669228	0.900901460892349	0.792310480349346	0.841008428153139	0.780582237083593	0.861213998180839	0.767961728713852	0.879068170740119	0.895281297297979	0.778256886836964	0.727826688214068	0.762970189571641	0.866088274947824	0.632752650717783	0.807634152003981	0.821109098959597	0.333657541771004	0.863862724813685	0.705245348037279	0.782472805333132	0.850950725179678	0.700253485056279	0.875405333340062	0.680457368427517	0.860207016793547	0.8168149136567	0.88383619878372	0.756142418011463	0.870970877124594	0.346034122888463	0.865889947835709	0.773226461219056	0.797984730938624	0.825693326011514	0.798900711759074	0.864015560422715	0.774644461998948	0.900951370086534	0.89571452281624	0.881203486054273	0.642250097827576	0.626019683171403	0.904260186559305	0.855979015088305	0.880992596183743	0.81957712333248	0.876638392662886	0.888378801657566	0.963433049945589	0.821709361372869	0.901707666416591	0.663547445424458	0.878335534511388	0.937121152175352	0.81775764147424	0.642024633263989	0.873235593663198	0.878718541493185	0.85203980199892	0.665361846251018	0.932965993487012	0.812046580906257	0.895657535314031	0.359500650655495	0.77353869638811	0.900886098699522	0.839786045473585	0.914351085459044	0.752832866660207	0.724236809797188	0.747781979274812	0.257828435385652	0.183374562878675	0.302379190988099	0.915850235015884	0.94291008200658	0.742253353162907	0.602144692676374	0.846451647047591	0.241300377390025	0.6836918150922
TNFRSF21	0.883080462983403	0.893745533303096	0.917650309120604	0.714905690475091	0.777474405571584	0.798814015970088	0.883314979247601	0.898132638430101	0.89208297196473	0.814868734363561	0.815575582923361	0.830528669688955	0.655040627806635	0.887689269461064	0.897235818392262	0.885533786331175	0.777896434617205	0.898496886717276	0.904450303808799	0.837622936825812	0.910633907637623	0.868830853905805	0.882354381196235	0.885940475085179	0.902602268670891	0.898816541410126	0.892161585790658	0.81629602400206	1	0.892971701452151	0.865116982532902	0.835771564976675	0.920106248035605	0.686424842572555	0.906209192065971	0.831362465699685	0.902144325680839	0.894309590893349	0.780900013166646	0.776810175514926	0.846329650630909	0.817112114311052	0.896593827708721	0.913442840546863	0.862252755834163	0.850112501521667	0.887797248628088	0.893239705595067	0.749828838764082	0.849585946621569	0.903773752900238	0.407138021420712	0.864415922020456	0.706667528607139	0.660136650980097	0.609750119251484	0.781074799878474	0.896638336904156	0.756182646585563	0.822840745832311	0.817177443814178	0.80130657554439	0.793144530584074	0.871769623065678	0.473185853549921	0.849476802317127	0.868394137431586	0.671298975215058	0.865552315116671	0.88357063265632	0.841128330992539	0.835346068527917	0.877335361115812	0.899097179281113	0.894189468333263	0.724547465330724	0.662326675015033	0.839456488685989	0.860168468057897	0.825877058075096	0.850679439367411	0.861772017708788	0.845593774193489	0.797614877233852	0.820781268555036	0.854529520511837	0.727721184342483	0.818829000756871	0.837544416302357	0.861745412255382	0.455400069820116	0.811263610917979	0.734917492336352	0.862162293583883	0.802213291490667	0.884584111021272	0.813855482130864	0.900187806691331	0.482605079237599	0.818824045885178	0.818330460638244	0.782577346173186	0.838961720541089	0.818415278407744	0.831222262849398	0.797403295353496	0.340091473050837	0.169687826814472	0.39901805780252	0.751392113172499	0.860415717432468	0.82777834869709	0.698712333204193	0.841731055143437	0.32679117953777	0.651868995282857
PDGFRA	0.962656037705452	0.881902789967095	0.911663534212038	0.660785525631316	0.730257025382688	0.90038742574718	0.937482627443748	0.924759654909236	0.958538484598645	0.893960925293012	0.910162326905485	0.882841755024499	0.700549773239977	0.936865748352866	0.89352143644764	0.927275926742196	0.881207573550931	0.899000634592798	0.921470999812638	0.946998368706643	0.927921260075427	0.881202214015329	0.867220283981314	0.939799492662105	0.911530267879695	0.955633087519734	0.952747030894188	0.853344575660825	0.892971701452151	1	0.932583011862515	0.780145346093243	0.926178776125733	0.745852565737757	0.900722003310393	0.902204503424723	0.921806031626776	0.872648478707607	0.867680841089929	0.80012029593978	0.824175004109429	0.809461817942575	0.931081380494665	0.921415752913897	0.851391289571132	0.795149531044109	0.880493632280187	0.874594005922234	0.709651320629177	0.843518210120853	0.927781833867741	0.333345957565445	0.864082730386773	0.734373986380812	0.726949896900542	0.68940659397604	0.795344790695818	0.923840103198605	0.749016876910662	0.883347840574417	0.847265510458558	0.871808565875291	0.781307601652703	0.874596134089843	0.330258368328204	0.87827616209604	0.866312428135419	0.747864098003179	0.874105684107551	0.85783637211647	0.864125216434537	0.841772804333937	0.901054262169963	0.911997184380885	0.921809087274068	0.701804050847632	0.624508339299753	0.921039881919946	0.86664970554112	0.852221868378392	0.907058229652072	0.856214717617899	0.919564324056795	0.870595534307048	0.833594339006645	0.882342147029512	0.663144546991615	0.892178443482266	0.895261398409486	0.870197928593392	0.482579883301399	0.894148023742878	0.769632543183248	0.896892695999103	0.859076007632731	0.930338955103475	0.854087799100938	0.864098452542343	0.376397627916339	0.84998914046771	0.843872262906862	0.815791758274784	0.883071644326381	0.798133915355474	0.876640964703049	0.827051459699952	0.174937784298133	0.0427372530638466	0.340215987255108	0.770060581444081	0.91765519896971	0.769154096562767	0.637200646582387	0.846619936512074	0.173116024141107	0.583536986258332
CNTN1	0.957053569372482	0.831334707177034	0.891077073927808	0.626944357214416	0.723917303903998	0.922247833459965	0.924930694972404	0.945659777410363	0.957777437351908	0.913291680027803	0.935703960769786	0.827430404288836	0.715163590777296	0.95155310160957	0.863485888347942	0.911258815230349	0.936527067224992	0.913706551373566	0.9048882591984	0.923612019225207	0.901536144280177	0.871135923227213	0.844273612988126	0.948746034342776	0.894196173034669	0.94477789061028	0.931020275955081	0.929091919993412	0.865116982532902	0.932583011862515	1	0.712761774379948	0.918593574850159	0.750864606410513	0.924005125562247	0.924498345680907	0.926292379071819	0.851024472825906	0.898601556895026	0.775599367607297	0.841524317639041	0.805479655305932	0.927042734959332	0.916282241708903	0.833977905848095	0.783578684328555	0.84758013530267	0.874568866142007	0.673893991524797	0.829264986753044	0.914166322726146	0.299935324586023	0.863247125977959	0.70404450704223	0.769597390713804	0.792533603699897	0.745879136207833	0.905039193507714	0.730798094226855	0.8987342226976	0.844094723093218	0.888210765952392	0.746307634301859	0.885509466622005	0.33860654908687	0.882079250734907	0.83712106199281	0.755632140665709	0.862648757346641	0.842789366590206	0.847368688732867	0.83399160923451	0.904333167598367	0.907203204293181	0.917612067345029	0.66431601469953	0.592289738977755	0.951537366402769	0.890922317348914	0.845382545037158	0.875532797869059	0.874663002496497	0.955493585125562	0.923790599450767	0.831968879608747	0.908368035642742	0.653404014186386	0.901730807719331	0.951467563883609	0.852151371268413	0.509037483973308	0.923235673274687	0.782838329480539	0.883316732297305	0.783234200392047	0.93742875735082	0.836342036275034	0.871077703463543	0.330837805036696	0.82461910910731	0.875953032377622	0.791557832664636	0.921323811913687	0.777855899811134	0.816792338914055	0.808780215804595	0.1979958725516	0.0247064273922461	0.264900349711435	0.814150574694462	0.9333933745636	0.743417819292429	0.59130490632	0.865185554113527	0.210422410046706	0.636455890721452
CHL1	0.762220009825128	0.931830957274323	0.883589607319179	0.908420392424195	0.840277893774724	0.638469728391279	0.839059864086318	0.777126622535496	0.750643720222988	0.616702011620459	0.598423957999424	0.735801286623633	0.624025265154105	0.780310449599756	0.882171212082532	0.85858586429563	0.619680013848239	0.81112256514968	0.85399579000856	0.711564446122242	0.788111274563351	0.851764761551033	0.894462840462987	0.772591940427821	0.866541563946413	0.785714795304851	0.766455587961864	0.643751432327244	0.835771564976675	0.780145346093243	0.712761774379948	1	0.865268109316546	0.663504842846399	0.833675386346861	0.670509762658434	0.840004343301021	0.916123705474929	0.58467471885038	0.794970009330887	0.828133902237916	0.872867647360798	0.835282466103453	0.868823409190296	0.918539388090642	0.946199825008393	0.889767629725936	0.86361963182201	0.874455170129231	0.858842383144341	0.844551803018172	0.647783298915555	0.801653478151689	0.726459218342467	0.562712736458539	0.379375736728347	0.81057039166962	0.829152921521882	0.793274663725814	0.739606099175846	0.815942500982107	0.688542881430211	0.802435092170584	0.864941097257388	0.747968131931175	0.721028637598477	0.820636443893927	0.565709471587042	0.76985117030377	0.938318075685567	0.797862337928882	0.79878218969188	0.806921032134576	0.862226769605521	0.849503097296163	0.81942197282823	0.746705294623275	0.709641184206209	0.837960401761495	0.776236694673984	0.810422806780339	0.841359669153021	0.746001782512134	0.617648801154875	0.833713787422841	0.705188961057807	0.817704482545664	0.722285742817915	0.675450924909611	0.780697340621288	0.39689857256716	0.620847008826292	0.621128132328876	0.798873532639367	0.694813771715457	0.799579173764125	0.838573362206305	0.766852995313952	0.711264903986902	0.792691256214789	0.700456215196377	0.678928200468791	0.644805379702009	0.763317841451172	0.790304109214597	0.777593081589827	0.627075241328885	0.392237936866142	0.463118052387171	0.647363815095255	0.765575269895491	0.925454250240065	0.772727717236472	0.80265994289073	0.562134504215298	0.741635113955895
NCAM2	0.937952764351891	0.926730710534324	0.938896699391613	0.77855599940489	0.800318593675583	0.861241072579571	0.940979293806537	0.92565721831059	0.931893162219785	0.864943095588703	0.859014220263667	0.842974221737594	0.704486025424569	0.92601527119294	0.921869290804548	0.934569526496307	0.841879295459304	0.925511405958794	0.935945080690477	0.903024179224348	0.91454273325663	0.897791524450182	0.911191048163299	0.926069708102909	0.937513509897694	0.932896922877652	0.916112775762419	0.843436057591377	0.920106248035605	0.926178776125733	0.918593574850159	0.865268109316546	1	0.725187950312922	0.939864898120017	0.87123338677265	0.94517044015953	0.944107997315801	0.828350733909699	0.817600912549504	0.879119729920693	0.869482550223577	0.934757317772114	0.945811339901293	0.907858537753277	0.903015737935672	0.924603525972336	0.912614525515023	0.798193372502556	0.878374791669521	0.952193045461648	0.442128836552063	0.888741196021222	0.74770595386085	0.712027486111031	0.643810170850737	0.819026339031507	0.937424068369158	0.785975645946122	0.883214579257443	0.870309918567557	0.838692373700665	0.797906587416312	0.933485419827083	0.526753855919349	0.861396392464986	0.891400943098007	0.71445981574807	0.872098508917531	0.930103308747293	0.862202227159148	0.877950898230446	0.900526001456376	0.938677332730082	0.937459132689335	0.753244412969298	0.668511829978436	0.897358673580997	0.907143836703478	0.84812148594095	0.905640455881189	0.899100603254577	0.909305312074029	0.841656453855208	0.867169244921286	0.881432977998876	0.744929432632466	0.857978889750631	0.885139198961443	0.892048939272899	0.469811140812123	0.857477564368513	0.736389859176683	0.892496641747566	0.828106634021314	0.929180970824171	0.891928997339096	0.894228726581553	0.49416894157882	0.842492109893449	0.844577554446721	0.779689130129213	0.856181643982072	0.83743701542343	0.883239474229406	0.823341023868336	0.369528901214233	0.153337393883417	0.385655068560379	0.765231945702116	0.900018123459607	0.864824616419818	0.690941155491282	0.886398238570299	0.368953915847615	0.705662078533472
SLC16A1	0.72519619663124	0.766989784968637	0.798713726608262	0.604695143558525	0.860812632882332	0.644818796432609	0.787273357745394	0.763554916079014	0.754112439187133	0.707312130678077	0.671948763719893	0.784834797435328	0.843870427688369	0.800379768782178	0.824022488742681	0.858287973204919	0.806284764188451	0.689547958980592	0.840590876943323	0.748996180651857	0.790120756089615	0.881232196210058	0.82645655547951	0.741101169941189	0.835781844800822	0.769604771074333	0.79313383090103	0.796680498899623	0.686424842572555	0.745852565737757	0.750864606410513	0.663504842846399	0.725187950312922	1	0.75482564934443	0.726657561710449	0.807337716199431	0.667313499129349	0.681463698384483	0.83850786770955	0.857851167880778	0.788568075254435	0.818258428569483	0.814798747877016	0.764810452078339	0.683379531814459	0.655708270787437	0.797769624384925	0.613505418723047	0.796994216697768	0.715478360612833	0.526334596645253	0.868959276794336	0.839959634516251	0.775517528406524	0.687958338496393	0.811307551902943	0.77399513693471	0.766076283285548	0.77294031717877	0.689215840046973	0.847920792809591	0.850171246746505	0.775967450310004	0.34999263471266	0.769211396015409	0.679356320568833	0.782473481600064	0.781197259955451	0.775904639184658	0.892215804222551	0.601605761317715	0.836154567505045	0.781635527748236	0.785416600099218	0.804933103884218	0.851270905688261	0.721159389929859	0.762083471058178	0.928438605203718	0.762075408935947	0.809470251069479	0.758347367278646	0.760335179572155	0.873122411461638	0.715231229228925	0.793522074016844	0.808745399039447	0.76017068077921	0.776155671179993	0.782757230130456	0.623769792326793	0.827246509803399	0.800915069865773	0.524829072296987	0.803310479502934	0.799278488189154	0.774442934803662	0.639008167672419	0.824102561753738	0.806034507941829	0.785404662178231	0.739077992719695	0.735991211417072	0.632038525290132	0.80649727583365	0.292069281220392	0.478592403313614	0.544842091141589	0.901149561520658	0.844884139852974	0.756649509520815	0.774186414177104	0.777471314604153	0.1807259046073	0.57877524096366
ANTXR1	0.911628875510133	0.903081597865286	0.931447169681198	0.777716459056458	0.80674458502133	0.877730970865152	0.932021364838872	0.931654446653228	0.916865256653606	0.872886896819068	0.85714608299543	0.834632662751572	0.690124486516014	0.943898387068281	0.912783531502342	0.929423666063857	0.865289412735044	0.934215177764492	0.932712732914295	0.880769900765765	0.898010458103832	0.906957393372383	0.911322753198146	0.931100268805474	0.932567419637691	0.917174076151481	0.910699649316945	0.902402209202325	0.906209192065971	0.900722003310393	0.924005125562247	0.833675386346861	0.939864898120017	0.75482564934443	1	0.87488097546033	0.950149016543702	0.924853075583101	0.799097841056486	0.826326453175809	0.896791310289912	0.881365914415039	0.942977660034748	0.946251859056063	0.898934271427659	0.897016453348067	0.907635141494708	0.913381986457299	0.811464086413342	0.896253187009462	0.918195667452738	0.44609067929917	0.897403986570381	0.76716093084198	0.704259813382065	0.681176996822121	0.823096162929949	0.926329181531333	0.78355730328425	0.885178608213833	0.882412911163567	0.860305455423014	0.816622104018463	0.925529562347737	0.52427613089175	0.86674575810783	0.878412824794792	0.727752819507868	0.868780376211828	0.930187100106919	0.883410419219394	0.847884000015919	0.916756720441483	0.942503581178555	0.943696943440021	0.756287894395857	0.692494741945084	0.901353023204531	0.924959461093912	0.880354997115974	0.893866738924786	0.923174099827164	0.920009115361001	0.871684875922727	0.877507124567023	0.884733797661387	0.771808534876864	0.85919789040345	0.889683657475161	0.885808420459075	0.518958901335535	0.857666910659981	0.787326244505453	0.906605309373282	0.757518291108685	0.944058098337331	0.89320713486209	0.898603030517778	0.511520338223616	0.842683070564337	0.873436153083787	0.812794724568856	0.862231100013474	0.816042366225098	0.835473631626622	0.84883057871087	0.415581690456551	0.209918324756685	0.402327348526795	0.835249473837589	0.922427031385869	0.865933519774093	0.692167675817658	0.901693179470061	0.403743700012267	0.746173451602692
DCC	0.930051120834985	0.800346230780997	0.853565080137886	0.578211817210393	0.696880223077447	0.872945048876744	0.900287139778436	0.916075390062084	0.93773421965315	0.862233968770043	0.899476625731702	0.839150424134564	0.713517730419369	0.913938407587063	0.832432160958257	0.869311358118972	0.8827759918422	0.887610533555824	0.892183437015445	0.919499981852632	0.892726540637727	0.821781424279387	0.799430170197442	0.894025219812829	0.873474238460158	0.938736775617465	0.908418358707872	0.873449130669228	0.831362465699685	0.902204503424723	0.924498345680907	0.670509762658434	0.87123338677265	0.726657561710449	0.87488097546033	1	0.880309083298236	0.807528661368098	0.861655913935607	0.742810238358379	0.789234367027412	0.78131069719435	0.884000168552689	0.881953586280334	0.79586673229935	0.727313602653219	0.807428908193718	0.808812335906529	0.649464684700707	0.782434091745711	0.900223995496739	0.275089773504826	0.845035627420339	0.714423167978713	0.737201009253159	0.737971653354506	0.741867296146687	0.882436919171086	0.689742628562649	0.882032608520778	0.78314199534378	0.862989522368137	0.739619218221682	0.81982048184408	0.25311838127754	0.870984627368289	0.832366960490159	0.73200197045359	0.855703034518488	0.797998391915202	0.809478830828762	0.818654155018769	0.862816850681691	0.858673655534863	0.861195262219513	0.605662524364467	0.583466193481688	0.8910325121254	0.83766349991123	0.813066248983107	0.87287805660278	0.839099321695081	0.892876871203636	0.872958740012642	0.784391141500729	0.875667106232034	0.604342536118054	0.872394723398847	0.905550079524401	0.869686882286054	0.542551914195632	0.900451220706503	0.759116845753703	0.865577668998509	0.792719359894007	0.900456378860613	0.800829672916341	0.849725076182713	0.307327373373267	0.790083365000681	0.825470940155306	0.75825643613758	0.867679441741805	0.741016007028135	0.811795977650491	0.790574321707368	0.12683704178643	0.0282850351463307	0.3186653316808	0.793178918532357	0.890543720600101	0.694931552441995	0.550870447511568	0.834147786848943	0.140649306799228	0.563072690323844
DAG1	0.921543811653848	0.929072512403664	0.963600568902884	0.773879270712486	0.836937170928557	0.866193654243027	0.947605009457682	0.949381277341302	0.945827826171118	0.860068757125338	0.850419580134815	0.850432588575722	0.746379620623505	0.967576189737423	0.944314968171686	0.958264608547599	0.883211351985305	0.929027938181349	0.960212859866425	0.900054223347154	0.936216494079206	0.937588567472296	0.928673451287259	0.925685075101166	0.954203935715456	0.94364136706206	0.946371996216049	0.900901460892349	0.902144325680839	0.921806031626776	0.926292379071819	0.840004343301021	0.94517044015953	0.807337716199431	0.950149016543702	0.880309083298236	1	0.914942790090721	0.820791076256861	0.882302605684026	0.903182258601236	0.887855225182619	0.963260953319807	0.977121610853814	0.92264260631314	0.882155771395339	0.906074572312643	0.92765106174725	0.77692968059837	0.897666975755813	0.92879001031831	0.50072458111591	0.905755210922541	0.809042202300099	0.753681643330302	0.725298625450772	0.849536870689428	0.954174555478279	0.81201928476014	0.883530141088869	0.89585374278832	0.907163628405192	0.862648169413365	0.92617629331764	0.482296694109522	0.865288877882698	0.902513639296246	0.77745758522453	0.900070193057587	0.931182268804565	0.92180968676579	0.836754677021093	0.938638181035165	0.943062755908951	0.962419201779101	0.790635129777293	0.747819347406803	0.910274605134008	0.922430100575883	0.908477268311082	0.923016953111773	0.938182960467491	0.931906891724336	0.878422403682066	0.913116098659139	0.895317499496583	0.791034617479047	0.912132875212501	0.914207651986841	0.908115941433169	0.590454413572084	0.849447276122595	0.811894106428279	0.913157780186425	0.769359507496823	0.957324173337894	0.902497397461565	0.927060555738989	0.548913665927267	0.887500149554032	0.906022781447583	0.826072030594996	0.886138329700496	0.831266909281169	0.856304019259575	0.856556282503728	0.358122927479406	0.234940419625753	0.423578298159371	0.849930366352035	0.947978074403251	0.870749480392215	0.731476010504154	0.906324699121394	0.333653399418174	0.710962629888074
RAMP1	0.876693411242402	0.940458027120379	0.923478766606098	0.86185427819809	0.806530986631591	0.814806076067218	0.909138537600174	0.87584549475019	0.879477797325891	0.779105120355385	0.790821196155199	0.787375601088956	0.6343546853321	0.883643506719315	0.913641917445629	0.913416435582094	0.771252580309207	0.904585545430249	0.901793502944387	0.838738365324889	0.88091803389529	0.889456007594621	0.925436044398479	0.868316302621101	0.929562410273316	0.891306018679398	0.866137187355025	0.792310480349346	0.894309590893349	0.872648478707607	0.851024472825906	0.916123705474929	0.944107997315801	0.667313499129349	0.924853075583101	0.807528661368098	0.914942790090721	1	0.74380983981799	0.819092052128641	0.854664491719781	0.871513538180635	0.900898660895715	0.931679313990057	0.926432982736391	0.958830002283976	0.942802624573591	0.899685415402598	0.871775244613883	0.877397422026733	0.928437643610267	0.475888698844351	0.856431572954165	0.715825697350291	0.62533391924324	0.538617170696946	0.802032430281586	0.91555705734518	0.7782751557082	0.830092103264499	0.889595245124245	0.781686986699152	0.769664787124704	0.935237259995119	0.658610982683185	0.813904540771082	0.885286645154666	0.673767356873148	0.827238881597956	0.951195284369735	0.834211568328178	0.884649235210203	0.856804781106531	0.949154515203081	0.926591651498715	0.767700569682561	0.647626952528719	0.843358947350434	0.905175982041125	0.81494098353199	0.878225466080145	0.902703584817903	0.871545176978687	0.788220725644829	0.848477727357336	0.84262824563702	0.767630022808916	0.81228878947868	0.820949732953421	0.850274325542586	0.403308910465884	0.80433528119258	0.715440785762352	0.848772003481733	0.801329848141016	0.898961450195194	0.894362320993493	0.840456668880256	0.550440142439052	0.801403041255998	0.783030787327316	0.766413775751828	0.782109411244032	0.807392734627621	0.863609291701835	0.788479959892284	0.528576367013479	0.2224621350075	0.395494316807172	0.718934723241971	0.873612709721398	0.901985021979983	0.683040792413005	0.854444644551169	0.512745977778493	0.786078935850479
GPC2	0.892629966154231	0.712540431116083	0.785245477092271	0.448904081793939	0.605892889826428	0.85346853125118	0.817864697154707	0.849546818147624	0.900710216465672	0.855070599127287	0.907430712845764	0.751519851405295	0.651391114602801	0.851779599100517	0.752865499177816	0.809219284551002	0.87626853323017	0.806442049046509	0.806496094602576	0.864073166043046	0.828923256582948	0.767292044934097	0.744666078597701	0.839579534645777	0.799658772632494	0.870753702355466	0.867830460281695	0.841008428153139	0.780900013166646	0.867680841089929	0.898601556895026	0.58467471885038	0.828350733909699	0.681463698384483	0.799097841056486	0.861655913935607	0.820791076256861	0.74380983981799	1	0.675791064283301	0.727946327979766	0.648037051710814	0.805631326974182	0.811982850330526	0.699082686771929	0.647334832440166	0.742193455038994	0.761235805957822	0.533800567125335	0.713305382025231	0.832205574521749	0.193930358299431	0.78439943921264	0.624390034704483	0.737401406306194	0.782598233093787	0.633372101478503	0.827041931111336	0.612652299263456	0.82990005674747	0.74170327989784	0.804271644189375	0.633515035639236	0.780511010026049	0.186333418239939	0.822578205612765	0.751932331816263	0.708309845850883	0.793882236552298	0.699637869777119	0.752715297895047	0.768551512636572	0.793700097254438	0.811712209365536	0.801323437612306	0.538571602349924	0.469973539855311	0.896594876805547	0.767938726078297	0.76035522548235	0.765747758952621	0.76161841534006	0.845035100668659	0.868756188523605	0.715938823555458	0.856442123127426	0.492572631833736	0.829564686695132	0.899350000895685	0.755582009444877	0.48710136520131	0.849309781864545	0.766435997056176	0.769615512626249	0.796771490825847	0.842020819520271	0.707728618336614	0.777787477646287	0.188626456623801	0.754244755359602	0.788949192577032	0.73386533245028	0.867775844931798	0.720519795383445	0.768309275900362	0.683146814087309	0.0581296048474931	-0.0591409008879578	0.228513462381644	0.732822085119227	0.854871424382449	0.625703036383272	0.499123372689867	0.772225081939819	0.0814090002176572	0.523302792387944
PLXNB2	0.785038230395202	0.88302622985326	0.881442978293229	0.777355295086929	0.874749395353361	0.692372183638888	0.844707250583715	0.819798356821901	0.806526064314516	0.706004122936033	0.681422264780009	0.781730342195616	0.753537634438774	0.851638002083183	0.890420870935234	0.884442381802162	0.773957001949166	0.804924338176713	0.892179821690775	0.78038365003749	0.829620652682224	0.888868015164686	0.871475941164601	0.798107864328425	0.889340153508464	0.81860191736614	0.836314174371383	0.780582237083593	0.776810175514926	0.80012029593978	0.775599367607297	0.794970009330887	0.817600912549504	0.83850786770955	0.826326453175809	0.742810238358379	0.882302605684026	0.819092052128641	0.675791064283301	1	0.851058941716035	0.859066547918714	0.873437934002801	0.890599159251415	0.879317808444326	0.824674131217498	0.807992658268509	0.847300436328338	0.730817595681364	0.834991565231912	0.820263451792702	0.557268561142701	0.854425857559089	0.81895957665794	0.699002276492203	0.605765249773216	0.855424731781639	0.863975360482331	0.814419447239136	0.795705727023821	0.780156948820559	0.846273373858806	0.869983276464045	0.84025609946328	0.507536576300539	0.742443248333798	0.80681695020479	0.721847239232972	0.807183327782232	0.880143488247291	0.871883966875646	0.691505744646418	0.845501366373154	0.84773212974042	0.875686143537795	0.839548641920454	0.82418124077522	0.766254746818682	0.836879023057892	0.875630077620306	0.855781505315323	0.862450812964157	0.809881344880621	0.738940375056021	0.881490425264629	0.769798382314856	0.860800592289633	0.842218547125698	0.777385573109765	0.835800717573281	0.642649619185726	0.670581181051503	0.769290784473155	0.826871160677409	0.613518141459954	0.8486330326742	0.856370712837251	0.79988449243384	0.679264093553368	0.846434942828914	0.82722252551471	0.796878612769766	0.758875000940052	0.763543591005415	0.734966948909991	0.832225261926922	0.412715135622303	0.412910732968724	0.475595324314827	0.81392875488062	0.853863831541298	0.837321284349584	0.771106782798887	0.822634438759993	0.347055735875328	0.684180190370092
