""	SIGLEC10	CCR1	CD40	TNFRSF1A	C5AR1	CCRL2	LILRB1	FPR1	CD53	LILRB2	PILRA	ADGRE2	LTBR	KCNQ3	ITGB1	CD163	TNFRSF1B	VSIR	LILRA1	TLR2	CD74	ITGAL	SIRPA	ITGB2	ITGAM	PLXNB2	KCNQ1	CD4	TREM2	HAVCR2	AXL	ENG	PDE1B	INSR	GPNMB	KCNN4	CD9	CD81	ADRB2	RXRA	TREM1	TLR4	THBD	ADCY7	P2RY12	SIGLEC1	CANX	APLP2	SMAP1	ABCA1	UNC5B	NECTIN2	CADM1	ADGRE5	CXCR4	TNFRSF10D	CD47	IL6R	IGF2R	TRPM2	SEMA4C	TLR7	CXADR	TLR6	TNFRSF11B	CD300LF	TNFRSF14	TRAF3	TNFRSF10B	LILRA4	SELL	P2RY6	RYR1	TSPAN15	ACKR3	NOTCH1	PLD2	TLR1	SDC2	ASGR1	RIPK1	TRADD	SORL1	LPP	TSPAN14	NOTCH2	TFRC	ITGB5	TNFRSF12A	CD226	PTPRC	RACK1	SORT1	LRP1	PILRB	PTPRA	ITGAV	MCFD2	AMFR	NRP1	CD44	TSPAN17	ERAP1	CD69	CD63	SCARB1	SLC16A1	EGFR	PTGER4	NCL	SDC3	PTPRZ1
HAVCR2	0.722253862947528	0.897690602245156	0.852826473009946	0.825458861912038	0.581757706309543	0.839237053276729	0.756290291946766	0.903592706684627	0.928737777181265	0.554081763006448	0.897252063692059	0.832860818289484	0.867435809932882	0.589243148906068	0.927370913163226	0.66580584791167	0.796054056359042	0.665028975075213	0.584752589702865	0.862317356755512	0.600541104545765	0.854935120748209	0.87847947543724	0.91186366893166	0.87420975216656	0.869931758824411	0.841666702248521	0.863624452619722	0.947678288482772	1	0.711956863256397	0.82771408442854	0.698293552721946	0.0880482483070495	0.573551279509451	0.875790415283972	0.920854402843917	0.89645733362099	0.770027521404895	0.762166539146955	0.786768218600756	0.727361659678622	0.435786773240502	0.748613951576739	0.558516804263052	0.719461329703966	0.761024952940022	0.869885394179508	0.771026351848916	0.38120019363919	0.672393565411363	0.63644007986183	0.549643593607825	0.879434924843241	0.078396585460771	0.736555665341674	0.890691772738913	0.765116913622978	0.612659842246078	0.740254163845817	0.340098562597853	0.508221836673531	0.780909285822474	0.818879312679144	0.729117348934745	0.699699296155651	0.703947138984371	0.794577770623752	0.785982713802546	0.775966854568683	0.824907730752081	0.737704654510205	0.529875181695745	0.549649811721908	0.0846024844663372	0.685267896853385	0.582688461477973	0.734221985078072	0.186500555852363	0.227769380989629	0.871051356993749	0.888976879276521	0.681782571847736	0.7144721154601	0.838676180054914	0.532230911429215	0.71656735817825	0.66416994081844	0.854729486770717	0.716834799653836	0.859176409556974	0.819324640430397	0.770032665887523	0.79061241191886	0.499776461646698	0.700500642854829	0.858538521380027	0.832597709535151	0.456544209425449	0.558070046877251	0.446561237287529	0.471402671992053	0.585765404457448	0.746444277753546	0.910398764283331	0.76682221598131	0.558155774453859	0.0235983535441212	0.75222918965765	0.879345092219292	0.0192687175383766	-0.0908985301790968
AXL	0.838708145477834	0.685624033708563	0.764479126956865	0.769381904998189	0.320421433667358	0.469138473130055	0.850055597630814	0.7411137272335	0.855011211878851	0.560419409364076	0.671679983088302	0.716683764133468	0.709284571794478	0.686757079373509	0.736203620834673	0.729244871076903	0.615937401432384	0.892619920342788	0.693382123764883	0.722154017688246	0.922662032173362	0.704698836506405	0.716893396311395	0.808218904710437	0.622487317941363	0.7178479328199	0.748032817847104	0.827966594756038	0.778921016983974	0.711956863256397	1	0.574709858280942	0.705776383081231	0.355499702229278	0.243207910150194	0.57905046317866	0.780767596812815	0.852623839016573	0.733604465265121	0.535906065580853	0.347358684849675	0.65889398519179	0.265864858228335	0.716685539073717	0.50152334920491	0.791807616897528	0.568869644994234	0.615086415026061	0.791542815528297	0.199714704256968	0.766717696149981	0.490485343104357	0.825829896908799	0.539094577970296	0.614094928053108	0.35815737404516	0.728060217007891	0.717101301988029	0.328909920875865	0.869654651268935	0.661735372886707	0.807583149403204	0.288925701032277	0.653722910334927	0.68322081677282	0.801548343772782	0.730543984434679	0.495029518799356	0.585337642417244	0.556314419311605	0.691704467134644	0.666795546225311	0.620077012561671	0.578621528142479	0.219648473333026	0.535815412691875	0.656587296425317	0.711947799333976	-0.0439308659036154	0.671338580746018	0.659937681108012	0.657118445329286	0.70861151633976	0.630234101020724	0.795467678054896	0.413403050392389	0.618885239826601	0.4569823723587	0.653635129802644	0.43809920373415	0.738331657689872	0.846958956078228	0.671168778839275	0.600256054748882	0.507218303589474	0.57350983579873	0.708732920545368	0.59185768852105	0.420339767109964	0.196208119446452	0.288312771171073	0.68736924275081	0.607417248571016	0.686367965187374	0.695829965765228	0.759663809472702	0.369972289939175	-0.0200752288447442	0.730413211920997	0.718877736867235	-0.0567124430882715	-0.202298577765255
ENG	0.566282659509644	0.862513315230065	0.714448063574923	0.859456824128285	0.749787809435566	0.74478404575714	0.578459524975352	0.911796803465414	0.775011486290438	0.715529255563551	0.713430095648336	0.809873222875662	0.851413229379979	0.53966786781148	0.840904563366754	0.739863289648392	0.865998878520107	0.523282360934173	0.410103020291119	0.851807611427483	0.429905131847636	0.728037024320103	0.872791361632586	0.876502008951647	0.919436534252222	0.826787303601284	0.785704607265579	0.773751191240832	0.745280975542848	0.82771408442854	0.574709858280942	1	0.623037156035726	0.102592424510542	0.684817986434381	0.87167434192146	0.804663080952292	0.714537221215146	0.516253262165504	0.854355111738772	0.795230080037611	0.705600893223121	0.74212554918595	0.578995768257218	0.272047058405283	0.637311415950877	0.82251630031932	0.895606904255405	0.728234312206215	0.575211745670468	0.536455089014234	0.841042131360725	0.44255067053544	0.734026605067985	0.0219020698644802	0.737048473643201	0.810922800713188	0.722028764307873	0.713797889888727	0.592254282813857	0.18885673048941	0.318014870977907	0.740481246376261	0.673439817807766	0.586039602638326	0.553309359217026	0.735450044970335	0.783676296172897	0.619722093703298	0.468587502571424	0.601928145743702	0.547101909461782	0.356035685284211	0.45682157199822	0.373130543473404	0.696995420416523	0.59649693390824	0.711065764400351	0.45593281881375	0.364659918496303	0.716089924221879	0.799968266689513	0.398164159001799	0.609500184418327	0.674188301752296	0.646523381477591	0.740205984383709	0.826089985812871	0.754365125067516	0.563526944770997	0.706964416812836	0.746985017622126	0.607005561838115	0.848631503782733	0.514426156754144	0.644658839944814	0.709956145098769	0.827073505832138	0.593814801084957	0.753133136203852	0.669876287176963	0.367118977656807	0.555301985038978	0.594267167803477	0.881358439711748	0.704112631791925	0.649751740246151	0.0732501778557055	0.647184472418129	0.77731310599368	0.159416681544256	-0.0364110657370936
PDE1B	0.725774103030842	0.716634684261957	0.701242775366783	0.66937916175207	0.363517991894917	0.487143304284014	0.783924745913016	0.677064212851038	0.697393811144088	0.508748085350855	0.625409925091326	0.680232039371838	0.680092188853052	0.693965836185047	0.663127350669082	0.635343891269244	0.621955940132016	0.628089672144646	0.614264889503088	0.682000770815891	0.629404325191806	0.717764960742464	0.710047246558599	0.672308135183504	0.590904125944511	0.718568814385824	0.593254078703782	0.76842738926098	0.687614232398531	0.698293552721946	0.705776383081231	0.623037156035726	1	0.134619214554843	0.261090631836833	0.571994848320103	0.648898978208436	0.689221007772449	0.653731039360049	0.489633246910829	0.408887750634827	0.718826081049356	0.312942871442689	0.779799286202592	0.52368098483954	0.674187886048965	0.529625976381746	0.60630292925647	0.640571148279833	0.190375012968036	0.770238012527306	0.366040406457248	0.66455345148631	0.684285456221032	0.342199700261382	0.414140668430931	0.6853545041649	0.661502088789349	0.405108580028432	0.778103023797541	0.548130757807408	0.636012696861543	0.387770261701535	0.664855385105745	0.582871862529965	0.596513292425674	0.616819268526667	0.528477226113435	0.554237254349236	0.435722923386174	0.672440500998156	0.572072256017392	0.590875773961202	0.569657974681755	0.0847870112326264	0.655820785064085	0.627221909792557	0.586082894726607	-0.0229914442754497	0.352420504536989	0.693792949049587	0.582825961668406	0.674231958247747	0.697631860909192	0.777717255102927	0.399075608838296	0.643845505491706	0.5376291817828	0.625220138128162	0.617222747362783	0.74285503764244	0.6235629858963	0.716066475471385	0.668787749380089	0.463412636435568	0.588716423032147	0.75713619138015	0.504147338710731	0.404972731712928	0.243180486673356	0.242444490771849	0.437542539165111	0.594515640247422	0.704171001421765	0.610685253645294	0.748899309303866	0.503556047647823	0.0932372903997589	0.646872912793571	0.665843477739727	0.0723807224407562	-0.0490184476468316
INSR	0.477868964395876	0.0748882514009158	0.15087830873739	0.195796703025253	-0.00841954062663844	-0.07997369343978	0.447911743223113	0.108871379036113	0.178086871503464	0.165211662713418	0.0388395528470329	0.33157292338881	0.177201072796602	0.451412715708163	0.236371539915604	0.376052550091684	0.227134517510314	0.384737002364223	0.355612954389302	0.291776544572898	0.485981622110727	0.236429030201736	0.136063398349266	0.230354641682946	0.00660231573854734	0.234216518183093	0.244807831171552	0.322880799144029	0.0800072830369465	0.0880482483070495	0.355499702229278	0.102592424510542	0.134619214554843	1	-0.123107508736894	0.0332870052163541	0.107038984078858	0.170830979682265	0.362315402048469	0.0644468777076117	-0.0483715565830133	0.259963788557365	0.0125775321559584	0.261590307567169	0.19102218204738	0.365806687229149	0.219509820469932	0.192113751938409	0.401813627320779	0.0501664160942904	0.339364132980004	0.063000330014998	0.522619406358337	-0.0270356039073787	0.563640564792018	0.068965769779534	0.240807027806826	0.362287596602358	0.1119172018358	0.398168529838591	0.446139335751586	0.415841702848724	-0.0822752469956651	0.229646778414757	0.276394898727052	0.257445634292657	0.261483675986888	0.103387294440735	0.16095880963169	-0.136168921599375	0.0495820093323059	0.0762294519901833	0.547469378704093	-0.0409741428420316	0.140978323244834	0.256024815079035	0.250541518406572	0.385480418990797	-0.122676175049628	0.173760411186055	0.258182631934759	0.213296701435855	0.384472684543281	0.384713365971953	0.343801963373054	0.27239910695545	0.286420730734519	0.0284692134866763	0.166112566738909	0.0420882411793254	0.365812638406362	0.281545585558003	0.369376063092458	0.188954467845765	0.417209151298084	0.409021300977411	0.258733340223988	0.0903972459189059	0.249135973000285	-0.0654669792220112	0.113702738420504	0.573976509211647	0.486190727081299	0.30781783352586	0.0391754708677396	0.295271769965737	0.183735137182567	0.337740254576446	0.343860326126706	0.291962282884017	0.20417524931482	0.250878081448941
GPNMB	0.15643547893454	0.565771785818502	0.283691115824105	0.507750229835638	0.947205303111777	0.802657839314042	0.172148887628418	0.606310564499604	0.444404871479006	0.634648254925822	0.619854194739614	0.507247912534965	0.589708989985493	0.215466364802	0.709234511449455	0.606784113926528	0.749971591500596	0.082557146444531	-0.0190466746637053	0.563193035825053	0.0220333914479262	0.355474710711613	0.728549261831426	0.610429651347647	0.715599248932332	0.516969496380324	0.433184205715896	0.335481383351589	0.410490584734524	0.573551279509451	0.243207910150194	0.684817986434381	0.261090631836833	-0.123107508736894	1	0.613334573691127	0.581861598956662	0.329329604742783	0.129006213926514	0.877510077299443	0.837263971312422	0.485662515714381	0.819765483522068	0.148839126005498	-0.200204632009179	0.21860375857514	0.816872507616955	0.805206851017873	0.518363765660255	0.890054379456341	0.0435383891028899	0.667662666550673	0.163852322403157	0.535073540459394	-0.182929197033056	0.74908731783437	0.45059742570259	0.522915077292972	0.873555531621464	0.13313817905254	-0.196011109138275	-0.0878916161568426	0.731055243782554	0.402204471589771	0.210684414839924	0.245944060558182	0.63872850625132	0.654943204317641	0.39221527383839	0.389044094259094	0.183233756912768	0.0962275591037325	0.00280359286894458	0.115418662092978	0.600011996635495	0.410396264568815	0.352446808890349	0.575730682200779	0.859916102588838	0.133743710257567	0.446984727278101	0.626198498270855	-0.0219130741826698	0.3451230923182	0.331003073129617	0.742938128903492	0.563770735611104	0.766969917905975	0.464109584568163	0.33730038665905	0.363587164352004	0.407051590453592	0.243892787052622	0.725977169223718	0.209096081366756	0.377043886512659	0.424401537220971	0.794400792852854	0.687543552401642	0.907568628110553	0.866254955171032	0.118009684437392	0.404893377988593	0.166033018464144	0.728822976902204	0.469511617633234	0.379614643445435	-0.0553869895721817	0.40716711981007	0.45319922927485	0.125239316999856	-0.0585327089483102
KCNN4	0.591683344673701	0.891882983637366	0.79902136475294	0.88642873877704	0.598920478578999	0.778372354515187	0.589381935172943	0.898885427625231	0.844920419118984	0.571159508678099	0.736752732283149	0.739402733659059	0.844415732296379	0.454458608388482	0.836618610242841	0.603693018107	0.769343539998641	0.566670127878833	0.46663555742123	0.794369347600033	0.462625550184478	0.786895870730466	0.834939109637222	0.888889797870893	0.88455176182246	0.847917801977953	0.832625279669313	0.768658683104454	0.865178670316424	0.875790415283972	0.57905046317866	0.87167434192146	0.571994848320103	0.0332870052163541	0.613334573691127	1	0.857078220673869	0.817679481355103	0.635785583170192	0.785975838388709	0.765888637010756	0.628118652145802	0.554709839913456	0.579915261187874	0.399690121914641	0.594584967566765	0.778809506805729	0.84763093177942	0.717754088718794	0.432408834888107	0.533997182641178	0.810959602152858	0.413567551492016	0.774941066556269	-0.0599036717313881	0.700442401247801	0.855288469252056	0.702775316689305	0.59422772674143	0.573271390968373	0.171327677139187	0.340564443788434	0.764422036522174	0.727093300560034	0.673751085572809	0.685921993028543	0.639881257128898	0.742054076320338	0.680115148851423	0.632893153426447	0.724398103571338	0.642225784568878	0.301660057920837	0.413279653847313	0.169854671237513	0.690472724386701	0.476388847025763	0.663481466598072	0.32810674562382	0.189728607260924	0.711391891825128	0.812700723375382	0.481120067093574	0.579121354564322	0.690981541316347	0.595822946928046	0.651692625423568	0.680801495811703	0.883750366583164	0.641457657182084	0.729681258125425	0.769788522743754	0.648030087180415	0.758449789945349	0.513460005605036	0.641202533176105	0.717343137130975	0.818689948026378	0.496889745306351	0.682447834852669	0.544521923821681	0.370244559573812	0.473491382607857	0.610963308076399	0.915418983945132	0.666364101397474	0.632374209098835	0.0752012466230593	0.582917188517748	0.811578346243921	0.108887393912645	-0.0505777698897143
CD9	0.689826357270851	0.831696980671821	0.80320248837153	0.840963072154441	0.564181481108162	0.766435656041779	0.689483925140769	0.890353085460682	0.925004524036312	0.568441416785759	0.847443631323489	0.781642427424846	0.815230182630297	0.529190589065503	0.894223612221634	0.701939070480338	0.758166490063908	0.730242925644294	0.534586760670711	0.807824758273566	0.666305466238227	0.799803986217005	0.844617742296819	0.916633603283695	0.845840983566132	0.804327167811181	0.818431671995364	0.811021958442826	0.930345971412961	0.920854402843917	0.780767596812815	0.804663080952292	0.648898978208436	0.107038984078858	0.581861598956662	0.857078220673869	1	0.907616464154642	0.681179348975206	0.755221071368515	0.719971486954004	0.650707056693473	0.444529159661199	0.680289315205014	0.423195046880582	0.700079474771775	0.753115205902623	0.844684276604776	0.787651717560501	0.406271131759719	0.63530234597833	0.707445430651747	0.604255115071264	0.757465345054601	0.217324273632504	0.650770319818309	0.853018102908847	0.729980322242489	0.556098848799153	0.721410704369835	0.341763334550031	0.541819622195991	0.69136001728886	0.740337727707082	0.641419732695503	0.707208764078025	0.756151694231467	0.715957630923799	0.67498497898378	0.706295465456129	0.744270194057693	0.671565195440997	0.426024261325272	0.570704215212127	0.195269682090888	0.653295153698448	0.594693638599582	0.735643492372758	0.222690236281955	0.438428187576595	0.755836000739476	0.840711135173367	0.580450136396666	0.598493942395713	0.756254333739421	0.518149075751416	0.649252086313895	0.645561307317268	0.819371044097422	0.547440888528507	0.754155503446952	0.87664271899147	0.652381240856395	0.742924682590126	0.511814557135672	0.632407288617171	0.754924375343456	0.819552415108347	0.475198538819033	0.548888365344141	0.472617342566056	0.533848320475069	0.566317318285814	0.634004126064396	0.928502935015737	0.750598966968145	0.540869862329802	-0.0013327636664099	0.713021972550038	0.826273820755984	0.0221744708871926	-0.127402719694281
CD81	0.778699516693299	0.839226314520556	0.90195697301453	0.869015824419913	0.339053379412116	0.639077864076211	0.795058087382324	0.857886347094532	0.964964497050227	0.479457794289263	0.809185498697329	0.731509106059829	0.797530997345802	0.567803491645513	0.807476035784915	0.584985710025032	0.625133753629834	0.86884711112798	0.661643403000827	0.764307927016894	0.795642740503448	0.815401000940976	0.777428270273355	0.886527495089905	0.750841192034112	0.826316330139139	0.861171556738849	0.887092226096817	0.968732680517631	0.89645733362099	0.852623839016573	0.714537221215146	0.689221007772449	0.170830979682265	0.329329604742783	0.817679481355103	0.907616464154642	1	0.807838359222286	0.595288675163357	0.537259996016225	0.61895232850402	0.26302319420296	0.742884914677895	0.641083712735559	0.75119360216817	0.626135866074271	0.709086838143092	0.785543164186084	0.160860567379893	0.758033234558022	0.601111656082802	0.646428155873462	0.743705671053565	0.265567102956084	0.510755288538519	0.875468518874362	0.727253345294597	0.350367302842387	0.798725873580092	0.482836965581414	0.672258195371926	0.544876855192442	0.749998281739868	0.77705912082544	0.842737277853338	0.667508143904808	0.643994297891025	0.696818135129414	0.775933964644279	0.881514576292745	0.837962839083536	0.50746786243675	0.622121701548226	0.0245792959838417	0.627825200966127	0.551540541742841	0.636741376486053	-0.0360713404209417	0.410933996458466	0.753853714487549	0.787083698151776	0.723729910993867	0.642386580047496	0.814087842344524	0.386069402097191	0.610489372808662	0.504891494960704	0.869861181291941	0.610933602272889	0.792607571129637	0.907539897085864	0.735611797630521	0.647651043527918	0.510379065498773	0.653278725684619	0.767966989873683	0.728572915248691	0.330199768256797	0.329489632840835	0.275463423404756	0.547980790296852	0.520495062478789	0.730984990734072	0.859655482818595	0.753881548002647	0.468010820675809	0.0306199904174426	0.690349660602452	0.826337488512095	-0.0120164400718755	-0.142356111381459
ADRB2	0.812419796099127	0.703623437962378	0.819607649062487	0.668393149093109	0.193753863028464	0.525279461071018	0.877159852964469	0.643099139414174	0.81351257381874	0.355637253578143	0.642342628197743	0.726490757208609	0.71325872266448	0.708120313416305	0.719485781511208	0.5047530035066	0.567106226066538	0.763956327885548	0.792125666862369	0.746134568379482	0.7513525193682	0.849330462205778	0.643802722317272	0.732431343812397	0.553416400394913	0.755467547457794	0.709066357447871	0.823731872043126	0.801349077658642	0.770027521404895	0.733604465265121	0.516253262165504	0.653731039360049	0.362315402048469	0.129006213926514	0.635785583170192	0.681179348975206	0.807838359222286	1	0.411463564856212	0.372619002562417	0.710265778169144	0.108835736570136	0.80764620995348	0.785600025407075	0.763896152406177	0.505498471649856	0.583892820114231	0.724071117338149	0.0828398618681369	0.828731911111694	0.325177293997552	0.707067838109173	0.711195183947705	0.344528159797385	0.41977390035102	0.762144541848039	0.696442073068345	0.298674174596813	0.815200904935272	0.6178198065166	0.703911491082164	0.409178036224796	0.803776894715199	0.770840273977317	0.697609680386094	0.537846843983582	0.572998015020839	0.744341167285065	0.56646624152765	0.794009991582504	0.741270757556775	0.760838785193491	0.542229195385335	-0.0660876996318895	0.642115521088059	0.620669524268519	0.65094549159144	-0.170130102983764	0.160391355283145	0.802819326023688	0.662979975210005	0.848249027299225	0.725862631224237	0.875959932624055	0.357938417193388	0.645447621127655	0.328156310764546	0.710023071616106	0.712913394683457	0.884555997862123	0.722715076681246	0.842326612914714	0.549004160757141	0.560995077218095	0.691274191013772	0.778809898734159	0.546676284356431	0.328671029319749	0.162747623175146	0.135362472481114	0.6183296351138	0.597092294710906	0.87081857080349	0.592086144688541	0.651926023616029	0.431075453099026	0.121028938564688	0.711023700567748	0.820993162262214	-0.0248073782910443	-0.0235658562802973
RXRA	0.489557828913235	0.779045238938758	0.585671141666028	0.773762947102683	0.910777083079369	0.840404034337665	0.494367130054237	0.829029404815484	0.702091126446903	0.786051236411237	0.701409912234347	0.776774105064368	0.811178411178762	0.502395539111586	0.874169705116809	0.800797865041182	0.912216392975707	0.397649542111294	0.297835265488463	0.792773806663044	0.350429514234787	0.619396299668808	0.899557862615622	0.842439768354329	0.8603844657508	0.766095762812928	0.691356378429635	0.638804443800882	0.6439155496432	0.762166539146955	0.535906065580853	0.854355111738772	0.489633246910829	0.0644468777076117	0.877510077299443	0.785975838388709	0.755221071368515	0.595288675163357	0.411463564856212	1	0.829933887250405	0.716334805806442	0.838612400797601	0.433575313831313	0.0784768038264065	0.532076122607216	0.931072586151979	0.936161780490553	0.755671909718786	0.785828109134848	0.378197302879278	0.812372039581928	0.442328296224436	0.679854356294532	0.0143795126489612	0.784267661972677	0.714146610650428	0.745447140189981	0.858633378611597	0.46685370767453	0.0873751190396603	0.204590754449188	0.743169128878384	0.641255758297222	0.485136046264784	0.516595225412858	0.767773946385009	0.803077076457739	0.601191501201353	0.505033844600033	0.437739086836628	0.376325986905029	0.280144073784342	0.281277856113895	0.572133837351488	0.66707471412326	0.549579654869301	0.772326694838537	0.665681804737163	0.311860060932169	0.65683686372394	0.795769331302836	0.282698893928029	0.589418464830955	0.624200908646691	0.80852725905185	0.779692393462216	0.852863129752063	0.683879149246373	0.509618685636783	0.642905731094136	0.669233490316931	0.533941537643332	0.875501437548737	0.483733697348391	0.639395319023473	0.691865174485663	0.887555133966321	0.771546618753322	0.865835764088612	0.858057272610546	0.397696514996274	0.627776538680381	0.476266421946061	0.878171097612206	0.715484006714138	0.603332138113772	0.0637560313575685	0.657939101115353	0.732252637080257	0.180920397303137	-0.00880100206053632
TREM1	0.362414686251401	0.722950153377632	0.469889624506442	0.612438813108541	0.797752010876134	0.817682235323568	0.389223971638185	0.771932263106416	0.625373693567158	0.488859044306972	0.747107552146759	0.669278212223096	0.657237515805737	0.266276185403896	0.813862137673601	0.627717906418913	0.763820544586091	0.25098916814453	0.146017448786688	0.704987953192109	0.16520333942413	0.583053848704626	0.74096536285503	0.735988151172716	0.85404675106784	0.62614047164416	0.636822031309428	0.544867854839209	0.639054591934092	0.786768218600756	0.347358684849675	0.795230080037611	0.408887750634827	-0.0483715565830133	0.837263971312422	0.765888637010756	0.719971486954004	0.537259996016225	0.372619002562417	0.829933887250405	1	0.538745358490813	0.642263519740374	0.387191896441014	0.0805621272048559	0.424977119906924	0.755825568801834	0.881920831123792	0.552559983092266	0.659316297820789	0.215948873240668	0.621142319661236	0.21798399560581	0.696528969216659	-0.154903810739158	0.867105772259334	0.709356512664179	0.615204516076886	0.79965649972088	0.348487029806029	-0.068772702384826	0.110842928202479	0.946532845584379	0.516289629728824	0.360815635404604	0.410410874842087	0.626765254229441	0.709708786625766	0.53803225894152	0.518788273526643	0.424177302601834	0.287391965756504	0.204119193521701	0.244864950982762	0.233627890360101	0.506275997585222	0.37759445648119	0.616003878420698	0.564249487525877	0.068642454206163	0.659065287905067	0.782265122441994	0.266955114840424	0.488764133698611	0.504288096180173	0.613309525535722	0.569334159565062	0.740158896117809	0.653204658783704	0.462825068563959	0.579284682735931	0.533850042322405	0.457064417643588	0.758165614070606	0.322911569801496	0.491573842150207	0.593461381813652	0.772827553980372	0.476315483833427	0.829923715072231	0.665404487466553	0.170792637595288	0.449673267662796	0.413881066467515	0.817615197109105	0.56000195237923	0.487277020079846	0.00699200208906817	0.572368033969617	0.625168730569891	0.0945857994726253	-0.0249504437970611
TLR4	0.743763015434841	0.768021683811755	0.700002564128513	0.725669622695437	0.632838507408242	0.661089414364679	0.797002219849864	0.738175081030134	0.723952182942898	0.711670298983303	0.638508253062947	0.842465469010364	0.841419051360771	0.824001801139447	0.803972893732387	0.767457692360599	0.848994604285742	0.584395883237391	0.657338616205768	0.878849541268733	0.5918105863828	0.77086625767506	0.808617135368046	0.776153422885852	0.710299432905741	0.77869957279816	0.703237422960631	0.792589216376821	0.643547019742892	0.727361659678622	0.65889398519179	0.705600893223121	0.718826081049356	0.259963788557365	0.485662515714381	0.628118652145802	0.650707056693473	0.61895232850402	0.710265778169144	0.716334805806442	0.538745358490813	1	0.571115493919328	0.78014636731977	0.474429897701331	0.736514323628227	0.742831096896847	0.776521793497996	0.759882713737015	0.530516631555801	0.734207560005223	0.527154358784138	0.690645174648476	0.717042830425307	0.304819789341206	0.545747626436649	0.705199585370562	0.788849255589841	0.665841572212648	0.755889848449597	0.499471947158768	0.550959371475299	0.5330333968176	0.797355086757833	0.631417105278458	0.544640088908716	0.742166081117826	0.752936356423582	0.741559624261244	0.395719048673591	0.585922957815284	0.529196119546089	0.695467432289044	0.468524394261647	0.384440199504715	0.754014505378778	0.783111668069363	0.845483050002211	0.297511572280426	0.296293177450203	0.816814557511843	0.696439201202384	0.651578702946047	0.796138937050037	0.843465316913025	0.647357166797119	0.854104229823904	0.665826139330405	0.647180163516325	0.679443129067861	0.858009988612265	0.666615463830663	0.810716607702544	0.792640604616792	0.569993177346343	0.741841908482707	0.817243182619957	0.684221254498573	0.698677843635683	0.509290583643063	0.547089280164972	0.590310186729022	0.7638018682187	0.800734124181234	0.654465877786855	0.73363577573048	0.575674035381408	0.14444603811064	0.788217204946773	0.81102504755691	0.112802537300369	0.0247800287805671
THBD	0.234939420683598	0.554967358512291	0.296408189338375	0.602808910968077	0.912670957235611	0.627715544086494	0.216956789095553	0.616824464400614	0.380799968482874	0.827398067743023	0.401898837437359	0.582602276259697	0.635718810132851	0.371696212960262	0.605016191190607	0.697903765448813	0.776704621192514	0.14158923558176	0.123380000376642	0.603396725730371	0.102105662686795	0.373476817614045	0.722764715570536	0.607770845308576	0.680424163673156	0.560003441305178	0.410206778639254	0.388338151956763	0.280843752553978	0.435786773240502	0.265864858228335	0.74212554918595	0.312942871442689	0.0125775321559584	0.819765483522068	0.554709839913456	0.444529159661199	0.26302319420296	0.108835736570136	0.838612400797601	0.642263519740374	0.571115493919328	1	0.180677755393499	-0.182511427080612	0.318224989459448	0.80489946632942	0.747944292872635	0.576811516275463	0.863270961302881	0.164551517994335	0.766556009035353	0.26641467851109	0.440680521373881	-0.0738407252644828	0.57362144137769	0.438557599109168	0.57458620226224	0.809295140577242	0.213227451380964	-0.109673864456645	-0.0255898172505974	0.529469874238596	0.378811744211912	0.277454685555498	0.25831976352573	0.659187917350882	0.636144448936927	0.32666364765856	0.133257802644314	0.130030545959812	0.089792683067255	0.0982327286740382	0.14167210151617	0.783784936853336	0.517560092824607	0.487822289223466	0.583187977037024	0.81852251498431	0.269358917240129	0.394518932248355	0.53418772765949	-0.048712870422409	0.424147445705742	0.371822056466153	0.768942633049394	0.681183471182001	0.78234175150606	0.433874827173535	0.318296506184606	0.380383971266044	0.426477021296086	0.294042014471872	0.73928157878713	0.399996324459224	0.461908100756764	0.411507573699222	0.72107924308961	0.797718832567631	0.859780224691738	0.916677394025783	0.19012084020561	0.489394004575187	0.241568638252341	0.630259413446881	0.501724469269813	0.5046930900621	0.104042176098766	0.400315734142645	0.465504666430882	0.28489425153776	0.0506525246416728
