""	C3AR1	PLXDC2	CD68	TREM2	CD4	ITGAX	ITGB2	PLAUR	CD44	PTGER4	LAIR1	TMIGD3	CCR1	PTPRC	TLR6	TLR1	SORL1	ITGB1	HAVCR2	C5AR2	LRP1	TFRC	CD33	CD81	ABCA1	HLA.DPB1	CD180	ITGAM	CD93	CD74	TLR4	CD47	ADORA3	RHBDF2	VSIR	ADRB2	MRC2	ALOX5	CD163	NRP1	IL6R	SIGIRR	AXL	TNFRSF1B	SCARB1	NOTCH2	ITGB5	SDC2	TNFRSF1A	C5AR1	GPNMB	CD46	C1QBP	TRPM2	SORT1	FPR1	LILRB1	SLC1A5	MERTK	ENG	PECAM1	SPN	TLR2	STAB1	ST14	ITGA6	ADGRE2	SDC3	PTPRJ	ITGAV	CXCR4	TSPAN14	ADCY7	CD82	PILRA	P2RY12	UNC5B	TNFRSF10B	CD300LF	ITGAL	ITGA5	SIRPA	CCRL2	CD40	PLXND1	CD9	PLXNB2	CD69	SDC4	LILRA4	LPP	GPR84	FPR3	IGF2R	KCNQ3	TLR7	PDE1B	TREM1	PLD1	CD72	SCARF1	NRP2	JMJD6	RAMP1	RACK1	CADM1	RXRA	APLP2	NCSTN	CANX	TNFRSF14	MCFD2	CD63	SMAP1	LRP10	AMFR	LAMP1	SIGLEC10	RPSA	PTPRA	CLEC2D	NCL
HLA-DPB1	0.232264093658932	0.186386093922234	0.323804421893786	0.0702046351198974	0.254711866027821	-0.101984040243517	0.259801719725222	0.341915190755659	0.601996250479848	0.251658418241063	0.344879161118232	0.00147981476980867	0.118384073287448	0.471792881373012	0.00526756675923386	0.358670090804654	-0.115403309266179	0.181917125998692	-0.0153885782804094	-0.0540159451797826	0.215085677975905	-0.167388718005814	0.540079036655214	0.257133574276409	0.366521063079395	1	0.169330378930691	0.171074544357412	0.486334562895511	0.821162050966777	0.315754658727452	0.376473140591774	0.272915779782391	-0.0933140516985727	0.260740869010274	-0.176321107498925	-0.236586225978373	0.338410056370277	0.468007814346299	0.189907589397863	0.0301503793117827	0.520116742724117	0.178194985907265	0.3831021218756	0.219357349088245	0.524761050987513	0.000164670281871389	0.0362660200446773	0.214813569621379	0.346196140851524	0.348076427004458	0.478071957495718	0.442841772442234	0.0992815315690556	0.167284718945595	-0.0137780115329995	0.0963593983072271	0.0681245751706441	0.223515282583707	0.163014535956824	0.606913678378606	0.348092267393905	0.235697245549831	0.338676079833063	0.325348156361797	0.156166442601984	0.0692343863279811	0.242400030089344	0.0920204380243571	-0.072713522123605	0.604627662927701	0.319262320304102	0.306484896791767	0.198961601876525	0.214643829806256	-0.335216401923339	-0.0048348890072688	0.259353157849057	0.412381682864021	0.0193359110282867	0.216204923794259	0.221263762228989	0.206118649769345	0.0217894541631627	0.408655916358916	0.288145031769453	0.331747918255742	-0.111353853853375	0.466599774045196	-0.161187031515465	0.169070105896861	-0.187568059622595	0.498098928137671	0.223507462861649	-0.0476542199645162	0.276019844001694	0.0630048951450947	0.090375044285844	-0.0779210020261139	0.636080108133343	-0.0396193073050406	-0.0589044449655712	-0.125653885163973	-0.168561932295017	0.679362024938673	0.534431098665217	0.418855934837672	0.362528691061375	0.141324191844145	0.417702195715428	0.509070463117417	0.321203228515487	0.245613848767123	0.53047269453829	0.20066038541871	0.49771169625245	0.366137434023809	0.0978512857939857	0.675363408359132	0.116741981539229	0.230886681946635	0.430248479807562
CD180	0.856690341599783	0.798817650342117	0.819807530476759	0.854947348791265	0.728158767641302	0.614467625345438	0.856721232552308	0.486887829756227	0.359539679133209	0.37569893143035	0.785257105924874	0.67393209077478	0.656520001131932	0.43416975460526	0.553630305770444	0.54828730921332	0.642969467141962	0.742251934995636	0.665062258495514	-0.0289985044516485	0.635158613140142	0.0759999586019223	0.54111635637607	0.804792076200197	0.568132506425933	0.169330378930691	1	0.562403746257365	-0.130189011017797	0.50418005423856	0.596204598385414	0.750225909611121	0.782443275897193	0.309767872852878	-0.138014335281525	0.397131733995486	0.35582198949135	0.744289431913947	0.42674492786499	0.430871240070657	0.640505137829156	0.507379406410958	0.708586382463284	0.28620058188013	0.515462922490146	0.540211609452848	0.657979229345057	0.340382262301228	0.591592391351901	0.484369022207673	0.736193723818505	0.642268585700741	0.533472331186043	0.563364494064369	0.767996625071081	0.384511962398682	0.559712708391435	0.606303915107055	0.488873566300516	0.716490912245348	0.566050550492391	0.731316662358794	0.536703619682771	0.328153022170414	0.594087956381167	0.723789436553077	0.030153850428794	0.480018257481387	0.709797406795574	0.519447138301137	0.277147602148848	0.528534617165991	0.692830010817886	0.739087549479003	0.72188288146981	0.355899997544134	0.404145791774839	0.319592468650002	0.702992968765564	0.514777657402201	0.476978947370426	0.787736946714366	0.488636815471549	0.430002973298934	0.53034946410317	0.787149433534932	0.472966003740602	-0.0628612718734308	0.458309826231533	0.652063946924098	0.44292877241972	-0.0349322313291306	0.502050931871724	0.679314800832456	0.208731219923454	0.510678212327379	0.487658335260984	0.420192741529197	0.689036149795642	0.463793904325447	0.409102487807724	0.349552508863898	0.0732162913142443	0.682834103468013	0.605466455986593	0.623942468808222	0.569935555355385	0.712283490837024	0.657669533416426	0.682725222192595	0.692754403612225	0.667424464071244	0.84111873882173	0.664670270389723	0.698083058942427	0.467912737920301	0.774664806002285	0.372344927287663	0.602331881415307	0.44276036529254	-0.015046049825419	0.559624838142642
ITGAM	0.631615901816866	0.730920605030177	0.770217206911923	0.577876814618836	0.809077947597214	0.728745884254291	0.773643749885616	0.729785535655849	0.586384070484576	0.638674706187615	0.80700876149807	0.576113747359651	0.697602117648393	0.52141353987241	0.410342483330484	0.557366227792923	0.363190435588699	0.732357187560484	0.590485303270054	0.382200384379415	0.778262981235554	0.433561930749051	0.641565659486715	0.815742296571189	0.691160074675082	0.171074544357412	0.562403746257365	1	0.213619077668872	0.483574457187117	0.695639997310241	0.562946357898325	0.661567959639944	0.347499227036852	-0.0136816168079067	0.366242450686734	0.454415813088413	0.703167488239098	0.590895419715824	0.553020928335349	0.653736232110842	0.600176236813873	0.584298830252538	0.668731167154427	0.614116448738074	0.655575878773267	0.681601927478904	0.470866954174813	0.69178452127344	0.761357888569133	0.707109436465449	0.59880277069774	0.542643673419769	0.609581451012012	0.755109237286918	0.392752843273733	0.640250613751279	0.641675693823265	0.64812629244826	0.759042775154292	0.626364215177155	0.673143103482405	0.553429743756435	0.561990384211498	0.799287101274264	0.705221834041183	0.370814322106147	0.646914446086284	0.711328498926819	0.525949935215698	0.458377575429941	0.750965135807082	0.609259265645502	0.784049989480094	0.694422200549668	0.0848971486312127	0.498719220424905	0.606471166268236	0.614798845960918	0.630818733145762	0.562600731424012	0.776974416068129	0.743735215013446	0.522445589136907	0.657267668580335	0.598122066710327	0.697850052362751	0.145620711055072	0.514422912950122	0.421458746659393	0.557719326671756	0.243554130854659	0.540541172510422	0.781633115067622	0.234001485807872	0.577873440083399	0.713672332030333	0.659738716609302	0.596924988718059	0.501364576985571	0.47339784661559	0.624700749248723	0.405180504788136	0.483666107578818	0.697876626966765	0.593402207120863	0.726412719146745	0.796175207932275	0.675223686288397	0.736983569652286	0.75042184605448	0.732597420079948	0.631654401019698	0.654436702003246	0.781900917027439	0.642667407865334	0.763572975472608	0.360277303227186	0.64002898774761	0.599872340616055	0.110544806645469	0.719522271221781
CD93	-0.0394524348572934	0.0213541450560859	0.0361840755141017	-0.0839355786444113	0.140626124903286	-0.0582909667445618	0.0819199512733391	0.123472603767431	0.392845575127844	0.205109453682206	0.116361308160232	0.00328666933834269	0.0749306403810674	0.499446962115284	0.00726301512556897	0.251406332267993	-0.0826210991131416	0.161519615455831	0.00569168057337923	0.202862564462315	0.110805581815332	0.0934425742324335	0.370586340149423	0.0108790719837847	0.0799660193601344	0.486334562895511	-0.130189011017797	0.213619077668872	1	0.391005538873725	0.279361236329597	0.156405588894934	0.0541338324057403	0.087502444276626	0.467139704331078	-0.049127586704968	-0.0610829080451659	0.139179589955221	0.292815172510776	0.295703976778211	0.0888926894798028	0.364475181400174	0.0612188384934795	0.495704519533495	0.0620342867925257	0.2163662640318	0.0353001668465502	0.201078629330849	0.231572748379455	0.170135466865994	-0.0559729660085286	0.120631872345883	0.401446834201963	-0.0113079731875822	0.0316613623705337	0.221704069142873	0.136062509527005	0.0471992338069138	0.0653432656504684	0.0904055126153637	0.275678353002888	0.109730581956354	0.301656514166757	0.346854837609455	0.140641679154082	0.0709177012625283	0.241845421893563	0.0993554335260155	-0.0332240466518045	0.0830767255052747	0.304708467426594	0.156816873443875	0.116624467474443	0.0307965927729233	0.174044129625208	-0.264935319725003	0.170484897416814	0.246849168923634	-0.0267660038078167	0.136493907200105	0.261938818222893	0.0306914771637182	0.148351780890348	0.118954909982725	0.168900811781963	-0.00564538512625469	0.228512497295024	0.145557537316436	0.0181829565403041	-0.141205974708194	0.234808995610617	0.0595697653525736	0.0427935767673774	0.080707239718606	0.204724270663137	0.114470061503606	0.108688137564725	0.129037426450582	-0.108636395845296	0.147847736500751	-0.0148390549300313	0.0430786690587038	0.166070260532124	-0.0781190849892207	0.420607460140548	0.113269672987761	0.326745541250464	0.122431611515242	0.053400706720827	0.247421720545098	0.16618524925922	0.223846366577227	0.0344444188897667	0.3025791323108	0.161130626795067	0.238628263955862	0.0532907881762979	0.170266519416354	0.442623470972175	0.214741224953619	0.33878881682095	0.365200590852901
CD74	0.63441480806678	0.624566465810732	0.679798781163964	0.485363921517839	0.651736348156023	0.29993686158792	0.645199379865145	0.606189126701839	0.628125790051626	0.49269121362532	0.708335933460874	0.439085375543027	0.530716482668342	0.638976935234409	0.317331966969447	0.65879764197154	0.288367611367178	0.534611841385691	0.412513248371582	0.143547285557449	0.593593691781962	0.145112168656133	0.728242277093102	0.653416792440469	0.633976290603033	0.821162050966777	0.50418005423856	0.483574457187117	0.391005538873725	1	0.540779229081025	0.580238894284659	0.683901651172246	0.279781898700967	0.345090092996866	0.188018381850012	0.0537410574044174	0.610637056449603	0.697460688922942	0.530966840331113	0.428086190231406	0.668191674832625	0.604728370308677	0.608573953799444	0.5559440571575	0.651337238548151	0.408179177769223	0.265684924033073	0.580650901856903	0.598799846414789	0.59628643679048	0.706797071585503	0.563291018243246	0.496009478880214	0.545407510874028	0.336228188183085	0.519912046617969	0.451575822391861	0.56938462475464	0.559982290778054	0.79606799015173	0.545390061774541	0.534976546244006	0.624026813244923	0.609119763301439	0.520576897588713	0.2208051097749	0.476930660938821	0.509788899307603	0.363090285523568	0.662283952411808	0.63665737139618	0.669191897122779	0.56219847360365	0.627494955356734	-0.0553839743089995	0.355419453228092	0.455692205872159	0.623580592833379	0.30694689828935	0.414124249323554	0.600304506531848	0.529975294160469	0.392786572980018	0.708044481749902	0.531654654109512	0.558203925194367	-0.00799720388618284	0.535415273652073	0.168382521369476	0.368078178072915	0.0464739955302125	0.626824510585315	0.489648717850781	0.275045883099056	0.655428914761499	0.405023574672519	0.382614478562557	0.301506152681555	0.686439492933746	0.320328172301211	0.316208052617528	0.135126959220371	0.214117493025658	0.827522420529805	0.709137743440533	0.705785223189725	0.657610041085678	0.465724153587578	0.689135987282696	0.706396960105919	0.590054709019919	0.568986317934864	0.7588797994107	0.557208222535047	0.663295244358265	0.693033959101805	0.45750710337563	0.799503235853398	0.360760345617892	0.216889350165164	0.669035599302359
TLR4	0.595287719141765	0.584852884101517	0.768674349336652	0.45577221356076	0.70214913346185	0.403137488002809	0.676269279064736	0.715473376429043	0.746047307355903	0.508067666403197	0.690798395205481	0.559981226899372	0.717575527693248	0.433349075745752	0.235589352629458	0.480038260592534	0.178168365409652	0.57710533448031	0.359755505671454	0.198930489061124	0.67834161616937	0.288554170370123	0.552696763304285	0.716730473039459	0.806858846110884	0.315754658727452	0.596204598385414	0.695639997310241	0.279361236329597	0.540779229081025	1	0.551364668527324	0.690729336675878	0.141380762190382	0.0331061583948771	0.385817785009479	0.0385065597714986	0.639270385096303	0.77538955819783	0.577540628010701	0.427889648340994	0.529006955279779	0.544035164344641	0.550863989811392	0.654812817010801	0.72646902134534	0.474859778040957	0.479391135102947	0.592074630533936	0.802554942131333	0.712165429052947	0.636450126000987	0.415530315643282	0.354705387402214	0.630630657193348	0.138431854029367	0.548072679815179	0.550080484252265	0.756352778419932	0.581161853333471	0.754234604376864	0.558658458086804	0.358067543107443	0.641768717837055	0.679375245017531	0.492737629782581	0.0659527368204331	0.638009826678287	0.468369240369737	0.354307680605493	0.444152914711624	0.64467179521136	0.581578002816286	0.704331400334862	0.602298580310632	-0.0783499615183886	0.411097601993177	0.51872857355829	0.636807836719727	0.31978312372771	0.524233739633921	0.720378164784407	0.68616827175692	0.292913409536481	0.756395178187199	0.53594428049758	0.579870115388577	-0.0987349910451885	0.698045596062853	0.189299587801829	0.349697305292603	0.121339829422007	0.658835704433561	0.681182564064875	-0.00119038558589722	0.58979921966825	0.447448526186419	0.419247316952384	0.372646942216342	0.575037927630978	0.263916818236678	0.475969940592225	0.203330308023995	0.310367061633781	0.748305144682806	0.653106491781991	0.715543387406668	0.766040321529967	0.50657862522423	0.706449089556291	0.787054448144362	0.616901849497682	0.573491412309764	0.678564618864671	0.636614927079014	0.584578843859026	0.764789560522026	0.219636971226783	0.627069193478085	0.400555180121523	-0.0959458082215745	0.607269023311577
CD47	0.768163819623673	0.705775899059239	0.779458368497228	0.762139237033786	0.681818450619746	0.530568742845339	0.803605830795278	0.520234673654325	0.502251226545592	0.403378451715641	0.765546658055994	0.514315402941165	0.580793536753698	0.564102936587699	0.430196730490084	0.508370574650457	0.49637988426732	0.779980921470423	0.560856833673469	-0.0130845066817156	0.612559198810473	0.0339881108453052	0.635626883271639	0.753607534095172	0.535863130860989	0.376473140591774	0.750225909611121	0.562946357898325	0.156405588894934	0.580238894284659	0.551364668527324	1	0.651683078868306	0.219317276065203	-0.108223522265783	0.211880588338556	0.344829201626149	0.798665009739556	0.369001393133358	0.401599949444401	0.634025729710622	0.677067589817466	0.617867746019456	0.392207996239348	0.463895519487707	0.668726598226074	0.60631238560656	0.345300260045378	0.590445860184568	0.493955894905832	0.731229850262314	0.653482808334876	0.736634539059323	0.484867586036262	0.718624941298276	0.316111991291873	0.461410718998497	0.487961043894811	0.340711867257163	0.703759025809081	0.615425562778078	0.800306311253879	0.532248395563716	0.300651647426867	0.615062415825924	0.761865456824466	0.104640724572441	0.509507482441692	0.642259320898281	0.433401955538796	0.389835035820724	0.568504885494784	0.64210287719335	0.73117555312652	0.638753230299487	0.157806112419576	0.350982420159479	0.346147976462212	0.702743655954267	0.547414511013828	0.585731041896327	0.737103119271881	0.482649840653776	0.418608225724885	0.53132427960192	0.870858646150165	0.5280111957056	0.0200118313426495	0.452014631170916	0.533765064426126	0.57785626200347	-0.0735038175427828	0.538783536673792	0.746570128773502	0.141114161712437	0.405858633567411	0.414560628806232	0.509470637319083	0.625645756122382	0.603990847519493	0.380475039136042	0.304359682314775	0.0753105054864309	0.570972330064659	0.71517554365733	0.711820517039352	0.665970387161261	0.746939751171249	0.7291452814045	0.771124322224006	0.742773095028716	0.773791498867955	0.882609951409209	0.764141193551278	0.726130168418019	0.62533698290067	0.741450901967527	0.272601376622567	0.786847237125912	0.553783971568517	0.189101375913985	0.735471497595544
ADORA3	0.812652094600834	0.857004316987991	0.871611016000669	0.789454393782965	0.859835378957633	0.645067934881064	0.858763845053242	0.646157529425528	0.47905748270279	0.608707208812958	0.828145067740572	0.857504845696077	0.845292059584297	0.57360351357189	0.542418897183441	0.679299769138576	0.633116405133883	0.783083979594535	0.739937239936937	0.209454063819727	0.778156488942428	0.385401138598595	0.674338650607244	0.858920628877763	0.711648960057303	0.272915779782391	0.782443275897193	0.661567959639944	0.0541338324057403	0.683901651172246	0.690729336675878	0.651683078868306	1	0.504369923590069	0.186648234099312	0.556007020137925	0.313234152335007	0.698929594444117	0.714296665952739	0.682022973171218	0.69622062756294	0.602699069776511	0.852812935998451	0.547825790170641	0.732753666464162	0.600939737918897	0.704824867730996	0.53789752385679	0.764625068295608	0.645970918231882	0.692621426071677	0.692309158075992	0.493164221101115	0.661036724372803	0.793605085021981	0.494650595034071	0.767450043571063	0.774172519507141	0.743254271028988	0.764969196100671	0.670569926394562	0.630263563528272	0.626713440636412	0.661499164818628	0.753176780753503	0.731404395864814	0.164737246366855	0.608307432797813	0.74229005761171	0.68823844613629	0.467856567568315	0.736912474104425	0.811000838866269	0.769535619482678	0.812603732410262	0.315993617229716	0.645003456670455	0.509501374513532	0.659282621862579	0.511616367954855	0.528871133265558	0.836472757049236	0.69582980474884	0.591573964301953	0.740802495606834	0.595899028335772	0.62523824943519	0.0630649632457635	0.453247332181207	0.489177959483039	0.435417173554923	0.202510843736208	0.527264933193923	0.656577487594115	0.394876136240321	0.755766873802247	0.623376835559727	0.512047442311845	0.59961260659573	0.447889691917543	0.503654321307287	0.609451847870041	0.331778772664638	0.630867746199732	0.723528488783846	0.610455637177928	0.746348502905367	0.761390096586588	0.675532024368607	0.758023740055963	0.704061402290019	0.682322149687521	0.752802296528914	0.716866224985953	0.742245711975349	0.553051559997537	0.832159741761779	0.624164426060093	0.668943693763492	0.488452660294463	0.00955325304684575	0.661044466291233
RHBDF2	0.472979105224033	0.626157193025318	0.282072534034433	0.530742513789638	0.522353686350986	0.621271897531517	0.448771752726768	0.318354262903477	-0.0196218392294227	0.608305001030253	0.403021162982389	0.693013155992722	0.497611346243609	0.520821996200222	0.516566193785035	0.587658563579475	0.697428731143348	0.520632339788095	0.783570892704406	0.506612168869339	0.428768539666352	0.719541425507465	0.416357246077992	0.369584361341573	0.162430117454105	-0.0933140516985727	0.309767872852878	0.347499227036852	0.087502444276626	0.279781898700967	0.141380762190382	0.219317276065203	0.504369923590069	1	0.507601135291191	0.702288866664507	0.509394212412352	0.350339626823798	0.212444369507079	0.583255688570553	0.658288106215391	0.33696334296348	0.665169707846429	0.473725524760415	0.349207252350939	0.00469228221447427	0.572175699570878	0.387747266595032	0.615831253947226	0.234635396658411	0.0134444090082725	0.134047353358844	0.278293930440567	0.607973648747088	0.435449312672127	0.824936863562908	0.734072442416658	0.655716290456281	0.395355503833724	0.54430328934937	0.111305869357715	0.210098122233982	0.638767759249743	0.378611600752848	0.282139951201112	0.499028702010353	0.57557451479817	0.136336964342108	0.546329969836479	0.805911921686795	0.36136314413562	0.50221563182741	0.494567853943925	0.379754518255508	0.64183794236397	0.541229496944412	0.720442107877667	0.495429715661279	0.0271836159262152	0.62296117064335	0.33029687440228	0.442352257070535	0.50393358897356	0.72134942849228	0.294922028623694	0.140196215759039	0.32304968289825	0.626413696598113	-0.218066773251115	0.487441467776212	0.392501766218525	0.620157961528885	-0.190317033805521	0.191289143599884	0.690305735763845	0.542733912316528	0.590984255092482	0.443779875805241	0.489543601520267	-0.162522381959569	0.622955803004582	0.662364083962173	0.724034780053928	0.60573728406373	0.267871408488013	-0.0331098291802747	0.328289819504694	0.194276916098686	0.399711670854036	0.259249258112699	0.060624807193565	0.327207229426674	0.29797816916574	0.25570133557899	0.495028109215958	0.0238214927154374	0.218664636872092	0.828991515112815	0.277122130155188	0.446839356118408	0.244648335721824	0.423245878340484
VSIR	0.0625798415051904	0.0869488301520535	-0.0934257236890609	-0.0348640795830265	0.105429448697653	-0.0475696295292452	-0.0244644085144906	-0.0379498716582737	-0.0446508683872318	0.238184823490901	-0.000607286749335447	0.286227077408733	0.118512708824971	0.498732729714715	0.254042624846273	0.373624821878329	0.240023836095529	0.0260876015734638	0.2314561594144	0.353649160319636	0.0296664834359274	0.299817036435158	0.296573840047937	-0.115770163291959	-0.0684273965854395	0.260740869010274	-0.138014335281525	-0.0136816168079067	0.467139704331078	0.345090092996866	0.0331061583948771	-0.108223522265783	0.186648234099312	0.507601135291191	1	0.30369346565839	-0.0961764595755359	-0.00823649037617139	0.245379316806976	0.395204359668468	0.135473641636342	0.195531083855586	0.287514486455607	0.354082494164903	0.0731568057042802	-0.137330272230319	0.0534905756696168	0.158674617542522	0.288459656206966	-0.0508106016048285	-0.336731890320076	-0.0156793130678762	0.0932603876642683	0.0513344979720276	-0.0401250648015186	0.480846052480107	0.321376298793642	0.202632367783725	0.1761734819742	0.00596062017191435	0.0544047264470147	-0.193284936385793	0.374026263893331	0.366248439140604	-0.0480800978228008	-0.0351506052040248	0.264274033073919	-0.0911423073141209	-0.000762674420580337	0.29803806798385	0.226150685883663	0.10462336076495	0.153908287890212	-0.114434728887633	0.242978562134595	0.259274362730011	0.354525982197932	0.226720726755125	-0.271497358830836	0.125475954979594	-0.009933499197633	-0.050113872356177	0.094954313066041	0.304464075771525	0.0983199948234327	-0.28210407647679	0.0858623858708741	0.280961157486745	-0.302268597225238	-0.0857345468200435	0.066004916823397	0.253065542854341	-0.253084687232712	-0.214510288415447	0.553187767376	0.33889967943836	0.213715831379844	-0.0457983127042108	-0.192418804020508	-0.207907425919057	0.154071615825474	0.183577546300777	0.337870741099765	0.0122332419209447	0.165787863073198	-0.211185260149583	0.117332841335643	-0.129718863406274	-0.0854610221148523	-0.00492972773313277	-0.190975285105283	0.0020603748253688	-0.123234984125201	0.0595942254352326	0.0589845296870466	-0.114951368523871	-0.105355533228981	0.570269712566199	0.176609069575036	0.0942123184139101	0.267434320945912	0.146430083013784
ADRB2	0.490398936185844	0.575912615456477	0.39748609907429	0.46266303793173	0.541033979055081	0.520477804750298	0.455279813157327	0.428390600001219	0.159408371153738	0.562378689320345	0.418098626168648	0.730597016631857	0.604892405260619	0.407907161788055	0.374411727417396	0.454364476514702	0.565569997262923	0.486992433465919	0.626570531508042	0.426632408672115	0.516747729378247	0.661960410649045	0.303511683991971	0.448774323032723	0.401360542367317	-0.176321107498925	0.397131733995486	0.366242450686734	-0.049127586704968	0.188018381850012	0.385817785009479	0.211880588338556	0.556007020137925	0.702288866664507	0.30369346565839	1	0.288650937221895	0.352094000274723	0.401595653495484	0.623217016410493	0.506896928466725	0.310248961397677	0.629490461779312	0.436962075830549	0.482717280426743	0.119182323532989	0.557514599612391	0.54235462361884	0.567902688443586	0.398158263259281	0.181748448448186	0.225031415622813	0.208864348252998	0.434422207941092	0.450616602758895	0.520245781195528	0.704225640576847	0.648908846138461	0.582575665648336	0.509209813999958	0.24094078394859	0.202895868778264	0.456643935387755	0.423456274011107	0.353706579249123	0.438011437991707	0.33865178260382	0.305902983562094	0.429243261957959	0.716245524665537	0.316227431685165	0.518164375530179	0.4853551148098	0.481633057229775	0.58236025267018	0.449220320526752	0.685709997132533	0.501037990040067	0.151983021302943	0.476670454418282	0.401428025069215	0.522134409306621	0.562121634137959	0.555796344048271	0.414022669917323	0.15445299316717	0.282270000604542	0.451676541107043	0.0566037581093022	0.364922831591318	0.305739722855619	0.554724829236604	0.0118601430809839	0.283468587521573	0.452549338652783	0.578591255575071	0.526542247128599	0.361141249184549	0.400337648273458	-0.0511397593492815	0.522651060238169	0.688505588315008	0.616969199282116	0.538626885590778	0.307949424439983	0.0829495431694577	0.352992610472438	0.318110778107648	0.41358783653932	0.316955193908201	0.198966156302505	0.315891403338452	0.304199797406407	0.271929314805964	0.478929299317265	0.0701915854519745	0.34863209228423	0.623102516737299	0.229940472673339	0.358762455229119	0.0304759258997386	0.3652670676163
MRC2	0.357963664462883	0.589652368530821	0.285242597666031	0.565353346556406	0.465889676722417	0.776310549730145	0.488536870116728	0.22684046444072	-0.03578774352802	0.423232418273062	0.422377021467407	0.425253051856853	0.365551357857045	0.294710248632481	0.376545886558619	0.374081690397093	0.589084219634976	0.654429223100955	0.674173509378547	0.283018430925024	0.502941314506238	0.413606376835177	0.278473932356312	0.477103802268576	0.117773544136689	-0.236586225978373	0.35582198949135	0.454415813088413	-0.0610829080451659	0.0537410574044174	0.0385065597714986	0.344829201626149	0.313234152335007	0.509394212412352	-0.0961764595755359	0.288650937221895	1	0.397549141776763	-0.0222533043330849	0.384751759042699	0.615328108404937	0.305130758584961	0.476551663679082	0.23933177367154	0.300683195111952	0.175334588968115	0.684549756238568	0.327770741013868	0.553871385049649	0.146243491419988	0.155172759094478	0.167601595863729	0.461494267791637	0.570101064058954	0.595201290862849	0.551842591971415	0.484680583718477	0.477247684810716	0.162195038000845	0.667940175805484	0.0194776197992503	0.359352953090797	0.4449651099576	0.0857333121769452	0.381649486341901	0.600026064977205	0.482509710705697	0.284045649705224	0.64611078272299	0.675692363541148	0.0959052857500741	0.396275667923977	0.37988149936395	0.443071662430203	0.499522570148328	0.412593483831407	0.50873177516838	0.373784061674984	0.102916674555399	0.706737559214766	0.42840403841612	0.461608648087585	0.393703153166142	0.638887386430344	0.185199583690195	0.361263678786828	0.432542916801391	0.398514503587666	-0.139445685162305	0.678401602187577	0.639517574693864	0.358141363314816	-0.14056891790679	0.431335214163753	0.492561567046467	0.269556195106565	0.557740457377549	0.400775426864144	0.69749246273695	-0.101845215047942	0.603055315324325	0.536357645510086	0.467922448707898	0.731238021245059	0.206487789856207	0.120027164100729	0.332836249733359	0.303288047961299	0.537712465364522	0.361741805821513	0.190945683037796	0.472556890006703	0.432833610671223	0.290482559644808	0.567060025603821	0.174479418967315	0.282771660946941	0.47453585220366	0.248801283908675	0.6767922542655	0.2817401128414	0.473253669141456
ALOX5	0.802136800689475	0.813806832903102	0.838686218621739	0.793969155083871	0.839250304903061	0.645169357537464	0.870717237329718	0.661516982037568	0.541762450268769	0.558632075541511	0.86329639436017	0.613203985432048	0.667565928847782	0.57531265271993	0.480434672931301	0.593484597759494	0.531116223071934	0.788002502835678	0.646340213394651	0.153745983115887	0.701060113629504	0.222780585186044	0.714453733074035	0.823216302336881	0.620289022817705	0.338410056370277	0.744289431913947	0.703167488239098	0.139179589955221	0.610637056449603	0.639270385096303	0.798665009739556	0.698929594444117	0.350339626823798	-0.00823649037617139	0.352094000274723	0.397549141776763	1	0.479633433142114	0.515907815188796	0.698103429864399	0.624978562347623	0.702451932389879	0.535036680981603	0.525332109026267	0.636455355597561	0.743767058488191	0.344100713384108	0.664850303078737	0.639641820386868	0.752836864793473	0.577784400954723	0.700989884576062	0.620605669991956	0.746564947093396	0.427055581353922	0.617556642842778	0.602024387838894	0.475447895943154	0.801847847174371	0.645062661225796	0.820738142417412	0.659068956764031	0.490763293514097	0.715843019947467	0.834239624438256	0.241742602297101	0.527387663847168	0.717074431001123	0.524943128710989	0.421565616981242	0.64369218731597	0.653257570973111	0.8134189362527	0.775271261064816	0.128890576658424	0.447923178094745	0.493345465693541	0.713974741801627	0.6419846779563	0.59599578925225	0.8565839862173	0.655136262539327	0.540839791903477	0.63229107783223	0.847150777100794	0.604523895576413	0.0313466631204123	0.469887997537657	0.598394880584274	0.538155914908253	0.106348655047433	0.55711684219126	0.803658922027353	0.279619424974387	0.584217753131222	0.576417917150798	0.658656631561745	0.707519801572995	0.6166647389565	0.485271670391399	0.472906137226788	0.221530535815912	0.59525208329964	0.74287647752718	0.685109702769394	0.668359909272167	0.798172640449443	0.746491093751294	0.765965642332653	0.764872859164901	0.834333346018843	0.870146840062324	0.774773720265493	0.798123871131009	0.625780508380416	0.764402009881103	0.400702517909478	0.750842493992243	0.564480272437825	0.111375071558736	0.730288487074674
