""	C3AR1	ITGAX	CD68	CD4	PLXDC2	ITGAM	TREM2	CCR1	CD33	HLA.DPB1	TMIGD3	ITGB2	LAIR1	SORL1	TLR1	ST14	HAVCR2	TLR4	TLR6	NRP1	ITGB1	PTGER4	CD81	TNFRSF1B	CD93	PTPRC	MRC2	IL6R	AXL	LRP1	VSIR	LILRB2	LILRB1	P2RY12	FPR1	C5AR2	TLR2	C5AR1	PILRA	CD163	SORT1	LILRA1	TFRC	ADRB2	SCARB1	RHBDF2	ADORA3	TNFRSF1A	CD74	MERTK	CD180	ENG	CD46	ITGAV	ABCA1	SIGIRR	CD226	GPNMB	TSPAN14	IL18BP	RXRA	UNC5B	ADCY7	SLC1A5	CD69	RIPK1	RYR1	STAB1	TLR7	LPP	ITGA6	CD44	PLAUR	CD40	C1QBP	LILRA4	FAS	ADGRE2	CD47	CD300LF	APLP2	TNFRSF10B	ITGB5	TNFRSF11B	SEMA4C	TNFRSF10D	ALOX5	CXCR4	KCNQ3	SMAD3	CADM1	PECAM1	LTBR	ITGAL	IFNLR1	IGF2R	SIRPA	CANX	TSPAN15	NOTCH1	NOTCH2	TRPM2	PLXNB2	MILR1	FZD2	PLD2	SPN	P2RY6	TREM1	GPR84	OPRL1	KCNQ1	FPR3	PDE1B	ITGA5	PLD1	TRADD	RYK	JMJD6	CD9	STX3	NCSTN	TNFRSF12A	ATP5F1B	PLXNA1	STX4	TNFRSF14	SDC3	RACK1	EPHB2	ADGRE5	MCFD2	PLXNA3	CCRL2	AMFR	CD63	LAMP1	PILRB	SMAP1	CD82	ERAP1	EDNRB	PTPRA	LRP10	NRP2	EGFR	SLC16A1	RPSA	CLEC2D
CD44	0.0821489387306625	0.29978794159898	0.552591107127651	-0.0278426667053222	-0.000317903863269645	0.306726308868015	0.128262218196829	0.466074496082974	0.181437147504915	-0.229610481464722	0.209878919866781	0.23669826570193	0.263709520996636	-0.22546672693834	0.0929704297461332	0.79377626140767	0.260074004745118	0.297684906410992	-0.00895603000362206	0.586542586653146	0.42280481783676	0.208293426580042	0.142300037862479	0.590657932689327	0.47996304434568	0.142868951748501	-0.19565432544071	0.273900847541885	0.026843145802198	0.327942164657569	-0.249411957237733	0.538938325494888	0.0286408465266304	-0.416819835230084	0.0664736998799112	0.204021800437892	0.209372947970615	0.70795070073395	0.37219925350621	0.564019615572498	0.0710306919766117	0.110885605194198	0.208359115469553	-0.156810681771322	0.140153650364126	-0.1131606081625	0.0422274858003611	0.161281971508577	-0.222940196485312	0.176627453925376	0.36957729282122	0.287623105813052	0.291064447463365	-0.0387694992502416	0.7111688341227	0.44381295286067	-0.0606881281763434	0.728869571105345	0.198843218877848	0.156312730259729	0.553954630332278	0.0265700978204589	0.0461672178641704	0.162688165299904	-0.144126843052131	0.246279985865069	-0.364422100768829	0.186009078539889	-0.24986166910293	0.215853199568046	-0.0224810990846555	1	0.701086929979609	0.115983640993226	0.248813887765327	0.162069393448768	-0.0255194046687465	0.181745956918221	0.259923561011965	0.300066418620809	0.632706967741807	0.0018407563874082	0.393339892899187	0.0966330583119857	-0.18804650504939	0.0337900916876639	0.230458597186315	0.455969775162567	-0.150345293492069	-0.107631985333695	0.529475187751722	0.269663018609631	0.159309373869368	0.107975419357652	0.426185562084915	0.699985759672887	0.324897179098016	0.410871444308432	0.102337735309972	0.0384640470673069	0.649669437831431	0.122241736259478	0.139259115899531	0.0505738297904091	-0.262212125305375	0.184974018786952	0.363659796251835	-0.0936059153945382	0.613958780295889	0.242078225224247	-0.268301236939849	0.0284705175910839	0.473685065304353	0.122682078312262	0.688886638442938	0.152186407700615	0.42483258967405	0.179687872439359	0.217355559924988	0.472201925367641	0.527345635171101	0.201334881287135	0.593308925483091	0.335991234802003	0.275803783837652	0.277581314142105	0.690540337440318	0.192967585120547	0.233365709220271	0.175114073324118	0.317855079726369	0.504613482637156	0.353312930294223	0.571034839621548	0.299880651838993	0.546955887668742	0.523645935721336	0.0115847436744403	0.581044574325916	0.398379265639528	0.0889886756258561	0.511164620750409	0.293985529431909	0.263710682700451	0.629615189106772	0.0739479424465741	0.0555213984541889	0.265851418273502	-0.158828149117077
PLAUR	0.597032244048161	0.764969401801536	0.917972855919747	0.481595885227088	0.51738699345232	0.734479096153503	0.676323835715328	0.850759613420521	0.587914441489729	0.158492921808386	0.72109565963192	0.758502382369627	0.760064237526756	0.266015853591915	0.562903660202659	0.873575690086866	0.778351171261866	0.491139953091682	0.375287771063609	0.90896962620673	0.881508321181267	0.655550160875141	0.684921046525432	0.756763145037244	0.314011787698735	0.555312564622202	0.327128056613096	0.612927112470056	0.563902256417638	0.797588349481716	-0.0113966010466956	0.450398802187635	0.509004610197901	-0.023181780316336	0.57416078665554	0.397287232425925	0.560597587360081	0.815881333283962	0.692704639947731	0.84932717945712	0.579063674156015	0.240058690111668	0.548497672661051	0.305700437933886	0.624544822371971	0.375110120147797	0.577881421003466	0.633075293987629	0.241835301978005	0.686484570553735	0.843731194910992	0.791475619247075	0.659818430271653	0.498096476927712	0.937693480815002	0.742491026905105	0.35317974530414	0.917773372196402	0.634709868916246	0.585965688103808	0.821559765668196	0.579263610996105	0.485777432792232	0.650312033161129	0.27196470811614	0.607081141714553	-0.00558977155098267	0.670496030232138	0.253963180268245	0.686521845608802	0.498708603442984	0.701086929979609	1	0.612234253124515	0.708720006865812	0.515884715884792	0.482879488437464	0.61999592512737	0.682601593186089	0.582274122368035	0.928434051088362	0.462311792465681	0.780014288836186	0.609079872564003	0.337930035031227	0.293514511503992	0.695387474322491	0.326528099317123	0.301034239165694	0.283054038237966	0.878883598494752	0.335058585193783	0.599785616096575	0.472729247666928	0.832640683582188	0.915280022645017	0.800890989345018	0.828590687331199	0.571487236962909	0.469128761605972	0.422530858347522	0.66845501589968	0.587354207827447	0.572931622661284	-0.0518335573113145	0.664400764046423	0.710205662445116	0.395305425581715	0.912592686925766	0.743860402070869	0.0988726554258144	0.531442086505988	0.914928996202839	0.529471311298129	0.873973674148935	0.650645407978018	0.798258488970405	0.490256245119452	0.566948031706686	0.85396494878513	0.791601551981688	0.521120594948761	0.927060847890136	0.752955549116768	0.625928985352133	0.673470526520071	0.890267570967112	0.57079603137094	0.613008977009992	0.579076747192317	0.537346671525827	0.848072068224835	0.64334687232637	0.867090725134861	0.534324124731257	0.944006076067514	0.894844474227569	0.321606348306525	0.865080220306471	0.786933288924891	0.399599388348911	0.830504544995038	0.693305881409391	0.671834748792973	0.888194303564868	0.172283813023007	0.489541547016232	0.678153238100504	0.00136948661362786
CD40	0.923429266460512	0.780961961391102	0.776364256429535	0.895073405862063	0.808257910994966	0.856136952102705	0.882303871859924	0.77503157479082	0.843138254814928	0.770993776056363	0.933735156893424	0.903909477150694	0.913389974972361	0.729245343695332	0.815162093781108	0.439951848583967	0.903379349024556	0.609223353703516	0.672742477764329	0.663364224822514	0.775824866887037	0.763018370842982	0.93232916866311	0.682305299820792	0.164458970954958	0.806868766266613	0.742891930561749	0.732209779278554	0.892393332789867	0.848467277248915	0.646292491197385	0.324384450554671	0.824804984975629	0.600382548499978	0.908676454226866	0.592089444323742	0.762481986066129	0.572086218758642	0.850409359463475	0.5695136607693	0.848516232527444	0.579930142450127	0.669761036692928	0.822433685418172	0.801255674877322	0.812065866115516	0.888045992772157	0.889868802716229	0.809834353867515	0.798136921907095	0.826211362978334	0.848078927751427	0.726209121705732	0.794006640061567	0.564768213386607	0.792484956718139	0.552276023424745	0.465134242259685	0.823062629233793	0.778372548544523	0.699370880674431	0.814230139694577	0.806381278962783	0.853199390692914	0.673320732045263	0.72558095302246	0.517425160426332	0.771198334424643	0.771496293565333	0.765989782254001	0.764187647063496	0.115983640993226	0.612234253124515	1	0.920178861343617	0.58848247162332	0.795832718807512	0.731295517983753	0.85229617308175	0.727023259571132	0.729223999810592	0.786774307404548	0.716361737684208	0.782982919063542	0.667229150076718	0.569399907617643	0.895009228009326	0.270644253380164	0.689315132352619	0.577770903944164	0.663416594917859	0.481299091724558	0.826412129551794	0.659404467770093	0.685073683325884	0.575405154957463	0.804293411291906	0.832482517901802	0.873868902055976	0.690408187649192	0.20428812751894	0.863890937397949	0.805707978236731	0.785204853901978	0.57410204253354	0.817557062875237	0.754686965532767	0.842654877486872	0.669071673787973	0.799906311453722	0.656119876092117	0.871927914488593	0.762767298935452	0.797705785733243	0.595409788146858	0.836125072371272	0.849390622059197	0.699728644622536	0.749755504515845	0.647685578285088	0.662265927065987	0.756953647585312	0.662733877828172	0.907230857574011	0.689866152294161	0.815887306869881	0.646312022602267	0.646363487936351	0.911611779310644	0.781391795742779	0.605447401507093	0.747366002623006	0.603173420617168	0.704524501351486	0.679484149951208	0.779192232457246	0.793107113945051	0.626199466942618	0.789551166409723	0.686040343898813	0.632301222835441	0.617436002997965	0.736509637704258	0.849596459087975	0.643097662937206	0.129390708759509	0.732547505487459	0.923272660833916	0.460988905517296
C1QBP	0.912211283236809	0.824869589017198	0.846383393143058	0.878334813665028	0.80045765700802	0.885227156580132	0.906735275445224	0.846195561657543	0.857249819914844	0.700317685726445	0.954282268334708	0.936030440879575	0.92416504839802	0.683951991188759	0.831366469418642	0.515742808723316	0.92682287551644	0.638327459186083	0.651335261483049	0.740744294068682	0.854487082419493	0.790689181674857	0.946409286201153	0.761875091992493	0.248249498239299	0.819537097683531	0.706663632781083	0.763512962570133	0.890319396496659	0.886311193299556	0.547394965013891	0.407923623321848	0.836765310382545	0.528814933594153	0.921972836781923	0.578672518056537	0.781842996142197	0.645185480495415	0.85490451453746	0.674312752274001	0.859766487752375	0.588399512223536	0.705216547838135	0.772924180908532	0.780497238999376	0.766078628876968	0.866408776721731	0.888335946042596	0.754820503088481	0.823529932855781	0.881795367449387	0.911871438776515	0.776378086982094	0.796280220033735	0.637445033721853	0.853122101056605	0.573724325879875	0.557343661361353	0.851304276661496	0.794226202104354	0.793056265501377	0.830155777248428	0.793269748447167	0.881899156764745	0.652127436561807	0.763611446970237	0.464493206027977	0.827466181718126	0.709337822295279	0.828048263574682	0.770757797902976	0.248813887765327	0.708720006865812	0.920178861343617	1	0.606385826014338	0.796652940162469	0.791301956978903	0.908630268317765	0.72689953471169	0.802995182337787	0.761948937978373	0.754180155956789	0.794496559950985	0.637054255460596	0.522200060805223	0.910830098972833	0.358356952268469	0.651698928108738	0.554207984051549	0.739840291190964	0.54886126676078	0.824206416798935	0.700787671833261	0.747033288566024	0.713029424995842	0.847366006193229	0.883505017968479	0.872443408130369	0.724493557489721	0.287607793325748	0.881275549639373	0.788716603986327	0.793856067761069	0.471519364615465	0.82958078688201	0.787146653564912	0.798640200811653	0.763150596887055	0.839972073283508	0.520976905653887	0.890024976592685	0.825443161110036	0.794749573626288	0.690770378716694	0.847433078185215	0.88724401932743	0.707146259456501	0.740248045741823	0.726096131021629	0.72631224779527	0.783509870341388	0.75854555358941	0.961327603300708	0.716951662422418	0.839257726404011	0.704962009392034	0.713543494443231	0.923198600374889	0.835767122647176	0.636598214538279	0.838034751111974	0.645374069379709	0.777385950392352	0.730786674280774	0.86142908671828	0.844316628668588	0.627899741255049	0.857368217850576	0.754875131466124	0.622296017002177	0.723566822284897	0.795051488167794	0.868640948370277	0.70953290975	0.205383129853823	0.745068419159268	0.955154921912088	0.375949511644118
LILRA4	0.572272605657612	0.59367292830658	0.725730045858061	0.475428481731187	0.569956628497705	0.46004578186896	0.782221764776795	0.640914337256387	0.574566251209994	0.484806542278558	0.721835518875638	0.658232931587698	0.565691500220704	0.450287214068609	0.489040765175851	0.40244893869046	0.632597577047977	0.34427752900851	0.353051400039038	0.45593644585716	0.632833194280695	0.523339577999818	0.741581198425964	0.524583853672573	-0.109302459384782	0.436300708694301	0.470872293905001	0.541983749620987	0.689046545542987	0.619045418331227	0.229069543297559	0.0713480397837355	0.433189980241675	0.270769836422614	0.608558135785939	0.311071885746859	0.429718672538095	0.391300588384124	0.647053740402297	0.219023097359687	0.555058689422206	0.383825065672952	0.333936589451829	0.520455167521685	0.61341600279712	0.514148098517817	0.714198776492286	0.620233229259964	0.479356142022498	0.580909675001299	0.650132827057851	0.495046287208009	0.51806354151391	0.601255644544049	0.50897838489368	0.666885408324421	0.413567002600209	0.606540078523596	0.522035243275688	0.790902014426458	0.547535703177322	0.466477868316377	0.461763228226266	0.609064776153639	0.421330073278786	0.52121501031858	0.230785353030961	0.323731274016735	0.473648373054771	0.501989869013962	0.560005025406736	0.162069393448768	0.515884715884792	0.58848247162332	0.606385826014338	1	0.609038739343713	0.374059472574875	0.579844344593414	0.632553538794163	0.499140999688951	0.381864047344286	0.566080026024705	0.50599984010003	0.369172561104723	0.226250755549338	0.537520966527653	0.374314999133308	0.334477976695236	0.460498067289501	0.640956727974264	0.434310612445402	0.607171228894111	0.495015169562404	0.538392290035425	0.561050350780206	0.689828016966569	0.605147178649752	0.5586998908104	0.547527438245517	0.172430015364332	0.534913833966227	0.459626998447326	0.690711577391273	0.303365652788156	0.621026186821993	0.619966889218124	0.53443000472927	0.454152111444465	0.463320081057744	0.218116325206132	0.51376725074146	0.545857003884186	0.522848843637541	0.510661425961266	0.473298045913871	0.712657703934658	0.414071552593412	0.304769612874678	0.695436867819776	0.667394724453018	0.606744171232127	0.561365142803729	0.661589912340948	0.475173638822029	0.528628438111686	0.600550963352191	0.536508691844689	0.702744628217583	0.53223107565183	0.375572786515867	0.601533185894293	0.467599259230566	0.687996204194706	0.506157778154544	0.681165001403759	0.655764410384485	0.265477921681582	0.555808849658619	0.420402841121468	0.396842981161998	0.525876285221845	0.514009243772897	0.660863199307567	0.481889692512191	0.10350232782641	0.515761780440031	0.717700244889678	0.198089867997568
FAS	0.866510743176369	0.787962337116294	0.639772641378987	0.859194185240171	0.871405097035304	0.750866645151777	0.855844889553013	0.719945298320348	0.771605460934663	0.710199371258243	0.831168283408918	0.845969642918503	0.800623458331079	0.807783893092158	0.814332757460528	0.232363020537786	0.828913822732109	0.690536168838873	0.763052397032929	0.565206952478762	0.739980192732467	0.78648053334877	0.851632882508927	0.640659047573737	0.104053857996025	0.815589883545412	0.816472820906667	0.808095888463865	0.862137589236311	0.803004666279549	0.562311745789539	0.224704851439752	0.838959834167033	0.64226898527162	0.856579784137881	0.633576980646623	0.770503734813925	0.478729788939654	0.686329242443476	0.408455798158265	0.838774626875443	0.599180381276832	0.703608893798201	0.816101631779919	0.775573032517823	0.846151683439993	0.849469436819085	0.842982405618237	0.803062278387215	0.805434770146851	0.719128259323896	0.771114583171769	0.750334651821283	0.876773033169165	0.452750887648256	0.691159516721032	0.7014626296147	0.358217909941306	0.843514118415732	0.777526989848117	0.64612817507275	0.802055421984272	0.78858744196914	0.841874352388479	0.735639840179146	0.735582028965747	0.618231568064025	0.718015332974747	0.853970453105207	0.791844473300467	0.827076523291149	-0.0255194046687465	0.482879488437464	0.795832718807512	0.796652940162469	0.609038739343713	1	0.753196288857134	0.822015062601292	0.650587119561295	0.605557710902234	0.798131212208238	0.665015469967399	0.803571259970998	0.744367515414699	0.63105842930082	0.802500061860325	0.360118237059701	0.737164233426608	0.651787255889866	0.573860716539737	0.532741117071269	0.747677739830751	0.773946818480999	0.691727194998141	0.522750784670407	0.794047175187803	0.788250256988438	0.740573009557748	0.797738542849786	0.198213612113767	0.827719597104671	0.772421825534365	0.847717236900987	0.550046315300357	0.774053110478573	0.753703226136857	0.785034175810338	0.57116593565239	0.73149136411754	0.572648871416489	0.841425178627494	0.64598243320833	0.823523447841192	0.501795769014625	0.791054999936699	0.718308835048897	0.722883382304133	0.715061417522823	0.608623453022073	0.649479703862599	0.782613672462833	0.526528744379091	0.75825935286214	0.66723961677983	0.778415625091987	0.528833263847166	0.697325707947745	0.777522448778647	0.805797728426488	0.616324257983785	0.691073660418756	0.641302823578545	0.608865281262571	0.676155586208658	0.644774831471032	0.65676809892448	0.635195128470676	0.6380504778418	0.616419979111048	0.66992166168456	0.584306711746032	0.73791175827544	0.801758941214649	0.549570665727142	0.2437263915916	0.791008293210226	0.78735270301112	0.507696439639082
ADGRE2	0.838883320572614	0.877707266200577	0.629505159295394	0.80571044981777	0.85611874514383	0.863103261981718	0.780551218240988	0.763614820688316	0.705401354351368	0.517320418991989	0.762472032862657	0.860107294825889	0.804540365941219	0.704406594385899	0.863649220676286	0.325777730150396	0.814876635960445	0.731694255848332	0.761737398949136	0.623914169909996	0.844647018458823	0.860415796225066	0.751619677128655	0.771660746501965	0.350286691381521	0.875855046094328	0.761226186184135	0.807341245409695	0.774027584354568	0.828676593028624	0.398154331073998	0.444746319903273	0.878905832647844	0.517650848876906	0.832608830664856	0.576263383424575	0.790850238707201	0.655442246170773	0.653495184149107	0.585529644804452	0.843504670872586	0.522523016038802	0.786556469868934	0.655187090254815	0.741596265299991	0.754375598339352	0.735369044867811	0.770979640620319	0.691394866879362	0.859006657060945	0.759252150642849	0.877703999988354	0.785574390480603	0.834296038597642	0.552092627537715	0.645389720269594	0.751110773561593	0.426728692613074	0.871707646169639	0.622965780286405	0.809440934420824	0.844090843046208	0.769475480938117	0.779258880562568	0.74410361967125	0.794172212083853	0.577663780248758	0.791858976951221	0.722550460509508	0.902495745584156	0.755843739461187	0.181745956918221	0.61999592512737	0.731295517983753	0.791301956978903	0.374059472574875	0.753196288857134	1	0.827406313903083	0.596811133096958	0.723426818763169	0.803051382324818	0.668530644791235	0.874382334968924	0.735954426196564	0.592127660739801	0.796413707190911	0.436509970366413	0.764795578986523	0.650286592347218	0.634264448237168	0.550437895574481	0.777960921675959	0.79545334674489	0.788302190120907	0.655354881393975	0.814210957602124	0.858062742654965	0.638131584212589	0.779492533832691	0.359304138906425	0.875069071759715	0.796306947719038	0.753837342644303	0.327530105260037	0.773544347072572	0.751881772803073	0.728873296518602	0.748111405859313	0.824499233796375	0.515876352660066	0.804603805407145	0.71397388815941	0.794528086662848	0.648729865010751	0.863895868272591	0.718438831989664	0.771195891250915	0.803120482300081	0.703069014809244	0.627899346673999	0.646270236283961	0.638012879798873	0.766903712514324	0.638501513450516	0.864843222051011	0.60694212118919	0.690748587559662	0.684874534805068	0.816891648096915	0.772473469815001	0.753073967985596	0.700461220503418	0.652804886396296	0.637703750837164	0.689876905594694	0.636577626219342	0.66090272317448	0.721832180837508	0.768145383305365	0.605336849734205	0.693875783959217	0.788885419332777	0.697753576169506	0.696380548500343	0.344483207393112	0.774272032693226	0.702553008581499	0.408489576398638
CD47	0.899608563048556	0.881490472415918	0.778434564690637	0.865916031676966	0.861165994275622	0.882974482371072	0.868766907096754	0.856155475270364	0.8304672521032	0.637315482512439	0.896380106789731	0.908846356633807	0.907430887418835	0.739536769535807	0.86174047299428	0.469952949232693	0.911281626802203	0.765038352674045	0.756330382637269	0.753848928785156	0.859513441635667	0.849498628472852	0.891839675925203	0.803772555795788	0.260766898364979	0.875107596174284	0.759448812266882	0.860007238941417	0.866185346245675	0.914797110592679	0.499293103301666	0.426985978407173	0.85286155213197	0.543606497142459	0.890526215869613	0.705654317897556	0.823558745256117	0.702999190233524	0.797365551724758	0.636883528239621	0.878306717999552	0.586652569154576	0.806290805768306	0.786627708373249	0.861255871528462	0.80992768320279	0.849279200546242	0.894868025984788	0.737002379119404	0.87248276579441	0.852459687397129	0.892821898602275	0.864498321233376	0.886473935685634	0.656484502120791	0.798688440033477	0.718604542236568	0.54177021661875	0.911975847598453	0.765119053999877	0.805789675162376	0.833487328370095	0.824799419215179	0.8902165127072	0.712840754031034	0.838385276014963	0.556969513199173	0.785670385018244	0.746529845033151	0.90106269067984	0.838404255475153	0.259923561011965	0.682601593186089	0.85229617308175	0.908630268317765	0.579844344593414	0.822015062601292	0.827406313903083	1	0.752840895647286	0.806516310640981	0.833624195544578	0.766406199456248	0.807988029919808	0.690964048684002	0.652963853929653	0.881991405754986	0.475560288803727	0.721474241620292	0.645379491855162	0.757307608353045	0.595079789693248	0.825304941978773	0.799988319947073	0.760239581111074	0.731821072033883	0.868915063435824	0.928595000418177	0.79742155751827	0.800596656968489	0.406487119429634	0.872562696998915	0.823422357948306	0.813269889632708	0.516491112187888	0.832265609978665	0.830571029165048	0.783310449652187	0.782800917767677	0.803368553289115	0.548190924272574	0.880301945787414	0.788447070089344	0.887514875434294	0.735040559867941	0.873193308638814	0.839864848129961	0.816188769821525	0.818342346748334	0.735827361621865	0.775253979170138	0.815756557397101	0.727070335248204	0.902480332008123	0.768443953341147	0.895814664981472	0.700343561674882	0.80380146380458	0.846400530186401	0.866360563042569	0.741981347515986	0.836446832880355	0.762417328345319	0.773326416764362	0.787032622965547	0.80409615910588	0.811120996312669	0.736191478504264	0.821350691316895	0.81261665129625	0.667421326555676	0.790859869373461	0.902009841140124	0.881314600540563	0.750949605864974	0.398879641575098	0.868368101332246	0.876015734026406	0.524550873657249
CD300LF	0.777268526288078	0.743380757383932	0.718947698868146	0.702235607779541	0.711573166126033	0.759694727001524	0.770070097982763	0.731326500921104	0.778028099383785	0.58656263944915	0.785660340869184	0.767136670085821	0.777782557325751	0.609647390025694	0.630048361020588	0.476476608547309	0.784075638167787	0.725499729936951	0.590083317969452	0.602402650640097	0.718432427498898	0.710129328392048	0.79320584331031	0.772186756119999	0.356446319582333	0.724259678599698	0.591108621954044	0.757706745212225	0.752207299687355	0.796350021863947	0.525080071711711	0.482895275605199	0.69312441276151	0.410364146778675	0.73153017141999	0.630884338315138	0.694220608845568	0.710274218947301	0.749243073097079	0.486138775647202	0.74369673059854	0.595719697212095	0.632083267686095	0.691890338674	0.742310962735291	0.687325787546491	0.78823899144629	0.760079940295602	0.625985842636837	0.697218753344478	0.74083492716902	0.676683780300166	0.712729641399381	0.682833989277232	0.553832138184579	0.752291527240652	0.439626723502302	0.531650496924036	0.796752397853108	0.808999935025558	0.748962966417689	0.633520880548115	0.727722176548923	0.711583228197507	0.579475284768193	0.704042848496191	0.444749318179299	0.588234463043501	0.616867263101529	0.719313519063605	0.670216796116646	0.300066418620809	0.582274122368035	0.727023259571132	0.72689953471169	0.632553538794163	0.650587119561295	0.596811133096958	0.752840895647286	1	0.718560634625081	0.688581719410443	0.638389785995821	0.63891319996281	0.500422286895561	0.543027740544046	0.731830410829972	0.573010390976268	0.527464093439441	0.573112464638486	0.659418525042267	0.659553397952193	0.724066662467762	0.688896271481614	0.558613257857931	0.612353842994699	0.768001636904613	0.750235781614557	0.715587038772745	0.611367293863589	0.516671688212657	0.708748784630304	0.727239663314945	0.663643002125007	0.513966519276014	0.721977720597861	0.814765507496556	0.657562224983734	0.636878496994715	0.662737734984983	0.446377514159153	0.674584104548167	0.669754353832198	0.781782355654328	0.704589091888514	0.696119877023796	0.781524340187378	0.657519434945627	0.66658889245494	0.602742410444854	0.645829595841722	0.797494264903052	0.557345133914223	0.770337794852284	0.625153993752638	0.746273437595277	0.6809057190566	0.631024278978339	0.779910187045528	0.673494730543156	0.702594999547355	0.658797446344442	0.550813683827855	0.736576784439793	0.772669466525572	0.693905648010673	0.743333021904506	0.562794172383617	0.708287477404364	0.60593191350213	0.566504952868576	0.59943246079902	0.677127998679575	0.768818810949925	0.616832903070553	0.180872238870385	0.690866348897529	0.779354275188937	0.449699567699746
APLP2	0.75647963538045	0.865280587250995	0.910334706151797	0.660631662327603	0.687277707036941	0.853178584136149	0.742066725513509	0.933845506649012	0.719746271843803	0.380163728421317	0.797600516080595	0.837814196052496	0.873334480214357	0.496247052758611	0.717350584871565	0.834134550345246	0.873575240238608	0.715302073262205	0.574904103183969	0.935074351003433	0.898244524444676	0.793439566810647	0.769278167040246	0.864216710287345	0.369778929254051	0.743298678134384	0.507368599655689	0.789570659287259	0.705953942085607	0.902230180422243	0.250040797119081	0.521391455918544	0.688556626367457	0.227760796569293	0.689281120740593	0.614183698858173	0.757264424728903	0.894135472116475	0.815681423623751	0.827451916369452	0.719516012098778	0.409499072222775	0.712247812884779	0.535799484872196	0.756499141172701	0.590263466206854	0.722006424936339	0.773715675068238	0.463972407701779	0.792303390113596	0.872864631795209	0.851707635555029	0.807333823078009	0.635237640655151	0.920566330552493	0.826827642804078	0.498125917904868	0.832121035751643	0.802282300146119	0.67660831348038	0.874177922838058	0.703129199593703	0.675217437621137	0.777955009565945	0.478216296472612	0.767842011985094	0.244242217383542	0.749852953371391	0.47137270958574	0.808610498759826	0.640869454592749	0.632706967741807	0.928434051088362	0.729223999810592	0.802995182337787	0.499140999688951	0.605557710902234	0.723426818763169	0.806516310640981	0.718560634625081	1	0.661312087162118	0.85725558750958	0.672755368425202	0.465141233146591	0.522152399958328	0.817179566530975	0.46414780832715	0.524006792126527	0.429816924616947	0.879750450330905	0.498728286840379	0.720430421843518	0.669026988552712	0.839849362133836	0.900750119789545	0.868916607955787	0.913566496171339	0.697546082855464	0.619249880568294	0.511510917859133	0.779409163777749	0.758041318914778	0.67444581153804	0.228476669115035	0.758450646276557	0.810417678665927	0.538940867581031	0.906183372138036	0.768581329203988	0.317427049573285	0.66340976409365	0.906261788237798	0.707075551845829	0.880619639432453	0.759307135450237	0.847830771028643	0.687121700077979	0.746760202418611	0.801879403516545	0.822879623787587	0.684558224040724	0.883785487220211	0.811610592868917	0.737906560366717	0.812407207480288	0.894317110536005	0.690528951600311	0.743275919994114	0.714303647281041	0.670335934398435	0.891011302898477	0.736952261385774	0.892932360161288	0.720444507336385	0.919687828094917	0.935616482245516	0.554895483118543	0.939114413205287	0.835294638691984	0.540066827643167	0.875350888323924	0.820128540815784	0.822086353344367	0.924005709032705	0.223712164701599	0.64934917684554	0.781318398576214	0.255512378274269
