""	ROBO1	PTPRZ1	NRCAM	NLGN1	NRXN1	NLGN3	EGFR	NCAM2	NLGN2	GFRA1	APLP1	GPC1	LRP6	TNFRSF21	CDH2	RGMB	NRXN2	FGFR1	PTPRD	SDC3	PTPRS	NOTCH1	PDGFRA	THY1	BMPR2	CHL1	PTPRA	LRP1	CADM1	LINGO1	RPSA	CDH10	NRXN3	CNTN1	NCL	NCSTN	ADCYAP1R1	APLP2	PLXNA3	CACNA1C	PLXNB2	TSPAN15	NOTCH2	VLDLR	EPHB1	NEO1	TRPC3	NOTCH4	LIFR	RTN4R	LDLR	PTPRF	ADCY9	PTPRK	ITGB1	S1PR2	SLC16A7	DDR1	ERBB3	LRRC4C	PLXNA1	CRHR1	TFRC	ERBB4	FLRT3	ANTXR1	INSR	ATP5F1B	UNC5A	LRP4	GPR19	NPR2	LRRTM2	ACVR1	EPHB3	ACTR2	ADAM22	ITGAV	NECTIN1	ACVR1B	IGF1R	CD47	DAG1	ADAM23	LRRN3	DSCAM	EPHB2	PLPP6	MCFD2	ATP1A3	LAMP1	MCAM	LRP8	SLC16A1	RTN4RL2	BMPR1A	TSPAN5	CD46	ASGR1	GPC2	PLXNA2	MOG	LRRC4	PRTG	PTPRG	SMAP1	GP1BB	TYRO3	ITGA6	F2R	AMFR	KCNQ3	PLXNB1	ERAP1	CD82	NECTIN2	RYK	GPR37L1	FLOT1	SCARB1	TMED5	CD9	NRP2	LRP5	CHRNA4	TSPAN17	TRADD	ABCA1	RXRA	KLRC2	JMJD6	SIRPA	STX4	SORT1	PLSCR1	CANX	TSPAN14	CD99L2	SORL1	CLEC2D	CD74	PILRB	CD81	C1QBP	HLA.DPB1	CXCR4	KLRK1
NOTCH2	0.705388155025797	0.77211074022865	0.756382467893926	0.755416708473719	0.820808268168642	0.630632390443817	0.574591588537906	0.784085285435819	0.587576076057743	0.773885484893077	0.55427954831624	0.585811116372395	0.740100158163536	0.5488610179696	0.734623632836733	0.716276106331892	0.698928983837753	0.713217475420955	0.528040456170797	0.65861080915155	0.637008543572631	0.67431444654082	0.78462617875037	0.529109602726461	0.776536990940074	0.808088221802616	0.747979639723599	0.710956525818535	0.628292131502172	0.73019046922699	0.608954797386322	0.782228846547172	0.640155141529395	0.708758885245866	0.720148260040888	0.621180459392329	0.674057178869751	0.735522886531754	0.637380291833079	0.502758352934828	0.659269156993181	0.533613402397408	1	0.592804614932386	0.579556709535345	0.694050961800176	0.783543787642422	0.537378102362411	0.702807796107424	0.519603468576401	0.681969408017714	0.52842335255221	0.741995660836684	0.732427423930398	0.663408747030187	0.566482093452892	0.757439026705414	0.5727785241591	0.559931138482223	0.77218683047317	0.644203195915874	0.477323634132217	0.6787038942532	0.716321424135856	0.747517787156998	0.75000196137272	0.742083946145112	0.593240406684224	0.695122233330185	0.786099322797976	0.709628282678935	0.643622945018357	0.72467967690776	0.663053423748657	0.594953787681318	0.713412487748661	0.815165346328924	0.790283959999976	0.633596644116486	0.635319281703847	0.753732993048963	0.740616971568124	0.691826883675386	0.630475068581727	0.656811072823261	0.709243513993726	0.627278901562014	0.607383419498539	0.707455672104684	0.654558690091025	0.667019715895021	0.559989128607606	0.694702883707367	0.65566540924627	0.567843409373944	0.739067158911818	0.705913550181062	0.703003056732254	0.645275361242872	0.626217884369388	0.528637378541867	0.552392121179107	0.729705076630123	0.710403303240995	0.833056994953768	0.668627010625318	0.643455261535397	0.66306062489075	0.696869257779003	0.704090320732292	0.600188268262178	0.682017235436815	0.684846279121631	0.662949151623475	0.673695668570636	0.576333464208237	0.685413291072705	0.553844230320696	0.655667194024027	0.575740232706543	0.678584088082181	0.65264212404771	0.542895124466286	0.710936916826948	0.579225730471754	0.532233928413734	0.534221246986227	0.4266080366429	0.547747808949243	0.735003152340142	0.703043241349151	0.723013398842126	0.681617963106546	0.644667407408539	0.545562284574823	0.712551848094586	0.611568033409466	0.639080198600437	0.225104932924481	0.602186810115702	0.32011463974872	0.709099193459502	0.668843660901667	0.549092707035902	0.374689424914944	-0.10921835748733	0.655686460765158
VLDLR	0.900801954259298	0.875607288126166	0.881665218152618	0.908686670193387	0.731952139398664	0.947651199069727	0.165027314891494	0.759758983868223	0.933015622015662	0.858616903441412	0.950527788032785	0.89172771631618	0.904755773468357	0.937297397817568	0.911481276496593	0.911397675316746	0.880569205926459	0.814011357830719	0.170739501450807	0.882417804562076	0.734215340748116	0.919300918710505	0.54356370427692	0.873370369226478	0.864231457347995	0.768497740275914	0.900733448851914	0.90129359004109	0.954681986682285	0.707440978234223	0.847465636660128	0.556774569571544	0.717065903350318	0.900899460485455	0.885807738176509	0.895169566057924	0.727886703127637	0.905453635113989	0.84147228790922	0.76136742110989	0.818341259327973	0.927552151582178	0.592804614932386	1	0.922984441156789	0.91827322462671	0.735409691436348	0.605824964621595	0.47063069746706	0.849464285439182	0.930987549308359	0.814934572853011	0.85561149727427	0.893996245628881	0.927494661702408	0.777097194963829	0.772285621411042	0.916991837928873	0.934811755257955	0.703814673021105	0.834251758140968	0.88414417785323	0.820484251243318	0.90697527539199	0.706941879002165	0.804639282182519	0.910554913430375	0.849685509764329	0.766789002294813	0.857052418254319	0.826337701379134	0.852702263907316	0.584875209989257	0.784829897959807	0.804543710353175	0.91001596607866	0.802443938679359	0.820193670446382	0.90378671809342	0.848155458935485	0.880887164702704	0.884399202691404	0.92146439780891	0.921204106794329	0.880245605910755	0.908776367173675	0.91768602610794	0.878005524861754	0.857934856657205	0.820872820608198	0.945755833868306	0.896491292462085	0.901427832891632	0.804493074327046	0.839648932581354	0.824989499905891	0.884121694460132	0.894733553951355	0.351348354154778	0.899441961546382	0.747303694077201	0.906242529554843	0.85908485039205	0.848970036713908	0.680197900905155	0.877835538755281	0.857686551822726	0.872433376572954	0.911747194311283	0.882207994610977	0.82308255146158	0.519650206639307	0.926544326950154	0.878566313459885	0.520926541567665	0.675722842574538	0.890158974217334	0.892626936643178	0.879016264087458	0.919848483743118	0.900806936097124	0.892300914012972	0.527167430122993	0.795962758649864	0.908300982409937	0.876500890713022	0.84199112324171	0.259995566089185	0.583030411366912	0.785003083786648	0.776095145534829	0.848646704381289	0.878367928585639	0.74607941329466	0.444484974741351	0.925334652490273	0.789461082739758	0.865134621906957	0.176701656624284	0.62172362835518	0.320691003828695	0.831508701387267	0.916686323277939	0.840547607717209	0.31944525285151	-0.031523532122191	0.592913844419664
EPHB1	0.947004640390056	0.888307823447963	0.90022168348028	0.908498112415793	0.722804415756157	0.967252506952222	0.128318110846517	0.772839833872401	0.969208076088362	0.878120257115677	0.943591781267019	0.945899047288932	0.912489461680479	0.977043922000748	0.91827519155878	0.931998205935986	0.936582364242977	0.873281253976264	0.0791746766387518	0.916361434138883	0.704698635186443	0.952199453243115	0.589429779672317	0.954378895047324	0.852998029790967	0.77589229189071	0.902030825888979	0.942584092413352	0.937433226179719	0.777774066709378	0.926607242342554	0.550529134871703	0.660813318789106	0.931259812016113	0.902959142558018	0.917500295341724	0.72476214129904	0.883820743211552	0.919019806232028	0.794250581253884	0.875398947487051	0.919462324778358	0.579556709535345	0.922984441156789	1	0.902003212093084	0.779019543748206	0.696243283237202	0.378020076453539	0.938709246457326	0.952501458493853	0.87596289105148	0.843605714431058	0.880766370024913	0.890720538787636	0.850255281960109	0.746526689238651	0.955871708591604	0.904711624803844	0.723187936228031	0.853826201328457	0.892830673339801	0.80310519910352	0.933302893877842	0.73602899979795	0.823848213135265	0.901039437712478	0.935772358970207	0.818109566735466	0.848151825818022	0.839954986691019	0.860798107078179	0.533028425624043	0.817720186675486	0.88488675228881	0.929890971694424	0.771181057759845	0.803182689003373	0.931639176943218	0.898376944599237	0.867380574814258	0.863703059054982	0.954870877157141	0.919393345946246	0.907815446132306	0.95490095098512	0.925218555036191	0.835924291051792	0.897371954788679	0.886470109509539	0.944122394296359	0.880247987929876	0.897915309342908	0.855465757492136	0.911487534375387	0.849284199524288	0.904504200345584	0.876928638933317	0.338677493934414	0.935965621896307	0.750009926531367	0.875037786312485	0.905453781606573	0.821680983282186	0.660517792132909	0.945138080335011	0.908747410488198	0.893997180548058	0.89728380887176	0.878333457583132	0.871077419338791	0.482951956740003	0.937096334064666	0.855708172671251	0.590201774996317	0.729860080056408	0.899845898914821	0.959154561050549	0.875722134144705	0.969632022709818	0.888329235517707	0.832666890152042	0.427206919506376	0.851960582031023	0.941194255639182	0.925535435846032	0.903833098532216	0.129281017212416	0.523945931232234	0.81155270799877	0.795461821644977	0.819312455650756	0.896722254372544	0.693321700987512	0.335449049817446	0.939908707954506	0.775879320158407	0.84612320332337	0.0880730103629132	0.626214936541522	0.268189266907566	0.844439893765892	0.947416300119327	0.933585634359934	0.26586624035338	-0.0973847653787406	0.604591627418371
NEO1	0.937515337225409	0.938390421275277	0.944233176176357	0.971095221789713	0.827083542094335	0.937162523602744	0.309694077653993	0.887090642253972	0.908096456292969	0.915873087288174	0.9372731131843	0.873109363831612	0.967502010142024	0.888644491986908	0.962919887758167	0.967762751983461	0.915635024998834	0.860025570897487	0.349710482733228	0.88485853515414	0.829048275365684	0.929671294160829	0.632120645236476	0.825453650527773	0.93681841221095	0.85331280098529	0.94936859135974	0.915269747515254	0.961074931125147	0.761155832327847	0.833461006984372	0.691071479224591	0.7699727230662	0.926722412170197	0.950325052427702	0.912124843660016	0.761700346615726	0.974015579850777	0.886979006456743	0.77643457277741	0.889804912792335	0.897224069355733	0.694050961800176	0.91827322462671	0.902003212093084	1	0.86081741358606	0.709818312522405	0.578706342128884	0.827211836902122	0.946315412262808	0.821725542956822	0.932048841104727	0.963922252246731	0.956567502884352	0.82241236426292	0.864008076340459	0.873665463114764	0.906004202182184	0.77499377327913	0.893484009239669	0.816213647893655	0.903415340008296	0.939477457909741	0.800963925128163	0.841880038386159	0.961243901628765	0.836159161389756	0.835821039012818	0.936424817643965	0.883832586569854	0.843730389123317	0.746724695068912	0.836395466846929	0.812524139314544	0.96319894724671	0.916941830351094	0.929491442680862	0.931901384770829	0.922598870834552	0.957718273246242	0.949063391121163	0.953997008364751	0.947587766087287	0.888498151575493	0.92218960141659	0.919607749673283	0.840182405768842	0.900409985079764	0.845931053731066	0.969897645086094	0.922759537656493	0.953186738148804	0.851443930551784	0.7893394084486	0.888710921676664	0.907683402913366	0.948038304237188	0.441021459719071	0.894751854452255	0.784265550042732	0.941058342550521	0.932722008207229	0.910270015444353	0.828683626458644	0.87430178182942	0.871859929954029	0.886339843583263	0.952100288485172	0.935559397800746	0.830189524776755	0.702464485836235	0.951878416494387	0.949433091118286	0.596045299494416	0.742901792417919	0.943308452809281	0.85308110140112	0.90814584604623	0.906242722363146	0.937038465065506	0.936139962079852	0.669859570342932	0.880078295890109	0.869290929444155	0.86757053118964	0.860938209813421	0.417273023898637	0.671263219708335	0.816954763376776	0.816197286138607	0.917674555842239	0.93270193471782	0.887757446632698	0.588576120547617	0.964976167081544	0.865296838981143	0.889167858139386	0.291182841446646	0.757848156676762	0.424317444254292	0.883091734436795	0.925672384780906	0.812773613100321	0.440216931458813	0.0500186830755993	0.690099381999519
TRPC3	0.86971460468459	0.903926033509478	0.897222976930489	0.902562611835826	0.868562721958502	0.805053944422184	0.452811333382813	0.88248008975421	0.770093927798261	0.871706400137901	0.749837427372093	0.778190569070763	0.886680312981893	0.740926910732804	0.896666613160341	0.86442431798637	0.8495129545996	0.82392894100067	0.45878993829578	0.797352077541968	0.822466208431269	0.831279331012967	0.771249324188418	0.719802630418766	0.899853426335064	0.866282337942353	0.879981508492671	0.849287792448521	0.800043040385113	0.78664072164889	0.756556195950049	0.716068951582264	0.738136702614592	0.863743895917956	0.882057263378308	0.804794621772977	0.707502927778066	0.882245221293282	0.838649928996434	0.720293883127634	0.785633095257671	0.72334363687512	0.783543787642422	0.735409691436348	0.779019543748206	0.86081741358606	1	0.660112698135244	0.591561807565925	0.718535298382981	0.835251735570774	0.752130825275948	0.87798576383565	0.874024756028003	0.830961051523815	0.755397533546099	0.838169592622564	0.740090079397611	0.73921220441301	0.839504481775895	0.820636685194078	0.696022991006744	0.848720699475588	0.847929982716215	0.814749908336569	0.868131070918526	0.864984416653532	0.745210983108734	0.785271117065598	0.855432819055758	0.842247613169394	0.726687206507879	0.779321919876753	0.738711192817602	0.79784797847986	0.879191988239311	0.881959818723941	0.885131266023173	0.817312975866233	0.883043476656647	0.88641134924658	0.874810521587382	0.839606853688704	0.847096990641234	0.812285878158027	0.867467124768836	0.780364574044521	0.755066628945714	0.819107201799742	0.780564855538707	0.835799242270616	0.802584879986356	0.87007277927975	0.823575474813598	0.753420974353604	0.873961583534711	0.830816461986491	0.87466497401796	0.510098542943362	0.794828093283665	0.756960639564377	0.754031993699605	0.882474862445545	0.839730431779833	0.814371699498827	0.806669031447856	0.792536761937047	0.795609245967059	0.825113498932838	0.859983258973461	0.765380723354883	0.693848694443221	0.833201924317546	0.806706765470024	0.656837131592346	0.670070285063283	0.852465057771944	0.719369788057758	0.794110144523045	0.776464526385433	0.835076468196217	0.80689178137299	0.621498269714681	0.788684118385832	0.740356591074655	0.718785460108862	0.771486368719675	0.410508012746066	0.583169315916435	0.801698921457064	0.798993884288739	0.835037189773487	0.843324993978867	0.787479991738347	0.54664966710903	0.880346627287659	0.75955032785749	0.787232183509373	0.198799166892052	0.677834515931816	0.365434572365665	0.825927368880861	0.812657045076585	0.735378614245722	0.388242208121442	-0.0213930397324419	0.703585715381878
NOTCH4	0.760434744786795	0.723253981138998	0.699984724940502	0.721225336491832	0.654187858159262	0.70710384790897	0.243354027869073	0.7654242758872	0.661171169725827	0.715993374604922	0.673876720669815	0.72971666012852	0.733660494722381	0.674243001105191	0.7456862921454	0.750719553084703	0.749476754504071	0.696447546974217	0.217241951827551	0.713664785362257	0.664819474086613	0.722869120187629	0.549552332577442	0.694746500443098	0.74341546532634	0.705854585351776	0.746425606574706	0.715944665599145	0.664816951654779	0.650908446633214	0.748614330193405	0.483677027186476	0.466141167271395	0.719196304966545	0.737402791784351	0.746077083813272	0.546128688693061	0.722158175006937	0.762729638525459	0.662094324786012	0.760302876595577	0.616810803336036	0.537378102362411	0.605824964621595	0.696243283237202	0.709818312522405	0.660112698135244	1	0.420350849985891	0.681284666899435	0.709087792194062	0.7123986000616	0.726981910362976	0.707863830429482	0.723527602104976	0.78665317998794	0.684072864701808	0.683853457515693	0.598438705291709	0.638848694236004	0.731385267101544	0.589028045966988	0.76362873769938	0.709191281799811	0.606149804519715	0.7136235310017	0.703092377916158	0.760424718578383	0.651691864757628	0.709289601014963	0.683145720823463	0.608483872428234	0.605925385906086	0.611597493183386	0.707471108024761	0.775864812293025	0.667440722225648	0.724448774622319	0.731555460254213	0.766541828882588	0.700503394171545	0.725661681147266	0.752700236844206	0.669509910291809	0.769745716395924	0.748306546367298	0.721727449690416	0.600037425061966	0.730711062033069	0.800418822720899	0.711533239292054	0.677646586384343	0.723191804608835	0.796855339173947	0.661044532014706	0.684191098171654	0.731545641726601	0.724789819132987	0.502735103531108	0.744102242039591	0.546815018674792	0.635298727707906	0.696305930813712	0.641792033512497	0.680098472247938	0.725807244964894	0.727979039406731	0.75083058814512	0.652124913503567	0.764724706412723	0.691863583693901	0.628981489709362	0.750634676561434	0.647372113913055	0.59777581094733	0.677901040454177	0.740567448996973	0.670030125602186	0.751395682080915	0.687387599985461	0.709720106913887	0.661189847269176	0.601239678186582	0.746471121129967	0.697939073985773	0.687018163246571	0.759382339727667	0.479475321204129	0.452819801671762	0.648987183477265	0.712407293351649	0.704443392767476	0.794051262561704	0.721569210785814	0.548416396469922	0.729346948777633	0.774351381823578	0.732485559313327	0.357536900776604	0.601316963279004	0.464836076028474	0.732520576003159	0.752870702588777	0.724757566420287	0.429325061474643	0.223714769127862	0.457942934791431
LIFR	0.529640891490291	0.632208668752642	0.621788154972062	0.624331703883218	0.83645018787486	0.43004114311137	0.85539387000072	0.76482824317893	0.394626508692126	0.644870443896077	0.38171910855002	0.394730933618195	0.588797891891647	0.321950223654959	0.573085547828795	0.574045683903126	0.535243777486772	0.582543802561302	0.795372017492908	0.484825841484354	0.700877250059637	0.494658889312194	0.749585823394848	0.284556290983775	0.709690680470317	0.71978504429161	0.601566909610338	0.507959673592961	0.488700036168505	0.634938650633145	0.389926383548863	0.835637840422162	0.606059944729543	0.523350313833474	0.574034732811872	0.480757048794843	0.738768501795741	0.597454673287459	0.531026583030051	0.440897871927173	0.514970745860325	0.352833403158708	0.702807796107424	0.47063069746706	0.378020076453539	0.578706342128884	0.591561807565925	0.420350849985891	1	0.340224468302117	0.535548308953427	0.331048701107008	0.621468632015345	0.567173831236362	0.551515856607883	0.383514259102732	0.67591378437114	0.359169839972722	0.409736221868196	0.716728208199909	0.510584259903727	0.3649589424189	0.694343117009815	0.553884479171286	0.752497005264628	0.621629453583027	0.61706457521507	0.374590892241288	0.558073864502127	0.711279443439122	0.604024020580155	0.543972457074287	0.837805085870998	0.528126083446238	0.419444371838878	0.581260062644462	0.733548591257848	0.711097462603321	0.475479834957558	0.475017633136514	0.71083335218098	0.687670801734654	0.499162512326432	0.490886215554912	0.487661879942749	0.532610255698644	0.478476895054734	0.520567706517956	0.600384547740234	0.475452433927753	0.503726106668664	0.475808161792942	0.598222585460237	0.501273448698455	0.350240446897808	0.616871487853993	0.614625307117498	0.616209437984622	0.607505521792112	0.454262187144857	0.576478151540114	0.469784111184792	0.596550600249602	0.557817193908484	0.799691558415917	0.45882152051105	0.479892188515227	0.546676536584192	0.550250956048523	0.573789378297506	0.383724811606265	0.755101145067979	0.508976570671467	0.583688807748736	0.624140281926624	0.485443547426495	0.573214115173819	0.316481209101987	0.500557095906015	0.323708273857076	0.568415809060745	0.611049902086398	0.682531679571794	0.480504816487367	0.43679542286207	0.427935264833341	0.281534889501904	0.698787443774263	0.701609496744643	0.679631325660628	0.721014803889464	0.597415795963152	0.573710733332802	0.662958180476055	0.547376386507143	0.545595329312896	0.547129160281499	0.494043826085444	0.509277879214263	0.546619879611337	0.358771832145329	0.614361490721813	0.534394622139585	0.298880989978539	0.335927613398968	0.122314761679714	0.673083999093682
RTN4R	0.915357800234355	0.843371606372725	0.844711169912551	0.848343649007478	0.689192473251003	0.92142923486838	0.137840581961418	0.74630442207801	0.926935304659424	0.836570549171186	0.882659597407375	0.952417083734973	0.861703739042464	0.920424918262886	0.85912928354759	0.892188911980856	0.918829973585302	0.866423261690705	0.0412641411512952	0.896365598423992	0.660662917891309	0.930103511059205	0.596787913777478	0.947013857010418	0.787463933212531	0.743231596462091	0.843903967117231	0.913160367511434	0.855310648270937	0.799831594932865	0.942798911763927	0.528586647542913	0.587091323462057	0.883051356557454	0.83397387119664	0.89724761932322	0.750094830198712	0.815601955575315	0.915591728587367	0.721402831083096	0.85986262913019	0.858395557418282	0.519603468576401	0.849464285439182	0.938709246457326	0.827211836902122	0.718535298382981	0.681284666899435	0.340224468302117	1	0.907592011486582	0.816486169343491	0.821276022704546	0.803871275783867	0.83176142584281	0.861348057825641	0.6586724370615	0.932893984978143	0.84854044915552	0.711960910518069	0.804171510236071	0.857889072903425	0.756742852533373	0.88441113508973	0.752168418033871	0.815520269817981	0.836300777291335	0.9448418216894	0.814880989292468	0.801720539449177	0.809186211312514	0.819054477540859	0.482344004791253	0.823321428329125	0.906077464986047	0.87923444729914	0.710277731854916	0.74592754397818	0.899052243055359	0.865304860390058	0.818580386224204	0.796738391051297	0.913029686494455	0.83609597373211	0.887795533954684	0.915285185807168	0.893175750723706	0.769938172576987	0.872479038441225	0.906965727958228	0.883540574049739	0.796599864037676	0.831548619772456	0.829083879520549	0.91509204646236	0.788506379718668	0.863998534449617	0.8114058576917	0.320921828929363	0.910487277970168	0.646562532618805	0.781030649511614	0.873839629506495	0.705294193380752	0.611593240177174	0.926570753707393	0.910944674312378	0.88739977346767	0.814660838950063	0.845051642020582	0.84652478315668	0.455256038192369	0.886213304910141	0.784302060293132	0.600415160246736	0.766104884530616	0.867740854550057	0.939947179261274	0.817852171860992	0.937040210282027	0.811567717190084	0.749334916468747	0.337141288116771	0.824686922839444	0.93376387249223	0.919503554154117	0.885383275685377	0.0980607830702805	0.48941851058875	0.826142010246424	0.798292076135747	0.754315871909394	0.860825249693244	0.645632589054661	0.287030824787803	0.872872496343267	0.75729282655693	0.800428050853488	0.0718668200226347	0.597651710530912	0.255557278660186	0.80162117994974	0.934951490975086	0.937517115453283	0.229812003934568	-0.101315581163403	0.612181594446844
LDLR	0.966639333062548	0.951380042499864	0.944564611448405	0.964231151621131	0.816267360632759	0.966485223080216	0.261508696054979	0.861535450360363	0.95099133684102	0.921776508747838	0.940980169019339	0.925981301282985	0.969414220767211	0.938515005816941	0.963637122186915	0.967874278288414	0.953452470337907	0.909007933345585	0.226466612576814	0.909793989241676	0.785896714781788	0.965767953730999	0.67546618522345	0.90353855196471	0.91664168429021	0.856570899484276	0.948700038138574	0.956522975999856	0.959029795300119	0.817668491226922	0.896658541798204	0.66117391240956	0.704980622452666	0.953178919918811	0.940217312046081	0.91276931958094	0.795214025123136	0.949682532964421	0.926434459026318	0.79466191958429	0.880258526638794	0.898813108636979	0.681969408017714	0.930987549308359	0.952501458493853	0.946315412262808	0.835251735570774	0.709087792194062	0.535548308953427	0.907592011486582	1	0.833369912337114	0.911097660162335	0.93802423068529	0.949802516484313	0.836927410558909	0.834604683822659	0.933061897602176	0.922505230202625	0.807271715166579	0.876246954077059	0.856518001226576	0.884403512220636	0.959875489362856	0.81644994917685	0.858215114774998	0.943845581227577	0.896709744781104	0.85697430964755	0.925558827144157	0.877043490122026	0.878322321344291	0.671655446532561	0.85071191557841	0.889435804673837	0.960994609466023	0.879283548671465	0.901441969102012	0.933582053167675	0.916455846685152	0.938727074743182	0.937407523864492	0.973605942651691	0.937336450848587	0.920964906610993	0.956681349676097	0.9431324127259	0.878528863668516	0.925378872718581	0.891854590974306	0.975191797492268	0.904303978340387	0.945853638238802	0.879958250083331	0.868218265786053	0.880452029560916	0.927180003250243	0.936156368573825	0.441084896047482	0.926247326800233	0.777888040916446	0.903906430281478	0.946670541447364	0.848079687883006	0.776063037509698	0.931727565893105	0.892493511568609	0.923888829827559	0.943251153501125	0.932990568844102	0.871309114746563	0.609843611966982	0.970510592044909	0.905458516023953	0.626860855848635	0.756444258503263	0.942660141168283	0.924638945040205	0.885159859148578	0.94857395437937	0.920374968872656	0.902407144427428	0.562219184698695	0.880509072169816	0.945571293587079	0.91441911629758	0.87323182068687	0.289467169830365	0.590690086728053	0.86261703393121	0.861358741801584	0.884685318349588	0.922178910323626	0.80357567797554	0.475589301461434	0.971246988677349	0.808744853556908	0.875458859921207	0.193143003450703	0.711816053577991	0.338752106735101	0.878324462137675	0.954804180455738	0.87625736625655	0.337548738786841	-0.0491015880545438	0.704703269426798
PTPRF	0.871828630179507	0.81976231181665	0.824167703769639	0.82865300083587	0.688720936454742	0.887935948666707	0.148246719351624	0.733549760500866	0.865370852273348	0.803214161811092	0.866534682488203	0.883379295061949	0.829854438228405	0.881941767746418	0.84979179014831	0.836050469684671	0.862407457091744	0.789506705924139	0.103913510633709	0.837371688562976	0.681552196878227	0.857227296681997	0.57289197702207	0.890326258263015	0.793268024004255	0.722393402583509	0.841490204888317	0.883567094161775	0.838601856148186	0.738198215975171	0.875438574819728	0.47408317259596	0.618844155775202	0.851172280181269	0.82491236744481	0.851311019234254	0.59797539465255	0.820476645769938	0.84622518881319	0.783397804720109	0.815601998874104	0.835968603582062	0.52842335255221	0.814934572853011	0.87596289105148	0.821725542956822	0.752130825275948	0.7123986000616	0.331048701107008	0.816486169343491	0.833369912337114	1	0.787988961345842	0.80043013717517	0.814208835954317	0.84350684533816	0.698612878926099	0.880554476083908	0.782110886957467	0.701486618990537	0.836891511578168	0.786357991181339	0.755776565015773	0.823815459471906	0.642729857257862	0.811936189199723	0.805868733548085	0.884006184527738	0.745494236121615	0.77397778004093	0.787069098248175	0.672658373325507	0.536843361440419	0.724805190942649	0.791422107245383	0.866846160825656	0.690300350542801	0.741861958345757	0.840282323849154	0.854444880666953	0.781668454449063	0.796461995444128	0.862666635520548	0.834435007058963	0.839388386208011	0.879915239580349	0.854530731575658	0.7519127167742	0.794710879073212	0.850849801127099	0.861672722394789	0.832055447582188	0.83497659102355	0.821647684513072	0.853144973694679	0.794958311295344	0.841098602659344	0.819023157553725	0.381810066678138	0.900744432487275	0.706123595891713	0.785711698923673	0.832952161356394	0.790631192625975	0.617339839910769	0.87701090024261	0.840214227904057	0.814711635057069	0.761864957042989	0.80250946242405	0.807456387698813	0.430725901135542	0.848649713849635	0.740616616253947	0.606199615907008	0.657333380685099	0.830721843509948	0.865785776833188	0.813707134975364	0.879358739296952	0.80991384824834	0.735320093018913	0.40107149294594	0.775365851733156	0.860290709024073	0.819250065527544	0.860604854673695	0.149225047027832	0.459709219057614	0.766843983407031	0.719288769386659	0.755789400569083	0.846134367049134	0.652965297903173	0.313173834220964	0.864669378115084	0.736491642141016	0.83547592476418	0.0383675652812177	0.476335888354539	0.233784157129236	0.75631348703962	0.867600308155851	0.884709881352981	0.237860453926173	-0.0931144605529576	0.490810553693133
ADCY9	0.937682686720233	0.952417596522142	0.946853091197518	0.95218104561827	0.881138969541166	0.888027379924442	0.419833465454626	0.91775929834442	0.84711398438542	0.93780851977805	0.857125809067511	0.853436970906764	0.95235406887982	0.82842125291648	0.949219362165936	0.956807786825727	0.916263340994894	0.864569754895806	0.414422008913055	0.856208040080808	0.846025173784518	0.922159746880904	0.747017205440485	0.811003451137561	0.942498155255133	0.909547422240246	0.933646481048295	0.916295648928824	0.880773950161574	0.827401604618276	0.84181476719031	0.747457317991268	0.734537071179648	0.917076457264443	0.942371803204459	0.881228652576707	0.8011084750726	0.947136934891676	0.90826985301164	0.753962180249081	0.889589028352853	0.795127343961677	0.741995660836684	0.85561149727427	0.843605714431058	0.932048841104727	0.87798576383565	0.726981910362976	0.621468632015345	0.821276022704546	0.911097660162335	0.787988961345842	1	0.934665741679181	0.921081192743894	0.826571469112121	0.862364981847937	0.834415343258714	0.82733113932764	0.847135967461513	0.87333994755468	0.746481270601656	0.910610968174414	0.920762974283996	0.848187633576172	0.89573030597709	0.924944490209439	0.837965383775427	0.839591307631089	0.942617067104024	0.882119646997905	0.786575160918415	0.816996712294549	0.841329163687323	0.861737249483904	0.94185029568447	0.934161949214849	0.946899577493496	0.893574876044984	0.915441600953449	0.949371628941708	0.932254542466289	0.928044539123159	0.885017249184829	0.88988865520559	0.906603875801489	0.890864210950091	0.794395435652741	0.893902156615132	0.879261454060839	0.916853810147343	0.848277285965901	0.945971525904266	0.864727275165179	0.803779763804125	0.892912211713859	0.885640812214469	0.930828215939376	0.558747762649534	0.884724818291319	0.767728992433518	0.840887065308911	0.93550072319035	0.853939776117003	0.874145484119777	0.863468311386516	0.875507559311658	0.879321500764873	0.883967107232131	0.927240332393573	0.844290849552613	0.713800679678951	0.924963338495191	0.872925513388973	0.654791555791615	0.770057841338736	0.932041867955786	0.814188430354216	0.861489590381173	0.857136492786797	0.895871674964583	0.871512240506508	0.664189347190484	0.891289585206487	0.84934431506299	0.856012681953536	0.835212779363339	0.467313316440393	0.672457384211841	0.864480290708283	0.861732921915156	0.884263000012842	0.923126477157449	0.864360641793564	0.605383974013714	0.935389487333394	0.858535264905644	0.862212680287514	0.288155687892566	0.773167865705572	0.420520027493265	0.875837749054121	0.908087824727362	0.802867342896903	0.432412719631372	0.0328345390072826	0.719225200511981
