""	ROBO1	PTPRZ1	NRCAM	NLGN1	NRXN1	NLGN3	EGFR	NCAM2	NLGN2	GFRA1	APLP1	GPC1	LRP6	TNFRSF21	CDH2	RGMB	NRXN2	FGFR1	PTPRD	SDC3	PTPRS	NOTCH1	PDGFRA	THY1	BMPR2	CHL1	PTPRA	LRP1	CADM1	LINGO1	RPSA	CDH10	NRXN3	CNTN1	NCL	NCSTN	ADCYAP1R1	APLP2	PLXNA3	CACNA1C	PLXNB2	TSPAN15	NOTCH2	VLDLR	EPHB1	NEO1	TRPC3	NOTCH4	LIFR	RTN4R	LDLR	PTPRF	ADCY9	PTPRK	ITGB1	S1PR2	SLC16A7	DDR1	ERBB3	LRRC4C	PLXNA1	CRHR1	TFRC	ERBB4	FLRT3	ANTXR1	INSR	ATP5F1B	UNC5A	LRP4	GPR19	NPR2	LRRTM2	ACVR1	EPHB3	ACTR2	ADAM22	ITGAV	NECTIN1	ACVR1B	IGF1R	CD47	DAG1	ADAM23	LRRN3	DSCAM	EPHB2	PLPP6	MCFD2	ATP1A3	LAMP1	MCAM	LRP8	SLC16A1	RTN4RL2	BMPR1A	TSPAN5	CD46	ASGR1	GPC2	PLXNA2	MOG	LRRC4	PRTG	PTPRG	SMAP1	GP1BB	TYRO3	ITGA6	F2R	AMFR	KCNQ3	PLXNB1	ERAP1	CD82	NECTIN2	RYK	GPR37L1	FLOT1	SCARB1	TMED5	CD9	NRP2	LRP5	CHRNA4	TSPAN17	TRADD	ABCA1	RXRA	KLRC2	JMJD6	SIRPA	STX4	SORT1	PLSCR1	CANX	TSPAN14	CD99L2	SORL1	CLEC2D	CD74	PILRB	CD81	C1QBP	HLA.DPB1	CXCR4	KLRK1
ROBO1	1	0.975294463597485	0.971086833864165	0.967583759257184	0.853520037831345	0.962191665949517	0.298016525688227	0.903825586617669	0.946398343473259	0.953485941621202	0.912805911825435	0.953939127627278	0.976661669201105	0.933332421432777	0.979233245646678	0.981680888496276	0.984644061411048	0.933529073852957	0.234924784168261	0.942818471559557	0.835472971151288	0.984372836309692	0.743052285284031	0.932463027897982	0.945422345962999	0.900026463054484	0.971640187911254	0.983399382058262	0.923646108851251	0.879573364310251	0.947154035344161	0.685247158875422	0.691159894922093	0.983061988346721	0.967344572271562	0.938566407290569	0.794112440866735	0.954791481575054	0.957038818565831	0.837548338340182	0.916252451725225	0.883669917630089	0.705388155025797	0.900801954259298	0.947004640390056	0.937515337225409	0.86971460468459	0.760434744786795	0.529640891490291	0.915357800234355	0.966639333062548	0.871828630179507	0.937682686720233	0.94338822145839	0.938842779357534	0.895841590822644	0.860955027964648	0.932448434751871	0.884032915552653	0.853792251731497	0.908566476311091	0.851121145561602	0.895972633598122	0.961882131152773	0.827189307348728	0.91948227672982	0.947915707281922	0.940813931102553	0.895400963134767	0.923519077649553	0.915829179542207	0.833799420560675	0.698841318284875	0.85108900965134	0.929191718931957	0.983502717543301	0.884756905380577	0.918652966442042	0.937751579406209	0.952108044686927	0.945735560712001	0.937780759041371	0.980524688198919	0.943436047656626	0.961401950164276	0.979084697777034	0.935371233526161	0.863918400248758	0.945164209821688	0.943717446575031	0.957090690950263	0.886682138130778	0.961619230529987	0.933173043407118	0.912158354722169	0.912379105979415	0.949124057572229	0.950390197178764	0.4585453147075	0.956809017416855	0.797220323216781	0.852314802682499	0.954794483786772	0.866171855714953	0.815526006108952	0.96201036609493	0.928461909859946	0.933425253703671	0.919326330242084	0.949241660512916	0.924591317656994	0.624508294040431	0.968534672457622	0.894652832904554	0.678326897590724	0.810207927223559	0.965042153525114	0.92421407254368	0.908523790466987	0.938341477951161	0.92565399768272	0.858776885410057	0.557741868385938	0.90460546629067	0.928842941248346	0.92411374104098	0.912041747647462	0.315918273437723	0.587735511213924	0.903754995349144	0.870882685491384	0.900717271225088	0.936929630914667	0.799523764008088	0.483878140063454	0.980017512950319	0.844346933294591	0.894155021390841	0.183554114669402	0.719220301449421	0.361179078363675	0.890232375756932	0.967859250443118	0.924671745526157	0.363005659093701	-0.0480734918174627	0.720989732462162
PTPRZ1	0.975294463597485	1	0.98793386127085	0.979468645354789	0.911606949787848	0.923128993895003	0.396204240260958	0.940507342112681	0.896978726990497	0.969539042533492	0.867146974009202	0.897097408658864	0.984385973508955	0.876859091115475	0.98557435639871	0.974665533718488	0.962214377713686	0.923750704828689	0.357434210864126	0.899698954525642	0.888240690914818	0.962221619717813	0.815170380534454	0.860871995711016	0.976150153930829	0.93895837585538	0.976757000129005	0.958465018192739	0.904032444110512	0.889240937091889	0.886045629663657	0.761209569957663	0.730552699240792	0.978503535558025	0.978035900769091	0.89658526544613	0.800274015944236	0.975765392411961	0.916475234554824	0.822617844752103	0.881627768031618	0.842265125401416	0.77211074022865	0.875607288126166	0.888307823447963	0.938390421275277	0.903926033509478	0.723253981138998	0.632208668752642	0.843371606372725	0.951380042499864	0.81976231181665	0.952417596522142	0.956333208264488	0.94435745725633	0.852261587026296	0.922061913530877	0.86770615161508	0.857374847187757	0.913123492378664	0.916950400403733	0.794909262465625	0.922991278391023	0.950891846595069	0.856295870950473	0.923951553811925	0.94658613728052	0.865339196478541	0.891296326141318	0.952394618236145	0.911202827564761	0.820943521456776	0.781965835464011	0.835393905891259	0.890511002034726	0.97119519804054	0.94332024743066	0.966191205440799	0.899751225235889	0.933972560782735	0.974144673327613	0.964369769237533	0.954630656337464	0.942850511919829	0.934025360451911	0.956255866177375	0.891915170007365	0.878287338382978	0.935298243965871	0.897699408728887	0.937705698824324	0.862567772603581	0.967250205409669	0.920169626947472	0.853218795660083	0.924037545267774	0.937123657317515	0.964445288414896	0.524698744721113	0.921351312602014	0.827490632142927	0.830032496445559	0.95430037966295	0.880207133548158	0.885586885121589	0.916154033830593	0.873754394576145	0.907245239593446	0.916961055437827	0.949900239265497	0.895237626699096	0.702940029673407	0.948760643777908	0.894859890437325	0.685736625321005	0.792113116825622	0.964625680063472	0.86218217708074	0.877350880476191	0.876201108398024	0.931896234692371	0.865732569883259	0.627190910034179	0.883044500489807	0.887267695238453	0.876057168026315	0.853907913651646	0.403457839525317	0.622161677383449	0.910376222884426	0.88407404711344	0.923975922417537	0.926181986819809	0.83797328113214	0.549603315993972	0.972833800453708	0.825826432607661	0.881602711886603	0.221374450421684	0.759971512537648	0.384624718086722	0.890649070014924	0.926920340966918	0.845689556773772	0.393316700094721	-0.0276664220915662	0.772912662792945
NRCAM	0.971086833864165	0.98793386127085	1	0.972599376081925	0.905551575705333	0.918700843485085	0.394125438473818	0.927441000255529	0.898799717679762	0.966810316752139	0.868197700302091	0.892800302031034	0.974799322541564	0.879299277568036	0.978699514271263	0.973056971570213	0.959909901482748	0.920177750304696	0.357315130661338	0.903723840123903	0.889003377682856	0.961139611294294	0.802481437649614	0.860162940444378	0.972896567297209	0.935107102145141	0.970081266986575	0.95639459133757	0.904740579730086	0.869100224892378	0.880983215252506	0.744579743419888	0.756184044372038	0.969841838748774	0.977937621830451	0.903409506682973	0.807283183119141	0.965857045432025	0.916487416803017	0.830010201239822	0.875698976964576	0.847919070455342	0.756382467893926	0.881665218152618	0.90022168348028	0.944233176176357	0.897222976930489	0.699984724940502	0.621788154972062	0.844711169912551	0.944564611448405	0.824167703769639	0.946853091197518	0.949031264813876	0.932208881639882	0.837773196142788	0.909064879235751	0.86015845831179	0.855598849385208	0.897173617743122	0.910373587601477	0.804896594102635	0.916289881896524	0.95295630059068	0.848466978921798	0.91878287015385	0.950493763661969	0.862481325253228	0.884526886247386	0.938587043118971	0.90544514491935	0.814537929944485	0.766490849757747	0.832314552764522	0.877196755523562	0.968772188622356	0.931944568777559	0.953527693606944	0.890786854754312	0.931212914058506	0.973842657573568	0.957895082738624	0.955402202695623	0.948333732397569	0.926511519782719	0.956431808589271	0.891129425512111	0.869871133980029	0.946491736360397	0.88183482962866	0.935301448514907	0.871443384997175	0.968802411512351	0.90940245144698	0.861643123649143	0.944859698680485	0.933122044629173	0.960637678032981	0.492612482574442	0.916810702193166	0.851539243585613	0.839528011696242	0.950657032945272	0.903894032818534	0.869638198543042	0.912518249180411	0.870076536923272	0.893994890375711	0.916673424092125	0.939150402228776	0.890245287572042	0.687151298655596	0.935702236031177	0.911099172717685	0.666265067045914	0.806802712396452	0.963182967314087	0.85981760725411	0.880801252263633	0.874096790343169	0.929502402675835	0.86497347396564	0.634600826281966	0.868909719462255	0.877096860267213	0.880864482974852	0.840460814620141	0.393632064104435	0.647635708562016	0.90630104695556	0.873746351986755	0.919495723952843	0.926371129929094	0.829513669866572	0.526794309426953	0.970401261608569	0.832946246628225	0.864087171948404	0.237643935024944	0.75980409647499	0.399011670142327	0.889075412216301	0.924259110705319	0.844189095606839	0.407538514715782	-0.00150037923616448	0.764651683227541
NLGN1	0.967583759257184	0.979468645354789	0.972599376081925	1	0.891861148563162	0.940928521082898	0.381627304722311	0.932154638497701	0.915623163749335	0.957603629699511	0.912155699598297	0.891373265762544	0.989051899096303	0.890022173694318	0.985169778313893	0.980526874809614	0.947345972564043	0.907205855753348	0.369029528109473	0.899790340825439	0.86117421603421	0.950655928346675	0.738163669544164	0.847258219653155	0.966226378812814	0.903603544687229	0.976920537144645	0.94656414873326	0.945791442246247	0.837959397041655	0.869650062002022	0.747091471351271	0.773719170379671	0.958904332230165	0.970284439689965	0.912594431212068	0.802334052948773	0.981547279232628	0.919648685486352	0.800977147792517	0.896939139693675	0.871463660075987	0.755416708473719	0.908686670193387	0.908498112415793	0.971095221789713	0.902562611835826	0.721225336491832	0.624331703883218	0.848343649007478	0.964231151621131	0.82865300083587	0.95218104561827	0.968164079677872	0.963004356539337	0.840601981656298	0.900959773538129	0.880677315375545	0.892777380761277	0.853783173157568	0.905828946867446	0.822792319434428	0.928182968264529	0.962273953272847	0.86423127702051	0.90196125003969	0.967803863206319	0.864569588477133	0.872775207290505	0.956367357571444	0.912181866413593	0.857297464684991	0.782156850184069	0.845050335201097	0.865063809146035	0.97667489510671	0.94074912480257	0.961114992989713	0.929931045793859	0.932201721050336	0.97767113184674	0.975032406744864	0.962189946487818	0.949799185682597	0.915546803190201	0.954729971176096	0.91641739266986	0.869791025811783	0.927349007841837	0.890443192486177	0.964097364861565	0.904783654020731	0.967732436391871	0.89251998499374	0.828357944932179	0.920220024335328	0.938938746583224	0.96472121036749	0.527740134920891	0.916405532640346	0.806931356595996	0.895316471107606	0.96560677817252	0.898017922570046	0.865404278911697	0.910539756897039	0.893313444558433	0.908988033690099	0.945638804421373	0.958410089652979	0.86448503407434	0.720733303992689	0.956900214200239	0.932435578706529	0.659405178411305	0.771122884378069	0.961985833214611	0.862500084255661	0.902847697141907	0.901136318403149	0.942168145932187	0.914112973205679	0.657462006477284	0.889493699870396	0.892101228229759	0.877776509452699	0.866966213719467	0.413859015395148	0.662393975714134	0.876252946666327	0.879184632054306	0.927959249852617	0.939778875138336	0.872583812242224	0.577085882747733	0.980228176439111	0.84942713627554	0.899889190598682	0.253357068432841	0.765398831236108	0.40134175741592	0.917668120046212	0.940477442359809	0.839856416015505	0.41373698513835	-0.00707468280950355	0.748917461060592
NRXN1	0.853520037831345	0.911606949787848	0.905551575705333	0.891861148563162	1	0.757077433512089	0.70907738257444	0.95181019407482	0.728899136774035	0.897303422730667	0.684470079880494	0.749944732184692	0.874341378770846	0.675665333278655	0.870553106596273	0.858014182804201	0.861431900395238	0.863819369789101	0.638209470830235	0.787053568494912	0.891344421653155	0.821144742304856	0.905876993578898	0.673459775961217	0.935068340408442	0.94002906249838	0.877680379732717	0.844152143743887	0.752747669670461	0.86252195032581	0.748929891754508	0.866532910294466	0.783022025480741	0.848454458989055	0.861415372345277	0.786624298810803	0.858097285092441	0.856907109852029	0.840477559476986	0.738303657474051	0.780876937294287	0.666504497808587	0.820808268168642	0.731952139398664	0.722804415756157	0.827083542094335	0.868562721958502	0.654187858159262	0.83645018787486	0.689192473251003	0.816267360632759	0.688720936454742	0.881138969541166	0.83882390036618	0.81070618958179	0.738581617332652	0.859127296375963	0.689613004559156	0.672758626988729	0.941202232442732	0.821623935809408	0.669220450771511	0.891839799573754	0.847555055614162	0.891288730736016	0.90757895651723	0.872402371347452	0.732207613577664	0.824879269256132	0.916055574879721	0.864344145389855	0.736038993319062	0.896477748771795	0.749158757216198	0.768336151257698	0.868216764780204	0.911468932511359	0.923532694998752	0.779046623633983	0.811373475079687	0.927687243796814	0.895245817075579	0.81684979576374	0.794376189431579	0.801634786922388	0.852780649606723	0.755863384540868	0.757384963161362	0.877159465002326	0.802805241959885	0.788650902727084	0.731083157056909	0.872022906783121	0.80851900528419	0.717880451799734	0.885213564692699	0.879221257626184	0.876333137179223	0.648295140988614	0.784924885468661	0.801122883742859	0.682213765972729	0.877262866553708	0.805426765491708	0.905572197456848	0.792549456134465	0.779130665489644	0.806434261216584	0.782536344824967	0.849100505588933	0.731297096038605	0.783930012930265	0.797798195521233	0.810225175469779	0.776145792034468	0.710814180323987	0.870264138073805	0.680362872034424	0.764714398480225	0.682866444038044	0.80829859128958	0.775216729269901	0.692154554717146	0.764387443870687	0.735522657475787	0.728905388999796	0.658550376302369	0.552532844161839	0.736895490052517	0.914337760226426	0.89559964231994	0.828761538807179	0.83813947664329	0.791202615492088	0.546761003906853	0.844933989880372	0.78753184430709	0.768736635823958	0.335515526312735	0.71747916569043	0.383015367202099	0.840081752141472	0.828052480828698	0.682996881068807	0.37480673401497	0.0164324862837893	0.808901291946184
NLGN3	0.962191665949517	0.923128993895003	0.918700843485085	0.940928521082898	0.757077433512089	1	0.151631294837159	0.811387597529633	0.985078069703607	0.905942236537805	0.977168405377206	0.958668667667001	0.944410939432723	0.977817249652404	0.953017947708532	0.95066000885749	0.947914512546471	0.884172044911323	0.122271548239484	0.94187836975373	0.748914287613497	0.968247304536515	0.611581757207998	0.950454632114959	0.888143031665267	0.813184382905688	0.945270925748797	0.961014286278998	0.970843836252297	0.808072342388885	0.938335186395347	0.579547652432261	0.683827729685335	0.951900958521757	0.923320235966204	0.952347064640767	0.73182741735065	0.939362953778522	0.913057098953707	0.790745010848046	0.899813514117796	0.950972141540492	0.630632390443817	0.947651199069727	0.967252506952222	0.937162523602744	0.805053944422184	0.70710384790897	0.43004114311137	0.92142923486838	0.966485223080216	0.887935948666707	0.888027379924442	0.927252508927778	0.947822813742677	0.861151928164462	0.805568681028399	0.978918852915223	0.952925755187021	0.762677489878747	0.886769394489522	0.887709092349938	0.832779069838914	0.943359507115189	0.743096742812185	0.863459697354076	0.92760974325381	0.942387932536012	0.846448576612302	0.886673895635285	0.869840632875035	0.852773893851224	0.579083921982303	0.831126018921863	0.892538801671691	0.955998370490651	0.818552150586239	0.848757995500919	0.948053512825135	0.917473043092605	0.899387276063932	0.906873796392319	0.971177243199574	0.945041240657577	0.928764855972343	0.960902938025185	0.954056655164809	0.879892923862708	0.904733473237378	0.913663079966589	0.982647200987349	0.90489508903053	0.926585449481302	0.886109236305283	0.911937941302337	0.859491257876241	0.931177551184158	0.920141371945398	0.383857396346124	0.958442353617498	0.744507175328303	0.903606693641704	0.917214441508491	0.842243564544005	0.718087317061475	0.955511430443808	0.927878938317705	0.93445003191283	0.923175702419755	0.925320431282032	0.895386072989166	0.528979564746537	0.972552628397162	0.875170881655941	0.601817548952196	0.757780671278184	0.932211504243242	0.95392854613771	0.911385620665381	0.977458416303817	0.925730613700093	0.878586211104252	0.474892076589783	0.874664499192861	0.958324978492163	0.925060111949217	0.937228192913102	0.208757720901814	0.524492115270119	0.840723025023387	0.81877361203773	0.883785394589997	0.931416881804732	0.756171865784714	0.432817067494215	0.968609905887595	0.812936267941962	0.916152557568741	0.0948242773187441	0.626241517241191	0.297092671203029	0.858003479042943	0.968841469776476	0.931099548453789	0.303595852856542	-0.0997985158393459	0.62981318021149
EGFR	0.298016525688227	0.396204240260958	0.394125438473818	0.381627304722311	0.70907738257444	0.151631294837159	1	0.587000021028637	0.120914314249132	0.416588219263441	0.0886599757292704	0.154247013717674	0.339975105328504	0.0296709565894208	0.322170155565076	0.322446440771821	0.322346883203248	0.367785002831597	0.869306163363546	0.247052066968102	0.533445850825002	0.239236145913289	0.675740432178738	0.0489605014500789	0.475835340041866	0.556745282165153	0.335059212505523	0.278203380258322	0.188328020380552	0.493079226335906	0.171486947909884	0.728207069467068	0.4963930409857	0.271670416844881	0.326471315803691	0.242206313132099	0.632826371130778	0.317186781833279	0.379937917870828	0.235349387777629	0.308366343387965	0.0570790343427277	0.574591588537906	0.165027314891494	0.128318110846517	0.309694077653993	0.452811333382813	0.243354027869073	0.85539387000072	0.137840581961418	0.261508696054979	0.148246719351624	0.419833465454626	0.311107226175138	0.244953960939805	0.216608900249495	0.423250887679592	0.0841284217567668	0.0750555412270349	0.577843428002229	0.284587311708657	0.112880894359856	0.477050526593742	0.309356564365988	0.639971761871504	0.464383406256438	0.363533187535804	0.176872205919959	0.389714826265027	0.490151869261626	0.404300814922489	0.275320443638949	0.762087892777946	0.363340837216473	0.234849748806848	0.323023626069327	0.518315363259398	0.498649351045402	0.246219635011482	0.281801020560528	0.485926922591083	0.409090946312688	0.252499533480268	0.20296173492313	0.23419304871762	0.305478468868125	0.218304729614221	0.189461394398922	0.412206851709784	0.297394365105612	0.220272145691508	0.198498112880572	0.354820645630418	0.247090767070945	0.153016530339686	0.44826906684781	0.388238560486108	0.355446900652367	0.586245328566088	0.204767999150481	0.41252704930346	0.166267718219126	0.407537914280642	0.307339590036759	0.623150242870131	0.226106084436767	0.279613495143326	0.285181083770541	0.26116094687782	0.332353387022565	0.166479190824139	0.634816931600335	0.228817670883891	0.336014307726676	0.591674461750948	0.334180722232974	0.339984717813813	0.0755082402619287	0.227434056909452	0.0655481739071964	0.272060980930013	0.310440021958	0.498904375251058	0.260712541340539	0.167398368664506	0.181274851471665	0.0367696548129393	0.599582157510204	0.659598213512329	0.510111806103769	0.529990590659948	0.310507358853673	0.3526318730045	0.417416647116926	0.359829904221805	0.271892328627917	0.359892479532906	0.198559984247702	0.413599380574185	0.404806303437611	0.207338512996612	0.427911064563047	0.305923657896255	0.0793617750328895	0.185568232112286	0.0828803350487812	0.565278151349198
NCAM2	0.903825586617669	0.940507342112681	0.927441000255529	0.932154638497701	0.95181019407482	0.811387597529633	0.587000021028637	1	0.772281758456769	0.921340352241763	0.756707414744423	0.796902427892958	0.924142124904979	0.728559892496332	0.916643022694845	0.917725731996492	0.894758956626817	0.873851393805357	0.560607253303468	0.82082153111529	0.896317891439014	0.866928570006431	0.837853952927634	0.722090110798541	0.95294881863523	0.937139966420241	0.917838290496093	0.867467161479226	0.808868455462811	0.865009617767106	0.796406969342744	0.836132117352654	0.743713072146894	0.885704332085632	0.91406140097282	0.827832416022586	0.819187319125353	0.911117286921766	0.882665061196979	0.761833723187038	0.863543545983668	0.717867686650722	0.784085285435819	0.759758983868223	0.772839833872401	0.887090642253972	0.88248008975421	0.7654242758872	0.76482824317893	0.74630442207801	0.861535450360363	0.733549760500866	0.91775929834442	0.892060165294334	0.875427539269262	0.807608837343613	0.897457550610358	0.745651105312574	0.73112467130964	0.894746208194649	0.852563015379445	0.709519497678548	0.929212828436772	0.882043304693127	0.884295417860724	0.895724070209578	0.904482969897741	0.781530230063396	0.855151470579879	0.93791641242834	0.876794510924397	0.766932810294912	0.892086383180317	0.782586952815215	0.803289712767142	0.922365523285267	0.93916509543208	0.962211182684219	0.842527415560992	0.879617022561261	0.950995971088336	0.933383867312044	0.867687178148697	0.841242000993354	0.854815724470006	0.88153482477228	0.815913926625056	0.775708628564136	0.892540523427551	0.860447049488421	0.847233458914947	0.800347508314283	0.908012272713467	0.867264415401838	0.733470503736164	0.89465317055128	0.894124960845719	0.920371732826544	0.608327708526443	0.831563659569844	0.783713545301671	0.761177538314493	0.905129418294648	0.831881207837022	0.93103827384927	0.826393833652931	0.823985339573204	0.857136423903134	0.836022506690613	0.914630319709638	0.78351848594774	0.836479341929316	0.865169485811342	0.866226787209607	0.732319962413981	0.771301893107004	0.909734763045727	0.725436762582093	0.829766663111603	0.749988764835754	0.859702225163558	0.82913600533056	0.727738380210004	0.84512069069321	0.776896221041136	0.79205953826555	0.760305907112472	0.587038695212922	0.705116172723762	0.887572405866974	0.896765600963306	0.88659270544962	0.888438107005792	0.879579148620731	0.613817769154624	0.892663804785213	0.84306371452629	0.82893729972015	0.370073695177289	0.795053888862375	0.458963700137437	0.892803364084054	0.871301896655202	0.736073546660264	0.454738196732961	0.0802992329829572	0.789150069306258
NLGN2	0.946398343473259	0.896978726990497	0.898799717679762	0.915623163749335	0.728899136774035	0.985078069703607	0.120914314249132	0.772281758456769	1	0.887149794375947	0.963651174367852	0.959595571554078	0.91843821392993	0.979491699961173	0.92853996073498	0.931509922494097	0.941387650336101	0.884087903107803	0.065846865632219	0.947988998450852	0.71688066597492	0.959994514526823	0.586329189678138	0.955979781681995	0.859201904975788	0.781159240936912	0.924969712624536	0.951674611502124	0.952044244313952	0.804070366480864	0.940927741189209	0.553775649307395	0.655053923813071	0.941603554487917	0.895856291086893	0.94521332876438	0.722138560687214	0.905298472264828	0.900994817561844	0.780986028376046	0.883778933810602	0.95636477874971	0.587576076057743	0.933015622015662	0.969208076088362	0.908096456292969	0.770093927798261	0.661171169725827	0.394626508692126	0.926935304659424	0.95099133684102	0.865370852273348	0.84711398438542	0.899921815624187	0.921444118014918	0.85056733122402	0.766764945999316	0.97617465823239	0.952076570693082	0.741765635085123	0.867899479406308	0.910202797485223	0.803084996992818	0.934848177783267	0.717298925561636	0.843375797003095	0.908618700116866	0.942047179088245	0.84542490959675	0.853088577960151	0.863360214562233	0.865834987215354	0.522729786529189	0.804841495244581	0.88611993312478	0.936608650521703	0.773123803863278	0.80953966456762	0.935977337602854	0.895986276980065	0.87316741737428	0.880161464516812	0.950689086788502	0.938434027547039	0.916904249059041	0.950747576024192	0.933278617236983	0.881621882505067	0.902423605465687	0.89991510603328	0.961078233164069	0.888613245617948	0.894309338721713	0.86637285719093	0.921862655951515	0.849724851687229	0.926001999510599	0.896162694492175	0.325166056468096	0.940921576106192	0.751255384835001	0.876501875947192	0.894013933044808	0.81671061650431	0.662157952141891	0.958653617595555	0.926817245155738	0.925390005496064	0.911047813337183	0.905514826989645	0.888806361416331	0.481611755699995	0.954599623766988	0.864640116496382	0.5823889660413	0.749876886237081	0.915240208620962	0.957549227149701	0.899521790588188	0.969681787868668	0.906150823180966	0.852492567852573	0.41852563052109	0.844151262355894	0.951230514312171	0.922423405689274	0.920118928363091	0.156331998717513	0.518868248352738	0.832638516724505	0.799047681881058	0.858551334958903	0.899177041708976	0.709508910069706	0.378526797592782	0.948227518265122	0.783695304440028	0.893506973863964	0.0747203916872659	0.592720465732536	0.281107285349368	0.832082912812813	0.961614431079091	0.935010532513307	0.279197988910468	-0.104367005636555	0.643594143134866
GFRA1	0.953485941621202	0.969539042533492	0.966810316752139	0.957603629699511	0.897303422730667	0.905942236537805	0.416588219263441	0.921340352241763	0.887149794375947	1	0.854265118696134	0.880502411964303	0.951157014034778	0.863511128150474	0.962837158949693	0.961247059754848	0.945228983522719	0.910900987054383	0.354369355302184	0.912820925148801	0.851953857849173	0.941486549015944	0.809711491508213	0.851025486091799	0.948280123274748	0.922047512011571	0.956748528712018	0.935570084706453	0.88515405330121	0.902681919605958	0.889780069702369	0.78563365620952	0.692932087961058	0.953727017855865	0.955884420397797	0.897559584501314	0.803304686581046	0.945129100373951	0.90736112781342	0.765482609577716	0.896141418228229	0.832545543611917	0.773885484893077	0.858616903441412	0.878120257115677	0.915873087288174	0.871706400137901	0.715993374604922	0.644870443896077	0.836570549171186	0.921776508747838	0.803214161811092	0.93780851977805	0.930261451835397	0.911746545151496	0.84165265933886	0.89024555032075	0.859066171732065	0.84850335615167	0.899161844119493	0.895328002752623	0.772244478688854	0.894484472041898	0.933580074827255	0.851329039109671	0.908963435912187	0.918108953770874	0.871876980951197	0.903754437270917	0.939800009046815	0.891702036444592	0.812673053775809	0.753151433182807	0.84500479956251	0.869528737868522	0.954414686345456	0.918785054848234	0.937874077664722	0.891646983685992	0.899713085608786	0.957344281040017	0.947148107873504	0.940037632522838	0.916905668532992	0.928209478706539	0.942721190540248	0.870380492453997	0.851931404296448	0.920717604703717	0.895936968421197	0.916769101766226	0.832753386620493	0.933290578663574	0.885095924637558	0.858991732487599	0.91320875468644	0.932341000875937	0.927948845965522	0.525854260095648	0.912335371451355	0.786016445712153	0.816338171307069	0.928876326630499	0.869855221480329	0.888164897441051	0.9220152990538	0.894047577539301	0.906306953815549	0.902614462241417	0.932109506195779	0.884007231476859	0.696048073034779	0.928098102989541	0.867645528156699	0.713567295192098	0.824357780987846	0.942626612508505	0.851498237532399	0.888926092144983	0.854353068703511	0.935856236992607	0.847043839265413	0.595859217880952	0.889959966820159	0.87361629617565	0.86854805436417	0.844284507874629	0.389474816022337	0.652106769489754	0.906323875962483	0.877231661856621	0.909444640960647	0.915918651816439	0.816176992358558	0.530688969544729	0.946174114843478	0.801110472749263	0.851643985516295	0.204167869065461	0.739756130555897	0.360518596454958	0.890890335596482	0.926443243682115	0.845823846441745	0.37071899687883	-0.0492613520660528	0.741418539687095
