""	CD3D	CXCR4	CD44	CD2	PTGER2	CLEC2D	GPR171	PTGDR	RPSA	CD8A	CD3G	CD8B	ITGA4	KLRD1	ITGB1	PDCD1	SLC16A7	CD69	CD247	ITGA1	NCL	CRTAM	LAG3	PTPRC	DPP4	LRP10	CD47	RACK1	JAML	S1PR4	CD46	ACTR2	TRADD	SIRPG	FAS	LAMP1	VSIR	TNFRSF14	KLRB1	DIP2A	CXCR3	TFRC	JMJD6	CCR5	TNFRSF25	PTPRA	CXCR6	CD74	CD63	ADCY7	STX4	TSPAN5	TSPAN14	SORL1	CD6	TNFRSF1B	F2R	CD81	ATP5F1B	PTPRZ1	EGFR	APLP2	CANX	PTGER4	SMAP1	CD4	HLA.DPB1	C1QBP
CD3D	1	0.683196829562989	0.513860582004085	0.940571138930367	0.701723011789532	0.677637594357457	0.483032134043099	0.473991552698711	0.812060218674799	0.0223945492622612	0.900363385622608	0.218348960234522	0.255972284523712	-0.0546988297072442	0.602041158722282	0.234479988189949	0.423536849331037	0.697944278932569	0.81885627932712	0.183908954119969	0.580950974189533	0.401457952567014	0.240630578506234	0.494507143730872	0.64281402951747	0.470916319140395	0.820788758819389	0.814209892074135	-0.186217379576721	0.698319757535149	0.625327314039115	0.659887115783395	0.709343438052927	0.787144406672285	0.485513193154617	0.398299664012514	0.676808647043312	0.665091699565767	0.659016257419679	0.0699511668736706	0.782461632381126	0.29102324750438	0.249955740853633	-0.271543946802793	0.524916295513579	0.106437104743076	-0.0428441262456689	0.178724272692943	0.592661656523964	0.496707363267117	0.548637401319757	0.373823569974712	0.587856111276082	-0.0490904722948886	0.684147053110841	0.546356137274553	-0.382945372580643	0.201353901566114	0.749400960435833	-0.444908526833977	-0.407364387033745	-0.0241241361412249	-0.0641072295858595	0.556352662789581	0.752385321691122	0.422571115276601	0.276674204454581	0.72180902319281
CXCR4	0.683196829562989	1	0.550368034748153	0.635931761946064	0.861862227001091	0.718365671342688	0.90727052798201	0.0497370664209497	0.768777071222923	-0.381051077707558	0.708824640081792	-0.253739064822984	0.261300272655592	-0.492760636367083	0.183538925274521	-0.0999889633311286	0.181400323756119	0.88541321081654	0.563411668896465	-0.365244912039264	0.480203101762865	-0.130898467396186	-0.0765011875885384	0.518682763837659	0.70272915821857	0.268374644400381	0.802057679131352	0.806687291315865	-0.381413467714196	0.889511986302241	0.454295805975332	0.312056407540087	0.877522456164645	0.483506614767345	0.536538001762156	0.133405015938694	0.646580002351026	0.797758055250989	0.885749719913213	0.292197259455568	0.551646690810783	0.126292388346273	-0.0562290235088743	-0.608565982889315	0.710914449244533	-0.0330263570610874	-0.318697740139705	0.0245633173061024	0.355915231444841	0.252417383069646	0.435976292745166	0.294001496290454	0.467834519247252	-0.0637896298039094	0.73972720028006	0.648048210546922	-0.573002371838935	0.0121098324677665	0.593522891796619	-0.418411414048995	-0.376899946912473	-0.104838241517523	-0.114165762573417	0.656975447849682	0.659378857920919	0.559646528285517	-0.0482162544063933	0.665978803581488
CD44	0.513860582004085	0.550368034748153	1	0.654139049191491	0.427749310865015	0.627480931609432	0.523304324902908	0.304359313195022	0.468997297367324	-0.0362639936834552	0.538251725386741	-0.0101118520293759	0.661166646673972	-0.196632448424308	0.279798051041176	-0.113645762397352	-0.162735179473526	0.622295562180111	0.570776558760589	-0.0367726246995719	0.710802880059762	0.33927465703618	0.0131387817211332	0.851245319769427	0.71743706142302	0.427895521603847	0.529553078402161	0.514860656098118	-0.109950212685275	0.359834906052648	0.632689881283298	0.603858977533916	0.375466474072642	0.5086296365896	0.642768600921448	0.173588483498426	0.534993987148556	0.677390806170697	0.582674503687002	0.382058776301654	0.536612700984671	0.450403822543071	0.39503840238261	-0.302556128594539	0.778453628845286	0.312128380770659	0.201733415002117	0.317230737982873	0.329386206308006	0.414024818235675	0.571940909399121	0.51534901792964	0.688184924581772	0.28793893594796	0.710257373915589	0.562360505438311	0.11433028555294	0.261020415368529	0.494567283796684	-0.135039582216605	-0.100279827871193	0.131686116024354	0.258736965755918	0.637814850232483	0.426073590406913	0.696025917972637	0.272490896453534	0.528204693702802
CD2	0.940571138930367	0.635931761946064	0.654139049191491	1	0.585625488427312	0.640337338316221	0.44803179899897	0.543360971087874	0.689895365425284	0.134125824335905	0.860096757770082	0.311605068433121	0.40760795261409	0.0183643861674563	0.626904292227031	0.266610654148932	0.403521842198242	0.658821357652643	0.844446330254074	0.225671299050794	0.634280543810229	0.426236505950267	0.334033534240253	0.596081410327182	0.695481999218786	0.508916775998251	0.740073867752899	0.70221693449522	-0.108793785877001	0.588617438572614	0.584801417480847	0.707469071370279	0.594977132334582	0.730416539626615	0.595126540898894	0.323543957256881	0.627259059173419	0.651407023530857	0.604708073862984	0.178990521691729	0.754553095881867	0.308361772008848	0.310080913473166	-0.194113920860156	0.581919628295632	0.115863682236838	0.104285581270654	0.192590249222036	0.532544409416788	0.49531954904344	0.54959613483587	0.422522628413575	0.615355085828419	-0.018101109477917	0.706533644017039	0.515234019915378	-0.230945397666832	0.200005367067013	0.700051377684115	-0.428974412010504	-0.385192663958062	-0.0337221016643903	-0.0230970997792735	0.610148490388269	0.651456834451858	0.493289575180631	0.298966086397723	0.645036141607702
PTGER2	0.701723011789532	0.861862227001091	0.427749310865015	0.585625488427312	1	0.831698948678664	0.835960119751299	0.0596875760630865	0.913776779415065	-0.582443549861907	0.776629807880603	-0.428988204908762	0.159435821604965	-0.599928505663121	0.136619555549442	-0.335866092015187	0.115893574073757	0.907298858028164	0.507741038191585	-0.366568357325141	0.55928895568383	-0.0003488084421903	-0.333015533535985	0.495350183243	0.702236908375306	0.383125394179931	0.884883318233668	0.920585105128013	-0.572716523986595	0.861288720506729	0.647979671782272	0.403206970051451	0.956329906360178	0.695182814143782	0.36872174165587	0.23088192858257	0.760499067393794	0.796913452555164	0.942119931026068	0.152797461742926	0.654507704043924	0.316298194011906	0.06496833663465	-0.704591144669683	0.708804676370992	0.187865809951751	-0.580396176818748	0.0959963850426681	0.485490549450741	0.43936027039543	0.636643760554327	0.287765709184953	0.631511054105405	0.114266140978633	0.777005408626009	0.725367276904763	-0.712422864198665	0.0963214409759105	0.619706006782069	-0.254442371007198	-0.235594336884399	0.0473796231171381	0.0386139451395901	0.536661000920013	0.704660625019804	0.614101810100232	-0.0339007317746889	0.805921769171956
CLEC2D	0.677637594357457	0.718365671342688	0.627480931609432	0.640337338316221	0.831698948678664	1	0.721554901625523	0.285487549298418	0.819958089831011	-0.310174912066683	0.80763001300418	-0.226322700516986	0.379169313014534	-0.320239095947469	0.30109038366279	-0.28551180109153	0.0738551338960927	0.835154548113578	0.62613557109891	-0.0750498545934733	0.670528219781414	0.341758453034566	-0.227685037766584	0.694658610310074	0.646670565615861	0.487331483529345	0.789081600546878	0.835006624459953	-0.33675404396447	0.72348204929301	0.809948192301109	0.573942726744392	0.775936932410632	0.747347809048126	0.349596124602873	0.335589609593219	0.684154263179672	0.7478163745852	0.844947512796166	0.179189585827769	0.641874396089635	0.411665134593893	0.37043111387918	-0.468776695299351	0.690457170051011	0.300945128663068	-0.305116771351521	0.214462720099677	0.510323659283987	0.48750266615814	0.75702720361028	0.474452496861396	0.709596290667156	0.180191176931246	0.788527155643928	0.710069048670097	-0.364163325971144	0.208959147071838	0.578671179301823	-0.25788977003888	-0.231337712224391	0.113341946489832	0.0974894219307747	0.607263439070163	0.704807184981244	0.623762243362226	0.151469424976179	0.75645761666527
GPR171	0.483032134043099	0.90727052798201	0.523304324902908	0.44803179899897	0.835960119751299	0.721554901625523	1	0.0358019474361641	0.68490041005796	-0.483625492547479	0.578852385976008	-0.399919411384566	0.300801285615453	-0.600977496471365	0.000832576743503268	-0.352303222440507	-0.00341732298382913	0.869729854911647	0.365558840271966	-0.439608052067914	0.436208532202934	-0.204342761809786	-0.25128169839252	0.563837486658109	0.720722275770919	0.219032788742253	0.677619659760724	0.726519101271571	-0.430688852707146	0.800804882734773	0.431474504276256	0.197603125658245	0.846574491839055	0.452443955101365	0.487622811438466	0.00889782010876805	0.538273375664745	0.753837104517413	0.89726023197184	0.356722923771213	0.428232070383118	0.117832972602537	-0.0602586507273653	-0.662640134155471	0.741091288031125	0.0273940631834302	-0.421878819826575	-0.0933071078089689	0.207544504240102	0.149002466608639	0.463733950069393	0.291589976324849	0.44328057875297	-0.0287953330825846	0.693992527160411	0.619863787682132	-0.577447022205838	-0.128179805877772	0.402238312160853	-0.327714985148017	-0.305766018784274	-0.114913861955013	-0.084907926814793	0.591283704983034	0.566570080651624	0.588503586107992	-0.216294703970184	0.615349653216101
PTGDR	0.473991552698711	0.0497370664209497	0.304359313195022	0.543360971087874	0.0596875760630865	0.285487549298418	0.0358019474361641	1	0.157009788706079	0.581853377654764	0.384270106794672	0.691354931269863	0.448140729914372	0.565612609791101	0.550548444972213	0.21347836790008	0.14836645213959	0.10866771456291	0.544076981184112	0.703136771909158	0.249048780385699	0.66811965833679	0.526262493051815	0.472324531470086	0.291762168699678	0.301983938228205	0.0810531911283269	0.173938725451778	0.455010255438097	0.0660029354605925	0.291525899726236	0.421663537693182	0.00826371570316521	0.465816013696366	0.447835006515107	0.193660400758581	0.137363251366411	0.171476961810623	0.0926432428695058	0.0661680581115376	0.214904226424946	-0.0267295455569634	0.517259099346828	0.294145875837461	0.0346382032370987	0.118764113533561	0.388610326391762	-0.0990899265893609	0.125149101250821	0.149269274836997	0.222757744034279	0.415406064517199	0.339143707454933	-0.208952911809675	0.143544628013687	-0.0559071268103806	0.169914349886932	-0.132469442409336	0.137156637175675	-0.354266609420565	-0.342833080236735	-0.144704804327009	-0.178131309478937	0.434235130145158	0.181176908375334	-0.0564488737870428	0.144490602840107	0.149246111859884
RPSA	0.812060218674799	0.768777071222923	0.468997297367324	0.689895365425284	0.913776779415065	0.819958089831011	0.68490041005796	0.157009788706079	1	-0.460462164283934	0.822510236695084	-0.273304578639817	0.209216099613244	-0.461396869517047	0.360509292285059	-0.271973315065871	0.176909202818668	0.83635658489287	0.66292535446278	-0.154248625965366	0.706855627186486	0.188983822527288	-0.263791655415457	0.550378995527061	0.651734128067788	0.616781765437095	0.93822992803712	0.993552109421431	-0.54025326346301	0.802035413432713	0.789313459030377	0.623883522427124	0.889678706569222	0.820302600458057	0.422141853050731	0.506666044461666	0.840937365558305	0.716593314617099	0.870721409644468	0.14527809066769	0.730857085235251	0.513361655510651	0.21315170644399	-0.591008476538631	0.662693326148615	0.366554053251787	-0.438405691793488	0.341936195770292	0.719967905403643	0.651269049273464	0.75427698392309	0.444186102078768	0.745740118902638	0.232567463382995	0.747009610598915	0.79192998170016	-0.59418839036982	0.338169747604391	0.809398826442529	-0.179884877468903	-0.145459346091373	0.244038203645303	0.194721114831226	0.495510052313355	0.855981094865145	0.596791249297254	0.263206103166533	0.933953215156675
CD8A	0.0223945492622612	-0.381051077707558	-0.0362639936834552	0.134125824335905	-0.582443549861907	-0.310174912066683	-0.483625492547479	0.581853377654764	-0.460462164283934	1	-0.102393722981079	0.918104559652507	0.19894606713867	0.915455571201384	0.468476844215675	0.602669875913987	0.205762470633545	-0.486697958203633	0.202961059598638	0.823902140811785	-0.206532445256623	0.496100460515924	0.843929793864354	-0.0257584029453374	-0.28640955041376	-0.134916066982664	-0.451146671716558	-0.440829477994351	0.830217778505861	-0.370578848001255	-0.237667499971847	0.0975875370890219	-0.575014788513597	-0.152137351240059	0.104065496647409	0.044003452681425	-0.393181032603446	-0.416669996473428	-0.536081868778315	0.0356110790732449	-0.228698470538964	-0.271629214759319	0.272544381763636	0.748496128166225	-0.447939767588055	-0.178862105033683	0.806383765615496	-0.128158676351575	-0.181612646161804	-0.234319139147405	-0.361353426014502	0.15340559811429	-0.273141062939627	-0.336390248474561	-0.38034733326935	-0.463576731131821	0.584942759069101	-0.122469845250488	-0.228158065355344	-0.257507761300873	-0.244076114507678	-0.198906490857371	-0.312010967918021	-0.00526029359894933	-0.23116087290158	-0.477070204414944	0.216010776250591	-0.40837531068013
CD3G	0.900363385622608	0.708824640081792	0.538251725386741	0.860096757770082	0.776629807880603	0.80763001300418	0.578852385976008	0.384270106794672	0.822510236695084	-0.102393722981079	1	0.0367255749082178	0.259223774960679	-0.150768824192814	0.45100750164395	0.0124047497905378	0.340452190316701	0.783476233672082	0.789069535774743	0.107368941025481	0.601934857351915	0.376920988004183	0.0705516130584297	0.551242079050067	0.63712557378399	0.497766205504687	0.861086093952724	0.821516732526379	-0.220509485065325	0.758641493770334	0.705400617118779	0.603937573861213	0.788339451549833	0.811108651139121	0.417132903569498	0.367067550053906	0.677503124765444	0.715558373064558	0.738776519606331	0.0473558088781498	0.836199337505497	0.317388498003453	0.221316994656747	-0.263493783434912	0.597426605299963	0.141377002015234	-0.202434442480276	0.121797563789739	0.565538641054566	0.551702562939904	0.611164004930612	0.469673334669063	0.630208573350077	-0.00222065749749661	0.749436378115019	0.581933496911274	-0.419277147824939	0.167819472611201	0.646956329445114	-0.430244045849897	-0.402548537913769	-0.0185441252122038	-0.0764747233558509	0.502272880147662	0.738558170170787	0.494001728273031	0.155468611701566	0.72420185832662
CD8B	0.218348960234522	-0.253739064822984	-0.0101118520293759	0.311605068433121	-0.428988204908762	-0.226322700516986	-0.399919411384566	0.691354931269863	-0.273304578639817	0.918104559652507	0.0367255749082178	1	0.116821716832718	0.875326658130324	0.542341104150351	0.66946604282357	0.345742889441179	-0.36360703339538	0.337366569666445	0.812649487939671	-0.129508504055279	0.479955330943166	0.84546992082784	-0.0114332077544821	-0.179316291314323	0.0199229771609631	-0.280363427698167	-0.262224558817496	0.735297417610222	-0.263726143248638	-0.183242926063639	0.207033552154431	-0.407988051823101	-0.0142662584789813	0.22014316326902	0.102286309812677	-0.17972790130366	-0.278108587961982	-0.410537173264712	0.0158731903650796	-0.107219423323969	-0.21386186190601	0.338979186956337	0.705494886213681	-0.363137768723504	-0.143603736949901	0.716803800312777	-0.115621751190871	-0.0579076762638611	-0.113761293736256	-0.242480822625597	0.174385394384299	-0.131995130434531	-0.363501078106235	-0.30638868298947	-0.427518899274776	0.386012595540133	-0.111816620454617	-0.0160847391131426	-0.291613327808487	-0.272225593838713	-0.210122248317566	-0.296122395588766	0.114752152933319	-0.118036275230668	-0.488354912023438	0.225236661046667	-0.242721047336897
ITGA4	0.255972284523712	0.261300272655592	0.661166646673972	0.40760795261409	0.159435821604965	0.379169313014534	0.300801285615453	0.448140729914372	0.209216099613244	0.19894606713867	0.259223774960679	0.116821716832718	1	0.0535916482647181	0.486179687141078	-0.227643427833686	-0.34674825424536	0.249056288971207	0.47701700992963	0.230769507785201	0.58281859611566	0.404639766644522	0.173433746523324	0.808656310483913	0.566841272833813	0.421888113708003	0.180130692514176	0.252353387942768	0.0689437573278613	0.180514427829278	0.470856148321132	0.501839239253222	0.0520492495239489	0.370185671160967	0.686547091730059	0.279553671683556	0.229694209979005	0.328272862662357	0.339849691312172	0.48125268482595	0.179491183820082	0.24364807534434	0.342279848563593	-0.197570268398213	0.383005741649074	0.353261560712515	0.408272183929425	0.284941131402119	0.245271585558426	0.339800044295413	0.358458767565291	0.560759364561752	0.51993233820245	0.275635848560144	0.375997462042947	0.415612318570997	0.347393502130898	0.200082124309231	0.155700047789718	-0.0925135448675055	-0.0626331420381324	0.215647128273241	0.219698263797869	0.491202672591636	0.286367033371172	0.567370306642974	0.305088560236073	0.301293606480375
KLRD1	-0.0546988297072442	-0.492760636367083	-0.196632448424308	0.0183643861674563	-0.599928505663121	-0.320239095947469	-0.600977496471365	0.565612609791101	-0.461396869517047	0.915455571201384	-0.150768824192814	0.875326658130324	0.0535916482647181	1	0.439517576416551	0.564989656917693	0.204755654505144	-0.558831589918585	0.154616882920175	0.835964850114351	-0.27779916050503	0.565257875882637	0.758431154830078	-0.145247113114722	-0.46747884073413	-0.0851049042857167	-0.494823081637685	-0.464654919420722	0.865117172517719	-0.429318321985395	-0.244519198417455	0.0726131197920527	-0.621507347364525	-0.17789729551828	-0.0628359689613115	0.0918529339692279	-0.352888656996473	-0.508253781820134	-0.594969312628424	-0.172732786051005	-0.286582496985742	-0.26732342276908	0.394570535966316	0.813377983172952	-0.617667991455187	-0.0928381483207783	0.69126394856963	-0.0608721510978416	-0.132053142095093	-0.203932277549669	-0.387530756288077	0.0591112427523347	-0.280859263881979	-0.291197021021002	-0.500969335178839	-0.526030115562935	0.559912509877568	-0.0411909543290048	-0.240582972541365	-0.178437597370825	-0.163650392531975	-0.119227003674143	-0.258009476539912	-0.0740531727798163	-0.29870674743867	-0.608077402804071	0.26371123876041	-0.441990232759971
ITGB1	0.602041158722282	0.183538925274521	0.279798051041176	0.626904292227031	0.136619555549442	0.30109038366279	0.000832576743503268	0.550548444972213	0.360509292285059	0.468476844215675	0.45100750164395	0.542341104150351	0.486179687141078	0.439517576416551	1	0.307843757813053	0.305161613335796	0.138188853687116	0.649507389470609	0.620520972457049	0.520706248962036	0.618599559016551	0.546205979737191	0.390579822343688	0.235872646883757	0.544514374227414	0.334678276746748	0.367435173884533	0.195222535939509	0.182542116059674	0.452386389301845	0.749917409004552	0.0990482653506022	0.508285914315136	0.399469013434192	0.629592643228439	0.371640579589894	0.106550183728333	0.182316986781471	0.276823216735544	0.311374740333368	0.333060737333797	0.480869514566728	0.121600415552325	0.00579545826490637	0.376718945357216	0.441826709853018	0.49729070725899	0.630256950993165	0.430981253846456	0.341613854971277	0.465455591228815	0.414987959158317	0.212491818854363	0.211768624435078	0.373851633688659	0.183986957522024	0.505120495703952	0.504117893454379	-0.0951800375625343	-0.0454143794508055	0.382726674333135	0.205406269044004	0.33844455758405	0.527840523577176	0.209627769658916	0.691813322413503	0.432035708339371
