""	PTPRZ1	CDH2	PTPRS	NRXN1	ALK	NLGN1	NRCAM	NCL	PDGFRA	NRXN2	SDC3	NCAM2	DCC	NLGN3	GFRA1	PLXNB2	ROBO1	NLGN2	PTPRF	CAV1	PLXNA4	CNTN1	DAG1	GPC1	LRP1	THY1	ITGA7	OPRD1	IGF1R	MYLK	EDNRB	ADAM22	PTPRA	DDR1	ITGB1	CHRM3	RPSA	ITGA3	SORT1	LIFR	LINGO1	PLXNA2	FGFR1	LRP6	FZD3	ITGB5	CD63	MCAM	PTK7	FZD5	APLP2	SLC16A1	TYRO3	MCFD2	LAMP1	APLP1	NOTCH1	TSPAN15	PLXNA3	PLXNA1	NOTCH2	DCBLD2	F2R	NCSTN	ANTXR1	TRAF2	TMEM67	EPHA4	ATP1A3	SORL1	BMPR1A	CADM1	ITGAV	CD47	ACVR1B	CHL1	LRP8	ABCA1	GPR37L1	BMPR2	CELSR3	ACTR2	DIP2A	AMFR	CD81	CD74	CD69	CD44	JMJD6	CLEC2D	CD46	RACK1	TRADD	STX4	ERBB3	HLA.DPB1	TNFRSF1A	PILRB	PLXNB1	TFRC	C1QBP	TSPAN5	ITGB8	SMAP1	LAG3	CD9	CANX	LPP	PTGER4	CXCR4	TSPAN14	PTPRJ
LRP1	0.98954998059791	0.986573196428205	0.951195459290707	0.982198531922047	0.980605689825774	0.991640259071828	0.967619603512538	0.935727486609692	0.982174354739383	0.982454206142833	0.994123906491619	0.978024311785876	0.984031902222964	0.990342958266291	0.946869243632406	0.923841996172164	0.954323200887318	0.881096591133366	0.972415991704985	0.711200333598874	0.910727717320155	0.987026892250974	0.982061026072843	0.951317286742259	1	0.866208203999779	0.968240834525333	0.87893583185089	0.958616849595122	0.89718691395406	0.98449095248183	0.983301184979846	0.936163112339291	0.990703673991576	0.943766714598374	0.9749340782672	0.7565075505045	0.87785103768062	0.988630694545398	0.961397171112544	0.927150311501355	0.888799011180315	0.871249887565044	0.994449973829024	0.940788431729733	0.917439935342658	0.952853248154068	0.926082903836112	0.960131088273076	0.955664642528247	0.973593506863634	0.959449589614307	0.991356015543887	0.918008554484455	0.940499434555365	0.932825956190989	0.972324292757836	0.726619600014309	0.9545581371693	0.84199402241927	0.977824388612616	0.863664342563679	0.92508829047062	0.929996909573452	0.990167674131138	0.894226172901425	0.984595895611705	0.985148562052984	0.934647168856256	0.888803228338049	0.982591158431307	0.947848808040297	0.980042495493911	0.924556783112432	0.982234249218515	0.966552439206619	0.858603787605282	0.982433475614434	0.954329237858621	0.907061586221765	0.986790107484571	0.906176795807021	0.925751620976374	0.964274709125414	0.910405820985002	0.833436102692229	0.43292996739485	0.901843096583486	0.987327414703271	0.700396855106324	0.969763795058009	0.748323225858582	0.753110119187534	0.947426076666433	0.980247386193143	0.763240369223296	0.928540657740002	0.957840879819644	0.95286974386373	0.900438055793795	0.755109119622718	0.969286505328463	0.988958672266025	0.955837409809124	0.729816297115742	0.963598207260671	0.920370645062334	0.972954540243563	0.632958076652267	0.644533145394131	0.947278979209119	0.943196472949541
THY1	0.819587444731066	0.890731397127161	0.786782344738504	0.779167976775424	0.784500305075774	0.834095603071093	0.943524107698928	0.862184152454043	0.79641092800486	0.787903463243861	0.83547292794021	0.833232825069414	0.82020236867855	0.85852711786862	0.926693957637588	0.899622511931911	0.751427113145449	0.730630736525875	0.916781721613143	0.839896525066112	0.790878171513385	0.833756611445327	0.903544525191696	0.901911724102018	0.866208203999779	1	0.928414134957386	0.873353072414174	0.933216606946445	0.942479332420069	0.820944389796685	0.891957189355951	0.843780285527499	0.868889897974595	0.924986777093844	0.856087678331489	0.670821581126919	0.901657516416343	0.885269363746698	0.927537450731119	0.691362517990087	0.792424393305052	0.895179526363158	0.895503574898312	0.720388097135488	0.833512292209506	0.918658597470951	0.885065966958562	0.911493250556984	0.832123584939435	0.921258305703435	0.878423418136304	0.852944501713469	0.873913378846673	0.86767148638285	0.838923156657801	0.906841450108811	0.697224927110555	0.881152237779895	0.796825939582295	0.924809317287283	0.900042239265922	0.906500568142251	0.816989619959342	0.895269964930063	0.842748559881946	0.835821894713941	0.901588914937394	0.813708808817881	0.793201292205614	0.911145104070274	0.91431912071293	0.93068054073546	0.830749950325645	0.840343704849402	0.788849959175855	0.819556878235651	0.904070852869012	0.711322024913828	0.844914096291561	0.865821997661454	0.845656727520993	0.745310709406467	0.909457767878185	0.874962300990165	0.820042945006614	0.17763077888309	0.835111790988407	0.878075918836108	0.459328239408102	0.812640351772098	0.690001320747841	0.690174778267197	0.908071701610539	0.784586744952969	0.776088761292324	0.883294605571618	0.847918695691578	0.731552605170854	0.814741876412073	0.760049875221036	0.901529288371342	0.88738339661597	0.808202611449301	0.735165317554182	0.853099318076021	0.861856713411909	0.922830278890264	0.432837521878895	0.425159664923087	0.81340464187695	0.892599426003974
ITGA7	0.952135734229692	0.983142842804602	0.916862686593162	0.922440323951651	0.920290876319961	0.960914074811733	0.992776209567869	0.926862635272412	0.915159606905883	0.91634592899519	0.960942406645109	0.943349890069884	0.935314356535777	0.962667056945174	0.968969094463164	0.945855815273225	0.882314468734693	0.830017337298124	0.986222727464594	0.739725515394547	0.861470282977574	0.953364216484404	0.990212112114488	0.967086829024228	0.968240834525333	0.928414134957386	1	0.94116528630132	0.97998051671551	0.912684027292277	0.933528991328564	0.984100542501136	0.92386867215073	0.979774931455305	0.955512760354232	0.971334889693516	0.749343756969501	0.903848330726021	0.974232725415218	0.984721216717195	0.830625905872426	0.837930996026188	0.897693472551938	0.977927495769087	0.891779814090026	0.89256723985327	0.965086638452137	0.907241253409151	0.968743636130604	0.894859790988687	0.987483718643779	0.95365588992258	0.973266150825536	0.902506592175264	0.93765504343673	0.934171237873955	0.97853996728752	0.702139515138768	0.974047779406659	0.844566818186554	0.98442791201773	0.857371376204188	0.935769838488343	0.915397382288657	0.983075911490278	0.899107891074858	0.962659143777697	0.983307768948485	0.900687826505919	0.909105875530481	0.986365663595029	0.988070500809643	0.991233930032237	0.921735969474652	0.952134449819969	0.937420950587613	0.844206279039359	0.986755745390971	0.884689999931183	0.882063272979643	0.972266813809656	0.904365434697953	0.897374082970184	0.987095371307357	0.919975240057628	0.862058365084195	0.393352758918022	0.920940658560828	0.972488746278212	0.665974340693124	0.929987994975108	0.748034079588298	0.781425193163413	0.953515340329286	0.914957390362675	0.798785569045583	0.932384775568818	0.951028345307462	0.884209046035928	0.892372131370035	0.770494444636263	0.97831937877212	0.983523791333656	0.912472744923273	0.776356081543996	0.950219970027464	0.91227495668808	0.975280682341685	0.610302131411129	0.633275812008073	0.919951454468797	0.972452883218258
OPRD1	0.8776740221479	0.890190495011715	0.782954232755128	0.832396423489009	0.820243994052649	0.880694315274905	0.917449406588675	0.777508117765861	0.817820416240887	0.819000482127507	0.874080790533118	0.878657938208355	0.834968235492408	0.904032569863755	0.894886556079579	0.824307587362737	0.734255194858873	0.621892041704201	0.885829777165251	0.549790529121681	0.691967027295543	0.893332652645478	0.905596080276897	0.847072997890862	0.87893583185089	0.873353072414174	0.94116528630132	1	0.880520919714227	0.788313149234387	0.842239190522243	0.93234876488318	0.778654511588413	0.894297060992654	0.839002906234926	0.936756121833859	0.560807569739401	0.758503197295205	0.879080276499017	0.961135651190922	0.703270916614239	0.658117007409346	0.749648762692639	0.890463147467911	0.792164915921776	0.728213270362381	0.850516692746521	0.759088472930215	0.855442383806505	0.764398539966213	0.900823009438867	0.819104696584814	0.882783683096445	0.752570878015954	0.798968549307412	0.784352804621069	0.887232081269668	0.508048764448302	0.868994811570986	0.644417689696528	0.905864201629539	0.740087305369499	0.796079132110611	0.759339883354653	0.926140113540325	0.749683583734667	0.87134335763792	0.881114342971539	0.77002687231747	0.81352976924754	0.934945630476319	0.973942218386258	0.912935537899293	0.777163516089166	0.82810382121393	0.866095608088193	0.685289573134233	0.918230547410843	0.772573625025565	0.718420907985023	0.901530456916984	0.756358655931387	0.74793167646907	0.89805119559973	0.782280738272032	0.753278426655336	0.260310553927804	0.811049745683839	0.870396542647154	0.49776275175838	0.793742960122212	0.556431535822177	0.64757314667429	0.842971233461033	0.837469861583222	0.739792146542166	0.791249612929394	0.829057696826238	0.750969221773406	0.737596603821809	0.578441732054987	0.878059272738049	0.930171552844148	0.767796405334332	0.638174501529697	0.815343027839204	0.758205607283069	0.872518803152181	0.46198743760906	0.534063633161362	0.774381508655037	0.895063282255242
IGF1R	0.921063016860018	0.97767362270754	0.92448193367249	0.900245985520344	0.90923479280553	0.935765507100461	0.993932195957724	0.967633110682973	0.909531109588441	0.907045236000731	0.945782688274448	0.90432888085263	0.92486443437851	0.939675909749456	0.981722148821425	0.985743299221325	0.889331055297406	0.880508062428226	0.991235863311133	0.838811292446483	0.920031682335598	0.921323447397849	0.978461372791386	0.986000049465299	0.958616849595122	0.933216606946445	0.97998051671551	0.880520919714227	1	0.966364426084441	0.929227887069936	0.953745787749532	0.966097130946709	0.961955715696561	0.988351911641738	0.925005743682739	0.81208020682541	0.960895397472507	0.97705775944246	0.958543035344178	0.81637343408177	0.909522024634925	0.957796547834756	0.971617027402437	0.859783562744542	0.943769196811445	0.99179357305278	0.960721889056438	0.984107209080318	0.928850064612479	0.993846255547428	0.984574578142106	0.955514496915956	0.9613528655535	0.976226078004595	0.956650909563854	0.986939937173963	0.793809590339382	0.977734102563172	0.906283360096086	0.989428261117109	0.919198707553513	0.983204556395651	0.950246792700312	0.958629093128345	0.951072509885155	0.943719736739927	0.98762948017581	0.938456205715497	0.925218220344425	0.964757457103052	0.949664972262795	0.991597049756097	0.955014167326361	0.954624963144754	0.894236257047282	0.9165103735881	0.980807185411231	0.861782034692677	0.946665134076183	0.951143886002448	0.956660930680375	0.920172456512228	0.990865078881942	0.968982381503454	0.91539914365883	0.392381588216077	0.948140582697275	0.977224065413315	0.691794130356668	0.94785154599202	0.81721850142488	0.809178625191018	0.985625701168719	0.894833525642384	0.828412890691648	0.974982984728641	0.973364335903972	0.882655193819752	0.948853054467147	0.852104428075014	0.99228206853102	0.954829652380282	0.938709453156548	0.830548383042005	0.959573150479952	0.963683857327754	0.992932116878418	0.629034767203922	0.625609688906526	0.951759037636646	0.977896429771674
MYLK	0.834222816449083	0.917894848152142	0.859141350897564	0.8153691157402	0.837779000959194	0.853666375526281	0.951892398636746	0.953825568917187	0.850510297616513	0.840461464452448	0.868332028887748	0.824862518577034	0.862030385213866	0.871356543969284	0.956001150805121	0.970270455191506	0.834909123962076	0.865454912009734	0.946870082360256	0.930132614064797	0.930554754679539	0.838228226375333	0.915696474106672	0.951792549784621	0.89718691395406	0.942479332420069	0.912684027292277	0.788313149234387	0.966364426084441	1	0.869615946883792	0.874418687102041	0.941337984810926	0.887692688421586	0.979865050465098	0.829460760992109	0.818388382509336	0.974961231906316	0.928703623421718	0.895641215864734	0.750751031101219	0.935550845872229	0.977739798022507	0.922131006569917	0.760281196702332	0.940774489044237	0.971583627795162	0.978042731260905	0.955039427697688	0.924497594663818	0.950376260874333	0.954136794323804	0.878968252977664	0.976221966780769	0.95744460157117	0.914974447010528	0.944435767430408	0.850976461966093	0.911436659965233	0.901495317226495	0.946671627908369	0.9647758198922	0.979278533419637	0.912539019527885	0.88855567925573	0.947745101658565	0.861601201017102	0.938562176268658	0.916531199835704	0.866605725626716	0.905227746456738	0.866736147872421	0.946346461262929	0.921819938342482	0.898154091688896	0.785294475446279	0.949859151514504	0.916845903370748	0.762606063452999	0.963400076629637	0.879440661149227	0.950287139318086	0.841448637674627	0.938399405971491	0.966276792362459	0.916322475560657	0.304772686288411	0.904258242227348	0.925500876003321	0.579228548850255	0.89500201815974	0.833935502488018	0.777697935216699	0.96984317780434	0.820518955131251	0.831387249209402	0.968276148079068	0.922639265610119	0.806990621092782	0.932686913678722	0.893111034807456	0.944838030509363	0.877672546025108	0.90963403573778	0.821555368367708	0.910742779477154	0.963021544174344	0.964033903897214	0.562483765375526	0.521175727923672	0.913495459048386	0.921547179179629
EDNRB	0.981057200752225	0.975654194011257	0.925172361750081	0.987438605842241	0.995383555659135	0.983211208376485	0.934161576355423	0.912679565774683	0.993416246211913	0.988958192891228	0.990084416065927	0.968397442473953	0.992795936264928	0.986617552096869	0.923553127958047	0.896321172191292	0.949506230193477	0.863774563177313	0.941041870655867	0.664922426950611	0.907279417822878	0.9814617165562	0.951568891316774	0.918773285191928	0.98449095248183	0.820944389796685	0.933528991328564	0.842239190522243	0.929227887069936	0.869615946883792	1	0.956449336830257	0.912454159982669	0.975798350293318	0.905716020636891	0.962926428122745	0.71181305072326	0.82807921525014	0.974214488744826	0.935920088249428	0.940295926682838	0.879246311829158	0.834385026585607	0.978333197451245	0.929269552593581	0.888019945581965	0.914819564288195	0.918631524043363	0.924445028962961	0.95977146079464	0.943659643404505	0.936533268363143	0.977068427202126	0.897478011418647	0.908614987941844	0.895187541433243	0.945446419394791	0.720281683737768	0.912658583223748	0.797713280656716	0.951244115007353	0.822706527301639	0.890572761885261	0.903085153989194	0.97548643705452	0.863026351934026	0.970018212717464	0.966492909230243	0.9480388881482	0.846804883311108	0.960702694577179	0.912734490757479	0.950372627002717	0.890182300658421	0.965726560731457	0.946427033469674	0.841498577239004	0.952803855772272	0.954525202696223	0.891756940647882	0.977029863847631	0.873755088225727	0.907883794587887	0.929392620346365	0.876400960267512	0.792137687957679	0.384485431339441	0.849257299733457	0.967971380143262	0.680658610613917	0.951059678010523	0.703151421916861	0.694485179566256	0.91404992197498	0.991513501503695	0.727925860190565	0.897155254551309	0.932126991710489	0.958156002764337	0.871765065699935	0.711902876160891	0.939326331618384	0.972841844321629	0.949096668908323	0.684966261418746	0.930980525983764	0.893112718001116	0.95174916218282	0.587420656569947	0.593333506066023	0.92278989149768	0.895404635944219
ADAM22	0.976512378355979	0.974617909710345	0.907721293855861	0.956292664214113	0.947026128162873	0.976483278473043	0.972503244501832	0.893409857188944	0.948731094382704	0.951637061576712	0.976470930334711	0.968104080280095	0.955048571908017	0.980909863333094	0.936956649289669	0.900990297842063	0.899320412664369	0.803325387475626	0.964457187393519	0.670762505069262	0.84367388378121	0.980051337710998	0.978919432378694	0.931911851949146	0.983301184979846	0.891957189355951	0.984100542501136	0.93234876488318	0.953745787749532	0.874418687102041	0.956449336830257	1	0.895805118061328	0.980284507314495	0.92498621412001	0.987711044637155	0.700845357125218	0.855122052440701	0.967673358076547	0.984589965677454	0.873283541008277	0.818739171059552	0.839992550034464	0.978670719115353	0.908002697823913	0.861907615274328	0.935388519492813	0.879113194937846	0.942986375830339	0.904363183958921	0.96773882675073	0.927299166868632	0.97656308556838	0.870419455566215	0.906295744908871	0.902207948518648	0.959317413496187	0.6416298719773	0.948928690400475	0.800751745023734	0.976504565934316	0.840835447031873	0.901587106072346	0.889926905342529	0.993575751128116	0.851102694610657	0.96604315922889	0.97161585955302	0.884707733235711	0.87687169311845	0.986795829803581	0.980596478916164	0.979187668815331	0.887693845559637	0.950477716378894	0.963229325206725	0.795465787830384	0.984629395876021	0.92008025477132	0.852997887055865	0.976795412850576	0.86628807840421	0.886980430815486	0.961324675555676	0.87655166030333	0.804896663135234	0.394716470569403	0.88689546823297	0.965888706704775	0.65983012702035	0.92991925123694	0.693516837337083	0.736730282265705	0.927630294233977	0.955212154777106	0.755532141592872	0.894395386636472	0.93091992814948	0.908565616747684	0.854014988610968	0.697072716438593	0.958604067411906	0.995298443474977	0.901204703361881	0.698982695017995	0.935574273337228	0.875907150784686	0.956682847258297	0.598507685541759	0.632015283167234	0.903871808146291	0.944415468898424
PTPRA	0.899471947214235	0.947965534208351	0.954109947196036	0.891425303153025	0.905187248107101	0.916029212125016	0.945391496054984	0.996052946632989	0.894418234983571	0.897784862733437	0.923211536994086	0.871069291988408	0.907304154774472	0.901386116386822	0.954904713832314	0.981319042577921	0.929492269725648	0.948816988373438	0.969468053372108	0.847972370892157	0.966645726176376	0.881728006817583	0.951802742452724	0.976767266680125	0.936163112339291	0.843780285527499	0.92386867215073	0.778654511588413	0.966097130946709	0.941337984810926	0.912454159982669	0.895805118061328	1	0.935910013714447	0.978358720288285	0.869137823521713	0.910714184832143	0.955446050062159	0.966122812329384	0.882154115570694	0.844808072190457	0.957936007285372	0.966044167632859	0.943557111405298	0.886201781758164	0.982601514120429	0.980097738815292	0.968927849258831	0.977120864633124	0.928607615170695	0.965996613908676	0.991483271210769	0.934827394922173	0.980724888762766	0.993755953174967	0.965460243449926	0.972387719536849	0.884667678099275	0.968107886767519	0.954156805011652	0.94966625775361	0.891760970286742	0.977362569913511	0.99026020193839	0.908823844987976	0.987278728239212	0.932517095563915	0.964279284877839	0.942296559706513	0.951264348133613	0.915251460776515	0.87408581101523	0.950602960113707	0.994220143645104	0.963261786508873	0.875347015351672	0.960203841461181	0.946772482887966	0.874172106471147	0.972693294990794	0.920065212246374	0.991932270902091	0.962536106760381	0.96888100315899	0.987894313018681	0.944856023129356	0.538791724274281	0.970180660874969	0.973431442390084	0.79630266602222	0.977361073363945	0.912270060218325	0.872422034420903	0.983926821606689	0.877096591567595	0.831170238988988	0.990359794387105	0.984666102855001	0.909651274958174	0.989618271735402	0.92501025962239	0.979321687100301	0.902177556000977	0.979683795370246	0.887263862892436	0.972018060502668	0.992354657125913	0.973045562714982	0.745016253542689	0.720112466738155	0.993007786972418	0.962406603535023
DDR1	0.987642798548512	0.994930761864076	0.957613624350546	0.975677277181212	0.974956199264149	0.993868935773224	0.970549649786151	0.938344385540144	0.963262377612514	0.962345443564725	0.993473128830473	0.975814113093116	0.976750578749648	0.98405731183451	0.953881265922433	0.932521348276503	0.947769908938871	0.883177514429905	0.979464297818819	0.701838289437339	0.89401785642936	0.979360398373096	0.99151336006677	0.963706759458328	0.990703673991576	0.868889897974595	0.979774931455305	0.894297060992654	0.961955715696561	0.887692688421586	0.975798350293318	0.980284507314495	0.935910013714447	1	0.939461264204881	0.981579107593624	0.753447729918681	0.87247405203428	0.990241245880137	0.960782856968592	0.918808038673411	0.869663394118373	0.876678763156171	0.99061628958573	0.95278488958363	0.91113776362832	0.95130361527513	0.918860869108224	0.964373771438414	0.927302964989962	0.977159272259427	0.960817445201553	0.998998325569605	0.908161772603574	0.939613664364861	0.946246434917155	0.97731887759049	0.735285992167509	0.967507470074106	0.848775226158	0.970614818419965	0.823562129603686	0.920296610130444	0.935995764602457	0.989666073099285	0.895951263296539	0.992718498353318	0.989718602121605	0.929382409042552	0.894405875755754	0.981044828666017	0.960515557600167	0.97931379323641	0.930874132372169	0.985703421384941	0.972966124052798	0.852952931232876	0.979942038794197	0.954966227503925	0.896895975909925	0.986854806771144	0.903621754256704	0.935508422400784	0.974319397616786	0.911709340789233	0.836969550181206	0.427502223143824	0.902790792588436	0.987020894773394	0.715153916616273	0.965518801333443	0.746987320196027	0.75613515537864	0.941487558659449	0.966473208220124	0.760616169559119	0.928966123299018	0.964462620497934	0.95395927569229	0.89903869334883	0.762147552930985	0.971573087703889	0.989309989621338	0.952056157372595	0.758875625821383	0.971254544561912	0.918947292095723	0.972693596562749	0.626125379828111	0.642328298357903	0.945922815261242	0.95210751502301
ITGB1	0.898108534548677	0.955087863582408	0.926189263121492	0.875211374393982	0.886439946198955	0.912915458701675	0.979192618127562	0.982542119780535	0.888578294669285	0.887559943546699	0.919548816088723	0.880423122833258	0.900187376030248	0.915033529787642	0.978533981038479	0.989019522983172	0.895261845921385	0.904856192255808	0.983270977333364	0.8837162106453	0.942006549015372	0.890766454175797	0.966345046372282	0.984090674991063	0.943766714598374	0.924986777093844	0.955512760354232	0.839002906234926	0.988351911641738	0.979865050465098	0.905716020636891	0.92498621412001	0.978358720288285	0.939461264204881	1	0.888103075976424	0.8625715980162	0.979452287176459	0.969623067502796	0.929032392951655	0.81178401886393	0.944988157615156	0.979720963307735	0.958742944352026	0.850962967045994	0.969248769726026	0.997281713489413	0.976411047093193	0.991554752931191	0.929201316787916	0.986216016150194	0.985507558459607	0.934292418191087	0.983944662466284	0.989892696415252	0.956622481465933	0.984366737150147	0.848181180560956	0.967800983165785	0.933149267645012	0.97440572398512	0.942149290737087	0.992897222673796	0.963288769608977	0.931762233708386	0.97292552169784	0.924769188357656	0.975184381741718	0.927630606431886	0.929636674060635	0.944088614469556	0.916082978377962	0.979277031205549	0.970627839053207	0.951786237986755	0.869592796127267	0.952728486513105	0.964848627660293	0.840574505819768	0.971217106188106	0.925835066751225	0.979175500004163	0.912662519455286	0.982026019704044	0.988738590043947	0.942433038405836	0.426475957804389	0.959517620402636	0.970658379030647	0.68402564409246	0.953295983012773	0.870123413845569	0.839887138914947	0.995515499125225	0.870940288463016	0.848701902369719	0.991696498059494	0.973287526437733	0.873255567179231	0.965781826146314	0.903390367553935	0.984832597687313	0.924716519075286	0.950265877409774	0.854180981458909	0.965221811998806	0.985274874148048	0.988836809550461	0.659896752585475	0.639603428539303	0.965605008098067	0.974687142277849
CHRM3	0.985742717800819	0.971392720246002	0.902938465958174	0.967914848211105	0.959451496086516	0.985248502925374	0.949641959355176	0.869746625974312	0.952168131816047	0.954894812472227	0.979247147909434	0.983512197280252	0.963498038853857	0.987488733255342	0.924747393526258	0.871208257755305	0.898960465933024	0.786524388179019	0.945429967753225	0.596132372138524	0.819078909279774	0.988985241119417	0.968526229290569	0.908866687041093	0.9749340782672	0.856087678331489	0.971334889693516	0.936756121833859	0.925005743682739	0.829460760992109	0.962926428122745	0.987711044637155	0.869137823521713	0.981579107593624	0.888103075976424	1	0.658627201107546	0.798189274452029	0.960355525675829	0.97600203191977	0.890870242812433	0.783453571931689	0.796489372535503	0.972495736818552	0.927918597967524	0.833131507422586	0.901339365319693	0.85266462464081	0.918456554821715	0.886502370377118	0.948073031994627	0.90541210864252	0.978666418730694	0.83591565008594	0.874554687982442	0.875294610165064	0.944229883981075	0.619433284637827	0.927546383019975	0.749944101874164	0.953043953967573	0.774746517713246	0.857704377366704	0.865659660004052	0.991384796526941	0.820721255494232	0.975158310755184	0.958204122266869	0.881686397770731	0.853335303354253	0.983208392265072	0.975992569439867	0.959342885781965	0.863881190808503	0.943918404936661	0.972920403999024	0.765769032037637	0.96807661936944	0.931766639286717	0.81710144947631	0.983710075629583	0.830049513671195	0.875661557422922	0.941953689964839	0.840849421922949	0.769803671479478	0.38501884980434	0.851751718826827	0.956046605202815	0.652120750076955	0.915748201791687	0.648286132290779	0.700279133665156	0.894248013836842	0.965429641827281	0.728654258709006	0.861989151304334	0.912745675598627	0.913907185166781	0.822411576254603	0.651020867830169	0.936271425546254	0.994528825751011	0.895140144859343	0.670886298167413	0.916729678824697	0.842778935548213	0.937171574986291	0.574551902469657	0.616211807578015	0.882196301259873	0.919363727478418
RPSA	0.707048225327184	0.771457981699579	0.81562873956167	0.693506016075928	0.71433992458439	0.726172674505754	0.783065478530778	0.907459320041359	0.698955778362099	0.717118519880226	0.729093689313483	0.671125462247203	0.721861419010415	0.701234423216848	0.805549451256247	0.868004567569013	0.786424384574525	0.881826559144308	0.834108349246967	0.817263450100458	0.895830365206214	0.678355834235518	0.789148112881986	0.845578650663722	0.7565075505045	0.670821581126919	0.749343756969501	0.560807569739401	0.81208020682541	0.818388382509336	0.71181305072326	0.700845357125218	0.910714184832143	0.753447729918681	0.8625715980162	0.658627201107546	1	0.874231140309237	0.80278587724122	0.677326813974701	0.663480252292012	0.874611491495106	0.887298952242238	0.768792877984325	0.731943423544255	0.893576596584346	0.860550595176484	0.845960228684878	0.849815344723346	0.780253533443371	0.815273034406058	0.871496435643553	0.755567395124359	0.876475580647501	0.902346384538369	0.866303035051247	0.825183311842061	0.867543944990082	0.835400692836904	0.915568324117594	0.788270866322023	0.77754733354511	0.868020566073041	0.90543630648239	0.703098640865433	0.935763828659223	0.759498693318361	0.801121002691864	0.803401947800706	0.91791090220107	0.731998969372826	0.671870411691925	0.781647440847631	0.928567772208718	0.8173174587794	0.683494686514723	0.89599131071517	0.772911241527901	0.692901261484746	0.872503021437546	0.744724682982581	0.93249275179219	0.850161210942038	0.834074491186049	0.910703134969737	0.910283297495982	0.747173823588267	0.914610082278615	0.829276625062493	0.792868456619463	0.849874897458241	0.996922766254436	0.956808297055452	0.874163539453441	0.665778098363213	0.803136384262421	0.90628840289012	0.852841550017713	0.738139519598025	0.928396340733087	0.959118968281344	0.843424999550608	0.698176170139841	0.882492538724725	0.885546187691721	0.850248455232961	0.907540905807498	0.820979582259628	0.893675571124445	0.830041302357388	0.90190944848371	0.837611523473573
ITGA3	0.812889630596137	0.899404740809134	0.882954715737217	0.788326038372638	0.805373145443579	0.832860188306896	0.939246738073943	0.96004192665755	0.813160557002801	0.809886954048544	0.84846757823278	0.788339632047154	0.829262793762564	0.831298657954427	0.929899094145014	0.975514202105982	0.834954484191385	0.89623745540512	0.942452740630952	0.93958546612549	0.923229194334763	0.805296369384345	0.910337627994272	0.962518883700105	0.87785103768062	0.901657516416343	0.903848330726021	0.758503197295205	0.960895397472507	0.974961231906316	0.82807921525014	0.855122052440701	0.955446050062159	0.87247405203428	0.979452287176459	0.798189274452029	0.874231140309237	1	0.910620867199083	0.859365896738045	0.721828943493954	0.932219278508041	0.987537340162802	0.898386228110719	0.76781495565936	0.956543190428165	0.977857777827625	0.953962285678875	0.957123776745644	0.889377948320996	0.942006942418268	0.959699032301006	0.867384160275605	0.970826039077715	0.972437491630876	0.943640763896311	0.933438862695463	0.845514631306556	0.935902034753926	0.951560327986952	0.930096036404182	0.950474868631652	0.988719912097488	0.938977446689582	0.85845493802364	0.966913531844354	0.850137452090964	0.927242708310592	0.889185407612983	0.897832128773864	0.874430534296576	0.845155924605114	0.931633758849594	0.946382977974932	0.896483101938463	0.781749231735899	0.947262944436036	0.906777644248345	0.757873423547165	0.960151831119252	0.855081787181548	0.968052242303628	0.875191167290118	0.941145279005202	0.978343243818486	0.933966627336438	0.40848911745503	0.939681864806673	0.914247378372892	0.662752718684259	0.904347674715856	0.885663233067076	0.835060381292221	0.966560033227013	0.779494605662295	0.823560705806956	0.976626030491557	0.934134986235588	0.80068249928424	0.956081051791426	0.930858825827151	0.945783953241176	0.849261438546639	0.903787277215524	0.864445293437114	0.925335709255294	0.972632539875765	0.945316452452563	0.64291769511556	0.605321805661395	0.931057453121028	0.935941819624981
