""	PTPRZ1	CDH2	PTPRS	NRXN1	ALK	NLGN1	NRCAM	NCL	PDGFRA	NRXN2	SDC3	NCAM2	DCC	NLGN3	GFRA1	PLXNB2	ROBO1	NLGN2	PTPRF	CAV1	PLXNA4	CNTN1	DAG1	GPC1	LRP1	THY1	ITGA7	OPRD1	IGF1R	MYLK	EDNRB	ADAM22	PTPRA	DDR1	ITGB1	CHRM3	RPSA	ITGA3	SORT1	LIFR	LINGO1	PLXNA2	FGFR1	LRP6	FZD3	ITGB5	CD63	MCAM	PTK7	FZD5	APLP2	SLC16A1	TYRO3	MCFD2	LAMP1	APLP1	NOTCH1	TSPAN15	PLXNA3	PLXNA1	NOTCH2	DCBLD2	F2R	NCSTN	ANTXR1	TRAF2	TMEM67	EPHA4	ATP1A3	SORL1	BMPR1A	CADM1	ITGAV	CD47	ACVR1B	CHL1	LRP8	ABCA1	GPR37L1	BMPR2	CELSR3	ACTR2	DIP2A	AMFR	CD81	CD74	CD69	CD44	JMJD6	CLEC2D	CD46	RACK1	TRADD	STX4	ERBB3	HLA.DPB1	TNFRSF1A	PILRB	PLXNB1	TFRC	C1QBP	TSPAN5	ITGB8	SMAP1	LAG3	CD9	CANX	LPP	PTGER4	CXCR4	TSPAN14	PTPRJ
NOTCH1	0.948712240685728	0.981955794658103	0.949046243849688	0.927849543619384	0.933220443358087	0.960120920405986	0.986477728977428	0.974331187902356	0.925304147823195	0.926023853587363	0.960269067150918	0.933291745329028	0.937487472976598	0.958536906502485	0.989081654989339	0.976622411816171	0.923578400787973	0.895733846032813	0.99302908071944	0.798259672504884	0.924811101804401	0.939423899048346	0.991213350263834	0.982595819913607	0.972324292757836	0.906841450108811	0.97853996728752	0.887232081269668	0.986939937173963	0.944435767430408	0.945446419394791	0.959317413496187	0.972387719536849	0.97731887759049	0.984366737150147	0.944229883981075	0.825183311842061	0.933438862695463	0.992725761091346	0.959499957825403	0.86477388842787	0.919410799373318	0.943775830323739	0.982138311782524	0.909138487904645	0.951593157430314	0.985307932080416	0.96003408481583	0.992197498762673	0.926762018705181	0.996940648863872	0.983888267350389	0.972877630447686	0.96052073836845	0.978200738430547	0.954296106759339	1	0.818067404495643	0.979199859616307	0.898086919447426	0.982254722200888	0.88724511100596	0.967290900012025	0.963315632779703	0.968264501475403	0.950847259978942	0.970243563005995	0.992077489647647	0.936913749611318	0.935875051485039	0.974248656535988	0.955096890593611	0.99163045133981	0.968148068158478	0.976447815729149	0.92890173565326	0.922423623992164	0.98758661702057	0.89811874377867	0.947630531856156	0.963134504905179	0.959062631713738	0.935992206895089	0.994073965608521	0.968689763920502	0.919681015217368	0.439038426041248	0.952364239049694	0.992023414308923	0.711286248166863	0.971083812471964	0.827721197080371	0.819530449661918	0.986535950823296	0.92204480735089	0.833322057062938	0.97521859600305	0.986432320120911	0.917860783097051	0.950376929912063	0.851555218714021	0.993229893544952	0.964876467920294	0.961746917647413	0.831862435851677	0.977660065052165	0.966472169598118	0.995522351445418	0.659607242382671	0.660410460938631	0.970461995444776	0.985173509643854
TSPAN15	0.677051362603146	0.755978195168511	0.805846074599107	0.67885945030676	0.71207871012473	0.704907554777318	0.74974273950276	0.899165186622459	0.686905954614439	0.678962554540665	0.706745335363475	0.655549970978857	0.702201814863316	0.682532209663118	0.818330109335943	0.863464069919202	0.795603950929142	0.893118417614837	0.796471947403233	0.868174409559068	0.880459995230905	0.637848643617704	0.763776470420502	0.830693214028271	0.726619600014309	0.697224927110555	0.702139515138768	0.508048764448302	0.793809590339382	0.850976461966093	0.720281683737768	0.6416298719773	0.884667678099275	0.735285992167509	0.848181180560956	0.619433284637827	0.867543944990082	0.845514631306556	0.799710132196749	0.645154085680547	0.709760419405994	0.91594310964052	0.903850078065025	0.751247590051867	0.711994857754871	0.902576361199236	0.828900143137929	0.896835857309873	0.837873186271953	0.776882240094512	0.790466931468172	0.850932738316606	0.733009398473558	0.906265924153645	0.871103485519237	0.824362464648726	0.818067404495643	1	0.781721347253298	0.893350958002697	0.741709881207304	0.764833860248398	0.85471941755574	0.879564628775761	0.681195846103077	0.901277154365297	0.741684048620198	0.787349805016326	0.811208843899065	0.777129139240911	0.695843446388246	0.631257469608018	0.757160009840361	0.882691641555916	0.807350026553532	0.647795204056689	0.943958636282252	0.735994488676647	0.679003064316025	0.909951451543389	0.698392871949453	0.901807160203499	0.813029510438083	0.789699635000288	0.895198361430879	0.886716897473008	0.414695002202543	0.816921253390348	0.799960213871747	0.659588875349712	0.830584826294913	0.891095776571368	0.760739636838201	0.84697204516954	0.665550876692925	0.771211393657603	0.887159068995217	0.842433059775954	0.759211123205241	0.895340427800304	0.943932086159122	0.803910098837035	0.664981490538106	0.867736203959294	0.884758600968273	0.831698462321779	0.910147514367799	0.822052706494585	0.609781339811091	0.528636473275505	0.872110535808214	0.786595340419459
PLXNA3	0.933966962391511	0.968969594603964	0.962390843552775	0.911498341148898	0.908965373091893	0.947251308752538	0.971697026890619	0.964335977474235	0.893718236471794	0.899527422854897	0.946968882731043	0.912592029536949	0.915041784415742	0.925065589183258	0.955269788336393	0.965788607127612	0.919283031820588	0.902364691144685	0.984240924472767	0.785607212037711	0.895605790811476	0.917465118509444	0.984544121202169	0.985019713591394	0.9545581371693	0.881152237779895	0.974047779406659	0.868994811570986	0.977734102563172	0.911436659965233	0.912658583223748	0.948928690400475	0.968107886767519	0.967507470074106	0.967800983165785	0.927546383019975	0.835400692836904	0.935902034753926	0.971282861202591	0.93159258920801	0.843756343957852	0.882670758492717	0.932793682963629	0.959828287632534	0.915835426911238	0.944265088165308	0.977393546738531	0.920993506663764	0.982266984931753	0.88741816988677	0.980903243520235	0.978313245696683	0.96432406145806	0.933052489684676	0.969911739598999	0.966424331446927	0.979199859616307	0.781721347253298	1	0.924882747203355	0.966197232319347	0.856818394967956	0.959575135081469	0.969536048061548	0.949601882232581	0.94518079989068	0.960058085388794	0.978074349776359	0.898865519519926	0.94046595110899	0.949894843883487	0.944389674497702	0.973838506598635	0.971358827087849	0.969053999438267	0.932081327935991	0.886531607232413	0.976879653031409	0.896498504373821	0.916129768622806	0.946843736590436	0.951137867415378	0.958408065925114	0.988506961709003	0.953688774044021	0.901981897681862	0.498295939833433	0.965615068263508	0.976611135208723	0.786599896919974	0.966847715429143	0.835032536600816	0.839850143325129	0.967578358402308	0.890780571809024	0.799150333988223	0.960855913060243	0.982297274080046	0.911437756875384	0.945593945770633	0.851101503419714	0.98657518547777	0.947062978783668	0.942394039228864	0.854742975261692	0.978065685441342	0.953341212802044	0.971798733022085	0.697257510475029	0.709205571922006	0.967951271008085	0.986436199861638
PLXNA1	0.794451689333763	0.862930120561485	0.906508712697449	0.782833731720153	0.796055784931085	0.813719705073981	0.869578864218144	0.954582665523226	0.777835170880629	0.780479659312619	0.823348517432646	0.76073827853598	0.798358567636122	0.774851001336708	0.863327790328421	0.938375564709311	0.874523722890771	0.944377686771293	0.905069023743026	0.903505657215415	0.901582989527554	0.757028430038791	0.88227020229163	0.936911649433955	0.84199402241927	0.796825939582295	0.844566818186554	0.644417689696528	0.906283360096086	0.901495317226495	0.797713280656716	0.800751745023734	0.954156805011652	0.848775226158	0.933149267645012	0.749944101874164	0.915568324117594	0.951560327986952	0.87969173680395	0.766426271460741	0.769852265341524	0.927993940346522	0.954350518309837	0.849888936987235	0.813958950422127	0.955917120136237	0.932092830366091	0.919109768284474	0.930560004351252	0.82947342984243	0.893281369851809	0.936487215745163	0.849158405807403	0.940129491852231	0.9521914550582	0.942953540780301	0.898086919447426	0.893350958002697	0.924882747203355	1	0.86087850592899	0.845770709503611	0.951534849658918	0.968785635147986	0.804768336558526	0.94991885969503	0.84077486079706	0.893665937187578	0.842413081133574	0.880594324531137	0.802085963243026	0.769515673855528	0.870828567449573	0.955864946701574	0.904376253871705	0.792676137223801	0.922035648353249	0.85971613189817	0.796178769434348	0.941967275250897	0.804961415703969	0.959900697447195	0.923553987617023	0.902769734145684	0.952455972603975	0.901677882254335	0.524480952229351	0.92728859036726	0.888841156404803	0.792105634548621	0.921803129635685	0.927568822372465	0.855179414743869	0.922372664220057	0.756072762004163	0.765492989304724	0.952478551550073	0.930738907446041	0.848339905407707	0.951577744537249	0.950680578715301	0.909389187817947	0.794345364472602	0.907717348940376	0.894889896291208	0.937910480857812	0.961991851580757	0.90007398968738	0.718787381052436	0.673732989277813	0.948148661686191	0.899295888684566
NOTCH2	0.946481464053504	0.981867748933165	0.915466139619298	0.92805654495902	0.932136217579366	0.955737821273455	0.99418937636462	0.949189047861662	0.939700280558428	0.940524993966078	0.963287384437553	0.934981772991872	0.949022170586561	0.967977051560445	0.976426290629369	0.960545120792157	0.89422466219938	0.852344183008377	0.987592090030233	0.783030079622551	0.913821173186937	0.95538208279222	0.97913157058557	0.966532772090824	0.977824388612616	0.924809317287283	0.98442791201773	0.905864201629539	0.989428261117109	0.946671627908369	0.951244115007353	0.976504565934316	0.94966625775361	0.970614818419965	0.97440572398512	0.953043953967573	0.788270866322023	0.930096036404182	0.980992053152334	0.979170986309806	0.835993785715309	0.886757046942611	0.920307264870037	0.984433222926612	0.870960842422415	0.921464604677515	0.979666333158785	0.94192596523736	0.971937111348118	0.946202679097643	0.990998353420837	0.972605638109908	0.965164540518548	0.939498086680149	0.958926563685504	0.934922845500234	0.982254722200888	0.741709881207304	0.966197232319347	0.86087850592899	1	0.916818726124423	0.961131500137998	0.927753995634398	0.978512392631497	0.92909562099429	0.954242330175188	0.985941605113499	0.938287172727323	0.923744668908203	0.985890140598932	0.964364139810998	0.995021062174099	0.937660072864653	0.95392867125191	0.91392582457308	0.88749686556437	0.990218235057073	0.879391782229256	0.920144865522255	0.974703582113796	0.935815903771485	0.906606099501523	0.984706902843284	0.943552897923916	0.892707728350358	0.415788835775855	0.938349599978024	0.983012590545111	0.679041187051944	0.944851647592484	0.786869098141283	0.803812858702402	0.977836445426853	0.927714093634427	0.832337649503449	0.954636106143072	0.959023131992304	0.886869201864737	0.925950773267015	0.803526740914601	0.988984043682945	0.97710893110186	0.939229728134104	0.787061516134938	0.947074266169994	0.939632434304212	0.988719168316847	0.642542751351061	0.650290676280031	0.940401022884333	0.970141265672928
DCBLD2	0.788596652967359	0.853034850012831	0.808166836094436	0.771844131951764	0.78619872458678	0.801024906225578	0.907125502982618	0.895428688518579	0.824598323244626	0.819254030669806	0.818249842713738	0.776346799821476	0.816775375823502	0.830695597834699	0.897567140809912	0.908162899181373	0.789230214734464	0.80920319328273	0.888979898910686	0.901907709904955	0.900770222690461	0.80440673786619	0.856187677670898	0.888447741728567	0.863664342563679	0.900042239265922	0.857371376204188	0.740087305369499	0.919198707553513	0.9647758198922	0.822706527301639	0.840835447031873	0.891760970286742	0.823562129603686	0.942149290737087	0.774746517713246	0.77754733354511	0.950474868631652	0.873987234386135	0.859206948110226	0.697585651597762	0.905659343519113	0.924329727953478	0.878822212781747	0.6911464433299	0.902438781644829	0.932523043934429	0.927052264992688	0.903549265190011	0.914033773196147	0.899348719870782	0.905241673032108	0.816808338445862	0.938629925891119	0.912252718243996	0.850109224692349	0.88724511100596	0.764833860248398	0.856818394967956	0.845770709503611	0.916818726124423	1	0.94353173284014	0.849764222770536	0.843905195000604	0.898479726396771	0.799773389899269	0.881246226312456	0.86383285800078	0.818300423319649	0.866167424607667	0.81565703874	0.90541114784935	0.865055392166897	0.83676336981953	0.732949787729438	0.903981169550006	0.881077991781549	0.706757699302329	0.921247257623194	0.832613086772925	0.903763585077725	0.780384895109785	0.880161249246183	0.915948044001854	0.867280189674166	0.300117090093704	0.867104420127644	0.875016488245182	0.530414703637376	0.850377442994662	0.787529262661981	0.73815951202029	0.933805288147839	0.785949355571474	0.789670699294096	0.916994865604651	0.866653247086663	0.744709263143778	0.88683818872006	0.833310050211497	0.899038354548988	0.832918129421234	0.854372716687222	0.737663522141017	0.849170337035261	0.913018730476544	0.913435254175782	0.545291117315211	0.505529812699768	0.8633940933754	0.874590986274328
F2R	0.872623481838657	0.942180712816675	0.916445994319499	0.854738755720229	0.870398494576946	0.889433649615777	0.964586584918607	0.979900364553002	0.873745637661237	0.871296663067197	0.903222622900168	0.84972328409682	0.885553087553939	0.888512288773338	0.958563406219019	0.989575675133206	0.884097178250208	0.914779716900104	0.970394546410733	0.905608322753795	0.943102171393964	0.865286295148622	0.946714191622685	0.978782631900228	0.92508829047062	0.906500568142251	0.935769838488343	0.796079132110611	0.983204556395651	0.979278533419637	0.890572761885261	0.901587106072346	0.977362569913511	0.920296610130444	0.992897222673796	0.857704377366704	0.868020566073041	0.988719912097488	0.951806787525446	0.901405517591353	0.79137966191704	0.950632601975193	0.984750522419305	0.939359868716738	0.825637901658505	0.972243829008413	0.990708729596388	0.976396584872303	0.979266556008674	0.923778644392503	0.971679414117394	0.984069721364997	0.916241844963283	0.985440425463771	0.987842254864555	0.957864845802012	0.967290900012025	0.85471941755574	0.959575135081469	0.951534849658918	0.961131500137998	0.94353173284014	1	0.964470921940633	0.908032444312206	0.975580261780354	0.903836701607427	0.9643857260016	0.930567324878459	0.916980763147547	0.916668311774186	0.885578920395044	0.963287465949353	0.966158094735714	0.93912034759443	0.843022543084056	0.956850865913717	0.946396393173018	0.824756370083995	0.976869423506942	0.903946997775726	0.98041471110557	0.918328161653149	0.968416429226109	0.987327586311009	0.939895328670973	0.422347156298885	0.953072288909727	0.953898834369875	0.703943878987902	0.944814976709274	0.877643860321451	0.838032216736757	0.985380800393039	0.848528161505977	0.840017681286857	0.989449524392196	0.968654657069008	0.863432433657975	0.971057292486422	0.914091674498753	0.975246543700935	0.900413344803609	0.941071129024405	0.861397400629362	0.954680685524983	0.986079780823018	0.976901924540613	0.659441255864808	0.632335608955995	0.960440919442182	0.957985092117773
NCSTN	0.90287571389177	0.941377251743879	0.966889768372111	0.893964409642977	0.904334584136825	0.916695795870602	0.928728699049307	0.98725995360353	0.884876735237119	0.889483772542044	0.921708441631251	0.873117189915791	0.899777211832254	0.887864670253127	0.929852145228146	0.96743383485198	0.944996221624647	0.960942515013403	0.960437251358711	0.828889742419007	0.942981055371828	0.873141011732146	0.951677409182542	0.973214357960211	0.929996909573452	0.816989619959342	0.915397382288657	0.759339883354653	0.950246792700312	0.912539019527885	0.903085153989194	0.889926905342529	0.99026020193839	0.935995764602457	0.963288769608977	0.865659660004052	0.90543630648239	0.938977446689582	0.957408784743435	0.860774509867403	0.867081096992875	0.949188782216846	0.94917677912463	0.933739241363929	0.912467762536193	0.978470003463691	0.966582321036933	0.951690489219331	0.972506646875617	0.900022713950031	0.954892143556317	0.980201406611426	0.938015010923968	0.963913768985236	0.984659201848161	0.969903282754207	0.963315632779703	0.879564628775761	0.969536048061548	0.968785635147986	0.927753995634398	0.849764222770536	0.964470921940633	1	0.900165922615095	0.970008150881804	0.935717766047163	0.959209140793332	0.917748917921668	0.936993721591304	0.896750778412898	0.861165948461234	0.936994017866033	0.989885112140065	0.97248399045586	0.894245041010603	0.937811775935855	0.936232302024368	0.896327294681369	0.962604216534533	0.906739496822489	0.979916577425264	0.974894512200473	0.960114448319741	0.974122169541304	0.920659431757722	0.554807319435817	0.960403478119828	0.964076806485506	0.819352984061048	0.983635003536224	0.907521497764981	0.864058563398356	0.963614891127882	0.874008559955972	0.798127496373765	0.978454357542929	0.984252860126959	0.931426881891788	0.977214891954576	0.91561028233571	0.965473013352757	0.893834038812961	0.972696364496858	0.876630110484597	0.982921899233778	0.982753621226965	0.957727298298513	0.747303264487929	0.726979616340853	0.994577725657121	0.952236721083404
ANTXR1	0.985076875525204	0.986620132275833	0.923575267909224	0.969278826904432	0.966280032011064	0.987637117115385	0.974362735559935	0.910450219289435	0.964682740041932	0.963643533812793	0.98705927019129	0.97934580753325	0.972958197294068	0.992056484617398	0.951932929970003	0.91338338785725	0.919815652056821	0.828649265935491	0.969343985091673	0.683823758847132	0.867820543312763	0.987382768520393	0.98360495627604	0.942540927039043	0.990167674131138	0.895269964930063	0.983075911490278	0.926140113540325	0.958629093128345	0.88855567925573	0.97548643705452	0.993575751128116	0.908823844987976	0.989666073099285	0.931762233708386	0.991384796526941	0.703098640865433	0.85845493802364	0.981546228161758	0.984091766161324	0.896909189339708	0.842591140004429	0.854211074902954	0.990109466832331	0.92287311897953	0.881735640998255	0.941264683202446	0.903873916934191	0.951511260126296	0.925832652560168	0.973039893672624	0.940741471883817	0.985954360986411	0.890539118294918	0.915705389800135	0.906729451613293	0.968264501475403	0.681195846103077	0.949601882232581	0.804768336558526	0.978512392631497	0.843905195000604	0.908032444312206	0.900165922615095	1	0.866430104929973	0.977828846059537	0.980895884417981	0.91162434889539	0.870306427374482	0.992853958328094	0.976373590749703	0.982969157644388	0.896995549334398	0.96332755556658	0.964603089324065	0.824222039509865	0.985126348379122	0.929801115507363	0.873096312913935	0.988391485021271	0.876552901248509	0.894377221192483	0.963884125936098	0.887878598925865	0.813225838932851	0.366347717080586	0.881730294554281	0.97589264008014	0.654537285092869	0.941192942866258	0.6974574337251	0.7217806120556	0.93385399131415	0.969670507542488	0.757987184587844	0.906109548753697	0.940026302914674	0.925490879685096	0.866021489629808	0.713635704587769	0.962749038105201	0.99862639881345	0.923536335376802	0.710824090575073	0.942619853675824	0.891681560059589	0.968084503756329	0.576398769097483	0.601517107468172	0.914620654836044	0.941831098547248
TRAF2	0.845760333323521	0.917532629195945	0.917597638579784	0.83075794139849	0.851111794728585	0.867530220169155	0.929064080040241	0.989492037360277	0.843591445625143	0.847062965663928	0.874955803891757	0.820443252370834	0.863392995340828	0.858706128996961	0.947719660323265	0.980199235921127	0.879781641226156	0.935884476348576	0.952661186599874	0.881656777800296	0.963229871807215	0.832726826759266	0.921105379144044	0.963925301675034	0.894226172901425	0.842748559881946	0.899107891074858	0.749683583734667	0.951072509885155	0.947745101658565	0.863026351934026	0.851102694610657	0.987278728239212	0.895951263296539	0.97292552169784	0.820721255494232	0.935763828659223	0.966913531844354	0.935624120445265	0.852698146026568	0.774218491165883	0.948664319804798	0.979778988674785	0.912553241734607	0.828294549317985	0.977426263998266	0.972099832374676	0.962644811043902	0.962308376875231	0.907129664810198	0.947128068718921	0.979499649435334	0.893316711108949	0.978148386820733	0.987294423232385	0.952749317067268	0.950847259978942	0.901277154365297	0.94518079989068	0.94991885969503	0.92909562099429	0.898479726396771	0.975580261780354	0.970008150881804	0.866430104929973	1	0.890992060408675	0.937256490047242	0.931387499994689	0.949290191701294	0.887180134996475	0.842341636694372	0.927935382065622	0.987424642007728	0.926109705591925	0.812087619625354	0.977278370418401	0.91387705308526	0.804626921263912	0.966105609708087	0.887942250816898	0.993932842614963	0.926692908796279	0.952538516479575	0.990708700724726	0.969717355930986	0.545408791466413	0.968101933635125	0.94477944512424	0.761790158447042	0.940078479119548	0.940149200402944	0.900499357524342	0.975540417758761	0.815605416856227	0.867142736849757	0.990158395830908	0.961120287610042	0.846765169683082	0.99022109893465	0.958784089259505	0.960912077713185	0.859434297449011	0.961224263992225	0.915100104287935	0.942663443834765	0.989457843336268	0.954412507360899	0.755303117493907	0.71727889150244	0.970320957970108	0.947246976046868
TMEM67	0.989266866047639	0.982721361302959	0.967401593137144	0.979152925705046	0.975060281272682	0.993996690802395	0.951796361485448	0.933132694741208	0.961648828078532	0.965340080353633	0.98796006084606	0.9804084629217	0.973545310639359	0.979583213567883	0.943343121904561	0.915618420375409	0.957226892722965	0.893699971980082	0.966859388607457	0.674104926627109	0.889922453461803	0.97849130513879	0.982312945825285	0.947668317246869	0.984595895611705	0.835821894713941	0.962659143777697	0.87134335763792	0.943719736739927	0.861601201017102	0.970018212717464	0.96604315922889	0.932517095563915	0.992718498353318	0.924769188357656	0.975158310755184	0.759498693318361	0.850137452090964	0.982714871871989	0.944803699820822	0.93256565090567	0.867430383378615	0.858718412548832	0.982814802644943	0.966283317330252	0.914463401199311	0.935310004634121	0.906615530517853	0.953857374703043	0.918175541540469	0.964329089849203	0.954672623673627	0.993652688042318	0.899797342400176	0.9307253165286	0.933936303058474	0.970243563005995	0.741684048620198	0.960058085388794	0.84077486079706	0.954242330175188	0.799773389899269	0.903836701607427	0.935717766047163	0.977828846059537	0.890992060408675	1	0.9774449248057	0.926185186124562	0.894104707947295	0.971416811521193	0.945652044423163	0.965304696984535	0.932231317678415	0.984013315680634	0.979966043008713	0.849278237687908	0.972640963451829	0.963904719842745	0.88827733045763	0.98348461840956	0.897172596542063	0.945712072424508	0.962282865004904	0.901807281332466	0.830760769734895	0.472364113101608	0.901672793392339	0.983942437944186	0.748641801160541	0.970887062586288	0.751129700221794	0.761700050338395	0.930116612197712	0.96642986359504	0.747317398173567	0.918664644604978	0.964061410059501	0.960239661701973	0.900730914892081	0.757817769698131	0.962718778804503	0.978933928306988	0.955383930834974	0.756466953460553	0.966763719108286	0.910640752152283	0.961666085843231	0.654149798608516	0.670586495495727	0.948015987253072	0.944592783549217
EPHA4	0.964750179410228	0.995699507092826	0.953508558435531	0.949698398005251	0.956856078059376	0.974465366036466	0.987658232117115	0.96790228847212	0.95058590292964	0.948389086429556	0.979692912946458	0.948651126587719	0.963546977915799	0.970852555809181	0.975345688533288	0.970227047936099	0.93793553169663	0.902895946678241	0.993541873863544	0.785340715040078	0.926496845955988	0.957902098103309	0.993369656223836	0.985024484427492	0.985148562052984	0.901588914937394	0.983307768948485	0.881114342971539	0.98762948017581	0.938562176268658	0.966492909230243	0.97161585955302	0.964279284877839	0.989718602121605	0.975184381741718	0.958204122266869	0.801121002691864	0.927242708310592	0.995324246136214	0.961514950610188	0.887310562837419	0.914264492217805	0.930065705811629	0.991646934017909	0.920550731630577	0.94433307481952	0.981543207933661	0.958432570947678	0.98663431101414	0.943776298908434	0.994176634292524	0.984487343686081	0.987246611433378	0.951857266965262	0.971960438491435	0.962019191993358	0.992077489647647	0.787349805016326	0.978074349776359	0.893665937187578	0.985941605113499	0.881246226312456	0.9643857260016	0.959209140793332	0.980895884417981	0.937256490047242	0.9774449248057	1	0.948978957816643	0.91591402077567	0.978295470993767	0.953663829181295	0.992917119758866	0.955350574528719	0.985377918374338	0.941996745198115	0.904554817003114	0.985906578619181	0.92204946325649	0.942331620436443	0.976315687510025	0.944499967146339	0.939025103948063	0.989767334830793	0.953926501277719	0.886230949504661	0.418016619807901	0.931513023696109	0.992315033175628	0.708160046712041	0.972115919894656	0.800840301440969	0.792224785726433	0.973742130942492	0.943910874154312	0.80238402976541	0.966314186756031	0.98083239655372	0.936678489337015	0.936666715010551	0.824663719733427	0.989045661438088	0.977802243670414	0.963158659326266	0.798604239488345	0.979554328445355	0.957473287046063	0.993116546127503	0.638759180380743	0.639247732529184	0.964261871470307	0.968904931891515
ATP1A3	0.903114372510036	0.951730816183958	0.902203435034197	0.908916732449609	0.935382958030304	0.917728793380049	0.926951697792543	0.94613786660477	0.940728007705522	0.934427306407163	0.93671360937155	0.887622430685113	0.948121210712987	0.930751410449646	0.936639752237278	0.940965336798734	0.896091767646605	0.906726646239467	0.938227603586939	0.771038665123274	0.961315572494687	0.912974073519293	0.91421950534016	0.930198489289375	0.934647168856256	0.813708808817881	0.900687826505919	0.77002687231747	0.938456205715497	0.916531199835704	0.9480388881482	0.884707733235711	0.942296559706513	0.929382409042552	0.927630606431886	0.881686397770731	0.803401947800706	0.889185407612983	0.948315167811241	0.888995457539011	0.845055595413537	0.927218804757425	0.901470038322414	0.946207353264511	0.845070897664674	0.931012940495789	0.933324947430799	0.958095427192781	0.920188134435105	0.969924741211349	0.936557064660801	0.960744062504523	0.930743779904817	0.944656470746383	0.942865808557918	0.923867558676251	0.936913749611318	0.811208843899065	0.898865519519926	0.842413081133574	0.938287172727323	0.86383285800078	0.930567324878459	0.917748917921668	0.91162434889539	0.931387499994689	0.926185186124562	0.948978957816643	1	0.885028526792431	0.918859047739123	0.854242748477113	0.931767158094677	0.922229562461718	0.931904422844631	0.846020380452654	0.925509528893215	0.915290803807699	0.87102490585244	0.942367422342066	0.938803207928287	0.924219959589377	0.906809612705502	0.927105848032456	0.930362992432189	0.870669779970823	0.428223511498152	0.88065224166907	0.950037261716884	0.688724240913315	0.92887357197818	0.798843870441574	0.765716886612745	0.933180408407805	0.908752726810954	0.784151050486449	0.941093765384841	0.937166014754007	0.888700905879846	0.938071449030234	0.821561615898085	0.941114805355936	0.910041484819903	0.959635813904815	0.768108099284819	0.912262644236312	0.936192467756405	0.951773580897259	0.643902205240459	0.613654466845516	0.9305265980674	0.891926461923006
SORL1	0.85726345256544	0.904068707124529	0.884426754508679	0.834310219653851	0.840086252206211	0.871898372872275	0.919175134000019	0.939481361732863	0.828491526488492	0.846093596496489	0.875348134974199	0.828160730688961	0.84845581715836	0.865864081647569	0.922661803559211	0.936610635855635	0.835445584189614	0.850527559164219	0.940549267764045	0.743763681776403	0.896103836527287	0.850415103917396	0.916459153127966	0.923927933274835	0.888803228338049	0.793201292205614	0.909105875530481	0.81352976924754	0.925218220344425	0.866605725626716	0.846804883311108	0.87687169311845	0.951264348133613	0.894405875755754	0.929636674060635	0.853335303354253	0.91791090220107	0.897832128773864	0.915739382413565	0.872110038819859	0.739599425533767	0.855563701002058	0.901333335931426	0.895805632097619	0.832836299915913	0.901378731473101	0.936294986968199	0.878707158533327	0.925392053886472	0.85014743219587	0.935413659971081	0.939206098147676	0.89227302825785	0.899315592733017	0.948305227654815	0.921845990726568	0.935875051485039	0.777129139240911	0.94046595110899	0.880594324531137	0.923744668908203	0.818300423319649	0.916980763147547	0.936993721591304	0.870306427374482	0.949290191701294	0.894104707947295	0.91591402077567	0.885028526792431	1	0.893886162387446	0.876410743204484	0.915994777793825	0.96360479834005	0.902472224044198	0.8383135396809	0.880009426551137	0.92232012529977	0.8115126793466	0.883881041329619	0.894888104449284	0.9532374685963	0.919330093285395	0.951168971935257	0.943912961577626	0.940185383834318	0.674106185454953	0.982521809543949	0.937471210066949	0.804633391153085	0.916653009905892	0.909395341724896	0.940800031382544	0.949052072489366	0.814133344320339	0.85489970430719	0.943374359839513	0.937789487739718	0.822768935037781	0.954277606737676	0.876223431003461	0.951713130470291	0.874617781793511	0.922540562310406	0.868139449011686	0.915350163688611	0.927610230784197	0.924074774206612	0.849213921794997	0.848793834403543	0.945236796505305	0.956718950755583
