""	CD74	TLR2	SORL1	ITGB1	ENG	TLR1	APLP2	SDC2	CD163	LAMP1	ACTR2	TLR4	HAVCR2	SIRPA	CXCR4	KCNQ1	ADRB2	PLXNB2	TREM2	TSPAN15	KCNQ3	ITGAV	VSIR	PLAUR	CMKLR1	PLXDC2	ADCY7	MERTK	FPR1	LRP1	AXL	ITGAM	GPNMB	CD63	STAB1	CD33	PDE1B	LRP10	CD93	CD46	ADORA3	TLR7	TREM1	CSF2RA	C5AR1	CSF3R	RHBDF2	RXRA	NRP1	CCRL2	NRP2	PLXNA1	ITGA6	IGF2R	ITGA5	ST14	TNFRSF21	ITGB5	STX4	NCSTN	TNFRSF14	NCL	ABCA1	SELL	IL6R	PILRA	FPR3	NOTCH2	CD81	PECAM1	AMFR	P2RY12	PTPRC	SDC3	TSPAN14	UNC5B	BMPR2	HFE	LILRB3	ASGR1	LILRB2	CD40	PLXNA3	ERAP1	LILRB1	MILR1	SCARB1	STX3	PLD2	EPOR	EPHB6	ACVR1B	LRP8	INSR	CD226	IL17RC	DIP2A	CD47	CADM1	EPHB2	RPSA	TLR6	PLD1	CD69	NECTIN2	PTPRA	TRADD	APP	JMJD6	SORT1	NOTCH1	FAS	MCFD2	JAML	ITGA4	CD44	RYR1	ATP5F1B	SLC16A1	RACK1	LILRA4	SMAP1	CD99L2	DAG1	TNFRSF1B	PTGER4	TSPAN17	CLEC2D	TNFRSF1A	DDR1	TFRC	ITGAL	EDNRB	CANX	PTPRZ1	PILRB	LPP	TNFRSF12A	CD4	C1QBP
PDE1B	0.311471010001573	0.40787859637364	0.528694448590382	0.576836737092715	0.582826424681651	0.500467725994995	0.470399606014545	0.507191476413779	0.564586795072698	0.434896759906207	0.506369261574832	0.446130287433849	0.544730770433442	0.48771477129058	-0.110335802411947	0.554080178594545	0.214453853715376	0.561583182343418	0.542127454580857	0.378957760027425	0.526673371384328	0.522195603342784	-0.0594714777666493	0.302919030337287	0.359185749654109	0.576791664253641	0.545908342286309	0.4760410425503	0.40951768082715	0.480188704516257	0.467858502703247	0.619427206016928	0.245171678499935	0.469576581648358	0.597374085641078	0.576297108526019	1	0.487826701518849	0.205063787287378	0.444822011318547	0.514842949971428	0.521136671877173	0.409292516573279	0.516302959282442	0.44603385800254	0.411094865748213	0.458361232072811	0.576320926272803	0.692137779998156	0.385004604078439	0.510156491964403	0.500183404637192	0.560045723419774	0.388697419650472	0.38486808216737	0.395690481993766	0.182592970536045	0.48894318741256	0.476219912842126	0.527157039794146	0.384459780420607	0.468127095986033	0.42204835624622	0.274461021999827	0.548530880970418	0.420629086953478	0.38175648072287	0.435853867946329	0.491233541322338	0.220168199801706	0.409515169491988	0.291117540433152	0.528172964735354	0.319144867305741	0.53709497606174	0.487901230912392	0.578102400450844	0.15398710937809	-0.0297602088029786	0.0274499277762898	0.0269970928673843	0.49726923753374	0.50580446600823	0.447704848004048	0.390747867348253	0.491915249814933	0.392770445087204	0.430782649361378	0.505346934410896	0.273040030290166	0.521414835946143	0.404880442415735	0.349862477031404	-0.0427646122495895	0.381929710944103	0.344323780255188	0.497327210187079	0.388629101580424	0.368052827203958	0.38364676496755	0.469762765272428	0.57273784218718	0.352635510128953	0.112391099756765	0.494545067286666	0.494481919679871	0.438160166920676	0.246626308247514	0.289951229808345	0.470032395353648	0.433084779746513	0.519989048135691	0.513961389364205	-0.232281889431356	-0.0759318321550638	0.0533319689214598	0.122623790934204	0.479253353754536	0.570367798811948	0.422443859794074	0.319640605612511	0.388236878937905	0.302960262560279	0.322222246804137	0.376670601060706	0.298661038307101	0.392653500970294	0.332717866883528	0.521546949655615	0.142210368383326	0.487268293119218	0.456895060215356	0.243285039606513	0.585055773180419	0.070206394118901	0.128704737493937	0.567629952663411	0.541300955743278	0.509646351950045	0.462978098561931
LRP10	0.80109730247991	0.787367289209058	0.648464038282284	0.881464743010607	0.719954342081893	0.660529765031499	0.954548062352439	0.659463712328469	0.877478446515249	0.887673650083675	0.949813011364746	0.799264961206829	0.833871682852716	0.947090381901709	0.371640985891889	0.555660803702985	0.443332961839263	0.73454934691828	0.835457987406979	0.492635598327278	0.628157637139159	0.647904402842812	-0.200629658005446	0.837108416788411	0.781938878248789	0.91206006614181	0.888816022392889	0.851823757069035	0.569241089403432	0.948950871277406	0.855986401271844	0.800600339621387	0.725922564477403	0.933959336595539	0.883309009803947	0.854151712100343	0.487826701518849	1	0.139987361504404	0.906173495452728	0.925491007581311	0.862713108926302	0.614525487108052	0.749692066562954	0.909908443626912	0.834133500119312	0.579524403662631	0.906613779373152	0.816769302754814	0.901707483823351	0.902667541757391	0.899373434542348	0.858314316986244	0.898433573599779	0.872750730339961	0.847458407306153	0.747880708963903	0.882254122968427	0.911745351901647	0.920761786088747	0.751238830295245	0.904171471922458	0.844105910610563	0.571454317370628	0.900373253029738	0.817802695120651	0.780184884248828	0.814261587276117	0.933971251187556	0.73372695386501	0.776004466377656	0.251045415988799	0.849514282437899	0.756390898751604	0.913397158867436	0.548574968377556	0.825200877013094	0.77523571188881	0.475736719818889	0.497045868380758	0.394333201603184	0.742714366625434	0.885689696343125	0.893939837164275	0.728846546265205	0.83413030989572	0.87215526516064	0.879563053428475	0.754223060831851	0.651698094481436	0.795571825095776	0.846095158457757	0.563571941430411	0.0832097940725509	0.444861983061759	0.834355321902559	0.710647799240513	0.936396852405809	0.878333705225329	0.892774190900347	0.91788865932774	0.728169966374894	0.868728598540919	0.068832964791426	0.774538593164485	0.789618613530725	0.897713903823171	0.630393134331917	0.584034668746068	0.824989802604087	0.746718955834394	0.557422241821099	0.937363183766042	0.250602566156975	0.268256776741688	0.530004612438495	0.0641714179023178	0.955182864315429	0.784722014034657	0.912626391343094	0.804392130522624	0.89250512467431	0.745226022036779	0.499690536376865	0.736536282707869	0.84095235474601	0.843804244249863	0.445167704664247	0.888917450310326	0.367464046828384	0.903210032923637	0.689256106879075	0.68225328846847	0.94621546637291	0.23476610288363	0.599265789407335	0.890294473115221	0.727493501413187	0.904435160710007	0.933313428092783
CD93	-0.0351110202428341	0.386792222804091	0.389916071747005	0.274154340368497	0.439848874016021	0.317853794281599	0.0988366776114958	0.398364806780236	0.302818560916925	-0.118520218292556	0.135165907844835	-0.14800836520064	0.34389463240428	0.140268621059789	-0.0441563569908471	0.471457599045282	0.299184185359672	0.270069896922801	0.288178744963391	0.493587242370702	0.35902585191745	0.380858184182767	0.430225515983042	-0.0852244026751833	-0.0168689254093706	0.216808897184627	0.196092766341697	0.0165661175740128	0.459991710894744	0.0564355916240049	-0.0975518638602407	0.416236634259578	-0.255596171769634	0.0395257358674147	0.143973258481743	0.238649180088163	0.205063787287378	0.139987361504404	1	-0.0148162059635613	0.088292939592956	0.161529688211447	0.589898435259065	0.23907309133125	0.0166854370523981	0.295210759618884	0.404713768595512	0.162452466946336	0.183450816885912	0.199881507406774	0.175440525184895	0.0113251569883496	0.24013880446321	-0.0265000123780023	0.246328691497155	-0.0182938242696898	-0.241576806222214	0.0796817425970348	0.111172269049296	0.0884497129134069	-0.171352786020949	0.122409644920363	-0.153891808708998	0.211626398562481	0.262553187268975	0.278075799460138	-0.117887613500442	-0.150658645022429	0.0816285724170044	-0.164085118907416	-0.22155764525745	0.462319407303734	0.368135269774608	-0.226906389237395	0.188679030001273	0.479520931921244	0.227545355769636	0.101527337561765	-0.0837689056946604	-0.265010616731732	-0.16645188769602	0.224008155859913	0.0975007802125141	0.107294062042795	0.313970341461333	0.0748929153889441	-0.133245805507581	0.0184901226500064	0.340768116611809	0.0510328167628121	0.15739559255223	0.269563934098568	0.517583188613371	-0.0741657450171582	0.433828077764854	0.0226389017927641	0.203848026188418	0.106660410061461	-0.149604546888385	-0.070262596987594	0.20187899204857	0.395989218281053	0.255091882202842	0.459501792549811	0.303346503639384	0.108341151273876	0.146447776310749	-0.0311114689473432	0.364393649473646	0.234815254503033	-0.0538732236140023	0.471079533291273	0.174177039459404	-0.0562254169058768	-0.208362744501312	-0.179955106231879	0.560040431150591	0.152992314623143	0.159495764656281	0.141952590698561	-0.176096770254594	-0.0290802457400394	0.0157120906354506	0.08805667926078	0.205308760788001	-0.0147997165542912	-0.03360443835033	0.258166910402539	0.204469882535807	-0.0926241697053969	0.137447238034545	0.463389094837332	-0.0821194752393069	0.0504603739250191	-0.107920908588917	0.138489502230298	0.220697906112115	0.370156666254962	0.316577677941578	0.0919684753069014
CD46	0.900978282674522	0.697465146241048	0.518485739278385	0.815305056498829	0.600442207156987	0.574575761662134	0.92955982828928	0.562996860358406	0.803038325421941	0.936978105832408	0.935956431450845	0.8836937025717	0.729068352987629	0.885680363560302	0.518383043622547	0.399616478729307	0.351124138590204	0.601123207043608	0.756025236323764	0.334080025446378	0.488080099516991	0.493336234455576	-0.290079165768254	0.876224196914744	0.777087926882206	0.86971796334954	0.848898088999506	0.919812606352411	0.378010534617888	0.94246830174843	0.900571506310194	0.702082263329845	0.842590026707505	0.928405248754859	0.858433540541638	0.780133776349059	0.444822011318547	0.906173495452728	-0.0148162059635613	1	0.931620881849308	0.840185079891403	0.471516838265425	0.733392359027932	0.92573309768209	0.797666592340813	0.442568627707016	0.845237229471435	0.787536785939385	0.828010684351662	0.887624319992277	0.899003667874601	0.741354765925799	0.915555207298674	0.791254342115187	0.894539449970261	0.857013330928914	0.817468674744891	0.903632434092635	0.910307976739721	0.863974659835065	0.870718005596214	0.892636157193296	0.575346553911063	0.785642194376071	0.744008119111547	0.913698463982163	0.891338514490365	0.931333744297021	0.806048291680204	0.83786257545334	0.0778408221852763	0.780962487832717	0.788281025868212	0.90754393182351	0.368733522294813	0.70995134649291	0.748126849902565	0.519535185574558	0.632987524680038	0.523181852738536	0.642222343374028	0.776244263379979	0.891608572401814	0.658936376863125	0.879766546593635	0.91220377297925	0.874784517474998	0.625882560807716	0.634810045925828	0.743946600199813	0.720937435182245	0.423458329874588	0.205381699892867	0.326528189815969	0.743695397741968	0.667536067149751	0.904160363607355	0.922480854920904	0.90409901651968	0.877880531038698	0.619719513053015	0.781126333067528	-0.0557391954546124	0.685200364811779	0.729209639086264	0.902399397656946	0.615768615859269	0.475169272187709	0.719624143578133	0.714380227653701	0.3973100176954	0.902908205850886	0.368679520732433	0.440802752507394	0.64322420204588	-0.0620285165248261	0.910465283190764	0.719799293142914	0.904949399244285	0.898766904381554	0.964238833962557	0.78842854260754	0.414623209353388	0.761863640471459	0.888180678751457	0.866728641363979	0.395427403185658	0.818877786145369	0.315027710731397	0.853427209591503	0.570809756567182	0.672917231094534	0.940111498820974	0.192603544250873	0.534377161481887	0.829292738472615	0.585341281855381	0.813531963976229	0.886102542295914
ADORA3	0.855767092796284	0.751024931211436	0.615032979643489	0.863421638093391	0.686675679041052	0.630668974478946	0.960125680719326	0.620172498664087	0.878773999193548	0.924346271403975	0.952838896685779	0.837286040580597	0.80078011632726	0.918403719673216	0.41143225042493	0.466836935255139	0.360204032174704	0.65723483263506	0.817276936052272	0.446307317487214	0.584237170333032	0.555529256188992	-0.237067754990018	0.89575067355863	0.802797862956996	0.910283919224834	0.905053181407589	0.89640410025971	0.505797239035442	0.951476919116815	0.899908920738653	0.779233815827773	0.796130647750499	0.944526389182591	0.895793395616794	0.836381075227203	0.514842949971428	0.925491007581311	0.088292939592956	0.931620881849308	1	0.919442274081517	0.5531631308875	0.738988742075754	0.921376777620439	0.790089558708607	0.510431725017181	0.902512728725452	0.807849056211498	0.872991806315787	0.891058766221717	0.90023784293344	0.784780913627929	0.940853331770806	0.87250159686615	0.905396991595078	0.791334977115813	0.900046892366058	0.90386515093091	0.906193729569942	0.79797822364763	0.841812331422731	0.874537932184947	0.60602237187971	0.867876691754033	0.838281526216443	0.853036400366475	0.821302166241446	0.948327588724767	0.774156138650097	0.808854005135147	0.200954767040581	0.82232063987653	0.719745801203969	0.921655858999529	0.481299403554604	0.739708704644418	0.795094375082378	0.495228342244894	0.559921233330224	0.471276396264285	0.757337858810033	0.839180031567744	0.869246583704789	0.705527617721598	0.887115435743009	0.900344932079265	0.872589801092312	0.710892722416922	0.634299629455229	0.754698669484894	0.769341381621774	0.472794085095157	0.130337481022509	0.348085480563627	0.781350851585373	0.656904710186301	0.896513507980895	0.868103075664553	0.856027720328109	0.903337475785407	0.695160686432611	0.850999569058782	0.016639481513917	0.686979682453864	0.674619818879328	0.926302327540038	0.486713312486626	0.56075613573257	0.736696505474305	0.639103797881545	0.510956404281981	0.899877072959209	0.292964712578068	0.337625892558275	0.530568681291738	0.00781311470320233	0.945603138548539	0.691498928866779	0.908737976359934	0.873370493516766	0.921528770604594	0.718082792627473	0.337097521995026	0.774420364984274	0.838756354127373	0.839443091583402	0.336997398397519	0.84907046804713	0.184365787659445	0.848180385808036	0.639410008661922	0.57943591420063	0.924303909371072	0.0454211106544812	0.501690937486601	0.864051017401746	0.626726925307896	0.908861157527833	0.897946881694341
TLR7	0.785227005736399	0.778490677803789	0.640703054670095	0.823092242368043	0.672487558039876	0.712011473768006	0.894823631955563	0.649072105030103	0.877981445580465	0.812484659891365	0.896808882530765	0.710030885646903	0.801506858896538	0.879448818225705	0.411424197213367	0.467466474316629	0.416034547239094	0.62876991826905	0.797296672208962	0.511975839027334	0.60321178005906	0.607780519728641	-0.105880105572211	0.768000918293191	0.753779949294372	0.883856457931254	0.877005381358918	0.860725750823263	0.551630114088644	0.862416428205292	0.86350795042365	0.774654590339797	0.658234992074571	0.831550496951071	0.879395718999235	0.834127383524005	0.521136671877173	0.862713108926302	0.161529688211447	0.840185079891403	0.919442274081517	1	0.528408979041087	0.752100775098913	0.824753248304133	0.735452738918591	0.57187698295092	0.856822635112503	0.820215514079967	0.82609458016363	0.858364315004643	0.7626739548853	0.812064005330095	0.853913083850979	0.786379555855516	0.814909282467904	0.668814017172689	0.901295211943652	0.889643997303583	0.827736323880565	0.707867754808565	0.810815071121285	0.8066898453594	0.51672394713931	0.85610030934535	0.84571134976481	0.72691806204238	0.689688453048523	0.863977423936744	0.684793328526133	0.752020723766697	0.278361221592704	0.816626593469752	0.638278811484249	0.901579972053821	0.569208108678143	0.710965910890798	0.690626640481952	0.378679215956397	0.429526318673628	0.463759259355447	0.698527393036707	0.79002095866171	0.796083757202518	0.715117917314019	0.796546817538697	0.823754251176469	0.801642309933746	0.764967815561188	0.675521999139078	0.712792960366906	0.717467056811104	0.496824477682865	0.14661056427143	0.366091759957307	0.714565952775236	0.655321855535195	0.847592131873986	0.76012999615165	0.766030175242947	0.836570341133962	0.674871209498243	0.854067986120483	0.119932281870253	0.638784977256992	0.657074298737233	0.826959708052189	0.426108336205634	0.626349422672645	0.714279357787692	0.605860717198438	0.529133506896947	0.8194363511287	0.119746136169946	0.277721992778189	0.402806578969258	0.115925650109032	0.888930989994255	0.63941891093701	0.835614897526418	0.720272194383729	0.828759610304326	0.566249898936392	0.303267260720095	0.774775336522009	0.735446499587109	0.760450419870212	0.351190158635487	0.819167920371226	0.131657544009325	0.807613862578484	0.65054062675569	0.50555495077293	0.84212445977214	0.00280064128503382	0.46812512378629	0.838384932505699	0.602984199167431	0.886273894939382	0.813880764645575
TREM1	0.28475242547509	0.790008297501607	0.847162324579664	0.831044276585087	0.904284335823873	0.72777655547055	0.603764203879743	0.769535964449173	0.774428341563936	0.353046424506821	0.635129733608442	0.271789873967705	0.862867193123539	0.679860284417489	-0.0455555120539253	0.850237833582508	0.547761190184935	0.792485018396785	0.845424073586101	0.793811634831674	0.844147356006927	0.84704588238191	0.191008724620347	0.315174040874879	0.34150705293681	0.754428404831677	0.679360431229094	0.460277844946052	0.845727886361701	0.602622888346433	0.300653270643388	0.857823510284751	0.0894807297008495	0.598090175232357	0.638410511841442	0.689535243878378	0.409292516573279	0.614525487108052	0.589898435259065	0.471516838265425	0.5531631308875	0.528408979041087	1	0.693203371406084	0.467110167563558	0.695540692773177	0.792514454105654	0.622961450186377	0.639125736224681	0.666151164388236	0.723306498657384	0.537860087128556	0.76099575697688	0.418834642752229	0.738648604800719	0.360054880546736	0.112409979619656	0.502314688797547	0.56647327319288	0.605207535250548	0.137955870444138	0.654549582576578	0.243086224283957	0.327984137650529	0.732509697014442	0.699571246751064	0.260289773365625	0.313386929302623	0.650475781150769	0.0726364800518284	0.166519512135974	0.701620963063197	0.804495554730768	0.149080018619949	0.618979571431891	0.811975501100164	0.699125378021238	0.506693707097937	-0.0425780866322522	-0.119430476344607	-0.226603201434023	0.714200248944627	0.632462638012612	0.496731003131409	0.656035184709399	0.589145568253311	0.316908700610858	0.41993561222717	0.762275306496828	0.502089729013774	0.591937941029977	0.738562489949317	0.89121595886496	-0.30288629559572	0.745927711648052	0.525548608908707	0.599810497545699	0.569268008807646	0.335898113867642	0.471308988111335	0.689964410991466	0.823345047613397	0.641033869896967	0.481639668587834	0.82837350573665	0.565203170205558	0.613943350949508	0.363798495754439	0.641354153449284	0.771505131250158	0.330162201272995	0.825972653541531	0.72931952805666	-0.183025046066489	-0.276151159916058	-0.0416705820747699	0.528022593675237	0.658584385265056	0.684915607420096	0.629409925545936	0.278739776636467	0.455828832186142	0.568208245651206	0.414099678507425	0.520905836691896	0.383973199321613	0.445547164495063	0.592835299214058	0.699624125756361	0.188651231970934	0.574325282135224	0.914737661651404	0.381600900952336	0.582922159325591	0.113083270447847	0.560903235140836	0.700483579852617	0.849315512342323	0.77924835835653	0.616788553790984
CSF2RA	0.654087091267204	0.882537296961387	0.845282296826546	0.82808324130679	0.787082095259551	0.811123962576956	0.727960928325228	0.772184802428888	0.838951405754048	0.60453688883935	0.821954143999537	0.54129481993007	0.871954053245611	0.771752214299703	0.42534102483568	0.74682532529321	0.721556673802157	0.77398189291204	0.875932377752259	0.698754975283789	0.791312149367503	0.813553493920322	0.272749149763644	0.476156742212662	0.61172788902005	0.875060888250658	0.850844429804422	0.802355066464872	0.770383960546447	0.733495164913456	0.650384967861572	0.840748127117672	0.359693596748971	0.756786497355628	0.805938631427255	0.831376678342921	0.516302959282442	0.749692066562954	0.23907309133125	0.733392359027932	0.738988742075754	0.752100775098913	0.693203371406084	1	0.675771519920193	0.869593837539031	0.788260607710672	0.765022811825343	0.779831372287625	0.732698270179733	0.773751772056484	0.652193387540704	0.796699189791636	0.584352682071488	0.732158860947161	0.531269719468596	0.409932258946938	0.693313069463416	0.801588175758211	0.742739646038383	0.482831024057214	0.873132332250908	0.511858641208939	0.534756536424657	0.717346758337541	0.838131597893907	0.537716302339291	0.55191812218708	0.833116407818479	0.373496624309903	0.509620572501772	0.578069171745408	0.891837415827502	0.397942316043548	0.779289776620844	0.735697414364023	0.751479208262584	0.51999389860406	0.158121746348008	0.123103657160396	0.156638570441605	0.786134580286503	0.702474644171791	0.661884573783622	0.767657171800483	0.766904182874535	0.577618006408502	0.629024143119279	0.798876769432753	0.697769940691858	0.691173053525172	0.718080555835615	0.675574133907253	0.0830680378834527	0.707742989194175	0.6473738802431	0.799753429772092	0.720388992652406	0.577332655650614	0.7048458296317	0.829246589901326	0.768315199792978	0.699062281624387	0.514830176782822	0.815621447220689	0.679995033664328	0.745861924051861	0.431810755981993	0.752495534644664	0.82494327191321	0.536405473172109	0.703142269155467	0.808161182262388	-0.126166666003698	-0.0228211196305482	0.0965887527652624	0.373409867558387	0.769350034493672	0.726248794818057	0.81780126154982	0.552687649839772	0.678845672487488	0.645929948181902	0.409212081421836	0.855712756185924	0.62867220133529	0.627858360726136	0.542399894640191	0.85651360443705	0.230749318677614	0.700081904049695	0.732539534304167	0.494550781562406	0.766348433000556	0.101476220372609	0.606177517513109	0.788546038855079	0.736609497115615	0.790164024408548	0.820514716577936
C5AR1	0.880596620757196	0.675744243499138	0.511179715731348	0.783949581920713	0.603897433926521	0.564092560663208	0.945629307691406	0.511575801809856	0.803171062786083	0.954467721215363	0.929638228826289	0.881108304238143	0.702289120166885	0.900809494604068	0.495913797624833	0.407916574736277	0.324970984255845	0.595953926430454	0.71709530026715	0.299006113306676	0.481802777354286	0.46616114735658	-0.299253535478485	0.921903126474144	0.84410436915481	0.856418226255272	0.831033643375928	0.903381463849041	0.395745392995298	0.933531258139694	0.903503782589129	0.684493816713196	0.850959182709978	0.921001915857602	0.843037261107227	0.745076888257	0.44603385800254	0.909908443626912	0.0166854370523981	0.92573309768209	0.921376777620439	0.824753248304133	0.467110167563558	0.675771519920193	1	0.799360896846002	0.42057593885342	0.865725414084032	0.742036612266689	0.882187725364869	0.824458631747542	0.916223086166195	0.721878632486482	0.937526274590891	0.823842266196938	0.909940368640869	0.855928908880914	0.846631811321758	0.878227665535327	0.915729786375954	0.846937330301755	0.83876994022367	0.903112591617982	0.583361928214223	0.825404430576594	0.747188434857984	0.88004713096464	0.836783231455743	0.900790104730186	0.855949795003324	0.832666636777796	0.066506929056338	0.770761254193119	0.774026535342238	0.886565674685682	0.394661957534004	0.746044379486167	0.803056929037911	0.656707033208406	0.688242107023641	0.499974805965969	0.672980641442144	0.81287318237357	0.906396931213841	0.680976617525608	0.859643351822454	0.922907087494321	0.929182434979783	0.638175707671766	0.540164902543497	0.757787782438943	0.771725521896653	0.395234076985431	0.190548419546678	0.305118715385685	0.774373022803195	0.655090792109272	0.892063968608297	0.903070859901495	0.865748468139648	0.853616452878658	0.625131638827311	0.791939076189696	-0.0433254235322205	0.650642023740425	0.666873796736022	0.86968492864208	0.554260387140717	0.458494094641373	0.699124503456492	0.710736146201758	0.418345331314797	0.880163936933152	0.429879083977117	0.44164825731048	0.63627756631883	-0.0970923065489604	0.889136992146458	0.670714431814067	0.867210859515223	0.876291694062636	0.902402786575322	0.732360375141251	0.366377754871894	0.75631957504773	0.917585595039738	0.802954666321727	0.312090667076635	0.776316563313714	0.259685686335693	0.863932065735037	0.55026556767607	0.602005104442542	0.920198266378287	0.130988052227331	0.521253152541563	0.822556396483979	0.566257137088367	0.819717113178174	0.876306614015741
CSF3R	0.740319657859705	0.851914568405763	0.758602293181562	0.812556055379036	0.750202477293668	0.705799358639711	0.800597829888402	0.671829576129218	0.824766740147039	0.711944600389352	0.865832330833175	0.682437958079882	0.847403491227356	0.819263322619619	0.505935821478148	0.674408213269532	0.680142545414899	0.71197141418226	0.834358888816437	0.606339983732648	0.695511380373228	0.719390884607435	0.179296169430865	0.621267653048569	0.758754009489162	0.869828239367185	0.822211439762898	0.830828600179222	0.702594012302946	0.804379178709677	0.689005891138629	0.792391123088405	0.506489085595638	0.81503355672523	0.818789409619511	0.818033395468247	0.411094865748213	0.834133500119312	0.295210759618884	0.797666592340813	0.790089558708607	0.735452738918591	0.695540692773177	0.869593837539031	0.799360896846002	1	0.716802093632034	0.796380113782964	0.740467982978207	0.853405989052699	0.782833701858691	0.748263966910419	0.75148654374749	0.68914197820633	0.796707607627258	0.681840575491534	0.567407510954455	0.744578893393409	0.823499717149013	0.790097387126502	0.561757529846624	0.876924606821601	0.585614102429648	0.649013093892141	0.774832721171581	0.831333287411415	0.653976975269537	0.668871958654705	0.859383887779434	0.542909801684463	0.568769902432034	0.475680698805325	0.889517374713199	0.476728416796462	0.828178371574588	0.624794929432958	0.741574720696189	0.705781543476836	0.408042045627363	0.31463475674823	0.198198621456824	0.746180265371281	0.736038278042242	0.779032605940772	0.802057174491919	0.823617359420633	0.704004824097161	0.723290560516403	0.721186334140615	0.665392714209038	0.753337983943414	0.795884795981953	0.647464428341969	0.0347687516199742	0.616343216161838	0.696051903389344	0.722250636081335	0.779709828388838	0.656482313683045	0.749698474403747	0.86567138261586	0.771573847984713	0.744275999535509	0.37073747262281	0.815101011588726	0.653382173164151	0.828771227930848	0.456878151835489	0.716603699705535	0.784129888518356	0.542274653440395	0.625852571800078	0.833929846177826	0.162993266478346	0.116133136849254	0.259843723982206	0.313622334119856	0.820049313753756	0.68364108419578	0.865794802097174	0.636599294623205	0.768102343090613	0.702717575255006	0.345663461046022	0.86962951561658	0.730956142833839	0.708416158304113	0.429850749821591	0.862538485238653	0.216943794112028	0.764066147605527	0.700131191710488	0.516678824779955	0.800399157481842	0.084600792363577	0.58668599222911	0.776454896383119	0.68061101427212	0.819036835367957	0.854403374855645
RHBDF2	0.266863102943388	0.8481377823474	0.931359589453576	0.752604329694818	0.832562512959131	0.831371468015704	0.522790459714013	0.736562848445657	0.726516083552231	0.301433493664288	0.586253478244245	0.250952244070768	0.848164293478804	0.641516994266278	0.0286812907051186	0.885068571506963	0.776862601348496	0.761741821150423	0.815925621920338	0.866620296169561	0.8985544279534	0.928791051009066	0.434059449340618	0.183916073808798	0.483318780930492	0.757164816482738	0.693599815201293	0.551510382770025	0.920505000753063	0.539643561904973	0.302552493319451	0.834661040986703	0.000300831279514488	0.510769370105093	0.677023294947481	0.729123805816229	0.458361232072811	0.579524403662631	0.404713768595512	0.442568627707016	0.510431725017181	0.57187698295092	0.792514454105654	0.788260607710672	0.42057593885342	0.716802093632034	1	0.598601644292356	0.700173209356344	0.618133227699938	0.631072911832054	0.431662706966895	0.773512406220835	0.310875964633478	0.613170912816395	0.249877416153391	0.0390423458698998	0.559619810601057	0.581099195360081	0.579350928895274	0.0744602102616251	0.695835884419013	0.201311951730844	0.224705259963718	0.679726008383816	0.692457234770217	0.209291710670985	0.271001019211626	0.606772472617368	0.0141934556280371	0.156095459775311	0.866344499631527	0.824514368978516	0.0929566503099546	0.626402992132699	0.907601623527994	0.717809777846689	0.391702944898978	-0.133580022667855	-0.269395628885235	-0.23981706191632	0.742306443683457	0.598588006870805	0.451799545534231	0.664522530395212	0.560310040811631	0.306467105179267	0.3659357726969	0.742533087161586	0.693598672008681	0.559757669511124	0.643748348746099	0.833469801884804	-0.231036361365734	0.805202188485154	0.496761482335879	0.700780128664354	0.48565368017147	0.258752091278405	0.476525270882586	0.617240024055027	0.809286136290644	0.586405788705459	0.647729689282015	0.791963221964941	0.561532557087269	0.536263614591117	0.299939026791905	0.796475411399849	0.777083284634705	0.354413697275715	0.766584965744274	0.669614700775406	-0.432833900989943	-0.438625960498748	-0.248037949464653	0.696988820938699	0.570383169319162	0.62319104515279	0.565813741347671	0.185805661211582	0.402820563225248	0.461053660122113	0.314602210157266	0.651731213226012	0.3059017332703	0.454764463879754	0.516681261239251	0.739768902699468	0.174314842831996	0.561823077339937	0.793003218932782	0.33535503719294	0.533083910197489	0.0736040059551998	0.515775481697055	0.66745199792922	0.743277261687179	0.729708706509907	0.584120269900275
