""	TREM2	ITGB2	ITGAM	TLR4	CD93	C3AR1	TLR1	C5AR1	PLXDC2	CD4	NRP1	PLAUR	CD33	CD68	TLR2	TNFRSF1B	ABCA1	TMIGD3	SORL1	TLR6	CD163	HLA.DPB1	LRP1	ITGAX	ITGA4	PTPRJ	ITGB1	LAIR1	ENG	HAVCR2	MERTK	FPR1	SORT1	IL6R	APLP2	ITGB5	CD44	CD74	SCARB1	PTPRC	TNFRSF1A	GPNMB	CD81	ADORA3	ITGAV	C5AR2	STAB1	TLR7	AXL	RHBDF2	LILRB2	CD46	UNC5B	ST14	ITGA9	ADCY7	PECAM1	C1QBP	CD47	LILRB1	CCR1	RIPK1	COLEC12	ADGRE2	KCNQ3	TSPAN14	MRC2	CAP1	SDC2	SCARF1	TSPAN15	KCNQ1	PTGER4	ITGA5	ITGA6	ASGR1	NOTCH2	FPR3	LPP	NOTCH1	P2RY12	TSPAN17	CD180	PLXNB2	CADM1	TNFRSF21	FZD2	SLC1A5	PLXND1	SEMA4C	VSIR	ALOX5	PDE1B	IGF2R	CANX	THBD	RYR1	PLD2	CCR5	INSR	CCR2	CLEC12A	SDC3	AMFR	SPN	TNFRSF11B	CXCR4	NCSTN	CD82	EDNRB	TFRC	SIGLEC1	IFNLR1	CD9	PILRA	TNFRSF10A	ATP5F1B	TNFRSF10D	JMJD6	TREM1	SIRPA	ACKR3	RXRA	FZD1	STX3	GPR84	RYK	SIGLEC10	SIGIRR	TRPM2	FZD5	ANTXR1	PLXNA1	KCNJ15	EPHB2	RACK1	KCNN4	CD63	ERAP1	LAMP1	PLXNA3	TNFRSF12A	CD69	NRP2	STX4	SMAP1	CD99L2	MCFD2	LRP10	TNFRSF14	TNFRSF10B	RPSA	SLC16A7	PTPRA	PILRB	ADGRE5	TRADD	CLEC2D	SLC16A1
ADORA3	0.960826878844354	0.942168667204301	0.930796598049121	0.872148222768165	0.922145353387425	0.964083528514189	0.92776029414886	0.777348312270902	0.942429001012404	0.946212997282779	0.75151193161332	0.79270002269373	0.895135923170856	0.874532642586914	0.865060488944651	0.887952031367297	0.512547600326737	0.923298298244871	0.893865852697092	0.894129700984918	0.935034151160477	0.872675423646563	0.860809440683124	0.470383527253022	0.86756605056638	0.933303264515912	0.895203743506053	0.935800796579871	0.884244669492734	0.931561582173146	0.893812742024166	0.917416963428735	0.826983019172912	0.853619008463147	0.878290726889367	0.833579796106965	0.665374379854651	0.96562640817592	0.698241904844032	0.895449707893913	0.890117442917264	0.269830875759726	0.922615467961871	1	0.940450829735666	0.185008223479039	0.937849108254373	0.928712187446824	0.896182195621435	0.963115743738578	0.860974769137218	0.803534780421433	0.92166851407033	0.874244660060138	0.872961251940764	0.940316885330355	0.752482156064523	0.590938127203966	0.743352162774604	0.923304262133895	0.822482846971857	0.750755611617068	0.476865667580805	0.895565425625586	0.843403329496224	0.92527212100103	0.735019171262808	0.892850300091345	0.142163909654074	0.811396490104618	0.901146293520642	0.933441509569732	0.823232540981691	0.823584890703605	0.522260609560958	0.783237093700192	0.791969956571936	0.946420208735987	0.785567914567194	0.681914492861902	0.80589735578883	0.849827517747579	0.581785187250167	0.926533278279508	0.794398564781568	0.664721663624298	0.829017138201713	0.747659776164448	0.916626408729389	0.854143642732747	0.906197843020011	0.907497000626281	0.853311092524268	0.744655901555093	0.883258011371675	0.718050419980575	0.759080920045441	0.783327365513775	0.800077524678578	0.344666407833023	0.585879455698155	0.654503237813288	0.702318986970469	0.835063385507929	0.708088490160904	0.669920160487171	0.818366474455099	0.783972085317313	0.618562950733104	0.501818284187313	0.485085864298655	0.769968053676507	0.857314702534272	0.68183087239044	0.826523361198181	0.792427130798053	0.843087374608242	0.764097094730647	0.701830534356825	0.619484107316555	0.931917919512674	0.707088931491256	0.80135300999582	0.745393847552042	0.732571318857487	0.794447642147752	0.63099236880784	0.910454106703888	0.821423796552177	0.908300593912879	0.654360530685445	0.561762647994292	0.836332945108818	0.53470088120687	0.861699208703357	0.781802127496554	0.684653300576728	0.841045755825576	0.882755304583809	0.899144942246655	0.381752052182965	0.439831745572601	0.651303214891424	0.515139103575196	0.761196544605656	0.80619560637007	0.791648060132676	0.741256294877256	0.872758689471352	0.550799686998663	0.583611782675681	0.690612333129212	0.553324239478904	0.723353496388047	0.523973062915802	0.578793531050054	0.761034544115986	0.592082158060115	0.0731235907225837
ITGAV	0.950634431865673	0.931671375846945	0.951896881782984	0.931266006931746	0.935563659538913	0.93837303406027	0.959292350516535	0.827149903563626	0.977092527134078	0.947921450635222	0.820596581981495	0.857990352093098	0.885470713226259	0.860504821122615	0.913829021174748	0.944559971757405	0.62138237111684	0.894614402686376	0.886180354151902	0.935203598765519	0.962779716299063	0.844338043986949	0.927458081472657	0.560577681825654	0.916637803345969	0.938908409570424	0.956285692093659	0.938997402310039	0.944155725164959	0.94198545060361	0.940814033520572	0.917970027851872	0.924828487733095	0.888675500203678	0.95162351450576	0.872185002435441	0.78420270440929	0.956254919240715	0.767828842291441	0.935560127351364	0.921457024466227	0.319015084474184	0.90898851218508	0.940450829735666	1	0.312990845292748	0.918128455111696	0.924188775422971	0.888978210120674	0.93799262396797	0.847774268100059	0.901561793684536	0.931028124646539	0.872879052080786	0.841918356431385	0.912403105213639	0.830833451579562	0.64355405426959	0.831570331790731	0.927460079764805	0.786779764469018	0.814326895629002	0.590270961407944	0.945794670497552	0.944169174901845	0.960121949543971	0.843920284887645	0.907901681835548	0.285576958253479	0.886877132984615	0.879638428217798	0.932798587097369	0.882835792429556	0.888750294458727	0.642138382728926	0.795748308366945	0.865572412914545	0.958526053852705	0.883621129707592	0.81406372997538	0.785180541173107	0.853528471408509	0.620419586052448	0.929890362632607	0.868808633647174	0.763671636667365	0.804799432117956	0.777017378867925	0.949204194338084	0.879101409984014	0.853550482979714	0.895495214404037	0.892090257488292	0.833571760242309	0.937539282380176	0.789267565731794	0.740412764470255	0.874538458518458	0.800353401479588	0.509925426774616	0.575114208016291	0.620486894130786	0.782942287649663	0.88483320174546	0.674278572193842	0.755279963745703	0.841878892469926	0.876257029015657	0.688538439676487	0.566547504164694	0.651718316208568	0.674067838076503	0.908468901183187	0.764923133455325	0.810024681965485	0.827466299420098	0.853670590266093	0.841508337777642	0.782732405872883	0.723764061957707	0.973130449333352	0.800499368110814	0.854468738882725	0.840773374651909	0.83443458065372	0.859530795919191	0.752142405621897	0.905235520794026	0.81047701603781	0.879624176529978	0.775150902817416	0.695893009236484	0.905761966713603	0.612350479163213	0.86429346385188	0.795557863648774	0.721959292280063	0.855088079499277	0.863363483422743	0.938164752423921	0.555501541450229	0.534420219545768	0.655741333598844	0.682029360183825	0.841354366305962	0.882029413058234	0.884412573331536	0.853055222404061	0.94384165341796	0.640367485468756	0.725082642446185	0.716768041641933	0.650347911614825	0.829139721338562	0.668713894626239	0.672179485641709	0.749530346593594	0.649507601497762	0.237411729433287
C5AR2	0.213261449137581	0.271654093298603	0.29268670485994	0.484890629612167	0.232852518219044	0.219319713552027	0.339836953550594	0.546973313566991	0.256845635885091	0.296657684504143	0.58324085839964	0.535103808658607	0.0902250021842719	0.442286034448277	0.561990685709493	0.472393219296775	0.832956837137653	0.224519077363794	0.115170356425353	0.410424842526993	0.409012002298568	0.0379893874922246	0.457677384352138	0.72055481003369	0.343872944379309	0.198936082912913	0.37197604970414	0.267506465292322	0.406945552081063	0.345327255372699	0.391385283939207	0.25869421135762	0.335983669049238	0.309050317483291	0.457969746001954	0.537974331518332	0.627954520853579	0.166644385960108	0.458902996402288	0.345790005041014	0.313097589335442	0.730131808241687	0.148850246061395	0.185008223479039	0.312990845292748	1	0.227617313401003	0.103256873226627	0.226763933985139	0.184402934780307	0.216693810130684	0.369376389902221	0.185968519872435	0.371086406182835	0.0816574433590399	0.11321947042432	0.23704810077451	0.10544428585974	0.351860288341363	0.229475279680108	0.317175759018171	0.368415722719637	0.657791245269561	0.399982436854895	0.454203616678259	0.311965312977577	0.229788420307099	0.218578103452217	0.648053391122885	0.332662329736944	0.177049547557654	0.177109549346795	0.340630606071233	0.382068516168618	0.251453931224062	0.115944322352112	0.413283425976376	0.287905270807258	0.50795029165604	0.360934083549198	0.00184935111452935	0.269786080506635	0.683355933787657	0.368997096201236	0.344516875094793	0.61753395714481	0.110354823772818	0.15734789622657	0.341321924165747	0.113734138623661	0.0722665803117171	0.109617375270193	0.363289512627659	0.630395367145241	0.428712764869385	0.416942025002445	0.177772550228375	0.472750835178352	0.159535924034053	0.285729092565983	-0.0944888240259482	-0.0883535525630555	0.478104361362358	0.295391478497473	0.144364235599528	0.151762085238094	0.359644049879117	0.33042089497008	0.653670939081963	0.492543809405465	0.522427243274698	0.243946494631829	0.225035012073702	0.424491735393841	0.253249697121878	0.274348321259707	0.183443438818053	0.380807434894326	0.382536037381895	0.693427719995806	0.372924536934086	0.51741124103067	0.547941149725901	0.348724032614621	0.576804296118907	0.284535064507977	0.321720457405963	0.0610542686380308	0.124299617002961	0.0825524924020227	0.300301185670449	0.30832293473862	0.415952863692694	0.467915054926162	0.352774825332408	0.120028425193708	0.160375685541799	0.332582617536418	0.187216469446037	0.455842008294174	0.68291652009262	0.161764922493597	0.0115733572744491	0.685608104075109	0.287096437398723	0.302113184336725	0.296278573933718	0.320276285520029	0.280646510792322	0.816425270002044	0.402163450417514	0.103531623018414	0.203773503262255	0.341228167782076	0.304545728234475	0.294821266906604	0.0494817196964494	0.277279172531587	0.226992025997438
STAB1	0.904725521277737	0.939491078865989	0.948150603066301	0.86676243178496	0.961808150337536	0.928322428652474	0.876943855283449	0.814252536510967	0.894794808886128	0.959467507802188	0.818059733099003	0.818446822673012	0.898631008347696	0.854847340879855	0.849451290844949	0.873403735930252	0.530041090704019	0.922444088628782	0.807711546567609	0.883954398380614	0.950253620932089	0.770637433108262	0.870039380003305	0.426446532121584	0.838627058556187	0.956117051427387	0.872743970571076	0.944305628464976	0.881955735919409	0.906494117341689	0.878125164165606	0.934738408130667	0.763948643595441	0.831672421712269	0.878565310622891	0.81630272748186	0.679567962265088	0.929757461973439	0.677854094678975	0.875262953751781	0.879795812207123	0.237259130599032	0.874976921726659	0.937849108254373	0.918128455111696	0.227617313401003	1	0.92336838927093	0.780666028678167	0.950922904680631	0.924788782971315	0.763913059761494	0.833078649374222	0.85691230476725	0.843714026259959	0.902189633454556	0.692583882729996	0.574295805016351	0.690167381480062	0.951166433476756	0.878246674477548	0.770318764311193	0.519773090896951	0.87155295538161	0.809934497431082	0.881624030829963	0.706768995532906	0.867910322246306	0.160503152228436	0.765397423084843	0.901485527533912	0.911282174111464	0.818159605181384	0.806590203925693	0.474731473084785	0.787612225873306	0.792879627481027	0.956953688288264	0.74152150032808	0.678693840321272	0.718106746449377	0.799451243015246	0.606544134854414	0.9284408889967	0.719202021184364	0.660790158067449	0.799972336940869	0.742728138168374	0.920879325670435	0.85894022678671	0.884922951954356	0.87863183006041	0.870140736248905	0.759210777728655	0.88638650857351	0.739967303508091	0.75118304843521	0.797619929873013	0.782440836465797	0.326175607766408	0.571941254153076	0.639335976452929	0.747127945935122	0.77075956456119	0.614770003713874	0.679050813920939	0.715546438778175	0.800072287902365	0.648167483632152	0.491928078562341	0.526981469295671	0.81225466222882	0.774107654125983	0.583501032658862	0.723791833862789	0.797748592859682	0.840633539152196	0.765482604343412	0.727496878122229	0.612384434462768	0.911042545613027	0.761090602033027	0.783665940836991	0.78086459535025	0.699699661036007	0.831476689414335	0.600792837899139	0.912910257441387	0.795812760512377	0.879519647440755	0.700182236924604	0.529143718882765	0.790201381400903	0.584922961343709	0.799833116664853	0.738898965930367	0.697198930051472	0.811238546738582	0.927747581568229	0.896645407182565	0.373162586774723	0.415625158713878	0.603138898294695	0.549203672005619	0.736644122739683	0.784278650885744	0.79161754916148	0.71881371155431	0.830335705035618	0.530928404329007	0.572146964341276	0.667364767426722	0.557388047470568	0.69890977694788	0.520432483710611	0.600773301816747	0.690738578592256	0.505952659606231	0.0790135025444161
TLR7	0.928244030951421	0.917474121407233	0.929672117963896	0.815510763654163	0.934840768166759	0.939811523190887	0.90910983501291	0.696581908012945	0.941284814366074	0.92788875786033	0.693020190889742	0.725495844708428	0.913587157990969	0.788354491635039	0.813509310171014	0.842595501879071	0.395478765446554	0.889376028328575	0.917507600820341	0.867578806671078	0.890940473603926	0.84921666393358	0.801013753523517	0.337784329283278	0.841596552159571	0.951430397629661	0.854297361821297	0.906493871027243	0.83184465556899	0.891968238800302	0.840352121069912	0.890099801608088	0.843980754074097	0.849901327424863	0.829040732454495	0.743003543034677	0.589444626376313	0.952171451463621	0.694633039426008	0.868301475626937	0.857380452920386	0.119524968071642	0.8982488565574	0.928712187446824	0.924188775422971	0.103256873226627	0.92336838927093	1	0.856098118549675	0.940377292367406	0.824814959275117	0.782530366939088	0.884721120262543	0.819347332635888	0.864547382301975	0.94160491325367	0.721534487097116	0.585747846638152	0.69784151305265	0.904227855992702	0.762238513106839	0.689880071662736	0.365409431962988	0.835075659749273	0.822260684658224	0.889743151485648	0.736053995558549	0.884067482037853	0.0239411599433832	0.823190614310787	0.882254476288713	0.947390707366589	0.783634136487236	0.788413523479851	0.492101550858795	0.773524406647822	0.739940643657757	0.924157774964722	0.752040425635099	0.648890308144912	0.838505079836783	0.770551225105736	0.503709115930543	0.880026114050431	0.729771237993327	0.594054935658238	0.809125659562176	0.762900917515176	0.89638236358017	0.882574959862702	0.89864019630516	0.922557480106947	0.812609245600008	0.6667998879119	0.848440753610477	0.651525551565693	0.771560904112937	0.760981652347308	0.79755722075569	0.332698211864132	0.665058940165697	0.667219517818997	0.624887556293322	0.82338284406263	0.67711293194434	0.664804713549366	0.762431645111419	0.791722043958504	0.498366281220011	0.385184555145699	0.434366717774797	0.687311151115632	0.824080883631526	0.606313155580788	0.771555008734807	0.760952451663973	0.833165363103225	0.75510342969014	0.679255959482807	0.526575168790267	0.893460390439921	0.657703455796413	0.752453367253778	0.737251925919745	0.651426151329753	0.782424536721317	0.603628386838802	0.93770538758057	0.799099555491033	0.92886354067113	0.627573696867403	0.536306214388324	0.765974050239454	0.513552599457417	0.796767527460669	0.76009134376225	0.688079515550287	0.764980883362853	0.870939223999633	0.835984607657865	0.266344195318302	0.407222166496747	0.641036045799049	0.43579006074826	0.718336300854268	0.764300121334222	0.777589296208081	0.705711786881043	0.835074907973995	0.445218039795838	0.558936489071364	0.678999209748037	0.55680090805159	0.671835385414759	0.49236893756855	0.56481199012902	0.728482144692216	0.543010234495436	0.0424919991777944
AXL	0.92930025538332	0.84569679388371	0.82472183472367	0.811225775495723	0.780267426253746	0.904563496829675	0.922743939423049	0.694353762741279	0.921629661569288	0.837179112367224	0.632718939994247	0.718301816876003	0.793097074065534	0.848039315992129	0.820878816318262	0.854219418138821	0.530475134507434	0.807362504936398	0.909858032178963	0.842117014216913	0.850887871123508	0.870185135543561	0.816721029884771	0.556000908446219	0.785646965547608	0.81860156740646	0.854729741923261	0.802669766061008	0.807752994612458	0.865207919415204	0.849129223047507	0.792042225226281	0.870537764463128	0.80872832588	0.817415214573738	0.804171211208975	0.615430856687996	0.901305508101529	0.72277546369308	0.823233025101392	0.816324028098186	0.372963060213315	0.886951124221177	0.896182195621435	0.888978210120674	0.226763933985139	0.780666028678167	0.856098118549675	1	0.884003599751664	0.675485097932344	0.818458202306705	0.931026128102326	0.791139664583125	0.82680105391999	0.877529545483258	0.809470938423401	0.519634866177512	0.782170109841382	0.789779077619032	0.664306038958805	0.638068833867366	0.429950379108594	0.832864611371523	0.822734252251168	0.899845591696987	0.714877748849338	0.805457716031145	0.197346390727904	0.793378975997557	0.782417646538161	0.856169016872393	0.710809200553931	0.764583603394914	0.582938792125845	0.657667232371993	0.77887848055328	0.852920456496575	0.829391020478932	0.646189251655072	0.830766556934295	0.779235803607003	0.517270847891164	0.836363256743009	0.84465430914082	0.619891848369065	0.706475483123058	0.669692859837464	0.825146877912998	0.737089302748957	0.833290068184084	0.826175668436477	0.746041492874821	0.706763810215649	0.825835998498978	0.599231830391743	0.670774621766076	0.776521046791374	0.717672068951144	0.408832892071401	0.512266387403794	0.577604950790184	0.650273865015001	0.891258209398506	0.681260763842779	0.560748146672713	0.870829878299733	0.738988861339148	0.565274622298223	0.534367601795741	0.439116137484754	0.612889884585057	0.849862781275359	0.793554026214416	0.885003100657536	0.664783412991899	0.742479563037001	0.662112604645791	0.598602443906846	0.579780976051861	0.872034509059561	0.615944352774713	0.789872179028934	0.642387334874805	0.737681916647628	0.626489397546808	0.636672895771587	0.797546899225193	0.756530846288427	0.826290072872369	0.543788274742994	0.593941075237888	0.816192178649485	0.389223610826775	0.871173670635521	0.728689326887137	0.56418260796296	0.808638423105719	0.740294789705191	0.839161073920204	0.433745064955609	0.423318925301049	0.533744513128808	0.504827717890773	0.688451450660164	0.763982206631112	0.749539801243566	0.731137179054304	0.840076111721236	0.592291488258556	0.590718351897839	0.612192344765726	0.458707789596663	0.696971691029739	0.486623420632319	0.449757603458589	0.741193653009953	0.634615381318497	0.0901958423019659
RHBDF2	0.962065917196173	0.959035015325772	0.950298906161993	0.856762251134725	0.926124540185932	0.973076396668293	0.920309230814245	0.791487554737515	0.947475801321293	0.951208102350028	0.72782617476044	0.811483781501395	0.922122271939591	0.880844715490435	0.861583274630468	0.886090696732463	0.50326864095052	0.933181636424317	0.903764498349706	0.890491922942088	0.93758018593781	0.880942480617443	0.868778389246363	0.461758329582403	0.862719888068922	0.934981381148296	0.909715636185816	0.929294491344682	0.870414796039548	0.937759002429756	0.878005886564008	0.929939379481088	0.835846942077451	0.852715337997909	0.881141809529233	0.808655015254851	0.678681905371774	0.964622485429313	0.715977774337328	0.907264305090286	0.903112020065314	0.269875495783779	0.944705472285514	0.963115743738578	0.93799262396797	0.184402934780307	0.950922904680631	0.940377292367406	0.884003599751664	1	0.859128004624752	0.829960998800884	0.900143998947002	0.872840966821944	0.844728896384843	0.963219890367925	0.740049173125825	0.609847978654258	0.7760715557889	0.93575124754892	0.838041843068771	0.757622370763609	0.483998945024806	0.884943475738488	0.826706642092217	0.919284710881678	0.747836888415195	0.890278406024804	0.16260920831618	0.795312539537558	0.899184682310315	0.942555465354953	0.812549074956572	0.813102037153273	0.510522755087462	0.811243316959026	0.836680895364099	0.948050258584963	0.785294071546282	0.672506151446675	0.816640281832413	0.843360123871558	0.602287589196585	0.934125500854126	0.79129668017629	0.658010720328873	0.835174858123317	0.780282649623058	0.898408492093334	0.876266444823408	0.93857367389291	0.91527130198499	0.840086220866933	0.751535909381552	0.892123605776764	0.725037662368298	0.757050196154813	0.786918747227525	0.79873903941648	0.330301699816555	0.622003943556387	0.719507154442004	0.701500254621966	0.851043155773158	0.710187964242268	0.696616102840433	0.839301026530556	0.818353797247776	0.625002853940788	0.536410917284043	0.499172988126358	0.741848262897284	0.859138654845074	0.683636549282726	0.830306989682616	0.775344920020496	0.863890528441647	0.761882280138059	0.734407933051878	0.608340879463312	0.933492537912612	0.735785563154979	0.808284191609937	0.757979654984491	0.713167629608608	0.788783061634698	0.627461074465074	0.923218412848356	0.865478691943682	0.927210665004878	0.653702937973137	0.564973891297435	0.842883604006633	0.538128253032931	0.865194540360914	0.809603088676259	0.692631295202302	0.86017697261525	0.89882463617884	0.907467383350337	0.375220882124149	0.451079657648492	0.649028214754731	0.51741277374695	0.738939506162681	0.819369555973142	0.806816379897575	0.766766898752862	0.873098178255863	0.57102127195958	0.60180788538359	0.716672526582794	0.51025906919844	0.732260116947476	0.528787065870946	0.563698569296922	0.779589455263935	0.602883373769449	0.0742112308090072
LILRB2	0.848196664934645	0.891841858007684	0.896787064750449	0.805695440724192	0.86782915782737	0.858396478195967	0.777429857230802	0.832502386619127	0.802460814950433	0.90765879826218	0.786033902173031	0.842167519992149	0.848426633282608	0.844713176513928	0.79244491378698	0.838915734829907	0.514952649578856	0.891738622774289	0.691933229189799	0.812660927192369	0.900547098292574	0.716569620432667	0.831866055294461	0.466008066104058	0.815075224156443	0.886858532627653	0.830561378588129	0.923253513346292	0.869543413866988	0.863428377610152	0.819190028347289	0.917461189976408	0.678058600005559	0.774667230182231	0.861621200542972	0.792594451480194	0.73035224682897	0.857059233476385	0.537384584183607	0.832582912189879	0.847058126097028	0.270045471946162	0.819160188662901	0.860974769137218	0.847774268100059	0.216693810130684	0.924788782971315	0.824814959275117	0.675485097932344	0.859128004624752	1	0.658163947076198	0.759505032623937	0.867051404626498	0.716594277225163	0.813529732776856	0.610023214706681	0.556695809730303	0.609599107339124	0.933950830201241	0.871884636398983	0.74935078241402	0.529222077389117	0.859672574501682	0.733603590478107	0.792198548868987	0.649807230620444	0.842020021332625	0.237550443366712	0.726575901316224	0.845176144543757	0.835221017391865	0.830736379807324	0.795013547904518	0.352201134615331	0.820743762836724	0.748407185826842	0.926565985991794	0.635769026996351	0.629153916469745	0.604532235394158	0.74058430671658	0.608643615384136	0.881490705187767	0.664277476137426	0.723520230137046	0.757224984562989	0.706594517853799	0.869916412453894	0.802153060839075	0.828915354599319	0.819608705310605	0.815919120029284	0.732064924169699	0.861366384341434	0.807491605642648	0.623651068179259	0.757518331386439	0.788272308008089	0.266786782799063	0.545133417702029	0.58674954880739	0.703336596765473	0.684605375207673	0.594197361201377	0.675161926290317	0.674527295127734	0.788972062190736	0.702507490886556	0.495174309016285	0.544442769483261	0.741829842127597	0.729504301282082	0.570127647366397	0.676393022690154	0.810183913509	0.818293653589494	0.742800823537095	0.721952166254767	0.650814620916658	0.861631464253253	0.751638455841095	0.72619744170615	0.766365686115806	0.689317262947768	0.844272656469643	0.544887074108063	0.857474219604985	0.765821713104035	0.748414348656627	0.707460426905695	0.467627050757842	0.749562170091846	0.662968488249395	0.730301095847242	0.723337248624419	0.733448412753285	0.81515529703139	0.867818367065975	0.862125715532366	0.367404802518636	0.38805363410313	0.606236262602769	0.519917192554535	0.756714107977772	0.748776353392055	0.748382018162636	0.711373293531027	0.783031136215694	0.486203842974332	0.515059370497791	0.660572627314653	0.613804845801998	0.64350059308911	0.458463051191507	0.683365495038308	0.672308057889147	0.37984981939132	0.0806683065615786
CD46	0.833473539237899	0.809683211400613	0.820232208386093	0.821941312889428	0.809662880950455	0.824124671514731	0.871712835117438	0.726951511522763	0.88127504201452	0.807195594199421	0.70571653020972	0.783203011374516	0.771820134888198	0.751394090052782	0.821654085017998	0.851982326658238	0.608515839896695	0.773313580021735	0.815389819412943	0.816777277033138	0.831350666940359	0.801012951437497	0.873016995748055	0.555933288691154	0.804895969657997	0.773055952487441	0.928083336209857	0.788287982253584	0.861971921891037	0.834032374542145	0.812815261325952	0.797896541693852	0.911433969637346	0.796464107564195	0.880775035739831	0.778075538455678	0.776486942209438	0.840524386219121	0.851205069433602	0.850433993228538	0.886762267384421	0.322380473729722	0.857670623062221	0.803534780421433	0.901561793684536	0.369376389902221	0.763913059761494	0.782530366939088	0.818458202306705	0.829960998800884	0.658163947076198	1	0.858663451450837	0.73295636552513	0.738236997684075	0.805224262567954	0.846574961827338	0.704676056186404	0.923556527683107	0.770640289010247	0.644292525056016	0.815243547063407	0.616574363431544	0.808268380389887	0.841633438367725	0.884117599430414	0.916792812245466	0.808711093136838	0.426938567761182	0.822862470609777	0.772194629642704	0.823150114592009	0.79515429997221	0.818369077942439	0.775746008564024	0.687215926489212	0.88485792217061	0.809483110721105	0.910455258964167	0.872012075741615	0.718679233967514	0.787263320638417	0.594468899493092	0.826552215385659	0.861618544110672	0.665617899956178	0.715742902260842	0.721693882395083	0.803394785942681	0.816789771920983	0.759536580570978	0.785783270214203	0.758627798735838	0.794599168515713	0.859646226007287	0.708160304746095	0.660860977505999	0.803480850063826	0.688163260114146	0.670948755345795	0.539722013664849	0.610258842741748	0.773802305955356	0.882446251526409	0.615461535046231	0.759170105350823	0.805590307592453	0.861779728197135	0.643737686260562	0.647948731677857	0.761205892894913	0.531541779178305	0.842618967632757	0.836520011061061	0.765706947035722	0.70002856216806	0.795297724712258	0.791482476504779	0.797190639553092	0.695374614740273	0.884684844979322	0.766693948052231	0.8256001844486	0.852834902880276	0.842484992661874	0.737751320989948	0.892760446207411	0.774803727380474	0.76329943483931	0.778768515502997	0.778768018991082	0.834938580238758	0.865976380878794	0.503795079542462	0.834767497463212	0.819222612684782	0.64433650515644	0.833285960724498	0.729876789933954	0.847974259293257	0.701941566098781	0.687925001894548	0.608413418222669	0.757151696680273	0.817197860885677	0.88862603707077	0.890417812823018	0.90449339540193	0.933723054485869	0.702738156902629	0.878780380037411	0.753023981512234	0.586069896065884	0.928526158521295	0.768193211272827	0.612799407408657	0.776342544504367	0.699265346178283	0.484861109746509
UNC5B	0.938441261198395	0.877040219030453	0.86248888925169	0.847032459725202	0.850648319862666	0.903311592754718	0.915169106846226	0.699544881796186	0.936355951785912	0.881874382909483	0.706072619545692	0.742245819468251	0.836265498829283	0.834379965692281	0.823433712211175	0.870630545209848	0.517370435059765	0.843627611117191	0.910913738837753	0.872450375227908	0.878130242550525	0.870952273636091	0.847274932217579	0.517606652014299	0.835253794981064	0.880417653956877	0.898443970406407	0.871776703284788	0.873654468405131	0.898493301509228	0.87345397417553	0.84084324722714	0.886346080755561	0.855994237510209	0.864107569286993	0.835508418239919	0.66968982039315	0.924819964985913	0.747144550208415	0.864862062274279	0.884309596026658	0.30276233683642	0.910521487298993	0.92166851407033	0.931028124646539	0.185968519872435	0.833078649374222	0.884721120262543	0.931026128102326	0.900143998947002	0.759505032623937	0.858663451450837	1	0.824436100150606	0.850820902562635	0.891796352028174	0.84035885258681	0.62788849548115	0.809106736722336	0.854385890830631	0.710415011195865	0.730883709502726	0.47112501313808	0.867620302712601	0.855253641888211	0.928525454616841	0.802454277569565	0.872495493261898	0.220691068472449	0.834199708902227	0.846305529566312	0.888506087254757	0.806657519526735	0.840653508783631	0.659365394138686	0.717559506428591	0.78589047299446	0.886714528119711	0.843919048819236	0.743936171363693	0.835326664511594	0.84429781288497	0.502675391410879	0.876142653296606	0.860373873950025	0.664921807217634	0.7717597209041	0.733644161512696	0.897709891641723	0.812756840998425	0.845750827287293	0.871834634103741	0.804902537289273	0.751855227007058	0.871596451552548	0.685628802397785	0.749747211827297	0.79780416120148	0.748798430099213	0.509989303646897	0.564310569839039	0.594579377323793	0.686491788282973	0.898092633699548	0.713143851734876	0.659560912262982	0.839591615924731	0.818271347281291	0.604305498029295	0.521978017037464	0.553107680122121	0.641948243911841	0.899055971298408	0.796901248131368	0.847554629996204	0.738615725485707	0.80880951799411	0.759280994604562	0.673425247928319	0.622084961689305	0.912435599917369	0.654731321789439	0.802996604775483	0.74429785052603	0.772079353398199	0.745415561404553	0.721796530212428	0.850433859202516	0.775037798046933	0.85570244543294	0.680178071033548	0.668442527920947	0.857003426173146	0.490126912992738	0.873866162476448	0.781902380428969	0.667941108431992	0.843324318149267	0.795869262161512	0.880211666074622	0.477192457537053	0.526185007956397	0.580760164835899	0.575967476593094	0.782562256149781	0.831185423798404	0.842977205486166	0.800053458467652	0.906408976468303	0.558599876039621	0.678087206239406	0.687773644011206	0.607553460242334	0.782673650607244	0.57696407478194	0.579720062648193	0.789575885625028	0.657785377756914	0.221632967854933
