""	TREM2	ITGB2	ITGAM	TLR4	CD93	C3AR1	TLR1	C5AR1	PLXDC2	CD4	NRP1	PLAUR	CD33	CD68	TLR2	TNFRSF1B	ABCA1	TMIGD3	SORL1	TLR6	CD163	HLA.DPB1	LRP1	ITGAX	ITGA4	PTPRJ	ITGB1	LAIR1	ENG	HAVCR2	MERTK	FPR1	SORT1	IL6R	APLP2	ITGB5	CD44	CD74	SCARB1	PTPRC	TNFRSF1A	GPNMB	CD81	ADORA3	ITGAV	C5AR2	STAB1	TLR7	AXL	RHBDF2	LILRB2	CD46	UNC5B	ST14	ITGA9	ADCY7	PECAM1	C1QBP	CD47	LILRB1	CCR1	RIPK1	COLEC12	ADGRE2	KCNQ3	TSPAN14	MRC2	CAP1	SDC2	SCARF1	TSPAN15	KCNQ1	PTGER4	ITGA5	ITGA6	ASGR1	NOTCH2	FPR3	LPP	NOTCH1	P2RY12	TSPAN17	CD180	PLXNB2	CADM1	TNFRSF21	FZD2	SLC1A5	PLXND1	SEMA4C	VSIR	ALOX5	PDE1B	IGF2R	CANX	THBD	RYR1	PLD2	CCR5	INSR	CCR2	CLEC12A	SDC3	AMFR	SPN	TNFRSF11B	CXCR4	NCSTN	CD82	EDNRB	TFRC	SIGLEC1	IFNLR1	CD9	PILRA	TNFRSF10A	ATP5F1B	TNFRSF10D	JMJD6	TREM1	SIRPA	ACKR3	RXRA	FZD1	STX3	GPR84	RYK	SIGLEC10	SIGIRR	TRPM2	FZD5	ANTXR1	PLXNA1	KCNJ15	EPHB2	RACK1	KCNN4	CD63	ERAP1	LAMP1	PLXNA3	TNFRSF12A	CD69	NRP2	STX4	SMAP1	CD99L2	MCFD2	LRP10	TNFRSF14	TNFRSF10B	RPSA	SLC16A7	PTPRA	PILRB	ADGRE5	TRADD	CLEC2D	SLC16A1
TREM2	1	0.957212264052319	0.942067220948145	0.853711884793789	0.896014029889362	0.971436875722532	0.925239149162716	0.799555342910728	0.969149380523087	0.944783052345606	0.719600857735371	0.835075315758173	0.907976388043268	0.899577846674314	0.871224045180938	0.914509902969879	0.52622164284613	0.929433714114993	0.918345127408855	0.888978966447276	0.932230750276774	0.924330571448656	0.873381087829197	0.512512118636984	0.884441634087462	0.920134765578713	0.926098575020386	0.922914442936692	0.895530452946881	0.948242187721304	0.887011446368082	0.927391119444125	0.865665691480742	0.858344723648402	0.900475384780316	0.832916476205104	0.707527034908107	0.978573289097772	0.707936931783217	0.916829274585555	0.909534454603978	0.307621874631316	0.959708178110048	0.960826878844354	0.950634431865673	0.213261449137581	0.904725521277737	0.928244030951421	0.92930025538332	0.962065917196173	0.848196664934645	0.833473539237899	0.938441261198395	0.892674094387536	0.838708054587536	0.950447824960569	0.771384379141984	0.625559988969556	0.790217467560021	0.924788084357483	0.791156647035684	0.746196542361198	0.484797368183111	0.904750681497863	0.860454093940201	0.927434762992259	0.768811402505137	0.911796580532205	0.196464768657014	0.844975966399545	0.891832704983143	0.943486711762935	0.850514393582991	0.852165592428912	0.517079402112977	0.835093642499347	0.821210895140792	0.951997493913015	0.801471025567939	0.69144040850639	0.85305778908432	0.838707168167401	0.610130754660918	0.92290185310828	0.835715813178068	0.723575035038965	0.823453423109231	0.774753050991509	0.904095982104897	0.873636296732556	0.929142955618234	0.928236309650266	0.82020100028669	0.759216443463366	0.901708397047999	0.758546577849494	0.7194948492077	0.825032386101352	0.795235178542729	0.353610213367236	0.621405649863576	0.701612441494537	0.682378541323228	0.891987413504164	0.723940309940562	0.713809057564582	0.893263735811188	0.838492079656439	0.63899027329739	0.532861723537444	0.526066352379151	0.652682944112116	0.915924084253125	0.764639271051939	0.884139050135746	0.802583400274342	0.864038365270623	0.789029729501964	0.743709834510638	0.671896365992629	0.945008082488928	0.739975387599609	0.815659151404784	0.782110745356851	0.757731630422286	0.809668640466273	0.655691747364076	0.916198386517881	0.877310827719441	0.895743937822633	0.664548065812608	0.602753295393998	0.858102327730555	0.561433043918386	0.873392787734735	0.83326703047767	0.731038459416343	0.877750487433075	0.851787820011915	0.915363899633585	0.418070697143365	0.479159401507901	0.661895372607323	0.534189627573385	0.798239939145623	0.83993898874894	0.819881438964117	0.79583825575618	0.901853237283068	0.598770798836273	0.620978826696495	0.735376771298846	0.544166444201388	0.741231731774489	0.513848136813862	0.57362773500519	0.792326946168416	0.579261030106096	0.0974869080352639
ITGB2	0.957212264052319	1	0.978557829310683	0.84947196561522	0.942209951450699	0.970742830557663	0.894834740924173	0.809688206199985	0.933884914945193	0.979916543755197	0.789126306857386	0.892895850016402	0.950175554271843	0.890594019139049	0.905689269558881	0.902385790306107	0.540035827874476	0.981266815367094	0.871231658149244	0.884978494109768	0.940627956515735	0.875918360713113	0.86383996902431	0.474492758844047	0.930651390177706	0.939166939254933	0.940212908164203	0.969292669464376	0.916928831547609	0.976260069869384	0.839579893800172	0.981969482696238	0.8405223626961	0.901886719075343	0.927333742009484	0.843906566490722	0.776478301704778	0.952393636460416	0.706206258474275	0.961906212661092	0.949244339789197	0.290421374303362	0.954101791028319	0.942168667204301	0.931671375846945	0.271654093298603	0.939491078865989	0.917474121407233	0.84569679388371	0.959035015325772	0.891841858007684	0.809683211400613	0.877040219030453	0.950958944761564	0.796373093578005	0.949192355932469	0.679478006482002	0.706073563367224	0.787223918866837	0.954914202909933	0.902696625156691	0.823946458204106	0.537188887315452	0.910451370322673	0.841953742613227	0.898243475042584	0.752849995746208	0.958950177016058	0.245358575211071	0.861231464992355	0.938173707791525	0.953778880495468	0.893560232913434	0.901275938317791	0.461631647824791	0.894796196976034	0.838152131893116	0.963007936352584	0.772783973577572	0.682805022716428	0.795356856218321	0.879073565188205	0.723957453199179	0.973341499257357	0.744575428271186	0.761683579398768	0.895457523750253	0.861368300850904	0.919397444230804	0.89622641578365	0.944091940021217	0.95283628403485	0.854565407329105	0.801282020643916	0.941656103381175	0.827969948285079	0.768126801547327	0.82376105911944	0.847101188647807	0.313594006225981	0.715500146888123	0.75333265145448	0.647084976886771	0.846464741625681	0.786693756266054	0.772824957815509	0.829523841331001	0.871584806499794	0.690941468461562	0.521506620607919	0.580121342000319	0.713230171577301	0.871030992109215	0.676577295718555	0.796513285497771	0.865736844706223	0.937884957593507	0.848565118916604	0.827279285396842	0.732496199655611	0.960602120459539	0.776959891975721	0.852971882370943	0.832967419483104	0.772093470983804	0.852087138782315	0.64925464498377	0.935942056126552	0.91285705380402	0.919578715812479	0.707856146139007	0.573422136850193	0.833978508270436	0.693825660777776	0.861709699763294	0.871624742337804	0.825370843709131	0.90479316880409	0.913205158794088	0.918676395095398	0.40883457148646	0.507838490610946	0.673697421813489	0.556596966929186	0.796815304774303	0.87407132108142	0.83371064494337	0.800647738772337	0.884916188303807	0.622705404095051	0.622085466100201	0.810090919009724	0.60778389463378	0.75247068324208	0.501533974780538	0.650391729743431	0.784334220425684	0.519750335407716	0.118498850440798
ITGAM	0.942067220948145	0.978557829310683	1	0.87732747429912	0.959296522881284	0.959316424606356	0.912845441638973	0.828034102144073	0.94709241343837	0.975484295559419	0.81438231651101	0.888858277933898	0.934390596519824	0.869592068643937	0.913161502731394	0.921518262628418	0.560941963237589	0.955430488277681	0.877314455351693	0.904496910942856	0.953303806604062	0.840344509974087	0.88238416048871	0.489836213970081	0.932891341787624	0.954726600441059	0.936676550164725	0.971401620164024	0.922225639979002	0.964414735974366	0.873543628301398	0.971268880546753	0.861464337829212	0.901246352599801	0.937065509089403	0.839980455694982	0.788351472119744	0.948955328292207	0.728620881147534	0.958692704454082	0.932278136478963	0.278750637008805	0.919655136649672	0.930796598049121	0.951896881782984	0.29268670485994	0.948150603066301	0.929672117963896	0.82472183472367	0.950298906161993	0.896787064750449	0.820232208386093	0.86248888925169	0.924571631058277	0.809382501407845	0.93339847887292	0.703078595999201	0.671761865054781	0.769819337650174	0.9648189175383	0.882682102748263	0.812468334875031	0.558138659257439	0.92265740851049	0.878524425991778	0.910071508678421	0.771736721285052	0.942693699295389	0.247959341876588	0.864663430967524	0.918384003821238	0.957158721376295	0.895925991069809	0.894974631447111	0.492204765677276	0.872344368703507	0.842335063823487	0.972124297612821	0.799839130664758	0.698076269740265	0.773282053513308	0.852978712953604	0.69585013961458	0.958144725605234	0.757697309174911	0.770444801400735	0.864540906357146	0.835885464940721	0.933265081189007	0.921409581298593	0.912122734923129	0.932264915536866	0.880072198966287	0.816233464676024	0.942817348616694	0.820136960943818	0.748533311713238	0.847538026497421	0.844058226758971	0.358604942510336	0.691516348169523	0.712833231046259	0.687534536776797	0.835030936476978	0.742890979702673	0.770035565453294	0.804384936373484	0.874516518586743	0.683650681068733	0.509570963387202	0.595219831910729	0.700316280148376	0.865116035159671	0.665908134211894	0.769627466000022	0.861217717974345	0.908300264616356	0.856554847725158	0.819971916590074	0.731382058569334	0.96280517785721	0.804504250596174	0.854635656727157	0.843096766668635	0.78802258144071	0.872257478216876	0.657028059063006	0.939539363723284	0.871286903769882	0.909954189787249	0.727935699192852	0.586000976453579	0.840864871236292	0.696577173873276	0.839857941526929	0.830965758382998	0.7998096836337	0.867451148126276	0.913191450614953	0.924885013007652	0.428374874980498	0.490566457045072	0.664705792736966	0.587638446844412	0.799836648831907	0.872569000943202	0.832921400434732	0.808994266850499	0.895370050622703	0.613846466543122	0.628810163579231	0.768201102148516	0.634753572054271	0.755367805700704	0.552074786093654	0.688933685466234	0.750848806663658	0.54102293975641	0.128408161788162
TLR4	0.853711884793789	0.84947196561522	0.87732747429912	1	0.849553730283641	0.851846641571077	0.916896423268631	0.884650005533582	0.889855618033565	0.892352452664504	0.874419684710795	0.843933435290734	0.761196781898926	0.878009240376542	0.920069639123525	0.93834545265048	0.79631579642004	0.808631981387983	0.769675606205791	0.932630723408426	0.953148930609934	0.687502349889004	0.940103016802812	0.722533576548542	0.832360191096431	0.859359965870378	0.884011356453949	0.877369993469913	0.897497588747475	0.896286889453318	0.959853105829798	0.832523290599456	0.831535901291559	0.834971454957224	0.929690311149432	0.918603944891754	0.798002360201633	0.851972242923591	0.755173290317486	0.864126086405543	0.841466546492965	0.541779819761523	0.774698077095444	0.872148222768165	0.931266006931746	0.484890629612167	0.86676243178496	0.815510763654163	0.811225775495723	0.856762251134725	0.805695440724192	0.821941312889428	0.847032459725202	0.840221923396907	0.745059222634618	0.795118694195261	0.792195850250274	0.467166099022656	0.748571792852569	0.865445365987982	0.766809092376041	0.778898323489499	0.708907393393668	0.937075277592497	0.922380587581122	0.932321369826752	0.715518302649817	0.792418728784683	0.383318926186125	0.807067844007605	0.776690031725515	0.831632043166761	0.819571935113056	0.825566867824233	0.584335899149477	0.664084040934714	0.854035107062435	0.896316932990996	0.863449232632728	0.755081418051069	0.656209812205502	0.786786242483113	0.671485502794773	0.889817172036075	0.851345900336971	0.809107233948923	0.707364982170056	0.64333398054664	0.933942371776675	0.731410186083742	0.720900840947308	0.768282550403408	0.903268837343567	0.892434889067847	0.900648731460478	0.772552749341838	0.679328761103185	0.86668697106614	0.68163511472432	0.497260429014023	0.374790293441743	0.434547510677873	0.842945816459762	0.811871424262258	0.568339309128844	0.601952889320006	0.795447653933145	0.781760968613937	0.787038829371106	0.654290355367565	0.630621462948528	0.738107388736724	0.819231281351707	0.732791165206322	0.769664759075085	0.750115920969925	0.717605477711055	0.77646837344258	0.697594237614709	0.76319227562081	0.917604194070383	0.799750756711347	0.859121868684146	0.726202406517072	0.856873628619408	0.769562535494698	0.660648005946177	0.763116734022644	0.680594758744699	0.762576881699147	0.706366617762674	0.5985087616525	0.892904393257193	0.600312626328929	0.828198608677293	0.629153987003491	0.587441997981568	0.788632700688579	0.794325589709693	0.942591951803847	0.629357967433261	0.396612399966971	0.544588636966524	0.765452016262891	0.764564055383216	0.796582204715843	0.8048686597804	0.779560583383709	0.853011016022385	0.735676095799147	0.648101944994277	0.539735320233632	0.568383689904113	0.740719749698067	0.595073275905499	0.638598603046527	0.617884267140699	0.65944080230692	0.17546934851121
CD93	0.896014029889362	0.942209951450699	0.959296522881284	0.849553730283641	1	0.918396024122629	0.88362570608114	0.744818396200752	0.914795482932615	0.961023417089141	0.820048446949884	0.811179819187223	0.923905207256005	0.788288129275344	0.861551008069094	0.86429017302362	0.485144941714616	0.927221617039867	0.839251406387263	0.881759089692806	0.924275668028516	0.794230393054388	0.829714557961485	0.361235567553274	0.900203624920673	0.962627995798721	0.900804380054925	0.956988753683688	0.908354077157765	0.919386550872075	0.84452953519927	0.941611739825645	0.829191007777678	0.877038637361789	0.895874299001846	0.792495809111169	0.712268894610927	0.93326612148348	0.712801902828279	0.91778274327289	0.908006833981564	0.1411577199172	0.880765274956403	0.922145353387425	0.935563659538913	0.232852518219044	0.961808150337536	0.934840768166759	0.780267426253746	0.926124540185932	0.86782915782737	0.809662880950455	0.850648319862666	0.856310451334629	0.842306475251575	0.901563554747776	0.711562793700323	0.671951656893561	0.734281193660927	0.937448922785469	0.860578004004705	0.817159300604413	0.485344872083235	0.867730264045297	0.858255324381984	0.88985325045096	0.764180484373016	0.92053934311182	0.150092681502388	0.852022003664685	0.924678464831005	0.936933968333729	0.867892684776494	0.873598277061779	0.564546599227077	0.821013480689716	0.775782363712871	0.94218896593481	0.772290705539679	0.737234300772155	0.749112455629361	0.842307261715696	0.607776415557197	0.927008282064601	0.691891663624605	0.672086635094563	0.848694271861165	0.819936093114887	0.932251388358991	0.904431764948894	0.876728556133113	0.925396416969633	0.885260178190077	0.759662333466874	0.906075655106407	0.772403911238032	0.793329588515061	0.805572868451746	0.813971223022523	0.421462243283778	0.679357105300297	0.672919352491112	0.678576051429692	0.781257745813991	0.681455019768792	0.760181315732566	0.702847427982436	0.835913511500058	0.596072242513167	0.423485185073133	0.583495766827296	0.742362988648006	0.81957423047925	0.567713643249582	0.688958819903923	0.844681270600111	0.889043528677086	0.845870708700319	0.793155495992486	0.656131783645782	0.928968805348098	0.749011867314228	0.794877537574292	0.834431431083952	0.737725576908806	0.877582012590067	0.675650941457207	0.945089699624262	0.815942839749817	0.917521881393174	0.764582061646306	0.590225775299446	0.785438076916101	0.646188206853354	0.782636741552268	0.791186091322072	0.780328702886044	0.802039986058298	0.919148117601339	0.875130441000239	0.383850390323539	0.487694129300247	0.656405561660878	0.568211219938283	0.795198600089422	0.844248720128314	0.832311609683906	0.756175607671974	0.867917594929374	0.530369319033143	0.636765142993776	0.744985689788922	0.6691015569896	0.753268704357453	0.574522126551813	0.672320100541718	0.715148040176034	0.527615043750559	0.161360533554269
C3AR1	0.971436875722532	0.970742830557663	0.959316424606356	0.851846641571077	0.918396024122629	1	0.92942237727845	0.79991502791142	0.955752157606367	0.954047653650903	0.723608369050452	0.840505686363841	0.924872221502281	0.898061531032541	0.890336721170301	0.907803205956949	0.509449905967956	0.955784350114086	0.922589054132605	0.887997730912382	0.937178281123225	0.905678550751759	0.864580213087583	0.488537192783947	0.885176896506218	0.928738406949665	0.921315237228398	0.937327891955016	0.883208846460126	0.956183805064973	0.867926372883327	0.942927361511776	0.865266972596739	0.878660575259576	0.894652079607876	0.82456186584237	0.711237967412775	0.968966413338336	0.734755984211426	0.928480989052479	0.912726182596057	0.292298271388508	0.954668292788075	0.964083528514189	0.93837303406027	0.219319713552027	0.928322428652474	0.939811523190887	0.904563496829675	0.973076396668293	0.858396478195967	0.824124671514731	0.903311592754718	0.902326812855704	0.849350365352882	0.968544710572956	0.732066686248262	0.632989377558216	0.770918314779758	0.928646129381164	0.845559478653443	0.753771231642135	0.47659935489892	0.899371594114854	0.833822199490718	0.922887689724168	0.75356226721798	0.91852452881096	0.190270592840768	0.828157445795899	0.911150147133805	0.956845083922669	0.829787534608455	0.840522584662959	0.49153993891346	0.827976292464196	0.829308778155406	0.952896961942402	0.797629811489612	0.650887628697598	0.832450294416165	0.844868492302491	0.647543484775357	0.943497341301036	0.785232047131024	0.692770783997062	0.849291682798561	0.798744095672841	0.90197990549106	0.886383580037216	0.950737311299088	0.934305905636079	0.846260279771225	0.755827476336548	0.909613856399853	0.74819108807158	0.741214736164056	0.798150851320515	0.855696283814639	0.316122538661007	0.666270455944768	0.730091462887692	0.665473893083468	0.878409908265224	0.760294708596688	0.700938043226517	0.856447901452567	0.822060995374385	0.631161196337518	0.53257164823799	0.499619644174428	0.722059702574239	0.864130860885608	0.704474653961164	0.852118334127439	0.800632945385449	0.886302972274281	0.789476440655568	0.753679708773124	0.645256431144848	0.944461967375701	0.726988968913287	0.840461799578867	0.775362711074663	0.757122341772053	0.787961181332419	0.635794835481597	0.924658178881971	0.880856109329892	0.92521153614121	0.633048011152724	0.559539346216798	0.841815142364826	0.565212777456503	0.878667537636048	0.8392018163982	0.721844774110992	0.881099992377617	0.889407131440185	0.905598856048305	0.37064520724742	0.470114539207752	0.652740688936152	0.504223162379897	0.754060251656715	0.833435685503963	0.804067521775795	0.782345789339878	0.883342758040287	0.596987743186175	0.594442124171735	0.746623518601538	0.533655428137967	0.728162561481584	0.502469699222268	0.599141991342489	0.805989950844823	0.572806643546119	0.0728662491430482
TLR1	0.925239149162716	0.894834740924173	0.912845441638973	0.916896423268631	0.88362570608114	0.92942237727845	1	0.802022051252087	0.966347454778973	0.909667178573984	0.770918470206951	0.812246544767546	0.847267013289653	0.850259640822821	0.916417041792095	0.925693752342057	0.627659684723159	0.85219703609954	0.907017112217793	0.923194042371622	0.937833522801917	0.827035749314214	0.896776884939558	0.586774794527924	0.87006545312053	0.901298079407216	0.906566221203614	0.88496244126077	0.881209228402822	0.913713713690014	0.928296688521091	0.864588560714666	0.915355753549773	0.872720505979418	0.897998628218023	0.853528862937609	0.717386267067413	0.924942023400246	0.770160027214461	0.902657341326975	0.863860099028814	0.372814476272487	0.870251148176003	0.92776029414886	0.959292350516535	0.339836953550594	0.876943855283449	0.90910983501291	0.922743939423049	0.920309230814245	0.777429857230802	0.871712835117438	0.915169106846226	0.840724384755955	0.8466532395918	0.908254821987449	0.814547448563644	0.542087963977939	0.78127355675682	0.879285283568942	0.748699243156681	0.739611477382441	0.5395389108756	0.917611420475761	0.918863741245856	0.956258128774995	0.779513091830446	0.851054761679674	0.239916817868758	0.85452834883188	0.831260806916926	0.909376286588427	0.804304842195802	0.818477590618048	0.591796171045647	0.717357063127966	0.834700391915847	0.918060286555733	0.891141538097566	0.724669906570273	0.792359299071887	0.804303140214294	0.618170020071153	0.896167177844931	0.850614253968479	0.71788115428134	0.755351989902207	0.704344036498001	0.906840459396063	0.823810761265497	0.835563688769104	0.856345328823741	0.861876095735777	0.795204797368896	0.890665455891509	0.698563474985175	0.745101472241571	0.845817646876347	0.787006783624209	0.449568984170912	0.539321462471938	0.577959653871078	0.739140054864469	0.868379197476837	0.67709896859511	0.640329737457971	0.843757526087756	0.799854569019644	0.641628612019691	0.537791591920261	0.548116351681771	0.689359666994103	0.861228013678384	0.756449894872531	0.821849433516898	0.75886915093059	0.780285293771694	0.774448926234815	0.70292806141232	0.679518261794433	0.938295674131203	0.750762258126142	0.858283012090049	0.742565245994283	0.803987201361485	0.758505578376042	0.672226324196036	0.847833003583932	0.756933587418154	0.862921897837201	0.652975794834394	0.634280188766077	0.877408584328991	0.526108389828969	0.882229726695175	0.729350900478122	0.617480376805128	0.807534066441072	0.820803592392489	0.900035923457421	0.504848683789011	0.442161467465175	0.596580811257375	0.622623721500367	0.753408555489405	0.810036928741096	0.79664538618366	0.780141616145335	0.881834029478115	0.660073410815081	0.640924801984946	0.629162488262608	0.560184705977023	0.75564460358993	0.608948226972175	0.582757534736063	0.719174337158666	0.683683899374624	0.13411662126421
C5AR1	0.799555342910728	0.809688206199985	0.828034102144073	0.884650005533582	0.744818396200752	0.79991502791142	0.802022051252087	1	0.792056238144746	0.815954389370644	0.791400815721615	0.913704695009715	0.699924616379613	0.895076847220491	0.86566120905476	0.926961942513317	0.817565586991683	0.775725398811817	0.637299871537118	0.815091428598427	0.914454766303643	0.661971338028787	0.91255769111454	0.760959324215553	0.733905568122029	0.748680040866677	0.831343613085959	0.798121577794731	0.84838948302895	0.825113830775765	0.871628810352359	0.817309806768831	0.693100090270888	0.69415184943783	0.884953192561593	0.849377672688427	0.826794724224142	0.788526084117844	0.654205326172249	0.793447421212688	0.771741868255825	0.615051945501141	0.72557854232583	0.777348312270902	0.827149903563626	0.546973313566991	0.814252536510967	0.696581908012945	0.694353762741279	0.791487554737515	0.832502386619127	0.726951511522763	0.699544881796186	0.796921126925696	0.6161924525073	0.702053501992723	0.69910372862829	0.396644415251618	0.637458367498546	0.818905296655886	0.745734084590624	0.711593829225108	0.726651344724023	0.877732654129383	0.788861277255746	0.816312922417556	0.6151073911243	0.697018416184807	0.492769675361584	0.675009481460722	0.718385223293521	0.740591509503613	0.799100080151807	0.743146746709634	0.413199537793045	0.676898339076722	0.822127436820553	0.861053293115786	0.72727844069105	0.632701021253611	0.498374061461042	0.653600665357072	0.724139223794664	0.828297593878702	0.765089684327162	0.830517420720659	0.597199452314373	0.543045089730119	0.803586509926125	0.671855366518561	0.718051337312477	0.675620054498789	0.812764882072896	0.827428079863396	0.834200051746313	0.820572051842495	0.48228802052508	0.834082741607246	0.646735743462518	0.378681603374514	0.334957148533688	0.426275306511781	0.818765215637393	0.713688791288233	0.479461942826488	0.559592806221422	0.801499189564194	0.719955582055904	0.827653148374889	0.734425866224143	0.618401382611233	0.610546050027648	0.702644811695792	0.719128765821658	0.757762787065035	0.670129452174862	0.664523747293425	0.700516566068383	0.703141060057007	0.799760573403243	0.833609952540614	0.902181115318173	0.79484769571006	0.720285159429482	0.810070250900262	0.74552105223871	0.556824405898743	0.695924081132697	0.694509498098742	0.603590502587931	0.602418943405329	0.525769497179252	0.811320296959789	0.594378014498393	0.74371248059363	0.625116405348809	0.543337752995169	0.785408605401244	0.713480814836452	0.900090596563854	0.610617100663958	0.370253055220685	0.549554661171913	0.714380936613475	0.740785824895386	0.723370216277598	0.691123422614073	0.743484198567613	0.776553905886357	0.773187730873338	0.56251658711227	0.522534793706491	0.402238845039016	0.641394261830803	0.491829312444226	0.565919766408809	0.571900996458873	0.458552175876912	0.118438250005749
PLXDC2	0.969149380523087	0.933884914945193	0.94709241343837	0.889855618033565	0.914795482932615	0.955752157606367	0.966347454778973	0.792056238144746	1	0.93435636198534	0.737134125598199	0.821969366942751	0.89126914417674	0.850070914631909	0.899737448118106	0.934466642839417	0.559351337390363	0.89362492777328	0.943263488431521	0.926110195141504	0.938182235154127	0.895713297541828	0.886792833782256	0.523968890288243	0.895726955571543	0.926357654659856	0.932751219400589	0.91095883426231	0.899277091487636	0.93760164632203	0.915407073468552	0.905815873007045	0.919791311830291	0.875760377235113	0.906559487336357	0.826734168565334	0.719630532095863	0.969306471430888	0.762933353469335	0.932523893642561	0.898547371021664	0.290280662997558	0.919225686964725	0.942429001012404	0.977092527134078	0.256845635885091	0.894794808886128	0.941284814366074	0.921629661569288	0.947475801321293	0.802460814950433	0.88127504201452	0.936355951785912	0.856397945533007	0.858730293502315	0.947387611197896	0.815806439016197	0.610268739565833	0.798824734021702	0.907074410643397	0.75287265494212	0.740256317047652	0.502810112228915	0.921357860902334	0.919026347887937	0.960389909375875	0.801145121466509	0.894394586840941	0.205797923346566	0.865735294971346	0.867760821100831	0.94981153166458	0.856386108159421	0.856507809258454	0.581987691689281	0.79551987874859	0.825717709663761	0.942217007363249	0.860321621590083	0.727164106376152	0.854568078115821	0.833093607062982	0.590112709926326	0.903738535235698	0.852246666555748	0.721639452253023	0.801081304349188	0.760086572624128	0.917300077898126	0.886607146785375	0.886249471766086	0.912561824895479	0.85422193395036	0.778089007351115	0.900459422310161	0.73727461051431	0.757767766568059	0.852713675070781	0.795873678515632	0.434334972483044	0.621581425010859	0.666244087661295	0.698857324609712	0.903290741644857	0.704174897317678	0.711340805386846	0.881816500472317	0.836964037586378	0.613887064888951	0.522576478294522	0.554950667907425	0.62837162654818	0.92255236340231	0.756660977076088	0.863520407455766	0.804695668617561	0.834895969338141	0.820050550341277	0.74615416791378	0.683931479534811	0.952512736846311	0.756477095933906	0.839191256301897	0.795574634176869	0.79088129867768	0.820387192921251	0.685684731353794	0.902054453679836	0.832443500506936	0.907355061141272	0.67824068219421	0.650243718381904	0.868924338321707	0.561972372775046	0.871736893119223	0.799849567350485	0.693813146248343	0.826958360936497	0.839464251115304	0.910885183564747	0.459785210222426	0.488549461697769	0.651484950067918	0.586813391161157	0.798674950652427	0.850364277489395	0.828001438376979	0.809498675263217	0.921578615878016	0.618200787952053	0.655375048177798	0.703448471256801	0.579411137434395	0.769856495393274	0.602634521787314	0.592344125421234	0.767216817852	0.657829342776729	0.138948487006251
CD4	0.944783052345606	0.979916543755197	0.975484295559419	0.892352452664504	0.961023417089141	0.954047653650903	0.909667178573984	0.815954389370644	0.93435636198534	1	0.837797858762468	0.876321550264178	0.938938293909084	0.886161068477151	0.902032296586766	0.907860818825271	0.573186581044075	0.960235153571613	0.856829275973791	0.905835460276004	0.958335497540883	0.831275681543807	0.878113430740194	0.484098352612974	0.922635332940936	0.9594647254765	0.928648270809172	0.977137858926298	0.927918671003266	0.969453609955474	0.878245173700778	0.969181444490242	0.840215424131849	0.906486619573531	0.936758565273755	0.862872895291857	0.76881618456278	0.951451695118825	0.714903148831341	0.947462692515292	0.942182112411001	0.296966277552622	0.922882822431282	0.946212997282779	0.947921450635222	0.296657684504143	0.959467507802188	0.92788875786033	0.837179112367224	0.951208102350028	0.90765879826218	0.807195594199421	0.881874382909483	0.937054969031914	0.812159968309186	0.926856250667737	0.70453264733353	0.664626172030918	0.768882926185161	0.958907450172181	0.894210516252659	0.833057302437234	0.557311194190756	0.917417767052551	0.877676711405042	0.909319328954899	0.746340445278803	0.944938742194082	0.240126595586428	0.865114778979221	0.929149840716184	0.943849842006937	0.888757668170785	0.89814722230446	0.494080600773559	0.850682569965261	0.837801832860784	0.974261987634534	0.791918190543952	0.713338869472793	0.783941014261181	0.8639859225015	0.694808308067086	0.968990090930765	0.753379472953397	0.759229062711716	0.872010504167129	0.836038581410899	0.952289960314127	0.873488710107244	0.904180405046319	0.939904492663166	0.873548833091957	0.815784023285202	0.947913355434853	0.822870059336572	0.774345178707058	0.85044356378733	0.813880437740179	0.354679648010608	0.6600170927833	0.683391390247006	0.692901275857071	0.828841843355892	0.715309293895469	0.746143364786282	0.791282151989122	0.870873561435262	0.699233708516472	0.503435554880842	0.590030780987841	0.768485516284378	0.866838015254532	0.655944809630397	0.77779492975334	0.868640158487393	0.907561816991077	0.843271977812302	0.809770286828245	0.730498754829106	0.961182035318969	0.779754298373142	0.850388916280492	0.82301988535589	0.78268229701008	0.851902722323568	0.65442059582156	0.928238037336648	0.858421307733544	0.908893716474905	0.743845068030787	0.595247471666921	0.830531972784968	0.68165376232898	0.85019071678858	0.817565685394807	0.801718512283137	0.877989747083985	0.922746989455922	0.930450731271548	0.428430816743598	0.477024268993061	0.646247708673423	0.598423885191726	0.808189924956288	0.866727486186104	0.832746920980713	0.793295399661143	0.87981267899479	0.6116362025205	0.623320124698684	0.755327143793533	0.626856625207772	0.748252574860614	0.508325645633394	0.660086336412338	0.746684528647807	0.531760318930065	0.120634228350881
