""	SIGLEC10	CCRL2	CCR1	FPR1	LILRB2	LILRB1	PILRA	C5AR1	TNFRSF1A	CD40	APLP2	CD163	HAVCR2	CD4	SIRPA	KCNQ1	ADRB2	KCNQ3	TFRC	CANX	ITGB2	CD81	PLXNB2	LTBR	ITGB5	ITGB1	CXCR4	ENG	CD74	IGF2R	CD72	ITGAM	TNFRSF14	ADGRE2	PLD1	CD300LF	SORL1	LILRA4	ITGAL	PDE1B	TLR2	P2RY12	TLR4	THBD	TREM1	CD47	TNFRSF10B	SDC2	UNC5B	CD9	SELL	TLR7	TLR1	ADCY7	PLD2	RIPK1	NOTCH2	ERAP1	RYR1	CXADR	ITGAV	CD99L2	SMAP1	INSR	TREM2	LRP1	LPP	ASGR1	SCARB1	RXRA	CD226	NRP1	AMFR	PILRB	PTPRC	RACK1	MCFD2	PTGER4	PTPRA	CD33	ABCA1	SORT1	ADGRE5	NOTCH1	TNFRSF12A	CD63	CD44	NCL	EDNRB	CD69	SDC3	SLC16A1	C1QBP	PTPRZ1
APLP2	0.627551013959867	0.94719875954765	0.892535135584824	0.641231345117185	0.697462707300866	0.804538219666186	0.922307847164826	0.938006182239966	0.88600858206004	0.861884878952683	1	0.911609434814453	0.859415434305727	0.879944825035096	0.957541527119916	0.661985790814245	0.353804650741821	0.492338119611886	0.919018528540029	0.97761878983952	0.967069869777255	0.977640850889534	0.798783984692897	0.914801275080024	0.812141505528853	0.90322754829838	0.430693208111616	0.804587845714613	0.866752786390087	0.940067561369911	0.586994007557413	0.807621825410349	0.814265624497091	0.671033688860864	0.746297981263844	0.895956397841653	0.700257043770529	0.684112175373694	0.720704566688216	0.616346035579203	0.677893813043071	0.116157198772931	0.923662455164259	0.681828756543846	0.709196685223864	0.953807711880544	0.671654953354117	0.809006033658104	0.627839343206561	0.711080213722585	0.579832461600792	0.858135216640592	0.788210915381851	0.854164275747562	0.627869124388778	0.920165095051935	0.721949542457578	0.856135473898381	-0.127801721744798	0.659337749447168	0.72076864968256	0.870983339159391	0.943572594644646	0.233989277482638	0.881302950663969	0.987399328370156	0.904569047383661	0.494688461482043	0.926734934944954	0.888947913423664	0.584008866920978	0.797789627591352	0.86459957779865	0.753362958799522	0.810129062690166	0.943425810346489	0.9547669985305	0.927391706220642	0.91828992871933	0.808475410112822	0.961939568534988	0.835564907416552	0.690109375097275	0.714175678946537	0.703511175390719	0.97278541307843	0.666800472003634	0.934528098453751	0.852274220711299	0.514740706411267	0.856206902383289	0.836987317051582	0.928059953033784	0.30724933321992
CD163	0.806060172640536	0.802223003331362	0.853977178809257	0.848136418879032	0.595263673103109	0.867551833475463	0.91499829438426	0.867272800853846	0.940498426738957	0.928890021021409	0.911609434814453	1	0.963211252832271	0.968286881085034	0.943215743605138	0.837640395033791	0.526408107227453	0.71632795509477	0.90766848005292	0.927491003046024	0.969224202478637	0.914037261891987	0.865252712682728	0.879950640287365	0.874199268837695	0.974822146541909	0.309560717561803	0.947896981477133	0.709928219486777	0.787147404774375	0.278850904867474	0.902098427561086	0.56979461655978	0.832080291910605	0.857766959286594	0.721000744331862	0.8619279236106	0.391257984815092	0.888714269992558	0.782169207112595	0.775799645087732	0.351057797847533	0.749093197147591	0.838508034767738	0.861975493811542	0.844847459203641	0.825912527958501	0.833456213806579	0.804966312449838	0.408394030903736	0.503798440682598	0.852916490514427	0.882891466278774	0.882511343536506	0.778328422120218	0.878803653629692	0.422440970597971	0.815396662909413	0.10462820837588	0.825869575786903	0.900398427400209	0.742495391807558	0.799891949394787	0.0740957446792594	0.958359553012786	0.906096833855568	0.85829160725829	0.210088035163108	0.733345364601116	0.929490005739184	0.795045538703028	0.931027904813856	0.705008583722317	0.756379258487003	0.914530504576387	0.918640717939589	0.939459087345471	0.858857560443993	0.898595048688033	0.86299376491789	0.822081256419663	0.88825559411055	0.762754172467563	0.580290017152278	0.829340538587505	0.865921703072733	0.413075941454143	0.930169001670128	0.757050949280698	0.717202280612808	0.629064792412354	0.812564158056637	0.931890391043089	0.220807791102729
HAVCR2	0.869127773989342	0.757189530035786	0.824889571392218	0.905294336413148	0.474152102189935	0.906002909896057	0.889987920061835	0.802795271578032	0.934543438235908	0.946757119667427	0.859415434305727	0.963211252832271	1	0.966663163977053	0.918133177771361	0.900337973305634	0.670657794359515	0.796791882123872	0.879931279093611	0.884341121491758	0.942700818014158	0.884997217599278	0.881981497146162	0.842210834784402	0.865763241074875	0.965917907896553	0.280763938575442	0.957901139945453	0.643921254990775	0.697451018599071	0.150188318782693	0.906050724671323	0.474205170462048	0.824951129336193	0.870438175122573	0.644014505884511	0.922963883735582	0.292789763188713	0.902836831555402	0.807411552128251	0.825102034924269	0.483108558593895	0.653877203820106	0.791933177975342	0.868070707364168	0.778962406380129	0.889504391511967	0.804864608390927	0.834123089551079	0.290333523250062	0.483001523465157	0.842958888853885	0.919209593887695	0.898824905715144	0.806863968439004	0.882896740409732	0.32370153320612	0.748215745484873	0.224700934911246	0.827812069365141	0.94592233065743	0.703566323970789	0.744243924105901	0.0155554626343759	0.979984255476301	0.845863242661773	0.83623559709401	0.0962758708403711	0.668534781412947	0.893347258088098	0.813217567123793	0.898584914143845	0.616310233079394	0.766301388725568	0.939304664135759	0.907864958149788	0.922539667478387	0.792136996616627	0.859110582831189	0.889882311657219	0.730244135703973	0.902095885350709	0.757502572952678	0.522589443929736	0.857986739902561	0.820584547828321	0.266448828673019	0.927778544688544	0.727969323204202	0.79555752212671	0.520069691375332	0.785399320938025	0.934335187904401	0.179299333608918
CD4	0.836828525578361	0.764540432505306	0.865058205552004	0.886529197825956	0.575745028123483	0.879780769728439	0.920601136369433	0.846891134744754	0.951512869329065	0.932479744489422	0.879944825035096	0.968286881085034	0.966663163977053	1	0.926421043137536	0.878328420610178	0.601032502778847	0.768755474064456	0.884710388133758	0.904418337200702	0.95370745857259	0.894243817306472	0.892687988061149	0.873630963962831	0.890512475426073	0.959846663352714	0.317085788876339	0.951509904457743	0.699458174462338	0.735152137195688	0.229618290583116	0.929593660578515	0.504680790865527	0.845223154491461	0.863357170045957	0.686886511650775	0.895930857922618	0.326223040763988	0.878631700331247	0.785384326659333	0.827726364404615	0.440657807597191	0.70663467517505	0.823020420754448	0.862293831949539	0.804230980283495	0.832755414887743	0.848665653731331	0.831994227563895	0.350714401592398	0.522500246111009	0.844329544323399	0.924666722393019	0.895156856554721	0.821726830002018	0.886662784260425	0.366358654002187	0.784426846805801	0.192783778911411	0.831134410618222	0.90576300776352	0.739295864772874	0.774164278131813	0.0397914001009723	0.95535395812184	0.865089612188216	0.859538383327752	0.153378295504278	0.683433990001676	0.902269965352358	0.808524999989308	0.939446271047949	0.67953462594657	0.758060821020476	0.947181114631131	0.908976335343374	0.931484702387049	0.836118328264976	0.872690553517911	0.884826317789695	0.781473818620964	0.901065479835495	0.763935930730048	0.533283326761043	0.806724976112087	0.824145313490524	0.347332036151159	0.928389854541895	0.721596906348028	0.729259682413683	0.576659638666853	0.793542498140079	0.924524827002848	0.158370443075976
SIRPA	0.735236681858258	0.876755988453515	0.914347712400266	0.742827710595548	0.688539669479442	0.848920663877377	0.92466762225072	0.925112756726188	0.907696090427051	0.887592992941389	0.957541527119916	0.943215743605138	0.918133177771361	0.926421043137536	1	0.765384740764111	0.436945519654808	0.619108279943895	0.933726930267335	0.964393132993446	0.977799350389285	0.961099274755313	0.85444747525674	0.914824922917988	0.854903693323695	0.94887207002151	0.399268609718323	0.878066032380909	0.801149802152723	0.878430935315242	0.43895699722436	0.872631807194736	0.695351642107586	0.751396621640786	0.839144471088039	0.820436515654859	0.791756133358681	0.528900795264263	0.805923253515021	0.71527746927717	0.727691796898453	0.229649556535448	0.851191015740061	0.738369907278336	0.828356358387562	0.907759254659928	0.750118450618611	0.856871587299972	0.718726397757248	0.581220751641041	0.540057251876612	0.890453295279406	0.856573677865254	0.88153128117511	0.70459703634327	0.899966732269402	0.592446698776031	0.837748928926523	-0.00939650077187769	0.759749569625478	0.817897310627377	0.807446885633579	0.87980096265564	0.151271074392582	0.928337634721397	0.950919332100605	0.916548973096638	0.396419852523505	0.851630743713262	0.92432277860976	0.679821257703978	0.861748986653378	0.782358143841863	0.764097702352493	0.876486926504554	0.949002120044207	0.981437588217165	0.914616210386143	0.908596690959349	0.855419877561192	0.897176268450122	0.885048303216077	0.778493810536262	0.680396753051303	0.797523517601975	0.933589904339915	0.555426654852106	0.943781643205281	0.797609458101701	0.614762123790468	0.739212503905292	0.809169681078621	0.950333642989012	0.249003085960223
KCNQ1	0.909820625134533	0.556547930477934	0.718261544052465	0.935188446822535	0.376157014041284	0.856793962707989	0.773153046760323	0.684878354140183	0.83033901971278	0.863736199756711	0.661985790814245	0.837640395033791	0.900337973305634	0.878328420610178	0.765384740764111	1	0.664042613416087	0.854472286139854	0.735318120928005	0.712880502942276	0.785075171031793	0.714149792963263	0.85049179676671	0.682372525310522	0.764210400148878	0.832454770394841	0.277854410362032	0.873728106342885	0.503125663119413	0.444291452162215	-0.0897794794433217	0.870664790721714	0.22021502495646	0.830211637057335	0.814553662443941	0.403348664512126	0.926561711565317	0.0929308612063605	0.846954343405051	0.784336766587817	0.84552939140437	0.64022189076589	0.443061191317183	0.711479491315988	0.833855087818428	0.579791201742236	0.848781638243683	0.759266161071848	0.879314717963159	0.0458240155965106	0.437846524554232	0.729953729899772	0.862126305637777	0.828134642293414	0.810796535494055	0.723257535716406	0.117557364058824	0.606428799592755	0.454400927901246	0.834723128707466	0.931830087958653	0.51574924112422	0.558385338610998	0.010623981365556	0.873620800629769	0.656328311432007	0.757554178123942	-0.103861433557732	0.450199065994169	0.763796509028656	0.824869207559332	0.838633506097311	0.416864406144093	0.63281378942822	0.922299852459436	0.779268692047457	0.774373486383393	0.62396559143949	0.722182697495103	0.85604484313149	0.527370063096119	0.827335954621312	0.730918951488222	0.432376979401551	0.808106314473852	0.603166070525724	0.0376408205535719	0.811451307439421	0.613909255264587	0.881327323794601	0.287732761836735	0.674631133412949	0.814839569553109	0.116490349079969
ADRB2	0.659718106221809	0.280784972909276	0.383097757227522	0.706620819122511	-0.0608801137831704	0.590898805698368	0.508138837933291	0.312249412695159	0.552232826885493	0.629957159240487	0.353804650741821	0.526408107227453	0.670657794359515	0.601032502778847	0.436945519654808	0.664042613416087	1	0.784080136564339	0.44998675543885	0.387697162182441	0.477099542178744	0.403801707878246	0.538235967238346	0.411791219918174	0.505707137093427	0.583194540464245	0.000705423390798194	0.617697352319554	0.160969201149107	0.16542964907619	-0.291542113492056	0.533415910351029	-0.0267832506458391	0.508432226669703	0.553015212478685	0.127848281197565	0.774473097101255	-0.119157776810984	0.645563463861539	0.53687702572507	0.652745513161228	0.676431936543164	0.127691035788054	0.460483976401538	0.547499188691232	0.247569915973651	0.697326244118137	0.399249209173329	0.583114430935036	-0.212355355219138	0.22069420660649	0.41115388441424	0.637215738323677	0.546621917360121	0.601851572411242	0.535587939398052	-0.166193084475175	0.270460774928372	0.551826303622702	0.533661193400162	0.689901191486589	0.28351717100116	0.205217835639666	-0.158680159457948	0.632421981796299	0.338119349157685	0.395466234860849	-0.379630779573028	0.152234341726836	0.458556747015421	0.635625533062959	0.497280886590401	0.165249801815619	0.44499269300056	0.643781004942552	0.441253090710618	0.443904444231742	0.306649358560815	0.427939394641896	0.508367463639481	0.181674205523255	0.569318582699883	0.355798305003484	0.0486154925808311	0.555021140455948	0.327564774517314	-0.281976265418748	0.520716657234581	0.277140906745245	0.650613119179148	-0.0343052251958353	0.388026074826594	0.486444899125974	-0.0345171836997213
KCNQ3	0.85807929077012	0.368950050803641	0.554313439877914	0.907340433455087	0.161677120353558	0.726284718383362	0.648143044438137	0.524288407663473	0.672642595473503	0.752807149774027	0.492338119611886	0.71632795509477	0.796791882123872	0.768755474064456	0.619108279943895	0.854472286139854	0.784080136564339	1	0.631528688344943	0.545683979448694	0.64064076232138	0.52126833422945	0.750796867342027	0.539307725860891	0.704136861341656	0.744494766792034	0.0375859430127392	0.803143821495589	0.260499118513891	0.26589111948546	-0.310638410202936	0.734014458746346	-0.000430522225985779	0.779840050072634	0.788618929943844	0.184065047568329	0.906801368581719	-0.0728212861607757	0.823435728449959	0.680937700532655	0.764378323044677	0.736990522284685	0.261993279209319	0.714903272787426	0.806366916750716	0.368814398596235	0.841299768963505	0.631238370004078	0.814460770440211	-0.16253928630508	0.249767405060258	0.538232281000181	0.76341894534862	0.658258097737937	0.78227235574653	0.616460723422649	-0.0803605191137529	0.425939142508808	0.625131202522974	0.834277953697216	0.879177162110219	0.328794529039507	0.325878570490395	-0.0360722371917676	0.751829093590754	0.491609678202806	0.613709770042685	-0.362735256363762	0.256403906013301	0.652994330366058	0.828396656443123	0.749362453761472	0.271533433427557	0.52325577630735	0.824196432569429	0.585827459064499	0.606138932046894	0.470633819127454	0.614966470082173	0.635211088772509	0.339548670982826	0.743575879731793	0.603883952741319	0.267487679494201	0.749064922741988	0.420148525869095	-0.191264113532275	0.659025577177017	0.444547626288756	0.802913301166529	0.0725913718995032	0.573489641271083	0.634314804025693	0.096121381673468
TFRC	0.743204082923406	0.830075890772772	0.865890560684542	0.732714778761439	0.641717194497303	0.842954647004598	0.889986425008411	0.906378284301139	0.865327325679885	0.854060329814053	0.919018528540029	0.90766848005292	0.879931279093611	0.884710388133758	0.933726930267335	0.735318120928005	0.44998675543885	0.631528688344943	1	0.944284383995194	0.925145365402802	0.888761778666343	0.858496324192467	0.849519343143668	0.819377729842949	0.896196981503987	0.360683048498164	0.840648726651756	0.738393375571454	0.824149784497365	0.383370190216912	0.850734142255786	0.641031751982905	0.757015840859979	0.802446526478467	0.762706931190852	0.789003400656143	0.468916657622942	0.742813338957021	0.701776559037344	0.768910303319089	0.279962225743157	0.800292176722949	0.768385187137968	0.776190077174354	0.854182337911078	0.761633547467172	0.820633865641259	0.700875381691959	0.52327669354112	0.490267966754481	0.85234517036856	0.813763566945577	0.88003279094649	0.684997564933158	0.892596450519431	0.587999353533562	0.82742460408583	0.0782043244104264	0.750878719612494	0.80930550431438	0.797970644620537	0.817899465379091	0.245227465980125	0.862885330741382	0.923123790495711	0.900153345144991	0.311643115557473	0.808249827627756	0.899327701301129	0.68301623073609	0.832418207102392	0.767151545590884	0.752902914878945	0.873705907970199	0.87844949801093	0.914180630131997	0.879327403595336	0.919734528798133	0.782272211991031	0.871586921947622	0.895247758274815	0.758998998659747	0.708065931121682	0.773799297501288	0.857272082117732	0.503246567912515	0.936565839895995	0.819957063946328	0.632664701009413	0.723250608781688	0.855355437605701	0.896107508405553	0.373684422639522
CANX	0.683565725179751	0.904736574664043	0.900613253309549	0.688829968537654	0.708625152301847	0.833679324232732	0.923985871162538	0.942685893754495	0.913340279731765	0.861948883982802	0.97761878983952	0.927491003046024	0.884341121491758	0.904418337200702	0.964393132993446	0.712880502942276	0.387697162182441	0.545683979448694	0.944284383995194	1	0.96411495301261	0.959547127599206	0.837923950328237	0.908698694838559	0.834704745678342	0.913835412884021	0.448846697243086	0.839233558221318	0.852104896534782	0.908611825347184	0.527477884590839	0.850748536771972	0.762194451151854	0.723078145767222	0.772188759576595	0.860878292297505	0.741980410058651	0.589077916019859	0.730732113150879	0.665746311656866	0.725351171113031	0.176015397635579	0.889115490564443	0.732260159057335	0.75013822593021	0.942055119276995	0.725638503469576	0.830247141523366	0.663653817122158	0.655858751520482	0.565608977342035	0.892796310367071	0.826147254292795	0.879006406652932	0.665404108813231	0.919741244941105	0.669432739548969	0.873624790239891	-0.0577776102000885	0.709751667675469	0.766795851665206	0.868793747369502	0.92504861727603	0.241807630708683	0.88506427382675	0.977239541433732	0.914585127452432	0.456193256252798	0.88119254438269	0.910938906476521	0.62785583558055	0.841416224241244	0.836008565737624	0.772735998330288	0.85305898029371	0.946077250441762	0.961059613163614	0.923245161089259	0.938552218238455	0.841320097247701	0.942560617637194	0.871978716305384	0.744639140942555	0.734049639547419	0.735074834934509	0.93703669012407	0.635197496523168	0.962187537125542	0.839144126477558	0.560989923158441	0.824203335501539	0.863434944332915	0.943224247324813	0.348469274303934
ITGB2	0.746474620030311	0.884323988015716	0.888678553004655	0.789190661463879	0.643983984166829	0.850715306582291	0.939867239269305	0.908655107810762	0.934943388922679	0.927959572596983	0.967069869777255	0.969224202478637	0.942700818014158	0.95370745857259	0.977799350389285	0.785075171031793	0.477099542178744	0.64064076232138	0.925145365402802	0.96411495301261	1	0.96802390142917	0.867311175625177	0.905362673954581	0.877934846671871	0.967446519646711	0.340244557458996	0.914621344127623	0.781553555116437	0.867142633424218	0.405224641848086	0.890075387452347	0.684763989053535	0.78321271450656	0.830401971558546	0.815163843755102	0.807171635995474	0.531241170248335	0.834242485051039	0.730278110734505	0.737770101626914	0.272618341218576	0.834698906741526	0.776011407824641	0.826652983499898	0.902937321505664	0.77312806555161	0.846966060049236	0.742328266972578	0.548249742826836	0.51597965707366	0.859457719624826	0.870933873480539	0.874744297766993	0.726978700081881	0.915082428667023	0.560997627905036	0.830590366745665	0.00916972014988202	0.770816328296187	0.835087076525375	0.806206218588214	0.876598355326972	0.106268974870779	0.955147580635052	0.950221135680851	0.892525836477372	0.330990273225765	0.833213932429983	0.923848535267474	0.709564598118387	0.891993805071189	0.778846076069374	0.764277201928559	0.886349712051475	0.954597846263645	0.973362437272185	0.890091011903727	0.908601116539268	0.860056917075094	0.889470253151251	0.878315930426654	0.745963038837001	0.632845333434327	0.795206524122643	0.938402994350632	0.516494713018377	0.945134006752228	0.805646788414343	0.630867523236217	0.72387122782486	0.818238692468013	0.95660803523765	0.228044588552087
CD81	0.650270810116675	0.938270801167494	0.87409257615725	0.671706580337477	0.671822908282535	0.81566321271991	0.94067451805875	0.91489130962841	0.902752478021573	0.894661230677143	0.977640850889534	0.914037261891987	0.884997217599278	0.894243817306472	0.961099274755313	0.714149792963263	0.403801707878246	0.52126833422945	0.888761778666343	0.959547127599206	0.96802390142917	1	0.799059380024556	0.917212340353273	0.80656539338891	0.92280993686403	0.465995034848922	0.817561116514411	0.869265766292539	0.911031893271268	0.547438009481511	0.804765436851915	0.783772998005218	0.652809354111872	0.761810512630788	0.874725886130749	0.724538086734999	0.646977679021687	0.752488138583196	0.652559501623626	0.684945102377014	0.128654146521398	0.876041754846566	0.66391147768908	0.724627184649558	0.950049711227925	0.692512635716169	0.824937927360625	0.653557746854911	0.674174680108992	0.586630444766158	0.883800930671695	0.831415648563185	0.866865212942899	0.653185802475187	0.911450689728041	0.663275952695452	0.821279370206725	-0.106189276417525	0.662063685449974	0.751379158510693	0.822428066051452	0.943292870359437	0.162501878050761	0.920644345814952	0.966725282563189	0.890338415746416	0.480690789950943	0.898725193333272	0.890897969428292	0.587390673063549	0.796601671643888	0.814240365792822	0.762997403012911	0.822634226654485	0.979996088192834	0.970550183794943	0.911350768423015	0.901374091333506	0.868385228944435	0.921041397366103	0.822991034099943	0.695440931577316	0.684320909094793	0.740513995977137	0.981296274600845	0.627118900246237	0.943039966243701	0.826203764979347	0.570485636312566	0.80647054252364	0.823701391647437	0.961879066754094	0.250378599230386
PLXNB2	0.874935704608006	0.664318313963243	0.804616501882211	0.86769138956898	0.541547092943867	0.869501021730624	0.831026701278721	0.810207515783532	0.886259651938577	0.856235583323277	0.798783984692897	0.865252712682728	0.881981497146162	0.892687988061149	0.85444747525674	0.85049179676671	0.538235967238346	0.750796867342027	0.858496324192467	0.837923950328237	0.867311175625177	0.799059380024556	1	0.756742789822347	0.873677619804697	0.833928713936976	0.263129303645506	0.855331241441244	0.633915091162123	0.633717131214768	0.175635082537295	0.920885659992162	0.414885134850028	0.840962714551409	0.80601768548448	0.58363014561598	0.863327072974906	0.274092865508283	0.78469622364626	0.772909026736807	0.847068486887764	0.538919689536206	0.619582643355822	0.741309169878023	0.831442159506682	0.727325789554971	0.816285990157493	0.822025618120779	0.855779699759351	0.29409020042336	0.472641544395591	0.761303660690947	0.859091353995107	0.817306795272763	0.76259354608737	0.812367652520616	0.372471383533979	0.745751385475666	0.353201567432766	0.826910741922945	0.869682130850995	0.682706610473009	0.694203223957608	0.132280914968235	0.842253553844772	0.791710617338937	0.864288492246142	0.078547411324303	0.627867462914744	0.833880367946044	0.765405211306707	0.869457382827257	0.619792915428648	0.660846150805002	0.926679106045742	0.826038093043801	0.844761000005197	0.753090787230215	0.825878787791523	0.809917545562947	0.707683331135833	0.888757487273447	0.791764209401896	0.580509876362417	0.811558961281412	0.716694091260927	0.281764087303066	0.876767542787652	0.745288133790254	0.771394971182454	0.531408458276887	0.75880873052724	0.856348470339821	0.271900833170216
LTBR	0.636896883762494	0.835175454709766	0.908253825871515	0.638395005365199	0.684610132716057	0.796893941573031	0.900828858054076	0.869884873800865	0.874029915218304	0.803163783231525	0.914801275080024	0.879950640287365	0.842210834784402	0.873630963962831	0.914824922917988	0.682372525310522	0.411791219918174	0.539307725860891	0.849519343143668	0.908698694838559	0.905362673954581	0.917212340353273	0.756742789822347	1	0.768873331313942	0.872912814307469	0.497328864537104	0.76687150257177	0.81994641301326	0.858580464371761	0.532290587951646	0.79036467312036	0.719170714956998	0.653572961449252	0.77373679606628	0.846655621101424	0.71981732197975	0.518460838163103	0.775307927713405	0.645917300234557	0.692360094526257	0.15886322563709	0.842607113784696	0.679844503939124	0.714131900155293	0.888331152592775	0.650426076625775	0.792313320047522	0.6752045516952	0.603339647252303	0.681948840914695	0.857345378945936	0.800533925769367	0.835555758949109	0.677919895484489	0.883511394451851	0.614044982901156	0.830192841909533	-0.0200029840884037	0.647039737998597	0.719259418676282	0.786771740661865	0.88599310965279	0.207429275498116	0.852052068563084	0.91010266416689	0.862186872687531	0.457301009741019	0.812705383531085	0.886340378712942	0.62578719054083	0.788762717702143	0.789979894698239	0.704028813370952	0.819605736673101	0.906465747092576	0.915332997488497	0.899717578756485	0.857641150467304	0.825877012584505	0.872862595807451	0.801406529761895	0.71537198355791	0.59102880209402	0.704462785869666	0.897845314450865	0.604306436627418	0.895981602817082	0.702170768843786	0.558545938556047	0.734129779722949	0.768418495020895	0.892017164742365	0.164212082750421
ITGB5	0.801824213823162	0.662598530892864	0.786701650688398	0.821448541651757	0.573989368122185	0.820519831874395	0.806979870016098	0.789520607652054	0.860417601240506	0.850348585082308	0.812141505528853	0.874199268837695	0.865763241074875	0.890512475426073	0.854903693323695	0.764210400148878	0.505707137093427	0.704136861341656	0.819377729842949	0.834704745678342	0.877934846671871	0.80656539338891	0.873677619804697	0.768873331313942	1	0.843640178137145	0.185852860752035	0.865734124488414	0.622808437895332	0.66632376441559	0.208828231855359	0.868329202828955	0.427949288074628	0.819648635073576	0.797533140027764	0.582634254494856	0.792001411420305	0.323583073867691	0.791765891081792	0.769041982372996	0.75091430648893	0.452730134765317	0.669463585442064	0.805421976152431	0.825309992131845	0.727923723421074	0.796162649658794	0.736967957616626	0.783552736273313	0.347675795331805	0.427902624677293	0.724269177405704	0.834030446971462	0.778347656582252	0.761028700506084	0.772608534796089	0.339211372961739	0.735869379461339	0.222631840072013	0.817771146431394	0.820407865397757	0.686687132836643	0.695198890344714	0.108139606860854	0.840459639372995	0.804101113777156	0.797362266791926	0.130410221970188	0.626931363462838	0.801531752568013	0.727341622049884	0.884319093607808	0.61736643527043	0.721531502356827	0.864596867742637	0.808330784623016	0.846677421014008	0.748550801867666	0.82360271017665	0.766509979335867	0.731871853509062	0.851115879005838	0.7436277329521	0.572444432812761	0.783095572768028	0.740730208595395	0.326754857832928	0.828302551039169	0.686311582019991	0.646818232103841	0.565015276488496	0.715360001575654	0.819701100948947	0.230377108290878
ITGB1	0.776334612979026	0.821108593727033	0.843641368482362	0.837271221587234	0.536757873013672	0.839017314346891	0.922405380157745	0.850602550221937	0.914940548928937	0.939605244497599	0.90322754829838	0.974822146541909	0.965917907896553	0.959846663352714	0.94887207002151	0.832454770394841	0.583194540464245	0.744494766792034	0.896196981503987	0.913835412884021	0.967446519646711	0.92280993686403	0.833928713936976	0.872912814307469	0.843640178137145	1	0.288793241660491	0.944713899420663	0.683514121483231	0.787908984726704	0.252802860425718	0.864209479760644	0.568601944900372	0.787968218251849	0.877480727558258	0.719392615903739	0.869337709012355	0.408113551922417	0.89544440362511	0.765280082667533	0.734049824367189	0.337582866249123	0.736403171000643	0.797530886557258	0.871877099242484	0.837120446288629	0.832874711331348	0.837819960352264	0.765026251162747	0.40424203230632	0.456145596393749	0.844168767535915	0.88553458733777	0.864395259882337	0.77471255533936	0.884065794120058	0.415057288548921	0.766729163089953	0.0800781195384409	0.821708745188962	0.894141487089375	0.735415838382455	0.791925541858266	0.037114838322416	0.97994672508764	0.894211409159534	0.849158461099835	0.197444238134465	0.741426847560866	0.92769236120335	0.763697600434007	0.89445055965645	0.685085576613638	0.749161414355116	0.893682836405608	0.925947257565228	0.949081862267108	0.848946654234517	0.88986276158431	0.850310346939535	0.803567419476	0.876469931594874	0.739494480146049	0.565501459774167	0.839376197366143	0.885897308446616	0.379910140983031	0.927036899646118	0.746500952817746	0.688849212481779	0.603042986970898	0.810784107322872	0.940008375721761	0.209035944487708
CXCR4	0.135927813160744	0.492650117953675	0.454858358257771	0.0879756537311552	0.579040020845302	0.415476772594455	0.49442706201639	0.521525377363434	0.411146541186216	0.28401590425815	0.430693208111616	0.309560717561803	0.280763938575442	0.317085788876339	0.399268609718323	0.277854410362032	0.000705423390798194	0.0375859430127392	0.360683048498164	0.448846697243086	0.340244557458996	0.465995034848922	0.263129303645506	0.497328864537104	0.185852860752035	0.288793241660491	1	0.141287545679943	0.726185156153871	0.471356469333852	0.572690477427609	0.265392013793669	0.593307157106074	0.171137212827914	0.193610417248345	0.506988880974454	0.200562664487895	0.430002118249074	0.129403284873816	0.171529109514391	0.443067257271423	-0.258359114494312	0.515594782563035	0.155821256130099	0.152006975993143	0.539614491660196	0.117885180641192	0.395082222081201	0.151783355393051	0.567107271317664	0.533502811091102	0.521434002472448	0.340491044068386	0.467982967106906	0.228783154814967	0.427369016191972	0.548279049875374	0.447138120968353	-0.20778353879063	0.0270725595637579	0.169575152148251	0.430634881268274	0.606858708090357	0.477361046298276	0.28606135034845	0.467881261429513	0.412208906167344	0.605488207080735	0.492182342804546	0.381653498927542	0.138268807110106	0.188625520813961	0.517311495669978	0.319488097068553	0.359257667523175	0.526454059568802	0.408775678455238	0.570803121045995	0.386099385338859	0.481279109311408	0.477010033607459	0.312064418077594	0.325665321474319	0.348749062841508	0.12970331751063	0.452520114259022	0.605690197185617	0.472535216397122	0.374247269451726	0.221433222051147	0.501590844683488	0.362507678370502	0.434818367741038	0.0365455531245455
