""	PTPRZ1	EGFR	BMPR1B	NLGN1	NRXN1	SDC4	NCL	APLP1	NEO1	LRP1	THY1	NOTCH2	ITGA7	NCAM2	PILRB	ROBO1	APLP2	SDC2	ITGAV	SDC3	AQP1	RAMP1	CALCRL	TFR2	NRXN2	PLSCR4	SLC16A1	NRP2	PTPRA	SORL1	TRPM3	LIFR	RPSA	TSPAN12	INSR	SORT1	PLXNB2	ROBO3	LRP6	DDR1	GPC1	VLDLR	LRP10	MYLK	BMPR2	NRCAM	FGFR1	LGR4	CHL1	RAMP2	PTPRD	NCSTN	ITGA2	TNFRSF21	ROBO2	CD44	PTPRF	NLGN3	CD47	NOTCH3	CADM1	PLXNA3	ADORA1	F3	MCFD2	ITGB1	LAMP1	DAG1	CD63	NOTCH1	TLR4	ITGA3	TYRO3	CD46	DIP2A	CD99L2	TMEM67	FZD3	SLC40A1	AMFR	TSPAN5	SMAD3	DPP4	ERAP1	ABCA1	TRAF2	PDGFRA	ADCY1	DCBLD2	LRP4	HMMR	NRP1	AR	CDH11	CXCR4	CD81	STX3	CCR10	ITGB5	ITGB4	GPR37	ITGA6	ANTXR1	STX4	ITGB8	LRP8	CLEC2D	NECTIN2	SIRPA	GPR37L1	TSPAN10	ACTR2	MERTK	EDNRB	RYK	TFRC	CD74	PLAUR	IL17RC	NT5E	TSPAN17	JMJD6	TNFRSF12A	VSIR	ENG	TNFRSF1A	SCARB1	ITGB2	RACK1	CD93	TNFRSF14	TRADD	CANX	MRC2	STAB1	RHBDF2	RXRA	C1QBP	GPNMB	ADORA3	TSPAN14	PLXDC2	LPP	SMAP1	FPR3	TREM1	C5AR1	TREM2	IGF2R	ITGA4	CD163	SLC1A5	SIGIRR	HLA.DPB1	CD4	CD68	PTPRC
ITGAV	0.91457853695461	0.857680816438317	0.784028308679316	0.933085728568252	0.837585187410503	0.864066793980804	0.799421820781851	0.780197944384562	0.938700420701746	0.867321117103324	0.872326002230133	0.966074507703697	0.77853118973553	0.864160699023777	0.955938352121585	0.935374810349207	0.811758092715852	0.704917140009727	1	0.810147245986985	0.75541737208543	0.920741982113386	0.833073677759487	0.821456590381386	0.831928887450616	0.735533007773087	0.592018903657419	0.833070131658092	0.943015439108478	0.854935937460631	0.804101187378524	0.883799531161398	0.755497790809536	0.748761864803825	0.562209411714546	0.952167135433348	0.488591896891089	0.934571103518086	0.858688688379415	0.795110272449057	0.849302160131092	0.745619096260653	0.843817285801165	0.795431454616696	0.916024732091571	0.94899829184391	0.638141661754304	0.866605734018365	0.886793464764107	0.358871814164664	0.792388716330301	0.740344306501187	0.737056285397905	0.867907386915186	0.836004385073523	0.825903332732554	0.864534752375001	0.776968710089061	0.938106554791342	0.623852747110866	0.906240852344178	0.417989164008554	0.902065559521625	0.853898623503682	0.882427123681646	0.774164096663752	0.631372906365478	0.930832252571355	0.926855840525862	0.89806835813186	0.841151948158159	0.788310991838442	0.698826828278908	0.803464435091282	0.918697941386081	0.809590763272992	0.751718044708348	0.858395559923853	0.862842765563435	0.721939152030716	0.921843844442275	0.858088851757918	0.735078752414737	0.744829976882892	0.808465538557381	0.872216087281483	0.648557378564648	0.730166772654834	0.937710645570395	0.671301750646879	0.792919648064301	0.388573959009334	0.906262267665791	0.857823772528012	0.29602679462212	0.659914041767624	0.858074889372952	0.802893744623692	0.458073412007331	0.917400508665714	0.92322019380298	0.646801636731869	0.807551943118873	0.73787499648181	0.925381561342773	0.851859904290807	0.694244699248173	0.533988111916382	0.306824584601317	0.884262832026169	0.748385584462309	0.478254425893452	0.370347516816578	0.885200018875269	0.833727667627031	0.644497014764538	0.366575352051656	0.393445022043065	0.909440137647028	0.774070875551662	0.768423267454757	0.802704928060866	0.76197359594037	0.299688833747793	0.269397286462718	0.872216366057228	0.788314069059283	0.243996463723429	0.752201937883286	0.258899572719175	0.639401056931155	0.56255844938284	0.928893508565057	0.945739796205174	0.304998150736827	0.555026689961226	0.487430115539648	0.653098622900085	0.320040647071816	0.337490783802249	0.53638306967385	0.274774830302306	0.946585111790183	0.735378027763789	0.285321766488805	0.186161923830179	0.354858127055108	0.282677334511067	0.445108993385933	0.29869239402052	0.241512465592844	0.83819664044356	0.570505198209737	0.382209901286907	0.269357670136427	0.292463053016047	0.181565142117434
SDC3	0.588141611144566	0.496024973042045	0.435163195984893	0.640169118332366	0.489121761447605	0.76670032062713	0.866944733472138	0.502427129290159	0.659124080115895	0.910369816548644	0.634510530379802	0.784639790124186	0.607965713780363	0.491409242229024	0.726881567543032	0.612481562494732	0.908463340438575	0.835949074648964	0.810147245986985	1	0.639215616612857	0.624048203779201	0.457008225664686	0.501399554182565	0.564947535034774	0.368311851059845	0.237733996373083	0.805121853618328	0.657575429842244	0.89090500848814	0.507160222615726	0.530449570857796	0.807171480816099	0.39829084329087	0.257553408591271	0.711488979576623	0.818508216133062	0.68296158846799	0.598990637118274	0.417762841695494	0.58406248709942	0.457747343880648	0.914162461146709	0.470537578979089	0.775847995880698	0.655409150447289	0.35739316187016	0.572371877634041	0.534835714750992	0.166108988505369	0.474579868486515	0.854580646643831	0.446392276804926	0.822982180092435	0.521028678820378	0.903754895050991	0.527807426704619	0.441676982228479	0.747574997676442	0.405942144177965	0.801627411245532	0.303350301333992	0.606510589092176	0.525749770113835	0.872034993641438	0.922598759906215	0.889719434733203	0.684255051199869	0.843098478958535	0.880842930892532	0.891953565144106	0.562680054924631	0.391192200608799	0.866694866713489	0.776311274765762	0.863039792347914	0.426321489365465	0.480919961148152	0.555777322385079	0.799276982086606	0.581180069417545	0.55183320122474	0.442023214027111	0.687958233123447	0.913267962691148	0.765361166147498	0.446398055732014	0.424470511510112	0.709450027877905	0.401712662414995	0.741946219295816	0.73787528450557	0.732029726936834	0.662185765003895	0.648595996324383	0.901399296068122	0.832264664246271	0.46711730989859	0.810821755372218	0.621362884767125	0.644784148508194	0.673860826039746	0.803010623390238	0.861503529523276	0.63111236686315	0.693465993581503	0.877251764330711	0.761043407724322	0.700984628197526	0.613744484852128	0.427944743118656	0.807274660801621	0.757095633753472	0.771856250455007	0.834154909466397	0.641808933592031	0.749964948011324	0.777793878038399	0.738025093305752	0.488209157487728	0.728870447320725	0.738749191816958	0.605380748719507	0.682217322684637	0.675298223599802	0.875155741971256	0.80527390869634	0.665167053704929	0.781027514082431	0.684500212362474	0.819334010189899	0.756173028971798	0.812592041356589	0.781638946327911	0.730899063456547	0.846357277907722	0.797342226845023	0.709983969988516	0.692054611637642	0.736366462413655	0.835859123913843	0.687449676376463	0.858831068637372	0.901337668625349	0.71437863488242	0.610926080707403	0.741523234350883	0.700816332723976	0.761735583198958	0.675112703615945	0.691825071383178	0.82418406305226	0.820946180621485	0.748482288002166	0.696352411407836	0.704474474847386	0.60279036520177
AQP1	0.660388367460499	0.51196107859146	0.499025394337422	0.725940611551045	0.561067359335409	0.747104548316985	0.58412991785089	0.744000847852071	0.672271161381559	0.62004222314232	0.831078149785384	0.781923230366627	0.671372079293367	0.713236104834508	0.700842682847119	0.715291130699832	0.63976205204643	0.579304240022186	0.75541737208543	0.639215616612857	1	0.672123998908954	0.581710479096104	0.589945429678249	0.635544395332773	0.529052546572843	0.34127071747024	0.741080874542078	0.680600648504735	0.633893008727912	0.622910002867989	0.722413382899777	0.568918775228923	0.520055163159269	0.291213191103398	0.747082046769242	0.324515167482902	0.720232281740099	0.728454005558178	0.603177970421615	0.769507027798447	0.493072106086007	0.568781256902594	0.681316646050852	0.664628188308741	0.771051025349128	0.499056287873246	0.774339167495707	0.669220493545462	0.39349343755626	0.443221548899501	0.657750261575697	0.593284558580509	0.575008611824478	0.643460043006783	0.606819070213719	0.675659124793006	0.427878097097801	0.806527733246414	0.29646504156478	0.777713750110433	0.376181927494102	0.644179924571649	0.759914801201503	0.731107249761823	0.616787370475589	0.480412090235024	0.718479689349848	0.783877610359194	0.700761948907222	0.656876276656866	0.6137050710032	0.623279275199645	0.669986124641329	0.624762568315394	0.666352702303914	0.544713515902095	0.662294962985323	0.672783807064269	0.545026963255271	0.713996800184389	0.726842986058121	0.598894943587681	0.517727120511493	0.516436801679851	0.718478004961003	0.686926472675984	0.476833291488392	0.683928834368626	0.345885642166895	0.69835675915605	0.295280819932493	0.777022381012683	0.640625441158478	0.167286244572116	0.50143057036033	0.526178322681367	0.517593532507186	0.394174624719449	0.778437566258832	0.738395637508593	0.510409829209633	0.695847838003786	0.468343863495954	0.731386785681134	0.74332259224654	0.415438820904929	0.375501128533632	0.231136131573152	0.687063072615748	0.471599683749233	0.35402088495205	0.252140415090588	0.728707148785971	0.669399621619223	0.359478336580644	0.23695575371675	0.272661777674791	0.696741197237644	0.49592018416677	0.642250535252344	0.653526133248306	0.785208427812069	0.181592000418503	0.174742101029446	0.674054706387013	0.476096154056035	0.139879305243603	0.50631189304745	0.173085766002221	0.357092229060996	0.464880965887167	0.705346029432122	0.675938718444272	0.196537556916509	0.318292623145421	0.322996582624047	0.542837960217248	0.152760351665383	0.203839078825952	0.327146625402668	0.174527210329059	0.688772185856446	0.581920046306139	0.205710172999166	0.0857886699704856	0.163233331911808	0.189511417763955	0.302859492025148	0.214131420733723	0.153291369462064	0.678091598198373	0.435402401919624	0.214402097049132	0.150217466241471	0.15623886217792	0.0885907796173418
RAMP1	0.951128226784747	0.902224135309895	0.896685373848819	0.91164942929639	0.933884837709944	0.818354153640306	0.622270941750281	0.762290605606466	0.935439729281691	0.724236047519426	0.848487639486534	0.88843138725199	0.731761073077288	0.9144586042723	0.891652658906166	0.928163883446216	0.664702500991683	0.55127006671114	0.920741982113386	0.624048203779201	0.672123998908954	1	0.933176259349124	0.880517791539654	0.818069090959162	0.82382472357364	0.542511161861133	0.621592827805593	0.924571567879496	0.740009638494123	0.827780348766804	0.925233741946662	0.56971477907448	0.857756024782415	0.688878178188157	0.897197671615412	0.255671593751417	0.847088941342653	0.757233489710987	0.889121292066253	0.824007248654058	0.729369129769293	0.695145795476818	0.861647106369592	0.831526403993988	0.927690338981973	0.64866776143189	0.860174231627051	0.968406282770262	0.452421532312027	0.816971978055952	0.587583525626851	0.87794645078577	0.790329398374172	0.920617861475114	0.63216102437599	0.894974728702113	0.876125374981022	0.840738999098479	0.61140265289197	0.833883246678649	0.430845051597068	0.893800107069189	0.851184469099248	0.712857524460819	0.580508937328882	0.425099727498223	0.895043767003119	0.805166987129321	0.730043312120738	0.743459643828925	0.8194536681499	0.736817488351671	0.564470152624354	0.868934651659823	0.580837401796819	0.775996674066184	0.877085611632568	0.943752095788296	0.584372618942388	0.937823543796188	0.815969110225768	0.866838376389254	0.751761372187561	0.639817663084046	0.742948616146191	0.523909865168257	0.894741306885074	0.892091609395227	0.61653952685877	0.593763770769865	0.169110679192958	0.836744579394097	0.834785880739435	0.0809725364283926	0.458846648711676	0.758294932222833	0.796104261874548	0.272168886915864	0.929254643964439	0.867952718760307	0.588662943584784	0.673896739363011	0.549363079670593	0.937311786810028	0.721684423260902	0.523368483567647	0.353305079466755	0.107155803134159	0.952314284035084	0.736841037557501	0.244108341691612	0.175280171228704	0.800260744578571	0.669474792757741	0.46066897593864	0.143612647526528	0.168301990456096	0.788690749889417	0.736978701509107	0.592052503673603	0.585964681142814	0.622719280798119	0.0801590901379021	0.067963625143886	0.70947047986872	0.622157280642017	0.0171474073618347	0.535315979992766	0.0411718798670026	0.473301966072599	0.341681502082138	0.820645917116733	0.866731993967842	0.0917303227155607	0.35097809382568	0.286153511155766	0.465722077245519	0.14269726518164	0.135595683392665	0.338490620037178	0.0676238881077183	0.869343456098219	0.507084820887621	0.0518479472720054	-0.0305983674070512	0.15615548528163	0.0662682490231281	0.265119950845656	0.0723247885442269	0.0173984975094418	0.633839978460338	0.331365292356364	0.160512226070232	0.0540564539817193	0.0826881825236638	-0.0359225138204895
CALCRL	0.912902952221176	0.925067742286597	0.952158918404799	0.875816959570838	0.912903675258879	0.68246887385863	0.530589672386773	0.720955654472203	0.884522903603658	0.61582011004152	0.800816518683861	0.80975000200124	0.609983804563047	0.934992470823232	0.843481766229036	0.893474648846254	0.541975399206372	0.410928063115297	0.833073677759487	0.457008225664686	0.581710479096104	0.933176259349124	1	0.89285382182082	0.841061373000526	0.873726655394431	0.597591099309702	0.539634932605596	0.889863037684031	0.60183410536904	0.879863829413218	0.889065404623897	0.472405982824508	0.868670649150528	0.708652827360822	0.875607551357191	0.111254993398451	0.802771478857723	0.711135510341617	0.929582986673151	0.7835459763194	0.711420654334009	0.576778277656431	0.828353177792857	0.738926096034076	0.89015513696555	0.5935711992835	0.821202955623901	0.936833054203344	0.408588917948124	0.823651329009314	0.442541086768583	0.881380087985115	0.669900589252408	0.918905222967855	0.510581849536035	0.906264497343814	0.938925419524612	0.784257204880598	0.643689707155002	0.750566161076339	0.485670443397867	0.845884029426776	0.797000223492808	0.58634261348606	0.431934084584503	0.305232971960198	0.844863008319842	0.696231013738773	0.639389606161641	0.638275844976122	0.77168461086959	0.759648465496661	0.469278977162375	0.831551078825222	0.462797297230509	0.818594881838554	0.889483370813304	0.877676182283369	0.538170850780723	0.920816667361295	0.805228633634666	0.822782230583417	0.709981250848203	0.497108579282539	0.675622712427579	0.541506053712933	0.856853201345045	0.81666689233051	0.633199355085134	0.532030397587048	0.0232552461405468	0.749060498987337	0.762868243276905	-0.00699864145572385	0.324416802822271	0.672144982995087	0.822503698615565	0.103783387318181	0.853675563300461	0.8168879737285	0.546522536040234	0.58220055404666	0.450671753720575	0.885781506042354	0.682937131896234	0.397348491353129	0.234496356444035	-0.0207062599086398	0.874296507123296	0.801454153846855	0.106535592507933	0.0269012738807328	0.713186462191806	0.535168625978428	0.445039742301661	0.0197492624109762	0.0144974967125334	0.714819812137188	0.732368649227018	0.536882347822441	0.528518540372968	0.559383484908027	-0.0349728103936802	-0.0730517038744564	0.592601449751185	0.529590219077723	-0.106110755540409	0.457551367109601	-0.0904767967411424	0.363876136728795	0.282069696937042	0.763767602054185	0.832059331464565	-0.0676733150538847	0.238157574860141	0.14875662199242	0.378409485673528	0.00145380033004727	-0.00833762413879622	0.183899897101305	-0.0642001549753192	0.759007115338112	0.400094384075638	-0.0920804393313961	-0.162168476182465	0.0257519690520716	-0.0607891980519964	0.146725148864497	-0.0317366078011137	-0.130896758114185	0.548805942302342	0.199709625159136	0.0444050248169424	-0.0795741899964818	-0.0547445523618229	-0.150495486748355
TFR2	0.879743464289256	0.899847529789435	0.829639043231814	0.888819327998864	0.816481019648294	0.607846199503074	0.503830187011436	0.73417992310016	0.832802812758618	0.590745796948234	0.833476412490611	0.785701897075333	0.636903862466961	0.883253158468842	0.842276631154851	0.883961108081905	0.510154905200335	0.391188949276038	0.821456590381386	0.501399554182565	0.589945429678249	0.880517791539654	0.89285382182082	1	0.808605385377303	0.840182826201877	0.548401598634085	0.512311472236733	0.867041691942512	0.537396833138816	0.820530599662923	0.81981915592962	0.45253855783688	0.792724257772263	0.638334382546289	0.829790402563049	0.150515514289761	0.798940829972392	0.719671737647867	0.825630046963305	0.725249903486023	0.767640375248368	0.561853817057153	0.804982432178251	0.707728822095798	0.855164502240737	0.621964021194962	0.789799046862883	0.82850947153915	0.463393359325957	0.822565023258721	0.448573895488537	0.801439912410808	0.631479602949936	0.804295351026556	0.493607259073607	0.874774141834355	0.849531203319139	0.758167578931466	0.674365164315578	0.719198211057229	0.304000493675618	0.792864135461773	0.793933605917192	0.55838867960716	0.414933671049038	0.300797855887349	0.838130858340542	0.676914907552364	0.638874646436861	0.574577195474843	0.681072055904407	0.869467411213465	0.556603502814188	0.762680121972892	0.523043135626253	0.636801632121894	0.910675695877739	0.785372855819633	0.479717285369612	0.916091476332514	0.784273628014201	0.754686497292681	0.610909301354069	0.516098460982137	0.735779476920176	0.45601543745198	0.76476062293672	0.833437591984219	0.693218766579706	0.604198299527039	0.0160697773856793	0.791465494434602	0.664153644062337	-0.0282915762078289	0.331734463014859	0.664314555195607	0.80369588807744	0.0923941131894943	0.832359064055599	0.780418057199811	0.570734219237167	0.56480159429975	0.471228254288538	0.859963925359426	0.749517405207978	0.419185304194512	0.19191452030022	-0.03105357045209	0.797216443662535	0.772968100393756	0.101353978220331	0.0387019340325706	0.682565132416746	0.582878181909258	0.510348105450267	0.0256197201471697	0.0444845373826274	0.722200384022195	0.69778355434085	0.473418931675935	0.618338351770694	0.580390034450444	-0.0284475486734408	-0.0723726097725678	0.584082617552445	0.520303401960989	-0.0928763439962782	0.455729110890403	-0.0776137759735014	0.346124009402831	0.319297217144139	0.725419698204118	0.83302057665937	-0.0546868980708531	0.252996545567743	0.152419064901055	0.380161455856606	0.0201510524418131	-0.0039153033743806	0.224537963622331	-0.076165642855186	0.711951288324622	0.426986641474398	-0.0705844895533606	-0.13677079383705	0.0121038773427707	-0.0566965809532366	0.140383770563087	-0.023905890584831	-0.106273771366225	0.637789648293139	0.224154024559763	0.0491020742924966	-0.0832834668427624	-0.0418063931859737	-0.155715387932614
NRXN2	0.808451321107251	0.809517222978526	0.820562691158169	0.883290149673234	0.70106175383483	0.683399246295046	0.594716576489227	0.727169156748734	0.823089730114442	0.613372390321323	0.843871140606703	0.839634062191527	0.577946966299525	0.829229258708715	0.858283064157745	0.862367050805699	0.550315762326058	0.423961988850796	0.831928887450616	0.564947535034774	0.635544395332773	0.818069090959162	0.841061373000526	0.808605385377303	1	0.69545866249998	0.538818737592761	0.65239672362357	0.805762997691559	0.573853155429218	0.894196334578463	0.758836434925504	0.500006114668109	0.724355672662083	0.387537325115538	0.899256435562847	0.193207406025629	0.839100603341687	0.747978722043234	0.852064466262692	0.862709086263181	0.556655393399351	0.607717439055778	0.734775120034088	0.685759443472765	0.872650759151731	0.410026080903725	0.764175554931688	0.809412554506513	0.224057135220234	0.64470302581321	0.444837557162298	0.75189626122413	0.592060418692646	0.797411060704907	0.57558318508293	0.796312180034227	0.787732355464127	0.8315929928072	0.537803220237723	0.746646857560088	0.362434706796708	0.790466511189337	0.742816180398678	0.648781406093028	0.494945899597252	0.381975850544956	0.807168018960473	0.732411482707403	0.768183809084395	0.606514262013676	0.636866265559256	0.725816718236521	0.567799958166025	0.792987654438039	0.662617289415438	0.695866591422568	0.764658876015766	0.708918904887758	0.528283945286196	0.888047956508306	0.752727616577033	0.630127456243629	0.53023471769077	0.529361594245889	0.775177975123833	0.676422441367979	0.614016031592842	0.803831372535061	0.510228313907421	0.723818279627328	0.103141930004681	0.80260874639104	0.660981603353437	0.0601612016621478	0.370868355241435	0.710913578995976	0.669562940930997	0.14053070324288	0.778954290704512	0.80906382053912	0.444462997503858	0.560439570552196	0.49373006579589	0.814719741963236	0.760325554236416	0.490640114736117	0.221152861054436	0.007274801310344	0.788230596123059	0.863212858119654	0.182215724962455	0.0620727266556988	0.723025628922996	0.541677753794153	0.432457990617332	0.0936353968096594	0.0877829972268599	0.717249106678631	0.606438748259473	0.662396550443515	0.674750264407533	0.693198936462685	0.0158220503953255	-0.0261046370734505	0.597964800015413	0.568454292118215	-0.0343438841593107	0.501250483454298	-0.0240719890107907	0.412566082934091	0.334967293945161	0.776701606399648	0.822664735671281	0.00956872031515361	0.325041828822575	0.172573601394893	0.381888413713542	0.0446634243564272	0.0474498392902022	0.221868300116934	-0.00508509479424995	0.742438279413961	0.483536632076098	-0.0166653967132477	-0.0859330084668176	0.10760494923279	0.00403496836776114	0.17136573078077	0.0301944807643767	-0.0473955533702182	0.688332795297764	0.269421445442341	0.122839254697599	-0.00303546793481235	0.0145623794481977	-0.0915593266387811
PLSCR4	0.869705904218131	0.866374137633936	0.830868772684404	0.809591146780824	0.818667913648651	0.585464736729225	0.393569509770906	0.786343927257033	0.782977608579677	0.523077346781659	0.725508644527492	0.729016945143261	0.589009125529513	0.856298700753795	0.740671588797005	0.789994820496053	0.453045062336474	0.334685733730341	0.735533007773087	0.368311851059845	0.529052546572843	0.82382472357364	0.873726655394431	0.840182826201877	0.69545866249998	1	0.6327297846909	0.486880493864025	0.844804273888738	0.477952574858117	0.835097905287046	0.848720953587009	0.389395413995513	0.872287208985927	0.684685196136157	0.771426801583205	0.0422169867737084	0.743854738843792	0.67894404619214	0.873377991854372	0.62919263589543	0.810744656051812	0.441712869256499	0.79987821481991	0.684749690981633	0.823557374447166	0.657445642042577	0.776319736562741	0.849985203044039	0.484192372503877	0.834155054856031	0.401683838594302	0.866953382084913	0.578227799109348	0.876800184024866	0.397267212364805	0.855224588124934	0.837400335926699	0.696530962035046	0.608956167873921	0.702164376015313	0.412156632348883	0.800256777008055	0.721969535995918	0.484083071592418	0.337121562155762	0.203834200478071	0.747176233564277	0.621899293793527	0.57733544301838	0.543654409178768	0.783430951622558	0.81204490591325	0.441150146552991	0.704499349845879	0.386898268545625	0.693345879465343	0.869434163095963	0.81484012698094	0.432289425632796	0.846196026970357	0.791297872087137	0.688346707116963	0.564102543966453	0.45338393248473	0.641204956046198	0.509671156206804	0.846584054883137	0.723580281446875	0.648332926760265	0.468462125322865	-0.0328122941747931	0.685212506817524	0.639864371471202	-0.152472788029704	0.215296909387444	0.544359744894806	0.818139470860961	0.00946056489830921	0.824209629335533	0.784990141192176	0.562059315660047	0.505095231517661	0.366760528321599	0.867040385222214	0.616052640221013	0.287597258689798	0.135794887320981	-0.115046068914674	0.782825525483353	0.687982849228847	-0.000289126787032268	-0.0416288211197876	0.588537189118861	0.491110341621289	0.352277009412464	-0.0892994666758784	-0.0761202646293317	0.619806241889384	0.677172956270727	0.443197043445332	0.475384889070114	0.559922149142592	-0.11806768731204	-0.168382589523241	0.502953438084702	0.416966199587818	-0.189267630907824	0.390539086353686	-0.182751958192257	0.230846454304811	0.202704381287776	0.668584751111377	0.714717992111526	-0.151217947208956	0.100926900697411	0.0495860391960706	0.347702875900771	-0.075922203963652	-0.0996179293916767	0.0643273127621633	-0.152690924917288	0.647747437585289	0.282573484404733	-0.173382900084289	-0.240874678629062	-0.0857296248441133	-0.158618917131383	0.0942561533652453	-0.133124173503486	-0.20605975426699	0.461570449311874	0.108566463735476	-0.0766063005986949	-0.186520509872731	-0.137461406721736	-0.249182988172484
SLC16A1	0.672505700965677	0.715446544942038	0.49750989772336	0.643640826230859	0.53480998253543	0.436263183427197	0.368598526759312	0.632940644110333	0.630317831249773	0.480590074289848	0.449369898301905	0.571376571048624	0.528544376358677	0.572379964104696	0.572269018356164	0.634370608647907	0.411071309923038	0.376359023492522	0.592018903657419	0.237733996373083	0.34127071747024	0.542511161861133	0.597591099309702	0.548401598634085	0.538818737592761	0.6327297846909	1	0.587695596926039	0.757859898428021	0.394798336159504	0.587516696533994	0.634956308436098	0.478592443801103	0.643366054164315	0.564067681538131	0.602353682430358	0.141429613094747	0.635631258020028	0.690471503799889	0.647200844653772	0.483239298582701	0.753402019040905	0.402433808003266	0.554824085173658	0.667748707713602	0.615223049259969	0.731958509600857	0.5114393211582	0.600463555790094	0.389347885292432	0.688220424364692	0.375654112305496	0.461430823474457	0.393639404095815	0.553595154343058	0.466238058058353	0.649474956329552	0.573398658386144	0.604993259143559	0.715933472399644	0.539459012813547	0.397476859285124	0.621928600430749	0.627334229672417	0.513048424828432	0.358555378718459	0.211451618839508	0.534410878708685	0.577770002170842	0.476843771933783	0.372969029969234	0.558809468534619	0.512141379307953	0.407405418671863	0.485820491002184	0.452303123773111	0.657244626875787	0.713587620155319	0.566686170413508	0.424041126571115	0.667520162248749	0.653807454877804	0.384674654139344	0.340074332590501	0.415079357472956	0.456437028188787	0.550244983165878	0.482119120233825	0.527970023292009	0.600860760200818	0.419334168785953	0.120913113402978	0.481712914145405	0.5357495550472	0.0171382192868734	0.233078329334712	0.422152665321626	0.732810328957887	0.0106152081925272	0.58195146138178	0.62618597875519	0.415050854821483	0.408876467539492	0.419830383868277	0.616778211897567	0.449030746587744	0.28431066137465	0.247349350897297	-0.0487835895755883	0.524292639596685	0.641015019890367	0.0873537377126816	0.0236387832188023	0.575973412662679	0.455706596612197	0.489472665267828	0.0297420257176007	0.0109793901883642	0.655288796081723	0.709894900701267	0.497488290562837	0.527750458159323	0.54655126258101	-0.00771564053954254	-0.0466222875759066	0.529593639758848	0.456213865352613	-0.0729964991099709	0.602488435544893	-0.0958825192426581	0.29815001842568	0.257294864360776	0.650608868890638	0.494827056640912	-0.0830115207229563	0.132465534295873	0.12401551090393	0.456712258143008	-0.00829719992210497	-0.0236209444831729	0.123958618889272	-0.0594718673264258	0.523066217255564	0.320228236134493	-0.0794654546879896	-0.0932177795737542	0.0132025792175328	-0.0462002286410495	0.0754625767097258	-0.0256613495941309	-0.110352114295937	0.386259723975346	0.232550602108515	0.0518389138927348	-0.0760227621335878	-0.0217011417398417	-0.0912403884872885
NRP2	0.652942553613738	0.563356309702211	0.459329048552352	0.727601281952604	0.509484605877069	0.809220931529137	0.800106159087385	0.710601761446297	0.727804038937037	0.829605135643566	0.722767538493311	0.842078085901047	0.657109097625679	0.621073148441983	0.760211026671315	0.720482571437981	0.826774400910733	0.800783438285545	0.833070131658092	0.805121853618328	0.741080874542078	0.621592827805593	0.539634932605596	0.512311472236733	0.65239672362357	0.486880493864025	0.587695596926039	1	0.767006564161072	0.792276583336277	0.618018291552093	0.649427706221015	0.811221307869961	0.473574582636484	0.29722143198834	0.793789592892168	0.621476039359989	0.781874222023903	0.810462647801287	0.575969496010176	0.722043771551522	0.625838807459443	0.804502952896348	0.601564020379273	0.819707567892183	0.761042689664412	0.567718279632635	0.662977590532691	0.615110068157452	0.241096700489626	0.519419160551304	0.783515242983768	0.482238983132505	0.700930306533429	0.590982860464522	0.884894212909497	0.664151892532201	0.453854834774339	0.872844442219336	0.502762486036991	0.830381776417999	0.412767130239427	0.681294004439494	0.679552560203952	0.904185150879963	0.850452234235332	0.739464343871045	0.729780553699832	0.893239249276722	0.8811744505481	0.80127911952379	0.622910290817618	0.502487075346611	0.845915423213458	0.745394559996168	0.854079441999044	0.621730218970107	0.634356501754462	0.6060430199512	0.789074111178434	0.692398658340706	0.738505869487512	0.434264275416274	0.610801389410855	0.811452315099175	0.80123104101469	0.716526318516519	0.387569563875442	0.72516895941902	0.469630104999123	0.78131054048027	0.592097112087243	0.764423954313823	0.691670011257776	0.483470180585377	0.738206186197906	0.743060892633103	0.619569924837387	0.579774227998856	0.7191154502548	0.778024755909531	0.595858911332424	0.775422401071458	0.759362949079048	0.699148845396783	0.756107906843039	0.720048624499283	0.643809787934509	0.487062697371882	0.647837088917647	0.580970286947174	0.629000034286196	0.505407593929648	0.830769514041685	0.834323666103152	0.64154466384833	0.523440769989591	0.555433811646766	0.813402725806426	0.686226163277307	0.781651482682354	0.837411579521689	0.83791501468402	0.485180831692744	0.443317422865348	0.886778963842788	0.728121299030664	0.441028053326338	0.844204328901169	0.429917473436372	0.666728931104974	0.719322700766643	0.884999772811552	0.750705810736203	0.458281409035004	0.608736657253106	0.610257806660002	0.752369541336232	0.4648153396029	0.484267915727612	0.606959884436328	0.449490733418149	0.824616905985891	0.820266798477462	0.471489941217458	0.403005813918532	0.502337322470753	0.459189529902817	0.598331240972709	0.468318292226969	0.425839511715926	0.81871717827838	0.732019421355243	0.527520694348106	0.44083374959748	0.471274695833644	0.3880267347578
