""	SIGLEC10	CCRL2	CCR1	FPR1	HLA.DPA1	LILRB1	ITGB2	CD9	CD40	CD86	LILRB2	TFRC	CD53	ITGAM	VSIR	TLR2	CXCR4	NOTCH4	CD4	ITGB1	C5AR1	TNFRSF1A	TREM2	APLP2	AXL	PILRA	ADGRE2	HAVCR2	CD74	ABCA1	TNFRSF1B	SIRPA	TLR4	KCNQ1	GPNMB	PLXNB2	ADRB2	CANX	KCNQ3	CD81	ENG	ITGB5	TNFRSF10D	LPP	TSPAN14	CD44	INSR	RHBDF2	ITGAL	CD47	SCARF1	TNFRSF14	NECTIN2	LTBR	PLD1	ITGA5	ROBO3	TLR7	TRPM2	RIPK1	CD163	TLR6	IGF2R	TNFRSF10B	CD300LF	TREM1	RXRA	LILRA4	TLR1	PLD2	P2RY12	IL6R	SELL	TNFRSF12A	UNC5B	CADM1	NRP2	STAB1	SORL1	SORT1	LRP1	SMAP1	ADCY7	NRP1	PTPRC	SEMA4C	ITGAV	NOTCH2	ERAP1	TRADD	AMFR	CD33	PILRB	TSPAN15	PTPRA	ITGA6	LAMP1	CD69	ADGRE5	SLC16A1	SCARB1	PTGER4	NOTCH1	C1QBP	CLEC2D
HAVCR2	0.949471016955167	0.732505201705544	0.857626478369969	0.919639996626359	0.818814830951721	0.931927406365195	0.925089713172156	0.833984132706317	0.814623562436387	0.95111021695428	0.86099941655792	0.793920155602006	0.952107883549748	0.836102917951513	0.794646652303253	0.792363254357335	0.661475749204942	0.351072505740895	0.960446461851449	0.973410861400623	0.797408155234431	0.919376098535559	0.900797727293103	0.959126588313874	0.965615912224015	0.935506900055179	0.815606448671691	1	0.878661221965344	0.892584597217792	0.948260301550989	0.960260322100285	0.675251954013622	0.816502937969895	0.808494306392154	0.842706376462034	0.761620791639427	0.96754673481998	0.832181369929505	0.945018229572797	0.879208021477447	0.898355802949989	0.707998569758891	0.953055612024412	0.91931451124632	0.853920137236553	0.478964944840181	0.912956794792522	0.834205121206294	0.914361333272078	0.702158056386417	0.889989525912636	0.876908760854891	0.853225845171162	0.875655996460382	0.765451535766601	0.681663620955793	0.85838187327987	0.82543667143574	0.843476707451373	0.641662735466115	0.630603136215965	0.873578830411358	0.807405408518927	0.878475280370714	0.705576342554461	0.861980475863308	0.874722942390496	0.866532266293631	0.829353467315638	0.858342735968533	0.847612581357267	0.826272130235919	0.855944503594287	0.810931981591857	0.854647356765711	0.889500948996382	0.750579447004145	0.868894575286035	0.960107872423425	0.946398056401855	0.933803869634442	0.798204048185478	0.757951640759286	0.942586021987611	0.653975996595427	0.900766578142787	0.814920882057449	0.762422200535093	0.850340408760047	0.83841251628559	0.901574806068103	0.421155780668363	0.597745064096882	0.888124716750964	0.800140191242002	0.919776893837666	0.631568646497169	0.823088254594283	0.67633656539248	0.832041088357708	0.743160836821777	0.603444051023476	0.925078719657621	0.481529495351194
CD74	0.885164119165216	0.746169144635876	0.917707120154207	0.762272414532052	0.984219486699957	0.850337100817948	0.787753888086322	0.638055441348816	0.856797453364817	0.947502752032395	0.847660152481681	0.58671286310055	0.847612478093138	0.901755267037667	0.91583231128561	0.839399680919228	0.742416547704473	0.178166272686951	0.921362785975032	0.830470395723099	0.743473136166249	0.9212809607928	0.762422596121052	0.896750325208243	0.936293808404253	0.959734314990668	0.622154154417627	0.878661221965344	1	0.880743818171661	0.870703409529532	0.831475557104896	0.640736188943455	0.948154234208344	0.723107378358336	0.84056511227144	0.829840119275517	0.863989360894802	0.813663358621482	0.885692625393243	0.702699911972774	0.802838724444184	0.614424909287504	0.836702595627562	0.867880609567796	0.808390175747411	0.516941583908858	0.832678493036501	0.580764949293402	0.816307629507683	0.788972077909042	0.913461685415151	0.825018840845937	0.832900852293375	0.714121604729213	0.826806059073937	0.690893121701885	0.925542110482355	0.822128970568142	0.761595182049089	0.697447102033373	0.682823593811996	0.732680329685285	0.809778446442416	0.881387569719163	0.63676120719582	0.837782796044526	0.766856012929561	0.873532646792476	0.715875931381723	0.879931968671027	0.61751527731341	0.642357311138559	0.758527625081035	0.823863441201701	0.672859136410158	0.789568416054549	0.775163656209924	0.9597074406526	0.861082744954021	0.888307771994122	0.8696557502361	0.834436285322787	0.884366790488756	0.882599552040083	0.702142209084602	0.744775610559254	0.851114914994473	0.772801492826179	0.790749769182594	0.780923872829392	0.903876440650691	0.4902268894073	0.796585128544069	0.852707509098738	0.577111644617131	0.938272706118437	0.52099777990379	0.59872742271218	0.669734323907482	0.849705354650375	0.719678673926424	0.477325162894563	0.885423758358783	0.407665485121087
ABCA1	0.948838200086032	0.851389806033322	0.776889646464935	0.8071329479876	0.814875399829868	0.851691796456146	0.747890506377317	0.601085941884851	0.86207141887799	0.889454713163428	0.805505252345864	0.822780897311754	0.798576084832744	0.800168318952836	0.867232442270188	0.920382858698594	0.849435364566974	0.515745906251565	0.912560507712737	0.85866600322887	0.857795739334464	0.915966302485557	0.701700636418923	0.931502596945291	0.890172048185988	0.883696129086811	0.768213421191746	0.892584597217792	0.880743818171661	1	0.923141597555149	0.85584023528943	0.802674173939206	0.838351236125487	0.66883601673987	0.832301778994262	0.787297567247211	0.882176265431572	0.917303773316584	0.811373873955557	0.680324182965021	0.756996144637495	0.784268907651033	0.899652828171477	0.962098921990538	0.755217459024111	0.638479946621804	0.853834993753074	0.670647812868426	0.827602918767689	0.727373916829634	0.853310275119913	0.7898849236478	0.858627872442613	0.757055172899037	0.818173379423143	0.763885218416509	0.898367989569342	0.852150675112238	0.852548162491759	0.638595267775575	0.746767795223647	0.793480014530572	0.873074195134678	0.862992582253527	0.772719827829516	0.891151564019778	0.733081310043678	0.852641903418318	0.759315120400408	0.889897184657288	0.79102421004567	0.735645915962112	0.797273868797294	0.864952293450692	0.709600724469409	0.870936963012476	0.835952797830617	0.901259441136999	0.906424507231024	0.91131577443497	0.861336609712033	0.849473833825231	0.838973442293336	0.948524643325255	0.802672750256777	0.850614412798331	0.891752266383717	0.833783893526268	0.752365519604677	0.849293450307676	0.818915998583948	0.597476565510962	0.676849921213853	0.8470459164423	0.57614940189497	0.871810870051526	0.735993662051391	0.717325250165881	0.756696177309746	0.884554307674056	0.860944836282465	0.649413498511989	0.791782009326684	0.590005286817922
TNFRSF1B	0.947625703453674	0.80056247291075	0.800490743694996	0.911554425138851	0.791318192230449	0.911196881548157	0.81076718497202	0.688005835808982	0.83169437557783	0.909469774047126	0.815212584455999	0.799797889158895	0.850836047791377	0.846884212356386	0.850697779912684	0.884948913005851	0.757201806018873	0.479357296086313	0.951196764695484	0.917432454543628	0.824088113792476	0.943938392277207	0.780816079977092	0.935444888463333	0.923479092539463	0.89193084658674	0.830394796313417	0.948260301550989	0.870703409529532	0.923141597555149	1	0.911066461190612	0.738654685403281	0.819913883588786	0.648560438376019	0.81283995074478	0.784765431716077	0.915946304325179	0.879572529082934	0.849198872284767	0.78442762978831	0.835067604515322	0.765987947394987	0.944287690981374	0.940153741568527	0.742433714079507	0.559132675233758	0.937473302823764	0.746003023820849	0.864394303798017	0.726794255731122	0.822771620849022	0.819955893391511	0.823736049267968	0.803490849328177	0.801726115287781	0.680992744961574	0.884857259772469	0.84245703284834	0.871537103407238	0.57114144530277	0.722296373722018	0.75927405965495	0.859918947327462	0.817358162585702	0.761501711604528	0.882355538232913	0.794415508725296	0.843981059268998	0.758591112801925	0.9044969160369	0.847462361043757	0.810233681307104	0.872068498212942	0.86230565468742	0.78356527928762	0.835792979432439	0.841933867370718	0.893579000031467	0.951740576708852	0.920470191783528	0.862519460650349	0.847226192135303	0.799098698773921	0.944396973110429	0.673204808417854	0.871232031688551	0.806582938328292	0.806296327880577	0.767872591036418	0.779195232048955	0.875550240539328	0.458348993193911	0.656101634516157	0.855174524274968	0.684362167162526	0.863738674463462	0.720462228272559	0.759372822877508	0.743509365103781	0.82847509760691	0.822941049724693	0.627707309185248	0.857034531157994	0.573692113511674
SIRPA	0.910466902224453	0.762642402785781	0.82177811475653	0.949057863018636	0.758396662751969	0.887317713861799	0.941031174340443	0.873863183163359	0.805853669122083	0.922372111912634	0.879444225798277	0.816268554900306	0.942494985095631	0.813391982473728	0.709468575357906	0.741322919569578	0.637868112345833	0.306858519723748	0.94389752039794	0.964231678645486	0.82064813008478	0.885335767621674	0.923892989761231	0.948756810906023	0.945193495945334	0.907157561281804	0.846149696587322	0.960260322100285	0.831475557104896	0.85584023528943	0.911066461190612	1	0.58404541318806	0.759231695754713	0.813951141727978	0.779085846643368	0.709552156540266	0.970876152402913	0.782521031514235	0.938771178587353	0.880340539659766	0.931644991206853	0.739635250671702	0.924449249513616	0.877028346901273	0.818657966170871	0.385850011662779	0.915641637655258	0.858517085524659	0.910567340980576	0.675462172075215	0.8351231718185	0.881678637022955	0.788320822814696	0.884634206136687	0.731959086997888	0.620396475839005	0.823508468935779	0.780405353866864	0.817982883103914	0.592366786936588	0.553881337450536	0.884777377552529	0.823975685165604	0.839904722783497	0.700353884687181	0.81199523737408	0.908832656960721	0.797907002969519	0.816338076722064	0.794495566113037	0.878010094198558	0.865041852327375	0.854504184904713	0.796282271937619	0.882749691966082	0.871030459853173	0.739874914751892	0.811402413414139	0.935266388367698	0.927285224637454	0.921760174597891	0.75354851136105	0.724772997458075	0.902335245298975	0.624407097205299	0.909318675161013	0.746824632208478	0.710388495808805	0.811842874941638	0.830998249351666	0.857532322689481	0.334965661164418	0.523864478781972	0.852593728050909	0.848628574089915	0.890793684007173	0.66885950521432	0.852433270458829	0.693870054690147	0.777627851364038	0.742318998342092	0.636011141785481	0.912625616104684	0.39275808616524
TLR4	0.768184496836421	0.623612897954248	0.461325024821725	0.517023938037417	0.586041251048028	0.651621422527438	0.467748187307092	0.307150116987245	0.610969472492801	0.650152824510675	0.554464423889612	0.676062312653165	0.545756821788403	0.535312377752177	0.700047661007007	0.771167592961169	0.625225109689136	0.641400544479343	0.683958483167786	0.616947169279837	0.603441691656651	0.667847858573951	0.408758257624369	0.708383299981648	0.618240562627374	0.620687020353601	0.567793979442635	0.675251954013622	0.640736188943455	0.802674173939206	0.738654685403281	0.58404541318806	1	0.631467983289417	0.38172963095244	0.635976611024887	0.591832982590803	0.619138304475812	0.819729890699602	0.517526103352271	0.375976283793994	0.449352667928448	0.590303162856457	0.723848369183355	0.773289756449283	0.58541853180725	0.612345469925821	0.64076538045954	0.510563933888927	0.643183858265591	0.500607466990361	0.596223845393891	0.479017046437622	0.769745342413812	0.492658403304128	0.662622740556781	0.686064393108031	0.694692154473989	0.654336212980815	0.73758712295268	0.43520914291091	0.747402864428048	0.549097773099612	0.640880663244998	0.648585276241291	0.547566262095499	0.673781019427042	0.448387196593019	0.697568325555085	0.468289076763246	0.759325018261265	0.623956358185096	0.566510896509972	0.584263176964308	0.635644913390329	0.512994077367161	0.663092951931835	0.665586169667095	0.738903803250509	0.713289421191335	0.699557866661968	0.644883284350725	0.584004027937223	0.623205344102422	0.767459220760328	0.639257375907212	0.695421038398797	0.785589875536671	0.62320735734355	0.571747077811141	0.597225812726522	0.576576364489575	0.516643101104982	0.474581051854986	0.681724904902616	0.307922740463261	0.613377631368914	0.555690714923344	0.576705396041096	0.562406629698313	0.711287460673864	0.751424410811217	0.547252032913204	0.529598010901331	0.70983729897493
KCNQ1	0.838260851732056	0.684895369639439	0.845380035324276	0.682963005848903	0.93725507001562	0.798599505878088	0.707069819493592	0.550125200414658	0.778672387945218	0.892706421479089	0.794927076328604	0.541149432467648	0.783430735712793	0.859140499521777	0.895005510294243	0.807622613247804	0.708118066236691	0.21484328617512	0.871191582041062	0.758897656880687	0.680382179506029	0.860917094968928	0.684872019851886	0.829761173686701	0.8759799004786	0.898640545354643	0.566824373344137	0.816502937969895	0.948154234208344	0.838351236125487	0.819913883588786	0.759231695754713	0.631467983289417	1	0.649047761465075	0.78553675815692	0.830595074478939	0.801601920767774	0.771533421017063	0.81635353799673	0.648336740886883	0.731571612917828	0.602090534023558	0.770368733442463	0.820059640061037	0.743400166005093	0.524820422132046	0.781474465199946	0.515309051261245	0.752299669566321	0.777528227221308	0.878085627736862	0.757945448239355	0.820220606097178	0.63333223535776	0.806847057531123	0.696211213195007	0.882758450908666	0.810373771279502	0.714295004421613	0.658323856065913	0.693985803362552	0.665464504084038	0.749569635796638	0.829144046194877	0.581571947070087	0.787040367178989	0.678613872551423	0.859259423105317	0.677572035779059	0.852773155790039	0.553067883892401	0.596598667712348	0.707817124021974	0.77669835232412	0.594279826794638	0.745462297308984	0.754030371801881	0.915894968939161	0.817776629761085	0.818914836774831	0.819364155565344	0.795091444987804	0.846443313391874	0.828817126419403	0.669901442143506	0.680755622984193	0.835494709747015	0.746772843638464	0.736441232791485	0.730797595677438	0.868250048312117	0.508186969287565	0.791842761301166	0.80120147311527	0.498671182987441	0.885812686826029	0.467557265191812	0.523165039093092	0.63171639627485	0.810712153653008	0.663403200931847	0.433303242668501	0.819197003318748	0.426174028582855
GPNMB	0.725506599822147	0.494653864821083	0.771643944207331	0.695338582075414	0.725309703242313	0.726668474489524	0.929761356568281	0.913384717791232	0.61261909455026	0.817109228921979	0.761595515529618	0.576891033903503	0.91572691126437	0.60431998907028	0.532756933845249	0.435754421880482	0.387657797327353	0.0132560870669299	0.76036082865028	0.84279693652053	0.604250524212065	0.682517960997403	0.925370222237783	0.796433702909271	0.835889742500438	0.836907314863317	0.567572046746731	0.808494306392154	0.723107378358336	0.66883601673987	0.648560438376019	0.813951141727978	0.38172963095244	0.649047761465075	1	0.701522759139345	0.521327632305916	0.841875601645975	0.580394747147964	0.926231047587746	0.820903230886204	0.826645901393702	0.440386471167794	0.736863697980532	0.670131915744961	0.914463235988656	0.287426495553945	0.619701646348663	0.773620927633553	0.76531669037191	0.442878167944532	0.835617697368391	0.767766946215894	0.692269977508519	0.770571178102942	0.499801737715941	0.494665532927382	0.62051164547996	0.583168982573597	0.532145740836282	0.751989202471286	0.263416603514294	0.906250944594557	0.558033063749203	0.814329423320928	0.471401278649833	0.625872363225999	0.837121120615853	0.647962014575601	0.733316176768003	0.543149495198937	0.647166950834449	0.649766429537055	0.636926544006711	0.576317247837249	0.777309270508217	0.784085909380908	0.406745437105515	0.616794067777799	0.719060951407486	0.777617952374493	0.868348440348297	0.52994682405327	0.541191719600278	0.717229032086135	0.503934587429943	0.749965746733706	0.700843075516676	0.500095355242112	0.820031566605762	0.821324589853882	0.762296494363352	0.247628828848638	0.360379923078384	0.751365417141238	0.824642618783985	0.863551583625843	0.329132172744081	0.752743531003859	0.412516946526081	0.701021192257931	0.470448919223426	0.426360735383588	0.843239847016288	0.241489177816555
PLXNB2	0.873019813446262	0.647895596686006	0.819264060997345	0.741531173984918	0.803528026349661	0.871041645668636	0.766481818789379	0.599403935386939	0.804749747612952	0.852028744021859	0.782438799493804	0.656126117828473	0.799836421087434	0.810908331824958	0.834629649060986	0.764605325488947	0.726252942804844	0.286231421150164	0.822728631693821	0.842844147673515	0.739650242749041	0.835446928626969	0.688118580263079	0.861953183359889	0.829973011269454	0.831575890863779	0.622483348907174	0.842706376462034	0.84056511227144	0.832301778994262	0.81283995074478	0.779085846643368	0.635976611024887	0.78553675815692	0.701522759139345	1	0.678884286790384	0.817659278597308	0.72680934286334	0.807435257001256	0.755408851261296	0.658783694980992	0.539379919916071	0.843525840610706	0.848010588230796	0.764245915094032	0.596055183792561	0.722806386507183	0.694582484985857	0.810115851955413	0.693456627435701	0.817190076255245	0.692878429165564	0.809129920780593	0.700036009834367	0.734446180659178	0.715506328445433	0.802308063344131	0.827281211745499	0.752439256257269	0.626128901923363	0.737763941021334	0.766956159269296	0.697697861999877	0.794554341469154	0.625231641613996	0.845605831933584	0.758482519330813	0.786668973411698	0.812744765830025	0.839121638739244	0.723611508150327	0.641849067369001	0.749584433295163	0.813232554577709	0.645486410720565	0.82644415048712	0.685142855447889	0.866478285225483	0.828992079484195	0.864683123990239	0.819827630365348	0.766464540366857	0.797599573998353	0.879994674519414	0.755304153561234	0.79181627867521	0.790804657187532	0.757188386020334	0.822258764736245	0.789153690677027	0.806980348261618	0.485717438062499	0.640037559216636	0.822134288702313	0.563022996148034	0.828016033112145	0.529038121726757	0.665207271126541	0.595070975164637	0.815716661591975	0.703392115755976	0.527701692865554	0.822577134390915	0.458219233205126
ADRB2	0.758544194936621	0.69462633436021	0.762524961185056	0.687015697504071	0.78609279946022	0.764939350066834	0.594059237561394	0.486698157340398	0.711310636049843	0.772918732052744	0.695928045240058	0.572406040553154	0.660462160265789	0.753269151823281	0.783582567823985	0.813890416379315	0.720226708713368	0.316784227350726	0.797550403285301	0.711892442076088	0.661891332010374	0.831826124676358	0.597862999883056	0.747067314493753	0.779100340332582	0.781899160301163	0.583385113866084	0.761620791639427	0.829840119275517	0.787297567247211	0.784765431716077	0.709552156540266	0.591832982590803	0.830595074478939	0.521327632305916	0.678884286790384	1	0.735193864742813	0.698306074755292	0.709280136220565	0.583072947979379	0.680804256557426	0.670077607909245	0.732725878973601	0.787927428530257	0.618946121858991	0.496392945924211	0.812218770438266	0.463779329911834	0.67596406760864	0.774739207911208	0.799742467891694	0.755319437459663	0.712641181988289	0.630363086934227	0.755207578911584	0.654235104422659	0.790383243338745	0.837301561730218	0.703730528990892	0.625005552328863	0.688190568208953	0.589657547464704	0.795391064241572	0.753741068108502	0.638302596504788	0.728523732552729	0.555709723937016	0.810621968951329	0.682324557549632	0.788256979945751	0.513100585305335	0.545475363439526	0.638047300180861	0.633983115159153	0.548361231914409	0.698207077736435	0.729676562788049	0.816669331658641	0.779923807482481	0.739607687272074	0.707177971353434	0.832067524410969	0.784588246070647	0.741832272562355	0.697975791259114	0.591723748087327	0.708807632786188	0.731810939051244	0.576865079473669	0.643062881821849	0.761382823996419	0.54575014118882	0.817264002238147	0.695117381559502	0.494560022648437	0.762323282088916	0.560390837538945	0.448944691523803	0.72274803661943	0.753986667874388	0.649238390276897	0.471705810751168	0.706671030881713	0.469547772366183
CANX	0.932053639448599	0.744747270179648	0.85295128586011	0.919738202726975	0.806436703199852	0.90352186289014	0.939585646240445	0.858328980310554	0.828452959491685	0.946580019188237	0.885689046994531	0.805344816105728	0.951090839659153	0.821100922469565	0.748418230850549	0.760799775318637	0.646184006378529	0.31638579018192	0.953742630030677	0.97548573012098	0.811290323864352	0.892877136098779	0.917638149803908	0.972105491967045	0.963096812599697	0.933017597292447	0.827527479177084	0.96754673481998	0.863989360894802	0.882176265431572	0.915946304325179	0.970876152402913	0.619138304475812	0.801601920767774	0.841875601645975	0.817659278597308	0.735193864742813	1	0.820187508284374	0.957895371925324	0.881490678470433	0.914701201269847	0.71705108161362	0.939863478302034	0.901946975393496	0.866045148873997	0.453753718477035	0.891380754013569	0.847734581339497	0.939137720960856	0.677424105164796	0.879976906126979	0.887200150480854	0.82471239836452	0.873524530924439	0.726666808241569	0.656794370360163	0.846854525807153	0.799662461183515	0.813720141596239	0.640935036426956	0.583398076715653	0.909009222730282	0.809417887321478	0.873074137059556	0.693296076830305	0.857648581440541	0.902141496664214	0.835403821470148	0.83288495734098	0.826331270949962	0.848317372453059	0.843129525335869	0.860030109826953	0.820850392547272	0.902384557999865	0.892330487293436	0.735978163630006	0.841355463435478	0.94611388161998	0.958634054527601	0.956776289154342	0.774007347749194	0.759457813440207	0.92737755639819	0.654092439118689	0.921697247713743	0.810445320481284	0.765317868800819	0.858860636775995	0.861470880319064	0.882824148374766	0.383455102694322	0.584017851459009	0.914099364162342	0.837079039679663	0.930691213114432	0.635936062321742	0.853109168477173	0.703738938994729	0.831542204104647	0.736261524050937	0.687144056384398	0.949342340692327	0.426416769912756
KCNQ3	0.899982499643557	0.80020585061639	0.689566939925741	0.745031010686288	0.746349014568575	0.785652763964078	0.685512329068048	0.539544400489792	0.789961332688515	0.816156344027026	0.706966785358853	0.775039892903654	0.739989161003749	0.740312353809833	0.795760319832167	0.863226009695807	0.747599664343179	0.508461965113766	0.865803407346388	0.797833132000365	0.7916917984037	0.812292472155699	0.64119682499001	0.879451582990159	0.832472951721179	0.823636011790227	0.765868180939457	0.832181369929505	0.813663358621482	0.917303773316584	0.879572529082934	0.782521031514235	0.819729890699602	0.771533421017063	0.580394747147964	0.72680934286334	0.698306074755292	0.820187508284374	1	0.741711770778521	0.618378597803767	0.704319408831904	0.713322998209153	0.838252986309809	0.904548119094916	0.716448567721195	0.609217693768365	0.794200267343703	0.639124934200616	0.79592340162639	0.612384865736241	0.763668736278426	0.733938764266561	0.822653059998284	0.697273782573343	0.757089613117553	0.706873109010658	0.857606808152996	0.740978382200721	0.814688659610322	0.520263698292209	0.695016364690163	0.738596915513244	0.801901840761852	0.797656464849999	0.68841153100196	0.834632939489908	0.687376186240418	0.799677510138546	0.633301243323476	0.845849946898625	0.731928919910772	0.712328564903555	0.742127741804536	0.824008876619386	0.702436905355098	0.800180265264366	0.798894530722873	0.847449270096214	0.852248367875696	0.865313318729976	0.795846880781281	0.732273514303854	0.750184905563604	0.895596674685571	0.708602474804924	0.828881899508754	0.814237930994702	0.765511016228954	0.703737375185216	0.742180449481745	0.766342518591481	0.463943154209288	0.608467997459747	0.805271612462251	0.53083929746723	0.795535763414774	0.693973317088364	0.696492615771967	0.673845919337359	0.832229518344086	0.806544817203257	0.636954441376066	0.741783169550247	0.58577952120426
CD81	0.876785263980157	0.66286566339602	0.896371040492432	0.861386367455775	0.859694295276514	0.868523983538585	0.973573891249614	0.909438288634396	0.779853066915005	0.949484345431718	0.871115663908212	0.680887119946107	0.984540758001123	0.811863884628512	0.729514980135832	0.665275380688031	0.559318738779688	0.130524306809318	0.92310331229547	0.949301542312788	0.736024325911031	0.867135974944265	0.966162507493733	0.928604488033141	0.968262384223915	0.95728312575088	0.720396651814864	0.945018229572797	0.885692625393243	0.811373873955557	0.849198872284767	0.938771178587353	0.517526103352271	0.81635353799673	0.926231047587746	0.807435257001256	0.709280136220565	0.957895371925324	0.741711770778521	1	0.890682832559943	0.929705793819101	0.608994721932268	0.881533586290139	0.829264048234125	0.919540470201107	0.379322340687002	0.828537839619063	0.810544496078862	0.891457624464002	0.641005700718498	0.913495922911465	0.894066115792523	0.807337638081168	0.856520768146619	0.697792104058352	0.601711749996882	0.807750511307408	0.748340410818929	0.721385721583641	0.724302040883257	0.479989781799217	0.908032399421722	0.736328923847651	0.892000260313555	0.609101926346984	0.787084406228311	0.909972405684323	0.811709464542167	0.800776323577983	0.757639218351996	0.751912824774334	0.765975715748628	0.807624333595042	0.742993315059863	0.865301289639162	0.859172995304701	0.643017022040647	0.815575991830991	0.887727838516256	0.915118673710754	0.953483150111158	0.724313439460221	0.726097412034377	0.865629536680439	0.593949038952763	0.853259898542442	0.785609792283001	0.681209450535055	0.872070270768038	0.850561589212207	0.900933366202079	0.336793832174255	0.570955981323834	0.876375251503575	0.845071924217014	0.957273288641264	0.49821045642191	0.796867284704254	0.591102933062703	0.809724731965675	0.637074857574518	0.545367758155259	0.962172220658283	0.340027146421299
ENG	0.782519959629533	0.520052110276584	0.775967806214715	0.859184672934748	0.648796170961294	0.835857621214456	0.919124593997565	0.894645472570214	0.666527387537612	0.819851098756211	0.792644807247805	0.685849990772843	0.905136144991557	0.71829958944664	0.572744168173956	0.532907720192082	0.451682397848024	0.171434405250597	0.820214697801286	0.914390263140587	0.655083218159327	0.771994070916674	0.904274697297536	0.827215785396819	0.853452163100355	0.811930521771446	0.745056135380163	0.879208021477447	0.702699911972774	0.680324182965021	0.78442762978831	0.880340539659766	0.375976283793994	0.648336740886883	0.820903230886204	0.755408851261296	0.583072947979379	0.881490678470433	0.618378597803767	0.890682832559943	1	0.859370747890145	0.537256611662182	0.855417869610506	0.73769855651972	0.784870025857155	0.330875457702514	0.756541939723843	0.887247431269306	0.848125818931881	0.575984932060858	0.778343492760216	0.804856225355452	0.683539833837387	0.850188837583865	0.558098995141755	0.489897953336821	0.645174098549741	0.657032497885118	0.690150238373148	0.574446337268287	0.414044122041902	0.834370099928315	0.592372721951619	0.750666505123106	0.550928893220296	0.750130961530992	0.870397383225225	0.707560915969136	0.788628394892635	0.646879390812367	0.785241956488172	0.77140405410543	0.770311059535981	0.66923570492193	0.821263983439146	0.769268991962829	0.513393316398555	0.660682347959608	0.834650585666916	0.812140433531856	0.827721782053798	0.630251371692095	0.550913299373784	0.798016511951964	0.467407615601825	0.78967369832333	0.619997488453346	0.618188917255733	0.812341811053204	0.730020440465532	0.837462773858357	0.220029247199432	0.405725384177312	0.755072371727472	0.873200655140835	0.776719264593425	0.484945398384159	0.801472206112437	0.477355185021906	0.668162338021036	0.509749093093456	0.477381705046655	0.866072349117864	0.32853476217398
ITGB5	0.807611649066142	0.690422526030041	0.802237518592911	0.89219805158223	0.750331803257726	0.810628696088416	0.922159661344872	0.903752083882642	0.714533556416287	0.88020929757535	0.808156812265799	0.709378035571563	0.922296495994764	0.755361433033777	0.624110752484104	0.625849250837167	0.520487261186912	0.16850370106797	0.898549255450082	0.902273630483797	0.736516600403071	0.823526688567439	0.943509916360168	0.874131879656388	0.921549228846363	0.884602485477883	0.772636951866953	0.898355802949989	0.802838724444184	0.756996144637495	0.835067604515322	0.931644991206853	0.449352667928448	0.731571612917828	0.826645901393702	0.658783694980992	0.680804256557426	0.914701201269847	0.704319408831904	0.929705793819101	0.859370747890145	1	0.657412945910323	0.836022142616763	0.785380711665039	0.802459838250331	0.274533146488211	0.862535058262103	0.787628460826855	0.829839449599161	0.605711723681511	0.814514043742716	0.88082265481446	0.696962787119732	0.883192022655079	0.637739748064113	0.508290102111427	0.758472010175596	0.703474439055726	0.712802104421367	0.619898504665819	0.394730013831961	0.843889533093523	0.73877573079422	0.810784296907058	0.642877676483471	0.728857060668087	0.872329054110217	0.750437525927584	0.718875272362128	0.69955340791486	0.761795335671034	0.791609988920833	0.768397708504231	0.709664233675745	0.851025939639431	0.776971206222228	0.637412323040121	0.731357297776496	0.867378644919066	0.855055017324215	0.866950341431303	0.680698211891546	0.636731745060763	0.803811727117322	0.498936800051024	0.796160253326219	0.673961560664403	0.617323791273009	0.759132819575997	0.766676808816002	0.841659470536308	0.243781793755732	0.481167381883202	0.775472275446548	0.871682585170651	0.868521587222229	0.568758369405975	0.784146708789561	0.628606955383139	0.719331195631433	0.609583365221678	0.532955381404457	0.885123154041339	0.290993864920498
