""	CD8B	CD8A	IFITM1	CD3G	CD3D	KLRD1	CD44	KLRK1	CD247	PTPRC	ITGA4	CD2	CD69	PTGER4	CXCR4	CD46	ITGB1	ADGRE5	IL2RG	C1QBP	ITGAM	CD47	CD4	ADRB2	HAVCR2	SORL1	ITGAL	SPN	CD6	ITGB2	ADORA3	CD68	AXL	RHBDF2	TMIGD3	LAIR1	TNFRSF1A	VSIR	HLA.DPB1	PLXDC2	CD9	RACK1	CD163	LRP1	TREM2	FPR1	TSPAN14	PTPRA	CD74	CANX	CD81	APLP2	CD63
ADORA3	-0.238470820841558	-0.12374095807961	-0.463092673238276	-0.409808869919577	-0.385582586994319	-0.443138566445396	-0.261627517143119	-0.496143027897193	-0.43021926085223	0.446053703802467	-0.0385692679988037	-0.459048913640043	0.197893530862683	0.539931241560369	0.154792994052477	0.576620748200325	0.657732998372166	-0.132618450975579	-0.365561787520834	0.235702447773571	0.912408362388886	-0.0851763648201156	0.85456230144939	0.720153389886688	0.914841228211702	0.898436651705733	0.43001175994277	0.13735410460188	-0.446653604193862	0.878698808667314	1	0.887938843658829	0.937664161630778	0.886221729817907	0.919526225582934	0.919002921391166	0.809390385232506	0.889934430049294	0.774429924576886	0.92426502702527	0.725106697912145	0.549147940413058	0.809029855705753	0.873626468051914	0.915601212974861	0.887708477178387	0.872392997638609	0.235819473971885	0.896322833664136	0.701211174850264	0.917465421975713	0.858706275070784	0.83181570850731
CD68	-0.183492051861499	-0.157165301999016	-0.425005113662465	-0.350264063971583	-0.391574584091425	-0.439895914668052	-0.182743645970276	-0.455813306533544	-0.422086243092334	0.367183541701991	-0.107377702309302	-0.452114210685149	0.248645805962841	0.556751506599913	-0.0213024095619552	0.51379873502087	0.759047944062421	-0.0927744153655727	-0.31412136525471	0.414253932748969	0.844419310919529	-0.0820656427356073	0.868397647097976	0.500435953365441	0.841534935598933	0.793076440025339	0.480488343871893	0.129439535441158	-0.415924705993046	0.910221859759335	0.887938843658829	1	0.946467551217282	0.752387373323582	0.969918814351879	0.885202809934565	0.763942411428105	0.746032710907427	0.828517720021089	0.903763937215924	0.830908094662963	0.698363680445505	0.903783508480598	0.894235343536909	0.967475064718198	0.846609836998846	0.838937802840162	0.317072216825726	0.91238520584111	0.820925612549727	0.964955415872082	0.883287767496961	0.959881643144149
AXL	-0.158541005295209	-0.0235543328973666	-0.44133328563634	-0.37750816749837	-0.31813990008315	-0.428852769167957	-0.165434232021029	-0.473466202520398	-0.412887565682552	0.503640681464733	0.025145597661279	-0.414241232145622	0.325729232834682	0.622603629508281	0.171316597416512	0.63854641754835	0.812024202955594	-0.0546589873654439	-0.251085406263099	0.401575925794768	0.889407333380154	-0.00751769712844776	0.911020045223984	0.658220403204478	0.902839360862195	0.903216356170272	0.517095729607792	0.180530755905149	-0.423278461888613	0.929597856819693	0.937664161630778	0.946467551217282	1	0.873957131305305	0.982270138587455	0.938226013694348	0.854386971581955	0.851934963319629	0.911251047248525	0.957401717067343	0.862985328770537	0.731425966768229	0.914075708458501	0.923873401181217	0.985137937287399	0.915779788851526	0.921786500274402	0.287137167089872	0.972257109218572	0.785139465943184	0.961766203324887	0.884037165991905	0.912699372995435
RHBDF2	0.00450442772026639	0.106645803892972	-0.305140023414762	-0.232760379273051	-0.173291962180532	-0.273067008792324	-0.054579688298696	-0.321771625703478	-0.310469495395691	0.653020630299143	0.0588877785157975	-0.265207153836434	0.353226827010037	0.686346583541285	0.368370141886174	0.689262037153728	0.739198466262698	0.0565713277785722	-0.182344309570414	0.374557525958732	0.908552242623905	0.13367671355862	0.928030786734712	0.813787742392066	0.950768626661462	0.933650780808678	0.531275033225614	0.311530007488694	-0.234597912214312	0.842718919896305	0.886221729817907	0.752387373323582	0.873957131305305	1	0.848840128361999	0.920943424087578	0.880806531675187	0.892466910038496	0.811329482620433	0.911248739354858	0.74793006223903	0.618455075625992	0.76632527319994	0.898505791763098	0.850547280153615	0.913463782477402	0.925904083381726	0.480535378455786	0.89004029490773	0.727801937216709	0.856546008494541	0.865185612199025	0.759743943868815
TMIGD3	-0.133656466453795	-0.0367986376314043	-0.426590549211472	-0.341048240874935	-0.308932904743906	-0.428066623272076	-0.136061500217232	-0.457389500259954	-0.421395674942017	0.490013880361101	-0.0267071794493384	-0.394788115658811	0.324355792067935	0.612950067696167	0.133833855419373	0.627043562308895	0.806178018881331	-0.0249154656310229	-0.243756059217372	0.450259473523658	0.890860334530132	-0.0138867947642078	0.918754047934377	0.614107933594952	0.897127160729325	0.881485356848528	0.530195658004173	0.215405814185566	-0.393767613577612	0.935955674848731	0.919526225582934	0.969918814351879	0.982270138587455	0.848840128361999	1	0.930677001383206	0.856827109821022	0.83556775432015	0.907136803491249	0.95235637355093	0.871185203252292	0.76487127182353	0.921639703703801	0.921344030681094	0.98511633548162	0.89734253435519	0.910159362410203	0.325981203047613	0.969109537488726	0.823815993928413	0.974452578315679	0.902272345118542	0.941223262496995
LAIR1	-0.0131312381670388	-0.00678249539678901	-0.354580130578599	-0.232004607612918	-0.264043115123847	-0.366667587059034	-0.0826009249123446	-0.366698271068585	-0.373063342497771	0.592508816353979	-0.0526725129402441	-0.354675276281708	0.301025965636029	0.737031959248955	0.238857642933977	0.657065619195616	0.794108182317667	0.0158065907133735	-0.212161219673274	0.430860024032935	0.904601123158946	0.0563861517746126	0.93714761993911	0.775232994079728	0.948155709271744	0.947493332929773	0.61643154804985	0.283621789118408	-0.307679750206356	0.91671459024002	0.919002921391166	0.885202809934565	0.938226013694348	0.920943424087578	0.930677001383206	1	0.869155732889825	0.888808385011646	0.884124232568086	0.97514960693886	0.827707232456847	0.692305157376501	0.875332110102293	0.944769152554487	0.936664445256942	0.938510662625855	0.954896643906605	0.457886063535572	0.953066992731518	0.831246788839574	0.942434534506718	0.937927894653832	0.879982026664893
TNFRSF1A	0.138256204223298	0.172371664477853	-0.18355233603174	-0.0276702888421855	-0.00830079047857324	-0.186807433007923	0.196076945726455	-0.165244792663417	-0.243637385442724	0.778023863584467	0.032532786162077	-0.0662429866046281	0.498920251735085	0.685120795093297	0.385964852618645	0.80263683264644	0.77426190577244	0.287040340948528	0.0154311999922627	0.58504384620676	0.814872779542322	0.143673170497147	0.91234148391169	0.680465992731526	0.886429129374011	0.869987521301878	0.640659653210843	0.508208038540646	-0.056916399574724	0.885393898991966	0.809390385232506	0.763942411428105	0.854386971581955	0.880806531675187	0.856827109821022	0.869155732889825	1	0.797732243910417	0.857169621385633	0.873106671018299	0.79511644819137	0.804629695828227	0.801560363771475	0.846340313044754	0.846219472466807	0.808080418239302	0.903307036789962	0.391073007977636	0.894672940957622	0.790510616670897	0.845265539350059	0.840886152411557	0.772715568110747
VSIR	-0.126235864146751	0.0289895382896892	-0.379393196106086	-0.376071424484249	-0.273422605045211	-0.366400081873402	-0.202876819648206	-0.414844333670607	-0.319854987053483	0.557765877586619	0.0105721032225492	-0.39027395729432	0.223105511313817	0.571030284613394	0.306822996456168	0.663915794744601	0.650887902118915	-0.0954089113988466	-0.277616655016502	0.189960331641649	0.836004263511271	0.0456317071620479	0.831056379089198	0.853782818844159	0.886641822398015	0.92659410107799	0.462536529892553	0.196505204073871	-0.386360428717148	0.796218392492379	0.889934430049294	0.746032710907427	0.851934963319629	0.892466910038496	0.83556775432015	0.888808385011646	0.797732243910417	1	0.775721597658729	0.905773846495954	0.676808860979256	0.510268211606142	0.684944750259749	0.775031438528596	0.834615558679725	0.882416931595047	0.87590951448835	0.261485304671682	0.871278263450751	0.592998666384744	0.793107648697982	0.772739146129864	0.710914711462817
HLA-DPB1	0.0559933937572923	0.135521523144263	-0.352511230445187	-0.200292877147395	-0.13807726156459	-0.369348549738915	0.0224983856727951	-0.360896358955487	-0.378395350213329	0.613597639318598	0.0555390972586278	-0.248794175294925	0.40588904644863	0.705570676146073	0.283243931256088	0.678852419959912	0.833258626420079	0.111386116538111	-0.0372922872576989	0.533126299769112	0.783220626829549	0.071874450942557	0.860359307690643	0.628218191933791	0.815851510305581	0.878606084974411	0.626288320443064	0.328183776821059	-0.291415475860762	0.85510483726231	0.774429924576886	0.828517720021089	0.911251047248525	0.811329482620433	0.907136803491249	0.884124232568086	0.857169621385633	0.775721597658729	1	0.897700997552649	0.876708617006865	0.857649548097499	0.868939101584856	0.863008143720297	0.904181802865211	0.852818171669267	0.888681077256836	0.349686778670054	0.961533318300423	0.765402734301587	0.860958477287719	0.822243201482364	0.830362565818858
PLXDC2	-0.0876848596259041	-0.0202877703429179	-0.426535323931546	-0.339635658903019	-0.324012747404768	-0.441377958063412	-0.162228522462735	-0.452675099985717	-0.422392156845855	0.545887135833442	-0.0639641804317143	-0.430920992401274	0.276065773001165	0.703618110783044	0.187399212449113	0.675572367539225	0.817596109162973	-0.0588181965138216	-0.269931183980565	0.401080931149826	0.903466885667171	0.0289434052270042	0.936792021998012	0.77339943837296	0.948780433651518	0.965279948825592	0.55510687577619	0.211642884463638	-0.405863877535401	0.912203036137578	0.92426502702527	0.903763937215924	0.957401717067343	0.911248739354858	0.95235637355093	0.97514960693886	0.873106671018299	0.905773846495954	0.897700997552649	1	0.881008140208747	0.690513509181446	0.879836358394168	0.944095488982005	0.960070507496719	0.955399523478199	0.963248189881537	0.437314499182446	0.970174264565696	0.817938413975939	0.955585126427167	0.930668810407561	0.902867466624309
CD9	0.0138691180898203	0.132480766863496	-0.361271205577041	-0.274418458589654	-0.196438181634049	-0.385965353227089	-0.0605045529622381	-0.395089592745161	-0.393639448150672	0.475632811409131	0.0559637514011072	-0.322302756740384	0.398127969720724	0.697723693681085	0.160138571505632	0.645734536565927	0.909017135460003	0.0372616328323504	-0.118414988547291	0.612848200167449	0.719335776604746	0.20393626274241	0.836661697592756	0.522158871347206	0.800528289546635	0.804257689330675	0.465010182222331	0.198306378117084	-0.339521288338311	0.827954504041871	0.725106697912145	0.830908094662963	0.862985328770537	0.74793006223903	0.871185203252292	0.827707232456847	0.79511644819137	0.676808860979256	0.876708617006865	0.881008140208747	1	0.81146715373305	0.833140005736791	0.898434828809351	0.893331306168301	0.826193037432598	0.874274945841158	0.52354269132023	0.878332956553005	0.86263838912091	0.88619554661505	0.876670689095939	0.904099118870789
RACK1	0.319932973732889	0.361482821881658	-0.0269411935364526	0.121376910817613	0.2125920882707	-0.0464305663479212	0.376446425632899	-0.0293671140028121	-0.120210277004041	0.687039855567975	0.202154770941221	0.133066186628103	0.661646624819302	0.686782542273189	0.408002117713969	0.656804601872395	0.820277175762478	0.468737876035351	0.314254366119269	0.829060436985037	0.581668830536116	0.313789854145144	0.757189386624865	0.335874550717042	0.658542134412245	0.632313149625736	0.655415833659129	0.557375081187997	0.0645984870367008	0.787251265442523	0.549147940413058	0.698363680445505	0.731425966768229	0.618455075625992	0.76487127182353	0.692305157376501	0.804629695828227	0.510268211606142	0.857649548097499	0.690513509181446	0.81146715373305	1	0.774948885329005	0.733275269494823	0.741258470125963	0.614795759060866	0.750673795413471	0.394986073660839	0.771859339665164	0.818691714134027	0.735136258676476	0.732439578554171	0.739436575913918
CD163	-0.0112375384492384	0.0521305594406009	-0.313663130496637	-0.214204249072104	-0.180588386162972	-0.324956643191275	0.0212981017154453	-0.352917624614216	-0.329346636760145	0.507235425635539	0.056995659333272	-0.274031433283145	0.41641523167759	0.665922378125995	0.194882101844148	0.606906265299587	0.805138775635673	0.112049245961797	-0.0822277225950636	0.496909963557671	0.830680894723815	0.0268407244085476	0.869418793699659	0.52172872474385	0.820956114812454	0.817000418531412	0.65604987914164	0.294780085664352	-0.284533812351167	0.909646466835496	0.809029855705753	0.903783508480598	0.914075708458501	0.76632527319994	0.921639703703801	0.875332110102293	0.801560363771475	0.684944750259749	0.868939101584856	0.879836358394168	0.833140005736791	0.774948885329005	1	0.886559103868276	0.903362775143898	0.84695800805333	0.873555572129565	0.371954273966354	0.897808037733232	0.849537732414794	0.933598963523145	0.869325845050244	0.884613822891194
LRP1	-0.024450746854733	-0.0238475266575099	-0.372623628188488	-0.248992560938798	-0.28157083185212	-0.375793068035081	-0.0959234463309965	-0.389804612767573	-0.415199783790719	0.519210075038599	-0.0413170225671198	-0.360481686069787	0.314105464329131	0.741445840382356	0.178385333866797	0.615234814009413	0.848207114865939	0.00518791542307771	-0.214836508285226	0.541960275174603	0.897400884441369	0.113887495154589	0.938630649146508	0.667101792874757	0.936024199157301	0.895636759088321	0.563178870100663	0.244951073387254	-0.317781008697474	0.904446612120186	0.873626468051914	0.894235343536909	0.923873401181217	0.898505791763098	0.921344030681094	0.944769152554487	0.846340313044754	0.775031438528596	0.863008143720297	0.944095488982005	0.898434828809351	0.733275269494823	0.886559103868276	1	0.935240054713635	0.918947228470526	0.936875548773873	0.564006669131274	0.920558347060687	0.89511597265676	0.964570644542381	0.973530290653856	0.93080575191453
TREM2	-0.123152281217939	-0.0572093660074375	-0.418405501967893	-0.338505889059723	-0.336101569262822	-0.427057329151271	-0.151215480086073	-0.443548679033947	-0.411815697190082	0.490258319864406	-0.0516371077916451	-0.421968214473569	0.303037756964347	0.645022592470792	0.0984611091170473	0.611329639400717	0.842435050999042	-0.0503673998574125	-0.26273040436898	0.443698818600352	0.8667209482254	-0.00334526307724291	0.918739049651868	0.631356795105456	0.899440385936345	0.882823844209917	0.520907556138567	0.172208353455494	-0.398078221970426	0.938868283687581	0.915601212974861	0.967475064718198	0.985137937287399	0.850547280153615	0.98511633548162	0.936664445256942	0.846219472466807	0.834615558679725	0.904181802865211	0.960070507496719	0.893331306168301	0.741258470125963	0.903362775143898	0.935240054713635	1	0.911157391376657	0.916740404875938	0.364996473740218	0.968686477289818	0.821739077115295	0.974858337543055	0.906294760746006	0.954096016867932
FPR1	-0.139474414897778	-0.00409177494479598	-0.472357746275067	-0.374512995272713	-0.345493452840066	-0.47271334566459	-0.201061152593061	-0.496865368014197	-0.467185779821631	0.494921918146809	-0.01671298858915	-0.45219803821952	0.256473700591232	0.668626474979169	0.192006018282003	0.626130252112992	0.769901880374607	-0.0950041770863736	-0.31972383456854	0.348632455047933	0.875320557389191	-0.00870128494824887	0.891634530435813	0.744865885237241	0.929785150311696	0.943682392174758	0.480582366421807	0.157545185304185	-0.420529918220342	0.846274719499259	0.887708477178387	0.846609836998846	0.915779788851526	0.913463782477402	0.89734253435519	0.938510662625855	0.808080418239302	0.882416931595047	0.852818171669267	0.955399523478199	0.826193037432598	0.614795759060866	0.84695800805333	0.918947228470526	0.911157391376657	1	0.926867684567036	0.461532472730716	0.932428421753428	0.761767253207337	0.917003636280207	0.907472275382466	0.859743361122495
TSPAN14	0.0809220704171729	0.139202691005208	-0.262236207081107	-0.189336523302665	-0.139958703329015	-0.27074418361825	0.00966275128462557	-0.28793086368406	-0.269553689925416	0.678276073846416	0.0498637130111269	-0.250116933393862	0.430684051229705	0.788400154828	0.357359164950568	0.763013591983223	0.862983877241079	0.109937155820603	-0.0893236619237876	0.491621970308587	0.888533375357289	0.187196968195159	0.944986359083122	0.773479035980485	0.963552060662348	0.954137625901348	0.657376876442205	0.373016233235578	-0.242108894341994	0.924649421291784	0.872392997638609	0.838937802840162	0.921786500274402	0.925904083381726	0.910159362410203	0.954896643906605	0.903307036789962	0.87590951448835	0.888681077256836	0.963248189881537	0.874274945841158	0.750673795413471	0.873555572129565	0.936875548773873	0.916740404875938	0.926867684567036	1	0.521943857374067	0.938145077686015	0.859407216921758	0.923322510537032	0.926778554648701	0.855345821539768
PTPRA	0.51556850605763	0.211573158599231	0.189661875818528	0.292523117031594	0.113942133783527	0.125936809810882	0.284483163695585	0.195924655578802	0.0425142381107997	0.459706243255976	-0.0900201893612855	0.0926692764008166	0.327858538361202	0.731036823899589	0.188187076630612	0.323473894982256	0.595152835979155	0.277852382909427	0.126642466628553	0.486069140744958	0.3681214035193	0.347085643441307	0.528239779160567	0.341856689996509	0.526209405633681	0.409968548405858	0.47407712628922	0.364309245917817	0.219336569341219	0.427153270257216	0.235819473971885	0.317072216825726	0.287137167089872	0.480535378455786	0.325981203047613	0.457886063535572	0.391073007977636	0.261485304671682	0.349686778670054	0.437314499182446	0.52354269132023	0.394986073660839	0.371954273966354	0.564006669131274	0.364996473740218	0.461532472730716	0.521943857374067	1	0.354348911950716	0.681075444149605	0.445407329548533	0.587618951525846	0.458739402090206
CD74	-0.0796504134815747	0.0116531702342714	-0.433418967676021	-0.308910036646446	-0.282251977466132	-0.443764538183649	-0.10101145475755	-0.445271777349405	-0.437975215309992	0.5667255816433	-0.0275808759734046	-0.380324080171793	0.324532271766521	0.664181250909965	0.191528316481813	0.688818625585999	0.812343727393655	-0.0054672947199377	-0.217625381981533	0.446644319023345	0.886572802386307	-0.00262128345169206	0.926251360180982	0.699232881711384	0.906882587300746	0.937051503782601	0.566523150951796	0.250222762369716	-0.376847775166119	0.90965070513348	0.896322833664136	0.91238520584111	0.972257109218572	0.89004029490773	0.969109537488726	0.953066992731518	0.894672940957622	0.871278263450751	0.961533318300423	0.970174264565696	0.878332956553005	0.771859339665164	0.897808037733232	0.920558347060687	0.968686477289818	0.932428421753428	0.938145077686015	0.354348911950716	1	0.793142611594119	0.939447812540203	0.893200663124549	0.89997303164947
CANX	0.253106862001649	0.131204889827951	-0.0838861988047857	0.0343158295574644	-0.0312702895096498	-0.129337978528789	0.194284210586526	-0.102031922125069	-0.184808769940019	0.587022120707737	-0.0120235174861281	-0.0939617494007981	0.494391870065685	0.810314968746377	0.235680857923864	0.611691697847435	0.854241892856276	0.275991126787935	0.0498336053368162	0.709105439316393	0.735697860975922	0.264504793842462	0.855013991809139	0.470878456218054	0.827023068611895	0.732045367654432	0.676281674086996	0.451858344139588	-0.0539234465628317	0.865769739416967	0.701211174850264	0.820925612549727	0.785139465943184	0.727801937216709	0.823815993928413	0.831246788839574	0.790510616670897	0.592998666384744	0.765402734301587	0.817938413975939	0.86263838912091	0.818691714134027	0.849537732414794	0.89511597265676	0.821739077115295	0.761767253207337	0.859407216921758	0.681075444149605	0.793142611594119	1	0.882414445432011	0.93161624221864	0.875203800157448
CD81	-0.101783994654196	-0.0673116496560767	-0.403293013599713	-0.292937962739569	-0.319626284057817	-0.412912735403531	-0.124828867831519	-0.428324108558414	-0.42445575664223	0.480945269477639	-0.0660912635724839	-0.394153326981857	0.309730905861786	0.670995198795413	0.109856880241516	0.595712269378448	0.82448498374101	-0.0123243915162556	-0.252819539791877	0.487059108531075	0.89398029847515	0.00168040724093542	0.925597053972359	0.612707204520448	0.923891447663535	0.880784442559495	0.548615820024811	0.21424672606561	-0.359581667159774	0.94237795392169	0.917465421975713	0.964955415872082	0.961766203324887	0.856546008494541	0.974452578315679	0.942434534506718	0.845265539350059	0.793107648697982	0.860958477287719	0.955585126427167	0.88619554661505	0.735136258676476	0.933598963523145	0.964570644542381	0.974858337543055	0.917003636280207	0.923322510537032	0.445407329548533	0.939447812540203	0.882414445432011	1	0.952914297132066	0.961874821218626
APLP2	0.0266386599780042	0.00237887679103126	-0.314528793540127	-0.192630452431094	-0.232971802027693	-0.336927994467772	-0.0421802581305422	-0.335825596566821	-0.377387292978595	0.529288526598483	-0.0558391701454328	-0.312130496223331	0.339764269124417	0.761414113688152	0.201349064544984	0.618948164059842	0.822356007517185	0.0714232961347898	-0.17718596539988	0.567338569847573	0.866431419094479	0.147676062344542	0.916957174397968	0.653605994853747	0.932018173141921	0.875612832782133	0.58082763723848	0.316016319418988	-0.266519980006435	0.898895029040638	0.858706275070784	0.883287767496961	0.884037165991905	0.865185612199025	0.902272345118542	0.937927894653832	0.840886152411557	0.772739146129864	0.822243201482364	0.930668810407561	0.876670689095939	0.732439578554171	0.869325845050244	0.973530290653856	0.906294760746006	0.907472275382466	0.926778554648701	0.587618951525846	0.893200663124549	0.93161624221864	0.952914297132066	1	0.924101512587687
CD63	-0.126779325822079	-0.10616838287442	-0.421139231231441	-0.332221443860857	-0.376257740115537	-0.449455709284029	-0.158379391517086	-0.4534069869333	-0.450888892280091	0.363935920963053	-0.0998170155471067	-0.449621584433198	0.257778527975943	0.604875339694355	-0.0284681657607441	0.52729978566565	0.82970876991775	-0.0779969631298616	-0.288864012557259	0.555065298623945	0.827660975875726	0.020818702392722	0.879706025817704	0.488183076147786	0.840444618658279	0.788076836338072	0.462236388035979	0.114385361968538	-0.397732263806207	0.884331387374525	0.83181570850731	0.959881643144149	0.912699372995435	0.759743943868815	0.941223262496995	0.879982026664893	0.772715568110747	0.710914711462817	0.830362565818858	0.902867466624309	0.904099118870789	0.739436575913918	0.884613822891194	0.93080575191453	0.954096016867932	0.859743361122495	0.855345821539768	0.458739402090206	0.89997303164947	0.875203800157448	0.961874821218626	0.924101512587687	1
