""	CD3D	CD3G	IFITM1	CD8A	CD69	CD8B	PTGER4	CD2	ITGA4	CD44	PTPRC	CD247	CCR5	CXCR4	ITGB2	ITGAL	ITGB1	CXCR6	S1PR4	CD47	SIGIRR	KLRD1	CD226	CD6	CD27	TNFRSF1B	CD46	CXCR3	RIPK1	ADGRE5	HLA.DPB1	CD4	IL2RG	CD81	SORL1	C1QBP	CD96	TNFRSF25	TSPAN5	TNFRSF1A	SPN	CLEC2D	CD82	TRADD	PTGDR	SIRPG	PTPRJ	JAML	RACK1	TSPAN14	VSIR	TNFRSF14	JMJD6	KLRB1	ERAP1	CD74	ATP5F1B	STX4	SMAP1	RPSA	PTPRA	CANX	LRP10	CD63	LAMP1	NCL	PTPRZ1
CD27	0.829293357858874	0.770941804819911	0.350276098635294	0.853807276615779	0.592039027492461	0.827666878357871	0.32925131574221	0.791455408430574	0.534279538271297	0.690310745851451	0.698314109643887	0.718399326338448	0.738815982358264	0.723833304930698	0.676132311067217	0.711789285463287	0.58296289898237	0.638484232726617	0.346324656675856	0.244030043064448	0.373582521772019	0.645841964565984	0.0771617654429896	0.351466792653294	1	0.399406999074367	0.128604337495489	0.502047437608867	0.210700564531073	0.435295785152249	0.146146302652547	0.0182804915727692	0.537802926265969	0.23525742411281	-0.498584196212003	0.110796515090926	0.65029823481018	0.157302321485602	0.555008228923881	0.17578865896737	0.487221014588332	0.473846801468859	-0.157881285814198	0.105041574496321	0.858939173558526	0.425364418126808	0.250761549888524	0.486904994955181	0.27901578131039	0.132561280772025	0.0892079521391069	0.609769321332807	0.33952738136333	0.100696581508603	0.266216008640983	-0.0423198459730383	0.0588215503748572	0.424929211280266	0.139145062240413	0.235886161269455	-0.169090111847439	-0.438547092406583	0.12503005057248	-0.467042522079471	-0.0558162133820649	0.0243671065539193	-0.680848769671571
TNFRSF1B	0.706572731565782	0.629598018383697	0.758314062056742	0.13234219005534	0.89843205276161	0.299960395787182	0.865208019616571	0.796101052773094	0.797156664783692	0.492933679811723	0.779744703957448	0.616984096617179	0.622268590459329	0.732601814943123	0.525396237592261	0.244961282503813	0.829451065750144	0.626199467078827	0.839368916267915	0.844136174708565	0.763199742528939	0.245012852924309	0.821628340377612	0.883003590954864	0.399406999074367	1	0.678708057448828	0.652579383671184	0.852539841520949	0.882606272333965	0.505014294681417	0.749132804327618	0.873569297227388	0.118571344992418	0.254090816535934	0.621038161648381	0.806682581260226	0.80130647248719	0.636645965058068	0.205161326909796	0.535383103923562	0.920507846675399	0.215645944543934	0.790970434965459	0.250006897510186	-0.0183152511489251	0.584708319205792	0.797166437559719	0.813413766962778	0.889248868366036	0.440807776398881	0.306279202930976	0.887004087581008	0.705787389955172	0.650996125548673	0.436156130882032	0.714492129978917	0.512511381663427	0.808628637493001	0.774438113771364	0.16611520190406	0.244587469031992	0.57684296182044	0.0489057273919567	0.690322105243495	0.725322489531103	-0.41677788685397
CD46	0.245747271625772	0.146738519662022	0.429355521717177	-0.158066837259774	0.66385332989168	0.163797818533014	0.697944641080945	0.422926108910807	0.625191836840826	0.212560039285705	0.586234244356524	0.54265263536504	0.210374076139007	0.331910022889418	0.231313624500691	0.0617938127720483	0.547389620701993	0.3043625597024	0.57262033176404	0.663671674323432	0.297068428167559	0.259110106181178	0.554952943177088	0.495187567767587	0.128604337495489	0.678708057448828	1	0.378942069796214	0.653425447340301	0.625298784168076	0.374929479966819	0.467243954745365	0.586415743394653	-0.101958455789649	0.405082140906304	0.463907981035273	0.466003762160529	0.422875062506039	0.37814412302402	-0.050234827701107	0.091827386849771	0.573600935330236	0.174860634736859	0.491411170301598	0.0942409043971274	-0.233018137109664	0.522895829009407	0.545551357799577	0.508284927474073	0.680825316860397	0.455676385570877	0.119850948340375	0.649529522537789	0.395196505354966	0.43089452793607	0.350488224378073	0.596432178129854	0.63718506734517	0.696544245107237	0.452301422023225	0.583256521288014	0.37328178813693	0.554598298235876	0.162048935704849	0.591194422462627	0.646981021645993	0.0628368864242376
CXCR3	0.770752480330557	0.780635052780052	0.905079902142923	0.178286818597138	0.713565069165761	0.197498572814074	0.474708007566217	0.736291422446952	0.606527655049792	0.240595969353025	0.525302762715807	0.67227238428507	0.335160543569985	0.897638086043644	0.720569082935165	0.10283227863595	0.613785749118352	0.874095038980615	0.886042917191996	0.795675173659813	0.849237186950527	0.31230427039363	0.724905541305477	0.786357278745177	0.502047437608867	0.652579383671184	0.378942069796214	1	0.671633891003861	0.646581288083479	0.400123604065978	0.691840453939956	0.858463484050314	0.311848101137445	-0.0771242083053345	0.635754103340744	0.808009367071085	0.739953742464206	0.512867681876803	0.488859736839444	0.496650345443163	0.766228916156478	0.509306851729756	0.814825246333604	0.401974585225977	-0.18051413998031	0.46572988602409	0.585966582392143	0.849104674129127	0.590610369860314	0.294753788717441	0.0683345805680058	0.779677516748759	0.824475642026416	0.664276014949198	0.247098154473726	0.517080058954036	0.477872010436674	0.528596311810157	0.864639631275676	-0.0652260566121479	0.20888413425712	0.703625589057169	0.147045665179794	0.650293884039598	0.520582876339929	-0.446467618386792
RIPK1	0.572154046226341	0.495175502551185	0.803674344352118	-0.12673582593177	0.803457781185662	0.103381920782664	0.763243026289165	0.664129763780192	0.717526119998708	0.336485517182103	0.595699219935049	0.582146695326003	0.422773227446216	0.658699700473242	0.450551378605448	0.0954506329066382	0.640863124820266	0.635051636565807	0.889948178330276	0.798200239984092	0.638054048773051	0.0995611932722526	0.875961492032713	0.83022854680517	0.210700564531073	0.852539841520949	0.653425447340301	0.671633891003861	1	0.754570303181079	0.424400934615157	0.803232237659749	0.812618982578427	0.0417415975828613	0.160097883144542	0.693390370365721	0.639137843131366	0.748883241165961	0.433779038983656	0.28291389574097	0.345410755699832	0.802052168715527	0.408381555552812	0.80791771307352	0.129743477206543	-0.0627608470676443	0.397089496059295	0.59640961000594	0.814824258116412	0.869224413844143	0.423976304711848	0.129857217136403	0.824422616313392	0.766623756822626	0.652022328655524	0.348764603497683	0.730544764848105	0.509198903731076	0.755344812628207	0.805543099357279	0.243804766945442	0.324631816737963	0.798155970847277	0.155378110366025	0.695161907205861	0.724607459863086	-0.29116856680811
ADGRE5	0.725658642370743	0.611700897012764	0.740379580695615	0.165232120449415	0.922042721937612	0.342890115123777	0.924425573825719	0.818237666081022	0.691364919125878	0.45932267015499	0.793210677217562	0.50449818999179	0.607893375573222	0.672088831549379	0.4880062800059	0.230937102225638	0.861850724318916	0.692320798243611	0.770952795544013	0.873273844719211	0.695560347742725	0.418593480160682	0.822250117847567	0.885602849030651	0.435295785152249	0.882606272333965	0.625298784168076	0.646581288083479	0.754570303181079	1	0.343878456812583	0.737246597970548	0.75747016390087	0.122170998020729	0.247143342238163	0.617792721092359	0.728651817015464	0.847087121840442	0.505288488492212	-0.0338874244759621	0.505999388423058	0.916528076381375	0.16307085010862	0.676965778982288	0.227955374241495	-0.0828623421744917	0.53531550461812	0.88968321245668	0.748072725988658	0.84686230429138	0.149232011355919	0.197375792749794	0.889496520167909	0.642626817994893	0.464135646760036	0.247230508498957	0.738526698971814	0.672578472665229	0.902186844020775	0.701350367662121	0.191155941274378	0.290407498862849	0.444378335229806	0.0348318826481063	0.583472129004116	0.8032175396047	-0.36038013124674
HLA-DPB1	0.306940940046334	0.311963271065117	0.434730516296432	-0.0719397803925656	0.371250317846217	-0.110282264012551	0.23706596679865	0.341746308070453	0.496305329501819	0.180392323805608	0.1650179883755	0.294494229150792	0.207434563340859	0.478246297318708	0.467337721013252	-0.101820784231042	0.423451164405149	0.232954445512333	0.459326016222479	0.439655256613403	0.47180053191411	-0.181610896345817	0.370227746313967	0.331453368372429	0.146146302652547	0.505014294681417	0.374929479966819	0.400123604065978	0.424400934615157	0.343878456812583	1	0.506631099462938	0.508456578650231	0.491934810668928	0.167619569053133	0.449547799808362	0.435360564591902	0.398715034539288	0.153850824980115	0.425367772600471	0.404058358471839	0.348933437241054	0.494147102443931	0.499146850032422	0.0883253462378425	-0.0627986420559107	0.224040258939406	0.340613680691598	0.623671796099446	0.503163990620169	0.463677410535237	0.307277592173254	0.474995251588487	0.507085757564112	0.271178265830291	0.939099494686369	0.437370571925195	0.139135802736649	0.344807598673636	0.629714744890924	-0.110197717901522	0.3584392507204	0.478091261280644	0.296319618902987	0.368133837336019	0.369780030705353	-0.212398477768926
CD4	0.505231685733027	0.467956084337469	0.825472596471857	-0.237693817522823	0.631281000199971	-0.237738134450071	0.595794266915036	0.491710395715338	0.531719426181285	0.090823477303066	0.333167105506502	0.246970595788911	0.264483018426503	0.600583838645451	0.486465069848801	-0.211560254937297	0.560995743489008	0.571634481978069	0.81242666916865	0.838901755048497	0.755495977858778	-0.10411435520011	0.892893673655473	0.813971210216503	0.0182804915727692	0.749132804327618	0.467243954745365	0.691840453939956	0.803232237659749	0.737246597970548	0.506631099462938	1	0.69741424375735	0.248791959055024	0.405864593479928	0.646904764289056	0.522034142847262	0.91261293958439	0.174974411063959	0.279315891257657	0.388513246243554	0.718482361667416	0.576750834787885	0.868072825634484	-0.0320556511903741	-0.297824302189107	0.311774905995991	0.543112701572843	0.85052940212783	0.817302742799544	0.345557154204185	-0.0325480030907056	0.796523736604524	0.892179600653617	0.449985078396705	0.504128727660843	0.694797674213975	0.313311933045957	0.743607494728995	0.884986923531831	-0.0599728142850542	0.566744124626217	0.657497191473582	0.324226268082746	0.707989546511951	0.71656936390202	-0.181045064363059
IL2RG	0.781685531170632	0.765575791435314	0.865349242935501	0.237660523330409	0.866112257054269	0.341072020070172	0.688864486831858	0.834322214945994	0.823932500992621	0.452377564954392	0.75384400559218	0.821172975146793	0.552467628422272	0.877236693077507	0.633893953920292	0.241586662685595	0.776762879898346	0.759343037843131	0.918559443424829	0.802596504959599	0.811659526578099	0.302477551312135	0.74086824119812	0.832267754524815	0.537802926265969	0.873569297227388	0.586415743394653	0.858463484050314	0.812618982578427	0.75747016390087	0.508456578650231	0.69741424375735	1	0.12580606493253	-0.0053728977473443	0.594587398640558	0.880808749318637	0.719368362219245	0.617590792577766	0.419062573843418	0.587213496184936	0.878451822964936	0.318055823276843	0.838196524183834	0.438002412822337	-0.0290597194975305	0.552041399012609	0.699360870653858	0.859496057390863	0.738300413469922	0.443078219873967	0.331342351024002	0.881372555852212	0.761965903312519	0.764916510045429	0.361963143372471	0.589713258647223	0.477556293471043	0.641904175925241	0.846366460322142	0.0477220139000281	0.101139335124925	0.69352985383361	0.0110138567761493	0.681522590097357	0.601435346725959	-0.53118967087321
CD81	0.320470498527455	0.330335703272411	0.277753607476146	0.192512063313077	0.0807459303421055	-0.0896015375315725	-0.0983632702857379	0.207409864028982	-0.0191990132344212	-0.0166370194444589	-0.0893896480438579	-0.0328361827373505	0.0909480258847159	0.379799129577646	0.422280255835774	-0.132627499978411	0.175442758415602	0.28873372517334	0.137970116552214	0.18239494733036	0.419745802615476	-0.00897965130910248	0.0847880342015888	0.111151907061837	0.23525742411281	0.118571344992418	-0.101958455789649	0.311848101137445	0.0417415975828613	0.122170998020729	0.491934810668928	0.248791959055024	0.12580606493253	1	0.0125186625780969	0.410774972373852	0.216572236936137	0.270931192323302	0.0824078428634852	0.449599677139125	0.273019021149303	0.100657011466049	0.496352763093349	0.179525260386635	0.0958809063123996	-0.0148461017274649	0.0638151800759015	0.178520135069658	0.391321435507704	0.0854031851204667	0.0884422514540357	0.0879003955731108	0.170232107804669	0.30643902849367	-0.0669151297365727	0.47989165166697	0.304289209452027	0.0791439272640353	0.119517896017179	0.387234000659449	-0.248224428216363	0.421934995086109	0.151290366870569	0.484707442952853	0.089839656897041	0.170821829055851	-0.0826865048381805
SORL1	-0.248552969076394	-0.273954989157175	0.0988024979826483	-0.472589897820872	0.0616644465271017	-0.43724820768296	0.27849680633192	-0.161028009507878	-0.0413861770776494	-0.316935723702825	-0.0184756076831153	-0.299394280443222	-0.232538036047042	-0.190508698384735	-0.13497058263218	-0.419583345755771	0.0840766317247753	-0.16391349628886	0.0811127945327712	0.316795081354633	0.101971546587337	-0.18157994231266	0.331506247901608	0.156496311505735	-0.498584196212003	0.254090816535934	0.405082140906304	-0.0771242083053345	0.160097883144542	0.247143342238163	0.167619569053133	0.405864593479928	-0.0053728977473443	0.0125186625780969	1	0.0989322235875336	-0.0830962691791443	0.333969020688228	-0.193469734150948	-0.211182436960496	-0.0591075804070299	0.131314392341231	0.0541587109952009	0.248666254707827	-0.553858622189213	-0.430341867171467	0.334433531875027	0.21610796016142	0.140689682592664	0.388614812257851	0.357344845975459	-0.285870470607183	0.243049054527601	0.223248304226466	0.0742378942586276	0.400591738675459	0.250845945762005	0.165360759974327	0.388288535359645	0.140674437876363	0.131242044802367	0.564317923933531	0.0798750692797502	0.342345731601501	0.375570861455764	0.35434564655007	0.331992961283868
C1QBP	0.415784870565087	0.39824114188145	0.684811737075961	-0.218549114488608	0.605874097796535	-0.0399347087087463	0.555316172838589	0.471426828259799	0.459999859183965	0.1130347096106	0.346550981624395	0.354602520357388	0.128298975360431	0.536471982971623	0.333690592648768	-0.0946611409183693	0.541999715381465	0.539006444573775	0.731931456999264	0.760712100363597	0.644314352222008	0.114357165883034	0.75667609130545	0.707141835572168	0.110796515090926	0.621038161648381	0.463907981035273	0.635754103340744	0.693390370365721	0.617792721092359	0.449547799808362	0.646904764289056	0.594587398640558	0.410774972373852	0.0989322235875336	1	0.584224723056883	0.706415845578782	0.502787426870052	0.30848988342102	0.273930910539786	0.664758180313302	0.598031582307086	0.72676669425736	-0.00725628502726791	-0.327050022620079	0.361715472515746	0.557520157873466	0.844256176471919	0.694158460800336	0.150791325580403	-0.153886814775992	0.75916613765853	0.720207917614214	0.473255062725923	0.328221990375539	0.894813553528019	0.492185738207269	0.739561628234072	0.788879344091919	0.401317640129708	0.575358838546972	0.620393839650475	0.628461039174045	0.730661940814596	0.8302607337291	-0.102497022396565
CD96	0.836860405724464	0.853229637592382	0.777618184525135	0.397308598664241	0.841311866853083	0.482885313658111	0.662320283222531	0.873409238941877	0.754728502494869	0.54892928185315	0.767156117693346	0.756714797513098	0.598331455786744	0.886827440437857	0.671832353712342	0.428385544726669	0.797883800083787	0.774652814344455	0.800845498321021	0.768502158495407	0.800637922932328	0.421591571938533	0.644752013482643	0.815573907198702	0.65029823481018	0.806682581260226	0.466003762160529	0.808009367071085	0.639137843131366	0.728651817015464	0.435360564591902	0.522034142847262	0.880808749318637	0.216572236936137	-0.0830962691791443	0.584224723056883	1	0.670058604362931	0.78784613850653	0.444659662049008	0.666700470996685	0.86496117257482	0.290566619749248	0.726573482541542	0.472614549640318	0.059790839718473	0.608980130189865	0.764223248206555	0.793388205003597	0.688595431779353	0.271171569933162	0.336931439054886	0.822824515804591	0.659644413143217	0.761685905510574	0.278807223928132	0.533369420974909	0.520161974138468	0.579055659382334	0.757490008383913	0.0761279289400598	0.0473476777829537	0.542179850810236	0.00934868139278823	0.642451266301065	0.529162824921718	-0.545490029183307
TNFRSF25	0.61375454046248	0.574869049037058	0.86250490081992	-0.103808932198019	0.729483118216144	-0.0751112105452518	0.722911115037636	0.626423358541507	0.498612095104756	0.14988669049712	0.465860146580992	0.292865813911138	0.334478765466646	0.663270214035743	0.463236266386487	-0.118137308976605	0.66018584535509	0.668577700410724	0.829912276217543	0.904697987796743	0.873814059762369	0.0971857324602146	0.930502443427418	0.916614181497161	0.157302321485602	0.80130647248719	0.422875062506039	0.739953742464206	0.748883241165961	0.847087121840442	0.398715034539288	0.91261293958439	0.719368362219245	0.270931192323302	0.333969020688228	0.706415845578782	0.670058604362931	1	0.408374158790615	0.226210118835888	0.475082277744289	0.854400419512874	0.48514471493623	0.885015158729578	-0.022905830515308	-0.299978750397115	0.470925825875864	0.742088941462303	0.876537367007912	0.833119348423447	0.163492724971928	-0.091317853875811	0.86728091799377	0.892875603400036	0.513479489949942	0.342765149243398	0.752404153265342	0.405231839826557	0.82866241120586	0.874302163589347	0.0209938513908757	0.540734084959217	0.544804981082352	0.31960686328593	0.759668114382852	0.799218183733406	-0.210717981760043
TSPAN5	0.573916675457189	0.568788236247706	0.437555798133889	0.320172192278127	0.609811630164747	0.536552121957586	0.551425954952128	0.640635887275967	0.604068466633867	0.503437192422517	0.668399079133871	0.665583695417204	0.48500335063945	0.591832944924623	0.416548938285122	0.465196965583206	0.599936281558239	0.487647180188682	0.551847939872528	0.510046001053319	0.565427903188819	0.369733146904069	0.436910700106347	0.622652850192009	0.555008228923881	0.636645965058068	0.37814412302402	0.512867681876803	0.433779038983656	0.505288488492212	0.153850824980115	0.174974411063959	0.617590792577766	0.0824078428634852	-0.193469734150948	0.502787426870052	0.78784613850653	0.408374158790615	1	0.275950089554458	0.371518804797432	0.687202497405216	0.0379025417877442	0.486765419611753	0.434538710507036	0.0763178399594652	0.600060586429787	0.565240433591525	0.521832250529164	0.475117763429102	0.219892128308593	0.22604104476072	0.572998441554678	0.361527292318359	0.630005599032108	0.00619786373588051	0.451782083237305	0.378974431600246	0.418777134856848	0.43075271132733	0.356472376558746	-0.0782383366370627	0.33184412085766	0.0464370793289758	0.546746729411441	0.410810914142192	-0.34383626034728
TNFRSF1A	0.367399733425626	0.52619757173591	0.447285362624557	0.138933682087634	0.0783480632062092	-0.0453141327491245	-0.153048656669567	0.242746350933709	0.295564629281256	0.186011899215533	0.00145595451705146	0.274289375390865	0.125220436962923	0.520239831225722	0.524418426436763	0.0962466554771744	0.211703531882868	0.31925914327268	0.399918814786196	0.213660639059371	0.466213030471348	-0.270770837799654	0.204108792656928	0.275376371304911	0.17578865896737	0.205161326909796	-0.050234827701107	0.488859736839444	0.28291389574097	-0.0338874244759621	0.425367772600471	0.279315891257657	0.419062573843418	0.449599677139125	-0.211182436960496	0.30848988342102	0.444659662049008	0.226210118835888	0.275950089554458	1	0.475970147267627	0.204207828482963	0.666407284906014	0.448342496652629	0.223462051129288	0.199970442252809	0.209898754073497	-0.0152350603886323	0.483928238989402	0.229077554639225	0.292762363966905	0.22620824427703	0.255184326532128	0.454655046663186	0.533128482762153	0.386894800238831	0.0815548253036812	-0.178228569033259	-0.0879930855015266	0.53129464067633	-0.213461982558879	0.172185779464616	0.53312559507292	0.309951755967075	0.375125222407851	-0.0207155666056979	-0.138719009132795
SPN	0.68767148805873	0.720234429978334	0.465125847898474	0.483904597973128	0.494608817392743	0.422609499675048	0.392702762280649	0.68792415706808	0.534849124931066	0.697712037200502	0.535221914395109	0.33250970929414	0.67107583822654	0.602936765958932	0.549508377569669	0.470325479831389	0.74391842494602	0.428932241642599	0.447900566706948	0.462633629524381	0.566559500700111	0.0760813391615432	0.351953010998731	0.547301752064918	0.487221014588332	0.535383103923562	0.091827386849771	0.496650345443163	0.345410755699832	0.505999388423058	0.404058358471839	0.388513246243554	0.587213496184936	0.273019021149303	-0.0591075804070299	0.273930910539786	0.666700470996685	0.475082277744289	0.371518804797432	0.475970147267627	1	0.577989263317674	0.212821985474434	0.414425173515217	0.322204974079528	0.477147245820505	0.470681634302421	0.466327667930067	0.503750537476667	0.504506120273401	0.0884570595141955	0.610756550989259	0.52621846263064	0.340618253274431	0.516840976863008	0.361111981673314	0.210816529092424	0.101528419370618	0.315753669507274	0.50387682505243	-0.239390597265811	-0.00591772183908139	0.177017647096221	-0.102793437085763	0.257819666998122	0.26469155365837	-0.48906045731417
CLEC2D	0.777309737154184	0.729923086251103	0.83228694040396	0.181699585932013	0.926978724434171	0.368844393219759	0.874460012393499	0.865829288199712	0.746556620302211	0.477247413971935	0.818184382177642	0.64973428165599	0.600307822207459	0.79451857743326	0.554816332845501	0.270223904509229	0.856156651474945	0.764652000612638	0.893173028076449	0.880885221366505	0.82149268874605	0.399128901032389	0.858710024617779	0.955282376902475	0.473846801468859	0.920507846675399	0.573600935330236	0.766228916156478	0.802052168715527	0.916528076381375	0.348933437241054	0.718482361667416	0.878451822964936	0.100657011466049	0.131314392341231	0.664758180313302	0.86496117257482	0.854400419512874	0.687202497405216	0.204207828482963	0.577989263317674	1	0.241879729982017	0.808093656589196	0.26787750016448	-0.0579148427299817	0.636299238839299	0.865294099621748	0.838552751839893	0.840449553973429	0.257544501258381	0.18570165404823	0.939166284283929	0.748543684182496	0.704281321093326	0.22554574141367	0.690975826457558	0.573243963664846	0.798921923715009	0.787583359926198	0.183207949963394	0.212977957805308	0.564552531168353	0.0515175084456483	0.717095564606217	0.747379957718201	-0.425790355758298
CD82	0.180783961094684	0.270657655729468	0.515964293052626	-0.338163003007383	0.124684478300313	-0.442163437823478	-0.0110025839755141	0.0881057777195531	0.180513158069891	-0.140487283313359	-0.192389059249954	0.0120714370771608	-0.14180565487128	0.371464072827254	0.355602276923107	-0.34670929983239	0.151015197867222	0.304187747437862	0.477669301565574	0.470140267583389	0.487494400451991	-0.350889184378864	0.4675986126082	0.365671202766176	-0.157881285814198	0.215645944543934	0.174860634736859	0.509306851729756	0.408381555552812	0.16307085010862	0.494147102443931	0.576750834787885	0.318055823276843	0.496352763093349	0.0541587109952009	0.598031582307086	0.290566619749248	0.48514471493623	0.0379025417877442	0.666407284906014	0.212821985474434	0.241879729982017	1	0.57950330104263	-0.112622376584092	-0.283981207124409	0.0575616883872976	0.0711413972093219	0.641860218153268	0.394666455343033	0.12707446189199	-0.185140807855242	0.375025202091613	0.665434414221216	0.282364923564453	0.453508598717545	0.456859719065429	-0.0212910694893001	0.266252296929515	0.687073403217176	0.0064158974598824	0.698136065538736	0.596764608548097	0.672984645422021	0.552644603327995	0.37492263309982	0.208904043330138
TRADD	0.526893310565754	0.548709721069595	0.902187108746027	-0.196478996765447	0.671903108039022	-0.147256582013156	0.597943820037337	0.554191172201458	0.586518335225832	0.0819429306114504	0.414500436097921	0.481490653120801	0.212122556496221	0.701351980209329	0.45165936819239	-0.178725425296322	0.566114608970619	0.626217199713775	0.920979115815975	0.875125548560127	0.880014409573032	-0.0188843936362364	0.900582990790729	0.857622769905119	0.105041574496321	0.790970434965459	0.491411170301598	0.814825246333604	0.80791771307352	0.676965778982288	0.499146850032422	0.868072825634484	0.838196524183834	0.179525260386635	0.248666254707827	0.72676669425736	0.726573482541542	0.885015158729578	0.486765419611753	0.448342496652629	0.414425173515217	0.808093656589196	0.57950330104263	1	0.0198726487877562	-0.352035338850723	0.486343645205284	0.601280525940673	0.935646108192398	0.791980960875181	0.38146355362045	-0.0941323164623825	0.861822348967067	0.957619314867685	0.731969947983621	0.418446094233057	0.711600847839787	0.314974691309663	0.700419576534327	0.94282002490506	0.073987145828909	0.472483309368174	0.735473984043085	0.382864863513677	0.88228053797087	0.725410818701953	-0.226866463738023
PTGDR	0.668290837845295	0.649996250867289	0.192846998544413	0.77308015029417	0.371568868505055	0.708832372874984	0.081952183887279	0.538698050294882	0.563771767977131	0.648506688341436	0.529622382808564	0.646764259749284	0.627684095333824	0.581209883839584	0.661307255003972	0.685906795228938	0.420981383189043	0.447482154987273	0.245126296408599	0.109608250687709	0.197133898136476	0.42208878963951	-0.0629392484746665	0.209327130024266	0.858939173558526	0.250006897510186	0.0942409043971274	0.401974585225977	0.129743477206543	0.227955374241495	0.0883253462378425	-0.0320556511903741	0.438002412822337	0.0958809063123996	-0.553858622189213	-0.00725628502726791	0.472614549640318	-0.022905830515308	0.434538710507036	0.223462051129288	0.322204974079528	0.26787750016448	-0.112622376584092	0.0198726487877562	1	0.41142938607073	0.0858383152169729	0.167722994223613	0.157666270399288	-0.012019362644728	0.191465328578888	0.645297483352082	0.163558061022106	-0.00132908256182669	0.157997526927434	-0.0699762967387465	-0.0503346974101451	0.192332954786103	-0.0295037579387741	0.142384302508755	-0.197552085923809	-0.506999510846589	0.150974536124159	-0.459219657747963	-0.113574667184328	-0.144067558404237	-0.599596836163729
SIRPG	0.283759488075532	0.253273545229752	-0.23425327287874	0.592680648513915	-0.00199184564868512	0.572907742274669	-0.0404125220037727	0.270128853997055	0.236125017643846	0.748648769197389	0.244628833805851	0.114768520541626	0.617136831396791	0.0879752104934611	0.220479467343354	0.738113702461654	0.211389829530777	-0.0535582976368688	-0.181135345167519	-0.288324076942826	-0.21865675546399	-0.0178516001089102	-0.315784468875094	-0.112353301134915	0.425364418126808	-0.0183152511489251	-0.233018137109664	-0.18051413998031	-0.0627608470676443	-0.0828623421744917	-0.0627986420559107	-0.297824302189107	-0.0290597194975305	-0.0148461017274649	-0.430341867171467	-0.327050022620079	0.059790839718473	-0.299978750397115	0.0763178399594652	0.199970442252809	0.477147245820505	-0.0579148427299817	-0.283981207124409	-0.352035338850723	0.41142938607073	1	0.0126357418907285	-0.12699315166341	-0.250283129461988	-0.0782221377675781	-0.0472716180481507	0.79942872351076	-0.205349348624389	-0.402294220088423	0.01947588479811	-0.0552362105684553	-0.360517266536204	-0.159402194721515	-0.294440047161243	-0.258384242741495	-0.230800190885373	-0.529036321352216	-0.144714813823819	-0.552930694216698	-0.447846562801327	-0.370520228839102	-0.387673690785873
PTPRJ	0.369867486816695	0.382175501754441	0.420725145947451	0.105827270451958	0.525847267243221	0.340587156252763	0.58146374867528	0.510171553918113	0.527923250861208	0.347824553680238	0.615441983899766	0.447931878784889	0.303004779056318	0.409054607378826	0.299526709678233	0.226019543282227	0.612732899977984	0.340674855529491	0.500625108102972	0.543279962794033	0.492892237467353	0.268776977541691	0.462123846209837	0.565527664012138	0.250761549888524	0.584708319205792	0.522895829009407	0.46572988602409	0.397089496059295	0.53531550461812	0.224040258939406	0.311774905995991	0.552041399012609	0.0638151800759015	0.334433531875027	0.361715472515746	0.608980130189865	0.470925825875864	0.600060586429787	0.209898754073497	0.470681634302421	0.636299238839299	0.0575616883872976	0.486343645205284	0.0858383152169729	0.0126357418907285	1	0.573401872323502	0.474476513661579	0.559827236784751	0.344389635688052	0.189947626759858	0.636313801848934	0.347600145856903	0.586406623245583	0.220370748905707	0.37219099261158	0.371160942902499	0.489065716355782	0.399687041848907	0.315920003238195	0.171119771295581	0.365711235463488	0.11444606415453	0.591349610970905	0.489342002452374	-0.146692931758793
JAML	0.684231181237714	0.609634440356587	0.703559423837197	0.255898463260251	0.885142981299058	0.394616642918618	0.869975272644183	0.807099651536097	0.548437358050364	0.36567484784315	0.796715443603307	0.54990975279427	0.525580707938435	0.660540199460332	0.400031490713059	0.214116636314033	0.804524664458564	0.68557144941053	0.689554657537753	0.784952556105892	0.670895457152032	0.594296879321818	0.692569459500296	0.773454729596441	0.486904994955181	0.797166437559719	0.545551357799577	0.585966582392143	0.59640961000594	0.88968321245668	0.340613680691598	0.543112701572843	0.699360870653858	0.178520135069658	0.21610796016142	0.557520157873466	0.764223248206555	0.742088941462303	0.565240433591525	-0.0152350603886323	0.466327667930067	0.865294099621748	0.0711413972093219	0.601280525940673	0.167722994223613	-0.12699315166341	0.573401872323502	1	0.677117925247505	0.715058510978507	0.0971884175711338	0.119975929248473	0.841403895460467	0.569672969909764	0.500402867968543	0.221637894273142	0.652620946167451	0.723882676056603	0.812457733729632	0.605777809572727	0.192360848518578	0.224382957747749	0.361306566294961	0.0388134220835047	0.568889145377554	0.731615173001084	-0.371401910812654
