""	CD2	CD3D	KLRD1	CD8A	CD8B	CD247	KLRC1	KLRB1	CXCR4	CXCR3	ADGRE5	CD3G	F2R	FAS	PTGER4	PTPRC	CD69	ITGAL	CD44	ITGB2	ITGA4	SORL1	TNFRSF1B	TREM2	CD68	TRADD	CD4	ICOS	ITGB1	CD74	C1QBP	CD226	NOTCH2	LPP	IFITM1	NOTCH1	RACK1	TNFRSF14	CCR6	TNFRSF1A	TNFRSF25	S1PR4	HLA.DPB1	CXCR6	GPR171	ERAP1	SLC16A7	TSPAN14	SMAP1	TSPAN17	PTPRA	CANX	CD47	VSIR	CD81	RXRA	CD163	CD46	CD63	CD9	PTPRZ1	NCL	APLP2	SDC3
CD68	-0.331367544455379	-0.327327426720603	-0.36915981951408	0.211708714468498	0.0573600017449315	0.194383561113659	-0.354664649105181	-0.228474471861065	0.0338686978261656	-0.0381398440612673	-0.308146496133333	-0.268899990118839	-0.202361739576055	0.626728906469918	-0.152239417881656	-0.191203415196713	-0.0303383695789751	0.144904892100271	-0.0687780951277068	0.705854688598384	-0.00104083441607703	0.704629796896415	0.478011899192194	0.94204675610624	1	-0.109714338370581	0.8923039008344	0.225769430615794	-0.101895863101247	0.950942521962998	-0.022085801397389	0.648338458103973	-0.346768028384887	-0.0385928455047781	-0.201719474849382	-0.12600941943814	-0.207072031745945	-0.451771354976968	-0.285462665634267	0.301158408407488	-0.59984939029531	-0.366691781110857	0.930428551784578	-0.38663215738392	-0.321093597358697	0.187492855627636	-0.207505830562847	-0.1914810404995	-0.0766076489592939	-0.595061381329535	-0.19941296534696	-0.080876713335505	-0.288248945956547	0.829139616698995	0.438444465528431	-0.0960599970998165	0.967323153036158	0.143133929789224	0.171237838499258	-0.0802149359181868	-0.151718107803296	-0.261783972040947	0.133015151944868	-0.0783012396984157
TRADD	0.6814791211771	0.71604244363549	0.536998934217462	0.682974489848687	-0.0691377299134705	0.464918474669945	0.586384611919194	0.833142840493888	0.832163914878503	0.484857379282904	0.323240960575352	0.655558031707328	-0.118227509989637	0.21843245689368	0.749281739936181	0.639147380466047	0.841764529215959	0.466212458194402	0.816043220323282	0.291362195001806	0.515711436316391	0.453397066939611	0.137047073542219	0.167545612017224	-0.109714338370581	1	0.125915134088037	0.839247806803812	-0.481013229561331	0.102708857936214	-0.353855511163065	0.53298886679076	-0.600661737890846	-0.587212189299449	0.622496817375841	-0.55144517003578	-0.258884603959593	0.719742201426558	0.906455219220689	-0.739217237240352	0.562456272298496	0.673389040601702	0.133509034116176	0.794668627196415	0.49767949252491	0.42675535584829	0.231741345671708	0.576622135238636	-0.613234948633558	0.0526294604927658	-0.561584663483537	-0.407365020235338	-0.508056363292147	0.138509985911956	-0.590523781218826	-0.521020659688767	-0.134562446604401	-0.664887037312504	-0.585452923044734	-0.591691896970302	-0.61955704959138	-0.504610928707224	-0.563156652176136	-0.598235516364798
CD4	0.0853216071430118	0.0551726808539597	-0.000103920040739477	0.502399991029872	0.361241398383054	0.5560820404558	-0.0362345391987716	0.161847281075039	0.377176855856802	0.215475256970453	0.0963980045163706	0.14507033439254	-0.0700262610323512	0.670961452901814	0.246563626220145	0.227435061447096	0.300593759599588	0.504028112250893	0.273346857697354	0.902357703304727	0.379147927701068	0.866894305692216	0.753575605543262	0.930756461321547	0.8923039008344	0.125915134088037	1	0.430284358890009	-0.308150193949604	0.952797995083181	-0.191643939857542	0.719536561223552	-0.577607713243556	-0.329350873332582	0.214809393069273	-0.410118055545292	-0.404437221357942	-0.0648951496925504	-0.0252933462682771	-0.0376129090826777	-0.275803033585537	-0.0231578544445956	0.914731068015362	-0.0816384258670606	0.0822911147592557	0.146437458431269	-0.183936158976045	-0.143641874660309	-0.349014582902147	-0.64982039350766	-0.452253465386814	-0.381479742806154	-0.578135194654966	0.7929956357561	0.146971837624301	-0.422550694983209	0.909574233660279	-0.157934213590352	-0.154756813855489	-0.400213377622183	-0.396353882552796	-0.473394100885038	-0.205133098687145	-0.36982382218079
ICOS	0.59036375820566	0.631776319186967	0.47032901986623	0.834188071283386	-0.0372061179464367	0.553784068201239	0.514667682471279	0.729368121394083	0.855412592057391	0.537845558331419	0.229924110974725	0.587297648224232	-0.324588532140246	0.469532437309544	0.724592207783275	0.548544721389995	0.8499742595117	0.619280398695434	0.785459994089458	0.546604093732792	0.524557986524416	0.683779288976737	0.370793219518386	0.485723676100222	0.225769430615794	0.839247806803812	0.430284358890009	1	-0.690226401862828	0.438034480487641	-0.394682809847355	0.747531767061081	-0.715522091223835	-0.666339541074432	0.545446653901368	-0.575841948627993	-0.562944159389734	0.470254548995646	0.805568671080376	-0.692176752907916	0.282147704593401	0.613516418921646	0.462917559438868	0.689192064049524	0.426985287265456	0.35085954869579	-0.146479546394629	0.444721412340142	-0.749666758234434	-0.121241811174121	-0.749742241795126	-0.631741148802572	-0.682190567118111	0.503852819846902	-0.516726120937684	-0.666407933212624	0.225399753571386	-0.667582268396389	-0.66452275872942	-0.750238311542265	-0.688668789429301	-0.634182208690892	-0.616984631116258	-0.704015428895354
ITGB1	-0.650339578516855	-0.702955355364367	-0.608536848861122	-0.815869696386912	-0.132863442521287	-0.537405109668135	-0.619581540880301	-0.64490511785537	-0.779219305806022	-0.716075557267523	-0.32715290826777	-0.667757974230149	0.476851165916043	-0.108817872431189	-0.722503430366391	-0.596386437125908	-0.806410124625196	-0.712413058538457	-0.660036149402015	-0.589309431969871	-0.523409043605609	-0.422393049860178	-0.445506907218221	-0.27206870550386	-0.101895863101247	-0.481013229561331	-0.308150193949604	-0.690226401862828	1	-0.266024323561767	0.765856115105667	-0.500018356852093	0.811617513344255	0.929725475253326	-0.558040329513584	0.742503205223279	0.935555450314451	-0.490502594060951	-0.643698962249147	0.810742795255449	-0.159733441460759	-0.697719103458023	-0.190753764994903	-0.670610111059679	-0.597033967174931	0.324044401588596	0.485127755430956	-0.137115213986993	0.947329901680433	0.255609033625188	0.942666342296512	0.917376756086138	0.838626988159517	-0.456786412804668	0.786866555571735	0.887473633246756	-0.141586534506358	0.824266648566903	0.913996647571697	0.93898832122738	0.866607613108518	0.873817352757548	0.883899286622661	0.914309860823252
CD74	-0.109951769241427	-0.105856947252686	-0.184140451448718	0.415655685396727	0.104049713218679	0.351273258882995	-0.184648941361497	0.00677880808878523	0.258863806071781	0.123876713620385	-0.174688464443526	-0.053340299931595	-0.233291294517376	0.691379589982525	0.0873345278346367	0.0123288463560366	0.206207657186657	0.307580999229997	0.1326630501992	0.820661914526774	0.18466438554462	0.85743113294781	0.558585652354086	0.985669176807115	0.950942521962998	0.102708857936214	0.952797995083181	0.438034480487641	-0.266024323561767	1	-0.0994685582963157	0.760767165316365	-0.47575061227309	-0.207048419303387	0.00440679211696267	-0.258929656950353	-0.350784750881391	-0.243444960389033	-0.0429768313233353	0.0886423525336264	-0.419170793167567	-0.153538336057731	0.977485319941953	-0.155830529095888	-0.143422645457136	0.236128003785716	-0.267777585778637	-0.0701236338381456	-0.274668791230571	-0.557318718540193	-0.368802410223444	-0.277159359062305	-0.444739101756781	0.877412386413385	0.272337543073142	-0.280310504292958	0.960399154833752	-0.018447686679055	-0.0400731753789184	-0.289850742800754	-0.29698203656334	-0.383725930272094	-0.0645122553791248	-0.248992450197001
C1QBP	-0.535023010955155	-0.585722544556591	-0.550509049610869	-0.564211424760229	-0.160258629822824	-0.399721933387577	-0.570375895548907	-0.484431397757449	-0.574635562327955	-0.631856964047395	-0.297945575482903	-0.542800193422685	0.377020465898237	0.164610608173045	-0.578498206859916	-0.480791532838531	-0.62490325612722	-0.653486853058593	-0.468774909661607	-0.456603646935298	-0.3143041602551	-0.212678590203212	-0.327996839071316	-0.126692004775868	-0.022085801397389	-0.353855511163065	-0.191643939857542	-0.394682809847355	0.765856115105667	-0.0994685582963157	1	-0.412972603945343	0.72712203316198	0.81936689466832	-0.414038145277991	0.804452098864379	0.699412617721185	-0.441888611043815	-0.446509136997714	0.645861376914327	-0.137118685115744	-0.579365709641208	0.0216034168725407	-0.528528155176073	-0.498323395065099	0.429108077286293	0.088036850739739	-0.111389039453655	0.8031149237546	0.275511476770503	0.775905656549829	0.618750409978141	0.722206919169351	-0.298753516191337	0.737728720831111	0.659812092453143	-0.0420861895609353	0.641861880703867	0.741739251883143	0.716928442730311	0.879900325337943	0.896014483551035	0.73600367122868	0.827447705365306
CD226	0.215386240363015	0.323281691133709	0.228014227696872	0.667344424371994	-0.15427516682518	0.338548532550015	0.251846508022036	0.346402435122076	0.558480632622998	0.561370370459228	-0.106901466833362	0.251712626582801	-0.540989533042353	0.369298674679821	0.428982467630307	0.196068409896271	0.597414250267139	0.514568552247348	0.473917679082644	0.777107953704867	0.177229819490285	0.726195889610699	0.409982971322268	0.787756957638392	0.648338458103973	0.53298886679076	0.719536561223552	0.747531767061081	-0.500018356852093	0.760767165316365	-0.412972603945343	1	-0.603519529178319	-0.476153204576893	0.182244315945222	-0.406416130722061	-0.431566941993175	0.0747429300606974	0.442929754942129	-0.283354973092918	-0.270970933515671	0.307330867972879	0.725856731059853	0.371760357204423	0.0961180846036751	0.468681429228466	-0.128014195494537	0.481985211338228	-0.539977630484858	-0.18243204542661	-0.627269679321931	-0.375436566633613	-0.516852417597324	0.882712317016634	-0.115147938688254	-0.472014516076563	0.661976928647147	-0.265441174107876	-0.311114097676131	-0.503344664531696	-0.583270905902696	-0.574150313573628	-0.291099198334674	-0.507013664702115
NOTCH2	-0.638010874572251	-0.618086153257611	-0.486049813603087	-0.805176374292672	-0.34173960597168	-0.732590416139705	-0.508559681715811	-0.711329037861394	-0.853283050138961	-0.519046876791212	-0.430190923370406	-0.653243700173267	0.147399925006966	-0.412398758510888	-0.722070136983159	-0.701400271883586	-0.784573133076835	-0.75446458682519	-0.746543732827144	-0.721683623135939	-0.675300386806852	-0.686417612778527	-0.668920962859346	-0.504949724905548	-0.346768028384887	-0.600661737890846	-0.577607713243556	-0.715522091223835	0.811617513344255	-0.47575061227309	0.72712203316198	-0.603519529178319	1	0.88968606535913	-0.640885757277575	0.930845926384208	0.735785444928209	-0.547615021632989	-0.555484436423207	0.730384529078759	-0.253361064788527	-0.547760152919718	-0.430569349901218	-0.500830911022349	-0.584592659513023	0.171565812165394	0.108618388773057	-0.0210891617413767	0.876508942595741	0.605374959809916	0.887268610307198	0.771142524160217	0.952361556972529	-0.472950317193228	0.655063019663475	0.823867548148707	-0.302042701664586	0.821017662210596	0.772317678367754	0.861730066444714	0.933991373028615	0.942876821999931	0.816423651291929	0.909896777336393
LPP	-0.810943192402585	-0.832598392640487	-0.746114651929728	-0.823221030409289	-0.318408636756144	-0.68972778921062	-0.742394498810095	-0.804182258552269	-0.876934289231456	-0.764963746244085	-0.544323028341302	-0.820019560262371	0.289171999852287	-0.0597779673019372	-0.866839447137359	-0.79059937411088	-0.884943149934684	-0.81747250077639	-0.801096799118242	-0.63364925343318	-0.663174904467858	-0.432919215371078	-0.57074690866425	-0.213402263672792	-0.0385928455047781	-0.587212189299449	-0.329350873332582	-0.666339541074432	0.929725475253326	-0.207048419303387	0.81936689466832	-0.476153204576893	0.88968606535913	1	-0.75453985061752	0.893417966774526	0.845955300292134	-0.693498547689402	-0.69139091060966	0.899860884362145	-0.352767032020311	-0.810808129066251	-0.117952006014446	-0.746589044311958	-0.763508461154984	0.289688242462719	0.256995909299334	-0.136971178862025	0.957962500507779	0.302260605221107	0.961684310665941	0.902021944506219	0.916541058455811	-0.335146158369536	0.869070554226397	0.950518735223489	-0.0640336403553395	0.902843062536703	0.943222912197889	0.963256367039357	0.952479558707205	0.920829758979625	0.959670835329182	0.984273333556371
IFITM1	0.944579876325545	0.874183597950627	0.834162322349371	0.721282579886286	0.646613990459492	0.876123313827953	0.770048024102388	0.911303397316523	0.855595546677904	0.558462249194791	0.883639764433091	0.945931802295041	0.243564797922278	0.138953232221487	0.912947054685958	0.985097466142422	0.809895707747438	0.794932428386018	0.882623955732623	0.4491298442687	0.911851171608084	0.371882628717273	0.61481489997027	-0.0158494739554214	-0.201719474849382	0.622496817375841	0.214809393069273	0.545446653901368	-0.558040329513584	0.00440679211696267	-0.414038145277991	0.182244315945222	-0.640885757277575	-0.75453985061752	1	-0.718658987046219	-0.497798134666029	0.880938303808656	0.630448820125907	-0.862195425725435	0.704952800736538	0.798691407336715	-0.0217015439440067	0.716748818771623	0.924788184139252	-0.0932104913856766	0.0489986921782178	0.0230903108404718	-0.663677317883623	-0.187431697549856	-0.653146100210873	-0.729083096785054	-0.732981144164711	-0.0703607672230114	-0.737217756462157	-0.823979875891079	-0.166852817955811	-0.831127079469456	-0.788159606307199	-0.78304354871703	-0.636238458375723	-0.557870283265402	-0.824962654364158	-0.733024441142104
NOTCH1	-0.72386471529339	-0.673871346401435	-0.574091342390601	-0.67533930227632	-0.448003004991358	-0.727282949805829	-0.587498664651213	-0.750470881854854	-0.80833249730456	-0.504397999872596	-0.567365104332897	-0.715278002476556	0.0266644562655853	-0.232132317896543	-0.771628561600504	-0.774298578820496	-0.749033025437148	-0.754997688907124	-0.723609505145955	-0.585622342144244	-0.681448200667986	-0.530662895924931	-0.636108060500355	-0.27980820053907	-0.12600941943814	-0.55144517003578	-0.410118055545292	-0.575841948627993	0.742503205223279	-0.258929656950353	0.804452098864379	-0.406416130722061	0.930845926384208	0.893417966774526	-0.718658987046219	1	0.681093408912538	-0.661455145188277	-0.547578267055699	0.774412350095309	-0.454849266662711	-0.632301384239843	-0.190276079805741	-0.54083300107384	-0.68071824975825	0.323978836791242	0.0150341963381608	0.0375433431841926	0.86517708502256	0.533353471040759	0.842130201521129	0.750441617229643	0.94186987721779	-0.240156911970568	0.767303330131266	0.799384333452486	-0.104279398709563	0.816305311606966	0.817782671923983	0.839754546012019	0.942945778452641	0.928321365750713	0.876611626602174	0.924034292193008
RACK1	-0.533652133268739	-0.563476500354675	-0.510095754176752	-0.725214327291949	-0.234673586137657	-0.53170604343185	-0.502647625816055	-0.499283625597214	-0.647042647179448	-0.636153609536191	-0.295885664903624	-0.561949980261373	0.460313115413986	-0.178506433955148	-0.612249776302221	-0.509857686147997	-0.665909108736607	-0.679107669245383	-0.509578080986304	-0.635593407021011	-0.481062825914726	-0.420588586737771	-0.515905884635498	-0.338779275723	-0.207072031745945	-0.258884603959593	-0.404437221357942	-0.562944159389734	0.935555450314451	-0.350784750881391	0.699412617721185	-0.431566941993175	0.735785444928209	0.845955300292134	-0.497798134666029	0.681093408912538	1	-0.32960895012325	-0.450508192819202	0.667170717744155	-0.050322976010333	-0.568726389970172	-0.253801713661259	-0.502218500668839	-0.515768305998521	0.446229841541517	0.663036552437937	0.0288664383503004	0.886542354901	0.332545632740879	0.892891963632329	0.939553478284145	0.824123441638387	-0.489931305850651	0.65793644311579	0.860318073517388	-0.279340789394359	0.698892522852152	0.838729920479738	0.888975319000113	0.771734909453032	0.825039602440086	0.824447231405997	0.851376905467089
TNFRSF14	0.932842804903838	0.891195039288977	0.787201926590275	0.574919856237699	0.397916164808154	0.6255048520697	0.740494435705221	0.923143132613755	0.787819507515269	0.534733436621161	0.774651031025114	0.89536719092567	0.226538665584557	-0.101344447962676	0.863790879787695	0.909380242991197	0.774566404903815	0.608934036722607	0.81337666290385	0.196246759643201	0.739635759274205	0.184099737605254	0.327692571886477	-0.23462142042643	-0.451771354976968	0.719742201426558	-0.0648951496925504	0.470254548995646	-0.490502594060951	-0.243444960389033	-0.441888611043815	0.0747429300606974	-0.547615021632989	-0.693498547689402	0.880938303808656	-0.661455145188277	-0.32960895012325	1	0.752182506048153	-0.872551432080388	0.825687314327853	0.813697143125837	-0.25996865149964	0.797509541569258	0.863388511876526	-0.0553259265017564	0.21245184223027	0.253977344697981	-0.622379152263998	-0.00588985241455595	-0.544490562166661	-0.565378952847046	-0.573171174997987	-0.253877202263852	-0.812456438912976	-0.659067142773485	-0.42854325948404	-0.792964998037447	-0.748455560686904	-0.667686920256744	-0.610418985381245	-0.497604190196311	-0.771101706027924	-0.658080390828161
CCR6	0.750839772438014	0.818053691445807	0.66726487557203	0.671212672876108	-0.149193949408109	0.363427218185758	0.706975441826693	0.853849628810259	0.814056430905285	0.636914829462118	0.321707892060296	0.711100709623943	-0.320320891188431	-0.00342075703394446	0.819291677567302	0.637528466151307	0.881452378473679	0.476379090449797	0.786021842895337	0.2368606711208	0.447584171277062	0.305427496033969	0.0793518172114981	0.00423701050488518	-0.285462665634267	0.906455219220689	-0.0252933462682771	0.805568671080376	-0.643698962249147	-0.0429768313233353	-0.446509136997714	0.442929754942129	-0.555484436423207	-0.69139091060966	0.630448820125907	-0.547578267055699	-0.450508192819202	0.752182506048153	1	-0.840272995339346	0.575021592255088	0.828534945351744	-0.0510691325557707	0.934204172933647	0.567557912886308	0.235017584850139	-0.0489303554657927	0.641314556116132	-0.744579259675739	0.235351593611868	-0.673771688969329	-0.584257422904412	-0.524033768137038	0.116244125407691	-0.759808442083949	-0.628518355213275	-0.252069557378386	-0.700859214830503	-0.743591267337434	-0.702957701494358	-0.667963334813036	-0.537958495683167	-0.708134710264289	-0.68693631419425
TNFRSF1A	-0.938529051907814	-0.942780488993295	-0.852302649141738	-0.792591025275965	-0.29195339496482	-0.673488414588015	-0.843542454148964	-0.930322212399532	-0.913192047648575	-0.699183193219583	-0.664566230926523	-0.923227847639536	0.117821706842305	0.00596811684392359	-0.929430120273438	-0.881812139847299	-0.919816144928354	-0.748391482550756	-0.890694534507422	-0.354049725110954	-0.736663042221699	-0.277005703828226	-0.391301032230066	0.0755955820908979	0.301158408407488	-0.739217237240352	-0.0376129090826777	-0.692176752907916	0.810742795255449	0.0886423525336264	0.645861376914327	-0.283354973092918	0.730384529078759	0.899860884362145	-0.862195425725435	0.774412350095309	0.667170717744155	-0.872551432080388	-0.840272995339346	1	-0.629352664855355	-0.913501418085848	0.121526271850594	-0.889632166747275	-0.86440673830684	0.152411994202904	0.102515984469439	-0.248129450399164	0.862748996115911	0.0584356281874409	0.819380013675877	0.816209811800851	0.767071581456247	-0.0236819702929773	0.94643397455115	0.865665954833416	0.278706656380984	0.939108080597729	0.94970007316876	0.896133215613721	0.810286322242055	0.725351941694907	0.938299274883972	0.877385121076566
TNFRSF25	0.70499666172741	0.585977964565137	0.502889406682026	0.224683370804657	0.362746867261643	0.445393637535011	0.509822130047592	0.715865614701556	0.509851085661653	0.0827399231981571	0.685097894287818	0.631472506840846	0.492777380367323	0.0144869081924828	0.604656764864608	0.709279326645794	0.456581023349936	0.291344326123722	0.531652237712777	-0.16173663082668	0.594067277883388	0.0537832958071654	0.0912250280752303	-0.395906580261125	-0.59984939029531	0.562456272298496	-0.275803033585537	0.282147704593401	-0.159733441460759	-0.419170793167567	-0.137118685115744	-0.270970933515671	-0.253361064788527	-0.352767032020311	0.704952800736538	-0.454849266662711	-0.050322976010333	0.825687314327853	0.575021592255088	-0.629352664855355	1	0.551072945280112	-0.389659593689599	0.537730614282434	0.614803876251986	-0.0972101263787108	0.310866337673291	0.0490063106722072	-0.338267895280665	0.0586841786530656	-0.192123334706763	-0.306311076294451	-0.326390254247617	-0.579432834464877	-0.613474343945992	-0.314057548617984	-0.585990686775976	-0.555392494649048	-0.511919968061172	-0.368788616801048	-0.298128607845256	-0.189459181203026	-0.532207688402413	-0.364007520442646
S1PR4	0.914557638164458	0.963094837007189	0.917049824520453	0.68561451707896	0.203720365664327	0.539856104353373	0.878074378491138	0.884752483838545	0.814474010328661	0.844952763084059	0.623521391877252	0.898563648696684	-0.242172087506705	-0.2232544113288	0.93471037283317	0.795150542312204	0.877562281424684	0.720076577657272	0.84778007915288	0.329981860682517	0.573408876010585	0.13241732564152	0.354587208737236	-0.163463769966173	-0.366691781110857	0.673389040601702	-0.0231578544445956	0.613516418921646	-0.697719103458023	-0.153538336057731	-0.579365709641208	0.307330867972879	-0.547760152919718	-0.810808129066251	0.798691407336715	-0.632301384239843	-0.568726389970172	0.813697143125837	0.828534945351744	-0.913501418085848	0.551072945280112	1	-0.211780936301324	0.949951902748886	0.850430372130926	-0.0179860380251106	-0.131701358797757	0.451506626314977	-0.761223614503061	0.187684937385767	-0.76612767486229	-0.722576732363042	-0.623894650845282	0.044850057388692	-0.876990075635064	-0.811318775629943	-0.290171348401783	-0.767093381275944	-0.854072034966719	-0.800593425043133	-0.713227962998017	-0.580545702574679	-0.842398801858324	-0.792649485566847
HLA-DPB1	-0.140260769233035	-0.151162227353162	-0.241362472198674	0.39233676853097	0.083266924491126	0.337930688082589	-0.235034291042114	-0.00342522952958988	0.246667214562841	0.01383494711021	-0.186246153816195	-0.091178475610276	-0.141829385646507	0.781763332672644	0.0428147608949715	-0.0117756016127667	0.165448398602024	0.253553004237415	0.13867488701712	0.729943335047174	0.198741722447733	0.872333531727538	0.524387236893491	0.966926230900116	0.930428551784578	0.133509034116176	0.914731068015362	0.462917559438868	-0.190753764994903	0.977485319941953	0.0216034168725407	0.725856731059853	-0.430569349901218	-0.117952006014446	-0.0217015439440067	-0.190276079805741	-0.253801713661259	-0.25996865149964	-0.0510691325557707	0.121526271850594	-0.389659593689599	-0.211780936301324	1	-0.197512756771692	-0.176998656909046	0.325380596838467	-0.19324538634913	-0.0693101819846423	-0.197656318754457	-0.549151130349292	-0.286493610838094	-0.201868077929002	-0.382564960281719	0.824902429078386	0.328686847406179	-0.199579618686634	0.912714332845987	0.00773279140409711	0.0229307549346593	-0.223836387412223	-0.213136387411655	-0.294377149588856	0.0075147163135005	-0.166020331760113
CXCR6	0.852051263964752	0.932623055595121	0.845361133661609	0.691450638508448	-0.000673859076746089	0.425523382552839	0.829488334314898	0.86802963658789	0.805891243176894	0.806578803273643	0.471355123991481	0.831857647930409	-0.328937577333411	-0.217083677851276	0.886212686681358	0.714054768078161	0.901741399302558	0.600114103691231	0.822767118787666	0.263763620836349	0.491579669107099	0.147173243412271	0.163545226092106	-0.140533555723706	-0.38663215738392	0.794668627196415	-0.0816384258670606	0.689192064049524	-0.670610111059679	-0.155830529095888	-0.528528155176073	0.371760357204423	-0.500830911022349	-0.746589044311958	0.716748818771623	-0.54083300107384	-0.502218500668839	0.797509541569258	0.934204172933647	-0.889632166747275	0.537730614282434	0.949951902748886	-0.197512756771692	1	0.731592993022301	0.125046858209199	-0.0840427245641564	0.60367198711415	-0.737991238395313	0.300788425855339	-0.70736660511257	-0.639935747900846	-0.523984409322578	0.0629158839116353	-0.82974483607161	-0.722389360198592	-0.315359096231213	-0.727297942704495	-0.801223481072771	-0.744198602890086	-0.666307589608681	-0.531123612292861	-0.762448089455229	-0.720570249309362
GPR171	0.959095702222732	0.913991300040026	0.889979786993149	0.681362499215409	0.637610666449151	0.784264450700245	0.778227639867331	0.868095132762249	0.796043690093938	0.657458409611508	0.899454663401615	0.969197098251012	0.181756356535745	-0.0645674242535886	0.886034463494336	0.942171369777479	0.76615454753671	0.81102483633691	0.848125866075178	0.361211710361248	0.842928276670627	0.174976622381985	0.605043093219974	-0.179958593195576	-0.321093597358697	0.49767949252491	0.0822911147592557	0.426985287265456	-0.597033967174931	-0.143422645457136	-0.498323395065099	0.0961180846036751	-0.584592659513023	-0.763508461154984	0.924788184139252	-0.68071824975825	-0.515768305998521	0.863388511876526	0.567557912886308	-0.86440673830684	0.614803876251986	0.850430372130926	-0.176998656909046	0.731592993022301	1	-0.224872627283934	0.0111353190991864	0.0474515067501223	-0.646160418536136	-0.153600493681516	-0.65848340324742	-0.718229305530229	-0.681071260958177	-0.113828611977665	-0.803731099108731	-0.814517046761521	-0.274722504879196	-0.819215574445573	-0.809893214104891	-0.769018268681002	-0.626573787768648	-0.547114479384404	-0.833268726509032	-0.731899642785676
ERAP1	-0.0961753901181734	-0.0185640839856156	-0.0744737315606716	0.0699797656660836	-0.39800583086646	-0.11236570342851	-0.0570776334209873	0.0658390800215029	0.0732407689892113	0.0514069465874682	-0.259879302222586	-0.104395821886257	-0.101591814170893	0.189867431599123	0.0100436489519121	-0.138762348582809	0.104043569692516	-0.116990994462922	0.15426471824573	0.0455076660533273	-0.150561841153645	0.231998525937876	-0.143906343325098	0.270098288357248	0.187492855627636	0.42675535584829	0.146437458431269	0.35085954869579	0.324044401588596	0.236128003785716	0.429108077286293	0.468681429228466	0.171565812165394	0.289688242462719	-0.0932104913856766	0.323978836791242	0.446229841541517	-0.0553259265017564	0.235017584850139	0.152411994202904	-0.0972101263787108	-0.0179860380251106	0.325380596838467	0.125046858209199	-0.224872627283934	1	0.307932281350841	0.638209518365252	0.245616865040943	0.379798151503478	0.181306674499889	0.358742460444595	0.284539732691566	0.246494685411263	0.356899074675357	0.223670655703781	0.163621283892465	0.261723988546114	0.341162608813758	0.235375118350999	0.21890335079611	0.323474496280438	0.369489480297637	0.275041205917664
SLC16A7	0.0324197832483432	-0.0277244531689585	-0.0160934560381395	-0.183781302407671	0.135424864565377	0.0464670174852605	0.0072654586540316	0.060801540949865	-0.0448524331412653	-0.306329752797708	0.214423452060947	0.00591382640735841	0.588143740931408	-0.0594489607497681	-0.0561633858948087	0.0903757145031695	-0.10645304457617	-0.0611304147372322	0.0592877462989332	-0.285099945324605	0.0602261195960338	-0.0841947997971577	-0.130181203390341	-0.219781234420696	-0.207505830562847	0.231741345671708	-0.183936158976045	-0.146479546394629	0.485127755430956	-0.267777585778637	0.088036850739739	-0.128014195494537	0.108618388773057	0.256995909299334	0.0489986921782178	0.0150341963381608	0.663036552437937	0.21245184223027	-0.0489303554657927	0.102515984469439	0.310866337673291	-0.131701358797757	-0.19324538634913	-0.0840427245641564	0.0111353190991864	0.307932281350841	1	0.0494846936658589	0.353495376557405	0.00187129470340239	0.392477935315749	0.550873336328832	0.240048337856517	-0.415282631931346	0.124505709075684	0.365149736298882	-0.323311439322675	0.0859819155073453	0.307288059685156	0.359492250814202	0.136516254437685	0.200501018726528	0.281950337544003	0.259671280478052
TSPAN14	0.219801682553144	0.38725322303602	0.304229227339946	0.214973339240943	-0.605024929148657	-0.237031428054579	0.34133816184021	0.335499007622914	0.273857865435385	0.519933211257894	-0.203037894223085	0.179041642975063	-0.529704076745226	-0.293528235649474	0.32488861997809	0.0233783528143401	0.413993493822896	0.0494465183539669	0.307886843074276	0.00620764366378126	-0.217783893792245	-0.00611965639093906	-0.274524384444915	-0.0220718110299267	-0.1914810404995	0.576622135238636	-0.143641874660309	0.444721412340142	-0.137115213986993	-0.0701236338381456	-0.111389039453655	0.481985211338228	-0.0210891617413767	-0.136971178862025	0.0230903108404718	0.0375433431841926	0.0288664383503004	0.253977344697981	0.641314556116132	-0.248129450399164	0.0490063106722072	0.451506626314977	-0.0693101819846423	0.60367198711415	0.0474515067501223	0.638209518365252	0.0494846936658589	1	-0.219553719549021	0.618185865333861	-0.217268644490863	0.00977669629374608	0.0768668439519012	0.221402587891908	-0.206301061809941	-0.0831848994534632	-0.141087514321257	-0.0351235727044077	-0.122862937706995	-0.11930974430873	-0.192069769229462	-0.0531370200878328	-0.0713249790500688	-0.14369399689206
