""	TREM2	ITGB2	CD93	CD4	PLAUR	CD68	LRP1	PTPRC	CD44	ITGB1	SORL1	C5AR1	HLA.DPB1	PTGER4	ABCA1	CD33	CD81	ADRB2	C1QBP	CD74	APLP2	FPR1	NRP1	ITGA4	C3AR1	CD47	ITGAM	COLEC12	SCARB1	LAIR1	HAVCR2	C5AR2	CCR1	SDC2	LILRB1	MRC2	ENG	CD69	LILRB2	TLR2	TNFRSF1B	CD163	TSPAN15	TLR1	IL6R	SDC3	RXRA	TLR4	GPNMB	AXL	ITGA6	ITGAX	TNFRSF1A	ADCY7	SIGIRR	UNC5B	ITGAL	PLXDC2	ADORA3	PECAM1	ST14	TNFRSF12A	ITGB5	VSIR	MERTK	CD28	TMIGD3	CD46	RHBDF2	STAB1	TNFRSF14	KCNQ3	TFRC	CANX	TNFRSF21	CXCR4	ACKR3	CD180	FPR3	KCNQ1	TSPAN14	SLC1A5	SIRPA	TREM1	TLR7	KCNN4	ASGR1	ITGA5	CD9	THBD	GPR84	SPN	LPP	IL2RG	PTPRJ	ADGRE5	ADGRE2	CD40	CD86	CD82	SIGLEC1	PLXND1	TRPM2	RACK1	IGF2R	AMFR	ALOX5	CADM1	PLXNB2	SORT1	ITGAV	PILRA	SMAP1	ATP5F1B	CD63	CCRL2	TRADD	FZD1	NOTCH2	EPHB2	NCSTN	RYK	NRP2	SIGLEC10	STX4	JMJD6	MCFD2	LAMP1	STX3	PTPRA	LRP10	RPSA	ERAP1	PILRB	CLEC2D	NCL
CD180	0.467723853990725	0.766506014023666	0.606292243844645	0.663510965710174	0.681836459061582	0.501643479987503	0.449511766321264	0.735002205909941	0.882924864605613	0.708862000031178	0.422730468943856	0.337460043897764	0.220298923145913	0.546872586792313	0.409700235953275	0.726674553551185	0.621860998684512	0.371625515266358	0.822063541502051	0.346298273991452	0.735028021306895	0.51683685438503	0.619164808910416	0.772302186139008	0.523548763373803	0.812015962816591	0.718645400214392	0.610304587548258	0.522033214421967	0.659932958701036	0.666260500722187	0.577901792017645	0.748183919974041	0.462489456707349	0.488289416244962	0.628399157042405	0.758270247752201	0.443303492452003	0.698950479699907	0.596353685935449	0.490369649241774	0.610198795453551	0.78367746843515	0.499578306755593	0.793217846813447	0.259475272156266	0.819363149558117	0.544896532639757	0.468163853991145	0.179140874477027	0.645085763227838	0.345947077912066	0.710987699355874	0.624990599588139	0.743189469090578	0.419521889787379	0.490574748912213	0.501106278918158	0.354433622808902	0.185334350162708	0.846556968840149	0.831382043596148	0.532908255814038	0.512687028742669	0.427447906198479	0.0977321771379711	0.453890898051514	0.602946584282429	0.40650580706643	0.522171346817659	0.603119032563607	0.466025017394469	0.240100815066141	0.809541370125334	0.658191558412998	0.451432088411159	0.674031129840005	1	0.558758655730576	0.663464345231824	0.521580256177682	0.767845928663999	0.661231074578463	0.820063030914103	0.390608581473026	0.848601529594661	0.792622307850825	0.801813447447891	0.455003095634017	0.808851612307357	0.667891549384783	0.786671579983578	0.579187661823554	0.676117281960031	0.630667542668636	0.756283006623882	0.453793228829872	0.513633161896365	0.628414068717684	0.569921299813011	0.322387333823135	0.748538642636056	0.514417012837064	0.831809653739656	0.637146138948596	0.631593440245881	0.860842432650156	0.435695313157817	0.711701666480764	0.524489037912175	0.483900148517387	0.152556476811137	0.816619908125407	0.859581758711364	0.729809345596145	0.57139047450052	0.710014054663298	0.603501671539253	0.559742769040986	0.647497696074242	0.735558552323817	0.609063573911473	0.783857528566197	0.363432987448362	0.558456034533474	0.704820220220401	0.839998498828494	0.670332808224798	0.58217896734798	0.693629179951703	0.57340526531524	0.869826545249423	0.615516236337331	0.54731418258178	0.503431193941	0.840707660844045
FPR3	0.72503317902309	0.7810824584917	0.76943727128334	0.901149855163349	0.866509479433034	0.83867066396075	0.91276914610792	0.688156717612504	0.684049182659618	0.875869432100484	0.682997061716967	0.743340363884334	0.477878902400061	0.737926483543046	0.75218365444296	0.714247718603355	0.913219741057235	0.618870653563853	0.43924020374387	0.578918701175851	0.894247258369122	0.603363060249852	0.898331477512792	0.69737298792296	0.719161000139824	0.739889127790281	0.872539092115443	0.694906429170548	0.854079590752593	0.840055680351654	0.789420452981332	0.699622336304441	0.820721963256039	0.629975872461149	0.746242608457685	0.786976193573027	0.855473027705617	0.474148116242322	0.653504366994477	0.801466228568776	0.735538080764686	0.931587628052249	0.792067054925787	0.728869867934326	0.706886297084238	0.868367209325278	0.622710481532606	0.852358166277405	0.666179453219937	0.470625582550421	0.7855546905912	0.774331235175123	0.776476265391486	0.798995022315322	0.72015348904219	0.679131426322695	0.719877996816535	0.809238240900867	0.712233268899124	0.710339932622323	0.765771239878236	0.543217346033939	0.918417365497184	0.510548129607331	0.90939240080862	0.660055321889338	0.779048635767239	0.809762930347025	0.752138934497145	0.88747776251307	0.733111724083681	0.732803684389097	0.589025108948101	0.826734888979593	0.837978798673168	0.565100601673615	0.755524134861802	0.558758655730576	1	0.784367962077186	0.84367675996792	0.604954820999453	0.903802012746398	0.686892949790124	0.72968088867182	0.550242592409026	0.575756340743141	0.67873329805688	0.793127568921022	0.560577989725163	0.64947309927965	0.682041669920678	0.808109854279519	0.697806058086949	0.832811176282582	0.759969164705279	0.757150510139021	0.587354411836747	0.663800727821553	0.833246584746192	0.793465225353373	0.828714516520956	0.819193219769782	0.661801499139156	0.850286329079132	0.809323729122801	0.654104312654843	0.789708373925884	0.871968778653077	0.653280733114828	0.807086723179128	0.520681328727128	0.796956408156702	0.579416319280274	0.839207466418322	0.742293200731278	0.74274817108304	0.729035025258638	0.791988093254687	0.694544827810059	0.848891671833754	0.725399560955752	0.752319768065813	0.513331679698446	0.807531013468451	0.645779917104231	0.730668678106734	0.849560066050203	0.740218899462896	0.763298145678285	0.803338791319401	0.547375337270494	0.663667445128668	0.625055233690149	0.762767942910468	0.541102792178813
KCNQ1	0.776927819944151	0.882194270916484	0.80802855207619	0.879354487034842	0.860205657903026	0.659566730319154	0.736136552274927	0.856437244178486	0.754569603883382	0.87508149692511	0.776407912388359	0.662794191278847	0.57191352815329	0.817961648533233	0.49927017610474	0.842595647905687	0.869190380819919	0.705417896432816	0.644712397455494	0.681094088604605	0.872936049860154	0.76715558869429	0.826140693072981	0.863710731926791	0.783353196656608	0.826559931798881	0.843596353455701	0.605136004801299	0.740987858617012	0.881134223004967	0.852615423094279	0.66886577212325	0.74171188836069	0.44519636975447	0.787772077470123	0.823403414341928	0.884891030548415	0.672726912051226	0.755610392141761	0.831727966616552	0.785185140485255	0.85125949948956	0.854985627027257	0.794292464197482	0.718004606598143	0.60707727163017	0.714135114042139	0.779639248431756	0.40177466149611	0.559361007841884	0.843615919072107	0.572840064761572	0.846810319692067	0.864613555150975	0.800201159550989	0.771535491660944	0.766898502561802	0.84678798419333	0.720863538462023	0.622865678766156	0.768436377562384	0.679858121195457	0.725355978271884	0.718809908801262	0.758256370923572	0.54789127389703	0.711625711335879	0.805254829688366	0.774407537894365	0.825767134520489	0.631473463966854	0.738234781828447	0.629175843068738	0.865020594868356	0.674587853913047	0.668503676971145	0.657300250446666	0.663464345231824	0.784367962077186	1	0.82314845223323	0.7821005708264	0.874704321256918	0.637087899991083	0.740490585908089	0.695185459741653	0.69249906936795	0.717866481956779	0.690332662289047	0.687564116146011	0.825276943629178	0.808961487370357	0.799307177561268	0.79202631883939	0.858831813648071	0.824020739688257	0.808819040396072	0.716579968042389	0.760232348042064	0.690673142683195	0.533414132300375	0.762727675534354	0.820279206729447	0.810549323998088	0.689404125053412	0.770463904798645	0.797542756903166	0.718684745507963	0.835415921185128	0.697469379013923	0.772586093704754	0.481045080651956	0.845392613412498	0.753425124295465	0.823197422473647	0.804150161481348	0.811353212113164	0.823135019506802	0.725921720243722	0.766871599291682	0.841734601156708	0.768049502799234	0.704289642407468	0.645389628875662	0.823508533267609	0.731509524840678	0.827861008670749	0.760563677685716	0.648208456883809	0.841015926538937	0.79176270715502	0.738700429492847	0.803504364127117	0.677670223701414	0.756239335343877	0.743671854204308
TSPAN14	0.85465904476203	0.839536155160588	0.737833045365439	0.884914532514712	0.908719728185141	0.806839828812443	0.906759582850959	0.810039079136201	0.64712809759972	0.917341563276567	0.885427784853319	0.888267640402241	0.700196383910622	0.878412177072105	0.70757663789941	0.782942835402905	0.930017883856524	0.815352641733159	0.436906497937167	0.777680080599382	0.892699469592119	0.766346991464878	0.846015000162465	0.720036595328383	0.836135597479298	0.756471203777268	0.862359450707052	0.598701068995801	0.866312988886287	0.902681253509859	0.88153386498317	0.672504318798798	0.787135950664836	0.573400531526383	0.875152606127342	0.830718224410477	0.814199325923342	0.700238180979048	0.615701405038851	0.876132544264894	0.928111089150783	0.896970103066851	0.77574022254691	0.837402010651468	0.689978076199062	0.789734911906579	0.545746123719754	0.890565202649695	0.555141864258899	0.723734266459943	0.848866521514183	0.790643309146891	0.854309910047696	0.87392808496637	0.778088371397331	0.840395024710482	0.861864521014351	0.921138399258237	0.835760098928527	0.827725362996706	0.626243315993637	0.521626416261271	0.836106997005857	0.719385885478768	0.89899953815751	0.750457664668806	0.823825831721579	0.875941171808293	0.907425765754709	0.844001829748586	0.730326191483472	0.85934366728246	0.826440866346043	0.848664082573878	0.707056269947741	0.751238570377129	0.656081008909031	0.521580256177682	0.84367675996792	0.82314845223323	1	0.649076717146619	0.902576572168341	0.560462832670358	0.84283002388647	0.51719657282052	0.463729845761538	0.609984501856466	0.852940954696886	0.508553981010205	0.777815244652135	0.668875837964505	0.891234687180313	0.797543047820301	0.862064198362085	0.827518374667436	0.919496282221796	0.794520777960112	0.795605372081448	0.798386061544349	0.667147056219833	0.682987196645467	0.864081423099785	0.728202727018076	0.756343271693772	0.85036067877067	0.636334353444392	0.866163119392386	0.818258100156717	0.774964877123481	0.920173960136563	0.724738574491886	0.813006427244536	0.585189619967979	0.828534014918358	0.865829004691873	0.809644396795188	0.812792807290729	0.796208167316439	0.722442904068842	0.824727900849332	0.752330291549353	0.727780315061586	0.729650087365074	0.909043791407589	0.779551863883761	0.763482677307477	0.852940488689752	0.685044501856769	0.831055652655211	0.896297104470644	0.555646281351494	0.731784074619902	0.763091651105646	0.847764531975675	0.554819707020029
SLC1A5	0.655588556069051	0.848869372451621	0.720919580442389	0.747195008564025	0.770823002735451	0.52257689155719	0.505997963114013	0.888556985574158	0.819884620567465	0.773081484137169	0.666622448286887	0.486485401670678	0.547276720179433	0.788990157343485	0.291747440685694	0.862251196858197	0.712325339089439	0.624672642041804	0.874043383704915	0.639250818095586	0.769169065061134	0.725419496649393	0.671731792618723	0.886437692995781	0.739093060907697	0.895744532937874	0.740129306243313	0.524089249939139	0.601550853321929	0.789922680002676	0.802364133593241	0.595758197718527	0.671841408083199	0.267891238868011	0.693537852377277	0.729392113080283	0.832184935325215	0.728439779231206	0.84366182760797	0.702290030968478	0.656550162389542	0.682005254847839	0.875946511256298	0.723682511384156	0.773853717302116	0.317745267017232	0.815016336224138	0.641681112995557	0.2498309313009	0.488518731698847	0.782762902231053	0.323777679659426	0.844593020244468	0.768554714609616	0.831711611184653	0.682393877765137	0.65704192240351	0.709730891127124	0.589484308207269	0.410915834988036	0.796380848067425	0.760257899010134	0.51069004946231	0.767181737846499	0.536579816235736	0.269176270058707	0.517711489826347	0.761566207104061	0.594849648461545	0.604811082509119	0.566006060927262	0.608789580361028	0.495002119888217	0.862266451649169	0.621760637356756	0.648035625331925	0.554795258007039	0.767845928663999	0.604954820999453	0.7821005708264	0.649076717146619	1	0.747526810461344	0.603477268966635	0.614538348135192	0.830114600027323	0.804275063276644	0.745370176517059	0.544669535487993	0.800553684975521	0.848011626276357	0.854167417299174	0.711173792457256	0.735331566145079	0.754788215184264	0.798985521526209	0.670006416711972	0.680292488089282	0.745020519299681	0.540764953559478	0.297261492283121	0.723798255670268	0.702865769031867	0.91991459986561	0.556863658551094	0.685194565914676	0.887701502419024	0.508872038915641	0.741343927323425	0.663209530740603	0.650045157408457	0.367691283547665	0.831980182425704	0.912071130260369	0.775844633873444	0.736492623592102	0.784218706589088	0.741194334323391	0.642924598542204	0.77854751217848	0.748780418514187	0.734552236433909	0.686068852032561	0.677524399397826	0.737404740727613	0.770660470729743	0.874119790010218	0.702789187950957	0.516288955819788	0.79234029472463	0.727252823140719	0.915546060980983	0.753865270066401	0.665754084726839	0.64410114723654	0.91494485466958
SIRPA	0.838029340853287	0.90874050428306	0.815394173104393	0.930480015535715	0.94819580062792	0.816582100658706	0.873648966265249	0.849495147705205	0.768141259453804	0.950630757980501	0.817213284366356	0.773913848213176	0.61129063317256	0.846300748687148	0.654125618622359	0.858083958284827	0.957293298826469	0.740067717067301	0.610532539205931	0.719996362141244	0.950417454480941	0.774673106669703	0.913529648783277	0.832099116916384	0.842263870530203	0.857219889823827	0.91599236900372	0.674288843784874	0.859701134854123	0.937038783812798	0.897717150126926	0.687624695357012	0.831461515667618	0.564446807000469	0.857535306451595	0.865558809586099	0.920333426962331	0.666498780851384	0.770324608259688	0.890639809713287	0.84288424416594	0.942766050438594	0.884646649871849	0.829718612664986	0.776433596007173	0.769355108915103	0.708796736472448	0.868211934314614	0.560518021986144	0.602339915339215	0.900740884654818	0.739417376583693	0.899688006835837	0.893901545723385	0.833613540216341	0.816120058638624	0.799530025008303	0.906042907819275	0.799132881554982	0.734337104670747	0.803351696732043	0.692284130079013	0.865908429807205	0.708660073782286	0.897296112041883	0.644916224033708	0.816463462496091	0.866421378317265	0.843272393406441	0.892461138679804	0.739732037476298	0.793832435187027	0.680170633513692	0.912616329594089	0.79741310731122	0.699659570277377	0.74026613304774	0.661231074578463	0.903802012746398	0.874704321256918	0.902576572168341	0.747526810461344	1	0.710499514568856	0.816628766987026	0.686183132657546	0.670707381801071	0.720591598619255	0.822620735817217	0.675675968189023	0.816013631645289	0.804476504246666	0.875753697594671	0.809294346338412	0.890458797935302	0.861543648598364	0.860279971022715	0.755011698869872	0.811841054194199	0.804227725134389	0.70293108685032	0.831855224517608	0.893969747896033	0.819934120928489	0.800309228494432	0.838732118643404	0.794608772526588	0.817744528503039	0.892611020147429	0.740092200033512	0.864571427452782	0.58235531912875	0.892516970770362	0.737886134340293	0.902682849963765	0.856083891403914	0.866377515936359	0.824065805601372	0.817565578634283	0.769516410529992	0.898622593674349	0.805667961214881	0.792586301279794	0.684762099380512	0.893551299295853	0.777998700344395	0.861752744305109	0.881761799483405	0.736535000570814	0.86765745009304	0.870020895431502	0.711783228060088	0.771290097716102	0.70512303551017	0.809453517944969	0.711190056206092
TREM1	0.490112049936821	0.766540713074328	0.585059433572926	0.712380834656816	0.733801507815054	0.646612352002485	0.589077458285125	0.612323935412194	0.81257420491798	0.739753750706247	0.375025163962724	0.409205904133841	0.107033100629973	0.472303841886028	0.614189002844336	0.686104743568125	0.658913697943524	0.295569874414125	0.623641352865632	0.240403448927758	0.772080158482872	0.43724093377532	0.726342785465753	0.666566173134074	0.471131874560774	0.726272468314445	0.773783987116161	0.712005412984241	0.541806396494544	0.620698083247425	0.63960460384954	0.62941558187975	0.773553341320718	0.690334353255346	0.445466353723791	0.575529271416134	0.74773731580521	0.279389965271691	0.575900636552058	0.573521891199518	0.485564387902435	0.683394791695946	0.721704682226545	0.465232955790785	0.729770163124378	0.435794918370744	0.771445671443758	0.540467905266658	0.705366541279273	0.120302319673913	0.559587813429348	0.553225783220677	0.628488877591388	0.59210164505514	0.705060744613287	0.391918977621322	0.482028709923251	0.480212654655141	0.377785857668413	0.220735915686435	0.842290409137839	0.793556076121003	0.68506771285154	0.364608819259557	0.532507040568541	0.264406811569272	0.59635413269398	0.597459509522723	0.42268082867336	0.585519615948981	0.637669051765179	0.474363130761594	0.229006991301477	0.777525372793448	0.753116596619347	0.37348539110311	0.808258201813994	0.820063030914103	0.686892949790124	0.637087899991083	0.560462832670358	0.603477268966635	0.710499514568856	1	0.363974044416342	0.76569630850452	0.747786708248155	0.775869286906354	0.560787765368007	0.696216730852359	0.589482172455907	0.725884983210036	0.573514595039988	0.644271599606792	0.63021380877945	0.714234866947192	0.458597884097207	0.446594171082046	0.609149155920611	0.723768723093498	0.505993392999024	0.769815618187708	0.497117455799072	0.707811839301555	0.747603309848509	0.663615871046689	0.780451109857534	0.513663862182441	0.742002798304837	0.494716507024746	0.486541908349275	0.209926657439264	0.765217675790949	0.704768983799002	0.758986982529152	0.550020758008253	0.661139453184843	0.5792663454925	0.577661925282084	0.556073710059774	0.743547907365339	0.594644792347143	0.780457462959926	0.237057846668068	0.577755331896848	0.639224522373196	0.756470658158679	0.748235858114513	0.668987991542374	0.626554805287252	0.569995506986231	0.709784549844688	0.541539549759261	0.472387458229779	0.478753820874944	0.671435080163899
TLR7	0.877034144425863	0.763945870827264	0.691204579923589	0.771459228490821	0.816967485619962	0.719333903646497	0.764161111035943	0.768294078760513	0.48734662752757	0.805841278869677	0.879110465936067	0.803409615737023	0.847402508888252	0.853467685090924	0.454456116806471	0.734281791214588	0.847800902882627	0.824608253073113	0.412604839749766	0.887941889210282	0.774629007453806	0.833142110549731	0.727136137996484	0.686126935580911	0.873457864814611	0.677655001204457	0.717699645076248	0.378488661846573	0.794687256285299	0.878079196246911	0.837139978274443	0.485478649550778	0.627232872887778	0.311742093043907	0.888598496474006	0.760425020423631	0.737841893924082	0.749928103402848	0.636380353759434	0.845440510656358	0.851485682215142	0.81593359413463	0.735881277297811	0.864427440147463	0.549898957898374	0.684166902835778	0.41909172884069	0.806426361109439	0.305787592784583	0.815849679345806	0.842369255972168	0.625641055392594	0.827677951551376	0.815546404280908	0.714473781078991	0.841159829983257	0.798475707871502	0.927480861937379	0.901544157329958	0.846347106078745	0.507944619955282	0.406785701357046	0.695408303644405	0.806119942830826	0.835210148107846	0.700487946842021	0.742473442934288	0.79536207011124	0.881497656441463	0.762855912697152	0.587928696661687	0.817023872123373	0.77162686680952	0.722471445272558	0.575264043228409	0.807341506467419	0.489007786158136	0.390608581473026	0.72968088867182	0.740490585908089	0.84283002388647	0.614538348135192	0.816628766987026	0.363974044416342	1	0.429535776857168	0.428289208221838	0.425612923218767	0.80021023429326	0.425349543438317	0.702463311358986	0.582176681227066	0.775919978817005	0.663096979561647	0.77963808032837	0.682783675136966	0.880252235871239	0.795010602533528	0.780348473504134	0.592644960179995	0.574751783308718	0.582630820646579	0.839397654882782	0.669365668865807	0.548096700886827	0.700857651254072	0.575006961178076	0.777890985379611	0.694087262761292	0.654425455079847	0.83015703908574	0.752645928253519	0.700643744815701	0.534291052123208	0.751487188815841	0.79967137864164	0.762306076283906	0.750987856359877	0.679415246887265	0.650999077827244	0.710658375578563	0.673957614402485	0.52798940730863	0.800322665193546	0.833191428621528	0.691478475537577	0.671002765984647	0.721619572555184	0.541707431689812	0.730991547524071	0.799240071582765	0.497612984080102	0.688068166287461	0.595866174932355	0.751808433883577	0.512828929227086
KCNN4	0.484278001775846	0.778176705738963	0.682721021637553	0.681771223617808	0.698167037419688	0.394542354919736	0.437374380788622	0.768480447576275	0.854453263905039	0.695666393208779	0.459071434335856	0.283522910662267	0.237413744218404	0.561453805213522	0.272982145734866	0.786639548942528	0.633140150621013	0.368020072285643	0.929939039927665	0.362262169467443	0.713482823625142	0.556715540201084	0.636116485277528	0.847156643996996	0.543691293385667	0.840852627934235	0.688424230227403	0.657048407538689	0.513019955940627	0.665866116377377	0.652006987090406	0.554178346146369	0.63291794314386	0.318607507937726	0.510012589753536	0.660021761016901	0.814104234812448	0.465407292855529	0.785738159793515	0.623867304791647	0.47799736521234	0.625592242988895	0.825121437091597	0.524617810948902	0.746722036077	0.254901927130157	0.865614970646934	0.508923099835258	0.269193201418385	0.20067340234468	0.658921964357358	0.304353710016444	0.714912743690892	0.644119736157775	0.754618181182995	0.483372858205078	0.504739458256197	0.524863530546358	0.376752319607195	0.204574383632053	0.877196463535242	0.909039108774019	0.481188997145478	0.557966547225633	0.44169567867321	0.131234251340436	0.435840751791572	0.580772962920242	0.415677740844579	0.565855253722714	0.430895889590077	0.446619083486162	0.288649793934949	0.793016188889972	0.624638284156872	0.405921541946265	0.642318597195405	0.848601529594661	0.550242592409026	0.695185459741653	0.51719657282052	0.830114600027323	0.686183132657546	0.76569630850452	0.429535776857168	1	0.859171512678181	0.791631315827251	0.409171901651806	0.902491482167185	0.759134090899033	0.846776220796898	0.619109750530632	0.632107029608448	0.673368046003239	0.759525418334694	0.505369663078969	0.525904315004694	0.608590163049534	0.509579233045383	0.26406082180326	0.757382619365152	0.54260466079859	0.845844928251593	0.574515086475433	0.585426895320748	0.905092475943142	0.389073190391277	0.716115708368959	0.526650986873192	0.479856141644058	0.115642048499234	0.761133166742125	0.930718734294048	0.695962649369994	0.558914548695701	0.689829266761935	0.631617988858333	0.534763682691953	0.7165702908484	0.725103590517536	0.647204554720826	0.687552841241291	0.423645767618268	0.562384437409811	0.691071478101316	0.858343750110605	0.607060105618168	0.488920536395709	0.705901335372485	0.544790419646295	0.91528949701277	0.662867150843794	0.562080572366348	0.526938836348744	0.93487474198088
ASGR1	0.457021268454301	0.739431210211497	0.690363872217185	0.678814353969896	0.66240813530822	0.441418406316201	0.412903198456699	0.694739430220778	0.830307838222693	0.65800356489895	0.372859351329984	0.229415057004305	0.218260601949242	0.527871323694898	0.264809988791961	0.750988573355184	0.608552603426753	0.330669782782317	0.851809816333851	0.336030662423585	0.707875274402437	0.517081768741358	0.640267519135931	0.843227664599634	0.509034138563564	0.802934666656025	0.682271783610673	0.589500373561407	0.479962823156091	0.640436382487557	0.616106050355035	0.567137988709322	0.623910498299988	0.287161005803976	0.462565227061262	0.597082131493283	0.800562812562991	0.40732338585034	0.795340096078774	0.554857189594517	0.403801902811944	0.604225621938595	0.839551241912133	0.504944965330832	0.718441227966827	0.269334883956528	0.837206666384392	0.48012972655824	0.287349431241131	0.150191878147751	0.621399726674988	0.252412345712962	0.680060436085937	0.6121143023256	0.715219971096974	0.448842817540921	0.4474960578998	0.497762273333555	0.369482264900646	0.188129470264994	0.866602584803948	0.803485153984478	0.499547783329767	0.50475312635164	0.426099169837499	0.0946221524419965	0.432779996735798	0.57947883808777	0.369055731291922	0.553893871140241	0.475314081891017	0.400793851212121	0.146886963080418	0.758470012753037	0.650799817629164	0.378549068329985	0.642232318658251	0.792622307850825	0.575756340743141	0.69249906936795	0.463729845761538	0.804275063276644	0.670707381801071	0.747786708248155	0.428289208221838	0.859171512678181	1	0.790974899773847	0.38663603585707	0.843076475657169	0.67876171670828	0.838460044128801	0.560316380167704	0.600165543382185	0.639356526596429	0.678738931831119	0.425290333181799	0.462517671151705	0.552743460954646	0.508941877531034	0.285682088489358	0.792697838655791	0.556016463629206	0.813294973357341	0.563851633729495	0.551030710514885	0.870879261713229	0.374122143842114	0.705926194335027	0.480730509124073	0.440502632472654	0.069908436507312	0.75306962433667	0.876927041143475	0.71691731334687	0.526493766853098	0.662277959164597	0.612310588007575	0.544833031918419	0.659865731393884	0.705004490071203	0.647107268618473	0.6767472133376	0.351396542456918	0.51974991338537	0.609782254143981	0.802630224094253	0.595768806712011	0.536251401044146	0.638177325017661	0.535677372006863	0.88305918376319	0.653727432846957	0.459654823333839	0.442055083083123	0.870413906004271
ITGA5	0.415105916257304	0.733592009771039	0.768366549219881	0.768722523053091	0.692783259713383	0.453028010734854	0.577153964687694	0.720193033566505	0.894666585426035	0.731719425919135	0.45448465431109	0.398503049537601	0.188480000363489	0.600044326533914	0.507661669919473	0.697444805474823	0.672417409659467	0.400077912796168	0.721258744243623	0.306433848013271	0.758767137398383	0.433051454865756	0.679291859111518	0.80785426571903	0.457784393283544	0.768214320024792	0.811792765325327	0.681375260740947	0.612403685293441	0.648988348366916	0.65570122398894	0.776570274912673	0.728857098870539	0.460543429224114	0.490933214257569	0.69088048510282	0.810439948557458	0.398499146042218	0.67148647396008	0.6289328985435	0.54145285300901	0.66019479443421	0.781797460614806	0.538780551431388	0.795397993966752	0.393007240246137	0.832158047909167	0.610645789272172	0.447747350400581	0.153205342443593	0.65131502427072	0.446438395649106	0.672766572543441	0.683375155402582	0.752307769100049	0.46791316424605	0.551465982633219	0.55633512781116	0.338280140737571	0.272558950748467	0.864431504650846	0.763603199685526	0.599149798392332	0.439002191098439	0.532017255249565	0.188641165967587	0.488460697058461	0.667910470097908	0.481371047428148	0.665968737945601	0.591754036336526	0.541706756113628	0.354763378502153	0.810292572241935	0.698446425792345	0.412698539524784	0.778868456164657	0.801813447447891	0.67873329805688	0.717866481956779	0.609984501856466	0.745370176517059	0.720591598619255	0.775869286906354	0.425612923218767	0.791631315827251	0.790974899773847	1	0.419648187341547	0.833046449384492	0.682573781966479	0.801094859291042	0.705124140558792	0.715214635902821	0.735737864800525	0.794325983300717	0.531932732627833	0.463513593226272	0.526695376143072	0.632088409597812	0.385009196495115	0.834520695093182	0.610658929025536	0.789363441570192	0.710687660554238	0.695850310723459	0.82486433985717	0.520716844833223	0.81797024419507	0.618197195749956	0.566246113931375	0.102150806309312	0.804134456020817	0.773559992218918	0.669710774327929	0.579990354378428	0.629069811181359	0.67698334734299	0.642016715741967	0.742371817509843	0.770428917100384	0.686924264190939	0.834085630788321	0.312909646309183	0.592799926967183	0.682223922376686	0.782461729425738	0.625126985588809	0.599433779378296	0.752140709537123	0.592980105581841	0.810542028806944	0.658679863615466	0.627116947998379	0.630162786328151	0.779222731205364
CD9	0.890531029497617	0.800246769133883	0.52372911603038	0.760028528252874	0.848484443127276	0.875809936160101	0.8608772869694	0.713579694978137	0.518807145141937	0.862900754868879	0.825316326784505	0.861248105327009	0.719806833771005	0.785106694263818	0.702100216011683	0.723568788180266	0.857347000451708	0.736224814825318	0.342021482282572	0.78963507519046	0.837608941877803	0.768411706808728	0.78469270207978	0.566768179308849	0.863192186487334	0.708027741977961	0.747977691651903	0.499951784025724	0.793435729390494	0.843611473185842	0.849038247909696	0.50138968883474	0.726777103704789	0.623437969797825	0.83244742511879	0.740222576902889	0.694146443268362	0.630661327794973	0.542273191410701	0.80265942768164	0.847232234855388	0.848616545307294	0.67973361568182	0.80578271943469	0.585158755855575	0.764360803939072	0.436958606106202	0.826047332901574	0.650159568719215	0.725955689587846	0.780836147304594	0.79741167176296	0.797188331544381	0.743067195911798	0.706529312799451	0.765808041472168	0.745922726960555	0.859095551795676	0.85327453427544	0.791163621477937	0.531043025991385	0.463385061349678	0.799805154406409	0.69760370435043	0.851355928562534	0.759413983137006	0.771305213818122	0.83257911247344	0.833087532309281	0.699462638457527	0.714143053470052	0.784348090375792	0.714575616152858	0.778015770646626	0.695366999785421	0.783589133101883	0.582233723537368	0.455003095634017	0.793127568921022	0.690332662289047	0.852940954696886	0.544669535487993	0.822620735817217	0.560787765368007	0.80021023429326	0.409171901651806	0.38663603585707	0.419648187341547	1	0.339430438100745	0.628059466834465	0.553422961867683	0.783809819162047	0.677737521804243	0.716940941068501	0.702560813912264	0.826361940361825	0.753908101703692	0.844484772709829	0.79651126066192	0.677140297610766	0.555779923960304	0.747353663549307	0.633468376851818	0.684855679142164	0.795496651018944	0.551242381425166	0.863083594917553	0.691442422522006	0.708288499002808	0.860884777131972	0.803411875439193	0.733773109224682	0.510915866791663	0.871163385024221	0.799031037490404	0.789912245113325	0.71934721929282	0.768379430928651	0.553144904509224	0.744691720817208	0.685628481695099	0.621654022489738	0.699289597969195	0.882588839992159	0.712832324127067	0.707717582837752	0.862257829762222	0.6565019968444	0.738504042523766	0.854124029659029	0.45107571055231	0.623950730945078	0.667950515230907	0.742607582662385	0.448193195923028
