""	CD3D	CD2	CCR4	KLRB1	CD3G	CD8A	CD247	TNFRSF25	F2R	CD8B	CXCR3	FAS	CXCR4	CCR5	KLRD1	NOTCH1	ICOS	ITGAL	DPP4	TFRC	PILRB	CD81	TRADD	CD69	SIRPG	CD47	SDC4	ITGA4	SELL	ADRB2	PDCD1	CLEC2D	PTGDR	CCR6	IGF2R	TNFRSF1A	RIPK1	RACK1	PTPRA	TRAF3	ERAP1	VSIR	CD44	CD4	TGFBR3	TNFRSF14	TNFRSF1B	SLC16A7	CD53	ITGB2	LAG3	SMAD3	CD226	ITGB1	TSPAN5	NCR3	S1PR4	MCAM	LPP	SMAP1	ADGRE5	SLC16A1	SORL1	ITGA6	NOTCH2	CANX	TSPAN14	JMJD6	PTPRC	PTGER4	ADCY7	STX4	CD74	HAVCR2	ATP5F1B	IL6R	MCFD2	LAMP1	APLP2	CD63
CXCR3	0.858284411405514	0.930268670386623	0.42585244126101	0.718876916786545	0.751927408363471	-0.19845668961954	0.906988478198375	0.681416793829362	0.0221718514739131	-0.244486737633851	1	0.57546086379574	0.212348046224247	0.336784831245801	0.544240880790728	0.531982653926489	0.658493969983476	0.736689388149964	0.516416322577757	0.792885096073774	-0.291934964177211	0.279787094553482	0.749560812072879	0.433870329630037	0.910767725318127	0.500722991266745	0.799028049078722	0.751586523816195	0.0293585015765041	-0.153376704771109	0.854244553110891	0.510438548688304	-0.277242410257968	0.439172853211761	0.365489246354371	0.482478062868025	0.413749115097309	0.414459216787031	0.489278816319688	0.634422187613976	0.293347037568585	0.384344822552846	0.589382603931721	0.798489319466011	-0.0545505015839417	0.586637620098854	0.711178293200383	0.547032001075646	0.877776011414244	0.892122083343216	0.82955419988788	0.377592634629417	0.889077374179282	0.534599144797858	0.738997432639898	0.732105665613523	0.740720974614522	0.718824876404916	0.499492578755918	0.679596097138051	0.892927882769639	0.581412591258282	0.296228359195718	-0.0765010658659583	0.673230625932411	0.578502415921811	0.636890137249767	0.55633360569664	0.740781811228688	0.45499017404349	0.494878511406308	0.555580114852211	0.302086169341869	0.841560003637148	0.645212412144003	0.552023708775217	0.541325351070169	0.678903821480688	0.13965800030438	0.389177228704775
FAS	0.727595780504856	0.765176931318582	0.84690155409459	0.507127384573288	0.774009879065684	-0.306141576823419	0.713471130989692	0.733663736092984	-0.145635275829246	-0.286933338599197	0.57546086379574	1	0.506528502997556	0.102151041404356	-0.0208412829614554	0.633571896283476	0.828996116364716	0.638073932452652	0.517680808298314	0.805655764017145	-0.107782783120182	0.409568852078758	0.721802276422308	0.624172902732138	0.707385784920058	0.794924272848892	0.748352824808983	0.781385720741506	0.524943196282975	0.0214385341218896	0.501852876214486	0.769034749247503	-0.17487165995785	0.870577106219065	0.490076114194403	0.54097573207136	0.692393418472614	0.718067076181979	0.785554944549418	0.914462906337674	0.583159009165247	0.714691268211708	0.88244060375391	0.860711261015423	0.160875581690317	0.821638375483736	0.935922237553003	0.617419283377503	0.796228718971333	0.659178234229422	0.584959785073251	0.537462983450994	0.605936720180485	0.802011936808201	0.664508253941868	0.667322883437758	0.806692661561136	0.577459823217943	0.755258439758086	0.70887116327755	0.69836496699854	0.898338722747133	0.643609882704881	0.418436593627266	0.751821910198545	0.751466147198335	0.84873028969071	0.619209041441714	0.799846601121278	0.563935439856622	0.657258750191457	0.773530142320844	0.641592368228687	0.551258350479985	0.78606897011883	0.863490328639177	0.777542138093045	0.808418956124349	0.411604038936104	0.498535024377768
CXCR4	0.594673606949207	0.436662913530682	0.53871485429042	0.52310764418283	0.730300640410673	-0.0443680165697986	0.467399999651522	0.609186108784512	-0.0479639421402931	0.0844567684121434	0.212348046224247	0.506528502997556	1	-0.257602538608071	0.0716187336553428	0.245514811503195	0.601785873213705	0.438030013102045	0.565213317357677	0.318739846829223	-0.198710700243189	0.249211673904031	0.609387172001852	0.887241016576234	0.371049821714257	0.649487840321482	0.241607221709581	0.389985004376163	0.729324805459189	0.315434824383887	0.362055962156057	0.698113525489872	-0.379002309244948	0.596058627908783	0.157624426549754	0.123369778982185	0.463750440654615	0.785003832276134	0.563946687395727	0.502721852622799	0.209826127889173	0.772149268765016	0.587114017341153	0.397165287505739	-0.0102829289627938	0.706715500458591	0.416875368468078	0.436285869914046	0.48604283189868	0.294519903565029	0.155933932119255	0.506987290562435	0.286203174350085	0.613409672449258	0.351004012876298	0.584666900821999	0.636898619757016	0.409900477462519	0.32025063824169	0.559047494057381	0.272199995902944	0.424651613801776	0.681139016559904	0.530831489960443	0.253026122307323	0.384000767139397	0.560214425358652	0.589225896600977	0.523204833756258	0.799887369776868	0.392270775677873	0.4602031379154	0.275131958834497	0.118236874805714	0.536109083344986	0.482396070034094	0.356779268505695	0.383205490460189	0.077033504447433	0.145643742682688
CCR5	0.217233170792275	0.289378555256214	-0.054728009365352	-0.168900769097959	0.108016780025472	0.457386830216603	0.209660166257939	-0.146125715893366	0.551196147301527	0.355654162020788	0.336784831245801	0.102151041404356	-0.257602538608071	1	0.405896470212843	0.324371283854384	0.0460286389973231	0.399232575364375	-0.146621142548513	0.221909476928072	0.362594021483844	0.199923708415858	-0.11543507849467	-0.298890423834618	0.174141263480338	0.013767668258402	0.221960596920793	0.269303708453461	-0.43211976642976	0.0553131134059554	0.196697650312685	0.134892016597057	0.239675332201117	-0.133344189715674	0.258974990210552	0.228740012711896	0.188205536874249	-0.22689506875186	0.153961186020358	0.108244391498328	0.441520537658415	-0.161573569910973	0.138118196004786	0.0995955549603461	-0.0114304605005378	0.0347033077748491	0.227859501315507	0.234809479455005	0.197471434266977	0.324713866441985	0.38606779405198	-0.18477889088946	0.120025566249889	-0.0665328061339407	0.220181595975319	-0.0510277079850534	0.134164858935106	-0.0606486165518096	0.135158908739158	-0.045712704622664	0.288499768527094	0.169970725026127	-0.259486722944984	-0.375226757015313	0.131039255409839	0.0949544719027772	0.0524579289987747	0.242817152465665	0.359524448472236	-0.164232436694989	0.0900781569750312	0.0816763024261557	0.0923052440299605	0.326390740006011	0.0822435886221923	0.0470887273272235	0.0721502296407809	0.127467015711176	0.0622320413508787	0.110424505868603
KLRD1	0.490415729697359	0.46050531265496	-0.182793916353588	0.315301360650951	0.336330821802601	0.34034723624689	0.503977436190169	0.132035608017198	0.41994655209819	0.311686555144027	0.544240880790728	-0.0208412829614554	0.0716187336553428	0.405896470212843	1	0.213973675417128	0.0764687367495766	0.513568519676474	0.113352894987549	0.267247127647036	-0.0397061225105189	0.202325942869117	0.188646034793232	0.055647470726295	0.352409750114077	0.0319275441030703	0.311305361157602	0.24568722544384	-0.341578007341156	0.209794091911006	0.607901034782303	0.113337683191776	-0.000592366875772005	-0.183029621875859	0.180556218772473	0.0964688398220751	0.118878557631449	-0.0383041115501283	0.00189682130592916	0.116380023551684	0.100535975853433	-0.0482511448107126	0.0780311380254002	0.181237592978102	-0.124645317959309	0.0847783190860375	0.113036318539872	0.253329093799914	0.387334152258725	0.539693908698862	0.532652133439513	0.0340646391142048	0.429583129665815	0.0192660724549639	0.345839279894192	0.408627679144051	0.243427673856458	0.28174891561723	0.0129655621957004	0.178746249564934	0.468987766585399	0.0120231492471386	-0.0753608105422191	-0.433673886550214	0.137563530038549	0.105260832318132	0.118864910193495	0.40858968063868	0.379459603109643	0.213775098510981	0.0844221258246172	0.100465471794802	-0.0621033660450387	0.519426629250154	0.198347919346174	-0.0955659329359478	0.0427673432286668	0.187173492616689	-0.113658898322702	0.0766741908552104
NOTCH1	0.568672887045745	0.653970415262103	0.430846939897565	0.373405861299167	0.514419234000038	-0.093321836953681	0.539507476596228	0.430254386597812	0.0473723113225596	-0.192325028141236	0.531982653926489	0.633571896283476	0.245514811503195	0.324371283854384	0.213973675417128	1	0.527967517516204	0.52061163075748	0.237617567532073	0.69961786352517	0.060796044950577	0.438161090432568	0.508852718820497	0.28847312934616	0.531664278440541	0.518982632909317	0.724927128215442	0.549265407320408	0.0802717629714343	-0.0393725733599509	0.552751904962867	0.430680939636662	-0.00613325339987402	0.491300926368433	0.476577715268166	0.614712081452544	0.509070355323145	0.404828012088806	0.436417734738379	0.640042963407416	0.481989168649861	0.401546496083462	0.660607368021384	0.674147161238231	0.175546866867859	0.582567466144988	0.72396032723942	0.53943341599655	0.640261312509637	0.671062768350901	0.611605104513293	0.240203357639667	0.554564547854276	0.554774878489641	0.596957459910785	0.463173089508566	0.55980406743495	0.379376625234392	0.575783296202894	0.488411760343079	0.662131261871031	0.708290414485771	0.272808818201855	-0.00512590449726664	0.630430650932447	0.600125512748332	0.64316140465506	0.602335312111682	0.629438060394043	0.433791342893155	0.454258716862183	0.61038937319122	0.588168026802229	0.598127118038501	0.651945033369009	0.524920974485399	0.644928469545017	0.653148202426674	0.379197336763533	0.48212222977967
ICOS	0.813572033678413	0.80735833577655	0.825212560592021	0.652153631030782	0.876369209434272	-0.368026565560573	0.79594494607458	0.836531762334819	-0.225904906897878	-0.33758159973821	0.658493969983476	0.828996116364716	0.601785873213705	0.0460286389973231	0.0764687367495766	0.527967517516204	1	0.642166557805493	0.606777544999481	0.790997618805363	-0.320697816851261	0.207879612349284	0.797953715698286	0.761982083816795	0.831219929713331	0.736686325891944	0.69116505850532	0.815302574863021	0.529383102504414	-0.101795492943952	0.642549878547531	0.801999402792753	-0.380042061861739	0.81900890622715	0.423310022032646	0.377760464080674	0.540876993291698	0.69927927742637	0.763976877747834	0.823956051969603	0.410923557002139	0.746479941104108	0.808671380054702	0.816705581610325	0.00600987459938711	0.835905735690426	0.873914226796674	0.658912159296501	0.81494042109258	0.629034873375342	0.561724559930803	0.5658553429229	0.684730823098828	0.749751572802942	0.645956983016213	0.726916701758909	0.858219891299799	0.703126092600798	0.614886847139868	0.703293018373561	0.685240130784118	0.753659868585413	0.605335173281272	0.378004916909556	0.666791919746072	0.630474724750746	0.791886169516357	0.57938155880246	0.776431511477686	0.626526414614636	0.499822441784406	0.578411677368561	0.387403595513841	0.529816903987836	0.670090163342689	0.846298484158819	0.642557149214836	0.695537190052926	0.214253263663391	0.318690937130356
ITGAL	0.802757485841832	0.805726186756371	0.567349932105925	0.443382678317968	0.820106453931926	0.156036071639144	0.793763029850531	0.571800024611683	0.279414235404168	0.182538097261099	0.736689388149964	0.638073932452652	0.438030013102045	0.399232575364375	0.513568519676474	0.52061163075748	0.642166557805493	1	0.302258928000907	0.686336339062708	0.0900003808223781	0.401607571441896	0.576730355848388	0.49079668968593	0.722927015124796	0.579810658346967	0.604014229430535	0.793824933947155	0.197417057918857	0.269727966484964	0.659660197993736	0.759828170436256	-0.0763248992910509	0.521033430411796	0.506470479847928	0.371618416127059	0.616259821429812	0.484402246780894	0.59744634015179	0.69904544299527	0.41892644948406	0.433073160314983	0.719175208036027	0.645448537468628	0.0158843493357105	0.662380898323638	0.699264195881436	0.755185781693351	0.767347071488638	0.750907402680526	0.625961029548905	0.370564990123597	0.600514135120687	0.554535538007296	0.600440818835485	0.59471585571773	0.69718858302642	0.499816218166737	0.515174693817176	0.571346883882554	0.77312891703224	0.616059162049032	0.396381586644123	0.0533190206382736	0.628406534146299	0.55496786452167	0.639341138783348	0.779699545154425	0.890521226934757	0.472919442305239	0.527899329161208	0.621361794134642	0.387376772661514	0.643384270993382	0.628939143934064	0.511504044588677	0.474557371582976	0.645836743605908	0.194784350090744	0.338885012940343
DPP4	0.643039057903721	0.591934302992134	0.510098365710676	0.799233776380099	0.668560171845027	-0.519075576539485	0.663733377269052	0.781482205607971	-0.272466581571905	-0.418200130121452	0.516416322577757	0.517680808298314	0.565213317357677	-0.146621142548513	0.113352894987549	0.237617567532073	0.606777544999481	0.302258928000907	1	0.524091165923113	-0.508083681291608	0.172436366141573	0.809960361454746	0.722974462189892	0.581356722115156	0.603366016564241	0.51032708183542	0.479364500565998	0.552502007323032	-0.276873662412068	0.57219366401873	0.442714457292817	-0.546497288059214	0.628395781832842	0.0122252817694302	0.324992330452314	0.310231278451039	0.710249380847253	0.492696283124036	0.563409758410232	0.208230253224793	0.737901553829536	0.518771753451639	0.655972024197195	-0.0487765562876738	0.621766069428864	0.493030490117116	0.274225674976926	0.68003624171147	0.528764480818315	0.445070087712724	0.55233686077063	0.660422815945972	0.687384715556152	0.480165716417761	0.693552559024547	0.73680129490204	0.699186096135128	0.385997826235603	0.679674054898455	0.506324741069796	0.44839461894666	0.601941406661514	0.519547691198649	0.396842747883735	0.527139701248958	0.633739939040392	0.318673869006293	0.47072219933691	0.675429184472611	0.477648619083966	0.483201862856332	0.303349787648425	0.455773730874426	0.634917508035564	0.617859356624471	0.532299402236919	0.560013583221221	0.100524496019944	0.2961087385437
TFRC	0.806521032818439	0.879719853805178	0.652307705465686	0.659440755054213	0.782222522339454	-0.382669613825074	0.844140127688187	0.791488938076685	-0.109603482789812	-0.432901299057798	0.792885096073774	0.805655764017145	0.318739846829223	0.221909476928072	0.267247127647036	0.69961786352517	0.790997618805363	0.686336339062708	0.524091165923113	1	-0.231752946934538	0.405319244793553	0.785351623695423	0.539357552521452	0.852098307790922	0.686595813269544	0.919830948444666	0.811042576673204	0.238128818153668	-0.096143452827261	0.772833736331019	0.632433626233256	-0.171139596612746	0.689720424350884	0.589551843849227	0.629737273472146	0.675134676876641	0.559759512608002	0.67709624905835	0.845511603131076	0.546292204802503	0.604135674419165	0.827028596214378	0.916114107655316	0.1367098299673	0.706288194917979	0.904923837118164	0.654496653154703	0.906835508712713	0.868910990992183	0.776750601644931	0.587101641856645	0.873091241805444	0.777061737563246	0.822114544539072	0.71548322639648	0.778731585039354	0.756914436210543	0.742896955275622	0.774438800123268	0.914523009453247	0.838661034390231	0.542950414910118	0.153681231157963	0.85530608653618	0.793922391735313	0.864267088811053	0.661079123727163	0.806387314652611	0.577195922852131	0.550074548974854	0.772584777932482	0.562484632894511	0.856482205147722	0.777799403021058	0.812184722135453	0.788112773370619	0.868260749015251	0.406086053047804	0.562386029226328
PILRB	-0.322325614970281	-0.287066390232045	-0.17767806039856	-0.613146101524896	-0.26907566013981	0.530368293845615	-0.372373993341664	-0.493805525407036	0.420871122663317	0.515405391338335	-0.291934964177211	-0.107782783120182	-0.198710700243189	0.362594021483844	-0.0397061225105189	0.060796044950577	-0.320697816851261	0.0900003808223781	-0.508083681291608	-0.231752946934538	1	0.365866121106619	-0.464111874775528	-0.402588373752917	-0.382294649403778	-0.0579204929533834	-0.24805451265542	-0.106802078579107	-0.221080343426719	0.422427585605588	-0.397734986157252	-0.0364949318616466	0.755369340486465	-0.216338236643175	0.346166779336341	0.128426159543729	0.098215474739123	-0.224982080684101	-0.00393674695979375	-0.178111871605462	0.18740812052187	-0.255913450830274	-0.039022175455145	-0.322525739571873	0.442971526354271	-0.184462999458931	-0.161928131636698	0.0288459147023219	-0.335642397119532	-0.218932678884494	-0.277662836639956	-0.148809146862104	-0.449376123088732	-0.177470864495761	-0.10881609035082	-0.452731674448716	-0.348032914020945	-0.436716660427625	0.120596981167851	-0.31783531295812	-0.227462319331535	0.0251396112509124	-0.248295497513874	-0.160617251875724	-0.0405781811624758	-0.0296456687542713	-0.244410707688817	0.107650789207909	-0.031797462508258	-0.31060389692509	-0.0588223592881563	0.00242634181827572	0.122398604436567	-0.232225829256391	-0.107410255696795	-0.269641715281558	-0.0819440448148473	-0.0610243166253927	0.354712133925744	0.181428723478626
CD81	0.3602833883055	0.355314067803359	0.246860693165101	0.179429690080043	0.345579712163282	0.120569797682036	0.344102654947327	0.229620379671539	0.276726141100315	0.123651586274429	0.279787094553482	0.409568852078758	0.249211673904031	0.199923708415858	0.202325942869117	0.438161090432568	0.207879612349284	0.401607571441896	0.172436366141573	0.405319244793553	0.365866121106619	1	0.330103108008559	0.205959850327568	0.234350351828968	0.671727116118954	0.461264972863238	0.324161602603649	0.106331441382468	0.364532427039322	0.27464669781969	0.359202433714707	0.50234241206897	0.313727335579717	0.67102022596358	0.790358371368413	0.665936662897114	0.510057094156418	0.611702152858317	0.473939636992777	0.524718030476275	0.385928483063938	0.553242206630768	0.409631603310564	0.80517752788703	0.449490185826234	0.38431479242559	0.371137146400687	0.401643673049166	0.471475402447667	0.303951391125024	0.522752723289277	0.302897518079856	0.570479327579915	0.650130379520848	0.257724941725785	0.327690780708325	0.326213840448247	0.758513630015678	0.520081086712744	0.424411573290924	0.657041375575153	0.341540294112597	0.134672406642672	0.623920543374919	0.768614612665572	0.495148618543271	0.562830314053313	0.456388931239966	0.380675756584779	0.432171967362189	0.649011474865685	0.644681777291162	0.399373071914943	0.723609519851545	0.327563823478193	0.719799141623009	0.693832201095159	0.871062282447018	0.908397290584914
TRADD	0.834954343845838	0.836223150090616	0.702154734179212	0.902060605108812	0.857029501221196	-0.525757178107068	0.865627072235777	0.937035075591296	-0.318491996980885	-0.46520340711051	0.749560812072879	0.721802276422308	0.609387172001852	-0.11543507849467	0.188646034793232	0.508852718820497	0.797953715698286	0.576730355848388	0.809960361454746	0.785351623695423	-0.464111874775528	0.330103108008559	1	0.831654935261647	0.853129223282062	0.781384677591673	0.754312919211688	0.701767521928016	0.550656159740559	-0.140233248987196	0.740163821428075	0.650982375076937	-0.447444056091762	0.779935670559216	0.298823511913764	0.521172798825714	0.518052676783834	0.836106966309494	0.67315715575527	0.774180979726438	0.28116101654794	0.789317680314962	0.761855692727665	0.89236951455384	0.0688850548881623	0.833228580238287	0.745641014974257	0.562019396569692	0.908840546716127	0.766757816840433	0.628416413066663	0.658381085606941	0.857739260950284	0.839158687601399	0.722517417360352	0.81704650982872	0.897097257634925	0.808953324848493	0.608933532564081	0.87940146152068	0.781295139494976	0.691973127638918	0.715050613998799	0.394860347787613	0.718043127155745	0.742089346134726	0.833845034851936	0.563808117164831	0.696107251178997	0.784738074489148	0.626365716025784	0.699884225440162	0.460276033555702	0.682202669525922	0.828382410327865	0.772485657643233	0.72998000510192	0.783754467384879	0.270328766082529	0.490628006368242
CD69	0.703473053754058	0.60293812472187	0.71332026323561	0.738861604762842	0.831437526188496	-0.376249089997093	0.65629048743957	0.847182045779887	-0.310273321865645	-0.224667631627737	0.433870329630037	0.624172902732138	0.887241016576234	-0.298890423834618	0.055647470726295	0.28847312934616	0.761982083816795	0.49079668968593	0.722974462189892	0.539357552521452	-0.402588373752917	0.205959850327568	0.831654935261647	1	0.610571949096877	0.751763572437517	0.45719450674491	0.553904524001471	0.812141842717537	0.0798562381433607	0.503096224761685	0.7427875776659	-0.489599008266073	0.753371641413057	0.205641601778019	0.22556627735946	0.485006198769292	0.876606235609143	0.652887918527928	0.638198222999815	0.216304361498012	0.850662975792643	0.699587889489585	0.642973651211125	0.00609222346665464	0.799650931119426	0.567976190902365	0.532265092711432	0.686729949590108	0.462429284971977	0.302371203782394	0.685294260016744	0.563167724443945	0.780607133536047	0.477368612815617	0.716442960081262	0.802228336913568	0.623626675304035	0.434606273540439	0.753090856856005	0.486015572928228	0.540920631718829	0.800943709191369	0.584749078924519	0.458404825580043	0.545572473868174	0.713444521526268	0.535864342241014	0.601684981809849	0.853501746127056	0.461112301005923	0.567755376203564	0.311593129560347	0.318455303383842	0.643986579521478	0.68106951944043	0.521143198100642	0.572579944458418	0.137732260483143	0.255381900355254
SIRPG	0.88321130830011	0.937784284078813	0.62139234891739	0.788949795751924	0.849588531684452	-0.364887748980917	0.930704555430249	0.823226856881691	-0.156125725098464	-0.380972420715946	0.910767725318127	0.707385784920058	0.371049821714257	0.174141263480338	0.352409750114077	0.531664278440541	0.831219929713331	0.722927015124796	0.581356722115156	0.852098307790922	-0.382294649403778	0.234350351828968	0.853129223282062	0.610571949096877	1	0.617187563230331	0.799240045967304	0.82219983540836	0.218249639961551	-0.149808764709482	0.842066970502431	0.646789666282494	-0.357636525347965	0.622001814178892	0.403035515938663	0.472985313683856	0.462824706785899	0.557248715040581	0.620458904293108	0.750203414122869	0.2970782918104	0.550818865017277	0.694592242883345	0.876071894802052	-0.0335765060456561	0.705627060510829	0.81238050847017	0.579954824610692	0.912181389474397	0.830735248237379	0.783775757361067	0.481286643508035	0.890313006427972	0.644787087904111	0.756499944347666	0.783388998217679	0.82877698379929	0.80958339600042	0.566615937220046	0.750504181634232	0.861609850628208	0.679023393871418	0.468238988840697	0.0611285585024681	0.768713124196032	0.637044347654582	0.731037903694148	0.570306078196458	0.762031614845545	0.536468007800167	0.50217441326636	0.5925807505697	0.336393333867234	0.787183563807455	0.695481353918603	0.726554430122682	0.624456494942871	0.734159082795681	0.178009509566344	0.395109198622216
CD47	0.669974434354489	0.661105258872795	0.781165735715835	0.572968061646309	0.765705411020261	-0.278239350923275	0.675940655841115	0.741250277832963	-0.146537536906648	-0.199096956298171	0.500722991266745	0.794924272848892	0.649487840321482	0.013767668258402	0.0319275441030703	0.518982632909317	0.736686325891944	0.579810658346967	0.603366016564241	0.686595813269544	-0.0579204929533834	0.671727116118954	0.781384677591673	0.751763572437517	0.617187563230331	1	0.66321142841949	0.670462394550713	0.64254531707372	0.120230779514171	0.444632989648392	0.753469417600219	-0.026107568925677	0.835571001210086	0.549418497424482	0.693126393766783	0.750345526871658	0.896706330279934	0.90996810954253	0.810818808372439	0.593094141260155	0.827194662235755	0.884063765787131	0.788273561951583	0.456625243467112	0.86635595014386	0.760029921931707	0.638211610349033	0.763447550759102	0.629942431640359	0.412646145978966	0.777851395928547	0.588332252866167	0.910846915169247	0.70674970888505	0.620720865558501	0.791737325181786	0.604476948127457	0.836888214086954	0.807883203149862	0.634032111202049	0.849421065035961	0.77209881705531	0.548396201296966	0.773145857202962	0.883072510464577	0.855746568618364	0.653617278083274	0.735289784636398	0.742292392307915	0.670700482249933	0.796499155527482	0.696314866630576	0.471633647029004	0.886784790855654	0.798263539067555	0.848387373068278	0.860253419396931	0.63706333712268	0.719658291652026
SDC4	0.767863987701744	0.859294744319448	0.547764150350256	0.653846787350599	0.698292187899395	-0.34955288419493	0.808339534360016	0.705776527012201	-0.079684584224552	-0.400332744908789	0.799028049078722	0.748352824808983	0.241607221709581	0.221960596920793	0.311305361157602	0.724927128215442	0.69116505850532	0.604014229430535	0.51032708183542	0.919830948444666	-0.24805451265542	0.461264972863238	0.754312919211688	0.45719450674491	0.799240045967304	0.66321142841949	1	0.724812121032626	0.162310610908285	-0.101387269849118	0.761391366202461	0.551053783011595	-0.181735103103117	0.627893549596506	0.515846885475294	0.684947952032117	0.63491171216079	0.55315308896475	0.623488442215347	0.804671053241272	0.526040471449717	0.539615679389685	0.770260411116134	0.917274176732407	0.138238632236857	0.651296855536796	0.86096214840256	0.572234711521589	0.876866011153302	0.916918695951965	0.774594359154756	0.512109176443016	0.898540319101807	0.734849664387123	0.784970183263325	0.740323786000181	0.732089629704079	0.722377021688545	0.707616214045534	0.752797820646143	0.924766254994103	0.801623365585691	0.464290465126662	0.122836300943377	0.829872888831887	0.816924992779656	0.792845926040901	0.624666734843727	0.749160277686439	0.576681496847901	0.603498296169659	0.754453744966813	0.659714917506412	0.835178462347165	0.800237878254641	0.716579205246914	0.79556994924209	0.837737089958973	0.398013032054695	0.597108167375974
ITGA4	0.801011104972175	0.847960572487169	0.719077607832409	0.587629256252843	0.842416313837454	-0.224174635852741	0.824347314852798	0.729266013862884	-0.00574652972130985	-0.215054003220556	0.751586523816195	0.781385720741506	0.389985004376163	0.269303708453461	0.24568722544384	0.549265407320408	0.815302574863021	0.793824933947155	0.479364500565998	0.811042576673204	-0.106802078579107	0.324161602603649	0.701767521928016	0.553904524001471	0.82219983540836	0.670462394550713	0.724812121032626	1	0.322447828683973	-0.0344600952831554	0.685568692556924	0.780085814631834	-0.170000606627115	0.708084929270646	0.542287327984288	0.478809054378249	0.655367239492871	0.580423333424674	0.717514759563792	0.822967927300908	0.501532561276719	0.598494130621829	0.801753723480998	0.80998488974458	0.0549674097138228	0.749945820371173	0.856423777407068	0.770353885029721	0.822279075027742	0.717088017132207	0.632096770383871	0.512191090290504	0.704634776018404	0.701602407829223	0.646497075211666	0.626782510028337	0.776762439180329	0.64812167790569	0.686246143197206	0.691924127703319	0.779115039093737	0.748847158597072	0.538234050753343	0.206319174445053	0.729712482451857	0.657307130140839	0.800830173704366	0.656312127655054	0.887749508171151	0.533961201255241	0.620422282405985	0.628531820362103	0.454082501522503	0.667585186255467	0.696286507698371	0.740909255093365	0.684021038756083	0.764647031406627	0.282133477728801	0.408637254187724
SELL	0.299350842654727	0.211327517032217	0.704933473024669	0.374904742923779	0.507943916938069	-0.399918033985299	0.265023953893996	0.576164443821749	-0.434146313467626	-0.18089283081418	0.0293585015765041	0.524943196282975	0.729324805459189	-0.43211976642976	-0.341578007341156	0.0802717629714343	0.529383102504414	0.197417057918857	0.552502007323032	0.238128818153668	-0.221080343426719	0.106331441382468	0.550656159740559	0.812141842717537	0.218249639961551	0.64254531707372	0.162310610908285	0.322447828683973	1	0.0278291519558741	0.0150967973098453	0.582715895437489	-0.357685371713682	0.725539443038266	0.049988631121068	0.0835936624891999	0.364170956882791	0.795201713480355	0.541407147445904	0.465020259588896	0.202599897207651	0.770528210837231	0.553413821454726	0.396321834325835	0.0751429060076476	0.632586441715211	0.369341548190027	0.368957931371027	0.355630308549437	0.0943516266105308	-0.0850067677790891	0.572566526354337	0.16705623674629	0.662171583521311	0.107765038903182	0.359180703728548	0.54855813244373	0.230687382961182	0.337575433641445	0.484344928874442	0.137870660968381	0.393897636564535	0.786366760772592	0.792823145804471	0.225770002350936	0.372954271198642	0.532665062590922	0.241572061256496	0.335176302441678	0.641583296585262	0.399382052397366	0.436157040597051	0.318330362885537	-0.0569792312525342	0.444667270430011	0.573450947270519	0.383560908776994	0.37871738103901	0.167987485163566	0.154637281880814
ADRB2	0.0522979744016772	-0.0579556534125043	-0.0608842990116064	-0.224515434388348	0.0972463980084871	0.497194426316796	-0.0594000571694618	-0.126850057785785	0.458922422563887	0.553931158154371	-0.153376704771109	0.0214385341218896	0.315434824383887	0.0553131134059554	0.209794091911006	-0.0393725733599509	-0.101795492943952	0.269727966484964	-0.276873662412068	-0.096143452827261	0.422427585605588	0.364532427039322	-0.140233248987196	0.0798562381433607	-0.149808764709482	0.120230779514171	-0.101387269849118	-0.0344600952831554	0.0278291519558741	1	-0.113002658488496	0.288449796191871	0.278024590810165	-0.0748723530941919	0.32273147290131	-0.00594161463144032	0.353196336843719	0.0964858345051965	0.16972976758437	0.0314084900230718	0.151478994210817	0.0376067287462929	0.133156235190404	-0.142343948676463	0.197751770988903	0.0163796084463462	-0.0589942098814905	0.105252625371629	-0.07411943325866	-0.0242244403126364	-0.120805866433023	0.0538012004069064	-0.204597539144433	-0.00324489703354585	0.067990075849523	0.0490837449961259	-0.0589660617101815	-0.0858646019137528	0.0994373585597225	0.00692337822596701	-0.0555367953351666	0.0723755719785126	0.134113616204187	0.0179198812120857	0.00129226310945502	0.0997390939002607	-0.0262127281587929	0.355265695600259	0.151837800187127	0.0724202467854221	0.116085797963876	0.225971929941009	0.134593400999161	-0.0970865975368057	0.0596682129077885	-0.141692180550117	-0.0181955031139666	-0.0134878773109209	0.159604860262288	0.117074238621169
