""	SORL1	CD74	APLP2	TLR2	ITGB1	TLR1	LRP1	SIRPA	PLXNB2	SDC2	ITGAV	LAMP1	HAVCR2	CD163	TNFRSF21	NRP1	THBD	ENG	LRP10	PLAUR	TREM1	TLR4	KCNQ3	ADCY7	NRP2	KCNQ1	ACTR2	SDC4	MERTK	ADRB2	STAB1	C5AR1	FPR1	NCSTN	TSPAN15	NOTCH2	TREM2	ITGA4	RXRA	CXCR4	GPNMB	CMKLR1	ST14	ITGA5	PLXDC2	ITGA6	CD63	CD44	TLR7	ITGAM	ABCA1	VSIR	AXL	STX4	CD93	PDE1B	CD46	LILRB2	PLXNA1	SELL	CD33	TNFRSF14	SDC3	RHBDF2	SIGLEC10	PECAM1	CCRL2	NCL	LILRB3	IGF2R	PILRA	ITGB5	ASGR1	FPR3	RPSA	ADORA3	CSF2RA	CSF3R	AMFR	IL6R	BMPR2	HFE	UNC5B	ERAP1	TSPAN14	CD47	CD81	PLD2	CADM1	EPHB6	EPHB2	JAML	ACVR1B	STX3	PLXNA3	INSR	PTPRC	P2RY12	MILR1	ACVR1	CD40	GPR84	SCARB1	DIP2A	NECTIN2	PLD1	FZD5	IL2RA	CD226	PTPRA	TLR6	LILRB1	TRADD	APP	IL17RC	JMJD6	NOTCH1	MCFD2	ANTXR1	SORT1	FAS	ATP5F1B	TSPAN17	PTGER4	SPN	CD99L2	RACK1	SLC16A1	SMAP1	DAG1	RYR1	TNFRSF1B	TFRC	RAMP1	CLEC2D	CD69	LILRA4	TNFRSF1A	EDNRB	CR1	C5AR2	CD68	ITGAX	C3AR1	PTPRZ1	PILRB	CANX	CD4	CCR1	ITGB2	LPP	ITGAL	TNFRSF12A	C1QBP	RIPK1
SORL1	1	0.404123078808066	0.789848427674287	0.734011530336627	0.959066163190033	0.857431344177502	0.732377842370768	0.856224181054323	0.859862789775835	0.605069088939899	0.930025126501729	0.662174208825421	0.95055949295908	0.942288564825144	0.143443622541538	0.802679289593007	0.262556919696724	0.949112913364699	0.823464101178468	0.510963849944809	0.700738073909139	0.427578553511618	0.895021122787115	0.89849987908682	0.704673712179674	0.93046222467711	0.767402027236178	-0.0277474654764554	0.63785568452105	0.896761253126635	0.798247294281684	0.763738803290063	0.862509155560458	0.762208431770389	0.933181443771972	0.221337605561198	0.90794514725194	-0.319684184238617	0.712645599970772	-0.229179109365267	0.202649347393293	0.648039503937159	0.515439988793744	0.575533489693829	0.874277613915964	0.879373336918781	0.608731661878643	-0.208949487014341	0.866974182557656	0.922647435705237	0.449919148087599	0.418590582848858	0.542571736375337	0.860003215087928	0.0554703161300195	0.848629213799968	0.548591251130684	-0.127058934504503	0.691020474817627	0.444769007932705	0.846480111658279	0.296547849906992	0.179976686069873	0.890140701662144	0.859002807530668	0.111893637796619	0.785099080701344	0.729187540378547	-0.047442855622192	0.583815460065127	0.797878081380762	0.786408725567824	-0.299471980799996	0.215022293328416	0.772415100998183	0.643343077830469	0.782205485244223	0.754036425523458	0.437939784999696	0.822799210770043	0.870762134361825	0.661884276179417	0.881281168313539	0.651644565374266	0.854566615372619	0.538876494804158	0.757821134332976	0.830309567937696	0.205157327250599	0.731010466029464	0.27698629447004	-0.400584286454085	0.628758014488585	0.539773734268604	0.796837451626477	-0.232658582626356	0.889825835258015	0.75101091078194	0.702806490845584	0.728274894720573	0.887700464906373	0.768876298255559	0.508960606748132	0.826482986177481	0.80437037359816	0.839022561399968	0.209373128479495	-0.214595410550766	0.714353415623241	0.699858735662986	0.815946398241159	0.913785423553057	0.627934489315639	0.421791368016663	0.405582947383438	0.801181141081536	0.322851190183438	0.739424967912156	0.215216561730339	0.896590617810358	0.856027153114037	0.665579218552591	0.600701494418419	0.602925694305258	0.523190813996105	0.705738954198147	0.75401058369151	0.592931935801116	0.505743788365238	0.335787222080141	0.817451288498233	0.740929431378333	0.808797696545376	0.887760115094038	0.305525317276342	0.696843385215192	0.33100666798827	0.774824660246419	0.458732543721246	0.171840170536369	0.759326344095854	0.417599759039303	0.875854298174461	0.897333799921779	0.071518830121232	0.649888161481655	0.724208428178804	0.923638017967306	0.863105614800567	0.928182267984495	0.785565396305815	0.895866586558349	0.693646111231704	0.718837246511616	0.841682038136068
CD74	0.404123078808066	1	0.685549609278107	0.542610143361646	0.527031550796819	0.631507396907996	0.693372306019331	0.646887467715846	0.585324741608124	0.717175089089252	0.281617640589662	0.734910732408543	0.456321652128666	0.449414226184812	0.690951665499392	0.45333760889214	0.0125235780011799	0.429617939481694	0.748279393190705	0.718331214730411	0.0568757431702882	0.78553634501411	0.286144069917951	0.569980342244973	0.681083805249438	0.301305209811904	0.73990957358839	0.344228185016671	0.743311385723809	0.455731423384937	0.491307527266258	0.697944125201724	0.29740291092955	0.727523542195353	0.298834859630235	0.715232568681508	0.585452061537144	0.56330025919129	0.701259501062568	0.449274483071864	0.639724635721307	0.69723841672219	0.705894109061818	0.455984425802008	0.721077378986822	0.542232542694943	0.7234225459691	0.535959760009692	0.654054779518633	0.459193806272666	0.660863661440225	0.21976901390829	0.786350420333238	0.684131018897977	-0.164267052209924	0.338163610311447	0.850680897984604	0.44082761091192	0.554449756686734	0.389148070608448	0.692135483875656	0.746204331540947	0.618029491665569	0.33534511401907	0.260207209945196	0.673474235495583	0.608589745072469	0.730901828577577	0.224055908801625	0.647360809160152	0.757855159354247	0.58270355588493	0.497508890918732	0.694513776557769	0.731727274822044	0.762639568725044	0.755813233691886	0.702696850088024	0.756492901224577	0.605746263142721	0.600020867165429	0.586610316727296	0.378039652965633	0.524927917737863	0.699298400892413	0.771849910803191	0.766347568825513	0.552003901188899	0.77496850283681	0.449269711008726	0.536370027398748	0.381601537023055	0.612896692799604	0.71883792956975	0.382884836283879	0.438683602856352	0.539544952109363	0.0844704398161681	0.717020571785815	0.56930872608725	0.476960729527715	0.136632945182809	0.709887520754846	0.458886369023662	0.637350037058094	0.476280715139635	0.574778889702209	0.570016963204997	0.132587682525459	0.630324800735003	0.416829791916295	0.42533887057477	0.808052572585602	0.438246241375791	0.593036550007194	0.430816108677655	0.385526007312656	0.750751560567604	0.338442936390813	0.472473909727585	0.299927046757845	0.751564562528969	0.626056196069568	0.790979604702165	0.561703477138183	0.612487810241594	0.791464931334433	0.446466738027355	0.876537864740703	0.386191134761429	0.114692214698998	0.322232445367428	0.270952991776395	0.227859407172455	0.337809559454387	0.144711090687775	0.625851197369088	0.747431108463344	0.610869074862605	0.46923900535706	0.195486200816089	0.711983459901195	0.519863056496646	0.674258061104171	0.0753894560502107	0.50687402739658	0.741966140394171	0.569917186134826	0.500372614989273	0.584644065027839	0.682207252119659	0.23315500062087	0.426567591881053	0.660866522227668	0.661260724934341
APLP2	0.789848427674287	0.685549609278107	1	0.545343236541492	0.878342691043173	0.743970274227137	0.971366953591327	0.934420324403516	0.890304297369036	0.875281671095303	0.636553546553526	0.956671160021979	0.810323197856742	0.803019065022516	0.638276955380601	0.806114525642912	-0.0198574060922574	0.791319879926706	0.928639544006328	0.887748998946498	0.431588669190792	0.789178767299359	0.61694927730741	0.838986406680293	0.946658308046893	0.635841590343042	0.926820972910281	0.424473861782723	0.830440026258435	0.690810257560207	0.676802983336298	0.809698396354356	0.561389841056032	0.945079514414351	0.645264088903203	0.690991272755649	0.904678928222977	-0.0126643066183784	0.847531016508424	-0.0921556450880159	0.709804612307067	0.921078333085098	0.824909589615524	0.726568230202038	0.924311111469679	0.873438443514909	0.927382257453534	0.296405704537566	0.770812539088061	0.802540274997263	0.82662340372887	0.099747733192299	0.840060175666923	0.934920630365716	-0.257799372188698	0.627617142222195	0.875561609032751	0.151761490431282	0.869142008861882	0.354321724530474	0.90481188726288	0.732347468582836	0.651853353656566	0.584432773516935	0.555928905553061	0.590412600336127	0.906173008834	0.893188256678605	0.232461733574857	0.896685088289062	0.912958765138441	0.88539248944195	0.189205613716727	0.643993218630271	0.840763716476054	0.921111582995416	0.701538732688868	0.822191296158991	0.725278383580354	0.826365214868533	0.878540214639802	0.66495330262908	0.664544114054879	0.778248623345756	0.945636329876947	0.865184590718301	0.954656644476627	0.760595551644704	0.619296678330652	0.566327752927111	0.578983796592474	-0.0407961627792036	0.840287332398425	0.841473929073738	0.74751703785097	0.159669390225688	0.739705276176916	0.403359452341067	0.849409431388985	0.769093402095447	0.757703292504226	0.467574502373836	0.876958273390045	0.742634809795778	0.770771628842363	0.808790640559749	0.564534222936027	0.107027039991974	0.401784163937894	0.844716179128178	0.698419471374879	0.739915680664372	0.873560285081227	0.584418758468559	0.67694547049568	0.614646065707432	0.464935502946249	0.955717834797481	0.226380547473544	0.841079511223347	0.613905968443542	0.899990257966251	0.852407413715744	0.7460240813325	0.776561133651312	0.881484105826429	0.856997960095348	0.670647765244689	0.844696655438474	0.5544254926809	0.443703633418123	0.483176221315168	0.58916339198652	0.612098440634102	0.367984942233133	0.330289061076729	0.688373275676489	0.895111217152667	0.720234160356339	0.584874160898433	0.5228935195473	0.846006585775287	0.920844227822842	0.894386263895434	0.180410301997276	0.753778103801886	0.948879429788225	0.856366044412919	0.876527878360903	0.931741223508201	0.879842430623322	0.609367760988315	0.768521414660788	0.849588542730514	0.85024163601664
TLR2	0.734011530336627	0.542610143361646	0.545343236541492	1	0.696062539901463	0.850107640804596	0.464319570561278	0.58633915672213	0.709120132968553	0.484297229519753	0.813341571404439	0.420284083313644	0.785089720044392	0.805357388051224	0.0127317950229673	0.597217881270679	0.577517140507279	0.776772217481693	0.67111329004856	0.281550196105108	0.56295559373864	0.261376007599962	0.781487945236598	0.763188735124891	0.436703618110365	0.772694605173648	0.585601851357474	-0.273203477824156	0.579707972859611	0.847863526645046	0.769045339219079	0.760959615577809	0.854628772159024	0.577250212131412	0.748159699116505	0.0770979814149481	0.617690088481614	-0.079381945450114	0.620345268371113	0.107345989128129	-0.0483784632980033	0.424003128747314	0.294320383169856	0.341125884367986	0.690561157671839	0.606893095259867	0.332363262416167	-0.174838768058929	0.760661736261769	0.757906243941556	0.193672601543885	0.768925632972199	0.322535020826712	0.664260613663514	0.390910592720175	0.686723449834525	0.464885075743985	0.0836445328048724	0.414350694567206	0.694050395333062	0.689355738237729	0.142198024549512	-0.0210637771262288	0.837357450736725	0.854545568852874	-0.00149091835933294	0.519689421847273	0.592983351725434	-0.0616256816178446	0.239138719104032	0.668988839965502	0.564575849085111	-0.231929430708527	0.0591398759380698	0.6858657845375	0.41619519838554	0.80733562886727	0.783216197085591	0.385044955232849	0.604862196870196	0.687310649569872	0.587793459314912	0.717079204338545	0.450887919042569	0.634844148866513	0.392706576086529	0.545285651271562	0.653417084300199	0.118879675881985	0.774586978569528	0.16007338197102	-0.266523458424016	0.400600433772436	0.342665621519073	0.575870683752045	-0.12877180842191	0.888607579018306	0.754649387578232	0.586237355328539	0.55969810923932	0.725862553879396	0.745625551819546	0.252597279613862	0.729320067267227	0.789355168784908	0.687498918488824	0.129172303794687	-0.0349784018174202	0.762622411971848	0.517654617490668	0.67430046789488	0.796006712425077	0.529255341747683	0.36117315424931	0.263967657525978	0.869407116976716	0.225289478886315	0.557147426350925	0.258721423742943	0.68918319967155	0.760428605041422	0.482108720499652	0.366764548485146	0.687910815023577	0.194931079690374	0.502144771757166	0.687822407306189	0.473748960949773	0.441282511275197	0.216157049499254	0.710843112946234	0.864689271712212	0.813526859705319	0.698726072254546	0.388646475390915	0.743395720247969	0.0875869401479794	0.683893635921614	0.394001914999714	0.00800968566266376	0.755322795846188	0.150591153711477	0.523405162514233	0.756505557632013	0.0626932575657332	0.577427269243591	0.532802905093717	0.799608285627518	0.579108999120972	0.668205445725392	0.550853559339344	0.661239464854602	0.48235137495528	0.560871067600108	0.752208813523709
ITGB1	0.959066163190033	0.527031550796819	0.878342691043173	0.696062539901463	1	0.847129130107458	0.832784358240227	0.928426179822368	0.896435259585853	0.706629859428941	0.866081391326096	0.772425660537227	0.933062603397283	0.922854910507126	0.307895195934792	0.818417670532509	0.151264432823674	0.928332770920762	0.897304731258662	0.65876592798777	0.652636658065565	0.564228850876637	0.836428669412778	0.8899733814816	0.826735602645738	0.867068904309817	0.853132724889571	0.106744137963971	0.708373833219802	0.863956633457656	0.769440654664798	0.817848502935662	0.795303076667215	0.854825003550465	0.889462656586155	0.399028631157558	0.97090348826262	-0.193964366268258	0.775967377265751	-0.18760547285066	0.373885755585001	0.745022942814504	0.620347444623661	0.635932427064927	0.92482411848462	0.939728347713524	0.755800295059784	-0.0479564430400699	0.872883045255259	0.923864326276824	0.581551149204321	0.310683013566253	0.664712288447221	0.931351241011803	-0.0728972199292054	0.812651954261465	0.681693812088794	-0.0576021654942752	0.787613222496712	0.388741737449977	0.905226284889691	0.457518767501623	0.342174109854895	0.80871363511389	0.767874157034597	0.266946041258004	0.867419194207122	0.823663780793209	0.0423386582181597	0.713994491409069	0.866736074201761	0.837033653239351	-0.138180798692113	0.360489773663592	0.839908411800217	0.761572856208297	0.799941925082106	0.782992089734894	0.516387737523494	0.875367305364695	0.901579668922291	0.678823733016841	0.82900382005652	0.671977703045015	0.917435918044929	0.680502118794102	0.862503467858341	0.860347542130338	0.377400768995785	0.713135154982455	0.401085772418465	-0.288507551675867	0.723283887464363	0.654623467332656	0.813794205659338	-0.0963450102341841	0.868265945130761	0.63452556501207	0.789254564374474	0.780656474156953	0.903923913996258	0.683477571746487	0.63496241465425	0.820722450617988	0.847274874271596	0.865139284249928	0.33571869780849	-0.110718071480386	0.618172106383969	0.790689381661371	0.816717501985672	0.883103714748844	0.717701313121267	0.499108201655284	0.518620044315322	0.777227463417337	0.396355397410922	0.845553458160922	0.273587765828606	0.918397760417631	0.837826100384369	0.783375585393065	0.709404793067282	0.667747774102301	0.639610513995976	0.794710132009099	0.832043038827378	0.668723360166054	0.647291800111086	0.426851717300153	0.731161090075878	0.654085639643708	0.756769946707268	0.846618074239548	0.343295817504385	0.6022827063805	0.451315513817167	0.847319847631414	0.565709518481263	0.298900897769832	0.686972575013082	0.5813006311598	0.945072912526783	0.928565531672888	0.13599623886655	0.730562189953429	0.82340602870201	0.929505638487562	0.893671876205234	0.969329516363726	0.869772050407378	0.871096507224627	0.759666409080979	0.801414565254989	0.881864587715691
TLR1	0.857431344177502	0.631507396907996	0.743970274227137	0.850107640804596	0.847129130107458	1	0.690526803475547	0.788108835796944	0.847126717325337	0.634192201258539	0.853894088539362	0.653153626088405	0.894526872150807	0.895164862632925	0.220904473897291	0.755422686040051	0.285159030116595	0.865592665847659	0.825097186557905	0.509317668441931	0.503908913186844	0.456476356053267	0.840983170704234	0.877759138524414	0.656937095572165	0.84788109887287	0.768700611752751	-0.0697175734154221	0.74048032883612	0.880835827512138	0.819474302849089	0.802480173656072	0.845968754924338	0.725234224278977	0.812310879204368	0.269933101071804	0.803752345584315	-0.0841540298249922	0.720115785232247	-0.0214697797398218	0.218627978970657	0.652583360282509	0.5014127551725	0.446159671295353	0.873642796109447	0.821038370189586	0.57018973570499	-0.119895701497104	0.853322197823793	0.844933049427031	0.448050720247993	0.584053989854011	0.571982683310834	0.815932249885903	0.0986100501526731	0.772706952634228	0.643224925452529	0.0182743175319401	0.654239991080121	0.572616920079328	0.828766441030159	0.329945373362325	0.224071689227866	0.864494221574805	0.840687414569341	0.186922962259249	0.670701811879182	0.749995778311653	-0.0631994867955866	0.52007462220085	0.807238169494196	0.753412194040803	-0.201831556528177	0.263179875898916	0.798488652495652	0.655596107882354	0.876580349039758	0.817390833583688	0.548120305889394	0.730757317836364	0.84709399893582	0.710971251918874	0.833063796899511	0.615022883211594	0.816658593390902	0.586728949373303	0.750684528972985	0.790592141181574	0.28839148566741	0.717880859603118	0.305862360124231	-0.251689599967618	0.577269296701713	0.532705601613807	0.705561144563031	-0.087627583512679	0.934765092011055	0.727947868742351	0.7221079301227	0.669060796423173	0.837235374721085	0.73716077658976	0.524783877003748	0.825660382173052	0.86161137721505	0.80907389133997	0.288282751131903	0.00353691025943647	0.728552600240506	0.682959039654318	0.76780967898212	0.87512392462424	0.682735983736071	0.429273200532601	0.450879713356294	0.85589892376384	0.325751604741197	0.738234742722841	0.270946681638481	0.792725115187216	0.802621137242688	0.676869608371954	0.565813870091829	0.76143306055984	0.43920191721263	0.681930799842436	0.805287445597838	0.557003213171409	0.606574491567236	0.315468330359268	0.725503594574103	0.805092727276338	0.758752649951292	0.764546695065017	0.406834425505934	0.722903747180644	0.317467890408732	0.818566055314539	0.500928394444475	0.163229907309895	0.743491006931115	0.40680408187586	0.736079788723469	0.903159277646957	0.0681394235397898	0.643084893799832	0.730422231566521	0.91412319703636	0.763412513394468	0.842186874236761	0.744907098830965	0.733262192260218	0.61158166620575	0.705726008093839	0.868210090895056
LRP1	0.732377842370768	0.693372306019331	0.971366953591327	0.464319570561278	0.832784358240227	0.690526803475547	1	0.928119043854395	0.868146681036866	0.849736359633887	0.567453851512762	0.966634466165845	0.740474590882891	0.74427357150137	0.726603357749911	0.811218577000242	-0.121950592549226	0.731913328933403	0.906326920645201	0.905093497084616	0.322456418976939	0.843830724684291	0.55616605804348	0.801143616254775	0.949888170394239	0.557278407952145	0.921705968656951	0.516911561106298	0.856522344082316	0.624102739742912	0.678661299194312	0.778152403883659	0.464090346561805	0.919929895341198	0.573868493778982	0.739135930000301	0.868402116456727	0.06310820967794	0.831469877499666	-0.110721216726414	0.757067699510843	0.930219255039604	0.85357815120934	0.734575409540114	0.91173273808196	0.861097268011093	0.924723381795611	0.351168022558309	0.753115922492354	0.738085672209399	0.897726207701675	-0.00897077007549988	0.880086420576678	0.901047393028688	-0.362716890131825	0.570264636415706	0.891507777396837	0.178313612293683	0.896661409407337	0.262105275881511	0.862058552807003	0.789557817069115	0.756613765689532	0.517149911145137	0.45947723573258	0.670142384907148	0.888075005841613	0.899856571003126	0.212757236038847	0.930349972878408	0.877070124208701	0.879175989877219	0.238038212688789	0.735153328435036	0.809165105937935	0.942463193018675	0.675468608062274	0.754288577623009	0.766146691034615	0.816890466792178	0.868533705682405	0.682936075711362	0.63077275444809	0.792720763939341	0.929658678882338	0.880992776411754	0.934407173303996	0.754313202316262	0.705864441916769	0.498595112622672	0.684262408407237	-0.0364740292724927	0.882262370185915	0.863830701453245	0.713569301265437	0.241636668600082	0.658927133855993	0.303161607896506	0.817433578511841	0.769901231334937	0.691523222724307	0.384904034222759	0.915561845534669	0.701247831389804	0.744412841089755	0.766685275048276	0.650067982870793	0.19875495860775	0.304762769692693	0.864913525082277	0.659941821004351	0.681320879808606	0.847807272566799	0.620023667812088	0.736654155209842	0.538639142961946	0.546828004648407	0.940376813565079	0.296420264860731	0.791289791673608	0.542102611727447	0.911475925955375	0.857969793805754	0.750760768558376	0.809457663236535	0.884587561686253	0.824445912898535	0.706839186517656	0.866506306983959	0.616083739790058	0.364474046775873	0.395757898193339	0.501112039391862	0.549356317364823	0.409171116754523	0.223104811082188	0.691487054193988	0.892190641487012	0.770539131721163	0.635960418582699	0.447860927705343	0.874429895199379	0.894168726887328	0.851408075639006	0.230032787028582	0.732086780339884	0.964068327389724	0.812808235502634	0.858587727754413	0.885867515377784	0.901354723227545	0.52727223147714	0.772472879536451	0.84268736091314	0.810955550099253
SIRPA	0.856224181054323	0.646887467715846	0.934420324403516	0.58633915672213	0.928426179822368	0.788108835796944	0.928119043854395	1	0.914278150195638	0.787827959069471	0.707623875309488	0.886114522238014	0.840688808146339	0.830172922446477	0.572168027101113	0.857289935640395	0.00113840383571565	0.84654869148376	0.927003305109756	0.821344974006728	0.475257909456361	0.753603847679378	0.700286297466556	0.85783443962104	0.908038045207309	0.71896953547192	0.934508002161898	0.344697544164848	0.803438251128384	0.741522189707224	0.755473150906402	0.809168344186898	0.622334450233237	0.895227887273694	0.725747681913416	0.593359256566375	0.939980416552817	-0.00371055994149047	0.818478303744623	-0.129962530557178	0.597289610326606	0.866807863607345	0.807640457355646	0.733398504304723	0.957010578634259	0.948130978202924	0.858620770409357	0.187889702885906	0.852033836032898	0.847378599371673	0.775102510786323	0.132919227795653	0.831462519312576	0.933201552129265	-0.223464553103584	0.731684278861651	0.799366527657688	0.0892886381548186	0.871866301050119	0.302230302452218	0.907863234464417	0.675973052964603	0.579189244132589	0.682808117513858	0.599902661918934	0.528066499367556	0.898875768277349	0.876478504862227	0.143835884587096	0.859415713356585	0.87914657634425	0.897185787784118	0.0887996282179565	0.597449145613472	0.831266305648228	0.901932476096466	0.768939273145569	0.770437232655761	0.687161173214193	0.894387659397527	0.903285084656579	0.715666381785715	0.762754175089401	0.766298858046833	0.94712974605404	0.7860429046042	0.915925520735074	0.83853338809752	0.58799591902574	0.616080497973015	0.576468803723342	-0.135402312420372	0.822859164328519	0.794911250136511	0.750766688877643	0.10521783528293	0.766002577419974	0.446266031952682	0.817881567712874	0.797687494265087	0.792412989628061	0.511349936095242	0.810179495546857	0.758113514542433	0.795118180859211	0.845457023249674	0.525597468754106	0.0649914753794736	0.409215256295196	0.808752894945686	0.773461960977605	0.803784555470815	0.790042299573704	0.515137694296652	0.667936804938626	0.638302269453559	0.416543467924682	0.897753181613198	0.28080833767151	0.853985713594923	0.694716328288382	0.865260931914975	0.801130295935639	0.729229868695856	0.780311376154855	0.852872889048143	0.83072807252102	0.657742146015133	0.768560116388592	0.47502296292707	0.535817440460303	0.52308023818463	0.593689925407662	0.671898772166098	0.347834494098991	0.405142978981122	0.581133654472613	0.897677434594576	0.629726387018002	0.482087824740736	0.552951987359619	0.773568366560872	0.94449681969878	0.912083066109754	0.0931005730174978	0.716301446135596	0.920477255005206	0.889767822221367	0.911464628443628	0.947364295040824	0.914089098076617	0.710310242774798	0.739525502301639	0.810773883920346	0.845786299464799
PLXNB2	0.859862789775835	0.585324741608124	0.890304297369036	0.709120132968553	0.896435259585853	0.847126717325337	0.868146681036866	0.914278150195638	1	0.737884787378108	0.809927714434568	0.810417460312585	0.899957968853789	0.900190607040276	0.438125339903937	0.870370565252799	0.153437685336705	0.906175660449819	0.894370150247619	0.695045825868479	0.492201615032465	0.61275932926623	0.804009275582779	0.900433259987265	0.82688732128372	0.784342225333702	0.865110174078781	0.161281112701738	0.79577052000921	0.832376665637086	0.841331540922702	0.799765336969631	0.744031272056413	0.859497455980964	0.778304752687108	0.463352580214222	0.886891201951794	-0.126443694918275	0.802272028879072	-0.19871077905734	0.426511218053112	0.801191074079293	0.69725883495361	0.659454014842296	0.910898078228176	0.907959867379589	0.742167069471312	0.0299824182358198	0.842541237497346	0.870947538174309	0.66277270936117	0.328867058979217	0.696958237893605	0.899013336485085	-0.0893381017297185	0.780163305670243	0.718050466065798	0.0104347062871714	0.802707909836926	0.416738622668112	0.873674350032231	0.515143171629696	0.454485912923792	0.784836430928802	0.749320087293386	0.380582257972103	0.814815543457521	0.83601597362533	0.0264833971740518	0.704003398481694	0.838955654517478	0.893498592727678	-0.0598093093709322	0.437237020071392	0.820998701386499	0.806369960161428	0.769186409326832	0.811938600814483	0.611484096060811	0.807882618947385	0.915849400760673	0.729234791958975	0.834771653127532	0.732119308661159	0.900684498232341	0.703164225013647	0.848444747229986	0.83311892410157	0.44166055535478	0.68944639834055	0.541765556971482	-0.26530492914138	0.754776750046785	0.670585592662182	0.787223863105329	0.00816324773829484	0.85295477965093	0.633665195503886	0.77344240813351	0.725736332823699	0.825866125367999	0.665896445886042	0.703111680092108	0.80152014092274	0.86013515016412	0.867459985854772	0.486689853096023	-0.0524972150191075	0.570174232116434	0.798047050391299	0.790036144515364	0.858331107150829	0.726220625005763	0.559883028872053	0.587095995525399	0.757072377929154	0.424391799100776	0.864955132042884	0.299071628675921	0.892474460159413	0.756324080924041	0.798117342848269	0.754455330643618	0.746547371679623	0.647434695717785	0.81939798269808	0.812679151219077	0.691070861861011	0.690359942932164	0.509132426302767	0.637166554388151	0.681767897077449	0.720008383031657	0.741636863742371	0.403757672101347	0.54153353196168	0.435819127518387	0.90596211224335	0.631432098821693	0.348679499338279	0.71133560476486	0.626815636757547	0.854572269803318	0.91040678075511	0.168080361464177	0.740660212063888	0.871930614981326	0.940725220963864	0.855170790848819	0.923380104952381	0.826254501964947	0.721133501434014	0.772398087230629	0.789188998723996	0.879810486078143
SDC2	0.605069088939899	0.717175089089252	0.875281671095303	0.484297229519753	0.706629859428941	0.634192201258539	0.849736359633887	0.787827959069471	0.737884787378108	1	0.48563160132171	0.862554598957045	0.662273401567689	0.65792140991096	0.656416668423572	0.710710309523204	-0.0626987923260144	0.638185275028302	0.832692941420277	0.810692077200575	0.251283538030898	0.751835985345432	0.505645442381847	0.680330327565728	0.845371690775209	0.450005422409552	0.796689927265546	0.400910366441426	0.815855373118051	0.553739611467277	0.581122298755618	0.730954281011498	0.420843977079447	0.83593772226409	0.46795256224483	0.667143180389776	0.738963971933155	0.0904515402749039	0.754454186242963	-0.0142182439448366	0.698314987633525	0.854189346247301	0.714584390380778	0.573488967590174	0.801014274323338	0.718008240551395	0.831247157637908	0.345515864969271	0.635052834422699	0.61996221280419	0.781646411019778	0.0881753378587255	0.76355937623665	0.801836984027598	-0.286582979674005	0.491675783345335	0.82634773440648	0.199675502511153	0.740703555148695	0.288989087608028	0.746922252836624	0.707673933386849	0.66004352129177	0.444504534607112	0.416559878408785	0.583217347536665	0.771415474125469	0.79497268590156	0.206478108011698	0.797624682705643	0.827683269235197	0.79032140693674	0.248677181275838	0.615534102894594	0.701207258034764	0.835620883111444	0.632998253920527	0.75688391710653	0.682343636082184	0.65630907969814	0.746511560987413	0.663947619939129	0.51469951986773	0.625379768386108	0.808631276503458	0.775019402191807	0.846915830334288	0.631683296670421	0.63541194768633	0.436826641724386	0.553433426644841	0.0265622939906913	0.710189638129408	0.750696981230305	0.638811645274297	0.259241810803713	0.636884456305587	0.292584489961716	0.746557708901038	0.665677272524198	0.597339600478444	0.329995028009277	0.803015520920115	0.671670296310637	0.697336596543318	0.668245341218365	0.520662186775585	0.251827716195491	0.301814054449224	0.73155635224915	0.543854964750742	0.572693844701106	0.814986687508285	0.522808926808571	0.644005886021627	0.502680081220186	0.427292332215281	0.854677365001738	0.182720469045189	0.669367419650902	0.451281248943833	0.78566935491894	0.751789653928517	0.71987796521669	0.624433388663958	0.815180723003986	0.753845477480857	0.565070362276303	0.825281895083051	0.523473865924963	0.305251883649544	0.395033310982624	0.467698403821508	0.447058027176759	0.341064158386568	0.207963354367251	0.672055252762021	0.806375338018011	0.657510679117597	0.566951435555492	0.401000669447666	0.78320626492593	0.758903336900933	0.75761129160596	0.186870508831961	0.656067252378541	0.836690642770212	0.698881225905787	0.686647231049746	0.753630659163262	0.76654314843042	0.406497158379642	0.624795410356399	0.723816794018829	0.738101853092431
