""	SORL1	CD74	APLP2	TLR2	ITGB1	TLR1	LRP1	SIRPA	PLXNB2	SDC2	ITGAV	LAMP1	HAVCR2	CD163	TNFRSF21	NRP1	THBD	ENG	LRP10	PLAUR	TREM1	TLR4	KCNQ3	ADCY7	NRP2	KCNQ1	ACTR2	SDC4	MERTK	ADRB2	STAB1	C5AR1	FPR1	NCSTN	TSPAN15	NOTCH2	TREM2	ITGA4	RXRA	CXCR4	GPNMB	CMKLR1	ST14	ITGA5	PLXDC2	ITGA6	CD63	CD44	TLR7	ITGAM	ABCA1	VSIR	AXL	STX4	CD93	PDE1B	CD46	LILRB2	PLXNA1	SELL	CD33	TNFRSF14	SDC3	RHBDF2	SIGLEC10	PECAM1	CCRL2	NCL	LILRB3	IGF2R	PILRA	ITGB5	ASGR1	FPR3	RPSA	ADORA3	CSF2RA	CSF3R	AMFR	IL6R	BMPR2	HFE	UNC5B	ERAP1	TSPAN14	CD47	CD81	PLD2	CADM1	EPHB6	EPHB2	JAML	ACVR1B	STX3	PLXNA3	INSR	PTPRC	P2RY12	MILR1	ACVR1	CD40	GPR84	SCARB1	DIP2A	NECTIN2	PLD1	FZD5	IL2RA	CD226	PTPRA	TLR6	LILRB1	TRADD	APP	IL17RC	JMJD6	NOTCH1	MCFD2	ANTXR1	SORT1	FAS	ATP5F1B	TSPAN17	PTGER4	SPN	CD99L2	RACK1	SLC16A1	SMAP1	DAG1	RYR1	TNFRSF1B	TFRC	RAMP1	CLEC2D	CD69	LILRA4	TNFRSF1A	EDNRB	CR1	C5AR2	CD68	ITGAX	C3AR1	PTPRZ1	PILRB	CANX	CD4	CCR1	ITGB2	LPP	ITGAL	TNFRSF12A	C1QBP	RIPK1
ITGA4	-0.319684184238617	0.56330025919129	-0.0126643066183784	-0.079381945450114	-0.193964366268258	-0.0841540298249922	0.06310820967794	-0.00371055994149047	-0.126443694918275	0.0904515402749039	-0.442473110543556	0.0963288378841042	-0.351971854577938	-0.323779148275813	0.516776524778517	-0.156650116639089	-0.163918792206187	-0.327990862352513	0.0449358837241255	0.198944645323026	-0.376527661544402	0.428890661146282	-0.387061060697447	-0.124139032742858	0.061844413531494	-0.427268951958127	0.147170050841659	0.354776037128225	0.191401733457967	-0.290694444820391	-0.0914040167840813	0.117951771550683	-0.432924472332847	0.0727146597328198	-0.414647284495999	0.471185282378154	-0.15181469703327	1	0.125911200322082	0.72267518783103	0.343309132082429	0.116372175816649	0.331657081505614	0.120577703725476	0.0442479720341431	-0.103261606867273	0.131664910201759	0.698456688671252	0.053514511826872	-0.209362884363379	0.266812996374852	-0.191699940760801	0.334058158278143	-0.0307725406956265	-0.0809108157910119	-0.230214139608277	0.288563504182173	0.566458359090177	-0.054669023229012	-0.0421103482849288	-0.0126320754697534	0.458684922619677	0.402690265504135	-0.37114792979267	-0.464149257021244	0.585564633562905	-0.0273070418073022	0.139929140816419	0.290104655412581	0.170814598501034	0.00404758530035121	-0.0694922525443972	0.736536767515519	0.535205105673312	0.0626517567352292	0.175211082537471	0.157390826403534	0.0226431904845055	0.348584043519349	0.11285118189841	-0.0745319263984042	0.0672626288416017	-0.303206217298386	0.0823864572493625	0.0138833439299412	0.250027277885452	0.0420371954244333	-0.054682168320275	0.625415717622374	-0.055740396529197	0.373232827771843	0.684295319608319	0.147577433269323	0.298833139195389	-0.23500613015544	0.720573138525426	-0.200507687795396	-0.606730813343597	0.109694211226223	0.0435284521048577	-0.28585712092426	-0.545550517861784	0.193862518792581	-0.222666835504791	-0.0481141452257894	-0.205795084913039	0.34377265933944	0.713962348335631	-0.517182603788413	0.0424675674705901	-0.125330466666715	-0.250576812044823	0.147122165693475	0.106507820361774	0.263530131758704	-0.274441892889246	0.140082008912806	0.0553357342595951	0.312761791567369	-0.237227643397705	-0.385877480445844	0.171685413363819	0.0753146073798921	0.269867077954451	0.250945805789109	0.0406325134437034	0.0760959099732657	-0.0187174541690719	0.356496221746809	0.0799270669170902	-0.498824757428621	-0.305669867808241	-0.363037271526318	-0.45416665886068	0.127560613653233	-0.445189478895258	0.201459631298773	0.0575219099008307	0.183615174895504	0.23102832787717	-0.493075580296505	0.286115138206086	-0.146035200512911	-0.120452286268047	-0.025373878938023	-0.0305232075397864	0.146706697208879	-0.20002262769379	-0.171539453075522	-0.175477175321855	0.12177587555478	-0.351945872072699	-0.204963346801474	0.0306197763186433	-0.0833843181396144
RXRA	0.712645599970772	0.701259501062568	0.847531016508424	0.620345268371113	0.775967377265751	0.720115785232247	0.831469877499666	0.818478303744623	0.802272028879072	0.754454186242963	0.601237903352043	0.816908066865095	0.724579639977646	0.71636663173098	0.548635580914402	0.720835440588321	0.158839130487434	0.696123364116044	0.852570403806655	0.724629815870618	0.422703666340876	0.73268184471253	0.595766601838984	0.793313735881227	0.800811052208328	0.570254817738287	0.881647467788175	0.347770789742464	0.762587199453201	0.665584295448912	0.678298261963725	0.810772343856127	0.534197596322994	0.884473745452944	0.583071381344481	0.625004105767318	0.761417138960684	0.125911200322082	1	0.136137877336785	0.534528865429189	0.796994079747672	0.74490285602148	0.699324554520645	0.851341769353792	0.747888240301122	0.764672626560384	0.343822935565119	0.774409614293642	0.728777885801671	0.712884781094807	0.270800540776558	0.746239341993265	0.835164508426452	-0.0398877849352393	0.590078338187031	0.782739604871039	0.272383702460544	0.7151678334174	0.433021723297401	0.811292326564837	0.634956632111344	0.580132895484714	0.575506953530093	0.545779674280369	0.538898307003048	0.81111615604307	0.892305537637964	0.283679258859686	0.729663349589398	0.82168144501481	0.775079613543337	0.213437922233267	0.566484002647182	0.847933549999467	0.805550096057785	0.748918588682078	0.832032706950737	0.748353589962595	0.802912635673894	0.843760814200147	0.636773230918668	0.637115428662871	0.712687868902048	0.855310503457061	0.788657449249071	0.814745722329108	0.732825797772911	0.592699662973238	0.596726784687667	0.625908546071053	0.0555651590790855	0.722243182851374	0.759868236497248	0.651628026557356	0.319590023119612	0.71511595200108	0.372133495830769	0.813097629067383	0.725642038371938	0.655909456731747	0.427247937252239	0.731489580137594	0.743016052507413	0.777105851114465	0.724805519204001	0.584289250962397	0.141288745417421	0.420577423950442	0.852903925069832	0.64787353866493	0.699703542992416	0.792431457705893	0.660914752119358	0.695538322791837	0.643762882169698	0.590225585697652	0.861334135092071	0.442934195660561	0.801086521880794	0.527852572120502	0.859901061831818	0.766754224478212	0.76953550917839	0.682769289276264	0.766053953230422	0.849350551483742	0.682958153879163	0.804133778239099	0.6265292268702	0.465863218155291	0.549520423981729	0.589629983030212	0.577898384660342	0.373145162695399	0.322727305193482	0.573228025044743	0.843962855405977	0.726785709195371	0.469622633406888	0.480370974716887	0.677286338603814	0.75149020748954	0.783149519602159	0.311374614276057	0.743750707634019	0.877615821135869	0.779189277721043	0.760371167304984	0.799740375027887	0.83617666189407	0.527771485208676	0.710098683936917	0.840451641499446	0.839031742893762
CXCR4	-0.229179109365267	0.449274483071864	-0.0921556450880159	0.107345989128129	-0.18760547285066	-0.0214697797398218	-0.110721216726414	-0.129962530557178	-0.19871077905734	-0.0142182439448366	-0.314926430678683	-0.0643275356667603	-0.260239878982694	-0.266207775290899	0.152828741890899	-0.349296205803614	0.212936929839139	-0.2882137304042	-0.0334669631935192	0.0293155754370153	-0.0318782800145875	0.175925311247467	-0.314625086315057	-0.111103483878252	-0.105461666446089	-0.264912638019792	0.0595806164328263	0.101826737471922	-0.0297728991655761	-0.196793330429154	-0.222868750304377	0.1435046072368	-0.21646847310866	0.0306168815640679	-0.298790414106339	0.262529206675141	-0.189095565072412	0.72267518783103	0.136137877336785	1	0.0827559291193736	-0.0906027295665469	0.117630534848647	0.0589704366908036	-0.0451680454023023	-0.234498180932408	-0.00926958731550514	0.558208706766406	-0.000772782049911298	-0.128770197905806	-0.0444303925527976	0.171924152944629	0.0708912343155582	-0.0640172192680678	0.30933037102594	-0.16541747146166	0.155538420655401	0.559223927712559	-0.253125604927142	0.246539432411296	-0.0201052673860199	0.177127239017722	0.0307652402387495	-0.253104989740443	-0.217946774939095	0.261546464643705	-0.106823381900053	0.0613032668346732	0.447674108012496	-0.0601889206192532	0.0214334478431967	-0.231427700506318	0.579268981788507	0.182630237744793	0.12585227260029	-0.0492378213025522	0.186081101490045	0.170299859335701	0.203568388152435	0.046150196544151	-0.128354201333285	-0.0716915248400214	-0.299306715540616	-0.0539492897553093	-0.0440099386370049	0.135019180589939	-0.0429869533868117	-0.106091811975443	0.24912900802173	0.0743333964538376	0.0256845489227474	0.752634726007293	-0.0732443449356911	0.149999401972525	-0.260707794815048	0.475754372389167	-0.061937714898879	-0.362278484332962	0.095635719739945	-0.0206877852795918	-0.203170596493934	-0.342025563437212	-0.0472768012199733	-0.180710297077912	-0.0329071503598708	-0.223038391199011	0.106271381753066	0.395300358064137	-0.219169528095086	-0.0187990866953447	-0.0702153252698749	-0.170218200467416	0.136484828464045	0.0551941198291014	-0.0420819534987849	-0.0464258260365074	0.0344114892264982	-0.0210751373187425	0.166860785319887	-0.185977380974528	-0.231427046845237	0.0741435467725955	-0.0346029462517283	0.173322194690774	0.055506829071303	-0.0777503525784355	0.139881394335765	-0.138314986768208	0.240293904795584	-0.0556837702708277	-0.285469352395392	-0.0734739453716586	-0.171142396899773	-0.29072002456453	0.0473664345529335	-0.140114894459436	0.0850294493309617	-0.0316625945773481	0.0615829775066972	0.0300102271430633	-0.320936535628202	0.0456854112990212	-0.199169504584317	-0.102284718321869	-0.0371642691358743	-0.0220719023760271	-0.00293561122081841	-0.188105683304716	-0.209869439839179	-0.183385271856045	-0.0330809554911995	-0.199281219355619	-0.207355412592158	0.0337875052058389	-0.0228996267086724
GPNMB	0.202649347393293	0.639724635721307	0.709804612307067	-0.0483784632980033	0.373885755585001	0.218627978970657	0.757067699510843	0.597289610326606	0.426511218053112	0.698314987633525	-0.0537063774071976	0.819499043152788	0.215342003998749	0.19538664621109	0.883248588588092	0.373291513197869	-0.469988692635313	0.19359825211731	0.572648961409496	0.896504043350597	-0.0852894242946893	0.846139161358427	-0.0447141030011203	0.31837205029734	0.754836468566058	-0.0167355294955975	0.627683066295418	0.788017141625228	0.583196241946787	0.0699737056235005	0.145989691180021	0.398134364799832	-0.128368138750934	0.647580303533415	-0.00411554472869245	0.890976348353797	0.498417092424933	0.343309132082429	0.534528865429189	0.0827559291193736	1	0.75370120732533	0.777292613320634	0.529333143964351	0.543807476206464	0.44820411897952	0.856711704526942	0.711998789754509	0.285137951406103	0.234591457091285	0.866152935955027	-0.457271309766454	0.821319351361566	0.555089163116451	-0.605416831926346	0.0590520306402186	0.808016614318242	0.324476051610817	0.642222819403257	-0.0334285748433369	0.515166407718831	0.907381439122261	0.873855422212236	-0.0832904021823974	-0.142001273079381	0.864015426618758	0.627060088837839	0.585019395946333	0.427509448055013	0.869554423631826	0.59090684351497	0.51738656270101	0.646904862398328	0.864367523724221	0.455971242837886	0.802562995293498	0.264037839640689	0.411240479648294	0.709471086316231	0.455149117364509	0.419418758761602	0.333917196476136	0.0924048517396674	0.495527643297698	0.59500339462417	0.792944650424583	0.724261534701681	0.322909176844385	0.809510740330607	0.0433392425023151	0.600301642656594	0.411136240682749	0.665420704802029	0.775555728748649	0.276815345908303	0.48860397169683	0.127734749116028	-0.281070406784628	0.595685665419884	0.467044904452809	0.231296827027297	-0.184870708658416	0.899181491087929	0.217891117570932	0.258339110187403	0.342852039455756	0.661613849080098	0.461558863536986	-0.256237071728569	0.539676555241479	0.18913351249076	0.145934869981704	0.706807222404031	0.367139822925603	0.662737072981686	-0.00454168437760345	0.34514913174226	0.697002813148308	0.0623908381118592	0.313722289942363	0.0121633560351437	0.692134325279251	0.692759679576457	0.463054469529363	0.731043076202241	0.599406820575171	0.518904839513351	0.319350991035361	0.789649761485517	0.419803128836983	-0.229399915651649	-0.173250064296653	-0.0653374788732231	-0.0178764036494627	0.162688773845115	-0.321811613413801	0.870229377877265	0.53542981357226	0.553974807052989	0.781416112664826	-0.0925489523218535	0.944178278113735	0.571274799014867	0.451882701513137	0.0768417948059005	0.392253752377532	0.693824460591064	0.311118893718811	0.473732226011251	0.486837630643697	0.576621937776719	0.0132159353573605	0.410579049396663	0.528537350433049	0.401242998610572
CMKLR1	0.648039503937159	0.69723841672219	0.921078333085098	0.424003128747314	0.745022942814504	0.652583360282509	0.930219255039604	0.866807863607345	0.801191074079293	0.854189346247301	0.494733569073089	0.924349872103191	0.686253951502932	0.687509129688636	0.748382374749918	0.82047001262703	-0.110988583111229	0.679248835889708	0.866197127627493	0.87328451496822	0.219892167033188	0.829832802696639	0.520729479536399	0.743727367107843	0.907169142743195	0.482733670972349	0.896979641975748	0.513964478986227	0.858351446145239	0.599599933596144	0.672110449057155	0.741317656995241	0.404781503535202	0.855392834262394	0.487694036922286	0.691698539398015	0.783945064207935	0.116372175816649	0.796994079747672	-0.0906027295665469	0.75370120732533	1	0.866357718505792	0.692003487305211	0.86119127803871	0.802440756851278	0.865449645855649	0.374000964670597	0.715936265100476	0.673189642504119	0.88728578616383	-0.00797113642512165	0.869351516131014	0.832096287595177	-0.360278358194254	0.499015205919643	0.856598368917443	0.215851921002294	0.845176745158861	0.276558934058046	0.796185055603665	0.791267627921526	0.762476003522004	0.459271281366408	0.396949169036672	0.706749561315477	0.856129890272609	0.826095112999075	0.170961599421222	0.888579636165965	0.822204722363917	0.876376220173178	0.272928970440875	0.74966902468844	0.728091156040622	0.941726734648624	0.632166225443909	0.711771158302728	0.755478274390678	0.748307949045217	0.8145733007262	0.687222444454333	0.60897509706114	0.792567938888673	0.873770887609224	0.809820571444399	0.873844843602626	0.715093399947794	0.702567877514288	0.456432048650387	0.689392330769945	-0.00778711025023309	0.833043725906905	0.862084593147669	0.673990261917585	0.288717664846575	0.614011117245874	0.262357316456254	0.785442099663263	0.693153290292073	0.616283272707493	0.332046094121241	0.90053295548293	0.64521098059432	0.647192906808005	0.712950343508052	0.657208570762312	0.234236314878017	0.271063351676744	0.756976733029631	0.604943281983362	0.624123889326277	0.812420342474974	0.511125779664495	0.745175065996289	0.457291738671443	0.439238437899529	0.875103750319551	0.21270495681256	0.702184926769611	0.431109137334255	0.844630030317587	0.813298028574628	0.748240083840627	0.805782377219261	0.833072306008451	0.749390102409353	0.597412607121369	0.820137224589847	0.517683466555099	0.283595998246851	0.394402937157509	0.433781958455745	0.43248924151759	0.34633198457921	0.166483722300221	0.655285969628798	0.855896032768304	0.694607609611692	0.613988220036786	0.404024733546849	0.865276751963809	0.810320925716324	0.773755337594592	0.125002293338326	0.650782823840544	0.920779887699019	0.761771969729391	0.795802003470234	0.820502210854656	0.830453212813256	0.410243386068413	0.628585461008478	0.73753580778636	0.739669194866847
ST14	0.515439988793744	0.705894109061818	0.824909589615524	0.294320383169856	0.620347444623661	0.5014127551725	0.85357815120934	0.807640457355646	0.69725883495361	0.714584390380778	0.302522552109079	0.868224111417899	0.518097046852984	0.501509604570596	0.827845108551212	0.646112237040874	-0.0834372236898668	0.52422089527554	0.751659613500534	0.883888334651612	0.202350387467553	0.898119259578053	0.311682510176137	0.64787070750838	0.809768699935908	0.33669520956041	0.880689205722922	0.668309595622665	0.725002185096634	0.399985169585695	0.510701874479874	0.68647256203929	0.238162585527477	0.793089643417734	0.314887835771039	0.759425570309425	0.68166968143807	0.331657081505614	0.74490285602148	0.117630534848647	0.777292613320634	0.866357718505792	1	0.817474014364081	0.779667928886661	0.688080661807952	0.825542882909611	0.58963093312846	0.645430217013908	0.571791974420521	0.857503113388954	-0.101509790588885	0.859428243412913	0.745474570579857	-0.288357324056319	0.4172699077072	0.792315070993655	0.417398670171459	0.716950501441717	0.206716965097901	0.722335799977442	0.860620300454223	0.769979607883035	0.293861242035	0.230952444649046	0.836714868774558	0.784340900794469	0.762195919962168	0.379896947265742	0.870019946010853	0.728390443180723	0.759249442127399	0.525328543790452	0.842495867395908	0.701896415110898	0.884901804704465	0.546624163628007	0.634971703477811	0.770315336810074	0.768789655473287	0.686568929398103	0.614975598657631	0.455139358440236	0.804051790733299	0.80407824872278	0.78978727430899	0.784193970209164	0.600070235698243	0.748339695493972	0.417340360302848	0.710356118645629	0.221811031974554	0.82996458081921	0.877546414631856	0.500985898497754	0.373291028375649	0.448585634421386	0.0397285898045386	0.735392478243449	0.64225203785378	0.44307013368129	0.127306168008021	0.871193267431229	0.431372041597279	0.541148352474874	0.604994370836451	0.707756185199423	0.305846067385068	0.0285070316695653	0.673289015146456	0.549309515576241	0.515968259923345	0.783678691009692	0.439105184512771	0.683223087258875	0.315445485925312	0.380017598942524	0.790252629737964	0.182679376179492	0.56729182123086	0.279731418726457	0.82282668067051	0.77792209502474	0.66631543435754	0.891680737634335	0.715156789555216	0.69317258550642	0.494278872781896	0.796812528735291	0.455268413055614	0.0978261526057137	0.231355274200063	0.250639407240572	0.24700313691347	0.246750892738607	0.0157503940143746	0.626639509971097	0.773667632515574	0.629331240117497	0.671574690420685	0.190561067597149	0.897574926994475	0.714075451768222	0.658522669262358	0.0197027764738653	0.507806847649165	0.868188715792677	0.621281763672172	0.743783125274819	0.710280942115295	0.76711137312709	0.312761816770491	0.529455936693896	0.690364851714956	0.616692649038498
ITGA5	0.575533489693829	0.455984425802008	0.726568230202038	0.341125884367986	0.635932427064927	0.446159671295353	0.734575409540114	0.733398504304723	0.659454014842296	0.573488967590174	0.404319282716063	0.709405516995117	0.54870814665888	0.540697704162909	0.571978823632697	0.588102320253557	0.135824481715488	0.582342675733132	0.655993395636666	0.722623090213458	0.477249344611782	0.706659142421181	0.408389225952862	0.626037527136282	0.671110862115854	0.440844087882661	0.809178478858216	0.537931045116534	0.538110532255244	0.432606994554926	0.495344768367258	0.68092229910889	0.346257608159487	0.712473747905432	0.416721367907472	0.563303298581814	0.649496615972468	0.120577703725476	0.699324554520645	0.0589704366908036	0.529333143964351	0.692003487305211	0.817474014364081	1	0.701221206263816	0.633840667503023	0.665456983302228	0.432779862011664	0.598536312378249	0.620244496774015	0.666925374259234	0.0162015285226528	0.617034407304601	0.700635872342771	-0.00164857093840264	0.519965500213337	0.586679172064352	0.421000130728826	0.604750382825879	0.269084219012934	0.675415430705479	0.668560747566196	0.531299459100099	0.372841191494237	0.348823454955459	0.615632924796146	0.763957430212682	0.690370804325489	0.466745121956533	0.730022772423404	0.635152348472681	0.663198142584519	0.337216197589758	0.613567769154525	0.644090711787825	0.700302667040346	0.463441639657409	0.621279374946735	0.589801697152814	0.797075306881095	0.664500664804634	0.504161448814065	0.458295502836475	0.750235221185213	0.720128675866013	0.618594060007002	0.63640331713765	0.56723010156457	0.490710222608424	0.467784508333823	0.593061428324433	0.102045109399778	0.785356552569329	0.752812934211916	0.534280279183565	0.211412053631324	0.482962484804921	0.170477277094924	0.670458290332053	0.649424323901528	0.454940698175859	0.284740280497316	0.671196319863325	0.457814356742126	0.50828931465529	0.59387383789775	0.527362852224928	0.0491140890688821	0.146993600730739	0.604319854635937	0.607928944961537	0.604858031161768	0.63543609830513	0.406854576724862	0.537305026421518	0.409680759500614	0.340685343793852	0.690206026297393	0.159541209735966	0.609900770839996	0.394045925902814	0.702326851581746	0.691518358768265	0.510220319268345	0.769334029934329	0.642821314815387	0.59382595319674	0.491453378682477	0.597171052165263	0.41132689848834	0.213493190719264	0.344322409624946	0.377147510417833	0.354054568026032	0.20742285254231	0.136272703391576	0.437784224966954	0.643678228539181	0.523135400094465	0.554295307435204	0.244849588234863	0.685699273339847	0.685407486641847	0.597202994761927	0.066700335887771	0.508818266753343	0.758936092010324	0.619147127117298	0.737347796101221	0.693156099365178	0.685953636117547	0.471711048778599	0.551957762158099	0.638593048366701	0.566916033123066
PLXDC2	0.874277613915964	0.721077378986822	0.924311111469679	0.690561157671839	0.92482411848462	0.873642796109447	0.91173273808196	0.957010578634259	0.910898078228176	0.801014274323338	0.752428597779431	0.876694760899754	0.867789950793875	0.872519845843882	0.547289284701486	0.856517478347805	0.0648135741236374	0.858475315932448	0.941568924309136	0.778235426723497	0.463969313565204	0.756086996768469	0.74837186290793	0.90913451133481	0.876596217679508	0.746092641243748	0.941024808657157	0.295423803044853	0.869669779965322	0.806713727322607	0.809365984827606	0.864060000876415	0.677768869211654	0.896570783312544	0.742394221550464	0.557984951311098	0.921236460398564	0.0442479720341431	0.851341769353792	-0.0451680454023023	0.543807476206464	0.86119127803871	0.779667928886661	0.701221206263816	1	0.931523378565593	0.81130838421647	0.161840655527948	0.90803926326512	0.85851991126362	0.752661097085362	0.26111636110497	0.820452732564244	0.943856440174604	-0.155063133387987	0.748403226268137	0.820485518556929	0.143216162570239	0.832489079358201	0.40674341198866	0.915479164134189	0.649271643124604	0.548774839283026	0.736515181337193	0.666505070842259	0.515349751306196	0.888764557539983	0.892447553335175	0.0966383198995785	0.817917115053975	0.900475818384041	0.890942517093122	0.053930667806934	0.590765468274965	0.856837657593554	0.890339434970333	0.861137917618283	0.844873849469174	0.724215342294545	0.904792567057454	0.92604499647828	0.752036615210192	0.793440423224674	0.783411064543006	0.965652110708737	0.77829035457349	0.904750484536835	0.864968460663403	0.577735080947859	0.676680337815381	0.559903138954385	-0.12744689509123	0.816014364252878	0.78062788605257	0.763784668067064	0.108211423346765	0.839927941696911	0.504198180167785	0.854117838794792	0.82193753751349	0.805604288844806	0.562924363033569	0.794136343993162	0.816603315567029	0.842336721897265	0.857183054314592	0.508113241131412	0.125696892639432	0.49358303648297	0.814092597777146	0.782416806343841	0.847244768717106	0.817317704855828	0.522160660634591	0.664075889141321	0.716595327498782	0.441707470339831	0.891983842256993	0.297474919211084	0.850686082237106	0.718617032195759	0.853027476973626	0.768956487681877	0.821734576790965	0.735095765238948	0.833704198692925	0.860245020444323	0.64916865706205	0.787392482003257	0.468785161958258	0.577204930202376	0.612489163269672	0.660944335040628	0.678962055912646	0.411076750450888	0.466231595478385	0.563007219746152	0.911782721611557	0.651349520893082	0.451876648367103	0.588830878673374	0.715495695220365	0.90704477288205	0.934391101215646	0.0896312147841617	0.730965565273684	0.921863889350166	0.926772629738277	0.896697384559005	0.941393564157519	0.926327708964841	0.693027904042168	0.699607576840607	0.811796362915304	0.892058489955364
ITGA6	0.879373336918781	0.542232542694943	0.873438443514909	0.606893095259867	0.939728347713524	0.821038370189586	0.861097268011093	0.948130978202924	0.907959867379589	0.718008240551395	0.79125664605777	0.789705684052357	0.87161055542132	0.867767362444531	0.439177006395315	0.880173637292497	0.00483036329559617	0.875962428229413	0.883547584264577	0.699326944805132	0.48725205695247	0.627424695738728	0.794154437864748	0.862717068203697	0.853292058767716	0.780769544497076	0.87709516343018	0.198269249349323	0.779624609119575	0.79717323336335	0.783554863432687	0.758693964767757	0.698341444476184	0.830346418260511	0.792585666046219	0.46661275940367	0.928417414657462	-0.103261606867273	0.747888240301122	-0.234498180932408	0.44820411897952	0.802440756851278	0.688080661807952	0.633840667503023	0.931523378565593	1	0.761095149586863	0.0136842365160529	0.847026258784771	0.869721492041631	0.684449148746579	0.212463191958356	0.738428831574202	0.89227284690917	-0.202050536269971	0.790341234850398	0.700500202359696	-0.027127910230251	0.85732929354337	0.295521500454791	0.865752355306877	0.519310338736805	0.482892257272534	0.743136357917363	0.671881745214884	0.393144988808853	0.842157092258805	0.838467428380957	-0.0104874005387411	0.760912744717547	0.808379575485484	0.896490735525471	-0.093304353771896	0.456490191074361	0.791947361351467	0.822611499672497	0.764398701357388	0.737376042943051	0.575775067118546	0.852645128704742	0.897791856484959	0.701244065439337	0.815118123710775	0.727568263843298	0.908770187783835	0.689842813393149	0.847089936254058	0.864243864460538	0.473770545679813	0.630891144921306	0.523013206527172	-0.279070098468259	0.754247721005809	0.674618954861927	0.807706480054921	0.0267806413392348	0.802591220618449	0.545539769732807	0.761609958703581	0.764465513110619	0.836658347854162	0.580591429443593	0.706202198476459	0.804991938848984	0.813021717075034	0.861474684340518	0.437262960788538	-0.0705994035937916	0.507384768010792	0.7908487692729	0.812367812570017	0.837900570287781	0.672474591939811	0.508351296517183	0.60815504012821	0.699152509258777	0.416496774936696	0.825724612444468	0.318043214280174	0.873830838158798	0.770229291810818	0.797690911122009	0.739750598047952	0.682324510374962	0.708593847752254	0.824383421176297	0.775974307576701	0.687675248465761	0.659786226878084	0.465371113495226	0.637349728387487	0.577016554891401	0.655682989319951	0.748060692164507	0.373292954597027	0.511252309196273	0.431495507432226	0.867744069478007	0.583594235261725	0.32804170852351	0.626365217895121	0.644743278817494	0.916711885339853	0.886799677454666	0.135796010906381	0.721547776054436	0.859684641753865	0.907510860124181	0.881227400601191	0.928518202849135	0.88747497125066	0.76855651355764	0.733341538368895	0.766968979865377	0.842988898965856
CD63	0.608731661878643	0.7234225459691	0.927382257453534	0.332363262416167	0.755800295059784	0.57018973570499	0.924723381795611	0.858620770409357	0.742167069471312	0.831247157637908	0.401133965790019	0.944611783893377	0.625797926120253	0.58493900492	0.73216166141269	0.619323843743653	-0.209171785240651	0.601275182885394	0.849832016806778	0.939961717269039	0.287063112820519	0.823331636280699	0.374910376118784	0.656808236707928	0.916271319591007	0.437072781091462	0.850730044373528	0.54191135449538	0.701854337514571	0.486829581232825	0.454268867268926	0.66779813846246	0.343769871425598	0.889059482158784	0.468582251330449	0.813293336728553	0.845410756541256	0.131664910201759	0.764672626560384	-0.00926958731550514	0.856711704526942	0.865449645855649	0.825542882909611	0.665456983302228	0.81130838421647	0.761095149586863	1	0.47021682763379	0.614906401021693	0.629879396627703	0.828132718150291	-0.0922605149021773	0.862025615656359	0.859307132346759	-0.41941309887312	0.437315334069417	0.896287736110938	0.172521090476581	0.809536356541035	0.204747944041464	0.831373363316514	0.830121353340601	0.732210977751403	0.360459814653708	0.302468513629938	0.677410508789985	0.859058035794388	0.829090689888513	0.311895542035109	0.911973589330525	0.855207581563415	0.750689313758355	0.398760633635626	0.719874056842001	0.798225581189088	0.922480472177886	0.584735007608955	0.680805505291669	0.719759305315125	0.721847091140075	0.726066172978216	0.533030577059731	0.458591558345096	0.63087610557989	0.843437893258791	0.906531624604584	0.957849834748216	0.627661242247961	0.728074365794977	0.411510434535202	0.584746060878642	0.163597393155946	0.782357432241587	0.831873447995345	0.588750996381592	0.284888299991697	0.526445950353644	0.15050959277011	0.823241756305233	0.685261412441921	0.653977367329562	0.233018955215975	0.899304745128791	0.548585271052325	0.632983164286421	0.665084328351933	0.593497966719083	0.22495306062945	0.148167775125668	0.790645682474009	0.510231205158562	0.525467596959316	0.878129866982247	0.524316856365649	0.68747367662854	0.421193867228575	0.456232060943099	0.930382815740853	0.217446429852282	0.698122316679626	0.445732112922348	0.910680262666605	0.866009786506588	0.618761384471788	0.787873506565068	0.811536081522166	0.83697629098764	0.600376566181121	0.894169015526687	0.527360476633109	0.213289310177573	0.221846786372671	0.33478380010574	0.442991868007508	0.258290607516049	0.115963997864481	0.823587743377582	0.818353880250274	0.680109806337321	0.637892456767367	0.270042350549164	0.942826189731154	0.845122219054154	0.779707771766906	0.171845936183976	0.644773894996703	0.881147716509913	0.675376467354957	0.760163148904331	0.825788570072199	0.79649876465301	0.463350502420316	0.727709962975203	0.827679897186952	0.740099358887073
