""	CD74	HAVCR2	ADRB2	SORL1	CD69	PTPRC	TLR7	TLR4	TLR1	CXCR4	CD163	ADCY7	TLR2	PILRA	SIRPA	KCNQ3	ACTR2	LILRB1	PLXNB2	STAB1	TREM2	CD93	VSIR	ENG	ITGAV	PLAUR	NOTCH2	LRP1	AXL	SIGLEC10	TNFRSF1B	CD63	LRP10	ITGAM	RXRA	FPR1	CD81	C5AR1	TSPAN14	LY96	NRP2	NCL	CD33	NRP1	TFRC	RHBDF2	NCSTN	TREM1	ABCA1	CMKLR1	PECAM1	MERTK	CD46	IL6R	SCARB1	GPNMB	RPSA	P2RY12	JMJD6	STX4	UNC5B	ITGB1	LAMP1	APLP2	BMPR2	SORT1	PTPRA	CADM1	MCFD2	SDC3	RACK1	CD47	CANX	TNFRSF1A	PTPRZ1	PTGER4	PDGFRA	SMAP1	CD4	TNFRSF12A	CCR1	THY1	C1QBP
CD163	0.404308429217276	0.281736048027355	0.235565570437895	0.302961394218023	-0.00861649771640341	0.463023405537805	0.178997154808866	0.401145226432394	0.272105129492988	0.651639207800247	1	0.26501163953465	0.607082127278522	0.487636494568072	0.459422718152047	0.511032966933672	0.382498620711404	0.285720469032837	0.500834776168149	0.81042225225011	0.425569332670859	0.466565514934928	0.100858740033782	0.702792679922149	0.428018031403435	0.534389261567647	0.499838316265793	0.521028863506677	0.276091617602477	0.592192239615851	0.740332133453623	0.346594500710916	0.433409713705708	0.44571321224433	0.311752758927678	0.401236073626204	0.714866555843592	0.770474090448446	0.174442743872998	0.56186901693376	0.655549866333835	0.154027912284808	0.444088586902128	0.721825180668941	0.651935710022389	0.186555953631312	0.159722856685827	0.514514771563064	0.784659665875728	0.686763651077745	0.781638354077627	0.777770752084205	0.505102073972477	0.23536333276336	0.706316208208441	0.805773825592093	0.102844617065182	-0.324528530276841	-0.002617031703262	0.210523720391712	0.359269078147005	0.386392430613504	0.534843347063789	0.528850100739446	-0.0198647730043387	0.413736367952668	-0.0104045418695607	0.642798563194414	0.115155342987282	0.319291815486672	0.129622487765913	-0.0969247331635447	0.357754686156235	0.359840129514454	-0.0651489207733814	0.403494048777146	-0.0980383530085782	0.43665798292005	0.584743794977834	-0.0189844104396545	0.493899406239361	-0.0989488670205853	-0.00722417936456546
ADCY7	0.832436457315555	0.734525014416737	0.32704650456986	0.721356447893854	0.683573480152246	0.773837445769186	0.540811650636007	0.669483074753364	0.537064137903132	0.370341239681653	0.26501163953465	1	0.618949090319917	0.529394141920153	0.726850710475146	0.792419161601329	0.775002455250068	0.838083036703055	0.663776516311524	0.489928306428391	0.752473430322079	0.220468794959603	0.727668583598293	0.386523435389062	0.731677965020461	0.554224782628125	0.448952833451985	0.51722025019589	0.839636527253117	0.591819516549	0.497501588437841	0.475714912994457	0.54033072238863	0.543508923179631	0.176069375858574	0.764890927989244	0.6976973661365	0.617100097320221	0.714380206382513	0.571837093859475	0.528283772044108	0.53977786270729	0.696242098249786	0.597967325784369	0.295287850417952	0.697344062215599	0.642237083047507	0.541934325059399	0.243393383549902	0.657114876439527	-0.015119926947352	0.485034438061298	0.54961624213508	0.698515032814599	0.469210100471561	0.085614431201366	0.679673124800467	0.031182978710995	0.513455722899409	0.590765600099032	0.769988569431656	0.437522685248138	0.313442322923135	0.517123823832284	0.537354547136922	0.703920615346737	0.167855370642008	0.219967723783851	0.512305456605676	0.234213070972283	0.664877647247976	0.15646116040597	0.488794320653919	0.691889097829361	0.124278935974284	0.576277468395618	0.0504486466857064	0.612879290205346	0.628967635507039	0.140754011045022	0.652157201162796	0.153805750780319	0.418090261715441
TLR2	0.648302379453154	0.552676821453277	0.230580003148054	0.674571186315175	0.464225265773159	0.780683889501021	0.526773941933966	0.509426222283152	0.532313506110195	0.738870215357808	0.607082127278522	0.618949090319917	1	0.552943933430861	0.718906451259085	0.813792960243346	0.693862343720493	0.715147747610363	0.666950407941724	0.585445235189467	0.570413820213808	0.312111592926345	0.489182784723096	0.419808081946106	0.768996498941586	0.527681527972324	0.578340844570927	0.720354055256087	0.590401723045097	0.664240545909508	0.593531793764427	0.548543470978118	0.554734741657159	0.594370927149701	0.276793865716844	0.630556122869614	0.787720799276746	0.729781241070293	0.652661544164029	0.524397136288348	0.597651949717012	0.539636368917554	0.600456741059603	0.683022766735992	0.610518681021777	0.494045914415661	0.549799822191178	0.52464408045311	0.595597115929459	0.732166583134865	0.386726485028158	0.715125350333318	0.687020369337343	0.570881463354371	0.803313227994132	0.461207951184591	0.441499930361873	-0.296772050488987	0.335942329981063	0.633822569338776	0.679202028275857	0.489819131153029	0.513688622550896	0.671960867066489	0.394302031290382	0.73917525181364	0.258761746932392	0.575011455713294	0.466552824592517	0.46774389809367	0.46161998936218	0.23218660817595	0.646193585730216	0.714758975566498	0.22515670358113	0.604645103199414	0.153011811988963	0.671346203380167	0.653644164504113	0.238373814590348	0.805162998206901	0.098337445422235	0.361348858561602
PILRA	0.616666155972027	0.570545554498315	0.334414159996603	0.501300708478744	0.418728679029192	0.641370928695799	0.367800452451066	0.419258879879029	0.404219644757163	0.477651636604813	0.487636494568072	0.529394141920153	0.552943933430861	1	0.624282288536889	0.664310530503091	0.531237841367073	0.449288453806933	0.521021121804911	0.58445282185889	0.539986540776242	0.322754513671029	0.463245887754786	0.36806000038286	0.508992564125422	0.586085054474662	0.191762899940735	0.349075670013392	0.518853155870073	0.670398134441107	0.542079611411844	0.0903060304959974	0.434792145892913	0.416748207951214	0.0318914288160823	0.565369489488857	0.5543190990054	0.592415814692711	0.576310010996156	0.532946993759468	0.535523472606528	0.126276510700137	0.539311708121761	0.530475231931072	0.469924418190154	0.382501016440632	0.342656319000417	0.427600246291141	0.425152419291523	0.563824503087257	0.295248387711184	0.567929328011876	0.397232415303176	0.508220576978706	0.485139067389625	0.287289466137693	0.202298593665471	0.0504594254061165	0.281770171621264	0.443768638603224	0.571956001506815	0.149190150058576	0.175896658521818	0.275776111843563	0.0355126050422409	0.445336077122707	-0.114143938943655	0.0958854912603853	0.0807426214036446	0.0597255203769323	0.218050503671936	-0.165910791187688	0.169390235411637	0.484118105936043	-0.198357490885546	0.561779012051128	-0.254865845962535	0.258655027220109	0.589875881524006	-0.118478167939918	0.573420316030151	-0.20733262947674	-0.0161785691810325
SIRPA	0.83283487279677	0.833047323337329	0.240612465858352	0.673884209579495	0.573213383110278	0.774361661412018	0.321179296140513	0.765282090382	0.676011890880131	0.520949304354713	0.459422718152047	0.726850710475146	0.718906451259085	0.624282288536889	1	0.807265135889346	0.808929310718238	0.80070711486229	0.829342505946593	0.632900625982489	0.807320316649649	0.469829535326293	0.637327495532689	0.539437431791911	0.764837088826698	0.69383406480002	0.457915220989794	0.594936348567924	0.802176062614958	0.694878383305061	0.672665930170882	0.454311230959553	0.621763155017465	0.698772282559783	0.283559810882149	0.81462410852111	0.823702419747184	0.816043300641566	0.623827569240385	0.70030495308318	0.482169390106203	0.508164061219088	0.757290815069417	0.587610078512367	0.496160584013189	0.635993056094093	0.577555940437731	0.673432359206077	0.481605101897993	0.75527733997805	0.229784925597556	0.635121774422046	0.679734840268295	0.657121010170515	0.620011314728218	0.283377955416235	0.623649710300722	0.0944682970515434	0.47581482422671	0.5721397550613	0.796117486634251	0.504973699009674	0.599442806645798	0.597696177768008	0.549460052577326	0.800408682979631	0.171516240950052	0.335515128119809	0.408212492087141	0.313247326911936	0.607175806455536	0.106212567885217	0.523371407570919	0.717870675813272	0.0742421831863752	0.729413073834912	0.00750516268221719	0.65292754015876	0.789385181746915	0.11241000319061	0.633219412612581	0.0952121259869329	0.323227221406395
KCNQ3	0.806988873713105	0.726078479500989	0.277169960338738	0.730482085737841	0.571839639012299	0.84643517496495	0.552063900635892	0.637903605458796	0.572362104481236	0.583605386151693	0.511032966933672	0.792419161601329	0.813792960243346	0.664310530503091	0.807265135889346	1	0.810843212394816	0.825575722668873	0.748057425096752	0.614042348009346	0.724649411354068	0.400378806192681	0.638635173419948	0.448360659309942	0.79557098839455	0.577480032641616	0.511663923298638	0.697593670062414	0.794356419401842	0.74431101067953	0.651797914097604	0.544593268974123	0.578961195370305	0.62319528005944	0.23153362011857	0.744302543261269	0.824413555702272	0.758895122657738	0.746376536264211	0.592151374526651	0.583729311845183	0.57394100435978	0.717826208246599	0.664361326551759	0.499402093799549	0.575760764341243	0.687768140793442	0.585574714818396	0.44299685840349	0.771034126391759	0.277824188983102	0.652991585086385	0.733630266435496	0.678300586974196	0.736743482965152	0.318333661148222	0.606051582417153	-0.111659456132218	0.481855942196365	0.674730079280628	0.772281900225651	0.496068485484775	0.478352124267887	0.645319265182353	0.4801287939931	0.805662938919843	0.220038819775714	0.439912521664723	0.494658872082735	0.378536355896612	0.606047729682158	0.174714096571655	0.598379921502059	0.806593077669232	0.171698335822674	0.633709436912735	0.103358577569306	0.69520353977163	0.708796051273677	0.2139001184847	0.780847660010453	0.130432884312164	0.416795115820875
ACTR2	0.850549088165705	0.805830583714742	0.164333405593094	0.809594526533798	0.575065002414673	0.81072285149588	0.552206922310777	0.728896690613121	0.627623957838655	0.511878250901604	0.382498620711404	0.775002455250068	0.693862343720493	0.531237841367073	0.808929310718238	0.810843212394816	1	0.800557350563643	0.771639380537559	0.648675339438028	0.753020279938849	0.345291039737984	0.700252265661422	0.486785078672089	0.885446650255248	0.459004154339715	0.658594437391091	0.81331262696334	0.857254015080081	0.74800706484355	0.622162749346301	0.651091512588687	0.696231726702666	0.625729551501602	0.454552492537379	0.780399463807034	0.864512634239371	0.716139181105861	0.733288901039115	0.600334922385055	0.465475145882055	0.742465019129152	0.686482730868673	0.641328687977766	0.516563145656085	0.648821770935055	0.796011132694654	0.560265441946451	0.36475684174216	0.720045660594198	0.219854170121358	0.626054020958789	0.650196778327155	0.767369250187814	0.708400418967586	0.198506158844231	0.808139606530822	-0.0835506925669672	0.572521800005092	0.73157390442062	0.780130664921686	0.679332234092005	0.542394950002591	0.724629125999219	0.660928261388619	0.84220600374004	0.46399926390053	0.471107995242811	0.691025397053552	0.544189197178001	0.820351121866031	0.353605003218071	0.692699177444568	0.888167985007005	0.355487020970052	0.624435229028741	0.241413095473686	0.752404832074525	0.697568177768521	0.339376411107906	0.710407681144546	0.362579337271568	0.574689991097594
LILRB1	0.865747663247884	0.769514750855513	0.333767366355234	0.761014266330363	0.725280611780801	0.812131070457456	0.525017332134468	0.69226996868028	0.560835632087551	0.460878730862235	0.285720469032837	0.838083036703055	0.715147747610363	0.449288453806933	0.80070711486229	0.825575722668873	0.800557350563643	1	0.682259388424991	0.43044412312236	0.768958310042556	0.351080424634244	0.813262397718297	0.378478449435943	0.741372381227319	0.470383577454033	0.504636259977906	0.596702241846852	0.857953580896813	0.583821301551978	0.519379829769812	0.543865425963935	0.559262235973027	0.654315719937925	0.311045653771985	0.78635401454377	0.743511188212089	0.61171536806885	0.700270309061871	0.616251273619394	0.434398266316951	0.607849830743132	0.745938686262505	0.573469635060049	0.292768464557035	0.706702304067589	0.672945763659677	0.54573967912177	0.253733451605673	0.634775170114866	0.00868110181512961	0.452640755401348	0.672630223366971	0.653852275282449	0.56194659034436	0.12864513407663	0.738197062949106	0.0402599612640212	0.458106084941562	0.655668663164429	0.76998039678974	0.479337332649989	0.376773636697886	0.546405546540466	0.615534925406532	0.766064558041202	0.175310638022468	0.322271722935399	0.566954485268301	0.285517373444246	0.720758056764887	0.179392830104216	0.572732726242317	0.796062768371629	0.155711616820863	0.584620170154102	0.0749661878018963	0.663719493545823	0.609854276084404	0.121786398533777	0.662806421641988	0.158820460308883	0.499957019883766
PLXNB2	0.743315749437782	0.70381930493985	0.166705434843516	0.55821241437331	0.292447278923358	0.642816936184199	0.212438133744329	0.782747130434358	0.55696562428982	0.480230869577584	0.500834776168149	0.663776516311524	0.666950407941724	0.521021121804911	0.829342505946593	0.748057425096752	0.771639380537559	0.682259388424991	1	0.69226618601194	0.79627691396455	0.354459729932932	0.526476711956944	0.648013812186567	0.706235285382444	0.616899073886837	0.448221990307697	0.607954818350279	0.740314284166834	0.647503569331616	0.740261636049401	0.546485963415776	0.622509532057606	0.60178249578068	0.29971387302317	0.750344320226341	0.826185357766329	0.815204834594339	0.453142031126202	0.704803542016294	0.440278801930608	0.501683332087086	0.722253950448731	0.612206478329689	0.472618905445603	0.51333025429657	0.511111615135205	0.751462381740513	0.542612746530164	0.72316756118176	0.308485632785774	0.731891632727298	0.71111758396903	0.580962158737196	0.604350473020207	0.374816428610477	0.554941509204928	-0.0612663022655497	0.343854070915107	0.508151738203683	0.707571102006245	0.550307778874525	0.628691814528775	0.661129830006649	0.533334804765246	0.738044899052048	0.237249006979832	0.402023716974787	0.418399080782533	0.399441001333808	0.533353820273183	0.14358368365287	0.543600181669898	0.64346453367872	0.135155736751495	0.667296942529013	0.0800436270621961	0.666865586535316	0.745478263079815	0.178120189559521	0.562700153191143	0.157708083803744	0.260782960565102
STAB1	0.616227240995213	0.575448435439903	0.174248082749402	0.542652120978482	0.156169013515612	0.584741080567721	0.326354608137611	0.618934448366826	0.434301751228875	0.623685368598394	0.81042225225011	0.489928306428391	0.585445235189467	0.58445282185889	0.632900625982489	0.614042348009346	0.648675339438028	0.43044412312236	0.69226618601194	1	0.602320401310808	0.459392872734012	0.316438690695153	0.672626589440767	0.637538489778742	0.6149821586933	0.587950370342602	0.614814740529617	0.547715246341303	0.761985258214448	0.767012219902651	0.365920485286445	0.583703424168366	0.484704669248306	0.367158886269501	0.583307487020941	0.815320510225281	0.828540933130482	0.39104842417355	0.610564541537221	0.637742368347394	0.311191762780098	0.561280712086415	0.74959050237223	0.673680694870764	0.387330696507795	0.374310583480627	0.607907466615603	0.70329775007342	0.817776752311124	0.625609860100282	0.819215420743219	0.517892078924921	0.487186671487359	0.6579772192052	0.534936699031781	0.325454133263242	-0.200613767954021	0.233769781726422	0.419550052810689	0.522019503485915	0.437360900852705	0.545794243891253	0.624283084405578	0.218842162953224	0.546582210408335	0.156930257459244	0.491215663798159	0.324528806887808	0.368547368319673	0.341828741696594	0.00257716066020702	0.387851929678427	0.523944152109899	0.023573254931008	0.548501713768174	-0.0583345694503672	0.526878669480161	0.744028737969762	0.0717399193717648	0.566635980943489	0.00197627567084738	0.0742510138655367
TREM2	0.904831547105205	0.852284648986695	0.430531149430182	0.581018004627935	0.501731404689843	0.755721110142145	0.189155669003325	0.799537084552821	0.520139727074557	0.300100955732062	0.425569332670859	0.752473430322079	0.570413820213808	0.539986540776242	0.807320316649649	0.724649411354068	0.753020279938849	0.768958310042556	0.79627691396455	0.602320401310808	1	0.452230886722221	0.690568870705601	0.728775868799889	0.600846975760784	0.583787854026008	0.374223601232241	0.418107724886665	0.86215450104527	0.578963459639067	0.788285553538876	0.439330990895473	0.546038349319155	0.750881456570956	0.311128855754318	0.932308256079012	0.792933051153746	0.713285678887218	0.460184100220135	0.894804649180659	0.440993901635371	0.395712650069956	0.885109734939401	0.64589603491109	0.270490157719196	0.709359198651167	0.548776928205753	0.796287490014096	0.374841429743332	0.611754758114367	0.139422178229776	0.567032496834951	0.596487572186813	0.653536025572818	0.493266338705201	0.396469839224304	0.662038815400188	0.29609638118995	0.308270347955211	0.440702662386974	0.765774165021914	0.424300656993947	0.432091005976413	0.433620673034399	0.439879686113499	0.644328664217471	-0.00100642063875855	0.202901066595676	0.300431840454245	0.104739896520887	0.578753421881328	-0.104460517563273	0.350146222590505	0.586410649090842	-0.148760495320071	0.619697910144328	-0.190573780740644	0.495016204128782	0.773036454735812	-0.0724902549538165	0.540966462081291	-0.0620282112295549	0.199625061316174
CD93	0.49873740036497	0.387738138416876	0.291062104091073	0.278432505052814	0.166193388376329	0.397984396742934	0.220110466945848	0.402196908227806	0.269608971444279	0.277470051678213	0.466565514934928	0.220468794959603	0.312111592926345	0.322754513671029	0.469829535326293	0.400378806192681	0.345291039737984	0.351080424634244	0.354459729932932	0.459392872734012	0.452230886722221	1	0.375215223037522	0.411978356853343	0.266619060894106	0.268668340603702	0.254646591620974	0.288590972782565	0.416196569185994	0.366696774927679	0.448556997416039	0.15442908130783	0.302535652604121	0.398064466402243	0.201189998252902	0.458301208871955	0.488130932970926	0.425684716547005	0.151421105353502	0.469027863420587	0.27900427788088	0.114018649337951	0.51772124743738	0.231339619839731	0.197225910253386	0.130395539591846	0.354226506308745	0.339344263578229	0.183926490568582	0.398000213306825	0.298451316583278	0.240191246422108	0.310545736985074	0.180666801296312	0.335230371631372	0.267882578673474	0.330547660600729	0.137410485990192	0.00597917829270677	0.196576721064488	0.319562952753982	0.147447609534405	0.272215654393351	0.228965661922946	0.139641039659768	0.244083623677601	-0.141871151425154	0.205191150681966	0.0847931588493617	0.0458107499561269	0.301134794206325	-0.189098014109372	0.184620400488821	0.309799380941418	-0.151631400842764	0.205881107491468	-0.1949181520696	0.193270159754768	0.330657815427609	-0.196406651642683	0.174597759430664	-0.116054244836626	0.0953783429592086
VSIR	0.869055591988291	0.700796844684003	0.408267348376324	0.739067141841618	0.718226160685577	0.722305976271302	0.605509122913609	0.625265846881907	0.530156436946824	0.313721368640712	0.100858740033782	0.727668583598293	0.489182784723096	0.463245887754786	0.637327495532689	0.638635173419948	0.700252265661422	0.813262397718297	0.526476711956944	0.316438690695153	0.690568870705601	0.375215223037522	1	0.272200868342356	0.546353052135668	0.312448560831527	0.335039290697965	0.415491554905414	0.801894749764367	0.517864703061485	0.386624506675281	0.274208205339881	0.476567904841819	0.507637986114056	0.26582129529508	0.701177324752066	0.542282061296136	0.389691054170745	0.642823289559362	0.554731965919678	0.264559484317812	0.387844548860579	0.638381796669822	0.398971938134322	0.0966352395335896	0.66330792269583	0.534296820661183	0.446971397518773	0.0218834913700052	0.380958825871741	-0.0934251834801095	0.281035022192709	0.446046370820239	0.549331500870881	0.342759085138151	-0.125498693537993	0.65091817877474	0.204628529160839	0.352054405028166	0.527631836339723	0.661112506363852	0.209189115398607	0.0812357451205399	0.261105671101069	0.41009726343651	0.496968946275854	-0.0169294855338359	0.0524725708179459	0.382530902318432	0.0584486971734081	0.643022358560661	-0.0118588206874521	0.304302836559144	0.684231141615213	-0.0403483624743082	0.438805821487253	-0.135381734619498	0.349153305863283	0.442173256155831	-0.136146469110543	0.416642101147763	-0.0349695238618303	0.332785682359417
ENG	0.568767815128068	0.485543105682769	0.364512463952294	0.244441794646317	0.0660945024691264	0.475416324324418	-0.0807324913641309	0.634083890895244	0.264656193129577	0.278177935201981	0.702792679922149	0.386523435389062	0.419808081946106	0.36806000038286	0.539437431791911	0.448360659309942	0.486785078672089	0.378478449435943	0.648013812186567	0.672626589440767	0.728775868799889	0.411978356853343	0.272200868342356	1	0.360144536518194	0.511739345548411	0.335183216715437	0.376918503096024	0.495799432148153	0.490098199344381	0.881764627423161	0.354115983616347	0.383856930725657	0.607050909035695	0.412247432183706	0.667414684416864	0.720004777851661	0.727986750160112	0.106943208315079	0.767936380870091	0.510973802123181	0.146324817647996	0.636806458884417	0.677692955437989	0.394093657149066	0.375976904086373	0.226998465085497	0.768208743983141	0.6267945389272	0.505937952193686	0.53034097972084	0.643032832532257	0.487270920203173	0.300489299905712	0.541100687559585	0.743046194161146	0.320442666055085	0.0788410708845371	0.0231556978583884	0.152561418737719	0.491571252733895	0.402481061518296	0.539747662827768	0.381361485237343	0.170142712031893	0.415342113429588	-0.0516036900211872	0.402331150009566	0.0680313581938808	0.139994066391782	0.265825764973559	-0.211465296172577	0.240416363888393	0.317602490082425	-0.215688591461007	0.45487403093751	-0.214320122041777	0.347946099690517	0.700145694841944	-0.119579592712319	0.336421670567227	-0.118513948991811	-0.0134356093589797
ITGAV	0.72321328456511	0.704630074699155	0.0687337521133463	0.796171725574465	0.59198157026862	0.791387095783385	0.56671842741461	0.617081743503115	0.663061928278178	0.650511657014361	0.428018031403435	0.731677965020461	0.768996498941586	0.508992564125422	0.764837088826698	0.79557098839455	0.885446650255248	0.741372381227319	0.706235285382444	0.637538489778742	0.600846975760784	0.266619060894106	0.546353052135668	0.360144536518194	1	0.597430858952782	0.699255560795317	0.858555577116784	0.724541168739042	0.721535155532576	0.532678571315494	0.695129012063349	0.645060133173074	0.569508873029337	0.367138411206965	0.688487207979965	0.839020306045612	0.766460742201813	0.751433639314978	0.472778509855889	0.542132052516394	0.787013243803045	0.572900712176913	0.636599746095417	0.653748810919195	0.578726263417586	0.759527770895675	0.51078917673634	0.485396079553371	0.752126929608883	0.266750163046407	0.658056991786608	0.630298565555452	0.758047370883634	0.775191733305591	0.241893162913871	0.708512506091506	-0.233761414409677	0.639944139804281	0.804747658027242	0.762523914651765	0.723602129088449	0.615269125787951	0.817547912486093	0.664857957225801	0.885823459296806	0.587339735314657	0.579553238984959	0.752156026736855	0.662436998674416	0.75023794821608	0.478834501038459	0.805287398597831	0.876546022355602	0.490829054125635	0.718987924988508	0.381675609243442	0.797788374379873	0.681493111292136	0.513798767699273	0.823593759637421	0.421677507631216	0.610535513589807
PLAUR	0.564488865601352	0.586328323884544	0.1608366031198	0.47494455984206	0.473691620503002	0.598187180837984	0.132426390273182	0.537483764221326	0.575794961490021	0.522030447295678	0.534389261567647	0.554224782628125	0.527681527972324	0.586085054474662	0.69383406480002	0.577480032641616	0.459004154339715	0.470383577454033	0.616899073886837	0.6149821586933	0.583787854026008	0.268668340603702	0.312448560831527	0.511739345548411	0.597430858952782	1	0.284790733470653	0.331174673508833	0.480081242929831	0.602017933620417	0.614620024354882	0.197138780198947	0.43674053653849	0.520528584282648	0.10292890154906	0.633929536898961	0.609071301579504	0.815496009454599	0.446668186647874	0.561869488789442	0.603344455038342	0.192850643732011	0.517551339426872	0.57828868252268	0.621350933587512	0.53348772242691	0.249862345180763	0.684280856795489	0.686144373997939	0.64569899789516	0.287846171760262	0.683961205188426	0.387365010868829	0.489449353225069	0.465795599856496	0.39544255760169	0.211116896848709	0.0657535353839061	0.41031557114016	0.397144219447434	0.65093542572346	0.335380729986026	0.46266675222229	0.399074613795763	0.186982523148646	0.576888904011723	0.0194179083270331	0.180799477261289	0.163841976051862	0.11674712764036	0.210207731713561	-0.0754164159680632	0.286380413675811	0.362686764973725	-0.122675968867379	0.832554573324104	-0.139749082617586	0.41057171004828	0.774076614156043	0.0452722565826197	0.583828989885543	-0.130408805573077	-4.32894605569902e-05
NOTCH2	0.475821555265201	0.402568358352412	0.0121062911931237	0.635833238720507	0.287870939700258	0.502537599838111	0.439891941875019	0.414574955302027	0.407565361163837	0.522773469072593	0.499838316265793	0.448952833451985	0.578340844570927	0.191762899940735	0.457915220989794	0.511663923298638	0.658594437391091	0.504636259977906	0.448221990307697	0.587950370342602	0.374223601232241	0.254646591620974	0.335039290697965	0.335183216715437	0.699255560795317	0.284790733470653	1	0.744109347537265	0.493290884748872	0.494593066566811	0.406325309455748	0.66794586609735	0.581324391467341	0.372745008680278	0.615054915354139	0.403638952923765	0.705450127559704	0.532277582050477	0.41547248680591	0.336384776812743	0.50972475707082	0.69591021519237	0.353462028532412	0.61744071372837	0.537010653524072	0.418859805475592	0.507320734044005	0.362464510024501	0.427550614312788	0.642459203537496	0.299127526172733	0.543878568347657	0.569635940490805	0.472994072105813	0.60660019165174	0.329557262190688	0.546263031286935	-0.3943984044571	0.372924497607899	0.532155301648851	0.439662969095841	0.64708330259533	0.569107853752968	0.778130900122504	0.457172307389659	0.695903357258001	0.574531562347602	0.662109991601945	0.736998131475738	0.686655228539582	0.608044276119871	0.483743665963102	0.695563492791119	0.642510803483994	0.547314717017517	0.400983186923362	0.420254308358142	0.749049028454753	0.480794018882038	0.47870744861645	0.582580817283366	0.418551421621077	0.574586086427753
LRP1	0.552022986349798	0.478695728161081	-0.0735201538860428	0.687829053459354	0.353363515243506	0.637668161113469	0.574734817408372	0.498833387510629	0.510110633725692	0.656699333687369	0.521028863506677	0.51722025019589	0.720354055256087	0.349075670013392	0.594936348567924	0.697593670062414	0.81331262696334	0.596702241846852	0.607954818350279	0.614814740529617	0.418107724886665	0.288590972782565	0.415491554905414	0.376918503096024	0.858555577116784	0.331174673508833	0.744109347537265	1	0.56882062213019	0.669353929027609	0.506653136706855	0.754904017855816	0.627371446656458	0.465882463384164	0.496037817233894	0.480740304696319	0.805715882550511	0.679352533071272	0.60193738340089	0.337904040179751	0.432906081044592	0.79033180313111	0.417013465647273	0.578451526494161	0.668378560746203	0.348827986656319	0.720388738263678	0.388304223549806	0.47910136325727	0.673101944644598	0.442698518883925	0.625707497868814	0.652020014085435	0.562799410872862	0.838027597618189	0.319278165876858	0.657879567439741	-0.470167771483723	0.475570369239448	0.720733137964918	0.569850265394545	0.751368680566549	0.663797561813542	0.866176327237185	0.608270366810953	0.815044625933652	0.660925149854455	0.780519968733027	0.743411208080081	0.816780495058337	0.723101797734214	0.554651316202899	0.845498567210211	0.840946758884271	0.626372220505706	0.495557202498109	0.496991422887837	0.801011479868027	0.520401152694517	0.583798883039285	0.70115341775588	0.534690249829147	0.673626316729743
AXL	0.928904620380817	0.829803214506897	0.396983688561603	0.738997583095418	0.655554705673436	0.794775591517713	0.476849957290885	0.793979920794985	0.534319768882746	0.321892506314468	0.276091617602477	0.839636527253117	0.590401723045097	0.518853155870073	0.802176062614958	0.794356419401842	0.857254015080081	0.857953580896813	0.740314284166834	0.547715246341303	0.86215450104527	0.416196569185994	0.801894749764367	0.495799432148153	0.724541168739042	0.480081242929831	0.493290884748872	0.56882062213019	1	0.615661001654146	0.635758568506154	0.483722665911339	0.639961064805321	0.66404276657138	0.415150005928412	0.869091192359755	0.773788631093941	0.64108698004365	0.6427131116264	0.691301334641696	0.49018055372387	0.579018450933726	0.819697770097914	0.583391219782195	0.248020610196992	0.743330626367942	0.69917081363694	0.645288288652696	0.215832101171959	0.616759904712334	0.0372444628681962	0.474906165612489	0.554132850297468	0.69608257699398	0.493631726036248	0.148506449991026	0.802867426227984	0.191062099037672	0.504568655839679	0.655185229382167	0.815986909108958	0.495297795473658	0.381339255441491	0.507382536846169	0.592510785129476	0.707194069742742	0.190651080030094	0.228671779107868	0.520125838495745	0.242963184920966	0.767543897572182	0.0900896864927874	0.481110820085543	0.771648499763395	0.0808841464037328	0.617133350481983	-0.00839813182983516	0.59773508939882	0.672871463822176	0.0561895404906013	0.600831630711547	0.144785965832215	0.44223959089358
SIGLEC10	0.704406793454399	0.686711933974139	0.0622744357743171	0.760320318617361	0.509548552729749	0.814322893762226	0.552438640628524	0.631295233546321	0.706650494869556	0.712062385702528	0.592192239615851	0.591819516549	0.664240545909508	0.670398134441107	0.694878383305061	0.74431101067953	0.74800706484355	0.583821301551978	0.647503569331616	0.761985258214448	0.578963459639067	0.366696774927679	0.517864703061485	0.490098199344381	0.721535155532576	0.602017933620417	0.494593066566811	0.669353929027609	0.615661001654146	1	0.622172419509139	0.270497490934787	0.495708462577342	0.563389754703533	0.208165638707521	0.647849584650712	0.748602931497821	0.769390543105861	0.74146163133933	0.485254116031885	0.517737734135686	0.341699959384333	0.49652786279964	0.666403760664626	0.76117676272445	0.557252310089927	0.576962660137154	0.509268612057342	0.58653260789611	0.739371123871787	0.540188667413962	0.770545370495364	0.482048793961006	0.683306194973189	0.743762090454434	0.254111267198797	0.382956391936919	-0.225455174132979	0.418082357569519	0.639923086741679	0.640289536345693	0.369048225919666	0.430279733549552	0.488286491096085	0.284685762184061	0.628441624760391	0.165821073513147	0.34758063184441	0.314654928273521	0.282320351621539	0.40983485757251	0.0180232462793702	0.371283174373607	0.672932518238355	0.01970598216376	0.603577734700984	-0.0714148672152096	0.518308787670354	0.766368649486796	0.12474281405821	0.675294500416128	-0.0188588937323145	0.146036781581707
