""	CD3D	CD44	CXCR4	CD2	CLEC2D	RPSA	PTGDR	PTGER2	CD3G	ITGA4	CD8A	CD8B	SLC16A7	GPR171	KLRD1	ACTR2	ITGB1	NCL	CD96	PDCD1	CD69	SELL	CRTAM	CD247	DPP4	ERAP1	CD47	SIRPG	LAMP1	LRP10	TRADD	TNFRSF14	CD46	FAS	RACK1	KLRB1	PILRB	TIGIT	STX3	CXCR3	LAG3	PTPRA	VSIR	ADCY7	CD226	TFRC	S1PR4	CCR5	CXCR6	JMJD6	PTPRJ	TNFRSF25	PTPRC	CD74	CD63	STX4	SORL1	TSPAN5	TSPAN14	TNFRSF1B	F2R	CD81	CD6	MCFD2	ATP5F1B	APLP2	PTGER4	CANX	SMAP1	CD4	TNFRSF1A	HLA.DPB1	C1QBP
SELL	0.65364278165936	0.562907028806766	0.534805463519192	0.614520920815857	0.484578204319039	0.787449662357056	0.134339142784671	0.575247188258245	0.640056440540915	0.409319388031352	0.019345257729764	0.350703677337361	0.568766302458941	0.555462470466963	-0.127374645226047	0.567036267355465	0.611482264165685	0.586843427773971	0.596465157374726	0.192756463658903	0.420790192036542	1	0.434441071049933	0.6551667644621	0.540509065223512	0.286288909057034	0.886367484532366	0.521999935985536	0.667389717015657	0.591681956543161	0.536199692099717	0.551372830104719	0.693543887016533	0.391227049017172	0.821918094672025	0.415590797949499	0.0914833275122047	0.0985245747170609	0.322103977757853	0.545884975905103	0.509323022010324	0.323408261726121	0.622047136482878	0.0904870460391517	0.598191361740217	0.484435231269982	0.503661466880962	-0.286339912830127	0.0294227721303988	0.659481847890502	0.251829681127871	0.387946485199846	0.456447264478485	0.409472893518804	0.625674212185592	0.739343343528896	0.241347597730869	0.368754751717552	0.217109985217706	0.459778866620936	-0.108477193750082	0.449954567828391	0.186407212096641	0.520667180967757	0.681710671417525	0.404077911419087	0.461653440694928	0.34664963030193	0.753930118546207	0.510267377768157	0.222466394077432	0.382571662721627	0.708496224611095
CRTAM	0.528221462880803	0.278570099432258	0.221405039356103	0.439834521707818	0.160310820295716	0.567554333905801	0.226526373823801	0.352891696493785	0.38701345440485	0.406518565330085	0.326783672536415	0.61577944331716	0.239895646187986	0.349990353389183	0.185027056530978	0.32023345666726	0.251552959058945	0.228626324751145	0.55578875814415	0.520786431903339	0.263119792301388	0.434441071049933	1	0.648584597794576	0.0313965188332764	-0.165336059374773	0.432881150458888	0.449178920950925	0.465136148393142	0.374242885512737	0.187121686917961	0.133531153797955	0.325931921512552	0.178277335266252	0.425567761900549	-0.138474812093339	0.148921150650549	0.370223473436907	0.173086332315907	0.480314471133457	0.329913177165114	0.029018252503085	0.452864013587891	-0.240065486957707	0.0372522675938836	0.176670930415962	0.384030637130057	0.0971005320124187	0.174508871914097	0.395034416172822	0.0984204450705147	-0.190377390125627	0.271857656949262	0.12654491152437	0.28612811785549	0.360267502245641	-0.00493171816995107	0.299048831014874	0.0251892356487759	0.135255809651835	-0.00683242282081737	0.105908079776282	0.0539388087612454	0.0923185299272681	0.321187726639165	0.0535657167496286	0.104816741145126	0.0227224234350302	0.353965301361482	0.212135020844168	-0.232990938220581	0.184964049973443	0.300995693416429
CD247	0.893268731314578	0.333819229788642	0.558689787655281	0.884251574439272	0.545734001170357	0.757062771454111	0.473898640481493	0.773422413659332	0.857583825909195	0.515834363236831	0.378610712595161	0.761113709573112	0.653916056768064	0.769325640388889	0.260921159459849	0.240955410318359	0.205165878658454	0.148547970014784	0.912581092842894	0.508667414234996	0.418015144851886	0.6551667644621	0.648584597794576	1	0.495019054462257	-0.0497204980104575	0.674946345882711	0.774574762668455	0.276014659878734	0.158850782500844	0.673817424114732	0.474763918384495	0.449324388889478	0.311208416018538	0.663639611126682	0.501371548164015	-0.241250335418141	0.24187971325995	0.398979030412621	0.743987491075971	0.605179170440081	-0.206674959771681	0.305727578259389	-0.253172756664792	0.507191279892546	0.145287169755698	0.790410269469933	-0.0226257228735678	0.203626836852175	0.4753657165375	-0.249385363274443	0.405358980488004	0.38706094792215	-0.0542128702053765	0.14999711436568	0.3995876790711	-0.275538885038528	0.176032048659547	-0.124269055405263	0.229743903229987	-0.441653661141259	-0.0836690155444724	0.41982151903776	0.035056824902641	0.265112584737488	-0.160781615547092	0.328217227812396	-0.19122833047756	0.542964951275545	0.320982242056805	-0.243458926339675	0.0226360331090153	0.303870102862971
DPP4	0.736165789125586	0.305250290588295	0.725079179705798	0.69428966781487	0.83107078271997	0.649782030822021	0.385952067964971	0.825587641581063	0.770856115576865	0.509793143689339	0.0121641547004537	0.204892223883468	0.685433754604101	0.751969568262709	0.0290920570502265	0.344726367610154	0.231427071204741	0.345606822024521	0.612726754746302	-0.0974469264537946	0.669566803861362	0.540509065223512	0.0313965188332764	0.495019054462257	1	0.255426781340808	0.560701551718249	0.387368829890038	0.0765243998455116	0.0677403823934233	0.734572925365245	0.715002025668557	0.60061909570679	0.254852169425823	0.616171145671762	0.82264768236636	-0.388339224114874	-0.271617894183195	0.679461224955763	0.428207706515293	0.24151334799722	0.0265025404533931	0.15447332930799	0.0324806879255175	0.869498240123484	0.314012220601379	0.480245642233615	-0.524063042649932	-0.368099424253688	0.513127111378805	-0.246492000623142	0.885181132645391	0.522831634380098	0.058990365560378	0.205979759024704	0.395346008510053	-0.0800575788329101	0.24068914221012	0.106272347289403	0.427950148333539	-0.565746055113379	0.00311304029520488	0.386134089352562	0.207592602467403	0.299927833909406	0.0456164402496311	0.717695780642377	0.0321927470594585	0.530640876187749	0.659138972229993	0.0401058444040304	0.0812354740678288	0.421410436519069
ERAP1	0.0692386497617181	0.686557859890848	0.362185754904773	0.21919510798636	0.472323004032744	0.198919537623482	0.250419039498513	0.00650472604839458	0.133722632231992	0.304210732198567	0.190707581374955	0.00951042023639523	0.296635562764304	0.103249791472526	0.340751191241337	0.692673981775525	0.732575731084248	0.782644737123645	0.0726629668405328	-0.190180427065367	0.274682101334373	0.286288909057034	-0.165336059374773	-0.0497204980104575	0.255426781340808	1	0.420508426478255	-0.0795650724895579	0.358083138734256	0.468638678546391	0.174086039135259	0.526235476212651	0.407668306531917	0.369420433924085	0.361434151408102	0.20532100829531	0.440364208590897	-0.000977891619504194	0.563422911236684	-0.191852759954757	-0.048832119391506	0.766056248993824	0.499237470385863	0.737719606314331	0.487731089473355	0.710525899120242	-0.0108418306493789	0.061866806661791	-0.18374697715346	0.561757658562114	0.640348454934156	0.351521470476187	0.67350798722611	0.738882365771614	0.681706668347089	0.501657107157194	0.583744382526704	0.582316482937669	0.78795802405722	0.737951182525299	0.371670806576426	0.716987359208206	0.233834020634317	0.72985233413112	0.636949795410363	0.699002349290108	0.437214216319615	0.707574165822798	0.434267177377629	0.555123319159443	0.768076333763243	0.720100020045875	0.614170180032846
CD47	0.703574128659521	0.674142491457547	0.590038312593479	0.662804929859302	0.616111428086629	0.844677768145457	0.249365568847614	0.593308347904917	0.712821190265931	0.500609961385258	0.151006205075138	0.407083899443767	0.522746923843633	0.530766597666129	0.0795196490391281	0.687224432301912	0.730795808977876	0.703580585544411	0.655494638031297	0.16725877690992	0.509842984706779	0.886367484532366	0.432881150458888	0.674946345882711	0.560701551718249	0.420508426478255	1	0.477297066791147	0.734121556187335	0.531267595818819	0.570205657555892	0.586228129212014	0.808720940143532	0.543422589465564	0.882310792400512	0.422200210262972	0.156869108721026	0.162226349883295	0.458598197769067	0.458422620192132	0.473015824144482	0.444769330416629	0.656640180911781	0.291917016131978	0.671944641324847	0.670784866909107	0.632414906643405	-0.229519786287695	0.0799002351498524	0.752308346444796	0.336018498970623	0.495867286973371	0.643201155997212	0.485389828616472	0.692299022839002	0.815343683073727	0.346606989436971	0.531572633733409	0.401575686098858	0.594996593809151	-0.0804543488214328	0.508221653087619	0.197625678774871	0.650196893036742	0.737162226354906	0.48355557968187	0.49187091742432	0.468177380571385	0.835627388899321	0.584145797040952	0.350513043354833	0.496308794305228	0.79217020605596
SIRPG	0.756726541155477	0.23924830319028	0.5087890146086	0.645128733505404	0.315764724739237	0.730133018575278	0.12914308382051	0.733693055177236	0.625046970083789	0.160448739653258	0.312736481759568	0.71585631247555	0.412289666152773	0.803835905420011	-0.0235080288733257	0.261903788959745	0.146724845714747	0.127665094978827	0.735317136391434	0.349818666060724	0.355027084768413	0.521999935985536	0.449178920950925	0.774574762668455	0.387368829890038	-0.0795650724895579	0.477297066791147	1	0.289475261071213	0.0965012323425433	0.693815071193096	0.522186280719331	0.306976552055339	-0.00686717492711498	0.686541589250972	0.452259930684009	-0.297508670476608	0.288477484028001	0.268699121024921	0.829990007646343	0.428964694355768	-0.17349522129966	0.390261267527175	-0.290265177487085	0.414137537182639	0.215434674403112	0.832240036540912	-0.118564351207822	0.123627275485908	0.43703016860171	-0.22127844205136	0.320412216564172	0.0798561049339711	0.0557910737165863	0.209215976911984	0.456232488910817	-0.162111686619629	0.31407942201615	-0.227167247946732	0.343754794192696	-0.409593074267019	0.0473684692877542	0.355784816272324	0.0725990554485842	0.36063350495402	-0.0370695569487921	0.310983124311083	-0.100589020421742	0.64487232738182	0.289700512821047	-0.0437636526111657	0.0968045438481901	0.369185839573231
LAMP1	0.241127125378376	0.565595801865244	0.329742430358971	0.130575304442571	0.113775748609327	0.640239058568841	-0.138288603792222	0.184073564228691	0.168182490537312	0.114528227587752	-0.058863900824911	0.151555216585614	0.044164186273479	0.127821068974804	-0.0978841648578796	0.750531684875547	0.815038827368748	0.769687234432294	0.20238848017584	0.126066059171804	0.376931865050067	0.667389717015657	0.465136148393142	0.276014659878734	0.0765243998455116	0.358083138734256	0.734121556187335	0.289475261071213	1	0.710536389883936	0.179029974990544	0.201446373393808	0.619132538411307	0.381880588183785	0.722001665687682	-0.079315776850041	0.458039315867016	0.224569523883782	0.13841237020859	0.209602901917087	0.136293525509075	0.693038192275681	0.866786422409872	0.401150596042372	0.264721089537343	0.750203466936666	0.31344606181557	-0.17896792556975	0.141679697362144	0.717321476674762	0.715687843263918	-0.0258223451136796	0.366204344937122	0.74675981432112	0.863828405686329	0.860498155283766	0.722083674099912	0.630245381394929	0.53534647294313	0.567927450265593	0.300577726962783	0.807535346511128	-0.139516636414626	0.785632757975782	0.847994551796247	0.787661389850031	0.324673743026796	0.746839532744181	0.747037757127886	0.489085686805469	0.59160965267253	0.694700594907914	0.844393285371501
LRP10	0.0697471112607165	0.534794486318232	0.433546730413921	0.170964738907068	0.124365715510549	0.40030169748074	-0.00279832217718254	0.105949112138418	0.0881306360568823	0.292110982818813	-0.195929096219373	-0.0169853070669727	0.310650189050771	0.164272321641663	-0.0748590867806586	0.623260809576751	0.730978812153526	0.698964786073356	0.171978585622192	0.261397498399602	0.391929285304343	0.591681956543161	0.374242885512737	0.158850782500844	0.0677403823934233	0.468638678546391	0.531267595818819	0.0965012323425433	0.710536389883936	1	0.210577461257998	0.139039049465672	0.377622948452083	0.244382516375645	0.499354775272203	0.030344108168217	0.502217263050433	0.0782634420398754	0.272102126151667	-0.0254839378981863	0.137718355458401	0.689124981020241	0.753740596519919	0.297647689047406	0.165602264500776	0.560580290408281	-0.00963062406880787	-0.0370660324385737	-0.178552038348391	0.628339822367081	0.62158357700326	-0.14218871680179	0.35266484219854	0.674355014942834	0.729882316450989	0.621414992107552	0.506064185544308	0.365263284548716	0.629598256960485	0.442394285981768	0.337708559332114	0.725197081812759	0.161296196650076	0.641238896436236	0.725463990832133	0.678451320782154	0.419194880410773	0.607880339201406	0.409582646978166	0.518768353794816	0.50322878527526	0.603909270388089	0.632592663420929
TRADD	0.767693608292174	0.305368216786106	0.862112483761549	0.776350873590025	0.635674974942148	0.711937812619103	0.474701227256144	0.852005466729758	0.812517110650577	0.413939058862043	0.103505851630146	0.403685492617546	0.603499460553701	0.864044345943469	0.0934081377232736	0.277315202855367	0.250205222453412	0.24633206533169	0.783653375990157	0.339253889390778	0.655763722028643	0.536199692099717	0.187121686917961	0.673817424114732	0.734572925365245	0.174086039135259	0.570205657555892	0.693815071193096	0.179029974990544	0.210577461257998	1	0.608911348716082	0.382664425382773	0.122949715448607	0.719421447544291	0.866173010288403	-0.381166968324442	-0.0308660585550023	0.606283284784654	0.605721921259137	0.447230031131611	-0.068991272066636	0.315131515031462	-0.149329992250994	0.693900725494676	0.264060238617889	0.749502178792907	-0.3085892979154	-0.117703466933862	0.560458262012335	-0.290189627312478	0.637545878287984	0.333007325023329	0.0637391082595443	0.175490678975214	0.391060053856696	-0.217579148728708	0.152683262955915	0.0866974898648101	0.397168980448528	-0.511773282333127	0.0283030803602441	0.685949320961234	0.125241090870535	0.317655748110668	-0.0267880683867783	0.605134349584267	-0.106700761999759	0.559915348562442	0.565472536604503	0.0495830487591048	0.0867461634241114	0.37502204063104
TNFRSF14	0.735827257603485	0.597722579403033	0.548826737574719	0.688780739644312	0.78110526667935	0.640509571377625	0.266123820797584	0.620224899853319	0.689516579015307	0.5131882701865	0.459637734286881	0.479921336900643	0.603658742707472	0.671887958724958	0.0826493512079627	0.598987789032143	0.411979225412427	0.522429123384264	0.59048235434334	-0.128484445625643	0.409181813643107	0.551372830104719	0.133531153797955	0.474763918384495	0.715002025668557	0.526235476212651	0.586228129212014	0.522186280719331	0.201446373393808	0.139039049465672	0.608911348716082	1	0.643408976342984	0.186711541545732	0.657661993850528	0.570526758116405	-0.0578042387035828	0.0824108157454693	0.645174515526309	0.558497468741921	0.382038924207672	0.214095658125276	0.412357019170069	0.204298114155034	0.729958233333099	0.509559804501765	0.548791339697173	-0.202958029292748	-0.146264240413979	0.536927019809507	0.0629170452516886	0.707063927176693	0.626772321820297	0.364022757193474	0.423958591633512	0.519727471234108	0.125990906405303	0.574501022453015	0.188499510546242	0.720287619434766	-0.174582713772528	0.280976423089597	0.407678231760383	0.378645972704472	0.533430813910311	0.239570581741766	0.514988049842484	0.239181133024857	0.686684228698606	0.566507106828678	0.271452894963234	0.432250744608592	0.559823689937235
CD46	0.603817101582785	0.500735798917552	0.493908533616793	0.465128292525168	0.651098297992838	0.77059268740593	0.0312189227422572	0.527952544052188	0.556105856686912	0.527651711452731	0.0727683052663244	0.21524341872047	0.511282225375858	0.405112198936893	0.0492659863228735	0.724421586276184	0.638015992014074	0.717333181276906	0.457216408699086	-0.294883863198163	0.582934567938372	0.693543887016533	0.325931921512552	0.449324388889478	0.60061909570679	0.407668306531917	0.808720940143532	0.306976552055339	0.619132538411307	0.377622948452083	0.382664425382773	0.643408976342984	1	0.420336167610181	0.769403879367695	0.351032760930135	0.120441255950196	-0.117042376905989	0.506017893488952	0.289795681562833	0.140156882594142	0.482572974710385	0.547858425200985	0.413636819031843	0.713194823438126	0.698046168946253	0.492792086358285	-0.444082009041839	-0.230897269819638	0.74170120252686	0.331685920657925	0.559962230904829	0.703026243045645	0.514798816174959	0.64671487010672	0.776673147189294	0.493556965138356	0.573847345985314	0.434369151649689	0.693266809087611	-0.183372064625728	0.468724356292726	0.00145175979216152	0.649638423242529	0.672758476872795	0.503594370112808	0.57993406266722	0.530024785709962	0.763246291317973	0.66912770748084	0.379675043131988	0.550241887122715	0.776574960285657
FAS	0.317890805860068	0.611206753560776	0.297444012146769	0.399167887913076	0.501455929490541	0.294878132706056	0.433930888059314	0.184352666819398	0.440726425036128	0.614336860440776	0.301997451414771	0.244234427718558	0.239716769288505	0.123076062237449	0.548260456536937	0.319024185945887	0.575866425706804	0.384832468536904	0.39641939375556	0.0189140286450517	0.349401035474634	0.391227049017172	0.178277335266252	0.311208416018538	0.254852169425823	0.369420433924085	0.543422589465564	-0.00686717492711498	0.381880588183785	0.244382516375645	0.122949715448607	0.186711541545732	0.420336167610181	1	0.340122483201932	0.0520338463207612	0.264463392023023	0.281536552634359	0.214710424203042	-0.0104803470356774	0.224025993150599	0.28636398724044	0.284822393281014	0.431713730553424	0.365664436441913	0.318815687464362	0.133875315163766	0.199546172116993	0.220374107179082	0.287242555892564	0.290277974196952	0.257754284257676	0.675365687187988	0.259421995740056	0.316301364773629	0.336752372559296	0.219641644197377	0.241647696577794	0.407261265949869	0.245948851645217	0.139294378500907	0.263792367122371	0.179246278042358	0.330331240450327	0.248866862109421	0.243826195565886	0.322175615183295	0.258069700035587	0.332167398953693	0.34006118487467	0.214190983870579	0.311781210340129	0.337767237685909
RACK1	0.749354382276419	0.566027906813498	0.720513585428794	0.626550703635092	0.579903556150329	0.961639798612572	0.127461287436179	0.733015311750562	0.683244694034233	0.370246141098012	0.0690414503060677	0.404009936820465	0.46239173951111	0.668369709029365	-0.0361396441631578	0.723299293148341	0.683034885349586	0.701703680302889	0.65636637717893	0.144160843356376	0.656872672765559	0.821918094672025	0.425567761900549	0.663639611126682	0.616171145671762	0.361434151408102	0.882310792400512	0.686541589250972	0.722001665687682	0.499354775272203	0.719421447544291	0.657661993850528	0.769403879367695	0.340122483201932	1	0.529936794040535	-0.0204404836741658	0.0716990186633193	0.489811453568693	0.59210973359938	0.357459137524612	0.406337220806754	0.746513196025588	0.179221259150597	0.725645546973107	0.702718624403292	0.74349581741826	-0.42442094008008	-0.05889704085112	0.867997752650654	0.251960326785101	0.52969525158458	0.505899844966657	0.545183788638347	0.716925600236073	0.889463215790107	0.340894617969105	0.592266970811573	0.326226368344692	0.699985014715988	-0.219130199091486	0.533447228862649	0.246950416148739	0.64809006612904	0.801893454955852	0.504613756593912	0.62224104050859	0.442398421993671	0.943695940636291	0.684827151088033	0.391367715701398	0.552115733224215	0.863007969983152
KLRB1	0.627721831351799	0.107256201050512	0.748627959955644	0.673994803866041	0.664933355700844	0.509181781435169	0.397822175482116	0.75356766153649	0.714427292917708	0.322789791663148	-0.106656950915686	0.110574331097123	0.664999978969013	0.728465174873358	0.0336388670204123	0.114577128667954	0.0652677077621095	0.13383015128669	0.576573101840696	0.0938106157646778	0.560991748989918	0.415590797949499	-0.138474812093339	0.501371548164015	0.82264768236636	0.20532100829531	0.422200210262972	0.452259930684009	-0.079315776850041	0.030344108168217	0.866173010288403	0.570526758116405	0.351032760930135	0.0520338463207612	0.529936794040535	1	-0.507964045560969	-0.399271222144857	0.598079837762086	0.404313031207838	0.317370493658918	-0.125264667979762	0.041517956743756	-0.0969432579578744	0.784444528592294	0.11440473092068	0.54943932575281	-0.467144718649067	-0.324928120899745	0.445400833885406	-0.399953573501131	0.815767432156477	0.272515652262739	-0.0806257483664935	0.0276836083773685	0.237498954247462	-0.280585085127715	-0.0638902746868036	0.0268519448918964	0.310479704466097	-0.64837836957479	-0.12069612614299	0.624615997218344	0.0557404161373138	0.143707299982533	-0.120096687045829	0.610467870651711	-0.174001487893001	0.377913516576293	0.482973674965153	0.00318842038691778	-0.0813335669291379	0.230135224608731
PILRB	-0.293881720955209	0.34791965386631	-0.272581054424923	-0.227787309916835	-0.199752661683542	-0.104686910825786	-0.14562687456526	-0.470363658798651	-0.291309970362541	0.045703837388844	0.169106095068035	-0.00522298211866425	-0.222038831966673	-0.368053592624248	0.101574728328295	0.363724887194396	0.470933655086515	0.418947062811483	-0.194583882905254	-0.0387967233805612	-0.243396801013087	0.0914833275122047	0.148921150650549	-0.241250335418141	-0.388339224114874	0.440364208590897	0.156869108721026	-0.297508670476608	0.458039315867016	0.502217263050433	-0.381166968324442	-0.0578042387035828	0.120441255950196	0.264463392023023	-0.0204404836741658	-0.507964045560969	1	0.300182375805217	-0.0765746433155191	-0.388353649870435	0.0246961125130966	0.609638463682949	0.414126436914161	0.508291140381796	-0.241285192339128	0.415369074932981	-0.248934283686848	0.390425888111608	0.128521762445122	0.115838230144441	0.718361681945439	-0.429124898362115	0.259449225061262	0.51832317103169	0.480726440627223	0.276499585515644	0.592462940921661	0.40906807990584	0.511755607432245	0.239051057829832	0.654780143638156	0.580100105100959	-0.213712411942313	0.450039596400702	0.378453432005729	0.533780099143191	-0.235688970189558	0.590345270037287	0.0516925797055547	-0.0321121431947675	0.45406529639165	0.507953251608027	0.276461429106982
TIGIT	0.157920368601463	0.501302353502885	-0.1257594602194	0.2034511956331	-0.0378230567523067	0.0580812472239995	0.19901916638122	-0.0807525058396041	0.157743361480561	0.164140935209995	0.67720801238797	0.623965548339925	-0.148470034892016	0.0675524634164537	0.183248036610138	0.129473340092433	0.222195348494685	0.0339132490361064	0.305827240088712	0.380174897483266	-0.251984726170677	0.0985245747170609	0.370223473436907	0.24187971325995	-0.271617894183195	-0.000977891619504194	0.162226349883295	0.288477484028001	0.224569523883782	0.0782634420398754	-0.0308660585550023	0.0824108157454693	-0.117042376905989	0.281536552634359	0.0716990186633193	-0.399271222144857	0.300182375805217	1	-0.207421071916908	0.324308185330456	0.371287689348847	-0.0122667647351507	0.234939613413559	-0.0510852412060281	-0.298607457828937	0.101438111560702	0.172223066424528	0.678407581326237	0.633816261063487	-0.162525356572681	0.170029540068136	-0.343230577256149	0.127025025476677	0.0854559747874712	0.0940703246490576	0.0362146858951432	-0.0347940106429948	0.333523070825808	-0.0610526484761713	0.0230274314834824	0.484302462429688	0.142577413918991	0.112438364173008	0.00776334817484201	0.121274634039848	0.0181793210452333	-0.278779488611875	0.0342814841324673	0.141837428962343	-0.183668571237141	-0.00538903250989832	0.16361756015152	0.0418031309892596
STX3	0.542364275570071	0.465217013751087	0.775915641936358	0.622735648293752	0.784159005049325	0.511163228225314	0.568440847559806	0.600416633779255	0.563205645037014	0.57401811868184	0.234473253441006	0.276882191059415	0.690690705484936	0.631739436227519	0.39986962647066	0.586618532331919	0.421080040071779	0.547780139351244	0.531681286786761	0.033613546120993	0.718169967885994	0.322103977757853	0.173086332315907	0.398979030412621	0.679461224955763	0.563422911236684	0.458598197769067	0.268699121024921	0.13841237020859	0.272102126151667	0.606283284784654	0.645174515526309	0.506017893488952	0.214710424203042	0.489811453568693	0.598079837762086	-0.0765746433155191	-0.207421071916908	1	0.182959720509772	0.0446391367014463	0.30706103155915	0.383806816416764	0.350737567036716	0.668721758512023	0.505630584670183	0.38495834861082	-0.161223284061299	-0.355855029101513	0.640419352665302	0.0825451274458599	0.659017062714692	0.718464890673578	0.355114395404913	0.35205344663811	0.398653315395006	0.14704353323051	0.460869468897804	0.534266898438171	0.661292846416898	-0.245999967232614	0.244470717619799	0.475468131296579	0.341419870384081	0.420666292494589	0.247875166354755	0.741550728023125	0.244388548329789	0.440016266025561	0.827985964326876	0.331051437067011	0.391021896831264	0.44978442679775
CXCR3	0.77620494297613	0.295565088073062	0.416908793243364	0.647070728669467	0.390654798388101	0.651080110455403	0.1891280398012	0.684952856707465	0.669258897810307	0.211575833461065	0.356854057478769	0.647593700788443	0.385908800105299	0.690640591093708	-0.153397274765575	0.206511762749501	0.0593762152639552	0.0434374662365387	0.655560820759331	0.404029325065293	0.25118466879313	0.545884975905103	0.480314471133457	0.743987491075971	0.428207706515293	-0.191852759954757	0.458422620192132	0.829990007646343	0.209602901917087	-0.0254839378981863	0.605721921259137	0.558497468741921	0.289795681562833	-0.0104803470356774	0.59210973359938	0.404313031207838	-0.388353649870435	0.324308185330456	0.182959720509772	1	0.579904325215574	-0.306365601643259	0.313923551084248	-0.427893495170737	0.352119028742938	0.040023214524699	0.687250797972505	-0.107370193615057	0.281175901081644	0.298987395526594	-0.251535732998307	0.345564046596493	0.0784967288059022	-0.0570992872108981	0.0959732240290251	0.315984168381603	-0.270947757328172	0.233610711887255	-0.372653173200724	0.248782898722203	-0.288727099855195	-0.0727707672293496	0.375043512697173	-0.0575970029329956	0.255558755713369	-0.150208670656221	0.264054615037861	-0.220375336098599	0.575590078976593	0.217118196670877	-0.22249233681683	-0.0163855321529031	0.264296174692162
LAG3	0.58381196990978	0.308222976867209	0.173982074034612	0.63507029815896	0.28584874146951	0.351254346693135	0.243408958520394	0.350897396916023	0.610696707449038	0.279041654086367	0.407026136005017	0.526795213018701	0.339235754728442	0.428358297149157	-0.083544288638809	-0.00203724492104101	0.0441613742097901	-0.0468539457680376	0.580918741646811	0.530085506812992	-0.109303708630405	0.509323022010324	0.329913177165114	0.605179170440081	0.24151334799722	-0.048832119391506	0.473015824144482	0.428964694355768	0.136293525509075	0.137718355458401	0.447230031131611	0.382038924207672	0.140156882594142	0.224025993150599	0.357459137524612	0.317370493658918	0.0246961125130966	0.371287689348847	0.0446391367014463	0.579904325215574	1	-0.239519881643408	0.200547446937213	-0.331508448730973	0.178315182926638	-0.0987182391873424	0.451943087601917	0.218681127556756	0.372752644265196	0.0782213145475792	-0.173834740567872	0.12564192649757	0.118379812870068	-0.146503923531226	0.0196420735937163	0.134594628971298	-0.363366274253105	-0.0292182774060115	-0.270371786270766	-0.00516692776886434	-0.0884746941852693	-0.0995493746844328	0.534244059627443	-0.108518443337917	0.120496806475704	-0.213621972968294	-0.0848715795901716	-0.25290552374394	0.25192254922874	-0.0967550877801463	-0.27823560766515	-0.0930601017128277	0.0601519788552016
PTPRA	-0.145746367120307	0.583015815530406	0.207185212856039	-0.129038641673137	0.156842223276832	0.254442795018893	-0.138109700097424	-0.165356707822889	-0.145630851848213	0.0901176638842028	-0.131765257846695	-0.222483888565686	0.000554378854545299	-0.152673943970576	0.0200204345929581	0.801364069939297	0.829778477361911	0.898383880500271	-0.155490957996707	-0.235948032813297	0.264627859316763	0.323408261726121	0.029018252503085	-0.206674959771681	0.0265025404533931	0.766056248993824	0.444769330416629	-0.17349522129966	0.693038192275681	0.689124981020241	-0.068991272066636	0.214095658125276	0.482572974710385	0.28636398724044	0.406337220806754	-0.125264667979762	0.609638463682949	-0.0122667647351507	0.30706103155915	-0.306365601643259	-0.239519881643408	1	0.691929627514123	0.779380246853256	0.227288221434174	0.856809475377716	-0.0990444310379514	-0.124329583626783	-0.20786571482298	0.615821071275777	0.889721849399233	0.0203170380370659	0.484313184042733	0.892707716915958	0.881999862798523	0.68947414509833	0.870202942666294	0.681550326191889	0.866082618531061	0.700007996446149	0.540491462870652	0.926537908648097	-0.162840295037324	0.932643084765167	0.805733545857672	0.959333767504971	0.356642703770547	0.965706604060703	0.475329568638073	0.522769598191548	0.873254398711997	0.834996664928277	0.774176424181948
VSIR	0.307835971559145	0.673857994716123	0.500269802492673	0.257043193186698	0.255322716595642	0.650396067376219	-0.0121903896263495	0.263158357948993	0.221840849753531	0.19275392438322	0.108520202784866	0.247547472353525	0.18250205334826	0.281587790837782	-0.0561946069472508	0.87201732286519	0.835872240217543	0.822697238241998	0.273812723649659	0.215849087860014	0.462549532240525	0.622047136482878	0.452864013587891	0.305727578259389	0.15447332930799	0.499237470385863	0.656640180911781	0.390261267527175	0.866786422409872	0.753740596519919	0.315131515031462	0.412357019170069	0.547858425200985	0.284822393281014	0.746513196025588	0.041517956743756	0.414126436914161	0.234939613413559	0.383806816416764	0.313923551084248	0.200547446937213	0.691929627514123	1	0.420835782100382	0.281154412593306	0.776767330210088	0.342136770313637	-0.0843835273013807	0.0793085024855971	0.785932245661479	0.707370746893998	0.0466634357065114	0.450739922294578	0.858386702997908	0.870941745772893	0.846966415591129	0.665132250392909	0.743907488804789	0.590217580495144	0.754035920117941	0.33158202752687	0.851548740127868	0.11865400315581	0.769886814013601	0.909147682698734	0.780417289536189	0.469741147866128	0.712494774590635	0.757373602298141	0.647144325855631	0.669998846366964	0.838563785571703	0.840743835194903
