""	CD2	CD3D	CCR4	CD3G	CXCR3	CD8A	KLRD1	CD44	DPP4	CD8B	CD247	CCR5	KLRC1	CD69	CXCR4	ITGA4	KLRK1	F2R	KLRB1	ADGRE5	CD53	ITGB2	ITGAL	SIRPG	ITGB1	CD47	TNFRSF1A	CD226	TNFRSF14	CD4	FAS	TFRC	ADRB2	PTPRC	TGFBR3	ICOS	LAG3	TRADD	TNFRSF1B	PILRB	CLEC2D	IGF2R	PTGDR	S1PR4	PDCD1	ADCY7	HLA.DPA1	SEMA4C	ERAP1	PTGER4	LDLR	SLC16A1	NOTCH1	CADM1	CRTAM	CD81	PTPRA	TSPAN5	HAVCR2	SMAP1	CANX	LPP	TSPAN14	APLP2	VSIR	SORL1	CD74	LAMP1	C1QBP
HLA-DPA1	-0.418346074079995	-0.463780860144827	-0.518516055404688	-0.48623001235415	-0.383674846247495	-0.32475896335344	-0.475892792627848	-0.511026385498535	-0.517051892048506	-0.456765702799414	-0.390512070092877	0.267914713259347	-0.490158793607366	-0.459810085715514	-0.284916947322309	-0.326631479207916	-0.470932141913522	-0.326213943770664	-0.509149625183881	-0.487372221719012	-0.227545494923731	0.384044790987916	-0.328311408269947	-0.428793913945472	-0.22539490301435	-0.412642074016793	0.704068877134367	-0.484493134414625	-0.314956317288531	0.696303178342721	-0.465940549027649	-0.133776987101179	-0.17919026265848	-0.173300650274322	-0.410213840464091	-0.42101917311446	-0.355985032815592	-0.135068083333507	0.23074628377994	-0.512564719125462	-0.445772833996736	-0.36515245120255	-0.404532657137968	-0.372868325148949	0.0127564772728167	-0.404594481220839	1	-0.603212749427681	-0.174712344876964	-0.486253536318351	-0.488088739085503	-0.447455641033609	-0.273748465639669	0.387819081574475	0.214059923027898	0.824598497175232	-0.235429804632147	-0.464780923041028	0.215116650673088	0.141721901199982	0.394648555131477	0.0101936234493902	0.0509527051975581	0.518379418534365	0.696048882011644	0.837198565341144	0.970606510771781	0.728425352198094	0.477665624893542
SEMA4C	0.83612557301265	0.855807894531195	0.860190598314209	0.896644905066149	0.749249267468324	0.707927489664988	0.881032057664546	0.92031954199676	0.923210570163304	0.844927364790436	0.806658815554659	-0.0866693654728325	0.899518887376825	0.906696510964547	0.830503569252791	0.628619402281782	0.863807522071997	0.685562367542115	0.958962270667286	0.905561434498689	0.818296486403966	0.312751968365065	0.703882211467361	0.86690386482072	0.783017359893277	0.757419086733913	-0.254041792840621	0.84866304594902	0.67752648436013	-0.126664456783796	0.954222232927624	0.53328275318571	0.535492000644816	0.722667409226091	0.85826942849963	0.883423351487235	0.67266610755876	0.552208397747069	0.398175412210347	0.636053179619837	0.827429359544882	0.83001085793466	0.809174311507073	0.664516266268543	0.300147904794828	0.702557858859495	-0.603212749427681	1	0.521933522953151	0.930063551256779	0.866160617971214	0.828277915034937	0.682914498126547	-0.427875359299029	-0.135920300954527	-0.411788837001294	0.696935321008982	0.887392052813696	0.0544781371572766	0.33458400394951	-0.149035936094544	0.214585532861751	0.332873506442288	-0.19418286237558	-0.61496613982982	-0.202532262786606	-0.657751542102444	-0.233577149697069	0.123052386143947
ERAP1	0.462769274124361	0.521407196520489	0.773368681205824	0.510557079762077	0.756239464754022	0.390648525325684	0.429350105041328	0.464697919999129	0.342077414410823	0.534075560143904	0.44945051456646	-0.100565459799597	0.74375296938242	0.430427470745241	0.569718395675173	0.876888290215703	0.592550797878334	0.85496711768832	0.49199832907842	0.601942935167182	0.424898887209551	0.245114781798249	0.851278154508794	0.742465183513998	0.868078898265146	0.87922413787485	-0.383190221322133	0.772567641921533	0.848176167094469	0.0430032940535018	0.661904299023657	0.860661643529114	0.924455966630232	0.751408956662468	0.476910407266801	0.777945965753263	0.275048027835902	0.231838852832701	0.768360282256208	0.673653983621529	0.448789426449197	0.782245951356054	0.394621345249395	0.170567041649859	0.317303633845755	0.870079625533007	-0.174712344876964	0.521933522953151	1	0.687958835968136	0.843242850296506	0.482756890813562	0.736198548125479	0.397403306416396	0.444699792138205	0.301080520348701	0.849724736213941	0.654264419373483	0.527921391339275	0.847911122237944	0.678061635082554	0.86980635374943	0.744719342842745	0.608571770229534	0.0841649998578801	0.312848300127473	-0.078732310898365	0.439627666415528	0.481948672384795
PTGER4	0.911466127249318	0.937537476394808	0.967234712605986	0.952043154400122	0.908911851586287	0.82106961702748	0.900953201786561	0.93840290051101	0.883533500443979	0.920133335880809	0.895648512432659	0.111019040009696	0.977989174390811	0.926548629938373	0.931157031082325	0.814327160870255	0.956614449175438	0.876302294617152	0.962818806459689	0.977184127191279	0.877682857866185	0.474071781444068	0.880231638646591	0.980749818450467	0.904029675972559	0.878946438237048	-0.249973125635004	0.965592931529833	0.820612149652413	0.0666516123904048	0.953108397291806	0.595678124073433	0.687686435428021	0.904310023072061	0.915487230953609	0.98384610847169	0.739856345946716	0.620193156937753	0.623608865725575	0.668286607099225	0.896872458144145	0.911050166108124	0.819847040826068	0.682632626003599	0.502850804226661	0.75785161075818	-0.486253536318351	0.930063551256779	0.687958835968136	1	0.95018744197524	0.852206532988278	0.839682714546598	-0.279636318228465	0.131094373751243	-0.229250481323471	0.792239161618197	0.956491734877809	0.0888127978152841	0.569456458144127	0.0442807443275167	0.374584077294138	0.435819109069323	-0.00352312813146564	-0.506483303078907	-0.0689160889191904	-0.51479759857812	-0.00233845240761269	0.333155834158704
LDLR	0.79512846568743	0.839836291420601	0.960253764422911	0.852574549197245	0.878352329483133	0.685003390112943	0.798122627110373	0.839207757357195	0.764343630795106	0.840702482387561	0.760839587703059	-0.0339450463111487	0.955314008667687	0.810207990149285	0.840023669752863	0.856896806530232	0.875833109103115	0.899649254323945	0.853509288985319	0.906769643649429	0.753811519614157	0.33200440494281	0.908061974313754	0.940174765498339	0.931738880645309	0.950086703257989	-0.392727109268912	0.951694240326249	0.875767854879837	-0.0218898249999295	0.917831728885314	0.756625773415343	0.801844799633967	0.866141589755826	0.782032891008015	0.960483247415192	0.62379481579963	0.512453917851779	0.65761063595178	0.776553756948296	0.78955559201922	0.929378641266001	0.734808120962384	0.554635411283634	0.394397759103974	0.867321838486534	-0.488088739085503	0.866160617971214	0.843242850296506	0.95018744197524	1	0.802528607066808	0.856345624896212	-0.0607499900549285	0.156179819335044	-0.123514223001383	0.882212552720618	0.914569749977129	0.285096595357219	0.701263492132714	0.245534345344627	0.576512770306153	0.58010765689012	0.172368906605863	-0.361149711485359	-0.000565925750056453	-0.46745755402134	0.0759449335299918	0.334360600738816
SLC16A1	0.866934109612332	0.873839852595613	0.820572061667184	0.890104884482994	0.681314048904079	0.805476069690108	0.950513120090861	0.915175374593843	0.903300830398114	0.942795246643502	0.793709855697399	0.229070409874821	0.867901024853426	0.9094463999021	0.886239331445229	0.554246713686361	0.881180001626415	0.644719276741698	0.852406072059253	0.890264017730146	0.886440718300175	0.417187572267338	0.761158962584056	0.812968815967429	0.728155902847179	0.75367465395999	-0.0224333939190202	0.762752672696738	0.715927944679297	0.0744530708652245	0.800675174511169	0.488377614331886	0.549119469414755	0.775619424311509	0.774741481025217	0.800310731448955	0.90564763468963	0.723435126827342	0.569486101758671	0.683505621893689	0.885635614167182	0.870929389371896	0.931806480177958	0.856431214507729	0.451283283616117	0.546111245752048	-0.447455641033609	0.828277915034937	0.482756890813562	0.852206532988278	0.802528607066808	1	0.792075560018093	-0.514219946602815	-0.167737205737225	-0.346241908315259	0.747861744674044	0.862083709956171	0.136477477099773	0.435814618171133	-0.132853217970922	0.168956007790296	0.342019601463868	-0.222012015957595	-0.484318174983116	-0.110361040853892	-0.481540087140243	0.00919535985588308	0.151270236105522
NOTCH1	0.79719114315462	0.822020233384914	0.837314253405094	0.810869048463662	0.829434645444456	0.789651740757544	0.791428113997132	0.775013725020484	0.701574288846677	0.845568700630704	0.795939765519347	0.357104120057474	0.858364149124033	0.779977337213142	0.857759432329804	0.765110292744101	0.858510018734527	0.86765842370413	0.764512906033648	0.836153220958336	0.761486503318612	0.530264548106956	0.847441990030966	0.876615477536962	0.840249045691904	0.811765176003527	-0.086486343736292	0.82057978684363	0.736599159463789	0.271093110369712	0.762997305638877	0.566865622506179	0.656650549250184	0.894273995604554	0.793151840506709	0.86793179611507	0.725870790138102	0.596436359098405	0.730660329502033	0.577947825712826	0.803287968278971	0.911095019141185	0.757235075167422	0.634755318518148	0.588622287245342	0.592848515199018	-0.273748465639669	0.682914498126547	0.736198548125479	0.839682714546598	0.856345624896212	0.792075560018093	1	-0.00483473176959587	0.267312256833828	0.000323876302687758	0.866999345312458	0.91535191481003	0.12431119025556	0.769013911645818	0.30246624410053	0.434800099236188	0.401717546557454	0.231046914626935	-0.344605710445717	0.10279455842625	-0.271170070007262	0.308720138897633	0.550736091157931
CADM1	-0.495088157822798	-0.451859134491882	-0.182871307323701	-0.478419248113157	-0.0331675212302563	-0.474934342797539	-0.583033837144424	-0.544915226224874	-0.632387517941892	-0.484446647913826	-0.430357765583868	-0.198707413352602	-0.221305722875146	-0.555518292774443	-0.382897718763288	0.189645085734518	-0.389574088694226	0.113488087088034	-0.445175396574684	-0.397587878568702	-0.52223118890591	-0.17762389599728	-0.0254965906574962	-0.170571266975639	0.0603176914733745	0.0229674253183089	-0.195436613361944	-0.141691512114646	-0.0195150515811754	0.0574090500841219	-0.253443910432071	0.302895245740457	0.240819045674747	-0.114543983135321	-0.367658761700593	-0.129749104059411	-0.636067509361348	-0.560696063843408	0.147599945925798	-0.107836310417266	-0.520102834039298	-0.165635330493909	-0.595425495951657	-0.719409250127105	-0.204084210362192	0.162384140965436	0.387819081574475	-0.427875359299029	0.397403306416396	-0.279636318228465	-0.0607499900549285	-0.514219946602815	-0.00483473176959587	1	0.577904255549715	0.739328953751299	0.0836077933035801	-0.247273816182454	0.348385944897106	0.424231240290791	0.863367519975659	0.629186035089774	0.356854187187864	0.873719140469968	0.62879339339305	0.484068345090862	0.515415866188404	0.481165748903148	0.398444102078378
CRTAM	0.0721239060659263	0.0972268275446524	0.240945877087042	0.027620312901234	0.510712715824319	0.179071438830113	-0.150510989233299	-0.107080178837401	-0.270571192384934	0.00108955335802955	0.200824694802329	0.354877668008344	0.177309266552	-0.105617607657071	0.0809179799003609	0.606636115212578	0.150722229607125	0.544855911568982	-0.0144226002607535	0.0661846553998109	-0.0758217404801082	0.307577494314579	0.385160124120259	0.299036531913252	0.309089118176282	0.249440672463345	-0.115911770018944	0.31284702157194	0.301660167556911	0.25886994297008	-0.0113750620196823	0.101670406074431	0.420626787482164	0.370270202990102	0.197280780421158	0.252324725206801	-0.128961742180407	-0.147411655930862	0.424796864168003	-0.130403292356828	0.00503889470230141	0.119956445528316	-0.266482188140465	-0.280225621853369	0.464839270930419	0.191256979149827	0.214059923027898	-0.135920300954527	0.444699792138205	0.131094373751243	0.156179819335044	-0.167737205737225	0.267312256833828	0.577904255549715	1	0.51498433457752	0.188080961377067	0.152919674461763	-0.151751104864295	0.378746357058878	0.656402883492716	0.465455711403729	0.170374717167496	0.606483012905115	0.229799081158206	0.231554053806333	0.276820297453136	0.477524284217755	0.590270405206326
CD81	-0.359768985377024	-0.358892587098283	-0.194266663091892	-0.381455324846216	-0.0437927648289176	-0.317462917285869	-0.429161017249513	-0.432614610121446	-0.498137428762053	-0.357198133135839	-0.314399691783632	0.040088547121307	-0.175726638201992	-0.407461574166196	-0.179322822062171	0.123295148416115	-0.309669646271007	0.0586675316568091	-0.350172618777366	-0.320234079196157	-0.219128116624697	0.261701709848015	0.0309414280365237	-0.126010352316126	0.163287391220493	-0.000352239729611083	0.3699591927752	-0.16431735106581	0.0380211141260777	0.495255824689206	-0.210510244081964	0.312386831932313	0.282776383216594	0.0516914581359853	-0.260496960527937	-0.0945616701273493	-0.430761368107056	-0.303817205906945	0.452539642120111	-0.192943256917868	-0.404881745924697	-0.095103851544231	-0.416671320476026	-0.524788944069679	-0.0205342848494542	0.0662841370040875	0.824598497175232	-0.411788837001294	0.301080520348701	-0.229250481323471	-0.123514223001383	-0.346241908315259	0.000323876302687758	0.739328953751299	0.51498433457752	1	0.107537286506533	-0.239523844291252	0.456856809580511	0.482326750665841	0.823268736636636	0.53921110249986	0.476021872408611	0.885896875838548	0.824270632332966	0.903773092774747	0.887051309841568	0.830972952872397	0.606734117613309
PTPRA	0.680896126618331	0.714412047978208	0.838616741481193	0.715461389428642	0.765295082010425	0.607709344180133	0.698213629685713	0.698718580601163	0.617853183236164	0.753500083778075	0.637587216456688	0.0430741984222348	0.849375686737745	0.673493819820006	0.747087301431521	0.787141380359273	0.764592207409415	0.821128945798488	0.684648327952571	0.764208258293103	0.678660917044747	0.404572726738088	0.867419050784498	0.821579674154787	0.867683330031564	0.896435697406068	-0.215408120024131	0.800114328837865	0.866023058953477	0.0753119770311956	0.776790226220906	0.756324917372119	0.8304850395589	0.817796748265336	0.62372379382959	0.834836345826435	0.582202160149813	0.498742325533264	0.751136683962702	0.74611767181047	0.676206088743099	0.922837619556898	0.669801014017178	0.492787823080353	0.421472396805673	0.759903972935229	-0.235429804632147	0.696935321008982	0.849724736213941	0.792239161618197	0.882212552720618	0.747861744674044	0.866999345312458	0.0836077933035801	0.188080961377067	0.107537286506533	1	0.822636573000528	0.411363661103557	0.779229536872634	0.451706267339387	0.618981961105701	0.601319108836708	0.314324239045606	-0.160678263859322	0.214544695241435	-0.217743005139912	0.341086206242103	0.439014536068271
TSPAN5	0.927742156693935	0.945609060163558	0.918165891865501	0.951011628247236	0.894787814369432	0.877804607487087	0.908014232400166	0.927255631227674	0.872137684076769	0.929848623129434	0.926731687964898	0.252988515960716	0.938266298181177	0.923911118871218	0.925074060188289	0.769969206143646	0.962228314421123	0.872849605389157	0.931625822086308	0.95789346415211	0.864516925541253	0.533738675880658	0.836656267211202	0.954237503435773	0.851863457480357	0.813997525083021	-0.177663413089054	0.924187076359444	0.748276815084001	0.136741437512944	0.893902555109105	0.497872346103875	0.608047321242561	0.901041922629009	0.928635948452442	0.940561520673648	0.78953774760268	0.670082944172282	0.610575419884474	0.571177041710512	0.917268712282636	0.934776859137765	0.838515638747226	0.731515176277144	0.58340559436664	0.634042507499509	-0.464780923041028	0.887392052813696	0.654264419373483	0.956491734877809	0.914569749977129	0.862083709956171	0.91535191481003	-0.247273816182454	0.152919674461763	-0.239523844291252	0.822636573000528	1	-0.0295288910520415	0.578224051636778	0.0651376568448074	0.284693157154582	0.292103956993149	-0.010663283637412	-0.5875643238894	-0.0904788038432067	-0.513820288900571	0.0441523326777077	0.43186919495115
HAVCR2	-0.157370463016427	-0.118667476630076	0.145696406113746	-0.0897327184654434	-0.0156348524333748	-0.278700714156158	-0.0230959648266472	-0.0433445863890904	-0.050268349432874	0.00017004204358961	-0.269545050298035	-0.435496897523918	0.159697710023015	-0.0698867445952368	0.062901397591555	0.16752654704337	-0.0727903254307365	0.100029681796253	-0.055466994040234	0.00206472199160715	0.0254906811163053	-0.143899065273167	0.261356038721155	0.0639085274108978	0.360370470499399	0.388372201307382	-0.044618428648933	0.0781504223174324	0.398059390947495	-0.0477407202623143	0.211944123821905	0.782541531069674	0.541959828575117	0.122615169002171	-0.228378988208812	0.157552835335168	-0.12020231163952	-0.112391677739915	0.450914530019076	0.539768875997654	-0.128704776408206	0.240184683724004	0.0577668953415345	-0.152030362900027	-0.346321619753823	0.563255981511991	0.215116650673088	0.0544781371572766	0.527921391339275	0.0888127978152841	0.285096595357219	0.136477477099773	0.12431119025556	0.348385944897106	-0.151751104864295	0.456856809580511	0.411363661103557	-0.0295288910520415	1	0.496643637298304	0.507084352898211	0.686876837382103	0.818855063712879	0.531573025394489	0.627168900951775	0.572852898259509	0.345700799451587	0.425754996954131	0.0257823358580435
SMAP1	0.441355321919163	0.472856044045151	0.615879551398944	0.452774592073646	0.60356129781179	0.404196410686799	0.399431484950225	0.41141753823768	0.298152354632002	0.494689857542643	0.412936993638428	0.12545972555536	0.591520018587423	0.402270582883668	0.56873184353478	0.693059911935211	0.520803536007622	0.734781692843445	0.38876069741491	0.531962328037064	0.487112202018097	0.464002946385493	0.744778217997222	0.617602114481646	0.761761760180833	0.743168909049846	-0.0900232990351083	0.611748447767335	0.707105949856508	0.418280176299635	0.50683830544803	0.712667205513647	0.745217708658876	0.7383913335199	0.394856883515698	0.646929775709244	0.333725291970345	0.385269828918895	0.81614296258871	0.549638341055676	0.435133222286124	0.692743053096162	0.414055624238202	0.241059948254116	0.426463585678481	0.619495327790035	0.141721901199982	0.33458400394951	0.847911122237944	0.569456458144127	0.701263492132714	0.435814618171133	0.769013911645818	0.424231240290791	0.378746357058878	0.482326750665841	0.779229536872634	0.578224051636778	0.496643637298304	1	0.671418320798568	0.744261241637258	0.660073332004703	0.650537852728175	0.180166117782602	0.547203770312135	0.199562328439503	0.653285667012943	0.641017960011373
CANX	-0.17910207303483	-0.136455648241079	0.156563286174229	-0.165448414268878	0.280391548740842	-0.16803417433528	-0.247977005878122	-0.234697768807423	-0.35077302394678	-0.131370902293571	-0.134583065225979	-0.0975674489910889	0.146933275135362	-0.246026297393852	-0.0363851957254366	0.497828496009431	-0.050344589390288	0.412163260012736	-0.1464345288874	-0.0736017643443661	-0.165870585725608	0.088613998435897	0.359193428559148	0.17292632297149	0.428013742350288	0.369298614673747	-0.0737103443906972	0.173445994545747	0.36011554986145	0.165553601504918	0.0419557101807164	0.580334320357011	0.618196193018388	0.254293458263629	-0.0691487796046088	0.202847697065253	-0.318098477003841	-0.301552165469054	0.53583971060115	0.151350160143311	-0.217799693845637	0.227185809979282	-0.27440019052163	-0.451457745139167	0.0418436102998326	0.425908899045586	0.394648555131477	-0.149035936094544	0.678061635082554	0.0442807443275167	0.245534345344627	-0.132853217970922	0.30246624410053	0.863367519975659	0.656402883492716	0.823268736636636	0.451706267339387	0.0651376568448074	0.507084352898211	0.671418320798568	1	0.831524092878082	0.624623825978745	0.944547837891279	0.638687866448366	0.647564798549322	0.517681533235302	0.721196247767633	0.574007045154678
LPP	0.0568219242737541	0.123744202377689	0.492559954248315	0.11865135762271	0.48094833540056	-0.028869768669171	0.0505311137419528	0.0833949450203187	-0.0259930187942779	0.153068542165364	0.0439899031149987	-0.347406792980167	0.470514128051829	0.0434880870817036	0.204043072887751	0.706768832266916	0.216299187800304	0.598657207698687	0.162259160884686	0.236472889612663	0.0704430487043686	-0.0509431125552157	0.635478586652059	0.442794648436117	0.681713815272252	0.709357163412912	-0.360578852661039	0.47006858322786	0.671811608516837	-0.0887173904957923	0.371944488672041	0.863361136370632	0.865089668081488	0.431996048931126	0.125271420201131	0.49913841242048	-0.111232346798342	-0.167533296531451	0.596539999172098	0.591606320439314	0.0344760226808878	0.459786258243173	0.0169312483175014	-0.236858352776448	-0.0117145963283774	0.798316997393657	0.0101936234493902	0.214585532861751	0.86980635374943	0.374584077294138	0.576512770306153	0.168956007790296	0.434800099236188	0.629186035089774	0.465455711403729	0.53921110249986	0.618981961105701	0.284693157154582	0.686876837382103	0.744261241637258	0.831524092878082	1	0.892019183949161	0.774949410581324	0.477959168852194	0.446304270334315	0.173321255925739	0.47919373355866	0.310719186857267
TSPAN14	0.11947531166903	0.171189613504926	0.490793104933629	0.195334953882292	0.401070470564431	-0.00519931992831918	0.197595803350259	0.206222238580136	0.156564904213489	0.242581326230185	0.0650212205194339	-0.382386909211532	0.518659425865269	0.1796286588711	0.320502741819084	0.572385377440314	0.247661142977875	0.479632889540141	0.28347183400079	0.300900604453021	0.244177058388502	-0.00432475993937412	0.603965030645964	0.451297570663855	0.715322689792723	0.702336967740008	-0.15866776942686	0.438402247178871	0.65807294895652	-0.0452253329423121	0.477520465247776	0.926658091044531	0.813866685304749	0.430813125768148	0.167806610489953	0.524920329422254	0.0243195505945781	-0.0702183165785665	0.623160524741469	0.667089231961852	0.109862036840489	0.477119444353036	0.183624302329932	-0.0822554187336378	-0.129190131659831	0.804280475195078	0.0509527051975581	0.332873506442288	0.744719342842745	0.435819109069323	0.58010765689012	0.342019601463868	0.401717546557454	0.356854187187864	0.170374717167496	0.476021872408611	0.601319108836708	0.292103956993149	0.818855063712879	0.660073332004703	0.624623825978745	0.892019183949161	1	0.618059611408952	0.489764400763036	0.512757536635684	0.190040145784789	0.413192793269068	0.205743023907378
APLP2	-0.241888135225564	-0.204448438140669	0.0528722857180354	-0.223769876329688	0.192024983791287	-0.229139184366088	-0.305985437280329	-0.286144835976448	-0.376251072742294	-0.210085377767426	-0.186509698769241	-0.0839426121308361	0.0551139445905511	-0.278464961560888	-0.0452414077140421	0.384965077941326	-0.133157056825569	0.325143953260458	-0.178745472268742	-0.134248028503282	-0.17898588424852	0.138304940652686	0.243089297391127	0.100867682665836	0.389691099917634	0.25486012493306	0.0466529060273632	0.0927428261940567	0.22448700745294	0.313062244968125	0.0229608323037529	0.563370049772851	0.493717289246227	0.213835888858253	-0.0962985889067587	0.151577472815377	-0.391679476595859	-0.324413197464088	0.529996792648536	0.0219695723343254	-0.273310920499549	0.125204867078644	-0.312194057816605	-0.498113261520967	-0.0300093113406607	0.364654333733437	0.518379418534365	-0.19418286237558	0.608571770229534	-0.00352312813146564	0.172368906605863	-0.222012015957595	0.231046914626935	0.873719140469968	0.606483012905115	0.885896875838548	0.314324239045606	-0.010663283637412	0.531573025394489	0.650537852728175	0.944547837891279	0.774949410581324	0.618059611408952	1	0.691367338963565	0.757454165322763	0.633939029543955	0.739871019745136	0.641962189440927
VSIR	-0.672477349078627	-0.658723542943196	-0.426179061294339	-0.668850298618341	-0.382618212609951	-0.660130111271788	-0.645326261040939	-0.675254756244308	-0.699903947770286	-0.593457846987111	-0.68444938729886	-0.231125524624786	-0.415175352332161	-0.67230360417909	-0.488376043179472	-0.153669715751403	-0.609177372278041	-0.284333961383033	-0.626934829552124	-0.598247241176154	-0.511713000500152	-0.201461800933921	-0.199031171468589	-0.441667306511915	-0.128231709999955	-0.175378705893665	0.264739553501407	-0.447870841955773	-0.122384269052253	0.138406857036018	-0.45607888594275	0.261547789332873	0.153223763431049	-0.313414742110214	-0.624169701116494	-0.392981507017854	-0.6132227874506	-0.559948580714914	0.165289236754207	-0.129790418257079	-0.684707084608234	-0.370903983077914	-0.59527781036606	-0.683255779522644	-0.394929392638162	-0.00740491926531073	0.696048882011644	-0.61496613982982	0.0841649998578801	-0.506483303078907	-0.361149711485359	-0.484318174983116	-0.344605710445717	0.62879339339305	0.229799081158206	0.824270632332966	-0.160678263859322	-0.5875643238894	0.627168900951775	0.180166117782602	0.638687866448366	0.477959168852194	0.489764400763036	0.691367338963565	1	0.706222136279664	0.831311719712104	0.605231716627432	0.108673973598722
SORL1	-0.163039799494254	-0.179162621159116	-0.0995245200402366	-0.179883878978814	-0.0314776591797047	-0.157198200030943	-0.17544404451674	-0.194074734098011	-0.218662996834635	-0.145343031386568	-0.164886656051191	0.0606595651867559	-0.0519678103848388	-0.157759269780491	0.045975361662085	0.0698300941195812	-0.150928215875172	0.0616142444712236	-0.156146737563234	-0.131295752371484	0.0610787070422314	0.441644690314767	0.0884856150880375	-0.0249700450643422	0.273732789228256	0.0661774053317727	0.539086681781101	-0.0805847904049593	0.113473482300289	0.63528399841656	-0.0120161576721717	0.400963394171171	0.289165749777397	0.186634592056404	-0.120012268212484	0.0245948904520552	-0.196065132603134	-0.0233441927270429	0.573300684497937	-0.0881637634779514	-0.193232581546744	0.0791830774601955	-0.114778733018063	-0.243710655489116	0.0262724926792956	0.121198267955889	0.837198565341144	-0.202532262786606	0.312848300127473	-0.0689160889191904	-0.000565925750056453	-0.110361040853892	0.10279455842625	0.484068345090862	0.231554053806333	0.903773092774747	0.214544695241435	-0.0904788038432067	0.572852898259509	0.547203770312135	0.647564798549322	0.446304270334315	0.512757536635684	0.757454165322763	0.706222136279664	1	0.85042718740048	0.850118221749795	0.623504220002286
CD74	-0.508676144802634	-0.537177319992047	-0.510074453202702	-0.563341554387786	-0.385920680121204	-0.420505685240835	-0.551334723707883	-0.591093736736468	-0.611395582759778	-0.510942721931075	-0.485987968107721	0.185077438309344	-0.490071911091395	-0.549438074301605	-0.345008060516746	-0.26998006267365	-0.52564167990313	-0.30140946551664	-0.581218944657341	-0.541564629151812	-0.327455774140839	0.245875415870225	-0.284003044729555	-0.443728413496442	-0.197334149380059	-0.351941059191555	0.615262270275297	-0.490902498791491	-0.263962613256221	0.607830722997592	-0.499762196966273	-0.0170298716057579	-0.078183985584765	-0.196377925969035	-0.490073666845487	-0.425277641820389	-0.437963540001834	-0.255842858124011	0.260883786740225	-0.424471676979702	-0.528675669345481	-0.375315516389485	-0.476775573972968	-0.47797667595221	-0.0675317970749374	-0.311800999123505	0.970606510771781	-0.657751542102444	-0.078732310898365	-0.51479759857812	-0.46745755402134	-0.481540087140243	-0.271170070007262	0.515415866188404	0.276820297453136	0.887051309841568	-0.217743005139912	-0.513820288900571	0.345700799451587	0.199562328439503	0.517681533235302	0.173321255925739	0.190040145784789	0.633939029543955	0.831311719712104	0.85042718740048	1	0.77168432122981	0.429008705242163
LAMP1	-0.00115941033451755	-0.0143039054166429	0.0484405603699751	-0.0592379914421564	0.142367172133134	0.0857972881658421	-0.0638059195945164	-0.113441595342658	-0.202712478323593	0.0344715754920904	0.010592488096964	0.355980762170176	0.0560264878565129	-0.0842163898479975	0.152803673067433	0.26120670577864	0.0293513280560428	0.256988038858057	-0.145705627313115	-0.0143938750180508	0.1135868025107	0.528372253643126	0.305483746721599	0.102388492633976	0.311609520134472	0.190788281351824	0.477271771282364	0.048945292567762	0.279142529260326	0.687700606978131	-0.0543866814662718	0.331184843943466	0.423746904939901	0.369633999226389	-0.0202310101259611	0.10531735976151	0.0157732355596898	0.153908723376188	0.729798162692355	-0.0102314871282852	-0.0223774007438632	0.236980497652655	0.0030544066084438	-0.070438148853523	0.387786922156483	0.0873248009533677	0.728425352198094	-0.233577149697069	0.439627666415528	-0.00233845240761269	0.0759449335299918	0.00919535985588308	0.308720138897633	0.481165748903148	0.477524284217755	0.830972952872397	0.341086206242103	0.0441523326777077	0.425754996954131	0.653285667012943	0.721196247767633	0.47919373355866	0.413192793269068	0.739871019745136	0.605231716627432	0.850118221749795	0.77168432122981	1	0.689829618049086
C1QBP	0.331456373888854	0.324038168475382	0.278262894331156	0.293632013291472	0.490416816684157	0.413516871776782	0.193384678159871	0.208912419931689	0.121611714804909	0.260174393182237	0.421913088362934	0.499345953868301	0.299065693940436	0.253594372500421	0.448105433009877	0.442546235042105	0.339261924878894	0.542406371281669	0.259168630677038	0.303879784325455	0.361639741480635	0.762039888641818	0.374722345624224	0.420633638996018	0.508063115214517	0.262076209986193	0.331939016112135	0.377330865331407	0.251833790079495	0.747424572584882	0.276940191463558	0.267353484623109	0.319086197894275	0.595427797076952	0.425016310480811	0.410162029978058	0.184143728952023	0.288374899478041	0.696400839633162	-0.161102030045197	0.291662545489933	0.410092573190847	0.162986311088274	0.10468864331184	0.517863184506008	0.15427850394423	0.477665624893542	0.123052386143947	0.481948672384795	0.333155834158704	0.334360600738816	0.151270236105522	0.550736091157931	0.398444102078378	0.590270405206326	0.606734117613309	0.439014536068271	0.43186919495115	0.0257823358580435	0.641017960011373	0.574007045154678	0.310719186857267	0.205743023907378	0.641962189440927	0.108673973598722	0.623504220002286	0.429008705242163	0.689829618049086	1
