""	TREM2	CD33	C3AR1	CD81	PLXDC2	ITGB2	ITGAX	ITGAM	SORL1	CD93	CD68	HLA.DPB1	CD4	ITGB1	HAVCR2	TLR1	ABCA1	TLR4	TLR6	C5AR1	PLAUR	LAIR1	FPR1	TLR2	CCR1	PTPRC	LRP1	MRC2	AXL	TNFRSF1B	CD163	NRP1	CD74	P2RY12	LILRB1	TMIGD3	ITGA4	CD46	SDC2	SCARB1	SIGIRR	PTGER4	TNFRSF1A	RHBDF2	GPNMB	SORT1	ENG	C1QBP	CD9	LILRB2	ADRB2	UNC5B	ADCY7	TSPAN14	SLC1A5	CD69	RIPK1	MERTK	KCNQ3	ADORA3	CD226	CD40	CD44	STAB1	CD180	THBD	IL6R	ITGA6	TFRC	VSIR	ST14	PECAM1	CD47	ALOX5	ITGAL	LILRA4	TNFRSF11B	PLD2	IL18BP	RYR1	LPP	PLXNB2	KCNQ1	ADGRE2	INSR	CXCR4	KCNN4	SELL	CD82	GPR84	TREM1	SIRPA	CD300LF	RXRA	PDE1B	FZD2	FZD1	ITGB5	FPR3	ITGAV	PILRA	ITGA5	TNFRSF10D	CADM1	PLSCR1	STX4	IFNLR1	TLR7	TRPM2	IGF2R	ATP5F1B	P2RY6	PROCR	OPRL1	TNFRSF10B	SIGLEC1	PLXND1	NOTCH1	NOTCH2	CANX	RYK	TSPAN15	ASGR1	SEMA4C	LILRA1	STX3	SPN	PTPRJ	NCSTN	TNFRSF12A	ACKR3	NRP2	TSPAN17	EPHB2	JMJD6	MCFD2	CD63	TNFRSF14	TRADD	RACK1	SMAP1	APLP2	AMFR	PLXNA3	SDC3	ADGRE5	LAMP1	EPHB6	PLXNA1	LRP10	PTPRA	IL2RG	SIGLEC10	PILRB	RPSA	EGFR	ERAP1	CCRL2	SLC16A1	CLEC2D	NCL	PTPRZ1
SELL	0.898207685306828	0.828844158129436	0.904815718782381	0.881514576292745	0.712789662702513	0.718949373632723	0.697479630749668	0.639239164189822	0.748408895448126	0.185479754100642	0.62683127878808	0.433913296623689	0.804555685914063	0.679273786197313	0.824907730752081	0.480274693176433	0.0139383953529318	0.585922957815284	0.73628693486895	0.203456106454589	0.510839211094014	0.782293863648338	0.725025457608402	0.665194661893658	0.759920653617837	0.761026797344307	0.540886853979031	0.648065759281625	0.691704467134644	0.496301829897289	0.382201550829905	0.205575290450796	0.628867215649919	0.750631011744499	0.746582933836446	0.826948598399757	0.27859025667656	0.667429198091909	-0.163898899194355	0.630355127378316	0.634349704071107	0.582978744775873	0.720618483169599	0.788153079483022	0.183233756912768	0.757060867093016	0.601928145743702	0.77385229973376	0.744270194057693	0.310808051075834	0.794009991582504	0.754708080824101	0.777043656817305	0.769222981951635	0.7318466303744	0.750837881725594	0.70965454218975	0.629053726383407	0.537877987868305	0.829813797309541	0.728873824653971	0.869595099775593	0.0907773631513171	0.531735480974167	0.545722054875191	0.130030545959812	0.565105013205123	0.583339944552073	0.559946747780531	0.700163870337778	0.264543355029363	0.412887570346408	0.749958869125149	0.765395961050587	0.773174756794453	0.761895749811003	0.749342210449083	0.47560724102911	0.770574474773625	0.52615198123537	0.632025708700789	0.744681202235556	0.74313179134633	0.617434429826558	0.0495820093323059	0.0917194137778872	0.724398103571338	1	0.183493221115538	0.73254255556317	0.424177302601834	0.657693756143917	0.717560537583516	0.437739086836628	0.672440500998156	0.398266095782423	0.137079940710271	0.414276288999597	0.359879918222072	0.759627992250392	0.723251821333352	0.454184926800237	0.424272796992731	0.49959159473494	0.69462606176729	0.734050614641787	0.712442602319976	0.574536025991077	0.738053382156846	0.2586746408878	0.722526188631687	0.873535250230371	0.773322573667103	0.610610302299964	0.699965578951469	0.635215783482196	0.395029188843126	0.568972653743549	0.229585461102604	0.47805196441962	0.489532973128273	0.618124117093001	0.190009928908309	0.456858131177056	0.683597433020402	0.495510139094753	0.684319990316646	0.698383353548041	0.711007922934015	0.763619868193229	-0.161669177709014	0.424378641625226	0.372939290038391	0.640674687791492	0.716383586352134	0.583758533058097	0.698189109998535	0.463931756377801	0.674463584404158	0.733171348443877	0.599844276509345	0.558486947647129	0.192539157040402	0.390321033402846	-0.0332082577244467	0.786235036000846	0.735553288662036	0.79571808342902	0.406591356829363	0.704308336839682	0.584646342173828	0.0622249668851013	0.681755238062928	0.389026967746768	0.691795375044507	0.038352981321576	0.397795673425654	0.586533252817532	0.439591303126656	0.35466515837424	0.73699903050317	-0.107148992291296
CD82	0.371949217332754	0.25808381435129	0.273117168753485	0.336878825624858	0.224029391620171	0.61680708549519	0.58712357550601	0.637759248050916	0.028903446291967	0.411289896867425	0.738819283298766	-0.0329549485966542	0.38594244385825	0.713161757814266	0.524159632706647	0.599136895251671	0.846024224254678	0.516352050722343	0.434464104980947	0.885754511427529	0.792509447368938	0.514898903267728	0.560412821435088	0.571080205740401	0.556861474230791	0.455938848294337	0.713263663936882	0.247016156690344	0.279839432722472	0.764719698116594	0.611010606282161	0.841541894583869	0.139921339080872	-0.150362059833847	0.249702772090231	0.433620561165165	0.43844439988387	0.435145409143127	0.792288351764298	0.486406042253982	0.471285976383179	0.473273630303144	0.558419710421759	0.289706284343868	0.893980780549811	0.34723780785989	0.627351363909085	0.471916449271632	0.503914076911238	0.646635456736937	0.214201615487356	0.12283076464555	0.148752444139289	0.406125973582844	0.426463628682085	0.26242999258324	0.492046134296489	0.421025587799239	0.318137319199251	0.0869804712279792	0.40614318054337	0.283452524319497	0.912018030602961	0.666802141277097	0.562100761535447	0.785788727258616	0.623954065241579	0.165710252464966	0.629679094407644	0.152337575778973	0.847506378360424	0.167287018484817	0.514614807662327	0.316897053402521	0.403775293468562	0.338389069788973	0.352925207186854	0.376912128204729	0.324773857072796	0.11667613825136	0.466882571563283	0.560923009952709	0.458194480104497	0.530284564024096	0.0750127189468407	-0.0587792899545039	0.600663273879139	0.183493221115538	1	0.566912738572378	0.725267612585332	0.72895322729357	0.350675559855346	0.841380132274508	0.254962794384407	0.513409615859497	0.0250130759702926	0.702901079952356	0.628432457236273	0.449299667042539	0.52266163375847	0.708944753202835	0.681991493917636	0.272734925256626	0.551569917357978	0.603996162123169	0.440398517210236	-0.0181875373731795	0.164900036866578	0.834524417099324	0.476468305907469	0.138851132674805	0.294482649783036	0.218835044617203	0.393201871704199	0.26221795523075	0.68199796161427	0.485830387032608	0.829160692402074	0.861474882693619	0.639251750461799	0.0547474151327543	0.0700451179590441	-0.111430101030106	0.0677396529046834	0.151110356976314	0.330088859173986	0.181818556373481	0.613768585872202	0.555644580011096	0.628431227985067	0.81758291827231	0.272202297823815	0.452082584290939	0.648321379051246	0.792341193383575	0.691266733235536	0.651927642254525	0.667290236204446	0.450538985921839	0.640663731081758	0.78035868271668	0.757013424819638	0.575995408512566	0.217362222188539	0.528997966948218	0.668584237925868	0.189566634890158	0.419123455183961	0.527249314933653	0.52188055025463	0.636801483335319	0.236917920364824	0.342714933306698	0.493711096068893	0.115891189392402	0.517703928800336	0.743077184243305	0.395377563695771	0.364353240850402	0.513107640994575	0.0642451953611608
GPR84	0.878533993888631	0.781870613757674	0.798807706154205	0.823944862503876	0.604011772541271	0.88830419270365	0.862619387366468	0.89007800656011	0.533507442809724	0.386132186248329	0.836691159578457	0.231519717724526	0.781744793697552	0.881979999897958	0.933230075830781	0.659676219691969	0.419964027547907	0.68264912818145	0.719237382321046	0.625454174419709	0.844075808101674	0.846220318483725	0.920912291731934	0.827729093415684	0.882166390666587	0.780901007667082	0.805550398897762	0.56576139267062	0.604557437717472	0.788912361459664	0.657804822334696	0.663075344235879	0.47070663879402	0.41995202106239	0.649529922720938	0.901222863732196	0.359301151005357	0.666281241335397	0.278986704319785	0.760510695261237	0.73093724132284	0.709594789321617	0.828828908770193	0.70286565931659	0.613557662120884	0.699026740588028	0.887535095149285	0.85617472999074	0.858947380434123	0.574881345998356	0.677481125263903	0.56727122990238	0.638125652553292	0.752715967403617	0.726163125502983	0.68090356705951	0.808157129375139	0.726729282155973	0.484869591331393	0.660687387582474	0.659891536982946	0.775509346731753	0.518750107133747	0.795217121323388	0.683304064293681	0.542535893056431	0.749131751747095	0.484596881409508	0.721597962778733	0.568314805730081	0.673517897971131	0.350559053458288	0.904674934635317	0.756407156735304	0.79956352710466	0.69157146708084	0.651843736265269	0.531629436326998	0.70262507595475	0.40821886675315	0.67253912265588	0.83229517337968	0.81829272293291	0.795497556140824	0.0460676333106039	-0.0254086024472954	0.905691637692234	0.73254255556317	0.566912738572378	1	0.829962163592869	0.847702282002287	0.671658685718335	0.800060036226178	0.617105579354423	0.445672554535721	0.013878247455148	0.695107996022478	0.690352344699982	0.786967795926304	0.809686256424844	0.695747599911344	0.766966117579191	0.462783250453208	0.80422088882337	0.940518592941389	0.69321273724109	0.37432632946847	0.622448882792119	0.644721045642803	0.787534521827971	0.670652433496816	0.783351429826487	0.620474108415239	0.707615099527123	0.656834142268064	0.718226763562065	0.68880395115236	0.575506272466245	0.776548438855139	0.610395761244819	0.477476282325751	0.218580813370732	0.196216524160579	0.48487626660155	0.418343932440005	0.695117690486663	0.597767665247258	0.85354079169244	0.856338479576298	0.131757547190761	0.710311091209947	0.386985492038626	0.663618256002514	0.86912797888771	0.8218923392513	0.923551111313873	0.663827967194427	0.859428301577173	0.767744909428342	0.732581097955404	0.88640129507841	0.465708546928614	0.591940152427965	0.116880480821451	0.854406745678458	0.920630737086743	0.648043903552525	0.487487758536208	0.832826234750306	0.700654306936232	0.218835885254959	0.630584492133986	0.540978422829717	0.7522757576965	0.102877439674327	0.531042878136828	0.79261566446179	0.625420269926383	0.384272221097056	0.844088109083588	-0.0111214028234037
TREM1	0.639054591934092	0.49445374179033	0.511971862906525	0.537259996016225	0.342134565099995	0.735988151172716	0.796680480454424	0.85404675106784	0.266955114840424	0.280462440277595	0.766932081099035	-0.0250065107998366	0.544867854839209	0.813862137673601	0.786768218600756	0.616003878420698	0.659316297820789	0.538745358490813	0.516289629728824	0.797752010876134	0.825989976243422	0.631549714196748	0.771932263106416	0.704987953192109	0.722950153377632	0.579284682735931	0.758165614070606	0.276910634958223	0.347358684849675	0.763820544586091	0.627717906418913	0.829923715072231	0.16520333942413	0.0805621272048559	0.389223971638185	0.754912169903864	0.201720140491151	0.449892554741723	0.564249487525877	0.56000195237923	0.52137786857181	0.572368033969617	0.612438813108541	0.447122610223014	0.837263971312422	0.457064417643588	0.795230080037611	0.587444036536496	0.719971486954004	0.488859044306972	0.372619002562417	0.215948873240668	0.387191896441014	0.504288096180173	0.425267849217012	0.413881066467515	0.659065287905067	0.595221096724199	0.266276185403896	0.387619878336089	0.462825068563959	0.469889624506442	0.665404487466553	0.699667222970785	0.588392612220168	0.642263519740374	0.615204516076886	0.209044730941626	0.569334159565062	0.25098916814453	0.806709784888257	0.141172734374482	0.709356512664179	0.464128547997536	0.583053848704626	0.518788273526643	0.360815635404604	0.37759445648119	0.456662674123227	0.204119193521701	0.488764133698611	0.62614047164416	0.636822031309428	0.669278212223096	-0.0483715565830133	-0.154903810739158	0.765888637010756	0.424177302601834	0.725267612585332	0.829962163592869	1	0.74096536285503	0.410410874842087	0.829933887250405	0.408887750634827	0.249605436178205	-0.107068521915056	0.740158896117809	0.714192102313685	0.593461381813652	0.747107552146759	0.601775774240607	0.867105772259334	0.21798399560581	0.587984508671001	0.830623160957133	0.507119378014319	0.110842928202479	0.348487029806029	0.79965649972088	0.54079798756849	0.287391965756504	0.52479559710215	0.526502958121256	0.53803225894152	0.424977119906924	0.727506647108614	0.506275997585222	0.613309525535722	0.755825568801834	0.510962209487498	0.244864950982762	0.068642454206163	-0.068772702384826	0.146017448786688	0.175339319855337	0.506818361553345	0.405391129758796	0.741821176285287	0.653204658783704	0.233627890360101	0.750360816136643	0.170792637595288	0.439058247251581	0.726198793214249	0.772827553980372	0.817615197109105	0.626765254229441	0.782265122441994	0.533850042322405	0.552559983092266	0.881920831123792	0.476315483833427	0.627228890789357	0.0945857994726253	0.696528969216659	0.848423166221044	0.292602549409412	0.374674882080869	0.659633963076127	0.491573842150207	0.304093276626004	0.362414686251401	0.322911569801496	0.511617355815513	0.00699200208906817	0.449673267662796	0.817682235323568	0.487277020079846	0.303929913354745	0.625168730569891	-0.0249504437970611
SIRPA	0.796735529633461	0.753621138223152	0.74249739662527	0.777428270273355	0.702747950837733	0.922555327571092	0.850091910916983	0.873714881995333	0.52751464446509	0.502366767711133	0.92164465211974	0.347447941884561	0.831778981906973	0.929061287046557	0.87847947543724	0.819343426848375	0.630909049605466	0.808617135368046	0.786608893257566	0.791888923420171	0.914153162880242	0.893644549926944	0.886541174792557	0.880432659350109	0.875174492146617	0.8098217952586	0.891266175254666	0.643709015996993	0.716893396311395	0.919457715847549	0.813379716024242	0.704047383620412	0.57862950449881	0.35206897987733	0.705257318405604	0.752218798378292	0.566600928372252	0.800966823780256	0.452809255884983	0.8215743827465	0.739134964865304	0.725300503943016	0.868966726505465	0.727142971062353	0.728549261831426	0.711913974901224	0.872791361632586	0.813604844760145	0.844617742296819	0.801906603849937	0.643802722317272	0.638699487032374	0.658900102053336	0.810613626038919	0.792629894771306	0.651977233615745	0.786270981746817	0.799889982156299	0.68519227849534	0.618474991739932	0.682152485642351	0.764770644408527	0.712503043252493	0.86742197904802	0.816174884239794	0.722764715570536	0.828297897936242	0.610686453268324	0.840391856920178	0.605800970689947	0.796010068828525	0.5244255415439	0.818780592162954	0.779523925265435	0.780976894694133	0.613538008358151	0.703135953102614	0.67904911378355	0.703198176307816	0.481240894286022	0.73653671695612	0.902426090435961	0.764132299334036	0.849206452891875	0.136063398349266	0.143330407388251	0.834939109637222	0.657693756143917	0.72895322729357	0.847702282002287	0.74096536285503	1	0.65981968099924	0.899557862615622	0.710047246558599	0.68217279207015	0.198752299994405	0.811524862180343	0.783009693186744	0.821458807073685	0.813696282805039	0.844819186791916	0.726115124771288	0.614517133946317	0.898162732797923	0.885585138594832	0.801635023637908	0.457604947659475	0.685993889337791	0.758673321757355	0.824258795172882	0.589783492165427	0.760005666063496	0.521848160366034	0.6863578850826	0.670982755079371	0.840638742471555	0.72842063842024	0.750107999900575	0.912010709103608	0.777120541777737	0.496210258474172	0.347705435094069	0.317247247082753	0.525493648023009	0.520137475362893	0.659953158503202	0.61508555087299	0.896943354300927	0.78849109391397	0.44956463475791	0.828340480798207	0.507512255375717	0.688194008958704	0.90011249864362	0.899278757971772	0.906787280476373	0.810918925563426	0.848145804701538	0.796366830381247	0.866835297747731	0.920521516444123	0.727559148186841	0.582459441011204	0.111341613966201	0.809150389811965	0.918094255118707	0.670158127520693	0.592563955533048	0.833190508513583	0.720477735584535	0.357957579794132	0.687269720320347	0.528699765842633	0.788328283891338	0.0420627615858389	0.679332754083101	0.838515614010346	0.576950820785377	0.439890252284407	0.832769078285442	-0.080314698439762
CD300LF	0.781813957602126	0.78086292612539	0.752400701879784	0.842737277853338	0.680887398311306	0.775565726024707	0.532747798565446	0.604549020214276	0.607464079467915	0.335386195580033	0.667064319961508	0.612010980429733	0.74973195004128	0.69273674276905	0.699699296155651	0.556805937391395	0.129926112674794	0.544640088908716	0.62817982508013	0.288048294681226	0.58871664325481	0.822153693600328	0.749098765400894	0.625254561865333	0.721742352657134	0.682812434289723	0.554541164037832	0.629576733918297	0.801548343772782	0.552619797088758	0.567105301527558	0.252897506422917	0.756234937784511	0.455405203376745	0.728964334703452	0.638019612634132	0.547086429090136	0.681892818514166	-0.0445839682704424	0.712100324425383	0.711245972268791	0.639870346531784	0.8010763741024	0.704240832697801	0.245944060558182	0.646821369857431	0.553309359217026	0.771692851344114	0.707208764078025	0.451106547472621	0.697609680386094	0.632222353864207	0.598130093835276	0.734102731887509	0.802238359767114	0.670331660348005	0.640451098542212	0.552242257971356	0.494930108165513	0.720368796490605	0.501137165250578	0.706421151211445	0.290884880588763	0.525859605487811	0.578503479772969	0.25831976352573	0.690741723301289	0.643541854862437	0.575654960760185	0.754951499994346	0.42325109673525	0.615151350775157	0.766106706162959	0.755388807782915	0.699582085059738	0.661262914062239	0.731377319150869	0.442595346685236	0.629779778224451	0.474699912532616	0.621305179775292	0.708899782727952	0.775213001671897	0.60936531895203	0.257445634292657	0.371886559985525	0.685921993028543	0.717560537583516	0.350675559855346	0.671658685718335	0.410410874842087	0.65981968099924	1	0.516595225412858	0.596513292425674	0.52633941499639	0.33628499782643	0.394879659313687	0.451887021372097	0.648161351243981	0.61124303822186	0.496200124085508	0.432079153957124	0.633278641333426	0.741099857102578	0.643641427248093	0.632204235831396	0.613373752992086	0.675496352860296	0.300328088892943	0.779919791100329	0.654989029001795	0.641331106550612	0.574038198682823	0.604020720089755	0.698404973959766	0.420537756873073	0.535424584043708	0.436765831836503	0.553832061712908	0.475486218539005	0.366837589286619	0.394592139832926	0.4143240092372	0.639259621607848	0.58178761697789	0.673772967695317	0.514991319066839	0.661661445998086	0.797497316510678	0.0737646480154157	0.39237572640883	0.551159362541625	0.771089543883556	0.676725323860406	0.598457668865783	0.723705804826188	0.594218014195561	0.672458853161453	0.774953288200433	0.739646423126863	0.599711258630356	0.377376210676183	0.329244956410726	0.0583398207264719	0.587620967013677	0.653750098469125	0.652555108135285	0.372468751948965	0.773301103022724	0.629663710482958	0.253856384535852	0.7423294585806	0.517306093585801	0.785814408086274	0.10577369371353	0.494745689811197	0.51834870712359	0.448911918782499	0.432719784375605	0.708112284505644	-0.0736455491266905
RXRA	0.6439155496432	0.55077379308261	0.541060224504007	0.595288675163357	0.483691680613773	0.842439768354329	0.767972578621227	0.8603844657508	0.282698893928029	0.544315484151434	0.894866181184065	0.135306062111128	0.638804443800882	0.874169705116809	0.762166539146955	0.772326694838537	0.785828109134848	0.716334805806442	0.641255758297222	0.910777083079369	0.946590799303216	0.75240528608792	0.829029404815484	0.792773806663044	0.779045238938758	0.642905731094136	0.875501437548737	0.456196915582546	0.535906065580853	0.912216392975707	0.800797865041182	0.865835764088612	0.350429514234787	0.0784768038264065	0.494367130054237	0.669408980706758	0.50718297954575	0.623588186895907	0.665681804737163	0.715484006714138	0.659368930577907	0.657939101115353	0.773762947102683	0.52388674682772	0.877510077299443	0.533941537643332	0.854355111738772	0.719758966972614	0.755221071368515	0.786051236411237	0.411463564856212	0.378197302879278	0.433575313831313	0.624200908646691	0.616027327979293	0.476266421946061	0.65683686372394	0.687543495350078	0.502395539111586	0.374756012324879	0.509618685636783	0.585671141666028	0.858057272610546	0.880725301498443	0.737211103788345	0.838612400797601	0.745447140189981	0.416572511988682	0.779692393462216	0.397649542111294	0.904994442554872	0.363722574397402	0.714146610650428	0.609407419171077	0.619396299668808	0.505033844600033	0.485136046264784	0.549579654869301	0.508451623105279	0.280144073784342	0.589418464830955	0.766095762812928	0.691356378429635	0.776774105064368	0.0644468777076117	0.0143795126489612	0.785975838388709	0.437739086836628	0.841380132274508	0.800060036226178	0.829933887250405	0.899557862615622	0.516595225412858	1	0.489633246910829	0.521771832362413	0.117282377983709	0.852863129752063	0.842063865664194	0.691865174485663	0.701409912234347	0.845065900430429	0.784267661972677	0.442328296224436	0.778458490836347	0.833418195061832	0.599680660593029	0.204590754449188	0.46685370767453	0.858633378611597	0.714224630573963	0.376325986905029	0.596040810926815	0.418601748031605	0.601191501201353	0.532076122607216	0.868693393962198	0.66707471412326	0.80852725905185	0.931072586151979	0.727894353121737	0.281277856113895	0.311860060932169	0.0873751190396603	0.297835265488463	0.313659986505691	0.519869112157174	0.439023949450838	0.805598970684805	0.683879149246373	0.572133837351488	0.876874360473648	0.397696514996274	0.536863116339383	0.820613778740771	0.887555133966321	0.878171097612206	0.767773946385009	0.795769331302836	0.669233490316931	0.755671909718786	0.936161780490553	0.771546618753322	0.655703819567086	0.180920397303137	0.679854356294532	0.865189413484917	0.413534053648089	0.473698394688399	0.726788955890395	0.639395319023473	0.409114173393306	0.489557828913235	0.483733697348391	0.681342459139164	0.0637560313575685	0.627776538680381	0.840404034337665	0.603332138113772	0.352044105368731	0.732252637080257	-0.00880100206053632
PDE1B	0.687614232398531	0.705624371749042	0.674777103688599	0.689221007772449	0.766320601161822	0.672308135183504	0.650897517873313	0.590904125944511	0.674231958247747	0.25453343167464	0.598380178227724	0.452723689366123	0.76842738926098	0.663127350669082	0.698293552721946	0.586082894726607	0.190375012968036	0.718826081049356	0.664855385105745	0.363517991894917	0.57000726113351	0.772605853237857	0.677064212851038	0.682000770815891	0.716634684261957	0.74285503764244	0.668787749380089	0.741482627502012	0.705776383081231	0.621955940132016	0.635343891269244	0.243180486673356	0.629404325191806	0.52368098483954	0.783924745913016	0.574656433952505	0.410895562742833	0.722003286197151	-0.0229914442754497	0.748899309303866	0.525279471479367	0.646872912793571	0.66937916175207	0.739148249478026	0.261090631836833	0.716066475471385	0.623037156035726	0.630923940957598	0.648898978208436	0.508748085350855	0.653731039360049	0.770238012527306	0.779799286202592	0.777717255102927	0.687115899024609	0.704171001421765	0.693792949049587	0.800978773727649	0.693965836185047	0.733853929542821	0.617222747362783	0.701242775366783	0.242444490771849	0.550864815789331	0.593626078466884	0.312942871442689	0.661502088789349	0.720280990214603	0.643845505491706	0.628089672144646	0.398836981373718	0.609121009394819	0.6853545041649	0.732030817164726	0.717764960742464	0.435722923386174	0.582871862529965	0.627221909792557	0.616616032648386	0.590875773961202	0.697631860909192	0.718568814385824	0.593254078703782	0.680232039371838	0.134619214554843	0.342199700261382	0.571994848320103	0.672440500998156	0.254962794384407	0.617105579354423	0.408887750634827	0.710047246558599	0.596513292425674	0.489633246910829	1	0.508463774359449	0.322790362297579	0.5376291817828	0.496512967079882	0.75713619138015	0.625409925091326	0.549245904316162	0.414140668430931	0.66455345148631	0.745923814946648	0.664812859051048	0.720648499447003	0.636012696861543	0.778103023797541	0.405108580028432	0.62398063626914	0.572072256017392	0.673608360945068	0.42568952501054	0.554237254349236	0.674187886048965	0.565405914975171	0.655820785064085	0.399075608838296	0.529625976381746	0.538530925462535	0.569657974681755	0.352420504536989	0.548130757807408	0.614264889503088	0.631350409127989	0.658995470823235	0.682640741955437	0.686421559139609	0.625220138128162	0.0847870112326264	0.420493301182365	0.437542539165111	0.659108886361156	0.676876812587655	0.504147338710731	0.610685253645294	0.616819268526667	0.582825961668406	0.6235629858963	0.640571148279833	0.60630292925647	0.404972731712928	0.353574795865557	0.0723807224407562	0.684285456221032	0.64265341004043	0.674703630467385	0.603781851695589	0.690974946061042	0.588716423032147	0.0752508252407347	0.725774103030842	0.463412636435568	0.596384115325718	0.0932372903997589	0.594515640247422	0.487143304284014	0.503556047647823	0.422534075773936	0.665843477739727	-0.0490184476468316
FZD2	0.403599648331688	0.530940023636366	0.425932982420847	0.484997479421182	0.590452824959775	0.628457156121582	0.448344809196153	0.472091166112376	0.382025382428098	0.521614704225576	0.523843866040801	0.412317193527999	0.596903166545855	0.568215279191778	0.454818557243414	0.598746445983158	0.410334044278634	0.618869999904411	0.552070715303357	0.46826576483854	0.568057881065957	0.655359851683436	0.556262967119378	0.625830251074381	0.570249673738683	0.603802443255019	0.563343269909596	0.592647779988987	0.548099085058734	0.632575566963371	0.601254225885708	0.370510339786762	0.569278632114106	0.257474194412664	0.594777433912907	0.292574939181586	0.719234054515966	0.678450853891462	0.26090582442554	0.563618960935258	0.565356448053328	0.517939644554868	0.639530865401392	0.573629509990711	0.343411941640432	0.516696743671677	0.520486716647001	0.574221038624926	0.431404674289342	0.703786988457998	0.525474803853904	0.569555200393413	0.470157908051959	0.610939386021334	0.680629776914271	0.523427082984275	0.50778203698102	0.461887701724835	0.704323833821017	0.40607625922885	0.522565750976001	0.535332705985532	0.561584057699752	0.537654225146249	0.678123673008903	0.547276702999145	0.697353020255899	0.562716655987356	0.684344243286998	0.534043837697919	0.478210299122053	0.53802810239762	0.510525946639365	0.560530338159558	0.596829458205774	0.203462101475177	0.711421050688313	0.567552025705266	0.572674889543552	0.497408343566509	0.592878121078001	0.67333348999167	0.497703385119172	0.589880186505718	0.343843678555501	0.359191836669655	0.473687129315532	0.398266095782423	0.513409615859497	0.445672554535721	0.249605436178205	0.68217279207015	0.52633941499639	0.521771832362413	0.508463774359449	1	0.352770700946854	0.492320690433791	0.438865414444114	0.522489309308502	0.338789626172483	0.677163981962113	0.289034484503505	0.6556717334082	0.68329174191556	0.458143866694257	0.616904288356334	0.435260588335893	0.506198180335417	0.435540339532193	0.601237871024282	0.37379516527951	0.508516709353726	0.0936486689959745	0.413623767039358	0.557482943582898	0.539856798928089	0.547042654532715	0.599714265387821	0.663225318421645	0.69658918285538	0.333426258273975	0.358554115593735	0.400936839714116	0.532962999740496	0.541500244332391	0.44337205241677	0.40036718697342	0.589310223378039	0.539789160639331	0.483094280697609	0.484690982165808	0.474413136567609	0.5972159527385	0.605602693700022	0.606026613867501	0.506120449189393	0.58925071393094	0.529023353419312	0.600531761907712	0.773785665550328	0.560557912487362	0.700058601634142	0.22061798914495	0.154967548168421	0.423617197530831	0.512114840789251	0.54146257464084	0.494176149717503	0.568305595089424	0.58428328894328	0.3773688529908	0.551050718299304	0.522499749133828	0.638187662278216	0.152755313972062	0.606021344471101	0.41157911212508	0.408878045577962	0.413751047881241	0.632106094976115	0.0200108277971617
FZD1	0.134815068841963	0.367193901155645	0.22012737629365	0.276624800584472	0.389259630813522	0.269703273406455	0.00367450105591879	0.0594831105619803	0.22737947704106	0.293398187097027	0.177666992869836	0.621542412124676	0.362561337103391	0.182724193402674	0.0927577350003031	0.301149121074804	0.0593581983114087	0.261662377268835	0.183211534767715	0.0539409649579795	0.106558966364696	0.344309141328385	0.17652799382166	0.252738747775927	0.206121955584333	0.201423681687657	0.136370621252783	0.315336769692655	0.505171493565283	0.151522544350456	0.301661312298696	-0.0818140872307861	0.561235001604397	0.147918917367808	0.45323484876813	0.0217764414486576	0.459849289320649	0.321376288323933	-0.0682472451267272	0.283458987928447	0.399854265277386	0.397420463146435	0.266191575395571	0.292182402665561	-0.0548875230198775	0.190665707737065	0.0982217892066541	0.271945633650096	0.195295011049609	0.275997131141113	0.241620817633268	0.328846221311476	0.257602533282727	0.259711361483291	0.346394006194782	0.293758620533739	0.164489933617356	0.128868998036218	0.350514044043525	0.310634293784112	-0.0248061804061557	0.289985843271155	0.125937964934303	0.0495247791810843	0.317853565622537	0.0602556104050957	0.336486385393621	0.480036304628341	0.264734001505503	0.547340805603802	0.137842945141744	0.529086654724494	0.176141641532524	0.349184567634652	0.187663200375078	-0.00361878394276349	0.244411907809664	0.282892663838779	0.209760171427146	0.24356957967662	0.170759275528174	0.255945354906817	0.264416333764346	0.316981819030237	0.313397721206647	0.642586038158399	0.008862342280677	0.137079940710271	0.0250130759702926	0.013878247455148	-0.107068521915056	0.198752299994405	0.33628499782643	0.117282377983709	0.322790362297579	0.352770700946854	1	0.0763357845048882	0.127943557111094	0.181149948788622	0.0898509069293128	0.155525225536198	-0.0279864870510173	0.440038279736463	0.369237957060993	0.10677905377106	0.252964153711119	0.372676347275091	0.421611731653817	0.000941298264727731	0.367271037839874	0.136863541804263	0.301512534927003	0.109962729578707	0.179629645220015	0.405468167016603	0.0645283558058642	0.0888098533602658	0.123655936970937	0.169924838467041	0.136303781444533	0.175706417711665	0.616833304534795	0.503967869242803	0.40440640236583	0.449788288657787	0.238404565965472	0.141517371611399	0.233389163641332	0.139496364903833	0.309531338443297	0.0262642624462554	0.339987070429566	0.352177887308236	0.189852674610051	0.198856036978193	0.137971857454666	0.388253370243426	0.149586172150479	0.43175173270779	0.387052826745559	0.105670241612808	0.26517477135133	-0.108694490114046	-0.0295197501321741	-0.0411261743567117	0.0561195572985521	0.27031473378323	0.0949503139857731	0.312709234108682	0.1604266391571	0.0233045497128839	0.30480032204162	0.237692113209439	0.433382865682328	-0.0286988941239648	0.360822944600587	-0.00253553519830466	0.165620422833006	0.210034401919787	0.24054005035623	-0.10851367594316
