""	EGFR	PARD3	ERBB3	KLRC2	CANX	F2R	THY1	APLP2	CADM1	CXADR	PLXNB1	ITGB8	ITGB1	KCNJ10	SMAP1	LDLR	NRCAM	NECTIN1	NOTCH4	CD47	TFRC	TNFRSF21	NOTCH1	LRP6	PTPRA	ADCYAP1R1	CD99L2	TRPC3	ITGAV	GPC1	TRAF3	TSPAN5	CACNA1C	CRHR1	LIFR	LRP1	PLXNB2	PILRB	INSR	PTPRS	KLRK1	NECTIN2	KCND2	IGF2R	CELSR2	PRTG	ASGR1	ADCY9	MCAM	CD9	IGF1R	VLDLR	ERBB4	AMFR	LRP8	TNFRSF10B	TYRO3	SLC16A7	SEMA4C	TSPAN17	PLPP6	GPR37L1	ITGA6	CD81	TSPAN15	RIPK1	RXRA	EPHB2	KCNQ3	LRP5	CHRNA4	LRP4	NOTCH2	SIRPA	LPP	ERAP1	TRADD	LINGO1	RTN4R	SLC16A1	LAMP1	SCARB1	S1PR2	C1QBP	SORT1	TSPAN14	ABCA1	NRP2	HLA.DPA1	CLEC2D	SORL1	CD74	CXCR4
PLXNB1	0.228817670883891	0.899107350221943	0.930562318406181	0.843293609699264	0.974613180700954	0.951806894695318	0.908934972257516	0.96150228766001	0.959954628860107	0.92928572402633	1	0.919443822831605	0.96122813511846	0.975417181589379	0.93904993598258	0.970510592044909	0.935702236031177	0.949846290458272	0.750634676561434	0.933963584582156	0.874394697855376	0.938577720216462	0.965102420645766	0.962216047988459	0.959635498491736	0.752478238185042	0.915141212066758	0.833201924317546	0.901257526977073	0.928867426397637	0.905312363013826	0.926685111903257	0.777294693049202	0.860157412217827	0.508976570671467	0.952240158851975	0.913936618809368	0.878132648363506	0.939263754358398	0.787273248782358	0.671503966859211	0.768532162299578	0.53803288531928	0.948969142416741	0.941638506357909	0.854174127439037	0.439762792630546	0.924963338495191	0.898707997629889	0.909713536827968	0.927243689351683	0.926544326950154	0.944419829676976	0.893922456200534	0.9376855811476	0.93489138177865	0.93670825120393	0.856675858634064	0.906736131234535	0.916979455805972	0.878810966219194	0.917318149359522	0.94635455974132	0.959277917192398	0.91448416855358	0.805700406217009	0.579753397835062	0.938973764843037	0.617000114902733	0.900873561979456	0.93091112349848	0.922353942810369	0.684846279121631	0.915860427593451	0.803641709141559	0.898486758997681	0.916684736198754	0.828312376082805	0.886213304910141	0.894592757461594	0.977235867167292	0.947620159372741	0.86381010136818	0.890105940084696	0.824058766902498	0.832038326784193	0.332095145678778	0.556962399113516	0.335882368552283	0.697761952851302	0.184789304685338	0.362549800050598	-0.0381801688209832
ITGB8	0.477967850770852	0.916911481678204	0.828033630569963	0.881876485105491	0.950412597388187	0.932445863551406	0.785408990338607	0.96956738140563	0.892712100233981	0.849520858456154	0.919443822831605	1	0.932475438911788	0.917615635041622	0.864873666236283	0.917312216986219	0.963995455179222	0.873550388465931	0.740877617588273	0.965618568099429	0.932198491757986	0.821440507335061	0.912764977057808	0.962183724981828	0.959520703959648	0.80022057468549	0.867677818389435	0.911154900108065	0.974506331331503	0.836657891535845	0.889716216190961	0.918902931124467	0.770333920400522	0.742947179920688	0.712414829726653	0.913549382875136	0.858924896812356	0.900034083600671	0.935468053439909	0.895231375471407	0.737801678469485	0.764461421125504	0.666201771350666	0.930118857551792	0.905854620831142	0.879102514952171	0.584687237471811	0.946172298009299	0.850228879221579	0.883791134617116	0.971798394254057	0.85286615347391	0.922608577694665	0.844048204304921	0.955866892385749	0.868441120857078	0.884431113397032	0.941006181872465	0.852704124124064	0.8354345674422	0.833908422312163	0.790340373073313	0.898840192388077	0.896714188373443	0.803494914696646	0.886186388010624	0.65016744892986	0.869053088291341	0.771595242044661	0.8658878792642	0.838839728161348	0.956868233225894	0.811292879332704	0.913690339142987	0.886170612860155	0.892469327371949	0.811703791781149	0.848724511246747	0.775545689787387	0.884829851609717	0.917392152961714	0.824221902304226	0.808603566020622	0.776655185959834	0.874799282482088	0.837098921246239	0.507861368744976	0.70152485385547	0.371451948049233	0.774694497881949	0.292902524018283	0.404294579979574	0.00388615849448022
ITGB1	0.244953960939805	0.920378214161772	0.943071884836596	0.81422799999466	0.971864672471684	0.960923459938698	0.846522777825567	0.977957919900047	0.964376302494883	0.885988583415533	0.96122813511846	0.932475438911788	1	0.950978806203357	0.885198416460051	0.949802516484313	0.932208881639882	0.905025338177519	0.723527602104976	0.959451296958173	0.916357839457131	0.903881038483915	0.936318073059591	0.962783924418394	0.967536203095569	0.730745098196144	0.926403310136048	0.830961051523815	0.921200076332295	0.887680240061547	0.874185175988487	0.92023722676427	0.789285089358793	0.846438557065013	0.551515856607883	0.919537338572926	0.869334058948127	0.876966082357507	0.938650625833171	0.849889833041704	0.673120537087114	0.757258897461412	0.504445607968753	0.962980808561997	0.917801880262735	0.859582279677835	0.458434444896859	0.921081192743894	0.925996144293514	0.936627192078552	0.9378632636573	0.927494661702408	0.926628191335171	0.877353817054483	0.943179530868447	0.925017093409465	0.908281817291885	0.900828146842835	0.882937569436473	0.890157556023168	0.89339778560604	0.851634718875964	0.930984998249437	0.92719666068934	0.901225093195179	0.853821095632331	0.592161287875614	0.918746511512238	0.661746328626134	0.848745808540158	0.897377807034146	0.907801607439821	0.663408747030187	0.941804448570695	0.830643085329347	0.920498079166187	0.889263486968203	0.778178287869165	0.83176142584281	0.906708817732434	0.972139361317744	0.899952552862498	0.805008209351465	0.825833800251051	0.881873371844717	0.84552722806164	0.4387798308463	0.666648330345527	0.393863513232425	0.71885773450872	0.274589501227373	0.433581349278817	0.0581741256262133
KCNJ10	0.258547722455583	0.906381850421413	0.928044757722547	0.870504293113744	0.97720247203045	0.94547796178891	0.910436988927284	0.963159257721063	0.965855733241216	0.941579886217277	0.975417181589379	0.917615635041622	0.950978806203357	1	0.945751575220085	0.969452349933934	0.953439109056442	0.955751849500498	0.70505452046013	0.940522759963927	0.874995989859215	0.941857809952858	0.967570853135294	0.967925740283766	0.9611464461318	0.764644234680762	0.908569059889037	0.841852011960918	0.903066533197508	0.937486432479941	0.929757113048003	0.938147661365947	0.798674592900256	0.867558305546886	0.52205920648182	0.9574068438625	0.910509440894089	0.88122481067102	0.955553173168038	0.797653155970282	0.707747941010959	0.76787966566716	0.543125799388394	0.953566669647324	0.928163826806424	0.89504460087709	0.433455598859886	0.919686454680011	0.905594029939611	0.899380694740539	0.945160725923724	0.937921765659553	0.959468861256383	0.870517420484126	0.942217870842206	0.934690963055464	0.927850036877613	0.840879630044696	0.916105239696437	0.913102100330691	0.891211119298556	0.927768712439389	0.947538330228313	0.966169734461657	0.939333730639977	0.784670348503162	0.622887970634418	0.941375000933226	0.630219304765369	0.90060509917894	0.928984789751172	0.933859400240264	0.681826425282031	0.916998130935306	0.841894050312934	0.919121896893823	0.904771575442527	0.825666428025588	0.894190555042615	0.875790674098325	0.978764961923908	0.950745231464235	0.87068799336512	0.896365017367119	0.81695415742515	0.840577394689808	0.293985642268936	0.557782940183636	0.343984754584691	0.697489201745026	0.180109739828681	0.362476964646964	-0.0391676613542906
SMAP1	0.226106084436767	0.861921773211876	0.877802525911483	0.906443844332155	0.937646451070271	0.907502095340616	0.959810559060221	0.890573145004779	0.896274304540286	0.952703217709601	0.93904993598258	0.864873666236283	0.885198416460051	0.945751575220085	1	0.931727565893105	0.912518249180411	0.925871233067785	0.725807244964894	0.881678721934577	0.810756439717157	0.942300117674167	0.958747347955796	0.915628981128186	0.931857721241657	0.743313034834946	0.882395909893029	0.806669031447856	0.822133239174212	0.965779053650779	0.909759607263903	0.932482021827946	0.802707343252332	0.860562175932553	0.45882152051105	0.964032437550397	0.902145259008435	0.845166871871114	0.898198149065695	0.732312627382709	0.660200084565223	0.78428413181402	0.563684166353813	0.885702926842474	0.921187359603304	0.816333194725362	0.42669862845633	0.863468311386516	0.834470539843092	0.799890930641927	0.879538458277414	0.877835538755281	0.923131953236088	0.890524018114449	0.886950268902271	0.910244886837089	0.933893594171881	0.775396066468369	0.914301824125108	0.915553614603436	0.858333466299876	0.945724113128258	0.879600919307441	0.966067351577909	0.902148875190126	0.678712119196486	0.519901212832538	0.907203449019889	0.518019128021102	0.885602289883595	0.940525287179229	0.870195995937355	0.668627010625318	0.854259883873716	0.739470871390151	0.819749318017087	0.907742720789914	0.883957479979611	0.926570753707393	0.896316544049994	0.922568309463944	0.936909852860738	0.894389346797092	0.964498526059992	0.689460134566677	0.781523582319647	0.184583216352825	0.421334711425365	0.260939019357664	0.597153306077388	0.0537134502582675	0.277044369093545	-0.145849293628584
LDLR	0.261508696054979	0.879181427467893	0.922505230202625	0.86261703393121	0.971246988677349	0.932990568844102	0.90353855196471	0.949682532964421	0.959029795300119	0.949013485336751	0.970510592044909	0.917312216986219	0.949802516484313	0.969452349933934	0.931727565893105	1	0.944564611448405	0.933582053167675	0.709087792194062	0.937407523864492	0.884403512220636	0.938515005816941	0.965767953730999	0.969414220767211	0.948700038138574	0.795214025123136	0.875458859921207	0.835251735570774	0.901441969102012	0.925981301282985	0.919699735047425	0.927180003250243	0.79466191958429	0.856518001226576	0.535548308953427	0.956522975999856	0.880258526638794	0.878324462137675	0.943845581227577	0.785896714781788	0.704703269426798	0.756444258503263	0.521768754893111	0.936413020247798	0.928802300947773	0.848079687883006	0.441084896047482	0.911097660162335	0.904303978340387	0.902407144427428	0.938727074743182	0.930987549308359	0.959875489362856	0.871309114746563	0.945853638238802	0.910209665101018	0.923888829827559	0.834604683822659	0.914242307314341	0.91441911629758	0.878528863668516	0.924638945040205	0.943251153501125	0.954804180455738	0.898813108636979	0.798002143053808	0.590690086728053	0.9431324127259	0.609843611966982	0.880509072169816	0.945571293587079	0.925558827144157	0.681969408017714	0.884685318349588	0.821739203193726	0.905458516023953	0.87323182068687	0.817668491226922	0.907592011486582	0.879958250083331	0.975191797492268	0.94857395437937	0.836927410558909	0.87625736625655	0.80357567797554	0.808744853556908	0.289467169830365	0.562219184698695	0.315805371844749	0.711816053577991	0.193143003450703	0.338752106735101	-0.0491015880545438
NRCAM	0.394125438473818	0.895709829944025	0.855598849385208	0.90630104695556	0.970401261608569	0.939150402228776	0.860162940444378	0.965857045432025	0.904740579730086	0.918905564670497	0.935702236031177	0.963995455179222	0.932208881639882	0.953439109056442	0.912518249180411	0.944564611448405	1	0.890786854754312	0.699984724940502	0.957895082738624	0.916289881896524	0.879299277568036	0.961139611294294	0.974799322541564	0.970081266986575	0.807283183119141	0.864087171948404	0.897222976930489	0.953527693606944	0.892800302031034	0.940055463520746	0.933122044629173	0.830010201239822	0.804896594102635	0.621788154972062	0.95639459133757	0.875698976964576	0.889075412216301	0.950493763661969	0.889003377682856	0.764651683227541	0.806802712396452	0.608831738869394	0.952028366720659	0.912361252897091	0.903894032818534	0.492612482574442	0.946853091197518	0.871443384997175	0.86497347396564	0.973842657573568	0.881665218152618	0.95295630059068	0.890245287572042	0.968802411512351	0.903798387124862	0.893994890375711	0.909064879235751	0.891265861021453	0.880864482974852	0.869871133980029	0.85981760725411	0.916673424092125	0.924259110705319	0.847919070455342	0.848055508246022	0.647635708562016	0.891129425512111	0.687151298655596	0.868909719462255	0.877096860267213	0.938587043118971	0.756382467893926	0.919495723952843	0.86638867417051	0.911099172717685	0.840460814620141	0.869100224892378	0.844711169912551	0.90940245144698	0.935301448514907	0.874096790343169	0.837773196142788	0.844189095606839	0.829513669866572	0.832946246628225	0.393632064104435	0.634600826281966	0.378143536663591	0.75980409647499	0.237643935024944	0.399011670142327	-0.00150037923616448
NECTIN1	0.246219635011482	0.853756312136191	0.879640825587194	0.823613642185164	0.927915578187278	0.923119775198336	0.895909645221108	0.905579015311029	0.924774461242533	0.916842419672069	0.949846290458272	0.873550388465931	0.905025338177519	0.955751849500498	0.925871233067785	0.933582053167675	0.890786854754312	1	0.731555460254213	0.884243501165123	0.841626469295485	0.915983798292639	0.934438458690991	0.928381297952626	0.911285659575375	0.732557459999737	0.882279461136645	0.817312975866233	0.853077480162223	0.930105116716993	0.877909806440091	0.917015493589564	0.753339498476727	0.873572470642297	0.475479834957558	0.919720757764183	0.938088320578021	0.861648866438732	0.9302768163192	0.729677846823194	0.632183780617025	0.722474873293633	0.551642831015173	0.901171165460005	0.902716368251872	0.834640187512531	0.420068300578803	0.893574876044984	0.873942344614694	0.872733674747464	0.90076154210729	0.90378671809342	0.931000154376215	0.810982416553963	0.902113013404835	0.907318216747673	0.915709851648143	0.754295356943271	0.882136681128805	0.88442953113372	0.824884497716685	0.9145204908538	0.907010645623799	0.962612074270222	0.907240205225678	0.740425385104305	0.6179619260574	0.916309480893076	0.640811247812563	0.908625739808467	0.90799446987949	0.903184397976074	0.633596644116486	0.870929472242769	0.818155666794161	0.882241594346508	0.916544457051004	0.80104865534504	0.899052243055359	0.843059078930124	0.938563263758646	0.938619692841726	0.896380242288302	0.900506024143043	0.795855308685271	0.845562922329184	0.282232430613135	0.496878940207371	0.318668256029714	0.700759230436901	0.160930216940953	0.34309885367891	-0.0378667468621748
NOTCH4	0.243354027869073	0.656509521873354	0.598438705291709	0.648987183477265	0.729346948777633	0.764724706412723	0.694746500443098	0.722158175006937	0.664816951654779	0.651158105622428	0.750634676561434	0.740877617588273	0.723527602104976	0.70505452046013	0.725807244964894	0.709087792194062	0.699984724940502	0.731555460254213	1	0.725661681147266	0.76362873769938	0.674243001105191	0.722869120187629	0.733660494722381	0.746425606574706	0.546128688693061	0.732485559313327	0.660112698135244	0.724448774622319	0.72971666012852	0.680506790977405	0.731545641726601	0.662094324786012	0.589028045966988	0.420350849985891	0.715944665599145	0.760302876595577	0.732520576003159	0.703092377916158	0.664819474086613	0.457942934791431	0.677901040454177	0.448718795141927	0.692826476311314	0.782981859433738	0.641792033512497	0.502735103531108	0.726981910362976	0.677646586384343	0.661189847269176	0.700503394171545	0.605824964621595	0.709191281799811	0.691863583693901	0.723191804608835	0.728789061501215	0.75083058814512	0.684072864701808	0.73933635535482	0.687018163246571	0.600037425061966	0.670030125602186	0.652124913503567	0.752870702588777	0.616810803336036	0.60386019279287	0.452819801671762	0.721727449690416	0.628981489709362	0.746471121129967	0.697939073985773	0.709289601014963	0.537378102362411	0.704443392767476	0.690577863642989	0.647372113913055	0.759382339727667	0.650908446633214	0.681284666899435	0.796855339173947	0.711533239292054	0.687387599985461	0.78665317998794	0.724757566420287	0.721569210785814	0.774351381823578	0.479475321204129	0.601239678186582	0.423902830127579	0.601316963279004	0.357536900776604	0.464836076028474	0.223714769127862
CD47	0.409090946312688	0.919393169034074	0.87968042910989	0.866975579975888	0.960045103666328	0.948282581046991	0.803905859637111	0.973694150717481	0.923206708306847	0.867229073428325	0.933963584582156	0.965618568099429	0.959451296958173	0.940522759963927	0.881678721934577	0.937407523864492	0.957895082738624	0.884243501165123	0.725661681147266	1	0.946951759264125	0.851831172984493	0.920684027614182	0.963331054708541	0.972816571834668	0.780864430085658	0.887273264348279	0.874810521587382	0.956152435052118	0.853998972593003	0.885023501235499	0.925195230289024	0.794058384569714	0.788017588175442	0.687670801734654	0.911843038150851	0.873897120669707	0.891041394904426	0.947789429739564	0.887956836733268	0.747943095230821	0.771619931191962	0.586924693669192	0.94576409523626	0.915358765138465	0.891955118643939	0.523010818704468	0.932254542466289	0.907700097416855	0.91822857198737	0.968265447150872	0.884399202691404	0.940033423837701	0.836662411401351	0.952645285568374	0.885303585077239	0.908992167265118	0.924409976987926	0.856519984678257	0.847116298415751	0.898035581572145	0.814852669793478	0.924855626877425	0.91306111723379	0.846756809322357	0.864984646317554	0.655441364778551	0.890806081700328	0.738580958040695	0.853307148699159	0.867950574943857	0.938941655590757	0.740616971568124	0.937369284663049	0.903121582327222	0.912041847910882	0.83035270709648	0.826956201099156	0.796738391051297	0.896751789955584	0.940838355951526	0.850430934678494	0.798569195032227	0.794363306718633	0.889129059244894	0.819846711732343	0.501644869814903	0.723403200411138	0.417112719526928	0.745434801999466	0.330739962313926	0.452616562983102	0.0637580045588298
TFRC	0.477050526593742	0.853321821991402	0.790067520132747	0.821258658704626	0.901694708392722	0.918188307626145	0.742089751587345	0.920392191917025	0.850792235887442	0.805489675292832	0.874394697855376	0.932198491757986	0.916357839457131	0.874995989859215	0.810756439717157	0.884403512220636	0.916289881896524	0.841626469295485	0.76362873769938	0.946951759264125	1	0.775702591439269	0.867340581471697	0.922990904093782	0.926128419835491	0.770678816357334	0.837035344306066	0.848720699475588	0.935527190686509	0.816745445433524	0.824643107940007	0.901573944849997	0.807591687688478	0.760662209061777	0.694343117009815	0.858950644823489	0.831407436430819	0.875301208419197	0.901350457667104	0.924767427707632	0.713881138682513	0.747970956865933	0.583639564668528	0.905237285061471	0.863555360311365	0.842510936702065	0.526656990228838	0.910610968174414	0.879936515712298	0.878312397751433	0.945688112707027	0.820484251243318	0.881144789171664	0.800138954684821	0.923335002640722	0.823366118176841	0.839928709695036	0.894248224213017	0.816709809394276	0.814013719028892	0.810262469743142	0.737166874575012	0.853232412726704	0.873805427013802	0.764119982780861	0.843856995643283	0.737320241291055	0.828819068279202	0.771773805663502	0.781418594037165	0.794486038533572	0.901327631887773	0.6787038942532	0.875957549988432	0.900983663298442	0.895822867313846	0.784277925823205	0.787962679167549	0.756742852533373	0.881072988095326	0.882653945581667	0.780668306041733	0.798774936401293	0.739903303866837	0.901862963746856	0.862279863333268	0.605369453432766	0.78590216456971	0.456024040050446	0.776235756042917	0.447251861492758	0.502044588749951	0.205711999117736
TNFRSF21	0.0296709565894208	0.84731295351268	0.932472135278234	0.787874698115835	0.937772629559594	0.871775287818185	0.971647285407367	0.887484317470487	0.940989286422578	0.95479092214094	0.938577720216462	0.821440507335061	0.903881038483915	0.941857809952858	0.942300117674167	0.938515005816941	0.879299277568036	0.915983798292639	0.674243001105191	0.851831172984493	0.775702591439269	1	0.950167037084428	0.89916095902459	0.901112929922816	0.663767652878851	0.866685161116535	0.740926910732804	0.77829736369096	0.954192263047939	0.885436670933146	0.897009912039692	0.783809782220445	0.888532593995522	0.321950223654959	0.940271497063735	0.855408346401943	0.797987609251303	0.883520502126127	0.686632906267684	0.553493368531372	0.714330445713759	0.396380674704842	0.903077478866411	0.905487552696534	0.813079011504357	0.294907098150049	0.82842125291648	0.878106162177773	0.826798415248972	0.839824506241649	0.937297397817568	0.911156048542881	0.894387053367421	0.888777053964887	0.918121993909119	0.896878526381633	0.746614509259981	0.934634854135682	0.913655096949127	0.866112232148388	0.967396100515537	0.884352330659077	0.935909701342626	0.94617228100355	0.657859188725746	0.439813980897393	0.927352395289981	0.421711811536143	0.836047379197677	0.947660147029795	0.822408427493301	0.5488610179696	0.825866515905853	0.681332127896036	0.822875372699402	0.91991400627503	0.75731715118726	0.920424918262886	0.861802303493154	0.947360970372546	0.97481796175319	0.844397489605831	0.943965127538048	0.670840743293659	0.752356916564267	0.0975873879036874	0.390705190230148	0.238496065627041	0.565255566407224	0.031446915789448	0.244682369971437	-0.12459309443861
NOTCH1	0.239236145913289	0.883267867503064	0.902081890995465	0.895376395557464	0.968556209333826	0.937223502351421	0.94526108668737	0.943544860107892	0.925224856225319	0.961405836762094	0.965102420645766	0.912764977057808	0.936318073059591	0.967570853135294	0.958747347955796	0.965767953730999	0.961139611294294	0.934438458690991	0.722869120187629	0.920684027614182	0.867340581471697	0.950167037084428	1	0.966061982672952	0.956172248865778	0.778321955359261	0.893564340029062	0.831279331012967	0.892630487081727	0.962413267063265	0.926485162835486	0.937273530409235	0.822893424736968	0.871030929999793	0.494658889312194	0.979802998074422	0.907647367298233	0.879760475028537	0.937168143710412	0.802403869884709	0.710082076719785	0.809057129665895	0.533223531580453	0.940772322326291	0.937713214638824	0.853655210462354	0.41934588762526	0.922159746880904	0.874701522822987	0.847742159481405	0.931086893167373	0.919300918710505	0.957335190414399	0.914818589561071	0.94786616420852	0.928121577032948	0.936509440574547	0.835431266308109	0.923222556091504	0.92579281978986	0.87665215125121	0.941703567029829	0.920618377859832	0.96625959276937	0.904905069013473	0.768494151496903	0.564971806429147	0.936069190020929	0.588429944912314	0.886638388183673	0.945814332662355	0.910764527089241	0.67431444654082	0.892267166659863	0.798114538096653	0.886112280682127	0.90448407393444	0.870775014974487	0.930103511059205	0.913001966146916	0.955623286613593	0.946814224060015	0.894577021597948	0.923899899015201	0.769647742839843	0.831313280425824	0.265415528684197	0.510578842428346	0.328777619084255	0.703537317826905	0.15167583558534	0.349145492788699	-0.0580620274412628
LRP6	0.339975105328504	0.907007073041831	0.887838047323356	0.879065141000692	0.980026387789201	0.960167343979793	0.865265440443333	0.981755162279084	0.936354729442802	0.916572666442494	0.962216047988459	0.962183724981828	0.962783924418394	0.967925740283766	0.915628981128186	0.969414220767211	0.974799322541564	0.928381297952626	0.733660494722381	0.963331054708541	0.922990904093782	0.89916095902459	0.966061982672952	1	0.976532067395294	0.788637296585405	0.88908626762367	0.886680312981893	0.958469958915359	0.905859844303544	0.925672670435622	0.935860373030167	0.823464035121282	0.820752966637867	0.588797891891647	0.957473181218626	0.89782706041445	0.902110898539728	0.964075431996168	0.857018006340597	0.75362155633465	0.784345938568949	0.574668293453801	0.965774640945135	0.920775933354143	0.885231283804093	0.513751200225885	0.95235406887982	0.895588605435532	0.896161848737906	0.97237911893533	0.904755773468357	0.962868442697611	0.882474905658101	0.972115834105025	0.918212939380959	0.908925812735177	0.896846508178209	0.910334446967853	0.882550347870993	0.85864514721843	0.879717217031639	0.944716937150113	0.942787173490831	0.874970859128395	0.846360338725067	0.645288087855492	0.923543373882438	0.708432533755148	0.898127687142227	0.898214145031139	0.952409547207225	0.740100158163536	0.922907940576774	0.866858642736108	0.932057322860253	0.873883915450106	0.847442046811979	0.861703739042464	0.905564461132822	0.964222300741101	0.911164131228357	0.860830112647883	0.852697193114117	0.865242470797975	0.855849306488406	0.394688869091841	0.642556985387647	0.382034894732504	0.78394607869598	0.250430424106915	0.41104710034893	0.00435193082564609
PTPRA	0.335059212505523	0.934026802620912	0.902842368249437	0.881755079202025	0.981390143203678	0.96741895937644	0.872369880369714	0.979395483079229	0.935111344719543	0.907707682200868	0.959635498491736	0.959520703959648	0.967536203095569	0.9611464461318	0.931857721241657	0.948700038138574	0.970081266986575	0.911285659575375	0.746425606574706	0.972816571834668	0.926128419835491	0.901112929922816	0.956172248865778	0.976532067395294	1	0.763545052819461	0.916925420825418	0.879981508492671	0.941640705448558	0.915295531275037	0.913975929108896	0.95474160979513	0.828679013179944	0.83927098443986	0.601566909610338	0.954087972779343	0.894645905700906	0.889585282383806	0.953071463986376	0.878391471425145	0.723381653319749	0.79693220570597	0.602780339290936	0.963984045408928	0.937360174994552	0.893786071282118	0.499601088146408	0.933646481048295	0.899427393413778	0.894172850334046	0.95794840768843	0.900733448851914	0.949927024501445	0.902904446226983	0.955263641548364	0.930877155052725	0.924284084640185	0.923908515111807	0.903407419430822	0.883847542558684	0.899663435070262	0.863146180962845	0.923803565501928	0.944368062812876	0.886098668199271	0.842171954010243	0.623799686610116	0.916781445971339	0.679599938460478	0.873651644484146	0.89401305498236	0.927313927654763	0.747979639723599	0.944885933456817	0.848316634576414	0.908568641895011	0.890212847053365	0.862367512685686	0.843903967117231	0.941166872617341	0.957648381014451	0.894836709948608	0.845731987743303	0.869053708839925	0.852301062783036	0.849836713363638	0.425691008379584	0.652475127351516	0.377511215780915	0.723150373604182	0.236581967270911	0.409959331611633	0.00162947255436617
ADCYAP1R1	0.632826371130778	0.690492569009918	0.673698041875985	0.841248979716008	0.765072161592314	0.765458823029999	0.66403406274007	0.746988930026797	0.722819508130075	0.781174602716089	0.752478238185042	0.80022057468549	0.730745098196144	0.764644234680762	0.743313034834946	0.795214025123136	0.807283183119141	0.732557459999737	0.546128688693061	0.780864430085658	0.770678816357334	0.663767652878851	0.778321955359261	0.788637296585405	0.763545052819461	1	0.67210017455059	0.707502927778066	0.798776235331541	0.717847366671025	0.742215244646911	0.809202185646114	0.60375579139228	0.668963463502421	0.738768501795741	0.788555449039322	0.737476163782856	0.814175715691581	0.783523098576304	0.7556779397348	0.74080830842945	0.742070369792321	0.600995064593633	0.704097503621096	0.785971042134942	0.656971819151354	0.514932470566661	0.8011084750726	0.67010216061911	0.742736892785005	0.841245833341726	0.727886703127637	0.791144005472221	0.690351684770936	0.777311951972336	0.695632131033434	0.767427533669477	0.702271931454524	0.707565294041462	0.758858857728108	0.644769719517884	0.690428726714583	0.740428767377369	0.812588897211797	0.625335458669218	0.696543191075496	0.730872634274326	0.7507982454966	0.636192444508792	0.672108150987317	0.743749968029813	0.826548455053394	0.674057178869751	0.697562187065034	0.780751488539609	0.755256268884038	0.598937611457317	0.793961890544659	0.750094830198712	0.684299905232704	0.757866376489932	0.690344518457365	0.668190137452396	0.651845434058073	0.684430913248054	0.717732603036448	0.434793711596954	0.527544248846073	0.27942700591153	0.618696694358313	0.356782192407253	0.314780946505961	0.00152857099092535
CD99L2	0.198559984247702	0.909715705629109	0.88487569345428	0.817265196524959	0.914898195899554	0.895194837896364	0.840245429269092	0.906223428628182	0.895394454346372	0.837049819486726	0.915141212066758	0.867677818389435	0.926403310136048	0.908569059889037	0.882395909893029	0.875458859921207	0.864087171948404	0.882279461136645	0.732485559313327	0.887273264348279	0.837035344306066	0.866685161116535	0.893564340029062	0.88908626762367	0.916925420825418	0.67210017455059	1	0.787232183509373	0.840485217546862	0.886558574585201	0.827121489660682	0.879903217368968	0.760446251055531	0.841137949177516	0.494043826085444	0.894472786360268	0.855092585411482	0.844410501696853	0.879767170432778	0.752116943506549	0.596562929890494	0.681374495744689	0.526731803118358	0.880375185840593	0.895635758684152	0.836650775067795	0.456918219184098	0.862212680287514	0.873656670249082	0.848162757809036	0.854254648960482	0.865134621906957	0.876903029624791	0.803776060812744	0.866939618278022	0.917002496515066	0.883533498844555	0.811768205433569	0.837009926608901	0.858145085606572	0.851767809582055	0.824464786583431	0.848549358787506	0.899103675689332	0.867097463348981	0.739354173820882	0.531997868963227	0.870488011100739	0.592143735591105	0.82601090977817	0.857065491688108	0.856962191206585	0.639080198600437	0.889897389057941	0.755553518509546	0.843646772054215	0.890546892299056	0.762457097439413	0.800428050853488	0.878364240010894	0.909714250513515	0.870448945366788	0.83680161263512	0.842361941899075	0.784136649141129	0.833862821746911	0.36817388583967	0.548271267661484	0.321906148102192	0.577636641710203	0.179213878666622	0.364722256918529	-0.0182435955854442
TRPC3	0.452811333382813	0.824404983513287	0.73921220441301	0.801698921457064	0.880346627287659	0.859983258973461	0.719802630418766	0.882245221293282	0.800043040385113	0.789375417284314	0.833201924317546	0.911154900108065	0.830961051523815	0.841852011960918	0.806669031447856	0.835251735570774	0.897222976930489	0.817312975866233	0.660112698135244	0.874810521587382	0.848720699475588	0.740926910732804	0.831279331012967	0.886680312981893	0.879981508492671	0.707502927778066	0.787232183509373	1	0.885131266023173	0.778190569070763	0.842737429320338	0.830816461986491	0.720293883127634	0.696022991006744	0.591561807565925	0.849287792448521	0.785633095257671	0.825927368880861	0.864984416653532	0.822466208431269	0.703585715381878	0.670070285063283	0.652577625920961	0.849602502955454	0.82079786961383	0.839730431779833	0.510098542943362	0.87798576383565	0.802584879986356	0.80689178137299	0.88641134924658	0.735409691436348	0.847929982716215	0.765380723354883	0.87007277927975	0.808940956565563	0.795609245967059	0.838169592622564	0.796787150602889	0.718785460108862	0.755066628945714	0.719369788057758	0.825113498932838	0.812657045076585	0.72334363687512	0.802894082932467	0.583169315916435	0.780364574044521	0.693848694443221	0.788684118385832	0.740356591074655	0.855432819055758	0.783543787642422	0.835037189773487	0.800987288706503	0.806706765470024	0.771486368719675	0.78664072164889	0.718535298382981	0.823575474813598	0.835799242270616	0.776464526385433	0.755397533546099	0.735378614245722	0.787479991738347	0.75955032785749	0.410508012746066	0.621498269714681	0.331946093205466	0.677834515931816	0.198799166892052	0.365434572365665	-0.0213930397324419
