""	THY1	LRP6	EGFR	CD47	SDC3	C1QBP	KLRC2	GPR37L1	ITGB8	CAV1	ITGB1	LRP1	ITGAV	NRCAM	LPP	FZD3	CD9	CANX	NOTCH1	CADM1	ABCA1	TNFRSF21	TYRO3	ACKR3	CD46	KCND2	SORT1	INSR	APLP2	TSPAN12	KCNJ10	CELSR2	ANTXR1	VANGL2	IGF1R	SMAP1	FGFR1	MCAM	MRC2	RYK	LINGO1	CHL1	TNFRSF12A	CD99L2	TSPAN5	NOTCH2	CD81	SLC16A1	TNFRSF1A	MCFD2	TFRC	RACK1	PTPRA	RXRA	TSPAN14	CD63	TMIGD3	HLA.DPB1	SORL1	CD74
INSR	0.533541463528767	0.591533058208874	0.324814433052055	0.664319586671014	0.716852114170863	0.501430252798503	0.431817318045649	0.307444511251243	0.72066325719318	0.632955466711383	0.613692843671427	0.699890240958952	0.624926297915064	0.62287209302487	0.674982303787808	0.626963340697422	0.652291870918628	0.692977558407609	0.615597608951383	0.65089865398642	0.576482083340782	0.356628152939805	0.725250247736126	0.634894752751857	0.783672593436675	0.601577489597877	0.737659634417806	1	0.602124492037838	0.510768216172123	0.743834211716984	0.769324745267491	0.72715653305449	0.705269788339431	0.635407769749599	0.573643290054982	0.568164559397069	0.601627793138463	0.421002124989973	0.6539747828807	0.479443190684624	0.503370445478623	0.510127163663249	0.642878099144097	0.736363564882878	0.49495453969594	0.624286316671157	0.463410150394555	0.602933020045781	0.706527494202759	0.396223300757696	0.571892670038725	0.604907449337445	0.459151645735548	0.572017018614507	0.618577060511527	0.147071903983034	0.29167839425537	0.282747775874891	0.201179073451402
APLP2	0.732367732827347	0.683570648578008	0.162117306838769	0.815163329276168	0.819787146022094	0.825822017467664	0.513595617974725	0.228027870072488	0.893086780340852	0.87328380956091	0.942458230909332	0.911143004075863	0.904852416878389	0.752079902136875	0.940630477142559	0.868231654989323	0.895496485656495	0.96716804695601	0.854310979897369	0.667920253053573	0.7725510943372	0.333920623454097	0.891030986600106	0.856398425817678	0.841985556864877	0.838151636470296	0.875884993663147	0.602124492037838	1	0.884529597724678	0.390888189968804	0.825862290990839	0.683170109557419	0.742903840770805	0.896536163745692	0.829796637738927	0.803310858622489	0.61326929042765	0.8800079900236	0.807159541927835	0.668477358544865	0.716094929300422	0.687752502087705	0.863849791348052	0.719271651636514	0.838668274567175	0.881220258819304	0.908651265974779	0.895418147395571	0.896878233253185	0.698717718987505	0.867502866770142	0.894859227702397	0.8448790505641	0.736975417229331	0.9437334211981	0.39906456931962	0.569957358930196	0.493368255956712	0.498890963648637
TSPAN12	0.818376698732223	0.751199853155341	0.300469368437554	0.794538662438534	0.766382591177685	0.853213821357346	0.528572569213421	0.293501057852183	0.810610005435979	0.807815623078482	0.847303792348902	0.828529571051114	0.768873059142331	0.757110646134453	0.851303912149885	0.83675237081719	0.791413779897686	0.868822364942446	0.861687471032701	0.742075818919932	0.571908072135848	0.506834931482456	0.791411775786205	0.795900970689497	0.735010145944132	0.837047097295209	0.791925383057725	0.510768216172123	0.884529597724678	1	0.458127715045968	0.733162682155276	0.707279874488425	0.700861772981992	0.760777558218008	0.828760578686226	0.759421212804809	0.642913337829816	0.75800785563061	0.749195164069034	0.71713408790727	0.626979703450576	0.650119699027444	0.752405906809229	0.641108844258857	0.722827969461074	0.732263691939017	0.833467529372169	0.705501446175645	0.772501745959354	0.516575285713598	0.818566854056475	0.800987614175308	0.708676622519229	0.565247380511913	0.820110978180887	0.160389195776496	0.346006808830445	0.255576428132906	0.248471248538626
KCNJ10	0.540204234290169	0.509247465623337	0.314048836397162	0.623262581619264	0.602910330190682	0.426609654835361	0.416168630294397	0.590923046509191	0.598120057689352	0.492862188888829	0.38788839529191	0.594676722922393	0.48637393177882	0.622044676199937	0.51020213107806	0.437325241596511	0.50065039168434	0.50659642088645	0.552199642813731	0.636184536139348	0.357567947420176	0.528888588701407	0.584611602670012	0.539837656434583	0.535035749935624	0.452472744041325	0.604536604487118	0.743834211716984	0.390888189968804	0.458127715045968	1	0.55492162540807	0.746639956078928	0.52333371213185	0.435421354610812	0.45315264034851	0.45954150366106	0.570674063559682	0.199268731344737	0.508752700717108	0.481492697639448	0.36619853569613	0.399155702823601	0.457251218301042	0.550722947648782	0.332614339775319	0.503869786822193	0.347951314475349	0.368374528858555	0.574432674464807	0.0961698628866374	0.459999991509879	0.459492312582456	0.226287975832913	0.32522029216016	0.426317043357452	-0.125681415420376	0.0384448369920539	-0.0317102063130264	-0.0851271504421889
CELSR2	0.597759469592524	0.626625234803964	0.349042140925999	0.673229738132167	0.855433387303677	0.660030905813336	0.474830884339763	0.33349147897711	0.848974828259172	0.766071008173216	0.826519237616792	0.834538984717137	0.805759701182788	0.735664419743015	0.856357634571721	0.848063750780838	0.790156281769489	0.883024094524454	0.732399876193086	0.650829263186329	0.749979116060325	0.193849868619356	0.864134956266641	0.790385905194298	0.858469635369084	0.708423547432908	0.834746670481742	0.769324745267491	0.825862290990839	0.733162682155276	0.55492162540807	1	0.636570679895818	0.807427371994535	0.892279423080457	0.664443110582888	0.72146630781085	0.56277747138037	0.724848719687423	0.797593907162313	0.619165453504399	0.753900743131896	0.569921093711495	0.881559274893468	0.74315883636934	0.72333425808742	0.795312382767906	0.74494478343744	0.795812020379169	0.803465463810939	0.568999165947937	0.665731683931518	0.820878423959193	0.770957774986068	0.67095418988854	0.806265717483177	0.220404844623847	0.376235833011679	0.416236364813447	0.327950496908344
ANTXR1	0.747587136566713	0.661267966432519	0.183673232090004	0.857328668057908	0.784947038292829	0.747113534597309	0.569580718675294	0.349500722738447	0.809143853579954	0.793008952473768	0.662244768999326	0.735093359951669	0.68794689656543	0.700481470027552	0.764410117178029	0.69441377584513	0.810752905816178	0.75813878849033	0.811963903651394	0.724511448586283	0.552850105433093	0.630737659434313	0.781424487033264	0.770631961590167	0.718367801469883	0.725894718730432	0.789566639865162	0.72715653305449	0.683170109557419	0.707279874488425	0.746639956078928	0.636570679895818	1	0.717214780941667	0.621597171417586	0.751240017851654	0.744144624533215	0.724062659680229	0.502978855996823	0.659809136613121	0.554661420713231	0.475003645292013	0.693681355872651	0.631379635529749	0.713753217235106	0.535317672673506	0.656807282922856	0.603947678834113	0.660069611004618	0.800450820600342	0.375496357536017	0.766390345908897	0.689616541683987	0.414113505945019	0.509590027917286	0.735082448712146	0.0203762651505097	0.239461525517669	0.115486889386402	0.0917660789188836
VANGL2	0.577342943231157	0.536710306128821	0.297320462957264	0.747858150731115	0.850181509081263	0.696645582357261	0.532493072059555	0.268012356829021	0.803381832005736	0.766089296019107	0.814920735808538	0.683765606537414	0.649026109640245	0.545534433356866	0.798328716829946	0.746666915223481	0.760662475698123	0.809388026471973	0.740710398656503	0.667128471667346	0.697068011658458	0.232173815301782	0.797598553129115	0.737607746253116	0.813834145383507	0.681361920346558	0.753795535747361	0.705269788339431	0.742903840770805	0.700861772981992	0.52333371213185	0.807427371994535	0.717214780941667	1	0.816213050936237	0.726715314032186	0.760419826201573	0.69801068054943	0.601911920803097	0.774781878130554	0.508123059625298	0.710960575179383	0.66395732058452	0.735278609889618	0.809748799922242	0.52240903882318	0.695954168682286	0.610818877636844	0.728888858304242	0.806109885055739	0.557962761274185	0.684120870864543	0.712079281941333	0.552147998979988	0.67007825655819	0.77926408426848	0.160291285464746	0.339008767865883	0.313686775119478	0.260991048984426
IGF1R	0.576313499810553	0.543041009504094	0.23709130375422	0.724286380861929	0.870587291984574	0.71344064975258	0.470319207766757	0.318127041007981	0.909026760417823	0.829074509912943	0.889858013859705	0.838304240869439	0.855401364592879	0.679748808265179	0.888085983234751	0.848100422400697	0.849427653927673	0.932838706644844	0.754460669205076	0.594200571758753	0.799017434703405	0.119418378835124	0.872728775421247	0.8511468607434	0.861535039420046	0.732213254498462	0.84840439840859	0.635407769749599	0.896536163745692	0.760777558218008	0.435421354610812	0.892279423080457	0.621597171417586	0.816213050936237	1	0.699308904003232	0.779136631380533	0.540486722331625	0.827245109928491	0.834829361700609	0.608832530615026	0.789743242486916	0.648278638453567	0.918154922274976	0.741847309677451	0.767650284531715	0.842892148389684	0.841157404881271	0.859572506720976	0.857459273742763	0.630885641490132	0.732295756016355	0.882767761076026	0.850171411729636	0.698704128223343	0.880468436419559	0.315443081705965	0.480221378360123	0.450268010150567	0.41853619664206
SMAP1	0.888599950804109	0.751101637015779	0.168456822338771	0.860624352322836	0.713447951014619	0.924815709032429	0.750033468615921	0.161480947255257	0.765308085486178	0.85248516558494	0.843297558673674	0.772855999698679	0.69514110120767	0.711897444660836	0.838755188050001	0.795935432331481	0.813082050940416	0.837951624170366	0.898433104076227	0.796411011434617	0.537944280596911	0.570749345646255	0.794785243144595	0.740827639049052	0.74957371384465	0.873510173026613	0.78965329858253	0.573643290054982	0.829796637738927	0.828760578686226	0.45315264034851	0.664443110582888	0.751240017851654	0.726715314032186	0.699308904003232	1	0.828934830656678	0.782625207039105	0.643741954771423	0.781727963818908	0.776764840003703	0.457042862540073	0.781831550014605	0.64760332597626	0.792350462567246	0.615603444568585	0.66413901355434	0.775482805726505	0.708251046464742	0.866333445315365	0.492100109972113	0.923683076536994	0.785031539403773	0.537633545356509	0.603016846456464	0.851610339316978	0.150844451328541	0.375858532548199	0.194519876123592	0.233388076786508
FGFR1	0.732391135906957	0.557762750899567	0.133608722314155	0.805220135090424	0.816026892493754	0.843422496743946	0.512935579565895	0.275424537899668	0.848744143092789	0.847675362032654	0.803168249097751	0.758565950209281	0.754980719742965	0.726113615167606	0.89562795267892	0.763335029032637	0.854803568863215	0.850959776065804	0.851261849257559	0.600312493737695	0.680937359768365	0.357957815027802	0.857238406551372	0.840043319460828	0.797288493787209	0.785336316336736	0.813960613071213	0.568164559397069	0.803310858622489	0.759421212804809	0.45954150366106	0.72146630781085	0.744144624533215	0.760419826201573	0.779136631380533	0.828934830656678	1	0.748875026639957	0.675571944786433	0.751271464681362	0.62758911775721	0.552579917132419	0.832737379883241	0.743635610034855	0.78137831495528	0.660323940245897	0.759992228564397	0.77232521527036	0.817240215402724	0.842702233158797	0.542115879252913	0.805467886681612	0.80711577150147	0.615627735302402	0.693732555539406	0.872532455440336	0.202073211941924	0.409169738424552	0.31472623867405	0.285034521593838
MCAM	0.81421360755301	0.65472541555584	0.161936414514397	0.846673785875844	0.637271100078164	0.824292131648215	0.647796132169709	0.0818006186975559	0.658644146699336	0.756976429093798	0.685405662003269	0.645713889256904	0.501006816945819	0.522165072290785	0.74694185395153	0.578363601577815	0.66021736128078	0.676156672277075	0.756215030997366	0.583964319622829	0.328438876158326	0.515244035641763	0.75431089023282	0.67415653121457	0.662953442856778	0.742589095103095	0.67989439779831	0.601627793138463	0.61326929042765	0.642913337829816	0.570674063559682	0.56277747138037	0.724062659680229	0.69801068054943	0.540486722331625	0.782625207039105	0.748875026639957	1	0.350891049497253	0.627355924027556	0.697819313281399	0.281943167119263	0.842141454314976	0.509479370188133	0.719535695643875	0.305203537498959	0.537098126288418	0.582367458440502	0.555459487098445	0.736214533185987	0.348376834853247	0.818708699187195	0.623613089522819	0.264245084198454	0.548927986305008	0.713892526809656	0.0323835323564947	0.262073648783072	0.0668869837438864	0.0954987896578654
MRC2	0.482456392268285	0.539228003906165	0.147115909460644	0.597349775394345	0.678079688880331	0.605475951754693	0.26816246216061	0.274211589201148	0.770359131451144	0.691122423128608	0.787001349946101	0.803244517671003	0.900081489827346	0.679135069563355	0.809188814936375	0.715884942346976	0.755744583754773	0.837913322327424	0.714640794428932	0.502255780493102	0.827297345371887	0.219047630228019	0.764127601048484	0.739982509581683	0.725396888287802	0.581679527659563	0.734576821978682	0.421002124989973	0.8800079900236	0.75800785563061	0.199268731344737	0.724848719687423	0.502978855996823	0.601911920803097	0.827245109928491	0.643741954771423	0.675571944786433	0.350891049497253	1	0.600609635333432	0.451579515281057	0.779509842302747	0.445693576732762	0.800245694822703	0.524741778760431	0.870878225738646	0.842503970449901	0.830380677921737	0.829520076769423	0.740390260155386	0.706962528785838	0.653752358876179	0.827592026596001	0.84932055055926	0.704426970519099	0.785375564330869	0.502889482989137	0.606332270289213	0.602342287168928	0.595599280325319
RYK	0.689148947138317	0.572702078062567	0.241897305405742	0.772345765535909	0.865240134014186	0.802666783718443	0.624521409762733	0.236315609273019	0.823516714966661	0.852451069889166	0.85667897396674	0.743703660436494	0.649410691349803	0.619627594870867	0.812064477628841	0.891906681797687	0.817721257683876	0.866124893941652	0.784599086521514	0.70935123577571	0.599666960317283	0.252114810196442	0.759968135339754	0.737297625631879	0.780054822299679	0.839067664521936	0.831905613888766	0.6539747828807	0.807159541927835	0.749195164069034	0.508752700717108	0.797593907162313	0.659809136613121	0.774781878130554	0.834829361700609	0.781727963818908	0.751271464681362	0.627355924027556	0.600609635333432	1	0.732350126047983	0.556955012869755	0.719221143155999	0.781747278583281	0.782368376441921	0.597647248310786	0.688204526899206	0.754728966254431	0.732733685498196	0.838814374991627	0.490274802538111	0.803049421880929	0.760946299670584	0.699679500401065	0.591498541842284	0.837364030390225	0.159281934384889	0.353577011652748	0.260375267965549	0.238879705354532
LINGO1	0.846809653186017	0.800722943291671	0.349590857242113	0.686246707459228	0.560357742634919	0.81181071840263	0.754864071664205	0.125359739861772	0.588991314784489	0.681165980001771	0.704067405386339	0.720067032948491	0.562783263134927	0.680635324577643	0.67913352056872	0.736844169015469	0.569580628832718	0.687173319577275	0.766190289161498	0.658199237088071	0.265039726597369	0.429718198010935	0.633674549919265	0.613343269782312	0.604155227016986	0.786479154607052	0.638293728597555	0.479443190684624	0.668477358544865	0.71713408790727	0.481492697639448	0.619165453504399	0.554661420713231	0.508123059625298	0.608832530615026	0.776764840003703	0.62758911775721	0.697819313281399	0.451579515281057	0.732350126047983	1	0.328250120938619	0.61427432996538	0.605784739808779	0.625057409643982	0.4580517776529	0.493946774310648	0.73792122083921	0.471410047411493	0.676773741313526	0.26726400378286	0.774692001081212	0.727024551809135	0.493607491598048	0.432137976463533	0.650784916026355	0.00834832757846371	0.198299462749764	0.0302739606572963	0.0708008083893745
CHL1	0.302165998910151	0.417845145850489	0.444642997240591	0.457395592421592	0.724843778518486	0.392833417303912	0.176456701237982	0.437680668053438	0.728946824581985	0.525387011748871	0.660672676624822	0.684553671524613	0.799871593694971	0.674942762889743	0.694883538852342	0.645615579983833	0.616848402373327	0.72421526757166	0.597079782745148	0.472170785044128	0.80778828153726	0.0230223825644108	0.6783426415545	0.727058092110909	0.715881539672298	0.419777886412916	0.636528443653996	0.503370445478623	0.716094929300422	0.626979703450576	0.36619853569613	0.753900743131896	0.475003645292013	0.710960575179383	0.789743242486916	0.457042862540073	0.552579917132419	0.281943167119263	0.779509842302747	0.556955012869755	0.328250120938619	1	0.257133736636893	0.810221608920027	0.485115894965013	0.771123861607674	0.780808169010736	0.654804679951844	0.725808182840845	0.638723138856487	0.575030693694844	0.408275531715593	0.704332879216623	0.735783794444508	0.594115415623088	0.633234399300984	0.325612768991664	0.409912243681616	0.514973829961917	0.429600775995771
TNFRSF12A	0.754375823242721	0.444365148519541	-0.105658126797564	0.847271570292994	0.697041282727427	0.887818642736728	0.599029701658137	0.00559225346470348	0.735939579457572	0.879984931231219	0.7606519398441	0.608323092697182	0.528029132899704	0.449613915830554	0.793289696427561	0.683288455552022	0.81012043740558	0.7463084128682	0.725480197477849	0.465272977556274	0.408000914081049	0.333210888988092	0.779373096721065	0.727350761397519	0.668024708375245	0.824664910670579	0.713050396636092	0.510127163663249	0.687752502087705	0.650119699027444	0.399155702823601	0.569921093711495	0.693681355872651	0.66395732058452	0.648278638453567	0.781831550014605	0.832737379883241	0.842141454314976	0.445693576732762	0.719221143155999	0.61427432996538	0.257133736636893	1	0.548299925188447	0.720711880652393	0.370413656413492	0.55600863497554	0.643042720000851	0.69964123178276	0.777902838818959	0.439026043000855	0.862914908177858	0.645768335336799	0.405696969572872	0.544037318552641	0.84709420487554	0.0899994775496359	0.323951938685296	0.117821809933451	0.159581089715572
CD99L2	0.555749933273749	0.626350599252317	0.424442149154242	0.657475560929336	0.876860113435984	0.648456396719164	0.388369666294412	0.369628551800771	0.883997187634469	0.733765716186517	0.826756586628784	0.858158611587567	0.86643233085781	0.775820494627031	0.869831984431256	0.828029952122445	0.777103097628945	0.897505151452246	0.743949692349382	0.606649829226773	0.770384046278522	0.172794810238338	0.851252780406646	0.828441852068006	0.86768674001727	0.689426596993182	0.842974957230555	0.642878099144097	0.863849791348052	0.752405906809229	0.457251218301042	0.881559274893468	0.631379635529749	0.735278609889618	0.918154922274976	0.64760332597626	0.743635610034855	0.509479370188133	0.800245694822703	0.781747278583281	0.605784739808779	0.810221608920027	0.548299925188447	1	0.717742039782102	0.81972589370792	0.853795165713133	0.854860441394601	0.81602737511787	0.809131250612023	0.58715999573265	0.664067841171781	0.898160978103903	0.872422578183568	0.665626684917215	0.808472080872074	0.298643726244648	0.441532199715957	0.45464038709851	0.388730868611909
TSPAN5	0.633299156349576	0.603171027899988	0.287890159843807	0.765009402788441	0.763923217830524	0.727943676364707	0.659870920409289	0.198712323545902	0.790346271982037	0.752937533126205	0.784178902048042	0.676159422361392	0.623028869171918	0.583049598021172	0.771391799495914	0.724970403638767	0.740559719844223	0.78202156765803	0.73760337249369	0.696287224995428	0.608234709765827	0.342543462991555	0.802959023769741	0.700607423119606	0.817144480131588	0.694229301952257	0.78658739500033	0.736363564882878	0.719271651636514	0.641108844258857	0.550722947648782	0.74315883636934	0.713753217235106	0.809748799922242	0.741847309677451	0.792350462567246	0.78137831495528	0.719535695643875	0.524741778760431	0.782368376441921	0.625057409643982	0.485115894965013	0.720711880652393	0.717742039782102	1	0.513679837779224	0.657146919931435	0.646359225648994	0.675062368351235	0.835995476884696	0.461037765819418	0.73487733628049	0.79416034900601	0.524773146844297	0.634874758291835	0.763443039084785	0.167657434286063	0.343527817698441	0.25945765407886	0.228593372617364
NOTCH2	0.487354176900075	0.548061327535773	0.290154018061082	0.524689032255063	0.724116772385017	0.543116116367115	0.17233734728539	0.489574494770547	0.774027461748761	0.616360516324387	0.717085246999645	0.827780185586603	0.910702619721296	0.825527774521433	0.794931842197788	0.709357372938835	0.707402433526409	0.810070227054964	0.730501314437638	0.586159875558181	0.823529470130491	0.270132934894411	0.725012133154796	0.746423563021877	0.748252824878836	0.584786947354038	0.766267643753249	0.49495453969594	0.838668274567175	0.722827969461074	0.332614339775319	0.72333425808742	0.535317672673506	0.52240903882318	0.767650284531715	0.615603444568585	0.660323940245897	0.305203537498959	0.870878225738646	0.597647248310786	0.4580517776529	0.771123861607674	0.370413656413492	0.81972589370792	0.513679837779224	1	0.877325804359996	0.822384787254874	0.800782415570001	0.694989900763913	0.668392432626026	0.588242257184198	0.801204232748263	0.859858929821449	0.678620609132416	0.734815561043395	0.453013420471494	0.557156467449658	0.597944140600485	0.53523202946261
CD81	0.546473937901696	0.53558865275783	0.225319491535885	0.684359765464845	0.820431270921757	0.640545626022934	0.262400192547219	0.464279567101065	0.848927245977385	0.739600079677944	0.824424373864087	0.910362891488894	0.928007967800159	0.76666236907908	0.90326156150902	0.6974012737676	0.789507697416094	0.886211942066013	0.773409630352582	0.581163539133284	0.886160084744375	0.271890603424184	0.857786707892436	0.818341102162062	0.860357971381608	0.627842549887216	0.872302975076444	0.624286316671157	0.881220258819304	0.732263691939017	0.503869786822193	0.795312382767906	0.656807282922856	0.695954168682286	0.842892148389684	0.66413901355434	0.759992228564397	0.537098126288418	0.842503970449901	0.688204526899206	0.493946774310648	0.780808169010736	0.55600863497554	0.853795165713133	0.657146919931435	0.877325804359996	1	0.817843030677162	0.903799236057122	0.827395363223281	0.783980811628991	0.719588649501963	0.846064651275281	0.790790351390182	0.859675462247546	0.844449223628918	0.592025795078194	0.728367970299475	0.698810420402973	0.668911959139076
SLC16A1	0.710362515109062	0.683297515177897	0.259996723751414	0.725550860401227	0.773562013797118	0.80288444451828	0.484692613732259	0.307094693590106	0.830750012906335	0.788797849019748	0.860505190369656	0.867207820058475	0.847265862849785	0.77818230377481	0.873669162991586	0.813958430412373	0.784749965672889	0.896021632334833	0.819190541885542	0.629716206374012	0.658664503062785	0.340577769215578	0.819355158631942	0.807494312117053	0.765011579751925	0.782064060414201	0.80780354764246	0.463410150394555	0.908651265974779	0.833467529372169	0.347951314475349	0.74494478343744	0.603947678834113	0.610818877636844	0.841157404881271	0.775482805726505	0.77232521527036	0.582367458440502	0.830380677921737	0.754728966254431	0.73792122083921	0.654804679951844	0.643042720000851	0.854860441394601	0.646359225648994	0.822384787254874	0.817843030677162	1	0.782849881670203	0.81801384304827	0.58412834737237	0.811942681523917	0.917336892651813	0.838420061271999	0.651845318481097	0.848751061336962	0.309450916938982	0.470834237779792	0.381348707442952	0.393784588554059
TNFRSF1A	0.550517498491697	0.431517016879021	0.0609501919361468	0.730181774236113	0.825483724458707	0.716762607635673	0.346985849545923	0.233582874086462	0.862960344476738	0.852477504519628	0.870058223565603	0.826461483010641	0.88202845114145	0.680261076710003	0.916090035509064	0.782335415621045	0.902833607529434	0.900068398231115	0.775626335206131	0.481753700744605	0.875001235098799	0.152177893989229	0.871625962270832	0.836517278415741	0.859314871718256	0.709064193424332	0.83585839065471	0.602933020045781	0.895418147395571	0.705501446175645	0.368374528858555	0.795812020379169	0.660069611004618	0.728888858304242	0.859572506720976	0.708251046464742	0.817240215402724	0.555459487098445	0.829520076769423	0.732733685498196	0.471410047411493	0.725808182840845	0.69964123178276	0.81602737511787	0.675062368351235	0.800782415570001	0.903799236057122	0.782849881670203	1	0.863335704690077	0.767972901081939	0.769904284837101	0.81702426607665	0.764365409740754	0.820591632494293	0.936413529661084	0.510135996852856	0.672523146821405	0.628731965484273	0.609128097313748
MCFD2	0.740698221728774	0.64315546079622	0.152254715933491	0.898829781820883	0.845786832495959	0.832709536355024	0.657141521685578	0.280436501978536	0.907035536951422	0.91220269393109	0.89690120972122	0.856142746594153	0.834604806219978	0.71555059190611	0.924229230781047	0.841542367049757	0.918746076185488	0.927621921060401	0.848644787434775	0.699921261824955	0.74941163313382	0.386112252638919	0.925311144121253	0.848778705953316	0.845795868663335	0.794787336753325	0.874550700456728	0.706527494202759	0.896878233253185	0.772501745959354	0.574432674464807	0.803465463810939	0.800450820600342	0.806109885055739	0.857459273742763	0.866333445315365	0.842702233158797	0.736214533185987	0.740390260155386	0.838814374991627	0.676773741313526	0.638723138856487	0.777902838818959	0.809131250612023	0.835995476884696	0.694989900763913	0.827395363223281	0.81801384304827	0.863335704690077	1	0.570570278349323	0.888914309812695	0.875920483692174	0.679295996131385	0.706584622192703	0.931638703942518	0.269980020171614	0.478542320211987	0.355471096651303	0.366998511192158
TFRC	0.309691059135375	0.291446063778845	0.0280766679956793	0.395263728967658	0.575279585068517	0.490975804118402	0.0453329050628437	0.0867075964654524	0.537601711272916	0.544622182638166	0.719784376259566	0.660987988367521	0.654529007397866	0.410709694760039	0.691322374151554	0.487630185776834	0.559552815992432	0.675083408365409	0.544182517867343	0.325002330442195	0.774687765456798	0.0501597588142772	0.593211862229066	0.502414315341392	0.690240261259921	0.467709423882637	0.653136575254944	0.396223300757696	0.698717718987505	0.516575285713598	0.0961698628866374	0.568999165947937	0.375496357536017	0.557962761274185	0.630885641490132	0.492100109972113	0.542115879252913	0.348376834853247	0.706962528785838	0.490274802538111	0.26726400378286	0.575030693694844	0.439026043000855	0.58715999573265	0.461037765819418	0.668392432626026	0.783980811628991	0.58412834737237	0.767972901081939	0.570570278349323	1	0.557514129161239	0.60633224791029	0.593745214557363	0.877984088539365	0.683828719637127	0.758608087436838	0.833483354564262	0.852346554123717	0.826627497442622
RACK1	0.889889547895397	0.697968064829711	0.0175457725131517	0.920898054109606	0.727135406794154	0.959488221996776	0.707975808361916	0.0889142986143725	0.786531153894325	0.929008134791414	0.885709743621393	0.818664998946613	0.718831890685079	0.634209270792416	0.879423288507274	0.795581080924071	0.863663318227254	0.876958943325739	0.879727890837246	0.682752542826149	0.542621331915743	0.528463664424771	0.829421101530363	0.775731788643986	0.750650876845414	0.903593346187643	0.824937230858029	0.571892670038725	0.867502866770142	0.818566854056475	0.459999991509879	0.665731683931518	0.766390345908897	0.684120870864543	0.732295756016355	0.923683076536994	0.805467886681612	0.818708699187195	0.653752358876179	0.803049421880929	0.774692001081212	0.408275531715593	0.862914908177858	0.664067841171781	0.73487733628049	0.588242257184198	0.719588649501963	0.811942681523917	0.769904284837101	0.888914309812695	0.557514129161239	1	0.784790271901817	0.580377400972038	0.650952598637339	0.915504137762161	0.260135599606517	0.493355141382146	0.260562578504418	0.338546096098372
PTPRA	0.670003756715847	0.709554956484823	0.354260530423845	0.749490335064793	0.809949475227951	0.766497392067446	0.543353049454478	0.300104896838469	0.875655438158792	0.800336520471879	0.867613760296099	0.877825983184042	0.887997569013891	0.80061689735658	0.89458685108606	0.816205820684925	0.800095938572029	0.909565553088266	0.821843221448804	0.64448833057335	0.745738383578531	0.329675851325571	0.888400473375469	0.84421924676929	0.846621326562783	0.72879832551904	0.854414828475494	0.604907449337445	0.894859227702397	0.800987614175308	0.459492312582456	0.820878423959193	0.689616541683987	0.712079281941333	0.882767761076026	0.785031539403773	0.80711577150147	0.623613089522819	0.827592026596001	0.760946299670584	0.727024551809135	0.704332879216623	0.645768335336799	0.898160978103903	0.79416034900601	0.801204232748263	0.846064651275281	0.917336892651813	0.81702426607665	0.875920483692174	0.60633224791029	0.784790271901817	1	0.785868512699616	0.727114592839554	0.854489319811406	0.33156675554097	0.496700141651337	0.437947539537934	0.41635864537029
RXRA	0.420063154099226	0.499655267230003	0.292860554274601	0.511008365146267	0.733919221660234	0.541324122791353	0.228661144985411	0.342071429717183	0.757315466463851	0.637790010294477	0.771223496031917	0.777930280984895	0.816910934791744	0.674612429284402	0.755091745450656	0.766698760482074	0.706551941878163	0.831312908775841	0.623350824359879	0.488763986874299	0.74635875215381	0.0535678587876906	0.687785522867516	0.705570391585658	0.727543198617532	0.635047568816208	0.717941819203333	0.459151645735548	0.8448790505641	0.708676622519229	0.226287975832913	0.770957774986068	0.414113505945019	0.552147998979988	0.850171411729636	0.537633545356509	0.615627735302402	0.264245084198454	0.84932055055926	0.699679500401065	0.493607491598048	0.735783794444508	0.405696969572872	0.872422578183568	0.524773146844297	0.859858929821449	0.790790351390182	0.838420061271999	0.764365409740754	0.679295996131385	0.593745214557363	0.580377400972038	0.785868512699616	1	0.589205194455031	0.738310572046051	0.405838083691599	0.483552494346601	0.513937185780684	0.479136328933465
TSPAN14	0.427915814644515	0.418852631322832	0.156625367395318	0.54561354452111	0.668281630557756	0.586034894922367	0.197181720400525	0.18068509794048	0.638973194059099	0.637270737215972	0.789371583333146	0.759195324145248	0.745437341105212	0.548030276877037	0.79476992471358	0.555382943402066	0.620601903829001	0.735895752382284	0.687058445463295	0.416125358889403	0.828326699548532	0.15412132721048	0.735076041188099	0.60231626524381	0.79614056353513	0.531724938595661	0.740293036524191	0.572017018614507	0.736975417229331	0.565247380511913	0.32522029216016	0.67095418988854	0.509590027917286	0.67007825655819	0.698704128223343	0.603016846456464	0.693732555539406	0.548927986305008	0.704426970519099	0.591498541842284	0.432137976463533	0.594115415623088	0.544037318552641	0.665626684917215	0.634874758291835	0.678620609132416	0.859675462247546	0.651845318481097	0.820591632494293	0.706584622192703	0.877984088539365	0.650952598637339	0.727114592839554	0.589205194455031	1	0.751255073421758	0.726513094360425	0.825483045465306	0.809500698209297	0.790088793703104
