""	PTPRZ1	EGFR	SDC3	PTPRD	NRCAM	FGFR1	CDH2	APLP1	NLGN3	NRXN1	SDC2	NLGN1	DDR1	LIFR	TNFRSF21	PTPRA	LRP1	SLC16A1	ITGAV	NOTCH2	PLXNB2	LRP6	NCL	INSR	CNTN1	THY1	ADORA1	APP	NLGN2	NCSTN	ADCY1	NGFR	GPC1	PTPRS	PTPRF	ITGA5	CHL1	CDH10	NRXN2	ROBO1	LINGO1	ROBO2	NOTCH1	TYRO3	RPSA	APLP2	CD46	DCC	CD151	PTK7	LRP10	DAG1	TNFRSF19	CD63	ITGA2	ITGA7	CHRM3	PLXNA2	BMPR2	NRP2	CD47	RAMP1	PLXNA3	ITGA3	PTPRK	S1PR2	PLXNA1	CSPG4	BCAM	PDGFRA	NOTCH4	EPHB3	EPHA4	NEO1	SLC16A7	ABCA1	CD82	MCFD2	CD9	ANTXR1	NT5E	LAMP1	SIRPA	RAMP2	LDLR	ACTR2	GPC2	TSPAN5	NRP1	CALCRL	PLSCR4	MCAM	AMFR	AR	LRRTM2	IL17RC	LRP8	CADM1	TMEM67	CD44	ITGA6	EDNRB	ITGB1	BMPR1A	DIP2A	VANGL2	FZD3	GPR37L1	CNR1	LRP4	GPR37	SCARB1	TLR4	IGF1R	CD99L2	SORT1	KLRC2	RYK	F2R	STX4	ERAP1	RXRA	TNFRSF12A	TSPAN17	SMAP1	JMJD6	RACK1	CD81	CANX	TFRC	TNFRSF1A	PILRB	SORL1	GPNMB	CD74	C1QBP	AXL	HLA.DPB1
ITGA5	0.661080841827633	0.797359044094963	0.693231192607789	0.78707220651645	0.776968292549466	0.82966084947907	0.826219289031301	0.789348524914561	0.710967133412214	0.650247846514627	0.742312871841743	0.741469881083079	0.691277122441709	0.721329759282296	0.765616650009793	0.746035187333467	0.711017430877549	0.844681268414781	0.728970640679546	0.801146849940403	0.863458715233815	0.771971241655458	0.80410243531865	0.726658140726916	0.617920607059216	0.76009761945207	0.621816477735702	0.801095866155933	0.795604134990663	0.838245430286379	0.694010025262276	0.556891522529281	0.856138534490984	0.695344983124073	0.750697251321788	1	0.745498605301392	0.642329507847525	0.657172744043683	0.789011775816551	0.690696023188552	0.718796395158865	0.759971042157397	0.726345829719964	0.782752727626336	0.851894565285583	0.715091599479601	0.640125173997569	0.843138322055049	0.796105049657207	0.830800245143366	0.778145077004114	0.850587842776418	0.821414945198743	0.781467946594648	0.798519882178089	0.780537284627513	0.690568449632015	0.807927524235787	0.749598163605671	0.846653189806788	0.661444070018991	0.855609413380242	0.778537771671461	0.652145529384884	0.652095978937429	0.832885735696736	0.730828180905137	0.750889722116158	0.582381456839523	0.721879882410495	0.769545033331931	0.830000913474872	0.7731117834329	0.641348251723765	0.752924317587983	0.697274493858943	0.829593648697944	0.785801666917612	0.783933251243808	0.594732119955457	0.805111865684489	0.622082897662034	0.772025595048907	0.765406567355821	0.848541828564225	0.604532695997019	0.763154638191309	0.869687162599582	0.706047325051915	0.566729056240107	0.758504759830629	0.834406891260387	0.742560972920281	0.720631159083254	0.799724956549976	0.719664023528179	0.848060966682674	0.764443274151953	0.697038527887347	0.626614865479909	0.594250353449065	0.897060926921544	0.765819850258728	0.758081683252908	0.659523470923989	0.776484775084019	0.552813764823526	0.702551777361209	0.703243633841998	0.720750755492086	0.859659635482012	0.740196874844608	0.791920812552482	0.786774108399662	0.828625774626293	0.586440712468319	0.854554797624357	0.829475501913097	0.856999046149997	0.770282906967752	0.775085738707485	0.74998143242735	0.735800827214172	0.769721306770884	0.84632186498917	0.847328792818027	0.755645575424866	0.846465781656346	0.851191761711053	0.80930294739156	0.745000261460326	0.56411214988265	0.680094891846186	0.357409411706894	0.78104155252164	0.740885661912563	0.335989231916666
CHL1	0.943293277406759	0.893682326507856	0.94075136409785	0.929170561813621	0.979815275336987	0.925032596547567	0.967479687449131	0.923375195814561	0.894519229189212	0.91097545780784	0.934781510405334	0.920799084461466	0.939042387459215	0.970869404414173	0.97142403324686	0.957851195395023	0.904038621867048	0.782214740437165	0.984841253348365	0.944383870836737	0.890684794988433	0.910287259668059	0.930239071070198	0.719323845775802	0.814978299554903	0.902206463271968	0.93592392619762	0.934266258954005	0.946861821941827	0.941939680195172	0.868865021473272	0.866922757034596	0.841192644474218	0.848404171943945	0.946814835694616	0.745498605301392	1	0.828433554261788	0.871734768827672	0.958911877755987	0.813447663430279	0.956326359564048	0.931517219328675	0.874341210915088	0.801645297916251	0.955192786005998	0.812631808524131	0.785544388907192	0.873672952027987	0.902674120954187	0.955605638588876	0.969243143731351	0.901563049323361	0.902905813628421	0.822797828386117	0.926529762766393	0.924227061618583	0.729303600537343	0.943560945653684	0.859956256823861	0.939224610943465	0.939868412746126	0.884355692475068	0.90795202199249	0.766878056172774	0.816854792176485	0.813050359604562	0.746512486077801	0.852545306558064	0.722592293259776	0.825612033559721	0.826171044887086	0.918839386885904	0.927827968878454	0.773461712115777	0.818107940058897	0.793399577652061	0.951428818906003	0.921321576011803	0.94434124449933	0.92602360520691	0.959537096239534	0.89561743547501	0.835021213006783	0.887194152185558	0.945221559628794	0.787892779235783	0.912937864702104	0.696870306946161	0.904464363379254	0.851225586193478	0.714932968704597	0.940791162233701	0.909329799512966	0.867815339470295	0.920505141680127	0.854560899509965	0.918136134066688	0.892629316450257	0.399488143589759	0.891690810466949	0.92750663812829	0.887369307004759	0.898007250930661	0.904212513095815	0.792831629430212	0.922103506338918	0.864875369563456	0.892128542714089	0.903003730422663	0.922037052810711	0.815437691760313	0.855534094741693	0.80651468098288	0.93860247489986	0.938854780203398	0.73840969301322	0.912809115325365	0.922103299298857	0.886565484603279	0.842379596961329	0.908486843428742	0.599556315059703	0.793267189985657	0.895177272532879	0.786173400329323	0.82330261283741	0.949077225915616	0.964548056621214	0.919326356473472	0.922482264119971	0.836831025874037	0.688102347874922	0.451692054000256	0.32726722786636	0.886361997549426	0.8714925248915	0.278246237610662
CDH10	0.917967355893968	0.796761886765887	0.871639860918258	0.783872981521442	0.860271427829612	0.843608291768629	0.831151816456541	0.805158272421085	0.87512110813739	0.929813796462165	0.656453639682063	0.901710332272761	0.874901610990088	0.874063271511706	0.831047972407395	0.892944087611929	0.928892733004158	0.532764244575465	0.843785320153145	0.854859478813597	0.724145132080098	0.902687483478502	0.803786197577292	0.748249123858539	0.92464272149968	0.832671999382935	0.827496750706581	0.896845939889258	0.8768721212334	0.824176209740036	0.881880467718943	0.662940538083027	0.620354533423955	0.874612506957277	0.775665727586648	0.642329507847525	0.828433554261788	1	0.915784904993717	0.783031733685058	0.885712014440812	0.901348975676316	0.860952412422437	0.876487039711323	0.563668887742493	0.804693382105613	0.902282476157015	0.875783092396924	0.690864819799916	0.811665654859171	0.810037437850806	0.842876237594773	0.747990072754582	0.716431761460133	0.826908645428171	0.833542627594824	0.884391268033429	0.734271646252535	0.858189737864633	0.704508284362735	0.815825613935396	0.789466548974149	0.78322584610201	0.771633923808203	0.821534857990715	0.847148635795893	0.628626255727867	0.744227210157992	0.75240647720766	0.891389669499046	0.709702192697294	0.681766692100103	0.848463519156561	0.826014623563958	0.862688784786409	0.650656420695368	0.835859131754083	0.827963801879101	0.736771578053631	0.864310177026133	0.861235477533938	0.823069536376078	0.743907027415682	0.748814580880289	0.750040449654318	0.817016608393985	0.86216818171171	0.714065213823807	0.465829371501116	0.794630045639677	0.787474697756382	0.718442279914592	0.797319149572938	0.840356962041081	0.897719326245544	0.735849621701109	0.775840968965971	0.736218697497131	0.81934273725042	0.190057608826935	0.748593044139336	0.726604770268275	0.746060649940502	0.832867759293523	0.836245832115387	0.863480956279759	0.863478914473122	0.872731697946191	0.73735112190235	0.906649370811138	0.852273398668846	0.555807087231337	0.773166133558269	0.773189757314579	0.812392148250335	0.797254690382651	0.852647215129224	0.846393506382401	0.746154405866037	0.781016330633466	0.842394025594101	0.825620984675269	0.411407980266466	0.689608985062167	0.788144585071641	0.662869622080003	0.595751501290982	0.814616817945444	0.811772745549365	0.789679153801916	0.737096622975705	0.803159461336948	0.569793099370108	0.381106558806191	0.349115414873647	0.699899218554908	0.622471583639901	0.305488739793572
NRXN2	0.953940613667475	0.815246124449281	0.93652145070006	0.82176975438632	0.889198694761411	0.867667864243412	0.869280613377209	0.86653541106705	0.921251930628311	0.954048599743716	0.724426982619476	0.929176240594597	0.933199536411507	0.919126867613609	0.879120487607415	0.936984132365824	0.960383485844186	0.537253808976461	0.891222822021697	0.86753905733128	0.733775852395472	0.901660626561822	0.835831108703265	0.795840754335681	0.946176671631601	0.871927436634654	0.89091940390045	0.915708539919003	0.915976775743735	0.869172800584637	0.923267139112571	0.759405976654405	0.668892773179537	0.88850450152604	0.84303657559882	0.657172744043683	0.871734768827672	0.915784904993717	1	0.830742106230595	0.917883823142135	0.934313200418767	0.919355685992477	0.91215764025884	0.610920647562221	0.835089818400254	0.889623736409402	0.866773553479641	0.725380578761929	0.841587898371082	0.846847302227355	0.889482365959713	0.795426479439165	0.754160534009418	0.80601270754272	0.83587811319834	0.884009276203537	0.801410623904754	0.904054694677548	0.726033124411543	0.849984986372228	0.860459077545277	0.800969317919809	0.819390808169387	0.846789724670305	0.904946475944554	0.644956439019371	0.79319761388976	0.82150872676747	0.901278539884444	0.785792290981369	0.759367435807864	0.850212982926732	0.875844601377555	0.860915078793164	0.673488965707341	0.850338589166727	0.85283026331611	0.784110820133065	0.892425085281619	0.906374791292209	0.881357855038475	0.812453892259187	0.835102917741327	0.786683555698418	0.834920891057551	0.89046279218412	0.774145310121963	0.470591307672993	0.832101505152552	0.849103742876532	0.782018337695861	0.832986131321098	0.859662859950282	0.898036255312983	0.793677217468199	0.812335794659995	0.774465418854676	0.834022677576864	0.152520579791159	0.826585333384939	0.800258604894641	0.774926739006231	0.848555598633157	0.862155868814134	0.872448815606311	0.888591236787442	0.936993158560836	0.774814735253693	0.935038274295238	0.883084483468439	0.596538924188134	0.806198457366796	0.75939657785505	0.860363806500849	0.84440602839669	0.855858886374444	0.847865058226369	0.790071845690635	0.804274992886526	0.84420982708901	0.849582569154205	0.38764042539858	0.732243150721851	0.834838804476241	0.68739789100918	0.631412087858292	0.876213415067143	0.848936830829433	0.799127571786548	0.773765865507935	0.837813889934972	0.608044125415148	0.355708914060023	0.361283974746444	0.750318662326113	0.682937590555944	0.307602900354987
ROBO1	0.904624662655908	0.92823940791367	0.899464634233276	0.933106967404029	0.950466228329378	0.949816587958554	0.97098652937678	0.945654330080551	0.894720391328677	0.869237667032976	0.923197844381728	0.925945344513675	0.906542589834201	0.936914608439607	0.961776745758522	0.934793572513097	0.886400177146919	0.838323717126419	0.948904923278853	0.941666014984792	0.914648927475107	0.902792819277789	0.948259386227073	0.708836625962549	0.794839722088564	0.918007400426195	0.881830345685203	0.938352888556409	0.943049444482199	0.953036406946239	0.875118931488158	0.832024386360944	0.894511962566964	0.858666270315506	0.917039480219594	0.789011775816551	0.958911877755987	0.783031733685058	0.830742106230595	1	0.826568708724162	0.926620241305243	0.918254225885486	0.888010271861752	0.860631171868871	0.965836333250112	0.791637821867337	0.783195293619217	0.927833614355672	0.927465181608028	0.955808214352095	0.971770299234283	0.931979440139336	0.941507567692348	0.823283389005654	0.925110315791372	0.918703816296686	0.72724744748323	0.948536026861682	0.826288276376435	0.965503219758928	0.928080933658282	0.895504222703058	0.930075106049756	0.779067004862658	0.811309913565545	0.87012979340656	0.796265289847112	0.832643791303283	0.732629284773984	0.814762918363413	0.898159285363475	0.923039308243914	0.948162382735725	0.759897710299742	0.777466305014951	0.824558346200737	0.954044163709227	0.939037863919137	0.917018748193944	0.873764284913746	0.96581906337209	0.844469476149985	0.848657507623568	0.918158043637597	0.960788813856829	0.778205037489383	0.955109860416417	0.754926271665033	0.859911338892296	0.788910658934647	0.736579369281674	0.958458407788176	0.877150244876216	0.863189053742366	0.9496404942993	0.884066417747486	0.96002528324517	0.914585040565836	0.470775478475233	0.830781594788713	0.864578077674793	0.931051172597209	0.914551309250518	0.899957318578576	0.80142630625334	0.909565955667992	0.824441582952636	0.833765472240675	0.890727138260909	0.918637744865091	0.84616998576283	0.841807956084883	0.785062438150797	0.932634836506177	0.951788149294336	0.737310934704046	0.923663317563388	0.931836530477637	0.907270961782007	0.86620800527497	0.882405167849245	0.683297594552379	0.853430845495787	0.93032723906607	0.834820193368277	0.884035413846114	0.944906416613617	0.97506020297717	0.928661282016904	0.921213367497884	0.867579661266898	0.663111011261842	0.487575436180215	0.33254153726506	0.922453792857076	0.879430108536255	0.309687778572609
LINGO1	0.901340916162227	0.850024767671036	0.863556358395133	0.80694210753469	0.835406725474942	0.888461317725764	0.867950944887578	0.870486331240976	0.957381398471357	0.89230969385565	0.655300020873069	0.926667244121346	0.867202034191841	0.843854956144248	0.860397594753383	0.903141619659124	0.950964975582677	0.590069820482025	0.816938512518704	0.854800660107697	0.730843658739694	0.882651726353746	0.853923267387283	0.767959421112546	0.951858249192881	0.916281841559389	0.809267509321867	0.930986628006074	0.90540856976086	0.85358382285924	0.951625186919173	0.650367134096062	0.710062836331075	0.906019417364222	0.761560361710953	0.690696023188552	0.813447663430279	0.885712014440812	0.917883823142135	0.826568708724162	1	0.887403689253395	0.864560549112808	0.951020438935477	0.677126108984159	0.837695854691031	0.864706402642328	0.875935741737671	0.791199850839415	0.833570586020226	0.802862858120174	0.877111404422942	0.805345881417727	0.801226338200999	0.825739777778938	0.84101707567811	0.888029698141348	0.791287997906423	0.875971811581257	0.624534077217734	0.856731917090199	0.830054296618672	0.784334294538334	0.823666823478345	0.825461836669609	0.887483635288412	0.68424278583114	0.88252292059966	0.759993164135548	0.932797044578363	0.749361456882157	0.831379309737154	0.858102242722042	0.850808228381924	0.898558819537826	0.597089153213332	0.940084101772325	0.855201909302664	0.804986198030989	0.867900701388874	0.834186588293741	0.850106955623828	0.686063974981901	0.85922218110602	0.761175518969326	0.838538454080651	0.929122578822564	0.806620271507676	0.526177662681312	0.725991618882844	0.74900490587126	0.777049200618046	0.821989332418078	0.822202916309875	0.908074115842369	0.799223424872719	0.794447871036146	0.782238863238887	0.830055480072282	0.209771047363782	0.690539059825458	0.669705034420165	0.806932751015301	0.865956240024343	0.824249664069371	0.903306267834283	0.850677901787735	0.882680434096568	0.670744656196573	0.935158794025375	0.84861923701626	0.595047219373022	0.762758807709616	0.723154233241114	0.837610757778341	0.804028063510538	0.914009636938483	0.878609240116825	0.744588272163493	0.817931083356452	0.860369960296957	0.776280333991199	0.453431842277228	0.802397002223446	0.877941781403501	0.726629140229012	0.698694084573632	0.861700361431862	0.839733395211578	0.812328675298402	0.751961920510264	0.810660313464337	0.483271645469502	0.408565024822339	0.27593561086925	0.799261037249455	0.600957177851555	0.252711263501778
ROBO2	0.978374533621367	0.888220222662032	0.960647028121069	0.907555615348114	0.962392312605508	0.934442089554232	0.949318384420988	0.899281058669657	0.931226707151965	0.969539769407222	0.837693635317691	0.963320218256556	0.948883008097468	0.971356024574762	0.942614017948936	0.975829425265058	0.962613313059764	0.68819655119082	0.971484074817751	0.941873949276283	0.857967760908594	0.955935853859504	0.907338830389737	0.780872940335039	0.908570112643516	0.893370791207613	0.933797095271775	0.955587181467026	0.955636074961859	0.930364032513221	0.931151043423256	0.812327671481246	0.763134646430841	0.905327587590016	0.918111660851323	0.718796395158865	0.956326359564048	0.901348975676316	0.934313200418767	0.926620241305243	0.887403689253395	1	0.958029668561394	0.912776605438927	0.711615841666104	0.922330215648945	0.889684661030296	0.86959685968304	0.816926300914624	0.901843942400355	0.929592602809582	0.947336348548024	0.885426597571634	0.839944518255171	0.844156343841131	0.923468111930461	0.940616847486036	0.789981782150465	0.96369278556751	0.843937158783249	0.918303009451267	0.906569832204172	0.869461887502761	0.895629571009732	0.839175090796685	0.870709549508561	0.768023593051959	0.774748702037979	0.864999989681181	0.840047481176885	0.812906273235555	0.823442880102111	0.920187318484149	0.94319233159979	0.84128477752478	0.762454761496356	0.833252259866542	0.929610423806452	0.854753503512659	0.949272963798256	0.938798024831503	0.942098144611267	0.875144707402282	0.823598166560777	0.878963927232743	0.926001825068798	0.849958272348509	0.862827115395559	0.6244727071967	0.91016775143038	0.878413412886855	0.787987573849392	0.916502560449759	0.932233549922751	0.926816936499342	0.898672792951295	0.877993783579094	0.882299505488188	0.904541594270896	0.303656579127791	0.883974494412351	0.878150121131592	0.867655733946251	0.919142629469171	0.935480772843064	0.874536210588929	0.94150704237969	0.913369059706868	0.864017844023201	0.946546332087015	0.922250177439606	0.734152282738428	0.884509820330651	0.817950323709455	0.929399010873818	0.919428729157896	0.803673863445614	0.913088242553838	0.895065742382346	0.866368158554619	0.884897847367966	0.915704769632599	0.526630782010342	0.788479279670824	0.873128597110166	0.769406013146851	0.739627692714164	0.918051837581046	0.933636665601004	0.896217404948988	0.868854510636172	0.881501496400454	0.704703933296292	0.418987946322837	0.405342869311449	0.824460508144007	0.813816401221753	0.343743954390603
NOTCH1	0.940937586770224	0.866793366375991	0.952574477369685	0.902244521545757	0.945688691245458	0.920322926267879	0.928446487159426	0.907302107454247	0.902847453215594	0.939864757092741	0.838370384588946	0.941183753631788	0.938450957957441	0.964573556138346	0.929645221503428	0.945137135669432	0.931537561702368	0.688957156087948	0.951967992151668	0.922424804801935	0.862515862258643	0.939181996304775	0.890848633431937	0.823091226023846	0.873069358298855	0.870991165571857	0.911198722204575	0.93233022921325	0.944620668165764	0.928217796429753	0.904231752635793	0.826976674188783	0.772923199831202	0.879754439954997	0.917994530368019	0.759971042157397	0.931517219328675	0.860952412422437	0.919355685992477	0.918254225885486	0.864560549112808	0.958029668561394	1	0.896761893028213	0.718734981883077	0.920157068699432	0.876373734199353	0.842647679484557	0.803520175659356	0.898443075695824	0.922207263770722	0.941407186902984	0.892806263937226	0.828659619523979	0.831594947647146	0.913586622076805	0.908477426210509	0.824903201360974	0.95792668673651	0.843746803937873	0.910060709914305	0.884910874330894	0.866117855597073	0.909071820078024	0.852362799045399	0.867115762149934	0.784313860559895	0.789674996749231	0.873407795625618	0.824093580366461	0.838156609256596	0.842897772019857	0.899579961337404	0.936299588193793	0.809249175368523	0.781762380858117	0.8055642527877	0.908697573700914	0.838696784482374	0.922938730928103	0.901864679749169	0.934649006155464	0.881583384813334	0.82099926917099	0.868940922713769	0.914912234692143	0.812897519782093	0.856172157932272	0.649191002270336	0.901221138057118	0.849283497319478	0.814523869378983	0.90836784068556	0.908787074132094	0.89636393651043	0.900407079636398	0.883140032524017	0.8812192332605	0.905651599587386	0.332832781612207	0.890968385349508	0.866120327972993	0.877878079532724	0.912262789231947	0.940137024249021	0.873164553683299	0.936152897106448	0.889962122286207	0.8452924636914	0.922668783090907	0.929042289051512	0.761928400330355	0.882605152147916	0.824278436157299	0.920769446857322	0.940534244388401	0.770116412092146	0.903262749898864	0.903558927197389	0.865832241508617	0.878823309486353	0.912843114304965	0.51367439249698	0.796375718078927	0.862040612886878	0.77857518567837	0.742942890661296	0.906606967375806	0.927615065425448	0.888499113620599	0.857946566524104	0.911266176379439	0.7284055580553	0.444966512557288	0.431621869563824	0.817113213241068	0.810778678689473	0.371861413184673
TYRO3	0.917154140743081	0.899328872947057	0.885009242005414	0.837751132467127	0.885889535727154	0.923088908915963	0.912172702186022	0.928820101342423	0.969624230484751	0.89989293356248	0.741855156873725	0.950392010719723	0.888504242109713	0.891116353569638	0.923937169802575	0.925995824067641	0.944017935043585	0.644998702726102	0.870797895115856	0.872869152308878	0.801515461348574	0.912487737582334	0.921847749776633	0.769355956348858	0.931871808532726	0.946230579456815	0.854867932193983	0.955626503415579	0.934834147940497	0.893606475408115	0.95847789232655	0.74680820960174	0.782293215604873	0.911914249685261	0.810431656431451	0.726345829719964	0.874341210915088	0.876487039711323	0.91215764025884	0.888010271861752	0.951020438935477	0.912776605438927	0.896761893028213	1	0.767670574852404	0.892568019853856	0.834644312465617	0.868043206300791	0.840649557496092	0.885811412655187	0.850438063907525	0.936228724487919	0.846227632352561	0.865893453998375	0.825124481468862	0.901479594665448	0.919697018537897	0.804453421968975	0.902067455671434	0.680528876134124	0.90495581247657	0.878945388961674	0.818990502735634	0.858390386328208	0.845638293307801	0.883418353346222	0.765392327948714	0.908982367829286	0.79617984882168	0.891600821922831	0.804064648027245	0.846792709385575	0.904174197602815	0.884626209372388	0.893848093693933	0.63714866574243	0.94679338200668	0.899793907002082	0.83293884251337	0.905272054519238	0.856189405044656	0.909001551338147	0.737266576298719	0.893995319746329	0.831226647718412	0.893483302255343	0.916997130514098	0.878773971330522	0.591195399085542	0.7577732601646	0.749522414516655	0.793882118698203	0.858808144149324	0.842959222756984	0.9165527071184	0.854712914970474	0.869173316486742	0.841077195198784	0.871386110150125	0.255349467662557	0.739105303757449	0.729277535149083	0.868481672868291	0.895101202364012	0.854832094270935	0.886947302185714	0.869013111556054	0.88223305226366	0.706517574772381	0.961678737139498	0.902033495002341	0.645266486228569	0.798758487018105	0.732990793145304	0.879885516615907	0.875554629108235	0.89075958018761	0.915345560835429	0.801769697350782	0.857143274159698	0.874845484036977	0.820297504540022	0.514360153686231	0.842639872748288	0.907458981951297	0.752321285854972	0.763951207690873	0.89689963052788	0.897393585514271	0.863273174695938	0.795039768983305	0.849905650698119	0.555334828369378	0.413508313837432	0.316052030345424	0.871784352433972	0.673946876171489	0.284710419444278
RPSA	0.668095389597334	0.848080656979561	0.675126894553005	0.759060694633228	0.776235509020348	0.832611694917699	0.85321657488748	0.861752933978887	0.763506648794401	0.605711536479105	0.850114475138818	0.74422697311047	0.68794851878739	0.731029025479817	0.846972536036095	0.762930554284599	0.671145478470862	0.848088160284468	0.753121748396928	0.773675408313106	0.837142533390444	0.712870443410372	0.907543508260109	0.514106459138575	0.580289203228065	0.856908141212084	0.670153877306881	0.79520263566048	0.801344066310923	0.827508784637856	0.716398605406643	0.689442597503593	0.92622569832849	0.682955145636427	0.7349184943823	0.782752727626336	0.801645297916251	0.563668887742493	0.610920647562221	0.860631171868871	0.677126108984159	0.711615841666104	0.718734981883077	0.767670574852404	1	0.886744697590473	0.552475961261322	0.588501030493594	0.929763317373492	0.825542850396683	0.803075735317216	0.853044330160544	0.818728804976357	0.955016362896291	0.654222502273334	0.80860466696891	0.771176075935429	0.560153660728018	0.767589340716851	0.636290396693658	0.875550571792061	0.810496220254386	0.783139236588074	0.777758561435697	0.54887234189709	0.612921830448969	0.854971989269004	0.739931051716891	0.655592918576308	0.523266442056932	0.723984047593314	0.808794687978203	0.820952795888683	0.761920238181794	0.614919602944296	0.618011833955329	0.760583130585653	0.853779953918659	0.854353365096235	0.796423804954546	0.653768505967164	0.835607322987332	0.625351269438816	0.841832052623733	0.812484733112995	0.872563223791216	0.634793866851047	0.924859397602161	0.794588032183253	0.628677389972403	0.534610879637761	0.597504235070919	0.82108434561945	0.686812787846344	0.691317353836064	0.829249181506646	0.747610790725378	0.8812048816689	0.759566029664122	0.567795966665017	0.609396947277791	0.659794406498319	0.888339996144369	0.756951095177655	0.687584504772458	0.582294482435675	0.700951278798976	0.578459549598978	0.621001778247767	0.703165841586459	0.73198919346577	0.812649395435511	0.661828755505256	0.605799022527945	0.812358663137399	0.823882327026944	0.590905092982093	0.826275570740602	0.789218887325623	0.84327163103932	0.686472571300063	0.708366956447243	0.756898536292003	0.819754656273327	0.859012257570924	0.810553933855882	0.974328182025521	0.829508788034727	0.876687468973098	0.84367463006897	0.793745993779243	0.667240260804974	0.483224348499531	0.515259452732285	0.225108462586638	0.963171536967309	0.747059403669372	0.227110664021716
APLP2	0.894745844166328	0.930198746247056	0.895323992997808	0.916947720705351	0.955889561156997	0.964494701926325	0.977622372749857	0.950950509042488	0.901058479653077	0.865117387910808	0.915212425111762	0.927021461154844	0.88825699805482	0.933323007247258	0.961109021942563	0.940187807813908	0.890409261869546	0.860205919519736	0.942461361130725	0.951874452683647	0.941320027845693	0.916749719072438	0.968928580932315	0.733451032593779	0.804468515166142	0.928656695324729	0.862995633068686	0.954806863343337	0.946458701364531	0.965801049570186	0.869541461622709	0.800511479896646	0.921157404169979	0.860768565337876	0.911170589386801	0.851894565285583	0.955192786005998	0.804693382105613	0.835089818400254	0.965836333250112	0.837695854691031	0.922330215648945	0.920157068699432	0.892568019853856	0.886744697590473	1	0.815900956595268	0.796483761023083	0.936682423056901	0.936397753693648	0.959607561461634	0.968557595245654	0.937295701596008	0.955483262241195	0.859880358871926	0.946082938386168	0.936377358820837	0.740082251296904	0.943973244247606	0.844699204412504	0.97483547380436	0.908457521981942	0.913738752580913	0.916800537763683	0.769616756354997	0.789096462057015	0.891514040235236	0.809500040421097	0.846204595750754	0.739418731952071	0.828985057375098	0.874650582628293	0.954093988524694	0.93302185629189	0.793652680860499	0.800456303828408	0.841530390794356	0.972848381692106	0.92801367404601	0.952189514813412	0.858657322035503	0.970340615498884	0.82349462263845	0.865872733118077	0.920207931376428	0.980594926753536	0.783932527239657	0.949898255064023	0.806283395166956	0.858501027631057	0.778216150524974	0.756886346084732	0.950788068703921	0.890360147736519	0.893273583720941	0.931166319551712	0.870915760265923	0.961993522466948	0.911062258439236	0.526171471461726	0.826082148705432	0.838889168885918	0.963961711442722	0.921098567371359	0.89851733606015	0.803579320815913	0.917507243216759	0.794652409716921	0.828471130854931	0.895403053558167	0.917352544602821	0.865813039417258	0.8594505382672	0.827187731884978	0.947369302472761	0.959844636458742	0.747395805340306	0.949932000292478	0.936504690737712	0.937096322782833	0.875246814897924	0.910583937284329	0.693148847406275	0.843354341184789	0.928417986684629	0.877422453456152	0.90957207831316	0.94262676643677	0.988460237167739	0.957826381672639	0.919546428976845	0.855881068853747	0.690394544094927	0.576719192934825	0.388137497890149	0.93669388095779	0.875157167189163	0.357337837049452
