""	CCR1	HAVCR2	CD163	C5AR1	ITGB2	ABCA1	SIGLEC10	CD44	LAMP1	PTPRC	SIRPA	CCRL2	NRP1	CD74	THBD	ITGAM	TLR2	TLR4	CD93	RXRA	CXCR4	TNFRSF14	LRP1	PLAUR	ITGA4	LILRB1	LILRB2	TLR1	SDC2	TREM2	TLR7	FPR1	ITGB1	FPR3	EDNRB	ASGR1	KCNQ3	ENG	TNFRSF1B	NRP2	APLP2	SORL1	KCNQ1	ITGB5	HFE	MCFD2	ADCY7	SDC4	STAB1	KCNN4	LILRA1	P2RY12	SDC3	SMAP1	TFRC	NOTCH1	SCARB1	ITGA9	KREMEN1	PILRA	SCARF1	EPHB2	FPR2	ITGA5	PLXNB2	FZD5	TREM1	NOTCH2	GPR84	P2RY6	TSPAN15	ERAP1	SLC16A7	S1PR1	TNFRSF21	LRP10	DYSF	ITGAV	CD81	UNC5B	LEPR	PTPRA	PTGER4	PILRB	CANX	SORT1	SLC16A1	NCL	LRP8	NCSTN	TNFRSF1A	CD63	RPSA	AMFR	CAV1	ITGA3	FGFR1	GPC1	PTPRZ1	RAMP1
SIRPA	0.981501369271618	0.992224929806272	0.942617626558555	0.984611670226728	0.977095217255308	0.939585196223808	0.951038106886005	0.885309343179115	0.949968974137811	0.989460465152999	1	0.924589002075258	0.967365718179058	0.984553775373691	0.981898214269946	0.976881769135578	0.953159426580347	0.97825078329554	0.937334588788205	0.967420500991692	0.920814173284961	0.92238467948405	0.92804928674839	0.981482151764537	0.942467394970002	0.941704607919353	0.895611861308219	0.976373848356933	0.86313553706556	0.975571249196726	0.962945014345921	0.977096880144013	0.863135767689168	0.941973176810877	0.946820887774358	0.97989173865465	0.957476795150272	0.947767137288649	0.988821860723958	0.878844599421401	0.934828710739896	0.988378510712341	0.912073330631922	0.934248066350964	0.870635786862976	0.691851822064621	0.933214590541725	0.486254463432137	0.947172491363569	0.857515857102515	0.926011892876635	0.905373389922075	0.669443475822837	0.784001580426141	0.947070916129386	0.692799727578354	0.971116681411233	0.971509733088317	0.6652592385213	0.926831085729929	0.946936355493623	0.895615239721306	0.916826759268593	0.857843845112757	0.8329493022303	0.865740432671755	0.821539662309185	0.545168424742942	0.896360833891265	0.714134433206356	0.93121278353126	0.885925566955894	0.499148156972813	0.571777493043602	0.784847642496565	0.802385988709748	0.982319247799898	0.640330208824215	0.938352387030072	0.571870832646592	0.824307076433419	0.341837005712701	0.966983462975839	0.534176682885399	0.787661032087661	0.328532686408657	0.303440842703937	0.772751782307861	0.522000640341879	0.768099460929378	0.943533978674323	0.83488569494064	0.7695247611133	0.718790509630207	-0.174657492008158	0.227426420584501	-0.0114596166401407	-0.0212438745611903	-0.101041253317887	0.200032631482736
CCRL2	0.944028637407964	0.889531509891128	0.854425833882626	0.938279621071022	0.867788399771922	0.852145117997908	0.846173423234016	0.853966087233033	0.893171316620222	0.901145399575917	0.924589002075258	1	0.871501485734731	0.889137487851589	0.879024465837608	0.877501537287378	0.864814076676057	0.927560594904051	0.83185591512367	0.8670932004338	0.893589515423334	0.89516862382135	0.804997350694548	0.875794312915957	0.850316514728349	0.854650623524254	0.84394665394512	0.876004534480928	0.841405855746804	0.864462361342994	0.851450672399573	0.900186076637196	0.743658512441638	0.812932916110765	0.892934727369213	0.863952778235267	0.806991312892331	0.840188844031093	0.899677473003219	0.817310016371817	0.857726419275384	0.885324436185528	0.903692753585786	0.901348044612801	0.742467708032126	0.597644612570409	0.892497103047963	0.428718658367599	0.888026511034946	0.777043683066378	0.774261440409346	0.825860369951084	0.553625597909105	0.699991071132966	0.798752439492923	0.486463247017291	0.918920774134437	0.880131615773858	0.67840458972783	0.799786695020815	0.868116173365804	0.768608874445956	0.801821860532366	0.765055439451445	0.750794643289924	0.788033208171068	0.722275796167259	0.490311079998512	0.874533847658026	0.682308990057115	0.845964352710777	0.823396164729002	0.356470125866809	0.480492038480547	0.690513850214971	0.747864443331155	0.871362555668702	0.530618537902255	0.828770983908586	0.529227385601338	0.732366126696887	0.222971085474334	0.834550962686586	0.422086946801384	0.705455818598069	0.235559130675902	0.192156180578529	0.691009010194482	0.418962942465576	0.757242733133918	0.846361439264	0.760492799936932	0.714860482164131	0.595796585402695	-0.210351924524339	0.0975226198412802	-0.115177166025969	-0.0940005975289375	-0.215092640287971	0.0883574735208448
NRP1	0.954600622889442	0.973742370584626	0.988741243182493	0.943736622017411	0.989010852577512	0.955765304861955	0.991524919576596	0.87652098331705	0.92606466729264	0.978529536325587	0.967365718179058	0.871501485734731	1	0.985794677173135	0.983609235009894	0.976747126284444	0.979026964808436	0.943989949737516	0.98200543060946	0.986769879000151	0.828948503977811	0.862008176542372	0.971342449419593	0.958210572731671	0.984365552265363	0.969029371337487	0.941888172420797	0.961621846373363	0.848401139996718	0.962573109140315	0.991715995401376	0.987146323705542	0.909640216103149	0.978265425947191	0.938034942224095	0.973377695450128	0.966270216505843	0.987389861376533	0.988265592422722	0.905984698629234	0.957362058340151	0.96117655114018	0.881532046849678	0.96467681659369	0.957013835783966	0.722100011802502	0.966220977409351	0.545884703793794	0.98199854831866	0.937652987270862	0.945839530255151	0.860739928207407	0.797263459284029	0.807801508125236	0.948063280714878	0.790179470391132	0.968545369121905	0.985665308059143	0.736244121766894	0.854809792004298	0.98336531495358	0.959277411558259	0.934681942145945	0.901633977545018	0.927139931461872	0.91539758438589	0.824552870778711	0.636287166849365	0.876281959200071	0.806996787787297	0.966895038989559	0.922510525020943	0.660797781410388	0.728456736610526	0.865651847070517	0.868921361912808	0.968829396610105	0.769767760952949	0.96034077661312	0.639733067564969	0.86319232274049	0.486180123610743	0.950588741202008	0.660063327372656	0.835412517603898	0.480300708419733	0.413667638653463	0.847204947417996	0.613888298489644	0.853829393575417	0.978632175199777	0.846044259135868	0.806803698626012	0.777714549542912	-0.0846373454457788	0.383398868301349	0.122346667089803	0.129642783092153	0.0646981223703589	0.318525357707697
CD74	0.95827310111792	0.992486758127646	0.978876015924272	0.955990216208292	0.994303331571989	0.929269012275468	0.986207006501546	0.842381548922063	0.914976558674808	0.992926615912745	0.984553775373691	0.889137487851589	0.985794677173135	1	0.989798411822744	0.993470227188101	0.960813382853844	0.946843733918482	0.977226681449102	0.978253084334003	0.850677149331118	0.865412765735134	0.940068223247549	0.974353962926263	0.976655415809233	0.974971781799488	0.938287102721512	0.973767943130346	0.811151534281239	0.989851897976228	0.988302095238887	0.994761325123799	0.857875756073119	0.978235160647904	0.924843786521591	0.99080307566943	0.976490883443181	0.984027590492266	0.99570288425652	0.863482134816958	0.925437821253424	0.976595796892408	0.915415489485292	0.935201271058073	0.912487243947743	0.656501577185531	0.946187135970026	0.450111444989599	0.973826972275745	0.885713063944636	0.961575074581762	0.91468252160586	0.728313689832575	0.748787892376926	0.951687097913595	0.73855351993539	0.955992459700247	0.98601270872208	0.649530811598553	0.894057490975843	0.965386376369184	0.920323458907911	0.946869872320791	0.848636354911695	0.872576249721831	0.876681201074432	0.795428451025007	0.540910591961442	0.857875669503986	0.776877278067278	0.946640328855801	0.89504902705663	0.581673563009158	0.650892179287733	0.820097315552631	0.806229395427149	0.981380488465284	0.687295070807925	0.941358610190889	0.565721635817632	0.808659207716578	0.375924832034942	0.969116734287787	0.566728084553673	0.77080028028187	0.377859389916876	0.3021629146576	0.782054326648511	0.533390112054434	0.779005037536572	0.955644308645668	0.803647319545147	0.750844661208984	0.727031344615068	-0.19869266426078	0.274876339010706	-0.00404431619100251	0.0171068155367484	-0.0365540254109691	0.222100813660576
THBD	0.966618638571657	0.990487195202373	0.965509094382162	0.963073204143328	0.994970931502167	0.953676481052495	0.976231503712156	0.880511140242085	0.942129017481458	0.982559417483571	0.981898214269946	0.879024465837608	0.983609235009894	0.989798411822744	1	0.976836984423109	0.969303902908336	0.963554157094591	0.964006242446406	0.988577687632591	0.874811663013245	0.900181379298313	0.959740921237227	0.987948592282973	0.955037851884156	0.945671787428055	0.899911784847627	0.991581490984743	0.85378548480342	0.984756303965259	0.988623360225738	0.98504743158859	0.882300775139865	0.981007073293892	0.953423060600457	0.98190599095728	0.980975594814894	0.968388273677502	0.9918876816179	0.898946875767576	0.940463668424138	0.978065060059583	0.865972305047309	0.938769817729129	0.919342684919459	0.697046046938922	0.938706181539004	0.513290304887922	0.953775065979107	0.902805050679335	0.940047958929171	0.874092212149698	0.737217630386229	0.793780671153061	0.966425756611986	0.752584539424288	0.965085000193253	0.975895239045706	0.677586404109384	0.919774890421304	0.963745902297947	0.92510224207328	0.925756419069974	0.881517182633253	0.875650772925575	0.904425409046348	0.838913256962683	0.554259073677641	0.898270695571384	0.71578024857243	0.945321612775035	0.874945628805081	0.574922893586555	0.627961104567544	0.833001655675464	0.829089739281586	0.985447479957011	0.696405915554867	0.958317945120007	0.547861301756151	0.850861220825752	0.403425620994239	0.984012434008901	0.599664473671581	0.803220382453741	0.388684124423662	0.347694470136724	0.809598033610849	0.563285216883889	0.784312819887722	0.964875502027237	0.840294627218711	0.776104575072102	0.741879174769577	-0.155916246317947	0.311362380614885	0.043511887680967	0.0468063004291518	-0.0164330133097843	0.263663426040522
ITGAM	0.938278979336982	0.987013933322374	0.97009853965458	0.94174917021287	0.986838244163472	0.904761010158497	0.980800849141226	0.802594073946722	0.881193465691581	0.987081019707879	0.976881769135578	0.877501537287378	0.976747126284444	0.993470227188101	0.976836984423109	1	0.937898183362734	0.924157852336659	0.970185287683469	0.961497854188527	0.82473178746075	0.829610688493342	0.917072786367165	0.964759216710544	0.977373292460977	0.97972522946855	0.948515200052216	0.954854762509079	0.78551005118672	0.985100254167101	0.974786127852747	0.984817226553718	0.836734786735352	0.969696314775125	0.890045554903807	0.98819926985805	0.971901217050098	0.982616654954358	0.990202182989235	0.822488626869496	0.902746706094051	0.964439169363504	0.932616401028124	0.909237803189346	0.901975842000377	0.639627484361287	0.925228062493388	0.421270721380931	0.967981784953456	0.852043757894574	0.97567140736973	0.931771763488818	0.692621140523764	0.709684123136664	0.940578944443298	0.711096368582033	0.933213656573111	0.977278921985793	0.607161444081814	0.876550838468292	0.946755748048383	0.898733573017494	0.953360404068302	0.816485128794661	0.843959025735779	0.83448875632204	0.77867498856863	0.517170057118683	0.814806606628855	0.784979366232666	0.919936641063608	0.890638547699997	0.555055491765693	0.635137010498703	0.788083968535088	0.760442101809325	0.976200701982813	0.658298259755794	0.922299516782338	0.57317928651207	0.765166133208395	0.340825216172178	0.958641015528051	0.52551076822455	0.740363755758433	0.350404771020426	0.280862124488542	0.741604348280586	0.479736542492633	0.750348052842552	0.934626818005751	0.771837420405017	0.722738726192334	0.719484211650552	-0.20553854334006	0.234741485689235	-0.0387191771972149	-0.0170568329069467	-0.0809047348501063	0.179015244233489
TLR2	0.955217036932999	0.950819354354966	0.965436900722314	0.954769053517232	0.964549488845669	0.965289947504846	0.963009299215338	0.91396376376099	0.95174373154417	0.965865980665358	0.953159426580347	0.864814076676057	0.979026964808436	0.960813382853844	0.969303902908336	0.937898183362734	1	0.958065250626941	0.962407929926981	0.978342844389056	0.859859313951048	0.894350015239089	0.97073377303159	0.945878231830449	0.954080994517101	0.932185651514312	0.901541138124682	0.9533318450379	0.868363074071314	0.92871211238924	0.976037260139528	0.965045165135712	0.917655107383424	0.948777935391744	0.955160336306659	0.946700116309631	0.937618109975172	0.954501215048707	0.968928804034212	0.93421419166622	0.965236975744711	0.962840793713987	0.823895773763373	0.972672636324532	0.934943909827941	0.738119025688511	0.974675380597545	0.568083813776465	0.95851737541775	0.946173609192408	0.903445858582475	0.804432190480856	0.810424773620334	0.843902821837778	0.929308214365861	0.804485956360474	0.975242662729971	0.969893868916046	0.77514331376623	0.858971473419012	0.981867031361062	0.96482939765321	0.929165765751335	0.916840117920444	0.931808570338181	0.946621767945853	0.839094207056047	0.684237864506358	0.909146827173732	0.77238060999897	0.972905220829255	0.921619143996495	0.668694377616839	0.727894498142858	0.868030586118608	0.906250192502625	0.947449028458515	0.778174773651827	0.953777885776054	0.627170318205742	0.896897503498681	0.5248562964977	0.932857056262935	0.701715440908188	0.864574516284276	0.512332061143555	0.436832426723042	0.877586456577337	0.673223160847233	0.857705938803615	0.975617607253387	0.874913906695213	0.82790542052972	0.796332173691267	-0.0678960641971182	0.420063283328626	0.171545087543988	0.167100397882059	0.116756954556029	0.372645065000104
TLR4	0.992783579438433	0.962303808081511	0.904852905451084	0.988843103474963	0.944924490194116	0.956466450095625	0.909926612003792	0.945284433817866	0.9869484191071	0.957560629222715	0.97825078329554	0.927560594904051	0.943989949737516	0.946843733918482	0.963554157094591	0.924157852336659	0.958065250626941	1	0.892596188951701	0.953476210223434	0.962755771638343	0.976390334511171	0.930789907661812	0.963459129391754	0.894197941021607	0.881402120307876	0.832481213735049	0.968355786752577	0.920503338246612	0.928754993854275	0.937678445605776	0.942176340462887	0.880604703678291	0.901517658956911	0.982241085851757	0.933109221635034	0.91951443000802	0.897564305036841	0.959147899347957	0.924515195953273	0.949334890681276	0.975577455049381	0.844329251810378	0.946382534737295	0.851433928690272	0.730627513422155	0.93123618001115	0.562603938322643	0.912490070938617	0.872819095533408	0.853824209484015	0.825379276232419	0.670696473642383	0.845028739599861	0.920306153645822	0.678817631718376	0.984107383069994	0.942638153941337	0.73358415269445	0.924532285485449	0.937499014962146	0.889209088171417	0.860681334463864	0.889794144020327	0.833190920735196	0.893274862853118	0.84924805892381	0.587185446857327	0.959586261255011	0.647350805109665	0.924899076167512	0.866649367970813	0.480709238162225	0.548039032506761	0.783344954053814	0.850732680623547	0.957270774047508	0.645456420115736	0.932983886157442	0.558545456785933	0.878899469802442	0.380892608701738	0.94306145988785	0.573594669084363	0.828330833279985	0.341251482441969	0.353609639528978	0.807562225636624	0.576522706358951	0.794055846927361	0.934018350912947	0.876260914310281	0.800310494860837	0.718922018191584	-0.11450613439098	0.267772933256229	0.0573092079637373	0.0217213942238074	-0.0636714674586331	0.249687667580532
CD93	0.907461395762875	0.95086521959973	0.995561951427601	0.907985332992743	0.977017024338999	0.911688827741909	0.994484218835157	0.805912827060454	0.869329176730987	0.968838925933976	0.937334588788205	0.83185591512367	0.98200543060946	0.977226681449102	0.964006242446406	0.970185287683469	0.962407929926981	0.892596188951701	1	0.968348148330736	0.753275365627998	0.786952407071257	0.94047256912811	0.931708253400089	0.991381356521188	0.98266761306311	0.96309157088543	0.931364261749163	0.75824348669779	0.953828291885333	0.984454416032273	0.983421516974797	0.859037781798613	0.980562076605122	0.881332052816498	0.968972834251703	0.952732128005505	0.994991674852166	0.972537457562591	0.854527237420314	0.915441176975471	0.932822151100666	0.871779099097725	0.937025363356121	0.946628102137615	0.640727240204114	0.95593652451325	0.453688053034958	0.981938226005262	0.919347862536381	0.959450934710299	0.859327860061998	0.816233226015975	0.729115698262783	0.922606307894851	0.810555534655106	0.923645827720675	0.975566329387924	0.682347710742524	0.812170467357106	0.969661369677684	0.949307189479588	0.961903171277956	0.845004523383413	0.925367567330985	0.897279684898687	0.765069198360788	0.610373743101729	0.804006716075914	0.854855875976355	0.961329441148063	0.911579490129832	0.702643397271664	0.772595943731021	0.869743467372793	0.833687203592241	0.942311155695079	0.76934367292811	0.930904712253846	0.605167306900707	0.801108023261724	0.475989783582643	0.927930184424893	0.653115413709463	0.780475528025845	0.506507067826729	0.346138558197418	0.819498860687848	0.5983454640247	0.815735862412819	0.960519303773638	0.787572876190788	0.758728179340763	0.77292875463111	-0.157266961238084	0.387573534937468	0.0790291922891448	0.138091258772729	0.102622818776217	0.320840953654301
RXRA	0.954914494751972	0.970044138795175	0.971283481121654	0.952843554458424	0.989156093285122	0.977918540796955	0.978546488885643	0.90794520921272	0.946801962472059	0.969705196752552	0.967420500991692	0.8670932004338	0.986769879000151	0.978253084334003	0.988577687632591	0.961497854188527	0.978342844389056	0.953476210223434	0.968348148330736	1	0.851455798331376	0.888014906838606	0.982245352338278	0.975007292925733	0.958449615651525	0.940407125307307	0.904372638919106	0.979290981831336	0.876524171005919	0.963105798289535	0.991120207122117	0.980602852530858	0.922818264219427	0.979942473320864	0.955981355010797	0.970871133435992	0.968099305399372	0.968912515258092	0.985963517178951	0.932017610040055	0.969871948294505	0.966012691668034	0.8350750074539	0.959904279803527	0.950494344347723	0.762310918554042	0.954659619025788	0.579374779513563	0.957695322375184	0.941902766931143	0.920134439249117	0.826946967886416	0.809371123793894	0.844651077308759	0.965760425655544	0.80225863091105	0.971249348315179	0.968027343677184	0.751087410516276	0.879561238994525	0.975106330019763	0.95546996452203	0.921950998074392	0.921756795243824	0.925339131750711	0.944868210836629	0.858801383207507	0.646371159336651	0.902731915980503	0.741178692154224	0.963064665789094	0.901269250283263	0.660112242966494	0.697111756123883	0.883705918394999	0.884384789627221	0.962005660929583	0.775667883325831	0.977196143045944	0.625859492495606	0.891736509147531	0.515529133426933	0.964152832365045	0.691158507820884	0.868617695161779	0.492007777689498	0.449388029192976	0.877569033743438	0.648312542732876	0.850178160420811	0.986211381950078	0.885181094636543	0.841853773676333	0.792527322102326	-0.0657960300096911	0.411632485031891	0.166153234962603	0.157453983535456	0.093364949657873	0.372822282818904
CXCR4	0.943883041537676	0.888634000896163	0.768333981950733	0.950511042896806	0.840118133453931	0.874137827981241	0.775862797540896	0.908086394965118	0.950022748804123	0.877016803631725	0.920814173284961	0.893589515423334	0.828948503977811	0.850677149331118	0.874811663013245	0.82473178746075	0.859859313951048	0.962755771638343	0.753275365627998	0.851455798331376	1	0.984356392140363	0.820822677098694	0.895568250138032	0.760666215557809	0.756281274944683	0.690225222900288	0.897332431007708	0.888285170635553	0.841573077913596	0.82215828592704	0.837064671346652	0.786455084080727	0.770508096764132	0.931647022791318	0.843175604289499	0.820640006178197	0.765188324280029	0.868439865584491	0.846554652160443	0.862157071628978	0.922910787545572	0.773228781269219	0.848246670302551	0.691711286956482	0.678581417022664	0.828065284636244	0.50814978465759	0.789399623423857	0.73229966839495	0.733517673496517	0.765652776385526	0.492821030649414	0.795616801985777	0.83509858626859	0.525256064432353	0.919690061698821	0.845978929725386	0.641730016137563	0.917258277097829	0.829319658080094	0.757001901966422	0.744839911532512	0.801879071108487	0.677111578913901	0.783398755951351	0.797920693746124	0.484898876228211	0.932552037252963	0.47435758500708	0.811026707197801	0.766454631507872	0.282079850369013	0.346597921095845	0.629281295410178	0.744091628717453	0.885025499285555	0.474754141357639	0.835655752209446	0.465496997406181	0.809042222365536	0.243673208061353	0.869156303777685	0.423937602953425	0.745588138917886	0.171036623026154	0.269317774244019	0.690030541473474	0.47825735677228	0.66180321008658	0.822059469158475	0.821022704095795	0.721659544272981	0.613942014392056	-0.134864654569304	0.118373898280156	-0.0205247404752425	-0.108489757801609	-0.198704010525827	0.140162696028863
TNFRSF14	0.961464650255246	0.895078541210478	0.805516144734519	0.951116342121724	0.865633708755173	0.915164444374508	0.81013529187312	0.95318287088119	0.97939591921715	0.881369770330296	0.92238467948405	0.89516862382135	0.862008176542372	0.865412765735134	0.900181379298313	0.829610688493342	0.894350015239089	0.976390334511171	0.786952407071257	0.888014906838606	0.984356392140363	1	0.872075783159832	0.908177412256363	0.785035280390637	0.77042258295733	0.7078526190329	0.923273308209817	0.926984386562318	0.852106572143	0.857118745658534	0.861797508071342	0.832187300873177	0.8099574482352	0.971708643622282	0.851607649349278	0.838347846765875	0.792202085547723	0.883636830644642	0.909676558553538	0.902328426555984	0.921819554876292	0.750253799794356	0.894333911164623	0.757518181693185	0.716524852513878	0.861974079878764	0.588221475814125	0.817815446211934	0.812132178019212	0.734987219786417	0.726307693219819	0.588125409613818	0.850074804162378	0.856499011340879	0.59479445762147	0.947213736727834	0.862640100621333	0.728632274133553	0.907444683922327	0.866208838770441	0.807777556267736	0.744657416242166	0.862042345087348	0.75234284792729	0.854834521175998	0.831727967542848	0.539602200272717	0.978708786303514	0.503504560868065	0.857248565360418	0.780282705398486	0.374918766438501	0.42560223781732	0.713543722784928	0.821073239164396	0.893322433454639	0.564476097128955	0.877257298270975	0.48112588358305	0.869927718501172	0.333110086731983	0.884341720863241	0.525232604720004	0.800476515820766	0.264106666843026	0.336692004438981	0.767866589014972	0.56291234890992	0.737440685942412	0.868389555395778	0.864950510411964	0.773725789945985	0.647735173856336	-0.0836808179950104	0.227283777646213	0.0659791883653331	-0.00252939394084604	-0.0960648010569286	0.232538870637325
LRP1	0.925221688343324	0.933428035461909	0.945960850413708	0.91251258697272	0.960737437106996	0.982321363260535	0.953864487228726	0.924493498218961	0.942717152103247	0.928835019395688	0.92804928674839	0.804997350694548	0.971342449419593	0.940068223247549	0.959740921237227	0.917072786367165	0.97073377303159	0.930789907661812	0.94047256912811	0.982245352338278	0.820822677098694	0.872075783159832	1	0.944429801656879	0.929323069928926	0.896627280437785	0.857228402770018	0.951675147906801	0.896145978406191	0.919241396716086	0.970460725296136	0.942915129311108	0.967108197374468	0.957661816887064	0.949800682530569	0.93561448124422	0.946911169058417	0.940374058041018	0.951279149275457	0.955304278732762	0.98241529218622	0.935214912297616	0.759725848324143	0.951460384010302	0.965088657542588	0.827410447645003	0.933597409754968	0.685128973562063	0.923680535342029	0.966827262575724	0.882975665074401	0.754919954642474	0.86252357504036	0.901717099132138	0.961381244841373	0.863543344468236	0.957064056461735	0.93819098378139	0.801340871471567	0.850018850106868	0.957094585426231	0.976778040429791	0.873185865669533	0.964444915581631	0.948581660983091	0.960712431586475	0.884705225081105	0.726025041832152	0.900535375004229	0.716825120032951	0.956836137487583	0.892751671116644	0.718134423867494	0.740396889533784	0.91019067391643	0.926020567009788	0.928721912766452	0.84526611434153	0.985113991835232	0.650942682240564	0.942528011366315	0.626542344029245	0.938335747561247	0.777253070820592	0.917208680239102	0.571127531123626	0.557453135064392	0.928088074899635	0.728067802198965	0.889523342665674	0.988219967781497	0.921952420219558	0.884112613150784	0.830589314884056	0.0738260042962236	0.535749428600771	0.307577291853052	0.287859738440393	0.218411163641812	0.490728563767434
PLAUR	0.955163187427171	0.985998418883939	0.928129540082429	0.965359914812093	0.982921993018761	0.950360120259402	0.94822634605228	0.883196316423882	0.940359959281437	0.969873469892944	0.981482151764537	0.875794312915957	0.958210572731671	0.974353962926263	0.987948592282973	0.964759216710544	0.945878231830449	0.963459129391754	0.931708253400089	0.975007292925733	0.895568250138032	0.908177412256363	0.944429801656879	1	0.921612397053182	0.912307907124764	0.85754783708192	0.990083916671852	0.874695191963592	0.979402297379541	0.966633141134641	0.962728232948165	0.881688140632257	0.962299397271966	0.940410366291197	0.975024711634752	0.977953977331582	0.939096085688189	0.98103279135654	0.884200546599586	0.933289512455943	0.976136895199521	0.844298979549683	0.905055092576594	0.883225265546293	0.730732889291744	0.898623015738759	0.535014700866585	0.913808074081052	0.862764080610682	0.928293677396296	0.871126197929027	0.687802720937295	0.802762158664443	0.977100187025054	0.725987509077486	0.948660738852947	0.947530523685158	0.643530641424485	0.949126827402337	0.925251920042597	0.894882510692708	0.909146334860325	0.87543434123748	0.829850295431376	0.877404999409143	0.872334427970305	0.54422682350064	0.886949183250287	0.646192254795715	0.910644340606797	0.848022154797833	0.508985710040525	0.554768909578763	0.804264461036824	0.793764730725228	0.977396009976787	0.657368921702589	0.958673191644275	0.535125163573371	0.845419357515844	0.379482070817236	0.992228538951137	0.572649623950824	0.806880215023729	0.34428300607604	0.35142302165867	0.792752580416773	0.521152958299551	0.746267609255369	0.94786217331201	0.859893514765587	0.789826133009203	0.750775505940418	-0.121377870772895	0.285349050868951	0.0382324688721954	0.0318114930078883	-0.0606410651555634	0.268981547382481
ITGA4	0.912682316244618	0.951204435661558	0.994132774408432	0.912727560993624	0.970696755540154	0.904768384682449	0.991150020612829	0.800588961325845	0.863299657472266	0.972471715842545	0.942467394970002	0.850316514728349	0.984365552265363	0.976655415809233	0.955037851884156	0.977373292460977	0.954080994517101	0.894197941021607	0.991381356521188	0.958449615651525	0.760666215557809	0.785035280390637	0.929323069928926	0.921612397053182	1	0.992791611661574	0.980209549155632	0.916629375778413	0.761367033060483	0.945838688722218	0.975746695598462	0.980081187548034	0.857570844057812	0.9644192492183	0.873861776828268	0.965238227636667	0.94253972286987	0.994360647501481	0.973419052422771	0.839378511328482	0.91448885072261	0.934063498540623	0.905838125378159	0.940571228376064	0.938904581328529	0.646401561762465	0.960403249996163	0.451363954710782	0.991309002911502	0.904307613404596	0.962326865791655	0.878683857732261	0.786248092075851	0.721714712462684	0.907847264416694	0.776616182842796	0.929427501921917	0.981584601056512	0.68635295435203	0.792639264295578	0.970440511842539	0.941539858243683	0.960081525453673	0.838236466395871	0.91419752573155	0.871020805635884	0.756425029754197	0.620407078504439	0.795729609027222	0.881635066043496	0.95345930714363	0.936781557301833	0.681395087491974	0.763242385077235	0.842480423379444	0.821697060084848	0.943157784385274	0.75415700410572	0.919574690025349	0.64643326529092	0.787230445944003	0.458262483220006	0.91316887061535	0.621315531315265	0.777268793062011	0.48365971614561	0.347015880421194	0.799987673888126	0.572532498604006	0.822377964841823	0.949440170097815	0.779316859324499	0.756363828688145	0.769447218298322	-0.139947064207597	0.35129814497593	0.0671634907328978	0.107249475764467	0.0589332154438217	0.278317409285176
LILRB1	0.904831583042156	0.94945853532891	0.984686142315822	0.908755534271783	0.961606854079485	0.873023960438891	0.980383606090636	0.763605628608315	0.840958772400939	0.971509807944008	0.941704607919353	0.854650623524254	0.969029371337487	0.974971781799488	0.945671787428055	0.97972522946855	0.932185651514312	0.881402120307876	0.98266761306311	0.940407125307307	0.756281274944683	0.77042258295733	0.896627280437785	0.912307907124764	0.992791611661574	1	0.982323419163386	0.906552293048979	0.71991851964751	0.948323732108838	0.964682267198009	0.978013857549736	0.807030977580297	0.951777464539905	0.852620501346533	0.966969807227295	0.929749538812068	0.987030140680994	0.968590950549718	0.801828578280393	0.882600997405685	0.930809304544361	0.931697253775734	0.921431699763849	0.907720767256711	0.5825248487892	0.946353574490263	0.374721384091018	0.988180487253106	0.862902423685797	0.963223093728259	0.897717810166354	0.739051926932979	0.661709885131603	0.886347881301487	0.737487856906826	0.913891144618453	0.978276678051134	0.641477989361098	0.787655891377876	0.956985230155258	0.909152230250223	0.961892207614719	0.791490718065472	0.878678966774253	0.835772611850755	0.716174730124137	0.561548706821683	0.771359604010946	0.884592823643228	0.934429870200867	0.919923420560803	0.637860015623214	0.721616448742913	0.809336900351316	0.776901560322122	0.937221141906667	0.699479770090206	0.889863430843971	0.60358123534828	0.729917200455333	0.380113145703553	0.902421571822668	0.559595776633968	0.720093098092404	0.419338159252886	0.258101915633086	0.743214905860845	0.528972011634587	0.774380967013955	0.923976140952485	0.730480228571658	0.701368055420813	0.71976271627648	-0.221220397333343	0.279242197318709	-0.0199972080651019	0.0369519551976518	-0.00280543394513856	0.199577309109045
