""	ITGA4	CD44	CLEC2D	GPR171	LRP10	CXCR4	CRTAM	PTGER2	TNFRSF1B	PTGDR	CD2	ADRB2	RPSA	TNFRSF14	ITGB1	NCL	FAS	CD96	CD3D	TIGIT	JAML	ADCY7	SLC16A1	CD3G	ITGA1	NOTCH1	PDCD1	PTPRA	SIRPG	S1PR4	CD47	ACTR2	TFRC	CD69	BMPR1A	LDLR	DPP4	ERAP1	CD46	CD247	F2R	KLRD1	SORL1	VSIR	CCR5	JMJD6	EPOR	CXCR3	CD4	TRADD	PLXND1	CD226	TMED5	CCR4	TNFRSF13C	CD74	CXCR6	KLRC1	CD8B	CD8A	STX4	LAMP1	CADM1	CD82	TSPAN5	APLP2	TNFRSF1A	HAVCR2	PTGER4	HLA.DPB1	ATP5F1B	TSPAN14	SIGIRR	KLRB1	PTPRZ1	SMAP1	LAG3	PTPRC	PILRB	CD81	KLRK1	CANX	C1QBP
CD2	0.652706325366839	0.970088697597389	0.992668552017088	0.939628961587849	0.811420440357724	0.952660485600837	0.0721239060659263	0.908545789748322	0.577041094767019	0.901382560394227	1	0.472666832074383	0.94496835338129	0.706802275604878	0.711739579168809	0.585019897750851	0.81126263881432	0.0661021409635008	0.995268925076773	0.718556957450636	0.955584202288289	0.46383159397247	0.866934109612332	0.989465182123261	0.941484011799675	0.79719114315462	0.730263594863093	0.680896126618331	0.892241221597809	0.882248110232427	0.706606681257752	0.562076417084093	0.285590324140964	0.970541505862134	0.781427997595647	0.79512846568743	0.915696406416208	0.462769274124361	0.245727481114345	0.980317842853758	0.767959703460197	0.955546662087173	-0.163039799494254	-0.672477349078627	0.407475391230501	0.726269236838774	0.907727993652658	0.820386446586093	0.248273295970617	0.849754764964166	-0.602466906598814	0.869099450571591	0.494227906217838	0.868140884004341	-0.636608450012611	-0.508676144802634	0.879141718310483	0.863765793802068	0.972457719329035	0.970023160511657	0.407746318907537	-0.00115941033451755	-0.495088157822798	-0.297977791684423	0.927742156693935	-0.241888135225564	-0.0722541187458077	-0.157370463016427	0.911466127249318	-0.386880136590438	0.233354791241974	0.11947531166903	0.959610504807673	0.913671636090202	-0.212993626721432	0.441355321919163	0.912177499921908	0.888164174501367	0.512554835774034	-0.359768985377024	0.981005767587943	-0.17910207303483	0.331456373888854
ADRB2	0.890728595487772	0.478183174784448	0.44315700400913	0.312844954759873	0.0955514124198741	0.556997882517968	0.420626787482164	0.200846323965338	0.763536508098589	0.402271322345016	0.472666832074383	1	0.453732820768097	0.927870766365667	0.867008616422509	0.889138910787777	0.643247385468534	-0.533033203989272	0.523588342796906	0.627549702168093	0.60101736623528	0.88671625376246	0.549119469414755	0.513445390331644	0.422059402198914	0.656650549250184	0.317524713292434	0.8304850395589	0.748298820017008	0.189339864204738	0.914040161642094	0.827558779561595	0.845476382737597	0.437616846414537	0.847932055018229	0.801844799633967	0.3583045826853	0.924455966630232	0.806346722295506	0.440850991241129	0.812801377488133	0.457909941427248	0.289165749777397	0.153223763431049	-0.13455471755767	0.797791608393169	0.442491305208604	0.753996553710144	-0.0510509778052365	0.216282893887911	0.120109853739222	0.763103412960729	0.728431099550879	0.799595155957433	-0.344377068770799	-0.078183985584765	0.779893415024805	0.781739176939751	0.559022760659524	0.389007614986912	0.599552803542428	0.423746904939901	0.240819045674747	0.320598094603379	0.608047321242561	0.493717289246227	-0.317331696539867	0.541959828575117	0.687686435428021	-0.225911893454207	0.746296072431334	0.813866685304749	0.639155285004986	0.508937263373572	0.52539700150972	0.745217708658876	0.319093740389165	0.731965372903992	0.749604563678711	0.282776383216594	0.603373636613898	0.618196193018388	0.319086197894275
RPSA	0.645104305499664	0.893256041360562	0.918339680474405	0.853682953981536	0.762306388451651	0.938988327121545	0.189262406572713	0.808734324613932	0.657409006589417	0.811257722248457	0.94496835338129	0.453732820768097	1	0.637991346850002	0.748168809053093	0.643611962225707	0.792874247001538	0.21573745419781	0.93062617104963	0.730103278230932	0.883694696248005	0.413876001626546	0.766422137090156	0.925310458461821	0.850689706597541	0.804690245026359	0.750665202492009	0.675607883286571	0.8722151070529	0.7717694656789	0.646821457648276	0.685893264937157	0.292796998694276	0.914699488167614	0.695233100284394	0.739926552489146	0.840016164249938	0.467641134542549	0.270835717557082	0.957908113216622	0.764989097188733	0.873612549395391	0.0869999975751059	-0.538727793054135	0.466076349846557	0.682304787030469	0.810492884386881	0.812929773159486	0.453421859166645	0.801329269315739	-0.413009367456582	0.820521784115958	0.513741380591902	0.795120352045699	-0.452877189734785	-0.278061523361496	0.800171397147239	0.813167542387913	0.887017394480615	0.932239808044221	0.262741412471887	0.185725063087098	-0.347475264739242	-0.0829265806515133	0.898298404575751	-0.0440166989235073	0.111434642025235	-0.150280523485399	0.870576147399579	-0.141207909177516	0.393995797266203	0.153524068031083	0.869954717923202	0.883155539767634	-0.149808283071906	0.530710692487387	0.810535072413433	0.909036711205381	0.358735337135022	-0.106216327667757	0.919705306500519	-0.024696960049983	0.563884566478011
TNFRSF14	0.8890514065061	0.700769702293619	0.687901093452892	0.565077777280642	0.377120031141416	0.737020062280228	0.301660167556911	0.481553291113743	0.75964805092404	0.624326490919591	0.706802275604878	0.927870766365667	0.637991346850002	1	0.860578696879288	0.841248572288773	0.744165770217865	-0.436102033847957	0.744660083463885	0.711689382179183	0.782095205654046	0.845127312516762	0.715927944679297	0.730759788983704	0.642083853260104	0.736599159463789	0.497824683025046	0.866023058953477	0.851304537421987	0.47605960721692	0.956510981812906	0.769852825393069	0.725138206355404	0.658279498592415	0.932424390490699	0.875767854879837	0.581653942577146	0.848176167094469	0.688005364503212	0.650311197599875	0.864816440955096	0.676610138498094	0.113473482300289	-0.122384269052253	0.0253862444310744	0.847513795583844	0.65727000046028	0.83063875431386	0.00202817350276784	0.494458044523554	-0.168672901155116	0.87165792863813	0.736486709150981	0.915098032542478	-0.492001935801018	-0.263962613256221	0.903430383301157	0.87443388014934	0.767903076579525	0.619581243749012	0.662218699067254	0.279142529260326	-0.0195150515811754	0.0372145845837829	0.748276815084001	0.22448700745294	-0.335288781616062	0.398059390947495	0.820612149652413	-0.328837230615544	0.593527967472858	0.65807294895652	0.837052867778434	0.671156500117417	0.301690506350318	0.707105949856508	0.580326334411274	0.844513522217871	0.831366884825398	0.0380211141260777	0.792423387810111	0.36011554986145	0.251833790079495
ITGB1	0.883767502896962	0.735863137688884	0.684029193677868	0.613751387282899	0.381917040083855	0.817300587617246	0.309089118176282	0.497226853915822	0.789293888762288	0.635635958309599	0.711739579168809	0.867008616422509	0.748168809053093	0.860578696879288	1	0.927089957660463	0.881335370121226	-0.346773170253106	0.748761524121143	0.690029269743088	0.824147242369643	0.862098241026174	0.728155902847179	0.761155090979454	0.693131686067567	0.840249045691904	0.393364818838051	0.867683330031564	0.925839135690426	0.416268755541261	0.920707206624359	0.917408648834502	0.817482683988209	0.726806490040459	0.861324259660374	0.931738880645309	0.662058327621562	0.868078898265146	0.802643552157113	0.708122924685117	0.89737007054463	0.707175232101728	0.273732789228256	-0.128231709999955	0.00898269434147984	0.901608631608229	0.703252157241828	0.878788309917123	0.139938052731553	0.408310078209119	-0.0479802429116298	0.89555902988585	0.803312858933004	0.899066236808716	-0.50802896211716	-0.197334149380059	0.897148940490997	0.928806187972838	0.753798717300305	0.623816809873469	0.588930322966596	0.311609520134472	0.0603176914733745	0.279274885732602	0.851863457480357	0.389691099917634	-0.164883343162712	0.360370470499399	0.904029675972559	-0.273970666782929	0.729290068786182	0.715322689792723	0.80024043192019	0.806237555471433	0.344941384461409	0.761761760180833	0.517252416683395	0.889036715305783	0.660091801434442	0.163287391220493	0.803859969189164	0.428013742350288	0.508063115214517
NCL	0.935196736149458	0.552811245977712	0.553599460797138	0.399689205797328	0.14397480439594	0.684399304568413	0.55808590873692	0.284344238693376	0.821925309966231	0.437987998886125	0.585019897750851	0.889138910787777	0.643611962225707	0.841248572288773	0.927089957660463	1	0.721833848291608	-0.277147394840389	0.632605969300414	0.785421461195767	0.666580461706795	0.818254297055423	0.529137661447163	0.616699224336987	0.481338729109471	0.820769064613782	0.460436327972036	0.855837323050428	0.843471578914382	0.241966071496761	0.87865398688025	0.934899207297171	0.778756811290517	0.536264660616245	0.822052441236735	0.862467920130015	0.42509411797917	0.954564324373985	0.749224225288397	0.605670582276747	0.938078305014673	0.511125181356739	0.334483408433042	-0.00233426563261327	0.0798071820619408	0.797292255367809	0.485928688378303	0.87190693331916	0.193588265727166	0.307922073586213	0.0863342191576767	0.846216104265251	0.699629065501176	0.825732575758148	-0.275499935789472	-0.0605211307654156	0.8081761217824	0.8093279371003	0.612170605160688	0.537447347956017	0.409843659247257	0.460294700858903	0.346556602169879	0.364231185195349	0.754855243372365	0.595198838044899	-0.261323957856545	0.355445344069336	0.773100166792158	-0.173822052014221	0.86475027464488	0.6749079443555	0.68167116593567	0.610750241544722	0.58960756605588	0.858802626960992	0.364330864610241	0.858591665113885	0.572125481326133	0.331686434496387	0.695170056870933	0.652171201348276	0.636371345570159
FAS	0.720177888291397	0.886645555673146	0.801504306085349	0.828763333101091	0.605173180921313	0.867098641637841	-0.0113750620196823	0.752734521985999	0.548193801940688	0.774801672028372	0.81126263881432	0.643247385468534	0.792874247001538	0.744165770217865	0.881335370121226	0.721833848291608	1	-0.337751951772352	0.839271564610552	0.551076608172	0.92286648433879	0.794938490856917	0.800675174511169	0.875681046981935	0.854160801635469	0.762997305638877	0.311539008482852	0.776790226220906	0.913261007973513	0.596674946152904	0.825722176451525	0.683439193290404	0.667220297649963	0.879533740877353	0.786092489003006	0.917831728885314	0.870705294863928	0.661904299023657	0.661967621172758	0.787404838814175	0.769240834775523	0.847540196489625	-0.0120161576721717	-0.45607888594275	-0.052339472210741	0.856017465239358	0.880731800731702	0.806481597614278	-0.0199771768376892	0.512440923002604	-0.416673093027089	0.887219479328765	0.74310303926987	0.8955754823846	-0.738643435914359	-0.499762196966273	0.908441496523448	0.932078654249692	0.8341478018072	0.686272354076881	0.681690745392046	-0.0543866814662718	-0.253443910432071	-0.0323419331879801	0.893902555109105	0.0229608323037529	-0.228700480642038	0.211944123821905	0.953108397291806	-0.498714785861758	0.401099769661068	0.477520465247776	0.865116154416813	0.945373292548465	0.0812546653549769	0.50683830544803	0.625524088010371	0.80599283221941	0.661505851203031	-0.210510244081964	0.858360577992742	0.0419557101807164	0.276940191463558
CD96	-0.261540395712516	-0.115029305289934	0.0334262119955984	-0.0513226982122718	0.103870969973585	-0.0189119932840417	0.302291586124637	0.00318526031501559	-0.0643853652977603	-0.124467096719266	0.0661021409635008	-0.533033203989272	0.21573745419781	-0.436102033847957	-0.346773170253106	-0.277147394840389	-0.337751951772352	1	-0.000957644313388141	0.172248016684264	-0.185984525105642	-0.695864519271045	-0.247698319760058	-0.0485992587847432	-0.127530545579961	-0.116012951776507	0.494417142201733	-0.391183517742337	-0.176851307271813	0.0981155633775155	-0.514210725542337	-0.176568475476974	-0.724154376560218	-0.048408497178646	-0.418227961306814	-0.437598501367451	-0.123748926707163	-0.490411005312675	-0.726224465477107	0.180797560523428	-0.156689421189962	-0.102551581886259	0.0392655413630913	-0.212430766457243	0.758494635432019	-0.45572305678162	-0.23391263605986	-0.0874612891029167	0.627431762849349	0.213625897309154	-0.0312980676413431	-0.233732064218842	-0.562392867286276	-0.321483190184665	0.498778590652869	0.280062389948797	-0.332144027732664	-0.320074904753931	-0.0998967262092731	0.249132289855786	-0.833305596402759	0.156516619299883	-0.145709229149832	-0.0494247576923416	-0.104144614723148	-0.154755667710672	0.565791731060798	-0.731930669794263	-0.236804689583617	0.497913573932583	-0.204532471345326	-0.69313016684195	-0.197899018082771	-0.129348302825339	-0.429120332698165	-0.264877760257526	0.0808523711663037	-0.0207221783163393	-0.748269302361568	0.0793581492725462	-0.0587042475457511	-0.228599782109292	0.407433684110942
CD3D	0.702055139340006	0.973330378063053	0.989875707478651	0.93290735849515	0.770794861692877	0.955583789956202	0.0972268275446524	0.893572966704464	0.587454096960922	0.893222363018982	0.995268925076773	0.523588342796906	0.93062617104963	0.744660083463885	0.748761524121143	0.632605969300414	0.839271564610552	-0.000957644313388141	1	0.74230069989605	0.971644863847669	0.528617461133628	0.873839852595613	0.994726199413124	0.94222488278359	0.822020233384914	0.701781720127572	0.714412047978208	0.920745117161195	0.8575408861337	0.755653768675689	0.588357827618801	0.344690836986237	0.968350259840259	0.81722155351808	0.839836291420601	0.912041891723329	0.521407196520489	0.305791311675601	0.975570829386126	0.809126858040666	0.954190379244693	-0.179162621159116	-0.658723542943196	0.363437441721099	0.760752978709795	0.914406371699226	0.85492632764271	0.196324566590921	0.814222302220726	-0.595367926436292	0.905859681738927	0.523317885484348	0.90532779401396	-0.667574302531212	-0.537177319992047	0.915226253948336	0.896675267898928	0.977567797159187	0.957066132747115	0.452534989540606	-0.0143039054166429	-0.451859134491882	-0.279702073586631	0.945609060163558	-0.204448438140669	-0.141586088666357	-0.118667476630076	0.937537476394808	-0.440292030544168	0.267878858770103	0.171189613504926	0.974435256415191	0.924991922799991	-0.145426948203725	0.472856044045151	0.895340485297458	0.901906099530128	0.56113639255701	-0.358892587098283	0.992194001993804	-0.136455648241079	0.324038168475382
TIGIT	0.870921382990857	0.586575360262987	0.671684028301682	0.470434207758886	0.213377089807105	0.689697092002476	0.711848065138834	0.393082124528282	0.656368923111996	0.412111575823276	0.718556957450636	0.627549702168093	0.730103278230932	0.711689382179183	0.690029269743088	0.785421461195767	0.551076608172	0.172248016684264	0.74230069989605	1	0.674957325076377	0.499295893179494	0.496765765542513	0.692096419162293	0.514953483933252	0.724148245596315	0.742744082690301	0.620909992251057	0.811488817981928	0.398926602997696	0.673325908388624	0.675476938787113	0.29500890709223	0.577184496468355	0.653916040938171	0.678262202991006	0.431631136555283	0.640448184145913	0.275310902179547	0.781109318414023	0.912508243944822	0.54116373669326	-0.0172069151987217	-0.312580831963703	0.486707018363478	0.545743982766817	0.446011592423154	0.922999945122922	0.248718658806338	0.436659432837591	-0.207941172515409	0.827061722760421	0.260503062163368	0.773381743654138	-0.23284667260886	-0.222197463970985	0.755140233629707	0.719177078758468	0.661083483299683	0.756301988011315	0.0610826181403214	0.251916970569421	0.0701133325519382	0.113639360399061	0.745074416714049	0.229196589012308	-0.209741386643179	-0.17633935131404	0.714359209446583	-0.204092356026234	0.513799612008581	0.20901924564763	0.68824646051861	0.605638588945649	0.249095923682379	0.540795297340613	0.534328481393699	0.835209373169287	0.298957123451686	0.0579964020892639	0.765959624759657	0.330505392204836	0.580521325104418
JAML	0.728087741572848	0.981783650981104	0.951015814988232	0.934329861596909	0.735313129695227	0.946813648479593	0.020202626536243	0.876580528261136	0.567155394636561	0.896089943854332	0.955584202288289	0.60101736623528	0.883694696248005	0.782095205654046	0.824147242369643	0.666580461706795	0.92286648433879	-0.185984525105642	0.971644863847669	0.674957325076377	1	0.658108450115149	0.91816696785155	0.985127713071351	0.962037054822455	0.831210460502367	0.537461265375063	0.767563898277907	0.948590131800881	0.80238618122328	0.82629261953046	0.623010853361266	0.4882708106835	0.971627203004845	0.848104246441832	0.90465117582421	0.941233446224007	0.580538274852826	0.465706783529706	0.923737080868943	0.810920146530722	0.964053981306571	-0.163981065043041	-0.603062616390203	0.191914120065989	0.842233046974577	0.952025906784819	0.859960947784611	0.0582323711753079	0.709499431224866	-0.567566821465585	0.9257445212956	0.619596294059169	0.941929170392446	-0.774980472660246	-0.579247578144595	0.95610807862515	0.957165892721213	0.970937781531365	0.878583959760073	0.602330339513579	-0.0658920310651208	-0.429784027866933	-0.199322480818368	0.959688681793838	-0.166763279032988	-0.197841913660539	0.0151398011401747	0.978441901422787	-0.522778597943905	0.297000171926066	0.317159744417804	0.973893558478018	0.969225863514742	-0.0818616819824421	0.482425511828753	0.847621134086693	0.876598519081183	0.659797890799136	-0.354579568766362	0.978755631354949	-0.0962096656611899	0.252072625104979
ADCY7	0.816288729333301	0.547735619675445	0.446667108858089	0.41992877239147	0.135022621480492	0.5608386872447	0.191256979149827	0.30812409550925	0.567802051100287	0.417771316030808	0.46383159397247	0.88671625376246	0.413876001626546	0.845127312516762	0.862098241026174	0.818254297055423	0.794938490856917	-0.695864519271045	0.528617461133628	0.499295893179494	0.658108450115149	1	0.546111245752048	0.552793861368808	0.497281282389102	0.592848515199018	0.0558091938260164	0.759903972935229	0.754889355060087	0.17241962750521	0.894772881220393	0.716211662658015	0.899646498077537	0.50288510371447	0.775530046678115	0.867321838486534	0.476520765368302	0.870079625533007	0.897298258937018	0.421159013383213	0.75903943697998	0.4910800901633	0.121198267955889	-0.00740491926531073	-0.364244380688589	0.805882052941203	0.555758964256696	0.72370804142363	-0.257345684989066	0.126601177483646	-0.0441305355287801	0.792040204381042	0.77866394914411	0.812273132664909	-0.567530976920182	-0.311800999123505	0.81249031159499	0.803140623829689	0.542350490447713	0.306393717290915	0.767558041665316	0.0873248009533677	0.162384140965436	0.197416998940829	0.634042507499509	0.364654333733437	-0.48303824111533	0.563255981511991	0.75785161075818	-0.471980069721188	0.589266249892691	0.804280475195078	0.647555479259129	0.622792210277396	0.490507994784857	0.619495327790035	0.256144623173836	0.641273217714096	0.792054224345944	0.0662841370040875	0.589096492886509	0.425908899045586	0.15427850394423
SLC16A1	0.554246713686361	0.915175374593843	0.885635614167182	0.880360522962685	0.772468491466414	0.886239331445229	-0.167737205737225	0.847998205505225	0.569486101758671	0.931806480177958	0.866934109612332	0.549119469414755	0.766422137090156	0.715927944679297	0.728155902847179	0.529137661447163	0.800675174511169	-0.247698319760058	0.873839852595613	0.496765765542513	0.91816696785155	0.546111245752048	1	0.890104884482994	0.946790993978066	0.792075560018093	0.451283283616117	0.747861744674044	0.812968815967429	0.856431214507729	0.75367465395999	0.550494340509193	0.488377614331886	0.9094463999021	0.835743385248441	0.802528607066808	0.903300830398114	0.482756890813562	0.422119024255084	0.793709855697399	0.644719276741698	0.950513120090861	-0.110361040853892	-0.484318174983116	0.229070409874821	0.862108528284436	0.931073101603261	0.681314048904079	0.0744530708652245	0.723435126827342	-0.508096960907246	0.762752672696738	0.633036708218774	0.820572061667184	-0.738539988694215	-0.481540087140243	0.841481178654135	0.867901024853426	0.942795246643502	0.805476069690108	0.659195146851504	0.00919535985588308	-0.514219946602815	-0.245141321959436	0.862083709956171	-0.222012015957595	-0.0224333939190202	0.136477477099773	0.852206532988278	-0.443688338472093	0.23293664670229	0.342019601463868	0.903953637194611	0.852406072059253	-0.181740908549182	0.435814618171133	0.90564763468963	0.775619424311509	0.683505621893689	-0.346241908315259	0.881180001626415	-0.132853217970922	0.151270236105522
CD3G	0.67869249271497	0.989793231523859	0.985214775675404	0.957163938697863	0.793053578633344	0.95827176142103	0.027620312901234	0.915542435290579	0.558746112244298	0.909387448246684	0.989465182123261	0.513445390331644	0.925310458461821	0.730759788983704	0.761155090979454	0.616699224336987	0.875681046981935	-0.0485992587847432	0.994726199413124	0.692096419162293	0.985127713071351	0.552793861368808	0.890104884482994	1	0.964163987948558	0.810869048463662	0.635076070830962	0.715461389428642	0.92104561410096	0.856212898306825	0.756368299482032	0.580516307149504	0.374141182743207	0.985311116619377	0.807457793982343	0.852574549197245	0.944976653514824	0.510557079762077	0.342622578570591	0.964694970395591	0.785855063011178	0.969399096826842	-0.179883878978814	-0.668850298618341	0.298067600688512	0.775837017661256	0.944215577328894	0.837891655962085	0.158926314782917	0.79640610688565	-0.610077873470114	0.901867596234123	0.555202206501126	0.904046479882717	-0.718239783942324	-0.563341554387786	0.918814440244335	0.907669011750794	0.976747779983954	0.933853877455571	0.503013429201706	-0.0592379914421564	-0.478419248113157	-0.276189220772945	0.951011628247236	-0.223769876329688	-0.142607041948624	-0.0897327184654434	0.952043154400122	-0.467578255527424	0.248586154450106	0.195334953882292	0.974623169219391	0.953409080009027	-0.162127961519676	0.452774592073646	0.885484352057342	0.881943456232811	0.576619554086118	-0.381455324846216	0.986820341042938	-0.165448414268878	0.293632013291472
ITGA1	0.530463114208723	0.986192110761625	0.952724967101003	0.981490879512277	0.855287360165706	0.917928192339273	-0.191904887657692	0.953567197907863	0.459077291816235	0.950846308725871	0.941484011799675	0.422059402198914	0.850689706597541	0.642083853260104	0.693131686067567	0.481338729109471	0.854160801635469	-0.127530545579961	0.94222488278359	0.514953483933252	0.962037054822455	0.497281282389102	0.946790993978066	0.964163987948558	1	0.751078904086788	0.496276189877335	0.660267704612585	0.839111913484853	0.895850659038357	0.693383966548797	0.474367041810794	0.364892367285367	0.984189710275716	0.761207301335159	0.803610037507007	0.983288168893246	0.400862281238225	0.332551874474955	0.890537839829635	0.646050332389745	0.986791451556756	-0.225649696797412	-0.683991885864384	0.222213797333579	0.768399916942626	0.981359252366961	0.708763264449597	0.0885128983303041	0.784261424900556	-0.649234157625035	0.805473486367843	0.559584761535613	0.829372311733458	-0.798880546476122	-0.607805666013424	0.855008579578582	0.862360099438667	0.958773280990093	0.870352880449877	0.587542543251254	-0.154412990286802	-0.598851500300804	-0.343188011576694	0.904062606125387	-0.341043445375178	-0.085093733114364	-0.0514498747196389	0.902042154925434	-0.511290124411217	0.126732927966783	0.183229321015527	0.937295681385386	0.938008886132821	-0.272906241484392	0.351404925933567	0.904819759842318	0.776643249560031	0.593850437142813	-0.478250518892812	0.928913185802373	-0.290829312319876	0.157377758829855
NOTCH1	0.765110292744101	0.775013725020484	0.803287968278971	0.686150322046177	0.492600437633381	0.857759432329804	0.267312256833828	0.612720751789906	0.730660329502033	0.757235075167422	0.79719114315462	0.656650549250184	0.804690245026359	0.736599159463789	0.840249045691904	0.820769064613782	0.762997305638877	-0.116012951776507	0.822020233384914	0.724148245596315	0.831210460502367	0.592848515199018	0.792075560018093	0.810869048463662	0.751078904086788	1	0.588622287245342	0.866999345312458	0.876615477536962	0.634755318518148	0.811765176003527	0.799245419581982	0.566865622506179	0.779977337213142	0.857872760292382	0.856345624896212	0.701574288846677	0.736198548125479	0.51260261534621	0.795939765519347	0.86765842370413	0.791428113997132	0.10279455842625	-0.344605710445717	0.357104120057474	0.868496500541523	0.737968340174365	0.829434645444456	0.271093110369712	0.596436359098405	-0.253511022490161	0.82057978684363	0.623704937886695	0.837314253405094	-0.463450986225949	-0.271170070007262	0.833112874342746	0.858364149124033	0.845568700630704	0.789651740757544	0.416001918041817	0.308720138897633	-0.00483473176959587	0.104372749459237	0.91535191481003	0.231046914626935	-0.086486343736292	0.12431119025556	0.839682714546598	-0.300554321783536	0.647653807177011	0.401717546557454	0.818943505328226	0.764512906033648	0.282439685064501	0.769013911645818	0.725870790138102	0.894273995604554	0.577947825712826	0.000323876302687758	0.858510018734527	0.30246624410053	0.550736091157931
PDCD1	0.522575169554715	0.556220426780332	0.707189660879779	0.501260503290497	0.503248738612476	0.643321203342464	0.464839270930419	0.498256352835745	0.597992501458815	0.537965251431191	0.730263594863093	0.317524713292434	0.750665202492009	0.497824683025046	0.393364818838051	0.460436327972036	0.311539008482852	0.494417142201733	0.701781720127572	0.742744082690301	0.537461265375063	0.0558091938260164	0.451283283616117	0.635076070830962	0.496276189877335	0.588622287245342	1	0.421472396805673	0.577798489550731	0.628423212225459	0.397926661031953	0.454184348145204	-0.0602642374431185	0.571201275947777	0.534443084419779	0.394397759103974	0.434571633191312	0.317303633845755	-0.125554354999011	0.763847419498082	0.6077759595083	0.559779866392498	0.0262724926792956	-0.394929392638162	0.732330167116078	0.344967829367061	0.415753884289089	0.610683448429027	0.569520108858134	0.766483088794219	-0.261696958589675	0.557225744140058	0.13645901317993	0.534962174086674	-0.0213252276172775	-0.0675317970749374	0.508717480197387	0.475608339981982	0.652463490277181	0.834048924010169	-0.146803309128263	0.387786922156483	-0.204084210362192	-0.166605530305573	0.58340559436664	-0.0300093113406607	0.133762028354801	-0.346321619753823	0.502850804226661	0.0730750478291178	0.303913588164451	-0.129190131659831	0.622245679473462	0.449527074882776	-0.128996411114162	0.426463585678481	0.674894467013088	0.739136233667711	0.139449175976436	-0.0205342848494542	0.689555117189532	0.0418436102998326	0.517863184506008
PTPRA	0.787141380359273	0.698718580601163	0.676206088743099	0.585720700700773	0.412067966828659	0.747087301431521	0.188080961377067	0.513353394865158	0.751136683962702	0.669801014017178	0.680896126618331	0.8304850395589	0.675607883286571	0.866023058953477	0.867683330031564	0.855837323050428	0.776790226220906	-0.391183517742337	0.714412047978208	0.620909992251057	0.767563898277907	0.759903972935229	0.747861744674044	0.715461389428642	0.660267704612585	0.866999345312458	0.421472396805673	1	0.821579674154787	0.492787823080353	0.896435697406068	0.817339566468256	0.756324917372119	0.673493819820006	0.900104255070756	0.882212552720618	0.617853183236164	0.849724736213941	0.69404504698441	0.637587216456688	0.821128945798488	0.698213629685713	0.214544695241435	-0.160678263859322	0.0430741984222348	0.886916733815085	0.674481902293373	0.765295082010425	0.0753119770311956	0.498742325533264	-0.190383033251391	0.800114328837865	0.769966771332507	0.838616741481193	-0.476004613933129	-0.217743005139912	0.835855546207618	0.849375686737745	0.753500083778075	0.607709344180133	0.625754562210113	0.341086206242103	0.0836077933035801	0.17120057640549	0.822636573000528	0.314324239045606	-0.215408120024131	0.411363661103557	0.792239161618197	-0.275036850441125	0.706868117643485	0.601319108836708	0.788093490642902	0.684648327952571	0.418730757016886	0.779229536872634	0.582202160149813	0.817796748265336	0.74611767181047	0.107537286506533	0.764592207409415	0.451706267339387	0.439014536068271
SIRPG	0.892292857456654	0.885683749575436	0.868415694335877	0.790626947279782	0.535463798682494	0.912300512584447	0.299036531913252	0.699412565993931	0.684641936330647	0.75575426842444	0.892241221597809	0.748298820017008	0.8722151070529	0.851304537421987	0.925839135690426	0.843471578914382	0.913261007973513	-0.176851307271813	0.920745117161195	0.811488817981928	0.948590131800881	0.754889355060087	0.812968815967429	0.92104561410096	0.839111913484853	0.876615477536962	0.577798489550731	0.821579674154787	1	0.621725079076722	0.897590975171258	0.777413208808946	0.595436711024563	0.875603688322798	0.8709451120703	0.940174765498339	0.805115962834072	0.742465183513998	0.586802520118357	0.898566323379003	0.937240709581488	0.852415488760795	-0.0249700450643422	-0.441667306511915	0.186400353294206	0.851749325936997	0.822193154716659	0.961656761469077	0.101284194711314	0.574111210156192	-0.358384760961172	0.977379765676831	0.637521240733611	0.976309751181547	-0.635077240870098	-0.443728413496442	0.973547730251667	0.981901040901726	0.897811403518978	0.830288942759818	0.517555829948529	0.102388492633976	-0.170571266975639	0.0458880625490261	0.954237503435773	0.100867682665836	-0.240924952801507	0.0639085274108978	0.980749818450467	-0.439479298965056	0.515570748987308	0.451297570663855	0.922583561265897	0.922835510057594	0.151521402864279	0.617602114481646	0.70793972757785	0.938507753643075	0.635324479281	-0.126010352316126	0.952765418482927	0.17292632297149	0.420633638996018
