""	SDC3	LRP4	GPR37L1	EGFR	GPR37	CD9	LRP6	LRP1	CHL1	AR	EDNRB	C1QBP	F3	MRC2	TNFRSF21	FZD3	ITGB8	ADGRV1	NRCAM	TNFRSF19	MET	INSR	CADM1	TNFRSF1A	SDC2	THY1	TNFRSF12A	RAMP1	CAV1	CANX	NGFR	ITGA3	HRH1	ERBB2	CD44	NOTCH1	SORT1	TYRO3	CD46	CD82	LPP	CNR1	DDR1	TSPAN12	IGF1R	CELSR2	FGFR1	PDGFRA	ABCA1	CD47	NRP1	PLXNB1	ADORA1	F2R	FZD7	SCARB1	VANGL2	ITGAV	CHRM3	ACKR3	CD81	FZD5	TSPAN5	PTK7	APLP2	ITGA6	MCAM	PTPRZ1	ANTXR1	PTPRA	ADGRE5	PILRB	CD99L2	KCND2	MCFD2	RAMP2	FZD1	PDGFRB	IGF2R	RYK	KCNJ10	SDC4	ITGA10	PLXNB2	NOTCH3	MTTP	NOTCH2	GPC1	NT5E	ITGA2	ITGB1	FGFR2	IL17RC	NCSTN	APLP1	SLC16A1	TFRC	SLC16A7	SMAP1	AXL	LIFR	TNFRSF10B	PLAUR	AMFR	NRP2	RXRA	CD63	RACK1	SIRPA	LRP10	TSPAN14	TMIGD3	JMJD6	GPNMB	SORL1	LAMP1	CD68	CXCR4	RPSA	HLA.DPB1	PLXDC2	ITGB2	CD74	TREM2	CLEC2D	NCL
VANGL2	0.67485995889176	0.762411084959722	0.64921196250347	0.552991961206124	0.793986277342501	0.597136735844888	0.696482424585522	0.836849140431964	0.888347870918877	0.848914146909985	0.352648467513464	0.681765212331491	0.772638441053255	0.811878616692811	0.806371096995319	0.833734543191642	0.816263457964572	0.668530849086994	0.732236254832084	0.54989911102517	0.701644313393191	0.677503003684856	0.799236588784558	0.765224770287443	0.741662013246722	0.510891536464596	0.680056190938464	0.682224314296288	0.423403445261314	0.74335377189782	0.163759004560228	0.606006984833675	0.832526701865322	0.767638465243598	0.63739379967789	0.756046142362814	0.726446986843756	0.606720197041902	0.688663101606586	0.306019557206745	0.715904482193945	0.71151008446932	0.873608841699308	0.485150643008125	0.705769034566662	0.748261710497698	0.777070212292941	0.563622501130489	0.768232273103888	0.589561730694014	0.558673057928146	0.658402097773704	0.738638384313745	0.668137921531019	0.749228821828692	0.600461650990439	1	0.797129093872959	0.755481484863016	0.83489985538957	0.719585977572947	0.719216039880054	0.734983077506736	0.87612942968983	0.724728959823233	0.734992569388539	0.629883117596246	0.870432979831752	0.748957788533907	0.819717049855327	0.638688491407005	0.822178017512032	0.7347060840455	0.405348311266675	0.724807256363282	0.53549784475111	0.680293343313882	0.544528434016772	0.540183808381771	0.844239043351706	0.493240791905206	0.447717126597042	0.671072052254603	0.781941324476691	0.566265977755408	0.768025114082864	0.659057808602653	0.686807267390761	0.481288800279263	0.661939499933035	0.562472074169753	0.773478793886052	0.785076638124066	0.746727315833151	0.698004361742751	0.555891126716562	0.376162117616192	0.877946673425679	0.707802932026167	0.491774540260732	0.80720716297985	0.653250904865173	0.281574557741718	0.695956361700911	0.638379748313166	0.677586308038378	0.691212309233563	0.603923409038907	0.769558180989723	0.729841076676592	0.603687907724314	0.190821055803301	0.449773807589817	0.226456546239336	0.413283785619584	0.757637714355418	0.248613548739653	0.283058361161642	0.593492697017595	0.257530903353471	0.246053540173628	0.246225524578703	0.263650643552213	0.127156859831216	0.591864988079128	0.733588072626565
ITGAV	0.75041921317738	0.642800119774876	0.586004064605836	0.556996311256905	0.878987649785634	0.839268581246573	0.833584815791886	0.901719833460629	0.910270122902393	0.836797814457044	0.39274526746362	0.921428055965259	0.873566757413602	0.892941971275277	0.948409643727628	0.868521326915453	0.839269427196201	0.545325717217046	0.897159453404513	0.651702316851873	0.818823374212271	0.835124099707239	0.913592418309858	0.963226442864882	0.910500776439722	0.774540887582247	0.861126891360168	0.876761724556718	0.734272193850466	0.946465518662377	0.181549783481769	0.81453683206791	0.92022665148712	0.777642196926562	0.865218378507463	0.842682903610407	0.903799872735847	0.747038605054217	0.908088704751384	0.532707308925137	0.903109260584612	0.863376257144563	0.833853490121246	0.537272771704379	0.881891485712347	0.827448678160515	0.912123380226076	0.691535712721596	0.962548987653512	0.87013787519218	0.8642084715228	0.681160019743013	0.793895341748117	0.877974006969069	0.821963505418927	0.814127171911697	0.797129093872959	1	0.79038686498512	0.810231176426954	0.933517571124094	0.771052088187586	0.924348481573437	0.87770724571242	0.947994619039611	0.875800672143681	0.751548445639906	0.810385215203422	0.916126280797845	0.947917841142134	0.879924649150709	0.873615255557551	0.911239440804476	0.311786062176011	0.914755823781186	0.787655274683686	0.735292975500762	0.715723053107357	0.771333996455379	0.875638262542793	0.312962066341268	0.723617201393533	0.761334429799992	0.895956866209644	0.776861532955486	0.825584711501227	0.883317481675691	0.871326527905605	0.766768811273274	0.863244439366113	0.852824558220804	0.60804547506738	0.92652667710984	0.872884261279639	0.882163450882761	0.772975529494921	0.554809054456782	0.928106933494273	0.93776862335111	0.805181330377462	0.807515008607943	0.905720320014765	0.549066250949045	0.906736935608209	0.890278221857871	0.817392455081201	0.939827387049429	0.920262974228068	0.903248997785708	0.927285908679675	0.804454975980632	0.460566489055475	0.75263145024137	0.486566834750742	0.658888121987195	0.95714445799022	0.545345816577233	0.536693758427877	0.898116842761049	0.557838106204198	0.516320220512788	0.523576500659313	0.534633931628533	0.405415355390262	0.765796668633252	0.943365533264164
CHRM3	0.648432017968485	0.600694245833902	0.560996859751514	0.543285990009447	0.862722411113176	0.635759733724352	0.816433609607004	0.860639309544432	0.889175909897799	0.714624874021066	0.275624807500361	0.692509605035112	0.80713921969295	0.767228040545896	0.778053026832526	0.824448365758378	0.848900553265774	0.534211133845865	0.834039607480252	0.723171689868924	0.794430276122466	0.703610272593026	0.814020850341515	0.791306898679826	0.677753124685782	0.566960117784246	0.681992894845106	0.651766807691613	0.530830960827886	0.781658320779062	0.0220866649769317	0.642244971647744	0.819483187321163	0.649271556601623	0.64013160316088	0.650426040472925	0.818901959335957	0.745192307758095	0.770351345706295	0.353221034161109	0.786599206739706	0.806389422812418	0.822827892489352	0.352740792113335	0.842575608118611	0.742034963315882	0.754709964676495	0.632489797128542	0.791895885045434	0.67314557723521	0.660515418876313	0.637425524472249	0.625421948262266	0.735726063779127	0.749814623561275	0.73436078530843	0.755481484863016	0.79038686498512	1	0.695379401892334	0.75085806036688	0.715044108374728	0.757585823549953	0.816088023060694	0.788460706727213	0.778384004484756	0.591554997076169	0.808681878587939	0.739835082724516	0.840936492084347	0.696211558203715	0.791436009992669	0.757161519350263	0.138979126473067	0.829873799277693	0.546854949504466	0.685606411378997	0.671552342740753	0.760291411185244	0.772392194232042	0.30331878909784	0.494835884228701	0.725621805028324	0.883089876275387	0.614189422212732	0.645469467393808	0.774391926142958	0.718668704999705	0.550215756023054	0.758344808613266	0.670905257811286	0.656778327400382	0.828068334277757	0.855480471325823	0.830154886021249	0.627332832423315	0.375184119539647	0.825424064870786	0.705198624905144	0.595092605619264	0.703392522123407	0.730251236823353	0.287194178447771	0.757270677333601	0.81650026871852	0.701217663817552	0.72817667207759	0.661890837003549	0.829162073318841	0.785720687815525	0.642080348432391	0.232339730729924	0.546432879966149	0.285957486305745	0.443049274511465	0.805900564316187	0.318283400656003	0.251640176874068	0.611660190966327	0.254217176903488	0.330504953347285	0.31712918990619	0.268208104717285	0.186386383148565	0.523155667254348	0.716020234499239
ACKR3	0.788469228893754	0.768399028881459	0.68618437628151	0.546676422714176	0.692062113873894	0.725877041333065	0.634010991935568	0.80824558040478	0.855837766496327	0.837482655319698	0.544137972697455	0.732025398723845	0.799189859521234	0.82097055826438	0.853295200639652	0.848500027718794	0.853240025899716	0.717483975952816	0.770373878624562	0.558442530758824	0.727317639737411	0.57127981901322	0.790661436814521	0.782999100367213	0.716239967095264	0.431355105134175	0.782624425114638	0.81241974236762	0.454524750308383	0.784910182607964	0.324949928182385	0.6506164595512	0.761440719275171	0.779671799229758	0.680914299017333	0.783048203528752	0.639366853052395	0.686088491354312	0.640554591600418	0.246609942264993	0.638391603249137	0.695828463745178	0.86570762173402	0.699815106538077	0.672877753634312	0.776772260851809	0.852121992610639	0.599837733451742	0.767981903178478	0.586596680750457	0.561993241406724	0.682869097650394	0.863420860597582	0.608981395601627	0.770386596257093	0.539917755480103	0.83489985538957	0.810231176426954	0.695379401892334	1	0.659481983214247	0.810535803291334	0.719504381760786	0.799830819330396	0.729135637252556	0.677413714240426	0.472714068914209	0.832924956738945	0.771714672939006	0.838582537630096	0.699647988368979	0.787138334148215	0.775793974159798	0.535214402837075	0.650545362604995	0.505179849171791	0.683244166283944	0.431501545611955	0.421184837164457	0.753211402802981	0.52033046048054	0.587923996529937	0.581327480250914	0.676296103835299	0.472808641330446	0.773956806954016	0.644998813864278	0.736900278690735	0.613690388086167	0.581936936848393	0.498665246905966	0.688750546361477	0.759958303336948	0.655441148508614	0.713781012577999	0.721549864092498	0.292011023254413	0.842360763756208	0.765882397449123	0.477825199823171	0.75867604716517	0.619939966885735	0.243649793584403	0.671132255391535	0.614639962150933	0.512820636907518	0.715060808852235	0.647235249961411	0.652066568845698	0.656519682214571	0.463598987079562	0.129444484153788	0.492725218702652	0.170634142292945	0.329239698477488	0.706453800205948	0.215946361528853	0.277738700864171	0.674492206943987	0.246701518212132	0.172738522601068	0.182851730029094	0.210127510087134	0.0847589247658589	0.649915531079385	0.780676628432361
CD81	0.676086724891671	0.541938263662723	0.526809371614992	0.504737481603164	0.885877967090152	0.720647765745189	0.824812565394629	0.903764718998778	0.844336608519481	0.756535828459727	0.298560444130836	0.825328817214921	0.873678568094161	0.881052818975896	0.871861354731305	0.775845169269253	0.752970024925811	0.536040291906321	0.86528991881668	0.705592849633142	0.733156481507579	0.8369349257753	0.855447946248597	0.909763212405742	0.879055265367866	0.808630054268774	0.728720605881866	0.769762718210226	0.734772167502514	0.882431108727136	0.0638549688537094	0.786574719311636	0.888895542208326	0.710458052840207	0.847828900460256	0.821810039009969	0.947810634902508	0.721715277162953	0.897862816302753	0.527981109046846	0.926566594924432	0.843786357202293	0.765912938355339	0.361946778768294	0.860508844737105	0.819182355413899	0.823775286670484	0.609706040868441	0.958750591446895	0.86348930258735	0.864986833236513	0.701513452051253	0.668402160196165	0.902024716871523	0.820309207048545	0.870016075257331	0.719585977572947	0.933517571124094	0.75085806036688	0.659481983214247	1	0.732902953094574	0.905596953525452	0.812505213351474	0.916127315801546	0.939152812517805	0.80849493470473	0.737260259534938	0.868156371806855	0.890656897969981	0.803180393080575	0.837160072527082	0.853615025661586	0.187819490879137	0.90039496012607	0.791748211477539	0.738315390715128	0.794705669668641	0.866076013246989	0.831077595804896	0.270821342585228	0.660756239246601	0.793329320466843	0.913263119741879	0.834990588744816	0.775844437781282	0.878712441460084	0.847625932092495	0.68212999855287	0.887430261059718	0.89623574245852	0.571476453842672	0.847042948958382	0.894843022015481	0.877249274518639	0.63764027352868	0.653560821559712	0.842356565913335	0.860456852916159	0.825190067968106	0.793777975324352	0.909744659995926	0.650321582247858	0.879857394068085	0.930129517297213	0.866314297335231	0.871260053715255	0.884512511838612	0.933496532064193	0.930693388667378	0.891009248798375	0.559363006464547	0.758698507931429	0.609879386720961	0.763635204669724	0.944836589182218	0.646093535554881	0.549132111843897	0.820900157701167	0.590967293148922	0.635721538243068	0.630917663056632	0.606101061576432	0.527971533198149	0.686514178381208	0.847824670544132
FZD5	0.839320470845011	0.692191153372635	0.700538263465746	0.501284135577482	0.713339585698202	0.715006923411077	0.675165783758709	0.823282545459088	0.821193837224514	0.727664911414154	0.553927639631399	0.68290443687351	0.884687078982215	0.878798210044214	0.840593869797527	0.756119931589039	0.857500319802553	0.807140886215446	0.8247407292152	0.684888578772987	0.732010347025761	0.555636490568498	0.77512822667151	0.79338178115367	0.660864700570444	0.46959319920612	0.749188720341041	0.819873826895338	0.514282120020863	0.786556832439548	0.295810526650156	0.737192665224385	0.76932141760933	0.776924249355465	0.763378305904082	0.82316783759529	0.722357933965683	0.859688618735127	0.633806868979622	0.199098571536031	0.652404232675256	0.779572210156913	0.815083524828963	0.558126173275339	0.706047082982634	0.872729795505727	0.803617773588929	0.5157551364563	0.79610762296502	0.614626638839607	0.60041274167302	0.736428568127476	0.827233776089577	0.608169472972341	0.839322797464363	0.683140022669163	0.719216039880054	0.771052088187586	0.715044108374728	0.810535803291334	0.732902953094574	1	0.741757665042083	0.6746324628931	0.760180610578583	0.762152512440845	0.468169347113536	0.77762893159383	0.745495089603828	0.815147351691011	0.674520184208178	0.763213278923893	0.810020360777496	0.366625536136419	0.656675785357306	0.523962998188766	0.723127559271314	0.464397820289109	0.525429897307764	0.601052310231644	0.484451851054438	0.66049501883033	0.593119494113051	0.6978678716564	0.504869115357783	0.731764836162415	0.64733153360813	0.804012077530697	0.581449239101418	0.635859069753632	0.536724238372374	0.539206332242657	0.687235300878031	0.679305633079669	0.803781747512166	0.66606591453399	0.299943395642067	0.789241699148777	0.724991091480728	0.445263203333678	0.761842121336725	0.611279221068218	0.247699478285199	0.702521981298833	0.709176138894164	0.514708632711265	0.707077400774664	0.659807606260121	0.686484567026532	0.674500471746409	0.481229992035448	0.112072977770626	0.472399398297043	0.199150560391637	0.379042918304475	0.687605257229861	0.233619413664402	0.240445030383602	0.66105666137552	0.186022941458969	0.185946703185561	0.19800678110278	0.169157422678922	0.110841927422318	0.564656065232522	0.697284397725881
TSPAN5	0.751474470208587	0.552164206565946	0.586073468656059	0.605434842757126	0.91643456637077	0.838789579675675	0.875125059515935	0.866332238229454	0.87031988398132	0.799790109243049	0.321827849956621	0.93531626895254	0.894091951311934	0.871598951810063	0.924999019087364	0.864342406539913	0.805019545450437	0.514195825337637	0.91762112153979	0.718980691939239	0.746859040796049	0.877728558463267	0.943616802194726	0.951382762647945	0.926523853298739	0.820316706710359	0.819148673320443	0.841931566993998	0.774722110948129	0.962248637315049	0.200232219314281	0.837489675259385	0.941401885144437	0.756790712668913	0.872360882455333	0.847073068976182	0.931608823891246	0.744928603419965	0.939552184239339	0.609999066286457	0.927776143337928	0.908697439352624	0.80981169363747	0.517806662323098	0.908515495208517	0.841343895840714	0.919016650037427	0.725469878624344	0.936322205342007	0.927839785772561	0.874537227933529	0.658683416614077	0.717488803205063	0.945914681095982	0.832413377733203	0.790920794848931	0.734983077506736	0.924348481573437	0.757585823549953	0.719504381760786	0.905596953525452	0.741757665042083	1	0.851711333569776	0.97430686314017	0.879247828178812	0.789454878122429	0.797686213934569	0.878920868934584	0.94056449701127	0.885575533984952	0.898169509683969	0.907216838281686	0.318078147278046	0.949632803230475	0.854173584444609	0.663483225570952	0.761925400448349	0.825199687196595	0.842516486726324	0.240531009037458	0.727839675731298	0.777458671542079	0.876592197377807	0.816188850379963	0.845252368754492	0.915974848890684	0.904719902628134	0.791385734262137	0.961623807807868	0.891629629139911	0.578346714762291	0.859991723226829	0.899155664618814	0.934167142594719	0.795639870344578	0.377750667677729	0.901977281141994	0.931861092122771	0.685616582931426	0.807383762754402	0.90696047796276	0.388272890881068	0.925140111359043	0.914254972009106	0.841393600206811	0.953421634858123	0.918874027990667	0.880173338051461	0.952199279569729	0.746780176488936	0.285254033358205	0.659590858722032	0.316223035261999	0.552853520973156	0.960499471176241	0.397061846264895	0.430490743753043	0.897048463613586	0.413934918038696	0.36256992473254	0.378524192958092	0.363938112125317	0.238574685100531	0.717730138232657	0.945869710774648
PTK7	0.706128956410041	0.672816197827504	0.570664882871756	0.562057129280993	0.864336784808407	0.692825471034486	0.793970576685727	0.867430424284943	0.892842756097947	0.81221087102285	0.304777449490151	0.806586608226008	0.818619402165919	0.853527327296105	0.855226745646633	0.864715439294915	0.799791630915165	0.543510790531525	0.839944585297991	0.62701785587852	0.7743526177643	0.800922053884262	0.858463986660507	0.853004164286405	0.858430031363762	0.685238540324043	0.759110439715199	0.723877903479999	0.639797281664347	0.843962858235593	0.128349628750805	0.734237281305699	0.880718613222828	0.778383752407658	0.734677530298513	0.748027713853472	0.822878061893333	0.614176711987984	0.850175262212457	0.4889040902538	0.861175066193516	0.815003116007019	0.84646038046493	0.471062193104609	0.835096141763525	0.74607385842331	0.844209692596915	0.704020417223621	0.846195836981562	0.734270599900656	0.760633767590839	0.641409563996318	0.718624054666367	0.82801926521317	0.774791514673207	0.699477386155289	0.87612942968983	0.87770724571242	0.816088023060694	0.799830819330396	0.812505213351474	0.6746324628931	0.851711333569776	1	0.83154123387106	0.790589716470558	0.756341124785649	0.830371609780528	0.849797070979401	0.881510349756706	0.789002635568276	0.866671559951208	0.833482156156553	0.287759161329724	0.865416672909865	0.704243919384702	0.721498886955553	0.729222384096066	0.694489076543458	0.90826293920982	0.33985699430179	0.576182150945252	0.774120329738131	0.877183351629849	0.729608927016503	0.793357609160561	0.817586923502774	0.801768983875813	0.648777196305101	0.81058017756638	0.764020384403719	0.761813969537186	0.845020013500871	0.858559337959778	0.796435820063468	0.695242491649105	0.393204640468809	0.899606190854996	0.802052854462877	0.633540117050035	0.813446291905051	0.830844008011043	0.360145544545789	0.815994859445938	0.78153834005941	0.819670002528383	0.820640963914998	0.75660377232389	0.808583801984529	0.851258435706217	0.702748558353469	0.244712128802558	0.555361371046475	0.284499004693912	0.475689342086736	0.867301370174459	0.329778039569991	0.348740984617916	0.732114374075982	0.343366971488519	0.321358966364531	0.315958718164117	0.331820291063391	0.179942296116484	0.638695643009248	0.848535470024781
APLP2	0.770266170198967	0.561916363414587	0.588453170784389	0.596843994801192	0.912826880862743	0.885283492532861	0.888687794399377	0.876342740838002	0.889742305251346	0.819149161047785	0.349568711286337	0.952630135845965	0.887061096946796	0.859938983527684	0.946264478713647	0.860062343131621	0.840275925732607	0.489287985529135	0.92501388041101	0.694018006706259	0.789777783893637	0.865953586806091	0.949688394233796	0.973672347964306	0.896590702661782	0.801443566342993	0.858647385981728	0.887617540183993	0.770421744895208	0.977250447894261	0.20626600539522	0.852805704364265	0.932391227757364	0.759639044066141	0.874462924280396	0.838792084273537	0.946413762522209	0.787365312289348	0.933252778378884	0.606575272517184	0.912480100848833	0.90439832540574	0.817061073269209	0.53477644472869	0.912290752885678	0.833809637689978	0.924675382709729	0.740597469183866	0.957918959027215	0.94141509171202	0.886112801429578	0.659763199895505	0.739329602813363	0.928891096420901	0.830054141294949	0.818729998546667	0.724728959823233	0.947994619039611	0.788460706727213	0.729135637252556	0.916127315801546	0.760180610578583	0.97430686314017	0.83154123387106	1	0.885362504974932	0.763074529030634	0.788633341250306	0.881283336949144	0.956158385517504	0.915152012276826	0.882074941921989	0.913032404913475	0.288905190646604	0.954973687729409	0.848193982519782	0.674839172573851	0.720015770622062	0.82175234710063	0.82565413737272	0.229402680017229	0.762559138556648	0.736663604830538	0.888529823130339	0.780361557316653	0.805962229532238	0.910199729295256	0.894912240481637	0.809019881242749	0.947281055584596	0.88257731141643	0.541551322203126	0.888222815587508	0.888967648566249	0.942900390620432	0.811206611529066	0.413800099920553	0.903451256286367	0.956590334722057	0.726815427419323	0.771228038920243	0.912059545052902	0.422269490063422	0.93435213101948	0.927387939241333	0.818272582750919	0.976694369465216	0.947117040021927	0.902806087174587	0.954300823937846	0.751755918020967	0.347921691172854	0.702429247645956	0.374945015016448	0.586414316224907	0.969596710329492	0.453774013675951	0.453412984679381	0.930638809141998	0.447209096304616	0.413527870446881	0.433122493733992	0.408527090559224	0.304651615724645	0.717795201150029	0.959263511750498
ITGA6	0.65722810208209	0.565946743314069	0.592399079858898	0.538999562800997	0.873458634244458	0.687272019009517	0.799476345701642	0.905457039307909	0.860801747577178	0.776084305279365	0.349002617993101	0.770809598736406	0.89697809408186	0.854443792208252	0.865369930148707	0.794016731620431	0.791308803894979	0.593359879078511	0.837087184204027	0.725788006912995	0.703544658609206	0.841114649578111	0.845057208251123	0.87339492369873	0.821183683924011	0.800931374600054	0.683537949292081	0.7453804988246	0.7014218494364	0.852934900952456	0.0852161656693117	0.762867218991931	0.861304723288086	0.712381557873673	0.793120620477291	0.839656033145219	0.925170534518473	0.76206817719007	0.846448040962799	0.404899483362664	0.895251134571233	0.80997990082025	0.800417183689147	0.357529665322784	0.828912199951911	0.832197872653794	0.823707906158242	0.564561934296328	0.912785545751371	0.822259222428857	0.80826144691623	0.742850477863151	0.66418392688117	0.889921447942559	0.848416398130594	0.810575733439931	0.734992569388539	0.875800672143681	0.778384004484756	0.677413714240426	0.939152812517805	0.762152512440845	0.879247828178812	0.790589716470558	0.885362504974932	1	0.823204407190769	0.773379507307081	0.829937349325889	0.874510065398679	0.754766362459424	0.820744517741631	0.790252048410635	0.176452211803022	0.879453156132187	0.788448046498903	0.732514482479895	0.777388835675281	0.838790206902457	0.785265374869828	0.329538928506922	0.580208796194419	0.82027997463635	0.897290307748739	0.819215718901398	0.758375512586878	0.870700822472299	0.835417349623622	0.665287545966179	0.86205479177572	0.851214416653973	0.600163205182912	0.840188083827029	0.870952968275641	0.849699913768713	0.615354572413518	0.540706433573158	0.825687457641447	0.833316052318686	0.67587986629696	0.824905731165634	0.821427485029347	0.495437510294188	0.858660763500869	0.886084596360103	0.823734023831086	0.825299550476657	0.827206087969701	0.893995811222768	0.886079330540136	0.82330899322592	0.382943757889807	0.662504053039407	0.448723846953676	0.615001368713274	0.895120615447262	0.480398477418786	0.423869067597052	0.761754165066697	0.434326737001063	0.481485330605543	0.481290770398408	0.442024062795575	0.358486626763101	0.664493131601595	0.797878875805534
MCAM	0.4349822023543	0.407221697136748	0.414798553093108	0.461833099274351	0.750704522849639	0.577232259645949	0.744103336434161	0.691914860668126	0.671487032266398	0.652546550670777	0.135124674056975	0.701820953657508	0.687780348370401	0.690728569562864	0.725112386552719	0.644590902082033	0.580346212628405	0.324164973107171	0.63180496732742	0.517236698378785	0.562210651860938	0.899328859744387	0.72172182158837	0.714514552784357	0.822649354300932	0.919710094028784	0.528240247440239	0.537557993146653	0.734615027643235	0.728119308287952	-0.0165776941367629	0.642026607992454	0.741358263981391	0.562629572555902	0.625494697056875	0.692099167564446	0.839440065960105	0.507793300132636	0.800788316876256	0.555051477325709	0.882997126286714	0.635550592052203	0.609648012885595	0.284160660615417	0.722143203610841	0.588740779460377	0.678273628013913	0.598862821836689	0.754266702641211	0.806505950418081	0.799020958596927	0.528532417805177	0.416061395994805	0.87792706155111	0.600603567975066	0.683409951988284	0.629883117596246	0.751548445639906	0.591554997076169	0.472714068914209	0.80849493470473	0.468169347113536	0.789454878122429	0.756341124785649	0.763074529030634	0.823204407190769	1	0.602570385356504	0.770870414606784	0.721244482442357	0.70953016602725	0.720375549695603	0.64611641726353	0.122931067022425	0.842660449960105	0.80868074596857	0.550080397131065	0.878432956813427	0.782997137623213	0.777656162786708	0.217631462806109	0.458137304031845	0.798897033013603	0.823873070852457	0.943480406597308	0.592917003818057	0.808937480002604	0.650051816244602	0.584258019682966	0.818625960411842	0.901539785299472	0.517465900287696	0.733107561584425	0.758431528627855	0.683970952273014	0.51003334880065	0.468044573059773	0.688841848879574	0.743721888049609	0.664342588836234	0.640987582157882	0.776179686411255	0.421978296466677	0.767467080520606	0.732324318807322	0.873704536413412	0.737830943707749	0.771860042697596	0.74799760905483	0.839758297035902	0.810505169195398	0.322276435348688	0.580364074617379	0.337086836773822	0.522395469511281	0.801083413869253	0.392352856539873	0.422395437780214	0.702204298778961	0.445643986883908	0.411152150246907	0.390057023871372	0.419088481930527	0.258046194285446	0.605813745356473	0.742967132812109
PTPRZ1	0.715559751317435	0.804273738737883	0.831660370149988	0.780198061965537	0.869398985788653	0.730495250854012	0.821138635164928	0.910872625162389	0.937611038628066	0.895989229038703	0.601080883601434	0.752821035647522	0.856353312725223	0.813359050384269	0.863875886244125	0.948395752757378	0.916102531221976	0.761408192197238	0.778484858037711	0.769055312832296	0.688708353282421	0.727232182846132	0.893331068799004	0.800122728585594	0.739679976667249	0.52577153331029	0.660039144095933	0.75129633506502	0.390898236340727	0.810135643828469	0.326398378006667	0.577864332837979	0.854724136273478	0.720238979706835	0.6044236100975	0.779367993813972	0.773714895414254	0.782858596080419	0.71189075293686	0.451676299392872	0.747467200639487	0.764436651974585	0.962013603889264	0.665440416144818	0.755224674058593	0.830361264079795	0.853896581440185	0.703005151234044	0.809373377975553	0.688290157318801	0.526143674665007	0.785352414072865	0.754386512550929	0.738135151961858	0.784929973022265	0.567304533943517	0.870432979831752	0.810385215203422	0.808681878587939	0.832924956738945	0.737260259534938	0.77762893159383	0.797686213934569	0.830371609780528	0.788633341250306	0.773379507307081	0.602570385356504	1	0.804914484783007	0.903659126460929	0.746987738448009	0.883431513182981	0.7579948430265	0.567799910317625	0.758527466148254	0.525607649804915	0.669660063270656	0.564046438236352	0.639911166685371	0.80952404771679	0.645589092493485	0.434853790436296	0.727166578749959	0.765400263479922	0.582733012869802	0.816472315904663	0.76067000955003	0.710465003738946	0.542580424493807	0.713464033723556	0.577714320439119	0.776290597226466	0.826519931432238	0.789844400436456	0.81422680517343	0.678115557998304	0.267443013926823	0.880912983339917	0.789886044077868	0.455858175701181	0.762354353958261	0.638334664084518	0.161828048939023	0.68576008606488	0.684472894000382	0.687334975489453	0.727130718253173	0.623078622688985	0.784567325857652	0.742294271335706	0.542740696130461	0.111131799110989	0.49807139903536	0.16294016294191	0.332671112083293	0.801843190915541	0.181234539666453	0.152310824330286	0.611658103310604	0.146140374388473	0.184092083891092	0.160231012367193	0.13659354512255	0.0544066391165313	0.571223977354671	0.786372094527598
ANTXR1	0.743875697136339	0.684346484321988	0.670217886240042	0.683128957948638	0.830758018007494	0.813777040336794	0.838465482508359	0.859609329847717	0.841455172778504	0.799572631351002	0.430683521390331	0.872884944543476	0.833970490536159	0.826130841103043	0.897244594329609	0.86440641873551	0.826682014566617	0.531516581235761	0.809037478265118	0.65233211713075	0.674414509391137	0.849715828482904	0.883863099580688	0.866859736784386	0.870360112448868	0.764381018451166	0.748192508395557	0.801515534520831	0.671077256068534	0.879163068091416	0.23294321097082	0.721063742568206	0.853481249506942	0.711584809701898	0.742261268787065	0.794543210615536	0.856343267890394	0.742408817660773	0.8350482763672	0.622077525845934	0.861933363586517	0.791621906910532	0.819357404965884	0.595539690897964	0.852580445686187	0.858539277878774	0.884005970551732	0.740303538099893	0.890641999347202	0.818407488738825	0.796862326695968	0.636752623650894	0.741781103666164	0.847494179730581	0.721618693245806	0.697078973143997	0.748957788533907	0.916126280797845	0.739835082724516	0.771714672939006	0.868156371806855	0.745495089603828	0.878920868934584	0.849797070979401	0.881283336949144	0.829937349325889	0.770870414606784	0.804914484783007	1	0.894536346115362	0.90413501976187	0.818247281397455	0.833376025728498	0.364581968412156	0.864641637790113	0.75348129307864	0.703252796096054	0.737799836163747	0.729402282507146	0.822516299450238	0.372383054690563	0.60507498189263	0.731750275113036	0.81580616810572	0.796108360410719	0.728609203474152	0.8650172503279	0.771498136319797	0.750961723348193	0.801505416437932	0.818479747726149	0.55881734212046	0.863979530349208	0.820136001867994	0.827904902900993	0.734976392684682	0.417049203026696	0.853851209922176	0.907374655901716	0.701430365098461	0.713983111052389	0.808086819227324	0.424850659195294	0.811260596193127	0.806388351075829	0.827969921674506	0.869935076279943	0.856448702127086	0.812475919097961	0.878164413220104	0.74112249531003	0.340021503382202	0.655114432179867	0.363323589589891	0.527572490317855	0.887105766547579	0.428691950658037	0.431611399156723	0.843897991975109	0.449482533265245	0.396616159631505	0.395715860427034	0.409281750293479	0.277945019409366	0.743011340201889	0.892696035155141
