""	EGFR	SDC4	PARD3	ADRA2A	F2RL2	F2RL1	F2R	AQP1	ERBB2	CHRM3	CD44	ADCYAP1R1	ITGB8	KCNJ10	CADM1	NRCAM	APLP2	PLXNB1	LRP6	CD9	CANX	MYLK	AR	INSR	ACKR3	SIRPA	CD99L2	SMAP1	TNFRSF1A	NOTCH2	PTPRA	SLC16A1	TGFBR3	PDGFRB	ADCY8	SDC2	PILRB	ITGAV	AMFR	TFRC	LPP	RYR1	CXADR	NECTIN2	PTPRS	TNFRSF21	CELSR2	VASN	IGF2R	PRTG	S1PR3	MTTP	TNFRSF11B	EDNRB	SEMA4C	NOTCH1	S1PR1	CD47	RXRA	IGF1R	ERAP1	ITGB5	TNFRSF14	PLXNB2	LRP4	NCSTN	ITGB1	SMAD3	CNTNAP1	LRP8	COLEC12	LRP1	TSPAN5	PLD2	GPR37L1	MCFD2	GPR37	TLR4	MRC2	CD81	SORT1	ABCA1	C5AR1	RIPK1	VSIR	SORL1	RACK1	CD46	C1QBP	AXL	TSPAN14	CD74	TREM2
CD44	0.934749842414183	0.985009631458411	0.836465657087345	0.427253113943384	0.920951060839782	0.922079006071563	0.944775876067092	0.946337394463352	0.791674226168268	0.925113109551959	1	0.969829305223831	0.854541380572602	0.948184860541294	0.958164734370063	0.989174514158651	0.984097879510088	0.980647552796685	0.720923362339427	0.920785835913835	0.966992298253203	0.90568287896391	0.870959646803731	0.76927959494762	0.868192246988037	0.897177736424034	0.95425172041075	0.863895506447626	0.882663289809702	0.910114204650662	0.969625314642345	0.920287103877294	0.981190587520474	0.88008174110202	0.531781568563825	0.981127721779782	0.90221761714299	0.975855191878537	0.872905348488152	0.905438931762649	0.938615246048786	0.897673992527727	0.918069025629186	0.860691305240777	0.603049283786282	0.883257564656115	0.951265321327282	0.940538959062237	0.844194363660056	0.722260606366935	0.731092819240315	0.972177673333652	0.885491845970477	0.97004833254275	0.757296861155934	0.871314036304269	0.851399049645644	0.933655545655058	0.889183562623803	0.812181014909466	0.899733429765525	0.957860651661337	0.891275570414866	0.820528492362345	0.99058028952342	0.950166186618466	0.683916281830928	0.712881105082802	0.891326024712634	0.92397068290635	0.537330508235186	0.956394096501573	0.93094967625626	0.875514604506994	0.951775441919128	0.957380902441043	0.953273527898279	0.691980987801609	0.963840244107441	0.889872283416678	0.872834240198112	0.891530224779552	0.227669221371608	0.81843120709259	0.734754858194628	0.715798219611914	0.528914821004064	0.823483006367878	0.899670432947979	0.395835582495948	0.423996778463914	0.404195890214762	0.2524948999869
ADCYAP1R1	0.875326713245872	0.99057170015048	0.880114441414677	0.545342715490583	0.889411543816495	0.919098079905305	0.972276001078934	0.88241528777626	0.850177240473793	0.933463954130501	0.969829305223831	1	0.927059949807462	0.942225027701286	0.963182273434354	0.966413431597277	0.964702663210599	0.973386786404576	0.843556679538388	0.897384034882831	0.974087000645729	0.917031189036248	0.926554491866119	0.830925875387011	0.917656927843271	0.851088552524076	0.897391337168293	0.869559769255383	0.799699620379995	0.942244951787479	0.955168266249082	0.961149435740509	0.970665521917809	0.881176882345178	0.687795442799872	0.932800806628086	0.928729529531972	0.932228823967918	0.928015823877021	0.899937009395122	0.932513002259944	0.918409049731875	0.93949263501007	0.822945667218247	0.705314093123794	0.795808610878376	0.944553809700211	0.958560272738839	0.793403503519056	0.800853492521741	0.801461146572451	0.94828798309297	0.840631188719244	0.96099560864749	0.788534748388926	0.919559876898196	0.889697045001105	0.886168462602087	0.911847098537059	0.866254603399466	0.872461352482613	0.961092271407421	0.821907297595694	0.795965820103421	0.977033665765695	0.928386987270285	0.664081675683271	0.734862252596099	0.894976926583601	0.85184586121692	0.69197544454892	0.89297479807132	0.917630618460002	0.899583147318586	0.910535256816992	0.972131574354597	0.908225120196661	0.618491615939178	0.950992346354864	0.826211406536201	0.805960485635356	0.916609013641721	0.189595296999289	0.710900682768774	0.635773080152086	0.672189495731996	0.450355589754328	0.802969451610774	0.877724312369971	0.278099000397985	0.324423030156709	0.290091499168465	0.148403735796804
ITGB8	0.668515664538276	0.893801967404926	0.907393047778162	0.631024236898791	0.83161123174979	0.927836118509721	0.908702174534515	0.67048043366233	0.732672710065323	0.857489263799958	0.854541380572602	0.927059949807462	1	0.777700421645001	0.858807375825054	0.891190466187474	0.868044754875736	0.861143586986954	0.951167705801041	0.749342438417737	0.921301988345606	0.889864854613516	0.946127531423059	0.907742410989385	0.816798917668656	0.702232736546272	0.732215864256587	0.733729292297233	0.604808943816834	0.939365197827197	0.814978571693252	0.957172609782311	0.851233626468613	0.903194439506482	0.858194721966795	0.824503855780392	0.957300870263258	0.797500227109856	0.912244837891165	0.796908643725167	0.865289594127995	0.91535408727048	0.942654450095457	0.611248727652876	0.875135291417394	0.565615268319623	0.881635209031069	0.903420894346624	0.721825386038031	0.855736968852107	0.683890009159607	0.798766262752561	0.684445284354514	0.862936821050263	0.873267755650049	0.956165860050652	0.763513425703964	0.73746189208889	0.935130563764377	0.934984331142955	0.784126821686875	0.896003097770038	0.722030144972822	0.741371871133671	0.882688533481346	0.807157804283455	0.662516064185571	0.821094960958864	0.776162985698098	0.641962668428712	0.745555761775517	0.728119501236075	0.769309214323307	0.832721843203623	0.72781942331054	0.925306050644637	0.724333464309448	0.622383075022449	0.898375275163508	0.605734713335611	0.717817252789789	0.935463929911759	0.260991193045685	0.587318633164808	0.54710831277187	0.653336958418442	0.295748830609635	0.800764122577511	0.682296199440066	0.212591089941884	0.279689511537848	0.157237288477279	0.0878114988352983
KCNJ10	0.9472540148506	0.94688407994779	0.721583011382946	0.489112875570839	0.859140444302777	0.793682334747855	0.92804968371708	0.947468279538897	0.879081699854849	0.902931933388657	0.948184860541294	0.942225027701286	0.777700421645001	1	0.95780694082993	0.909619897640308	0.925176504241019	0.967448391315873	0.702911774796582	0.939688664568069	0.89686303745786	0.821664427916977	0.837708233073702	0.741270739663415	0.947151191935921	0.880061691769291	0.911533795174325	0.922096317635813	0.84815881279798	0.864423508507289	0.957923433041597	0.868618983405256	0.972222441948747	0.772761524856403	0.485833154620677	0.884770818486722	0.823840128847013	0.924460981408313	0.861267582479166	0.904093269491417	0.895920787352664	0.810397541898314	0.823450487696406	0.888207988553614	0.494686231101705	0.879439425308833	0.864211067426423	0.883510302770346	0.732265690873894	0.653733272458632	0.866463876658303	0.944608839168399	0.862225181791462	0.957630156438038	0.689770687899475	0.809549432164273	0.917946387355907	0.922649719791678	0.797146132700573	0.706442830893495	0.83116357394349	0.919349601680124	0.792136891664182	0.747735984266631	0.931952602577525	0.936165246366114	0.591486772582368	0.580752701508647	0.931339108446098	0.912351788160841	0.608516709438558	0.907402344688813	0.953871468879312	0.890382382473167	0.967605899020747	0.899090000029516	0.953485449020066	0.524046110680756	0.866733542649629	0.91292062390314	0.771810093544584	0.821357940808165	0.115649630473936	0.699908622165395	0.603383980552504	0.613459082692467	0.522388188621354	0.70457264913056	0.955119550025026	0.278762695292472	0.286634954045409	0.346638667307406	0.160697361284394
CADM1	0.931746007282852	0.96636445458837	0.830751089083179	0.4620324387417	0.836188407021635	0.840507958042548	0.939346712799062	0.917480388297999	0.848778003517579	0.935284289151299	0.958164734370063	0.963182273434354	0.858807375825054	0.95780694082993	1	0.946976631024865	0.970280641189422	0.990434661547924	0.78763123927507	0.955194972412561	0.966607873422473	0.899899320783249	0.855209973711896	0.811681522837508	0.918899514885656	0.91882812370964	0.937368227574038	0.94454725606409	0.880977331671877	0.943220277193973	0.985249132733645	0.934365836657074	0.964330793613955	0.799288135377579	0.582106063324461	0.909200517752707	0.890084351436032	0.961349933933941	0.912263716705036	0.96497302644956	0.968418453889909	0.890034717903363	0.906543729860655	0.90852828761711	0.599274087706427	0.877221204966941	0.932824500961261	0.932151609499696	0.849758248102296	0.723076528213946	0.849056313700214	0.9530500923136	0.91856490219128	0.943711080049406	0.774400605260506	0.88330503503679	0.913967756012103	0.938666599834721	0.910170906827179	0.791603995799163	0.889403393814814	0.951147287334198	0.878438563603983	0.858377783765118	0.955267020884823	0.972881155238807	0.735389715476763	0.721155426353842	0.935938084513741	0.916370703120483	0.693439727940126	0.937736392637895	0.969377987878341	0.8786726531935	0.953744182373613	0.960575824554954	0.951934168363728	0.656737886085637	0.935919994554404	0.912122544672695	0.863502018764202	0.895278385151282	0.299842251516494	0.780886542782515	0.710266202488272	0.73321506062963	0.573845023575708	0.821407556511872	0.942505296670687	0.388022466446427	0.436806501844151	0.444616515712662	0.275751475727096
NRCAM	0.898255006846728	0.978298619242297	0.871016315413384	0.421489427945479	0.91942322573791	0.947995055127346	0.936109144695197	0.910649475788776	0.757788581268448	0.921229488573798	0.989174514158651	0.966413431597277	0.891190466187474	0.909619897640308	0.946976631024865	1	0.984273815609088	0.968921101481869	0.750283539333041	0.888906664611986	0.978471487767446	0.918846282588069	0.878768944101741	0.794654686589194	0.828540513360142	0.869148555416097	0.937950538919889	0.830315853256305	0.853034854575037	0.932718578616797	0.951277608454595	0.929852985353727	0.965317230182729	0.901404002168458	0.57401023872304	0.983917924826445	0.923470290630125	0.961351926680665	0.880904455134736	0.886700410505887	0.937185178776071	0.910907666967347	0.940102519129348	0.820764931919433	0.657513014786784	0.842537258734171	0.966031403864836	0.94117514875274	0.850484609732569	0.742899409928102	0.683455090415045	0.956723759391049	0.874491156410642	0.960187793164848	0.785208481625876	0.900793476090157	0.840119825312124	0.904189815351027	0.920492291263218	0.843159366446664	0.896696824586761	0.957017134959781	0.898267559017955	0.823902279465562	0.992871959833785	0.936254612396217	0.700911645420299	0.750778503981412	0.861312207934556	0.894388349704837	0.536706556975979	0.93802207005732	0.910592937553512	0.856612465812077	0.920336741764886	0.965583018407155	0.926346223806519	0.722282163803182	0.975032983228066	0.842782623860125	0.876704822744822	0.911065721593903	0.254466373800859	0.813743621913884	0.740997783259768	0.725044845005602	0.485331917932281	0.841047752416632	0.856816843456971	0.391331643728382	0.433511356840701	0.379559389620777	0.24353562571451
APLP2	0.916285417987589	0.980494221682542	0.855766322637259	0.398797708644909	0.873670976272898	0.900913313405123	0.93073249739557	0.921305725760547	0.784489471513303	0.913250304782909	0.984097879510088	0.964702663210599	0.868044754875736	0.925176504241019	0.970280641189422	0.984273815609088	1	0.980111152212022	0.748958216441134	0.939285520455869	0.984535422662837	0.930638422115566	0.85735372948523	0.800154028156725	0.844433886485973	0.929788795457368	0.949346118501786	0.887325367501427	0.907372705546125	0.94614456650722	0.97473429830173	0.928838393683494	0.96577716139292	0.866521748730274	0.556868443699529	0.968551452191359	0.911478525260237	0.985195074740727	0.894425886931604	0.93894646655017	0.968630880241933	0.930583825528094	0.939034115395584	0.883080175548801	0.634874802719577	0.872424400109768	0.968126376827256	0.947332677354957	0.893671836276285	0.755649151403105	0.725961593850284	0.966393288147402	0.908869721121886	0.952230344313834	0.796100543564403	0.894352097205458	0.868793500494213	0.94249503685892	0.937337630882837	0.817853242355506	0.921758373727639	0.965769297902797	0.934694135172501	0.883012705768104	0.981053730696558	0.956208800185243	0.781518796230816	0.77320256944651	0.870771878565938	0.926746327981229	0.573730586390183	0.966202395957925	0.939529777775507	0.866889655712847	0.929077292078699	0.980878735736955	0.945627147377194	0.759202083569418	0.981167541985247	0.899524919085484	0.916732964162636	0.923380976608244	0.34805827899049	0.846125594426398	0.796810292255897	0.79371510160029	0.599569746767029	0.871479693841582	0.902572089262535	0.483472341510298	0.523669735244109	0.492937063419153	0.354315771436753
PLXNB1	0.941663146607328	0.979236617814907	0.841384964717074	0.483075003539911	0.875347136263507	0.872598574840997	0.961109668464762	0.938422846906566	0.856961009789653	0.932250921370481	0.980647552796685	0.973386786404576	0.861143586986954	0.967448391315873	0.990434661547924	0.968921101481869	0.980111152212022	1	0.770675717080363	0.949539611060036	0.971466071586833	0.911061400613449	0.872175734080697	0.800310119606129	0.911075431368808	0.91720094810604	0.94974356049941	0.921026299862441	0.885949294217734	0.936040599357789	0.988338444442891	0.939551720055663	0.979637943096281	0.832699752253175	0.570446958186643	0.943875469465732	0.899201875652409	0.9694285829568	0.908108850788438	0.947059384673458	0.958115058743182	0.89395068937368	0.907249074982493	0.889950766584297	0.583829359360311	0.885662963303019	0.951681259173007	0.934334031764107	0.843481228044348	0.7269799161914	0.823416332369349	0.976130339810903	0.902538426550238	0.965987570039518	0.765410863030175	0.886957328922236	0.896026328881528	0.942901280770463	0.902715828576891	0.814233670812577	0.915689556087206	0.958762990127603	0.879517868714056	0.845472749049181	0.972482622548604	0.97119167615903	0.705575108701811	0.702181581004238	0.938344351100001	0.925685656657803	0.646175799145001	0.950373391383227	0.964270596219046	0.890132143946887	0.965191647059311	0.964255382866815	0.964444217330206	0.66108398011893	0.945798762826726	0.91130086528246	0.869218818288129	0.896745549284623	0.252935325265888	0.784371227310272	0.711743152090307	0.725514154707043	0.556117904118591	0.825937340452382	0.938100916747075	0.379723364101391	0.415590706675661	0.41645639464915	0.251100174461504
LRP6	0.536045830930143	0.783586056499444	0.840482395213506	0.758619940369144	0.689676130628386	0.786669028610866	0.853624294178721	0.522694557017959	0.763661962075026	0.753907961191625	0.720923362339427	0.843556679538388	0.951167705801041	0.702911774796582	0.78763123927507	0.750283539333041	0.748958216441134	0.770675717080363	1	0.682045351625989	0.817342315847286	0.807229026693482	0.911298350074536	0.924229489130611	0.818503132645615	0.621628904967757	0.583498838308021	0.711110416117256	0.475661934979949	0.885893805488985	0.715877404509997	0.909226236816157	0.745145056582804	0.797075910432487	0.93433047065935	0.655256522149056	0.884166763791597	0.668330792340341	0.891485255295872	0.750052716491612	0.788313167070959	0.84623794696184	0.843170732988051	0.518561028284316	0.857809957256271	0.417392694040045	0.763338187702153	0.807995757035629	0.608225137308114	0.841589714637033	0.741927138170303	0.680338207859953	0.550334801301044	0.770606496122323	0.856084168091851	0.914651434539014	0.720629511375804	0.645113307827123	0.865992371840236	0.890441581416016	0.695973506033316	0.813513146680379	0.570892600223422	0.674551688366243	0.747333277387053	0.70914888765715	0.613967998462215	0.767465876650958	0.733514045670645	0.499534907032848	0.865337610212821	0.584960156129402	0.693345822624254	0.810424303271832	0.613332097563873	0.839415721096855	0.603876785478643	0.501848511038127	0.771465593291659	0.503992724150136	0.592571964331097	0.884593704700917	0.267572146496138	0.416212930650232	0.403204931847012	0.592482565591006	0.258593734000815	0.726267076081209	0.614165962127559	0.122540908360963	0.185253477154285	0.0821571729561987	0.032644892668774
CD9	0.925536731885409	0.914406994061523	0.706286547883365	0.382684572438331	0.78047500195579	0.74582581020256	0.87916658221947	0.905264422030748	0.811975357297902	0.867154981132772	0.920785835913835	0.897384034882831	0.749342438417737	0.939688664568069	0.955194972412561	0.888906664611986	0.939285520455869	0.949539611060036	0.682045351625989	1	0.902224332186946	0.879454130966778	0.801352081922513	0.766094934645673	0.878113302907842	0.96574621722332	0.924375860485545	0.970345162319616	0.932188302976364	0.885780523130874	0.956049088202673	0.869120211841808	0.923652588275285	0.752795093608113	0.441121457475969	0.868415689929441	0.834444869842727	0.95418648576407	0.843520353233611	0.969297919452198	0.953610126464896	0.858753529205178	0.855604185960594	0.932152081241681	0.505830671040276	0.895553841933899	0.878883012332607	0.861356935778564	0.864708060380238	0.680718155711266	0.810305925005615	0.913214019984408	0.892432587164033	0.90748717822033	0.762825057000065	0.812327187391567	0.876008339535398	0.976437396697343	0.855269034339972	0.698642998230792	0.88880283334722	0.919058562998743	0.898176308849071	0.869689213145562	0.895855321743731	0.955908460024374	0.794158762480762	0.716176698541993	0.898590366286341	0.929957803919612	0.578469143676467	0.942107742408451	0.933618988842885	0.845550055154523	0.923319264763746	0.916560534807467	0.936856092968529	0.707228796409662	0.897458250710207	0.957662483368339	0.895548464055668	0.859015904343239	0.408203371944117	0.832377601427889	0.770843581479923	0.795763162796213	0.736416345709159	0.819274228246023	0.952244336006344	0.540366301075701	0.545379948982229	0.596404260060275	0.451641550307516
CANX	0.877940024242587	0.976942888499656	0.91130872041758	0.455322024250257	0.855843613190527	0.920506537229741	0.944963034694591	0.876263285666757	0.78568518864942	0.928138819788663	0.966992298253203	0.974087000645729	0.921301988345606	0.89686303745786	0.966607873422473	0.978471487767446	0.984535422662837	0.971466071586833	0.817342315847286	0.902224332186946	1	0.949790456510183	0.885958183596389	0.828992838610964	0.850582691097042	0.891497052516762	0.926042002639557	0.869643242869438	0.853167736070409	0.960568873473929	0.963918663922689	0.963667352170582	0.94955674539669	0.865853623185096	0.653168625806809	0.947692382928455	0.940714544209392	0.958475185747811	0.926152472944119	0.929423816399428	0.969155038908565	0.946433740943472	0.961983334796393	0.839934097547344	0.69628795201886	0.822821511293454	0.982538062480628	0.949198252775536	0.886330908139151	0.804260710595241	0.746323818630519	0.944785889149104	0.887047439449829	0.928932625782683	0.814483740017203	0.931977695811199	0.845545561558567	0.905865370364772	0.960163475417455	0.872657257329521	0.919535661070768	0.952801021393738	0.901409740929046	0.88204947067376	0.975214928455456	0.943883472364019	0.770115250240538	0.790302677609641	0.877680236771878	0.876119198806176	0.65642500083328	0.931133759815053	0.922491375658687	0.865373862594594	0.902036689056044	0.98462610369619	0.918186677612015	0.73517137860085	0.9805306498505	0.846258507875806	0.892346952646824	0.932376656782107	0.341533712139584	0.804502038864287	0.752450809877042	0.775602635714123	0.533073850188325	0.885821224979783	0.86855647221814	0.420151985818188	0.481544850769464	0.423892333925558	0.291300519157153
MYLK	0.789041532823287	0.919742480939165	0.901030738707294	0.467909715100848	0.759372719399472	0.867238549172281	0.907060776271327	0.776416837867146	0.750092746594913	0.83799797688263	0.90568287896391	0.917031189036248	0.889864854613516	0.821664427916977	0.899899320783249	0.918846282588069	0.930638422115566	0.911061400613449	0.807229026693482	0.879454130966778	0.949790456510183	1	0.896492096051046	0.851577318401735	0.783809488831887	0.878474789013248	0.870532975874291	0.833079058451942	0.820287549099953	0.91885037616429	0.902359239351398	0.952933292390287	0.866231404590803	0.872001328478312	0.67496383088826	0.893770243006542	0.941235020393284	0.913614177279206	0.896783389383453	0.890909185447747	0.946828314675514	0.959766545725263	0.953728926395975	0.78976510044741	0.72653472382185	0.746356647851151	0.962844311662943	0.893067233536078	0.915050030855881	0.888574737803808	0.690711597213275	0.875911786848428	0.784584075121358	0.869378807869751	0.840900430279384	0.92055410124458	0.757188137187615	0.896517302909336	0.940660532358401	0.899493175326629	0.926842364020397	0.901895396438957	0.863227951204319	0.890005725141553	0.906505422453776	0.875975097884091	0.813265746060351	0.864934291414972	0.829227753523789	0.814266289601106	0.631657334976523	0.8838218027732	0.846537888495874	0.838683893538299	0.805417372654036	0.947015762118502	0.850190520854857	0.78071781692179	0.948682132166713	0.786102735747804	0.914652520564179	0.928420626310535	0.456778516141313	0.80679215332286	0.753512211193836	0.82497494832988	0.581809613611414	0.932430673765952	0.785121879821751	0.489296433216756	0.551907811712558	0.462553371919437	0.378071776668332
AR	0.700468774901452	0.89024601797974	0.848957240686453	0.715298590714335	0.840181696086686	0.8937227202419	0.941811983373027	0.701636801878305	0.814492897145859	0.821209173236557	0.870959646803731	0.926554491866119	0.946127531423059	0.837708233073702	0.855209973711896	0.878768944101741	0.85735372948523	0.872175734080697	0.911298350074536	0.801352081922513	0.885958183596389	0.896492096051046	1	0.923094327973155	0.874685955304021	0.74387848889887	0.743947340012137	0.785371032576455	0.635104647483415	0.909244056373798	0.82057699595692	0.955479165374984	0.870584205902308	0.923172760995453	0.808084122027044	0.819910718900888	0.950025551699974	0.803652305047287	0.916624684257874	0.805075418769866	0.859289773135149	0.90504328807649	0.904064981020435	0.634928341598382	0.805069002890978	0.590751239188867	0.857913955831318	0.868221407961662	0.702092377747285	0.880812491860512	0.737124797439264	0.808910655976806	0.632528412740905	0.91017246203673	0.874721400951571	0.946931719634361	0.774106228178917	0.800130189140387	0.878551495177336	0.919553888758783	0.808435066105252	0.908197957654726	0.685566108223643	0.725218926441223	0.876893041272334	0.80854534804988	0.623232177551583	0.785032166839789	0.832868697051156	0.667574338597416	0.697532401542887	0.741783610462627	0.78880394232212	0.915188222731884	0.75763155178142	0.906566433826012	0.759767292285342	0.592521411320475	0.868620637095668	0.652249809793839	0.716260977226829	0.929407629423639	0.219708973501276	0.587438744670649	0.516450667347664	0.646900289747247	0.359115829791347	0.787996494255451	0.727304076117739	0.214678885473974	0.232834871870879	0.158297080261101	0.0877822884201143
INSR	0.600528123909324	0.788855541086746	0.802741865755519	0.687767817683242	0.716928942227668	0.7920404347825	0.845348376968993	0.580627037803931	0.733377055615143	0.747988039080437	0.76927959494762	0.830925875387011	0.907742410989385	0.741270739663415	0.811681522837508	0.794654686589194	0.800154028156725	0.800310119606129	0.924229489130611	0.766094934645673	0.828992838610964	0.851577318401735	0.923094327973155	1	0.80338124722438	0.731730964542317	0.650956174197257	0.771867496404424	0.599368664055351	0.914807297271496	0.746196853171557	0.905500081990841	0.780562044719891	0.858285188393881	0.808055745510357	0.703486377562395	0.917928193122734	0.740768129749732	0.889621032148727	0.80849363564159	0.858739577243068	0.891195986834661	0.868781970988075	0.588713242995828	0.825676838352464	0.501186137848604	0.788434319188729	0.791091393701341	0.717619652738758	0.843748798540934	0.709166048582347	0.701133046623382	0.597492558269544	0.83268176376684	0.943143215813861	0.943031294682687	0.738881524021538	0.764968629541596	0.896674151036545	0.85434284001396	0.745247602489013	0.864483987334241	0.680359117336421	0.766856860866256	0.78141906424201	0.749904909175912	0.740750697298178	0.845949657045464	0.746513782603757	0.594142335996548	0.696396232635148	0.673403641230156	0.746293537101487	0.870635794686106	0.659375765338381	0.855937863975982	0.668741162506725	0.671197816629685	0.811641892319408	0.596142088915919	0.723281656806826	0.942931318006902	0.423718894660818	0.578873353220455	0.559170726281476	0.736925966154092	0.426460229374608	0.820808392201165	0.663188804060271	0.338953039300816	0.374282519243499	0.278963589362867	0.237202335460117
ACKR3	0.835139397067668	0.889322541345362	0.729447131866132	0.655137113601181	0.797509887569333	0.755364337625839	0.923253072196309	0.822105479150893	0.913457772876093	0.874338943447846	0.868192246988037	0.917656927843271	0.816798917668656	0.947151191935921	0.918899514885656	0.828540513360142	0.844433886485973	0.911075431368808	0.818503132645615	0.878113302907842	0.850582691097042	0.783809488831887	0.874685955304021	0.80338124722438	1	0.799786997212903	0.794195688740523	0.908648494608548	0.714480037259928	0.850488650347008	0.88798460432973	0.888184949294657	0.91294081398268	0.740787460070771	0.647401743610247	0.769657524865103	0.821784486145327	0.825455690326884	0.884751729789801	0.875923915652656	0.858840388975863	0.792852764608693	0.799455484057942	0.782035053326229	0.570908460782637	0.739651785694545	0.794669338283146	0.850598299114848	0.642950325289982	0.684773437197765	0.935640166012123	0.857105998734644	0.748966927529762	0.901947789932234	0.716327709351939	0.832090445143122	0.883844427164636	0.840317704499039	0.775757597568956	0.74380273252336	0.760315317940778	0.885298749096695	0.661576929001314	0.689293295654852	0.858488899682335	0.87505008786239	0.545489092598104	0.582751241492856	0.92814382025778	0.770785945176933	0.766567658790144	0.782380573361463	0.887142384121228	0.899080148104947	0.883075012173392	0.857569931062548	0.850373465564031	0.429162630680462	0.798837365594216	0.805284310044459	0.660006299667364	0.817584903370794	0.0934016938339768	0.554886846916023	0.464481999077968	0.552078189671014	0.436318289007536	0.666881416031754	0.892352734568176	0.154114656786202	0.162524198170629	0.216104775104735	0.0531709901630266
SIRPA	0.890863374636223	0.877097410823127	0.737701076781401	0.336251415341613	0.713287800923543	0.721799841873672	0.842596424507898	0.87821424181016	0.776297830400875	0.793522261455045	0.897177736424034	0.851088552524076	0.702232736546272	0.880061691769291	0.91882812370964	0.869148555416097	0.929788795457368	0.91720094810604	0.621628904967757	0.96574621722332	0.891497052516762	0.878474789013248	0.74387848889887	0.731730964542317	0.799786997212903	1	0.911598942938615	0.930395804024824	0.962473909512683	0.865648111309972	0.931952605133645	0.841291571497306	0.879138500277719	0.733332971909409	0.409701585712755	0.865454394909744	0.805434667077724	0.95162114599658	0.834517663151135	0.962687224188909	0.948164897980738	0.875390848200055	0.828021610498055	0.917277160484012	0.45533243696948	0.883025149131217	0.888053706830189	0.838033322759356	0.920652391544561	0.687830510124809	0.734796912573762	0.899749003285651	0.868372826939724	0.863555990026953	0.744438412770143	0.801208685715648	0.8063250662363	0.968167228433506	0.855302394771737	0.698079056347609	0.92363651464446	0.888351643278634	0.923357543412717	0.933927054997329	0.86664001991859	0.919447550659882	0.856330724461332	0.724537868228916	0.850823646748786	0.931060041833981	0.516326095501017	0.956205689298083	0.918944376049028	0.839014437886861	0.884872223603342	0.898973585359838	0.923619599193162	0.797995271295369	0.88881563626713	0.954100727652283	0.949181016303749	0.856803309147399	0.518904877005228	0.876205660702765	0.854878369912484	0.879072022925415	0.810785212463177	0.881380657313768	0.918061067443752	0.664600233564639	0.667469120766929	0.700262488670902	0.572130205870463
CD99L2	0.970729593877909	0.930360066332057	0.761974174454251	0.247565663010872	0.813080254431586	0.811032428068282	0.865813331565697	0.963548953252755	0.723557322626259	0.901653040651232	0.95425172041075	0.897391337168293	0.732215864256587	0.911533795174325	0.937368227574038	0.937950538919889	0.949346118501786	0.94974356049941	0.583498838308021	0.924375860485545	0.926042002639557	0.870532975874291	0.743947340012137	0.650956174197257	0.794195688740523	0.911598942938615	1	0.87836018742174	0.947576320233029	0.837074950766556	0.973468797395287	0.846995376036086	0.92916322610991	0.73843727912987	0.356660103720539	0.94128949620557	0.815558327151825	0.97078191553239	0.798801958507553	0.905088366543266	0.923227360909836	0.819702924168392	0.852603770211444	0.926157510898677	0.439131902067828	0.957982236721968	0.928991666820138	0.851419406985503	0.885054923191899	0.626154480912968	0.718961231209667	0.944786667984639	0.942184838916287	0.89215968095811	0.652949445796138	0.779932070833345	0.815829005354608	0.950110703784144	0.826885878995182	0.696985514035195	0.894045732768238	0.885606476676971	0.918878832444195	0.844796369614222	0.941785364807389	0.960820081914718	0.696123676381887	0.640543994378618	0.881827751188876	0.970576118124655	0.460149336400814	0.982982900485666	0.931927817958005	0.780727335582894	0.961663911253763	0.895435661415454	0.977835376932955	0.692955441326837	0.917823031909716	0.945376297292222	0.90102599104989	0.790167890773587	0.285147870669677	0.890375951841445	0.797443222023889	0.722943577818215	0.623911356354806	0.808188580734092	0.92429630090691	0.48107200254944	0.519782729065238	0.539066955547159	0.357560398665805
SMAP1	0.891702083892393	0.869187100205615	0.680908315081065	0.44516316468742	0.705689502232887	0.672341590458172	0.863588891156164	0.856167697774476	0.845461121060474	0.848116735474776	0.863895506447626	0.869559769255383	0.733729292297233	0.922096317635813	0.94454725606409	0.830315853256305	0.887325367501427	0.921026299862441	0.711110416117256	0.970345162319616	0.869643242869438	0.833079058451942	0.785371032576455	0.771867496404424	0.908648494608548	0.930395804024824	0.87836018742174	1	0.878806992694364	0.871115275830097	0.930138420578157	0.857486287144089	0.890401162015111	0.669713414836784	0.479022384302237	0.782928079468958	0.799035292506336	0.896053692229403	0.861721429428027	0.968135077037996	0.931573551389753	0.818006014971946	0.812718198001131	0.905471301990318	0.475049100665571	0.843974243577843	0.835390575915696	0.810054434857687	0.805940278012184	0.664658771615876	0.886890761137045	0.867395512264447	0.862643241148465	0.866277794562063	0.739861991670131	0.813437023121105	0.884264706399989	0.938396923675731	0.822661198046901	0.667939227721683	0.849983507395884	0.88484992569899	0.825651163914727	0.850053244104959	0.847568281083666	0.937226759782435	0.756184062758628	0.655799204194246	0.920081996673529	0.876516906737566	0.669563828714542	0.883974553023561	0.932382494096343	0.848474000218694	0.901369980400909	0.875092082071183	0.909191878419715	0.624070928209368	0.835090557435551	0.925465333558296	0.828085834013003	0.824588000098765	0.384811394636411	0.748772637278661	0.691607737717004	0.750158203216525	0.695812078067094	0.772513185274838	0.950616617405315	0.45813127560175	0.467843725636583	0.544577707102781	0.382074041193681
