""	CD44	CXCR4	ITGA4	CLEC2D	GPR171	PTPRC	ITGA1	CD3D	TNFRSF14	CD2	CD96	ITGB1	CD3G	CD69	RPSA	JAML	CCR5	CD46	CXCR3	NCL	CD8A	CD8B	S1PR4	SIRPG	ERAP1	CD74	DIP2A	CD47	CD247	CD6	ACTR2	PILRB	KLRD1	PTPRA	TRADD	JMJD6	IGF2R	PTPRZ1	F2R	CXCR6	TSPAN5	RACK1	LAMP1	ITGAL	KLRB1	PTGER4	STX4	CD63	TSPAN14	ATP5F1B	SMAP1	TNFRSF1B	CD81	APLP2	CANX	C1QBP
CD6	0.608199426865656	0.85608628051942	0.382363581095649	0.734732530918856	0.489001454861294	0.557845485461647	-0.0295985507325712	0.672196786884189	0.895435460656453	0.762875382149104	0.517752578443611	0.223379212085612	0.642003847587995	0.804110238600591	0.807076595314665	0.721313977908126	-0.0335964489983436	0.533681311521867	0.619859512957522	0.426640322003489	0.182407327273881	0.264960501199282	0.883230495929046	0.529954799417302	0.204898790728176	0.690471767693692	0.228456518571143	0.493063610867478	0.676595319412419	1	0.702894152058009	-0.434939847880449	0.466566559671891	-0.230084394760055	0.830987312123874	0.713303877488095	0.116969961636736	-0.447310419719122	-0.204103260852984	0.531459502200421	0.601502474706305	0.794275855700267	0.169990308656571	0.295211041241177	0.757466452841288	0.795086017613764	0.667011594892183	-0.0151229501804821	0.559054325483571	0.574652175685728	0.415499342452782	0.751098675366368	0.492317320584607	0.125272025927494	0.149305722125762	0.350906156925653
ACTR2	0.738128624544255	0.810075201293907	0.341197373629079	0.610597549103069	0.384498767197913	0.659001266992799	0.140535043809542	0.763567041371987	0.818348268243045	0.742014440457284	0.597437568378714	0.486678522467843	0.746398737242997	0.85250033853796	0.829663060368501	0.688925485947364	0.138890398686913	0.582559980986984	0.496705176931902	0.437709415032881	0.302733484700928	0.413449734230647	0.675998308326884	0.453475883418068	0.463962740135151	0.748185051035242	0.340260974832311	0.474433340870336	0.703312745704746	0.702894152058009	1	-0.314114482190104	0.298495870832624	-0.0428959297442887	0.727778693650187	0.741045654161404	0.280642820905224	-0.298881535979935	-0.0441167216808688	0.631707670088217	0.43745844948429	0.827262610965619	0.367691800518825	0.462481739715039	0.712402745614132	0.598573565047605	0.254225299509701	0.0656272374286151	0.676693455623859	0.599015934190999	0.536626135491349	0.849961201423436	0.666669601258479	0.133562202556278	0.347245314425785	0.432144652913964
PILRB	-0.213983679886415	-0.47923842194064	0.0798017822651749	-0.3925865568972	0.160467079973769	-0.00791993667027872	0.315026800637764	-0.184916179375353	-0.385015092996969	-0.226616691151485	-0.100417822290266	0.0977469278835378	-0.161861361208192	-0.496769459131519	-0.553310260599579	-0.348773193748859	0.528424315542798	-0.145492794670081	-0.13785648655441	-0.364410456789798	0.220744029061067	0.0786110659375761	-0.484589897299781	-0.191292455653133	0.172508195746814	-0.378028404163396	0.021218658976279	-0.0578089680245595	-0.279895633620322	-0.434939847880449	-0.314114482190104	1	-0.145946152418266	-0.0892237645376138	-0.560066201742554	-0.428305215297985	0.326196466908882	0.00271276853709686	0.444704810600848	-0.175149827791684	-0.367904120894727	-0.567537627938739	-0.271437852186037	0.242622899697037	-0.547300544088146	-0.435587081877128	-0.254450075610856	-0.362047040072473	-0.164824607781432	-0.637165203312211	-0.48489939619929	-0.365510888379227	-0.409558546113359	-0.315102353361584	-0.254117053552357	-0.512550637654896
KLRD1	0.540139350364986	0.588771358430772	0.752490497071558	0.780648801875756	0.261806259824323	0.757333195644985	0.55359961044817	0.466809446425793	0.348186077778824	0.737875376191521	0.678950805610653	0.618117266202724	0.533444798829835	0.445557302423707	0.214729741509647	0.469364503366778	0.323970414010578	0.42320279801599	0.608129419989521	0.440266849736311	0.473302147182943	0.465968731912792	0.30096848839758	0.768435156748742	0.00482579868335339	0.0741374922084847	-0.0838109612755471	0.38494184047291	0.670044342262371	0.466566559671891	0.298495870832624	-0.145946152418266	1	0.282637702484179	0.433905171496875	0.525072856470544	-0.0157780584439276	-0.332707881545057	0.0543435489786763	0.568330107557982	0.761930750834947	0.160110548164532	0.344590612440892	0.0600959964526728	0.185677441246072	0.692741269441871	0.469789657222602	-0.179017280678403	0.541017559390674	0.0999878604906053	0.333881248955365	0.33154708080661	-0.11361451531706	-0.0803029329021721	-0.0179885651541009	-0.0915626175167313
PTPRA	-0.107219766512699	-0.0166139745896817	0.280012604321112	0.268455234774328	-0.311899342120119	-0.0259975372240509	0.0912165719487867	-0.255588191329708	-0.152684698949471	-0.0425680417672057	-0.0217473087818441	0.205084255294001	-0.206802131134076	-0.0607498912644775	-0.0652428159361734	0.0488044096087901	-0.199520139859381	0.330917914628442	-0.00100725070800415	0.599013332738232	-0.142400139760738	-0.14152854895993	-0.203730894401904	0.247529552406133	-0.115935464672528	-0.0597789212254518	0.104610440523036	0.303940226155403	-0.0290754104831948	-0.230084394760055	-0.0428959297442887	-0.0892237645376138	0.282637702484179	1	-0.0509470949819674	0.0396404516473418	-0.145406016413743	0.674070499157855	0.180710220321852	-0.156699490835512	0.276406844748085	-0.111108186759675	0.632761177867468	-0.38203832682574	-0.118156587713779	0.147656042140366	0.0458526296073284	0.554002849900167	0.208215397957458	0.163230402452668	0.492486552131828	-0.137033085758212	0.0108177127552922	0.461184317000481	0.542994954039792	0.25290289793524
TRADD	0.602275191032832	0.923657566421915	0.330322973447969	0.828699166263849	0.201497475365472	0.53046563411441	-0.0853866544155607	0.608184885369877	0.837513687515791	0.735171440890236	0.48256719279733	0.251745409974772	0.584572581345836	0.903603655653513	0.916870756923847	0.69896870722206	-0.170574950049498	0.62750097424702	0.493965154831637	0.535650417203388	0.0100357088842478	0.137837356690439	0.864821338417685	0.545642945960307	0.299905319319228	0.787975410032418	0.266563632439085	0.583044278374441	0.680097434930678	0.830987312123874	0.727778693650187	-0.560066201742554	0.433905171496875	-0.0509470949819674	1	0.846213388148248	-0.00696713012098772	-0.293804238459314	-0.282657752954132	0.51255272742374	0.622389640732382	0.909296363810781	0.365531732557883	0.188749619024988	0.916275740389173	0.851425801333407	0.532633329036989	0.182389061315077	0.683645378101307	0.738766256189894	0.531816598401835	0.818099176913585	0.585511742969282	0.290120017019477	0.364887548799065	0.512529714989709
JMJD6	0.643215536591005	0.898203565263171	0.345944382947293	0.81960145561617	0.317570319079497	0.635067018347352	0.0676157371375814	0.679687406095737	0.734288021982434	0.778710627262413	0.668096920853222	0.343649473769474	0.629609182893191	0.862138178286735	0.813099757956504	0.543991634298357	0.0273262375228644	0.69843993512719	0.512659145327753	0.584785566614385	0.116383324065679	0.237244703322875	0.69085274284741	0.474867947419036	0.329808243176009	0.646296851409878	0.228383459459925	0.480417829828891	0.773167260227887	0.713303877488095	0.741045654161404	-0.428305215297985	0.525072856470544	0.0396404516473418	0.846213388148248	1	0.122629530775184	-0.27641024573754	-0.157328601206059	0.582662299393897	0.645334781429481	0.787106818647706	0.482461152638083	0.321854339755579	0.785964436968164	0.866517400252243	0.426488720656938	0.123550652834914	0.8225527933685	0.587153340851434	0.568040787942339	0.715542172668827	0.518221628159871	0.212835082806667	0.399019989237809	0.434393203667083
IGF2R	0.141399016688852	0.0749301661586325	0.0120634122309418	0.0102263497795061	0.295108859081636	0.267046585586519	0.177441468509855	0.208310973101526	0.207514222326176	0.157677160124188	0.39112563813643	0.257111330960922	0.188063293936423	0.157246469325335	0.103122019673396	-0.108238207382274	0.375666643220595	0.415590517257907	-0.107743962265153	0.083150103686902	0.0212434218558156	-0.0487366236868322	-0.00114484453017327	-0.101184979695204	0.448090711025222	0.202293774825883	0.278823076580549	0.132581118722836	0.0509236875139709	0.116969961636736	0.280642820905224	0.326196466908882	-0.0157780584439276	-0.145406016413743	-0.00696713012098772	0.122629530775184	1	-0.110189046681959	0.180619315837089	0.100417704047569	-0.319051680170754	0.0864875195742631	0.127563520234488	0.232238966369461	0.135710237943614	0.0887731034662864	-0.0911806673453616	-0.140068304234368	0.285313706553574	-0.0682024034574192	0.0242394954602798	0.124935408772755	0.0141866405463944	0.0215794439938188	0.0853495968708458	-0.0498682815628425
PTPRZ1	-0.597321818857209	-0.401242115036767	-0.376891778955784	-0.241858034309351	-0.453392392714675	-0.605262589146684	-0.461242972021599	-0.602250216293368	-0.385044694890694	-0.580711186444709	-0.512009461809076	-0.363763536362015	-0.645510785387155	-0.377186664131356	-0.239320031727762	-0.417656189583505	-0.513692661157652	0.0577079408601731	-0.504238029127579	0.274884101842953	-0.57036016314597	-0.567063978666986	-0.352574746248705	-0.359117460977292	-0.28566720150909	-0.150037541730833	0.191052595905887	-0.0938396729933877	-0.514194932695173	-0.447310419719122	-0.298881535979935	0.00271276853709686	-0.332707881545057	0.674070499157855	-0.293804238459314	-0.27641024573754	-0.110189046681959	1	-0.105052271137185	-0.587678650462494	-0.226794352089843	-0.238797952626834	0.416401853708836	-0.537812644661639	-0.202414225758857	-0.2356159998709	-0.102274716868017	0.624628483851314	-0.248812826621934	0.0430134758672041	0.130427722375288	-0.412682744531305	0.126993683133624	0.655179242384397	0.565582080262976	0.240330323224991
F2R	0.221207597122225	-0.184474833786502	0.313548059759459	-0.0469845199449308	0.459313488137582	0.230064101953101	0.524734332110058	0.104795708857677	-0.10280275800787	0.120363392126051	0.201175922893286	0.259560826900699	0.203217773210001	-0.196481921727937	-0.200768994527364	0.11627773900479	0.637030814928412	-0.0728383071983882	0.312357911165822	-0.114864276349687	0.524841639881057	0.401583692285678	-0.111254809573712	0.100534154365993	0.575777850284784	-0.200701511085507	0.310126115862315	0.295528816134694	0.08148399868917	-0.204103260852984	-0.0441167216808688	0.444704810600848	0.0543435489786763	0.180710220321852	-0.282657752954132	-0.157328601206059	0.180619315837089	-0.105052271137185	1	0.159884536907444	-0.0064867858709239	-0.210891946048074	-0.0980421749115657	0.46798662022499	-0.356717246379568	-0.250470821278994	-0.205369150148321	-0.150461620561641	0.0905618346271835	-0.178159369899087	0.11599416328796	-0.0972675202989783	-0.216991419868316	-0.371451032587422	-0.16148931289173	-0.148824644122285
CXCR6	0.894169742072002	0.688243907250004	0.523016861305375	0.563541745231466	0.57468180059888	0.841773435654404	0.627215315404737	0.884784637448225	0.472177624353815	0.821440274690977	0.790011167424472	0.664752271132227	0.941641986826553	0.669995424071133	0.421426781309104	0.540941301274186	0.568067918753805	0.321420157660283	0.720401120027442	0.0464188512832412	0.724424579994967	0.793344692451095	0.518235986054778	0.594395940480518	0.382300500469503	0.189008900747547	0.144571751937045	0.367142488370375	0.917302217956542	0.531459502200421	0.631707670088217	-0.175149827791684	0.568330107557982	-0.156699490835512	0.51255272742374	0.582662299393897	0.100417704047569	-0.587678650462494	0.159884536907444	1	0.555084370232458	0.431259031938442	0.149048823419045	0.656540925271555	0.362797444878006	0.451971816026617	0.0705633145086022	-0.412787111909192	0.496343965498194	0.177481381122601	0.364153245969395	0.600050716794297	0.135733295198068	-0.453673723821166	-0.235766352239572	-0.103142470606725
TSPAN5	0.605815185111801	0.74125233571588	0.650605226306858	0.818405101382971	0.337937366024881	0.633094811940194	0.291292145220867	0.587029704885695	0.520748534221295	0.746716543815234	0.540232219285836	0.38281372414296	0.55929456555229	0.600493598712891	0.446873078313895	0.632060813224321	0.0307420917182079	0.371384207750509	0.692251601538903	0.486100335835613	0.416842206570519	0.508240185719448	0.519139459170157	0.778389063789414	-0.0459357620785975	0.224355991624929	0.125780808312769	0.450200523935824	0.733636977153211	0.601502474706305	0.43745844948429	-0.367904120894727	0.761930750834947	0.276406844748085	0.622389640732382	0.645334781429481	-0.319051680170754	-0.226794352089843	-0.0064867858709239	0.555084370232458	1	0.421187870974312	0.420441346085742	0.203254206666384	0.365086702188773	0.740656014196616	0.651289681344021	0.0543307762494724	0.521197361310541	0.332386430445839	0.521084866502527	0.541523688827502	0.226110657329383	0.097094747511116	0.122313095528784	0.149083985594188
RACK1	0.556006633407821	0.836333435079	0.158272129053083	0.649417804371674	0.238966970157705	0.39418932488486	-0.204621862655824	0.580717730110776	0.872817389072314	0.614697680241898	0.379173246012984	0.152231899015733	0.551179146089531	0.873366696499017	0.989740745141648	0.673154400393081	-0.196560049884006	0.584044304554471	0.404183380874199	0.516432140623692	-0.0658873890699237	0.0636901548240824	0.866612374179042	0.334485179300178	0.408185041382843	0.896077320793481	0.347885778345996	0.550909355520091	0.579275503904682	0.794275855700267	0.827262610965619	-0.567537627938739	0.160110548164532	-0.111108186759675	0.909296363810781	0.787106818647706	0.0864875195742631	-0.238797952626834	-0.210891946048074	0.431259031938442	0.421187870974312	1	0.309609524422028	0.266259956132249	0.93791391719526	0.699382341469515	0.380402284340245	0.299550563917731	0.644263984541399	0.838784865514345	0.583444921668746	0.823168086931613	0.748094268975847	0.306616733046964	0.447497987594157	0.692552826588411
LAMP1	0.152438527351729	0.419399630673996	0.140819963092436	0.511792702686971	-0.0492183041442746	0.219587201095377	-0.0564385769326078	0.156664904300114	0.234647349024768	0.26863022407534	0.268197724275969	0.204728017668343	0.121191173463522	0.380359037924893	0.332756537065597	0.133650613602491	-0.173452043795715	0.572567570540627	0.173044275728306	0.70432799664471	-0.100462861544371	-0.0399856893925452	0.161287841835239	0.282654452318345	0.0574602602758572	0.280915856377485	0.293547951865471	0.368053262997782	0.310843422219562	0.169990308656571	0.367691800518825	-0.271437852186037	0.344590612440892	0.632761177867468	0.365531732557883	0.482461152638083	0.127563520234488	0.416401853708836	-0.0980421749115657	0.149048823419045	0.420441346085742	0.309609524422028	1	-0.163375288654518	0.304611157308248	0.509324250874908	0.206164243875827	0.483797350168321	0.553666396005081	0.425944022217049	0.514201431811569	0.21011404862002	0.339966111652361	0.542116110862202	0.674728687038531	0.389444246852391
ITGAL	0.681309445442879	0.349004329726733	0.320797547609905	0.144137836541099	0.753180309467462	0.553298822434136	0.447940601707331	0.738247659739261	0.342697423261826	0.517221125422811	0.523025498641623	0.331323033085153	0.685612540944684	0.359762995380272	0.23486509391105	0.320039412812907	0.591756949750149	0.126292882552556	0.48350872932226	-0.272131589362017	0.644764422059714	0.678875515468095	0.304327926083706	0.261196554279781	0.527412492890643	0.120490625992987	0.314330609131988	0.24336767668829	0.56917824966626	0.295211041241177	0.462481739715039	0.242622899697037	0.0600959964526728	-0.38203832682574	0.188749619024988	0.321854339755579	0.232238966369461	-0.537812644661639	0.46798662022499	0.656540925271555	0.203254206666384	0.266259956132249	-0.163375288654518	1	0.134677312705757	0.0762091924796065	-0.0441370631622262	-0.399159156535979	0.287722514773681	-0.0783416685572328	0.165377438925947	0.447271768409844	0.149040185710092	-0.51851629491227	-0.349012929592433	-0.176160127957594
KLRB1	0.462056915706119	0.817230449387612	0.12859176895043	0.659581445951152	0.0764409442691443	0.350719221296883	-0.239218581247322	0.485337182145716	0.793168402041228	0.574382932204653	0.339527274005511	0.146157145514802	0.471351632547476	0.866568873296498	0.938241125937948	0.581864716943438	-0.264217153867229	0.683830221954996	0.305188176856838	0.4936476619168	-0.223476110471991	-0.095304801178634	0.811807888670495	0.299757675938562	0.369427294273502	0.863719382293258	0.285504579278314	0.548388731030467	0.538080847791257	0.757466452841288	0.712402745614132	-0.547300544088146	0.185677441246072	-0.118156587713779	0.916275740389173	0.785964436968164	0.135710237943614	-0.202414225758857	-0.356717246379568	0.362797444878006	0.365086702188773	0.93791391719526	0.304611157308248	0.134677312705757	1	0.744503495549706	0.346678034499847	0.226203291765762	0.666065782445376	0.752967299038147	0.536961493555084	0.775543817512595	0.604116358773139	0.31939557504339	0.451309669467249	0.588212735702303
PTGER4	0.534058112412637	0.898226582124703	0.491583577996752	0.924711002942911	0.253359600186943	0.610346783245287	0.0457581061116642	0.560537697707716	0.755719698745692	0.779086338981639	0.623095968652619	0.300055839186602	0.520052019496184	0.813356666361343	0.74317980938633	0.578510390294465	-0.0952905304311292	0.737502354358378	0.506399821689662	0.707756489763925	0.0378022577262894	0.131719700891464	0.674287825402461	0.632819773304489	0.116314959040321	0.602407840398034	0.17385180361866	0.555645948735077	0.693173566864715	0.795086017613764	0.598573565047605	-0.435587081877128	0.692741269441871	0.147656042140366	0.851425801333407	0.866517400252243	0.0887731034662864	-0.2356159998709	-0.250470821278994	0.451971816026617	0.740656014196616	0.699382341469515	0.509324250874908	0.0762091924796065	0.744503495549706	1	0.675097991179569	0.161564330738909	0.791913906306019	0.545852458543046	0.579620409985733	0.630972315583084	0.344853225055934	0.319631646520539	0.384613189509488	0.397055557706503
STX4	0.190871910521027	0.525793688348525	0.385712621522978	0.614545688436727	0.313462730122258	0.259516608910692	-0.168478563039294	0.256310064691297	0.585462765928226	0.443920073156172	0.23114138572439	-0.0514446103701288	0.13684196218157	0.397766931080471	0.413462334210931	0.443846379050825	-0.266150506084149	0.277301328305673	0.310768988453963	0.48285484471727	0.0245597981224082	0.085522937079641	0.517020898730582	0.508995316993677	-0.205313915554595	0.33544451363774	0.170373892756277	0.299504487265782	0.27599209887873	0.667011594892183	0.254225299509701	-0.254450075610856	0.469789657222602	0.0458526296073284	0.532633329036989	0.426488720656938	-0.0911806673453616	-0.102274716868017	-0.205369150148321	0.0705633145086022	0.651289681344021	0.380402284340245	0.206164243875827	-0.0441370631622262	0.346678034499847	0.675097991179569	1	0.217971827801859	0.265460376437484	0.318175117312041	0.234522035526001	0.385645699726935	0.315937750350385	0.437759344726612	0.186875193125197	0.240691725317255
CD63	-0.307268332740815	0.0295094398909769	-0.167500269615905	0.0951433013400598	-0.320303284853983	-0.390250491769764	-0.533950068608805	-0.318175807614726	0.079563455417356	-0.252577033487736	-0.305048725446587	-0.30570517233305	-0.402414760715064	0.0258976436333812	0.297105829125658	-0.0171812833946114	-0.635042390117407	0.196328901332513	-0.268610027932055	0.634187473203608	-0.599036539865768	-0.538104709986138	0.0943773603413826	-0.095733835140862	-0.137376848452211	0.327005247930223	0.101142210795798	0.168499809548303	-0.245412855383176	-0.0151229501804821	0.0656272374286151	-0.362047040072473	-0.179017280678403	0.554002849900167	0.182389061315077	0.123550652834914	-0.140068304234368	0.624628483851314	-0.150461620561641	-0.412787111909192	0.0543307762494724	0.299550563917731	0.483797350168321	-0.399159156535979	0.226203291765762	0.161564330738909	0.217971827801859	1	0.0769717950368024	0.592357066213378	0.451167495526254	0.0038286885316449	0.578764086799553	0.788373013233349	0.686359142504928	0.783694524737582
TSPAN14	0.58786769664384	0.774728693044268	0.506541116417569	0.797459950601304	0.259613159886488	0.679724703345168	0.215032765972005	0.559926290952614	0.6589520061667	0.748353159146825	0.642542234041148	0.482406788613846	0.590423246077894	0.737039924476697	0.689736889030245	0.548197383283333	0.180640318421656	0.82877405263308	0.523875810369105	0.62737608536287	0.131223212244525	0.186114818043729	0.508577078266573	0.492611557793724	0.517072416037043	0.639892551459998	0.282024958259488	0.709546697565517	0.698086357386297	0.559054325483571	0.676693455623859	-0.164824607781432	0.541017559390674	0.208215397957458	0.683645378101307	0.8225527933685	0.285313706553574	-0.248812826621934	0.0905618346271835	0.496343965498194	0.521197361310541	0.644263984541399	0.553666396005081	0.287722514773681	0.666065782445376	0.791913906306019	0.265460376437484	0.0769717950368024	1	0.472606436074559	0.58528095279419	0.59415352889347	0.277107568270432	0.11592731946918	0.459305177606216	0.366383071537086
ATP5F1B	0.232944432972052	0.586599402234849	0.0199345841664882	0.534921504218084	0.011360861161694	0.112393466542694	-0.320384563481347	0.215648625066047	0.602812033302968	0.362801629543775	0.0834744930534406	0.0332487550500902	0.260635963476467	0.614291587477171	0.840570256432536	0.553334054693301	-0.364266482535512	0.444361402358853	0.334686108322132	0.680092674562795	-0.230688952171332	-0.149320698013654	0.743783490789673	0.233169422979085	0.294412326757634	0.773014429576119	0.204480938703171	0.492550271843721	0.320106294936359	0.574652175685728	0.599015934190999	-0.637165203312211	0.0999878604906053	0.163230402452668	0.738766256189894	0.587153340851434	-0.0682024034574192	0.0430134758672041	-0.178159369899087	0.177481381122601	0.332386430445839	0.838784865514345	0.425944022217049	-0.0783416685572328	0.752967299038147	0.545852458543046	0.318175117312041	0.592357066213378	0.472606436074559	1	0.567745241100277	0.537507214200517	0.748937844042567	0.477019024354289	0.584434397154512	0.88809027863558
SMAP1	0.494252184056735	0.601604721374098	0.413915472282259	0.601980826344168	0.162493928775541	0.360859627384702	0.135038455280868	0.421150531510606	0.478500569890442	0.509794459025815	0.419497122932396	0.314720706745187	0.417592060715132	0.608957619317829	0.592881392536599	0.511889764768774	-0.113870950206096	0.631658602688424	0.366759964960325	0.637047599357677	0.0201984072381876	0.113752269867013	0.451700752720061	0.48619364625083	0.238943290640818	0.445288341606942	0.269803475510104	0.598215185003887	0.539402464287834	0.415499342452782	0.536626135491349	-0.48489939619929	0.333881248955365	0.492486552131828	0.531816598401835	0.568040787942339	0.0242394954602798	0.130427722375288	0.11599416328796	0.364153245969395	0.521084866502527	0.583444921668746	0.514201431811569	0.165377438925947	0.536961493555084	0.579620409985733	0.234522035526001	0.451167495526254	0.58528095279419	0.567745241100277	1	0.511437742942739	0.38964761996818	0.289262207256509	0.430943582597172	0.530647471082916
TNFRSF1B	0.770836700374001	0.854346587536343	0.484580706136541	0.659834329329981	0.309440939393761	0.650505986423941	0.171340206652116	0.746000905113857	0.844830212286983	0.771659075241865	0.521065162437893	0.500638538729533	0.715201281799077	0.893947355949767	0.823360387579331	0.824593369632036	0.019689960297829	0.545075153785858	0.525019779443055	0.307820799502588	0.259435047440865	0.388196292146114	0.773857217589149	0.60531140902629	0.408462500881071	0.751667938839593	0.328567983900841	0.533820592797278	0.712193006332695	0.751098675366368	0.849961201423436	-0.365510888379227	0.33154708080661	-0.137033085758212	0.818099176913585	0.715542172668827	0.124935408772755	-0.412682744531305	-0.0972675202989783	0.600050716794297	0.541523688827502	0.823168086931613	0.21011404862002	0.447271768409844	0.775543817512595	0.630972315583084	0.385645699726935	0.0038286885316449	0.59415352889347	0.537507214200517	0.511437742942739	1	0.563375715026462	0.074649839471394	0.147581933379193	0.313440653284957
CD81	0.229240341335933	0.477622497070944	-0.130888801708428	0.297433258862897	0.106493672095668	0.0459874208481847	-0.414224508061669	0.303557060813492	0.562031749321106	0.215515868422292	0.0512994271967184	-0.0810557154785383	0.206896476668814	0.502618932935424	0.724541491279193	0.356308146111322	-0.345338337734791	0.275245922970594	0.134424563801314	0.456017838689941	-0.179152976161015	-0.0588358672305036	0.590976297867226	0.037284676505632	0.195991753708417	0.683939959001479	0.269905768117433	0.222615648296455	0.239710443819921	0.492317320584607	0.666669601258479	-0.409558546113359	-0.11361451531706	0.0108177127552922	0.585511742969282	0.518221628159871	0.0141866405463944	0.126993683133624	-0.216991419868316	0.135733295198068	0.226110657329383	0.748094268975847	0.339966111652361	0.149040185710092	0.604116358773139	0.344853225055934	0.315937750350385	0.578764086799553	0.277107568270432	0.748937844042567	0.38964761996818	0.563375715026462	1	0.558135355790205	0.549177030018503	0.733729799273107
APLP2	-0.326866194959042	0.129383438378331	-0.21306688819483	0.212136729468013	-0.316818724464379	-0.319685208199649	-0.631710746930979	-0.285633378783119	0.218273165424896	-0.181221796596521	-0.217643451225868	-0.3408975936264	-0.412845772435769	0.113562167065531	0.324278042358687	-0.0415594700756565	-0.672723882137179	0.296470989920876	-0.334862855517605	0.637457256024743	-0.633343519490825	-0.571298890731496	0.134115223193011	-0.0852908724744524	-0.220112933890343	0.391879170298163	0.184560508066857	0.10363711425851	-0.250910858339141	0.125272025927494	0.133562202556278	-0.315102353361584	-0.0803029329021721	0.461184317000481	0.290120017019477	0.212835082806667	0.0215794439938188	0.655179242384397	-0.371451032587422	-0.453673723821166	0.097094747511116	0.306616733046964	0.542116110862202	-0.51851629491227	0.31939557504339	0.319631646520539	0.437759344726612	0.788373013233349	0.11592731946918	0.477019024354289	0.289262207256509	0.074649839471394	0.558135355790205	1	0.793950724787978	0.591081590989959
CANX	-0.136581331615272	0.249035779717844	-0.135945650486756	0.326207976448869	-0.263588491883256	-0.132292666415859	-0.458450185864696	-0.148513201291497	0.296587343568044	-0.00412442989532591	-0.0830516279886897	-0.124285408630274	-0.165433409672786	0.25160999928599	0.472341881224939	0.0955528228023304	-0.413559396705372	0.507209592930795	-0.103857893556016	0.704999772879949	-0.502970168095978	-0.460047984518796	0.21331940998458	-0.0913157396986141	0.140367076786232	0.545582191520696	0.26015377372363	0.374759262695287	-0.029759139076855	0.149305722125762	0.347245314425785	-0.254117053552357	-0.0179885651541009	0.542994954039792	0.364887548799065	0.399019989237809	0.0853495968708458	0.565582080262976	-0.16148931289173	-0.235766352239572	0.122313095528784	0.447497987594157	0.674728687038531	-0.349012929592433	0.451309669467249	0.384613189509488	0.186875193125197	0.686359142504928	0.459305177606216	0.584434397154512	0.430943582597172	0.147581933379193	0.549177030018503	0.793950724787978	1	0.651677016096128
C1QBP	-0.0103717908575491	0.368843013657454	-0.125730332514812	0.334532580725165	-0.107959747031445	-0.113443508149945	-0.467379848172521	0.021128126503194	0.434573674837144	0.100054813065019	-0.0614132357807523	-0.172687299663672	-0.0012525508003205	0.39567195851634	0.694315422406501	0.288238653263348	-0.475219087497833	0.35434564682895	0.0641110943794282	0.722207950816398	-0.427880678739223	-0.357388527210531	0.474739048763836	0.00761531889014556	0.177065598683798	0.656953218189062	0.167261533003577	0.343219485672918	0.0747791472828912	0.350906156925653	0.432144652913964	-0.512550637654896	-0.0915626175167313	0.25290289793524	0.512529714989709	0.434393203667083	-0.0498682815628425	0.240330323224991	-0.148824644122285	-0.103142470606725	0.149083985594188	0.692552826588411	0.389444246852391	-0.176160127957594	0.588212735702303	0.397055557706503	0.240691725317255	0.783694524737582	0.366383071537086	0.88809027863558	0.530647471082916	0.313440653284957	0.733729799273107	0.591081590989959	0.651677016096128	1
