""	CD44	CXCR4	ITGA4	CLEC2D	GPR171	PTPRC	ITGA1	CD3D	TNFRSF14	CD2	CD96	ITGB1	CD3G	CD69	RPSA	JAML	CCR5	CD46	CXCR3	NCL	CD8A	CD8B	S1PR4	SIRPG	ERAP1	CD74	DIP2A	CD47	CD247	CD6	ACTR2	PILRB	KLRD1	PTPRA	TRADD	JMJD6	IGF2R	PTPRZ1	F2R	CXCR6	TSPAN5	RACK1	LAMP1	ITGAL	KLRB1	PTGER4	STX4	CD63	TSPAN14	ATP5F1B	SMAP1	TNFRSF1B	CD81	APLP2	CANX	C1QBP
CD96	0.829163781482752	0.69931994402982	0.564899955322594	0.663109777656912	0.562073874239459	0.896669889641274	0.606231450678496	0.838511229320441	0.528498012977873	0.831641933107332	1	0.618459895480231	0.809985578072251	0.656003961843852	0.409212824033999	0.395825844314043	0.559550398416988	0.481729908068708	0.527953295885085	0.277299250248765	0.591126542300703	0.640319377291507	0.352674847831896	0.576664013006382	0.327340515600384	0.192833367273236	0.163886791189373	0.329635703052536	0.820316280289254	0.517752578443611	0.597437568378714	-0.100417822290266	0.678950805610653	-0.0217473087818441	0.48256719279733	0.668096920853222	0.39112563813643	-0.512009461809076	0.201175922893286	0.790011167424472	0.540232219285836	0.379173246012984	0.268197724275969	0.523025498641623	0.339527274005511	0.623095968652619	0.23114138572439	-0.305048725446587	0.642542234041148	0.0834744930534406	0.419497122932396	0.521065162437893	0.0512994271967184	-0.217643451225868	-0.0830516279886897	-0.0614132357807523
ITGB1	0.6660078337738	0.435343000544618	0.764466991995716	0.481482440804141	0.180775966390593	0.813168401030998	0.794493602637149	0.522827657876108	0.263665351700126	0.665751451661312	0.618459895480231	1	0.665564392918714	0.447019547171182	0.190863417808627	0.555476399768616	0.561514802219094	0.420985143089214	0.522952631563608	0.189780044731852	0.595724968851565	0.595614601051255	0.197218798456761	0.687314540662421	0.397784093975013	0.161752230814809	-0.0317917523064502	0.456904917475615	0.630921699215686	0.223379212085612	0.486678522467843	0.0977469278835378	0.618117266202724	0.205084255294001	0.251745409974772	0.343649473769474	0.257111330960922	-0.363763536362015	0.259560826900699	0.664752271132227	0.38281372414296	0.152231899015733	0.204728017668343	0.331323033085153	0.146157145514802	0.300055839186602	-0.0514446103701288	-0.30570517233305	0.482406788613846	0.0332487550500902	0.314720706745187	0.500638538729533	-0.0810557154785383	-0.3408975936264	-0.124285408630274	-0.172687299663672
CD3G	0.940627307252823	0.762756278568932	0.544720054550206	0.62341406333409	0.605641114400638	0.877525532431422	0.607352735442647	0.937905569316254	0.612706619437505	0.894507813090267	0.809985578072251	0.665564392918714	1	0.759001485013131	0.558075032987173	0.657012081206853	0.54674841940417	0.404591730403302	0.785670997599851	0.113911142671082	0.713846109178695	0.774071636100914	0.608822595563611	0.605537530759506	0.488467552484842	0.348491759168612	0.226157548526818	0.46650261129674	0.924076982388863	0.642003847587995	0.746398737242997	-0.161861361208192	0.533444798829835	-0.206802131134076	0.584572581345836	0.629609182893191	0.188063293936423	-0.645510785387155	0.203217773210001	0.941641986826553	0.55929456555229	0.551179146089531	0.121191173463522	0.685612540944684	0.471351632547476	0.520052019496184	0.13684196218157	-0.402414760715064	0.590423246077894	0.260635963476467	0.417592060715132	0.715201281799077	0.206896476668814	-0.412845772435769	-0.165433409672786	-0.0012525508003205
CD69	0.773036480327877	0.964016564402907	0.399791376708907	0.792648314372764	0.301098680853562	0.680377418565695	0.133544460138012	0.786194858673984	0.847260751810713	0.835647163017338	0.656003961843852	0.447019547171182	0.759001485013131	1	0.885576395192397	0.723916623179368	0.00583369310063861	0.669560335012167	0.548104680921412	0.484303936847704	0.20012659529054	0.345279948140733	0.780940370783038	0.602406874198145	0.367602683819673	0.720878526329097	0.299265897916043	0.538956653350525	0.80988380553942	0.804110238600591	0.85250033853796	-0.496769459131519	0.445557302423707	-0.0607498912644775	0.903603655653513	0.862138178286735	0.157246469325335	-0.377186664131356	-0.196481921727937	0.669995424071133	0.600493598712891	0.873366696499017	0.380359037924893	0.359762995380272	0.866568873296498	0.813356666361343	0.397766931080471	0.0258976436333812	0.737039924476697	0.614291587477171	0.608957619317829	0.893947355949767	0.502618932935424	0.113562167065531	0.25160999928599	0.39567195851634
RPSA	0.557636421452788	0.853714228256164	0.201075050843348	0.701448405234394	0.21755894495911	0.424007309616613	-0.171195402593713	0.57668859338414	0.873572284787607	0.646986593987609	0.409212824033999	0.190863417808627	0.558075032987173	0.885576395192397	1	0.695489380388144	-0.193332040515223	0.628109240502169	0.440499735781768	0.574272388419703	-0.0620960376211327	0.0652660417690351	0.863298758318707	0.373898503637584	0.417434010961537	0.90413329265702	0.323094054507156	0.578400095137582	0.594569909334802	0.807076595314665	0.829663060368501	-0.553310260599579	0.214729741509647	-0.0652428159361734	0.916870756923847	0.813099757956504	0.103122019673396	-0.239320031727762	-0.200768994527364	0.421426781309104	0.446873078313895	0.989740745141648	0.332756537065597	0.23486509391105	0.938241125937948	0.74317980938633	0.413462334210931	0.297105829125658	0.689736889030245	0.840570256432536	0.592881392536599	0.823360387579331	0.724541491279193	0.324278042358687	0.472341881224939	0.694315422406501
JAML	0.697858948422007	0.733373045704689	0.679062127279444	0.698579704776457	0.305009430991501	0.626912048511086	0.284441760319185	0.566425150299345	0.764749191219288	0.773894491728639	0.395825844314043	0.555476399768616	0.657012081206853	0.723916623179368	0.695489380388144	1	0.0724270482306262	0.445553078641003	0.728724852052225	0.362843266179713	0.382462624995434	0.452705052707962	0.76083645055716	0.751921219494062	0.381623408635524	0.655773682915181	0.201277786734074	0.673740836350442	0.652428666853902	0.721313977908126	0.688925485947364	-0.348773193748859	0.469364503366778	0.0488044096087901	0.69896870722206	0.543991634298357	-0.108238207382274	-0.417656189583505	0.11627773900479	0.540941301274186	0.632060813224321	0.673154400393081	0.133650613602491	0.320039412812907	0.581864716943438	0.578510390294465	0.443846379050825	-0.0171812833946114	0.548197383283333	0.553334054693301	0.511889764768774	0.824593369632036	0.356308146111322	-0.0415594700756565	0.0955528228023304	0.288238653263348
CCR5	0.468696096312318	0.0205047048101271	0.377579135067019	0.0381311278603642	0.557445691227111	0.603427209025374	0.797444832666572	0.426714549563283	-0.0229086690743648	0.391726875972091	0.559550398416988	0.561514802219094	0.54674841940417	0.00583369310063861	-0.193332040515223	0.0724270482306262	1	-0.0223576643849763	0.39172423290892	-0.282943021250604	0.768946040404119	0.662353943169611	-0.0603591413236814	0.196007257351057	0.474256036096257	-0.247974610758371	0.0437996223290867	0.124092964263806	0.391172941302958	-0.0335964489983436	0.138890398686913	0.528424315542798	0.323970414010578	-0.199520139859381	-0.170574950049498	0.0273262375228644	0.375666643220595	-0.513692661157652	0.637030814928412	0.568067918753805	0.0307420917182079	-0.196560049884006	-0.173452043795715	0.591756949750149	-0.264217153867229	-0.0952905304311292	-0.266150506084149	-0.635042390117407	0.180640318421656	-0.364266482535512	-0.113870950206096	0.019689960297829	-0.345338337734791	-0.672723882137179	-0.413559396705372	-0.475219087497833
CD46	0.407784461718789	0.671373702678414	0.418969011775644	0.706706697577278	0.13289013473416	0.495606944359336	0.0747178936639174	0.382398431247497	0.584752326620422	0.581855774591966	0.481729908068708	0.420985143089214	0.404591730403302	0.669560335012167	0.628109240502169	0.445553078641003	-0.0223576643849763	1	0.323749127494193	0.655855369012579	-0.127599599553355	-0.0731351101935259	0.486318705414207	0.418439537957992	0.37005120274223	0.641408096822278	0.383946261017653	0.704598341934946	0.520501866391398	0.533681311521867	0.582559980986984	-0.145492794670081	0.42320279801599	0.330917914628442	0.62750097424702	0.69843993512719	0.415590517257907	0.0577079408601731	-0.0728383071983882	0.321420157660283	0.371384207750509	0.584044304554471	0.572567570540627	0.126292882552556	0.683830221954996	0.737502354358378	0.277301328305673	0.196328901332513	0.82877405263308	0.444361402358853	0.631658602688424	0.545075153785858	0.275245922970594	0.296470989920876	0.507209592930795	0.35434564682895
CXCR3	0.708652119953416	0.634780161964087	0.593068508724609	0.655670447292277	0.557325940813723	0.688484424640874	0.514609182166659	0.664927454926368	0.488228938527181	0.793254355758029	0.527953295885085	0.522952631563608	0.785670997599851	0.548104680921412	0.440499735781768	0.728724852052225	0.39172423290892	0.323749127494193	1	0.238928307963233	0.669784617042784	0.670064460006895	0.633766076419833	0.66772522022265	0.378188842334724	0.274920703451046	0.152134984334153	0.550835035067572	0.794369668460358	0.619859512957522	0.496705176931902	-0.13785648655441	0.608129419989521	-0.00100725070800415	0.493965154831637	0.512659145327753	-0.107743962265153	-0.504238029127579	0.312357911165822	0.720401120027442	0.692251601538903	0.404183380874199	0.173044275728306	0.48350872932226	0.305188176856838	0.506399821689662	0.310768988453963	-0.268610027932055	0.523875810369105	0.334686108322132	0.366759964960325	0.525019779443055	0.134424563801314	-0.334862855517605	-0.103857893556016	0.0641110943794282
NCL	0.129823352945967	0.537953291765418	0.292225801078365	0.681695567766475	-0.0626369714531673	0.245588111813792	-0.140089074653491	0.121521796931007	0.45918298889871	0.379640611285734	0.277299250248765	0.189780044731852	0.113911142671082	0.484303936847704	0.574272388419703	0.362843266179713	-0.282943021250604	0.655855369012579	0.238928307963233	1	-0.226740130842166	-0.174337879332323	0.376311631716954	0.402655573115109	0.0579957122307777	0.515984497127277	0.102060501432149	0.503900958528366	0.296484844480715	0.426640322003489	0.437709415032881	-0.364410456789798	0.440266849736311	0.599013332738232	0.535650417203388	0.584785566614385	0.083150103686902	0.274884101842953	-0.114864276349687	0.0464188512832412	0.486100335835613	0.516432140623692	0.70432799664471	-0.272131589362017	0.4936476619168	0.707756489763925	0.48285484471727	0.634187473203608	0.62737608536287	0.680092674562795	0.637047599357677	0.307820799502588	0.456017838689941	0.637457256024743	0.704999772879949	0.722207950816398
CD8A	0.682766868185668	0.251752119475723	0.537576052082484	0.236632064899231	0.63753952427109	0.70520665336326	0.799354947885925	0.648386799727178	0.144256639249857	0.587888821076661	0.591126542300703	0.595724968851565	0.713846109178695	0.20012659529054	-0.0620960376211327	0.382462624995434	0.768946040404119	-0.127599599553355	0.669784617042784	-0.226740130842166	1	0.964865392831639	0.121072079906784	0.522363102744872	0.271385016727156	-0.22738095836369	0.0747954841835747	0.122337803090749	0.587280606851441	0.182407327273881	0.302733484700928	0.220744029061067	0.473302147182943	-0.142400139760738	0.0100357088842478	0.116383324065679	0.0212434218558156	-0.57036016314597	0.524841639881057	0.724424579994967	0.416842206570519	-0.0658873890699237	-0.100462861544371	0.644764422059714	-0.223476110471991	0.0378022577262894	0.0245597981224082	-0.599036539865768	0.131223212244525	-0.230688952171332	0.0201984072381876	0.259435047440865	-0.179152976161015	-0.633343519490825	-0.502970168095978	-0.427880678739223
CD8B	0.765699639501268	0.381884335426839	0.5406074225339	0.313083220876784	0.613540318245621	0.738435494962758	0.73937114297318	0.747859689626004	0.237535375573679	0.652451685339286	0.640319377291507	0.595614601051255	0.774071636100914	0.345279948140733	0.0652660417690351	0.452705052707962	0.662353943169611	-0.0731351101935259	0.670064460006895	-0.174337879332323	0.964865392831639	1	0.200178997560784	0.578087594213924	0.232775922369663	-0.14565399603073	0.0909189672793362	0.12007497442529	0.682825807610813	0.264960501199282	0.413449734230647	0.0786110659375761	0.465968731912792	-0.14152854895993	0.137837356690439	0.237244703322875	-0.0487366236868322	-0.567063978666986	0.401583692285678	0.793344692451095	0.508240185719448	0.0636901548240824	-0.0399856893925452	0.678875515468095	-0.095304801178634	0.131719700891464	0.085522937079641	-0.538104709986138	0.186114818043729	-0.149320698013654	0.113752269867013	0.388196292146114	-0.0588358672305036	-0.571298890731496	-0.460047984518796	-0.357388527210531
S1PR4	0.568270561096874	0.791439766507804	0.275886702327666	0.68239763207781	0.43008637613284	0.431949734461336	-0.0609991661363741	0.571524880409222	0.832619171380568	0.677039743955948	0.352674847831896	0.197218798456761	0.608822595563611	0.780940370783038	0.863298758318707	0.76083645055716	-0.0603591413236814	0.486318705414207	0.633766076419833	0.376311631716954	0.121072079906784	0.200178997560784	1	0.446017682340932	0.366509722673949	0.762034281413517	0.342420186556376	0.602683791945097	0.631165223266209	0.883230495929046	0.675998308326884	-0.484589897299781	0.30096848839758	-0.203730894401904	0.864821338417685	0.69085274284741	-0.00114484453017327	-0.352574746248705	-0.111254809573712	0.518235986054778	0.519139459170157	0.866612374179042	0.161287841835239	0.304327926083706	0.811807888670495	0.674287825402461	0.517020898730582	0.0943773603413826	0.508577078266573	0.743783490789673	0.451700752720061	0.773857217589149	0.590976297867226	0.134115223193011	0.21331940998458	0.474739048763836
SIRPG	0.668001740057399	0.680162385154588	0.861512934629291	0.761572133632998	0.276229119365558	0.757532540868424	0.531609879102647	0.5724155508256	0.493525124274044	0.792828096909097	0.576664013006382	0.687314540662421	0.605537530759506	0.602406874198145	0.373898503637584	0.751921219494062	0.196007257351057	0.418439537957992	0.66772522022265	0.402655573115109	0.522363102744872	0.578087594213924	0.446017682340932	1	0.120921284825424	0.249120615158108	0.00277803096551656	0.537621426736851	0.688020849180575	0.529954799417302	0.453475883418068	-0.191292455653133	0.768435156748742	0.247529552406133	0.545642945960307	0.474867947419036	-0.101184979695204	-0.359117460977292	0.100534154365993	0.594395940480518	0.778389063789414	0.334485179300178	0.282654452318345	0.261196554279781	0.299757675938562	0.632819773304489	0.508995316993677	-0.095733835140862	0.492611557793724	0.233169422979085	0.48619364625083	0.60531140902629	0.037284676505632	-0.0852908724744524	-0.0913157396986141	0.00761531889014556
ERAP1	0.428107403703548	0.279679775242072	0.201822991014854	0.237364876400432	0.346531782440555	0.404984176471466	0.287786514194634	0.369926250649217	0.336177571907384	0.405710371986407	0.327340515600384	0.397784093975013	0.488467552484842	0.367602683819673	0.417434010961537	0.381623408635524	0.474256036096257	0.37005120274223	0.378188842334724	0.0579957122307777	0.271385016727156	0.232775922369663	0.366509722673949	0.120921284825424	1	0.442749319533436	0.404134570331591	0.552248074791596	0.358068112975737	0.204898790728176	0.463962740135151	0.172508195746814	0.00482579868335339	-0.115935464672528	0.299905319319228	0.329808243176009	0.448090711025222	-0.28566720150909	0.575777850284784	0.382300500469503	-0.0459357620785975	0.408185041382843	0.0574602602758572	0.527412492890643	0.369427294273502	0.116314959040321	-0.205313915554595	-0.137376848452211	0.517072416037043	0.294412326757634	0.238943290640818	0.408462500881071	0.195991753708417	-0.220112933890343	0.140367076786232	0.177065598683798
CD74	0.361730179601325	0.678341262925817	0.175447695565259	0.543801561188443	0.0960632075735734	0.284241724730148	-0.274547710490888	0.342419436657383	0.832597070563	0.466134689185395	0.192833367273236	0.161752230814809	0.348491759168612	0.720878526329097	0.90413329265702	0.655773682915181	-0.247974610758371	0.641408096822278	0.274920703451046	0.515984497127277	-0.22738095836369	-0.14565399603073	0.762034281413517	0.249120615158108	0.442749319533436	1	0.329841015773837	0.59867603182086	0.35393305677006	0.690471767693692	0.748185051035242	-0.378028404163396	0.0741374922084847	-0.0597789212254518	0.787975410032418	0.646296851409878	0.202293774825883	-0.150037541730833	-0.200701511085507	0.189008900747547	0.224355991624929	0.896077320793481	0.280915856377485	0.120490625992987	0.863719382293258	0.602407840398034	0.33544451363774	0.327005247930223	0.639892551459998	0.773014429576119	0.445288341606942	0.751667938839593	0.683939959001479	0.391879170298163	0.545582191520696	0.656953218189062
DIP2A	0.241053787171551	0.255327552117624	0.0150867784458285	0.236751642419695	0.433439901622571	0.134586336073599	-0.0591975944293331	0.260797397777838	0.397940500364227	0.210332622352101	0.163886791189373	-0.0317917523064502	0.226157548526818	0.299265897916043	0.323094054507156	0.201277786734074	0.0437996223290867	0.383946261017653	0.152134984334153	0.102060501432149	0.0747954841835747	0.0909189672793362	0.342420186556376	0.00277803096551656	0.404134570331591	0.329841015773837	1	0.434652385407654	0.184719276999692	0.228456518571143	0.340260974832311	0.021218658976279	-0.0838109612755471	0.104610440523036	0.266563632439085	0.228383459459925	0.278823076580549	0.191052595905887	0.310126115862315	0.144571751937045	0.125780808312769	0.347885778345996	0.293547951865471	0.314330609131988	0.285504579278314	0.17385180361866	0.170373892756277	0.101142210795798	0.282024958259488	0.204480938703171	0.269803475510104	0.328567983900841	0.269905768117433	0.184560508066857	0.26015377372363	0.167261533003577
CD47	0.472179118009174	0.565520767972201	0.590513348100629	0.695190734353827	0.256049023602821	0.479860891858858	0.219101115998459	0.345948006031735	0.571498793277893	0.590942441582169	0.329635703052536	0.456904917475615	0.46650261129674	0.538956653350525	0.578400095137582	0.673740836350442	0.124092964263806	0.704598341934946	0.550835035067572	0.503900958528366	0.122337803090749	0.12007497442529	0.602683791945097	0.537621426736851	0.552248074791596	0.59867603182086	0.434652385407654	1	0.505552581039132	0.493063610867478	0.474433340870336	-0.0578089680245595	0.38494184047291	0.303940226155403	0.583044278374441	0.480417829828891	0.132581118722836	-0.0938396729933877	0.295528816134694	0.367142488370375	0.450200523935824	0.550909355520091	0.368053262997782	0.24336767668829	0.548388731030467	0.555645948735077	0.299504487265782	0.168499809548303	0.709546697565517	0.492550271843721	0.598215185003887	0.533820592797278	0.222615648296455	0.10363711425851	0.374759262695287	0.343219485672918
CD247	0.896374953484409	0.856920501761838	0.59979717648726	0.768016182428647	0.517708292757798	0.862549310557643	0.517200345081343	0.898108401824548	0.621708397451651	0.914770512885751	0.820316280289254	0.630921699215686	0.924076982388863	0.80988380553942	0.594569909334802	0.652428666853902	0.391172941302958	0.520501866391398	0.794369668460358	0.296484844480715	0.587280606851441	0.682825807610813	0.631165223266209	0.688020849180575	0.358068112975737	0.35393305677006	0.184719276999692	0.505552581039132	1	0.676595319412419	0.703312745704746	-0.279895633620322	0.670044342262371	-0.0290754104831948	0.680097434930678	0.773167260227887	0.0509236875139709	-0.514194932695173	0.08148399868917	0.917302217956542	0.733636977153211	0.579275503904682	0.310843422219562	0.56917824966626	0.538080847791257	0.693173566864715	0.27599209887873	-0.245412855383176	0.698086357386297	0.320106294936359	0.539402464287834	0.712193006332695	0.239710443819921	-0.250910858339141	-0.029759139076855	0.0747791472828912
