""	PTPRZ1	EGFR	NRCAM	NOTCH3	GPC1	SDC3	NOTCH1	PTPRS	NLGN1	NLGN2	CDH2	NLGN3	NOTCH2	PTPRA	NRXN1	NRXN2	NCL	SDC1	PLXNA4	PTPRD	LRP1	TSPAN12	ITGA7	PRTG	BCAM	CD63	LINGO1	CNTN1	IGDCC4	TNFRSF12A	RPSA	SDC4	GPC2	SLC16A1	ADORA1	APLP1	APP	LIFR	ROBO1	LRP6	FGFR1	NCAM2	PLXNB2	TNFRSF21	DDR1	PDGFRA	ACKR3	ITGA2	NEO1	VLDLR	PTPRF	DAG1	FGFR3	APLP2	NCSTN	ROBO2	LRP10	PLXNA1	PLXNA3	FLRT3	CELSR3	BMPR2	TNFRSF19	BMPR1B	TRAF2	RXRA	ROBO3	LRP4	CSPG4	TYRO3	ADCYAP1R1	EPHA4	S1PR2	FGFRL1	EPHB2	EPHB3	EPHB4	ITGA3	MCAM	INSR	TNFRSF11B	CD47	CD46	LGR4	PLXNA2	ITGA6	ADAM23	ERBB2	CADM1	HMMR	NRP2	CD44	FZD5	FZD3	ATP1A3	NT5E	LRRTM2	LAMP1	ITGAV	AR	ADAM22	TSPAN5	DCBLD2	PVR	ATP5F1B	NECTIN2	SORT1	AMFR	ITGB1	ACTR2	PLSCR4	TMEM67	ABCA1	EDNRB	MCFD2	THY1	GRIN2B	LRRN3	DSCAM	ANTXR1	IL17RC	SMAD3	ACVR1B	LRP8	FZD8	CNR1	BMPR1A	CHRM3	ERBB4	DIP2A	IGF1R	CHL1	SIRPA	LRP5	F2R	TSPAN17	GPR37L1	CD99L2	ASGR1	STX4	SMAP1	RACK1	TFRC	JMJD6	PILRB	SORL1	CD81	PLAUR	CLEC2D	ITGB8	ERAP1	IGF2R	TNFRSF1A	CANX	TRADD	TSPAN14	LPP	CD74	C1QBP
LINGO1	0.481469915314872	0.718695145835033	0.391267856607932	0.259215820449708	0.186640410646589	0.222517223724508	0.839547797727513	0.735854166505947	0.565143278532214	0.740728348311531	0.46390972929889	0.490262403403632	0.372879129424676	0.454969523233272	0.434861158625596	0.638874384613943	0.716406736878436	0.458969166439631	0.0408373058332073	0.669611785560948	0.462545717488826	0.65926380964749	0.326809730256181	0.665614079705293	0.320793010290736	0.317954516005562	1	0.746073444159238	0.0887159016719648	0.339334945487311	0.636891406053639	0.18639040759478	0.908051485075153	0.611360910341115	0.0556806805459675	0.307956114628785	0.345309594663791	-0.0361395518529023	0.348385658846902	0.779040224843329	0.178806354283987	0.774304435614059	0.20598196539343	0.274700835243205	0.269140119720654	0.883957834202143	0.684467017666734	0.123146032288424	0.274648541597498	0.146328575836788	0.0171263683017562	0.292316714968662	-0.0140471262529312	0.351897062174617	0.354053281773395	0.32639605393487	0.0999651399485079	0.382152552191987	0.278465787175569	0.8027760755593	0.785573327685724	0.285967350590766	0.360510535774234	-0.0428975430804535	0.71091356656058	0.516170288522481	0.200132542925851	0.589137631678053	0.875745035012105	0.583386537633675	-0.0567136049989458	0.417099632917604	0.881259566514623	0.337961572099111	0.694567277431212	0.871221298556552	0.514839177541768	0.0927907810691412	0.425008630592816	0.607671788277798	0.617219224209822	0.443892940295636	0.557099722617034	0.40374211090678	0.746294079496815	-0.179166007688067	0.345331852190229	0.179583908004638	0.0855068166942276	0.451429225193088	0.0609050135132485	-0.135831226107946	0.386271681212525	0.515834758949083	0.879103852302358	0.642038941418219	0.555386569350958	0.299040324348983	0.236257240145663	0.0366125517284569	0.715811507758048	0.432634142655172	0.412366753677658	0.419895204524572	0.641631475909445	0.331789053721	0.432755454473563	0.2671742684588	0.34820115638074	0.551380820939183	-0.121881098492975	0.485936239254151	0.0399216324949875	0.130989311218416	0.387043054180841	0.866652096617143	0.562195017805833	0.0886773460451286	0.880921555505475	0.768448366186926	0.0908264780170968	0.0544738765606739	0.336332847798993	0.698797096748131	0.15180320742579	0.118365452319571	0.351686542015935	0.701621176723059	0.285440386791722	0.641658866807131	0.535185227259087	0.0890453137796136	-0.0308694639506022	0.649964148755222	0.43787064063247	0.507259603063539	0.258737183394231	0.30401652654723	0.569211201879755	0.373571411971148	0.619617079637361	0.618267706166558	0.319892130889109	0.717876892560906	0.509881918649405	-0.0638563418899641	0.398398691244397	0.467757448249773	0.643573085823702	0.472998842392326	0.172288477021642	0.317912404444651	0.21282040969802	0.344517735790439	0.265010906182079	0.572998637206326	0.324858734102965	-0.0500607722410567	0.668736113539818
CNTN1	0.323684836865251	0.407725727193524	0.280849562261812	0.0235383730501767	-0.0597139369232676	-0.0359713359197889	0.635422756587082	0.452065369337657	0.424591794180428	0.542094777418072	0.13483268056607	0.169529881095373	0.131490303720864	0.158776280459763	0.544839840073828	0.667897480932183	0.392951135532617	0.194168108561923	-0.0911196599047666	0.72707127765055	0.167712649152053	0.415279512637473	-0.00902960272238834	0.441040410050545	-0.0443405932774337	-0.113399319014899	0.746073444159238	1	-0.0515954860811861	-0.0138135867496805	0.194756501414366	-0.00286230351599815	0.762418854574363	0.283578016319969	-0.129555656347978	0.151843050048427	0.102546261371415	-0.0775659767520961	0.176175874761416	0.640151900478701	0.0990843189084904	0.782391132165608	-0.0225761136645257	-0.000412472586021948	0.0851602395917092	0.705390270339855	0.260099842234523	-0.104774434687953	0.183358014656678	0.0233194055856575	-0.0519320178185066	0.0635336811008988	-0.118615339518695	0.0595236395196159	0.0548440690345515	0.0545709436761454	-0.100514894174826	0.142722892831392	0.091199064669954	0.390849018645649	0.601694504477202	0.168551294191961	0.0256403307079859	-0.161667281177148	0.476993105109225	0.201705681437898	-0.109245551883329	0.419122876518754	0.827210873729424	0.237649453200559	-0.135171647167896	0.0120487956502089	0.642348334822324	-0.0963510284077248	0.400701372606364	0.701661403171951	0.0834178157940435	-0.0464935226527081	0.201391468191393	0.449505509043477	0.0995775797514956	0.130924177962766	0.29290237035689	0.202459392517158	0.60888395212788	-0.201466011600436	0.218134867909669	-0.0341463678171672	-0.0503788789701775	0.318101132867173	-0.130351198985439	-0.15151479803296	-0.00409934137468308	0.200032257864875	0.841119611903043	0.277422331694889	0.292000471148698	0.0646747315363331	0.105364717399268	-0.148046744184147	0.626382080591939	0.106206533315672	0.17720083972791	0.133728178545674	0.195793813603147	0.040383248754306	0.170284322532569	0.00197244887791283	0.0498670446281319	0.261300062828586	-0.16418882688234	0.189485129061763	-0.0420043306107459	-0.0195068515567795	0.0602647606105536	0.844697265686733	0.298935178347163	0.0223928272172547	0.796360365518986	0.695990899974704	-0.144398232781729	-0.0331470282710886	0.243623012220342	0.526277447015446	-0.0531745227007937	-0.152636788324333	0.2155274036263	0.553212382969229	0.365143832368146	0.486584431216069	0.406141639747843	-0.19315009523661	-0.098299209894809	0.365422314887607	0.124739961620227	0.190412140898166	0.0306816459966378	0.0987819020167799	0.243920875043491	0.0641424524476056	0.305308853932837	0.148414984301262	0.00052081225910255	0.344790689312457	0.2854939165083	-0.128900927376028	0.0533896099319395	0.201857039193406	0.533273201935888	0.227259936194775	0.0447352498844618	0.128278292087725	-0.0929656755881726	0.0984780389950783	-0.0936234243226377	0.217004561909063	0.118860852817347	-0.0389184160135291	0.218266889289007
IGDCC4	0.736770436205958	0.435159661273722	0.766490077468066	0.830127523113096	0.791400251205204	0.895563411357728	0.380424922345644	0.485820876368393	0.68000293461028	0.605169847787579	0.713982607913832	0.74125265898935	0.793663815301241	0.748700862048252	0.698752392067594	0.577638148835858	0.435790291254079	0.268505249855025	0.608745152278326	0.287402673409911	0.793671614281619	0.447358432998777	0.749902997983144	0.489733910925666	0.740463821837341	0.512006801391037	0.0887159016719648	-0.0515954860811861	1	0.550797715486344	0.375765465248413	0.672375264283679	0.0509712884898063	0.508416178283314	0.897699741926826	0.696510216983474	0.787521581782165	0.898040116097899	0.809524446120998	0.37775020642265	0.841161372494045	0.143913994348703	0.73034392943391	0.751733524627244	0.899502604061085	0.101967877047345	0.305834798041264	0.81615155248582	0.838064172339625	0.858694486751678	0.869294228550976	0.853381380285905	0.905546968304022	0.686193027638638	0.781849163538825	0.739341000751248	0.867117623184699	0.725900206677603	0.862207982688372	0.135717388301745	0.396510218102929	0.89344872665592	0.689921406910182	0.904154819344197	0.180211855628281	0.651052814293983	0.786291554022256	0.664344428737802	-0.00897459910631056	0.632010995775922	0.854216485780618	0.577105691672436	0.189871787689944	0.725966899575086	0.535499840484313	0.121631515626681	0.382526576028509	0.723981080392645	0.670241885007235	0.544151088531761	0.215012236091886	0.603816987602407	0.58367741288546	0.695381378717052	0.489997966650233	0.864011001248891	0.818515226524782	0.863509476396148	0.885807438172011	0.0598983244344421	0.649609160335296	0.817273219670948	0.657165629191971	0.701004047512978	0.0340462381691633	0.545253569764179	0.671515285673357	0.811600795053006	0.875266288511415	0.825362748361234	0.320259918248951	0.599540258613457	0.715367899256381	0.701312816311561	0.356367050060334	0.766672827473814	0.766098515137121	0.706651122840906	0.61421091728949	0.678456567551831	0.819757634436867	0.67315744817322	0.885691095778196	0.878231902254998	0.738170177223554	0.0742200997695754	0.179612055778302	0.845121957686532	0.0761109406576165	0.511403677118689	0.849833692373095	0.871328230367304	0.825044880585682	0.372176051723131	0.861263239963411	0.787922911383226	0.811302972799412	0.0728988451582757	0.73684809482146	0.480811801353699	0.675616934016313	0.727870611925178	0.868756524757558	0.62108968525207	0.702191772504069	0.673952416760957	0.868455873356599	0.814373944796142	0.543807915136245	0.755509695693091	0.579550814099027	0.330338461940963	0.749627731575335	0.37599273808475	0.638586719452334	0.796369160760428	0.718452549612166	0.211333034621104	0.222893504642352	0.700868977216552	0.786581606105635	0.722490593156008	0.819115699496871	0.826563788247396	0.50140960736347	0.472736608025421	0.809426918619019	0.0642585072385736	0.341102340986436
TNFRSF12A	0.620375537965083	0.64587715905091	0.753543102697743	0.732009810892887	0.876207849058148	0.7247668237025	0.533540790358711	0.69198674111343	0.722110509912972	0.598998154755263	0.872232420965611	0.82574009863425	0.761255783864122	0.796743117031603	0.425490936297065	0.346025230617539	0.74636302341104	0.732532051644462	0.624297137337872	0.289517647886387	0.791539381290197	0.564142686913136	0.858414851323921	0.515108425003326	0.8709140150832	0.883258540897366	0.339334945487311	-0.0138135867496805	0.550797715486344	1	0.832549169439053	0.831094957907298	0.271548283626048	0.748123236671233	0.694860024761044	0.809402281815091	0.815407514129933	0.539159931796529	0.636651243791032	0.474688339002148	0.699982983243669	0.22478906253883	0.83633967189244	0.749672821648144	0.754031483571787	0.328826106097747	0.615820231804866	0.703531687777316	0.650824691698581	0.692080888098819	0.631068657876236	0.794111232399226	0.558296512332842	0.860547906653434	0.842468802012083	0.654393129008031	0.766997602273365	0.746517604895352	0.742104905509124	0.519010396889048	0.582301402027656	0.638522824516603	0.711426755742562	0.534342870309454	0.579276689753846	0.782185812522142	0.820444472066725	0.550530862689012	0.274195349919554	0.819231471471304	0.496257716068706	0.856983634503425	0.437433600611907	0.867120504634441	0.696985393615312	0.350443694335789	0.723954510026246	0.791697433763869	0.689107050085251	0.647476667613497	0.612000882467516	0.879646949221735	0.652224234434287	0.763295908526073	0.514259507968919	0.36938638605474	0.525250774651673	0.787964984382952	0.712106325401774	0.369211244326239	0.749595842451011	0.597248018343511	0.684412941911151	0.746263071118439	0.263891924976599	0.728094640222806	0.727141562380298	0.840401085363058	0.698334866481575	0.723216234745726	0.478503018362299	0.843041839299037	0.859917528635951	0.836666172301051	0.813657910655829	0.844634677382816	0.775927129656226	0.777711173034798	0.865672304519302	0.806858542428357	0.553930194434242	0.758764762489203	0.655920743784637	0.633222307554971	0.878477211342234	0.268127400710777	0.283041318036571	0.698004332848357	0.317055776368856	0.512226512115192	0.735126191236676	0.651401957826228	0.601302177061494	0.513675362934085	0.666616169253748	0.687709530101142	0.651332588676231	0.344741614894745	0.389047335444033	0.564216716683616	0.649227959875116	0.619240503972497	0.613540816793346	0.71620680430059	0.86736029743203	0.813577562053263	0.799052617013461	0.805467991791398	0.754425398555642	0.87723571324872	0.834262250409753	0.829874538033794	0.751303181103942	0.759194674533686	0.688830212227532	0.581768130805897	0.87391331395137	0.408576832344168	0.430093232648651	0.691039526480287	0.641203210504336	0.692302765541002	0.854709529129777	0.826215555519753	0.775420292344132	0.681618424323029	0.790419048597242	0.0172436053956695	0.812665405251965
RPSA	0.560136376997635	0.761796490557674	0.583905760041657	0.629641523575949	0.65497852055491	0.587883081778987	0.709406730292354	0.770855397485331	0.658672552208939	0.695389034686065	0.785636235175189	0.782285223776257	0.667139222090207	0.763564525977622	0.359430540218454	0.404994073586995	0.876062021900617	0.814108138287043	0.457880857684461	0.369496258416876	0.749027997629657	0.716231796344869	0.710749312103478	0.604895816924978	0.782150160897288	0.864632456782112	0.636891406053639	0.194756501414366	0.375765465248413	0.832549169439053	1	0.61239672361982	0.565166234383291	0.840584351194449	0.481086657568583	0.646292240818379	0.670936519885157	0.324299558605289	0.552891557568919	0.609701197057493	0.526114117721632	0.397740273312459	0.667632568554889	0.666439322095094	0.603848671510723	0.594592441749412	0.833339389636223	0.506812964005877	0.50799422853868	0.463283351563123	0.431472616837857	0.645218690133154	0.329749112264211	0.767425601111424	0.749466551576159	0.571982827175707	0.568850288531302	0.698189075785896	0.5919490431965	0.769043902573882	0.700531347133044	0.510259594993879	0.676007170028303	0.356833219255122	0.768293313033462	0.80237850691605	0.687754326967189	0.61145020528133	0.512177835765313	0.805165829030114	0.351679419487389	0.785271582221973	0.675415673280773	0.792497078904459	0.826554955337514	0.60057347535258	0.829549689471218	0.493837609171961	0.655232295833399	0.679315106310466	0.801537365849624	0.851374702126372	0.630770035695369	0.69301417163864	0.611351805565993	0.175459786560685	0.456273880100367	0.590132605703655	0.503882713356334	0.515175583203221	0.544929152188228	0.31798895708946	0.674332976258413	0.725961018363105	0.542587003015562	0.824560593822479	0.701800591521444	0.706646280928904	0.536119364221703	0.474395264929477	0.625641138555766	0.830746450738846	0.746704208131508	0.81226349162353	0.976691601331283	0.744560369754522	0.70808178369045	0.710264546785438	0.773013612078389	0.817565205578245	0.328226495924317	0.769401037753873	0.434936395058791	0.454881910242598	0.800860284325411	0.513567835266606	0.439140258610325	0.441309046017634	0.533870236844729	0.590877384183641	0.56294736478229	0.464021758179041	0.486491433044659	0.689597232715128	0.502742771499054	0.493073438533293	0.566089122453811	0.489284193198293	0.246450516512405	0.61748040895453	0.568655349385051	0.422981243470192	0.417764530259824	0.771388899599227	0.808151074983056	0.806739187078132	0.627706835830382	0.674393562612704	0.766268441538464	0.797558231385033	0.900751131766981	0.985915028617935	0.674520136771789	0.910031527733084	0.690473959936036	0.378975137937122	0.831319800927756	0.549075893264373	0.536174327385262	0.576104504306439	0.470543510790753	0.605588519680114	0.721943632025723	0.711757254693457	0.730707490430752	0.802096227778266	0.638396408526056	0.0463077316659106	0.989483317908377
SDC4	0.612580431835907	0.481361518592563	0.840905297348981	0.737253681273821	0.917428895142832	0.732975572063159	0.425890012994933	0.567658381880684	0.749232368553126	0.561166151359132	0.808225521448948	0.737281122801375	0.76221002073103	0.733574781561075	0.55586475202383	0.410974082207322	0.591174729043384	0.671264854305569	0.749775986938888	0.288187349571389	0.760868693493013	0.378154733614226	0.819960866743152	0.435432358437639	0.798168268607168	0.726027977372838	0.18639040759478	-0.00286230351599815	0.672375264283679	0.831094957907298	0.61239672361982	1	0.11818021662793	0.598668997633655	0.746817667282385	0.937673203900461	0.858506909453407	0.659398154945119	0.649576620790903	0.428565103873891	0.812391556094603	0.155423729025398	0.913828312480308	0.784426852406886	0.82784169453166	0.168162561048633	0.395002107732402	0.776040979045483	0.725823620754367	0.790631525772125	0.765541915675571	0.831182500144242	0.659770629617831	0.854637164214034	0.851447168870393	0.593638767848371	0.845235970254644	0.748710026649991	0.810532614665341	0.258726748774379	0.518483179885019	0.722289278447908	0.603450038032303	0.648617499084595	0.427535949764937	0.702277666710997	0.796403028618934	0.541996364365876	0.114826540583749	0.684463746489616	0.616413669634494	0.75887463244582	0.307008383886005	0.766739371579757	0.617966250709981	0.204633588122423	0.507524710792791	0.924482176228373	0.664104902600833	0.677284234470241	0.342993699479878	0.775121392771798	0.591317598392285	0.824394937421392	0.486265985199754	0.496431575742319	0.547567653323332	0.842528035235357	0.80651941239121	0.278155640183227	0.857326894723101	0.77749571774232	0.588565869230958	0.661420096946028	0.154272751184135	0.519881266468817	0.679050986887953	0.855579162211153	0.785037046252795	0.794088792714323	0.410161824735362	0.720445488980112	0.890701052869243	0.78900929499257	0.599644695516662	0.806754936063488	0.786826621147625	0.81920904558099	0.862014557375389	0.740364811249234	0.672270545388419	0.682601639758974	0.791312557794747	0.672448725025426	0.8374605635924	0.227721728606623	0.062627094705037	0.833827476192342	0.202533186471276	0.468057621044636	0.809376483724573	0.774479466407452	0.719494772531667	0.405986660174229	0.729091641728516	0.665298948657496	0.695331240989875	0.148460734971419	0.525632520901483	0.526802639148693	0.63839030692523	0.654442644763377	0.739637038577281	0.627023559901959	0.818402369190807	0.727066174004766	0.829749661627098	0.85867757437011	0.663173372934669	0.822991133001989	0.675364504877913	0.597955583379612	0.66101690116858	0.553940372213243	0.668450591623327	0.726369123070132	0.775568468374427	0.297136397454834	0.350691945568627	0.653819185549387	0.764871089991629	0.767907145542382	0.82858724427858	0.838210034831563	0.717948397613902	0.55813319747025	0.845951663550192	0.0545491387140373	0.577124925516117
GPC2	0.485966840692157	0.73451356966777	0.346046677379731	0.244794756026843	0.119802343817032	0.178237716854741	0.856916721475621	0.738604478376656	0.566961754815825	0.731874145236266	0.425494712827824	0.441969645577033	0.372857628334734	0.43834948508693	0.429134808187608	0.634713660145012	0.717372814947143	0.390899971557712	-0.0294080987280353	0.691107397914935	0.411099319196605	0.709675753584503	0.270393081406793	0.649992641828501	0.236725379733578	0.226517319291571	0.908051485075153	0.762418854574363	0.0509712884898063	0.271548283626048	0.565166234383291	0.11818021662793	1	0.614274587840573	0.00699707771046088	0.231212602781571	0.291355688087594	-0.0348288772065723	0.370162002823799	0.79268044232167	0.170554817857204	0.813736639933492	0.141102482687695	0.170453063958125	0.20828988106763	0.930889070720417	0.667035502573376	0.0498718760300864	0.287936316554463	0.0950737352948035	-0.0114652083090557	0.255735310187047	-0.0384845338341226	0.299523876473475	0.303640027507279	0.333016464136597	0.0448977312249154	0.331684166759015	0.228729020740623	0.747301090020157	0.747696654403118	0.280770777448267	0.365109586043573	-0.0574143974663402	0.74523315794501	0.468236398381549	0.120266278301759	0.588358400428138	0.879358161310811	0.536691728870643	-0.0986753262126689	0.34150750390647	0.859086330927747	0.260624838808477	0.628702582102378	0.907588573392679	0.514797223115454	0.0277741907346324	0.455688007203492	0.53373393779188	0.529433322793471	0.441731185403666	0.512249257134867	0.368767331614053	0.724904906873861	-0.175414472486009	0.348742658139485	0.130648008632897	0.0705959902673608	0.618162269833252	-0.019774962391767	-0.168683309534999	0.331465119303441	0.492092403625977	0.871702915437783	0.605076129599826	0.541771562256876	0.25449955670161	0.215298007394949	-0.00850062363252343	0.749447066550114	0.414137682166983	0.356343311147295	0.36430307362659	0.596692517569522	0.302595796922314	0.417702859787868	0.194733139875984	0.27369355064901	0.553449381257892	-0.137586964944433	0.496908360511057	0.00715919962286169	0.11844833074221	0.339946345559603	0.841423187934831	0.576095675525793	0.075899085702295	0.846045766138093	0.761317578956524	0.026422905647904	0.0274500304648924	0.341526538975888	0.706892992440222	0.111806143785953	0.0536502894803463	0.351064605181203	0.675545586106413	0.320071923435316	0.680850528671564	0.534215947774733	-0.00282283285364693	-0.0632029733620488	0.632589824169263	0.386985413987268	0.470254468067857	0.201654295513941	0.244654172940619	0.483506958723868	0.315750124788653	0.601519877280742	0.540153317470127	0.273224322810924	0.698653933988377	0.573074547818471	-0.0902612145749337	0.320308085239845	0.368655323820545	0.684353200821466	0.442064239143119	0.144090750176151	0.277394998710569	0.1594012890377	0.310855008208493	0.14153560436634	0.540020545340149	0.278499319763484	-0.0477806302998239	0.604312651153092
SLC16A1	0.826580894143931	0.922732064815292	0.70019833720456	0.773038513952768	0.660441055877066	0.738396137949801	0.849399349879543	0.896391285536471	0.841696627572606	0.802465702564732	0.879712351701848	0.871267664059195	0.840590949150733	0.91727960481688	0.570607796728846	0.626983737273088	0.951572533307845	0.657456043485326	0.405792035281832	0.629669520469738	0.845291609551971	0.855004282969188	0.831251456845845	0.801561884494079	0.748664337247882	0.711120170736116	0.611360910341115	0.283578016319969	0.508416178283314	0.748123236671233	0.840584351194449	0.598668997633655	0.614274587840573	1	0.575296548668717	0.593004861025397	0.773188590064048	0.507155164233271	0.79431705779991	0.820107107059829	0.628100512465334	0.599654315057014	0.662548909663759	0.635542568377433	0.689015752690896	0.710142777521359	0.832805815017498	0.588850268241608	0.726236466640668	0.544802676620111	0.508361956718115	0.786687756503628	0.493499487575397	0.788622552818202	0.757695330161573	0.819608597609231	0.59545811027635	0.724275016265674	0.662752992245871	0.764752281192999	0.795199867087432	0.709102008507881	0.851774753806184	0.488551943231623	0.795284883056666	0.883858460516042	0.649248720180979	0.795225143790559	0.585596421961676	0.894662753836448	0.425323791456334	0.804380628341995	0.724128145986746	0.766683296154655	0.885539753506936	0.665631207913155	0.860822686552136	0.481335930801703	0.743031602419538	0.771891630429992	0.712049046559309	0.889072214000672	0.825420492804231	0.749111315872371	0.775653635954526	0.334458498306207	0.705627764505728	0.647745283876228	0.598027567293049	0.609425087255168	0.465756223237762	0.342938450297029	0.803240577861145	0.905892585538045	0.551307200909124	0.870799289755668	0.876019679895669	0.746130999067668	0.684330905056945	0.513837528534877	0.825698965665029	0.905806835626649	0.791145121612878	0.802386227313385	0.838613882141413	0.714617652094677	0.859508223070525	0.712948093852272	0.741040303537613	0.911740323956315	0.41267021728207	0.914752052323777	0.524311375689448	0.648249707228226	0.810241180957606	0.449035324841049	0.628779267881964	0.545884527339851	0.6284827516241	0.738635697181473	0.563499183843268	0.535800863784195	0.707897931212068	0.817086949109897	0.629030831679915	0.624473182166117	0.774596677273059	0.614889759246915	0.575321495021573	0.86006494625208	0.792250933235775	0.516312092518099	0.498837043777605	0.875725612863748	0.832746147815724	0.753573480672936	0.709925183547801	0.723039040759546	0.720433085839097	0.769351205153451	0.927338504280049	0.799892768389197	0.777741786733771	0.897403834911477	0.859566843977753	0.42434323063323	0.76107395552203	0.468928537617658	0.744382178255777	0.817983922777417	0.624797235984495	0.701188662232159	0.712817510638857	0.827002485455801	0.557323195974503	0.836533276366556	0.771061281677415	0.0218597769442939	0.844048453096957
ADORA1	0.735709914622412	0.441967642034091	0.787473661919342	0.894556883733245	0.884020805485854	0.934326655919932	0.353214962626155	0.503189214886565	0.683172286842377	0.572623464706844	0.777641064088072	0.794628750116505	0.832742852317212	0.801865163426379	0.665539346236603	0.493219974630195	0.481051812690073	0.353782019092824	0.676111040518493	0.215611772723621	0.8241001974259	0.472624808558337	0.810725396472805	0.452410022204682	0.843619312476703	0.641268965069348	0.0556806805459675	-0.129555656347978	0.897699741926826	0.694860024761044	0.481086657568583	0.746817667282385	0.00699707771046088	0.575296548668717	1	0.745893381031932	0.845915193425768	0.929686925557637	0.807215889108739	0.333880084884848	0.896236017104379	0.0559995484467266	0.808853055519258	0.799283481531877	0.929855431898885	0.0556369770198307	0.360814986582074	0.842595512869456	0.862393727204253	0.897367508691956	0.920136336068847	0.905040716353437	0.936687836770653	0.773310101620204	0.831949630353738	0.758742512055112	0.942112020788093	0.776066877526573	0.885339284725199	0.167250405064804	0.387814852940525	0.891199844561449	0.731301079617421	0.915386526126535	0.223524782875987	0.703763701223231	0.855484306923802	0.627658631792583	-0.032441826527559	0.696252193663579	0.893346788930706	0.673895481447297	0.166919766573967	0.809567555647386	0.568108417920253	0.0948823706414283	0.459381049875765	0.781198500690572	0.694522085042193	0.539803112006807	0.275630672445803	0.702408336256543	0.599192199222009	0.725618103371382	0.443253788227878	0.872660482838371	0.813347636265797	0.919432302645715	0.943742430810034	0.0656731134468591	0.741813886571491	0.886307170345159	0.696607210897864	0.730275913903709	-0.00336021142135246	0.578505562857635	0.666511469598554	0.886569637333161	0.906803888924056	0.889222426393414	0.325911159536215	0.693183120927837	0.780201219579763	0.778509530826364	0.455125681250061	0.841632024567888	0.801039725452002	0.805619750731725	0.701199684173642	0.724310101714978	0.89205833481581	0.700657187323386	0.937916904490988	0.920481727652108	0.825386635461525	0.021875991017762	0.134049159746136	0.880389022923238	0.0188368948300873	0.470473731044069	0.923059622504439	0.907900652945471	0.800241304574021	0.332310852178634	0.899616491677622	0.832901728742382	0.817415589112441	0.0697816284695286	0.689680502347299	0.489277052255807	0.666939297081007	0.750799071598812	0.925087063331513	0.639818368432736	0.784374770819124	0.729283056224009	0.928280998815299	0.885334056652044	0.578552522195386	0.829727714679341	0.65218400105086	0.440469387781649	0.817702943082998	0.438886415200394	0.647319062157007	0.840459691989059	0.81058022100476	0.226132069529088	0.21665215044921	0.701822996813306	0.825992010559831	0.750086338233902	0.906299695520094	0.884195577887848	0.60121158187552	0.519655099154431	0.851332078031999	0.0558826638310952	0.440080643223734
APLP1	0.629886053246835	0.503055602475163	0.866462389089219	0.746210322031353	0.91374347790388	0.73292580877654	0.505374739895303	0.604116719078859	0.785537367980966	0.669984218398682	0.799368485913951	0.764073059907195	0.766029169157522	0.738664358567512	0.663032709378658	0.528864017251903	0.604570971929502	0.655616512235216	0.719966596103902	0.388230472215448	0.782696858840995	0.442346133088904	0.775710935811464	0.470368195375481	0.814559197477528	0.702733044770275	0.307956114628785	0.151843050048427	0.696510216983474	0.809402281815091	0.646292240818379	0.937673203900461	0.231212602781571	0.593004861025397	0.745893381031932	1	0.849209680236425	0.673355775308917	0.660080445464652	0.490925579450453	0.846086244397493	0.261709530698238	0.901236157330986	0.7916762673589	0.873353210118626	0.245674629339598	0.424527406020152	0.780534999993381	0.760200923011523	0.82111412410035	0.797491993195543	0.833506852681118	0.67029926563224	0.836169111201303	0.872962157477303	0.567311990130706	0.860429790412847	0.751001426261718	0.853223564188166	0.278524680842349	0.599483375248298	0.756934489266404	0.588621300805375	0.663709350897916	0.486377479335181	0.727088055728522	0.816650751722514	0.630202432813093	0.223939347978828	0.712100472102227	0.644740581789672	0.727854250130189	0.381013856927373	0.734236355173435	0.676897946484574	0.305757239367277	0.475642002572641	0.908558093663411	0.697972983130652	0.723369079305644	0.347176230554136	0.791733895203981	0.588465386718263	0.840505329378401	0.57249641540335	0.520742604812894	0.587302407245937	0.855234260456452	0.831681590967803	0.287479993828286	0.823969171789581	0.797741076787093	0.566321620469395	0.656442315791685	0.298658099659281	0.557744570306831	0.700081644690264	0.891074211338434	0.813987493104886	0.793019809997843	0.455278620595759	0.722153625994141	0.893426057570413	0.826365769269708	0.630930720634531	0.853281164786532	0.809169175891152	0.816035549701437	0.837308804781456	0.767392177448751	0.691359573351671	0.686777764155608	0.818361743303847	0.692616817295605	0.839876226970785	0.39254720145904	0.0687188835439369	0.863243685155477	0.293020188846873	0.575898502301958	0.810848893962731	0.806823939740612	0.741045072265283	0.438999235645654	0.739082765893954	0.631999137648412	0.722716663004405	0.166026136369609	0.567511699216421	0.559821174261105	0.692643734513966	0.597992366820004	0.758596576529286	0.681989464737367	0.819682565856628	0.786009293777816	0.853126629412765	0.893827883126681	0.704054576728973	0.840647210952874	0.72468040138962	0.619692062664521	0.636603219111717	0.583202329483362	0.691212437572787	0.739470401352821	0.822353527177586	0.303862849780814	0.356767147627701	0.636511817661227	0.745392563231595	0.76826704602853	0.841168547685065	0.840207488382071	0.707787609529858	0.575066435558558	0.832193627814868	0.0488485030383509	0.606930069441463
