""	CD74	THBD	STAB1	CD163	HAVCR2	TREM2	TLR1	PILRA	SORL1	ADCY7	FPR1	C5AR1	ENG	LY96	TLR2	KCNQ1	KCNQ3	SDC2	VSIR	PLAUR	NRP1	SIRPA	PTPRC	TNFRSF1B	CD33	TLR4	TLR7	CD63	ITGAM	CD44	NRP2	CXCR4	SELL	CD4	ACTR2	CD69	CCRL2	CD93	LILRB1	ADRB2	ADORA3	LRP1	PTGER2	AXL	GPNMB	CD81	PLXNB2	CMKLR1	TFRC	NCL	CSF3R	LRP10	RHBDF2	HLA.DPB1	MERTK	ITGA5	CD2	CSF2RA	RXRA	TNFRSF14	PLXDC2	LILRB3	PECAM1	ITGB5	UNC5B	SLC40A1	PLSCR1	LAMP1	EDNRB	GPR84	CD3D	CLEC2D	APLP2	S1PR4	TSPAN14	ABCA1	FPR3	RPSA	NCSTN	ITGB1	JMJD6	IL6R	ITGAV	DIP2A	STX3	BMPR2	MCFD2	STX4	SDC3	NOTCH2	CD46	CADM1	NOTCH1	TNFRSF21	PTPRA	CD47	TRADD	ATP5F1B	CD226	SORT1	TSPAN17	SLC16A7	SLC16A1	TNFRSF1A	TNFRSF12A	PTPRZ1	CANX	CD3G	RACK1	PDGFRA	CD8B	CD8A	RAMP1	PTGER4	SMAP1	KLRB1
TNFRSF1B	0.78586136453149	0.24634467807868	0.583869039667977	0.707538164796353	0.681157054148049	0.677193545550052	0.764878344555977	0.197869650317145	0.848238870651272	0.891990088654676	0.858535947668245	0.636333546107539	0.467540246938182	0.340371942407309	0.378688922390979	0.32954082122459	0.620084246071024	0.461467372427022	0.866164172042444	0.778137832296966	0.607241325174266	0.685114531768956	0.763079033307435	1	0.827065741030921	0.45154678548205	0.707485044806039	-0.173421479680033	0.655868655099224	0.0159305286315007	0.383189328598017	0.370915053006862	0.17525666983294	0.311224935815442	0.318565615220028	0.626124167253276	0.810385621441187	0.515158431809681	0.820332148939768	0.911929596872651	0.677546969616138	-0.0707668919256485	0.0011671583070246	0.73422201839525	0.0493871659607556	0.171982104436459	-0.130962083862357	0.576420974587099	0.480783305520658	-0.291184382346275	0.718471147203936	0.287722813216637	0.596496957964575	0.749975238094935	0.368951827951358	-0.0267027139020538	0.374998646377826	0.668249051866385	-0.460550637645243	0.139017214015962	0.733856393480965	0.582384019952131	0.711480895891367	-0.228210819146504	0.799183469234995	0.046468103636317	0.431742362459718	-0.0015369721921014	-0.0957849785919266	0.516438838752417	0.222876772445653	-0.0255843809117009	-0.112629704058817	0.335407715754009	0.558591651718379	-0.0123789828727187	0.484913480704586	-0.150686316364629	0.108478710761188	-0.083326637188132	-0.0568336791233861	0.457415717525892	0.00398481000438226	-0.177936788692653	0.628159907341798	-0.280371522880725	-0.177708406155189	0.143953615027104	-0.333200728713626	-0.43001038469331	-0.0933563816273221	-0.284856516686885	-0.393101909288145	-0.328175348244489	-0.395938167434197	-0.38109196621746	0.374896579987649	-0.191596028527476	0.7109294996698	-0.346688068479898	-0.319429023171516	-0.464659129133474	-0.254991438503919	0.316455056818007	-0.177243718941025	-0.394486791826857	-0.299665350503463	0.494324048086428	-0.234410120334641	-0.411130413700835	0.389047196015024	0.162731734986202	-0.39897449306575	0.888815189226476	-0.329069293042082	0.522397852923949
CD33	0.930975010272959	0.204731068242357	0.655193664569004	0.782556812291517	0.835929222696177	0.895903652953869	0.897649478268597	0.111792122407138	0.863516433714631	0.8986795306615	0.83044565498568	0.579376760237166	0.562284661351051	0.510640901115559	0.237694456936409	0.384923477184956	0.682734527940763	0.577657975235185	0.902254863992421	0.770672212973875	0.694109448136975	0.827022207262661	0.382508591951457	0.827065741030921	1	0.276927468815198	0.896161399636358	0.0113339431265708	0.632078026105927	-0.298717493816785	0.475170362830431	-0.0501755946727501	-0.275162312789307	0.37112550754274	0.355480763683389	0.316413209094332	0.704274698300713	0.539955906658969	0.906112177320225	0.856209103768899	0.788025844465954	0.107936380775842	-0.435702996689944	0.861049221945395	0.0757750454253335	0.345896106900823	-0.0262189252896608	0.693053063233022	0.500168600323827	-0.192547938641686	0.601312042924056	0.369371180777488	0.680849006142468	0.851217766416283	0.440509640586797	0.03582448361763	-0.053575008940701	0.755666456416767	-0.379755027852195	0.0466676120175741	0.895038768992633	0.348864996645458	0.509108116866255	-0.10658323655215	0.910298424375052	0.0305110873726012	0.554862187507472	0.150655799576601	-0.0694167982981504	0.585953474318238	-0.207558773970995	-0.188063705823089	0.0552953360502749	-0.119130058300378	0.613642484243229	0.152269112426889	0.528267370845121	-0.110678328534967	0.232137422375816	0.071917802510108	-0.0172916561119899	0.50866191718399	0.226862243542799	-0.12203453057353	0.408313008506702	-0.149245429012761	-0.0609996346898113	0.224570913839188	-0.195017296466554	-0.403082091148679	0.0828493858913397	-0.109206147415538	-0.292530192593759	-0.221403300737293	-0.24183033597609	-0.273438953746132	0.275530010187269	-0.0732221616344421	0.802242055765999	-0.218848546009267	-0.254107985888558	-0.482542622802751	-0.0692251456609971	0.530884662613644	-0.0525752455610122	-0.25303919135678	-0.147535917715707	0.137008324925429	-0.137950378046543	-0.268751589467566	0.00856584685744373	-0.14938008498537	-0.258274760523255	0.780483903787537	-0.23825800663976	0.161741686261288
TLR4	0.275787738188686	0.581435360777185	0.649436887931876	0.622592177736699	0.429592265545745	0.280272161994079	0.238469434014693	0.408502246998239	0.35445303922937	0.473300473653613	0.577445317785025	0.621346034578199	0.7177037398645	0.47953292734709	0.494552103536952	0.426202129798819	0.618350474156744	0.477998700322395	0.330463574453711	0.335100412766787	0.604135884195588	0.42606325923719	0.486613441397859	0.45154678548205	0.276927468815198	1	0.322075908512608	0.412768727073538	0.719717012795054	0.594163202844569	0.686634401876805	-0.019412896776107	0.193382652986559	0.684608413684024	0.713456004714649	0.0982548382702481	0.426140314435371	0.66700263060414	0.241815056036093	0.45321345023006	0.597665569072596	0.462497636858171	-0.0682224345310901	0.436728684802512	0.570062122904498	0.58674907655499	0.668416469168553	0.200585067397004	0.594581750611226	0.225343600492864	0.487141302961821	0.313917141113188	0.387509931911861	0.255296999220888	0.660092522835349	0.643865880614267	-0.00427848163351758	0.268252192775604	0.441925939465736	0.831915868899083	0.396597559439764	0.544500165130435	0.341976805646818	0.49231549971848	0.416706300581284	0.652798604372077	0.47575160823936	0.589549212036679	0.62140756347896	-0.0187342245885188	-0.00814303287146329	-0.0175171180457577	0.545590424028815	0.0658882980125182	0.472603971037473	0.496102447803928	0.656535793167901	0.364350542516949	0.612936574596648	0.451822147098828	0.408916475223125	0.650774983810632	0.305937828326791	0.38672444449356	0.621571983097859	0.335288786077414	0.481710222467646	0.257541474333613	0.325968507478232	0.290785648300143	0.293089234166266	0.263898602308361	0.221390808534756	0.37459464215127	0.155034203744217	0.202733233896406	0.181463426550673	0.471726931172796	0.0249489792142951	0.205407794124829	0.469640564511772	0.175753586721834	0.212027540088312	0.619273753991416	0.480718294431705	0.0831934337939067	0.347564440089349	0.180983458114225	0.275340074248312	0.109766500305229	0.0188267106769324	0.123843511242152	0.0814245616643967	0.327111532293631	0.199933492864445	-0.0179791475236653
TLR7	0.952495158180929	0.232944702045872	0.712220962006802	0.808389875178228	0.908501435937741	0.955167238050737	0.862909339590954	0.206214510969016	0.837999394454677	0.877445933495678	0.831917248164802	0.627238627361764	0.612702551426525	0.625862721213085	0.193585303658781	0.542696651832777	0.761424482125019	0.568131345278876	0.869161473503054	0.717904939157529	0.707646532995751	0.831888650792701	0.380056931709933	0.707485044806039	0.896161399636358	0.322075908512608	1	-0.0161558167059772	0.690288623088258	-0.207273058324376	0.503122735526612	-0.0887660637650808	-0.260843314988113	0.491631741270688	0.374301082008515	0.289127471872128	0.728384888904853	0.626246571808061	0.938706775020001	0.795941653735278	0.813751656513288	0.143968607813389	-0.460673471132085	0.920614340141364	0.116465498126051	0.363176513394892	0.0166941015218512	0.793650893986798	0.452898003132757	-0.247564805492746	0.517308706687049	0.359918515557569	0.717063326406187	0.876586079344614	0.558946327851887	0.0807421318738125	-0.105279065863808	0.79661418520729	-0.340698759441824	0.136497062778843	0.901544892601057	0.255873405220509	0.43806902974247	-0.0907772715296775	0.882490789183439	0.140847502462926	0.599611266322817	0.18057650472821	0.0214393077722928	0.484223933000848	-0.256219976443665	-0.251062265192335	0.0801241194622192	-0.186588039922596	0.566072118823446	0.0918996581308672	0.563459100192693	-0.110166824460896	0.212015106737158	0.0533072582060899	-0.00603438744681557	0.518497424582969	0.191678679335823	-0.0817234144287656	0.52482767221286	-0.168836752878759	-0.0711146005213063	0.112477651477454	-0.194583088889716	-0.454219811015052	0.069962711861473	-0.153396532397885	-0.317662509217062	-0.227209567963202	-0.293855580433904	-0.31998589615413	0.336155008597461	-0.0703687368852583	0.797676344093106	-0.267208579789084	-0.164912218434497	-0.478684407779116	-0.155260848722229	0.493682705045159	-0.0513741276437546	-0.307172980781127	-0.167299972074301	0.108262318535013	-0.181271435633881	-0.315972948731204	-0.078294391972305	-0.0812077348334423	-0.308212904285042	0.718464632804828	-0.30637684079051	0.113144661331288
CD63	0.00811438958366215	0.12985466044648	0.170925320224558	0.142803846733602	0.0522924805462738	0.0197561428367511	-0.00809932016517296	-0.104182449740149	0.0396760398276953	-0.0624431102609091	-0.0927079136900423	0.0517155267936669	0.387177736890462	0.189363659569921	-0.0788072195973742	0.0987805351920497	0.215958199102035	0.433489443248949	-0.101418635790404	-0.063954281828754	0.171659986957624	0.210513017682652	-0.27266345559611	-0.173421479680033	0.0113339431265708	0.412768727073538	-0.0161558167059772	1	0.0847646141928349	0.256045474577605	0.348261063167896	-0.446551362931706	-0.372969850602972	0.315844653024226	0.789513996823203	-0.379479834828031	-0.154338378858573	0.110581008101634	-0.121250937227293	-0.0244833297474882	0.171364435097759	0.964260832216213	-0.396614988181932	0.07340965792541	0.308984267213615	0.900130536105693	0.825545987724615	-0.00625912486478992	0.406110083806648	0.915113421636459	-0.0543414674014605	0.662362104503621	0.0767787952045794	0.0265992051049402	0.221569556109226	0.651410544484713	-0.40668969397775	-0.0249286221103357	0.772747283748621	0.483179866339053	0.127665570900069	-0.164729784373486	-0.265826863097862	0.96319120665313	0.13494698601043	0.282611867147562	0.429864306940498	0.925601517143013	0.467905379378565	-0.0900062470765303	-0.415245533547998	0.374163826930459	0.958355902842416	-0.390972367217925	0.498149907377969	0.669482114668015	0.202111403697211	0.918880347966713	0.840459802892738	0.964057200346476	0.83548219669012	0.225450329306432	0.920178617385218	0.912752529145488	-0.103264764921699	0.956439216947248	0.980494633016586	0.752161185051601	0.965436516250965	0.843282815682964	0.773319540322561	0.967374402477066	0.918625809288043	0.959865248257894	0.916019445025309	0.907087556490619	0.224411389253228	0.979342332063364	-0.145044422796994	0.916575986286776	0.863781158985378	0.775107551311129	0.886584819180965	0.803059580849943	0.967484172011909	0.872851397606369	0.970577313019899	-0.319851400699571	0.92855158248644	0.890092405471057	-0.296140313824387	-0.291481167469497	0.879467840706903	-0.160553381970118	0.9006293005667	-0.379983610866891
ITGAM	0.629264187598986	0.806485740220791	0.969528714589087	0.961943898263902	0.769108022738672	0.71724980530748	0.540335631472259	0.640788614461074	0.621955374526318	0.740553033533427	0.832469600784293	0.941295187322728	0.906593116950525	0.82666435418646	0.501877451004521	0.792054660462813	0.924884006764585	0.721889012390655	0.571492428094848	0.517495945532923	0.934414300645333	0.746044508093256	0.518240588020193	0.655868655099224	0.632078026105927	0.719717012795054	0.690288623088258	0.0847646141928349	1	0.409993954459071	0.848366000067349	-0.0478227952669368	-0.109226965911113	0.894395305328612	0.593988881454371	0.240600305843775	0.530383412947064	0.956465013719242	0.62078982839639	0.726087772711485	0.928156971964462	0.236320450762893	-0.295793983345489	0.81793986410279	0.712557678065057	0.458215434088203	0.423066852327776	0.643313609711613	0.538238422569258	-0.23433614412477	0.480518364911427	0.0739528696963935	0.618263767890841	0.534244794704471	0.917327854997853	0.592816920166801	-0.117803630269582	0.497285121850115	0.0427914511320149	0.687584865185638	0.742760487811896	0.572522135431957	0.230222022850736	0.134329147251831	0.721191896721274	0.713517361704529	0.695399108208642	0.405330824009844	0.601476133748842	0.101953389485505	-0.173528498002217	-0.360022947661939	0.305008005841982	-0.19937394170572	0.388206123605659	0.364977368556923	0.934989540947605	-0.0360574244676727	0.396352369042752	0.162743332411021	-0.0427369591985663	0.707700639393923	0.0485475559895491	0.0737190373050382	0.765383910231551	-0.06950211638612	0.120216408629152	-0.0159975875349427	-0.0901943680325084	-0.218397203358991	-0.0235557224822414	-0.112943533833384	-0.242729896088335	-0.057329986643227	-0.291427803533822	-0.282438009284775	0.133390749708758	0.120140688892982	0.400946868995874	-0.229192424842005	0.167150854157696	-0.327203536165318	-0.181316795153968	0.554036521234747	0.131481150998234	-0.35287510302593	-0.0454015767537857	0.193722665386275	-0.162469651582888	-0.341052963683362	0.0208025189547214	0.202920377838785	-0.358420100965815	0.492782911551862	-0.288502939763016	-0.0263345122553796
CD44	-0.24117113790153	0.545877752665471	0.313268443132157	0.240967045145948	-0.132230278304987	-0.153796844469805	-0.373032584349737	0.548442852945756	-0.104529757355031	-0.0222037083115319	0.0808045825035972	0.440864688273503	0.354205843620129	0.312423799699491	0.0580615863228948	0.519155892399794	0.303757816077768	0.323114936079061	-0.283537224539395	-0.263191321120463	0.224536213940076	0.114336157324511	0.368546506726402	0.0159305286315007	-0.298717493816785	0.594163202844569	-0.207273058324376	0.256045474577605	0.409993954459071	1	0.316672521921752	0.292891878262511	0.381059470226518	0.546437921001642	0.474843050109242	0.208236625172597	-0.12470090079267	0.458130976144116	-0.199318896778954	0.0968091649978894	0.16368566963402	0.301079877576383	0.37124075408319	-0.0263323069604032	0.628986712217767	0.303040037667781	0.50598361407199	0.115623585621049	0.0212416726029556	0.150007440838801	-0.138332951340209	0.0158605418983281	-0.161938873847385	-0.225517495812799	0.457656633561603	0.637127604121432	0.224656469303644	-0.31454763075333	0.395951974645496	0.74914655844459	-0.173945277834985	0.376905890612688	-0.243937916415527	0.374977598006681	-0.0905939637209203	0.625603959937094	0.269253525759936	0.430026209600443	0.638150459550941	-0.570737554808988	0.295442065797675	0.181697210692484	0.39755638124995	0.160766418969612	-0.0167853066008379	0.158780214519151	0.404996582048588	0.379150406097361	0.237201440468785	0.283758262486705	0.197953793065608	0.0855984807658076	0.00106513483395277	0.414182669296577	0.497660966619111	0.21846952407667	0.374421315257137	-0.0421514149058159	0.244899091300566	0.331668996086665	-0.116801478831112	0.175286497372154	0.225744028996325	0.328526731682872	0.104675071081568	0.161485920187818	0.222083432011668	0.388405420313798	-0.248739220912746	0.126537385290992	0.608400135900035	0.341356597537594	-0.00477971889069453	0.147778675687704	0.333821759844766	0.0492648254487901	0.251198392657309	0.37666461689969	0.205209040803673	0.0853508976519949	0.317835205651722	0.58459182972697	0.0643411640019883	-0.159931600957031	0.124244497174388	0.127461370631765
NRP2	0.459320333265086	0.845634459647344	0.913628674621219	0.825983623120948	0.712818751550854	0.52409794160109	0.482871293987615	0.52659403955354	0.44446522000938	0.453056747369233	0.544051674733438	0.795115220538379	0.95773200074631	0.7601328286366	0.648417541994995	0.602359093546755	0.842291363161479	0.735294642735553	0.371966014913635	0.490326943497033	0.917080074732406	0.520429282869608	0.207532860312323	0.383189328598017	0.475170362830431	0.686634401876805	0.503122735526612	0.348261063167896	0.848366000067349	0.316672521921752	1	-0.423532703787151	-0.453305852939694	0.879857779550933	0.675923172201741	-0.143570980133482	0.397225946782653	0.809133414166566	0.356164321032411	0.40991971350533	0.865931094961093	0.442387675815849	-0.570294344743636	0.70942547451017	0.816480850675549	0.596540265317896	0.636536125688034	0.340573220348586	0.727130925296146	0.0337682960898546	0.492717102613406	0.0302263689694945	0.704787449521026	0.394662099248752	0.896756422538053	0.728751760565695	-0.457712930461874	0.482580285054257	0.393472930598908	0.746866447314781	0.691743197425546	0.242135773315016	0.0332267287922213	0.41319479526936	0.604419949834099	0.781127378633227	0.753268354260868	0.584056349232485	0.761114859831196	0.209256388724285	-0.49458590493037	-0.428425206538864	0.531817531950444	-0.485205341140384	0.398118871179024	0.723270770038301	0.933870357988486	0.122632432538087	0.6580163846142	0.401346909271729	0.17458232259292	0.867705073952225	0.247476403633392	0.282312195094731	0.57465970699392	0.233396375419021	0.371788889003854	0.207206009212014	0.199768777456125	0.0622821319001275	0.34767285984008	0.142381283857211	0.014630047654965	0.228317445701155	0.00708045454849305	-0.00263567522664818	-0.100927401324115	0.355173491605687	0.126914456731361	0.0830626158793016	0.358699354333465	-0.105181580893966	0.165337779146304	0.71255229233968	0.416056152689524	-0.0804128133366824	0.265923984229654	-0.208427478195548	0.101657692787105	-0.0664037907195888	-0.298543910342381	-0.121719504851593	-0.0912570957571246	0.302560563359778	0.00326386303869371	-0.378556487823744
CXCR4	0.00578836966202329	-0.272348816915122	-0.21085585040539	-0.110294951759429	-0.210383771874466	-0.0720037156003698	-0.112689287942296	-0.0532083688984803	0.151650233710384	0.208974364278234	0.172011834161093	-0.0489681837622236	-0.33312004573652	-0.267259524062831	-0.264786388816256	-0.00815917350100518	-0.178063009280672	-0.258834294538462	0.14638810769023	-0.0611221730576284	-0.243722358644958	-0.00999601999410244	0.731740015719887	0.370915053006862	-0.0501755946727501	-0.019412896776107	-0.0887660637650808	-0.446551362931706	-0.0478227952669368	0.292891878262511	-0.423532703787151	1	0.822054728179402	-0.240507020264815	-0.227167729331026	0.906401535964212	0.118188415121439	-0.100331265703609	0.161528762279986	0.274392714511845	-0.210021296163139	-0.407547585929092	0.86173265851614	-0.134755496164814	-0.355230150801265	-0.360905426737243	-0.435725516581699	0.185144350584325	-0.3430374971175	-0.305285698049347	-0.0164912219595933	0.0422310851674158	-0.2614449623314	0.0346243462433952	-0.26793941873901	-0.343504759548198	0.951202191365056	-0.119505047896131	-0.529348303557278	-0.104813958904638	-0.190544128094528	0.391623779656737	0.368144244304951	-0.43941926865377	-0.0738628373078538	-0.272749509226958	-0.302531581909458	-0.374991428286987	-0.389500290090999	-0.210858971004963	0.941749218059259	0.530100568617938	-0.465635890093711	0.840420641638979	-0.0453971899216078	-0.688456813867109	-0.250605419354936	-0.121262712612501	-0.509422111558653	-0.39981894885086	-0.176512921475983	-0.368246573929552	-0.385067783616054	-0.246008316015138	0.249420851845796	-0.430182182702985	-0.398642096123477	-0.264938389485345	-0.407007288623563	-0.300009518460833	-0.515513257861494	-0.384932592209586	-0.291691257070118	-0.401592230719075	-0.37100190468668	-0.309891905774594	0.575234490487679	-0.371630578795682	0.299822671509832	-0.413274557341513	-0.314428009589171	-0.0609701908484852	-0.505183069207651	-0.4610261167899	-0.449392500807319	-0.33806530062537	-0.457631174361701	0.909475061259603	-0.299699023984621	-0.334051815199631	0.908850487497105	0.78410620178251	-0.321757398071435	0.316694055043032	-0.308106313952198	0.912592169612025
SELL	-0.259684857677623	-0.248201148170215	-0.319520142511833	-0.246972054876258	-0.393171950647579	-0.299408520749072	-0.362567180462428	0.0288401369965281	-0.13179777384341	0.0573086253231474	0.107361870383755	-0.151373847612115	-0.396465811503605	-0.344289311151531	-0.169768598048015	-0.143149561311683	-0.321697255153959	-0.452332681141886	-0.04042240380749	-0.233395867531841	-0.384117522612393	-0.175350211488677	0.573178151297286	0.17525666983294	-0.275162312789307	0.193382652986559	-0.260843314988113	-0.372969850602972	-0.109226965911113	0.381059470226518	-0.453305852939694	0.822054728179402	1	-0.261811824037442	-0.259197854730781	0.607101271572046	0.0158664924088564	-0.125599757406096	-0.10378468070454	0.0879092137306872	-0.359460342858058	-0.395898620417649	0.910639839453872	-0.362564809168181	-0.297460443144061	-0.389913536329725	-0.27135826337312	-0.108634960970573	-0.385962347927591	-0.212876720771354	-0.0570564405992366	-0.0238564361020923	-0.449046067080918	-0.2363458338953	-0.296992974944315	-0.261138374251504	0.827426037992596	-0.33230755812486	-0.28326301254876	0.0127491261494265	-0.425501392665502	0.52502658343421	0.406745381295166	-0.3077439094996	-0.306640510013733	-0.175020149998818	-0.49886045693689	-0.347880974211332	-0.271411728262246	-0.376418916622908	0.901280634396133	0.411562017986922	-0.386662720426132	0.876911827895503	-0.168115736378003	-0.603392210826686	-0.331806890863528	-0.0907896265053747	-0.448719164967178	-0.37883797676557	-0.130995765500966	-0.365572173498896	-0.397488918467301	-0.247615858658334	0.156556546638078	-0.32710836379934	-0.297726313519603	-0.3373859050591	-0.285829602141264	-0.101221211186229	-0.484213325367182	-0.297223726747777	-0.16303362797761	-0.256413828272743	-0.262394507136813	-0.18257491115052	0.317383302432537	-0.274263394229114	-0.064530161205862	-0.304168615611699	-0.179813578501502	0.0268011057444741	-0.420750051545666	-0.488620330721456	-0.356231451053785	-0.242481947483468	-0.350958197179646	0.752673452213781	-0.234344464878801	-0.226145428584552	0.670971517469654	0.631555533076702	-0.230650411255355	0.0893037945744457	-0.201914454485701	0.685750690384809
CD4	0.392278161409752	0.848015697461624	0.922148161989553	0.851096180465623	0.583813694710358	0.571875687083081	0.266725389291427	0.677393637022696	0.34374477890378	0.453888286729754	0.580438760753027	0.824080058253966	0.935979101761827	0.910452527806598	0.348846148072648	0.847326917893237	0.847039276190631	0.700081475726608	0.232468980564673	0.21166714023474	0.871280956688822	0.605885050215901	0.255674943445213	0.311224935815442	0.37112550754274	0.684608413684024	0.491631741270688	0.315844653024226	0.894395305328612	0.546437921001642	0.879857779550933	-0.240507020264815	-0.261811824037442	1	0.681655837471146	-0.0077356858853442	0.232175851484619	0.939834497269215	0.337258460348561	0.429559265112382	0.835842559535243	0.445487428008354	-0.385657491687898	0.641444456132211	0.886004884025671	0.590702912315235	0.675261562127465	0.528033608841784	0.43112337156218	-0.0284070909743603	0.192382120867358	0.0253051259602265	0.443692101716354	0.28853415385508	0.984461884785994	0.8382701121917	-0.317832048055755	0.262310088064534	0.340386724357235	0.839391624754952	0.549435947329548	0.370596965635748	-0.149896150787228	0.395974892239833	0.485278068465079	0.900843627899645	0.673590178607886	0.626084652645669	0.855667147715106	-0.148698641248371	-0.321259980568028	-0.34343628013122	0.547989005325619	-0.430459282832853	0.224749711640224	0.480975166506487	0.93306459540268	0.172839627695806	0.495678526948592	0.372320496447386	0.0583144393962122	0.610319642391892	0.160291690459042	0.306781976326804	0.585871198823809	0.162406246862814	0.349535760332174	-0.0064831667279249	0.170930432431107	0.0497045059184475	0.0886338134708288	0.108866222574258	0.0170521135553692	0.197937434099815	-0.0534455967148845	-0.0489108094712797	0.0461051695291767	0.377290069448354	0.159677392067113	-0.00715112413752169	0.492305545914638	-0.0638225583775748	-0.0178522436999491	0.603168234215188	0.367731237819492	-0.12859787148327	0.197190918124472	0.0297341789636773	0.0354539536657105	-0.10457693312359	-0.10006187098335	0.209800494875835	-0.132246975634752	0.146450811997709	-0.0773448242106239	-0.266317325817034
ACTR2	0.406732135271919	0.480182313123341	0.635289878619502	0.621267328185152	0.470234328199306	0.378867243228923	0.354378045788936	0.205542501414125	0.492432607815546	0.375818064155999	0.368735165625135	0.55049717116226	0.767479952842019	0.507117462093643	0.207348744061846	0.471617256742366	0.711843009037381	0.770621260589819	0.285497140794165	0.339549522548929	0.630559443655784	0.570475668716386	0.233067346219494	0.318565615220028	0.355480763683389	0.713456004714649	0.374301082008515	0.789513996823203	0.593988881454371	0.474843050109242	0.675923172201741	-0.227167729331026	-0.259197854730781	0.681655837471146	1	-0.0165727291738193	0.316518287640748	0.547668884306355	0.299362091271327	0.45310893008143	0.63450937662304	0.87837026196544	-0.364583453834259	0.548582425947212	0.536677605576902	0.944861313366429	0.784076551228516	0.373299317412181	0.677808516119005	0.616485316457956	0.33170274246596	0.642412429438744	0.462526989891918	0.418100530825957	0.625555858477449	0.735335001465615	-0.189863255484977	0.352072356363685	0.549688510268941	0.72085292273828	0.530597255174726	0.135248662967685	0.0190259719725515	0.792658102309583	0.560231086216589	0.541162393079382	0.723093343218104	0.907706154180473	0.619059827892432	0.0892553550902009	-0.291973784267592	0.224413067810658	0.870397889930505	-0.229346568999732	0.695500046482733	0.671832848391435	0.639554559902173	0.752955872467874	0.871585318463668	0.855169554999316	0.672479119664447	0.545042499014001	0.75601601292909	0.810952990383851	0.444623241832198	0.715187597635981	0.821018071158852	0.687804438490483	0.682094330952699	0.541232565730765	0.612684386201226	0.663721044090065	0.575414174003322	0.7070658631087	0.541131862519805	0.55140729200962	0.383992994755764	0.819389003632632	0.169296970434211	0.601817595577282	0.749450353869995	0.444068556788125	0.587366641966567	0.902203457065181	0.826095735152974	0.502280852366675	0.713056852661662	-0.0148689485441943	0.675571658903002	0.507743861344494	-0.0676207984046035	-0.0692906885791163	0.499196719718909	0.290026360337411	0.560104949455085	-0.0983929226324996
CD69	0.386227776616757	-0.12765831696885	0.114383797205642	0.235338772380156	0.183865873658779	0.298947909676816	0.260925925249752	-0.00277992860774019	0.504692423325657	0.535108629947875	0.458445018079454	0.206573368698503	-0.0267837171121381	-0.00999859210917785	-0.156419497015714	0.19842898579695	0.162305765897642	0.0273863864805533	0.482305842265526	0.250583997042341	0.0935312618884519	0.311236045015402	0.863759221687031	0.626124167253276	0.316413209094332	0.0982548382702481	0.289127471872128	-0.379479834828031	0.240600305843775	0.208236625172597	-0.143570980133482	0.906401535964212	0.607101271572046	-0.0077356858853442	-0.0165727291738193	1	0.382875727998122	0.148319114277902	0.512092175112188	0.567311612970444	0.152643465534714	-0.278234448656626	0.617708009416103	0.260103875212608	-0.250844925902835	-0.14743679047804	-0.361399699743999	0.476717147263554	-0.0764697227716419	-0.338286383092362	0.218724269163363	0.188883808718325	0.0877531504915567	0.388987147716699	-0.0115367590280716	-0.253508310819776	0.855129634191921	0.224284961805394	-0.586543442592488	0.000845810499033516	0.211371710651874	0.418615492580145	0.499017262421914	-0.401174326093654	0.309721852112241	-0.171865054205066	-0.00734190982304476	-0.229091998460961	-0.318593259775286	0.0145306154172203	0.784169079083483	0.456174865215422	-0.359609326127864	0.694773182594457	0.230271851144887	-0.538724196902574	0.030432226215763	-0.113106280612467	-0.331974470796064	-0.298278523610851	-0.113572407606507	-0.0822614568192957	-0.242714033462531	-0.204677431631964	0.444449191860268	-0.416893050066466	-0.352288604164304	-0.142301249132119	-0.415272825497467	-0.415218114979726	-0.389836144122941	-0.377328623458909	-0.362961063258687	-0.422308681463759	-0.420269659268339	-0.372949880192824	0.711085902376791	-0.332119558502558	0.597128151387728	-0.446422799828571	-0.328110966145631	-0.190236129906798	-0.477877774480201	-0.183258866990823	-0.387529403360978	-0.401059957999396	-0.442074844126221	0.906701466513807	-0.303629977333337	-0.40243193884392	0.841709064023782	0.716703463847448	-0.388109616995965	0.611939826457808	-0.365417518086047	0.911479240491093
