""	CD3D	CD3G	CD247	IFITM1	KLRD1	CD44	LAG3	ITGA4	CD2	CD8B	PTPRC	CD8A	KLRC1	KLRK1	CCR5	CD69	S1PR4	SIGIRR	CXCR4	CD226	CXCR6	IL2RG	KLRF1	ITGB1	CD28	CD96	F2R	CD46	CD27	TNFRSF14	ADGRE5	CD6	PTGER4	IGF2R	ICOS	SPN	C1QBP	CD47	ITGAL	CD82	TIGIT	FAS	KLRC2	PILRB	TNFRSF1B	SORL1	TRADD	TSPAN5	SLC1A5	KLRB1	CD81	ITGB2	CRTAM	ADCY7	CLEC2D	RACK1	LPP	PTGDR	SIRPG	HLA.DPB1	PTPRJ	PDCD1	VSIR	PTGER2	HAVCR2	TSPAN14	JMJD6	TFRC	ATP5F1B	CD63	PTPRA	STX4	SMAP1	HLA.DPA1	CD74	CANX	RPSA	LRP10	SLC16A7	LAMP1	APLP2	NCL	PTPRZ1
PTPRC	0.835521374525144	0.868169392899801	0.60865727453859	0.72525492581116	0.234127118453954	0.834943574337398	0.673796953397247	0.914092303107746	0.89759841875122	0.893804270294244	1	0.483756539071878	0.342889498694914	0.928354977070887	0.444843585288356	0.887444684426434	0.690524194726288	0.737730154890885	0.788809505920969	0.879414456919326	0.866032048556714	0.814883297451326	0.24599617333029	0.618076140682052	0.394523304094991	0.857380804281046	0.479073681881051	0.555377888759126	0.794822694936424	0.655401108185054	0.865384445745295	0.486038261692934	0.917335530521006	-0.0546866551946399	0.72162037345919	0.927174820904461	0.0134007612193058	0.414456548896217	0.602856090941288	-0.0630336161608975	0.446705071082737	0.850362783558002	-0.231877718981958	0.284327011570089	0.685916453654016	0.0748078401292482	0.803221813898937	0.184085220071684	0.0199682091810551	0.652701524797729	0.359291962103089	0.438893152720801	0.063463417247915	0.548357022767715	0.87229761885262	0.352228652537218	0.235267168547842	0.460227738518339	0.652620473080212	0.483039718591713	0.268555926861573	0.7013570288629	0.107051758577161	0.753851967004778	0.318633555206608	0.0376914276240434	0.572154088179247	-0.261199072855836	0.119909363181582	0.254597811453227	0.00669266265317927	0.635186881314839	0.0932331131097467	0.389350496256894	0.193599297115213	-0.203918757397366	0.591142261556475	0.616290779082985	-0.401202985272422	-0.00995138990973532	-0.0979375067553254	0.540965029731252	-0.403430351196661
CD8A	0.574872304935479	0.657661327044923	0.554743387675441	0.594456940661084	0.507197041924459	0.567964900429606	0.787888247784028	0.28832242875348	0.682994590402217	0.576692605184056	0.483756539071878	1	0.238102016157372	0.667533776960953	0.899210526665299	0.622679942999529	0.535833898043417	0.411753598903261	0.775415283794092	0.460918077712814	0.15789715543456	0.525085426385257	0.674405225814604	-0.175863536161281	0.951032062436433	0.553914623431899	0.0573412537101541	-0.150225852797287	0.489785609774116	0.327610862677315	0.525478249321319	0.755233552103487	0.487558291757033	-0.447496896632826	0.707998257262899	0.352836192962659	-0.325782359646222	-0.026151923216043	0.745367046996185	0.358704237623301	0.583357683345466	0.0356435857615366	0.0721025664930947	0.481038864783301	0.270614349405629	-0.41074174078855	0.276291730205787	-0.222107526298198	0.0706378704583048	0.61297972563266	-0.311842728909022	-0.123237462781396	0.295646685697553	0.471027565793591	0.67957973762702	-0.0928775236629704	-0.420381228152192	-0.0126510041311444	-0.111467542807666	-0.207969809379642	-0.462449643339829	0.403428704742404	-0.18735451577725	0.624284218442405	-0.38444699276707	0.0779021755096463	-0.0783763460374886	-0.558244371430741	-0.297565857831117	-0.343537834001474	0.12027970204594	0.0114779336312308	-0.285603730778014	-0.260086219860406	-0.423401900199962	-0.566762570206806	0.138100745162319	-0.0840082468230811	-0.331876447382853	-0.490395693257605	-0.562569816301929	-0.0966792837226791	-0.382382043301813
KLRC1	0.644556961802652	0.581080612642605	0.883666321967059	0.64035003899664	0.462484644056236	0.0915552858619997	0.406447335971889	0.370712194449283	0.42568278240663	0.445896451234371	0.342889498694914	0.238102016157372	1	0.384736577662255	0.188082192475728	0.599127686248672	0.534025817433586	0.436127140791921	0.559830735697183	0.297484451144776	0.322963431890624	0.735496686243408	0.18940517225562	0.335158567960219	0.0242709131534485	0.727544077272467	0.100725784533391	-0.0742560526616428	0.462050228581456	0.801019562080513	0.614574344652222	0.3285714432863	0.10345313270536	-0.219707208914326	-0.0474946795182189	0.312794364399705	0.358201108622119	0.256837913296231	0.504901352216823	0.14255553651092	0.137924001201315	0.138944647090509	0.320860395662879	-0.207994415277843	0.122701194079406	-0.432820934150612	0.243642839073511	0.159660156076515	0.320705298306307	0.693596452401844	0.29520509492277	0.119265501381507	0.78808991526087	-0.351089352690636	0.0953043354439322	0.596839266226781	-0.113993432257331	0.555786683008209	0.646174890019576	0.442331263070784	-0.00777781091730454	0.542972313237489	0.106495960942779	0.639311610239771	0.0604866380360332	-0.0282162230306232	0.173608925441159	-0.336108501204764	0.375386253216497	0.482419998542139	0.152768053404194	0.197865212222979	-0.0155574307517861	0.431093229764485	0.151361601504437	-0.231175340558607	0.695161539389148	0.617618085964158	-0.257834401928528	-0.329344672966466	-0.339865720658727	0.311993734512159	-0.302662068424509
KLRK1	0.83030838940827	0.905559220220043	0.670482675739062	0.773185985349444	0.3487206974115	0.82808479212141	0.804155814217399	0.834295494207437	0.924380447929042	0.894563028933442	0.928354977070887	0.667533776960953	0.384736577662255	1	0.565978688623077	0.926075459399702	0.683921384415311	0.717489514237133	0.86879815624849	0.830042771891784	0.723499354503357	0.819856747710806	0.379173731261353	0.475611190804847	0.583771500860038	0.872864867118985	0.436263870393103	0.428246455221262	0.781039077821398	0.638929654442489	0.900294563141998	0.564278750746326	0.886166028287843	-0.226593938936463	0.784011450555993	0.879265068082667	-0.00670158450819596	0.341959916880213	0.688777848143024	0.0707543806825007	0.511982315491182	0.710286724541354	-0.0981245055628401	0.378821931783015	0.495811572262376	-0.177204474064054	0.77739621029112	0.161598072031645	0.043122600845147	0.712423086410978	0.191179751858547	0.189189770545343	0.156275760036804	0.52987016143743	0.888312483073543	0.326531897010431	0.0220862074206	0.392140167623857	0.514532589218271	0.298817509247398	-0.0456122209951659	0.695783103948747	-0.119178931145434	0.816678157999203	0.000183196322209744	-0.0410459661065566	0.479415704835788	-0.392361418630387	0.0956832645979196	0.151342736269861	0.0904064506926988	0.47129322902987	0.0440984078545385	0.200989330473147	-0.059208774416292	-0.303222728617413	0.589746778014949	0.514664606709233	-0.37388031199523	-0.154808283324414	-0.27087017009002	0.480776640798093	-0.391370804777656
CCR5	0.445233527178903	0.501403812214436	0.525792576723392	0.454359760646965	0.275832751761614	0.540131117090855	0.657647164065145	0.28989019216095	0.551525064901067	0.460851650927206	0.444843585288356	0.899210526665299	0.188082192475728	0.565978688623077	1	0.478946801784783	0.453402694399698	0.442683818164992	0.639584993949094	0.286984489792607	0.163168276317945	0.426714554045129	0.553145088656767	-0.0739600687642535	0.912279805895559	0.471856061710973	0.194810441531904	-0.0644312797866778	0.348946718970791	0.273031635056088	0.365439436457584	0.88321203392903	0.450593369983796	-0.356956696495887	0.65093400183732	0.273743904180594	-0.327433167802443	-0.0109350091838508	0.588733660539071	0.301784827428972	0.492485964174311	0.0554879615688391	-0.103334155045624	0.561912064053264	0.413740323413342	-0.153880353524808	0.190530390653279	-0.306313201609228	0.00999306692921083	0.43135121172312	-0.13779135759047	-0.0296968550394466	0.117949576335398	0.559798621129926	0.6752325912214	-0.110402201126708	-0.212847735708158	-0.161156927545482	-0.12524922554935	-0.0834490990431001	-0.315466557270184	0.177697808136352	0.0406928655594804	0.463135813477794	-0.200290105494735	0.369560540306522	-0.159238120732124	-0.380518122152198	-0.256963043238682	-0.243896940131876	0.0805763612127818	0.131288078531817	-0.18886175546742	-0.104398260408495	-0.199760480248372	-0.451339943693393	0.0642335271868292	-0.150459646889066	-0.287017369120906	-0.299310261414064	-0.335908796824453	-0.0701381714026924	-0.360354681757213
CD69	0.938889927598693	0.985994465414649	0.799351379784895	0.85742687396634	0.524493847660482	0.746429252330935	0.767610956572754	0.792056496198364	0.919941374939301	0.925210381702079	0.887444684426434	0.622679942999529	0.599127686248672	0.926075459399702	0.478946801784783	1	0.79319834137548	0.673046877102025	0.951782532960449	0.860478226835656	0.738330587194641	0.948491589573989	0.438783462921395	0.431667990197818	0.474576911466816	0.954534092457866	0.288245685549774	0.276573675560983	0.832617405012027	0.773313142322061	0.969989477404162	0.526931343463594	0.790678236013576	-0.257405932603236	0.61240128401433	0.847497774088209	0.0757902398236491	0.41413701730267	0.793519864394962	0.00355313629908184	0.453723064251265	0.635809004595949	0.0224974681953651	0.188342363113623	0.493332604484012	-0.309540254340622	0.706614645544419	0.157112200357225	0.145090265429789	0.877876223999971	0.172335948829868	0.209643186470469	0.436841944171166	0.280383744274562	0.736386337989247	0.429192367721216	-0.0739950351978111	0.551357868965317	0.633884729516418	0.327229078432637	0.0332119369059391	0.807674238209515	-0.0641188803481404	0.919311810621812	0.0633591038011489	-0.146610480122114	0.498254029823194	-0.47139705619492	0.113732464920515	0.200457400262887	0.098915504832106	0.448481769504165	-0.0195068830962759	0.229800623527537	-0.0504601855229676	-0.360105902988661	0.682540758800277	0.61157486445001	-0.417586956101493	-0.335666583813173	-0.386032596477021	0.453461383449748	-0.426861995255296
S1PR4	0.832469656353734	0.792564348015709	0.745044844107055	0.829343765771345	0.755854840891293	0.646276898032301	0.447965993944507	0.631856685097606	0.823007842487523	0.748768711638846	0.690524194726288	0.535833898043417	0.534025817433586	0.683921384415311	0.453402694399698	0.79319834137548	1	0.579101651470232	0.825000800111311	0.601022284015736	0.630648304093208	0.890682620755178	0.729911749549373	0.290598762485436	0.399401294396305	0.758809299350552	0.0785115031226904	0.0462737068215344	0.778744921854796	0.597002706552057	0.724918480830029	0.565726377602913	0.55662996490843	-0.106331986617399	0.281169807841921	0.654371059515629	-0.0417852538087816	0.168715779108689	0.875052679012917	0.0105237261153848	0.557464257893934	0.416645362583279	0.0617469589773317	-0.0274522067009597	0.599154857357185	-0.317006096655043	0.270866865038761	0.0292360585912741	0.213450690675134	0.825951355898671	-0.022265384482462	0.264568866080915	0.505696430472681	0.0635752743720983	0.497861848145875	0.187177781417327	-0.193585376119109	0.707735708010858	0.4884326029289	0.196054907375631	0.0954362452507353	0.794801701213283	0.0600941548223777	0.669952544188438	0.165034386512742	0.0203242989755137	0.196394585401394	-0.522946125100689	-0.0786589332202792	0.0324385694269542	0.0736742158272103	0.121166414854902	-0.152855293225959	0.112564321287092	-0.0946010850749629	-0.457356174456706	0.394232638490861	0.29477930254427	-0.509364637316729	-0.431842699467103	-0.445278853568097	0.143364101531467	-0.529106917654804
SIGIRR	0.730809224514379	0.692227345858851	0.536200295578629	0.684825391717047	0.211433727580976	0.405788090276726	0.685288858879714	0.779043945188013	0.733400693938939	0.725241280261877	0.737730154890885	0.411753598903261	0.436127140791921	0.717489514237133	0.442683818164992	0.673046877102025	0.579101651470232	1	0.600814816525918	0.543392282864506	0.734636918937548	0.660352849035693	0.172083271140657	0.680018494263505	0.357544668749684	0.647683555833789	0.602053371894342	0.43482643324634	0.75790490457736	0.786486964285938	0.722984562062355	0.423476418373257	0.585069232871795	0.114412866583897	0.544475582825823	0.772582882156039	0.120436608790566	0.159205129332412	0.568090183273354	0.0728403240671052	0.637771073803249	0.622757148620929	-0.112100769002702	0.102878640669704	0.547986392303661	0.0427181492322977	0.558546701538775	0.254099514831421	0.386527888635404	0.476976447158855	0.485515969329374	0.455868259582724	0.256487877473973	0.351763031169079	0.713658594884861	0.420283097701365	0.294512813341034	0.46412265601714	0.625136018645781	0.488943609017948	0.24200182316072	0.457986247732611	0.315790526227594	0.682052413740221	0.330853765783621	0.136135474678723	0.378228845596387	-0.126269710386415	0.308634086936381	0.469784740964549	0.155566569086236	0.566468630180868	0.103500557214878	0.459713215054311	0.279498054683122	-0.150426708887579	0.603496227086926	0.578412930914053	-0.355268432987669	0.0673471206573802	-0.0870057994127283	0.460291541625079	-0.402327887194107
CXCR4	0.893553466152883	0.952600896166945	0.807044074745554	0.831931185995043	0.621737186367927	0.748989233365127	0.779324583854856	0.656492922870413	0.886375685110744	0.883227051020294	0.788809505920969	0.775415283794092	0.559830735697183	0.86879815624849	0.639584993949094	0.951782532960449	0.825000800111311	0.600814816525918	1	0.76842945448963	0.586159941904274	0.906269725174158	0.612611223252126	0.238643802592962	0.649842262328999	0.893262291526249	0.186034827481252	0.086981188469312	0.750176949743364	0.681369174602738	0.896967185264435	0.661128120673663	0.720087402031678	-0.368467842102724	0.620754456436236	0.7308940702497	-0.0424232916294713	0.337225554722902	0.860950879049852	0.0647278612628624	0.468156315684148	0.436849518048449	0.0493818177244611	0.253718521557567	0.487072735907039	-0.402425992948802	0.562435266747961	-0.00604365209721687	0.149814150563564	0.910518506102485	0.000464400833556846	0.120746619821677	0.489202731665538	0.284034172080163	0.718668622084352	0.294704307755138	-0.240202290598327	0.446699459046726	0.431094267320737	0.192876527223046	-0.111127985380884	0.736282238491512	-0.0713577238043983	0.90692704278204	-0.0595918835312559	-0.0966579406475095	0.323752793510005	-0.574217244776121	-0.0333921986159909	0.0273646814804544	0.102468244556473	0.300001381182307	-0.129164801751478	0.100563308453847	-0.161083823225018	-0.488462566744698	0.547539947434149	0.418783322550357	-0.443109996420428	-0.480708205946902	-0.506134589075599	0.273153274438115	-0.463494844588643
CD226	0.779896929926423	0.837849837974852	0.505443323379625	0.648291225491464	0.36420243868471	0.720681931558954	0.65166833468257	0.696190086775122	0.826259965935097	0.79812344008404	0.879414456919326	0.460918077712814	0.297484451144776	0.830042771891784	0.286984489792607	0.860478226835656	0.601022284015736	0.543392282864506	0.76842945448963	1	0.688491741844777	0.752236632901345	0.265635832497694	0.388385672028056	0.339177199918671	0.784529540666345	0.289355595021239	0.434497866316383	0.73469499070151	0.563886232000209	0.824576778213523	0.226190026048853	0.820789082808607	-0.106493625001776	0.700538946305546	0.803568403788911	0.0159192302327547	0.425952196842096	0.573034858515048	0.0539105849670521	0.414309307694041	0.695698879635957	0.0266303292485752	0.250915033454563	0.480655675119192	-0.0829665800227276	0.784463878884479	0.224926781189086	0.0783991600597932	0.713455441505277	0.210241891324569	0.353976116704308	0.169182234370683	0.44588591226329	0.740020339722023	0.323990099921431	0.0641602629365959	0.450903900637747	0.524038392819166	0.339719012301261	0.187374677552486	0.772219562628567	-0.0166119898721653	0.763806960379682	0.216538341480003	-0.238658465978606	0.632219661884946	-0.29103722477225	0.0578103868116394	0.115219917445598	0.0892881622357174	0.578319458999493	0.0130435400311727	0.240060448211694	0.0392620286622366	-0.195694601464227	0.560650163352782	0.600765140818888	-0.306067593308236	-0.156798483742042	-0.209158533519114	0.443235424138352	-0.283254786303519
CXCR6	0.768905046852504	0.741401227801983	0.452552005754409	0.629880047786742	0.12529139552379	0.626099487938691	0.458325309054281	0.932274879702661	0.74487371053003	0.823057849419812	0.866032048556714	0.15789715543456	0.322963431890624	0.723499354503357	0.163168276317945	0.738330587194641	0.630648304093208	0.734636918937548	0.586159941904274	0.688491741844777	1	0.726649658958587	0.0536614364313455	0.75474901094657	0.0694775171421603	0.702736492764221	0.507653879339222	0.620136408209522	0.77472288609368	0.650174216007071	0.765235702851742	0.331043184657363	0.748723544987257	0.196620088107796	0.424454203242974	0.911648583700445	0.174194015248968	0.46770934411673	0.471816598446103	-0.307852261110717	0.356554595871305	0.896412048167853	-0.299890611809989	0.0563970618872651	0.671803614665514	0.200303445451173	0.648458153373398	0.336351151707669	0.0817836242561194	0.46504184105196	0.463733242539178	0.462149262002295	0.0619227932112117	0.296205614730325	0.672670535370126	0.418170474060483	0.446251546309143	0.589415870268908	0.834430534726388	0.485309237886022	0.544228343552632	0.563861520958792	0.174468563786854	0.628250150759263	0.494188621551837	0.0529419050784796	0.631279825724085	-0.043817577664828	0.250602099960269	0.418397333030197	0.0206959827376843	0.605231973753302	0.234281302118673	0.408486211909067	0.285981605554223	-0.0140381954565436	0.585994456144114	0.676403904046237	-0.292271448534735	0.144898924096828	0.0803282189676376	0.630928255903521	-0.271992519421339
IL2RG	0.934268393039937	0.929362251612073	0.887970087820207	0.876363731036851	0.615742208086753	0.657441813445753	0.62561036824219	0.749553934404268	0.864346526958772	0.847832323799135	0.814883297451326	0.525085426385257	0.735496686243408	0.819856747710806	0.426714554045129	0.948491589573989	0.890682620755178	0.660352849035693	0.906269725174158	0.752236632901345	0.726649658958587	1	0.496030874076542	0.452655864275024	0.351842298047586	0.950878862270834	0.237266401424143	0.200160697661936	0.816518415024354	0.805888640674182	0.908492246875349	0.537926894894714	0.662769583144247	-0.19186976287586	0.401162324449539	0.771505827629022	0.131419497560702	0.383824265275701	0.810301665292103	0.0208017060295188	0.439646034471522	0.564012971076395	0.0862363154930576	0.0493019097719515	0.538244736989575	-0.314254302901279	0.545070306587294	0.145875345466377	0.211348393494026	0.902355611911168	0.209208369222071	0.276784172744368	0.562348587700441	0.110550883296987	0.588840802468394	0.453991425982473	-0.0754920127381804	0.671982244842275	0.699140029594454	0.381769111105027	0.114632713017791	0.830777152994098	0.0472277172072682	0.85878198377257	0.168068014424383	-0.0474169898774064	0.417311381328042	-0.463329080933968	0.146335976495614	0.267327394819742	0.115076429958189	0.379419133302159	-0.0368882994203861	0.300864538231145	0.0294421133045338	-0.368071846377123	0.679112003443529	0.604346980726699	-0.450500825232636	-0.354541509806627	-0.381489629536899	0.405191871167842	-0.461375637702989
KLRF1	0.450922538290399	0.453482611287432	0.443013294137946	0.566169360795475	0.870060847383887	0.413317973534848	0.298703809675442	0.0818114490767024	0.534789574618592	0.350513210475699	0.24599617333029	0.674405225814604	0.18940517225562	0.379173731261353	0.553145088656767	0.438783462921395	0.729911749549373	0.172083271140657	0.612611223252126	0.265635832497694	0.0536614364313455	0.496030874076542	1	-0.325535561283736	0.643750814086541	0.34303094171456	-0.284889182715419	-0.388486065089531	0.452166747568867	0.134693058305025	0.319481166431443	0.473163662320626	0.246669373833966	-0.192277629106132	0.194087565214794	0.189047964690265	-0.371645925056342	-0.235548528881409	0.80899281886084	0.256888377831655	0.579973566746474	-0.147520853429382	0.224161180789293	0.0891910130721442	0.233631001606253	-0.503747129789231	-0.160027400844751	-0.262676702214871	0.204534035998703	0.644230566824547	-0.548126976593119	-0.055123387907676	0.470351489469156	0.0588887812922804	0.244749948282963	-0.297434875698282	-0.597292437920199	0.355983023672038	-0.174574659756328	-0.331397954852555	-0.337173619628464	0.527383235611997	-0.168549303311294	0.326169568521325	-0.260033537780505	0.0235447228852694	-0.255387118776973	-0.638637564179149	-0.464069220934687	-0.509772540272523	0.0881523429354134	-0.364705437526511	-0.452059626253437	-0.384246513859675	-0.490910927516085	-0.63986984335029	-0.108805753389735	-0.317571297028729	-0.426723735908944	-0.612124261003586	-0.676307268115617	-0.394500808777667	-0.468167492581213
ITGB1	0.43733598954979	0.396690606576348	0.34036828680392	0.379872067758724	-0.232873185136891	0.360234713237118	0.199257005193335	0.801103096026167	0.393896859888133	0.514541956138982	0.618076140682052	-0.175863536161281	0.335158567960219	0.475611190804847	-0.0739600687642535	0.431667990197818	0.290598762485436	0.680018494263505	0.238643802592962	0.388385672028056	0.75474901094657	0.452655864275024	-0.325535561283736	1	-0.236882174004423	0.502371184107302	0.771836554593196	0.742076131423023	0.419095908869143	0.557352604108067	0.520111687384163	0.127281397909961	0.500852459114522	0.230867151307828	0.209578012316064	0.673761145839686	0.439728036204662	0.466068277512671	0.0523025348755635	-0.227344908650423	0.0250710413636514	0.824885088277011	-0.268668055890381	-0.0173130251529618	0.4625631574728	0.312396364512348	0.62757591336455	0.442370396446322	0.0531007402674411	0.172132760821909	0.805538399240218	0.453425935635307	-0.0961574892243115	0.163565581194163	0.425869994530561	0.64563736080733	0.680161546351033	0.429638243666311	0.808008709439939	0.767773213430085	0.506270499146563	0.302981363966765	0.289915714413963	0.378207919127556	0.521940895401136	0.187725114451143	0.602028411492973	0.216322811898105	0.608856399564278	0.81225924309834	0.0687189131171635	0.693270150564519	0.468167894374687	0.724832451905225	0.572224276782151	0.288400809800746	0.674116822219378	0.789410985552557	-0.101977054549742	0.456833658661333	0.416032280098384	0.770988081256176	-0.0971533865269224
CD28	0.408290021384243	0.509606359757044	0.37121412656464	0.429010313730599	0.377376798071788	0.533721595043922	0.714365640085774	0.198612797785529	0.563792699523219	0.455680101308555	0.394523304094991	0.951032062436433	0.0242709131534485	0.583771500860038	0.912279805895559	0.474576911466816	0.399401294396305	0.357544668749684	0.649842262328999	0.339177199918671	0.0694775171421603	0.351842298047586	0.643750814086541	-0.236882174004423	1	0.383605256679258	0.0883673204518266	-0.135784871067886	0.359796766520428	0.168553762836518	0.380092561434355	0.717820858309817	0.460316938075696	-0.389758254522775	0.736147257680203	0.282627427041063	-0.412510269203857	-0.0993699704026013	0.625547127100234	0.328053222704011	0.555394848624263	-0.0146820355410701	-0.0206040304845449	0.571099826130651	0.244412736839762	-0.296953828573768	0.206944835957289	-0.294335354705736	0.0491800907476542	0.449380285838639	-0.347501046370035	-0.151596963319079	0.125722259571319	0.580755738878935	0.673563281230257	-0.22635062225275	-0.387829550201642	-0.178811611319739	-0.275605643417855	-0.278553436125758	-0.484575030111127	0.220759390419337	-0.167040677656115	0.473688565727736	-0.40406033132572	0.131641031495931	-0.155269042013329	-0.474922272632911	-0.364825936075353	-0.434188162619805	0.0999468795175024	-0.0138151131667447	-0.283886836645411	-0.315796154877824	-0.422175337112695	-0.520739497662372	-0.0150987074762807	-0.239317940108282	-0.277926072938595	-0.396835341749421	-0.476506469730495	-0.169809966706268	-0.335584583915167
CD96	0.917606393090885	0.93282079020873	0.902429846846018	0.853228884960254	0.444939301928792	0.700933367223002	0.706608949015544	0.783963521119954	0.864657238698951	0.872391129676973	0.857380804281046	0.553914623431899	0.727544077272467	0.872864867118985	0.471856061710973	0.954534092457866	0.758809299350552	0.647683555833789	0.893262291526249	0.784529540666345	0.702736492764221	0.950878862270834	0.34303094171456	0.502371184107302	0.383605256679258	1	0.338317670855082	0.275374369667121	0.754689126593407	0.791018822708847	0.924237920953502	0.572273909273499	0.7073646354141	-0.269578208721894	0.53344611888048	0.772378116465427	0.166028757810713	0.433959741892659	0.70623346162785	0.0586213588741067	0.327061761242569	0.615487290552928	0.0362026123970096	0.161571318242493	0.456985530399899	-0.300201858608452	0.707506809292803	0.168518207151982	0.0610333733489178	0.868926542080576	0.278094798539087	0.200355143500983	0.439433735511116	0.211901690851605	0.673695421415644	0.526613137081984	-0.0163478271933561	0.552324028703952	0.694758718901753	0.46188410666285	0.0284957533402	0.79290849437386	-0.0349556544885065	0.874107498219213	0.0946951556512041	-0.0468899376813247	0.4407280207499	-0.462734562776233	0.221772631648309	0.327105341595747	0.0867482993978236	0.471971972520797	0.0268852655502184	0.371311498810538	0.054059371611726	-0.322905198413497	0.749456356265643	0.675016321627107	-0.408699398891221	-0.279504357024211	-0.331036611680683	0.498849302358028	-0.426871345957091
F2R	0.256880460325669	0.272640489441242	0.199939885627699	0.204117014601591	-0.348128583402747	0.356578904399242	0.319740859896911	0.59574815275355	0.297647153066712	0.382036042845128	0.479073681881051	0.0573412537101541	0.100725784533391	0.436263870393103	0.194810441531904	0.288245685549774	0.0785115031226904	0.602053371894342	0.186034827481252	0.289355595021239	0.507653879339222	0.237266401424143	-0.284889182715419	0.771836554593196	0.0883673204518266	0.338317670855082	1	0.792459547142432	0.228574868928336	0.309222402523158	0.33964272830037	0.245012004606663	0.450056239728213	0.253940505898973	0.433298848124274	0.504142245919615	0.394461570384752	0.530298015847866	-0.0308221938975755	0.122571972352329	0.073944034307956	0.600180459664289	-0.072745984131802	0.495036742294612	0.306683695033758	0.309438999376507	0.547811593818853	0.493557241681488	0.100417598324309	0.0353086371769337	0.693145308512651	0.226056571580453	-0.266120227031914	0.422815997399173	0.553227588251336	0.515376093130578	0.714849848268451	0.0332742907625869	0.429202683581094	0.499334404942329	0.281411347742647	0.059013333465656	0.14712682336857	0.304978465774792	0.237659446622213	0.392062373875549	0.561502179077036	0.39230533912709	0.575000702523057	0.606586763076009	0.429685996003745	0.640342020882422	0.580727156786641	0.480117068545235	0.357489958713315	0.428485527767448	0.529483968547023	0.536785478487421	0.248401984262378	0.589144003587722	0.52872366838841	0.733046899067067	0.229114109099791
CD46	0.209499035515008	0.23483795154073	0.00227954258658575	0.106307457757283	-0.379901655601863	0.401029883015512	0.195988616750083	0.639971204999484	0.294115901721444	0.353298055114476	0.555377888759126	-0.150225852797287	-0.0742560526616428	0.428246455221262	-0.0644312797866778	0.276573675560983	0.0462737068215344	0.43482643324634	0.086981188469312	0.434497866316383	0.620136408209522	0.200160697661936	-0.388486065089531	0.742076131423023	-0.135784871067886	0.275374369667121	0.792459547142432	1	0.291823925927473	0.216097512117386	0.325867177189904	-0.0267663239333506	0.582776165192691	0.42925029835575	0.377724084106608	0.590601392637189	0.376895201411299	0.634010625100201	-0.11244078927404	0.0213356541420822	0.0641805562984822	0.780479783473355	-0.106268169216843	0.436036382157463	0.381239019366811	0.502306767587322	0.58026217220334	0.615271268416554	0.0868109585326895	-0.0692208467537883	0.694248172266582	0.38993985614293	-0.419364266866112	0.464878241016044	0.512468180116748	0.418111081210594	0.817769631661435	0.130026171510498	0.508046708089927	0.498038168216254	0.554421126973325	0.149549231383983	0.159027949894765	0.182547405408555	0.470903803866831	0.278721118329274	0.813564142290184	0.582274478865006	0.499228841047499	0.495835982382099	0.360615141120424	0.737868730669198	0.660508170583533	0.462769030139178	0.423866785074318	0.62125261593361	0.438118179162618	0.55367825340086	0.342835542414755	0.721977974768324	0.683705424322415	0.807204161521942	0.345770773500768
CD27	0.914602408688072	0.868505293499262	0.585251401834297	0.870776849959283	0.567651567354416	0.508008008724387	0.691572469344072	0.762241863876298	0.914598629545118	0.846477103750458	0.794822694936424	0.489785609774116	0.462050228581456	0.781039077821398	0.348946718970791	0.832617405012027	0.778744921854796	0.75790490457736	0.750176949743364	0.73469499070151	0.77472288609368	0.816518415024354	0.452166747568867	0.419095908869143	0.359796766520428	0.754689126593407	0.228574868928336	0.291823925927473	1	0.749866499524921	0.839699577497701	0.335647057881132	0.627074928313455	0.0789236323256041	0.487833020342942	0.819367722186008	0.0383451385626081	0.143316095633306	0.837780757539701	0.0538608327472529	0.751919862535601	0.597574009922204	0.0962657177250639	-0.0179537124433137	0.439151881405516	-0.240940331916004	0.500909558859761	0.344148606848389	0.357401434614963	0.71029709253029	0.129408003104184	0.327256388801937	0.452403126358433	0.176788779043327	0.646761419240904	0.275376889780566	0.0176082518913201	0.724511472837495	0.647632660790047	0.240813682819108	0.212166477818754	0.814922842987029	0.010597160481221	0.732499082391875	0.221110912916109	-0.123703206380873	0.420384042566235	-0.339265061882454	0.0784741021961665	0.139494027512688	0.164214134969836	0.349903592895468	-0.0304531058149363	0.156574705175058	-0.0671670565324611	-0.28016723383239	0.530878719035297	0.488505276214266	-0.370089123427936	-0.240558680967693	-0.359431030344598	0.338228738415221	-0.404876914421517
