""	SIGLEC10	CD40	CCR1	FPR1	LILRB1	TNFRSF1A	CCRL2	LTBR	CD53	C5AR1	SIRPA	KCNQ3	PILRA	HAVCR2	AXL	TREM2	CD163	LILRA1	LILRB2	TLR2	TNFRSF14	SIGLEC1	ITGAL	ITGB2	ITGAM	PLXNB2	CD4	CD9	ENG	PDE1B	INSR	TLR4	GPNMB	ADRB2	KCNQ1	KCNN4	TLR7	CD81	ITGB1	CD47	ADGRE5	SMAP1	RIPK1	TREM1	P2RY12	ABCA1	IL6R	PLD1	CD300LF	SELL	ADCY7	RXRA	CADM1	CANX	ADGRE2	CD74	RYR1	UNC5B	APLP2	TNFRSF10B	TLR6	NECTIN2	TNFRSF11B	TRAF3	LILRA4	TLR1	P2RY6	PLD2	TSPAN15	ASGR1	NOTCH1	SORL1	TSPAN14	NOTCH2	FAS	LPP	PTPRC	TNFRSF12A	CXCR4	LRP1	RACK1	ITGB5	TRADD	ITGAV	CD226	SORT1	AMFR	CD69	PTPRA	SMAD3	ERAP1	CD99L2	CD63	MCFD2	TFRC	SLC1A5	TSPAN17	SCARB1	PILRB	NRP1	CD44	CD33	MRC2	SLC16A1	TNFRSF1B	PTGER4	EGFR
CD4	0.950539388168681	0.906214737604583	0.935467845891476	0.981303046996274	0.958836730655525	0.946593173256476	0.926707838414365	0.949389763578271	0.957663303605186	0.916954530767915	0.959572786438682	0.946743556591314	0.932724548438966	0.942519444672523	0.95037355193938	0.937175298823629	0.767540752515806	0.76628574118306	0.905978859332858	0.936178632650616	0.945529157868472	0.953541091099257	0.953697813048477	0.957133368652247	0.967755718288218	0.930648595117542	1	0.878118043038495	0.934932441144709	0.896246133228033	0.643917166773902	0.949799347195009	0.838595730379883	0.937817889664974	0.943846809304049	0.9137369434572	0.901759772533773	0.943501320277447	0.961170664989824	0.939428308035672	0.968203627496539	0.946769840199774	0.939223777934245	0.837867897478202	0.87209023530449	0.930299703010848	0.965781931853995	0.934271164440093	0.885125052955249	0.918599082625183	0.960193227537187	0.963611208432028	0.887137932212157	0.943752325537654	0.758502890085948	0.935078761644023	0.849116991648755	0.971181603660143	0.959888179274133	0.914031011137988	0.896622079704423	0.85818669375638	0.789679813034579	0.90293337381909	0.894736189290154	0.884460408978878	0.817547765817513	0.849616101406205	0.768794829382609	0.50414375458189	0.909445180877557	0.967324630625073	0.963747769170455	0.907774602749096	0.911419565053355	0.953344440043231	0.945190537690498	0.927981408576533	0.727059909908573	0.956056830926624	0.943641151922628	0.925628245974325	0.913941855594236	0.957769187849106	0.888831104619562	0.96572940420715	0.764170058458166	0.827623478848217	0.941994618292063	0.908453858894535	0.77767846031212	0.770447572129388	0.873243900732919	0.936764336655026	0.86973198668451	0.953636606128409	0.847353144019212	0.932439526857279	0.707146003407434	0.920710952245837	0.755780158728207	0.906602410804913	0.855799147632895	0.890781332107429	0.932803462117313	0.847094384751435	0.43790662231681
CD9	0.893438644499462	0.878540304129192	0.927267373584074	0.865109529671208	0.843629223784717	0.867744896929159	0.932512101314342	0.910736163310873	0.938042016676571	0.758763969626826	0.947988861585862	0.851030982757108	0.956170514394142	0.95692076331419	0.931924541102443	0.973423340175755	0.790863569481104	0.609510569766686	0.722901037583006	0.865822281659773	0.91205254240284	0.892927734222689	0.829020439165056	0.948372928298488	0.878085423353031	0.828627040923684	0.878118043038495	1	0.94770318708178	0.748991804398952	0.559504486689293	0.888365953271628	0.950460886483873	0.843328638617574	0.920405397267139	0.916379476132421	0.877599478579911	0.975394989351568	0.959611789781023	0.949462801163241	0.878412312265271	0.938635361985415	0.864514127736013	0.736683153878521	0.764468953367301	0.884250372327788	0.858293726290341	0.880749070634879	0.925106724795193	0.779559734657238	0.862938650140935	0.886621462815558	0.890713120615882	0.930184589698748	0.684110039032462	0.86441191083559	0.67395545219587	0.870281737883783	0.928357111589916	0.837163306215249	0.816495723437315	0.908605676279226	0.764639291825883	0.816162088464545	0.95327079783683	0.823815374220444	0.834616949176346	0.853244772798936	0.796675149835962	0.556511825620233	0.78833449776685	0.915522308793193	0.844092413735439	0.856525512496716	0.873729186490148	0.895488053555359	0.875328043818761	0.918109735162428	0.534146195557428	0.90123673163298	0.926356256591171	0.881090602664854	0.936379233531219	0.912798431177544	0.731515123825181	0.916822143031583	0.807725193353939	0.651057880895651	0.893654408677387	0.887050686405027	0.736560237222648	0.798195473452375	0.985469713835401	0.946977117870209	0.730084964080063	0.913150811121205	0.826329682327952	0.894484206200765	0.569585994454981	0.816626682219512	0.767301703879336	0.898622057446096	0.703031334491661	0.882146713391172	0.852211611896868	0.723062175236759	0.339275660722773
ENG	0.945210183308751	0.909747933393118	0.940063000120723	0.933876767673043	0.917827643175672	0.927502307988558	0.933460670097977	0.926571019827092	0.96435638185124	0.861596813036151	0.971875669121015	0.902206759914903	0.951976038969237	0.967483982558063	0.946203906383174	0.961950090475948	0.789376815237815	0.635861753207108	0.792784348423215	0.928052715837409	0.908743094355021	0.920071874127772	0.91126590284184	0.961228207513652	0.935057561741483	0.914162493028088	0.934932441144709	0.94770318708178	1	0.849340168174101	0.608165532771623	0.938201027409483	0.880266892218542	0.893606968178275	0.946892125439014	0.932038554237228	0.911602695703768	0.963387409007078	0.969983440206069	0.948665464293073	0.945228064282906	0.945439714773884	0.928505958305626	0.836497013322648	0.836637340475236	0.938007221197811	0.920197631093083	0.921483165443052	0.893793677044949	0.868668874184483	0.924354668948398	0.92842616989465	0.8923725992594	0.954621913636238	0.760824036851002	0.891195837566232	0.776195537323951	0.932108940481445	0.96441042199938	0.900124560083696	0.874467627614956	0.938084897166758	0.835967316581007	0.906232877170917	0.91901596346524	0.868922949342609	0.869343163585709	0.896618565316241	0.856050294833899	0.511853051772309	0.858632601275155	0.955825816648543	0.926150303452882	0.905290760348602	0.910692870943454	0.942451836424384	0.932855094184833	0.94207049543058	0.660834795579412	0.955752689038217	0.936322495370693	0.940543873792172	0.945956232909211	0.955571361376334	0.841407120567074	0.953621528778861	0.849469794615637	0.78023814758408	0.945558490783982	0.916416745527812	0.805529887240744	0.856815740291717	0.933443870543364	0.95830909360483	0.8429801029809	0.948775588545949	0.859442002214808	0.919889886526901	0.703227728583834	0.916051255296435	0.784677151247377	0.924523001336641	0.811482575100922	0.909049134186102	0.925312171832184	0.833433849449562	0.439722581977248
PDE1B	0.884574144092987	0.825466326473972	0.834763369064396	0.889721820874537	0.907651235397591	0.884597330761903	0.805033374750482	0.852609378384757	0.865119923608689	0.876120155710981	0.860354755026816	0.859073909498233	0.806728745422649	0.824804433453864	0.868161871311431	0.799818190773877	0.734990559966648	0.716969908962387	0.844518429437841	0.888056920336491	0.831246064980733	0.863963427206826	0.881947581782544	0.860226039057692	0.875129218617078	0.906677806636358	0.896246133228033	0.748991804398952	0.849340168174101	1	0.672769832305261	0.88984785159386	0.672652096401022	0.866503658560587	0.841307150774105	0.774373450629757	0.863659879198809	0.816796261112695	0.855933562007835	0.819285320961407	0.874970232845413	0.848652755800118	0.883016701968102	0.792265323939651	0.788407353738639	0.885781374819637	0.896805259547184	0.80037740915957	0.769610896179887	0.872408766744185	0.88866285812964	0.875951953602694	0.840146354132007	0.871823963100862	0.791755767759944	0.852733231270063	0.853740426576866	0.885907611329258	0.880630360434132	0.838731585600007	0.844592702426319	0.815511302964883	0.759137037429454	0.864577403552028	0.738501701650869	0.834753971660998	0.756062556038513	0.824440840025249	0.69181732795755	0.528188089244179	0.855382886430505	0.873641993408896	0.903700991590968	0.850032389327959	0.847343121667463	0.872973981003105	0.889898505371389	0.817610056992361	0.740067859943101	0.89473417571306	0.847269107971853	0.870752195294068	0.810573335825213	0.881685575171049	0.865022259700249	0.880676464235227	0.738098070629901	0.805635412885973	0.879380981894095	0.800186662806956	0.817504909972876	0.720072298533455	0.730512092886094	0.853010807610467	0.851005375325388	0.859023210977785	0.791702439590052	0.852860913233213	0.743327934759359	0.874580434250812	0.742495706505394	0.847300828790354	0.869320983027333	0.817445456667496	0.909219345249539	0.852477301589803	0.484974982772904
INSR	0.728050795796114	0.558144856088387	0.608060650179688	0.664300602577068	0.736754782532331	0.725233122300784	0.548230992905484	0.666757821574881	0.672309898421518	0.702637175194224	0.617675901835837	0.756991923676329	0.519569308246518	0.546270939774998	0.716549199843518	0.527588201510826	0.816656269117592	0.612049743894648	0.671421867862042	0.739138314471895	0.720283970008835	0.69073449895278	0.713585557108705	0.689720152836928	0.668129794328244	0.720699013831444	0.643917166773902	0.559504486689293	0.608165532771623	0.672769832305261	1	0.658675941083815	0.463049490152409	0.612502852649926	0.641977694521384	0.553241552039039	0.738724666440246	0.576513998928887	0.655330146785	0.684528627659301	0.63323491142866	0.713516694530058	0.666258754694949	0.546227651494935	0.447848699019984	0.702714520284176	0.741411629604561	0.543960565864053	0.625462837571256	0.681285576170135	0.700582918526396	0.74777424254782	0.767381632851554	0.705038087364156	0.774359968944241	0.783030961214956	0.74318930081758	0.658022315342115	0.67664660481454	0.681731479967999	0.76392506872397	0.632480425016425	0.415184946392907	0.618066029077614	0.446691811400612	0.741863117489392	0.528935473691113	0.649145489874546	0.369871057332776	0.694950124281632	0.759801184774478	0.640168128420249	0.72130032218147	0.746010583158238	0.567500694948766	0.666369987222822	0.744978842288681	0.576246177477041	0.746600642604802	0.700561643607678	0.718912347216218	0.657979440988488	0.633402528143255	0.640868227591114	0.592371511621206	0.662411521891827	0.722069719453877	0.602314776086893	0.695116176002457	0.598321303568183	0.720438699746612	0.547168138251473	0.498702884600049	0.683644677076113	0.687607235936994	0.6790094754547	0.629542710476622	0.667339646033461	0.704535420175546	0.592669502727681	0.812528071442046	0.694628830231877	0.746052022679897	0.676510514551558	0.754367662669966	0.816563929527405	0.515339462123009
TLR4	0.957061097332647	0.934025019849455	0.94300624632654	0.951308528463273	0.957430994693186	0.954527783782937	0.889593125276252	0.947099073160801	0.957735116994872	0.867666951440611	0.964175059521689	0.932959319179938	0.930234769099445	0.943041637090045	0.95667046961129	0.921161925392404	0.792727265450129	0.738176377510875	0.853009176363753	0.948474196859305	0.931859591511051	0.941994519628694	0.932843717635158	0.952713814354775	0.959232406738729	0.938326845849693	0.949799347195009	0.888365953271628	0.938201027409483	0.88984785159386	0.658675941083815	1	0.831435474268022	0.943864942200678	0.947391159119481	0.890450122321049	0.939277594487204	0.936122886464518	0.957534910973337	0.926469954183054	0.935536443206389	0.946189242176149	0.926251975733655	0.797818117409701	0.860849079542204	0.955593947420664	0.945999821330877	0.912305081336287	0.880090842259517	0.912667421469224	0.952667080206957	0.946453427204044	0.903686268902087	0.945351081292425	0.808950497263908	0.922112116512177	0.845879888400581	0.957915102438598	0.96164728719968	0.884080702055892	0.908273323614228	0.89292266547793	0.79656946450124	0.903889637023964	0.879606022145089	0.909699357525924	0.873779773925977	0.880777567201028	0.801089241950249	0.564416877254538	0.881331105398876	0.969185054021182	0.950230284213396	0.914114914338462	0.901919049384155	0.930772408983628	0.961064262371634	0.901635550876513	0.687504168783387	0.951415750695053	0.938599111099682	0.94650658593461	0.920589666711159	0.955487965915924	0.880272563588715	0.952117754717399	0.837497030092288	0.773199839824954	0.941264992059412	0.884056091998131	0.844680620886793	0.802055557678859	0.866064051843033	0.947427528742873	0.834571739820726	0.956519736738083	0.882269370557292	0.94439337281196	0.68368444431238	0.904956012862172	0.786825926765893	0.944206465194974	0.858236378652529	0.91480330443504	0.942152758118337	0.855411053978912	0.416210854136209
GPNMB	0.812540106468348	0.794786032571594	0.898377397227448	0.822045950850541	0.782788969549088	0.796527206272543	0.928572699336343	0.863967312083428	0.854682701919607	0.730972277712175	0.904229033422576	0.797118603595298	0.925159187858243	0.921576701889868	0.856495172670081	0.942563369059709	0.700159615824964	0.526337701608807	0.685970385119058	0.794192949655746	0.882155679058185	0.859662443927871	0.777077118785708	0.88948136323047	0.831373955711887	0.766388787260706	0.838595730379883	0.950460886483873	0.880266892218542	0.672652096401022	0.463049490152409	0.831435474268022	1	0.769554521877073	0.878015535388661	0.86997416095736	0.770840898881468	0.93715953072281	0.913864955732084	0.901204840197299	0.837560880140589	0.888107608386408	0.812768746287777	0.728383409086252	0.689091133543601	0.832935727198293	0.801835699686242	0.859746521752174	0.92729629901535	0.680114206546016	0.803052883923064	0.823019673367182	0.820279069553843	0.877490968318818	0.525757402296653	0.786377814661575	0.609159240531769	0.824893942774151	0.878989843276007	0.779287095245597	0.733813378702792	0.792799207281942	0.682641183639165	0.730480943174441	0.968871064414641	0.699267434892519	0.714641581511978	0.74237347727802	0.705980615357074	0.463443266197752	0.74666130550257	0.859146371901376	0.803981882235098	0.796880507701191	0.83508829011797	0.859080005275255	0.792606252056347	0.890036305262602	0.495156239671015	0.849455506544369	0.846211748575448	0.810042848632439	0.851545554459188	0.863468362427414	0.668947224143639	0.88482786510933	0.710627732597487	0.61635753372704	0.848789338413426	0.853494282291186	0.621501931631426	0.73638524231313	0.975832523390799	0.890150404575236	0.685966931564418	0.857806383699968	0.756466017572895	0.869967416401527	0.527746215346188	0.769477296976891	0.675702372680546	0.815755042124034	0.601877077684784	0.835089659849346	0.785981980306599	0.662016841495555	0.308962462987912
ADRB2	0.916772221081468	0.886453837326898	0.925328192220812	0.951153254256607	0.936493300423505	0.943066622622852	0.883224269411422	0.905726453281545	0.933289131862848	0.866866952632815	0.91618272699084	0.91739538921401	0.899145960783251	0.916408696858227	0.922599143913362	0.888023561905624	0.723506433782293	0.761716754094601	0.838678589348332	0.916967359931923	0.884279495974348	0.892723215538092	0.90983822581852	0.913503072344054	0.937458576396491	0.911489265422201	0.937817889664974	0.843328638617574	0.893606968178275	0.866503658560587	0.612502852649926	0.943864942200678	0.769554521877073	1	0.908543388745442	0.861386383650092	0.907812679316926	0.900222184272945	0.920652252026288	0.882212487609673	0.923024818401782	0.914882821914048	0.897610769899737	0.795233936708377	0.917091994670864	0.921336315398779	0.917505755743362	0.890723823286448	0.845442327000953	0.921272758647521	0.936176309067479	0.919347825466128	0.845506089809389	0.91571460075519	0.800913568046055	0.900542194226743	0.833653940249862	0.934163631029572	0.926175036323601	0.890650709648921	0.884519191538424	0.841922424666761	0.782237534210358	0.89273384974894	0.827361393787042	0.920404632283632	0.856372498735585	0.864635215046783	0.797653239513541	0.508101137207482	0.861456925049065	0.947330577598966	0.920552814643502	0.875193514966819	0.877995960916511	0.905028731044159	0.949443114261021	0.870543683373712	0.67640225384352	0.905202457465052	0.911349674826793	0.895699118081948	0.892438102973341	0.925899044325143	0.88756330497608	0.914915750241214	0.768492025853511	0.798543632054453	0.911099782614827	0.869115003375711	0.817239111273742	0.778664009756591	0.815308693388107	0.903321884666983	0.838956651270277	0.940050742178974	0.859082340056853	0.899118658514455	0.666523568707725	0.886798886743948	0.724763139245631	0.911265335789316	0.871393311619601	0.866469489138799	0.916484293573328	0.822189610556563	0.396474726076877
KCNQ1	0.935423802031747	0.90350700034332	0.952371279116019	0.941054837828864	0.939857566232332	0.937832631082002	0.926971813796397	0.927388104702721	0.951500283873694	0.884149443668812	0.962297171890015	0.932499640724477	0.941266907483649	0.952936044550031	0.947110234905871	0.94214454843552	0.784424227497931	0.707521797570367	0.847315998138049	0.939262205698351	0.933862900534607	0.921386117281382	0.925137580374	0.948659461915998	0.964198280286405	0.91967636526582	0.943846809304049	0.920405397267139	0.946892125439014	0.841307150774105	0.641977694521384	0.947391159119481	0.878015535388661	0.908543388745442	1	0.910311714694082	0.91755107408875	0.94665365258104	0.967245723459922	0.939544702866612	0.957402149405455	0.949015958935598	0.922727530843619	0.826742364828408	0.847537385650797	0.945432914265444	0.929685776613902	0.916318614262261	0.895082374481182	0.87542020880591	0.925592294520827	0.933753988301659	0.887752428587476	0.951951561391533	0.769602283767161	0.903369382737433	0.843042527733305	0.943422246126418	0.969463753064354	0.89744521498655	0.893268950531909	0.897767937271587	0.814588050305506	0.908813425074759	0.910319917677476	0.887367841681851	0.846453434550359	0.891033955629932	0.81060339416593	0.514117992772157	0.877973839627288	0.954916599442784	0.942990531126079	0.912820313200607	0.91183404783796	0.938543963343203	0.94812605861834	0.91401924592763	0.70395448541276	0.949348143532135	0.936282596635883	0.930657756397551	0.927774357357572	0.953861922413735	0.871226744004004	0.955334123014612	0.830275845569048	0.792077737375766	0.943371970310713	0.894888263388378	0.790762432778341	0.830219760708586	0.90494407987266	0.957915545525647	0.858452193775026	0.955069121387301	0.880621417750155	0.930668502974125	0.699760410957445	0.910536921512403	0.775960126851197	0.917303110015433	0.834300685867264	0.902523580809567	0.936587002894826	0.84733489515536	0.425938783958851
KCNN4	0.880729542162823	0.880668644967886	0.901994700653296	0.90753403530421	0.866128414832841	0.876085831440164	0.920373612868183	0.883041651868653	0.927161982690433	0.824234579224732	0.920941153302744	0.857514801745571	0.941246973399327	0.942274858729275	0.896119128317046	0.942016649821421	0.704287153444866	0.593456891307427	0.76942868701244	0.860215296654979	0.890825951193185	0.869788985611143	0.875350014834346	0.913588898733874	0.897679195760404	0.854127623564399	0.9137369434572	0.916379476132421	0.932038554237228	0.774373450629757	0.553241552039039	0.890450122321049	0.86997416095736	0.861386383650092	0.910311714694082	1	0.832929573449466	0.935493030857913	0.930402180402746	0.912226173008691	0.907059156618097	0.898260527438608	0.900065907751845	0.823879545121068	0.845396793265172	0.876383295497631	0.876438531512452	0.916190795951502	0.859357336907052	0.82344884433535	0.88394409076646	0.898340873244537	0.80491578522569	0.892995682715404	0.67176745112416	0.846491165648529	0.729717496981449	0.893476090675709	0.906892232998203	0.895335769003114	0.806137816719221	0.872045045147677	0.819344834038418	0.850530638112321	0.910282581383064	0.8108185712334	0.859858378027683	0.836444498937926	0.822491075369345	0.388356081693366	0.805481463928555	0.912813497525432	0.888159110853759	0.824686200541249	0.902048859455651	0.889083639177791	0.873497014106567	0.915467911251376	0.624862256712705	0.897342941911821	0.899330269087701	0.856278524662357	0.905850951664453	0.89712991755802	0.807691547232243	0.915885465109553	0.737687345321014	0.754676790632041	0.881416235908318	0.849893670155541	0.703869515343658	0.797046234745844	0.915178983792621	0.920271530440624	0.786464735125711	0.911504884577718	0.833154268043339	0.86237112992921	0.620038368512018	0.870000015992826	0.674673121654746	0.864155418263309	0.735673508765961	0.831503578484068	0.847492535682775	0.756006152815722	0.361495768292452
TLR7	0.95371818351103	0.884070069009699	0.907909078919874	0.905017201998647	0.929729360843096	0.934395716015756	0.836805197263685	0.918564644388988	0.957304163775024	0.822000029248427	0.927528598897155	0.912696518366981	0.872135169523386	0.888734337739015	0.967406041610944	0.876194914972143	0.879498510405028	0.788548900108966	0.826036707321141	0.943450222655491	0.90516822031215	0.911509574201056	0.883120496125654	0.946531936698002	0.918599906009853	0.908473049865339	0.901759772533773	0.877599478579911	0.911602695703768	0.863659879198809	0.738724666440246	0.939277594487204	0.770840898881468	0.907812679316926	0.91755107408875	0.832929573449466	1	0.907007053798494	0.925788696003226	0.922973543501172	0.880487004715203	0.936342575179668	0.873223453467575	0.736033508559378	0.785524036022943	0.92634144670742	0.923277367195208	0.839520092825538	0.855999483158779	0.90812557825211	0.914615510426321	0.926659516012028	0.945172877096801	0.928481574487633	0.88425842068178	0.952122049014089	0.84110430981093	0.898774058090933	0.933217983136733	0.848631349667528	0.919283874147109	0.905184463647029	0.756574821546747	0.862112660707341	0.806604341073173	0.940180067996128	0.841717852625578	0.88154580273812	0.74808811957603	0.729502576387742	0.855108234386304	0.923623016728652	0.908620637720236	0.917114552154033	0.833331870605	0.873870542388596	0.954237420175529	0.845487662494442	0.704429461466681	0.924450028597123	0.954277419313654	0.92108475618937	0.922357121852757	0.910918625050059	0.795803360225896	0.907588782437457	0.891296002853272	0.724276627154933	0.902863929714256	0.874343443782196	0.877415782884416	0.741197102786377	0.830083767183615	0.924246633076415	0.801530765453583	0.931548985228578	0.875535795253059	0.896859976886113	0.67917687791553	0.838737033595896	0.884646204036466	0.960830058422072	0.874823851950391	0.902095317729434	0.932769136047143	0.864401639568517	0.397517977152514
CD81	0.93515370453781	0.924698676770182	0.963475065962335	0.925037309281525	0.899249832394567	0.919721020790677	0.952367747822633	0.959681211582951	0.974531096043667	0.809180126856752	0.977097544905604	0.896773296544641	0.986045770331411	0.980282815767819	0.96366727192817	0.994309365535823	0.777339917993378	0.694440440957533	0.804402829429512	0.904777286673241	0.94804476990464	0.940925687197046	0.886782835191894	0.976293870845115	0.934302211538378	0.886689768597761	0.943501320277447	0.975394989351568	0.963387409007078	0.816796261112695	0.576513998928887	0.936122886464518	0.93715953072281	0.900222184272945	0.94665365258104	0.935493030857913	0.907007053798494	1	0.978678916443102	0.969729265746987	0.92909371647023	0.965309857257895	0.899161918092172	0.778227812206715	0.832389440414459	0.909637405998732	0.912584831806143	0.92784351353152	0.946669940581837	0.861848246557046	0.922493330692772	0.933393693302973	0.908268623743771	0.948218720989503	0.698065672350404	0.914342990026859	0.748639568941491	0.929073976662571	0.951802576487758	0.875753336495278	0.852277836098803	0.911015239923324	0.797966961691311	0.855833840402177	0.972651633337146	0.852681112980812	0.864807313811789	0.8655468156522	0.817046624237636	0.549708893378863	0.840867603829008	0.95678869718728	0.902427818007415	0.881170594753346	0.896873190863617	0.92774296934402	0.914020151450983	0.947160645327659	0.586605205427944	0.935104289521004	0.961870887934736	0.915368323366648	0.953339921622558	0.941572328872214	0.799214936008212	0.951056859676995	0.813703603009185	0.711409120336208	0.929602238382048	0.924584633274041	0.755652783944417	0.779659040925259	0.973775545290142	0.962356409111502	0.771876826976745	0.95232677944199	0.859781381913202	0.931247252915219	0.604212859690818	0.857265993023714	0.766802296311979	0.941758358971752	0.752774287055216	0.914443262635212	0.890170608560852	0.765347426239942	0.359972090446374
ITGB1	0.955609844464679	0.915525475380843	0.96114097797132	0.952223184479278	0.946610707987969	0.942695766482281	0.949014974987226	0.959820311882486	0.973946645012562	0.877074181459331	0.989338511377718	0.947628850891336	0.961495951823984	0.975409848732142	0.973179373389886	0.972818827985204	0.824618966527527	0.708166895849663	0.845593307219563	0.946428102775435	0.961286282278852	0.961084772199001	0.934311369412646	0.983999297434846	0.958205273692536	0.921058186409825	0.961170664989824	0.959611789781023	0.969983440206069	0.855933562007835	0.655330146785	0.957534910973337	0.913864955732084	0.920652252026288	0.967245723459922	0.930402180402746	0.925788696003226	0.978678916443102	1	0.972304708085759	0.960815148088177	0.975517286473959	0.94265898889836	0.802653987139038	0.838368429640212	0.952660005657432	0.952014285956563	0.942537950615892	0.923871233355964	0.875963665747629	0.946818150399564	0.961837604588669	0.931404523543318	0.977400483581193	0.772158446592011	0.931125570515668	0.802893716954498	0.956810383181623	0.985010785860817	0.907557093598251	0.911684970115578	0.908137797762377	0.787986217277099	0.89559598016891	0.937657044099214	0.901202160164139	0.851044530858166	0.882417366894624	0.790939252652947	0.56241366381535	0.898708709602198	0.977944266846262	0.944128163502539	0.930359382494831	0.925851239830341	0.966586388562644	0.956278344822556	0.950458467288774	0.658158628153345	0.968947548590826	0.956322177422412	0.94485974131531	0.9478584429557	0.976228083172851	0.857330004545823	0.979100989977663	0.829495541816279	0.765080456855295	0.95938226422089	0.920979726984907	0.80060711279216	0.82405582106289	0.94627228625654	0.979158088351494	0.840395960060333	0.962032212226115	0.867326216179293	0.953827256625998	0.689955874325378	0.908032617212183	0.806165251060306	0.931713428981882	0.82639047246895	0.918569391758563	0.936899877455366	0.830957904655107	0.429785664378058
CD47	0.939261449954164	0.89014992340649	0.942472167086174	0.923491233384016	0.916394066614368	0.918133875304565	0.929719095493036	0.945097647017758	0.963897496592598	0.82864044429745	0.959564136825685	0.917102015386831	0.943871277839352	0.945221003328528	0.962750756532128	0.956880206454218	0.829644813556255	0.728058066769366	0.822400558127324	0.921977524543109	0.957930330325396	0.949708167688204	0.901734737141756	0.969046768287816	0.931554878805242	0.889060373888692	0.939428308035672	0.949462801163241	0.948665464293073	0.819285320961407	0.684528627659301	0.926469954183054	0.901204840197299	0.882212487609673	0.939544702866612	0.912226173008691	0.922973543501172	0.969729265746987	0.972304708085759	1	0.929031145999899	0.967789147592498	0.90733249923801	0.77132382600391	0.793236087147459	0.918629157117328	0.926672190726797	0.905033798675126	0.919262523785575	0.864270583357115	0.923023137285031	0.948954179420772	0.934475920466191	0.961192741984141	0.732487697416712	0.92921996659528	0.771720726828402	0.923998038199416	0.957194435831056	0.877015666501721	0.877611751511339	0.896953624427617	0.767191139016489	0.864294999050921	0.921528912908586	0.873073840347609	0.809849176494296	0.852005661705823	0.767794460163402	0.603645051744584	0.879299810160901	0.945244620527379	0.914216679592329	0.908210275121007	0.887673020870422	0.936343193207553	0.931468307842275	0.929326550538041	0.644743927292566	0.943542457369872	0.96320421814801	0.913886630833469	0.946928707900469	0.942424042007916	0.805633970632628	0.956808358203541	0.83737154322228	0.729655024571473	0.941906955466411	0.922326040454797	0.778896894879421	0.782114099895764	0.937370511695821	0.962985539228811	0.801830238088227	0.935178941274941	0.869557346272174	0.915651742341047	0.677001585140774	0.86308416348889	0.83377711677455	0.934765415058602	0.792827731096543	0.928253709090628	0.907807705440762	0.815922746430888	0.448764865927331
ADGRE5	0.929416377846173	0.902005032534434	0.94129111806484	0.965343282847029	0.954664211312114	0.94136352655067	0.929703778350831	0.920927433521493	0.939861788480801	0.927433268645337	0.954092883116874	0.944647786483443	0.931549015001055	0.941710840715248	0.929661012915776	0.93023730202118	0.73233068013632	0.696620295855835	0.880246830232208	0.939137391295615	0.928493031501335	0.930192614752407	0.957731805368735	0.935815592593517	0.968828320588852	0.936321251688816	0.968203627496539	0.878412312265271	0.945228064282906	0.874970232845413	0.63323491142866	0.935536443206389	0.837560880140589	0.923024818401782	0.957402149405455	0.907059156618097	0.880487004715203	0.92909371647023	0.960815148088177	0.929031145999899	1	0.94023891836004	0.945667215681312	0.847591854138943	0.881483765358055	0.94248789535049	0.942865139047931	0.932894774777646	0.861744549265527	0.897385397378885	0.946195063006675	0.947706665431725	0.866500992743684	0.956545939997783	0.751702926672698	0.894229402489824	0.855058185672933	0.968407873083797	0.969168781834943	0.926252602354937	0.90000034732013	0.870329075915346	0.816963568512954	0.93922314878728	0.890246256944042	0.883066897033409	0.831308901532214	0.876916618538204	0.806627786297035	0.42754500289297	0.918715693595218	0.96014952182417	0.967484228934299	0.923955344206568	0.934571892606251	0.972335203089827	0.948550081881288	0.929761935158315	0.722373530589154	0.959561639098465	0.914331000119736	0.940560871074631	0.909627417587108	0.96835711247999	0.928699841912374	0.962668671918701	0.800393255725582	0.838683327139865	0.965301000313635	0.914037550452581	0.783007697533323	0.841071038229698	0.871153459558573	0.941877360417899	0.907634480251294	0.943929500842139	0.860094278352296	0.925339239773538	0.767236775924648	0.952738708298862	0.751554213233413	0.891766651688956	0.862711999776361	0.907223549176796	0.943123329312069	0.863017211898236	0.52632921967325
