""	CD74	PLAUR	ITGB2	FPR1	PLXNB2	ENG	C5AR1	TLR2	SORL1	TLR4	PILRA	THBD	TLR7	CD163	STAB1	KCNQ3	LILRB1	TLR1	CD93	LAMP1	ADRB2	PTPRC	SDC2	CCRL2	ITGAM	CXCR4	NRP1	CMKLR1	NCL	ITGB1	HAVCR2	ITGAV	CCR1	CD33	LRP1	RPSA	ACTR2	TREM2	LILRB2	CD44	TGFBR2	CD63	CSF2RA	CSF3R	ADCY7	CD81	BMPR2	ITGB5	LILRB3	LRP10	RHBDF2	NOTCH2	NCSTN	RXRA	PLXND1	GPNMB	SIRPA	APLP2	SCARB1	PECAM1	TREM1	NRP2	SDC3	MERTK	CD69	AXL	PLXDC2	ITGA5	TFRC	ITGA6	UNC5B	TSPAN14	STX4	CD40	ABCA1	PTPRJ	GPR84	FPR3	NECTIN2	IGF2R	CD46	DIP2A	CD47	PTGER4	APP	CADM1	ITGA4	IL6R	JMJD6	C3AR1	TNFRSF14	MCFD2	ITGAX	TRADD	SORT1	TNFRSF1B	RAMP1	PTPRA	RACK1	TNFRSF1A	CANX	CD68	IL2RA	EDNRB	PTPRZ1	LPP	SMAP1	CD4	CD9	CD82	C1QBP
ITGAM	0.218931999356108	0.348993074026959	0.641543210520716	0.459200196653412	0.727837089444594	0.797062162087459	0.815440220485539	0.677257872062844	-0.223797972294629	0.674394470012194	0.399173950362558	0.90926401492377	0.115120077676245	0.874792030720211	0.837483694269165	-0.0813828984079511	0.636660639685511	0.394707797386433	0.834897051576966	0.851540213914327	0.133093102232925	0.367305052917559	0.359520914547185	-0.0255315182532288	1	-0.497519669011003	0.888422653952889	0.518430675408821	0.647824405669088	0.564176982397736	0.169685505304269	0.278983260944684	0.89189454980405	0.728049671617879	0.724837783433799	0.558653001960143	0.795142888096051	0.432914380110446	0.801651291870374	0.896193223021287	0.728784125940454	0.734303777569855	-0.42333043534494	-0.373898072865073	0.308954257151147	0.69993492194572	0.435355181597105	0.847220956680665	0.691852631864441	0.573483971982438	-0.28713911479359	0.575562820725434	0.637495741128326	0.65086086238617	0.581570374598206	0.574044994610369	0.545435405765349	0.807730716172837	0.114504361534292	-0.139512130280089	0.411344263302571	0.536069990628393	0.519609873924605	0.544302620302491	-0.302055144485641	0.0957926629295548	0.00253120237329782	0.737878449768168	0.113915718139423	0.00326748788747784	0.215690054711485	0.31143480145882	0.0102953366393288	0.655075947650236	0.537065761010226	0.628100919957628	0.30547368025893	0.828733400891357	0.668443296060019	0.760442449331267	0.432686830146022	0.0587282591486817	0.740402274814106	0.0802158369596578	0.384596582486924	0.243457629244043	0.599200970699281	0.440961990101369	0.131670529691533	0.516250090232785	0.681745145153538	0.751873403413128	0.299458183214046	0.662710690952417	0.231974237964174	0.391639144411107	0.0671727910816393	0.208463322750226	0.341111084955116	0.669067188087391	0.819350989604395	0.823159988091482	0.807050684075472	0.602537180659963	0.0849637413071884	0.419502100706492	0.601574085679559	0.703676392053492	0.382045287347031	0.754622660400376	0.579277265972023
CXCR4	0.329383229026639	-0.209563477139683	-0.0515222212586846	-0.0290773813980322	-0.205657847690597	-0.259770918003359	-0.27789262496482	-0.280984984415394	0.158731951354798	-0.20780376070924	-0.0439575246105037	-0.391502572367617	0.038259750072301	-0.366119659538501	-0.406164501314003	0.345980078199823	-0.134968066898913	0.0234556419505622	-0.307147965737962	-0.324648774398592	0.0284247522600309	0.291581896392769	-0.118731934704857	-0.0299429971791626	-0.497519669011003	1	-0.45423305081766	-0.044838087805233	-0.062549759365865	-0.02491037324313	0.0717398239090813	-0.0750983203070395	-0.418744018576994	-0.20662509724493	-0.327098582592229	0.0872348695031336	-0.179224230668402	-0.0657620807564151	-0.345737148699665	-0.370103889068645	-0.156446127933168	-0.18356410496937	0.382201756973665	0.234777296050489	0.201393525854755	-0.183057422220315	0.154632796092452	-0.301615409756113	-0.159821706433955	0.027488633923866	0.136802514834293	-0.142223092790403	-0.159648225126463	-0.235225223815757	-0.124142394360379	-0.218833599318804	-0.207287675914156	-0.283927995709733	0.119448311965227	0.421366086789926	-0.376218196371681	-0.286113515727958	-0.225014301776986	-0.258164399755986	0.508555830248134	0.173853478935615	0.191951893907785	-0.205937969461175	-0.130828311779455	0.253109414977468	-0.0112025520626691	-0.0393392366092619	0.0323723969348476	-0.134509872429951	-0.209733105835002	-0.24560215101292	-0.135942433004289	-0.412583043502569	-0.14844218569733	-0.307918419406439	0.0994182937167901	0.193516259737709	-0.0553611023351686	0.222241962857433	-0.0407006598144575	0.300587984518046	0.0556801358949513	-0.0744395017019147	0.0970390873058047	-0.0805285037920918	-0.0303202069023437	-0.199176229711099	-0.234390918694998	-0.166162789826978	0.0772620351655066	0.222084968517857	-0.0094366239124226	0.0926467401120251	0.285094858850981	-0.102504925328882	-0.238458009276959	-0.315249929854036	-0.207221033149874	-0.190864473778174	-0.000383747623236195	0.0440603773789165	0.0460321573977402	-0.154033678609623	0.0557813015451266	-0.293876350663863	-0.0543666162131421
NRP1	0.285759829882684	0.371153025195015	0.700548983539876	0.542830521174821	0.718146980293487	0.888985792646087	0.799302448803595	0.780776423130844	-0.117872413358875	0.692027847780636	0.504346954058409	0.829489731371104	0.269676040925129	0.944981558505021	0.925709766165826	-0.0951595375874236	0.684178388552449	0.389197426547148	0.852157480563066	0.909974439427267	0.164971153236545	0.43859276818382	0.360078504603808	0.0139445079018825	0.888422653952889	-0.45423305081766	1	0.612401388799266	0.629586116081523	0.64739553856922	0.278669146054717	0.410561959882454	0.932235412447108	0.787298955597759	0.791767208963918	0.575366464702191	0.811632757082746	0.570963360348811	0.762307439330022	0.8814452635633	0.82943964269446	0.788799479732249	-0.316991577010064	-0.30241318837399	0.393136942379289	0.802678064612929	0.476446768626774	0.899150057605103	0.674475706043314	0.637468371793213	-0.175581673560429	0.538762844060595	0.624921001877411	0.668692753492542	0.687773303837289	0.62981119752921	0.662780540400267	0.854114624607476	0.269491925560134	-0.109610404722943	0.288413853511392	0.615472690808498	0.61720335393008	0.679892900602787	-0.247202326429131	0.285837466381555	0.120446683452695	0.687449319752646	0.251643696849407	0.0925535899988749	0.367666046472009	0.453104153404072	0.0389560772720776	0.658444175292085	0.656663256132046	0.67442699757585	0.384628744770217	0.896426660422135	0.73389089861534	0.750589900950234	0.54360782497066	0.150277804218442	0.736884050014552	0.13319407757077	0.437798179049215	0.327234267422666	0.593830036663916	0.528072500967268	0.188429742829117	0.620782629677871	0.71609747045234	0.775785266040405	0.305820602162037	0.699865007508157	0.266593658875488	0.417373661004309	0.167626183002912	0.264326373657033	0.370208558353931	0.75592565090451	0.833349152651489	0.893489317824268	0.845250811931179	0.584756175712275	0.100314788821495	0.431833660509119	0.597273728028009	0.768739023735087	0.419542999941141	0.774340910461639	0.575155705305609
CMKLR1	0.541805987949358	0.268110075817851	0.783956968227661	0.671752623818442	0.580768945758626	0.694508042480709	0.659998970948262	0.670948625992447	0.259584347050406	0.459904536747957	0.539042666396767	0.45380460383219	0.485190964544188	0.690025216060347	0.710087212144955	0.312455390238281	0.737507676638881	0.503175513852379	0.615405299056829	0.618277670918793	0.32540742000483	0.632147729682522	0.241346404718815	0.075390470021911	0.518430675408821	-0.044838087805233	0.612401388799266	1	0.468299933641094	0.622314465647867	0.482265141297663	0.594254316277165	0.597693451187367	0.687240390064063	0.649924954672276	0.521197394600347	0.660068093477603	0.718918729190945	0.606695135278846	0.555918238996382	0.693404345964189	0.635766232846848	0.137485973414452	-0.0179263383389937	0.53949558792703	0.765726976123993	0.538491185307893	0.724444906523194	0.580996822901608	0.550913912728474	0.234012246609837	0.483875463186661	0.416607632083232	0.567186938368132	0.62188208660298	0.366248405345996	0.595079919755933	0.70225431864303	0.487891785951665	0.0700802508897394	-0.04762460082302	0.451724889910915	0.494340680553238	0.664428656784942	0.107846541977492	0.525332244915024	0.475601126530359	0.482606175288346	0.34654583180395	0.347483232250839	0.475345735899168	0.558284193688152	0.226162526104513	0.387014470075666	0.497518267941345	0.633735452366989	0.456369216451572	0.598372255487814	0.497566129621673	0.42662330240444	0.618595238748341	0.334404318770486	0.5366433475682	0.30732614973617	0.344367539171996	0.579048445460398	0.543263015394592	0.465132173587531	0.379413461459283	0.730877180098089	0.524996784895812	0.59267019580385	0.201217615995485	0.52683331919739	0.499439068056081	0.711097750789951	0.316589038855925	0.33285106668805	0.507448593653985	0.670900589501246	0.653942398879578	0.666288802848731	0.626913654369933	0.467952929489951	0.182290367003113	0.494728488092193	0.549351105622402	0.744345398249113	0.560026035750342	0.432641628296004	0.448341233422419
NCL	0.489948669112932	0.192893247077578	0.689972842280183	0.559262466546238	0.81558230229866	0.803306650581012	0.523491202991187	0.520191250653245	-0.0816274344951679	0.281833128100895	0.235006424047898	0.626304167137647	0.0111912603936494	0.607818051983612	0.58508992880392	0.184356992901403	0.676723498942538	0.468293305562512	0.70084809517525	0.645390494899621	0.162543174921201	0.692389061058666	0.436127324435866	-0.0614948284485719	0.647824405669088	-0.062549759365865	0.629586116081523	0.468299933641094	1	0.797652550546716	0.316129801461636	0.46454060360892	0.584604012062453	0.753964864528438	0.623617237532135	0.910744563388157	0.874735323211035	0.482320298859632	0.628519052145361	0.731345275592599	0.680719750018794	0.873833642731236	-0.151124133648845	-0.263246910927682	0.399162564712354	0.690325881863568	0.692837462181752	0.715347218517757	0.515224044185801	0.763622821603693	-0.133275621032224	0.560371345344911	0.693326431964258	0.567082897441616	0.503473165522415	0.251935181959907	0.465448318552608	0.774472726672141	0.294521168290023	0.330307948844468	0.248427787740004	0.48674284728163	0.533508938865668	0.322102170205555	0.0994177072091057	0.252496914473043	0.121211389483485	0.84556673117017	0.0712606278782479	0.408638308006719	0.354614346351941	0.326178842786645	0.126653692081665	0.709765705479114	0.32012967258422	0.624488841107108	0.20756322442304	0.470105711358678	0.89279931943561	0.681164939563289	0.663893620752816	0.336573629644968	0.88198754393882	0.291125711314035	0.686228472047698	0.659994718964554	0.736334037834223	0.486360922842004	0.346411308994594	0.482261408158665	0.583897638666606	0.854205643762678	0.239615988149858	0.742656618779664	0.438395504190465	0.526080084005766	0.159393130479835	0.58690354179338	0.775462249265326	0.753561267983533	0.849984767527252	0.613002821174105	0.645469697654791	0.707890716473462	0.366640012477257	0.768186744108611	0.820207208346247	0.768227667314844	0.625354058084588	0.640111772686581	0.961591626656568
ITGB1	0.325546418542323	0.441783069863831	0.768403264407337	0.57047393842244	0.735586583246906	0.787534223365005	0.630561878603748	0.516831022130673	0.24288967345338	0.371137377674719	0.489032317971261	0.530684645771474	0.303012464274572	0.58220928939953	0.575708024452943	0.0779680642337849	0.624825602932409	0.48181193870524	0.548744563307083	0.711405113721214	0.370427187174963	0.596021464895375	0.672499450761484	0.282335693269138	0.564176982397736	-0.02491037324313	0.64739553856922	0.622314465647867	0.797652550546716	1	0.504144482906435	0.740030593883569	0.611568938307796	0.688103812981424	0.800389103857125	0.716227876379063	0.765566625090221	0.656888955235206	0.492917191109153	0.70066490857205	0.696581425118387	0.834625979376043	0.0484946366240187	-0.00612583892173077	0.376228176634863	0.82396698504225	0.756204291960817	0.67963357486481	0.543047234699299	0.807977901881055	0.0928963373177123	0.650345730393799	0.793419368456238	0.656182015210155	0.671474487217068	0.536289921546657	0.758626950514957	0.834225168118181	0.586878354670177	0.271218146208209	0.244707285807629	0.663237707480813	0.657600563467137	0.619401873728971	0.138491017817031	0.477348100680815	0.409706351722294	0.816350885001382	0.380627652322197	0.561375001245071	0.516607285070792	0.616679611422465	0.363930390374014	0.554896061535072	0.667732804420429	0.722862424875743	0.469380561069297	0.532023556677833	0.802160434119553	0.686251249554605	0.727596796362884	0.459151149890223	0.728175984162785	0.298352284471901	0.759070358253792	0.62904186515724	0.490241960289196	0.641487646218341	0.540944056507369	0.637346013368937	0.558079698531867	0.843079918408706	0.440718527439992	0.647563998691365	0.656137934107099	0.598079515685108	0.588302967066196	0.673256407138275	0.624300358307708	0.777808788695309	0.804802111072534	0.716669314473303	0.528338021596968	0.656378783352237	0.436965729076013	0.805753007106078	0.673450887048692	0.735903636213264	0.786050253026162	0.691409971556399	0.758884354383305
HAVCR2	0.336790863499422	0.524695413577029	0.661832414045145	0.687954539435048	0.319263750490469	0.456388584856016	0.291208577428864	0.447196004524919	0.737651625463258	0.0376912886134189	0.542635748985124	0.0709758347295833	0.517871166262727	0.296508747102205	0.336627474478856	0.284083885915376	0.550166420919719	0.653369682201485	0.21230958659077	0.360850278669561	0.694650341936754	0.616653036086161	0.18461575089864	0.592072818174726	0.169685505304269	0.0717398239090813	0.278669146054717	0.482265141297663	0.316129801461636	0.504144482906435	1	0.776894575569413	0.345118259066414	0.447739103163128	0.514434221486034	0.370777473918644	0.4465154811796	0.778964329381877	0.0284056655375772	0.18776492813455	0.548332237014801	0.350529245462992	0.669198145178617	0.602593909552131	0.359390891573249	0.620946689035914	0.498346736553164	0.29289513922748	0.244001872076415	0.501255716766535	0.687654152908774	0.0649195070546165	0.321944714918982	0.449234212314628	0.300696724239564	0.206952535008158	0.615337589888599	0.443211074421547	0.538285180319027	0.0363293559951043	-0.113354480124256	0.618561730961156	0.234291835972978	0.509266852165734	0.569232825583476	0.711470173068316	0.823792919353636	0.308931210567906	0.753854312945876	0.607237056017959	0.703569189261535	0.684667166324215	0.765257534790685	0.371540776352439	0.325097914861265	0.598112377188997	0.611148449281341	0.15038075855515	0.324758737296383	0.259843142398089	0.509509894872848	0.532314885116605	0.301539041661541	0.60543914994564	0.299272592837838	0.309231052192879	0.171209446267389	0.681359422237485	0.647297369168675	0.723071745068852	0.15443377611112	0.330775689571033	0.678865178747594	0.276965295036643	0.50904941311788	0.445394505238532	0.549583118843514	0.336549897735071	0.382111981767126	0.488162712395063	0.345002992746691	0.425727536091367	0.217034190677843	0.251866621636647	0.163440585265724	0.413679319814422	0.330392130362802	0.57058354362263	0.2966259157456	0.134794536256393	0.300421298059435
ITGAV	0.19875608119156	0.541362107620516	0.705629705673821	0.624404844724091	0.476333630487554	0.557897737814534	0.409545592208035	0.465187696726044	0.651861765276987	0.137792246809938	0.510244048771813	0.156254443088735	0.496266072767886	0.367350960417765	0.448229478541061	0.164136555429187	0.562046045504657	0.552387218088441	0.264021849506927	0.4755335499198	0.589179945058722	0.513080251271549	0.425698044745297	0.529305967040259	0.278983260944684	-0.0750983203070395	0.410561959882454	0.594254316277165	0.46454060360892	0.740030593883569	0.776894575569413	1	0.394377874985923	0.512199716085674	0.710228591095885	0.420450125541707	0.531526972581689	0.777081182721229	0.183825356920879	0.369457592131399	0.561813275784957	0.536677577688497	0.488521315989379	0.441721798348887	0.294900080519414	0.741997270372137	0.58231772498383	0.429563659180932	0.300482306287641	0.579926938233165	0.556553461913154	0.368921979987473	0.585774940309554	0.539312568789017	0.507021729103939	0.342158013555333	0.771807206381731	0.629564182931049	0.720288786926329	0.0625281148239463	0.03545643606147	0.712666032392673	0.560905848562571	0.68937371406275	0.360937900664255	0.652468340900924	0.718334301437294	0.504358777754347	0.726933305672983	0.635664256927817	0.686178460955936	0.743584121082603	0.65208079307271	0.27327477473623	0.542070203239235	0.723359239115859	0.650636178915078	0.316281364407035	0.507562568073542	0.422453325917122	0.61988423583863	0.616086118781984	0.374214927740936	0.389092675279159	0.570343963323976	0.42512181055603	0.166767944797515	0.679305061091097	0.630211710570615	0.719330960306119	0.198690424781955	0.515993917101675	0.603298538396376	0.402017499118169	0.700257250497176	0.466539003255095	0.752806110964836	0.575150556850632	0.39748014508069	0.595799934312215	0.520770485525398	0.519665602141994	0.217696797543055	0.429530826009101	0.446246821847645	0.645736147302901	0.400211262728646	0.634215858518676	0.608216751677968	0.339616789215253	0.45806821191009
CCR1	0.300404612839301	0.455731793020483	0.736545897223732	0.569790151726422	0.73332318270654	0.861653837736031	0.828099041052704	0.739939882024939	-0.0454483350257049	0.729966424893122	0.588644704449094	0.850052171342408	0.351980236959115	0.930661250755178	0.87884498315577	-0.0294192243452112	0.707635348866909	0.477213347541139	0.831778591868078	0.904148924229732	0.269044102458662	0.443456777737826	0.318977722232136	0.116303556249224	0.89189454980405	-0.418744018576994	0.932235412447108	0.597693451187367	0.584604012062453	0.611568938307796	0.345118259066414	0.394377874985923	1	0.751124395429716	0.791818477716323	0.540388535969471	0.785956114547837	0.600186574433588	0.718229090922141	0.842303147898123	0.832116872674789	0.744462940659726	-0.243581059411834	-0.198618815398267	0.419648416848684	0.816814662817546	0.512919521189384	0.857411137781289	0.684471826004833	0.64547177663332	-0.108264926372419	0.499722625774678	0.594954874147907	0.69621535651827	0.65502082657925	0.660863174802397	0.638517414751032	0.832323765377683	0.221899342607908	-0.115739018611836	0.284821698183771	0.65880907228336	0.549293910785604	0.651981755610139	-0.170479938662901	0.330479131843355	0.218977669919828	0.679653631638568	0.283684109397292	0.106451623395658	0.368783907164663	0.483049477916686	0.129594422491268	0.693651096510314	0.659637363625877	0.640648814778136	0.428903857510858	0.866466433597667	0.666384596528946	0.756520865463671	0.473211243461333	0.19851414756251	0.73939700508137	0.218598400291866	0.374376461827361	0.282251200722762	0.538864663584943	0.5605698024997	0.278090510343226	0.652386210373458	0.708890012041238	0.707898971655692	0.375933491969789	0.643375613966836	0.304888704058608	0.441849608779566	0.172717940577374	0.230010109304771	0.351297775010402	0.760695437384129	0.787725106583121	0.908552151081163	0.843403990110139	0.539855453390405	0.0577215573822365	0.39803930400105	0.550540042615977	0.763244619746667	0.368805467868348	0.761176941900901	0.515523366106119
CD33	0.631774152852771	0.23959791034678	0.840634309709083	0.785002386980561	0.769394628759752	0.870360959103866	0.653823180482229	0.732407847055458	-0.0216309696818907	0.49920922022765	0.495392582408065	0.659642892752504	0.301593883196408	0.822544745834303	0.810859193715332	0.235671585777862	0.860984177889112	0.570703513404567	0.842966757079593	0.735034284944151	0.2583644469635	0.709612292209923	0.186169199172301	-0.0249495234193342	0.728049671617879	-0.20662509724493	0.787298955597759	0.687240390064063	0.753964864528438	0.688103812981424	0.447739103163128	0.512199716085674	0.751124395429716	1	0.673964816511632	0.810881235536855	0.886080327109891	0.755239508903054	0.711801115199615	0.714537423312541	0.848688186195466	0.796929337467153	-0.101492160643575	-0.200480568884741	0.579811015261366	0.775995713858113	0.508517472527821	0.854311095637705	0.686861163423704	0.713932092302715	0.00379777883273234	0.510304017388767	0.561643091313919	0.47117039593348	0.57718566160528	0.359123457901969	0.554301294692865	0.791838186697325	0.336949453993125	0.0869148588793058	0.113045759898251	0.465487587546919	0.415588482442547	0.561121944829143	0.0567973782432735	0.529541252734103	0.320653684505705	0.618485495317203	0.215448904894962	0.333751538490297	0.46765386003093	0.447369017322759	0.121811051555351	0.67487931096004	0.424235324425645	0.717711234184076	0.340762964113697	0.649428438131396	0.723311324876756	0.590751778186308	0.620304127147559	0.214043056724118	0.790957735980379	0.372231135314015	0.371786082508213	0.531836061798768	0.770843068522173	0.497628857540122	0.351948087464394	0.71811437400378	0.626760450169728	0.726048741101833	0.191651952602825	0.763803530621985	0.254995220624337	0.607399657752532	0.115437426725745	0.255415708869793	0.703957957192855	0.808047560719966	0.81166753339371	0.77599405132122	0.809005967440756	0.562657704359642	0.0546765397335033	0.500450010946276	0.689629590437835	0.880607477086468	0.444776355258348	0.558549681867401	0.752417624519579
LRP1	0.184234063960361	0.517165009037116	0.764269811077686	0.599787574005466	0.700266052293511	0.783360705253505	0.75945935972253	0.679068628355615	0.226741044303777	0.545431655618963	0.630619670145462	0.662722884271304	0.343130427428965	0.761547126189443	0.76218172461177	0.021709376616948	0.666121456976332	0.516154115383447	0.620510559288239	0.868284981379603	0.424574645202996	0.441062731749621	0.574173963842564	0.269081987620915	0.724837783433799	-0.327098582592229	0.791767208963918	0.649924954672276	0.623617237532135	0.800389103857125	0.514434221486034	0.710228591095885	0.791818477716323	0.673964816511632	1	0.501721083949196	0.739645658038864	0.671351153289098	0.541041154818957	0.808540909730341	0.780698308451344	0.805969036736677	-0.0360841464018485	-0.0253528638202463	0.344424229264399	0.906320670501906	0.679855568589716	0.784427921499651	0.642087569856423	0.739467375105019	0.110885145785323	0.586418361859681	0.790706506705023	0.774824042248589	0.618751518790506	0.678622409685878	0.78921681291375	0.912386049135838	0.531471947338187	-0.0844895709819513	0.304120057607403	0.777934654675956	0.784343773226481	0.720844787711627	-0.0673003981885613	0.388928268584041	0.402553183997085	0.723238279484053	0.471456247223535	0.379320532012814	0.449002162698767	0.616059683325101	0.349581552520473	0.580065196543069	0.779916460778062	0.761628215596365	0.487362023839401	0.685319394050632	0.710980702026306	0.820913217817635	0.644591173972703	0.450348221105293	0.644751546295327	0.250073080707676	0.692120146532303	0.466728209519697	0.403358609698096	0.67951702471924	0.431525803646735	0.694755122699306	0.612967134219855	0.793189869385751	0.550260237115529	0.597561568005891	0.603109710802961	0.494653355267013	0.527225021177486	0.604134382150858	0.368328773830244	0.813778450813164	0.838159203239034	0.837452136641396	0.643029338437593	0.7197076437234	0.496644169486047	0.698105285604959	0.626747531410887	0.769520529053422	0.691396999028818	0.73341075170545	0.541548432787633
RPSA	0.737260103725208	0.0675850344833613	0.711781888219945	0.651841411274625	0.771473237646675	0.764457823508214	0.461187135016925	0.553353316909517	-0.087621207761008	0.271454968098747	0.235785760415501	0.531297718678445	0.107826370882458	0.58767226128881	0.569824653169408	0.369093269275849	0.740919769111368	0.536088584083509	0.739154190676444	0.548512465035268	0.129165498763981	0.816277552680686	0.209253824017639	-0.123849977240525	0.558653001960143	0.0872348695031336	0.575366464702191	0.521197394600347	0.910744563388157	0.716227876379063	0.370777473918644	0.420450125541707	0.540388535969471	0.810881235536855	0.501721083949196	1	0.865520667565215	0.565661615058974	0.599525388882116	0.616818455479109	0.703261542684169	0.810848759327891	-0.0747029079416951	-0.245217753106826	0.577058709836769	0.626379308823734	0.611475210278585	0.691217660983842	0.527576351588239	0.739811656357138	-0.0691646457718163	0.522691440054501	0.552589292835602	0.435403156322267	0.461827425873676	0.119336779059122	0.375234746497109	0.672277484887215	0.266772145500601	0.39639656229552	0.105369685863075	0.358825208403907	0.369288375575197	0.294561849578495	0.27779578891715	0.411021235223418	0.187024002086851	0.689790746128566	-0.000141279027990259	0.466642051104494	0.383733710795347	0.321427897728207	0.0890070505972686	0.687143770822388	0.191932685846464	0.550566949387241	0.170066074779518	0.432891662225031	0.792424579107968	0.513302470326072	0.652023106737003	0.268230374562591	0.853979245503324	0.449228249863446	0.494249544237303	0.719142083270821	0.853607809512439	0.368667912176824	0.338243351513513	0.512436333758275	0.580883869768282	0.743554082033077	0.0948157474435545	0.769076150779487	0.296494147243082	0.631604553431933	0.025216025905509	0.456444013642537	0.932200720998356	0.767316498394125	0.777323555892244	0.566518246620095	0.679444845300288	0.583161956812981	0.186866290119338	0.666747509943607	0.823954571580041	0.791739409650122	0.53968055418082	0.481136073952397	0.907900852575719
ACTR2	0.587969937794155	0.277424084764959	0.838397253937049	0.755795087309689	0.837234814454638	0.907925073489522	0.714939633743508	0.726038393831565	-0.0335414788701172	0.502014056864508	0.413634451244716	0.735062728975611	0.198890513127144	0.836117578520205	0.831807108110061	0.18549082170505	0.856519261205324	0.572687905703073	0.882566927862612	0.783277630512604	0.239218247459321	0.778085166140825	0.329294809541374	-0.0124076514648793	0.795142888096051	-0.179224230668402	0.811632757082746	0.660068093477603	0.874735323211035	0.765566625090221	0.4465154811796	0.531526972581689	0.785956114547837	0.886080327109891	0.739645658038864	0.865520667565215	1	0.663327935297566	0.75157649988233	0.809744001929442	0.866685247555657	0.88121010686587	-0.125683080156339	-0.231067560699258	0.552676922664093	0.835226993907329	0.66788802401703	0.858969126863976	0.695412566989598	0.756170770828991	-0.062385195222356	0.547062679515242	0.691147380222325	0.638424330884116	0.61630021207028	0.355527668212411	0.58475954884111	0.877731494867915	0.324213615082448	0.194298707697286	0.223052881851846	0.549695956985884	0.574365383956517	0.541775541738419	0.0953329173530222	0.393455606799234	0.255893056449523	0.784020699453199	0.19468081292289	0.40391485351455	0.468497197515977	0.469418938781395	0.153911269544925	0.710351715107893	0.436365884369345	0.761705401243315	0.339582723875219	0.705508035814339	0.846222564000809	0.707951613839392	0.68992237518747	0.309804540420197	0.893185184360799	0.367407648754921	0.547762815826498	0.613982065375766	0.803345121276581	0.552366129482471	0.388281574137806	0.686574260467341	0.658173777583777	0.838400459972804	0.289641454975803	0.804516710275988	0.38279015981589	0.659129330487547	0.135461164590864	0.460427569114154	0.731433854941743	0.868211015398296	0.908904549981694	0.780127940041378	0.836188192838535	0.713939060670229	0.244385253343365	0.679092951365681	0.818674510351218	0.901772188642059	0.536318415674587	0.678099486634462	0.815980803185708
TREM2	0.528303071606292	0.466650560325165	0.857590940506407	0.873010704380053	0.597064596323621	0.72118007616084	0.544346169929061	0.628247426676115	0.463115589653778	0.335362597357133	0.61265139905294	0.37180931535451	0.554701365316343	0.620443292308479	0.641113924672183	0.384977053419628	0.78479042921004	0.688704185454551	0.5519664725567	0.592288357172988	0.521781748579198	0.659315243740693	0.150958631203498	0.358544801788473	0.432914380110446	-0.0657620807564151	0.570963360348811	0.718918729190945	0.482320298859632	0.656888955235206	0.778964329381877	0.777081182721229	0.600186574433588	0.755239508903054	0.671351153289098	0.565661615058974	0.663327935297566	1	0.369733696497705	0.468585623016584	0.732530803422577	0.606841896287402	0.352348827589164	0.237859894456069	0.571798526354807	0.799095296926805	0.559600356239389	0.606375511326658	0.50141902210779	0.627370133128906	0.443237833668663	0.299557884876225	0.471842724118459	0.515250624859712	0.494577466413138	0.359848351395464	0.705458238502939	0.684213521676334	0.559237269027585	-0.00476716392364902	-0.0149084569962303	0.561486690543476	0.36392397590594	0.674901929851627	0.33235226274276	0.793159727064889	0.768927761497592	0.46464849183664	0.57257942446012	0.540934563683874	0.6920846415849	0.69791716105693	0.491938434660531	0.469436914652815	0.470633693987182	0.667486126288476	0.588649331526092	0.445330561338727	0.479655959559096	0.420790395132896	0.595836961365751	0.383358908756057	0.538330819189125	0.52729080900966	0.27528407279697	0.469909361420767	0.441634894442201	0.629868197114142	0.579026588103968	0.903170348865527	0.387035234811855	0.494366937560009	0.437993373102009	0.470080502117988	0.450813312224187	0.652039466306494	0.479639736125154	0.295448511586919	0.545726967969797	0.713470395537948	0.608880356989674	0.698229309730911	0.524025479983171	0.337505611902648	0.102643720786913	0.46280730739772	0.491732710540193	0.791867956392106	0.456250445115556	0.356888372718543	0.473953870674025
