""	SIGLEC10	CCR1	CCRL2	FPR1	CD40	TFRC	C5AR1	LILRB1	ITGB2	CD163	SDC4	TNFRSF1A	TLR2	ADGRE2	SIRPA	CD4	ITGB1	HAVCR2	PDE1B	TLR4	KCNQ3	CD86	ENG	CXCR4	CD74	ADRB2	PILRA	TNFRSF14	APLP2	CD81	TREM2	ITGAM	CD72	ITGA5	PLD1	NECTIN2	PLXNB2	IGF2R	CD300LF	TLR7	ITGB5	TLR6	P2RY12	CADM1	TRPM2	TNFRSF10B	ITGAL	TREM1	SCARF1	UNC5B	VSIR	CD9	RXRA	LILRA4	ADCY7	NOTCH2	TLR1	CD33	CD93	TNFRSF1B	SMAP1	SDC2	SORL1	ITGAV	LPP	PTGER4	SCARB1	CANX	C5AR2	SORT1	LRP1	ABCA1	ITGAX	AMFR	C3AR1	CD44	PTPRA	PTPRC	MCFD2	NRP1	CD63	SIGIRR	CD46	CD69	C1QBP	SDC3
SDC4	-0.137365609815293	0.462076923713799	0.508186809809383	-0.237421243605919	-0.0662162580388819	0.00317047107941953	0.78384321005033	0.214997289319968	0.486496504534069	0.659676549405532	1	0.310924438342724	0.0353139463003279	-0.076213637851403	0.55411857153772	0.467820786120051	0.298746268161086	0.022477484558793	0.201669852740026	0.698045596062853	-0.354714038032684	0.406323907093464	0.376332734467038	0.484565197305032	0.535415273652073	0.0566037581093022	0.294444850614279	0.790325150926461	0.757411198101466	0.618245468310942	0.214105338032184	0.514422912950122	0.800419279223363	0.321991473935497	0.162258603347836	0.256196259420196	0.452000384520913	0.581127080332395	0.753299372019477	0.435748311713963	0.176054510902985	0.051670409560349	-0.365407921242337	0.825761115479222	0.22824848580783	0.337086812067195	0.0319071604880172	0.334310361563736	0.0205399243332812	0.0345454431119254	-0.302268597225238	0.52193509957498	0.571052270698723	-0.0915101528901578	0.420326086259704	0.777376546344825	0.19717256017269	0.349089041904072	0.0181829565403041	0.360158034006725	0.599468497434958	0.2346380682631	-0.171107863486568	-0.027720925527411	0.173948223556946	0.289144360548975	0.558553726930059	0.610033118659955	0.0455552107634115	0.480605000192078	0.575813793357327	0.83556525642234	0.143799782123734	0.692939809327188	0.447134728656915	0.781673344371635	0.203845497553909	0.150685931530143	0.506260241286053	0.239343631394274	0.453018028465577	0.382787480588261	0.713466873166706	-0.275771959172355	0.273109705699898	0.655420337202614
TNFRSF1A	0.644422872839257	0.756924425721955	0.705782571147945	0.590957101912868	0.691364695638965	0.529442791636419	0.602172381822668	0.788093062161536	0.73988302725903	0.607065896073752	0.310924438342724	1	0.649737318440044	0.419181932781428	0.775757078418184	0.799437701467058	0.836528048566502	0.727430937531994	0.709464434087392	0.592074630533936	0.489086412364867	0.689869228551853	0.809690308500092	0.532194842427834	0.580650901856903	0.567902688443586	0.790168593961365	0.58848246460124	0.715250429980788	0.773242986668728	0.654284077791064	0.69178452127344	0.289564274913206	0.607246009921896	0.60245985211384	0.766574894948848	0.702925012465274	0.683142245431952	0.467778517615883	0.701160236501399	0.746872595951535	0.534588032190088	0.275023854230445	0.525678967246141	0.651118992520668	0.701844131622864	0.665802673301906	0.531140109300209	0.609174441887657	0.718362159304394	0.288459656206966	0.533572676564705	0.759004079630255	0.489730762550651	0.701863176112788	0.582555682274029	0.702639378470746	0.656746377418163	0.231572748379455	0.664652862229659	0.758832371298075	0.654864939370316	0.593411020791412	0.792692262308269	0.753447162730689	0.707327432789648	0.698083614294621	0.787944949161761	0.465247840064582	0.822220567523613	0.837850428889523	0.635070105546471	0.704971847610844	0.552028009004197	0.6861869643339	0.477209935752914	0.814103648394629	0.667993545734042	0.752643207616696	0.795849453680456	0.684838843639431	0.659444638048131	0.648210460045803	0.328533434233973	0.681408605302579	0.68523712481248
TLR2	0.662101022004459	0.542067865235628	0.483383646079879	0.705441541886363	0.619514031085447	0.335855507414436	0.339253291568368	0.642497055191921	0.678586928796629	0.390414269840943	0.0353139463003279	0.649737318440044	1	0.428352251644684	0.604925997979815	0.696753187939911	0.703992227214358	0.713165764082449	0.557547734443719	0.358067543107443	0.62075031042469	0.6729917810539	0.646934985211796	0.344067018143892	0.534976546244006	0.456643935387755	0.720346192508871	0.419951794560269	0.479517172488025	0.566257444969089	0.666872612408699	0.553429743756435	0.186563212376953	0.439789126060422	0.550360716551629	0.537489278712595	0.524424628532466	0.531351188642485	0.329191931149702	0.521718792054146	0.631794333887657	0.587925707898103	0.395341595125938	0.294877174149774	0.621123915973072	0.46757484953972	0.673407774642414	0.491476456021757	0.517773814929916	0.612232154992991	0.374026263893331	0.490977976090335	0.516489134093681	0.585911314348702	0.601789727669704	0.29175488451004	0.675872574655497	0.651797766328263	0.301656514166757	0.602415223341111	0.551226091219016	0.395044831907168	0.712964283526863	0.661217422198546	0.539313139044234	0.506434913335652	0.397456952401776	0.570766227675232	0.290618179087731	0.587662897734883	0.53809794721266	0.307540179545137	0.625295263821664	0.373883846008513	0.605443358808478	0.242103369643945	0.512282890632235	0.729797079246155	0.606181672594222	0.555844740007079	0.605125234830872	0.572308685396248	0.394794762937345	0.311932617833811	0.589283050787474	0.319443083832658
ADGRE2	0.466997499933435	0.295687911853947	0.483574516139323	0.556823917900152	0.497041017853421	0.649387406146284	0.331008819761855	0.480865815285384	0.259723025535533	0.164130132655721	-0.076213637851403	0.419181932781428	0.428352251644684	1	0.283389754178095	0.36825693707371	0.362484009924935	0.413691498540571	0.470148118759728	0.0659527368204331	0.417886771780056	0.286872409002716	0.437621987578854	0.446713770148257	0.2208051097749	0.33865178260382	0.418022198829591	0.137802694249754	0.167950963367483	0.262491964487388	0.206970824584921	0.370814322106147	-0.00105295499012314	0.37029545589231	0.312546650053538	0.366955464303671	0.371154389919742	0.238188433505365	0.0112415353037913	0.315528379655748	0.399372528462199	0.103601744429747	0.0740692236348795	0.0210878109236489	0.421550518778308	0.595159960194653	0.536273884495247	0.465314559258232	0.520604386537789	0.501878488462447	0.264274033073919	0.0893899267439856	0.302671667678155	0.22687888211425	0.286234502566221	0.115792025203912	0.422139638508595	0.309413747463364	0.241845421893563	0.544874136910823	0.20070250833677	0.286551886287134	0.226354892180169	0.53077901019822	0.399718168376774	0.6160814892343	0.281267625348615	0.196434864156604	0.527305427492631	0.298637480902495	0.343276130159082	0.156912130586836	0.531458686650113	0.142134470481072	0.151636194541598	0.195936949696004	0.403493338122337	0.421877410090435	0.26980001402385	0.346487116919517	0.0939156569617767	0.386443691060022	0.118646854014385	0.726106851198312	0.253893791244337	0.175659006798904
SIRPA	0.509384387960242	0.829202240935405	0.804726063831722	0.431424607147908	0.604396874320096	0.426386233677542	0.771827639911041	0.744226429159243	0.917541683362776	0.64312621118991	0.55411857153772	0.775757078418184	0.604925997979815	0.283389754178095	1	0.914771759354781	0.859950626070951	0.725334781277738	0.688099529287795	0.720378164784407	0.269227811370718	0.738954966375104	0.882608384647648	0.499828375395826	0.600304506531848	0.522134409306621	0.828467882751887	0.801292403570106	0.881439018658732	0.935295072098055	0.813741409237383	0.776974416068129	0.570540163697836	0.649446746704242	0.738804647425837	0.597162959013545	0.689541279929395	0.843425970973216	0.744092423814636	0.715720679004063	0.805137809657555	0.488312397603357	0.172719955155497	0.71998495553237	0.731008186378949	0.607242320185377	0.662161814585452	0.688868567174368	0.539093605506764	0.607354094513213	-0.050113872356177	0.78757014798828	0.770204703887768	0.561725906010691	0.773578592436104	0.698709173431579	0.639259866301427	0.682895211343775	0.0306914771637182	0.598139629430591	0.802480272776508	0.54939713084114	0.55974321874706	0.675616959207258	0.580854355059796	0.680605158758988	0.747527647017362	0.842650136961711	0.305712332955665	0.868406459576119	0.859417610614635	0.780036606289196	0.74754767694317	0.642446577661721	0.835136385619374	0.598228759511476	0.640546669123273	0.539768890622415	0.843440381136158	0.649428270843921	0.854481612082095	0.623650316381398	0.671509662608716	0.108995643926784	0.622834605390602	0.689986764410504
CD4	0.597885658482627	0.831955057749821	0.835180645160398	0.507155617191072	0.662667008476751	0.509516291183218	0.7647283951046	0.795201714022257	0.896817677626297	0.685111088485393	0.467820786120051	0.799437701467058	0.696753187939911	0.36825693707371	0.914771759354781	1	0.865775371506994	0.747186094097746	0.723429018728649	0.70214913346185	0.410715767895009	0.756834257873685	0.884934087462639	0.524067994924412	0.651736348156023	0.541033979055081	0.87063725688968	0.771109781366273	0.838397015064151	0.918454444273801	0.782007628954555	0.809077947597214	0.506397015935133	0.614557907750325	0.715271104788445	0.661911586539954	0.71450150284329	0.800817106800817	0.676662037874671	0.745729069277151	0.832700682626973	0.499101436904037	0.187567337295817	0.632509661060534	0.74297140292108	0.660948828071844	0.682090514601306	0.697980945985761	0.612296345527915	0.682450493900791	0.105429448697653	0.694473426577818	0.773069213239682	0.555335687146252	0.78657887405754	0.659039877055894	0.697275414078685	0.720713098855147	0.140626124903286	0.698300871914403	0.763033900073839	0.560712039284746	0.583739303631455	0.717902609447269	0.580638851695648	0.749002153876024	0.739206565153046	0.804108130737833	0.347738207169545	0.840191160050993	0.853602977183776	0.748148643039267	0.774587244279095	0.634156177810482	0.797569215169556	0.562923288728633	0.619149648956751	0.607249869586276	0.807336679315299	0.700544392797416	0.787464287855271	0.6749317819826	0.629638530124349	0.179919168966912	0.602010912763611	0.654867109489345
ITGB1	0.58089684686451	0.720517138699443	0.709186737509857	0.553362263594046	0.73330830551605	0.41852601894403	0.584115677327208	0.734769742227807	0.880808151578195	0.486822506486358	0.298746268161086	0.836528048566502	0.703992227214358	0.362484009924935	0.859950626070951	0.865775371506994	1	0.778434663582851	0.703142223792682	0.57710533448031	0.416016281238013	0.700817276153806	0.911955201696846	0.471248964822361	0.534611841385691	0.486992433465919	0.818168046777081	0.691681485705072	0.764687056113473	0.863121848941394	0.836836596094748	0.732357187560484	0.378522764444024	0.69712320816239	0.785609685967261	0.729257020548337	0.713615494532839	0.806480061565348	0.572464549067251	0.592824866362492	0.863386941471535	0.526431887343125	0.302116789936157	0.57365955825953	0.701990541885866	0.601039038158848	0.778927106218494	0.627451022895395	0.64731252839562	0.713788230344719	0.0260876015734638	0.734710951472433	0.732949919211351	0.68553162761211	0.749526805721463	0.622395085376047	0.676743775412641	0.686808941650316	0.161519615455831	0.579459537280251	0.761990875195386	0.640962046961464	0.677839239845279	0.78799880498346	0.790594848367753	0.678038021539912	0.633112395740981	0.830616381416506	0.27378322725904	0.881034132931834	0.819829867229903	0.588959811918149	0.825036277496068	0.580358827566677	0.769096390801524	0.482078907761368	0.791317473004963	0.641709459093857	0.845730952740434	0.7163205524885	0.842638445343438	0.746662336102912	0.622830160149927	0.297931996717223	0.769180740601522	0.614269858203854
HAVCR2	0.802532194613191	0.688528787755807	0.590327923992182	0.809199271932502	0.780677154091197	0.501774124878263	0.348393171074944	0.813142400843691	0.778130368847395	0.31282720733459	0.022477484558793	0.727430937531994	0.713165764082449	0.413691498540571	0.725334781277738	0.747186094097746	0.778434663582851	1	0.725104679018848	0.359755505671454	0.611642079849662	0.678204730986773	0.793552046553932	0.335625018432447	0.412513248371582	0.626570531508042	0.832396895871441	0.407093831271405	0.485580080313821	0.684804723738734	0.850548290892643	0.590485303270054	0.0738513507673393	0.483183201173156	0.751987430733298	0.496384411589519	0.481094328643374	0.52261480294267	0.337564380517231	0.636531958885014	0.786924130463029	0.676852499991638	0.58613441985223	0.271102513893363	0.736260055313158	0.472313415165689	0.782271210737188	0.518738818856829	0.693853446914645	0.691518308458895	0.2314561594144	0.511790252804014	0.520818005083023	0.760516974767922	0.694055050079871	0.279081337614775	0.675003050469614	0.59983412830351	0.00569168057337923	0.446433915885342	0.498612094091423	0.409405030546045	0.856123673990026	0.855539234020796	0.512997378513786	0.600176783580467	0.488249989846444	0.529721946665964	0.322527726541746	0.708550355760581	0.626915119012209	0.345012406020784	0.826639661696459	0.25411648535889	0.750166164921562	0.113318977613452	0.568475049484344	0.608463377451066	0.597917445983955	0.610982006582431	0.653954188754078	0.481740837881168	0.373762107300675	0.387613766544922	0.506901695070701	0.311302940294606
PDE1B	0.595761847040446	0.620641147408559	0.652001734752922	0.597168591590549	0.686786364079432	0.578788094894631	0.541574100520509	0.746062344701953	0.676192891404485	0.468434980861497	0.201669852740026	0.709464434087392	0.557547734443719	0.470148118759728	0.688099529287795	0.723429018728649	0.703142223792682	0.725104679018848	1	0.447448526186419	0.495147350218264	0.567232388721139	0.751592150074028	0.463732589960595	0.405023574672519	0.526542247128599	0.720376811648831	0.481342834102344	0.554844930542689	0.674677217143263	0.593226328972231	0.713672332030333	0.173541039139392	0.51356149603392	0.630172442653802	0.549247034902834	0.538940660443993	0.579481270255099	0.332363639177828	0.628969777043985	0.723220186015383	0.505377332281789	0.292769974315543	0.328763971544611	0.628815041897139	0.598596680753398	0.715706952243577	0.545333185629533	0.569346120173956	0.655509976528211	0.213715831379844	0.394406853458257	0.544722364009279	0.548879371521603	0.602604013094874	0.422089729164107	0.61323215230865	0.529969864977758	0.108688137564725	0.606603125714613	0.526606485213986	0.482827751358528	0.568167673383286	0.706520670742301	0.534396815396345	0.67908975636047	0.524584890805809	0.543757122860246	0.508466226924321	0.667452022397445	0.674862741267508	0.49260255873706	0.747104024100433	0.384972571155139	0.582289941451839	0.308771636734982	0.599466651529068	0.580119691904232	0.587063938693421	0.660499411516299	0.487400186267552	0.496163038559161	0.43368992280627	0.391868771446556	0.449752219758789	0.422587639233888
TLR4	0.219636971226783	0.717575527693248	0.68616827175692	0.138431854029367	0.292913409536481	0.288554170370123	0.802554942131333	0.548072679815179	0.676269279064736	0.77538955819783	0.698045596062853	0.592074630533936	0.358067543107443	0.0659527368204331	0.720378164784407	0.70214913346185	0.57710533448031	0.359755505671454	0.447448526186419	1	-0.00119038558589722	0.563411650787901	0.581161853333471	0.444152914711624	0.540779229081025	0.385817785009479	0.602298580310632	0.787054448144362	0.766040321529967	0.716730473039459	0.45577221356076	0.695639997310241	0.575037927630978	0.524233739633921	0.372646942216342	0.457912673372567	0.579870115388577	0.681182564064875	0.636807836719727	0.58979921966825	0.474859778040957	0.235589352629458	-0.0783499615183886	0.653106491781991	0.354705387402214	0.51872857355829	0.31978312372771	0.419247316952384	0.263916818236678	0.411097601993177	0.0331061583948771	0.53594428049758	0.715543387406668	0.189299587801829	0.581578002816286	0.72646902134534	0.480038260592534	0.552696763304285	0.279361236329597	0.550863989811392	0.678564618864671	0.479391135102947	0.178168365409652	0.354307680605493	0.349697305292603	0.508067666403197	0.654812817010801	0.706449089556291	0.198930489061124	0.630630657193348	0.67834161616937	0.806858846110884	0.403137488002809	0.584578843859026	0.595287719141765	0.746047307355903	0.400555180121523	0.433349075745752	0.616901849497682	0.577540628010701	0.573491412309764	0.529006955279779	0.636450126000987	-0.0987349910451885	0.415530315643282	0.638009826678287
KCNQ3	0.672301491066332	0.286220154170882	0.235606386335673	0.679257401345932	0.6038906605124	0.390465495888279	-0.0241411473234087	0.548643315859258	0.320480553979031	0.137285883635178	-0.354714038032684	0.489086412364867	0.62075031042469	0.417886771780056	0.269227811370718	0.410715767895009	0.416016281238013	0.611642079849662	0.495147350218264	-0.00119038558589722	1	0.391499122541907	0.441070203816207	0.0544812542803587	0.275045883099056	0.452549338652783	0.48519206733223	0.00312256668121796	0.0607035093819677	0.248006952612922	0.41267535984281	0.234001485807872	-0.246600605682127	0.210710442627608	0.363360783911219	0.412884215923264	0.284230942184879	0.107441500493795	-0.126016147569685	0.403431282682662	0.518838601355872	0.527448295845032	0.485382873692119	-0.088500806370509	0.439231207102442	0.268705679616125	0.485125021735301	0.202489727259204	0.488933366638656	0.591135118104468	0.553187767376	0.0649436735230202	0.252966322268917	0.475633800185475	0.357390101088581	-0.0649127828419563	0.504021241177193	0.329393181559755	0.204724270663137	0.337895874740669	0.214056735377259	0.258232106733308	0.679671771258923	0.647750926351817	0.362283321323254	0.327872207096591	0.171321100234165	0.173021618930442	0.281304148622936	0.299795223397454	0.298710323055252	-0.0216527365788556	0.468849042321498	0.0371341093094927	0.278582936568239	-0.194909529188295	0.398933652677205	0.543862307499384	0.226343110376999	0.498487476120871	0.214864377184265	0.243818814344186	0.0297673312748519	0.381144410485437	0.261761439501737	0.0263248818292808
CD86	0.623195418333944	0.656876838327758	0.6120045496392	0.547780775397559	0.580003455518137	0.260501068270257	0.57072254260444	0.678674105393659	0.79933128142045	0.605083135001611	0.406323907093464	0.689869228551853	0.6729917810539	0.286872409002716	0.738954966375104	0.756834257873685	0.700817276153806	0.678204730986773	0.567232388721139	0.563411650787901	0.391499122541907	1	0.7116613428879	0.602249082811594	0.861046110036916	0.427042674564806	0.802044292651149	0.661822823997445	0.687813765377533	0.743564570679304	0.720281435886146	0.578066334141456	0.571815589379113	0.526787112419118	0.503093732735933	0.550505610175656	0.543186128988163	0.568865898486889	0.624574581868366	0.687922811271184	0.630264117454455	0.503509712400597	0.246569632313074	0.632522680821149	0.609485513407969	0.491101382149682	0.549544415551428	0.489480338854021	0.481249277260835	0.510007421333374	0.34638947785446	0.639110504981616	0.692586363579317	0.43203292841672	0.751695000488424	0.585216608067472	0.741988163490911	0.771903876399534	0.255960137651055	0.620515545034274	0.735965358317407	0.374521837128471	0.573961584526018	0.584983216342781	0.46082136497911	0.566972259503316	0.569045962321646	0.718290555058022	0.223982027011539	0.686050458714402	0.668626256505431	0.599359121216207	0.525525610422672	0.536201910708674	0.818566530409208	0.525738596485828	0.446951094346449	0.705666454984963	0.680574204200106	0.603625795776599	0.711838802971962	0.673184388991307	0.670065614595347	0.0967246494587426	0.625856564273308	0.459131551820538
ENG	0.602004138974638	0.750140107124433	0.779993094554148	0.584871518262993	0.746249282445812	0.479137731805739	0.662416179179728	0.762695253039654	0.893020798658702	0.515065925046784	0.376332734467038	0.809690308500092	0.646934985211796	0.437621987578854	0.882608384647648	0.884934087462639	0.911955201696846	0.793552046553932	0.751592150074028	0.581161853333471	0.441070203816207	0.7116613428879	1	0.475234773292618	0.559982290778054	0.509209813999958	0.856996211006193	0.70116552356668	0.774236910213109	0.889001498106557	0.839043291417559	0.759042775154292	0.411354808871738	0.657052112475059	0.823555279360503	0.676076553885485	0.675213444548305	0.797547238379635	0.596448421958062	0.665575341547794	0.882146975795752	0.51022049465411	0.262820629380956	0.605486578994485	0.770814945310494	0.631782783540382	0.777594227114266	0.690625848006861	0.711829798299647	0.67798847873626	0.00596062017191435	0.722972985284248	0.750976289588998	0.68294159562339	0.744399250964588	0.606149371559376	0.685687812505682	0.675405501494047	0.0904055126153637	0.598224312395519	0.733980983403416	0.553979992858804	0.642966416561336	0.791652653327937	0.68887693637908	0.710876552588898	0.674156669693793	0.759207724036353	0.34076237347654	0.875789766288411	0.859480779308663	0.649554006064722	0.865256499986651	0.57951579129766	0.782500187102084	0.471607345835556	0.728054010750676	0.585021534300532	0.797876985000595	0.690357000799594	0.802517698327515	0.654528804289637	0.601263472763237	0.289791465424721	0.658355130791979	0.598019461473993
CXCR4	0.405307478030768	0.473662152975769	0.655444350847469	0.294476940370068	0.393961305508899	0.465701112225427	0.670386949575271	0.538576236331221	0.459104876789638	0.569834967169086	0.484565197305032	0.532194842427834	0.344067018143892	0.446713770148257	0.499828375395826	0.524067994924412	0.471248964822361	0.335625018432447	0.463732589960595	0.444152914711624	0.0544812542803587	0.602249082811594	0.475234773292618	1	0.662283952411808	0.316227431685165	0.533944684969532	0.528826944351566	0.531997566313115	0.501054865142147	0.264752650119763	0.458377575429941	0.493570834302312	0.460366778039133	0.228940613435137	0.437717945298196	0.477138283474724	0.380815955623376	0.473460913774294	0.534133686042762	0.314771267378098	0.156429574919043	-0.174700877002132	0.468112003446787	0.431445633175052	0.655777252292274	0.409380840452004	0.486177951925229	0.32195315492894	0.41484552041767	0.226150685883663	0.297113704830786	0.535769425205337	0.0267368424622128	0.516739677286929	0.560655420253034	0.510025908899017	0.616677365949661	0.304708467426594	0.665068027403359	0.571267452741739	0.409550598275292	0.0813904383523546	0.382148375973273	0.408771523191695	0.737567819028122	0.508553259231968	0.53680880740731	0.400870231480478	0.470659256808467	0.54149540932905	0.59963530260205	0.32342226444235	0.485615669141983	0.421307203971852	0.721596958951285	0.384320162414836	0.59582876528635	0.516509665506264	0.523116749495242	0.319287104752787	0.637895279668105	0.525625450712377	0.448311268372498	0.478958170156983	0.434147294001274
CD74	0.45750710337563	0.530716482668342	0.529975294160469	0.336228188183085	0.392786572980018	0.145112168656133	0.598799846414789	0.519912046617969	0.645199379865145	0.697460688922942	0.535415273652073	0.580650901856903	0.534976546244006	0.2208051097749	0.600304506531848	0.651736348156023	0.534611841385691	0.412513248371582	0.405023574672519	0.540779229081025	0.275045883099056	0.861046110036916	0.559982290778054	0.662283952411808	1	0.188018381850012	0.627494955356734	0.706396960105919	0.657610041085678	0.653416792440469	0.485363921517839	0.483574457187117	0.686439492933746	0.414124249323554	0.301506152681555	0.56037668248382	0.558203925194367	0.489648717850781	0.623580592833379	0.655428914761499	0.408179177769223	0.317331966969447	-0.0553839743089995	0.709137743440533	0.496009478880214	0.455692205872159	0.30694689828935	0.382614478562557	0.320328172301211	0.355419453228092	0.345090092996866	0.531654654109512	0.705785223189725	0.168382521369476	0.669191897122779	0.651337238548151	0.65879764197154	0.728242277093102	0.391005538873725	0.608573953799444	0.7588797994107	0.265684924033073	0.288367611367178	0.363090285523568	0.368078178072915	0.49269121362532	0.5559440571575	0.689135987282696	0.143547285557449	0.545407510874028	0.593593691781962	0.633976290603033	0.29993686158792	0.663295244358265	0.63441480806678	0.628125790051626	0.360760345617892	0.638976935234409	0.590054709019919	0.530966840331113	0.568986317934864	0.668191674832625	0.706797071585503	-0.00799720388618284	0.563291018243246	0.476930660938821
ADRB2	0.623102516737299	0.604892405260619	0.562121634137959	0.520245781195528	0.555796344048271	0.661960410649045	0.398158263259281	0.704225640576847	0.455279813157327	0.401595653495484	0.0566037581093022	0.567902688443586	0.456643935387755	0.33865178260382	0.522134409306621	0.541033979055081	0.486992433465919	0.626570531508042	0.526542247128599	0.385817785009479	0.452549338652783	0.427042674564806	0.509209813999958	0.316227431685165	0.188018381850012	1	0.58236025267018	0.198966156302505	0.318110778107648	0.448774323032723	0.46266303793173	0.366242450686734	-0.0511397593492815	0.401428025069215	0.400337648273458	0.284944244808959	0.282270000604542	0.283468587521573	0.151983021302943	0.578591255575071	0.557514599612391	0.374411727417396	0.449220320526752	0.0829495431694577	0.434422207941092	0.501037990040067	0.476670454418282	0.361141249184549	0.522651060238169	0.685709997132533	0.30369346565839	0.15445299316717	0.352992610472438	0.364922831591318	0.4853551148098	0.119182323532989	0.454364476514702	0.303511683991971	-0.049127586704968	0.436962075830549	0.271929314805964	0.54235462361884	0.565569997262923	0.716245524665537	0.305739722855619	0.562378689320345	0.482717280426743	0.316955193908201	0.426632408672115	0.450616602758895	0.516747729378247	0.401360542367317	0.520477804750298	0.0701915854519745	0.490398936185844	0.159408371153738	0.358762455229119	0.407907161788055	0.315891403338452	0.623217016410493	0.304199797406407	0.310248961397677	0.225031415622813	0.451676541107043	0.208864348252998	0.305902983562094
PILRA	0.712659649319521	0.794485436033433	0.739674804748287	0.724402979850611	0.741941466462612	0.498307623954904	0.627724323174241	0.839784107062842	0.862346979992955	0.558432005371763	0.294444850614279	0.790168593961365	0.720346192508871	0.418022198829591	0.828467882751887	0.87063725688968	0.818168046777081	0.832396895871441	0.720376811648831	0.602298580310632	0.48519206733223	0.802044292651149	0.856996211006193	0.533944684969532	0.627494955356734	0.58236025267018	1	0.60726568596889	0.687351288413463	0.808905952036066	0.843603340018352	0.694422200549668	0.345367757390259	0.572929963404706	0.722800588763988	0.573867536475637	0.543472846668254	0.665621270165362	0.554963910161424	0.757878232130233	0.797624206918286	0.571111161359582	0.302110362623921	0.490184219946822	0.718502920052245	0.597080431100532	0.726562362452538	0.654885740799897	0.637166613119998	0.648539222495914	0.242978562134595	0.631163039129114	0.696306610615347	0.641627487908527	0.764809274782039	0.487710522247182	0.741387036321955	0.726870155828737	0.174044129625208	0.612072642431407	0.699685336020123	0.482469979879549	0.690306882373193	0.78725911647651	0.543255303852887	0.706856185712097	0.603063101171377	0.689774860074432	0.340115991103935	0.811040374224397	0.742244399101109	0.584125206015911	0.769052852029937	0.437938267467743	0.823425423378022	0.435412704444745	0.558716788463086	0.653187120941418	0.726823109344391	0.691257034823889	0.748385079510717	0.622479550607621	0.537558161815658	0.283646340558137	0.609882503370175	0.465641819087844
TNFRSF14	0.150578428041151	0.647838112176896	0.649874053813034	0.0970997228989284	0.282684275527242	0.130476935495192	0.792771393762102	0.486246384635988	0.789049203762802	0.698111253835384	0.790325150926461	0.58848246460124	0.419951794560269	0.137802694249754	0.801292403570106	0.771109781366273	0.691681485705072	0.407093831271405	0.481342834102344	0.787054448144362	0.00312256668121796	0.661822823997445	0.70116552356668	0.528826944351566	0.706396960105919	0.198966156302505	0.60726568596889	1	0.885102726851942	0.861603137020631	0.583607387939556	0.75042184605448	0.795898913232079	0.544732232665388	0.517840386091647	0.554945533240025	0.670473662930304	0.831579140264525	0.809626686904233	0.561496275430455	0.560140990565235	0.289664271400529	-0.147691895861351	0.866875718404265	0.490305683382348	0.497552612750446	0.399889778628248	0.515436890532184	0.308082158964203	0.316294788983256	-0.190975285105283	0.77626159422761	0.779925615838469	0.312194192394728	0.645711354198497	0.865819091912583	0.531136436825354	0.630239917881469	0.16618524925922	0.536076618302645	0.829851464457753	0.381501486348625	0.22292146911861	0.320087771983295	0.484070976165637	0.499204062391968	0.643999111714905	0.834251517181737	0.073472297241039	0.726908197316739	0.741825664929809	0.8123417865788	0.507482157951252	0.824938542558431	0.6854240154094	0.75991659658453	0.489634193687475	0.484423445397521	0.74846400172287	0.480946393782124	0.74874116425898	0.656240337448678	0.785004153463178	-0.084449242872757	0.588834606702571	0.693941706442743
APLP2	0.278710000951776	0.765179761756356	0.750945168741398	0.207520926331996	0.400753045535512	0.282311101425873	0.858782369456136	0.577346053036519	0.835805477562444	0.720412787473682	0.757411198101466	0.715250429980788	0.479517172488025	0.167950963367483	0.881439018658732	0.838397015064151	0.764687056113473	0.485580080313821	0.554844930542689	0.766040321529967	0.0607035093819677	0.687813765377533	0.774236910213109	0.531997566313115	0.657610041085678	0.318110778107648	0.687351288413463	0.885102726851942	1	0.926160341734859	0.634291666071933	0.796175207932275	0.758806012788499	0.611128304130253	0.566935411977007	0.637266144296156	0.715923962144402	0.872639730064272	0.852747802823031	0.620653523485297	0.644732420058048	0.360561134437919	-0.050595596489452	0.880675277906649	0.59007811197198	0.56685345356011	0.479375653842598	0.671692021053178	0.387738540293291	0.438047929519534	-0.129718863406274	0.801034418264421	0.838749828797837	0.320418465880849	0.714664605680326	0.846224152518031	0.532612705747441	0.635633014730534	0.122431611515242	0.648373836526292	0.850479778757394	0.534197213186832	0.305523301771132	0.450643946285578	0.582058385810215	0.580068787754716	0.756720503342358	0.921330415035058	0.264796727867783	0.846526634737109	0.876831583434153	0.88816095336217	0.585293199439951	0.810930406373981	0.761641638152101	0.75446281264464	0.615044455779979	0.47146610561598	0.860083165172929	0.559105919774639	0.83435268887599	0.651156505590361	0.826342306745999	-0.0570231711384006	0.646532521993403	0.855542094736793
