""	EGFR	PARD3	F2R	ADGRV1	AQP1	TNFRSF1A	CD9	CANX	ADCYAP1R1	LRP6	PTPRA	NRCAM	PLXNB1	ITGB8	CADM1	KCNQ5	CD99L2	SMAP1	APLP2	TNFRSF12A	TFRC	NOTCH4	KCNJ10	CD47	ITGB5	EDNRB	INSR	PLXNB2	LPP	NOTCH2	SMAD3	PILRB	AR	TSPAN5	CAV1	AMFR	ABCA1	ADCY1	CHRM3	SDC2	GRIN2B	PODXL	NECTIN2	ITGA3	CNR1	TRAF3	ADORA1	NOTCH1	ACKR3	PDGFRB	IGF1R	TSPAN12	PRTG	ITGAV	FGFR2	LRP1	TNFRSF14	NGFR	TNFRSF19	SLC16A1	LRP8	ADGRE5	RIPK1	SIRPA	NOTCH3	TSPAN17	CD44	ERAP1	MCFD2	CD81	SORT1	RXRA	LRP5	GPR37L1	LRP4	GPR37	RACK1	CD63	NRP1	MRC2	UNC5B	SORL1	ITGB1	TRADD	TSPAN14	SCARB1	CD74
NOTCH2	0.906239726241591	0.882829357365271	0.856271459510387	0.444225175405334	0.342022393463857	0.784802874642515	0.680450871032793	0.928573073029326	0.527039982672407	0.887525898860037	0.91288472430798	0.932993249453362	0.82666051925541	0.93695255278851	0.884800725578746	0.820771245544381	0.901777666904213	0.801610888813955	0.903270321266349	0.461439251917472	0.835949445614864	0.644420717197894	0.862923973332106	0.760610567270311	0.875220067462784	0.8825290336342	0.783643078193776	0.901428121896176	0.916178017061044	1	0.85545183964249	0.773105044979322	0.899386505700116	0.825315705770778	0.58101821672455	0.920591215566826	0.906849275755348	0.891288934528286	0.85003097978185	0.854662508653732	0.811550101841878	0.893378525527467	0.731305296788587	0.822826694495126	0.883514030186211	0.835348742103134	0.859950315407992	0.859211342676008	0.730885047085121	0.741049816029746	0.665351478116305	0.713952815704548	0.860510739093824	0.947110967854753	0.790627098913529	0.937664826388268	0.600902432594844	0.812475471821555	0.874954357681778	0.889156103734472	0.875026199814967	0.724487947938657	0.85686778975365	0.910640873192315	0.870873179283306	0.676672555479188	0.693039591459904	0.863472130622028	0.843880548468249	0.781845863909319	0.944237410771963	0.855176844454481	0.848104649056844	0.870104940758215	0.949431721606519	0.920241025197556	0.676993127926252	0.673215440526828	0.685849217259057	0.94330147861235	0.796880614832478	0.919064001843904	0.85387148269236	0.732897013514075	0.886271042241814	0.819942545186521	0.455025373158897
SMAD3	0.841021441625999	0.805946861712448	0.825461899300299	0.502890056685703	0.445667648922825	0.720839945953836	0.627211871862713	0.846507380595759	0.596126828065773	0.894750881423294	0.837807035544592	0.87570293518171	0.825643666771403	0.928648248209126	0.821156442302596	0.819505553745162	0.840674559326861	0.742405645368659	0.830622167475552	0.449583127910026	0.765648590067214	0.573613604901461	0.854289232081453	0.715157394660495	0.801182829300364	0.856098329836405	0.777460023951811	0.840622080091862	0.893596315343503	0.85545183964249	1	0.784988935779856	0.892715815933219	0.768240196864011	0.551540065136318	0.858394924907462	0.877230046929733	0.868927117678828	0.81947812675762	0.777070723942012	0.797732294619035	0.84150974568244	0.580881945174889	0.769017069939131	0.748266145947544	0.794782431443924	0.804632019388573	0.844527689934933	0.707780548156155	0.718247198976267	0.705351603315132	0.687252117308267	0.829523155711862	0.883961137383518	0.69460317297542	0.839330283471197	0.532058860531981	0.723905072872114	0.814280830874354	0.819368016432734	0.821164117369611	0.678648941000767	0.776949039264712	0.873089558503356	0.836031152918582	0.622542886502372	0.676099371829587	0.763554758264331	0.773716068767372	0.730353302287751	0.895597033914095	0.806796196813115	0.738700957117059	0.78036144654764	0.868004701423316	0.854270948388985	0.614953357785484	0.604375854270871	0.593797406201189	0.890342082116491	0.717395772945291	0.900662574566093	0.791078339806607	0.652748673045564	0.850386654615364	0.776812903487324	0.455092601423884
PILRB	0.664882233750277	0.696603326226447	0.618470336533089	0.556968763577098	0.375077402336183	0.523685574007504	0.351075834214021	0.673703448855259	0.470519304399215	0.863142108651093	0.639637323000269	0.737483674916712	0.757967702882446	0.837351063747069	0.643021581051534	0.646104293217618	0.650139054336243	0.49595605414433	0.638988340898899	0.23804074580016	0.566946780351136	0.302208600224616	0.695264840605541	0.4994301494985	0.603359439089196	0.668579255405119	0.820842170645382	0.743776274521794	0.839456710864589	0.773105044979322	0.784988935779856	1	0.811914646394277	0.554349769768494	0.28886653122299	0.758411731469089	0.789397452304077	0.719461530788191	0.712309023792173	0.622752860889754	0.691088626340854	0.725048017100776	0.455496772645942	0.598741809792375	0.654178631781626	0.627367509006374	0.589043133262432	0.771192774327084	0.561803398043614	0.636710921867085	0.671299330418247	0.441373576962836	0.740019855642574	0.748929423333693	0.647593077121049	0.735795815878057	0.359146768685788	0.615082970616505	0.742831727122268	0.668802023330133	0.740799182327976	0.452300120311117	0.588980516784241	0.755671545152751	0.667062902918494	0.392737305583974	0.471089876369656	0.61258036917085	0.539000235884849	0.462641922152566	0.778768042550047	0.697526270432422	0.773131880886103	0.651599272860716	0.806814422710881	0.687087240933776	0.370990056362228	0.36196255934886	0.47851072749526	0.81628435413007	0.638340494114267	0.847626130938047	0.621067492143318	0.416427568179321	0.831160230388688	0.592866848295815	0.388413422788151
AR	0.888956739219862	0.82497478394233	0.870159139990857	0.540436507374555	0.361373811085318	0.773359446259099	0.690984348900132	0.899583725429029	0.569105193471112	0.895398340236822	0.895529575315601	0.935073410063188	0.805667581029146	0.940025816079518	0.878788861957215	0.855365689702412	0.880989412803645	0.801138435296974	0.875315399290438	0.463974197668412	0.820341903604568	0.626591318382325	0.869601976615549	0.761169062902389	0.864687727375238	0.912782914270186	0.788570077110485	0.862449952804253	0.938644190835733	0.899386505700116	0.892715815933219	0.811914646394277	1	0.838061659732737	0.619214876002007	0.89245229174623	0.91370907751729	0.901125085673218	0.87217373643576	0.840909798417972	0.812645649605305	0.889654262393924	0.712487881320434	0.78746947734055	0.841957326958463	0.841442978913065	0.856615609986801	0.801665481615017	0.718334445144079	0.757710913741344	0.590704388445589	0.73028727343983	0.860185160509635	0.93163093680167	0.808082812099443	0.891483074625528	0.608318660302742	0.797266606150195	0.870287923227688	0.883213214854188	0.862042943325772	0.71471224495564	0.810027852523954	0.912319560953148	0.866379572329087	0.692178620499535	0.699054142055449	0.814006500148723	0.841526479770921	0.788185986205949	0.933506234604773	0.83684844515344	0.796784038483457	0.842628661146774	0.893899631272051	0.899925270818475	0.680117162148654	0.67415867159989	0.63924968174458	0.934597714593295	0.820614236426807	0.903564736572488	0.835870209178026	0.735917874836597	0.872636167786176	0.815973440905886	0.4578916856436
TSPAN5	0.961405271279263	0.796572785139597	0.968407519100055	0.212013159081964	0.128036374513153	0.85850359820271	0.93307702041309	0.952477078420286	0.378800958960538	0.729577983034953	0.962148761906757	0.909976261909546	0.649911439605485	0.811889000694786	0.953985923497872	0.802094485864777	0.913842919698426	0.983762503530666	0.955247935589449	0.655277691019291	0.959022052966415	0.866839750034798	0.760646582015366	0.876961673943064	0.935799734656881	0.883917525723256	0.55690285115705	0.85698854752201	0.825665528447035	0.825315705770778	0.768240196864011	0.554349769768494	0.838061659732737	1	0.851337207241895	0.826031937893157	0.777170879734007	0.916224371036114	0.902249369791098	0.860819718480631	0.849306743005171	0.840216001452232	0.768055495423761	0.835040688908998	0.817903250193879	0.855377849558968	0.920139421005512	0.732738483216225	0.66972414355756	0.562955409891352	0.397098161183237	0.893296378182543	0.840085473771713	0.888328099899863	0.694831856921266	0.89036226409963	0.681703966747796	0.893727716332793	0.817567307123071	0.961837247139135	0.862573457518172	0.924587116605611	0.901030380565824	0.830400799893092	0.901828034450231	0.915500135734894	0.76971872798051	0.843968317800091	0.974328283100983	0.945628829962459	0.892197924470986	0.835812408989116	0.707481995959905	0.913216143826724	0.791668578563278	0.888865442001929	0.942398391434285	0.916274056807114	0.653672319177753	0.82302283467868	0.882549086373858	0.778803426905449	0.944597818381418	0.912592494577101	0.779212463488143	0.885715304473667	0.413306171396481
CAV1	0.771385367657445	0.631670966827866	0.819195982106974	-0.0465920443980068	-0.129887682263441	0.8193374874949	0.877776514807117	0.770298300222688	0.0989982533054689	0.489829317818549	0.781747779076465	0.734437135316023	0.341572508230443	0.542216989682405	0.836037975276281	0.634103836738316	0.700630652521869	0.866706783974269	0.772720252397803	0.783975258358724	0.82301559651398	0.842614482645439	0.492635917883349	0.849773312426983	0.751741007919168	0.653551401968271	0.21319866857574	0.590138430309886	0.624811081450783	0.58101821672455	0.551540065136318	0.28886653122299	0.619214876002007	0.851337207241895	1	0.553760621325821	0.560555299148218	0.722465798207496	0.726183407694484	0.670159905194791	0.633962341648869	0.616326522905441	0.682938635429557	0.689857431096332	0.664844816493861	0.71205798965211	0.756435093396074	0.433967727069025	0.590556737475799	0.297951331080436	0.157737617124342	0.795230216008758	0.599138597205893	0.65516177995526	0.47592424261326	0.638377727502609	0.764777932568748	0.709212540228365	0.620043627377122	0.791139180686932	0.623128032662156	0.857804202375682	0.790276082682234	0.581600601705257	0.682473195115365	0.90317217348121	0.753259307033543	0.787568640275142	0.871335340821089	0.828913194625793	0.643885883511894	0.620598956775587	0.452871450356193	0.724593418619124	0.500207120203914	0.69349957513279	0.917561038283235	0.915890108762751	0.675508043201664	0.570150923881275	0.736161672500628	0.509319647291762	0.787997131979441	0.871307495490255	0.568034311110937	0.755083974458843	0.345227399456739
AMFR	0.894665500253771	0.874511662796293	0.843440372257603	0.49440852202523	0.47189462305306	0.77391527212304	0.66950428805678	0.914214493180292	0.641175711344117	0.863546519687722	0.908617498633089	0.909966916269238	0.86756371750559	0.931146312944203	0.85552653284145	0.837573685553136	0.898651434172848	0.80492768129031	0.898186751727552	0.430565315401905	0.786012897213259	0.610253155538164	0.905222524183807	0.733946581876985	0.888416623103648	0.908795044564369	0.768022859646901	0.878960522879612	0.885602216112159	0.920591215566826	0.858394924907462	0.758411731469089	0.89245229174623	0.826031937893157	0.553760621325821	1	0.879454909484627	0.865800698179049	0.7996842888812	0.886427805728909	0.765908219524259	0.889179506167935	0.751524096807455	0.841107118322242	0.814466358475468	0.795523234457741	0.854776208326371	0.864363004147035	0.725085548199033	0.752049384767968	0.656108072789417	0.692632952217305	0.836197450026119	0.929909496958122	0.778144618226262	0.927620925673564	0.57816869943673	0.786435507629776	0.81114170695187	0.864721269317055	0.853050192794503	0.714678373957783	0.825126288101156	0.925315313961751	0.87265252626215	0.680349515813198	0.700135628128033	0.80733399793098	0.82886045200874	0.812583312767199	0.93748356859711	0.831090235273159	0.813461535567157	0.841693545695087	0.932177709267555	0.904689416161861	0.671942139101689	0.670032111650863	0.631627597473086	0.952745075660103	0.759825560169621	0.910469933091924	0.838127878729592	0.729695894402925	0.884919945122076	0.816096458573948	0.48076731101079
ABCA1	0.858083480331356	0.824324041510472	0.846516914541405	0.52600873281313	0.329121436607763	0.748839438441893	0.614187487890663	0.882317959002357	0.524239862544748	0.911743521656659	0.861028415502596	0.932897777103273	0.812467175167708	0.940957786534646	0.839374355105515	0.815659401825993	0.864646069616279	0.752398577267269	0.844415813354005	0.460286613778526	0.798815965508153	0.585491032197006	0.842244089073675	0.729731397010954	0.806832920718242	0.868257040127278	0.758005497616364	0.866454878709719	0.9345070349647	0.906849275755348	0.877230046929733	0.789397452304077	0.91370907751729	0.777170879734007	0.560555299148218	0.879454909484627	1	0.853922113749878	0.857065717001026	0.835367843691274	0.788103699665904	0.867992895545931	0.664954225700072	0.786516864444203	0.828396033890902	0.81029863426171	0.83836773768969	0.819879651521387	0.668887270808238	0.731058644002754	0.62506630556353	0.643476016999732	0.819698681300858	0.94014393578431	0.833488730797657	0.860464318061193	0.592742949679478	0.736944339573133	0.869794116583769	0.837633765536678	0.837588551743702	0.666934688513764	0.812430921519436	0.900592275279477	0.804287518273357	0.630319153773717	0.681362398288872	0.798766859165534	0.790416142805912	0.719104749635906	0.917483241711813	0.790013908688616	0.777880868699715	0.786896340092776	0.902310136099865	0.86371711829861	0.609958703910984	0.610257357426837	0.678631054354764	0.920899413746766	0.782228551885161	0.889337385745364	0.827324384610508	0.689658746976599	0.858103523597711	0.789630200475125	0.504390646955583
ADCY1	0.948295593052025	0.819511074349575	0.930235101004287	0.301182051192368	0.190152646169012	0.773330003597918	0.834424904632007	0.943132361060924	0.405820029871231	0.849542286485945	0.936204441937845	0.92693546788613	0.744804279507329	0.892787458593089	0.924476309892173	0.797460268407289	0.911986687956258	0.9017746509888	0.920485251418452	0.521804343298068	0.937237274732182	0.762653762511727	0.812009793315755	0.791446876469219	0.905530575279543	0.868340576763876	0.717439514988046	0.908740770362428	0.885989065010369	0.891288934528286	0.868927117678828	0.719461530788191	0.901125085673218	0.916224371036114	0.722465798207496	0.865800698179049	0.853922113749878	1	0.935661550162311	0.813278351476423	0.915421593903951	0.858999367574092	0.662889741695184	0.80353993336807	0.843276375621105	0.876072890179213	0.88729310997105	0.833901865212647	0.633581754469168	0.59682105789222	0.533757783690848	0.843975338468952	0.902555923270249	0.916683486121616	0.700264459790338	0.933807787060461	0.565330836624705	0.91219280413683	0.885948816132815	0.952101647664799	0.908656227853535	0.872137712420201	0.858651692596951	0.86933452534807	0.925547279510484	0.786221874762098	0.673060457255962	0.829035672497119	0.897589336283355	0.831612339519609	0.922468909140436	0.849515926362222	0.807022225699256	0.938772786726329	0.877629376301209	0.88746844159212	0.815073515846022	0.769922601511363	0.627717241431927	0.875521538993946	0.873835516164505	0.858834350590075	0.907831947516923	0.774029579491467	0.869726535866051	0.871417203121805	0.387875035484778
CHRM3	0.927620548103179	0.778596473604546	0.930317030042211	0.267006539906147	0.0576176687745847	0.755699305649203	0.811646824328875	0.921006458370106	0.299236033045791	0.848087053333114	0.899008538170574	0.92231603358376	0.674498435613147	0.867820083872292	0.903973298330268	0.757505134897121	0.880700457726069	0.882853292106183	0.893752920325829	0.553176040562219	0.944513679781204	0.753922011795171	0.729276788103615	0.782927454951449	0.843376856340396	0.818089766811768	0.677625267578043	0.867614364218033	0.896798207033494	0.85003097978185	0.81947812675762	0.712309023792173	0.87217373643576	0.902249369791098	0.726183407694484	0.7996842888812	0.857065717001026	0.935661550162311	1	0.771320315996923	0.893404723656839	0.826224388679836	0.599939886664099	0.781137345609458	0.827177817382701	0.854467751805514	0.854466924194739	0.78758955726109	0.58216185228951	0.548029106365767	0.47430401965445	0.834172228072253	0.882894795032641	0.908574726673852	0.705296008068895	0.883354635279113	0.562290037422538	0.90672731876886	0.910891793504297	0.936168260982969	0.897553014710009	0.848071303864681	0.843339547112984	0.813647516128467	0.874636618375075	0.765912535990776	0.660774708013877	0.80023279757383	0.879701781983966	0.780045591488485	0.88964773147549	0.81310750912893	0.800574412968541	0.900474041686123	0.834630129065184	0.823782253932953	0.802104592865136	0.757252298717545	0.624203897635654	0.836325803198496	0.879227803187992	0.813190155665069	0.913780843492709	0.767216340061339	0.838879933985943	0.838368307875882	0.363271134793362
SDC2	0.879444975950833	0.847123976798329	0.851035620810639	0.407230421399123	0.347187387397111	0.84814534688339	0.714016565177306	0.902445183294045	0.543446070384048	0.762274386668143	0.912897461382059	0.88306008228464	0.730365494380308	0.83416323280235	0.87794822062642	0.871703525047593	0.904450504767743	0.851558714242202	0.907970556034482	0.594773464009139	0.806139717862177	0.727534845716054	0.81791111911279	0.804031576199297	0.877663024149933	0.88539097279043	0.641369572271409	0.833666164229825	0.837773509238316	0.854662508653732	0.777070723942012	0.622752860889754	0.840909798417972	0.860819718480631	0.670159905194791	0.886427805728909	0.835367843691274	0.813278351476423	0.771320315996923	1	0.744692844113211	0.831244060294626	0.812192454766638	0.859097494627029	0.784091851275556	0.846389010240307	0.890065979587596	0.763917069592912	0.735486210713193	0.698830735500684	0.5133921314848	0.675727135729721	0.747931996438807	0.907828083211139	0.71102300498608	0.862905863884942	0.69441351096667	0.7301123100197	0.718764047831661	0.85093732276005	0.819247072252594	0.727003540381826	0.850299473309774	0.851803950009562	0.827960100459112	0.772263765887961	0.786381568469177	0.812925513669296	0.868289611642626	0.869469206578118	0.89057314810317	0.806499170432462	0.670132645870258	0.781540142780993	0.829734623437893	0.912152758215153	0.765690092306861	0.790961089183248	0.710457797576546	0.882436059962958	0.759195849692065	0.828683401028812	0.868094625546917	0.828452340733509	0.779723931136762	0.857822600482342	0.512647541573819
GRIN2B	0.901034182021116	0.731605333796084	0.866163050729302	0.213960935096193	0.0527269209995959	0.682172966625056	0.758982037441539	0.879233538748331	0.266671792617847	0.813548198792506	0.866400858943267	0.850346236599844	0.63091324408973	0.817066843158328	0.853400754968212	0.73475396510972	0.863409603685779	0.849521015789126	0.870114334229002	0.504893191657463	0.888805939772995	0.717637052722265	0.694045860111144	0.740558650792993	0.818010265164437	0.751621764646135	0.701992535354589	0.895194137909891	0.818540304054564	0.811550101841878	0.797732294619035	0.691088626340854	0.812645649605305	0.849306743005171	0.633962341648869	0.765908219524259	0.788103699665904	0.915421593903951	0.893404723656839	0.744692844113211	1	0.793632759413313	0.548992292806068	0.778176430485473	0.710198936421346	0.840984770834008	0.824377410326234	0.829195068596038	0.510209124492037	0.457890443193466	0.515125146738027	0.76924610040103	0.850550289649798	0.849384984605145	0.606720989135284	0.859529246451898	0.496296216698196	0.843549713529326	0.800158306248476	0.895496550608832	0.882359833984375	0.845298613247156	0.821828496635967	0.754882905753416	0.846579582861003	0.741329213290854	0.60932231904937	0.738985646789343	0.805180942973491	0.741946467998679	0.861468869078596	0.779893090985543	0.721561169550053	0.858992436547598	0.800820807409523	0.825538376067823	0.761654578172423	0.722641792319758	0.573080325301813	0.789227836914732	0.830223463916614	0.788191777861827	0.881370276334848	0.70949213322337	0.800757644622274	0.799253525469543	0.376784479776701
PODXL	0.900770056697876	0.843666672609327	0.863986187594267	0.411750426335456	0.335639619580497	0.815909667124982	0.697572452968783	0.915827218014164	0.538959482144204	0.825241759879926	0.909804271033324	0.915521927868473	0.804624719699113	0.888162853903821	0.894118234350932	0.840282287816245	0.893212458889462	0.819341370306178	0.89189155596573	0.550896265297291	0.815517030281814	0.643926528852157	0.810501168672995	0.809375366959084	0.866055099716003	0.873386685962262	0.727585577010418	0.876531419103697	0.888229004871755	0.893378525527467	0.84150974568244	0.725048017100776	0.889654262393924	0.840216001452232	0.616326522905441	0.889179506167935	0.867992895545931	0.858999367574092	0.826224388679836	0.831244060294626	0.793632759413313	1	0.749359043128463	0.847399773721134	0.790559030439612	0.807202252602026	0.880526938332474	0.808810250457636	0.766934429817143	0.706259673652614	0.627513236152938	0.703779811144955	0.85846630891392	0.901467444984459	0.766266629808202	0.911414501000655	0.678391676110337	0.764096990559953	0.815295583013763	0.869603817768281	0.86942780976869	0.731928892875067	0.846077973855997	0.881295578113087	0.859922692498349	0.733384845374845	0.772558809629411	0.869922580765236	0.853743149569126	0.813598003273066	0.909618634741749	0.801117580007765	0.78614261755295	0.85164828544803	0.879685542060481	0.913350902782022	0.711447164722606	0.730559107510843	0.711164975092783	0.916852989798928	0.77328310755061	0.878207816190343	0.84444803851221	0.748042471312328	0.835798706294861	0.834900847593223	0.461392947033422
NECTIN2	0.769419381874132	0.744010913431272	0.737919037471495	0.226428488215698	0.234157682880463	0.867003256271225	0.703502997153924	0.795357578684804	0.446069781048601	0.561532808200841	0.820828913634467	0.769987668414553	0.575162842603244	0.639094003327501	0.815102927368853	0.737895186629658	0.752714768871706	0.764420836807059	0.787424629030323	0.614443725050973	0.687539497375366	0.705350609713872	0.689348092106798	0.804896821720103	0.808538854190429	0.772007991832516	0.419551184344369	0.651089069154374	0.691439474795966	0.731305296788587	0.580881945174889	0.455496772645942	0.712487881320434	0.768055495423761	0.682938635429557	0.751524096807455	0.664954225700072	0.662889741695184	0.599939886664099	0.812192454766638	0.548992292806068	0.749359043128463	1	0.776145269909025	0.734112214617757	0.665126917583941	0.786267046155167	0.554132442193849	0.742297135661835	0.575004744374412	0.340525029328603	0.581134603342847	0.597767716964248	0.740769601968687	0.635604768985794	0.767402758658738	0.799305586510452	0.621147810703635	0.565749332338084	0.748391132877361	0.692014746116664	0.671485862385161	0.776986017128404	0.736217644785568	0.702783818612702	0.799209750202617	0.788292508108999	0.82395809644762	0.817187552376314	0.851654416415187	0.719055828752719	0.696077600439809	0.545863016565821	0.73171247678735	0.675486265189439	0.812796975502989	0.749546352772206	0.800306045832712	0.735195933917784	0.759948630249265	0.618796410020102	0.640599528369996	0.735103448059604	0.825240253952699	0.63043003384302	0.728160225296799	0.456332946518675
ITGA3	0.877061395448752	0.81985666607249	0.844799268992257	0.277599647344307	0.234062641101509	0.872932193620716	0.693562538759672	0.90112819387009	0.44366424729735	0.747437350902753	0.894126782070654	0.877936118853882	0.667078826011864	0.805413626429611	0.891754851670298	0.857812904764229	0.861281927764262	0.831035327290435	0.886186745260251	0.692147516897685	0.791874870211826	0.686323813484159	0.730265965722782	0.864202202312247	0.827641705870514	0.811357396025438	0.613650781894888	0.822684567977544	0.830688967755129	0.822826694495126	0.769017069939131	0.598741809792375	0.78746947734055	0.835040688908998	0.689857431096332	0.841107118322242	0.786516864444203	0.80353993336807	0.781137345609458	0.859097494627029	0.778176430485473	0.847399773721134	0.776145269909025	1	0.729282307607793	0.806135430162527	0.865871227721551	0.781718904287923	0.760782863558358	0.59569446653863	0.561675059448152	0.634712922717163	0.720107166496663	0.861814839817741	0.608050022011658	0.847071075237869	0.766738519155134	0.703466335079806	0.69567854888475	0.82984951310182	0.838942386806742	0.752146884848821	0.869914936546173	0.795180338845828	0.775742422653021	0.816018187635561	0.852577105506443	0.871261351130021	0.841169980648087	0.836520998307054	0.874042144932687	0.807432727929107	0.681443031177805	0.771467795976864	0.783794969509267	0.871825537078441	0.76179093342592	0.811381110528353	0.78560915085576	0.85861444409213	0.752713819383765	0.776258072124027	0.864957169079702	0.810774705436698	0.791690237307811	0.820778153202278	0.525260999757856
CNR1	0.848936621717997	0.820472058081843	0.828497135065418	0.362260414693572	0.219303737932056	0.765463205854263	0.716739532973211	0.872535361827244	0.430889072155375	0.768967464316417	0.865313975875389	0.890544278725871	0.681973218482979	0.830935848845689	0.849104155093889	0.744940982037103	0.843495692601442	0.792680968430438	0.846014915038229	0.467046775889011	0.830466905796193	0.685587558203158	0.80503431604086	0.727351611395656	0.830232997705333	0.844615720687247	0.631037409398099	0.795743542837093	0.854534551859479	0.883514030186211	0.748266145947544	0.654178631781626	0.841957326958463	0.817903250193879	0.664844816493861	0.814466358475468	0.828396033890902	0.843276375621105	0.827177817382701	0.784091851275556	0.710198936421346	0.790559030439612	0.734112214617757	0.729282307607793	1	0.809168691853319	0.813085240504524	0.675420157205296	0.653841231312966	0.664652408188895	0.481244966602927	0.722951841772882	0.800500085915801	0.888629901925903	0.779064834494655	0.866004737501631	0.615342980016646	0.79266802687668	0.83484037204982	0.856165223086794	0.797743213541507	0.710878001708442	0.783414113202362	0.828309252284328	0.820293367274402	0.684570882701423	0.643565419180623	0.819214830051169	0.843052258069517	0.759744079051762	0.853859249838111	0.775058367494505	0.78942482383055	0.830812322773248	0.842871556561251	0.827806076584481	0.704229185593763	0.68968839135282	0.653755766932645	0.847554780675911	0.780671149124895	0.789661182743398	0.798038841161479	0.743276872322946	0.769141894354467	0.782097023903463	0.363065964818228
TRAF3	0.878432267912366	0.806927136486558	0.8482232806211	0.311880763786893	0.120784570965862	0.791615891284528	0.743707640971132	0.895149864114442	0.357880666016736	0.779792211964741	0.891192430604419	0.890615497796539	0.623252536016729	0.806444773951551	0.870866512163481	0.807990422464779	0.898526063290367	0.847386696535404	0.87297051196019	0.554227972541559	0.862148225930368	0.714840735352165	0.760606038691312	0.785673651715715	0.842613722610717	0.817935195796942	0.635111854783288	0.841644966732115	0.847307022476141	0.835348742103134	0.794782431443924	0.627367509006374	0.841442978913065	0.855377849558968	0.71205798965211	0.795523234457741	0.81029863426171	0.876072890179213	0.854467751805514	0.846389010240307	0.840984770834008	0.807202252602026	0.665126917583941	0.806135430162527	0.809168691853319	1	0.885468658535281	0.727667985030888	0.633521337399964	0.56964819573201	0.459741655118055	0.732741441576133	0.765606053924772	0.88959332021287	0.6722013863578	0.861964844267939	0.655252159027156	0.799262422936537	0.766444315697564	0.882681101787154	0.836628393635525	0.774050394362235	0.817121727805509	0.803156494024577	0.835471119429936	0.753093348523166	0.68998422239868	0.825166612586075	0.855066205699225	0.788196428802363	0.871250306854988	0.780919666980898	0.730627223365298	0.832958167019305	0.803212075459189	0.851280518576696	0.763616432776668	0.757171068680824	0.690162699882218	0.823208833434443	0.791915468487594	0.79761749060256	0.87612839403039	0.781309418575717	0.790575832340152	0.838223876241015	0.476392105564496
ADORA1	0.926856044148727	0.840718137648204	0.915501565370458	0.325431121685928	0.227392404957493	0.869500560603073	0.816375170445646	0.935716542879769	0.475067173244853	0.756910727231857	0.950926816920584	0.925259194297186	0.72559401489157	0.837146002457742	0.92848098406113	0.865826934303157	0.921034488200175	0.906577750392566	0.918681396104464	0.630877800074849	0.889726746093203	0.794435536444909	0.799761291880198	0.861542545245045	0.905268899780087	0.898605407084702	0.600838519374833	0.858746966553868	0.85837923331097	0.859950315407992	0.804632019388573	0.589043133262432	0.856615609986801	0.920139421005512	0.756435093396074	0.854776208326371	0.83836773768969	0.88729310997105	0.854466924194739	0.890065979587596	0.824377410326234	0.880526938332474	0.786267046155167	0.865871227721551	0.813085240504524	0.885468658535281	1	0.742067881050738	0.72919128454245	0.643352912922479	0.524953267614372	0.771010608407486	0.807600111500725	0.914558060045609	0.735144682252608	0.900793971368805	0.733837178990197	0.815048325903159	0.794784237936408	0.905881292860264	0.86680251935082	0.816352931921893	0.875457303849265	0.859294343509971	0.876137383325755	0.839967446389289	0.796996200245157	0.863015843481671	0.923952976898714	0.895837251567027	0.900337144444528	0.803223891291701	0.737608453447354	0.874985930160983	0.842974307483615	0.900403021767966	0.83268277128948	0.83658975746676	0.724849775933891	0.858847835593313	0.811067411992717	0.809190154729482	0.892075026558591	0.837822524782337	0.777638241889579	0.88111606132726	0.463026416417481
NOTCH1	0.833292799897757	0.70798774012704	0.798832366852497	0.426499221936706	0.36738567870034	0.651399043371185	0.601018428159308	0.835036613614141	0.525950141263338	0.851642464555823	0.813286163285897	0.807894151171844	0.812172450937227	0.875055063505821	0.773844557629553	0.713447262631289	0.82281797490458	0.726759258604761	0.806969992127643	0.352867546507167	0.752558413894485	0.519612259917498	0.792539207827277	0.639788591952265	0.791107855962691	0.781351198873433	0.771772570925157	0.886631856022329	0.812331529519508	0.859211342676008	0.844527689934933	0.771192774327084	0.801665481615017	0.732738483216225	0.433967727069025	0.864363004147035	0.819879651521387	0.833901865212647	0.78758955726109	0.763917069592912	0.829195068596038	0.808810250457636	0.554132442193849	0.781718904287923	0.675420157205296	0.727667985030888	0.742067881050738	1	0.638907287801968	0.631443899292242	0.655528185760997	0.639520944564959	0.797630283313004	0.837362136546727	0.609427874571972	0.847673187492145	0.416514828920504	0.73584907955946	0.755203187040302	0.789803261371741	0.828764591110938	0.692299296767879	0.754105903807545	0.82012410096552	0.801181838001834	0.607309597268743	0.580166063290171	0.698440147105527	0.701447674683615	0.69711810690088	0.86875849602742	0.826783961700761	0.737480064571885	0.792805964260459	0.87497119037459	0.807941887493661	0.586543725107699	0.570326296898834	0.515679525449224	0.853506627354118	0.694880385512008	0.861570446954537	0.797843036740229	0.593949295408233	0.844561126032044	0.697528200905317	0.433621958112101
