""	CXCR4	CD2	CLEC2D	PTGDR	CD44	PTGER2	GPR171	RPSA	CD46	NCL	CD47	ITGA4	CD3D	TNFRSF14	SELL	CD69	SLC16A7	CD3G	PTPRC	CD247	CD96	ITGB1	KLRD1	S1PR4	CD8A	PTPRA	CD8B	LRP10	TNFRSF1B	LAMP1	TGFBR3	NCR3	CD6	ACTR2	TIGIT	CD226	CD74	IFITM1	CXCR3	DIP2A	KLRC1	VSIR	PTPRJ	SORL1	CX3CR1	CD63	JMJD6	F2R	STX4	PILRB	MCFD2	RACK1	TSPAN14	EGFR	SMAP1	PTGER4	PTPRZ1	TSPAN5	CD81	CANX	TNFRSF1A	HLA.DPB1	C1QBP
TSPAN14	0.855634151845718	0.718644958144407	0.801128055512618	0.727869952664513	0.708590269748959	0.748594098152772	0.815813816901063	0.665451471480576	0.839802812246965	0.785871670700332	0.909769088623732	0.846007622553348	0.760250407255627	0.876073981741857	0.509557789289919	0.878793994913731	0.646768209697718	0.843368807181679	0.880005487797694	0.703196498937429	0.753911608410059	0.894253946615131	0.758446375490592	0.595964930529839	0.71267524644771	0.7875829645285	0.701856606744165	0.932252464316144	0.855677637661679	0.555109737201336	0.739849719786007	0.678732651354674	0.43707597026542	0.88808428346222	0.715971347174379	0.844008194525794	0.434368905400338	0.761124789873809	0.402977026019848	0.487677658503167	0.666267967206928	0.700418271783779	0.754380587619499	0.557851511321462	0.617255133994001	0.143460886530572	0.444465319202604	0.763558586506554	0.345460499271562	0.712220251648764	0.00597886933206374	0.538229647236312	1	-0.381084579082425	0.802976038428751	0.832709979387542	-0.303468106214045	0.482393783959282	0.56824574349341	0.422660878046213	0.546429903061871	0.500131287048128	0.460509792977268
EGFR	-0.579463120182355	-0.628691707024962	-0.564114678028222	-0.399765683158701	-0.497469169740558	-0.585566421856977	-0.547321744178256	-0.514739868423388	-0.158319772241428	-0.243249916732836	-0.450517984532275	-0.546881343838033	-0.653508845635507	-0.565821662769348	-0.413714720710258	-0.490866022323329	-0.472303119643104	-0.554907742465596	-0.551150528345768	-0.487407693043144	-0.592000190268111	-0.438735115379026	-0.401278982868756	-0.641362314862561	-0.555812795789317	-0.158386923405099	-0.507630926212472	-0.352229125502717	-0.395679021755397	-0.180999466695149	-0.34456418772908	-0.544689733639897	-0.581579908171975	-0.285174081067349	-0.616358742017489	-0.455296885796513	-0.160873186341995	-0.579692792772355	-0.434084336497011	0.377922176425773	-0.568309320073477	-0.250688875454951	-0.254160713351924	0.00314940909645971	-0.0937771058535532	0.0970281279685547	-0.222529553187823	-0.290117963255045	-0.135823191194461	-0.297244591326354	0.15108891097958	-0.414293185848043	-0.381084579082425	1	-0.385467477735647	-0.371369760159671	0.967607649895974	-0.00334272708440551	-0.122999649334423	0.192165117098973	0.0603777738449188	-0.28198807087408	-0.322762301380009
SMAP1	0.785841422816387	0.556784089492362	0.679082857455699	0.556097987458999	0.762357511385872	0.641929672585285	0.657614816033005	0.702040593484654	0.631140701196211	0.846361824955618	0.769257547945699	0.696198172949249	0.655174593864066	0.830060076787407	0.486930737581644	0.814484008054839	0.568073542055686	0.704723960527538	0.770323906356465	0.617862222758793	0.636799210628411	0.854993526806051	0.664869937955411	0.459136458870401	0.55163849576557	0.734264001851145	0.561240492006278	0.895587024632383	0.868913973932668	0.638767697497408	0.589405463697079	0.644823001826771	0.420660529791514	0.837672696229522	0.579218407595183	0.682431743845608	0.443526052165036	0.658170898957739	0.193506209695277	0.307964209341153	0.503542491215184	0.663396113338312	0.747552406223573	0.462357400156069	0.549034783653754	0.424408388979975	0.503327566909294	0.606077043072596	0.553406486437232	0.575744142094351	0.202155472720389	0.64896500702141	0.802976038428751	-0.385467477735647	1	0.791259393241265	-0.346501663464493	0.492365642975429	0.606723602956574	0.55663303541098	0.565529849077927	0.516062705847195	0.5823115261507
PTGER4	0.847422225677396	0.650748338717674	0.702523261844886	0.764759521416591	0.562369157222093	0.66099028166941	0.721683503786713	0.495525370620588	0.791384870306284	0.805575093644944	0.892809970688247	0.841926211271159	0.726558314261905	0.766110739559799	0.35869885982674	0.835416188686181	0.621557605193431	0.800060062708657	0.877802783204368	0.800405090809019	0.779384115464849	0.781197614260682	0.91844860026242	0.390612839607863	0.751535132128175	0.849444795284312	0.75599405940741	0.856480331492169	0.903972710218379	0.533002971229089	0.84516681935434	0.755785118738473	0.507023581329277	0.826606883002155	0.708891636209169	0.757595273821111	0.250055033838779	0.79674353812381	0.223723090467621	0.337549290962662	0.633329374844332	0.604896023832708	0.84341674168927	0.492239904437741	0.701951165329479	0.119618910637889	0.551888670161404	0.787475979555085	0.31741773590265	0.786179790290066	-0.0457775914332362	0.333746935042113	0.832709979387542	-0.371369760159671	0.791259393241265	1	-0.315574776017839	0.506380695564826	0.465114664557685	0.489227480793169	0.553164653256169	0.318328416006609	0.354543798836546
PTPRZ1	-0.526155478789974	-0.564088380673065	-0.503897366572977	-0.352218060434535	-0.463505800786853	-0.544390868947309	-0.500423826878484	-0.483958268742298	-0.0874891549857947	-0.228084465974286	-0.386431804551418	-0.486414672341145	-0.596893511541931	-0.498751807273442	-0.382053607549278	-0.447451673117815	-0.41730140267868	-0.496983497104851	-0.479957136002357	-0.432156197455718	-0.535830488292324	-0.367621769875781	-0.355270762022903	-0.606677581915937	-0.50201909256983	-0.0919221015133616	-0.456822079177473	-0.286840559842667	-0.334218811547363	-0.101025557149673	-0.309241679121748	-0.500204475120747	-0.531368358244572	-0.218621935405326	-0.557570676365453	-0.380655635992279	-0.0863814397427284	-0.535950128101289	-0.385563049723727	0.431342918980664	-0.527481478932171	-0.181927359241513	-0.187135851008433	0.092923627770697	-0.0256747797499873	0.0879610180898267	-0.231550183662809	-0.233374364540436	-0.115291918379282	-0.250004225964069	0.116722896750817	-0.403536105311264	-0.303468106214045	0.967607649895974	-0.346501663464493	-0.315574776017839	1	0.053850894064065	-0.0589557750170737	0.219493241591035	0.0873378001566156	-0.206299516511516	-0.352061626286588
TSPAN5	0.466567596397335	0.49150508151984	0.518993098872282	0.301264949467216	0.280966726448335	0.3708128164562	0.330034537809683	0.382776232762912	0.54241550869878	0.472197497696423	0.519791913011317	0.439709063262847	0.504298477210739	0.50189850008902	0.347153298620869	0.386358432173112	0.523737772443576	0.500166943797696	0.575031242603056	0.457548816360512	0.444933990156874	0.555528619624898	0.393279232356356	0.224793646847985	0.362616164055417	0.669852606493223	0.366250211418907	0.567689950277985	0.435561496551159	0.42124333268754	0.28105054720464	0.421396083912255	0.504905700981168	0.401593197398854	0.46645752803903	0.571746232168613	0.200138166717264	0.353402686321585	0.238603104971078	0.330649876725229	0.270474248834371	0.165607202926893	0.428700895530934	0.308640465699742	0.287964623327982	-0.0376935335772348	0.0693696714664462	0.458385607016063	0.195055944517415	0.268727456264043	-0.111569542290068	0.255591699218925	0.482393783959282	-0.00334272708440551	0.492365642975429	0.506380695564826	0.053850894064065	1	0.214732739130529	0.198755722750461	0.2862144915077	0.123787583137903	0.176024413859125
CD81	0.316567966436264	0.274466057452393	0.27645201359574	0.401826208758205	0.587948717396587	0.285038163674696	0.289194484361469	0.283335963372687	0.435464080599339	0.465499856218358	0.396901149870699	0.376029616903099	0.271219452978879	0.491551165487904	-0.00894775552798442	0.337924889577573	0.140495819193497	0.271455291243305	0.398978434246248	0.383807315561509	0.319117468438013	0.599577527863873	0.401264309250712	0.119066382814404	0.346886433945278	0.480463095571276	0.350621081241358	0.615281913252379	0.66339719508007	0.837044690669283	0.385988223968592	0.356593603942402	0.185055913096521	0.764295378504069	0.294561890946492	0.3258314900897	0.731981125156588	0.343662252353429	0.192773826554473	0.299948356816571	0.262230721972289	0.854140368713873	0.682992624400993	0.82727479880732	0.780102002323917	0.749631823564346	0.528563154324551	0.48488460410721	0.639514528908785	0.427832953368607	0.473810541972682	0.494098197366827	0.56824574349341	-0.122999649334423	0.606723602956574	0.465114664557685	-0.0589557750170737	0.214732739130529	1	0.69655769579024	0.809383025553504	0.81848226453286	0.354117781717116
CANX	0.226641606673684	-0.0441998870396116	0.151648845537323	0.247311419821308	0.44864472525229	0.181042481059628	0.107052920714591	0.158555924209657	0.47312686266864	0.600711126397855	0.347625646579357	0.228477690443547	0.0767321227785312	0.288911012256366	-0.0499498284120478	0.284970127217443	-0.0220022282905295	0.126802455397571	0.250860163913003	0.200845322264558	0.0892579368439672	0.509832448081383	0.375229498472611	-0.127893180286993	0.128182290377439	0.504676207972339	0.217932401941511	0.526602075811222	0.636313812909738	0.699357803606257	0.36725530774866	0.202474046027469	0.0181250015773281	0.707373158301479	0.0322096150389813	0.134637606262081	0.424832763661215	0.175851698814387	-0.23762851878908	0.456943356153801	0.0282203074100881	0.62727643388019	0.647230323795374	0.634164909026334	0.640225024755351	0.695931463257045	0.692957212627324	0.408314407346331	0.544588772555886	0.358795452792114	0.669159418143842	0.30940328779268	0.422660878046213	0.192165117098973	0.55663303541098	0.489227480793169	0.219493241591035	0.198755722750461	0.69655769579024	1	0.756570105139151	0.42495834490406	0.283702641670368
TNFRSF1A	0.338665084043565	0.241645609345838	0.271279502630681	0.475026627880663	0.436223209678221	0.417790844524055	0.358120078216483	0.169921141818006	0.440186258122441	0.441106889465068	0.400119073844575	0.402750839776293	0.306634935014118	0.417946568053736	-0.133065641574879	0.422978564670916	0.160596362087492	0.248774884957345	0.393478429666353	0.489063147954502	0.394034622044711	0.548339935271009	0.539109997435098	0.0919367685592666	0.414936551910037	0.522508215530621	0.398294943008315	0.59461873026599	0.69045570945727	0.671542903809401	0.52392461024484	0.531797458538772	0.236338807748722	0.74479231476838	0.30617067132761	0.286181296113421	0.484617812368026	0.477297567497711	0.114916946102109	0.48413156113621	0.364835407471905	0.789756895090985	0.653649155262008	0.734014737987147	0.842326429267175	0.578242890770868	0.618715439783876	0.611135918988158	0.613642260211307	0.605800118437782	0.403783146598133	0.276174722882408	0.546429903061871	0.0603777738449188	0.565529849077927	0.553164653256169	0.0873378001566156	0.2862144915077	0.809383025553504	0.756570105139151	1	0.525402525052838	0.35802668836203
HLA-DPB1	0.359050457495443	0.230631680169598	0.372085872063872	0.139492149220674	0.563698236132047	0.276029258999928	0.228435644927035	0.518159030024427	0.344532212195897	0.425978225500734	0.3736864261245	0.268407624351481	0.277700275881265	0.517893305281995	0.347186004322447	0.348706753485668	0.218198318554504	0.278148490505852	0.386958945987275	0.163325129981225	0.176488078929862	0.580728283793531	0.153877539674049	0.323770935682199	0.164577785509568	0.328557056501348	0.196003842454787	0.565019840834755	0.493804279201104	0.658149123993487	0.153718330524668	0.181244377624659	0.258014763112058	0.592606131789816	0.204230322143766	0.330804694628652	0.953868436942381	0.200886718241765	0.0577977552487088	0.160491187224714	0.156112596980494	0.837999376745128	0.481092772530356	0.792520136089752	0.589931422560788	0.502214533272205	0.256462281621133	0.160275946705932	0.416287990114251	0.176491053027312	0.305643863006062	0.676558904302637	0.500131287048128	-0.28198807087408	0.516062705847195	0.318328416006609	-0.206299516511516	0.123787583137903	0.81848226453286	0.42495834490406	0.525402525052838	1	0.367888090467333
C1QBP	0.540195175448117	0.34208603538713	0.484962849834797	0.273411133999186	0.525952068866129	0.603966488926667	0.513990749078614	0.73290185848168	0.242397032465429	0.619680887808473	0.471584492345079	0.37621477627898	0.469652691836259	0.563542797650583	0.461138162844612	0.590531683322834	0.358259455715387	0.418820976876109	0.437277453499349	0.296444293889595	0.365196767054115	0.536022813952229	0.297624225481493	0.605905525866815	0.285727208137952	0.294634779359594	0.290628127691181	0.506691987032393	0.418338550906857	0.171849306705535	0.336805155476569	0.381946142523841	0.397308198296558	0.449994766552623	0.325013293508797	0.347967670285076	0.294778893632537	0.48376535801363	0.0807345161577532	0.0652134146280334	0.467482894173687	0.437645704109848	0.250449794561481	0.135757891531182	0.188628078672353	0.285290614037096	0.335174708649025	0.249639239431966	0.207348134647369	0.32467296109705	0.320950646107331	0.786632084201783	0.460509792977268	-0.322762301380009	0.5823115261507	0.354543798836546	-0.352061626286588	0.176024413859125	0.354117781717116	0.283702641670368	0.35802668836203	0.367888090467333	1
