""	THY1	C1QBP	EGFR	ITGB8	LRP6	LRP1	MRC2	TNFRSF12A	CHL1	TNFRSF1A	CD47	LRP4	LRP5	VLDLR	LRP8	SDC3	GPR37L1	FZD3	SORT1	CD9	CAV1	CNR1	CD82	NRCAM	CD81	EDNRB	F2R	RIPK1	IGF1R	TSPAN5	ATP5F1B	LPP	ITGAV	ITGA3	NRP1	CD46	TFRC	VANGL2	ABCA1	PTK7	FAS	FGFR1	ITGB1	RAMP1	ADGRV1	ADCYAP1R1	SCARB1	NOTCH1	CELSR2	CD44	TYRO3	FZD7	RYK	MCAM	FZD5	S1PR3	ANTXR1	SORL1	RAMP2	CANX	TRPM3	SDC4	FZD1	RACK1	PTPRS	NOTCH4	KCNJ10	ITGA6	AQP1	NOTCH2	TNFRSF21	MCFD2	SMAP1	PLXNB1	PDE1C	TNFRSF10B	TRAF2	CADM1	PTPRA	NOTCH3	LINGO1	PLXNB2	PDGFRA	TNFRSF19	NCSTN	IGF2R	CALCRL	TSPAN17	TRADD	HMMR	GPC1	SLC16A1	SLC1A5	APLP2	PTPRJ	APLP1	ADGRE5	ACKR3	LIFR	AMFR	CD99L2	NRP2	JMJD6	RXRA	CD63	STX4	EPHB2	PILRB	ERAP1	LAMP1	SIRPA	PTPRZ1	LRP10	TSPAN14	RPSA	NCL	HLA.DPB1	CD74
RIPK1	0.66875276336835	0.613766742137792	0.859949807587207	0.860276271391937	0.838591690069612	0.894598842401933	0.876427481439676	0.52078678308169	0.837667732818339	0.721964315888253	0.875964599034525	0.752062674749491	0.748739965053656	0.754016218848929	0.668303477417686	0.786631755162225	0.678066472779824	0.915373156078273	0.859534996380389	0.586737789843597	0.304301655467484	0.891997279625836	0.380451669108058	0.863653701821339	0.733514675377634	0.679382393852598	0.825597539381164	1	0.700812384948853	0.719206720654661	0.605821518926132	0.892190538880508	0.844401870099796	0.754643614790631	0.434994263595329	0.837863390753477	0.834427213875816	0.819806169510133	0.666672597706879	0.840979556149888	0.553234802698331	0.655643726972185	0.829802851372843	0.734313546201833	0.531942352230488	0.566095550172272	0.71148444320767	0.852527023850363	0.84593647584925	0.489632497342971	0.76330569852204	0.770690380884727	0.801763871207212	0.682945347994371	0.828152100743225	0.565429640256961	0.788279379794475	0.817178748967977	0.580313992774737	0.911368741748473	0.780035068375366	0.500211782542084	0.807477186756401	0.547698196519806	0.779619449937225	0.702498716017023	0.674277069192648	0.765260580928003	0.353548302540394	0.874678791585376	0.795227837760921	0.867211388142445	0.84338845527697	0.737279182591488	0.804255056025945	0.660691344393219	0.650533098577072	0.848017083896086	0.897464373350594	0.7903821425873	0.515338487335721	0.857707611335871	0.61752968669791	0.803154171294388	0.829118382069605	0.850800793285493	0.848600565038462	0.754219761577863	0.708982121386221	0.536468764264463	0.790449653646417	0.796588622253346	0.47042977615726	0.907593830419923	0.833646418110104	0.753859634135747	0.623712574039458	0.713738817866569	0.654849511336528	0.824208417697406	0.83793936637388	0.830952130334263	0.581604969754523	0.823243711375656	0.653209870152658	0.796709989743894	0.732814505633147	0.681367535951826	0.824125989819591	0.840996671395683	0.748860835621051	0.851689717726261	0.770186294415832	0.789337297004905	0.620972221516112	0.779735154984651	0.687930011358263	0.697585329910072
IGF1R	0.264699005299876	0.206166854842907	0.587341025520519	0.625237840405919	0.631278941899818	0.700928973667092	0.785041286694367	0.32777332441209	0.736214128593333	0.552372930806144	0.658561514192746	0.545261173794075	0.495626156912004	0.731963256961337	0.387902214954919	0.572773849017814	0.367523724606816	0.706490093334939	0.62914653759521	0.470108446359381	0.530035006845442	0.744335413497968	-0.00036020456834029	0.840837116044112	0.415741904017483	0.508125890652433	0.599382471004795	0.700812384948853	1	0.338041348182078	0.205914392107596	0.828647354137212	0.711544169366836	0.669575039327206	0.656136912086622	0.798451924242373	0.640846448235175	0.653287975642233	0.814084395191082	0.605755817280503	0.447184011523305	0.666446505715813	0.594160276504368	0.376913060241285	0.520048380031841	0.458508757088476	0.599654960539765	0.551401913793295	0.567142087533357	0.60246769959884	0.529430740661693	0.717855628701827	0.541455738791529	0.441493227233491	0.686654248955167	0.622571663803393	0.587122576796468	0.69745598160738	0.210331951516378	0.717030301650748	0.477695014440307	0.565022275280466	0.583969649970366	0.21630947638568	0.437277137978931	0.490275960295237	0.4806649435399	0.646730092440015	0.35789244609945	0.700375068433383	0.571533163821675	0.603874881009752	0.506046883634466	0.51505403482293	0.753217861536691	0.618498570010582	0.278588008621102	0.575307055979597	0.649000230711098	0.719804130539071	0.193459152191055	0.687595531643471	0.476589308622257	0.57480399010949	0.545636627774712	0.74049628687955	0.700854635629249	0.460998365786026	0.501883476814758	0.191070005090499	0.604192804718078	0.668291892262643	0.368004316088927	0.666270006122926	0.648644947065389	0.498520978841485	0.320306238563541	0.448028399498143	0.598100788385326	0.632595794024239	0.56346096914	0.784078312855281	0.447613793824546	0.603933345655369	0.290913360003586	0.546644903926946	0.429094448875137	0.496762036912397	0.741262331987156	0.573366070673692	0.608837426575116	0.675852694714505	0.64536850044865	0.536324940592222	0.223978709820901	0.421639900784542	0.472940479942762	0.475532635599044
TSPAN5	0.904255222319084	0.931459674651528	0.843212872175553	0.787551019043181	0.723607615929756	0.716881317962766	0.634533419366489	0.588740100899808	0.54427964021073	0.551285278465807	0.799590612361941	0.706089136625515	0.791926331997436	0.409497071113928	0.879350826626751	0.589178398211319	0.562725108960746	0.790241184830835	0.75570882331691	0.596873476752558	0.0718020032974092	0.735309469680735	0.82748845186427	0.520366708115259	0.714931572602847	0.409015388968907	0.659953860651548	0.719206720654661	0.338041348182078	1	0.922384889646333	0.648709848740617	0.530780244574666	0.545845948110788	0.158881895916991	0.623099930348893	0.82238204621194	0.688542879929624	0.266599818202364	0.803059629653647	0.668218320945195	0.700478222058057	0.848339568973438	0.71306631863064	0.135158171165472	0.250260142595888	0.584711631586697	0.836775934928875	0.8211859299132	0.127490247625382	0.643213006880551	0.447451932376931	0.902678113617286	0.746145771351712	0.670677572133669	0.526551357170086	0.678484347454794	0.545803693455487	0.813763068842246	0.801474895756824	0.9116060268212	0.414971250662804	0.764408552607894	0.850363278092183	0.808694833099302	0.559309918008055	0.410206476038198	0.478458080325438	0.109275469777369	0.681168553826475	0.590501509354884	0.845201014537608	0.869683158764041	0.510108617607444	0.616451704165201	0.522776821757865	0.872805547051604	0.736729308641865	0.765321878143623	0.536376873568343	0.798056844809893	0.728763846857553	0.517914373986446	0.878440241534591	0.820958539546797	0.669356793517011	0.67673101451257	0.772480629354725	0.570834082213644	0.788606473950776	0.70150172166298	0.809366914438456	0.4258142695949	0.835032013911104	0.660747087757391	0.653036068287658	0.768530580992622	0.678327789989954	0.310055093272769	0.752844135332835	0.769030996609718	0.583159937429513	0.599569689450429	0.794122790423183	0.906329928761036	0.764658473699685	0.861149991774038	0.623063504950504	0.650478313769441	0.76313090667397	0.473757929146403	0.60620747088738	0.509434784164874	0.794019364532947	0.9164703450543	0.967078695276292	0.532773850904036	0.552920926389549
ATP5F1B	0.944373290837672	0.985801267118157	0.783545745544924	0.637265302291775	0.550285115454585	0.6030812329214	0.565525352995207	0.625768855433582	0.444125872674212	0.593041159918499	0.736761342703351	0.537209002918039	0.676412664227074	0.384374923521602	0.74974236589915	0.520496264462901	0.552636880246513	0.647120400075321	0.661109987833152	0.682308840472671	0.126560881315411	0.623603200545121	0.772005572000265	0.41800454412557	0.768714555373745	0.330760986282191	0.595257008845585	0.605821518926132	0.205914392107596	0.922384889646333	1	0.513362708874395	0.439654273111512	0.547984323493152	0.150067936892835	0.500878962660452	0.732375817942987	0.550628546224626	0.202650531560264	0.745378658058324	0.615414996079307	0.622458297161403	0.793961866915286	0.744210764346692	0.0268968225956884	0.199481248343212	0.586968374945552	0.717710945726404	0.714564911047924	0.135334078248469	0.579872711518239	0.379195020891782	0.804361711353747	0.657251788347509	0.558771182967754	0.483600533229413	0.558561676571645	0.477147240668766	0.835774528390862	0.722173167225518	0.803958507467497	0.41565169913887	0.710142798246485	0.949826388582981	0.762139076440624	0.531509523736429	0.350639428705187	0.384620433574883	0.0969251179057055	0.568927170459343	0.540839074806021	0.825223198629139	0.822469033395927	0.461020304197548	0.478176700599567	0.455534337516268	0.838399198930038	0.68949599794441	0.658824903307468	0.487833891519589	0.7913863709875	0.680163779532164	0.37097517064879	0.759649735670747	0.804512517657742	0.544868420399795	0.560068789814298	0.788786355933641	0.657160381468433	0.721364013128641	0.725857391233828	0.716369465673218	0.461678018902283	0.765892505348987	0.580545785708342	0.691631903330946	0.799064136356945	0.628147571319792	0.222682063642657	0.700079990555324	0.684850650841539	0.534467556082244	0.60450332085622	0.750866721453658	0.974182317751448	0.783063791269542	0.818560991851816	0.496308120573761	0.547075145128582	0.755710256856025	0.411150798936574	0.453921204342765	0.528072002726807	0.672524156947362	0.980077428874328	0.882489633380696	0.564210766040349	0.581166793154814
LPP	0.571382016024616	0.520294264116814	0.851548969776209	0.842866556777971	0.841796605743792	0.864568719274564	0.910857049839312	0.535618394606543	0.823272434513931	0.666604484767375	0.846415325696151	0.719390445434054	0.729773210822772	0.797334997754521	0.641842583812656	0.717035699211287	0.56168116588311	0.904634314659771	0.814425370284729	0.577376197666366	0.429014551252664	0.915070736956411	0.287351331957946	0.909097152337023	0.622523504013153	0.612586232926438	0.769537301819043	0.892190538880508	0.828647354137212	0.648709848740617	0.513362708874395	1	0.830621820584451	0.813489181076718	0.584731111331952	0.912132546555683	0.847579926322911	0.823178662607496	0.767180961700692	0.813942046834715	0.614924410281597	0.772466760827829	0.827881598365956	0.605769393088042	0.563394581904605	0.511095819941184	0.757661628512115	0.803139731808447	0.795925542702817	0.529419972916025	0.702171551261431	0.775477280976917	0.787084834077751	0.633036741706069	0.832621424919057	0.696050678750186	0.761040189717274	0.829588937913062	0.470082949061111	0.908542203345201	0.76899795959052	0.607438220965124	0.787112258917995	0.484331978709202	0.703221185278359	0.634056891024154	0.600376848907651	0.751779543568275	0.336051351789824	0.854447416266949	0.734377301893094	0.833826107675329	0.76324914311322	0.673387906173042	0.842760874770649	0.752810385065385	0.572956183820666	0.784671661987669	0.846661277726011	0.799300138986863	0.444357916442743	0.865616679113785	0.570685169096449	0.805776892665625	0.768865756904178	0.887574409242158	0.849588129579521	0.683801361277216	0.648259253684966	0.446614803847667	0.779705782761664	0.832350344482038	0.513821223874396	0.888383775547984	0.823429456562539	0.700604553790054	0.585224169281222	0.635417031489915	0.642291743957155	0.807182976793286	0.785947951743859	0.8834204483397	0.611504845510529	0.807022297336809	0.58077592606955	0.744350820477578	0.697082653771645	0.708152477735217	0.857355832589768	0.778079319808704	0.706932672395734	0.823416211271875	0.742676394021783	0.745325142326484	0.52560279931019	0.723268384062727	0.635836044076776	0.651716898400999
ITGAV	0.537201958027926	0.439887101639565	0.739468588995681	0.786645434399155	0.81338239042472	0.903955421357721	0.880819968673647	0.27891732227153	0.927589294779785	0.78975063379783	0.799320115697229	0.660963960233881	0.647974247336767	0.845652942257793	0.484529997103512	0.935751113126955	0.823571141262813	0.855485778178581	0.90249421270699	0.496526766091105	0.315979794690722	0.871445537449508	0.171890325722388	0.932682774628453	0.776300947685729	0.903381846977084	0.929994498042496	0.844401870099796	0.711544169366836	0.530780244574666	0.439654273111512	0.830621820584451	1	0.750624443758845	0.367667916922079	0.718828114945794	0.696588931125375	0.809678735232362	0.827081240949725	0.792119885323719	0.375177892026665	0.48911141591653	0.686427566508351	0.793484595626422	0.772438449652208	0.836271627307761	0.616913821481301	0.797024152917864	0.849062988876459	0.707889110218634	0.869045543397479	0.886988227581753	0.64961061024513	0.660859531665564	0.799028720751579	0.473689316799913	0.856254976012511	0.940486250922456	0.438099621420808	0.864068651876724	0.601872557095588	0.374602568386646	0.764671886438993	0.346170012671824	0.68295900229368	0.696436387093508	0.878503758735764	0.923136265863958	0.640539550804437	0.926530466283441	0.930690534520089	0.802592675291713	0.772802687105601	0.892905694211596	0.712300234520699	0.496814647467835	0.427357203565891	0.882315912909546	0.912442986653144	0.853804594365669	0.356550893085898	0.839405944945466	0.570304236196029	0.703572963816635	0.817730551746784	0.846536468030208	0.863148612772549	0.70332413624977	0.671193062102571	0.325871073193605	0.78312166748362	0.646011723339002	0.248740488263487	0.845722397778869	0.866771165638362	0.806180185999752	0.419394251192413	0.767239860808084	0.909408227216489	0.841951274578208	0.86562146396328	0.881083246073921	0.320307838353835	0.79838875789396	0.488744813414551	0.714683485896672	0.690767986397674	0.559907680870979	0.845396126530648	0.876947824896154	0.930004936638963	0.894689055180833	0.896141299962524	0.683173226889563	0.479257496926584	0.581269493626024	0.657864534095332	0.658253875886983
ITGA3	0.541814836795249	0.525615675035847	0.729249037496497	0.607455610454887	0.582192117104881	0.716160640807964	0.871113922426555	0.652448337416938	0.679230208376166	0.794341401390658	0.795054239180558	0.424744009681899	0.530396270881016	0.798597556722257	0.441049610106408	0.657406963378243	0.53541816546475	0.718110836358387	0.708301433631797	0.719842648578243	0.605826920939693	0.769751864678543	0.116424906757015	0.817039521591782	0.689152698335445	0.52176012744118	0.721631021399187	0.754643614790631	0.669575039327206	0.545845948110788	0.547984323493152	0.813489181076718	0.750624443758845	1	0.625236139082113	0.715176280763856	0.703066765735491	0.617183538371885	0.741045949786642	0.723049622485049	0.549883466368304	0.677455403535674	0.750240741315193	0.670970273882055	0.456316401658533	0.470824299801129	0.790678189513803	0.650888463325155	0.646858106744575	0.600136335270475	0.582830210497848	0.760722006337135	0.605941081466388	0.482451948896773	0.693731040733534	0.709022980001103	0.555896329594008	0.799922590661943	0.401201456687618	0.818144121065354	0.58730933122024	0.722785615301345	0.746320114737567	0.54861087436275	0.628520252677664	0.611202524804649	0.512946930490045	0.646079268555369	0.338449986755027	0.755893999215295	0.690846259288816	0.805888242592912	0.677525034234086	0.646482021945502	0.673227613570674	0.688122683849002	0.533452120807045	0.716141611458319	0.702176075624117	0.803837973012296	0.309592019728393	0.884018058413885	0.289167807495099	0.637968951987876	0.774116401590253	0.773263116417825	0.679417187706886	0.699607213610027	0.772809042606685	0.418804707870481	0.892759470720933	0.731154704689709	0.554524710517801	0.829003724577007	0.726218248234938	0.829376527512011	0.593190030197007	0.529504600137628	0.554556274417373	0.78960911554125	0.706142704214557	0.879990579456757	0.626125106047926	0.757379243396312	0.636756959515081	0.751472925385618	0.673738217867657	0.597845740475758	0.70931818042221	0.776519191278171	0.653072633924767	0.611254940531753	0.789003012117163	0.581677159181926	0.548245430355244	0.566545671761962	0.680437092717357	0.700681480032942
NRP1	0.102109925960957	0.13266357976189	0.384994291237306	0.230739112567382	0.214162721185721	0.338887570356501	0.56401232080507	0.464946948262971	0.363541110215741	0.475072200028525	0.47056536941678	0.122008429042153	0.192976407099157	0.617524991743804	0.199700250312071	0.21125240425258	0.0157230529486828	0.363972012013025	0.305682579420107	0.542509903704936	0.727208929783245	0.442931756077692	-0.19080088295951	0.550195253219812	0.26022013402842	0.134433738889987	0.272556619310056	0.434994263595329	0.656136912086622	0.158881895916991	0.150067936892835	0.584731111331952	0.367667916922079	0.625236139082113	1	0.580994777029032	0.411626442871379	0.267766449642364	0.627638748144023	0.387759802153007	0.421415819333945	0.577098791640217	0.520647814751429	0.16191466576488	0.220876198645729	0.159546604054972	0.656180319043056	0.225993988990596	0.214596766179881	0.487057549207754	0.120575843422317	0.521820868956844	0.264229539863846	0.145789917167252	0.359357764373427	0.646452747810172	0.179867990315817	0.450410891186735	0.0824615663449281	0.487553963856989	0.271890318235885	0.757049243358714	0.419199152890847	0.264070922229138	0.177379381333755	0.401967339666321	0.0572785253940018	0.331806930123767	0.134166134018033	0.36483971195271	0.253355793782937	0.411473159343997	0.242193057069927	0.165748529040826	0.457300483015275	0.586133263962706	0.195728288528916	0.275413781250191	0.278016402742032	0.483584953873683	-0.0380805815766783	0.529527652608719	0.0513595493034836	0.300419435285274	0.356186604785501	0.526671692083504	0.411067892254623	0.302462077706023	0.480627280711426	0.0917533614974456	0.53527050861454	0.558761179692353	0.567343855627137	0.465095047231477	0.335106436518538	0.377164500647656	0.263572287265352	0.109100946797573	0.250792581246578	0.407362150279112	0.285866944044355	0.599805997827828	0.540435943538451	0.421642982639498	0.283723241979639	0.424870834598708	0.276325694624416	0.327627124914586	0.455054364950462	0.359437600765665	0.303304699097724	0.237912982153329	0.444414069947803	0.333577740548288	0.163823058287873	0.189153307500308	0.458586612184053	0.46138246037381
CD46	0.568008410237827	0.500951355472267	0.813967347152785	0.831611363020173	0.814565655794782	0.838549575839598	0.826388271218074	0.487661573202327	0.766107949174418	0.573553062890683	0.783444956998467	0.743299504293605	0.706782456687476	0.687213839721411	0.614248216366181	0.620535428588327	0.502344056308012	0.852608062657818	0.735458018895825	0.588495349827343	0.379490895073523	0.873733575099521	0.318875272202641	0.832347499220235	0.557104086723887	0.499477874006954	0.676096564480542	0.837863390753477	0.798451924242373	0.623099930348893	0.500878962660452	0.912132546555683	0.718828114945794	0.715176280763856	0.580994777029032	1	0.850192488683711	0.785570005158108	0.656580064528292	0.764160149854727	0.593993755680809	0.780148534892304	0.802014426709786	0.530470984212366	0.44661770939697	0.369830310345523	0.71769028928999	0.763342526163607	0.7372251158103	0.380917328592115	0.632417593720852	0.667993222223321	0.787536723613254	0.63514679742372	0.788207392075386	0.641325466576397	0.689441204982833	0.700310415868102	0.510549451249628	0.848180096180512	0.76102894697612	0.560785929048598	0.740468054144029	0.498801677152779	0.688147073527672	0.600000822780773	0.529333060608065	0.672060978121849	0.155780592992795	0.782720220219906	0.607796903296357	0.772847821716853	0.726050740764255	0.563494872499038	0.806342975724299	0.717991094402624	0.554062841247401	0.715320452991246	0.795178808529678	0.727886564545167	0.507895983757708	0.784536859170954	0.621746751689617	0.769218085306263	0.704076663303444	0.826566565706735	0.797089208940405	0.657540419583008	0.605273606531302	0.440703723961284	0.687904176178653	0.8184173163081	0.490872632060893	0.833436424864886	0.788456788312941	0.587486951695863	0.59734226975497	0.579258655711713	0.524708994668382	0.729463113397748	0.72036353257734	0.775573648880599	0.628905068303089	0.732145746697266	0.552410747261375	0.729441052794395	0.608376836494316	0.652672406171273	0.814973307075485	0.695578108648164	0.599856848029661	0.803199067652107	0.649637621075458	0.719186568795001	0.503815376018582	0.711984125585365	0.576275939489971	0.596164347029923
TFRC	0.793464715990259	0.742735527425857	0.883492673756344	0.879109040393686	0.817519511449089	0.859564440652082	0.78944579170043	0.530504612119789	0.717750208163269	0.622070892794647	0.814704999022037	0.783754079676486	0.803874705298595	0.605683951338923	0.771955409619289	0.683554085504194	0.626255096407279	0.876279206507116	0.775430432466497	0.671103034520082	0.305632048499505	0.884494381644382	0.531659585777094	0.751204461223664	0.697816903401402	0.529503824362986	0.761036874075019	0.834427213875816	0.640846448235175	0.82238204621194	0.732375817942987	0.847579926322911	0.696588931125375	0.703066765735491	0.411626442871379	0.850192488683711	1	0.748915101651941	0.531914182710857	0.821397895708039	0.638104384212148	0.785530591787236	0.86624449517072	0.677962015049989	0.328174038460597	0.367052220808064	0.752692858506089	0.834988485244577	0.841156620714821	0.295022229573456	0.703964611715706	0.615199888128781	0.880110780224269	0.747931119666375	0.768906613385034	0.666087548950836	0.736170655513256	0.702774202615993	0.703309868370245	0.906371634680452	0.861984700681951	0.52918537737993	0.769987325435389	0.712517527460562	0.78315056312819	0.631767175941579	0.547402389420999	0.663302194692209	0.195672007937185	0.777001407628658	0.680491702741025	0.870779430304327	0.838084139926218	0.606991624951096	0.779277095746863	0.634307749476196	0.690349627772678	0.78223183493521	0.846629740896364	0.712605650342083	0.692552533896437	0.797078980974017	0.575208223553408	0.874087386736865	0.824440629974655	0.790667006902583	0.790730392793452	0.765979758136677	0.676367128396949	0.535187831479223	0.76824286338973	0.868195320866688	0.430460653705983	0.901796848062027	0.807818096208535	0.677117888807882	0.699758715505198	0.656205105196531	0.482072123120644	0.799624624873913	0.797792596180621	0.777786731102906	0.612336563198978	0.79705193709049	0.756458836624649	0.791879531512788	0.767845188247981	0.577506406479168	0.794430797315553	0.788338760750537	0.608127576375193	0.796459144143479	0.645170782865901	0.778476858938915	0.73843139158049	0.885375598756387	0.617300520509561	0.637065744798399
VANGL2	0.637145582029281	0.549873634230387	0.816545873990491	0.892423229231327	0.884371104520706	0.862111532010499	0.788737285253619	0.371984212027082	0.8042396757161	0.557242636913553	0.767558117410908	0.808445752300225	0.756974859381286	0.646663211727938	0.648674694182366	0.770510568819152	0.676240912261626	0.884420887735835	0.859385035876386	0.403759767524722	0.09649205496771	0.842183811221052	0.458230232480364	0.784112715655414	0.630781560559943	0.684862234453036	0.78243299473928	0.819806169510133	0.653287975642233	0.688542879929624	0.550628546224626	0.823178662607496	0.809678735232362	0.617183538371885	0.267766449642364	0.785570005158108	0.748915101651941	1	0.597538082934952	0.793083189812513	0.489345938662162	0.599499903455092	0.740031888962617	0.653078149631353	0.57208769376399	0.56932115428162	0.562681132689807	0.880618553846324	0.850637704104099	0.38425875661348	0.784151661643557	0.680767789210378	0.808833545434866	0.74061641490756	0.811863043700951	0.453140212182999	0.841868530277282	0.762009073823763	0.523107574430091	0.823890261829255	0.773732320755217	0.321412669825107	0.748397911001926	0.441967965984813	0.775464427306291	0.630104902889653	0.714864318178242	0.760561575470999	0.35726811743468	0.869096408249426	0.737898218273859	0.791217801356787	0.792579018172638	0.730878374455056	0.707509055630615	0.58133245565922	0.602138248926214	0.814054552853078	0.866703550213114	0.672322938752734	0.588770549260334	0.775331969591295	0.695022302166756	0.801428179803594	0.757386467950706	0.818747780950554	0.842285863663523	0.70288807672604	0.533177573310171	0.556246022915072	0.644553686365596	0.691623146256835	0.34953807370981	0.824067288522061	0.829194913371351	0.643562664850355	0.615857775862868	0.745847070527064	0.669549040880095	0.770396412712266	0.808103216653826	0.727543514200202	0.472870033291875	0.77618732066298	0.554892058935329	0.694785070640216	0.703029840220902	0.713776500824772	0.786834118962056	0.761012078659381	0.702272613813667	0.84600231639532	0.692311844741472	0.764762380120166	0.548808224813035	0.736448798891864	0.558785335310301	0.579861819306828
ABCA1	0.23045989935863	0.183151934628487	0.526043073286227	0.495596013411071	0.5487345198663	0.668256968354162	0.788227664746027	0.291623829209333	0.770362058510492	0.732341856064971	0.651735958676151	0.369890868172125	0.385252698223734	0.89793579991611	0.252172910252538	0.720701248451981	0.498553060153871	0.65052337088822	0.681128434842754	0.538606159117915	0.658936798610377	0.730020541837524	-0.171681532162114	0.883356977343188	0.581719265389608	0.721437212383693	0.736920189115006	0.666672597706879	0.814084395191082	0.266599818202364	0.202650531560264	0.767180961700692	0.827081240949725	0.741045949786642	0.627638748144023	0.656580064528292	0.531914182710857	0.597538082934952	1	0.589868779336273	0.387515532172173	0.569066487126378	0.515067176009351	0.537413940539714	0.71121953111316	0.755307217469135	0.6449998671758	0.507602835280137	0.564229899851706	0.819903150416354	0.59071869045825	0.85112787250386	0.420917482923757	0.351026865642799	0.607997993057691	0.628375788806929	0.588887930091164	0.8588262281558	0.116635968473178	0.733114165330984	0.359899569327418	0.588004099088862	0.606211825875482	0.209022115111129	0.388461078605606	0.540194441493495	0.614864941496825	0.797855260166249	0.697465730060793	0.753854981414991	0.738857710924999	0.623871099459006	0.531750224404569	0.680962760372545	0.625101109266413	0.544828741762102	0.17810193491539	0.669226379910976	0.66884717973341	0.808640173932982	0.0328905342534201	0.742220659130372	0.283922872438595	0.493801622901858	0.618215690317993	0.739300524153537	0.678834163790761	0.49140196470775	0.601986133814668	0.111207313334123	0.695399857025952	0.611309852874381	0.323651105199242	0.668932393222537	0.670114135757884	0.66742041842891	0.219758903016502	0.490741160595764	0.802966175056017	0.724226597217213	0.620639683077738	0.873481876288119	0.357942657179648	0.6664886001139	0.298987111060472	0.569894838117545	0.480907855987047	0.437080716584455	0.697663694062071	0.682096713307881	0.811407802538417	0.630618694436636	0.800861059122692	0.483659304792081	0.253135153162616	0.310293439634289	0.567678663317011	0.558579742974852
PTK7	0.782206036259726	0.747930452954878	0.878637069615858	0.835229514654538	0.793836716418082	0.861506474839492	0.839683003483434	0.510063462935437	0.794052685844323	0.746535272750538	0.874164703772683	0.720457188527789	0.786266571523194	0.69722166075919	0.740653196853374	0.773905502992257	0.68871182447546	0.868453253184463	0.88017757913623	0.628744851962791	0.254245701317496	0.862582998729792	0.522436614364205	0.787931352658413	0.797720580066534	0.633349949955	0.811377768422771	0.840979556149888	0.605755817280503	0.803059629653647	0.745378658058324	0.813942046834715	0.792119885323719	0.723049622485049	0.387759802153007	0.764160149854727	0.821397895708039	0.793083189812513	0.589868779336273	1	0.596801678576919	0.662794320090139	0.870525101295543	0.77327161234061	0.43978150012375	0.521979715011845	0.678379593825486	0.865642442312769	0.883703620482794	0.481989176741975	0.78860295518982	0.707884299718604	0.828842730474596	0.731472317262908	0.792264852740402	0.565406101592902	0.798076733884784	0.77129822553781	0.698435170298548	0.897347738868437	0.827983037164082	0.490182936419934	0.833739133010944	0.672796039260811	0.774148657785652	0.66335370236268	0.629257472713609	0.710098637171214	0.34471989964985	0.849147978307668	0.785498487988397	0.889706071492905	0.867483960930437	0.725003942154609	0.75042304963932	0.572916355297714	0.710987476215493	0.84449502220912	0.873535147203122	0.743184501659816	0.631649557177829	0.869745406997508	0.604501138696225	0.843750026550929	0.874645366093169	0.825677344444265	0.823664077544633	0.8097304055496	0.70660306738521	0.578726840182018	0.831526650950341	0.792328952123892	0.44587977000533	0.906423091282921	0.804871244547391	0.787079317284071	0.688720243535478	0.766328498215611	0.605865154136267	0.837969219361269	0.84481546642021	0.792708638867034	0.547470817306699	0.86989140956178	0.783736568786537	0.823808365559566	0.816101043279132	0.634697811167276	0.81771526585855	0.878204095246785	0.717734875971213	0.774096620837519	0.773819569359783	0.790823944296925	0.749516438400854	0.819470832110358	0.658819049225929	0.672634698831569
FAS	0.507253589860912	0.605993278761162	0.599532922352255	0.497627591509811	0.480769864379267	0.493453655004894	0.567877553186244	0.611332856013411	0.371317256217069	0.392414906693052	0.642820046566553	0.439141908434596	0.493644851017306	0.416073426032793	0.608369594520814	0.262224802338848	0.153049790362641	0.555187313575624	0.499654735484223	0.508756713079401	0.423548884610016	0.59912157228426	0.473317602711313	0.442055420158482	0.405793092587526	0.144793877260681	0.3718810434408	0.553234802698331	0.447184011523305	0.668218320945195	0.615414996079307	0.614924410281597	0.375177892026665	0.549883466368304	0.421415819333945	0.593993755680809	0.638104384212148	0.489345938662162	0.387515532172173	0.596801678576919	1	0.777835655523471	0.719581097622761	0.354296341786149	0.0632849162764682	0.0526400812559011	0.571955815378838	0.532047239325971	0.498092030702102	0.244137802590355	0.274987789783748	0.38968148303492	0.652415846696964	0.419599905577123	0.461284844866354	0.619480935486649	0.394115473958106	0.424340277518463	0.429287589957226	0.639489649462893	0.650249631356153	0.578666392173569	0.594238110833544	0.649363911885488	0.517469997101197	0.320409849695891	0.103414179631703	0.269377189059554	-0.00493440822116391	0.495376463089692	0.308624794782394	0.622038634929521	0.569589007368278	0.246823036208474	0.463834685678729	0.640445341764949	0.643695747207753	0.440795456249769	0.472447270912456	0.442433565203615	0.428316173744396	0.638263471520309	0.228753909699122	0.611728974369122	0.590528881649934	0.584666414811884	0.471615659142021	0.455215672906529	0.415890206103003	0.572067665206194	0.54803790718439	0.745523425158286	0.518581451062178	0.642087278735315	0.446957743929274	0.511094469298969	0.547347515351942	0.34588198987854	0.128920395370786	0.569194517211002	0.470146733856112	0.529903230371494	0.691337788911437	0.600147155755467	0.652157846996212	0.549176392660977	0.559106455151705	0.560981182302229	0.494506572946031	0.521427488773422	0.28275020604445	0.336287968012728	0.399918896590479	0.553174674262739	0.622100208917325	0.652787835464686	0.472282527407806	0.476417129291554
