""	EGFR	ITGB8	SDC4	DPP4	CD9	ERBB3	ADGRV1	F2R	CANX	CHRM3	TNFRSF1A	KLRC2	THY1	PVR	TFRC	NRCAM	TNFRSF21	NOTCH4	PTPRZ1	CD99L2	LRP6	SDC2	LPP	CELSR2	PLXNB2	NOTCH1	SMAP1	ITGAV	KCNJ10	CD47	RACK1	INSR	KCND2	LDLR	NOTCH2	TNFRSF12A	APLP2	TSPAN5	EDNRB	NECTIN2	PTPRS	FGFR1	CD81	PTPRA	SMAD3	AR	IGF1R	ROBO1	ADORA1	ITGA3	LRP1	PILRB	PLXNB1	IGF2R	RIPK1	ADCY1	CNR1	ITGA5	TRAF3	SEMA4C	MYLK	S1PR3	TNFRSF10B	TSPAN12	SLC16A1	ITGB1	TNFRSF19	LINGO1	CNTNAP1	ACKR3	NGFR	TGFBR3	ADCY9	CADM1	RXRA	LRP8	MCAM	TSPAN17	VLDLR	SIRPA	ABCA1	SORT1	ADGRE5	GPR37L1	GPR37	S1PR2	ERAP1	LIFR	MCFD2	SLC16A7	LRP4	STX4	AMFR	TLR4	DCC	GPC1	APLP1	STX3	SCARB1	CD44	GPNMB	NCSTN	CD63	LRP10	AXL	SORL1	LAMP1	NRP1	C1QBP	RPSA	TSPAN14	CD74
NOTCH1	0.869212977244268	0.939584586420464	0.243289297559598	0.459185923207508	0.713827162817423	0.906684962864798	0.788533307669312	0.819135215663353	0.850646074966234	0.879841062568587	0.67388808421287	0.890288325185843	0.891535810614523	0.881693538146382	0.726733396396243	0.918021096511096	0.908441365072512	0.727528780769922	0.972387208687024	0.871006360825608	0.937210043355473	0.753324120970809	0.875131532313138	0.96144635995912	0.763085467055077	1	0.870665204508149	0.961640335632725	0.907290822052549	0.84347719114514	0.601186846735668	0.796824300549307	0.942718470009517	0.852981047080811	0.931119024885452	0.3529095421581	0.893763631705152	0.843038337452538	0.919712337601574	0.763542652537671	0.871606752533199	0.84182910315996	0.920964578271997	0.928672530632425	0.735872955497598	0.926934864009237	0.480829957436743	0.907259633079647	0.930877000890839	0.7543750594377	0.951573552683484	0.94485351448974	0.915269316762216	0.894166940412231	0.842622813299085	0.850523566468066	0.740386127439045	0.650354464559507	0.747177271358894	0.813527251873104	-0.0424955779865567	0.0915960877022787	0.390246767968633	0.88691364748405	0.351913981694303	0.783869477290685	0.846976934897606	0.880603104352608	0.789212521809921	0.813124822267817	0.791971721404063	0.747599860500253	0.894973897979365	0.923780095625247	0.72923466462803	0.893355398400899	0.875838990938524	0.858937322800402	0.402378508870753	0.892705728043399	0.504576164365952	0.937996231947525	0.835941074047003	0.915732770485451	0.942520970700049	0.807985330412438	0.894423907644175	0.974868046496462	0.8032876159141	0.898498285765995	0.951953487512934	0.625069836122041	0.848834961261069	0.850169105510574	0.917317917897333	0.53275985047246	0.93281130036342	0.441552813923385	0.489535336717652	0.169469039809174	0.352543162962083	0.85240844440311	0.742578279045592	0.845436649286373	0.801296359823299	0.779273090373194	0.940318444357597	0.528133644684418	0.780359921666171	0.663158258854997	0.852612077234243	0.560070147439331
SMAP1	0.938952911346275	0.949738903511384	0.555451083984691	0.718190828968202	0.922411118985257	0.847603440399928	0.679681256238418	0.89068762743938	0.961687329175972	0.948986217944785	0.866020132846531	0.876033782474632	0.925586960643869	0.907610381206359	0.8753999330948	0.945070592640273	0.938093823061246	0.59992713053724	0.900372728697932	0.890210853029575	0.897595285737234	0.899581323201429	0.941549008669117	0.938117623393218	0.884998937236374	0.870665204508149	1	0.937671324978009	0.764686701467571	0.961051493570016	0.868732178565655	0.654031732320648	0.843959068032867	0.956271603458574	0.943064319509254	0.677063164266615	0.96376917844374	0.943913011819342	0.847147349693547	0.905163019377605	0.880081996356681	0.962614783935223	0.967010617086743	0.975318415596	0.735020184100987	0.935511716380636	0.631519735757887	0.961128715131695	0.914791326147901	0.903642076613684	0.918971961828976	0.880294952850312	0.823177426989205	0.881154250076635	0.920546366206286	0.891293968954769	0.742537223985079	0.786082739214193	0.860873492648401	0.862482240337249	0.233936032930275	0.414237877760924	0.653612413686555	0.899012249034336	0.651700458422007	0.900487451761006	0.923758052449701	0.85272072793178	0.790999380138218	0.849089245760871	0.679724293083585	0.832026607199295	0.893406932028071	0.954168933460076	0.889677338756672	0.922875720703112	0.796932718755245	0.852788427137188	0.596154890611971	0.81606315155569	0.653345193830716	0.916183471496045	0.902001985835891	0.809820471606951	0.887907121583789	0.916405619253693	0.895691730433824	0.903648532284217	0.946437921195165	0.878411480228471	0.866109606164834	0.842611492233036	0.916244412215632	0.874566578292995	0.85485051955835	0.794573228756381	0.913638758783289	0.400461011919701	0.732094097150608	0.416896675995181	0.527572476019567	0.926715429377179	0.944381346672974	0.922112973521852	0.840204564270982	0.707677264814287	0.944218819734413	0.696343613637158	0.954093252687531	0.870659013353611	0.750869210153115	0.401710708055894
ITGAV	0.930802342822863	0.970604583863268	0.400435369545944	0.602730134605619	0.816871674859231	0.901039850169485	0.809776881726055	0.893338878920948	0.925047710287949	0.925128676530064	0.77598685366757	0.879547974709288	0.92271715042156	0.923490583896053	0.80780262760784	0.962980913293919	0.958692173997283	0.66059756538491	0.960300634456211	0.917314907222159	0.927236245359142	0.876395357562022	0.926484340427262	0.977805229024037	0.854047796295728	0.961640335632725	0.937671324978009	1	0.866780217014684	0.908593967684711	0.738167768415024	0.718098472516697	0.925440306892323	0.908277713830349	0.957507593803073	0.495014633912367	0.955860990083999	0.920898170256745	0.940040961411707	0.84419207671609	0.86648866212961	0.918225297760989	0.967188827421363	0.971887759520784	0.744172561684056	0.965305981633857	0.539997868848551	0.961940393488494	0.970899379441058	0.851012804175026	0.948868718118402	0.940831597909907	0.906302835693453	0.903368914805674	0.899495539310577	0.879785021134738	0.785603576195931	0.707519256866942	0.808156454153487	0.861187569486945	0.0702689035008975	0.24196970995624	0.490985407099401	0.904295154963118	0.500875943260579	0.84797845884178	0.920294334578017	0.867541570027887	0.810382054475787	0.845166795219834	0.794828912985759	0.827113298253444	0.920659952886231	0.964858429480992	0.809903849798251	0.918489009466466	0.879598359853736	0.890745977584016	0.482650557637041	0.904065751364243	0.589120909734184	0.956496622781341	0.864500929454864	0.886634275497254	0.940522121057369	0.867436108371592	0.905249116495182	0.969667636980287	0.893525453219935	0.892247252573611	0.92614920993503	0.717111850516602	0.916297686048623	0.905642902691793	0.882989911422554	0.669458576025097	0.937543304967318	0.412733340690018	0.622360669119722	0.284299650237949	0.404546833541108	0.916410161595538	0.852668722056114	0.912089032521787	0.856032258199759	0.789929090327641	0.962113056090262	0.63251373041315	0.877843440550837	0.779891777583855	0.827873116966428	0.521888335183378
KCNJ10	0.722118822113439	0.808949476496278	0.016931320015003	0.255082971691962	0.585654806646861	0.842107236659925	0.869694758738857	0.667056669030581	0.700893822854658	0.735394667787995	0.46881984645883	0.852973871337782	0.795368829953333	0.756065379452015	0.526385067711286	0.789938927383157	0.784147567869541	0.633707287603782	0.927305065611409	0.729490949186101	0.808793336649275	0.614392101104477	0.706610238798498	0.852454637837137	0.577322544230432	0.907290822052549	0.764686701467571	0.866780217014684	1	0.689652339111874	0.421630319366379	0.684519678776155	0.898628610756777	0.776354340385892	0.801889462885509	0.133987417482213	0.740603662414884	0.716356055996272	0.924925177286539	0.595644512187328	0.796381284251748	0.674305322389892	0.845173641052387	0.828100882408288	0.569673204554042	0.80130177065114	0.249252720089032	0.75490276776213	0.87963803996052	0.551317052922471	0.874628294036095	0.800502686576633	0.86920548683185	0.741479948666093	0.667654961471113	0.745761892797096	0.575241342923608	0.420460352500239	0.616996460656517	0.683013791314307	-0.184876128103423	-0.117137552915063	0.209491961115597	0.789520401992736	0.133548196515453	0.590150076646305	0.673824910567488	0.834717283676306	0.585362839211102	0.708716085315611	0.862368467879803	0.62322901901191	0.755908277779239	0.795146069748275	0.587529577477807	0.798813197344606	0.742747317254671	0.651781508912902	0.197155893109236	0.899329149201481	0.281707749198997	0.796993813493627	0.722601950904239	0.947117546196169	0.841232619682497	0.671732249590589	0.785536823924811	0.920259675711659	0.632683006896685	0.777232663298602	0.904422577907091	0.446766435111078	0.689365047102838	0.715145138240028	0.875052582421786	0.317262589246	0.887608064124832	0.31160297737704	0.314141065347625	-0.0840265765223368	0.154356239984388	0.675386806018017	0.578952169779628	0.675839478863419	0.712117264378708	0.660149802766195	0.818205953314591	0.285660610779414	0.654619138965763	0.507096802095057	0.775893759611953	0.508116056784127
CD47	0.934427412856654	0.930727002070074	0.657832863647814	0.804481480032264	0.928997146538094	0.801711299398596	0.641948004218519	0.918507882971747	0.978441035563845	0.937605830742482	0.91386229513107	0.804494673008529	0.863259766781381	0.903108375737632	0.91163964307243	0.942559650835419	0.909738839678582	0.626150854866178	0.843082075184259	0.896774217629295	0.898540898046975	0.916951399541643	0.956966950085578	0.91894518950247	0.937035849119691	0.84347719114514	0.961051493570016	0.908593967684711	0.689652339111874	1	0.901734407294589	0.680491377348487	0.78884821442687	0.923088077082722	0.941087123471716	0.744224670539736	0.971827595952874	0.923285346888835	0.805096836146378	0.922087300741774	0.835717747665872	0.973797889439734	0.929558323048818	0.953611824719733	0.760436975372153	0.920188144367905	0.732083979055549	0.956948934477468	0.874821639922806	0.938174203134151	0.880119868306942	0.880401889200351	0.821690227539766	0.910222077640709	0.924640959215733	0.845654348977322	0.762331293743825	0.866199129007921	0.862078982511851	0.886733930397254	0.357103435804051	0.540157809867784	0.746024266922134	0.848402221301815	0.751684063222685	0.941632201553228	0.937680251875915	0.77478189334655	0.805069449285369	0.796033039586437	0.639848245462899	0.884960569002054	0.892911755258025	0.949242278097964	0.928505118059855	0.877667091522689	0.789525320992616	0.886537173104874	0.68950017218966	0.788216938213815	0.764000957698925	0.923447456993534	0.87720840585911	0.728453598638661	0.864687713180926	0.8870920707141	0.89655065825772	0.872086826736133	0.966691020981197	0.87988529292497	0.810513069020998	0.890929620646819	0.942287920828723	0.892083977697002	0.801605309577891	0.862473661133386	0.874224918563136	0.471411168903337	0.814129775124313	0.554327654186561	0.649954542685627	0.950258615280093	0.947845926039093	0.946717517397192	0.844160457568537	0.773557407762807	0.931274824658365	0.78526377746535	0.924857590664308	0.876933175863377	0.77475065103615	0.422586780230103
RACK1	0.838990476766474	0.752385306348644	0.811968427327172	0.877767724034734	0.914249242950373	0.551902271992364	0.471908310352894	0.835267033261466	0.907542076354968	0.826330252522328	0.894694235523414	0.586171159081434	0.724929450941461	0.736866523317753	0.904473946473703	0.780712465421142	0.763043569955188	0.43785372706661	0.606457843617763	0.764560763181807	0.690498558483913	0.917283704570646	0.831800029087658	0.730812123128334	0.893287430791401	0.601186846735668	0.868732178565655	0.738167768415024	0.421630319366379	0.901734407294589	1	0.42547719676957	0.58707648528068	0.834866183213965	0.790839639305623	0.877094148825204	0.871482383194851	0.861249701319198	0.619500864070686	0.876854639078466	0.631802094438079	0.906014948165819	0.790107023469485	0.805923116950923	0.616067006241036	0.77401251401165	0.697114661916658	0.827698445453996	0.708122780489868	0.896544284584457	0.6610879693791	0.685469682162594	0.583380040661627	0.724283306187401	0.805180373027941	0.691929173491406	0.606554267648619	0.828677763713981	0.770157718056774	0.768097090828017	0.570063013400453	0.720135030394322	0.834998617822774	0.683546141890831	0.875189992225616	0.874056418759245	0.836900672451643	0.571782982022942	0.638672304851927	0.666349348519327	0.456794306420984	0.855554918795502	0.739584113890796	0.790655732550632	0.89245889496824	0.735316171244442	0.611153567378798	0.771661319151708	0.735582645621363	0.608869303145741	0.731553181141364	0.744837528936867	0.71003154462708	0.48101955709944	0.652526992070818	0.784924703951972	0.723877482900341	0.650706391107213	0.925729167517176	0.667799477310534	0.562720959905803	0.916696522599867	0.842664764962482	0.794946574526079	0.572712141244387	0.90081526545938	0.68926203352979	0.346387693889403	0.893401682681914	0.666950969618681	0.664416716687134	0.838707719760962	0.949781861915124	0.847327243653174	0.721332698994455	0.561066228840172	0.751530204235052	0.812000605307111	0.917671938716724	0.949214600219309	0.562879887944105	0.244328310181335
INSR	0.607081438321516	0.731347335428786	0.23774663184489	0.338309956893725	0.586844118450735	0.762016807868025	0.54297371791873	0.727066287720734	0.657999627215048	0.658132759054649	0.582385051960327	0.665890525101363	0.637362242816452	0.715923965417883	0.560447948456664	0.754909869977101	0.648111221474008	0.717986852049615	0.746978799653556	0.667828414578836	0.78526676458253	0.505984003960059	0.730603204837438	0.754081904284881	0.646629279776173	0.796824300549307	0.654031732320648	0.718098472516697	0.684519678776155	0.680491377348487	0.42547719676957	1	0.687310638588621	0.622295506922181	0.749950937475036	0.33407132507408	0.724480407888921	0.568660653638073	0.657047538648554	0.673248979882769	0.714805748430361	0.621285954547524	0.702926824950829	0.703965626221639	0.731109551534398	0.683877895556404	0.607074880827719	0.702755112142792	0.688719436878226	0.615124177617972	0.760546698272722	0.767677706932159	0.796373859775209	0.816709705713225	0.621867833507702	0.616873080295176	0.7155594589825	0.703556812061252	0.609363852781904	0.760366039372967	0.104300422798656	0.131167251897086	0.338774676104306	0.684103888048473	0.331747239972986	0.729070504369322	0.681970457852959	0.659409987218727	0.676684011302511	0.544872199377396	0.583072191764737	0.583739970841435	0.67510287578355	0.747705481704093	0.654868033405871	0.662332374796888	0.800425334466825	0.67802970995057	0.418351629990888	0.681679430174318	0.559529802411376	0.815969539246453	0.697265335070583	0.707850429407175	0.736884187286178	0.623824446527314	0.805619730421301	0.777885326619347	0.619858084233704	0.722283416217571	0.775061547968332	0.54227952923815	0.632182355647857	0.661888352615439	0.729775016099485	0.448608467857383	0.74507344680308	0.535809475891119	0.428778447773605	0.288101737158189	0.438730289642468	0.722027296930209	0.549703855359198	0.704588254377759	0.731305476886315	0.753968418532887	0.783016607866606	0.561064468864597	0.50989731498478	0.411026212123131	0.836972425333708	0.555219238699771
KCND2	0.854445446308871	0.897086610667523	0.157799699104032	0.419694017523208	0.671646490034559	0.872653013716138	0.76566816720823	0.743019309132773	0.80609878529655	0.868004688956224	0.565144400188721	0.89700598290428	0.901132116759166	0.84961899140515	0.710752372834092	0.84074083401485	0.889619620450084	0.609829019473534	0.950990060246927	0.828257940482546	0.862663637077977	0.719382647331725	0.797512594319852	0.924400367186989	0.693429117321231	0.942718470009517	0.843959068032867	0.925440306892323	0.898628610756777	0.78884821442687	0.58707648528068	0.687310638588621	1	0.832798531244365	0.873178266721281	0.287441926759156	0.842756753440462	0.83056408161739	0.89197001987392	0.701560667667231	0.819457691280716	0.81082858435869	0.899508705542288	0.900372080089289	0.602136822523668	0.885087255943681	0.334988926080095	0.857990204076192	0.921222906342359	0.696523565291965	0.929641469514437	0.891690072641129	0.855676990097339	0.825755315165272	0.785354867995662	0.8727744971057	0.617701149761337	0.538791055432392	0.708858032897453	0.721355256675943	-0.123784687250517	0.0211030212991058	0.31219112143267	0.841522167649037	0.287048994444126	0.701800607239338	0.811408679234729	0.921952603027416	0.677485176507148	0.838909857301512	0.812682999149097	0.694420141515189	0.866913020706765	0.855400166191987	0.66086268727974	0.915010086917433	0.829035346417218	0.824501979183029	0.260612472528426	0.871721436316523	0.348055899271877	0.876581136785913	0.82150994141847	0.942071819265045	0.894276909595983	0.796412623585876	0.811542730842217	0.931887705845688	0.751919004518425	0.853440829070113	0.939867119044161	0.555615958125001	0.792962202026262	0.78561190483349	0.89976694277825	0.468993168638885	0.921605461995563	0.311913196934876	0.425717186897286	0.010327109654332	0.229083781831082	0.775743157009939	0.711779696368564	0.743337626166491	0.774124807327985	0.64954035429499	0.880105825148399	0.436253024976734	0.788307617422878	0.673598626387951	0.784905335621811	0.51089352611356
LDLR	0.930784179680891	0.908356165640916	0.541716476557934	0.686625047037973	0.870957460882179	0.774329375079537	0.713405265420553	0.860685748461069	0.950959520081685	0.937336493564138	0.812043561756947	0.84251244348202	0.8693549428119	0.874115676490208	0.871174058510188	0.912700955960522	0.883615915609665	0.602221242358418	0.873663367157878	0.868656771736649	0.878547491061489	0.882504881102174	0.911410875222708	0.916283439579855	0.869852258373274	0.852981047080811	0.956271603458574	0.908277713830349	0.776354340385892	0.923088077082722	0.834866183213965	0.622295506922181	0.832798531244365	1	0.921748477748356	0.657624136849083	0.938296231606657	0.940803842754199	0.841470194887032	0.880893012116895	0.860134781305469	0.940122208607077	0.92105267805752	0.93718754850851	0.737160204876695	0.912154519444572	0.568226200710804	0.927889792260422	0.88542882792634	0.867902769916027	0.879822479306262	0.879767907669469	0.788410937013548	0.82886903656666	0.854727415028284	0.843727540887765	0.647654511380516	0.75502818835019	0.864479964598985	0.846885350279648	0.243975221956955	0.397122412231304	0.654957031367489	0.874871042052639	0.622218452780563	0.885850524425599	0.890721741752526	0.807244124531254	0.690187564679988	0.775346256611286	0.670857928453179	0.802364613211313	0.870963268951961	0.906671709837382	0.890641016927257	0.894521483292728	0.74876141317684	0.806385728225717	0.623281345038491	0.80983700519885	0.580588581345776	0.879963033334293	0.844506539898124	0.787849512245712	0.835889798503604	0.864094222426555	0.858191931521778	0.880389493423447	0.907394271724857	0.829824887799327	0.836818713620292	0.840191109423729	0.861515991737241	0.889462717298193	0.833191430734835	0.754155962860006	0.893889023501719	0.351447426057834	0.695754761253775	0.37924407463293	0.49287076418147	0.870887205938334	0.913785050664576	0.903470840826124	0.7805102593902	0.669907322563679	0.895331090328188	0.659328097147619	0.914795712640685	0.863718181946624	0.752206643935424	0.444338876349842
NOTCH2	0.916281965576182	0.944326860782529	0.496631092837843	0.677665864146533	0.878402729012784	0.866154844887676	0.741393823778654	0.907909458963221	0.941830559958445	0.915024981642379	0.851359096749285	0.841562491513777	0.894294585953634	0.891977899011789	0.829522845849848	0.960757144409249	0.934308640433995	0.617638338903883	0.913780048399725	0.917282378298488	0.918423684317246	0.885764298483567	0.938947722586787	0.959105767217921	0.896683573488183	0.931119024885452	0.943064319509254	0.957507593803073	0.801889462885509	0.941087123471716	0.790839639305623	0.749950937475036	0.873178266721281	0.921748477748356	1	0.583165095697348	0.968998589177622	0.904993082531521	0.894965592933937	0.884852574136634	0.857099788607463	0.927008595146201	0.963000813093188	0.966353206653169	0.82219117988846	0.933870842356919	0.656091427389803	0.951229915768474	0.925357166862217	0.876290572879287	0.933070085872703	0.929178223496141	0.880620722821722	0.935063917344374	0.885121347522339	0.858076814198659	0.819282978700991	0.780779956289644	0.816129160085678	0.90203760871594	0.198617554214929	0.347539059917929	0.585686264726184	0.863320692508929	0.596840733098425	0.876055761605374	0.935194722960242	0.842580088606252	0.840123809342928	0.830149278095307	0.74660236584957	0.871030609383054	0.916477939277496	0.96891155849527	0.876259860887969	0.879573188105739	0.830840701885815	0.880278840849877	0.583140821701675	0.889487664994397	0.695286081400763	0.962012884028496	0.871293006020942	0.839328266993318	0.925192618297336	0.889333854398092	0.931152600512439	0.954696893521084	0.921030286836625	0.889695819293696	0.894454136299143	0.783797455406215	0.925119082786704	0.898273482762799	0.866346639233088	0.719764709678765	0.924972922930687	0.487939484797828	0.713348967562486	0.41407441147189	0.523651729002251	0.943100036748621	0.881005865006748	0.944305557221994	0.878016289063786	0.820017934778879	0.959200244833271	0.680495762937172	0.875779350549542	0.805298096482595	0.838005549449935	0.476532895040464
TNFRSF12A	0.648960925899301	0.549173811961539	0.921681214686169	0.829512737934522	0.812019298318528	0.366572658250366	0.175341042165773	0.678523831238848	0.741216233514717	0.645148769878283	0.823684173582191	0.386976384750144	0.473766975844096	0.546172934760573	0.79633494222522	0.608106738733307	0.519342878845246	0.276462684217157	0.367726866836826	0.54413492796491	0.529802677389898	0.731560257999114	0.704870791655736	0.51375257891007	0.802764370138742	0.3529095421581	0.677063164266615	0.495014633912367	0.133987417482213	0.744224670539736	0.877094148825204	0.33407132507408	0.287441926759156	0.657624136849083	0.583165095697348	1	0.691447778290926	0.635335548092886	0.325062843195955	0.814696577428125	0.506551929810338	0.735137190700373	0.556356966741065	0.588164775526026	0.574368238379181	0.546991313706288	0.761941604252536	0.647843773836602	0.470369430303137	0.817304560717636	0.446767363323561	0.485192860361421	0.34723706855283	0.549386470042781	0.645816140046164	0.477446845023896	0.487184987224639	0.815374521660313	0.676085849259444	0.66850052522743	0.714701064037601	0.852759589743186	0.820757353546411	0.508680842988378	0.901672125813281	0.803533100073369	0.694344420803817	0.327406860686351	0.519935860294747	0.446561438961339	0.155571801267163	0.64738206876769	0.514711589606383	0.599549205310408	0.804301583211801	0.500234666592711	0.401186944274247	0.575656016918048	0.855993457781192	0.320348537563135	0.729842680870302	0.56498010648924	0.573803807406083	0.215450174496974	0.422287412906759	0.660667601535026	0.547570307400035	0.387019415267408	0.778133261423481	0.477630097395386	0.348027667333617	0.87642176857427	0.614589805995786	0.660774126671202	0.336513387281117	0.898320409780377	0.45811612480773	0.347098994592418	0.835172071592331	0.819830515182485	0.705974781908159	0.688836583998905	0.836259113094324	0.716613994214964	0.50858999150507	0.406395502894421	0.55916765361592	0.787355778522396	0.709604270275543	0.755827146073044	0.361296111845607	0.0655665874032723
APLP2	0.944884779219455	0.950755133297832	0.602571742878325	0.75600677210728	0.908199142989434	0.835868202140905	0.707364551055496	0.945498232742674	0.979855001534921	0.94694287453812	0.888976758714132	0.81438359510467	0.888748021578738	0.922030143577361	0.896915169983907	0.967211526454958	0.933061601439885	0.641805994597166	0.881558841115475	0.918291100123258	0.90958666691435	0.935679275863624	0.96542623451901	0.951375444096873	0.94542723376195	0.893763631705152	0.96376917844374	0.955860990083999	0.740603662414884	0.971827595952874	0.871482383194851	0.724480407888921	0.842756753440462	0.938296231606657	0.968998589177622	0.691447778290926	1	0.943835748982322	0.861535524592399	0.934980167298495	0.843702155528326	0.96960169658384	0.953864577453574	0.96728607612762	0.795580210460975	0.947193406186132	0.692848185189947	0.974719289486565	0.917888760538459	0.937846555265042	0.902600286089232	0.920473982204687	0.853860253716282	0.912462217907883	0.912015070989877	0.858267764197658	0.799643145314354	0.846757852350864	0.867219563892165	0.916100701737359	0.295525418474673	0.456059513069444	0.666453592987677	0.87767768242224	0.69104608850735	0.944249459096012	0.959440117927647	0.797768334875978	0.810448356993587	0.810854394144136	0.702890228444975	0.88976040918475	0.910089040537843	0.967068637507183	0.919042988368553	0.891072546279854	0.850816284468293	0.905827002412035	0.650575679009924	0.844963043661937	0.719687760439485	0.960393640098622	0.871033002909041	0.781500932641566	0.892354666003653	0.897610547354569	0.920490063454756	0.912182602173429	0.962856708250779	0.871182092503137	0.850097424642099	0.859544079414513	0.939002476767817	0.936036421288792	0.832032787816398	0.813833107431524	0.908973581598605	0.44924579687306	0.774703741487643	0.495514129229357	0.575206459761936	0.963381922734148	0.943111509868808	0.965126293764397	0.876582157777556	0.798488297195106	0.956005828634307	0.777119627893914	0.923453443925903	0.873987199263911	0.828327088126749	0.48670484924214
TSPAN5	0.956208486199489	0.921528598912975	0.535465378235559	0.718590804637752	0.843218698861821	0.775696152205918	0.680377837734819	0.866311674681289	0.955607670374893	0.951479519664201	0.817853654574214	0.810979363271546	0.915635727531507	0.912829095401854	0.890559202535243	0.907621239714004	0.934711969605865	0.598604416908582	0.853641390974223	0.929578806048915	0.853692516628687	0.921179288849079	0.8996197924952	0.913513089292444	0.883716822157624	0.843038337452538	0.943913011819342	0.920898170256745	0.716356055996272	0.923285346888835	0.861249701319198	0.568660653638073	0.83056408161739	0.940803842754199	0.904993082531521	0.635335548092886	0.943835748982322	1	0.83044814425093	0.867267718728508	0.804885888840108	0.960267285823103	0.919860479981799	0.940329184260986	0.707347152727457	0.931392046716977	0.522204077782142	0.951921578257304	0.892293093551082	0.890317172012806	0.862958325185453	0.881332640239609	0.780457106195092	0.810236217944612	0.877445209085622	0.881537883705523	0.693676677910532	0.731408271056247	0.876126017835552	0.810306871429316	0.194621924024322	0.380741820427971	0.656412662857099	0.869004384025468	0.625620124786171	0.891565731856034	0.911475820560266	0.807547926349035	0.700736945384321	0.829927993783916	0.670577157539772	0.824899841343623	0.879768374075724	0.909179369533814	0.861423333312628	0.921237570863505	0.782955392178352	0.860149705911525	0.589392112487156	0.784394900604071	0.572805671821687	0.876148941937836	0.849947635711053	0.749912123006997	0.865977611058488	0.8729256626484	0.833566791029715	0.863079640188919	0.923653979537555	0.826861454125164	0.804493275440756	0.802413378307679	0.909228577819117	0.875965582676475	0.815109228495198	0.787175922330213	0.886930046126645	0.276446919317455	0.684762302073477	0.362176051324036	0.44682887957074	0.882250369885332	0.935122904340476	0.906057785136584	0.765092965656036	0.685529681608048	0.900876033622584	0.696624481699707	0.958690921707125	0.92666650433976	0.735197570910068	0.472906053617813
EDNRB	0.803108233991948	0.857221393743808	0.253906837012535	0.479099786836969	0.713983282072461	0.816882134608825	0.941363708034228	0.826581623002383	0.820582257194972	0.800997435064745	0.639161945722374	0.792517861854628	0.824716481067482	0.829278842722577	0.664224195259451	0.873511382111816	0.862894627437351	0.631651677056517	0.910546778872131	0.830855418127371	0.813558169894435	0.821027747319006	0.801293113935129	0.894688886123754	0.745844171791709	0.919712337601574	0.847147349693547	0.940040961411707	0.924925177286539	0.805096836146378	0.619500864070686	0.657047538648554	0.89197001987392	0.841470194887032	0.894965592933937	0.325062843195955	0.861535524592399	0.83044814425093	1	0.72716920775278	0.756330914520325	0.786323300492085	0.926012416049402	0.902954206647096	0.644841516289363	0.885598753756213	0.373687024614564	0.845115166844178	0.945398040572404	0.692827057982719	0.864958799457139	0.837625899624072	0.904738105304691	0.803389278433317	0.76138526658313	0.755001795491194	0.703243758576395	0.56168707421856	0.673998125465669	0.80118269450534	0.000777753117466118	0.108140173918442	0.370077131264909	0.80025900274936	0.352577451781559	0.715183960619899	0.800516590932238	0.783012024487574	0.65940691630951	0.771090185212724	0.921088516062233	0.799460935443472	0.82700668766175	0.879753860906066	0.720483532644483	0.823034788858042	0.810419243779902	0.767799100854439	0.338625736332051	0.975631853596788	0.466621480564167	0.876505364624983	0.734553191193011	0.898841630364058	0.891732293018908	0.756814731242123	0.835095234376788	0.948678412150589	0.782927387585491	0.767571082429733	0.862259208221001	0.58611978434088	0.815391535023519	0.842012565614221	0.833169694884535	0.514987008018792	0.897229583619923	0.33443657765402	0.515562716105221	0.126098902865731	0.274949518948391	0.792851525879481	0.731928023479729	0.812474192526146	0.817350266687735	0.762384294052973	0.873692551322514	0.471566622449947	0.775739623518481	0.681881532809978	0.800414260042546	0.490922264042474
