""	TREM2	SORL1	ITGB2	CD4	CD68	PTGER4	CCR1	C3AR1	CD33	CD81	PTPRC	CD93	ITGAX	CD69	ITGAM	LRP1	PLXDC2	ADRB2	NRP1	ABCA1	LAIR1	SIGIRR	HLA.DPB1	TMIGD3	GPR84	TLR1	CD74	HAVCR2	TLR4	TNFRSF1B	TFRC	ADORA3	CXCR4	ITGB1	C1QBP	RHBDF2	SCARB1	LILRB1	FPR1	CD163	AXL	C5AR1	TNFRSF1A	PLAUR	ITGAV	ALOX5	SORT1	MERTK	IL6R	CD46	ENG	SLC1A5	TLR2	P2RY12	TREM1	TSPAN14	UNC5B	ADCY7	ADGRE2	STAB1	SPN	LPP	CANX	FPR3	PLXNB2	NOTCH2	GPNMB	PILRA	KCNQ3	NRP2	TLR7	SIRPA	PECAM1	NCSTN	RACK1	SMAP1	JMJD6	SDC3	APLP2	CD47	CD9	RXRA	TNFRSF12A	CADM1	PTPRA	MCFD2	THY1	CD63	LAMP1	PDGFRA	NCL	PTPRZ1
PTPRC	0.755721110142145	0.827020265236038	0.767845946497639	0.744684335085363	0.678635536970812	0.662113627262407	0.800332134113829	0.841590144049901	0.688033710237443	0.796274828929316	1	0.397984396742934	0.812346031328366	0.748391391863145	0.75754122141332	0.637668161113469	0.846221344445523	0.293788322213694	0.67816292046208	0.458616126007362	0.880662237010739	0.324495674530357	0.776119996840388	0.661783578343029	0.718637590453214	0.689799132717723	0.866063509097934	0.794280748559039	0.66767469538886	0.649742160917555	0.585884957898923	0.665071414664182	0.646658450512289	0.40863239231222	0.294921310063987	0.730942114315907	0.740463741401369	0.812131070457456	0.842210555797472	0.463023405537805	0.794775591517713	0.711579726577676	0.763654613637748	0.598187180837984	0.791387095783385	0.493855129561484	0.721724479425838	0.648559532739046	0.761288654092365	0.546987196128901	0.475416324324418	0.734646936211587	0.780683889501021	-0.0169020942019298	0.62076188197291	0.817610075506885	0.820166913000859	0.773837445769186	0.679828589037986	0.584741080567721	0.116594227079719	0.233367077830785	0.452589571523646	0.501881442151191	0.642816936184199	0.502537599838111	0.296795695568781	0.641370928695799	0.84643517496495	0.549463084219279	0.587612880294268	0.774361661412018	0.282556040448399	0.728043940639215	0.552312187246626	0.534460438171286	0.486997819770157	0.225677076327574	0.471185832967164	0.0189340026129489	0.230593256119105	0.28343812436777	0.0868589945992825	0.295323879267361	0.137787617818951	0.42576412811269	-0.0240778859430012	0.395996418273756	0.35822589305463	-0.0930694529283015	0.454431581334338	0.00517915330873925
CD93	0.452230886722221	0.278432505052814	0.394761308997398	0.330657815427609	0.537516512281224	0.205881107491468	0.174597759430664	0.467458523763494	0.51772124743738	0.488130932970926	0.397984396742934	1	0.149561992114142	0.166193388376329	0.398064466402243	0.288590972782565	0.419311740895765	0.291062104091073	0.231339619839731	0.183926490568582	0.335690174448402	0.245660769284296	0.490849080261612	0.312765114705899	0.207336648393694	0.269608971444279	0.49873740036497	0.387738138416876	0.402196908227806	0.448556997416039	0.197225910253386	0.55153743167475	0.277470051678213	0.147447609534405	0.0953783429592086	0.130395539591846	0.335230371631372	0.351080424634244	0.458301208871955	0.466565514934928	0.416196569185994	0.425684716547005	0.309799380941418	0.268668340603702	0.266619060894106	0.446164133198415	0.244083623677601	0.240191246422108	0.180666801296312	0.310545736985074	0.411978356853343	0.36046083969665	0.312111592926345	0.137410485990192	0.339344263578229	0.151421105353502	0.319562952753982	0.220468794959603	0.0777370987412537	0.459392872734012	0.228687056947782	-0.0116725512900502	0.184620400488821	0.408591970103262	0.354459729932932	0.254646591620974	0.267882578673474	0.322754513671029	0.400378806192681	0.27900427788088	0.220110466945848	0.469829535326293	0.298451316583278	0.354226506308745	0.301134794206325	0.193270159754768	0.00597917829270677	0.0458107499561269	0.228965661922946	-0.189098014109372	0.0260985161702231	0.201189998252902	-0.196406651642683	0.205191150681966	-0.141871151425154	0.0847931588493617	-0.116054244836626	0.15442908130783	0.272215654393351	-0.1949181520696	0.114018649337951	-0.151631400842764
ITGAX	0.66929844515076	0.803328439991215	0.705867799124976	0.733687496234205	0.599310408381698	0.714187365719741	0.759071574615286	0.763756721578046	0.606608064972559	0.728441595177696	0.812346031328366	0.149561992114142	1	0.639297224988422	0.640514890706505	0.658025931107419	0.785117811639524	0.114250147066225	0.603418283523078	0.425370391791203	0.755982582634389	0.226506376095259	0.66007923654714	0.655410780125138	0.664624603780374	0.695190071388894	0.763476863583256	0.80962445113924	0.732137872808693	0.583262071860885	0.580295688748833	0.517405887736549	0.587704126215282	0.537166570109699	0.365643706235866	0.750410390839137	0.670105758376096	0.733503882782771	0.724710277509534	0.356462000307481	0.738524014481163	0.705268782817915	0.785933353570156	0.578037670202046	0.808740052781135	0.406003361558281	0.754759366646757	0.637078448363717	0.823061407135868	0.552772046289592	0.373385148582586	0.697201278518058	0.666220883690777	-0.0555034238168696	0.526964596779257	0.767509126387439	0.748265759504286	0.727063377421764	0.79193939407734	0.568584189784081	0.0804129545703864	0.391170868433643	0.503928835199528	0.413786122620189	0.671502622104569	0.485283165263495	0.18721611902252	0.573121567689881	0.797526884040471	0.445752537347746	0.489050661868725	0.736579847998446	0.23575953483763	0.627746861769232	0.589997518979447	0.58860100086457	0.610176980835671	0.317554726957961	0.540648095068172	0.167600922077256	0.351158489425347	0.245748678301955	0.23187821061544	0.300247266285302	0.325134001398068	0.471203311400358	0.174491048705889	0.426455852491314	0.426305183090521	0.0538109377484606	0.517879636619118	0.154123200015083
CD69	0.501731404689843	0.75047843462068	0.545471238286084	0.464292620501071	0.284912610498653	0.587501054996381	0.559222650828059	0.633145167215194	0.482057287838182	0.406696561270245	0.748391391863145	0.166193388376329	0.639297224988422	1	0.514544613942577	0.353363515243506	0.598551651904631	0.181796900327562	0.34860103781703	0.0569498046371012	0.714523536497885	0.484231108751744	0.699590083655858	0.404935710724013	0.733171908630886	0.586320230020456	0.685249801556216	0.689343674352267	0.424760953886802	0.23458067803067	0.266969547897825	0.456917921740672	0.330051907486225	0.265890607603257	0.382611463160748	0.727286433303546	0.331179250515217	0.725280611780801	0.604657549984627	-0.00861649771640341	0.655554705673436	0.365250998054998	0.587685259894813	0.473691620503002	0.59198157026862	0.593184679527377	0.545431067760948	0.238794848408518	0.622692496091163	0.222379317266244	0.0660945024691264	0.635131833184637	0.464225265773159	0.199467911827812	0.324725880265759	0.739201646465674	0.684550892867615	0.683573480152246	0.768295139603481	0.156169013515612	0.297597866194978	0.0393950747348343	0.285606631170861	0.0539765652582951	0.292447278923358	0.287870939700258	-0.167470390137834	0.418728679029192	0.571839639012299	0.298675302171033	0.544754739546581	0.573213383110278	-0.163855558982496	0.563712085594884	0.546042320333199	0.332835513557366	0.644559810450013	0.0316865194920656	0.17288171180309	0.0440495367972169	0.126415264337212	0.152523179782425	0.0859986116560308	-0.04030600606883	0.104542159201274	0.370174938661854	0.0342986192721909	0.161885635056661	0.0579055754426684	-0.0684001011372328	0.390618769384655	0.0159510834994973
ITGAM	0.750881456570956	0.538888800956266	0.830500381202357	0.733897583343165	0.739969851202068	0.640583758173898	0.530861183535716	0.763731581862986	0.70819175928292	0.729586499590948	0.75754122141332	0.398064466402243	0.640514890706505	0.514544613942577	1	0.465882463384164	0.601505766712539	0.308288321253342	0.627285949174273	0.502047970485985	0.656290217019974	0.357767029947988	0.576693501067483	0.750239706724506	0.485599909907981	0.54660649261435	0.715314076484616	0.727988042254924	0.673415640350027	0.731796820931366	0.430805603753559	0.579464080964161	0.466697926886376	0.477176263326955	0.20913234306502	0.632261272305617	0.610248253560308	0.654315719937925	0.803375907280013	0.44571321224433	0.66404276657138	0.663095658716867	0.570318603642489	0.520528584282648	0.569508873029337	0.336693125657151	0.625173963504361	0.534506901755197	0.587264823959267	0.486091863567098	0.607050909035695	0.561700002969558	0.594370927149701	0.212861912321512	0.663114044564412	0.425119524058918	0.684064570578941	0.543508923179631	0.555853742952074	0.484704669248306	0.136381571070421	0.216601598985869	0.370509299483594	0.458329882648503	0.60178249578068	0.372745008680278	0.475890711516423	0.416748207951214	0.62319528005944	0.383484465494586	0.144389479659855	0.698772282559783	0.263137726315673	0.515793150733989	0.444056811690496	0.416903492556851	0.331460233288629	0.181923047631803	0.404557288434168	-0.0794452274027429	0.208292640371788	0.43856994473725	0.0260216618475911	0.277897275284912	0.0849216267713208	0.248208975996191	-0.00554526871793428	0.399302584853977	0.492969526412088	-0.132754563561916	0.361382776233633	-0.0894124771054083
LRP1	0.418107724886665	0.687829053459354	0.378748413347805	0.520401152694517	0.508948135952472	0.495557202498109	0.70115341775588	0.578669041984708	0.417013465647273	0.805715882550511	0.637668161113469	0.288590972782565	0.658025931107419	0.353363515243506	0.465882463384164	1	0.732424646127205	-0.0735201538860428	0.578451526494161	0.47910136325727	0.635672566240772	-0.0446220803169471	0.507811864682415	0.309610455333391	0.419862860704606	0.510110633725692	0.552022986349798	0.478695728161081	0.498833387510629	0.506653136706855	0.668378560746203	0.446874950926734	0.656699333687369	0.751368680566549	0.673626316729743	0.348827986656319	0.838027597618189	0.596702241846852	0.480740304696319	0.521028863506677	0.56882062213019	0.679352533071272	0.840946758884271	0.331174673508833	0.858555577116784	0.266480372839401	0.815044625933652	0.625707497868814	0.562799410872862	0.652020014085435	0.376918503096024	0.576048124684214	0.720354055256087	-0.470167771483723	0.388304223549806	0.60193738340089	0.569850265394545	0.51722025019589	0.489845642419683	0.614814740529617	-0.138116528254303	0.77752272157086	0.845498567210211	0.550729967811305	0.607954818350279	0.744109347537265	0.319278165876858	0.349075670013392	0.697593670062414	0.432906081044592	0.574734817408372	0.594936348567924	0.442698518883925	0.720388738263678	0.723101797734214	0.801011479868027	0.475570369239448	0.816780495058337	0.866176327237185	0.554651316202899	0.712692835019836	0.496037817233894	0.583798883039285	0.780519968733027	0.660925149854455	0.743411208080081	0.534690249829147	0.754904017855816	0.663797561813542	0.496991422887837	0.79033180313111	0.626372220505706
PLXDC2	0.730258534353244	0.793970966173896	0.714945641810618	0.762497792647403	0.727857193081806	0.708345782917661	0.741170714069957	0.813354154757515	0.713097154857626	0.857227430522528	0.846221344445523	0.419311740895765	0.785117811639524	0.598551651904631	0.601505766712539	0.732424646127205	1	0.354975635642053	0.759715622495979	0.536935686996006	0.869166855396522	0.243110923121584	0.801794499422884	0.608515468270827	0.635665445946765	0.581959226309175	0.863451051987936	0.716759766377305	0.717546038457153	0.726951734964675	0.591390186389652	0.730044067710297	0.612267003987717	0.511679843857319	0.340293746701988	0.670934557303486	0.730802585579135	0.764670278516635	0.778236554747004	0.608268598713444	0.820521797173301	0.823088374752732	0.792355858299683	0.641017507389025	0.808954393460935	0.502547350790291	0.714495661353352	0.734291827422888	0.633792703152451	0.586611074714055	0.571928953826959	0.706608489906707	0.761560168737713	-0.105702518379937	0.647944356126572	0.714113925873372	0.788890656519275	0.775392140141232	0.618610046068939	0.773297761247964	0.149768091650622	0.363174679419489	0.528150231005276	0.675100683573438	0.729559890163483	0.594111497147065	0.342427684981155	0.661203230856053	0.837915759819367	0.724555483777504	0.640564497059547	0.784434247979776	0.390849544135772	0.595671960662978	0.626081944499326	0.644492491765969	0.489249839584948	0.344690462761057	0.607849457355483	0.0666440787062622	0.292484213920181	0.399068811533504	0.0844005125642505	0.436902614440398	0.176541269028812	0.477172373165926	0.0778825126947767	0.447113976894478	0.463290612163276	-0.0314575037533999	0.497630746834829	0.0879223258637135
ADRB2	0.430531149430182	0.0810528374114163	0.476411207521126	0.226084460423113	0.39983728403476	0.222022045280877	0.16358125134505	0.383527611562901	0.542122068872951	0.255233951942922	0.293788322213694	0.291062104091073	0.114250147066225	0.181796900327562	0.308288321253342	-0.0735201538860428	0.354975635642053	1	0.376378620919266	0.0650551278058774	0.315646870804332	0.322662634498373	0.385846597573138	0.363545432800429	0.0844548450257408	-0.162426842012405	0.431691256526137	0.244410156050015	0.237545303389883	0.379084254952652	-0.214374918654928	0.396452611263743	-0.102671361632182	-0.04278802835332	-0.0715584066265268	0.268118144793609	0.125035655739168	0.333767366355234	0.448847634292856	0.235565570437895	0.396983688561603	0.198799109149509	0.132304675375939	0.1608366031198	0.0687337521133463	0.218265090507931	-0.0129535306084211	0.0859349951813649	0.0737820418541401	0.0832053369455331	0.364512463952294	0.172650404897836	0.230580003148054	0.359448011165234	0.330444788199521	0.0554138876210781	0.351523591958269	0.32704650456986	0.00445282600325561	0.174248082749402	0.369537406664541	-0.25689543964946	-0.0637239756493713	0.4682827094604	0.166705434843516	0.0121062911931237	0.327047662832931	0.334414159996603	0.277169960338738	0.499247332778132	0.0906870903625791	0.240612465858352	0.00262273414314263	-0.00954707737640481	0.113467158811948	-0.0532607352702215	-0.0289461645279117	-0.292096778314658	-0.0669930164777905	-0.396275803213463	-0.21832556362094	0.136828604441632	-0.508757819276543	-0.055342561501949	-0.425794501458199	-0.048991611970184	-0.336396445347608	-0.0197061228723897	-0.149035759480966	-0.416894487602225	-0.08474340927988	-0.417563858731818
NRP1	0.64589603491109	0.580104235461007	0.674948500373899	0.764059933523833	0.765838577730113	0.588046899031071	0.672422592123443	0.664182235960772	0.646818276840526	0.798469817424424	0.67816292046208	0.231339619839731	0.603418283523078	0.34860103781703	0.627285949174273	0.578451526494161	0.759715622495979	0.376378620919266	1	0.665167825430315	0.70586869303103	0.00361072749317963	0.545211553709556	0.615925489820771	0.439875219383864	0.365703322163794	0.63862949276849	0.558179918839452	0.543746039659189	0.755331739426375	0.584665845770648	0.530291311433128	0.566041028773627	0.514186448522965	0.234245150406086	0.566317408515428	0.699700296814064	0.573469635060049	0.640847783514421	0.721825180668941	0.583391219782195	0.754847942464851	0.563138999890805	0.57828868252268	0.636599746095417	0.189695596829985	0.612276138832848	0.752772777364476	0.489812214505136	0.578658275809728	0.677692955437989	0.454811063837213	0.683022766735992	-0.186638994990812	0.657516820607115	0.468741071715586	0.616244911699651	0.597967325784369	0.419682476159888	0.74959050237223	-0.016780632491452	0.368498206921315	0.450147576672607	0.70282611346699	0.612206478329689	0.61744071372837	0.633202666145286	0.530475231931072	0.664361326551759	0.733719746203793	0.300809453105789	0.587610078512367	0.45778399188394	0.368778356077548	0.400315376695796	0.574491415056448	0.290049253746594	0.341842537623249	0.590185136532651	0.0581059916682619	0.258415984626635	0.494483798323842	0.0954568594571033	0.501217667446847	0.134461385677188	0.379353039030991	0.0384053216411521	0.469787735730176	0.494102428899673	-0.00960957730516314	0.400327103132576	0.0373855587787542
ABCA1	0.374841429743332	0.34057358075333	0.405369268323115	0.677624348357065	0.652319580453765	0.590859401947296	0.552740224603284	0.439160126152148	0.327163113606661	0.643021347348988	0.458616126007362	0.183926490568582	0.425370391791203	0.0569498046371012	0.502047970485985	0.47910136325727	0.536935686996006	0.0650551278058774	0.665167825430315	1	0.509904040142495	-0.278096586318749	0.172833793364401	0.499576825173642	0.21977575918469	0.364220518047677	0.301744153829747	0.300918564735107	0.375762135686377	0.646052491118307	0.785077879722867	0.242722124206154	0.668710991214289	0.369727533888976	-0.0804173652576265	0.256804463378198	0.675479859299282	0.253733451605673	0.413464947473899	0.784659665875728	0.215832101171959	0.762919922699114	0.272091831723218	0.686144373997939	0.485396079553371	-0.159153158544863	0.464535005525798	0.797316181586002	0.337558930307796	0.429268551218936	0.6267945389272	0.136516815443327	0.595597115929459	-0.279915627705928	0.577542818528546	0.23366144162164	0.400102550848199	0.243393383549902	0.279586697445456	0.70329775007342	-0.413246402611959	0.328535747588249	0.339636301969625	0.619080399209627	0.542612746530164	0.427550614312788	0.725537682812836	0.425152419291523	0.44299685840349	0.601384433528504	0.0894085842260648	0.481605101897993	0.63595337249653	0.145942995070404	0.0190547108494264	0.407803284368733	0.0629951111628052	0.317916465320234	0.533300832263581	-0.0340901461908778	0.151908184767024	0.253401525637004	0.144072887327867	0.479918687567014	0.10734143394199	0.123358345061202	-0.0922358344077785	0.289285847474587	0.590080229382913	-0.04742952980956	0.14740576457404	0.000804034890912517
LAIR1	0.690592918794577	0.786608927839018	0.691977421949655	0.737747984558623	0.615235767894825	0.717870098594203	0.809015613948822	0.768006466176011	0.628346482378046	0.779861891928036	0.880662237010739	0.335690174448402	0.755982582634389	0.714523536497885	0.656290217019974	0.635672566240772	0.869166855396522	0.315646870804332	0.70586869303103	0.509904040142495	1	0.21046868801431	0.69884001417684	0.636991185486717	0.72070147234796	0.594808780428984	0.796908267690334	0.717530061274003	0.617189806561726	0.613240668218301	0.61634890374939	0.662586411585671	0.580792505462867	0.425050154642566	0.318966408949132	0.694382411640602	0.656777991396128	0.780730945364368	0.789815733996109	0.464382827865749	0.764138124798548	0.723368916625555	0.692770700831344	0.672688502769199	0.789097386152327	0.426454697360749	0.726949623530648	0.624210852152782	0.659991715832489	0.557556174701506	0.471961719759952	0.639504693875612	0.730468116196839	-0.0205633522973746	0.606144986048984	0.769129589250496	0.787528487902036	0.803936072900083	0.643866024544701	0.611846106046336	0.0692973408781498	0.297550548383063	0.478831783733829	0.528780129364955	0.609876115179593	0.572439613132107	0.291655640895837	0.612353897211516	0.795325594327762	0.68585084930195	0.589819935044212	0.743468865955951	0.215336265450542	0.637173136134975	0.536830632530723	0.555573549515168	0.544763270336201	0.289953410833511	0.544135577680725	0.0811008871172941	0.242218824477886	0.362668981959264	0.143479653059442	0.299260810337304	0.200202384450828	0.497662284852952	0.0370180049224998	0.402530279440378	0.413942671995425	-0.0429125494931147	0.466853594304128	0.092571461280899
SIGIRR	0.373830548317868	0.252719862930358	0.398533971607135	0.133516658970327	0.145037038775865	0.149540730463918	-0.0927805477487912	0.375638386409611	0.319887120508426	0.104665256502506	0.324495674530357	0.245660769284296	0.226506376095259	0.484231108751744	0.357767029947988	-0.0446220803169471	0.243110923121584	0.322662634498373	0.00361072749317963	-0.278096586318749	0.21046868801431	1	0.520454131007518	0.268193979799651	0.297233578734584	0.255665761063932	0.475908369458554	0.428781697575596	0.317800740109059	0.192050987249748	-0.207582324881737	0.347986988042374	-0.144149645987812	-0.0168783237894245	0.0278222592381502	0.386215310447196	-0.0618470777301516	0.30006720549102	0.384787887302298	-0.171180982001469	0.423526889631832	0.0276524934478901	0.248287353550584	0.0501815389505438	0.0514228042147736	0.560267758135898	0.0443401730198911	-0.083493547267502	0.179004905933596	-0.0829355831943252	0.141094372808285	0.327201868017694	-0.0747090224184623	0.500052180561628	0.219883998227341	0.212603996253081	0.270478772635437	0.262595123408966	0.303095831829658	-0.0269743207801609	0.587225313648434	-0.28943346548721	-0.185012045267267	-0.0934732572714692	0.0969801725699954	-0.144664660552256	-0.242896365859574	0.188114833253013	0.175569544675712	-0.0858660868775639	0.187604738090923	0.219836356702055	-0.130551927650897	0.196401334940046	0.297326355878965	-0.153966915770356	0.247320684674865	-0.29581423621062	-0.260486686751986	-0.312888296016415	-0.22611114793204	0.158332195027008	-0.313957721807914	-0.304007101687075	-0.233799439822337	-0.0779782136819974	-0.157902839930803	-0.123554685906913	-0.190455810765058	-0.33851862299512	-0.0394553258711891	-0.341075786957608
HLA-DPB1	0.760747684007748	0.795686364847766	0.738699063521225	0.556135018127286	0.617745076560663	0.488236022522821	0.479362342526669	0.757201554547579	0.723002725177947	0.672957377986291	0.776119996840388	0.490849080261612	0.66007923654714	0.699590083655858	0.576693501067483	0.507811864682415	0.801794499422884	0.385846597573138	0.545211553709556	0.172833793364401	0.69884001417684	0.520454131007518	1	0.491302811690871	0.537365922823636	0.578598733187581	0.932650534780676	0.76407556581574	0.704601053065779	0.544786259018314	0.230638145939586	0.785956429896561	0.434291209250139	0.356479645081845	0.360806933275767	0.730064602594651	0.470513945392221	0.815923721328596	0.749870532543703	0.348380293683344	0.839312973622376	0.562562991119961	0.743095558525248	0.426138197372278	0.617543071179045	0.747501184758615	0.57013259867607	0.41503488284243	0.641775618798101	0.455571324750296	0.431077826203845	0.785967216761116	0.558172195116013	0.146058852935437	0.525715993654396	0.607053801012226	0.713338189374	0.732047044460375	0.59771003834547	0.512862943876898	0.392643112106525	0.114656301682591	0.378089845143177	0.478895680200825	0.570668426666941	0.468372165469511	0.0621572594028484	0.510517843194	0.699672694143677	0.399622054067557	0.582655931860551	0.705274767502042	0.101912962284295	0.551113120403474	0.709318984173165	0.484920575197441	0.371158205615331	0.119120228637965	0.352791474089391	-0.0280123956637795	0.194704161168846	0.313724223213341	-0.10970509977052	0.225021586628779	0.0040524321469997	0.418279106574362	0.00193167306853446	0.343382295265819	0.195150818774086	-0.134179521409467	0.438066583468434	-0.0518438198550306
TMIGD3	0.86138070714198	0.452514677724352	0.880846723407271	0.830693743555177	0.794986495431459	0.715761057369095	0.54119998603749	0.800808698007296	0.743826966393928	0.704986149668948	0.661783578343029	0.312765114705899	0.655410780125138	0.404935710724013	0.750239706724506	0.309610455333391	0.608515468270827	0.363545432800429	0.615925489820771	0.499576825173642	0.636991185486717	0.268193979799651	0.491302811690871	1	0.565255467675953	0.478996704405716	0.716340323280398	0.77063575312623	0.758747360076941	0.768734523446684	0.400811098726809	0.628327555976328	0.252479410735979	0.395875536501177	0.0338681278622943	0.699817494339776	0.460028077594053	0.555835776582441	0.853658005946164	0.382756224349794	0.716532053695763	0.701826789887384	0.412037893225387	0.661214108350731	0.529984643961455	0.192426066581616	0.56930002935473	0.597128939019984	0.607635162999044	0.434850468181339	0.71915947990912	0.519004037658	0.464850760902747	0.306900213439155	0.829143229776075	0.390763469534223	0.707465325825712	0.601623972704304	0.531249340400869	0.568812543026132	0.143448631028238	0.170189207230371	0.21842303451758	0.474533061580077	0.711808054368124	0.301348752768019	0.486222345312254	0.514660684917753	0.580310945465469	0.475070033109163	0.00398281983967818	0.71194479316855	0.208820396444855	0.417403129622554	0.373222498601093	0.348720753993664	0.331641594440459	0.0475653795417227	0.341251596537745	-0.175357171197638	0.0696686005298413	0.349053672256015	-0.0532455036543598	0.091464355762749	0.0343513078716844	0.172076390390878	-0.114948757530826	0.284721818903518	0.473125380308769	-0.245018988488882	0.23981312798438	-0.210169967364705
GPR84	0.582748840090868	0.661606439920695	0.56382710525783	0.582899092716347	0.425675025538321	0.66517429254466	0.676776492354288	0.636200219900212	0.48343546418993	0.539262247029835	0.718637590453214	0.207336648393694	0.664624603780374	0.733171908630886	0.485599909907981	0.419862860704606	0.635665445946765	0.0844548450257408	0.439875219383864	0.21977575918469	0.72070147234796	0.297233578734584	0.537365922823636	0.565255467675953	1	0.583011557755661	0.657518645293803	0.722263159913632	0.453165951838175	0.389354887893239	0.466850939868631	0.48904432344801	0.355442499777608	0.33155226080818	0.26611696637901	0.608832650648128	0.420773835332277	0.592150848523044	0.646861655498561	0.180629217250023	0.621991554903618	0.528672675236764	0.556273876490828	0.611630026564037	0.665191925976917	0.403420521344429	0.645452923558257	0.497808114324169	0.632246419915622	0.369885595720761	0.211405320292737	0.552940663594132	0.526229124453876	0.105011575940789	0.428448499001027	0.704812464141069	0.671702472826151	0.674654553957182	0.691556990969635	0.406779045558387	0.176755769187876	0.207352810642303	0.330522270618495	0.159520981748794	0.503085035947719	0.340808790947386	0.0232377044456182	0.646199818939769	0.6510705840776	0.384959685004204	0.411334346977379	0.652130828095743	0.0331735873030805	0.595899597777497	0.467969954610675	0.415911649383913	0.668199225688487	0.211485640972716	0.355370817950749	0.123137417535633	0.197448820898545	0.141994910339517	0.221333550459752	0.0574401145118434	0.227256046402331	0.391792873688924	0.041079075863218	0.251660118453829	0.242743371603437	-0.00278771873750414	0.414160503195498	0.0844502577146847
TLR1	0.520139727074557	0.697354228942195	0.541243717868829	0.628413816826439	0.460602300679716	0.571451442186436	0.499581537053778	0.564118638381923	0.386289065140324	0.563224239903357	0.689799132717723	0.269608971444279	0.695190071388894	0.586320230020456	0.54660649261435	0.510110633725692	0.581959226309175	-0.162426842012405	0.365703322163794	0.364220518047677	0.594808780428984	0.255665761063932	0.578598733187581	0.478996704405716	0.583011557755661	1	0.63609976729457	0.65510827602601	0.64220913019464	0.384176081161557	0.590180858470502	0.439087093624405	0.629503702934957	0.374401942241957	0.246734979488505	0.643528694842976	0.501630186608008	0.560835632087551	0.592923885618395	0.272105129492988	0.534319768882746	0.610178617028979	0.591171457223156	0.575794961490021	0.663061928278178	0.343904555767052	0.631050754359406	0.546299566504436	0.664569689885913	0.422222774489372	0.264656193129577	0.618661504943275	0.532313506110195	-0.0698485530998422	0.472888924263756	0.633403774495794	0.578175105146587	0.537064137903132	0.76984187355721	0.434301751228875	0.0169510962112141	0.277119102857584	0.392434705879703	0.180541526513576	0.55696562428982	0.407565361163837	-0.000656499082719471	0.404219644757163	0.572362104481236	0.196468453805795	0.41927685225577	0.676011890880131	0.261349929909466	0.469650022395047	0.457462887500144	0.491462004868899	0.417613678979245	0.229580855161831	0.398616195075935	0.121288880330481	0.266360758887598	0.130129392957968	0.191535302404705	0.210744750144559	0.230642532718089	0.287110444879742	0.104514218865046	0.286349087217778	0.48256315815049	0.028963815600887	0.39405272751528	0.104381593877372
CD74	0.904831547105205	0.783774237437226	0.885724832859295	0.724835023673802	0.748405553384921	0.64754553952447	0.599112790679457	0.87948854848464	0.847878284261575	0.806160586449911	0.866063509097934	0.49873740036497	0.763476863583256	0.685249801556216	0.715314076484616	0.552022986349798	0.863451051987936	0.431691256526137	0.63862949276849	0.301744153829747	0.796908267690334	0.475908369458554	0.932650534780676	0.716340323280398	0.657518645293803	0.63609976729457	1	0.878381374637141	0.816125266510989	0.704717633574885	0.328125933732816	0.853573732712666	0.450340335029168	0.44083567889118	0.339471129947751	0.770816713901417	0.567566483504756	0.865747663247884	0.907537959051406	0.404308429217276	0.928904620380817	0.705151742164183	0.772297350167742	0.564488865601352	0.72321328456511	0.646960275244964	0.686482020037325	0.546246581026516	0.737173592497639	0.565362707109443	0.568767815128068	0.844230029089684	0.648302379453154	0.199516823500225	0.689615070436058	0.656114275594004	0.818192808740744	0.832436457315555	0.648699972042946	0.616227240995213	0.335371015984818	0.193659498605394	0.439196476314306	0.545669972636837	0.743315749437782	0.475821555265201	0.203494513270292	0.616666155972027	0.806988873713105	0.490233112153711	0.494748895358424	0.83283487279677	0.148249535639125	0.64119952549353	0.710891663832975	0.550434334475358	0.443305648198659	0.171737281538116	0.456344348447323	-0.0162910553783452	0.246552266129847	0.334377139797973	-0.0483463376448781	0.244969166872067	0.0661843437870332	0.436925504001355	0.010127187482054	0.4298403486842	0.355171135097646	-0.126341649408821	0.483032278482237	-0.0507036746111958
