""	CD3D	CD2	CD3G	KLRD1	CD247	KLRB1	DPP4	F2R	CD8B	CD8A	CCR5	CXCR4	ADGRE5	IGF2R	LAG3	SELL	TFRC	CLEC2D	CCR6	TNFRSF14	S1PR4	PILRB	CD226	CD4	ITGB1	GPR171	CD69	PTPRA	ITGB2	CANX	CD44	SORL1	PTPRC	TSPAN14	SMAP1	LPP	CD81	PTGER4	NCL	LAMP1	APLP2	CD74	SLC16A1	CD63	PTPRZ1
CCR5	0.527891818941496	0.690932945151333	0.628611638895326	-0.039402266488301	0.6443334311157	0.548639541553465	0.676880601016056	0.248953775617345	0.00543102295496679	0.0813504071631202	1	0.645261658587792	0.607906551280787	0.365561442786694	0.33576502106408	0.380945459224229	-0.266417966382684	0.784783137646505	0.50066130368535	0.472377532727891	0.551798643950079	0.00238261673894014	0.753270365413109	0.522285501298881	0.591103884093939	0.606337740969864	0.453898830936033	0.187217698811711	0.313233206873149	0.102058499149122	0.390094255625545	0.77159016925631	0.690816071194988	0.592993271537274	0.130808043774949	-0.0102174964962742	0.135506981688996	0.603839560891262	0.0387926863859382	0.14514245350505	0.0465449967011985	0.280331680786608	-0.116605352656717	-0.0835324775261788	-0.165743499090612
CXCR4	0.643123135490301	0.812635457477808	0.798706069181268	0.24692753417214	0.801282176197759	0.612589876889221	0.514174987016277	0.488496092528214	0.290831765508278	0.254202786474298	0.645261658587792	1	0.699773965638157	0.140835483505257	0.57493884102542	0.43250404715555	-0.410785223659667	0.800141691386987	0.493893353145915	0.626572280501348	0.686872692196804	-0.166699731558522	0.8003748685621	0.440710979975922	0.612749188302947	0.804203982725344	0.919524669111065	0.0307927778614279	0.144992350849211	-0.1281482023104	0.391608285264038	0.634976002500392	0.835404061774253	0.516168050034695	0.226542974997697	-0.243555188263619	0.0636558793100625	0.777811918328635	0.0721984412135057	0.0289670179100282	-0.205363532677192	0.0977018718493117	-0.305038773138194	-0.242336580459736	-0.300253484823849
ADGRE5	0.714122828224528	0.819811315482532	0.86019360681616	0.264292105275994	0.725648017529306	0.541985270479836	0.564786152224891	0.639383735235786	0.415873368172254	0.346279174095257	0.607906551280787	0.699773965638157	1	0.366068127113944	0.660466049855546	0.390002384144351	-0.298932719270968	0.738384386022182	0.408602372786838	0.580704581028546	0.589617056444332	-0.0507763122594364	0.659096766327959	0.464032310073634	0.653195130977662	0.568031288935414	0.759423193769378	0.224220706482977	0.125376894937953	-0.0568164292647358	0.328062519568671	0.617229284753074	0.776785901236941	0.472929004910898	0.22274717748942	-0.0744151151318829	0.0572160222265541	0.711808419647907	0.12457956881172	0.0544854178619701	-0.123459517400357	0.166187521259819	-0.118780732079042	-0.220495643944264	-0.182209372023746
IGF2R	0.480485125962162	0.34882554793027	0.375597989655872	-0.346694946878247	0.329345361709803	0.467237964784515	0.520557660376633	0.074112098782562	-0.27608860493872	-0.295192577230291	0.365561442786694	0.140835483505257	0.366068127113944	1	-0.0318160817284632	0.481634210188623	0.371081240076129	0.377775112148645	0.458905976380637	0.738427117541461	0.41491954258809	0.107281695903277	0.267942429953185	0.836201239237108	0.825091974985351	0.307339276285361	0.161386642198509	0.643849533482366	0.6152461493014	0.761926733733826	0.794794631159892	0.71772910581514	0.403299917008025	0.754598665209931	0.67007426429464	0.763602575479195	0.74610691459758	0.486909790309979	0.508565175311118	0.676508049381336	0.74677889151949	0.653828561626186	0.345310725778424	0.58264021119936	0.411812496613005
LAG3	0.337208222586519	0.59965243002716	0.565892961322015	0.459031751579341	0.565223970234982	0.14869769087747	0.155006214729852	0.659655426663915	0.814839861987512	0.731658121121787	0.33576502106408	0.57493884102542	0.660466049855546	-0.0318160817284632	1	0.00553988531548364	-0.320563228333898	0.476724849472122	0.078116955606586	0.185965019453492	0.300904895986172	-0.149200169121581	0.550778980853641	0.0678813812062567	0.355759248001069	0.373077151212098	0.602572818595909	0.0528598930118183	-0.0441087475274541	-0.184543261403894	0.0523236637664594	0.247916255176287	0.549801036138612	0.232013431433599	-0.203519486402187	-0.311330414522543	-0.114350701837831	0.298070484923015	-0.066425825334476	-0.0170688850281359	-0.290767221481768	-0.0799262952591091	-0.195602164736467	-0.335562800800771	-0.209535256970457
SELL	0.884263865509476	0.710688657000501	0.716546767602037	-0.419025626805029	0.74245950632675	0.950904617539907	0.891717422786152	-0.112823206100845	-0.33593601051178	-0.287489038665193	0.380945459224229	0.43250404715555	0.390002384144351	0.481634210188623	0.00553988531548364	1	-0.19842032192807	0.730187627285488	0.970547922024415	0.721419585236582	0.856804448004783	-0.107719835274252	0.643276567938212	0.755806809502862	0.432300112794698	0.788777947961594	0.408674214344008	0.238095629995231	0.0325153361615991	0.058286653335858	0.46032291247925	0.507680532217894	0.746344489149742	0.287756931167386	0.591199985433246	0.13240533759104	0.184260587911499	0.803783360802108	0.0947899196091589	-0.0931598154488565	-0.0366780943474333	0.138360750668997	-0.105139079773468	-0.0466166325165193	-0.142671950407632
TFRC	-0.277520384471966	-0.386870421716838	-0.366887056984557	-0.350597620290035	-0.372952034928894	-0.232640539704297	-0.222874319527006	-0.145212478542513	-0.338128225292773	-0.38024135601825	-0.266417966382684	-0.410785223659667	-0.298932719270968	0.371081240076129	-0.320563228333898	-0.19842032192807	1	-0.4345599973576	-0.203302685578726	-0.0750970500916399	-0.283922331742622	0.0804481444929626	-0.406152048821482	-0.0206159002451654	0.145182985325815	-0.329777380248881	-0.342136211831186	0.710648212467916	0.0904963227296655	0.688166279441782	0.339473404752822	-0.116634772647849	-0.421395726702902	0.00591967291497717	0.505301090234165	0.629807793421136	0.708396911529376	-0.235350275809124	0.816874530763628	0.399082790024252	0.579045355878538	0.0951344426012279	0.897194103666667	0.817904507629339	0.81218009817108
CLEC2D	0.868006665973537	0.943935870713818	0.911029612575101	-0.0123172622513708	0.939888065333474	0.831354604855929	0.835715643892902	0.37412286578249	0.132119369999619	0.149577758762425	0.784783137646505	0.800141691386987	0.738384386022182	0.377775112148645	0.476724849472122	0.730187627285488	-0.4345599973576	1	0.784779550905301	0.694014386779267	0.884963250373458	-0.0375897416978592	0.919354136910463	0.660940003692869	0.61707703689938	0.895277293429784	0.715088269508768	0.181473121176589	0.108428392392556	-0.088125341253642	0.399898728414615	0.749618560446927	0.968963575128642	0.540691282533396	0.258841669243955	-0.0876161883553891	0.0329049458191418	0.871146417963374	-0.0188649986392163	-0.0158848773367921	-0.169136245243771	0.155741321440958	-0.26275970622678	-0.283416400371184	-0.294301105172006
CCR6	0.900471379123891	0.779123400177477	0.758620321011864	-0.479696366452726	0.80748478065137	0.974496730283887	0.942532164064936	-0.13020535910863	-0.334853423108098	-0.287277157482025	0.50066130368535	0.493893353145915	0.408602372786838	0.458905976380637	0.078116955606586	0.970547922024415	-0.203302685578726	0.784779550905301	1	0.679223255160353	0.90128304306185	-0.209659707910809	0.730626928159731	0.75110646344482	0.446024828070147	0.85344672373865	0.431694744211954	0.255868277057967	-0.004550660524134	0.0675399723471356	0.461980702223648	0.558538837745463	0.78327038609953	0.294585215872567	0.579924102162518	0.0712561896467138	0.185004472017818	0.830290121763565	0.114349630766618	-0.0999111095987792	-0.0685780949030844	0.0852656659643463	-0.0898809606241748	-0.054375242290643	-0.154573435038201
TNFRSF14	0.744605890585272	0.670025282931349	0.702239456618705	-0.0966402820724157	0.676261873986332	0.743958172507617	0.689515320613229	0.224757506812122	-0.0846041818226677	-0.089165627790784	0.472377532727891	0.626572280501348	0.580704581028546	0.738427117541461	0.185965019453492	0.721419585236582	-0.0750970500916399	0.694014386779267	0.679223255160353	1	0.705415925128677	0.0380297676405333	0.603121844811666	0.913694191537689	0.853106998774742	0.683415586433894	0.620905569684372	0.310114663588535	0.553576119066527	0.431948744593595	0.809765721484425	0.749712377310493	0.759235254633063	0.732476834310152	0.601842367200283	0.341803302068091	0.484457457603496	0.799123579992846	0.300753169739582	0.487394919955587	0.405249890118474	0.490930022468585	-0.0962849710477015	0.255644783359141	-0.0452096830282185
S1PR4	0.952587847643126	0.903305175958479	0.893987853416387	-0.303576730819785	0.941282464154063	0.932940110947256	0.869756861378354	0.179720080673042	-0.109528519693453	-0.151310999226751	0.551798643950079	0.686872692196804	0.589617056444332	0.41491954258809	0.300904895986172	0.856804448004783	-0.283922331742622	0.884963250373458	0.90128304306185	0.705415925128677	1	-0.287130972988331	0.810494350400966	0.716849445467984	0.551577034446512	0.965919448975806	0.688051241261448	0.245260934108243	-0.059914978070634	-0.0206318676534662	0.455838882104779	0.6494671583433	0.906260531840929	0.388932477842722	0.500255981096446	-0.0451560519785702	0.0923858699430306	0.943397395504009	0.135145958048676	-0.0446443875897754	-0.155010528633829	0.0149434534428936	-0.167902837127968	-0.186608608855302	-0.222911797743836
PILRB	-0.252106982640952	-0.238670489902565	-0.241492868160973	0.512385495184869	-0.258197494217054	-0.261493687605009	-0.199652193925377	0.237001166905441	0.214972836664231	0.412199934787209	0.00238261673894014	-0.166699731558522	-0.0507763122594364	0.107281695903277	-0.149200169121581	-0.107719835274252	0.0804481444929626	-0.0375897416978592	-0.209659707910809	0.0380297676405333	-0.287130972988331	1	-0.152271358078554	-0.0861160831519577	0.0475517046033137	-0.291576101756218	-0.289328610687217	0.145674085872122	0.375167366803493	0.0954242987016582	0.0411492412363001	0.00464807825033404	-0.0901021219277171	0.24774114072225	-0.220860243063595	0.349324933126117	0.166015238867504	-0.287013255706746	-0.1139309660111	0.170057506920254	0.266051119842716	0.349570938306294	0.0852413591628042	0.152238115953533	0.211625145802314
CD226	0.776335026246461	0.916015208325853	0.859938103287294	-0.0335464075392814	0.917779089165101	0.756940219366542	0.756275332096935	0.287918421881084	0.14537521978948	0.193400798607525	0.753270365413109	0.8003748685621	0.659096766327959	0.267942429953185	0.550778980853641	0.643276567938212	-0.406152048821482	0.919354136910463	0.730626928159731	0.603121844811666	0.810494350400966	-0.152271358078554	1	0.57115869689669	0.548649574532582	0.858981663078369	0.653479130555645	0.167467175105972	0.0716394620981471	-0.0839498091710026	0.339154602348068	0.67737112323458	0.912112513164024	0.461310829171954	0.226607659691289	-0.195019860946749	0.05037689737384	0.792182087395445	-0.00676257825634629	-0.0535662642466478	-0.210149592938261	0.0998508059762822	-0.22223514314918	-0.259115704647954	-0.304045129508403
CD4	0.739229318087942	0.62867584678699	0.633394621445818	-0.381708037751132	0.638477101022003	0.766951179458723	0.784557249020262	-0.0165060727162501	-0.281641984903151	-0.284410893775956	0.522285501298881	0.440710979975922	0.464032310073634	0.836201239237108	0.0678813812062567	0.755806809502862	-0.0206159002451654	0.660940003692869	0.75110646344482	0.913694191537689	0.716849445467984	-0.0861160831519577	0.57115869689669	1	0.802889121479761	0.648880363314545	0.415688356926412	0.32977614403122	0.560479910843757	0.533927220021758	0.801160038108714	0.802383247383688	0.692586569218661	0.70808841245643	0.625318352099961	0.404223911494204	0.501694813365452	0.754249870572967	0.295477240701448	0.515392807148805	0.489569472774574	0.542929025151558	-0.0548812366333898	0.309807996512066	-0.0370591847509772
ITGB1	0.583228161210015	0.612072118961782	0.631965762586527	-1.35640128254766e-05	0.585440653549711	0.526932817531877	0.531653720203401	0.422551060973434	0.0737790226366036	0.024751603064369	0.591103884093939	0.612749188302947	0.653195130977662	0.825091974985351	0.355759248001069	0.432300112794698	0.145182985325815	0.61707703689938	0.446024828070147	0.853106998774742	0.551577034446512	0.0475517046033137	0.548649574532582	0.802889121479761	1	0.551802344393583	0.595736252663034	0.531575042095152	0.636770733979297	0.600935333568092	0.859455761823786	0.864604025307606	0.675281943337457	0.879484288577869	0.567659806327516	0.466277480660478	0.663865899333288	0.671060565821528	0.489091555445796	0.656959161448512	0.554756273077056	0.583299383081719	0.139427373034454	0.407016299632653	0.209018132345493
GPR171	0.89363622813568	0.903893514931346	0.884260917993423	-0.190716960310492	0.95149013475504	0.898170399790342	0.819944375509561	0.236449752426697	-0.0274458311450876	-0.0566867082832917	0.606337740969864	0.804203982725344	0.568031288935414	0.307339276285361	0.373077151212098	0.788777947961594	-0.329777380248881	0.895277293429784	0.85344672373865	0.683415586433894	0.965919448975806	-0.291576101756218	0.858981663078369	0.648880363314545	0.551802344393583	1	0.761909443987431	0.190290341624995	-0.0431742669519978	-0.0593793393653519	0.463118227057347	0.640546744215233	0.920490970287511	0.400864420201773	0.429398303364835	-0.133234643596117	0.0777226762385064	0.922739098792537	0.113002150560757	-0.0513770001447196	-0.200387023888884	-0.0251238323602543	-0.217419684920955	-0.206303304639496	-0.256101272047318
CD69	0.686611839143317	0.78829672563009	0.825287865245731	0.237160086860552	0.781560431703336	0.590203902193153	0.453276587706424	0.603932014812061	0.348907355395593	0.208106979260746	0.453898830936033	0.919524669111065	0.759423193769378	0.161386642198509	0.602572818595909	0.408674214344008	-0.342136211831186	0.715088269508768	0.431694744211954	0.620905569684372	0.688051241261448	-0.289328610687217	0.653479130555645	0.415688356926412	0.595736252663034	0.761909443987431	1	0.0652601119907123	0.020196593864238	-0.154066174595755	0.363476619480138	0.526488714223776	0.787665553959742	0.420708623609719	0.277435702560518	-0.21506673326287	0.0145964328036348	0.800608095349676	0.148300315235644	0.0189908458470136	-0.236653963995862	0.00837274019448335	-0.256846814872419	-0.263524396307	-0.252240171620793
PTPRA	0.271690136666696	0.211658095195304	0.218535502023861	-0.293408647655936	0.210970110663908	0.252242003070613	0.279311411180174	0.236561451301259	-0.161586443525906	-0.189270432545482	0.187217698811711	0.0307927778614279	0.224220706482977	0.643849533482366	0.0528598930118183	0.238095629995231	0.710648212467916	0.181473121176589	0.255868277057967	0.310114663588535	0.245260934108243	0.145674085872122	0.167467175105972	0.32977614403122	0.531575042095152	0.190290341624995	0.0652601119907123	1	0.083743352933465	0.608927962658797	0.523735300816951	0.33510155767236	0.184079480200583	0.344012235303354	0.659974964932063	0.72081267832503	0.777062378607181	0.27369455099758	0.704763936772034	0.340366386997936	0.462946851543276	0.15456632052678	0.850987964562782	0.635727671258445	0.820468312957052
ITGB2	-0.0271732927819591	-0.00396026925440726	-0.00567372713555975	0.138640488231275	-0.0359663316836261	0.00486062293552121	0.07167205639173	0.0232888308175239	-0.0240060241568808	0.0619791363577754	0.313233206873149	0.144992350849211	0.125376894937953	0.6152461493014	-0.0441087475274541	0.0325153361615991	0.0904963227296655	0.108428392392556	-0.004550660524134	0.553576119066527	-0.059914978070634	0.375167366803493	0.0716394620981471	0.560479910843757	0.636770733979297	-0.0431742669519978	0.020196593864238	0.083743352933465	1	0.65427504544236	0.633299225793488	0.571509389614441	0.136282358031166	0.778779395577391	0.14162826429212	0.472091879761236	0.552106080758618	0.0634711012865129	0.147541735091781	0.789407885335409	0.789085032081798	0.856235699071581	-0.0961545037684526	0.490325636502372	0.0647523789504905
CANX	-0.0161772481713583	-0.0977093015919634	-0.099446670017401	-0.352379811746604	-0.0921635482923894	0.0398085450604202	0.125976674513889	-0.143846349215057	-0.319701502053548	-0.323622234261022	0.102058499149122	-0.1281482023104	-0.0568164292647358	0.761926733733826	-0.184543261403894	0.058286653335858	0.688166279441782	-0.088125341253642	0.0675399723471356	0.431948744593595	-0.0206318676534662	0.0954242987016582	-0.0839498091710026	0.533927220021758	0.600935333568092	-0.0593793393653519	-0.154066174595755	0.608927962658797	0.65427504544236	1	0.793814020790025	0.385263428438947	-0.0561700615628428	0.504397112348525	0.573419252271119	0.739536223362347	0.883238173140098	0.0371613722467111	0.663000958132127	0.866941693275251	0.945388917118213	0.482134645324358	0.533814130356807	0.933910452520394	0.562809795721804
CD44	0.456363016804653	0.381446669505917	0.403641997485245	-0.191664907355493	0.400052468266647	0.492809857041913	0.508252140908218	0.121639501512196	-0.17836125787561	-0.199152753499539	0.390094255625545	0.391608285264038	0.328062519568671	0.794794631159892	0.0523236637664594	0.46032291247925	0.339473404752822	0.399898728414615	0.461980702223648	0.809765721484425	0.455838882104779	0.0411492412363001	0.339154602348068	0.801160038108714	0.859455761823786	0.463118227057347	0.363476619480138	0.523735300816951	0.633299225793488	0.793814020790025	1	0.680000903388685	0.468961736115848	0.677977121006716	0.688149563641546	0.52150118217691	0.770795815618981	0.520710773388032	0.611079069166284	0.762160001357619	0.717290296102676	0.434148122289607	0.226801759758185	0.676142571040723	0.25694209664253
SORL1	0.629987504305583	0.678244601527875	0.662421352450033	-0.107594538906902	0.646059639145329	0.607574776971384	0.650420804429182	0.260062500563674	-0.0764086245291754	-0.0800825110737607	0.77159016925631	0.634976002500392	0.617229284753074	0.71772910581514	0.247916255176287	0.507680532217894	-0.116634772647849	0.749618560446927	0.558538837745463	0.749712377310493	0.6494671583433	0.00464807825033404	0.67737112323458	0.802383247383688	0.864604025307606	0.640546744215233	0.526488714223776	0.33510155767236	0.571509389614441	0.385263428438947	0.680000903388685	1	0.743312269330534	0.866089257469047	0.436145521620365	0.285625382318967	0.439363836984309	0.717497770694618	0.250104087008093	0.46721430073696	0.376447531458514	0.603014738102927	-0.0690466188129627	0.156625945252932	-0.0292196177086199
PTPRC	0.907006349065763	0.966952173964032	0.954999809893608	0.0418470486716932	0.967902864021842	0.842288643201033	0.807103364656623	0.423515908752386	0.206908222184493	0.20050930647646	0.690816071194988	0.835404061774253	0.776785901236941	0.403299917008025	0.549801036138612	0.746344489149742	-0.421395726702902	0.968963575128642	0.78327038609953	0.759235254633063	0.906260531840929	-0.0901021219277171	0.912112513164024	0.692586569218661	0.675281943337457	0.920490970287511	0.787665553959742	0.184079480200583	0.136282358031166	-0.0561700615628428	0.468961736115848	0.743312269330534	1	0.559017622518616	0.31057106310311	-0.0950667497344044	0.0760751909502819	0.901442234604946	0.0340265955956718	0.0294756060861093	-0.145760600633201	0.170208244135273	-0.286278266363921	-0.25762967753659	-0.303160452746878
TSPAN14	0.378737133853654	0.44431283700755	0.434874054644764	0.10520967750301	0.422114629028218	0.345818601138146	0.356560456190012	0.342698823340496	0.0686580975245411	0.0898209398871325	0.592993271537274	0.516168050034695	0.472929004910898	0.754598665209931	0.232013431433599	0.287756931167386	0.00591967291497717	0.540691282533396	0.294585215872567	0.732476834310152	0.388932477842722	0.24774114072225	0.461310829171954	0.70808841245643	0.879484288577869	0.400864420201773	0.420708623609719	0.344012235303354	0.778779395577391	0.504397112348525	0.677977121006716	0.866089257469047	0.559017622518616	1	0.305473878725617	0.482528101418331	0.545889794098837	0.497531251405521	0.235838785361952	0.64966783430673	0.573849785769717	0.779766238453801	-0.0283341399775452	0.277515651581151	0.138896525172266
SMAP1	0.526716211519506	0.335110782836619	0.375952043065365	-0.570859264725128	0.336151067549582	0.602757635549534	0.524787098083906	-0.161075120189456	-0.546754547681872	-0.604099151283886	0.130808043774949	0.226542974997697	0.22274717748942	0.67007426429464	-0.203519486402187	0.591199985433246	0.505301090234165	0.258841669243955	0.579924102162518	0.601842367200283	0.500255981096446	-0.220860243063595	0.226607659691289	0.625318352099961	0.567659806327516	0.429398303364835	0.277435702560518	0.659974964932063	0.14162826429212	0.573419252271119	0.688149563641546	0.436145521620365	0.31057106310311	0.305473878725617	1	0.531813287536544	0.725345712309017	0.580541075047753	0.723728291296017	0.297332352914605	0.426496430876409	0.197694153819724	0.526731688144726	0.60304839050466	0.457710592153065
