""	THY1	LRP4	LRP6	ITGB8	GPR37L1	LRP1	SORT1	SDC3	LRP8	CHL1	MRC2	ITGAV	AR	MCAM	LINGO1	EGFR	ERBB3	LRP5	GPC1	CD9	INSR	TNFRSF1A	RAMP1	C1QBP	IL1RAPL1	TYRO3	CD47	ADGRG1	PTPRK	ITGA3	ITGB1	NRCAM	GRIN2B	PDGFRA	ABCA1	CD81	TNFRSF12A	CHRM3	CD63	RAMP2	CALCRL	EDNRB	CD46	ERBB2	NOTCH1	IGF1R	ANTXR1	ERBB4	PTPRZ1	RIPK1	CNR1	PLXNB1	LPP	IL17RC	FZD3	FGFR1	GRM5	TNFRSF19	MYLK	ATP5F1B	SORL1	NOTCH2	PLXNA2	S1PR2	CADM1	PDE1C	ADGRV1	VANGL2	CXADR	APLP1	KLRC2	CD44	CELSR2	ACKR3	RYK	TSPAN5	ADCY9	PTK7	CCR10	PTPRJ	EPHB2	MCFD2	APLP2	FZD6	FZD5	SMAP1	CD82	AMFR	SLC16A1	TRAF2	PLXNB2	LIFR	TFRC	JMJD6	DCC	CANX	PTPRS	NOTCH4	PRTG	PODXL	ALK	IL13RA2	KCND2	KCNJ10	NCSTN	SEMA4C	TNFRSF21	EPHB3	IGF2R	TSPAN15	CD99L2	RACK1	SLC16A7	PTPRA	PILRB	TSPAN14	PARD3	F2R	RXRA	RHBDF2	CD69	PLXND1	GPC2	RPSA	HLA.DPB1	STX4	LAMP1	PTPRC	IL2RG	ADGRE5	ENG	TRADD	CD74	CXCR4	CD2	CD68	ITGB2	PLXDC2	GPNMB	HLA.DPA1	CD3D	LRP10	NCL	CLEC2D	TNFRSF14	CD163
THY1	1	0.865524876910111	0.944356296106249	0.864219109703538	0.925144209464001	0.918751665873999	0.926000793862099	0.932434612318985	0.815192177074327	0.874269943334893	0.821340296187124	0.870839248740787	0.8681703125129	0.909061699166961	0.88538053936954	0.496300350726192	0.836854831317618	0.889356418052302	0.907778981060829	0.932741723479675	0.906835177822516	0.918081412016893	0.874823554818638	0.892657170245702	0.823780088184045	0.938319099153159	0.930199525648854	0.952823745415384	0.879498756365313	0.885930128365724	0.912654419342008	0.865612303227234	0.742576661307459	0.944124937438852	0.834897738616728	0.93564471169477	0.872493997039168	0.929062144632998	0.93220474266783	0.766824160687146	0.910766026233565	0.904555753854284	0.899065567095408	0.798552765922504	0.944538999962464	0.886284345726108	0.926223986846115	0.849262895951593	0.934080418238583	0.928484757213723	0.695250659919147	0.921365626829271	0.924826284920646	0.815094323612552	0.91714723832469	0.886411744961007	0.826148811182419	0.809924360519082	0.764911006810555	0.921899493664878	0.729914871836374	0.849706006280564	0.929386092516071	0.844063359188996	0.831258811703294	0.794191954008855	0.838599628663405	0.940055923667703	0.887932634350701	0.895616920166171	0.555597943861917	0.339870936477018	0.925984601460965	0.819550514496099	0.947659947827918	0.900099458793937	0.857237274513756	0.931576894712469	0.702027755171793	0.848939485954345	0.814432623615421	0.908711276452795	0.907468567434202	0.917208218357599	0.899641088460322	0.958966010346497	0.794944230539002	0.896308672026103	0.94389473758027	0.776707130157479	0.880430770591704	0.846747891597551	0.796718102364971	0.919671240520223	0.708435238624877	0.913652473294912	0.853022910107782	0.899946318794372	0.902203838094054	0.89238616021722	0.846480941382772	0.880483655113188	0.882632513859346	0.865197770103068	0.905151108902589	0.88803844527751	0.917865789757387	0.878011110546668	0.746371022853003	0.816386821065891	0.880526287075961	0.846048774052344	0.887759327742435	0.928053964368159	0.893367081307536	0.897040027795868	0.872956701310996	0.856743549152279	0.834647081551353	0.786852784284842	0.069171025445437	0.704838391634984	0.711809312533921	0.873187712018645	0.446141213429675	0.854237168774809	0.875155796906487	0.232874340176737	0.186678208352355	0.725909920425336	0.508261398803153	0.759588696684798	0.486264480594101	0.278671906278723	0.0666813420326894	0.321260830987006	0.302996249460371	0.399053652549508	0.35503501568114	0.526493383814012	0.0721824087131464	0.760657505179417	0.949180889756293	0.606678051967184	0.547937552726071	0.288488719031136
LRP4	0.865524876910111	1	0.834934666325965	0.968554514907128	0.938515922467517	0.959615336807992	0.944703914464258	0.944581559035139	0.8088898962517	0.932649310049135	0.937189918953137	0.968655144085021	0.940465287454903	0.812852499909161	0.812310776353155	0.544937729951296	0.683034118119517	0.83167872875741	0.8770711659381	0.919569632723762	0.824479349494228	0.928008154998345	0.914619669218342	0.665506412790291	0.856914589471499	0.920995656991585	0.932741016313854	0.915966354600931	0.890632195391016	0.879701466273254	0.907196691183299	0.956669982561021	0.87495374779194	0.830471555055563	0.942891586852579	0.928904979348749	0.848375052046494	0.892436195660588	0.930207944201882	0.497756084503422	0.892625956908021	0.928325150591684	0.923884840225717	0.895498537265979	0.858945789903713	0.902588499658794	0.953863575926613	0.939065216114346	0.959406859917172	0.905500821204045	0.765998261037379	0.9489955842097	0.938045012606726	0.925151067916993	0.96787384501064	0.942954988659169	0.705870035547229	0.88489108539679	0.910166330564542	0.691721769266907	0.73404149137568	0.958647578599522	0.837640587963863	0.704943849643056	0.897303933969511	0.915575013465218	0.901399914360312	0.853978978324117	0.734784680720266	0.816639692496103	0.463671758543027	0.421988725382183	0.950719507428325	0.812402185359704	0.911874404399373	0.83579871119344	0.882498089681426	0.859961837181541	0.826182717654628	0.908514413318496	0.706138922522023	0.924120948484268	0.954650510919833	0.932444187580292	0.684366909713216	0.854927468667021	0.781861928045819	0.950463470520029	0.902784726456675	0.530918439743673	0.931742486446366	0.951716329628737	0.717656127065924	0.85892976591413	0.571830271424185	0.941046985079157	0.83225280712766	0.781017842382668	0.823791438439769	0.862543338459808	0.934654274485983	0.909829097840917	0.876790758045383	0.845425138925036	0.933782544896403	0.737958801122779	0.86867113971075	0.779426339850361	0.859012239681507	0.631547601860044	0.927837906120182	0.660327398771063	0.918416212430827	0.949560924474111	0.857265247927663	0.869558672148369	0.888279132211013	0.817980740834932	0.91297881469706	0.779898676985571	0.102222864001484	0.728160924921116	0.485658800552998	0.639288854629232	0.488712755898076	0.802656537775583	0.95151164267526	0.321700947314452	0.209231164207454	0.709255792009152	0.408073467899554	0.774888065327336	0.58647895396817	0.303099082836759	0.153742017293612	0.390448879784769	0.362996855599441	0.471374711921466	0.431200840410156	0.632188689745389	0.0784143116765289	0.876146363786396	0.792203871822118	0.538886251503163	0.578903318684781	0.337082913958014
LRP6	0.944356296106249	0.834934666325965	1	0.841158829902093	0.866887558023164	0.856557210633238	0.886836531229514	0.881989678446268	0.855579172162722	0.811672325790135	0.760719243591993	0.848835228769975	0.843943266879329	0.933772442992768	0.839539282239704	0.533241515977871	0.856337059187196	0.899738842131478	0.865562089486422	0.863663019710312	0.925537741815501	0.860065190177967	0.782409821356815	0.896259319166722	0.836092359207465	0.877655396726306	0.913819319712285	0.882936562355535	0.889878858442316	0.802930579476148	0.913526566587454	0.836940740391852	0.765563989608487	0.893448557466745	0.826481924047485	0.883117775871576	0.828874388898601	0.899589590120566	0.894272667150557	0.772392459301953	0.923174022111632	0.882011893006451	0.905584503492299	0.772876950985626	0.929520448616526	0.890252024747987	0.868289262168531	0.866611213107922	0.910385533633841	0.909920206770893	0.69613794207417	0.872209098559427	0.929352308542002	0.755702926057015	0.893588049418762	0.85874757723944	0.768860368993097	0.772695693631319	0.72517300705718	0.929704252973331	0.71923032878256	0.844166165811281	0.886956552078481	0.796553921674823	0.864593662266158	0.730759991549046	0.849756503985325	0.919098673159861	0.802467579064924	0.82644817831254	0.474953673216201	0.387089692824707	0.891196098133095	0.783319168592075	0.944023309997115	0.901291172211092	0.797901042221557	0.883000440658296	0.695081356859247	0.822667067197926	0.877933157175424	0.914024601368473	0.896393079253564	0.904859868477165	0.909251565746336	0.956456709843701	0.768875381572534	0.884708770745587	0.944373558506196	0.812241645565024	0.849323910741228	0.775999936507009	0.831226357751615	0.945289738432616	0.739051060653144	0.909600109878915	0.871567587833179	0.851473709320153	0.907191632278996	0.839119752036886	0.80881152228503	0.851154700318147	0.803415099270759	0.744449632457336	0.885426141694216	0.885157506442299	0.880756770546957	0.835811998532494	0.792951957514485	0.853071173945581	0.848979366291358	0.88490136201739	0.896013305941468	0.90843158082346	0.912005865535497	0.888145382775484	0.896741838638691	0.89220061463751	0.819459505311502	0.754895143724599	0.123310958544381	0.718975224085045	0.742196690606486	0.898705095220005	0.457776703096394	0.836662999802656	0.851452582748047	0.302128051311607	0.23858483981493	0.736331071652837	0.542885084382318	0.768721087408412	0.47814907558097	0.32776125862455	0.130408546040687	0.343055691702403	0.331376468497285	0.415270932144658	0.372956967852447	0.516414288417942	0.124751734479289	0.7473493477081	0.963800416054418	0.692349040906462	0.565970097565051	0.300062081759502
ITGB8	0.864219109703538	0.968554514907128	0.841158829902093	1	0.937655814420083	0.951490525848747	0.958129168144073	0.952515786034019	0.763182246642129	0.936973354855933	0.96378808963333	0.987746434241655	0.955592101076857	0.858213255062724	0.763223323368444	0.457174633020578	0.695504177433471	0.853715444691776	0.929373351277862	0.918789141334439	0.828659510272326	0.949134198422765	0.934449531119016	0.674612900076908	0.869319210259516	0.930775001050072	0.955390028811671	0.887225413353752	0.910857962204521	0.910519985760421	0.942571360247423	0.973583071336412	0.937045769222837	0.796102884894437	0.949614142512831	0.925083850518057	0.889668811396903	0.908124779861534	0.956281123587624	0.471833097473456	0.903465635218948	0.940915267913502	0.920144974901102	0.948761955073322	0.863536995256677	0.916361532585417	0.963700162077053	0.937652621672108	0.949469692937756	0.89509642078444	0.755305519281288	0.94809157455373	0.961283343431438	0.92612561891655	0.958847115126168	0.925894305573102	0.665947092271753	0.899325668279184	0.90292545866573	0.68761733446468	0.759955956999097	0.966266702075102	0.852456706475628	0.653496274213139	0.900958422321958	0.909892897089047	0.927302084887971	0.832900111735514	0.712311393577541	0.775356148661123	0.365233162472804	0.487251582914144	0.965900625644884	0.83538376728458	0.908041429147855	0.840516216575029	0.89100970968742	0.873293029764541	0.79066437839397	0.945380336289121	0.672503505118579	0.945824945392586	0.969375764829863	0.956685013357886	0.705292463524317	0.848850297079281	0.833405170737126	0.96631710007641	0.909095969094921	0.540703191986739	0.968320905463795	0.941931015499833	0.711845616984182	0.844897931550745	0.522188222608613	0.960325283170765	0.818401808098003	0.80279498464433	0.818711723795001	0.918858547089837	0.958956356065513	0.927103568190263	0.849333252607427	0.822425372351267	0.958587810688584	0.756855389059659	0.860323844781076	0.76514075913596	0.877433255548083	0.652023053458384	0.958588419043408	0.667945731515774	0.887905578416386	0.939946373817316	0.871630511801495	0.915560307498602	0.920679520416485	0.805633506955506	0.942623309469046	0.782491908248942	0.136294511253793	0.780989249091664	0.46328297032401	0.64804578385874	0.530374358813979	0.80310545268241	0.974207832890932	0.359267759300189	0.220858475690514	0.782909137400741	0.456287973403635	0.796725524028545	0.635072442332037	0.341062398441517	0.189500654375677	0.407677055222846	0.396967970819515	0.507743886668469	0.433905529874154	0.672164903217263	0.0843431409803155	0.92712304235196	0.806427142758031	0.591600366853433	0.59912162033689	0.370704749344153
GPR37L1	0.925144209464001	0.938515922467517	0.866887558023164	0.937655814420083	1	0.977077090780796	0.929872708662869	0.967409031508241	0.796690595112435	0.960840721002102	0.899311679280832	0.929894998347142	0.897824695990983	0.844283289814816	0.866444972427928	0.516594406207246	0.813659960190816	0.824347656368408	0.878502281703782	0.927745362857584	0.865483595792032	0.937128160847605	0.903113800961061	0.766714439577707	0.890383669360904	0.962357865976143	0.946390974376661	0.956037192716922	0.871734111207135	0.898642791551526	0.887559097237391	0.912458501682553	0.828393055826743	0.893091074287482	0.878736614565024	0.93294681621666	0.835582718226584	0.925013698196428	0.926430305963343	0.646292925989127	0.886076694148282	0.931499288672347	0.935939055570489	0.865403290096245	0.893343537615229	0.864154226000298	0.974058103923864	0.875583901506947	0.966320127865924	0.912719343284631	0.683444606884658	0.949160152641151	0.928599262770124	0.877912674024104	0.93893156115546	0.943932820753984	0.782706282605178	0.818569770935395	0.85007219303658	0.753390019368729	0.718461774746621	0.881756857444123	0.877089681251455	0.78574336684799	0.826841627225222	0.878482583818946	0.857258004827397	0.89728869213831	0.826325120580056	0.872962399185599	0.528793114314688	0.373090129926748	0.955516624902648	0.862659435632897	0.926717238149138	0.810256854147451	0.873011658431469	0.893095414091681	0.72967767404832	0.89713655455368	0.719945054541408	0.907697663419638	0.919240638691185	0.923564124539796	0.772146094378361	0.902263624908584	0.770463207748131	0.927573282196474	0.903389430568344	0.630223472314779	0.908067932529503	0.922708921931379	0.738834119465722	0.857624789702401	0.61296641905486	0.929116341042377	0.835071664924694	0.827978760689289	0.877671773676469	0.915160941508221	0.90523742142444	0.856707470499014	0.918009220005079	0.931467891623455	0.919494309362879	0.822243648227869	0.900846866801488	0.812241545959176	0.764969872618049	0.744607211790003	0.92516216275961	0.727474726282838	0.905406610962528	0.938425272911523	0.846478557442547	0.894717357276591	0.852108822637334	0.792217196340436	0.885888570942934	0.769320237639498	0.130786356256857	0.731893869209787	0.56179600452664	0.723453443558892	0.486575791454035	0.832801347146611	0.914966058236759	0.290753870441562	0.216930056896889	0.722640245766175	0.502274441900052	0.75530239963945	0.569669119888382	0.305552555109822	0.133717235141529	0.336968750911673	0.343635700850708	0.435310131225096	0.360898757169992	0.600485644708269	0.0771220121617056	0.837081800384332	0.86955617332312	0.597589346434706	0.567894512618166	0.32230408679407
LRP1	0.918751665873999	0.959615336807992	0.856557210633238	0.951490525848747	0.977077090780796	1	0.949887452731755	0.979027250946706	0.822876868831062	0.975404560853432	0.92601509890961	0.952054068023566	0.918622483953838	0.830414397864196	0.870309492047271	0.550137877139153	0.762779228019756	0.846452455635921	0.88829875027202	0.948748562034426	0.86718429787517	0.954890103585191	0.928770843847247	0.738179591475622	0.876974602219639	0.95919466906152	0.956875658774496	0.95579554625101	0.885436556167169	0.921364823097357	0.90843084971711	0.945300109828753	0.83551380570709	0.900030480613577	0.928568418312033	0.960034742929303	0.869014824058204	0.939538124322184	0.948981831408208	0.604514664919326	0.889069071361805	0.927374605366818	0.936594807047512	0.86492303012588	0.883204325403707	0.89840757982454	0.973078137118583	0.907153720511869	0.979354495553394	0.922274664711539	0.756501935875521	0.958042413367902	0.94357876547818	0.914013276953947	0.955791631468655	0.965126721264021	0.79326569313469	0.872218178256419	0.887045222621983	0.733317036057611	0.764477258624423	0.920260169799861	0.893442105186698	0.779396141464122	0.862386906984565	0.915878509416374	0.864556203467345	0.899720969533643	0.837865307242917	0.882052446047686	0.551374866631246	0.432488132940061	0.970155898501417	0.830493875897403	0.927923529537666	0.84096889156048	0.901952307881698	0.90331576582499	0.796474497990888	0.923096452830244	0.719166944637579	0.932924675363215	0.950548893740757	0.932196373417926	0.751742376957325	0.893586426748575	0.787757132988037	0.947734090644761	0.918663995283886	0.593430373469143	0.934949487337137	0.943195207213248	0.758423137668044	0.871240859938024	0.615348006336643	0.949201693220771	0.856265216958243	0.832608579902352	0.893620745172004	0.903646958128669	0.917521074423396	0.895523717923711	0.95111879104294	0.915380241758746	0.940028252975621	0.807293162081652	0.928628743293333	0.818651599015364	0.829044328343352	0.684304035596046	0.93202086709464	0.710079055058388	0.929663614225235	0.959758015712991	0.851137092925527	0.905344124608122	0.875062949481418	0.801335664091509	0.907710804627573	0.825921999313061	0.095123528047051	0.750037805412045	0.528840013005166	0.691161262022135	0.509212329873576	0.869698763058023	0.937337505679132	0.316376266390759	0.232193360943286	0.733567065813514	0.47944212482655	0.781700575157656	0.598392272843551	0.307179340669127	0.135264843818547	0.409627433884466	0.387215583728991	0.492985951306105	0.435599129155951	0.636463737874032	0.0884459205082138	0.859592779368504	0.842285849687742	0.551823570813336	0.611493578942384	0.377680781668433
SORT1	0.926000793862099	0.944703914464258	0.886836531229514	0.958129168144073	0.929872708662869	0.949887452731755	1	0.967412085943883	0.80783631073933	0.92725809976323	0.941043219911796	0.965747041609075	0.934146942982239	0.89289889764431	0.821422517071178	0.493112811156618	0.711171332692325	0.902861538995667	0.948859338369049	0.955496007619302	0.866809996132855	0.954252963235823	0.93432215113851	0.75260632059984	0.847517623161313	0.943633213334868	0.963405480136124	0.929246549289636	0.92563666212599	0.938063606443094	0.964562573678767	0.967066351251227	0.863378201184976	0.87094416266451	0.942943883751042	0.958143611707975	0.895535822586479	0.94127765154338	0.963493053177078	0.554560225115783	0.91191268782507	0.942519383743078	0.920848320614183	0.916668000623707	0.92787539700997	0.943332253171477	0.961276978083978	0.936168092861784	0.955148628946037	0.934148860282507	0.7818778320144	0.95155503054821	0.962975603392803	0.9226156478523	0.968348577523202	0.915658959129822	0.736516509002996	0.91382539280532	0.879838034806251	0.788543963983366	0.819464874451477	0.956102311858834	0.917831064615139	0.712644531339115	0.91127253821553	0.911025543150264	0.903749692921383	0.890439195857693	0.791730928450418	0.852493370991878	0.415858431596644	0.468967650503548	0.963963059698622	0.814756950415447	0.930427680273277	0.915468072305917	0.906897216945679	0.931538451560708	0.799659732023646	0.943880068296064	0.765846466126811	0.954842204516235	0.979680277501404	0.964800854458297	0.784662982999345	0.913807194564587	0.873067057381479	0.961112586394417	0.95370126733791	0.659840861360592	0.968792791148887	0.930981457605487	0.773577559823284	0.88212724409441	0.604289679736958	0.964867560944932	0.860265297523953	0.871389613224234	0.864500809616774	0.921331793213275	0.950222446075683	0.932040272597873	0.869547977122804	0.845172944399133	0.970104425399215	0.800368547470989	0.896317929196272	0.852816336496003	0.868248276514611	0.715280617014301	0.954994136005939	0.734628553676775	0.906722483224441	0.966760436445652	0.931056568629614	0.934789220395303	0.926477446918764	0.837501957006693	0.933573960566285	0.832396098602725	0.110171824895069	0.783723567627482	0.549241303681719	0.735718270239171	0.542142706134631	0.845440204011375	0.964569119878912	0.339589126102175	0.223741520043345	0.786499086966634	0.473119256755392	0.793321486454801	0.617355877381693	0.337366847575793	0.145448465732516	0.43384446436729	0.410221143595651	0.526547130719852	0.466971153748479	0.660287945550697	0.0869167960110349	0.885998126124168	0.85829937972429	0.59681392511852	0.612767247325291	0.390928626061568
SDC3	0.932434612318985	0.944581559035139	0.881989678446268	0.952515786034019	0.967409031508241	0.979027250946706	0.967412085943883	1	0.791064242567325	0.962874451431556	0.941934331272603	0.961404392613173	0.931115245909272	0.868671887147194	0.832209854490179	0.471174710755558	0.776205526601244	0.869544071066277	0.924399535094111	0.950195270229694	0.855274969828535	0.969527723859406	0.941842926478076	0.773037555040705	0.847159412714808	0.974599559507592	0.958472423605592	0.94958087323067	0.892543994186958	0.916286922320217	0.932330430604478	0.952804682703497	0.84246985142304	0.889073244728275	0.930585040556474	0.960499011599858	0.877175883947606	0.950703197236513	0.956818152249039	0.594687187108838	0.891026742283107	0.95105299353204	0.915246819902407	0.890669169788492	0.917025362991601	0.910212950403688	0.96910791059023	0.907581805188835	0.96783822280987	0.927553050390475	0.76308836270583	0.953560272230311	0.956036013457886	0.902013071121782	0.95223614452922	0.943342486837997	0.762414107864805	0.904696432412818	0.870433131371508	0.766670195558616	0.804812996409703	0.927095140824771	0.929332044814954	0.779537881148513	0.862964480493455	0.897446695372157	0.886133479684957	0.890784481273951	0.83035787570496	0.875053920486219	0.463784854090662	0.440402396413702	0.968003741003369	0.845820611460765	0.9339383207269	0.862966129865957	0.89790501449863	0.918182073802487	0.778272699376262	0.940039671680574	0.724303314150254	0.939705356387087	0.960233330524955	0.941231826985677	0.791280091162183	0.90153769297593	0.839734590467667	0.95971962932573	0.930584181552313	0.639595118939453	0.951867364325384	0.939644095068089	0.763112149041124	0.8741554933899	0.576178626055401	0.962806974173409	0.837491873469084	0.861870667492454	0.882724777578685	0.92965570018847	0.934249448172124	0.899833694107322	0.922270347605492	0.90192744213761	0.957604987495649	0.812772651037064	0.922423785253763	0.820382826033537	0.837739720032115	0.709062733609752	0.946156625157411	0.73824322112564	0.912088247081084	0.957860968057318	0.885716206261531	0.92984276793356	0.892939389271274	0.806951473772377	0.919980768669074	0.8304551310408	0.117834186762744	0.774641648233338	0.534104682211014	0.730182311221805	0.525668604316913	0.860079856245488	0.949477014317852	0.329028413011223	0.23719803490303	0.756293002595532	0.493982277040859	0.79696561095102	0.611275339198296	0.332631969832333	0.143379589522748	0.409249918831641	0.402328386511048	0.50677497788895	0.436902256730169	0.647925246858081	0.102108105259751	0.872152887289777	0.858574789037602	0.601848535040172	0.627990042768185	0.383510453161876
LRP8	0.815192177074327	0.8088898962517	0.855579172162722	0.763182246642129	0.796690595112435	0.822876868831062	0.80783631073933	0.791064242567325	1	0.790897383669165	0.682198928963378	0.768259369507189	0.752988802367777	0.730468691372309	0.896222597944741	0.7958268137459	0.640662787259914	0.778779933809688	0.687402846294542	0.778037449777209	0.841905303283049	0.751133703258127	0.681023982351539	0.695572903272621	0.828081222183956	0.748761993204305	0.827280603806021	0.849046689208818	0.808738979973663	0.734787883835184	0.778077812390864	0.769815873772931	0.690209306588071	0.84680431480786	0.784980955589146	0.813523562312383	0.692674624873109	0.792845346642254	0.77697316778127	0.65789988737898	0.831755609232757	0.718286664177036	0.869809520356406	0.646742192630979	0.821857318123208	0.824372205322453	0.792196693568982	0.825371931208427	0.867510178673827	0.817167146945969	0.752379554262447	0.805788851676434	0.825362918937935	0.735949189173234	0.852002448298018	0.846224514914191	0.764304135563054	0.705135279645998	0.725904525612458	0.742554112138332	0.632452110183101	0.770958452254913	0.777529970214776	0.683837034948522	0.845315953013882	0.75433687709566	0.709382082697885	0.871243195326184	0.740037909414855	0.842476944883347	0.625781282845536	0.303713741586704	0.827846821774305	0.688578972205395	0.857794917727729	0.84396497998825	0.755882297507678	0.773045821109781	0.748296019541815	0.715618069834663	0.863826707073939	0.832987904378711	0.818796707306673	0.808798896651794	0.707314633664701	0.869829948106812	0.618573645602522	0.78678704181256	0.853764712779247	0.69672226173495	0.734302825912473	0.736845379258256	0.728115895536771	0.866048892778174	0.841787087496291	0.800938489769154	0.893842057165081	0.705290015272173	0.867995214183371	0.664005232273739	0.723889828698019	0.763922386456556	0.81974912313728	0.710210446507404	0.794868009963404	0.758521812142223	0.791561984054188	0.776648890100719	0.744564405296531	0.627916982561021	0.746971487233455	0.675102712112356	0.893060972860205	0.872564163389022	0.784953830832296	0.752767258154195	0.779637171730228	0.800038582375824	0.729839508431813	0.683019285899054	0.0402557405984285	0.572487776047713	0.701636790520691	0.664612175551648	0.372062775957705	0.780993063001564	0.749993843012841	0.24240976952668	0.185537872798519	0.590298567451267	0.36786519633763	0.635730190257661	0.393167843806775	0.221898625859576	0.0922941193718741	0.314711813754986	0.265658360160745	0.364655488360236	0.342932470942409	0.442115651162641	0.0712105750015124	0.628959003902885	0.814864093164349	0.517788948767927	0.478416953748101	0.251354932079313
CHL1	0.874269943334893	0.932649310049135	0.811672325790135	0.936973354855933	0.960840721002102	0.975404560853432	0.92725809976323	0.962874451431556	0.790897383669165	1	0.925374955367065	0.929966554706978	0.896948432499499	0.774631359657514	0.838942534205799	0.548796545267306	0.72876908819171	0.796052530393444	0.854207551141471	0.90509205910309	0.824343604023729	0.934109893473497	0.917557584506679	0.687960167364565	0.868401041277816	0.939827318628677	0.928696632899021	0.930008239092989	0.841548867402402	0.899876501933619	0.865964903908785	0.929259402044689	0.835797555104505	0.849180341661099	0.901752739865265	0.922019864036651	0.821177049370599	0.917488722798657	0.910647397463979	0.55391895143164	0.846174811215657	0.900485409360007	0.900481959608634	0.858864723255089	0.843648935416355	0.848689151636929	0.945897735393227	0.870466450452403	0.944972400109199	0.882342687678056	0.749553299592221	0.921258649627006	0.905203045255396	0.90674156261349	0.930790741597263	0.951879808685725	0.781846609717774	0.86738572191444	0.8895118521634	0.662530981713867	0.719944065833329	0.893634065728986	0.855951645389004	0.732047187986232	0.820481782597088	0.91252524697435	0.842087620187891	0.865463250985713	0.814730732331712	0.865176637435838	0.515353464342751	0.386378894127272	0.9426737996154	0.83351193137356	0.879653448284013	0.801411435006207	0.864661359680396	0.876373167789116	0.778119806254811	0.88784991752396	0.655754497042799	0.898314912698729	0.917913316941158	0.898044568566384	0.68802071682871	0.85020595303975	0.759050789805672	0.915098578582711	0.872157770023799	0.560809048006708	0.911051104966591	0.928226109114791	0.690054155741023	0.801440832645058	0.575240568344852	0.90953382660722	0.831375388633191	0.779245602298081	0.866630051574255	0.886540909387812	0.895380643460551	0.860595412915522	0.933269882586378	0.8976374160664	0.912709172225551	0.77928447399259	0.881717494034868	0.75850055381084	0.790332354290446	0.621469289620608	0.922943278406461	0.641710901166316	0.900081211102415	0.931370987422875	0.814885730292774	0.868445298831988	0.82773270531225	0.731307094456446	0.873647379890978	0.759103839049246	0.0641566536274754	0.701456947253557	0.477286961844109	0.619995641258182	0.452516815931689	0.816558934103016	0.903967613505028	0.262537298916361	0.185897510059847	0.675650032008754	0.441628721513815	0.738014397648324	0.557398855568302	0.25056109192814	0.117917244154895	0.339428231225588	0.327067282927821	0.43627756521027	0.371664333027176	0.58902025073194	0.0534342372853789	0.836476419433773	0.789885469025388	0.518419879907067	0.554450658686146	0.314082327564701
