""	THY1	LRP4	LRP6	ITGB8	GPR37L1	LRP1	SORT1	SDC3	LRP8	CHL1	MRC2	ITGAV	AR	MCAM	LINGO1	EGFR	ERBB3	LRP5	GPC1	CD9	INSR	TNFRSF1A	RAMP1	C1QBP	IL1RAPL1	TYRO3	CD47	ADGRG1	PTPRK	ITGA3	ITGB1	NRCAM	GRIN2B	PDGFRA	ABCA1	CD81	TNFRSF12A	CHRM3	CD63	RAMP2	CALCRL	EDNRB	CD46	ERBB2	NOTCH1	IGF1R	ANTXR1	ERBB4	PTPRZ1	RIPK1	CNR1	PLXNB1	LPP	IL17RC	FZD3	FGFR1	GRM5	TNFRSF19	MYLK	ATP5F1B	SORL1	NOTCH2	PLXNA2	S1PR2	CADM1	PDE1C	ADGRV1	VANGL2	CXADR	APLP1	KLRC2	CD44	CELSR2	ACKR3	RYK	TSPAN5	ADCY9	PTK7	CCR10	PTPRJ	EPHB2	MCFD2	APLP2	FZD6	FZD5	SMAP1	CD82	AMFR	SLC16A1	TRAF2	PLXNB2	LIFR	TFRC	JMJD6	DCC	CANX	PTPRS	NOTCH4	PRTG	PODXL	ALK	IL13RA2	KCND2	KCNJ10	NCSTN	SEMA4C	TNFRSF21	EPHB3	IGF2R	TSPAN15	CD99L2	RACK1	SLC16A7	PTPRA	PILRB	TSPAN14	PARD3	F2R	RXRA	RHBDF2	CD69	PLXND1	GPC2	RPSA	HLA.DPB1	STX4	LAMP1	PTPRC	IL2RG	ADGRE5	ENG	TRADD	CD74	CXCR4	CD2	CD68	ITGB2	PLXDC2	GPNMB	HLA.DPA1	CD3D	LRP10	NCL	CLEC2D	TNFRSF14	CD163
TNFRSF12A	0.872493997039168	0.848375052046494	0.828874388898601	0.889668811396903	0.835582718226584	0.869014824058204	0.895535822586479	0.877175883947606	0.692674624873109	0.821177049370599	0.848076871783414	0.880445727762481	0.89784149442474	0.894991847646274	0.725208691738764	0.357655135183293	0.703517277373087	0.870792886659075	0.938227740207305	0.910386355854692	0.838596496902533	0.892059359355041	0.885360417164934	0.752210704093671	0.781148700715608	0.867150823744338	0.896506887365545	0.824575585519893	0.886652458025129	0.909608066326633	0.936500498480454	0.897389281885705	0.79092149614656	0.797686071069206	0.854394650870334	0.891853182515608	1	0.888447045570023	0.94482898644418	0.548743302737157	0.883787242533983	0.860044765702057	0.854612525414438	0.827578233762023	0.831079250134891	0.904211878631098	0.867152624727594	0.862193363089198	0.877694087222774	0.869610219712869	0.702895396709274	0.874917347953601	0.920714439747193	0.840635957467576	0.866642758448609	0.839282856591675	0.640339208518414	0.835135917907973	0.787774762590548	0.767370402893169	0.740114964718266	0.871098010941612	0.85600716419557	0.684609251282219	0.851518523658036	0.8050386080212	0.840089553205508	0.817569551194683	0.75336617343966	0.743196017990901	0.415925252781557	0.492354079694868	0.895685982587103	0.721735161610197	0.863551173822953	0.878688319970872	0.855020386322432	0.863528171493092	0.731280046441744	0.888278443249851	0.678702248424505	0.900868569001499	0.900337346653635	0.91462940029614	0.759995434052147	0.839747215956081	0.837834294257012	0.910005180501055	0.901446062895696	0.578484447769477	0.919392644372838	0.795425541820025	0.723301228225838	0.852658727767089	0.536071961945745	0.898820854033609	0.778192471388581	0.82844492910222	0.79244734258267	0.878159814576426	0.84592994145525	0.880557970443212	0.797912683901398	0.736606624983212	0.901267341055009	0.77412466671281	0.868499582529436	0.786726264845479	0.804619841781081	0.704057703095803	0.86098668459638	0.746358090646088	0.811230760038861	0.863981579569543	0.84129804595176	0.887064406000652	0.903664005608685	0.780678212264434	0.867770004071564	0.790673994201482	0.120918912023902	0.771594775347768	0.508941326307504	0.736282761169783	0.537456002924635	0.810971721362602	0.900440424608536	0.349638079592342	0.231870555825198	0.829170299812467	0.499501490884021	0.815744448879967	0.583602848917864	0.348615858014358	0.178365631571765	0.431653620148618	0.406156425614622	0.506280440853236	0.460515507632019	0.634292876744297	0.118861299079732	0.846395872021133	0.821248893809093	0.554013264935183	0.60098122481074	0.375091972392304
CHRM3	0.929062144632998	0.892436195660588	0.899589590120566	0.908124779861534	0.925013698196428	0.939538124322184	0.94127765154338	0.950703197236513	0.792845346642254	0.917488722798657	0.868076733730017	0.907420092402401	0.886417771838363	0.907155057950217	0.818042318169222	0.483202679884506	0.80778594936112	0.861264914367956	0.913223693450986	0.92555819936949	0.877998104791571	0.91357325246834	0.886796995530395	0.805670443702312	0.861721972188096	0.931316050814966	0.940372432649466	0.900861503156514	0.894910275962014	0.890485134912291	0.932474945296299	0.912991478599846	0.806244942738567	0.903291522153755	0.870369273136403	0.911824002118178	0.888447045570023	1	0.937866011361424	0.646279470706341	0.878235937581003	0.923955613603741	0.90424140428557	0.844257227163596	0.900680285991161	0.903361830243387	0.925838517866434	0.878440631104609	0.940013558688238	0.91949659657463	0.693017690725275	0.897310059104923	0.939067800400831	0.853655653076289	0.925399403136545	0.920433041398172	0.759659430713583	0.831637369201835	0.812853664130016	0.807234592683437	0.757562933216046	0.886177107503428	0.9092726732344	0.774479876277094	0.826181347814005	0.851124896619296	0.852197433096882	0.905121195796906	0.838634333741946	0.855785676305205	0.485654475622574	0.418258704871847	0.931902686291623	0.806702358069501	0.905843961611417	0.88207353181839	0.854719378617663	0.910545613468614	0.768543919987278	0.892128974125204	0.756281993994508	0.918369950398778	0.928862837248639	0.920889511341899	0.816578270363093	0.919368634781725	0.812038333975216	0.920365716795686	0.931396804313557	0.680414190569927	0.933506418899143	0.856431007550113	0.769798449203956	0.873967370733065	0.592757357732629	0.926994471771409	0.836870853748743	0.853581222756642	0.899193995221057	0.920619122045139	0.889466558723874	0.871635757125983	0.907008835501517	0.845794856908073	0.918209278214298	0.832781785613256	0.915136353536931	0.860894531651802	0.800547049768178	0.771159892291651	0.926622566470991	0.774168365029326	0.890792004525789	0.925237603031504	0.897884680668938	0.915548843907619	0.908692470306402	0.792487177621606	0.869395111762858	0.812679442318641	0.126548551663867	0.742036116789333	0.571413307301563	0.776097111174484	0.49386014001249	0.837525549451847	0.897610077151652	0.311114607064145	0.238497744461552	0.765165790484831	0.499068353511927	0.765963121921088	0.54039340018919	0.324184514574238	0.164111917602934	0.360001737612344	0.359665180656353	0.448996754550621	0.391612415007883	0.582864640149408	0.117866204397947	0.818141396876013	0.892478395084161	0.622213714395639	0.596789914249789	0.32370225188556
CD63	0.93220474266783	0.930207944201882	0.894272667150557	0.956281123587624	0.926430305963343	0.948981831408208	0.963493053177078	0.956818152249039	0.77697316778127	0.910647397463979	0.926753436679574	0.955169276277597	0.950559610607422	0.909759126155606	0.794877304991837	0.444574871064089	0.769536057102136	0.896386436706953	0.966894670988117	0.967538281270071	0.878607590533509	0.975621262731483	0.946390278891509	0.809425328035815	0.830933810769687	0.948138595796011	0.958797528239645	0.915577883510919	0.912544720079472	0.924054005513959	0.972151212488583	0.950871653010119	0.862612443868138	0.859545758230473	0.941182423027329	0.966285995157664	0.94482898644418	0.937866011361424	1	0.601958491762215	0.920618190572962	0.938303841831168	0.921189231178748	0.899151549343339	0.909034396777801	0.925881547719065	0.949735517507007	0.908794835589551	0.945341282320132	0.944993819388052	0.762838217203352	0.942145464956835	0.972742180614414	0.912192028012898	0.948752040455896	0.92572236895897	0.693562080169633	0.90858131599813	0.87340681686268	0.813551610441451	0.806187836503907	0.95151873722516	0.911830329279258	0.75973946229574	0.894850915478228	0.858970783359234	0.924737060445203	0.882963756379305	0.809767107868254	0.821239075489138	0.424734909453195	0.524130850181344	0.967246515316332	0.82889215493032	0.945688807885116	0.901381822734592	0.883366753520781	0.917279336681038	0.798525263902758	0.944845636849869	0.741713586111665	0.969049082116191	0.97432071476134	0.959776327913303	0.814316655104727	0.907151816483376	0.854074493933041	0.962052226123452	0.944523207515394	0.644413108399953	0.966806164654545	0.899614963871601	0.797433520872934	0.912927362501386	0.583738930252551	0.974518511069973	0.829960601174252	0.873410524966567	0.866077561071597	0.93244725879581	0.923117537129573	0.95104380137332	0.867609346097947	0.819019212357745	0.964446124140718	0.825942402900907	0.914185772323338	0.819593194203151	0.873767597057418	0.742336897889464	0.938024716462558	0.800668053786402	0.905364319019812	0.953969406400983	0.899044522891067	0.95464030354485	0.932363184286002	0.856739912580303	0.916461047509347	0.847721791077085	0.154945690088392	0.816887361076043	0.558718864510807	0.785573962106049	0.563933836787793	0.875273697954686	0.969244640550162	0.377861069972798	0.282584478753801	0.818103294713432	0.525863573636698	0.857571642405821	0.633205885422712	0.390754766496856	0.192105456528943	0.453464305889693	0.438364989243515	0.529066633215227	0.483665884436849	0.67660607290113	0.146619713591171	0.909485447303695	0.88455529118821	0.634248894410832	0.663270837316619	0.409284197860986
RAMP2	0.766824160687146	0.497756084503422	0.772392459301953	0.471833097473456	0.646292925989127	0.604514664919326	0.554560225115783	0.594687187108838	0.65789988737898	0.55391895143164	0.388134679467574	0.462858674743358	0.476390936271924	0.673281871091556	0.722916475827573	0.443651020663881	0.845008403660458	0.602892100277716	0.554072806122605	0.607272033860091	0.788991087005844	0.573317442447134	0.47710114352558	0.874056293863561	0.578327759721606	0.647887085946517	0.618190040375282	0.682513842858229	0.587478196044682	0.546687915783214	0.586518137385237	0.461126838306903	0.339492935655852	0.749368499167919	0.439212224498915	0.624358484935442	0.548743302737157	0.646279470706341	0.601958491762215	1	0.674047658311583	0.571060349017805	0.654272465959441	0.396057170981259	0.679022413427451	0.530480555870228	0.600681879963333	0.487726431427589	0.632652611174992	0.685739641715808	0.395713331105876	0.60237936666931	0.606304636218435	0.421948121916128	0.587738756733332	0.621762125677015	0.736769807305294	0.384802033122283	0.401855918504116	0.830564583380341	0.417046056130741	0.453937327597167	0.69358268710251	0.777364279393572	0.48855487162124	0.387377648920572	0.498076158925679	0.7495672279759	0.763021697782398	0.706640171576192	0.601642151993488	0.143064736553494	0.613952834855236	0.554861388228129	0.705174858001711	0.61450097925117	0.530092785170485	0.655698826840895	0.363047853737045	0.48599058498297	0.704308066550822	0.607898365799277	0.534484076067399	0.573000210529601	0.796890215439652	0.770279390498654	0.43478232092565	0.533475880778174	0.648094786689971	0.796890464073872	0.496191887868131	0.462051000978412	0.655739766951318	0.713585411409331	0.745649956924828	0.596552190905604	0.656827064398385	0.70318687026994	0.78352378820686	0.614138918614748	0.453376621869841	0.531321155795438	0.62969871256541	0.582469806629088	0.557194098842632	0.791823855272476	0.695637278650168	0.619698392046807	0.382256415889108	0.805474104187681	0.502270975818345	0.823126043485788	0.653864606403919	0.618442961963706	0.599909933465594	0.616575998590591	0.536114343263143	0.656001134307403	0.447052261221013	0.525982649951821	0.112575962442751	0.485814769856698	0.746166599236893	0.851328943177183	0.250518921198737	0.669538873182546	0.488676594383201	0.127409427897241	0.24338373033335	0.472032255166707	0.626334121712238	0.519822412087957	0.223856196656687	0.215489093044998	0.0402054200151592	0.102680248383119	0.142606884759446	0.160829356191798	0.104005400217357	0.229000499892857	0.151927729399758	0.384686240892266	0.83145705076873	0.564033540943237	0.379191441968086	0.120540546200279
CALCRL	0.910766026233565	0.892625956908021	0.923174022111632	0.903465635218948	0.886076694148282	0.889069071361805	0.91191268782507	0.891026742283107	0.831755609232757	0.846174811215657	0.828669983823507	0.89817356048697	0.892612736002737	0.910070727232292	0.833171070311588	0.547746448608043	0.766279822385493	0.916106576752399	0.888461190318637	0.88369223395731	0.920931590090923	0.888306647950355	0.83386478233645	0.806669615858752	0.870769067881474	0.888997645457106	0.932723726292075	0.890071161511194	0.933779984886771	0.864997127732372	0.932217790754973	0.887944146123118	0.82825387632889	0.851677904134727	0.866330844247168	0.90475597465935	0.883787242533983	0.878235937581003	0.920618190572962	0.674047658311583	1	0.886289174668984	0.927175092321049	0.818945048820497	0.880909593709385	0.923869577516311	0.90601972902035	0.903721456852858	0.924576275427952	0.89744214467307	0.722568613658543	0.916814569818719	0.939746041427877	0.822400604566009	0.925920350580733	0.881882761548198	0.724222848727691	0.808096991558847	0.798174114935941	0.846328827011191	0.712337872678757	0.886488998163133	0.868889489842756	0.724745775517195	0.900494925716188	0.809953601619382	0.864121732663769	0.891442259595082	0.780005043988021	0.815648960490972	0.521265317917018	0.412453874557966	0.925879220592617	0.777570164995439	0.933694461963679	0.883225750299163	0.864937226111128	0.882451170289919	0.732744334537893	0.862120281807375	0.796236142846672	0.922510183771024	0.915297568540403	0.933117544239602	0.811339570933866	0.910713722976929	0.783734453979151	0.919179397940168	0.929650918810982	0.667729104090916	0.898511905474664	0.833342924359329	0.772261102032713	0.925174702353671	0.693492765698436	0.923007038524119	0.853632017345227	0.853962923350435	0.864508322943802	0.862205785134852	0.854377860249966	0.89334698445597	0.815944812637224	0.771338865839243	0.918342062579457	0.829935372505049	0.874719610655131	0.840921328796449	0.81153770739067	0.764362824394756	0.891475895619411	0.798436458078375	0.893845360383138	0.91798040345378	0.876668488460208	0.894786943560261	0.904901374557558	0.871378799628028	0.876466367964338	0.765865244286775	0.102327865747032	0.751802490407918	0.682001650412325	0.796251058837519	0.490919743497216	0.820116346938437	0.903422865203766	0.303833591140142	0.191418235209262	0.775125552296264	0.545061855453889	0.771961760671892	0.540624626723923	0.308202365632663	0.1272586956694	0.36892408033818	0.344235768310601	0.453509120579891	0.402618451158051	0.578013697744045	0.0832675571651211	0.814805519912913	0.894211472323996	0.599317673169918	0.553630162399463	0.322636660961622
EDNRB	0.904555753854284	0.928325150591684	0.882011893006451	0.940915267913502	0.931499288672347	0.927374605366818	0.942519383743078	0.95105299353204	0.718286664177036	0.900485409360007	0.924001946518947	0.951053936884524	0.933014473446147	0.892799413531648	0.74257066029019	0.346211942342514	0.792612286060317	0.854166805183067	0.930092647835592	0.912121800853251	0.844547092804638	0.937321988314047	0.919945194815837	0.766758361821445	0.828807977320803	0.94946372383239	0.942625296986506	0.892835933003107	0.90601316100979	0.881095996855116	0.939222102817698	0.936775026024897	0.851414604657295	0.824688978274113	0.902026248131558	0.919742343028753	0.860044765702057	0.923955613603741	0.938303841831168	0.571060349017805	0.886289174668984	1	0.892252839188811	0.90596634839898	0.880453362364718	0.895221571585661	0.944472240620211	0.907566733066958	0.927028921772774	0.903580136069307	0.707426274337434	0.935315083340931	0.941297605078925	0.878414596071132	0.935701078743419	0.893806740675333	0.700800553468724	0.862232878254863	0.831826257424748	0.779019012899867	0.775123974320175	0.921230514862143	0.87162071883959	0.720894897627818	0.85944972036853	0.855660920501383	0.928548431083848	0.83683466312284	0.752448919408577	0.782707965077946	0.360811301223032	0.45164661338449	0.93167462441865	0.821845718067898	0.907504182540482	0.842054657207197	0.859141968524804	0.905441346781001	0.723987582987417	0.92745920694869	0.692596023010603	0.919504346638029	0.939566638840578	0.92913827100939	0.79426775718088	0.866538234843946	0.829743424347607	0.948151074913904	0.918019419072578	0.608052988770226	0.949797648458383	0.919003265395835	0.756589623402991	0.849470831773228	0.5252499803922	0.945623106392842	0.771280121680678	0.82785925743391	0.825767097520761	0.936611224937202	0.932181596293884	0.88115051940226	0.831622718027994	0.851355136340581	0.943421986612088	0.798014511445811	0.906442903140193	0.790903965942897	0.818277153042046	0.758959559313232	0.955374971648427	0.763479255445622	0.863129855617808	0.922473904886739	0.891799156063096	0.910266063998919	0.901572378147732	0.808320806241711	0.915733754349244	0.79923585295811	0.152677478097761	0.771300048043751	0.499955438002561	0.763454942937787	0.523999892099118	0.809932257493954	0.945354879522735	0.336493751556235	0.235492545050822	0.771869348575066	0.522689614121517	0.800832149240635	0.611552384855363	0.355518622352246	0.166312320245467	0.39343865661203	0.395187074193922	0.488797305742004	0.426608836387075	0.644832666599884	0.117830763063479	0.888614049415821	0.84912637569923	0.627085284648055	0.609310743733418	0.366038328491852
CD46	0.899065567095408	0.923884840225717	0.905584503492299	0.920144974901102	0.935939055570489	0.936594807047512	0.920848320614183	0.915246819902407	0.869809520356406	0.900481959608634	0.846991824552945	0.913302370338572	0.890640058472405	0.875098639334119	0.874859953652815	0.613774574516569	0.786758494790528	0.860191438215468	0.861825562831604	0.915279030735705	0.905759456279142	0.893257589874751	0.840284136227555	0.779731262039687	0.917133125549731	0.894204189423158	0.953482177728315	0.915858447008626	0.903784123057291	0.871627749611811	0.91875418483243	0.898761997867078	0.818291185172741	0.876855412896621	0.892064506264038	0.92840202340567	0.854612525414438	0.90424140428557	0.921189231178748	0.654272465959441	0.927175092321049	0.892252839188811	1	0.843935217545441	0.902606561334631	0.903978463023526	0.937692856525689	0.906897477606377	0.955354041968546	0.930603692752514	0.684469972908506	0.928991289682266	0.947938286308313	0.858301345247957	0.940838115312228	0.929922224101967	0.763932991589687	0.784816357051258	0.827263516568003	0.789181457759732	0.767893398612937	0.89665326908289	0.848298730719479	0.746271545931354	0.893238213446037	0.853873318797971	0.856938536990827	0.925815641590378	0.788255498381072	0.854457825657521	0.544738856015152	0.503381138278723	0.945491839837824	0.816887773212615	0.938641980529585	0.870235060843665	0.857289592644259	0.864501133275349	0.774723525809991	0.89466246179318	0.82330782307052	0.925467016888085	0.932152281061751	0.939620641170789	0.784715270434541	0.929137837478929	0.795439086547145	0.930975871975289	0.936929037680189	0.684024333676885	0.900007402565977	0.864149203373399	0.83050099462246	0.914668608346644	0.704053360354213	0.937152837515414	0.878078074261866	0.83854735199274	0.899809494184952	0.865460371261044	0.872810145811092	0.863711958443851	0.862046144328964	0.831839941906465	0.926170468097492	0.841081263531671	0.896611400245002	0.822718222733636	0.822979947318545	0.778264498533225	0.896672832178556	0.778565806463959	0.926903139846391	0.948888803384515	0.893295171460899	0.914679076300764	0.881822843390525	0.863322158274954	0.892856195923013	0.803304670387073	0.215547786074617	0.791638665165969	0.630400229457426	0.757333346163454	0.577047754929201	0.883343320673725	0.915900669700615	0.430730664933687	0.311335251301419	0.807365181209681	0.556111179677322	0.820779587266215	0.627522638043902	0.414932583347835	0.240955222949319	0.450521682688317	0.463162061366811	0.52936200754066	0.461121106065241	0.660346130217219	0.16516707444357	0.847239457368352	0.901487408095407	0.672680456482079	0.656478548943462	0.424971108705916
ERBB2	0.798552765922504	0.895498537265979	0.772876950985626	0.948761955073322	0.865403290096245	0.86492303012588	0.916668000623707	0.890669169788492	0.646742192630979	0.858864723255089	0.951031600141944	0.935392417009802	0.917716343173493	0.816613424371783	0.624511437884974	0.32152966155464	0.637252931022957	0.76634488899074	0.922572155936688	0.857394272500511	0.73481576136509	0.902101097739243	0.918701942780459	0.630705860089517	0.761352332564083	0.874090416282544	0.876878215590963	0.806514778565028	0.853240102014446	0.861909218491394	0.904383406091307	0.931728015635892	0.876243678791344	0.677105535354887	0.886784618967385	0.861994393516426	0.827578233762023	0.844257227163596	0.899151549343339	0.396057170981259	0.818945048820497	0.90596634839898	0.843935217545441	1	0.815137125343256	0.848207793953183	0.912415357046614	0.865333449192939	0.851039713923605	0.832018333659529	0.704577167128568	0.886004099761033	0.892987199977544	0.882153874571835	0.896862020494296	0.837901136471931	0.558134539275854	0.861546673718565	0.826177378496388	0.635269388296833	0.767363149691619	0.924234902823004	0.808714794801792	0.545128967708949	0.838533630084537	0.837388554011517	0.923979366667939	0.735542667687056	0.598742174949917	0.676032524004953	0.189464891417008	0.496960987238153	0.896979409063711	0.797141283792037	0.815689111364214	0.793887780617983	0.843036229492595	0.803311125108531	0.725691515643173	0.910366755363639	0.612744651139551	0.877896798475137	0.911816162108593	0.89827818180208	0.655190484996828	0.775404083906723	0.869442720511042	0.905180499003666	0.837053586353916	0.54926319743958	0.936685671668632	0.90196829532775	0.655131205185756	0.739439484145059	0.42267356760481	0.901977900402233	0.694842690089208	0.778002029936534	0.725585531252952	0.915761082976043	0.949741135503395	0.875378605605644	0.724051693868112	0.761662178643327	0.918348073263277	0.691977451832317	0.763962032859678	0.68580396228563	0.810075056142945	0.624610133743016	0.907977098787542	0.621087369346335	0.776028577818982	0.869338620008027	0.844732705184926	0.877703271807787	0.866561471096741	0.742451198716373	0.89824811006674	0.727589504803506	0.197205334385345	0.780972210561015	0.374625246688329	0.616172786464657	0.54391421781344	0.723976596025117	0.937049995057355	0.369220403067422	0.228750867638167	0.777289102753432	0.478010437409006	0.774375646325004	0.657507893093252	0.37529851315129	0.208675650958748	0.391645803176358	0.420625699517461	0.511991841828672	0.39773692094567	0.682931524122615	0.0942209478548315	0.915721192392369	0.743683492087094	0.62361758740738	0.592223242470601	0.379840950424279
NOTCH1	0.944538999962464	0.858945789903713	0.929520448616526	0.863536995256677	0.893343537615229	0.883204325403707	0.92787539700997	0.917025362991601	0.821857318123208	0.843648935416355	0.810887414730683	0.871534605184861	0.848673809700809	0.908203165502346	0.860740848232785	0.505050726952865	0.771459069750696	0.886252319241583	0.882719183297495	0.920599529900652	0.87922479961647	0.883536990530361	0.831912394151365	0.835838787343823	0.81794933834393	0.890855987915147	0.926179138416332	0.913487793075901	0.860859519800355	0.836318997738897	0.90661805981206	0.844591373243813	0.766131558307714	0.914954665951421	0.841099250027469	0.90026313920207	0.831079250134891	0.900680285991161	0.909034396777801	0.679022413427451	0.880909593709385	0.880453362364718	0.902606561334631	0.815137125343256	1	0.87483922792806	0.906977722425324	0.846293534040603	0.918045080599052	0.917667146699874	0.647089913850211	0.880974235998279	0.924520298145129	0.798353202755347	0.898934857327429	0.862434897669043	0.764328456889897	0.808069446572552	0.748453339852996	0.882033036916239	0.775569248716343	0.859150672554377	0.888319210862859	0.768404210233295	0.824513601727653	0.78275225018497	0.822607013920191	0.913999274471892	0.814017606268459	0.877692690751791	0.437584049458358	0.406266791454201	0.91025959754658	0.853578648872857	0.942409727078319	0.914354288846345	0.804788929213723	0.91281163463203	0.692465843590213	0.851743443441264	0.851326249151282	0.901203491784847	0.91505775806131	0.91704643142189	0.865681405667901	0.952611716362158	0.8087325041499	0.893854580700495	0.949188450303142	0.816832594286012	0.868275980074103	0.815775817196697	0.810835262612759	0.914223445881366	0.684261504197029	0.913267351338815	0.848741132722974	0.882550992528417	0.86892976810341	0.853834550640487	0.848107986944832	0.870474631313821	0.840241267162707	0.806691169576345	0.89833885425821	0.861492122732475	0.863945374781663	0.847227006041133	0.776974525673153	0.787069095764789	0.867842461595297	0.798869148705053	0.881994506672459	0.923332485234214	0.94282624560097	0.901883488740414	0.848996148378569	0.89088360898018	0.828650476905872	0.756321962465126	0.159691128208127	0.728494539271314	0.677262768947723	0.822375714687074	0.505284829221812	0.830874984897453	0.877138184241324	0.337280203055387	0.254246397760902	0.751379663308092	0.483065611439782	0.765196278012423	0.534793664108646	0.369001674865931	0.152336264462359	0.379650329001111	0.38248034932786	0.451313380804477	0.398784732550608	0.576867573358977	0.115841615093965	0.770827653994738	0.932843600011707	0.698660284341043	0.584741297575485	0.351354948676028
IGF1R	0.886284345726108	0.902588499658794	0.890252024747987	0.916361532585417	0.864154226000298	0.89840757982454	0.943332253171477	0.910212950403688	0.824372205322453	0.848689151636929	0.868870553043376	0.932413400419715	0.90795171953276	0.905017490615552	0.788591087107621	0.4960261032216	0.683157544227043	0.939883779919315	0.913288157806486	0.895082947440898	0.870474477527868	0.89094681046014	0.862085491882103	0.727398516475048	0.839427421799788	0.871521498052097	0.935383756894628	0.863624922264005	0.957659904793902	0.8989434229592	0.958075984778294	0.939853778634565	0.836542081887974	0.844654684696199	0.913044399159449	0.918398110015401	0.904211878631098	0.903361830243387	0.925881547719065	0.530480555870228	0.923869577516311	0.895221571585661	0.903978463023526	0.848207793953183	0.87483922792806	1	0.900629170526542	0.961254933067945	0.935078089749312	0.885666850509536	0.771922823838255	0.922618988795905	0.957581691504006	0.858196908046324	0.922595487643587	0.858630774099493	0.694107040582245	0.861265614831804	0.79953592103122	0.783928649339242	0.79315499345644	0.917621646977538	0.890061594319169	0.671965306251314	0.940809684459569	0.867861882406023	0.865057191420554	0.861918489564936	0.730227074822739	0.781705991810005	0.448482431572788	0.472941226166792	0.937127989166766	0.703941483378013	0.910018425177336	0.918494848939219	0.909766910685105	0.885516093733479	0.789507632289641	0.909848080688948	0.791278649552308	0.936236559770244	0.949713545954549	0.953936517049605	0.780284563844829	0.884257508357497	0.876365993799404	0.960894297112509	0.949959535791365	0.605106646857075	0.939770762877922	0.861460095876262	0.767450880769506	0.905098883418825	0.634147958861496	0.932528608196493	0.848471154580716	0.837751616121024	0.851556221732414	0.854141799250476	0.894871374515881	0.884549383899758	0.8157679256927	0.774974202934463	0.940799753666958	0.745251451588757	0.88570461590136	0.852753860900646	0.877393400854662	0.715361052926896	0.906212958802528	0.738452727344185	0.874514887579841	0.928008609563537	0.895546569124215	0.897282026117753	0.949931969373048	0.848615287935388	0.9325946046628	0.827728388601758	0.0975972702224484	0.758884882726954	0.553925255518795	0.731763846700298	0.539870266742772	0.818910166702894	0.929589168658798	0.355295634755016	0.195549750622779	0.819792663851738	0.467473577669841	0.782453139328538	0.586621658278059	0.333979294043131	0.158989052233382	0.467272711662513	0.410451657975926	0.541182557808899	0.508419910870206	0.641707845023133	0.0992065690901712	0.852915021420225	0.831831268608008	0.550007048789811	0.614651223562413	0.391566422918307
ANTXR1	0.926223986846115	0.953863575926613	0.868289262168531	0.963700162077053	0.974058103923864	0.973078137118583	0.961276978083978	0.96910791059023	0.792196693568982	0.945897735393227	0.935408111606882	0.959271026892243	0.91954425431638	0.863726705802417	0.843322107512789	0.5030157286199	0.764324340869049	0.858566732268333	0.92071474085379	0.943474952024519	0.855844974843629	0.953363479314534	0.935247610534506	0.758466299070582	0.866792231505844	0.959240771478413	0.956110522954402	0.947100717934508	0.895145321988901	0.921176166569008	0.925214498479364	0.945301957760651	0.849670672569249	0.876811933329255	0.912325257979127	0.947751675545843	0.867152624727594	0.925838517866434	0.949735517507007	0.600681879963333	0.90601972902035	0.944472240620211	0.937692856525689	0.912415357046614	0.906977722425324	0.900629170526542	1	0.904896804782243	0.964884790330847	0.9210194403955	0.721814138552069	0.964609985329412	0.946748623206139	0.902098987757576	0.958082722053889	0.934496016725705	0.759813143850007	0.855170159612338	0.854771070525512	0.765001437687429	0.76515721955308	0.924256095349482	0.899863159987767	0.736880318549168	0.861619597362981	0.901573202644468	0.88896699029409	0.894472376106996	0.808871607884941	0.855851561353742	0.468547340908648	0.408859052180044	0.971326990482958	0.853405102456949	0.932123588346422	0.847149058729131	0.900988294942561	0.896825821926852	0.760045522637219	0.923903230297954	0.715335988892783	0.933733540612412	0.949641777110782	0.947744398793965	0.781650333050378	0.907964716506455	0.822405464800326	0.946603418748148	0.926166608562248	0.634303455565868	0.939634204163172	0.951368804278884	0.74172493199517	0.864703968520369	0.61260186450407	0.951628201907478	0.832037781745074	0.860333782739315	0.867371182231389	0.933942784877773	0.940994261395676	0.907377658221496	0.895535608611257	0.903264920308372	0.948994772714653	0.813256522022475	0.903953077423963	0.821926383039514	0.804341144214029	0.716957385823653	0.942661773066736	0.722446850086055	0.904382003298807	0.949094401288134	0.876127723912211	0.917705012796173	0.883288555007034	0.821463140762847	0.913132873437828	0.797242375788099	0.12249942328227	0.762355514123097	0.551246681092623	0.722736755608521	0.516407907372811	0.83581013221578	0.946909973353709	0.307578052909588	0.20673758366884	0.762639589772095	0.497216839887511	0.774218439102181	0.606151114465271	0.321995643270919	0.128822463287692	0.370756744549982	0.372754505212308	0.477437802584721	0.38802479250098	0.639792663185841	0.0677405679666865	0.874501678484511	0.867368738983683	0.59831286361149	0.587326368259429	0.354421243020137
