""	SDC3	LDLR	LRP1	CD9	GPR37	MRC2	TNFRSF1A	CHL1	LRP4	LRP6	SDC2	GPR37L1	EGFR	ITGB8	SORT1	CD46	ABCA1	C1QBP	EDNRB	AR	CNR1	LPP	CD81	RAMP1	CAV1	F3	TNFRSF12A	RAMP2	ITGA3	ITGAV	ADORA1	SDC1	ADGRV1	CD44	TNFRSF21	MET	NOTCH1	CELSR2	ITGB1	NRCAM	SCARB1	HRH1	CD47	IGF1R	FZD3	TYRO3	CD63	FGFR1	INSR	SDC4	CANX	NRP1	ITGA6	FZD7	F2R	ERBB2	CD82	CADM1	IGF2R	VANGL2	APLP2	FZD5	MCAM	NOTCH2	ADGRE5	ITGA5	PLXNB1	GPC1	ATP5F1B	PTK7	FZD1	ANTXR1	RYK	CALCRL	PLXNB2	CHRM3	MTTP	TNFRSF19	NCSTN	EPHB2	ITGA2	AXL	DPP4	APLP1	TSPAN12	TNFRSF10B	IL17RC	NRP2	CD99L2	PTPRA	NT5E	MCFD2	SIRPA	TFRC	TRADD	SLC16A1	TSPAN17	LIFR	SMAP1	SLC16A7	TSPAN5	PLAUR	AMFR	SORL1	LRP10	TREM1	PILRB	RACK1	RPSA	CD68	RXRA	LAMP1	PTPRZ1	CXCR4	HMMR	TSPAN14	HLA.DPB1	NCL	CD74
RAMP1	0.800769183935468	0.354878474322362	0.271350928250431	0.854994969631083	0.198250958863377	0.301011896766832	0.648810128693781	0.501898696941254	0.411202513304688	0.508764477346318	0.536486816444501	0.289090065245161	0.546426680172677	0.804668142435673	0.612152965658788	0.352504300582209	0.301470167648606	0.806845813630815	0.83231612485096	0.710703212271835	0.407831872217677	0.39233997136646	0.436707374462356	1	0.00117943069969199	0.573432650787005	0.703208092920623	0.786935774411814	0.366847242380931	0.617811536610387	0.374555945994777	0.308983450895858	0.269196165924286	0.445608891068626	0.75637328629207	0.035875689941357	0.660943343126251	0.355379761277121	0.237373248119508	0.332732426103888	0.21876395991839	0.604154908811193	0.709463362578723	0.494385489444528	0.645115707034273	0.616677461608658	0.742376970013981	0.794297421440457	0.377192381855022	0.0929899048880317	0.629476299245609	0.0356334265473167	0.585882874295249	0.271459190697314	0.352483029253787	0.269910128874319	0.14863059355538	0.896253902685303	0.189053307735743	0.50819344514264	0.802373823552286	0.709487420064823	0.285366811202608	0.573619543991997	0.59984750228047	-0.0372722482411431	0.360638376502958	0.470509021251741	0.866115055714522	0.175402927078228	0.24983742954222	0.576784747534074	0.396039807084438	0.408637798919714	0.192161753281619	0.756227138473488	0.70727314377164	0.744449143766218	0.475737424811184	0.642371826794696	0.266022562166477	0.427188430657887	0.223400389863714	0.627466676750538	0.78064386545651	0.366992388602698	0.588751768200638	0.551066856670852	0.549505280533858	0.711409759043188	0.223222399722822	0.666149697224105	0.249433079968597	0.186060499439627	0.546537629167884	0.276179733506955	0.752124608452732	0.224072283213168	0.854624557290549	0.395734501778158	0.875674953333131	0.045948942683818	0.40774508664706	0.347334510764137	0.552556115187083	-0.141924871037714	0.232396439637231	0.671296276646322	0.739452674840861	0.0792861572179081	0.382896813440815	0.780229466478517	0.590790999087222	-0.00233868422550364	0.345101507116003	0.62062535908621	0.104644229717975	0.854063596148146	0.131970909797289
CAV1	-0.028819884000274	0.401458761563172	0.483761897795231	0.350727949974449	0.345214985200857	0.486703621463683	0.511799024577153	0.27154469184178	-0.285554065862577	0.320742836633857	0.552840172497316	-0.496937650907443	-0.0108670900361821	0.078551065118509	0.157293732496861	0.630466901068518	0.634461218146577	0.419761625035476	-0.305905779964122	0.294358719189355	0.272423939328995	0.723570265912961	0.531884066518094	0.00117943069969199	1	0.367890167219539	0.522343163952171	0.345990293905613	0.727676565443365	0.49838401548041	0.340154144818206	0.397540723056834	-0.0969742577097362	0.669935500649651	0.24786929697235	0.648242860413522	0.152509990178499	0.32783239759836	0.75900185682377	0.571438656147181	0.669379658108222	0.345846535427237	0.54900533323587	0.622612955382756	0.408477328894227	-0.171248634676082	0.455778506816381	0.240770819234869	0.453166915453421	0.859178103272043	0.581213443424762	0.879507315412788	-0.173222991546224	0.400440613995682	0.544425294618342	0.392053696353694	0.740859647623988	0.0418703673455197	0.638529906165386	-0.0524771891158281	0.414728356751055	0.162847366968727	0.409899010818644	0.434197065425048	0.512479693674506	0.917812416653929	0.141146483730745	0.590965087355663	0.221755732867653	0.487132521493529	0.585396150153013	0.349644170160547	0.620378105195749	0.347472365902584	0.586121774761573	0.322590080490882	0.229265056906614	0.162765027316575	0.452382779461293	0.466725492503024	0.809301429207593	0.589669723515918	0.541544736656833	0.399939277341529	-0.276933616914813	0.644803067320958	0.386257142201476	0.514916883663263	0.391903041098322	0.3086928972365	0.840527682625948	0.596456095774861	0.371058879192057	0.667359059467791	0.692729331553803	0.844916393417743	0.409677829221901	-0.0462321404855178	0.351946229685744	0.621788112467303	0.211882069269967	0.798985207416146	0.600875381711612	0.31464957154615	0.597917292560359	0.86145068418293	0.154651925078234	0.629643225259808	0.531532832538066	0.524656268290861	0.415408171978568	0.329884700552751	-0.0212927922011224	0.504833764153361	-0.106156406717143	0.307193673747904	0.434999550172621	0.365934835866379	0.368320294173395
F3	0.557564134051307	0.731223883039508	0.802010890604994	0.60280218440879	0.587202735962062	0.805716580113038	0.816301018425793	0.765669466035134	0.348849801778386	0.676716488981397	0.740292635482429	0.0926806216544763	0.296404386185272	0.683424961003999	0.736084108560212	0.670251686331045	0.713431357285947	0.662667448294009	0.399585126715042	0.657039380081789	0.722474517275382	0.746679957332225	0.844682974671048	0.573432650787005	0.367890167219539	1	0.66248095984656	0.589154543887016	0.669729833531547	0.816927322473037	0.718765689629184	0.693911157657941	0.577334401059462	0.730829284194456	0.760930891290333	0.546079502771798	0.709603423424365	0.668922247420772	0.640406497420748	0.727481579339422	0.624791118074866	0.767304896837076	0.706986144396262	0.68639439346587	0.739409636981813	0.501336492559039	0.742580859327931	0.736450633378395	0.682353016215745	0.507996376320001	0.812696917849867	0.477173914840044	0.483902196355117	0.730549831038657	0.760683811804964	0.681733684870504	0.42934004679936	0.607498944664693	0.678708816287006	0.514214241841349	0.769579554777154	0.730972790326938	0.376933452358419	0.668611165822911	0.685951788062238	0.441460177720531	0.661516147161732	0.800634233996212	0.527397644140787	0.659460595577534	0.619442700658671	0.719338980194868	0.783275904972891	0.606019651473798	0.677707622628479	0.545503750325308	0.530148565984247	0.720916600309178	0.784838792113263	0.661512146781923	0.580665752734023	0.63272665700475	0.54321427715851	0.786435368293686	0.156032193693759	0.654900758303815	0.758065656858348	0.72956283460019	0.812942071678757	0.820403122664263	0.453061480215659	0.763489030285739	0.728137572880065	0.554984185680863	0.729468492452999	0.531057691931371	0.658360123403898	0.509467555277032	0.666256489394635	0.735395034018407	0.604716269819861	0.350571332774274	0.792918858768111	0.661919156420079	0.796977527126313	0.192517182177943	0.538204471048061	0.649761581799761	0.598385118633146	0.27037059442918	0.731073897061739	0.794155859450913	0.733261152245893	0.114887428848847	0.122054602584775	0.582084362773344	0.135123199768608	0.686783623788204	0.207813283442007
TNFRSF12A	0.473732521316043	0.674491962778262	0.553012684474823	0.837562273182613	0.418950920025511	0.616508095415577	0.900691285865479	0.585151412896401	0.169475178819587	0.62427012976597	0.686624490873153	-0.250039737511259	0.244526663245861	0.641909069537476	0.536193605463031	0.705455424774677	0.727943131911561	0.909925834290213	0.348643862134002	0.720277725667536	0.559972830764668	0.780388048044523	0.711349665411078	0.703208092920623	0.522343163952171	0.66248095984656	1	0.795863158746218	0.820083379955348	0.819658152189857	0.544812868443674	0.527795143504863	0.211897646915301	0.892135644436051	0.665266767172856	0.493676882538367	0.545995321954444	0.492573959117331	0.653272873448034	0.707686925206208	0.60580199196894	0.791316970413093	0.902424797389272	0.685372915876556	0.739927576983519	0.283091652501784	0.910450970175284	0.708764574896554	0.529402821172177	0.629185690319725	0.842699128218133	0.571566850595995	0.277503555693275	0.516294881751584	0.577952849231791	0.475759717346543	0.545727374202733	0.666701213227013	0.595318757806314	0.339226935005823	0.869121634199908	0.696712270463395	0.379312557491223	0.634894569458014	0.834476194208933	0.49291772606193	0.340463186133445	0.819602856979783	0.758868056592463	0.437996538089533	0.581227789527232	0.600925154165499	0.647837105247463	0.53594940193275	0.550048755249612	0.815075208635883	0.722352274130346	0.617582222098645	0.683265014835035	0.853536913832725	0.704170111160494	0.619220183215748	0.531161344602208	0.789980826836192	0.290088418354279	0.781528689732599	0.81740961743834	0.882196204502976	0.670225229698593	0.739497815953152	0.70354315323727	0.864261695537319	0.479229175279562	0.612303284706128	0.851732162874567	0.698508434785488	0.850297743638797	0.13381142035641	0.787415916230052	0.764853940476734	0.687510859324651	0.571344707944815	0.69563120323605	0.522693396545484	0.853182922211291	0.419463701953039	0.305193429548232	0.921777802715937	0.885249331123723	0.472630527525853	0.551593625605414	0.822305777536938	0.455508474059013	0.322508708086916	0.0161636831416007	0.62727816778622	0.356767134106484	0.821598271831241	0.383712469710834
RAMP2	0.624998843595818	0.531372987069549	0.420448355179948	0.814736755721611	0.434652078581039	0.4819506091112	0.758200397589277	0.604096036159517	0.223130796301896	0.592487989503159	0.750280843117569	0.0300878866658691	0.375421251913091	0.722169391291931	0.641137867735687	0.602609670172835	0.562381322338008	0.87616739851646	0.524118152612532	0.67912344592836	0.558600904228287	0.655506736722794	0.611143588316534	0.786935774411814	0.345990293905613	0.589154543887016	0.795863158746218	1	0.594407641146235	0.737970432835623	0.529151626421756	0.489630139413535	0.270749767122465	0.632411037523096	0.723124240878764	0.355929872569129	0.658539149660851	0.462479974530146	0.577181662857185	0.54906329512621	0.457940211710818	0.702345796319596	0.805078534046891	0.670473798508834	0.676760298304141	0.44676390619132	0.871173984449948	0.721100904900903	0.602089449840062	0.336874256114568	0.754500081595927	0.374250122789517	0.454025290181953	0.465325519348944	0.551551950603226	0.458293323464286	0.326604410114992	0.704130229085333	0.43695595931078	0.439852451572327	0.818616707165256	0.668899829732638	0.582285295758258	0.593033683839637	0.726622417676498	0.31164162605562	0.338127461445956	0.694295963976352	0.818723580065133	0.373072486344833	0.509672889806708	0.622025685651128	0.6370435931734	0.625122093368749	0.470975095488906	0.718469057137427	0.631323342568093	0.693942135928611	0.626257079017833	0.719077062086006	0.511629746257972	0.69118604654064	0.489584771558405	0.684658791351118	0.481410161435666	0.561061294084074	0.709181492402052	0.726408408262819	0.663610409255169	0.740083501315633	0.40137971022473	0.795113384441095	0.40090472376448	0.391767134730152	0.751227655071192	0.519386645422506	0.834811555553906	0.185156371921588	0.826380463681658	0.589125884755585	0.760974568722187	0.294909526151417	0.569325702152955	0.484669587305639	0.759239698627784	0.0798636678985798	0.313952287174263	0.843950067291555	0.853466964816253	0.286170541706441	0.499345335453618	0.804799087905637	0.544945774571056	0.199838266015819	0.159899857766239	0.773682052039018	0.298111964978049	0.870711872030783	0.320315941355079
ITGA3	0.347944130043752	0.760653868974463	0.728119208974071	0.635017743899074	0.61170588195281	0.794775548747151	0.860850619022658	0.654752926842574	0.00207554151215995	0.612023627019962	0.587327922923745	-0.399156785831095	0.0437484689808804	0.430190240514127	0.507158675214614	0.765719779596556	0.861991460273486	0.677325009950071	-0.0343434631814595	0.525959381422601	0.682587395682758	0.888688673277944	0.770341096071793	0.366847242380931	0.727676565443365	0.669729833531547	0.820083379955348	0.594407641146235	1	0.760534571049104	0.678337314786979	0.682315053229292	0.284439739635022	0.916218624138009	0.509875021364313	0.774069362407762	0.495671480980469	0.568042715431475	0.696089756151448	0.85380499191045	0.794518856666939	0.774058328658644	0.749834789200287	0.686527794416268	0.69068169536831	0.164205882733825	0.790349789583974	0.564081650923255	0.611424572594995	0.821308152117668	0.844755962767911	0.790680047378669	0.0524250118724401	0.705656711615107	0.605960659461575	0.681433400029201	0.571126351068231	0.392274611937992	0.789133381205189	0.241880172904825	0.728784970761896	0.612339048876951	0.314809059378836	0.54581389872739	0.751041812311515	0.70629447772577	0.375928301624987	0.904213475739858	0.46543385530473	0.505628982035924	0.751720029547843	0.475602017812226	0.740442681955628	0.525617385215061	0.739145870024783	0.649772034239808	0.475238208468609	0.521524439111829	0.726190012796456	0.798587381736933	0.816275187051378	0.598663539999128	0.691275060976428	0.735493103675856	-0.0995429939248889	0.808025372828144	0.749338840949083	0.843384442107086	0.699281429478757	0.677166384477504	0.77552190895706	0.773605975866742	0.675894584266414	0.732157264828809	0.840231047524351	0.83447761639294	0.694300022358874	0.156305717748414	0.591569022365267	0.836619989628178	0.403334628947883	0.640233642606633	0.830253679286522	0.609998457560337	0.845408600116945	0.589190612353346	0.389743239090179	0.775680072334658	0.670584241437081	0.48263805344787	0.639282603451636	0.658368225211405	0.432171959955788	0.335706496596116	-0.0835139293946014	0.490756420351763	0.273633162727055	0.591228156411076	0.311457591825412
ITGAV	0.553185723296197	0.802581091749502	0.819704325891219	0.762059964068906	0.672746032231725	0.807511195504962	0.908852633786922	0.815785631740166	0.319542961358894	0.823303752524335	0.807454256908333	0.0624106391442973	0.401907077553783	0.796733785902373	0.784621235728609	0.828316306105077	0.856220982712061	0.82300250866288	0.387839742276582	0.753366199131763	0.746497538082004	0.876516876193238	0.927912104208542	0.617811536610387	0.49838401548041	0.816927322473037	0.819658152189857	0.737970432835623	0.760534571049104	1	0.754194559589747	0.736603871613204	0.517764362264224	0.869219256925102	0.755566995608629	0.678292282599211	0.733041500371891	0.773138309130414	0.756157580465022	0.843503670746953	0.713303064832507	0.852856209365748	0.896185311652916	0.811279535752125	0.879990272608907	0.446083440303451	0.888949293264577	0.799948307344789	0.726933043308181	0.635142063092869	0.932115422822356	0.585977007617519	0.438015634612219	0.782939394405905	0.784220627836724	0.698202997236314	0.591339991112686	0.678098827776418	0.757765973865591	0.575389129448905	0.909985563900812	0.699916377704457	0.506312594857164	0.78220924426538	0.884432430500708	0.501549246277093	0.614661844968668	0.874881441370557	0.678785783816974	0.640630424551297	0.755683311211592	0.743116655857674	0.819380445503281	0.741831620513385	0.756866851397373	0.621455796011397	0.599513626659073	0.746307608326912	0.878221368596692	0.824801340350881	0.630901755962	0.793605765260776	0.690092469703046	0.885542362804518	0.202314989879484	0.794404956324456	0.842369516416231	0.873943137798715	0.856137110590009	0.891123585166118	0.58812896065856	0.899389902525349	0.757663701110563	0.680198396513786	0.87361143262875	0.700399299649463	0.748611915791261	0.404702283000622	0.800801218552719	0.867777522651822	0.683232648692889	0.53767139532766	0.840749103661246	0.730512665820663	0.933194899783003	0.341177230374414	0.591895577348309	0.85592490104728	0.807829166046573	0.482765649182543	0.812121305091933	0.909736390921942	0.732214608576574	0.327640560154607	0.124563881880064	0.721469251308857	0.359263915378308	0.814417909920802	0.42098835305019
ADORA1	0.499690505915793	0.854218800569144	0.857290021600256	0.488559311386905	0.918477033230474	0.878279020175073	0.78508205185329	0.93730108711653	0.198854533674063	0.687360251427248	0.583885978541006	0.0416076797853921	0.119017616802915	0.631987623547461	0.760369304339434	0.746681915702924	0.842770881181461	0.554333417279843	0.156857646876362	0.547073050496415	0.92066453929432	0.800070220395282	0.820352729844965	0.374555945994777	0.340154144818206	0.718765689629184	0.544812868443674	0.529151626421756	0.678337314786979	0.754194559589747	1	0.861912121434775	0.683929232976201	0.69714527684103	0.680546329292897	0.821885199059762	0.674432951083108	0.803701097759736	0.589464447308935	0.896284079081506	0.687008707602548	0.803498111160823	0.584940841253728	0.562887288667993	0.773023314358619	0.453816072027258	0.743591791431557	0.613785943615887	0.680439576030946	0.564497277339282	0.774742453887393	0.49487595279795	0.279236969035573	0.878820776412468	0.62276186188679	0.80507493205044	0.309077917239577	0.383310323377588	0.797639476100717	0.538602235649342	0.667586192178499	0.75495409394811	0.306024813965427	0.444253598201815	0.736517058919762	0.402247140928976	0.599398709005409	0.84942227185102	0.363730122494902	0.506041970989159	0.85125762237403	0.496632035044295	0.722007919767204	0.691332657543463	0.840273336220511	0.436621561160665	0.394766472316012	0.660363996403927	0.855638228005357	0.626845516540613	0.45317151258531	0.618721389977031	0.844975534373287	0.753901163713171	-0.0959065915798103	0.645271946562863	0.759807539168311	0.771349332268607	0.818338581878516	0.769448582803167	0.356627559466786	0.673736851989323	0.839379273945761	0.508519374442112	0.675673228940248	0.570876692482845	0.630048585444374	0.457408721525824	0.508675079156955	0.800577216328873	0.337725599613548	0.291860970683503	0.765483244906874	0.761637299164519	0.785565650978133	0.160625648976569	0.660507510104303	0.554667076024168	0.474810889141585	0.312414561020088	0.824713922531293	0.674190533524004	0.797207586167862	0.191098302194987	-0.0771743669265608	0.570873414247923	0.140312590671876	0.531695662893798	0.211969139508668
SDC1	0.384581256132629	0.879488037518587	0.860887661293694	0.449700045400585	0.841663970419264	0.872017586289657	0.778584637658594	0.843833499474482	0.198317049878256	0.721109122947824	0.594169597536483	-0.0504298753992685	0.116482023878915	0.538058004334902	0.761074566598162	0.811724498307447	0.838437946659521	0.518945729100671	0.0674208135370607	0.441008582072008	0.90950722387902	0.809551314807457	0.811201514060525	0.308983450895858	0.397540723056834	0.693911157657941	0.527795143504863	0.489630139413535	0.682315053229292	0.736603871613204	0.861912121434775	1	0.645785635930143	0.706043070157502	0.567593452351361	0.807258212473148	0.66532878347954	0.739002376514182	0.622184171788584	0.883473168577469	0.770775308646771	0.845832394311021	0.563375979507946	0.603216369599322	0.741861075122119	0.441765510405626	0.698932071688102	0.566998534291091	0.736567486444465	0.522084856721921	0.775020223392949	0.582476901227896	0.197829197044765	0.88416991015989	0.672457885831992	0.819783329205598	0.334770378529176	0.371801445252889	0.826047104751814	0.473606174644803	0.667281756690326	0.746300702257646	0.423164835518873	0.510467140622107	0.717201073805137	0.414048734765679	0.542091024845368	0.843044765987823	0.344722050858145	0.613240037777082	0.75988383484567	0.495601794162135	0.76387177269994	0.71902728243081	0.84278538942722	0.412485669439735	0.188952751571812	0.58913533391429	0.808102266018466	0.646809940709663	0.526022502701533	0.602551102921118	0.768954009804228	0.742518543210239	-0.146446122706247	0.687664875701684	0.654653598753358	0.789214297474103	0.805094259469916	0.760248592113944	0.344560095542383	0.643610751492469	0.798278567210564	0.614221117918283	0.646457667573833	0.630282206933864	0.58836933954253	0.291194550519942	0.493791846572977	0.74247599974293	0.326766937308886	0.321936098434552	0.725198898762536	0.795094918851072	0.732855615184112	0.168301250791048	0.695672764143619	0.552287790908419	0.454850030844456	0.338265532174697	0.816397946070948	0.671224606354067	0.735418025750868	0.229563343662634	-0.0521246042506308	0.640544799390697	0.166446625963942	0.525600070986528	0.267717655509132
ADGRV1	0.461512016085765	0.635335934400245	0.703728592760774	0.157734879754879	0.671679124027893	0.650867543775866	0.46500051070563	0.769074672369847	0.585175617687556	0.638041833660611	0.370996794848301	0.405048448528726	0.163457432364326	0.589570580418846	0.724148051155511	0.486609032004797	0.485770974338239	0.197545397627334	0.310982170755396	0.390307054123336	0.764841774395857	0.468282567628023	0.622882310876882	0.269196165924286	-0.0969742577097362	0.577334401059462	0.211897646915301	0.270749767122465	0.284439739635022	0.517764362264224	0.683929232976201	0.645785635930143	1	0.348190161724465	0.467063703588225	0.458049800229217	0.689899035534487	0.604209505793571	0.216014275021892	0.583764894153977	0.425432016895273	0.652437175898862	0.233730756321607	0.32575151190509	0.578462375701274	0.542770470133297	0.404446203350341	0.46837271385777	0.644053422673962	0.0572531735325734	0.447340797038396	0.123597548912028	0.552430700721904	0.716308558366264	0.414409568225663	0.665561856185024	-0.0843003736885567	0.315584900879905	0.506761598457096	0.612601748626182	0.401086104778659	0.586638035413984	0.302915018010054	0.31755488255122	0.399593721013791	-0.0448953858704242	0.708796872147888	0.511374728245946	0.122101771551822	0.411468902047229	0.438607997557748	0.327816904389213	0.439875838197309	0.684156575642749	0.537157688760774	0.208467161364815	0.171176773809352	0.480017412115302	0.606631385352409	0.377276764676342	0.106398971121412	0.381578636959617	0.395305284270275	0.531764332830927	-0.0675780858664891	0.354614481379308	0.503357651379533	0.486416727875355	0.666892829865604	0.651675705024463	-0.115862037990431	0.316520204398712	0.688988166235396	0.281603169106482	0.279893506652358	0.109151946684179	0.260433027699887	0.663917092653517	0.276118790126893	0.499644115122474	0.185018983450712	-0.121417038185918	0.442465970318715	0.676703322034816	0.466165321978171	-0.273318018858339	0.69075127503267	0.141406105448945	0.0860973262506332	-0.00566359871393584	0.681129011424126	0.466240977615328	0.877558036636608	-0.133399615175542	-0.0789088951434197	0.448095125393036	-0.133249420326182	0.254374769675609	0.0341021904995203
CD44	0.332328264040479	0.829370187358266	0.77723679021169	0.662638072282229	0.613040133474043	0.825117446863395	0.928616765375054	0.689761601296581	0.129594064053809	0.695925699759968	0.709336864447296	-0.339817856955874	0.118097874983031	0.536927753899183	0.589024959388705	0.835161910682986	0.896871904221736	0.764888847101522	0.103546667263107	0.645139906801047	0.686014402902973	0.916615422980133	0.864210258700999	0.445608891068626	0.669935500649651	0.730829284194456	0.892135644436051	0.632411037523096	0.916218624138009	0.869219256925102	0.69714527684103	0.706043070157502	0.348190161724465	1	0.629582332884684	0.735237538873693	0.519289151001708	0.623583976051753	0.779931685956743	0.880286206738155	0.790129170410461	0.825877547557989	0.838665479524971	0.715179079734963	0.771398329959622	0.220291871276264	0.843262187804527	0.627353111021489	0.655331669048918	0.804941374958374	0.885742573066718	0.76562763975565	0.184287135680393	0.707835553433955	0.678293216663784	0.656989301468656	0.646932395930108	0.468293610249453	0.815445705773806	0.309611299785377	0.807317550781604	0.665759373413398	0.397105495563115	0.614971050689199	0.848565048125834	0.658583182035947	0.442666683602779	0.919604204554931	0.52812232248698	0.604319816673052	0.746705576714525	0.583809391768817	0.768486043266957	0.619889732631643	0.76305998637105	0.675371438823987	0.583240480380026	0.572010874007547	0.798241934890271	0.813032902332302	0.780953741678629	0.695649168087345	0.681384848617869	0.82355211195612	-0.0522647458275508	0.886604696246393	0.834330160265671	0.922835765312137	0.756858465674642	0.742939830156127	0.77623764941355	0.857551301607477	0.681589489162404	0.786151236498818	0.892119587689775	0.799092632260879	0.739277110533549	0.226752832536445	0.658692036458184	0.89629029525144	0.484800551161919	0.717439130357859	0.83157160018875	0.67779812055725	0.911969065058085	0.56983119189043	0.453769549599624	0.846808784584452	0.75281128481826	0.604190942318386	0.710318430597212	0.779114774632065	0.500509276316214	0.43199223387788	-0.110721953706199	0.599065759305511	0.412583251706655	0.66681941124257	0.462495298117434
TNFRSF21	0.683299817997149	0.590223019245602	0.601128358030891	0.691763887687933	0.528738506824787	0.628047879753501	0.77218522219175	0.733214153695733	0.36636104133903	0.65297544209435	0.756256517094132	0.172067727312205	0.376582634260228	0.761007409686691	0.719591691604918	0.602495350576146	0.576922687172176	0.764517672837137	0.582795357464918	0.747129720207796	0.609825151190255	0.654343127413598	0.707269440199225	0.75637328629207	0.24786929697235	0.760930891290333	0.665266767172856	0.723124240878764	0.509875021364313	0.755566995608629	0.680546329292897	0.567593452351361	0.467063703588225	0.629582332884684	1	0.393781682885105	0.660459862355802	0.619945584410881	0.574198340544748	0.613497013044905	0.482196869377825	0.692036748189191	0.724992197532772	0.583889583537606	0.778452320119343	0.626619157404725	0.774569249845365	0.761788384784802	0.599352468757313	0.388842416887733	0.74037627875056	0.341179802904679	0.53779263779973	0.520931322207702	0.616265612950239	0.531311908428141	0.353097413576412	0.669076980938699	0.513869700139891	0.531187222920933	0.791390388020433	0.782012731607724	0.429169038645967	0.54756143998568	0.731710440886466	0.261912044133553	0.490987428589949	0.692811306148943	0.662138549989334	0.529293825897719	0.547056200978575	0.690049284580468	0.661223961899207	0.609216916147062	0.53049922917373	0.623517136858574	0.649860622526984	0.784829011838986	0.712466779771311	0.581890518867615	0.414384553209309	0.672582751430885	0.541680787713475	0.733162246512096	0.378786412969337	0.566558910269376	0.750379110781473	0.699407174763646	0.726296395247999	0.777095229399365	0.387204559617014	0.79638967273759	0.533821703941978	0.372546589452378	0.672980909411345	0.438720957048527	0.756293802219944	0.368672707282563	0.752369128923238	0.643991464723926	0.708381033465481	0.274664454172721	0.647160809716311	0.562827562673608	0.745823345249285	0.0808084659950093	0.463994207213857	0.692267719021579	0.699463753914818	0.22890000572655	0.6295155538915	0.809386683012411	0.694637759460864	0.135125865274293	0.112692487205035	0.67767041044892	0.212364108788661	0.788021062632243	0.232055979051797
MET	0.176242788276181	0.802501307449721	0.846659117933679	0.346102658719802	0.886513907904386	0.84402915983346	0.695259396588676	0.775278667720314	-0.0844471219086386	0.618338493024603	0.514072751065254	-0.25562862766683	-0.00407913700314864	0.36937708664651	0.539417265399362	0.797629567401599	0.907360332959119	0.423512774115359	-0.2464830855847	0.379820400565379	0.773294228549332	0.852085203626657	0.771397714080125	0.035875689941357	0.648242860413522	0.546079502771798	0.493676882538367	0.355929872569129	0.774069362407762	0.678292282599211	0.821885199059762	0.807258212473148	0.458049800229217	0.735237538873693	0.393781682885105	1	0.438880656647952	0.756834048850054	0.714751936082491	0.905784604850951	0.801584445497395	0.689979426955976	0.540005123096467	0.612112401322117	0.653702097031897	0.132333366995952	0.630421454882959	0.377980725168721	0.633124899927949	0.803142288860092	0.730382948539897	0.75038832593211	-0.0613502681721322	0.860449652626214	0.662017041761973	0.781009697137904	0.53572196877309	0.1135856538147	0.887614504099085	0.301597425281348	0.528909154372922	0.476624870693531	0.311972886492708	0.437815606684161	0.675254039917977	0.712667182890985	0.395574403547408	0.824965349909216	0.192174298997239	0.554129965630653	0.910219103644627	0.35735868639372	0.757445672480895	0.586114714147114	0.900104405358066	0.300617856271585	0.187629468899067	0.417465312882557	0.770490300272607	0.566990603617798	0.62357662082943	0.595837844001414	0.901162192852258	0.63838359620798	-0.404251695805994	0.719025034891928	0.640646995505101	0.734882497875619	0.683981563691649	0.597943177699357	0.573861506062895	0.621854777599403	0.816938486525546	0.669517609688536	0.688855280436395	0.740461323955135	0.473015280198267	0.191113492768221	0.346551318946032	0.814982685208893	0.122408211700671	0.571708872720865	0.767090118706273	0.703699538555557	0.743690111912072	0.519009997945102	0.596638631666517	0.553258841121153	0.427699547011207	0.487768766260899	0.755483414628167	0.495221181342197	0.509479460925714	0.358457758808124	-0.156016295020797	0.431691881889921	0.259076713573559	0.370070749768345	0.309734622765495
