""	SDC3	SDC2	TNFRSF1A	CD9	GPR37L1	LDLR	GPR37	LRP4	LRP1	RAMP1	ADGRV1	LRP6	TNFRSF21	CHL1	EGFR	EDNRB	CELSR2	SORT1	CAV1	C1QBP	ITGB8	AR	MRC2	NOTCH1	F3	INSR	CD82	ITGAV	CD81	MET	ITGA3	FZD3	CNR1	CD46	DDR1	NRCAM	ITGB1	GPC1	HRH1	ABCA1	CADM1	TYRO3	CD63	LPP	CD47	F2R	ADORA1	RIPK1	ITGA6	CANX	SCARB1	TNFRSF12A	IGF1R	RAMP2	TSPAN5	FGFR1	IL13RA2	NRP1	SDC4	FAS	TFRC	SMAP1	PLXNB1	TRADD	IGF2R	CD44	ITGA5	FZD7	TSPAN12	ERBB2	CALCRL	AXL	CHRM3	VANGL2	PTPRZ1	PTPRA	FZD6	PTK7	FZD5	ANTXR1	SORL1	APLP2	FZD1	MCAM	ADGRE5	PDGFRA	PVR	NOTCH2	SMAD3	NCSTN	PLXNB2	NOTCH3	DDR2	TNFRSF19	NGFR	RYK	MTTP	EPHB2	ITGA2	AQP1	NT5E	SIRPA	IL17RC	NRP2	PDGFRB	ACTR2	APLP1	TSPAN17	CD99L2	PILRB	AMFR	MCFD2	LIFR	TNFRSF10B	SLC16A1	PLAUR	HMMR	RXRA	SLC16A7	TREM1	LRP10	RACK1	JMJD6	LAMP1	CD68	RPSA	CXCR4	TSPAN14	GPNMB	HLA.DPB1	NCL	CD74	HLA.DPA1
GPC1	0.539893969311433	0.810835737923206	0.953852737652879	0.794656951365811	-0.119221022839914	0.898213468447352	0.825440405119362	0.106606278497585	0.799287144564851	0.620489894451569	0.444490267941211	0.626169018853784	0.831427090071693	0.799918449146101	-0.0774991095886417	0.236079504045106	0.617771257496837	0.86138642097704	0.705205366301934	0.927479741288575	0.664756810751691	0.68372717609816	0.936315163804005	0.551050485987588	0.841416084717369	0.75444288400331	0.513377039040794	0.928169089700823	0.839574810642454	0.822237135792189	0.935190580446366	0.84408852540707	0.844444015591354	0.87359220360642	0.391196321297349	0.93194086420311	0.70788795091358	1	0.885665485496941	0.910548272191456	0.616700764000267	0.688168043864332	0.958676187206002	0.933947082999499	0.911076920683197	0.750372905795315	0.876816679853698	0.859358220130289	0.237540089410958	0.935796511926372	0.834965116187107	0.942813230675539	0.784131720028582	0.853114939138269	0.690112777622555	0.848697436672265	0.547233544182773	0.746645280805119	0.744478983514539	0.859319982916595	0.690560167507136	0.805194402990647	0.46409864673705	0.876348645491229	0.855833250563979	0.951279606557645	0.62911164438488	0.878753925209423	0.0386348132003831	0.849080155858369	0.67328993756651	0.838672766742383	0.582518808793532	0.603826173890192	0.721412475686654	0.864877044622356	0.81628488910139	0.668163340752084	0.788372123710159	0.698314174490704	0.725556860439074	0.867188434272326	0.91939278140931	0.421646476100887	0.877795437139367	0.178967450305203	0.892016723873448	0.72558214300225	0.873458196699631	0.877334982021474	0.92423484082226	0.420551486156351	0.656186731190427	0.644970926323251	-0.00849442590589211	0.801927569617835	0.473692326840607	0.670660221974548	0.836385436226823	-0.0879480706789994	0.687718580538165	0.816774867409245	0.865233851467738	0.900789826048319	0.440035289851768	0.887359807160712	0.861186824052651	0.64433947038931	0.856343531036812	0.4644449387238	0.906488938270786	0.929061957301947	0.19711231787954	0.910961483684202	0.774946847828414	0.64499387014151	0.137621165746703	0.770222029135848	0.925950417812353	0.428706295798409	0.951987833696889	0.902874116881761	0.714201808364422	0.888178908811714	0.521503792562673	0.844057098524871	0.545856194577763	0.738076823081245	0.389953655094023	0.400103007829019	0.855668400093707	0.425263116660556	0.429253766784945
HRH1	0.612446076400479	0.665900091142856	0.919603096845773	0.848710037466783	0.0280941862956309	0.947587311236982	0.926461699167293	0.25027604487486	0.82971277727317	0.636655175053777	0.617614659648103	0.7353664803423	0.79631045458335	0.930914392107841	0.0752090205066958	0.300263646174062	0.685968401664647	0.911894562118551	0.509450368697282	0.788029133668449	0.774464694280852	0.765445319840472	0.898082211293929	0.551578727243276	0.739137820695974	0.811078152089885	0.278963994595641	0.901441139124529	0.822991234184385	0.880055971308785	0.852475031419758	0.931991611438281	0.945994151026926	0.87031810375233	0.475132077138825	0.953724492695813	0.465955113918147	0.885665485496941	1	0.883925455672538	0.691196540254946	0.768137503668622	0.898131050858766	0.889079320991934	0.776078900014027	0.607276048175006	0.862696959734082	0.803313188373205	0.334780291585187	0.902803697508632	0.696998557370025	0.790505666057021	0.756208065203227	0.816920270557992	0.668188209695268	0.914744079625614	0.470411128656271	0.576812386129162	0.581819431464698	0.679643258475409	0.641050661091554	0.778294771824031	0.659033116589872	0.77686660012203	0.838855418637513	0.857500817832004	0.391082441358335	0.947988000658399	0.0939296552981042	0.890243366560648	0.759149638616625	0.756996826061894	0.612718484354949	0.705297381201243	0.887216612134201	0.918916028261521	0.869043216345472	0.448430756799902	0.914797313421195	0.522887176817653	0.842822406686735	0.844700009224772	0.897898381353036	0.411889802338038	0.815903921684566	0.081253001075154	0.916892174152873	0.591021941895136	0.880048053130281	0.923925291216032	0.848585295285864	0.187529927974607	0.460306889203449	0.675981563584734	0.0346756293443049	0.787514795969697	0.456751063156043	0.799992149532336	0.651890002893177	-0.0278149838703317	0.448284440706332	0.847878265412476	0.863439739897921	0.883816945045849	0.223945588447927	0.773846811365037	0.861026976257379	0.464093641001675	0.903606728898514	0.59607637947568	0.896465433745025	0.834313703793832	0.295165402960487	0.781445896836706	0.73706732893788	0.469428142847569	0.139683514864454	0.781466822935405	0.910903856373388	0.212421782605489	0.900676291755553	0.700620545104234	0.618389358662574	0.885016498320874	0.443754765911913	0.639993054103131	0.460249020387239	0.750779445661712	0.322258468265283	0.311050777083214	0.781201679994861	0.393284109113396	0.398854325407657
ABCA1	0.431924655107422	0.762199970233043	0.915151081050822	0.734107273182371	-0.0916093838846962	0.945013133675226	0.904054931784822	0.148968169817489	0.881153907493878	0.481262082957555	0.524721529028583	0.661033061790487	0.732677405498661	0.870099983000334	-0.0421375709569296	0.188927156113112	0.630570169891726	0.826903682108628	0.718086044315985	0.803440718881036	0.667638083883258	0.696291783481312	0.914917094470731	0.463801539009396	0.784151658445905	0.827448687581584	0.51077854666252	0.950466070343457	0.890908101372902	0.903609112687521	0.893319759045258	0.826991586865529	0.896192812333694	0.897129500292809	0.314573289222034	0.948811033764906	0.626409584975042	0.910548272191456	0.883925455672538	1	0.552795787678172	0.651168101987138	0.902142870134584	0.958343238182274	0.817625820939225	0.666473775397442	0.840612801670319	0.812021998026075	0.24556629855857	0.868178255792759	0.793332761962972	0.851816964383411	0.798235345030447	0.761388319124662	0.608136645794582	0.840876285123474	0.431685297669465	0.715645560559805	0.755024625833682	0.852855853600066	0.693191196945204	0.744988996086682	0.553893130678486	0.870075145519799	0.926160825063925	0.923128797325539	0.577914457488248	0.919178865635073	-0.0923724916977683	0.88904922815854	0.775643429345274	0.850241824050981	0.519472651184048	0.57318744314117	0.7793133148349	0.839961484380231	0.865114717858686	0.547012261183789	0.76458662881869	0.623843542493167	0.836716275332916	0.77744724812326	0.917708993798161	0.30726300448927	0.845733681288845	0.0165279982165038	0.913539980956468	0.707942315177286	0.91618144021859	0.89783685970703	0.90953750387862	0.313767825712421	0.662973003213211	0.601970825234754	-0.0945013882600549	0.78985237365103	0.387634097204634	0.679816306712321	0.832909311526211	0.0372725677178247	0.639033432143695	0.893660282955294	0.816353283230055	0.892438412716428	0.367803046360385	0.805070040651304	0.817666914323116	0.498424480235413	0.817221713814745	0.533974860309132	0.878794199576519	0.869692671209469	0.319185225863312	0.874307012930655	0.759989282343411	0.652054960781774	0.0344022504486097	0.82782091140268	0.925724713062237	0.492729815357023	0.923195963510239	0.785765753619627	0.68175514308067	0.851520542145326	0.595393266833099	0.696872196743135	0.520400356627328	0.716294503092213	0.392101858927374	0.388975306851405	0.758753124063275	0.461114748517215	0.437906449308737
CADM1	0.851799393570979	0.505734286802941	0.72294889424287	0.921217097843496	0.58552662122784	0.577683005823297	0.519615104138034	0.581841972351868	0.592219035991503	0.887852911617667	0.59618069763444	0.618998680191936	0.762848659411778	0.681365910514105	0.463341076403112	0.763725909813943	0.689075748757293	0.786192175289594	0.186725953102807	0.737559224267699	0.916101093756651	0.780789780881976	0.614394293614962	0.805825611556348	0.677568594530491	0.540068518851371	0.197820517764752	0.711844907259836	0.586654389891636	0.360692302443113	0.622366521811806	0.825643804743223	0.607333381724183	0.629246366217883	0.88087428309439	0.612134575592813	0.24572846505366	0.616700764000267	0.691196540254946	0.552795787678172	1	0.750668424463305	0.696619209802055	0.574376515907867	0.721756645080746	0.434942837909852	0.776543302119173	0.749766877559187	0.539297154932223	0.804472174634672	0.449089746802899	0.62367905313965	0.549995356377473	0.774155377336268	0.860156387376094	0.808701379097158	0.788060410968042	0.219142647368637	0.295358443744332	0.45198270033029	0.498299504360685	0.860120447517232	0.648225898392906	0.574734920636101	0.45473791931795	0.566269531603003	0.15838318281942	0.619285947872077	0.663332735004181	0.712231389649668	0.583193295990809	0.591756878456972	0.629878390210067	0.847047703130767	0.794988712201769	0.86613120334118	0.552092793594122	0.421700156922174	0.724390007776211	0.422417126334447	0.581676298063572	0.889468604197834	0.649393325708311	0.472013536765007	0.581658272889773	0.580272300936364	0.575931359205963	0.505505224108939	0.555203578846797	0.767318185679581	0.612938732916516	0.15156580759761	0.167562357599341	0.848931780538509	0.565893768867508	0.586131537683051	0.82931344189696	0.792342088577228	0.404328859030498	0.11762239479868	0.288653791918895	0.634345759182822	0.770881676076454	0.572237497161468	0.0250009242365958	0.677322274303146	0.847053792475876	0.641384720418642	0.786840640107087	0.700451715073738	0.781390478308722	0.719073660323762	0.343554767777199	0.556276873327827	0.577156269407916	0.245613830028529	0.554041274470778	0.635899620375052	0.686867471521806	-0.0160789327677189	0.704577113492618	0.586777677522311	0.375925253815314	0.847724302441032	0.177531131244447	0.627235107818626	0.353441154784135	0.615335969862633	0.300467139511626	0.181459278329203	0.811130248660209	0.253973796827068	0.267140885575858
TYRO3	0.696367251936151	0.534037774694938	0.758045097559164	0.77611856094143	0.354125218379795	0.675916294942869	0.653404283919548	0.504120437468106	0.685488278643154	0.718911067336459	0.686701298965742	0.668506584142558	0.847363477759005	0.749120680601489	0.260380805466753	0.570588683719791	0.794665851993843	0.817457497201707	0.203331126479073	0.703217741969715	0.777186006953464	0.692322423765893	0.696991931652164	0.763295406866619	0.707819414689793	0.56566913422808	0.12342193413182	0.766257240784996	0.688996634585817	0.518400024840756	0.655412984211699	0.788349979037814	0.708679780063512	0.709610507414274	0.659447957539137	0.703209583506508	0.295410175542345	0.688168043864332	0.768137503668622	0.651168101987138	0.750668424463305	1	0.720635072158756	0.671484175587078	0.681917757748725	0.456009965820971	0.768718759446188	0.708606044329836	0.498280167818236	0.793076741008615	0.510852758809699	0.625767036313927	0.654818688930656	0.749675530941921	0.660346141232156	0.761366708199345	0.526188146625743	0.317774021004596	0.320145311958802	0.448830455465754	0.579082955633066	0.743147859695772	0.652443054761043	0.547280868465933	0.549245827170964	0.653007830542118	0.20791883706627	0.733907523952289	0.388751142347241	0.743755029887753	0.657452215132355	0.616673768492175	0.581496833450775	0.811407397374361	0.83587967957596	0.837244453671089	0.662596161571943	0.393723947098596	0.786754656380318	0.460760654398049	0.702708255902421	0.778017758967604	0.67190220367404	0.481520017212293	0.660511371958165	0.244757111269443	0.680721435877662	0.46718614055128	0.708859026435094	0.76568322444596	0.718731859887353	0.178358270837799	0.261808556114699	0.724902516622207	0.256318282259239	0.603214732680915	0.663133967250515	0.701653779113743	0.471758465770784	0.128938986856619	0.273981025625973	0.728936117665969	0.776818960381735	0.682559293767738	0.141486868475332	0.682985787195806	0.7813894673755	0.488698899403825	0.780775687235815	0.585550262891812	0.759855603699676	0.669593356660445	0.392705523430489	0.60382735835076	0.525047918134925	0.328102957303561	0.23624131396075	0.667527663098262	0.704739801678337	-0.0488652046492246	0.735214740500451	0.55581372524539	0.399220568799726	0.807497055159791	0.264862089651972	0.5400744484182	0.311263175090569	0.633236410149989	0.293570493637558	0.276155202371205	0.697785153288593	0.392247852756765	0.362762449685692
CD63	0.573611337150124	0.795823426883625	0.955883739587351	0.854129505279208	-0.0254405778693878	0.916157957346132	0.84167661645126	0.17541001185635	0.767797012851	0.688333928495507	0.472690412565557	0.612360683356953	0.827215559075622	0.841826038488807	-0.00803624344315047	0.334830261862159	0.606140222965415	0.877091124120314	0.62912557603409	0.94722799560839	0.727455845047883	0.688076696219742	0.897289449296724	0.561567718159635	0.825741588859602	0.724891359390215	0.44340712194441	0.935077780032216	0.831410459553326	0.799558765048363	0.920007728443055	0.872888646577845	0.879747181028167	0.841295516922055	0.488342437625733	0.919974300064884	0.630392714417903	0.958676187206002	0.898131050858766	0.902142870134584	0.696619209802055	0.720635072158756	1	0.915550648782714	0.911104298634485	0.715704611744826	0.888124999394933	0.894608718921549	0.267332778504375	0.944946514079562	0.767970333769548	0.947489276858344	0.741440105380194	0.908215396059858	0.737790848510521	0.869866965723847	0.624269505935364	0.657450498020878	0.65075991562217	0.825531259847401	0.635686227966212	0.854141069321538	0.516385760861931	0.859407663283978	0.830961041162825	0.929428248903502	0.541260810768292	0.866712652323302	0.109300465278893	0.872521446848087	0.759107895130736	0.843696631783689	0.607618213307005	0.636265594136095	0.787156097528402	0.898868802396079	0.806400445315016	0.600594193839941	0.808869238807028	0.634291674365973	0.730033748482022	0.89441824765696	0.919235704962302	0.400858859799386	0.84615237420954	0.195477245857208	0.897341772904128	0.666093650207617	0.886859061943922	0.911071659720409	0.892111896339543	0.341240075417777	0.566068957374326	0.694223484274388	0.0556720340878396	0.761912028414464	0.49515314344047	0.76051171961174	0.787495371732725	-0.0644803523121942	0.613087210874557	0.818514983759805	0.895069991737822	0.879579383740754	0.338212183537073	0.869139832045546	0.908921072683297	0.633445075173028	0.88335995581432	0.48748061106863	0.896672246829603	0.925299852906816	0.217987636022696	0.849986996164861	0.721423066601632	0.561430165644273	0.131771884507296	0.723940270328039	0.913955355374218	0.332704228927692	0.962956723383182	0.880541407367225	0.619530825437314	0.929631770292442	0.475045617516706	0.844870936277653	0.505627536231745	0.748513685913813	0.382914835005312	0.351413874955142	0.89324767844431	0.411065237075393	0.406948943308859
LPP	0.437384540730107	0.821745967068206	0.933568688554607	0.746284837801681	-0.0858565097191067	0.939902652992579	0.873398793578775	0.164231779782976	0.8650871358282	0.520053010414214	0.506426089982463	0.635226497568858	0.791411801755351	0.842536876801076	-0.00150366758957366	0.210930103009689	0.651683394876891	0.863961569622748	0.77010642782541	0.847583477792571	0.660917676783822	0.69330915702242	0.938804765839734	0.52446149347954	0.827613924485375	0.865527156840145	0.542415233182067	0.950227848170921	0.898176484244129	0.868779040643039	0.905094698296628	0.841346921769462	0.871811180424891	0.91277347552751	0.340726815355873	0.935756969522769	0.728165154274077	0.933947082999499	0.889079320991934	0.958343238182274	0.574376515907867	0.671484175587078	0.915550648782714	1	0.856563870942032	0.749051502726855	0.84695315172359	0.843834197164106	0.277008819306096	0.889460610058192	0.847221970089461	0.866878971301619	0.834531344601893	0.818251536939056	0.684282778226938	0.871606297436295	0.425696106059329	0.789947716573864	0.74982391581206	0.873527808796589	0.733366297211749	0.797088626361782	0.563839420628556	0.916213964589196	0.934118894314085	0.935172407043332	0.65766719832624	0.900789953307802	-0.0574578077981944	0.896085742433778	0.787975606387914	0.897790047990947	0.578456076086285	0.592936396166507	0.762333271767301	0.852504929392451	0.866608912553373	0.636368289373114	0.772414576455962	0.727492913435393	0.80546222512942	0.803998855078123	0.918883012266404	0.478518216769642	0.843150998973226	0.0830322412765666	0.916735112497185	0.751149865154689	0.928768567503064	0.887433092701244	0.927473457732344	0.48241556703556	0.73200448900738	0.618796622589533	-0.0992820462927023	0.853191068127204	0.420464128626478	0.698727166369879	0.847399309403353	0.0118920882817913	0.676890707262775	0.861679070968873	0.850924923184041	0.90576224986361	0.50166941771193	0.871104423211686	0.833045773886503	0.544161625078442	0.844403104947014	0.525177619063178	0.885541510082858	0.909896392559388	0.302905493327883	0.899446414742416	0.782583444463964	0.668919047044721	0.0767155894167442	0.810060091495208	0.935417644545345	0.472654564360208	0.953732887673023	0.848198415390048	0.729179768565276	0.877662571646563	0.572012912614056	0.770525855047476	0.547951051774279	0.776715311723146	0.389534081725752	0.426943965824879	0.809920580907549	0.473220904384576	0.463128249586412
CD47	0.585153071911941	0.828119260386693	0.895766919022272	0.82810466787561	0.0655800611187463	0.770947030440496	0.642945144689009	0.249214427318189	0.709891191381209	0.719130100041531	0.368639520261468	0.509980021359751	0.837019451586161	0.677965764471547	0.0946549889493281	0.424226831788115	0.603767771782117	0.828832848965341	0.677325697893599	0.963455547155979	0.696608346952756	0.679576816150072	0.846419238145406	0.664360428672898	0.88244026275403	0.683643923720308	0.628368851841457	0.897962784519295	0.768633424511111	0.620672215465897	0.852816306080505	0.820428096190604	0.681824322692596	0.782688184315576	0.536662677899551	0.793671768358209	0.741045693059741	0.911076920683197	0.776078900014027	0.817625820939225	0.721756645080746	0.681917757748725	0.911104298634485	0.856563870942032	1	0.780835595310203	0.817255915300268	0.888547808740541	0.268566358209072	0.930678130540178	0.801059908185737	0.924693195625903	0.739035505305466	0.86730210704824	0.836650543602154	0.843069632821848	0.707302028448455	0.705227754816608	0.724087473784573	0.872155373979826	0.686215429329901	0.887543206418635	0.435228140568644	0.869925698238399	0.744885869361484	0.884582731700864	0.666154277678655	0.725716177299989	0.290141540349482	0.80124118312141	0.620871091425005	0.831066634474402	0.668917125924865	0.670455023350556	0.657354189687378	0.843401812897529	0.70906208781676	0.737545723873907	0.677737185393077	0.745023070402561	0.612359981054691	0.909616482465248	0.857265274548456	0.419337273283317	0.78622545729296	0.445496314175113	0.77848379625573	0.803940405208871	0.782932394098392	0.837163516501113	0.863492285539965	0.496770518232096	0.666347202036763	0.785802562310187	0.177910558685522	0.757060924743464	0.601132013871251	0.689324078630759	0.824824285009981	-0.0699466145435604	0.748918654058838	0.748471274328787	0.837217838887223	0.813049585796313	0.449781351298815	0.910720178656127	0.902831242526077	0.744670352291495	0.826377709009067	0.522627828201661	0.859345156371316	0.947688787146249	0.171820498526491	0.876378793536291	0.783024489574961	0.660087722997699	0.344127820386738	0.692211319364515	0.870432018536721	0.442598335208891	0.910919017587486	0.947848875579283	0.705648891621289	0.91555259167112	0.518860242535751	0.939649641157895	0.579254167138889	0.694848186475902	0.443681997472508	0.420956962983452	0.945256030083101	0.421175659555464	0.42379351559607
F2R	0.3525665476569	0.912691676683001	0.668153778905495	0.554329190585711	-0.0499250113737004	0.650393502276165	0.551986570196942	0.139810991878678	0.632099127236936	0.408400434382139	0.264722297499099	0.484005760639754	0.652579937174758	0.535462040296379	0.101993104072255	0.166796286873754	0.411673555981798	0.649287459231309	0.645527614217234	0.766879026301579	0.452332632402201	0.477578963255363	0.777509125108119	0.497880459511118	0.833093276484954	0.608629462911766	0.684582275737442	0.729364091804797	0.690073721776111	0.554083882115126	0.614810994529663	0.596447744184707	0.561927569684813	0.691004188379336	0.253413781105193	0.607913152065293	0.907110209508769	0.750372905795315	0.607276048175006	0.666473775397442	0.434942837909852	0.456009965820971	0.715704611744826	0.749051502726855	0.780835595310203	1	0.56438485655318	0.772763513811889	0.124150232707464	0.700373521960044	0.826601952196054	0.667689707607055	0.674667467393704	0.619687567374162	0.687054640387694	0.722123691900177	0.389999164308517	0.847763871337535	0.56863613697211	0.817804337575745	0.517978077597175	0.681997664719749	0.370320166788119	0.734524484798783	0.731711425200559	0.67119063159468	0.873920605912144	0.583093241749145	0.0659675124888148	0.676763665468032	0.538462988982084	0.730239903059833	0.425176461223234	0.419041742585228	0.476588194937878	0.631224178969641	0.661943874552601	0.882229818292798	0.511214553028586	0.772985169771648	0.494790029426038	0.659509202905556	0.699345151122414	0.412693746061895	0.611594720602932	0.377161166334023	0.652918395716892	0.847051035607958	0.719390614361215	0.672828563812968	0.736285737038028	0.71844502741883	0.837122261112054	0.557944893334361	0.0531705826908749	0.79813662671964	0.287874185204392	0.510971162759264	0.710300850156622	-0.0510109352498496	0.604451218435233	0.592279857245308	0.618178413927507	0.621076316005646	0.79535735319331	0.835995354669298	0.608281489454374	0.557835665418087	0.687461649835478	0.397702274886731	0.669249283724825	0.795550660561825	0.130627022071241	0.746812763135525	0.619527161689328	0.667735758853479	0.265886431114008	0.575143329808882	0.687066404826275	0.35103180646477	0.757359625550427	0.794095971097421	0.755516053182085	0.706348472048192	0.438099271076143	0.796291737685136	0.508038762629956	0.5864562286209	0.327686453059848	0.383249999931343	0.770224139804476	0.316366490885931	0.310730259258584
ADORA1	0.668233022510142	0.680203089165342	0.949282053829088	0.859002303795108	0.197033911178433	0.834532934703472	0.79133395251353	0.384178986260147	0.83996185315712	0.777411323269425	0.682688936127831	0.691635336325856	0.863156982415248	0.864676415761345	0.0212231410663834	0.506663379276211	0.767656705274269	0.903411417960043	0.48014943278393	0.840208754376163	0.835718144784407	0.784085681501361	0.884779437834645	0.639205657087193	0.822320709429008	0.710518520809187	0.298489512520345	0.905289863397179	0.853839310323575	0.706385480370203	0.886407230963862	0.880009190177578	0.839418038147878	0.862178560915403	0.604099776886797	0.895070363503918	0.455792526509352	0.876816679853698	0.862696959734082	0.840612801670319	0.776543302119173	0.768718759446188	0.888124999394933	0.84695315172359	0.817255915300268	0.56438485655318	1	0.792033909980812	0.52574656246836	0.907149070438441	0.680238516360337	0.851359071358018	0.718983613007251	0.848530362678075	0.753934594721549	0.847398557339062	0.555365284101255	0.498068352878857	0.567025933176226	0.70873785854747	0.658613955641338	0.839205738936272	0.611178799438996	0.806372418500638	0.742719922102468	0.868524345996423	0.374027487437549	0.867699083450595	0.172645725868952	0.876196608510029	0.755126920954503	0.792035496087338	0.588701832691181	0.770270461248618	0.855037226488403	0.919414768441985	0.775637923122552	0.534315207941651	0.829725551487987	0.592204695104826	0.813687598608606	0.881820815996302	0.849726808512117	0.426509724107808	0.774231626074455	0.163878103951412	0.816037188542876	0.573862782664418	0.817101185718513	0.856329203545157	0.875773015970962	0.232707958855085	0.421803532916695	0.698473371141995	0.121770676048692	0.736503390486844	0.659021774084818	0.718434342737788	0.709849389195443	0.152183920862211	0.51689609182639	0.859595118438964	0.919990428308774	0.842491415355165	0.224420313709997	0.789504484903137	0.888979185079019	0.613485751697296	0.866224072435562	0.531594944156815	0.915653039166141	0.862810577295541	0.461424652672394	0.775492199048551	0.641034039924317	0.48933105010094	0.15968943850487	0.808698564965564	0.897124857152053	0.243977353545278	0.909924481041771	0.750980342703402	0.516228035359082	0.909460038502506	0.401963051340279	0.706120329973399	0.460766336773929	0.735493663322214	0.395614086592342	0.316489117839127	0.784257550671805	0.411280346946709	0.39486953169895
RIPK1	0.640108685645109	0.814100070065107	0.854119924135045	0.835399503070562	0.126431310093631	0.81319144373328	0.718369552631447	0.270162940723428	0.71804151271383	0.68330598713419	0.476852868843347	0.64351852926804	0.805745450695643	0.748612828643281	0.177058065133013	0.442364007883203	0.610532525657778	0.83299526517697	0.587660850491336	0.90254412900561	0.750970364710695	0.695292335411162	0.840924428454355	0.656649843624454	0.830826439105192	0.720867095593493	0.523345852174528	0.882333466644701	0.771452945852571	0.665760937149664	0.81709603639502	0.850948299474904	0.754897717539478	0.822179970090465	0.574137223075295	0.794473498613481	0.675792568485911	0.859358220130289	0.803313188373205	0.812021998026075	0.749766877559187	0.708606044329836	0.894608718921549	0.843834197164106	0.888547808740541	0.772763513811889	0.792033909980812	1	0.294830748875572	0.908377776647057	0.782103674462051	0.82891573639593	0.756725121755465	0.825895464065171	0.811301922482215	0.886713735593271	0.672925489259837	0.675982049996082	0.59405495582975	0.804141228972346	0.667929795467476	0.881658691722662	0.539893097316544	0.823562393323227	0.760808520882051	0.812608557758074	0.596378290298028	0.763463025756844	0.254280163409641	0.838943457983787	0.698425617442562	0.809205813632747	0.667184164055569	0.672122947285619	0.733082144098483	0.857422226893082	0.774858210215011	0.695420413776829	0.745984550400911	0.675753911721824	0.658707950573088	0.901606006820379	0.851020769088892	0.475205086691396	0.783922652445399	0.411546109591712	0.812261232452193	0.744466499486858	0.802180866004115	0.869973783692026	0.830131027832403	0.456296334706793	0.605615615379363	0.759849888857073	0.223365506584744	0.783666889255055	0.558348278238474	0.775892736532277	0.73341719478849	-0.0438099302355285	0.592573257992482	0.755057055878203	0.841609173701313	0.790939332373656	0.423960828718832	0.891729956821555	0.856104556952279	0.668683794263266	0.851090238835019	0.542317117427309	0.862209877736115	0.895105710938423	0.21422274735763	0.822556784494853	0.742876629990961	0.591948809416756	0.310659037948348	0.706630792994155	0.835774439761929	0.298311128788962	0.895789261739638	0.855006574301354	0.667803023808734	0.904256534539369	0.457595276912815	0.847002982705078	0.578693441235286	0.731384062111655	0.384781771344927	0.401338572884214	0.926581537550646	0.430506378112056	0.435832359335222
ITGA6	0.577556267820313	0.325255900941878	0.404804743766632	0.438062805695488	0.647301603470212	0.222613252784658	0.291898902730633	0.722930213045879	0.542438170782711	0.619164070549004	0.811618575151486	0.384960183843377	0.584353235869303	0.510023271465964	0.0840211540969812	0.73085238212947	0.610698667719736	0.51226059508011	-0.0653495602434236	0.281939339229316	0.610626270508909	0.468153548618372	0.368028920703644	0.485750703662961	0.479400294949145	0.282241477049051	-0.167774465493724	0.40117656507746	0.550821216583811	0.0944964850250578	0.231515682087768	0.43006232571184	0.336273885915261	0.391707312447053	0.611159435029031	0.327475165650357	-0.000442839188456278	0.237540089410958	0.334780291585187	0.24556629855857	0.539297154932223	0.498280167818236	0.267332778504375	0.277008819306096	0.268566358209072	0.124150232707464	0.52574656246836	0.294830748875572	1	0.373608456897174	0.232504913620047	0.17200802639192	0.295442221349839	0.340580435535355	0.554927237159928	0.400952914161345	0.137175370923435	0.0124493002940477	-0.000345211448239899	0.110000861017754	0.338878157241583	0.489594317272472	0.587656958701252	0.321851224883813	0.228639403305435	0.245234035216382	-0.0456150933268452	0.357542403214945	0.278537257793382	0.440095851869015	0.536004758537336	0.400394335080635	0.140511374263658	0.572106656491006	0.575078352762952	0.484731298897089	0.297921399350503	0.190492625007426	0.448100986768026	0.208456959098779	0.548847691772649	0.405858194998195	0.274004208619933	0.305295181781524	0.112765853971716	0.044739964628221	0.195379782467729	0.177004247346017	0.322797562723134	0.341071102539919	0.305666268347248	0.0843552440892579	0.0150806384715149	0.357069417736702	0.277032192190397	0.263050644511515	0.589768680195283	0.397852453208033	0.138874928729715	0.726861936927684	0.00996086575100846	0.528263621883501	0.498575344194678	0.252116667549837	0.111667017993915	0.330515498713201	0.332715562557134	0.276872600186223	0.45072534651978	0.288120959843822	0.454972600800514	0.362885967150404	0.831940803396595	0.162038455504068	0.0774929199808528	0.117625860773099	0.0437140520235124	0.485904975542863	0.333371543607552	-0.218754470204197	0.378768312648882	0.159903953027979	0.0403584487492885	0.472085963632622	0.0573870627409798	0.175253899742617	0.0559766538502075	0.378811602991553	0.297863730075826	0.219690953486489	0.286772436733458	0.30219886765798	0.274076388063706
