""	PTPRZ1	SDC3	NRCAM	NCL	EGFR	NLGN1	NRXN1	F3	CDH2	LRP1	CD63	SDC2	DDR1	FGFR1	NLGN3	SLC16A1	PTPRA	TNFRSF21	TSPAN12	GPC1	APLP1	APLP2	NCSTN	NRXN2	LRP6	PLXNB2	SDC4	LIFR	FGFR2	NCAM2	DAG1	LRP10	LRRN3	NLGN2	TYRO3	PDGFRA	ROBO1	ITGAV	NOTCH2	ITGA3	RAMP1	LAMP1	CD99L2	NEO1	BMPR2	TNFRSF19	SLC16A7	MET	ITGA7	INSR	MCFD2	NOTCH3	CADM1	PTPRF	RXRA	EDNRB	NGFR	ERBB2	ADORA1	NOTCH1	PTK7	NRP2	AR	ADAM22	ITGA6	TMEM67	CHL1	APP	SIRPA	BCAM	MTTP	ROBO3	ITGB1	ITGA2	THY1	PLXNA3	LRP4	EPHA4	RPSA	FGFRL1	PILRB	ACKR3	CAV1	CHRM3	CNR1	PDGFRB	EPHB3	SORT1	IGF1R	ANTXR1	CDH11	IL17RC	F2R	AMFR	ACTR2	CD46	NRP1	ABCA1	RAMP2	DSCAM	ITGA10	CD44	CANX	ACVR1B	MCAM	NT5E	TSPAN5	SORL1	DCBLD2	GPR37L1	GPR37	CD47	DIP2A	ERAP1	PLAUR	CD81	SCARB1	STX4	SMAP1	TNFRSF1A	RACK1	ITGB8	CLEC2D	CD74	AXL	C1QBP	JMJD6	CXCR4	LPP	TSPAN14	TFRC	GPNMB	TREM2	TMIGD3	PLXDC2	CD68	ITGB2
LIFR	0.762354353958261	0.670079142458008	0.809594778861997	0.721715278129776	0.466468210503099	0.759799063941497	0.455858228040528	0.835473308498754	0.807157836719269	0.800840379965318	0.742186124504259	0.81888244339516	0.793626475604099	0.78569479781776	0.601150925338448	0.582933685589146	0.80461460036629	0.819290135129247	0.322957018320486	0.856517874309271	0.730841619264119	0.771228038920243	0.773634877097949	0.57680738854786	0.688040452263857	0.770953264166122	0.626118190764985	1	0.679007638412402	0.717790416474941	0.855479743344365	0.76023668231618	0.70816077100249	0.709714909712642	0.621057411067647	0.47263032566185	0.563369565211418	0.807515008607943	0.737313264804176	0.737555288833283	0.689195588677063	0.781945615616202	0.800002763092104	0.837068215374032	0.800211499777038	0.640973221090298	0.837051635300687	0.742978617710013	0.823627853993243	0.691563541108507	0.754543972793068	0.666457298868405	0.786368434036764	0.784659846408353	0.693662918430042	0.346146757168851	0.206397475209618	0.774619102703589	0.768958829932107	0.830087110709864	0.813446291905051	0.740024657423912	0.756618743621103	0.564654223804522	0.824905731165634	0.704799243542201	0.827720278475202	0.800719132188653	0.745532780860884	0.727260034034377	0.848657454701212	0.532248343018459	0.684479041179976	0.745598013113695	0.64232783391314	0.78944821646981	0.640168806649641	0.727704138711302	0.631310565579942	0.856112818665484	0.777846678391049	0.75867604716517	0.629956246227984	0.703392522123407	0.783710263173505	0.621168412292565	0.378944718174698	0.767198451286545	0.754915572374724	0.713983111052389	0.750963641709415	0.779856392313753	0.749260814004637	0.829055866337769	0.758010039029701	0.757383850715585	0.703147382982873	0.793221332472014	0.673279740688129	0.126882377576558	0.737738664765156	0.788745423432967	0.787349495845778	0.751147249338664	0.640987582157882	0.583959810870453	0.807383762754402	0.43461641788764	0.68680636214659	0.583722423222395	0.787993434556575	0.647655676654625	0.672345242328356	0.727228470686741	0.342365836165029	0.793777975324352	0.710013910850737	0.620224880305368	0.721197684687801	0.818291742830702	0.671676422488203	0.734877278371991	0.610427747904517	0.262582718483156	0.509967031209894	0.687107327676361	0.4626678501911	0.273730331727228	0.795733461968261	0.635155296295397	0.399857704397242	0.23587063710349	0.13519604640103	0.163288822072257	0.247006831936316	0.245351262032508	0.257895363781591
FGFR2	0.776290597226466	0.506837565177522	0.565827221337643	0.543364444664298	0.514006487928248	0.712306874388405	0.630521363114633	0.637940938351331	0.70997608059878	0.76586504875086	0.483285236877018	0.619130342828439	0.781832925614545	0.615698072405044	0.48771528210122	0.435639112150051	0.670456401499655	0.628403403799835	0.396417782653357	0.544029171290102	0.586868962362031	0.541551322203126	0.66493869924069	0.432424567599246	0.588816922222401	0.65091998312721	0.259229069320668	0.679007638412402	1	0.578698103766533	0.714430244509471	0.544245203008966	0.606530272864119	0.591907356478791	0.46180311159815	0.469870659863399	0.643191282239058	0.60804547506738	0.58479382409572	0.395375252215827	0.458578236285558	0.621709540815975	0.566422692046445	0.656911205107343	0.56621324064874	0.594052445234214	0.688152455020356	0.538449272058174	0.663719822682105	0.562213905314028	0.580498141628923	0.476259451585875	0.672015437192559	0.52827852073921	0.598965041124058	0.422166015284905	0.168508439013612	0.536794418174954	0.5661267527709	0.582069226768271	0.761813969537186	0.485056900237541	0.687528366880736	0.522103108921203	0.600163205182912	0.550568156219812	0.759063827069442	0.590101882872003	0.58504508141957	0.445457460794539	0.712282991245404	0.511945779444517	0.431030924220289	0.519508182851718	0.411127891680102	0.588097305888107	0.692700914395411	0.515167296642389	0.358671034445921	0.619218423266791	0.709324685772402	0.688750546361477	0.24887739456265	0.656778327400382	0.613750912845237	0.538336576609135	0.418270549733458	0.579156865261595	0.539827205458461	0.55881734212046	0.490010595919882	0.594409434607384	0.550181338059229	0.468564909401218	0.544238692068599	0.547716820401982	0.375876586503905	0.595942892087432	0.350876683691293	0.191572673158101	0.62432357309279	0.42707586161267	0.57346079507075	0.511312513615681	0.517465900287696	0.263070860681576	0.578346714762291	0.312256493122193	0.419006270398158	0.606069058664005	0.694001839080198	0.450328891129512	0.624676209940107	0.711998173057746	0.177161409357136	0.571476453842672	0.439519780889257	0.505440383111537	0.515609369383261	0.575037363441043	0.389450156538217	0.671108928488407	0.372710208230996	0.150091248572431	0.352357104794625	0.486536719185229	0.323999729206944	0.121896845438269	0.589000751990158	0.465150189941558	0.296049906530706	0.159386436761582	0.0531633465019587	0.105889214318252	0.176356541780773	0.11931622773156	0.152475157905978
NCAM2	0.858346355922545	0.732649156484093	0.771451992238232	0.753999388398726	0.674732724401646	0.845241316225507	0.676312148836487	0.818223644668246	0.875043750370667	0.825358832593893	0.730867910804607	0.693282544449079	0.88910314211149	0.796965993577409	0.836082658779042	0.658718004745943	0.857609728696505	0.846803187849437	0.591345700404101	0.732627135997772	0.751324167334597	0.777886349812049	0.714130037438563	0.647425446230963	0.73161860482019	0.708359006361082	0.541521693698625	0.717790416474941	0.578698103766533	1	0.858213248380742	0.689598080401586	0.825171766515886	0.643004978683252	0.794685922694169	0.631237353160631	0.61983338946733	0.799438245857854	0.671657167503277	0.618152923282877	0.802797517823286	0.743964776326263	0.719498009433355	0.754764255162295	0.704534914931224	0.641069140339059	0.851492497379098	0.692027663811374	0.785609810373962	0.624555490836665	0.682557183052179	0.507765300322704	0.827015739406359	0.710353281253418	0.552908767284712	0.579215305435784	0.427394641566123	0.757731282989813	0.854172483166747	0.750714746665308	0.715224842459977	0.675112666330548	0.830447652440401	0.345862551857976	0.730544453039591	0.72316111200078	0.870148617941873	0.720931716482186	0.739338044032053	0.59426404600028	0.748470576127226	0.666320108909484	0.528731302401376	0.637698314788537	0.489053488768124	0.631426367002319	0.797449257786987	0.811790910048758	0.678207841217757	0.82392575386138	0.768007392065157	0.818492423330929	0.432054410287317	0.747008772853959	0.728677361433855	0.440798654519537	0.605211109242696	0.710291158921362	0.704902016431802	0.774858594719705	0.5481762552923	0.815177490659097	0.669526484294027	0.67343188954312	0.679403248272609	0.62434811772214	0.553838560576665	0.777576697898241	0.498640948180195	0.407089537286071	0.56938056483291	0.685423138653431	0.787353070617267	0.697454164079448	0.472875614480349	0.611488928059388	0.747116102656776	0.358148655512137	0.534554189925978	0.785571109943527	0.76108662680682	0.633658792220351	0.676365768525678	0.689258096091673	0.192009422734857	0.696944023005763	0.539981290908941	0.572701484817174	0.790701470137044	0.799551944902971	0.665196060938739	0.883291490201289	0.625144979865942	0.190664745155004	0.463959073379114	0.73877414801856	0.55005963234801	0.24230807692887	0.668518598425471	0.495963326361353	0.285007175682625	0.169307547385307	0.0952281479832038	0.133369051022574	0.191201145952273	0.217375923515803	0.215935312020859
DAG1	0.936289225266863	0.79631989239109	0.866768798606072	0.843645186655292	0.722935504771763	0.923063028700863	0.677418922224134	0.906961585591334	0.938029748748388	0.925584975704537	0.823501455213763	0.829725147235433	0.924640860983376	0.908395965652769	0.792848123306017	0.741519281896181	0.933345726851095	0.914314087941561	0.594317858146024	0.833857923314169	0.878545062170653	0.876362902599005	0.835932660604662	0.761643913976812	0.842459575186267	0.814200858766159	0.625860286329821	0.855479743344365	0.714430244509471	0.858213248380742	1	0.835543526140737	0.873338371522761	0.801859971358944	0.789271098452406	0.693061577018829	0.764749789482886	0.875948573954552	0.823174620552515	0.72610251448904	0.803144406246152	0.870673009023037	0.854133117230436	0.90268864644054	0.813689339162061	0.804475885413602	0.903063606797611	0.754954775349163	0.89417899044891	0.79422023622729	0.83807363717228	0.685203571750304	0.916624293955899	0.795990187755646	0.765861870725861	0.533131768472925	0.308568157289971	0.793098775267295	0.797747317458444	0.840906667899919	0.862749116852963	0.79397656681427	0.878578460082731	0.591145389255877	0.853638542278434	0.836516566565801	0.930737616544142	0.871644197390515	0.832076128433218	0.744079996756893	0.842554317930568	0.747965383862267	0.706436758654837	0.806070876581646	0.642863199985392	0.798955745913308	0.73473676893948	0.875255914106127	0.727743476328832	0.876457514083273	0.902258898130786	0.822347489401225	0.582002421029041	0.794507306919816	0.856699906248594	0.64717733224265	0.482722141233599	0.855926173828167	0.846778519141076	0.860949667223289	0.730971648033803	0.847545816390621	0.818076447537126	0.803086449386283	0.817847685164221	0.81684522205183	0.693848749967615	0.887596464273064	0.675646752502782	0.412181092726761	0.767066335161248	0.747878670603956	0.891848280625957	0.788050573444108	0.673581524471045	0.656588649433802	0.887513228357421	0.423943094590327	0.708284440851245	0.783734606684369	0.912885928381802	0.766507847219451	0.764100968854154	0.85135743347369	0.275979103348689	0.839759799281731	0.700655844592045	0.685909721039844	0.857022948304877	0.884279696580587	0.746134017661921	0.898502060716577	0.657576347615636	0.226867669215341	0.540309097031367	0.814944027270997	0.559186324663177	0.257794774086878	0.836169831758846	0.638353454682693	0.325733242562352	0.226525540008695	0.12543431982441	0.177870024255965	0.24536349422737	0.266414593323078	0.240828330594174
LRP10	0.742294271335706	0.68261483201801	0.89434081247592	0.920506159301252	0.504581316943561	0.881861974870945	0.328217023422954	0.848578004171563	0.853585332992187	0.851301500773642	0.939446683210973	0.918919611162478	0.751376479511766	0.848091482659904	0.661187596329624	0.729025201835213	0.914725432089307	0.878555186226466	0.394547696186378	0.857536674901595	0.910151682417537	0.954300823937846	0.920297506787205	0.603034669115734	0.878780052531771	0.924877692581464	0.701879158494036	0.76023668231618	0.544245203008966	0.689598080401586	0.835543526140737	1	0.704662292169895	0.851616649440101	0.696922792712763	0.670982667292418	0.746244369417192	0.927285908679675	0.888799127775785	0.816001621917243	0.780710704967285	0.966770176200381	0.88617346359882	0.88845628447784	0.915988187635108	0.678989116797244	0.870467973115694	0.759184211409993	0.930983537103291	0.914294106125158	0.968838835160658	0.86290819294332	0.894138855729145	0.694809930846788	0.890202257283997	0.182511795575204	0.0329331327097652	0.703989963559183	0.634294432243375	0.763703556883013	0.851258435706217	0.941417329791648	0.75495445175808	0.549916419437924	0.886079330540136	0.850348582569516	0.851274190676708	0.975297177822333	0.92328186499166	0.910728496246993	0.755312823481978	0.690776740298576	0.937279956742857	0.951878048868365	0.846985131233301	0.806637360711137	0.478276270690857	0.819039008596024	0.883853680356612	0.761068650421592	0.854353449962629	0.656519682214571	0.809619946121062	0.785720687815525	0.892373239393004	0.828994611969114	0.184325200592201	0.957306577844412	0.93716075728853	0.878164413220104	0.911829146354768	0.875687683441518	0.946399252744451	0.924150932085636	0.965171171099414	0.954845228907242	0.915651018234162	0.939643986957431	0.858110365902709	0.332246072284674	0.787247269265579	0.853213571502607	0.924526122253929	0.813380019000416	0.839758297035902	0.750900800270237	0.952199279569729	0.63557475106783	0.925240558832619	0.477156495923583	0.926209980925068	0.92211411119146	0.867054512980476	0.83804504629963	0.489742300714033	0.930693388667378	0.842076839979486	0.849230290602125	0.901319071799586	0.937901419554118	0.930418025975757	0.746429057413437	0.692355139499759	0.479928855776358	0.796984018436462	0.910781119563725	0.702208969616481	0.515788644378097	0.961433453980277	0.835015458099114	0.480874335863922	0.428865191718987	0.352546181012258	0.416428872020482	0.482512527934351	0.511085320686314	0.497557112060614
LRRN3	0.874528508449198	0.801811231845355	0.783038544428537	0.83522309747855	0.704199820335142	0.831537337177909	0.691440264872933	0.852245849846889	0.904453025577652	0.843647632831526	0.798766552963909	0.715114804267947	0.872727932053618	0.918089510845032	0.811099929346011	0.764670233590115	0.885306172011553	0.911620725700758	0.779326873143291	0.764841039149307	0.819319490054267	0.827644854562979	0.648660021129541	0.711265361734315	0.732292323111683	0.675778805911865	0.616376028086625	0.70816077100249	0.606530272864119	0.825171766515886	0.873338371522761	0.704662292169895	1	0.689400423832333	0.843085174737287	0.698126528834671	0.699580374854316	0.822676342161945	0.76153737618939	0.695897454360278	0.887660840573529	0.768491316924219	0.80839104024901	0.78215315095876	0.710466878732678	0.669760280693806	0.824377702768603	0.693770445709291	0.75006257373404	0.656467094049286	0.724285473856844	0.544460121303037	0.868865476765344	0.722725452343177	0.571986019533948	0.719009760830543	0.431890001302192	0.779874647993403	0.832070352208275	0.852135921636803	0.724621232149594	0.658641867804846	0.857934218446857	0.482210836360972	0.752181121867998	0.772099382640452	0.867818365137643	0.777644070876519	0.691063925623167	0.655302459988162	0.798501988515852	0.549570046012324	0.58543430307882	0.691764627250428	0.555347295561403	0.657812807979488	0.72107900071056	0.832339935938153	0.75896617585743	0.832966961219147	0.821246219975108	0.840471481982144	0.500364347882209	0.658783386714192	0.744530803270471	0.474534289511613	0.652263385642185	0.738886812522414	0.708971565669153	0.795520983998522	0.59928036876339	0.753783403204187	0.694459404025289	0.727512699581385	0.732292003166532	0.699588769137893	0.594257397965582	0.825489810871674	0.623822406482147	0.473523004519019	0.644368388673195	0.696129647796346	0.86164802054213	0.683876431800368	0.561579413646442	0.654419590745265	0.806320695704096	0.324657835828458	0.590456129071485	0.783744182494566	0.75941250455659	0.742998190058852	0.677855037514552	0.771562396867291	0.167706703551633	0.725654413627684	0.578368439816101	0.554206089813671	0.854936552749383	0.831686698441197	0.733498964269309	0.912521455325165	0.638546694701864	0.146528702955158	0.453157338413611	0.81820224685195	0.516269240052257	0.229628925796934	0.683843632419641	0.494619694280953	0.214409808053514	0.147905091958605	0.0653327577883761	0.102662960710276	0.150119516598377	0.189848378821136	0.150682480876558
NLGN2	0.755243839536186	0.597088554560188	0.797008624381166	0.780655369630092	0.522909464417079	0.804780304638204	0.417245809854428	0.844417649371877	0.80609055887658	0.829735576722436	0.785278708735047	0.829915125238511	0.705370834341988	0.758435039874091	0.597470015214497	0.642296380165275	0.831166633331219	0.79111893853882	0.361989785655315	0.773727671478542	0.85485726666092	0.837514128077778	0.862637727035312	0.742958594743687	0.814723633801001	0.801726684051037	0.53599787611098	0.709714909712642	0.591907356478791	0.643004978683252	0.801859971358944	0.851616649440101	0.689400423832333	1	0.731388341321893	0.594160030611646	0.688069511091827	0.801520292287307	0.836316546853992	0.665678216663115	0.674191236422402	0.857098722045886	0.798078539508059	0.799918848391239	0.79640864735254	0.818618070589627	0.762317219736391	0.632445538885631	0.850340179000208	0.811783726807978	0.847574657461235	0.786536908509044	0.81402512116829	0.632319113137003	0.798619253857571	0.346684856224634	0.0678038366787159	0.541354951629561	0.556106563882358	0.729868307696368	0.735081728259384	0.840657507870387	0.676999847926657	0.661747052540138	0.838280385661811	0.8074985643284	0.792196954134136	0.881712916588759	0.805966101325406	0.829509802648407	0.763118078248513	0.720527431112299	0.812031139115216	0.858658687790258	0.747303298491964	0.730989803063418	0.452452444693024	0.754254163016258	0.686409466537548	0.730341797299758	0.818073109908652	0.5783447461636	0.643697861221445	0.722171355093983	0.829738265951468	0.791725548245846	0.186550062984531	0.856540369235778	0.826269441185931	0.777109673622372	0.838445184306442	0.736303909715154	0.863405092358462	0.766252084340532	0.821324428627164	0.859171619869055	0.720062714965428	0.836900913182235	0.732925598258111	0.401294727850426	0.82699105688444	0.701868492134433	0.80147323786703	0.667173325671212	0.72370119718767	0.597937119160737	0.859673302708203	0.489122591465532	0.789459800800261	0.52983206894058	0.867490334795228	0.830462247850925	0.750300284309785	0.829486881189462	0.347567163151947	0.836629110280676	0.733307714529227	0.740907690665647	0.773043968987822	0.815772951483438	0.746262241260458	0.694662840605055	0.552390106082918	0.30501835701734	0.621033014280598	0.7732713300658	0.53341932845386	0.292609864456873	0.870115420527923	0.722775305488134	0.355447164438993	0.325734251170157	0.224741636783433	0.278465254761931	0.363905764463258	0.350548839520186	0.34963086875805
TYRO3	0.782858596080419	0.785781869262217	0.803255727930776	0.716423188294122	0.603356922020499	0.803590253709781	0.520133496434723	0.874544707551767	0.834597034231764	0.816252996706454	0.728091289403879	0.617051695002666	0.790271344540881	0.798092260100915	0.731981334005781	0.719681892368983	0.843199600022362	0.816431434173263	0.58850225921829	0.749450469955741	0.851928843464846	0.787365312289348	0.688681175823552	0.724951612836344	0.78625217140186	0.696794308136379	0.601076043589832	0.621057411067647	0.46180311159815	0.794685922694169	0.789271098452406	0.696922792712763	0.843085174737287	0.731388341321893	1	0.645436118888751	0.651729653674882	0.747038605054217	0.712425966725916	0.706295392407914	0.821188395213035	0.712725567256221	0.771660899371948	0.729766750306169	0.633877356070673	0.785434730317176	0.732014447738254	0.725888117610458	0.760433009678387	0.610533072401883	0.68885941168607	0.545882352402794	0.777809407526076	0.715159157907045	0.531719401573059	0.599897787566858	0.258107538089465	0.705209969056687	0.696023864600519	0.728228417739418	0.614176711987984	0.743484974880209	0.675663969202838	0.402791944435848	0.76206817719007	0.809237931271454	0.80207738082033	0.736964561050053	0.712663213457613	0.668344676695298	0.644103428299002	0.697260385296579	0.587802280617495	0.686842553278025	0.515758274163833	0.677285174574526	0.593939212305065	0.795615927630491	0.676738045981851	0.827567100020243	0.731256890206814	0.686088491354312	0.52898190632411	0.745192307758095	0.752113445411762	0.525158366438322	0.529972610893155	0.756960529562795	0.736664504246922	0.742408817660773	0.61065889034786	0.718283538152275	0.674756199510352	0.706453553739898	0.695337388211889	0.659518437941414	0.608166559392533	0.802343668451458	0.567011733024231	0.4158529679892	0.646508571407216	0.686150620712289	0.798149050257351	0.747312602538854	0.507793300132636	0.634475698224112	0.744928603419965	0.323386402882087	0.600982919991267	0.675657854726859	0.745693770588896	0.696853508894339	0.668736677496814	0.671847290566421	0.182572498228319	0.721715277162953	0.672931668647745	0.569389019826098	0.759650848271814	0.776819384317403	0.685438500257086	0.880661471111179	0.480486850979168	0.119297281031637	0.459105357447951	0.72017469085302	0.504157299584638	0.178459296011996	0.681822579573165	0.501497492400418	0.231393908047825	0.183021528657979	0.0884275442497989	0.106167726524549	0.180204254828119	0.223044054691247	0.171401972113186
PDGFRA	0.703005151234044	0.601802715981482	0.627704658360604	0.786757266343073	0.753781944559923	0.757363015297029	0.605483042530685	0.664676178118086	0.743990626767105	0.653654920110402	0.705921601906569	0.675174105750235	0.691783179949576	0.769141338865754	0.785597040855124	0.735883221629586	0.766249772534606	0.721579070530437	0.718943685820993	0.576773964660548	0.714721467817682	0.740597469183866	0.605134148328781	0.575556779074018	0.786670774243757	0.650655829179872	0.530690444780433	0.47263032566185	0.469870659863399	0.631237353160631	0.693061577018829	0.670982667292418	0.698126528834671	0.594160030611646	0.645436118888751	1	0.76505148538383	0.691535712721596	0.75121957530944	0.547506341631249	0.647358614826138	0.72833970598839	0.677684396029308	0.620099306666453	0.690266139265101	0.604462662601711	0.692417874402524	0.587439678960037	0.648641608518907	0.693031535584998	0.713299926254021	0.593716168930184	0.798119673157328	0.435126500677331	0.603855673301077	0.484358246094924	0.411430328921784	0.604445910107477	0.545228868002662	0.639989593351919	0.704020417223621	0.594416150235382	0.696139015157077	0.425738021014067	0.564561934296328	0.716485180316515	0.68382885981662	0.716415966501018	0.594676675543065	0.668273024150559	0.565974403824919	0.566460131038562	0.641710105131588	0.689080730172428	0.588724978517832	0.510647131084643	0.550396687288719	0.769770588793939	0.688815511924166	0.546844029819924	0.752666138294965	0.599837733451742	0.495181450456896	0.632489797128542	0.607303234899945	0.571211695534019	0.468362101457563	0.693654972695392	0.665690587202637	0.740303538099893	0.654079101608243	0.663117711984264	0.715117340503059	0.648094751692362	0.676979245613501	0.705079400030876	0.578729571937986	0.685842966780065	0.626399127931509	0.652252521713552	0.625211014277233	0.498432108414484	0.750278766787747	0.577195529450838	0.598862821836689	0.610495390516674	0.725469878624344	0.273791491075442	0.588104520851669	0.623563788726216	0.668950257021293	0.758285314244728	0.761455151878018	0.658002044404442	0.143891844818531	0.609706040868441	0.487683731786512	0.535488915371333	0.758802826791989	0.66629420253204	0.667434938549119	0.762717693596522	0.571155828825974	0.166073031138608	0.493496822980706	0.746941386581477	0.555511717743264	0.212312318249207	0.677481887946099	0.519690304905782	0.157324841485706	0.142982393727168	0.0662921922470162	0.125818662504578	0.189506117887256	0.191366840386029	0.157247197240458
ROBO1	0.774781212783592	0.578766330935794	0.664339805916732	0.753999949800094	0.668245547647399	0.780215975722419	0.624438230069977	0.683516988502424	0.76195812525823	0.787346014028184	0.700600245270649	0.703351108982574	0.741183115310251	0.761429111539456	0.735311232283738	0.675955196688094	0.781035336817821	0.733724194794883	0.56025109034405	0.611275238735797	0.720167944936398	0.728035958184531	0.721562898736297	0.5743521969872	0.775720117888256	0.751008667005488	0.432966812697245	0.563369565211418	0.643191282239058	0.61983338946733	0.764749789482886	0.746244369417192	0.699580374854316	0.688069511091827	0.651729653674882	0.76505148538383	1	0.750838388743727	0.807370762566904	0.559309018119211	0.587250698183848	0.764587439529282	0.68040403661134	0.729247373496657	0.753631062563914	0.687976765852501	0.677582055251765	0.636322280593742	0.73986947594706	0.798767612348382	0.786894469260276	0.72996496701067	0.773261740723825	0.530731742361879	0.776912507611415	0.48293927511743	0.175574431645284	0.604375272797152	0.528100498317015	0.598625194063006	0.792069015455927	0.653712788206702	0.713919118050323	0.546222436038291	0.70989282125683	0.683378966281488	0.771505889466421	0.751205051637292	0.681378124664831	0.703981475447275	0.567515795266849	0.687750798996287	0.720452802962906	0.698154309979903	0.681251792838252	0.615567023323242	0.566281774623319	0.642692744004959	0.635722435491836	0.598017375740924	0.740828314991275	0.614820429206883	0.557877632161542	0.725039003062205	0.652843070704045	0.747832001248616	0.404141118464326	0.751156531023667	0.760710776921065	0.804558829753207	0.704956744338148	0.770369699414829	0.746216038271807	0.667188892024851	0.718514430805888	0.732473863891142	0.651442306645982	0.725986341494991	0.614265180924581	0.441819347320809	0.729356419517315	0.48644233612578	0.74102194419877	0.636797696125982	0.750810765774484	0.577520370143721	0.724506002316322	0.333401972841645	0.6803214184939	0.633518001645014	0.762747783499092	0.702748728607767	0.784708776976504	0.742161720004315	0.257752100138427	0.709472182063392	0.560913254791037	0.592361273326898	0.745919310887615	0.691354721864367	0.672853869849669	0.764903430718796	0.520534027846072	0.230037950940653	0.575839313956846	0.709356021859286	0.550495985524149	0.21010540379339	0.769348398259313	0.618701220147763	0.294774487576143	0.226977316535462	0.120211409423477	0.207792782872443	0.267841907640827	0.261377110798367	0.222769189077192
ITGAV	0.810385215203422	0.75041921317738	0.897159453404513	0.943365533264164	0.556996311256905	0.892054092420606	0.477365472035211	0.873566757413602	0.915328887551412	0.901719833460629	0.939827387049429	0.910500776439722	0.833853490121246	0.912123380226076	0.766210780404091	0.772975529494921	0.947917841142134	0.948409643727628	0.537272771704379	0.871326527905605	0.882163450882761	0.947994619039611	0.872884261279639	0.604991916135119	0.833584815791886	0.895956866209644	0.723617201393533	0.807515008607943	0.60804547506738	0.799438245857854	0.875948573954552	0.927285908679675	0.822676342161945	0.801520292287307	0.747038605054217	0.691535712721596	0.750838388743727	1	0.883317481675691	0.81453683206791	0.876761724556718	0.95714445799022	0.911239440804476	0.886694031030931	0.928324327811717	0.651702316851873	0.928106933494273	0.818823374212271	0.898517413168174	0.835124099707239	0.914755823781186	0.776861532955486	0.913592418309858	0.756422301582265	0.817392455081201	0.39274526746362	0.181549783481769	0.777642196926562	0.793895341748117	0.842682903610407	0.87770724571242	0.890278221857871	0.836797814457044	0.48847257535286	0.875800672143681	0.84076981906769	0.910270122902393	0.929593655960953	0.903248997785708	0.852566875441286	0.825584711501227	0.62037892197393	0.852824558220804	0.863244439366113	0.774540887582247	0.783708049495087	0.642800119774876	0.843378562498797	0.898116842761049	0.832508124812052	0.873615255557551	0.810231176426954	0.734272193850466	0.79038686498512	0.863376257144563	0.715723053107357	0.411552709507368	0.903799872735847	0.881891485712347	0.916126280797845	0.829243270250579	0.92652667710984	0.877974006969069	0.906736935608209	0.943099617748709	0.908088704751384	0.8642084715228	0.962548987653512	0.787655274683686	0.348584214357225	0.761334429799992	0.865218378507463	0.946465518662377	0.820776582566615	0.751548445639906	0.766768811273274	0.924348481573437	0.658888121987195	0.825255046258769	0.586004064605836	0.878987649785634	0.87013787519218	0.888007301012691	0.854426889775464	0.549066250949045	0.933517571124094	0.814127171911697	0.854505363962644	0.93776862335111	0.963226442864882	0.920262974228068	0.839269427196201	0.765796668633252	0.534633931628533	0.805181330377462	0.921428055965259	0.75263145024137	0.536693758427877	0.903109260584612	0.804454975980632	0.554809054456782	0.486566834750742	0.405415355390262	0.460566489055475	0.516320220512788	0.545345816577233	0.523576500659313
NOTCH2	0.76067000955003	0.645688384787195	0.807910321708183	0.883833726879111	0.649199873332877	0.841096979804579	0.462025808725413	0.814717638485059	0.838626851685948	0.845575999254389	0.876028218689126	0.854146249626513	0.765601562301628	0.87536829135216	0.73539289261715	0.751073759235377	0.874148681797666	0.863176362664147	0.468230775780058	0.801064374689708	0.860737007993465	0.910199729295256	0.851204240903049	0.683156759206915	0.863250582294491	0.866984665990035	0.612386468430003	0.737313264804176	0.58479382409572	0.671657167503277	0.823174620552515	0.888799127775785	0.76153737618939	0.836316546853992	0.712425966725916	0.75121957530944	0.807370762566904	0.883317481675691	1	0.725117645774818	0.721153933300371	0.928407499498509	0.822548513026707	0.839004713624155	0.896869059800073	0.719902567741717	0.814207124466503	0.699790436638621	0.872409415315879	0.883976962968493	0.928492510428716	0.830205500179764	0.89523858030324	0.625611635328896	0.868628943960433	0.393698300637328	0.183987811696835	0.660214480797858	0.618558074339472	0.790880386923863	0.817586923502774	0.847268205199142	0.769367155339022	0.685087973492946	0.870700822472299	0.779974945404959	0.839211396938591	0.921439545542414	0.840713982152005	0.889429914720944	0.751948707466326	0.66932172476792	0.887867488057085	0.894403373744846	0.835927131780804	0.763620390075015	0.537232835867388	0.765351791628525	0.816944870794458	0.727783020655911	0.825429641342224	0.644998813864278	0.717561852231807	0.774391926142958	0.805603408725231	0.809488845072435	0.346929010509124	0.914379962054202	0.856950487159775	0.8650172503279	0.881375802408371	0.851852975116611	0.909973903745281	0.877111418277369	0.898222436917713	0.907786249653576	0.826950534691409	0.884947853602045	0.80813698732217	0.468533800482943	0.813211424221261	0.731902269412766	0.88967619478513	0.724485375742314	0.808937480002604	0.70727320074944	0.915974848890684	0.563533277459333	0.871364935420326	0.588400550745068	0.868669140561435	0.894432670472756	0.885401208700288	0.823745222478542	0.424976434534447	0.878712441460084	0.757842671051688	0.779518296073421	0.881178464654543	0.860781562248628	0.860317974149133	0.794402933082548	0.707686126433077	0.410434657233138	0.706572521048986	0.847428892255893	0.690184177782941	0.411231393462563	0.901232469610473	0.783134174881946	0.448504081648122	0.371387843360071	0.288394708654592	0.347005302808124	0.435151005381524	0.415178196182418	0.422061498660836
