""	LRP1	SORL1	CD74	CXCR4	KCNQ3	CMKLR1	ENG	NCL	TLR2	PLXNB2	NRP2	ITGB1	INSR	APLP2	PLXND1	PILRA	ITGAV	RPSA	LRP10	PTPRA	FPR1	UNC5B	HAVCR2	TLR4	LAMP1	PTPRC	ACTR2	RXRA	ADORA3	ADCY7	CD81	TREM1	ADRB2	ABCA1	TLR7	CD44	C5AR1	CD69	BMPR2	C5AR2	ITGAM	SIRPA	LILRA4	SORT1	P2RY12	PLXDC2	IL6R	LILRB1	RHBDF2	CD63	CLEC2D	CD47	CD4	TFRC	ITGAX	C3AR1	TREM2	PTGER4	C1QBP	CD46	CANX
RXRA	0.565194644272619	0.665365984573717	0.678448382832966	0.600647549413894	0.419863433837707	0.445697503274985	0.407694557369246	0.568074219855458	0.358527486246539	0.481247602646553	0.549436238672992	0.652902028042543	0.40652648637294	0.654261549557275	0.516722566811117	0.618448458940268	0.51662484440084	0.61519610957628	0.599543623380367	0.504458422385989	0.60672812933051	0.464737700619657	0.473513063767934	0.430866327312505	0.651978669232096	0.645532665923544	0.562987351752982	1	0.291960794483448	0.377823346447887	0.695963635777346	0.297405869110552	0.495117439480225	0.677507998530329	0.550085027587462	0.485476266501762	0.585590545229447	0.351566796618925	0.524398306380864	0.387995831401463	0.399400924321226	0.579509980889053	0.635020396612886	0.594236221839462	0.502352550794042	0.589813529300556	0.452479193763504	0.555452398836265	0.555297985971765	0.700741486228749	0.183792066663922	0.567762444077966	0.52054643795035	0.458855754770446	0.508576755103563	0.520118905261259	0.634042871668849	0.454383115971303	0.629762710587769	0.368974095270791	0.682497158164707
ADORA3	0.432880581572092	0.543862432036428	0.505474713648321	0.63304660867817	0.532339177201401	0.460002223960575	0.42857564851817	0.584272618681214	0.624487527168216	0.406797090792998	0.0836094480003501	0.389024890379229	0.424581093157851	0.507105453256089	0.362952692398781	0.378762470906716	0.467652112975752	0.316130277819677	0.39232170154155	0.445344978742462	0.409489778080921	0.511777801125649	0.66860622239949	0.066422922354504	0.291079680369592	0.49143973959534	0.516310938860962	0.291960794483448	1	0.629431288511712	0.379528603006024	0.506223725236301	0.285224049826629	0.333865191878651	0.532672670162237	0.250499274176622	0.529471963894046	0.720400357037272	0.439660943865556	0.411445732080175	0.386369995726354	0.324524491718725	0.21812513091199	0.416325123764123	0.471274507027336	0.579688702943732	0.387861913711496	0.403906507716389	0.620586675157272	0.414580676824139	0.457914908993382	0.356968549791155	0.30270514217504	0.334488856227519	0.409506107541754	0.449060385432555	0.281865125325584	0.536689582637422	0.186840934861016	0.264890512414895	0.280637334174472
ADCY7	0.486688705801734	0.583702321594797	0.556910199724191	0.634815751669815	0.430411630511282	0.461979905119365	0.388994371122612	0.557586312584651	0.545121663396068	0.400467371712931	0.291415031715244	0.481308558683666	0.513169655781966	0.527217765737537	0.366437112009261	0.359284834087356	0.474979784242816	0.300092883611085	0.436649265611666	0.33010941912834	0.465713867176026	0.502904647634003	0.632899949460927	0.148995210449461	0.294895896533781	0.602232701687408	0.552889052835277	0.377823346447887	0.629431288511712	1	0.43440740619835	0.474618007068378	0.402233876205671	0.419138456437513	0.538128391828023	0.322480250561362	0.488826130601439	0.599618226200932	0.485483447942814	0.386468220909694	0.456252948060645	0.341613103668346	0.311275356540761	0.406703184911645	0.500099258699238	0.605746506935076	0.470917932085835	0.457927914568249	0.648158999315199	0.433908264840861	0.335938083321143	0.408604165820461	0.450450423998345	0.390115146911895	0.479708292354066	0.451678475502038	0.296566353633695	0.455558078543893	0.249328969780432	0.371040359095976	0.376697535119365
CD81	0.843282408042473	0.867036647384769	0.941021273338714	0.786800272496847	0.547862048601369	0.548119375901548	0.379412163531268	0.81652857727963	0.48878115368167	0.614113845060945	0.798650066879654	0.858830525170854	0.554214929226326	0.847349546602136	0.742688667643916	0.847259053657225	0.718065042390688	0.890407856616958	0.809279277041788	0.729690731031787	0.775012559050458	0.746229325302401	0.658337041585255	0.589414678634322	0.828477609575177	0.754567586669992	0.828179594571563	0.695963635777346	0.379528603006024	0.43440740619835	1	0.498845651771879	0.532530281604587	0.809723777018903	0.751586551603289	0.708529831428409	0.840996163862221	0.519975475509573	0.757666739775396	0.433604601084705	0.495509937299499	0.702117708037761	0.8714707138842	0.784732346353903	0.741654523688316	0.860003966557336	0.669875949729407	0.753428332409427	0.624393962298093	0.939410497542209	0.249978073277059	0.755407950020746	0.730750215964676	0.684100492285585	0.802991511162981	0.734674959970081	0.927171700972862	0.763333757395693	0.849680308122356	0.49701490555329	0.91559601772491
TREM1	0.616878162943958	0.611379357359787	0.590434830003199	0.670746521847859	0.562523479172398	0.455140816241843	0.39941375318408	0.632119766568857	0.429671732310233	0.372150349542609	0.345105192023831	0.524627852505394	0.445905346966043	0.601080319721048	0.362789636108132	0.395522434276149	0.688844815375697	0.393546696202964	0.523403639069914	0.317269355194089	0.492243325817577	0.592418850574274	0.582165377947488	0.238853347042069	0.419062908415876	0.458548190629162	0.588072166734012	0.297405869110552	0.506223725236301	0.474618007068378	0.498845651771879	1	0.270316383982955	0.404747323371203	0.548373110259897	0.465233291737984	0.595760162972372	0.49001764796465	0.375829567044768	0.45668216955737	0.316763830364753	0.380374501644171	0.386685916737423	0.48451887888533	0.491056328506796	0.640348125231608	0.438107991723174	0.410428661428592	0.55909864049061	0.509090647991375	0.277045317202292	0.35541143073047	0.367557962402336	0.499786723317367	0.57181248048015	0.445713847893657	0.442953073154826	0.535226851210026	0.315298449283103	0.440975519534899	0.397475858197683
ADRB2	0.500171424276794	0.607759321157316	0.595231693735533	0.515508000733331	0.416234050702942	0.406627693103572	0.36426704784636	0.505744117046874	0.408577803800295	0.367369760680533	0.577425623626592	0.48944361406448	0.279555702050081	0.46311425699244	0.573546195499061	0.560713526941266	0.304151786216226	0.490331593753813	0.564373497143635	0.369414576478907	0.509019808957318	0.364718734095346	0.309216517545573	0.540581684444637	0.466561512115052	0.64475076002038	0.475699532108797	0.495117439480225	0.285224049826629	0.402233876205671	0.532530281604587	0.270316383982955	1	0.572516618735816	0.56494068809235	0.36119423470229	0.438912357827019	0.448804405846265	0.454834198896157	0.151330436972822	0.492053490805259	0.432007575588203	0.508253134840946	0.455572938856654	0.423828513430624	0.493503025344278	0.401741545229027	0.577632479187964	0.486585903196159	0.544901960717383	0.362388125152778	0.452593539280998	0.448151442480836	0.251599547917932	0.324395079318163	0.428371210334824	0.475189920204814	0.296255971419602	0.364630252057517	0.28119278867313	0.495535921739009
ABCA1	0.724030417814328	0.782662076728199	0.815551176083661	0.718016666015862	0.531065123610054	0.507799724567014	0.363896009972296	0.743278819501525	0.496639005868027	0.57523176421531	0.749510944542424	0.726063380626546	0.47404338754114	0.74595094512061	0.66572256088187	0.698490822248459	0.650570871955777	0.698122762850141	0.68446863552034	0.620090394396323	0.636373777965978	0.700327949257722	0.610017602566758	0.612031854672222	0.692920722163323	0.744668687008067	0.736733084695332	0.677507998530329	0.333865191878651	0.419138456437513	0.809723777018903	0.404747323371203	0.572516618735816	1	0.73783797505583	0.634756931318539	0.700958321091882	0.532284797202962	0.654608642942544	0.406431062671523	0.507812107969842	0.659101409953095	0.761981262498577	0.639753054101211	0.606668705502674	0.779476254435971	0.608923041247138	0.620897393379181	0.638569736792081	0.820775140128761	0.205076815554666	0.658414654988748	0.596175006733043	0.544739907154034	0.6773349598268	0.646820836963481	0.77844520132301	0.625662266949701	0.684388055780748	0.435868808778595	0.760513154630788
TLR7	0.785626491693605	0.760148441287421	0.801976802442449	0.755525680648742	0.604348850704238	0.507918876680948	0.384005326675119	0.79144789316808	0.59557239211234	0.530396275470332	0.686532043977839	0.723570391267137	0.537618100670327	0.760803291273956	0.545962764699667	0.631710039487462	0.685930018704253	0.595996828562589	0.690269050534773	0.60106481061515	0.638460032693267	0.636035518225834	0.711114256790405	0.550485333127068	0.565435903963319	0.801389753739113	0.728793457504182	0.550085027587462	0.532672670162237	0.538128391828023	0.751586551603289	0.548373110259897	0.56494068809235	0.73783797505583	1	0.611176324115837	0.728794893884735	0.693764745439234	0.612798428236226	0.401276236153829	0.52118313682836	0.54202949413137	0.653530474756933	0.545612278877626	0.526681060801399	0.830564416574544	0.670928002938488	0.615494349096846	0.685710060952171	0.768847446522272	0.309925095506154	0.641306870233897	0.587381393443929	0.554112776143339	0.718061397513431	0.684488848634046	0.672060005963027	0.682178795912965	0.580513236249905	0.454683621725626	0.638923003518173
CD44	0.760999280206166	0.592506687907086	0.665105420673614	0.539240972097846	0.429535805010303	0.437503740710153	0.225849362567488	0.742925392333345	0.44954804203957	0.429655571647949	0.659251837910124	0.682171144572613	0.481588622750103	0.724862825581325	0.500144941233852	0.609785215621405	0.67378966714353	0.505268175345239	0.667626633675313	0.434952429742669	0.538409159832583	0.698747166600639	0.557693279549526	0.388841904864715	0.569236398740934	0.627448210011127	0.620690144389055	0.485476266501762	0.250499274176622	0.322480250561362	0.708529831428409	0.465233291737984	0.36119423470229	0.634756931318539	0.611176324115837	1	0.719575160776691	0.494391869196693	0.619945011748859	0.282193017362948	0.36052583582501	0.587135936533582	0.595045650439292	0.514926453721721	0.471751384646499	0.729517624082756	0.651665117146449	0.457078905057249	0.5052840902908	0.700289355363758	0.1614619008366	0.67553055418347	0.422758097743436	0.617074076198671	0.633441072222352	0.582591071217397	0.68051865142375	0.631043776361386	0.575623490444692	0.642711520306136	0.58794207352049
C5AR1	0.7875683426557	0.846688508546007	0.862033776360901	0.825618151451564	0.568600789404538	0.580036547187659	0.474766329075732	0.859568677307065	0.578908225397638	0.504127319340598	0.67145766901541	0.785847104235266	0.689405466286084	0.87245161519999	0.604773743074512	0.730371158652828	0.758979469313605	0.681580361796264	0.748323924000828	0.666963435212798	0.752566015746234	0.782927791994043	0.689860549244071	0.517490773631007	0.752394758359762	0.759816857546209	0.760051798669313	0.585590545229447	0.529471963894046	0.488826130601439	0.840996163862221	0.595760162972372	0.438912357827019	0.700958321091882	0.728794893884735	0.719575160776691	1	0.590417546238242	0.683155660163886	0.531216367733521	0.46293186439531	0.640449484325774	0.692802666315611	0.755759871583726	0.681703679040764	0.890524673104796	0.658697151834858	0.684455536468694	0.72629095992535	0.824000004453676	0.189831241149149	0.742321740961349	0.627129322259313	0.663221390208608	0.765321437864816	0.732203369001479	0.779292208000018	0.765287527977429	0.64486122727683	0.528696793848546	0.746193514011215
CD69	0.597233514826538	0.641890514610767	0.628641494838847	0.688470614642585	0.606456251593391	0.511261644751901	0.407219763767867	0.703699422583699	0.698134320828233	0.468350251141754	0.383402340878116	0.567797722051491	0.453498706388616	0.668716646976472	0.480156374361432	0.475822937247325	0.53573928550069	0.377460546329218	0.502321028769443	0.541867103791495	0.484642645723157	0.634554601396958	0.693361426748161	0.312281633176884	0.338754459778186	0.680244348585623	0.626353402905421	0.351566796618925	0.720400357037272	0.599618226200932	0.519975475509573	0.49001764796465	0.448804405846265	0.532284797202962	0.693764745439234	0.494391869196693	0.590417546238242	1	0.53934402303612	0.329919187967692	0.52137942861625	0.457681337065567	0.349771897431227	0.447209820980449	0.436912194481117	0.705080009756895	0.642692555681142	0.445678871942183	0.71256163293705	0.55288287413676	0.497580626648099	0.49418294975709	0.410943900460226	0.473305383614632	0.474118518075298	0.599330459916662	0.414571273587569	0.609530003509156	0.386832424438505	0.4024121611642	0.378508355164036
BMPR2	0.746026485665813	0.690023447201948	0.732966443024443	0.676706381321711	0.497295804004892	0.545673579002258	0.249596229458102	0.754908106245637	0.436928303745579	0.603332026759382	0.567924090390256	0.692458828609024	0.502860673504684	0.700978525379439	0.616772899081018	0.644659788032982	0.59826121441319	0.639961322523367	0.596393500002416	0.60447018569669	0.643995074395438	0.651662498841048	0.574727785142939	0.376538553842823	0.642166441079557	0.610831487560709	0.694086901882688	0.524398306380864	0.439660943865556	0.485483447942814	0.757666739775396	0.375829567044768	0.454834198896157	0.654608642942544	0.612798428236226	0.619945011748859	0.683155660163886	0.53934402303612	1	0.369037251261568	0.430424420825163	0.59466202301471	0.63752107113071	0.598800738625808	0.613832118582698	0.74021126866309	0.550282083396045	0.526605315474617	0.575474935346159	0.715802143681938	0.281723995388828	0.663406569951192	0.564615001917307	0.527335141782985	0.635194984429135	0.640762579252528	0.698764728581194	0.675925305962812	0.655459093234222	0.422184824031812	0.690174516093074
C5AR2	0.412692281551127	0.511890904106874	0.478596662915094	0.602775559228204	0.409040030578514	0.458748741903575	0.387833970276932	0.414181213145332	0.298508087667435	0.407698966401011	0.210553576315338	0.439876755867718	0.465415497952683	0.460482479682386	0.291264391932458	0.338497762364867	0.540100267051573	0.329533944079275	0.430518064202006	0.356198932538777	0.508019375243572	0.47257308139521	0.535597577982803	0.15199097842658	0.41900619963953	0.42159273452167	0.496664088150447	0.387995831401463	0.411445732080175	0.386468220909694	0.433604601084705	0.45668216955737	0.151330436972822	0.406431062671523	0.401276236153829	0.282193017362948	0.531216367733521	0.329919187967692	0.369037251261568	1	0.288483523194254	0.297404922179755	0.372235793502002	0.477874305509041	0.35407380002347	0.525989565308654	0.298746474253587	0.345780641265486	0.517166733524927	0.445328772377307	0.113997322510112	0.372708937428584	0.325226959282819	0.44709183815492	0.487955931550957	0.386064510146714	0.375575162804624	0.46693335749598	0.25489917567915	0.387271232411938	0.404927360044583
ITGAM	0.470536379834212	0.599759885890689	0.602836930213004	0.528924897960407	0.339869401884263	0.502903419088889	0.47385101442923	0.544164278189368	0.505804791155412	0.436818950326905	0.44040558154504	0.475257754630261	0.349760688196631	0.527972208685205	0.389385517855776	0.503695860141694	0.296680413082632	0.453727121165509	0.547277492746474	0.289238045663072	0.482723333195085	0.410553505134521	0.428397338919882	0.41436711238393	0.434147985275941	0.593369714916156	0.461750003353231	0.399400924321226	0.386369995726354	0.456252948060645	0.495509937299499	0.316763830364753	0.492053490805259	0.507812107969842	0.52118313682836	0.36052583582501	0.46293186439531	0.52137942861625	0.430424420825163	0.288483523194254	1	0.517352645838361	0.502202399438797	0.606441259762518	0.47285680919575	0.511702928067948	0.48379769777519	0.394864132448671	0.533413918709393	0.543808319855184	0.382127888046812	0.380938680200665	0.479262638964163	0.246899804753996	0.35311374253242	0.512200722556511	0.455207793354049	0.310107629259368	0.376414835506167	0.336939761181588	0.52382939245334
SIRPA	0.606917421939789	0.718693688035294	0.729197507887888	0.615184220995234	0.45777227476692	0.505689584576726	0.364464532986379	0.648027909518777	0.346362914423988	0.44832551381112	0.549051954434052	0.608104868177733	0.38136839999333	0.650931297019641	0.521311827681072	0.662878043486781	0.535974941926572	0.666828235484141	0.668837061929446	0.453296137113744	0.558623893457532	0.599972543605314	0.479007211598078	0.497310203391827	0.704656864358427	0.584982565426765	0.63127138878375	0.579509980889053	0.324524491718725	0.341613103668346	0.702117708037761	0.380374501644171	0.432007575588203	0.659101409953095	0.54202949413137	0.587135936533582	0.640449484325774	0.457681337065567	0.59466202301471	0.297404922179755	0.517352645838361	1	0.67769645693268	0.635697421334477	0.609010692524775	0.656728352420398	0.533841442765907	0.504472364885192	0.570665274521506	0.720853625264715	0.315436707835484	0.50891893039072	0.577582035882037	0.443794123235984	0.545046641405739	0.538744510625426	0.73496859799358	0.547973012790359	0.577765553535924	0.360742152450009	0.659472603958294
LILRA4	0.701726118598299	0.773739473198063	0.845016436053107	0.666038201591069	0.461650340215965	0.494048372493673	0.278295392032878	0.683296192296853	0.352866929033508	0.498014528517621	0.782023039109491	0.779969354631617	0.409017181426174	0.714631298352626	0.657562543839429	0.807359971411299	0.571193651771479	0.846549571476021	0.762342253622801	0.607509532244578	0.699044137964876	0.616600776267956	0.527883079982742	0.624378214031717	0.771488885439352	0.663388287052621	0.673762055153955	0.635020396612886	0.21812513091199	0.311275356540761	0.8714707138842	0.386685916737423	0.508253134840946	0.761981262498577	0.653530474756933	0.595045650439292	0.692802666315611	0.349771897431227	0.63752107113071	0.372235793502002	0.502202399438797	0.67769645693268	1	0.743048538792052	0.677043760339884	0.712040508331965	0.566767185443082	0.622149941981098	0.488301232134174	0.865934025347051	0.107338048855598	0.642157566681563	0.707396526651431	0.490415549699822	0.689357099565894	0.63397232420769	0.899646162606884	0.607981697207871	0.778552714616991	0.408115818419739	0.881092014117713
SORT1	0.649812120811799	0.818839431970501	0.820141191536956	0.746260723262997	0.459350747771926	0.604343658707186	0.503437549058225	0.697153153126662	0.473260993571356	0.495428567799531	0.602758694452174	0.7168552884225	0.494278546229921	0.715183289503991	0.624632570175696	0.774448586145959	0.540307879119127	0.760196517575698	0.691835352210876	0.563688294009817	0.726239133759822	0.603746972476317	0.545237859165759	0.488886761835963	0.746311578481851	0.625633107781253	0.686344404313372	0.594236221839462	0.416325123764123	0.406703184911645	0.784732346353903	0.48451887888533	0.455572938856654	0.639753054101211	0.545612278877626	0.514926453721721	0.755759871583726	0.447209820980449	0.598800738625808	0.477874305509041	0.606441259762518	0.635697421334477	0.743048538792052	1	0.687279468154633	0.703036145009468	0.520996324720565	0.636431068343045	0.625636510278413	0.768727878944681	0.20554893557309	0.595174224404905	0.684483984792142	0.468492147954028	0.572913082128098	0.61901021291087	0.746983796855773	0.588715973674901	0.61858158356857	0.460064527691063	0.796132718522543
P2RY12	0.609414937950299	0.736799832466543	0.773158450869433	0.692803291492561	0.404128107548735	0.535245899836221	0.413664524998358	0.662959347800799	0.447102265078037	0.510102617575777	0.520583881789041	0.623512252023904	0.423246501327689	0.676942280080444	0.569818059239678	0.673598267680196	0.602429307444811	0.708468403891729	0.636409700566435	0.552178666992004	0.623195577692296	0.658923448878973	0.595476209716712	0.39727833315492	0.656924464694065	0.545722949664968	0.694953805891273	0.502352550794042	0.471274507027336	0.500099258699238	0.741654523688316	0.491056328506796	0.423828513430624	0.606668705502674	0.526681060801399	0.471751384646499	0.681703679040764	0.436912194481117	0.613832118582698	0.35407380002347	0.47285680919575	0.609010692524775	0.677043760339884	0.687279468154633	1	0.700519587967197	0.421356098359348	0.587895545551136	0.578776331625812	0.719828646762925	0.329496742030699	0.534874854322292	0.575278869627203	0.507434674669251	0.599013956586456	0.482365468468256	0.675604746021508	0.595731015647529	0.601947409488735	0.336019616776609	0.689772292908391
PLXDC2	0.841339186803039	0.863039773696771	0.893548333413947	0.876648036336931	0.676928899609414	0.607760838182529	0.489543794152487	0.896928397912328	0.625590377744318	0.616046574809043	0.688498851086816	0.812569398610198	0.703144275210592	0.883623612420011	0.611518562508763	0.708710846956732	0.820887166719795	0.671105754995644	0.751582794010307	0.683030885992237	0.743985324885468	0.808658529013844	0.788558882282523	0.511170334074509	0.716668555456538	0.832314241736913	0.843897111355408	0.589813529300556	0.579688702943732	0.605746506935076	0.860003966557336	0.640348125231608	0.493503025344278	0.779476254435971	0.830564416574544	0.729517624082756	0.890524673104796	0.705080009756895	0.74021126866309	0.525989565308654	0.511702928067948	0.656728352420398	0.712040508331965	0.703036145009468	0.700519587967197	1	0.696271778190984	0.683614157028707	0.764419982282539	0.866168392103347	0.317631722206523	0.748203759691322	0.61983323076314	0.700723056772534	0.847474360610436	0.763900657506421	0.793081262191158	0.8172674501918	0.664920002069977	0.583408852745526	0.741960374729458
IL6R	0.739895368195771	0.636835218060326	0.707240256482209	0.613811374339136	0.479884763491849	0.532226538806718	0.271971196724444	0.730389337791515	0.564840079647358	0.430100748685371	0.636501475365829	0.704122924762209	0.422733206728266	0.731852741589782	0.467533767585243	0.632369466870263	0.594185894046904	0.559458517405446	0.668910236698849	0.506490537922066	0.62108862493846	0.648555199475872	0.58662360559987	0.504716798497752	0.497406148741158	0.680295847187091	0.620941762460823	0.452479193763504	0.387861913711496	0.470917932085835	0.669875949729407	0.438107991723174	0.401741545229027	0.608923041247138	0.670928002938488	0.651665117146449	0.658697151834858	0.642692555681142	0.550282083396045	0.298746474253587	0.48379769777519	0.533841442765907	0.566767185443082	0.520996324720565	0.421356098359348	0.696271778190984	1	0.497826837931724	0.619831398818789	0.668330369921795	0.247957284018297	0.632492387156207	0.519275423299268	0.540352285979269	0.588469285563229	0.654121744749158	0.623954119182505	0.581910351649143	0.596949984617603	0.4306576927577	0.588738124273004
LILRB1	0.644948780751952	0.762598998681683	0.771238202005194	0.696691493513267	0.500465852022351	0.473354558410056	0.38489012877974	0.666051429112201	0.451109992586476	0.364833176871703	0.615889076069698	0.710572697683265	0.519578670507968	0.642005893032676	0.636572138368759	0.731847048107671	0.537991139149098	0.668194660003344	0.67924326895229	0.595521878403539	0.714894991819748	0.597797823541695	0.519882210711487	0.436002008063072	0.662089040819079	0.69225926953668	0.64978037461428	0.555452398836265	0.403906507716389	0.457927914568249	0.753428332409427	0.410428661428592	0.577632479187964	0.620897393379181	0.615494349096846	0.457078905057249	0.684455536468694	0.445678871942183	0.526605315474617	0.345780641265486	0.394864132448671	0.504472364885192	0.622149941981098	0.636431068343045	0.587895545551136	0.683614157028707	0.497826837931724	1	0.590588640321589	0.732865389305293	0.247241374267977	0.585072104237345	0.671232874349462	0.488648451321225	0.614715652735232	0.594714143085064	0.668293176654881	0.509169988430192	0.581476313977221	0.374414156898316	0.725957564745838
RHBDF2	0.647224855515263	0.805173713596549	0.772385182439814	0.827008390391676	0.637863015934429	0.735713454212662	0.663876444219578	0.736065624946856	0.613785562472941	0.514990233433221	0.507909340370188	0.690536915814509	0.558126574798935	0.72587003518294	0.451927413542233	0.600590311813935	0.671623465042963	0.499479023924835	0.609117752164984	0.542607086684511	0.727124025596392	0.644874660207265	0.686199229716479	0.44705732580133	0.599872296640369	0.759546106743216	0.75060448741005	0.555297985971765	0.620586675157272	0.648158999315199	0.624393962298093	0.55909864049061	0.486585903196159	0.638569736792081	0.685710060952171	0.5052840902908	0.72629095992535	0.71256163293705	0.575474935346159	0.517166733524927	0.533413918709393	0.570665274521506	0.488301232134174	0.625636510278413	0.578776331625812	0.764419982282539	0.619831398818789	0.590588640321589	1	0.657076353809508	0.33776778610506	0.567584943164566	0.593901007355389	0.505738077936863	0.535048930277129	0.679942955845796	0.51979869665742	0.561752951040341	0.440713212868021	0.481896102515598	0.575417577600218
CD63	0.816126075761493	0.849216119632285	0.924004839228789	0.809539719599567	0.616318696292245	0.577558576486575	0.408649344739018	0.858150886993307	0.50215085804923	0.574908971519314	0.762039577976977	0.860107205320674	0.53477339113818	0.825029853775533	0.685865414403968	0.834297107614125	0.724976446886092	0.86659303966565	0.815681641606178	0.734600366450633	0.766369650775012	0.739093104842977	0.675639417994341	0.580382153903803	0.837345976925709	0.766015506016333	0.791393535431752	0.700741486228749	0.414580676824139	0.433908264840861	0.939410497542209	0.509090647991375	0.544901960717383	0.820775140128761	0.768847446522272	0.700289355363758	0.824000004453676	0.55288287413676	0.715802143681938	0.445328772377307	0.543808319855184	0.720853625264715	0.865934025347051	0.768727878944681	0.719828646762925	0.866168392103347	0.668330369921795	0.732865389305293	0.657076353809508	1	0.270862107091132	0.745808568186559	0.676505065494158	0.627259900863747	0.785854503899419	0.727631630832597	0.918198019783521	0.731864213890687	0.814776206527603	0.476771813646255	0.896875487221287
CLEC2D	0.270533551885245	0.331369062851098	0.305085937759277	0.372219720965702	0.194867523055726	0.338259229087761	0.370736813040982	0.336152706289097	0.365921615294363	0.372167441999788	0.0327251008346967	0.208702211102649	0.171695230198529	0.288321200161076	0.28206135830145	0.282796937365677	0.215183782108543	0.269158657856414	0.27475347778	0.274322097476863	0.214394793928261	0.191285048535149	0.231905647573056	0.122129308266981	0.19123868649709	0.267363144193719	0.335651203432687	0.183792066663922	0.457914908993382	0.335938083321143	0.249978073277059	0.277045317202292	0.362388125152778	0.205076815554666	0.309925095506154	0.1614619008366	0.189831241149149	0.497580626648099	0.281723995388828	0.113997322510112	0.382127888046812	0.315436707835484	0.107338048855598	0.20554893557309	0.329496742030699	0.317631722206523	0.247957284018297	0.247241374267977	0.33776778610506	0.270862107091132	1	0.126978640654709	0.150874192178805	0.263034968217664	0.170771516050455	0.14412757604639	0.109842725932686	0.23333393666359	0.178746565037693	0.192230356091959	0.154993854058778
CD47	0.679122468967519	0.694307042846543	0.741771409121105	0.639602304964257	0.441425001016407	0.445117017817802	0.239617747496162	0.72310518975098	0.511054119106794	0.465603910129848	0.652698879509901	0.728446552115666	0.540268467359719	0.725683949067347	0.5767985784249	0.669456489338972	0.621809885294403	0.653265556725731	0.656934543356197	0.592616388470357	0.63637546137081	0.673008063672036	0.594448715233277	0.436409114832347	0.646631361502381	0.69596030848453	0.636325970281771	0.567762444077966	0.356968549791155	0.408604165820461	0.755407950020746	0.35541143073047	0.452593539280998	0.658414654988748	0.641306870233897	0.67553055418347	0.742321740961349	0.49418294975709	0.663406569951192	0.372708937428584	0.380938680200665	0.50891893039072	0.642157566681563	0.595174224404905	0.534874854322292	0.748203759691322	0.632492387156207	0.585072104237345	0.567584943164566	0.745808568186559	0.126978640654709	1	0.557508073328972	0.538825623429886	0.655321777191441	0.642076011001151	0.70962416170153	0.651289073681962	0.672310730243258	0.449055762400702	0.694349306725709
CD4	0.610874551710935	0.774188149363516	0.772015134946326	0.623453795442848	0.465203870611455	0.547306552005664	0.335521862783908	0.586308521302401	0.40597645432772	0.428495802987821	0.689290436272099	0.704809907474588	0.465372592735015	0.613344910792659	0.588338085193387	0.679036431274841	0.459104658632018	0.651820112176876	0.611276694649285	0.5060408206947	0.659298638081289	0.538121555658353	0.528200863581129	0.501124823763233	0.627342363072351	0.653299471385515	0.649530071125162	0.52054643795035	0.30270514217504	0.450450423998345	0.730750215964676	0.367557962402336	0.448151442480836	0.596175006733043	0.587381393443929	0.422758097743436	0.627129322259313	0.410943900460226	0.564615001917307	0.325226959282819	0.479262638964163	0.577582035882037	0.707396526651431	0.684483984792142	0.575278869627203	0.61983323076314	0.519275423299268	0.671232874349462	0.593901007355389	0.676505065494158	0.150874192178805	0.557508073328972	1	0.435084357971118	0.561999948996247	0.700652651634417	0.691367983618618	0.52615127580493	0.597867801527226	0.393262983298131	0.746780686628192
TFRC	0.674963252541557	0.616570326501455	0.642134017629032	0.641274266302801	0.384215908473962	0.457755454850963	0.337900617522361	0.627639096995476	0.385568317912329	0.564498870547338	0.485945737617996	0.616053770707515	0.56031451839061	0.685383517805611	0.443915251715393	0.479335933054826	0.658214636898393	0.498284595428687	0.5277997397282	0.538980436181324	0.571932601016992	0.633092787934271	0.57992122713483	0.319889453685573	0.529155598407268	0.559537295042538	0.720215459207107	0.458855754770446	0.334488856227519	0.390115146911895	0.684100492285585	0.499786723317367	0.251599547917932	0.544739907154034	0.554112776143339	0.617074076198671	0.663221390208608	0.473305383614632	0.527335141782985	0.44709183815492	0.246899804753996	0.443794123235984	0.490415549699822	0.468492147954028	0.507434674669251	0.700723056772534	0.540352285979269	0.488648451321225	0.505738077936863	0.627259900863747	0.263034968217664	0.538825623429886	0.435084357971118	1	0.634174589263627	0.529874731582425	0.555374020451748	0.607083767137698	0.585130242178973	0.564432526825829	0.547178253749632
ITGAX	0.756662400623171	0.722596634951053	0.774559460401178	0.71011820585699	0.601713097679144	0.427433224572725	0.289486868057062	0.746639289299788	0.481194374852551	0.508434552897985	0.643771616807115	0.745378535220721	0.5823456744315	0.74516794416968	0.526283369235313	0.619041693792247	0.741796989553589	0.620651149715345	0.665609387688326	0.588298803450001	0.623618484065407	0.714815411738383	0.694816809248814	0.41615097461845	0.664281126607717	0.684162673391531	0.733697141149219	0.508576755103563	0.409506107541754	0.479708292354066	0.802991511162981	0.57181248048015	0.324395079318163	0.6773349598268	0.718061397513431	0.633441072222352	0.765321437864816	0.474118518075298	0.635194984429135	0.487955931550957	0.35311374253242	0.545046641405739	0.689357099565894	0.572913082128098	0.599013956586456	0.847474360610436	0.588469285563229	0.614715652735232	0.535048930277129	0.785854503899419	0.170771516050455	0.655321777191441	0.561999948996247	0.634174589263627	1	0.643410962706745	0.772667887460078	0.754747300364977	0.64892459985977	0.449349479600813	0.712074660110055
