""	PARD3	KLRC2	F2R	EGFR	CD9	ITGB8	TNFRSF1A	DPP4	CHRM3	GRM5	ADCYAP1R1	LRP6	APLP2	KCNQ5	NRCAM	PLXNB1	KCNJ10	CANX	SLC16A7	CADM1	EDNRB	PTPRA	AR	KCND2	IGF2R	CD99L2	SMAP1	NOTCH2	NECTIN2	FAS	CD81	TGFBR3	TSPAN12	ITGB1	ITGA3	THY1	NOTCH1	EDNRA	CNR1	ADCY1	ADORA1	ACKR3	PLXNB2	TNFRSF10B	SDC2	INSR	PTPRS	LPP	TSPAN5	CELSR2	MCAM	KLRK1	SIRPA	TNFRSF12A	SMAD3	LRP1	SORT1	IGF1R	TNFRSF19	LINGO1	RIPK1	ERAP1	ITGAV	S1PR1	SLC16A1	MCFD2	AMFR	FGFR2	RXRA	TLR4	TFRC	GPR37L1	TNFRSF21	GPR37	LRP4	SEMA4C	SDC3	TSPAN14	ADGRE5	SORL1	CD44	CD63	ABCA1	CD74
CD81	0.64648722112965	0.776105967651296	0.63433661925888	0.717398416018833	0.895210453662197	0.784524656720756	0.820082204509473	0.715868631098736	0.609621118666135	0.612387335463632	0.717870820195549	0.67338491574047	0.83990014662827	0.770709615006647	0.793038530514242	0.798312158051416	0.829197675909816	0.7952722639839	0.768856564855214	0.822726049538387	0.84804829419097	0.883851132006693	0.731417879161826	0.646642620749279	0.691719997335175	0.708167814365601	0.875190118452387	0.819152477062949	0.670842599172462	0.672605136530169	1	0.788259016842844	0.772337636477661	0.65015576949816	0.484012134960089	0.505171094963064	0.695400883710869	0.781106948994476	0.773591869701679	0.474493272081408	0.825257373362317	0.74979598195038	0.687379325593188	0.573869644392755	0.855258309990868	0.36249355312678	0.64974463539691	0.680977633291648	0.71121728718013	0.880020782435853	0.515333503866437	0.447618218891207	0.679142744651147	0.45325367959451	0.624186722000164	0.828665764815782	0.779340415975556	0.485640585457254	0.67161478305964	0.571250021664535	0.702149801770537	0.620970264590767	0.820977190791042	0.760152487682786	0.724981928705579	0.801718265185996	0.752086192127116	0.710449299123143	0.680761666201616	0.600164210806983	0.456174712787503	0.708911092720736	0.724504370847978	0.696836053454363	0.52477399690398	0.683579820047046	0.860901327791328	0.588776875540999	0.174582522980149	0.680113642641478	0.724243263229605	0.757621455118804	0.586268735121887	0.143103771368559
TGFBR3	0.729596196074168	0.806188145844101	0.815035215570785	0.771959672544498	0.714547899155757	0.92545505339842	0.853650095545837	0.7796917380775	0.810946626990103	0.751072805644964	0.621301523232848	0.865208852973754	0.937585341948119	0.805255148678306	0.885160186045523	0.697237977841869	0.803943242876349	0.921233181715261	0.869421899503045	0.870592075406244	0.724437984031562	0.904977044016624	0.748762104862059	0.743017261184705	0.882514040692697	0.835200163915351	0.812770692677757	0.886370716769103	0.792147875864926	0.867582894572016	0.788259016842844	1	0.775316905881504	0.85111172764467	0.785941608017879	0.61128329923779	0.85735672991617	0.860253823725171	0.863368364708608	0.621219909050914	0.773112039670953	0.572638217626867	0.84860707596192	0.857226420238951	0.887709396269576	0.630291740525355	0.722759493876849	0.882880186464131	0.877556120581538	0.910410924803973	0.754294003327579	0.589885092503713	0.703005134279759	0.64102557912872	0.805454151138105	0.864734234867045	0.941030584334804	0.769265681464605	0.884783659189959	0.585043620491482	0.789930479025044	0.778156045531266	0.874022595735758	0.754704411753972	0.822671282610291	0.92255848834814	0.807228827870953	0.647469480288905	0.86846042478643	0.842873545534587	0.779294585568109	0.72951168793588	0.852784261189796	0.672884856496347	0.606348973710786	0.666146342134906	0.838881699167899	0.826999026766989	0.330204009516086	0.82553924619175	0.724638331624179	0.843684454830383	0.791099977924097	0.38633103757455
TSPAN12	0.692878496530854	0.926895896762651	0.644501182995166	0.695182113068632	0.811267415275696	0.747049010460297	0.691607847614352	0.659926340732358	0.811234132748102	0.619211317181304	0.457314080824802	0.736518298372102	0.826527880351217	0.564567977895108	0.70932845249673	0.563221842556117	0.662663319695589	0.864631414783279	0.815817887372137	0.749330385231169	0.604677067115804	0.811746206357926	0.725234155363898	0.849189373082593	0.669063882168958	0.784912523679098	0.878741119886193	0.723862451420654	0.627065224971919	0.645142670904834	0.772337636477661	0.775316905881504	1	0.743680096634194	0.501290843839016	0.797636040133807	0.713395438254772	0.611521113349697	0.663507135014157	0.56892413744165	0.647255833085274	0.611628081027188	0.654308662380167	0.72427555325973	0.742189973878162	0.361699290744659	0.724773404513849	0.671251191706535	0.793725384813894	0.79996500018816	0.593256430678215	0.497639956522803	0.498889604728231	0.603066748077397	0.548780385384975	0.684744600312347	0.781379683391802	0.514021768691081	0.698348310846587	0.786554475201533	0.756768820133067	0.563514542646291	0.706715116708085	0.533516312303787	0.858319223013251	0.789714584093403	0.655582627443109	0.474176634958432	0.700259521525505	0.57192407213778	0.573719285209263	0.600252077215922	0.771380845750199	0.585205498193021	0.578293819591491	0.531272572212395	0.678158072898941	0.616600069966647	0.40757861656801	0.571129821533035	0.502029084067436	0.856409178432368	0.536905415812641	0.233396449479168
ITGB1	0.801173443027883	0.778205272182077	0.917980353382463	0.594809632566287	0.597997004800056	0.768545241565945	0.821365036073822	0.794844553938138	0.83317336541492	0.591620258045557	0.325888936430923	0.883339887158384	0.886417819648802	0.651129467216586	0.77580351934144	0.488151292790786	0.580470057905564	0.918665976801305	0.807254113403529	0.719966256036526	0.515092906943721	0.782591277610122	0.656238821416961	0.779814790424499	0.851519397724358	0.774663643635484	0.779320696295534	0.732007611390507	0.894445914897487	0.855803700369922	0.65015576949816	0.85111172764467	0.743680096634194	1	0.786211584152543	0.789853483980107	0.865609558633138	0.743468343322196	0.678969513940592	0.49126265330391	0.584832616231645	0.479599257721064	0.869308110518587	0.91802909038183	0.826290486527068	0.704129113367601	0.727060948731616	0.871617712705151	0.917104096841262	0.780207705414548	0.828459618783378	0.48561892922894	0.565891219789166	0.782133377844494	0.776303727037506	0.714472774440771	0.881133347123497	0.871811382335361	0.87035744257848	0.64337959862107	0.78813340125135	0.705368428086699	0.727513263932686	0.619505656855648	0.827595154042262	0.907875121850453	0.797845804636391	0.414594971401819	0.812857597354407	0.839761758689224	0.895463354260798	0.515100505580406	0.804798539799873	0.505406311188112	0.522015274059866	0.638210934412582	0.659626526651738	0.895103811241953	0.468066584325369	0.713149446868245	0.724697028037294	0.9034178189223	0.794226617806885	0.506369771403937
ITGA3	0.67041199884456	0.60650679405778	0.74487388551063	0.63668088054368	0.492256732579336	0.761277100816052	0.802788988372726	0.762591273457371	0.746786756413971	0.648625581989466	0.453470342956778	0.744899471059964	0.791505226694027	0.711632574819992	0.810156454303675	0.573181895628411	0.627018522100279	0.758949906355841	0.714453957499187	0.689863645515798	0.550090618990046	0.725172794378062	0.661020821289199	0.531913804400601	0.873470638461087	0.699693376681681	0.56586736780324	0.721078511841122	0.778405982350524	0.897560581576158	0.484012134960089	0.785941608017879	0.501290843839016	0.786211584152543	1	0.405746095029889	0.691514229461457	0.717968533849723	0.742076948362354	0.58665014899228	0.654126793346773	0.350643963785525	0.816647728788171	0.796496760905047	0.736207721249112	0.640561802607512	0.553515520496304	0.874759643739318	0.778553726501986	0.677054495379267	0.65108916616354	0.635285068316599	0.670687984760645	0.71992528142741	0.750201003275458	0.750396936693436	0.781673047587549	0.728600276942284	0.835221846240033	0.397987163600072	0.691325687289691	0.78602712099422	0.737809384880484	0.59061130394043	0.706965289146333	0.841492024213524	0.737344263517419	0.565998331676843	0.714968281321611	0.789738937284473	0.767580557286582	0.616604366535872	0.709733975992193	0.612615186279351	0.431315974402399	0.523936638366763	0.636671483966634	0.781948115475778	0.374034636424349	0.781463504969334	0.655491354300171	0.717566559476164	0.793316061058657	0.434717630017236
THY1	0.659932341959838	0.751946870968678	0.675317212060803	0.360533164283622	0.530374997693698	0.495799303634003	0.466508644608082	0.524974769197832	0.748159057592615	0.412730151438825	0.0475331280080167	0.703577921186653	0.636271265200139	0.315255731607505	0.468671481204566	0.207935270664114	0.303237201547856	0.728295813555006	0.637966555532696	0.485583115311833	0.229458929429198	0.567643256470248	0.49066593806077	0.863565958868287	0.505790096362614	0.586773673896586	0.706933341239644	0.44646069201294	0.608834722873456	0.49851351257772	0.505171094963064	0.61128329923779	0.797636040133807	0.789853483980107	0.405746095029889	1	0.714764606359507	0.385353364699091	0.400294342030087	0.381329608568426	0.322378780557699	0.379154608861618	0.547032553611626	0.794456212723788	0.560458947152779	0.393918407014203	0.631607382881347	0.584782277217605	0.741524522571482	0.591494311444705	0.676447984621001	0.274886877070878	0.203868285160009	0.669101746727612	0.468756528345406	0.396141647545031	0.624399828982911	0.613053959595029	0.631458046248875	0.844456916896017	0.608579657719035	0.341229343280737	0.412810278268395	0.276276931401452	0.748642711685222	0.647669971029523	0.501597442279846	0.0688596384622946	0.610768305252787	0.457435703229487	0.659343523848183	0.304993510670868	0.624081689913035	0.245990171284918	0.510838998972069	0.383233207604205	0.376742257035541	0.592990640174113	0.445423753973888	0.320414625660536	0.324248638903234	0.806443158919263	0.437757758081441	0.279082352311663
NOTCH1	0.739584924355315	0.773144869251743	0.860139723657888	0.626307037764357	0.621326689603324	0.794568815567134	0.742503013996364	0.700731986170216	0.785878639330122	0.64762084210337	0.441823926129731	0.881918150806735	0.847755477240754	0.709735656321897	0.778114821610222	0.594173437237351	0.671786231112917	0.859647131356066	0.787653045595611	0.772147237809708	0.56755202395142	0.814644993688828	0.66745598622385	0.77116659840047	0.804293667256739	0.746839681621719	0.772596665954575	0.770167827774359	0.782024729960043	0.776198506595213	0.695400883710869	0.85735672991617	0.713395438254772	0.865609558633138	0.691514229461457	0.714764606359507	1	0.744181647884331	0.717538206079229	0.508080618379174	0.629988866992217	0.524054970490997	0.776975239111738	0.86340466216963	0.806484737679998	0.662931011948028	0.731942321274157	0.821978236492501	0.821769777834272	0.825698272469735	0.777133401444521	0.477908244419213	0.606381462230198	0.638206914012239	0.744629143090021	0.74063856520474	0.858773718077485	0.811980812402114	0.840175365317632	0.632024089059311	0.719623910606028	0.705631156777451	0.737316594812149	0.688117423335158	0.75972023177028	0.853709618984943	0.748139119987302	0.492909316260302	0.821535929135263	0.801286322974126	0.828576416186719	0.559999715427733	0.750783124926707	0.536067478701639	0.601314416505409	0.607975643805077	0.726399133392753	0.826641990566295	0.328907724198514	0.708666524778912	0.682498044065443	0.808532135674665	0.755499152848205	0.421012257531943
EDNRA	0.705352857240387	0.679975583763676	0.751871533869936	0.779972326558988	0.659042177532115	0.893454869207127	0.870460597929348	0.748930330092596	0.660327896125425	0.775697092551803	0.730033796478935	0.788887866177372	0.896181664356151	0.857545345831158	0.908557014437476	0.747018849097866	0.829211294930951	0.854030390626672	0.841642855701728	0.871397673417978	0.849946986391281	0.875481552321912	0.724356316070207	0.563479286441066	0.880074447894751	0.745119112265708	0.752099296135374	0.872416170727451	0.728852180589198	0.852307207014259	0.781106948994476	0.860253823725171	0.611521113349697	0.743468343322196	0.717968533849723	0.385353364699091	0.744181647884331	1	0.870737589706771	0.624980326950193	0.817287528865517	0.683031249783441	0.810864367541005	0.665671626308385	0.901793657473444	0.573027554126158	0.675178476762321	0.839926783317679	0.797158479510637	0.857080335902387	0.604314667467193	0.594756812713589	0.771049698579564	0.47639961716844	0.825493694804761	0.897169445895566	0.893762628174698	0.686679430183607	0.831186357856886	0.35435849382292	0.727730897328957	0.833521416298483	0.939576307619097	0.740964289312297	0.72149231590511	0.863354354741585	0.857148386382494	0.766713693472188	0.755397281864766	0.798410016863313	0.649285735616953	0.769716552408655	0.791740607043208	0.744302325061313	0.614637807646765	0.802218981892283	0.875940232509729	0.733039717506042	0.285898403865411	0.841478548835111	0.837547405324311	0.704516780650565	0.787603543057653	0.301775874396345
CNR1	0.622098617668021	0.711401268620865	0.647370798198419	0.787986892776803	0.697489739074381	0.917034076191004	0.821226604954383	0.733068448800177	0.69515082708358	0.814262283885385	0.730325528159454	0.755723824412166	0.872209239075622	0.834814871286308	0.887342778105861	0.828025435391715	0.866043218579596	0.837203398292998	0.867119594602681	0.898025208945109	0.840738470316913	0.889627995945747	0.787297740615361	0.60477542366822	0.850322663902846	0.787843029605706	0.756071663289612	0.894457452099602	0.653465136226741	0.829847892182787	0.773591869701679	0.863368364708608	0.663507135014157	0.678969513940592	0.742076948362354	0.400294342030087	0.717538206079229	0.870737589706771	1	0.731358797757422	0.840802831257847	0.725000379172441	0.792747811990189	0.668846879368643	0.831985122333825	0.399014638729717	0.651674212542247	0.854461038075555	0.771760239752845	0.871870900885982	0.588579951083983	0.71915351908036	0.822655210735768	0.548267517925393	0.744491213245859	0.902432976257058	0.867995331967757	0.532702648827074	0.808948902187826	0.469473776202553	0.72790476821871	0.835234919816856	0.925617418281324	0.668763469100588	0.774032555546553	0.839859501425479	0.799848263890212	0.774818880328976	0.809945730177814	0.685454259373568	0.528604124607485	0.828302808175969	0.830107472551775	0.802209388287684	0.6240641493829	0.703772501652991	0.870414203055439	0.64060183757167	0.337602876526271	0.832142795893606	0.754736101722759	0.726100396046033	0.758611514930661	0.290924057412357
ADCY1	0.48662486892943	0.652917235420417	0.476725768334007	0.77290697842428	0.552249536739061	0.745991687835201	0.58042230143162	0.51313761630607	0.697746784521572	0.820957744319305	0.59629777264536	0.642836009398999	0.662567812169731	0.647519615393582	0.74222614026508	0.57404587032101	0.657254018529704	0.661854048160694	0.75700592089715	0.711965033685112	0.639261571119786	0.722972872369568	0.733869794879098	0.560541007451738	0.692615665717817	0.689346064782857	0.62052558717604	0.690860072223773	0.480977949274613	0.598700417497238	0.474493272081408	0.621219909050914	0.56892413744165	0.49126265330391	0.58665014899228	0.381329608568426	0.508080618379174	0.624980326950193	0.731358797757422	1	0.658387736235546	0.571154359968702	0.602816460479056	0.51291594667345	0.584866399075171	0.189016446032473	0.651790214053414	0.710077987855751	0.634041448588698	0.652500467740524	0.366526227414866	0.764258459886426	0.695626547268356	0.488233056676042	0.57611506921762	0.713101055491519	0.677441287305523	0.361282590343347	0.688174976222357	0.447141871491702	0.649437476034237	0.695376915193981	0.743131258048939	0.330121762437627	0.722375810946225	0.659659611716204	0.644620183470497	0.63667730100932	0.597508506414407	0.436538222966215	0.360523324674185	0.724775777758706	0.66668773809739	0.696129112179984	0.690431121315511	0.541649858512335	0.650247243182256	0.394068703463492	0.519699399321278	0.653954315564849	0.425010792400838	0.583536722226359	0.588199752131329	0.220574719426135
ADORA1	0.653635364757767	0.743266204979532	0.550413202370964	0.867879880386289	0.831729911402946	0.846435177790313	0.844585649339528	0.731356816275411	0.685344353355706	0.821510830473555	0.867816430217557	0.693237263809044	0.847442061597015	0.876006329457532	0.909975165983411	0.853774151122242	0.890973917227379	0.769488285551091	0.847640671422534	0.910552419987892	0.936026831340489	0.91002906635873	0.84743614728304	0.53329819197434	0.812598566138967	0.786339399201867	0.802806634005385	0.910285931238967	0.612178688969428	0.758081228240304	0.825257373362317	0.773112039670953	0.647255833085274	0.584832616231645	0.654126793346773	0.322378780557699	0.629988866992217	0.817287528865517	0.840802831257847	0.658387736235546	1	0.7493036899689	0.678075653229091	0.575286837582594	0.840970002477602	0.286782951665733	0.63500095824973	0.803627890731394	0.72913638775509	0.856401791249455	0.37899255640024	0.760634270712042	0.846381537819639	0.463492572216832	0.673739884352217	0.921156798290735	0.816889819829018	0.444800647511442	0.755273662235812	0.456636500102581	0.745867755480767	0.746271272736512	0.912081294903266	0.688951556399116	0.752615878676523	0.804065651934607	0.738192417993615	0.871925917759214	0.696397977804742	0.621084535927503	0.441879190261669	0.859052777616335	0.790710215384819	0.839742344601018	0.519826787395634	0.725969198019989	0.884589619573147	0.548163989671722	0.265282004734597	0.81267876248132	0.714928935412291	0.695304483383722	0.696404805155058	0.166616269066233
ACKR3	0.554995182476405	0.641189698226724	0.424179725245369	0.641678422971183	0.690626449760763	0.692526082904991	0.633547987776418	0.637047087203088	0.536590468998483	0.676358576976623	0.647422258675208	0.577980580159704	0.678544135378886	0.662640182277731	0.717890979991743	0.67300864174147	0.685023596411425	0.661299596723069	0.768397328353899	0.779959590396302	0.813800453630631	0.737284545791283	0.693000789175638	0.556766403150117	0.564426558092868	0.629523616552948	0.788377246033239	0.700788226907438	0.423821877831365	0.55595956044847	0.74979598195038	0.572638217626867	0.611628081027188	0.479599257721064	0.350643963785525	0.379154608861618	0.524054970490997	0.683031249783441	0.725000379172441	0.571154359968702	0.7493036899689	1	0.55408815285157	0.402556905426125	0.679493299406168	0.092745321713253	0.654293417960126	0.616246095646152	0.586395525589353	0.721057399673367	0.331101853973587	0.534635106019826	0.693186682970631	0.348436513603278	0.530743255111504	0.723951379919327	0.631519256279825	0.287410744015909	0.584657971340373	0.448462334671941	0.615358107258854	0.527120358015242	0.757071245043205	0.458003229981222	0.667060448250197	0.623761138945848	0.605025928986072	0.627783807790547	0.57455422407345	0.390261421060581	0.244569069420163	0.647381711897948	0.645643500545114	0.609150790447139	0.586085511560283	0.740356462955368	0.748970484467215	0.335484492220793	0.208223233653931	0.55235592372586	0.593003568363682	0.551809331671364	0.455003735824092	0.0299505316337051
PLXNB2	0.689886550055462	0.723866517416224	0.836367091402119	0.667654269220475	0.593360210262922	0.84249478377372	0.882197609348307	0.799382018719573	0.748900390809786	0.640831172099267	0.47271117858855	0.817368193083731	0.887037409563853	0.739107596017235	0.836692789822554	0.599832274959795	0.692670689913353	0.874098781292087	0.798309020862118	0.764863321120796	0.650872408707385	0.802681676414367	0.674944154318414	0.647238204781138	0.890112238083986	0.762508763831592	0.734687309244026	0.802383538794599	0.839202788631357	0.839482271911358	0.687379325593188	0.84860707596192	0.654308662380167	0.869308110518587	0.816647728788171	0.547032553611626	0.776975239111738	0.810864367541005	0.792747811990189	0.602816460479056	0.678075653229091	0.55408815285157	1	0.778857536114568	0.835283990752238	0.643644419703391	0.66275433238255	0.873488934989195	0.832572072406839	0.800234904435507	0.738938055147531	0.529560217434001	0.744211157812364	0.676111618915023	0.806597457059376	0.809312428590364	0.872823756517928	0.762335744365051	0.83579249515538	0.496798829930625	0.750456522010436	0.789955491950328	0.821490995151524	0.676192290420978	0.765386827871886	0.902644224439318	0.846681528852268	0.566616432295832	0.823988790058312	0.874617584413629	0.766588654124629	0.580001868723837	0.767505157310947	0.618245905264784	0.535918543794802	0.690147872987137	0.770149352410272	0.83701324514758	0.444572049507155	0.848182477105546	0.798604549952074	0.786516587375952	0.833716203536597	0.552560291613055
TNFRSF10B	0.798204073027465	0.758460994332264	0.830932154000654	0.573357134393837	0.573105729521754	0.746775420888298	0.725847050809505	0.749957335249245	0.863994581691402	0.651523800599409	0.322311884271948	0.850079630009971	0.834628407672666	0.6277702282416	0.737871427419002	0.450838345449292	0.54143189616955	0.863423120612395	0.784748173725185	0.709149509150766	0.452363506059839	0.75578756381953	0.644630958880424	0.813357615456396	0.815076786107369	0.759603827326803	0.734729601069167	0.710571240688129	0.791442987325657	0.827334501625241	0.573869644392755	0.857226420238951	0.72427555325973	0.91802909038183	0.796496760905047	0.794456212723788	0.86340466216963	0.665671626308385	0.668846879368643	0.51291594667345	0.575286837582594	0.402556905426125	0.778857536114568	1	0.776023512816151	0.654195883624404	0.667826684413613	0.86319715351303	0.880406750276332	0.762632880335136	0.783731477482937	0.506306083787036	0.525983960881836	0.772683569398317	0.727509925134566	0.682808606753819	0.840504024433715	0.822672998736409	0.868370221429445	0.688452293632471	0.740383614834949	0.656933503883322	0.671655611708821	0.563667470238998	0.822631749156273	0.858518927802652	0.696145509425885	0.381411273869764	0.816373534344949	0.772814452912455	0.883138201967695	0.541534877630439	0.801457915820687	0.47935174417383	0.534535443389952	0.540687333139094	0.599967597993322	0.838415332633127	0.439272342309634	0.676475560715486	0.595378525599831	0.872928084288302	0.757968099828119	0.480961184971776
SDC2	0.809318119631328	0.784277658983975	0.80477966750907	0.778486471312342	0.793048451735661	0.905258724409629	0.885994847307157	0.82958336086357	0.778031965045686	0.747979724091197	0.696096047392836	0.841332068895273	0.932678414233247	0.825770348479624	0.919177351643456	0.768668346161632	0.840868548352066	0.905408451660531	0.869479323304854	0.886741450018621	0.836682352916254	0.920494189685595	0.816004408518111	0.724356335694455	0.873088380769396	0.802867317153959	0.870868441112472	0.877342905922714	0.807781567389222	0.850094580040522	0.855258309990868	0.887709396269576	0.742189973878162	0.826290486527068	0.736207721249112	0.560458947152779	0.806484737679998	0.901793657473444	0.831985122333825	0.584866399075171	0.840970002477602	0.679493299406168	0.835283990752238	0.776023512816151	1	0.546463531106357	0.710383383632121	0.862670149147268	0.902072677164228	0.921980735815354	0.66393075269537	0.597184987351646	0.76127106057425	0.561556036076703	0.806549892712845	0.91612980205638	0.91047071048313	0.719555868554918	0.869992086612919	0.558580388566821	0.835443083452879	0.736194869384259	0.9062856942152	0.798971056879137	0.800888867598644	0.91528395987171	0.827971763278002	0.713940080295363	0.797347170303794	0.795382814073719	0.698899783519822	0.795372234176366	0.818034307225007	0.705418916234348	0.596496088677905	0.788062795398384	0.889548649439761	0.787360954401718	0.288612539974022	0.802778485998242	0.771513609459758	0.818549150219211	0.775675334944291	0.28634601315873
INSR	0.600620104140215	0.390852516432815	0.825683425358715	0.310918463734099	0.221382045864567	0.51349614942472	0.574595345918952	0.500144107310926	0.492171256283877	0.304950560856349	0.127240748670689	0.632460994940021	0.577670592032011	0.435300149348377	0.519907493097588	0.288939339210235	0.37949573421803	0.554866546984044	0.390239823579012	0.403144885646519	0.250087410544396	0.453814505159425	0.313960858526837	0.397778389965724	0.608553699962985	0.407633291826863	0.379022180182608	0.414982851410032	0.740386063019307	0.668549067391474	0.36249355312678	0.630291740525355	0.361699290744659	0.704129113367601	0.640561802607512	0.393918407014203	0.662931011948028	0.573027554126158	0.399014638729717	0.189016446032473	0.286782951665733	0.092745321713253	0.643644419703391	0.654195883624404	0.546463531106357	1	0.419140360864873	0.53598317367588	0.573456009392411	0.478253408140272	0.736006964311126	0.150242694719737	0.303600777572193	0.367709325775329	0.672346956710367	0.47173991943277	0.617967299653302	0.860493075041023	0.654211305104795	0.268752896648521	0.400441570278638	0.531945160947	0.442421783850838	0.659577739668692	0.362720378138193	0.624896127002774	0.585906011723043	0.300911161949716	0.552919481256016	0.79346259622184	0.86073684573782	0.239668175640171	0.400155672549437	0.194992567754056	0.188089441083413	0.392294505189324	0.45087139524505	0.837969607307852	0.0783348800105771	0.538688871266812	0.537679819761948	0.47389677764498	0.561495039921949	0.385174027513574
PTPRS	0.720835722927815	0.807349331724764	0.711949316761464	0.761023090045874	0.718556878833659	0.781426224011052	0.680510005451489	0.71632015256031	0.800686833547388	0.680066395682625	0.487378776698948	0.800005311561991	0.773366171846274	0.663919036987469	0.771603788434077	0.615632811633828	0.661791123053905	0.793481937547958	0.800787973930357	0.78687073897918	0.647460781425645	0.808940154126221	0.721877453165948	0.742209090452688	0.700618613802331	0.773377540149751	0.805534747492132	0.709959734283267	0.695306581369494	0.685343476082026	0.64974463539691	0.722759493876849	0.724773404513849	0.727060948731616	0.553515520496304	0.631607382881347	0.731942321274157	0.675178476762321	0.651674212542247	0.651790214053414	0.63500095824973	0.654293417960126	0.66275433238255	0.667826684413613	0.710383383632121	0.419140360864873	1	0.728762238066557	0.756506429327379	0.748597226492045	0.590786975787764	0.53229869025665	0.602379853975425	0.590364630618229	0.689791272089432	0.734570191562209	0.77542406405511	0.608037575718816	0.753906422187769	0.653919203258932	0.724172189673186	0.603997410308511	0.722928854652207	0.497459130912345	0.825527089889896	0.771238045266531	0.665320420531101	0.556356163406801	0.664980276408668	0.601188307874381	0.607391888273853	0.616643511810002	0.695544616290235	0.598929963313483	0.676698547025485	0.699579405529443	0.736917486060091	0.635066358506894	0.332037509692719	0.586225272633973	0.51895779440205	0.727144971775576	0.602597521418744	0.215471235726893
LPP	0.764699777436639	0.773809203585747	0.789273256631039	0.780431357917565	0.670299973978661	0.883752037249452	0.879556416262528	0.815310265047344	0.862241703189256	0.821456343713639	0.586596366980127	0.859660213358166	0.924164282035115	0.821105831362991	0.910553983222645	0.684719652541511	0.730838830570442	0.91261568548496	0.914725830232069	0.874416489013137	0.723194742460662	0.884935420940483	0.798775199740426	0.695299450448708	0.943340163098081	0.857542228899214	0.789455384281414	0.887265395264726	0.804991820824494	0.897554051869131	0.680977633291648	0.882880186464131	0.671251191706535	0.871617712705151	0.874759643739318	0.584782277217605	0.821978236492501	0.839926783317679	0.854461038075555	0.710077987855751	0.803627890731394	0.616246095646152	0.873488934989195	0.86319715351303	0.862670149147268	0.53598317367588	0.728762238066557	1	0.893996202336288	0.852208865892546	0.666767540237076	0.729572880826674	0.806681621507909	0.752816908485678	0.806823197891894	0.876501205387258	0.926765918752272	0.727833050005186	0.915432112541791	0.566592091727092	0.842171205734244	0.837014833035683	0.886335091626074	0.624147716650249	0.882421675288747	0.924775427540951	0.822319458332821	0.67051223893295	0.865431882371904	0.790071763480146	0.763672045271912	0.752611092981626	0.897047564468465	0.745454698577246	0.644493571809393	0.706478647312829	0.797215536744459	0.786543900348813	0.504920176512134	0.870175013820949	0.778356773382008	0.856253895377184	0.898032287375943	0.481980514165914
TSPAN5	0.839841395363998	0.817616976729352	0.852434426576995	0.728284685937224	0.711273057692125	0.86643703697943	0.83114957124233	0.782762177276732	0.889099747349564	0.736497448086453	0.488833583849703	0.886245534924721	0.919035355670317	0.706757528495517	0.867588744506879	0.634949702480575	0.696385944425756	0.936557454772805	0.87609555983912	0.836826434667125	0.658826988037005	0.864409814481653	0.796054187972519	0.806872159971527	0.880815695149814	0.845009946141523	0.843211976527843	0.787006559649772	0.819093748199576	0.84645940675377	0.71121728718013	0.877556120581538	0.793725384813894	0.917104096841262	0.778553726501986	0.741524522571482	0.821769777834272	0.797158479510637	0.771760239752845	0.634041448588698	0.72913638775509	0.586395525589353	0.832572072406839	0.880406750276332	0.902072677164228	0.573456009392411	0.756506429327379	0.893996202336288	1	0.863548984267228	0.733385154607595	0.638596652073412	0.650936201180038	0.68715310012963	0.798060588670196	0.819144830693842	0.92134069863987	0.771647447629957	0.92258403198427	0.684167227636583	0.870149539194727	0.717327183923542	0.826679156744093	0.622469000475652	0.876175839152519	0.911313903671696	0.794043410177648	0.559225290167355	0.837254776527037	0.771003254805634	0.793262863351821	0.717134494385698	0.835702996736369	0.618265908454282	0.63492890522768	0.703979584299819	0.776359905054952	0.834401714838089	0.449622060846331	0.742317463069101	0.668567835848203	0.894824958704843	0.776847441273002	0.371838154764179
CELSR2	0.776150934878206	0.835321094615913	0.734607391455153	0.820883313413435	0.835199642918927	0.928831885961918	0.856422905531803	0.794486831336887	0.807010826237772	0.76581931800044	0.698075232284299	0.852726179027644	0.925024584591636	0.824370606333756	0.905843842810597	0.798303180839431	0.852578314689908	0.905883086281292	0.906509613117806	0.92135649664107	0.845520904864897	0.942794503573219	0.842139926455444	0.765813681502153	0.843656807607246	0.84370136251011	0.909462651728465	0.903963042901071	0.733930886192475	0.809867187916912	0.880020782435853	0.910410924803973	0.79996500018816	0.780207705414548	0.677054495379267	0.591494311444705	0.825698272469735	0.857080335902387	0.871870900885982	0.652500467740524	0.856401791249455	0.721057399673367	0.800234904435507	0.762632880335136	0.921980735815354	0.478253408140272	0.748597226492045	0.852208865892546	0.863548984267228	1	0.665461353320329	0.615780329315503	0.756305991363425	0.578399683330196	0.751145329149458	0.925864807710175	0.919490332428074	0.634333282465002	0.861093750520572	0.650562604027721	0.829295110510534	0.720859082788757	0.906957512513056	0.766098576350948	0.842328029233738	0.899532934266156	0.799184356129587	0.726941452137958	0.849315977442459	0.752300737339626	0.632482790081384	0.80868843236225	0.843724324795823	0.745474209497386	0.670406663957469	0.745675043233843	0.91706074558809	0.740476053258035	0.31848347002949	0.802207921307439	0.742529890616073	0.812372218374388	0.734548331750597	0.276133433264333
