""	SIGLEC10	CCRL2	CCR1	CCR5	FPR1	CD40	LILRB1	APLP2	LILRB2	TNFRSF1A	CD4	PILRA	ITGB2	CD74	CD163	C5AR1	CD81	CD68	IGF2R	SIRPA	PLXNB2	TREM2	HAVCR2	ENG	TFRC	KCNQ1	HFE	ITGAL	ITGB5	SORL1	KCNQ3	CANX	TLR4	CD72	TLR2	ITGAM	PDE1B	ADRB2	P2RY12	ADGRE2	FAS	PTPRC	CD33	ADCY7	ITGB1	THBD	TREM1	PLD1	SELL	LILRA4	TNFRSF10B	UNC5B	CD9	CXADR	RIPK1	SDC2	PLD2	SCARB1	P2RY6	TLR1	TLR7	ERAP1	PTGER4	ITGAV	SMAP1	RYR1	CD93	CXCR4	CD99L2	CD226	RXRA	ABCA1	RACK1	TNFRSF14	LRP1	NRP1	C5AR2	LRP8	C3AR1	ADGRE5	ITGAX	ASGR1	LPP	LAMP1	MCFD2	AMFR	TLR6	PTPRA	CD63	PILRB	CD69	TNFRSF1B	NCL	SORT1	TNFRSF12A	CD44	C1QBP	NOTCH2	SDC3	EDNRB	CD46	NOTCH1	SLC16A1	ITGA4	CLEC2D	PTPRZ1
HFE	0.545431499512293	0.753467799168527	0.757913894726448	0.34292899035265	0.615284361310432	0.751428676601742	0.697659360159914	0.836489834495408	0.312117772356369	0.814495481902629	0.820160459283555	0.821115276841095	0.875005866535776	0.692916080860417	0.774824589698467	0.739787173866107	0.852544632733047	0.723754527189047	0.681062128521382	0.838927932835013	0.723756474547682	0.817151362892734	0.738715870424772	0.755758727430579	0.636756821384038	0.726013161123666	1	0.64606058078198	0.782831946474713	0.735752382207653	0.661224313319575	0.823223417243495	0.751729811125874	0.104908151061162	0.552495417298455	0.750490208106856	0.685596994608086	0.717833200983044	0.30516828157875	0.311965825058099	0.481745920158056	0.696463351078965	0.817583398144097	0.806691393601729	0.826343465945396	0.241322267619413	0.720013295311152	0.720710449667759	0.0607847371387876	0.459749028466738	0.483752333156138	0.566992639796623	0.376271890355656	0.593209390817878	0.729002698645767	0.582051145813775	0.68220291468885	0.797484938116709	0.664406417456651	0.628038712458128	0.796532382655784	0.644062993173175	0.702964531161883	0.636099082694234	0.817676919103024	0.398761533773034	0.189788616305073	0.292170840457239	0.77268636978051	0.383127483744207	0.835736344509335	0.704412979400678	0.833763447657894	0.57162809990118	0.839339722725284	0.785068481274288	0.30389710521448	0.644074328160581	0.762395360122809	0.510115160150148	0.742955444066211	0.0803760160683719	0.721194772083335	0.759197384449229	0.849438751340133	0.62053334778507	0.643549176923258	0.682438633160177	0.789347887202234	0.628516199969486	0.513569480496967	0.595646119537071	0.725573900496001	0.75786924046149	0.546079115012423	0.263951082824945	0.81167518432812	0.511508584636586	0.530704264164625	0.532630000652109	0.718709697136865	0.362931046061706	0.760863620447739	0.00148060411801149	0.525419753355865	0.0805598967992544
ITGAL	0.730941912622129	0.667607485799004	0.798674828207508	0.356375869099374	0.804117720308224	0.874055220633962	0.812114438939267	0.654917431564299	-0.122212248615936	0.811948672748849	0.786010883607291	0.774486045403175	0.837036734547825	0.384072968615744	0.793228624777436	0.626997058785964	0.779111794264002	0.408721103231574	0.427372885651321	0.820955788486957	0.806340880200242	0.894977845266267	0.869737207355028	0.834970239826255	0.633124058441291	0.866079927947314	0.64606058078198	1	0.374482793898815	0.911764674382088	0.897945820580744	0.733112425969773	0.445131649864865	-0.238481134412222	0.669009585351471	0.903923631660817	0.790565644634364	0.820022872968881	0.61216160579527	0.339813742872189	0.620292909865844	0.750025794552941	0.787590449230211	0.640622039556397	0.898790709126153	0.160000338608789	0.822026855078054	0.665377933053192	-0.0998038236697251	0.185969722523172	0.747989878551322	0.875138727975962	-0.0815689121178271	0.821791846755734	0.765336651739604	0.536207003801725	0.773988053567839	0.552477516331871	0.798816676612256	0.758035499214701	0.643324828890563	0.61946712942908	0.519200110353375	0.892602214454986	0.615021130419609	0.595254254470134	0.233394958631026	0.0501490123773788	0.805210639950693	0.618140245707614	0.703307262411065	0.436106141939662	0.751000384298165	0.205059922863936	0.703666557120475	0.780851398139766	0.426426825609717	0.816093558312924	0.889372427820548	0.733085649550452	0.844048257108728	-0.418486902663307	0.749476692644286	0.43450409329073	0.785494294080545	0.163553342089864	0.667333004307428	0.785480568304416	0.654533035671995	0.677658579426713	0.745157805159631	0.592773174840284	0.828014354492833	0.89048257964471	0.823002332729173	-0.163426917936749	0.810647868166411	0.0959478122778227	0.1751215000473	0.580444226760774	0.378967623994617	0.414967288015214	0.853188360550941	-0.367488141937466	0.512820497281234	0.266335428772862
ITGB5	0.378189845595433	0.729493266107387	0.639974389089818	0.362193834885472	0.418646342489203	0.528911611707344	0.520388779644376	0.869201064851275	0.325632706921077	0.691173393578061	0.721691252703098	0.696076272537558	0.752726594896142	0.788037717078414	0.677414902188356	0.716332110710286	0.774682592202662	0.794696966556282	0.799059105808643	0.734769460813031	0.56442466149062	0.612655816255639	0.618142876989055	0.578524194892874	0.578027126043682	0.505415378991113	0.782831946474713	0.374482793898815	1	0.554565903337315	0.442275381397939	0.771948485463619	0.829690279009996	0.377380614928874	0.453257735494672	0.544695767966396	0.59132669919003	0.523298242633843	0.14156555855767	0.251398015012495	0.44548368859019	0.615831535779635	0.726885559647628	0.741834732962346	0.656640014475721	0.226499081369901	0.474192686304381	0.692339963926653	0.157657713790727	0.633637503237945	0.360575695194064	0.331328871698028	0.615997381667308	0.383420570054159	0.635882970767255	0.711495695724011	0.544744103321018	0.885410422268772	0.459857986299734	0.42471578872405	0.801934076573429	0.655530488443896	0.768769189628143	0.450551055537021	0.819811950079678	0.211017870667119	0.0574482711009007	0.261071014474251	0.663301101938837	0.250433008060207	0.756542749989134	0.871632711383309	0.771754598263433	0.710570354547497	0.839199089920249	0.701765865563656	0.281149369184744	0.47217447702673	0.635394164839203	0.412208488195868	0.601648732136275	0.33282827790499	0.695100806871702	0.906438195474752	0.781260138664383	0.826537265725055	0.571953041896156	0.599677450096789	0.760473343119374	0.498263459600451	0.298123025976268	0.452256945239097	0.628663126701291	0.62031209363411	0.397393109510571	0.466892682371225	0.696927905916802	0.763794651313502	0.788912626300982	0.526719076964745	0.870437744036478	0.410307964112939	0.519752708942996	0.150438060601325	0.599755752348392	0.0836991063740818
SORL1	0.847565526278849	0.690599167031315	0.877160215808404	0.433731105140418	0.900727824458982	0.884834974153218	0.901264693693971	0.758061131916595	-0.0544645286056504	0.922809485303872	0.919610652859658	0.804009598394858	0.90531252027193	0.53727330572967	0.915379265346728	0.741110422633871	0.822495969450523	0.439595655942684	0.51308883849975	0.846458677277459	0.899553947308701	0.88900020754348	0.943571729494076	0.92296538141331	0.803400290587518	0.93233384700817	0.735752382207653	0.911764674382088	0.554565903337315	1	0.942615497190361	0.822911872486208	0.532193128644149	-0.214288480643735	0.824354361197149	0.956130095976519	0.873260381989631	0.903413490148118	0.721607806417628	0.502427782685082	0.746688265777539	0.894356389650012	0.867813322858735	0.786141355187102	0.914807872017692	0.32674927109829	0.840006130726874	0.765924763449959	0.0547635786931709	0.200571109547091	0.850486917102998	0.881555924892419	-0.0431368051187764	0.886663885822895	0.86171014376098	0.622841268824537	0.867979447559127	0.662807707040285	0.83302414285878	0.865393678174729	0.792534465312806	0.736608926785131	0.664856720173203	0.970334954239226	0.692341471244835	0.703596096474087	0.369085314243692	0.0292169577160084	0.836472111958058	0.76594570019302	0.791468648290069	0.566992378295754	0.815319957802573	0.238397432289424	0.790230615569362	0.910197108980226	0.530346224391814	0.893911987111991	0.907971999346497	0.734949078809498	0.809874628898976	-0.390723376703217	0.837227451802466	0.562008170087262	0.849513571355412	0.306710661551818	0.812446012756407	0.847502309049408	0.66687667634595	0.843676757920949	0.812416847735031	0.74398469092958	0.909349882995018	0.963003737329398	0.853398797106406	-0.122474595025051	0.849454666744228	0.235265302787582	0.338199046097872	0.712252302701536	0.50975235254463	0.480111383863693	0.89820296418087	-0.38405676810387	0.608420150053677	0.325614923309876
KCNQ3	0.847766320661977	0.537547226890186	0.803945880051793	0.453736401350345	0.929579941854902	0.84025486102209	0.904140047160041	0.64357181814551	-0.122665416913084	0.883869020759408	0.881624310588738	0.728164890114776	0.840688952771712	0.469364323484797	0.90011961110649	0.666732325484223	0.725585020410435	0.297774163489529	0.380692324286527	0.750008071148838	0.862592643318288	0.820861424873723	0.897940778269267	0.923828541262029	0.780111628178749	0.950649590119493	0.661224313319575	0.897945820580744	0.442275381397939	0.942615497190361	1	0.7500182310077	0.385147293062517	-0.323137466466696	0.832800378191902	0.922778094993073	0.812546040069492	0.849871703599514	0.759340997543903	0.595413038221971	0.654888803479656	0.892299334403513	0.781646061981144	0.743876778541759	0.856657960309065	0.423638022570542	0.818902386898531	0.7244929996147	0.0827450814612408	0.0369413269814983	0.847053800747094	0.828697076294567	-0.172808466684739	0.913047740012547	0.824592197313473	0.52096872575779	0.872694216408141	0.53478466544497	0.845515949180173	0.887045355392993	0.736089097384943	0.659582302224021	0.587939470586259	0.947995696138033	0.570791382595754	0.776018093420799	0.469382062885658	-0.0727892274062519	0.782920813135271	0.794433500530477	0.701549637869863	0.430989406840576	0.714283582197351	0.0862465573372191	0.681468858361461	0.856484024852762	0.518072169814298	0.883860614007616	0.837823214852873	0.656200440110536	0.722969033875887	-0.48089693500438	0.761179329308064	0.413511156196531	0.757035231208393	0.17971694480918	0.788778478630889	0.758423122124279	0.543398021616771	0.818484686702642	0.811938345320554	0.794994906405076	0.854058718667998	0.905752075946765	0.825357876961029	-0.224337334450957	0.768171419831205	0.0995445835240448	0.181716061435545	0.684090225879888	0.374616273632615	0.426602828701351	0.856052865979328	-0.41864367035739	0.558455369311344	0.346570200943505
CANX	0.575799430403075	0.774104786904865	0.794802116499505	0.435137942632543	0.676683848408904	0.767757762388421	0.770141194392349	0.95159121210309	0.310857088660997	0.889733951061882	0.898022215348922	0.82230367953424	0.923334174638352	0.819458661210307	0.885546959983012	0.934480840110736	0.904261331166095	0.758640857441557	0.836121370614135	0.920179661035369	0.803436163396623	0.832169780248706	0.820677560277389	0.815012433738811	0.73893426575801	0.75789365248065	0.823223417243495	0.733112425969773	0.771948485463619	0.822911872486208	0.7500182310077	1	0.828283269167764	0.292940095076237	0.681430235419343	0.814675864099177	0.804426908665364	0.712218254105844	0.342291748808438	0.399943013067835	0.511851361189449	0.83790833763197	0.845004126204628	0.811596605595517	0.897178830000383	0.345443040580279	0.725788634661341	0.873821865907961	0.0614700021615105	0.478403712579509	0.632953520428967	0.633869027832117	0.454916801618133	0.69166581889604	0.925554040791785	0.795120573362485	0.776308073942548	0.859543767685774	0.612294939036874	0.721399103853953	0.890295042020023	0.81682791302306	0.844424799653946	0.742882278429857	0.913044952367854	0.438005232999395	0.209858201340244	0.303019809627366	0.90535410399551	0.510361766728302	0.90845747038476	0.863491948650876	0.87914513441795	0.623612465698916	0.948927212500959	0.887417849190906	0.405408818884052	0.691473776918194	0.865001111545169	0.615102636103145	0.82089099600684	0.141630288816314	0.936360766120835	0.83844592727611	0.925831561461157	0.658502841910392	0.795949592841447	0.867848591896465	0.830319531245799	0.730038005675037	0.517643966635102	0.659368945810871	0.923579907595016	0.850121506832503	0.736011131866716	0.383218499515659	0.902628338223748	0.656799782379954	0.677735284077995	0.759884433405718	0.797859383526962	0.567408125796082	0.81262119938084	0.105034956844863	0.657742857103168	0.355018439392794
TLR4	0.200968556990297	0.832413997379901	0.587114813542461	0.246999248587683	0.267598456254112	0.589924624643589	0.445713932819971	0.905120079713569	0.503473399920959	0.632769267571833	0.62475509307595	0.754101355670868	0.753283011884662	0.782478424449423	0.585883440019746	0.79664713752869	0.82927321293045	0.928328258123539	0.935176494199816	0.817663850920402	0.497696528121775	0.692319349664576	0.580145051426479	0.471617662269965	0.457706366120551	0.422471267526774	0.751729811125874	0.445131649864865	0.829690279009996	0.532193128644149	0.385147293062517	0.828283269167764	1	0.550522610245546	0.310244677648722	0.517862031576238	0.548781101241723	0.503337133112818	-0.102534538019448	-0.0114808555530638	0.302595996821846	0.511675659173561	0.691105176675972	0.656442099997565	0.728389372431053	0.0197544622041346	0.490948610198861	0.685290130422261	-0.0760379959847459	0.773942948310631	0.256459091976839	0.3605317093846	0.761572986516366	0.260889117163347	0.689529701188945	0.737746037187417	0.464634412642837	0.899951762267427	0.335391226638458	0.361399348634869	0.743441730492093	0.605448368427276	0.738667295840702	0.392770243449222	0.913278005365017	0.0261217555939905	-0.121806291654751	0.586459315425205	0.728861214026995	0.0774533447511116	0.802427600213584	0.897326877297345	0.799053129269487	0.883067140220532	0.898721003462637	0.622625265611235	0.19402519943911	0.370615053583544	0.687312453561816	0.392578621454475	0.760424177390489	0.503561355380909	0.762490757628523	0.909170598117543	0.821004253371807	0.799733087207823	0.500318680191813	0.694193866324722	0.874195081215395	0.423537888087408	0.161035350273746	0.272271942601704	0.658168815079428	0.586250238932524	0.396703036687718	0.656473919814504	0.766710590289012	0.802830459816618	0.781074661100621	0.475696381808477	0.902093476634207	0.368228948158058	0.548996264097115	0.389823203151427	0.484333010274254	0.0616415155641736
CD72	-0.399635483884039	0.261421184870634	-0.0969647797862891	-0.0670767853581836	-0.387729153873059	-0.139547686461579	-0.214612730732539	0.350031558300356	0.591212913934651	-0.0424738700142692	-0.027558229068472	0.0906302893599991	0.0422735484064469	0.501509877506375	-0.0774792039444706	0.35286402216014	0.186944811649345	0.577936080240049	0.568469852950159	0.177215454857894	-0.157550674401364	-0.031738479632814	-0.173278340984087	-0.21423061024487	-0.115326741899973	-0.289737446663325	0.104908151061162	-0.238481134412222	0.377380614928874	-0.214288480643735	-0.323137466466696	0.292940095076237	0.550522610245546	1	-0.226783949826986	-0.192713945021754	-0.129802995294581	-0.230392270599167	-0.60288620076284	-0.269559245132995	-0.259578216086767	-0.0872189705282112	0.0244180084262174	-0.0123786842620197	0.000673517572364056	-0.111606309965278	-0.209084493022557	0.174706359887358	0.00278865877181552	0.528780356811729	-0.313392353751775	-0.349753631129659	0.841316519877779	-0.351222912828312	0.121093851530659	0.330496443399552	-0.125894810312202	0.373047857726493	-0.381111339463099	-0.241260491055812	0.194504439741827	0.157562985045734	0.342991912474011	-0.336765050043184	0.396423772165263	-0.490666107525253	-0.371532729771054	0.553412555624087	0.123877369943183	-0.419794072272068	0.251494399645678	0.507457837871586	0.154042770119863	0.681903403748098	0.314911303103882	-0.0429433460141287	-0.18204104382932	-0.345131084870989	0.00688896024714098	-0.148796033183528	0.0835225076674885	0.871581182035371	0.206655545108507	0.491923567017089	0.181883805653317	0.580385867720928	-0.0568205537252452	0.118731947480613	0.324844176326362	-0.185371457727302	-0.496473182224098	-0.203766344368837	0.0415042507424356	-0.137300728502353	-0.217320931370853	0.82028157425721	0.113720450190756	0.699730563167717	0.588643478792845	0.0239398537197113	0.503489716511529	0.16352903032451	-0.149685000277726	0.807906618807647	0.0854418766184659	-0.0184667612163032
TLR2	0.909732641279718	0.338065023932551	0.718006039834886	0.532409270066609	0.921709142991807	0.657036127783039	0.886877164945031	0.565461774692582	-0.00504000200257034	0.836562379146375	0.872288933765572	0.56345032645038	0.699951724331711	0.620741358524972	0.872943314991742	0.643307893039397	0.585308062725952	0.166279241212739	0.304947425285481	0.54802283389958	0.851809979328425	0.599618469213089	0.75783502986568	0.844100349345223	0.878015638267211	0.869156632104975	0.552495417298455	0.669009585351471	0.453257735494672	0.824354361197149	0.832800378191902	0.681430235419343	0.310244677648722	-0.226783949826986	1	0.807975877318292	0.756398618249273	0.773884640321126	0.80512272123861	0.819461940608372	0.669387779147816	0.941658605873339	0.716836281436669	0.764344063962716	0.655161706320871	0.693868756992376	0.667590894629246	0.70130831396561	0.302292357516925	-0.0900246303548874	0.813774250549646	0.658032740356072	-0.178300133045227	0.876557046058487	0.794721296426061	0.455720283918254	0.873841227475046	0.466447568627134	0.719992320379951	0.88110521311096	0.757704787392894	0.733306521979768	0.667244621804007	0.86882819015345	0.517619283054767	0.805242064464085	0.638678610006178	-0.0885497267656892	0.645004706131943	0.878615212527032	0.663269192260381	0.424370697453264	0.636547385113665	0.0094355181250836	0.57318019165909	0.813668672134135	0.460252127998046	0.783896131739313	0.668811212454023	0.539106531561927	0.467151379917711	-0.392285356523185	0.684229236538022	0.371231741388583	0.628686495868768	0.212686321483981	0.79564812586788	0.677512953286286	0.359325249913862	0.819022263809594	0.789117699322816	0.907677720120782	0.821705513504623	0.78831769484945	0.751682601627149	-0.161539768630268	0.652981573485189	0.188054114730444	0.292890701344233	0.732248729044797	0.382768634718312	0.527624487968731	0.730686720592017	-0.310958049895087	0.577924242268186	0.458003402584377
ITGAM	0.815956658230406	0.661378971040425	0.854913916784671	0.4170148349223	0.891055747822588	0.868819264145306	0.893501152001703	0.73512010222852	0.00843289429495414	0.906539536736244	0.906162762901605	0.788032151948939	0.898844439611078	0.554296807218823	0.90951298860847	0.723275708952958	0.803305196664891	0.433439472818559	0.490673927701075	0.821244432062237	0.891161259384506	0.872656360794975	0.896048592855181	0.922716656109004	0.751948038029401	0.930735259864521	0.750490208106856	0.903923631660817	0.544695767966396	0.956130095976519	0.922778094993073	0.814675864099177	0.517862031576238	-0.192713945021754	0.807975877318292	1	0.853725894207115	0.859937118703517	0.69044838524543	0.535169697591943	0.724935498687178	0.88824123363517	0.841843065695464	0.774211114358889	0.890740045489292	0.383089919086407	0.824527690812914	0.72138494103608	0.114179521754648	0.150060226942377	0.827752720704078	0.822960172873292	-0.0436813947516695	0.863785511773471	0.856132427243703	0.583010372708074	0.874139768811484	0.621833192614656	0.852018716755807	0.877629347219527	0.776326317499557	0.722548593600058	0.636286378682895	0.921976781058747	0.679507983451032	0.682718602389371	0.441954376147813	0.0657138236865035	0.81879792280421	0.736849340141315	0.830504891592163	0.534545624923281	0.801845542916909	0.246164602123608	0.768584886478058	0.888596470215135	0.499721795085252	0.861292975765517	0.876280633607301	0.679887523786563	0.774901696330313	-0.344360209379038	0.777379221449739	0.531882694113352	0.841119003809172	0.302627180331099	0.823827983235253	0.791167448338132	0.642879734266819	0.821326849348483	0.775576051379731	0.767336150415669	0.878938151492066	0.924251567757113	0.816855095651388	-0.0890500167435149	0.83930533634717	0.223816208336189	0.295319188600353	0.670521780547804	0.479126197558728	0.419114794180906	0.878863189353615	-0.313768919949403	0.570366852358283	0.26241177532334
PDE1B	0.703483737684662	0.624783355266852	0.834504166936691	0.461040531016842	0.790047741599647	0.749064788627541	0.761206021694837	0.747027157199002	-0.0744650616386445	0.830799145179727	0.844109227700643	0.670956163059663	0.840836865093876	0.562485292804518	0.870220680498774	0.677025955225657	0.750363639785671	0.437869441612919	0.567223866694439	0.76530464438523	0.851830585423934	0.755178484464962	0.85087668706355	0.851878858592569	0.727192996675659	0.800161978091716	0.685596994608086	0.790565644634364	0.59132669919003	0.873260381989631	0.812546040069492	0.804426908665364	0.548781101241723	-0.129802995294581	0.756398618249273	0.853725894207115	1	0.730718575191448	0.614363919940853	0.487576528872798	0.660403412451766	0.829711402000053	0.785035193459658	0.74385193948876	0.803742048753129	0.380403613793746	0.739192347087408	0.747443977444928	0.052563087645461	0.255378181405431	0.774197071558443	0.787012788842841	0.0554834783036381	0.800356071887013	0.814636093187726	0.658174676828685	0.77421388714466	0.651735790804104	0.682706762983345	0.789178166391748	0.779522440889285	0.804792658314039	0.639267495375483	0.849330555070407	0.662734788808594	0.62979584006948	0.327472424695569	-0.0346453271546964	0.786731081762737	0.684882084456046	0.716045280863557	0.659069188030175	0.752058455180383	0.29527300646396	0.763909842061367	0.874602293470544	0.562735404493781	0.821068696239289	0.828785253222	0.729026577893587	0.717388723535793	-0.245175244821796	0.804622623882781	0.594985336037575	0.773082181703155	0.376194176888875	0.83125260711176	0.736752909789199	0.621815098005275	0.77986223424486	0.714013292829335	0.658611309411259	0.875403810982749	0.848669209574365	0.849320129148996	0.00610256732549633	0.76629297053746	0.338240624267827	0.44015982929506	0.743216980893549	0.526719132424921	0.496137535792924	0.776708383846071	-0.267180925012525	0.638927226958766	0.337500378102249
ADRB2	0.838159617346309	0.658885047779822	0.788179706613413	0.330843435301525	0.843171293381901	0.876060644650888	0.881241358896876	0.673219418893695	-0.0510091521572325	0.867081623678218	0.838050726774269	0.807646910522526	0.830305023742199	0.51416357974912	0.808806835026987	0.645017246505406	0.783317891366083	0.407958728385266	0.430815407557386	0.75982893187037	0.83715110982551	0.85736302722487	0.86845052452869	0.827447453230019	0.761521439252945	0.894189034844428	0.717833200983044	0.820022872968881	0.523298242633843	0.903413490148118	0.849871703599514	0.712218254105844	0.503337133112818	-0.230392270599167	0.773884640321126	0.859937118703517	0.730718575191448	1	0.661877268691248	0.425522062539623	0.6899741062842	0.816255418442287	0.851500399325493	0.750838740728438	0.845222523903588	0.26466743621971	0.789169950920312	0.66681317497988	0.0802340181219745	0.192642882769354	0.761234832735312	0.846242097242048	-0.0694875453449368	0.790792742781413	0.765861865266153	0.482191301507188	0.82018923081755	0.621730691046766	0.810554274836012	0.778533665950776	0.734183108448536	0.644424696877824	0.614897620911878	0.89184734640189	0.664461562955672	0.646395420861903	0.296469032643554	0.0992520481805888	0.738516232189472	0.656605165010431	0.76292999665497	0.471978404944598	0.800306019035703	0.210214732553121	0.721768627337743	0.793093185577171	0.438983812603139	0.780401742392638	0.820665542121588	0.584150621268591	0.744849840045033	-0.402528126082104	0.710935106090187	0.491785717504855	0.798034766818492	0.264528553731405	0.686700426057682	0.816468428067408	0.622611219664017	0.768011875360836	0.764157260326746	0.685234667070761	0.820431461211561	0.894883225467177	0.741838799337409	-0.163725571526938	0.812544547336384	0.179299924103228	0.299585281233545	0.615704336732661	0.501717068924418	0.412974111773448	0.84870446879324	-0.385819340491793	0.491158480816019	0.253782216369373
P2RY12	0.885918019923599	0.135619495684226	0.597289928919357	0.368939197235137	0.876003056130692	0.537596583915048	0.712313634492426	0.224872702792853	-0.411501978279804	0.632191766171553	0.639313300928721	0.358995777821796	0.490272370325096	0.161813298757688	0.661306629842582	0.27541340059354	0.338790645174268	-0.169753907385423	-0.0724888781158796	0.320460218528178	0.703702060843707	0.451266747403449	0.662333122873744	0.735429071816126	0.631951899781368	0.772475055131785	0.30516828157875	0.61216160579527	0.14156555855767	0.721607806417628	0.759340997543903	0.342291748808438	-0.102534538019448	-0.60288620076284	0.80512272123861	0.69044838524543	0.614363919940853	0.661877268691248	1	0.711253916813227	0.661828790746989	0.710199393591438	0.53201731841115	0.515592128111976	0.450127495362432	0.541806464474566	0.537218261421228	0.43441093418948	0.307362250857041	-0.323906184043738	0.801664627051857	0.68342327624304	-0.567871839451235	0.828113017304655	0.485235363765249	0.214777106232496	0.712640404989624	0.139209566873686	0.725407136082565	0.763158609420329	0.441728522224408	0.467097605833007	0.30436681618606	0.80949329109502	0.144457907907832	0.825545793031695	0.574182643807669	-0.50006013121328	0.396385869828703	0.890238093637461	0.348745372051653	0.0542275550169731	0.373775417723513	-0.359961578217609	0.24416811556351	0.636888457556037	0.508404764929112	0.732075113431557	0.518469679407942	0.491756584428318	0.28136964975612	-0.772924056399508	0.398468221712079	0.0387699234268235	0.3742419845935	-0.158188509023215	0.607391396678767	0.42073821365949	0.100797744575005	0.652688025339412	0.849982490664786	0.738794748299271	0.578343991538524	0.657049106352099	0.678173716507466	-0.615398950165991	0.403199883776191	-0.218356498997927	-0.0719087969771465	0.519453956662938	0.00449699592163609	0.328526856295377	0.560255164700175	-0.715926723262967	0.388869103006612	0.309158213404661
ADGRE2	0.737822791179227	-0.0632128138611876	0.408832609772935	0.551193879599501	0.755870409493119	0.314708569662912	0.663420660462766	0.259363827685518	-0.021801292229185	0.55939670618258	0.631495698671165	0.208434039693974	0.393731620527755	0.452297757423514	0.664138037597704	0.415319702903772	0.232589364286784	-0.121593605635107	0.0219301610899249	0.184933790076445	0.607800040883819	0.234521200207908	0.427880573958397	0.656668522062689	0.685435350987813	0.626973528890912	0.311965825058099	0.339813742872189	0.251398015012495	0.502427782685082	0.595413038221971	0.399943013067835	-0.0114808555530638	-0.269559245132995	0.819461940608372	0.535169697591943	0.487576528872798	0.425522062539623	0.711253916813227	1	0.425669939022954	0.743875406451393	0.380112883633693	0.561222412532422	0.305181283030541	0.843850530360329	0.442984617568136	0.465811330502025	0.426845292127831	-0.36495914652246	0.578155110029445	0.332759049417614	-0.302720192964171	0.725994573132899	0.520968778415904	0.202290119952298	0.667132202732141	0.147471851726512	0.477769805986111	0.691732736435428	0.501645816746882	0.550938267296924	0.46048302978106	0.578201020612963	0.209572819248136	0.755013403112742	0.824876848854634	-0.261260613813636	0.31440827039459	0.783624770692657	0.407974132131254	0.153241944759012	0.299305495750855	-0.228606641961668	0.221565846123249	0.573607739338628	0.378859540092296	0.537964043640614	0.308184368031341	0.261637243213077	0.0600812663176845	-0.342806574850587	0.351086190989499	0.111604329353782	0.277561117327023	0.0925489155351687	0.602678248993164	0.335568402871465	0.0148118616413572	0.632277890799918	0.622164120061815	0.877150846607718	0.515096580150334	0.46398595875023	0.483500847444092	-0.209362913104257	0.316253841290757	0.0426718793152269	0.0822515598684335	0.541247932355031	0.12763998002278	0.386534151343969	0.454189776647272	-0.251359521410082	0.418828613781135	0.421235420697658
FAS	0.738806984305944	0.511204167944448	0.728064470684996	0.374190912961249	0.703420602436358	0.5796321919437	0.655333399025485	0.4737819582063	-0.0424208126399954	0.664939191212408	0.696340190406683	0.529610734104829	0.577681641981979	0.38402978754439	0.639881716642936	0.433576997642121	0.506659291564472	0.17917289220638	0.262112045077687	0.524672163157456	0.638510135473007	0.555805062932491	0.658844499602212	0.61068860797162	0.666631839186733	0.693887905216082	0.481745920158056	0.620292909865844	0.44548368859019	0.746688265777539	0.654888803479656	0.511851361189449	0.302595996821846	-0.259578216086767	0.669387779147816	0.724935498687178	0.660403412451766	0.6899741062842	0.661828790746989	0.425669939022954	1	0.680907182008601	0.589055192396967	0.553557895718342	0.563173624382396	0.202072390584344	0.514509596175985	0.464017594064795	0.134565466391382	0.0115472821505052	0.72081527304302	0.565820710401134	-0.171347446255187	0.627153843183862	0.576994455959965	0.421568386983423	0.677435379107384	0.427823045905277	0.605156851433226	0.683515863317713	0.589028095721947	0.502271567515614	0.478297771011388	0.73721873787196	0.435196189951273	0.627598953134254	0.360338829186071	-0.0152993892275591	0.497861143487882	0.698381122058491	0.565417429306951	0.386753995967833	0.544214968573826	0.0272587312055515	0.507751873824441	0.655955221742041	0.563200722295431	0.686306413674165	0.596943606464791	0.575436797928024	0.471537384910203	-0.403970584673456	0.554749661904077	0.368800494749832	0.567136662237635	0.186605009586933	0.665549875153527	0.584526600705384	0.349923974374642	0.694287655904028	0.641273019636119	0.588949287161593	0.650130604889304	0.710687313786793	0.60879247889485	-0.187573087272232	0.540199395113967	0.158376280201851	0.275672789347479	0.549587843499195	0.289235341769692	0.405777977723261	0.581800671959443	-0.421068234312157	0.498427006433473	0.29329221110892
