""	EGFR	PARD3	F2R	F2RL1	SDC4	CD9	DPP4	ADCYAP1R1	ITGB8	LRP6	ITGB5	TNFRSF1A	CADM1	CANX	AQP1	CAV1	HMMR	PTPRA	SMAP1	KCNQ5	PLXNB1	NRCAM	APLP2	ADGRV1	LPP	NOTCH4	TFRC	CD99L2	CD47	TNFRSF12A	KCNJ10	INSR	EDNRB	PILRB	PLXNB2	CHRM3	SMAD3	SDC2	ADCY1	TSPAN5	ADGRE5	PTPRS	GRIN2B	CELSR2	TNFRSF21	CXADR	ITGA3	NOTCH1	IGF2R	AR	TRAF3	CNR1	NOTCH2	ADORA1	EPHA3	ADCY9	TSPAN12	PDGFRB	IGF1R	TNFRSF14	RIPK1	ACKR3	SLC16A1	LRP8	TNFRSF10B	NOTCH3	AMFR	LRP1	ITGAV	SORT1	CD81	MCFD2	TSPAN17	FGFR2	NGFR	TNFRSF19	SIRPA	PLD2	CD44	ERAP1	ABCA1	TRADD	UNC5B	GPR37L1	LRP4	GPR37	RACK1	TLR4	RXRA	LRP5	ITGB1	NRP1	SORL1	CD63	ALK	CDH10	PTPRZ1	SDC3	TSPAN14	SCARB1	NCL	CD74
TFRC	0.893895728435343	0.826434412957426	0.847904451859106	0.575647395332671	0.181370782130056	0.823672136320635	0.806317426928804	-0.0503392403332652	0.695415282156889	0.751926905899651	0.822217578112441	0.699735779367338	0.865108832078578	0.893569452305741	-0.207805013371471	0.601374465267287	0.692258667186826	0.855621307021101	0.910444217911618	0.575974653828463	0.691285990039384	0.805888851246443	0.890802926240062	-0.0379748798461608	0.767973888835582	0.809256468281156	1	0.761012944213933	0.764426104829837	0.608727378761748	0.40442070276202	0.503160200953207	0.646607624970631	0.644744058932354	0.704835165521894	0.869910412215785	0.733463566887886	0.709792247072586	0.84496572281835	0.884698015449769	0.905600751068752	0.853994026752502	0.832266518981545	0.658531755738299	0.872346621909851	0.860612466349493	0.582108377817183	0.707302804197004	0.743170195520857	0.769337005084293	0.740356441755851	0.736168067373408	0.814263394063732	0.724094083543657	0.821335657334951	0.755178669710991	0.826612673316187	0.297253638595033	-0.0557683702155215	0.58657808057573	0.846555175934644	0.507415855335454	0.902667350173796	0.88559650016051	0.75559624821434	0.881884204099768	0.737521920102733	0.848929730191071	0.836517415551161	0.749996282119945	0.775255360441291	0.890561466591374	0.844999786637737	0.375905988607391	0.826779284892417	0.665397156167692	0.714485192483461	0.57603365973991	0.55122887074832	0.717245739721849	0.551415770777603	0.746931403850348	0.811358140005663	0.833395510732874	0.741585274389092	0.738293430197954	0.826251224756121	0.566380120266393	0.700700941845205	0.673039538792068	0.916910441216499	0.746141703785722	0.743462385467942	0.809472859193938	0.697814442220121	0.846205350088349	0.858100024474815	0.656117861540935	0.826858002804274	0.781784250835402	0.928125321626157	0.412430179787497
CD99L2	0.91756447408451	0.837150266481956	0.933285342579241	0.762996981919633	0.280442940290995	0.603302996531787	0.776332402596366	0.311787347832857	0.881365278122997	0.8468916785074	0.850819395434246	0.723236529775567	0.887788639480136	0.931213052565015	0.176315694793517	0.349055165147838	0.807052634809581	0.938626860457687	0.807599076563613	0.728605886205422	0.878094800107652	0.919167356197735	0.924029006747348	0.328632771627562	0.850722883353622	0.743212257018411	0.761012944213933	1	0.729607280814439	0.461419341619559	0.739151144972303	0.522888635916159	0.871959563525587	0.82771944272238	0.907720127011939	0.845661995144143	0.846636670187299	0.755221907351113	0.766011842891398	0.854010536956947	0.764673248622855	0.86601581970599	0.802711381913628	0.875715783776044	0.887262312018316	0.779027680522555	0.746102337762846	0.825075116287687	0.78208032234448	0.846362123649099	0.860604710666663	0.64234877308693	0.921698481731117	0.834646384218745	0.834819902930153	0.803676276213142	0.79619946727383	0.604453024509914	0.00499966558025628	0.612581237233421	0.860705151800391	0.667721611067042	0.767095162093552	0.867271143171788	0.803589148314013	0.832483807696803	0.881922675440987	0.934415965617459	0.937946797594818	0.937880300616589	0.757394715463425	0.880277860102605	0.788904852898969	0.676004997072076	0.74889285899301	0.786530006395435	0.860357116430923	0.815168619822703	0.577852110970329	0.867789578873982	0.690393223865191	0.637053122541162	0.904865593501184	0.822965108513948	0.877994653703227	0.923054017387867	0.665200038263229	0.805243290896199	0.750253947020923	0.752987515416757	0.816094185756036	0.681455946694096	0.900738249235478	0.706802957480216	0.755459653732441	0.819657182542239	0.872031294057812	0.8741430339188	0.868988452963615	0.792753065858898	0.848907400344481	0.644800256763235
CD47	0.819583376733639	0.870760415491537	0.78444358189228	0.670089387153412	0.3469146664247	0.69277202286257	0.832581337630127	-0.024985601976969	0.585911756909146	0.602942093329138	0.712734561251303	0.908418878350441	0.929613474749643	0.824569982617726	-0.0863256019858009	0.449753567599392	0.712072086645557	0.842352281843099	0.874008031715119	0.708440339086643	0.668018937877584	0.786388065042441	0.875910809982686	-0.0126435764296095	0.814141450947081	0.815763888763069	0.764426104829837	0.729607280814439	1	0.893479835998525	0.300104817091137	0.363794720505769	0.607199406593634	0.617239954680773	0.711217063231914	0.733818819250751	0.647961154066995	0.889055414209046	0.671831707957207	0.86724276635022	0.799407880997766	0.727521889855303	0.729435222772227	0.608034224071883	0.882650237421102	0.806588403199547	0.758636950470078	0.569158647483443	0.687704002306946	0.723537751801913	0.687617028103732	0.525088825687639	0.752017388303389	0.788395829433396	0.712838574253046	0.616488799665914	0.714907287845814	0.326536116690518	-0.171610127046587	0.903682643431622	0.900677876703224	0.751264879388833	0.720132519329235	0.770129329349049	0.831854476087424	0.764667866169046	0.753988840491011	0.719458113483894	0.75945443796478	0.759178681856083	0.894060651163383	0.871309756682901	0.891260653488963	0.304157704525044	0.661455686059644	0.535431723938753	0.667374233480496	0.599532974678272	0.840107975015844	0.794082627909236	0.445983729175953	0.85953927630928	0.726519856648607	0.667318496360434	0.646985801669039	0.783064819617194	0.879521999797268	0.681552381327104	0.671147881676096	0.581017198619586	0.835148531496668	0.847272529825122	0.64700745497611	0.935291515320824	0.795071998544456	0.650104342757414	0.699851332973304	0.524987555510025	0.795669800113128	0.641264812054522	0.87027206937993	0.681739159231528
TNFRSF12A	0.569661275145229	0.696023064144482	0.531219214086013	0.503143620430738	0.354122160948034	0.595492866269856	0.661557775618369	-0.200450593120577	0.283031991456057	0.313413076445593	0.456726413545122	0.835025226978589	0.743891041409829	0.580397743872331	-0.191381696357305	0.496924923425917	0.469086864741514	0.598599775820935	0.69081718919546	0.537392226643373	0.388055881579107	0.55057380293535	0.655980300931291	-0.207855405823955	0.643475856404584	0.657600996536509	0.608727378761748	0.461419341619559	0.893479835998525	1	-0.0192411014449294	0.18123000741768	0.311599842574934	0.360953765791281	0.450255563625261	0.538455186817839	0.396829706403213	0.803959401446794	0.473631454493207	0.646364291821124	0.628945529560832	0.496142389916389	0.516462403856187	0.330552841186834	0.721927391420055	0.615547889888689	0.675331621384303	0.250180109384234	0.46935300889741	0.479164563137304	0.469866842676309	0.402129205251386	0.50145082203658	0.606292963751444	0.492731646585374	0.384204584373338	0.456044039010821	0.1038421707759	-0.181241564879202	0.909230169071067	0.727367606903444	0.577223301615819	0.533179344453542	0.538288103598071	0.712254280508714	0.540475937024369	0.492764122986088	0.455122066496086	0.505891187638391	0.488691080116485	0.755227130247424	0.664777534395915	0.734446201138384	0.0325015773452583	0.442426413746402	0.299571361263521	0.382703716918925	0.332882447290234	0.845172272933404	0.607775425183443	0.251340007017741	0.808086622822603	0.498458962079942	0.397887422293641	0.361514026751817	0.556463942571158	0.785394239716839	0.475944167545253	0.447554679488243	0.337222008434627	0.657362932777102	0.794075464770254	0.384418557170628	0.870079228738473	0.611457133928613	0.376524377096206	0.448544999839584	0.244850185771066	0.558466823979139	0.406640628781659	0.665194503543204	0.582881433010386
KCNJ10	0.618998245413156	0.520571348238558	0.704635008509549	0.670080909017117	0.289687070897773	0.250520251613034	0.401085661299839	0.710861721444346	0.841821536678745	0.762845587696051	0.648359050570207	0.37997785495682	0.535081604953614	0.649708612503584	0.509184697361298	0.0204078652226944	0.476022128505696	0.685378290438556	0.412984806157706	0.611080786591225	0.811623257700021	0.698685639056894	0.5783813415443	0.747183263839653	0.629605869852172	0.402980064282134	0.40442070276202	0.739151144972303	0.300104817091137	-0.0192411014449294	1	0.455611038733271	0.870344850690159	0.689749667712445	0.716200503297923	0.583421062858388	0.754138389657284	0.396168597530323	0.553960791336356	0.517441398231818	0.357737605314875	0.619373987184314	0.527658503187268	0.82243059473414	0.496088230157379	0.419602335220793	0.498638041556685	0.719994194073939	0.610540839527578	0.726316729862914	0.632536393728328	0.417476540684793	0.696573359826978	0.616888578407078	0.548646712217508	0.62747243088876	0.534664118139575	0.787478331557774	0.274682721756605	0.193303556336168	0.517495967816665	0.530532304276319	0.460892256701494	0.602176782120672	0.401157343546117	0.538381085871515	0.743104258209905	0.733215202512931	0.729721629966551	0.766116530672578	0.394551952559559	0.556846290947633	0.367278126700198	0.851786431177157	0.46761465159005	0.662945452322	0.767019101376286	0.747728324067615	0.280634288296915	0.620542215451891	0.656171530401283	0.186603945763656	0.616230734243848	0.608462427575425	0.796720716341328	0.661563647387374	0.195208725903771	0.672416742213687	0.530918825784451	0.652341534093848	0.424896712230873	0.301281015361192	0.778991556115534	0.220837905798535	0.541577003603495	0.674224859207684	0.72025575593867	0.847557037588708	0.563584030010426	0.57093524488084	0.481695368093773	0.347032551775209
INSR	0.533693940073358	0.515109330883063	0.571107752325572	0.429586787448807	0.203453217995013	0.166651652430846	0.443113252314163	0.216355464166097	0.648148316570626	0.689988250247324	0.489358302503699	0.299521296729045	0.486430413038207	0.568917820032626	0.096694766992073	0.0963195830135342	0.38154769898743	0.563751864723122	0.404903152457467	0.4895558737779	0.527569698623694	0.604863928229652	0.528367789663055	0.344366319364	0.609609345470632	0.47393625032155	0.503160200953207	0.522888635916159	0.363794720505769	0.18123000741768	0.455611038733271	1	0.548498941822789	0.577170184876654	0.595374381834748	0.609247660463503	0.538842406355535	0.384221725900793	0.599286657510203	0.455342928746402	0.43167605631965	0.556263276661018	0.554582259380765	0.56482125500816	0.477077865011058	0.478077110679975	0.428721839283995	0.559896356161229	0.670514343609376	0.617815346522813	0.551309401395628	0.372112855742742	0.58968843775499	0.432245484848336	0.521400806296509	0.607114070813459	0.430130161315088	0.508547700955106	0.139987219987242	0.298307487079515	0.555137318207355	0.306098210286884	0.472812698237226	0.598919681363569	0.419525971647563	0.51225094167747	0.553479231635573	0.598771998986714	0.578879403317961	0.614389031780934	0.292456257020532	0.475087692332844	0.377990481790178	0.46394543903562	0.45541604944819	0.556573274548147	0.548319888103543	0.531507297277853	0.279287653551227	0.58282223461021	0.60156113318894	0.200147777465663	0.562898409952603	0.484561166865562	0.658672749515053	0.487223074616967	0.267882487144656	0.524927939055723	0.551807581913073	0.601884384591489	0.585515618416423	0.459703629785694	0.644823226446903	0.290325809781685	0.542604555414678	0.627449894417778	0.620820781243197	0.582905436990389	0.58762992928704	0.547573879261493	0.521201853038161	0.393999273739412
EDNRB	0.814019713281546	0.754528931688118	0.887543443070832	0.78827593971847	0.367410482171765	0.486460325708387	0.649387751497481	0.589439721912941	0.922802843298382	0.854002818750038	0.824629345397967	0.674229645689155	0.792072689952255	0.853929196496596	0.408578172464269	0.210624367561447	0.595281209372123	0.887837512913659	0.66422749664592	0.78320359016292	0.933128025131527	0.878765856449418	0.798475231468102	0.625590365351622	0.829084870148509	0.640395201215387	0.646607624970631	0.871959563525587	0.607199406593634	0.311599842574934	0.870344850690159	0.548498941822789	1	0.807263297206406	0.864802113798804	0.774402901518968	0.84712546933989	0.668766973568387	0.749381937538465	0.744992543832919	0.590752217394167	0.786943230513987	0.707966190601064	0.917815328603785	0.751719245195402	0.638230338492677	0.73350053616272	0.786744543283739	0.788562668770334	0.893104321401537	0.786990345057726	0.588809563950754	0.878190467850831	0.834354471884738	0.729477062175111	0.760294055164993	0.728473848084024	0.788923767115929	0.154020216564414	0.503908621391934	0.770243111516346	0.690651646357307	0.648599019349532	0.799295250005998	0.649634067720561	0.742245018777229	0.878526971142264	0.896846362339524	0.901426654144002	0.913727831243919	0.670146473068014	0.798100679564099	0.655027073160317	0.826685138675284	0.636977215702467	0.757697008221052	0.908164022900735	0.842752306837726	0.539308687523973	0.817878115221826	0.742897392710014	0.499355743118791	0.772468877444554	0.7704032652737	0.916459617548247	0.839448645989951	0.484741986745685	0.826906929981426	0.688902697712617	0.786154026126463	0.667588437108759	0.582620827801139	0.897988845203636	0.535321624266207	0.729788936975488	0.831356570113565	0.882576205056393	0.910781021315813	0.756372738231746	0.716523959335062	0.715563553969585	0.545896964173764
PILRB	0.808543990997037	0.767288321146667	0.832987738443796	0.661570503587446	0.327403061863538	0.370634858241027	0.713485392612187	0.273107895428116	0.885504828470474	0.855087682580574	0.666356365605275	0.573795205158815	0.760379736219566	0.830406554525715	0.167331974326702	0.215387317961583	0.721928577688872	0.831483795219023	0.635295151905665	0.707495482161967	0.810865917567046	0.863820775529826	0.793883948977453	0.415327450810266	0.843473180871402	0.630229520862251	0.644744058932354	0.82771944272238	0.617239954680773	0.360953765791281	0.689749667712445	0.577170184876654	0.807263297206406	1	0.863766987207244	0.828927710941311	0.802556983060624	0.621101080536436	0.712415874138981	0.697519360993839	0.648109319930853	0.786394936454668	0.807348286053856	0.818449328386181	0.745223483817943	0.701140504427681	0.65791652464251	0.8645735931339	0.828088118809304	0.832952548538401	0.827143512682807	0.544573159075708	0.853427314156111	0.731609400706282	0.824949192448686	0.787469762988446	0.695032126639183	0.674517836067049	0.130479933042087	0.522341002722453	0.757674310547939	0.583825805610512	0.687331317922532	0.816488459265379	0.674325840192176	0.725042477498614	0.823706121721265	0.846070098251792	0.821593073286347	0.879593822826439	0.548296226724973	0.73020152855387	0.629137297798088	0.638694280577442	0.60854296933079	0.822876349735473	0.826951600173407	0.799042800312212	0.500612432177905	0.82810679351149	0.743537864181045	0.425712714387074	0.787818678469457	0.708812796572988	0.868574142369736	0.785247441239125	0.487196420263462	0.754269846097367	0.734858830111684	0.702160635263258	0.71121319529784	0.628876982638099	0.888382987357411	0.525190258278368	0.713333591144054	0.770985518139353	0.81108815138588	0.862113287868884	0.834323742277117	0.776499629059871	0.733635994701181	0.606934931004364
PLXNB2	0.859013134198857	0.822324752063341	0.877095861106493	0.740308350605209	0.412899982319479	0.503045313393649	0.729821243445515	0.356381493002312	0.883804433116486	0.859847682912266	0.789378583200888	0.722017475058219	0.842016705223997	0.887735411535984	0.225272575152247	0.317427189426675	0.699677096803046	0.905870171296512	0.708552123455481	0.756930530997865	0.87357954844772	0.913170017653338	0.859187495943554	0.416887397298707	0.867473921183667	0.699261260431133	0.704835165521894	0.907720127011939	0.711217063231914	0.450255563625261	0.716200503297923	0.595374381834748	0.864802113798804	0.863766987207244	1	0.851760374461951	0.815267571322946	0.724777223505411	0.771244956695635	0.771977321627187	0.673539534122697	0.818939821038607	0.771800444343143	0.89411414965385	0.835682623973338	0.707429194428769	0.760028615444409	0.809007124855088	0.831909721160803	0.845606078530012	0.861579356533708	0.68449126694228	0.916078183832301	0.817202633907908	0.801367550925691	0.779749080251605	0.728400052431305	0.688998677720067	0.136561320581801	0.606168747589875	0.836436647947389	0.651921558315449	0.759664144387838	0.849849801814119	0.768383009567993	0.814187666544184	0.890334213444645	0.92472669123362	0.918280667549362	0.932486554649454	0.677342845580428	0.809866235853163	0.707007400833424	0.698568716628174	0.732453889930226	0.803445260720099	0.879899440101005	0.825934658803849	0.623141031112852	0.874187883531848	0.752357636019964	0.558082001581986	0.873893445136884	0.784745358459816	0.911615349291242	0.874248870709392	0.579802307455855	0.811470054166659	0.759161929486584	0.780695457689452	0.75282718363704	0.737373330778653	0.898163920746768	0.624738427128527	0.787130041466975	0.812398583676179	0.876302730373621	0.881747011966992	0.847562985964236	0.812273739789756	0.781254408225096	0.66671951505865
CHRM3	0.883486859863275	0.844524738484494	0.872349602193409	0.67796200550044	0.323615370692174	0.629800846599534	0.756887867757945	0.138712867325662	0.8441190966588	0.860234215242033	0.781760282235782	0.698991388337145	0.864545725231258	0.903788876247169	-0.0096959336506408	0.489979536971811	0.72361851554647	0.901215045627996	0.79276613260027	0.659825408941232	0.780776847714261	0.900360606580624	0.890462312707669	0.246632060201739	0.88615139096069	0.749715234808742	0.869910412215785	0.845661995144143	0.733818819250751	0.538455186817839	0.583421062858388	0.609247660463503	0.774402901518968	0.828927710941311	0.851760374461951	1	0.840768031282458	0.711061625212134	0.824347620089763	0.81338591261745	0.799495955525379	0.868905120760473	0.852174762656332	0.800803578413766	0.880133366020447	0.807407896858143	0.706398261130168	0.787625726321167	0.82459389783884	0.853010847420723	0.831374330036868	0.738771585132913	0.890497409814244	0.772978875330982	0.868342614868896	0.832655139654962	0.769055999336523	0.551459329869148	0.120029741842784	0.592282377666813	0.863881818444345	0.557859241598053	0.864547829892844	0.904148498459884	0.810465936017524	0.857687179178983	0.836053926456044	0.909350989823997	0.896954369469971	0.86375116092184	0.675031914948594	0.837143977706662	0.759576250205198	0.548876120944908	0.745876423167908	0.828395034161402	0.802350488784996	0.735749749936125	0.606160214857035	0.823664230490167	0.753839261625932	0.604815037789802	0.849503647534729	0.783101862243358	0.879258505099348	0.808659039427244	0.674598128052667	0.718781098472319	0.727938018008875	0.713975541577305	0.858814412782932	0.796548390495843	0.882900639793583	0.69448990161333	0.781598361513601	0.843394981298493	0.899035782198572	0.807741177988009	0.866885423427975	0.812656315383281	0.867324852818903	0.563015615530316
SMAD3	0.826500445996189	0.762774704765417	0.837711506083865	0.770703034361709	0.369681244689349	0.58019138202977	0.674642253595212	0.387045631198172	0.862046241450289	0.829583753804062	0.775493980045562	0.659146039781077	0.80027411950999	0.842486005791042	0.230751099295227	0.380221322599531	0.65342530798199	0.867884339322455	0.732998819577173	0.681749853866342	0.822563185168089	0.85808669006003	0.824355875409473	0.426041924302783	0.824151804953619	0.680010919378616	0.733463566887886	0.846636670187299	0.647961154066995	0.396829706403213	0.754138389657284	0.538842406355535	0.84712546933989	0.802556983060624	0.815267571322946	0.840768031282458	1	0.703772849271409	0.722668240712238	0.769500254417492	0.676208586490066	0.797019082260838	0.742550241381918	0.833010736214228	0.772368321723663	0.740440269525403	0.676407106714726	0.761173687594389	0.758163258771909	0.846916013990181	0.747095689423573	0.638698530885445	0.84927826316174	0.769655336294539	0.792055770342593	0.809252549770434	0.709272670068366	0.672683060286311	0.207924711414255	0.494797193646243	0.774109574140493	0.62076967784638	0.766261181019675	0.819903032177421	0.723313862630853	0.767648919589901	0.844063021527867	0.850214340213685	0.872930335483658	0.864167916426023	0.671429064957299	0.798306660979547	0.692981589970674	0.673432681384055	0.638479253521414	0.772482460361254	0.820633526547518	0.767394286842963	0.571356971515829	0.758583675691712	0.753805679669527	0.548543200973047	0.803340734324395	0.723529628911976	0.871337836162185	0.805384268363607	0.587309763713948	0.765847588128937	0.710527047654587	0.682945582724816	0.759458309811484	0.641336258785959	0.8611413092909	0.604488478005089	0.725531351026296	0.782036267930672	0.848552895552257	0.810598300362061	0.792939847497147	0.714656057615266	0.775141254321031	0.541327982656643
SDC2	0.775447457004775	0.854489248202445	0.764131067559062	0.753537508946094	0.498222755278335	0.659738890359445	0.751011075979024	0.174957152809418	0.610841077083791	0.607471733157166	0.706061760806047	0.894933863028286	0.880378225409738	0.801217930185908	0.0975851219464237	0.523172384032259	0.617559694054024	0.830006433322502	0.80692967678693	0.73803313343105	0.713519177154252	0.790902164778349	0.843275719301383	0.1598466612299	0.810471341835111	0.772760088970384	0.709792247072586	0.755221907351113	0.889055414209046	0.803959401446794	0.396168597530323	0.384221725900793	0.668766973568387	0.621101080536436	0.724777223505411	0.711061625212134	0.703772849271409	1	0.646341011764767	0.816909262839698	0.670762163057226	0.673146791394194	0.652998037578871	0.680641986547525	0.851924179961096	0.729598756654664	0.822439233170798	0.515266570360624	0.685758722806195	0.735425318094964	0.677061681895518	0.583624256796959	0.77455260617467	0.83642144707031	0.683561912746634	0.612049952795586	0.63187168925011	0.464783062339145	-0.00804799335406417	0.865387364841669	0.827779971100085	0.65624639975124	0.709427258489583	0.741762688129351	0.820276379195587	0.724468387427983	0.780279001615209	0.731366263575487	0.793884806985156	0.777778711962816	0.867327982265829	0.851692958701419	0.847024238717295	0.399261982049685	0.609840782161757	0.542467051955877	0.719402126064339	0.650886022865749	0.852203132893386	0.803007377225602	0.57116423994423	0.84159921989084	0.759744874320258	0.608293363479075	0.676930354798698	0.816202487279502	0.803768302645176	0.732269954640582	0.692590609518831	0.60032808478218	0.784416942283692	0.803826968560367	0.690159244146924	0.877448947996868	0.752823766116857	0.612969650244045	0.692820433596306	0.560624858367478	0.757417023936159	0.665757866805407	0.789737150486155	0.71511313139656
ADCY1	0.871800478519587	0.809078432087108	0.864757691743052	0.63422696760698	0.240023441095706	0.646113861454172	0.781488988173277	0.183708106211729	0.774681840433594	0.810241323270484	0.859888938971687	0.662266649248728	0.802354338886501	0.875977551290021	-0.0137819091224756	0.392197935344295	0.599859576723106	0.84589557815921	0.787549354792903	0.715559962669269	0.789205056580728	0.808145995810694	0.827309060114868	0.192414613228709	0.774266040510718	0.756830731992912	0.84496572281835	0.766011842891398	0.671831707957207	0.473631454493207	0.553960791336356	0.599286657510203	0.749381937538465	0.712415874138981	0.771244956695635	0.824347620089763	0.722668240712238	0.646341011764767	1	0.811673243009601	0.79066581497083	0.844347400267432	0.770107438469963	0.733920344772625	0.798391624156735	0.776282974766048	0.607129632275638	0.775605327247323	0.799801486650596	0.826971287969486	0.769342942082462	0.662155308121534	0.834122381356119	0.729057292129159	0.740715807972204	0.742185364769903	0.774274157078554	0.460748587919876	-0.0155508480285858	0.51395945831386	0.8137585336351	0.575399575404596	0.776543174053791	0.876534632849742	0.637943200728864	0.867694033440331	0.777273293869597	0.875955025209591	0.829290608956509	0.82376206230818	0.705469215280457	0.822653400240169	0.755560034373322	0.525894999747712	0.818706353666156	0.670308132407811	0.82677265023628	0.693341794245865	0.50408246383835	0.76944951661259	0.57305276548375	0.598801666440199	0.807644320662545	0.888315597648759	0.820235159550189	0.730544506155623	0.68251954211324	0.621425418556967	0.71147223374866	0.82725347741195	0.827506913766241	0.659053576897998	0.791037060385056	0.672304931722948	0.729193413496107	0.88344545579104	0.885529860872114	0.786907174639145	0.802949106334929	0.812739719783701	0.839921650008152	0.391241360935064
TSPAN5	0.94780531372984	0.897408146517105	0.908990542573915	0.677940501499034	0.206067683132643	0.804252880258653	0.851065183643451	0.0758296528240112	0.734631909025588	0.769358163659969	0.885129508018038	0.786040617616309	0.931888899387661	0.930643737472347	-0.0615192198160917	0.454881217334195	0.829031120168238	0.919457947792901	0.974476233266326	0.69432818777105	0.79529191334228	0.847133335352073	0.955372677215608	0.0741030897242884	0.792985266568423	0.871811572991687	0.884698015449769	0.854010536956947	0.86724276635022	0.646364291821124	0.517441398231818	0.455342928746402	0.744992543832919	0.697519360993839	0.771977321627187	0.81338591261745	0.769500254417492	0.816909262839698	0.811673243009601	1	0.906308407480014	0.851110542506912	0.831715962166128	0.72957012440301	0.902222103705646	0.913495021510714	0.661148163294054	0.764927200965336	0.730529646036952	0.816895568900199	0.784558167136981	0.612188422251574	0.848269612685418	0.832478134361782	0.819794291391262	0.754682414044151	0.894458416160991	0.37513094671735	-0.175391534602331	0.692136245096925	0.893671453378349	0.664875051262552	0.832942201144594	0.889818861429402	0.77105963850659	0.894610483358751	0.846421831613632	0.860859499866956	0.875381081944969	0.854981099280932	0.915672951792792	0.960809655326736	0.935752959454802	0.475980124801697	0.838911092984665	0.642881562685395	0.814801465525321	0.704410977499484	0.605971997928307	0.783267881695878	0.495460845517393	0.82045592004691	0.857293235803012	0.871223425916933	0.768307207525644	0.833263319913759	0.904953592798999	0.707376336987265	0.766347133480834	0.724820468643529	0.911196950682576	0.693804722939241	0.769572492300697	0.896713966666099	0.761466568037815	0.820213445551477	0.830618761980079	0.680079603148811	0.895980732005101	0.77767008962529	0.966884254431813	0.558063850211112
ADGRE5	0.899521991303203	0.798214525394857	0.840143902510614	0.531465352813549	0.0538429716821794	0.779215322827066	0.827441214885957	-0.151880826623183	0.64110801792474	0.69352549667064	0.807841117819488	0.686156800073792	0.863423104740709	0.870509946653711	-0.244440378005781	0.420716050386817	0.799446095707813	0.827855899892598	0.939327659354575	0.540035543187238	0.643009858327146	0.755963711201986	0.890049753883883	-0.147955229121754	0.713285756330973	0.826148017830434	0.905600751068752	0.764673248622855	0.799407880997766	0.628945529560832	0.357737605314875	0.43167605631965	0.590752217394167	0.648109319930853	0.673539534122697	0.799495955525379	0.676208586490066	0.670762163057226	0.79066581497083	0.906308407480014	1	0.852437751004665	0.82860130082265	0.579113467958207	0.856981249838862	0.918919111976174	0.550122569893303	0.725118413167827	0.655803912781617	0.713641221627469	0.722771449443528	0.53832138888681	0.763301221740267	0.672172893737964	0.796347120149578	0.718338573239194	0.857810852976133	0.212682478663757	-0.289215504975063	0.60306355731027	0.839027418652186	0.564209984627945	0.794185357970492	0.832724989800035	0.748991018912306	0.842700822645045	0.702924129523565	0.786659738532916	0.767813724833031	0.737700612181639	0.813847679212639	0.887331242278845	0.881139135992265	0.290048828077436	0.803503894498207	0.585033363110727	0.662595296938628	0.567957283555149	0.489634714112671	0.700410113528134	0.395803194209089	0.754775683403913	0.776912601654543	0.838330188669883	0.674907683996357	0.737710026692832	0.875176756184759	0.58593850427736	0.645647583203616	0.633093477591473	0.921297729354404	0.64956829666097	0.684790580696609	0.853679777594587	0.660904503709316	0.778747121135282	0.760599294501199	0.606509816417847	0.823262304888447	0.71845091404924	0.938827555023958	0.483329085861366
PTPRS	0.920702723004925	0.840998050913777	0.910824041697531	0.648398323168457	0.17586576684978	0.644079899566142	0.811045939607006	0.129233892409454	0.836499625332744	0.870421618158593	0.841962086819866	0.680990826294779	0.876138349366536	0.928464698933212	-0.028528116436143	0.347777982110965	0.763172947373184	0.908732540151016	0.832785147893938	0.659199565493164	0.812155905506506	0.881468096203358	0.903557548723056	0.175431254075152	0.83735182271624	0.766707722309029	0.853994026752502	0.86601581970599	0.727521889855303	0.496142389916389	0.619373987184314	0.556263276661018	0.786943230513987	0.786394936454668	0.818939821038607	0.868905120760473	0.797019082260838	0.673146791394194	0.844347400267432	0.851110542506912	0.852437751004665	1	0.851148065929038	0.788433546596738	0.868955140048309	0.834981407618957	0.662257428525443	0.813801568028197	0.794998606764453	0.838126057681876	0.833808980726731	0.621904263442886	0.879558133305879	0.768553769927414	0.858224819515831	0.815653823628246	0.81175364973768	0.524679498571658	-0.0428559908266573	0.572459189607141	0.874810591960588	0.610843579626018	0.799547833037649	0.883177679539058	0.772381442105023	0.832447009272971	0.808830358562194	0.904071627763516	0.897007017368795	0.875187218448824	0.72053267008221	0.87775909963551	0.794145085594491	0.539159579690786	0.771747402949733	0.749640093792905	0.802456923112533	0.702640734243853	0.516966681406787	0.816462387051412	0.622522975193369	0.622651494351857	0.846864519046585	0.852563008885913	0.852710839199536	0.837672884864694	0.695673876657671	0.709094257680959	0.714732256973921	0.723280075901991	0.863423676117337	0.698035292299701	0.851117598468502	0.716662131669497	0.765874604503637	0.890094831696151	0.895295127409448	0.807712688119906	0.863748891550025	0.785843249477916	0.886028906290243	0.527820088169079
