""	CCR1	SIGLEC10	LILRB1	FPR1	ITGB2	TLR2	SIRPA	CD4	ITGB1	TNFRSF1A	KCNQ3	KCNQ1	C5AR1	HAVCR2	ITGAM	CD9	CD163	TLR4	APLP2	PILRA	CD74	PDE1B	VSIR	ITGAL	SMAP1	PLXNB2	CD40	TLR7	CD81	TNFRSF1B	CANX	CXCR4	TRPM2	LTBR	TNFRSF10B	ITGA5	PECAM1	SIGLEC1	TNFRSF10D	IGF2R	CD300LF	TLR6	ENG	TREM1	TREM2	CD47	P2RY12	AXL	IL6R	GPNMB	ADRB2	TNFRSF14	SEMA4C	SELL	P2RY6	PLAUR	LILRA4	CD226	TSPAN14	ADORA3	UNC5B	RIPK1	RXRA	ITGB5	TMIGD3	RHBDF2	ADCY7	TRADD	C3AR1	TLR1	SMAD3	SLC1A5	TFRC	LRP1	NOTCH2	NOTCH1	LPP	SORL1	ITGAX	SCARB1	NCSTN	RYR1	SORT1	RACK1	CADM1	INSR	PLD2	PTGER4	ITGAV	ERAP1	CD33	PTPRC	ADGRE5	PTPRA	CD46	ABCA1	MRC2	MCFD2	AMFR	CD69	PILRB	SIGIRR	C1QBP	SLC16A1
CD40	0.774065034576343	0.541430244779173	0.683702360402427	0.478044340580291	0.803986039074482	0.532467980001969	0.774589891524993	0.791677877572662	0.786479083766962	0.789048901552687	0.312423903765615	0.726181101544057	0.677338392547896	0.743014429974358	0.706847175674409	0.737096903723303	0.719510642556196	0.778996109942487	0.712567356404092	0.843684955855083	0.747672583358237	0.510042607539204	0.514278029046212	0.526710483466407	0.754365631092846	0.68664060471773	1	0.650181331615855	0.822301172258728	0.724254234522019	0.727930086452013	0.662922197129389	0.64356942230715	0.799038265749543	0.404579257072402	0.59375049301275	0.743894803642648	0.687595205407343	0.335877572064683	0.683925488433045	0.745729277140842	0.468276240521644	0.733749103621561	0.73065444931626	0.729507842322835	0.712094945427527	0.23895441053773	0.610495783283306	0.551295847613842	0.706591266455751	0.477459148872313	0.733691886632081	0.309497753519325	0.373065253453529	0.274661107992933	0.666923319508103	0.647915865812484	0.456824515646128	0.701303824653287	0.73479960459776	0.53632156087318	0.669659678368759	0.694334640584769	0.70314493534996	0.815770888680821	0.422712609506479	0.627611803450761	0.745728362275494	0.790105252726692	0.456878022544962	0.416253584190261	0.626230519491648	0.679270278380552	0.765481960710524	0.734955582629938	0.48386327580059	0.652139313751611	0.531293866663193	0.624320576239508	0.723949077701104	0.715194894277955	0.206103857752249	0.659095489413796	0.761976230574202	0.686416264222214	0.561468033368241	0.440201096847077	0.60736246038163	0.522186027581449	0.687472253062817	0.699425464592589	0.601851904756404	0.612662799509758	0.698164814866486	0.751961851069784	0.694448679930304	0.171490324985293	0.761150165420442	0.675950930547162	0.385964717430635	0.44997114398469	0.760063652343636	0.676052308226166	0.386659791882746
TLR7	0.681027442676124	0.90496546821084	0.820323072847893	0.70973541094786	0.657707966092897	0.82690244082084	0.822341603059122	0.812144630054166	0.756829413690559	0.838619357836584	0.785698633257395	0.860730240608566	0.430560329041479	0.907032019450094	0.764074581488904	0.74539770967411	0.587137287237623	0.752983815160017	0.420392298948453	0.81571642059328	0.915486254295262	0.638448138169092	0.702192814174901	0.775466448227853	0.793877203383701	0.839781111554203	0.650181331615855	1	0.871037638937645	0.818976876981067	0.848695319955578	0.937663468677773	0.854370258348861	0.798773733600267	0.71629211859952	0.876094155957636	0.625912178129087	0.51843188833216	0.617412824977903	0.40909370527379	0.706082462194945	0.795191477757054	0.702822467440694	0.663159717493362	0.902765266050188	0.818464002622315	0.53913121708015	0.94673156094547	0.829536947095271	0.490585349087567	0.748527465440042	0.591107334335949	0.627537880076865	0.69638367979129	0.367744531242115	0.32290234046099	0.886864789150894	0.721504329564009	0.867839452328609	0.922173908469734	0.86742050058301	0.863820816831449	0.591811951332917	0.646070805247823	0.755508221114509	0.778726165699896	0.86410974859657	0.749746530682174	0.898024374113077	0.626147186515453	0.807952815592124	0.853113768150656	0.685766871285302	0.733299267608164	0.613972438505726	0.79214777867894	0.786810610299538	0.932343062425058	0.855803316863037	0.674411488878221	0.769900401845233	0.63416101047388	0.886715266580502	0.86057509588151	0.7005662943722	0.720565555693167	0.746015073117583	0.783936652899317	0.884455871200249	0.798354544510571	0.861538194979739	0.839239839980451	0.718587168225222	0.777370702537902	0.754780021167607	0.449580068491858	0.537720537953233	0.819671518695087	0.637370767335765	0.786780274439538	0.644024785405319	0.843567314114374	0.813265284745931	0.757573199024011
CD81	0.841671499653096	0.790745784885822	0.832914620272969	0.600349448880028	0.880009212687707	0.74367203159127	0.955432485731273	0.901726806356548	0.928438629771311	0.894190218765444	0.608042844513683	0.887324078559738	0.668007155213905	0.940447459524439	0.829499266241703	0.923539838886929	0.808079668624479	0.887540578166901	0.700225243772257	0.941437733514203	0.933667728543872	0.625686553528925	0.568577345925373	0.766433079657163	0.89445245953999	0.868524568508789	0.822301172258728	0.871037638937645	1	0.860976603605169	0.941614151986925	0.902566141889615	0.873748113216104	0.921453621894251	0.534400343284875	0.850540021101316	0.821244018293389	0.731704854009974	0.450382237911723	0.68799286621036	0.86160875662821	0.678722568536116	0.858651025468829	0.792625233342443	0.951264315788237	0.919471756666637	0.339322883896117	0.87304107475593	0.78198828920944	0.752973726006784	0.593530881042344	0.816199677915071	0.486692756404784	0.590629602154317	0.250664173897316	0.618811861797888	0.903580023218193	0.641191911291455	0.88496368444469	0.915931871035301	0.816747510708306	0.892125341362866	0.755423029914003	0.75918286636909	0.897239707528244	0.603512453123764	0.790399058154288	0.898271446186969	0.92861706918588	0.531037459196599	0.679669402945108	0.782305139123926	0.802871167828055	0.8978843715488	0.830583446575202	0.749262804659458	0.83967336745871	0.787484593619186	0.830564471643602	0.839365346930552	0.874702194021953	0.448630107062814	0.894743627358299	0.956071856125532	0.869807617354408	0.731130804146809	0.650175414434554	0.786700592094301	0.825386977432171	0.859569862913359	0.886265942804403	0.798654503610401	0.811391159156891	0.895565774283271	0.870690861058044	0.70913045010352	0.353009050825101	0.936655231387863	0.804542100269504	0.643748641481517	0.632402735131482	0.935271749801922	0.886046015287746	0.69535805511
TNFRSF1B	0.892845849812712	0.798387921542588	0.941848713163165	0.673894785704894	0.869882374247384	0.883929111265915	0.907479926618201	0.928867464445037	0.918020675995651	0.901444479420775	0.717407962757626	0.88583370815219	0.782657460161881	0.903811377321622	0.913735307104816	0.780203369100173	0.783221504544977	0.921218434331135	0.736682039360716	0.885247524642168	0.934175251448297	0.722738020979177	0.650017840848599	0.859037917538043	0.932313101167624	0.921709277614163	0.724254234522019	0.818976876981067	0.860976603605169	1	0.920819382267739	0.828385458983711	0.915354645836157	0.911975355505853	0.628997917422096	0.866489426657033	0.836073953932837	0.783112898294343	0.63122324556652	0.709724908465625	0.755918997923084	0.83456190001219	0.918258711286056	0.866538541998985	0.809856854852002	0.871471324639535	0.443979211098308	0.79223721908611	0.901285971327484	0.688691222032386	0.657600158499046	0.828838332715107	0.684383826832475	0.65672391650407	0.328170899303867	0.679962351809207	0.696569579421639	0.718590644672544	0.947508100744743	0.908812509348681	0.80543986952561	0.864892740982447	0.857594550182358	0.864440351375755	0.82882188646393	0.751707635072674	0.899544187062318	0.842586806310452	0.894935004326895	0.688481604618959	0.746508517406982	0.788771895967071	0.885373112937196	0.896591284437332	0.793716726710112	0.791024125725719	0.949713729064473	0.831624730291395	0.899248871746293	0.84713699208024	0.909967550185503	0.646377894221176	0.910087744732937	0.803999544386501	0.831600776560215	0.858861121283681	0.707611072130001	0.907281658309923	0.821476040303617	0.915305338353987	0.830230192559933	0.9073119602931	0.888313048437036	0.91970656909621	0.927030224784866	0.736015413711824	0.522197859039236	0.923616903896426	0.784543861277687	0.658900793386589	0.768079099284511	0.872060913080522	0.737259215448759	0.71360044827043
CANX	0.88782129972727	0.822679512342577	0.909292358658724	0.668897002516608	0.879156145561769	0.841628964172922	0.958693531973906	0.937598842808114	0.931915086252129	0.889357162948141	0.708868368806636	0.874006723444415	0.711114249844323	0.947777590432447	0.885594389800876	0.880968458358626	0.786467756466945	0.901070852811206	0.706099700272438	0.874698834576743	0.948442157566551	0.715179215154892	0.580159398494441	0.872344787119224	0.908832962603027	0.923592820025369	0.727930086452013	0.848695319955578	0.941614151986925	0.920819382267739	1	0.864805641819656	0.932357526831092	0.934169188724882	0.575746957447937	0.877590488490301	0.819398865996782	0.774105571106263	0.560693542517381	0.695225963150334	0.792679831412438	0.786644289117551	0.904158152422549	0.790991096072502	0.911137521178244	0.922302470913926	0.430894722100871	0.852350387185687	0.893584212893576	0.711456747507939	0.629199240249561	0.812793086720431	0.641176739223264	0.675029420589431	0.325459899130398	0.626364209103403	0.831437583449174	0.708100332551497	0.937017894012027	0.928231255944122	0.855968788488553	0.892997885400508	0.803603633843782	0.824766244123673	0.878493107243756	0.708924518400138	0.855356583639412	0.881817619269509	0.898820921358508	0.622803940840329	0.753714490122945	0.797955733526458	0.876905030787231	0.909369056555246	0.811399908022153	0.843701766225321	0.92026708652659	0.832664994710548	0.907994512404023	0.855518679071055	0.893892998446795	0.596691128257821	0.955803131039791	0.861149049365467	0.879613060190833	0.818574422012625	0.720852665196003	0.858462504704205	0.891024370535891	0.91618536360337	0.873005151581526	0.861525188285422	0.861924735910574	0.952405454081271	0.896960933202184	0.71112843040571	0.522840140621525	0.944925321134362	0.8088402823982	0.639431153159856	0.746934302452391	0.901764259710666	0.840977904928642	0.800905544180799
CXCR4	0.684688150807434	0.870834215116372	0.800783381514609	0.622330855907105	0.696208100637235	0.789971190881521	0.869836546908441	0.793345142642947	0.793413801258664	0.845447938394793	0.75214158792722	0.864045282188257	0.471158206058801	0.913629501954219	0.762316417700255	0.818134346312882	0.662878333904969	0.781924975899919	0.470485520722451	0.847111566724361	0.909968927912363	0.599896132575121	0.625600122630194	0.800816028815638	0.813014418828435	0.841617558063996	0.662922197129389	0.937663468677773	0.902566141889615	0.828385458983711	0.864805641819656	1	0.870321927664962	0.8240661393789	0.683750840390191	0.891303052627235	0.674451235551984	0.5622596075082	0.565711186763039	0.466592153629449	0.745332771588553	0.754463785645882	0.733264824179035	0.711205519687734	0.918334597749437	0.856548425795383	0.392207633180563	0.942213027744289	0.803467454617899	0.566277746182368	0.704229978819156	0.664708631264507	0.608188593194212	0.646479733424752	0.249085214539148	0.376891114026936	0.905470975833741	0.692996271856427	0.867483740082623	0.925489593163867	0.896043809482248	0.860672508506791	0.623520619202441	0.61564338953732	0.741189511347591	0.722189537494653	0.841841986972281	0.794288669070714	0.891138674580644	0.563305550438319	0.772463031262939	0.811375757589478	0.719932276525216	0.775101398017943	0.688400004146066	0.787846230929647	0.808313353343571	0.89937342961479	0.84894770356091	0.724217232592405	0.822512665235297	0.628393051767966	0.893499475954483	0.90339836000474	0.781275108095985	0.740605341740365	0.786472375248745	0.805548935820718	0.892939265061332	0.814991008166265	0.845834317721002	0.809872200877148	0.790879639426525	0.820872153875345	0.777093469442101	0.518197297226536	0.459909229957973	0.845747736893095	0.653951171194291	0.825085474841076	0.690137853841671	0.867557826426309	0.79497517803373	0.777024696516075
TRPM2	0.854175415056608	0.800807279092239	0.909650638093283	0.605003811755866	0.843770764888759	0.85339682493629	0.917711035116602	0.886897774443968	0.899757837790378	0.850294604794784	0.730472302477759	0.864079130263723	0.707303403690404	0.908290610767255	0.846982139881603	0.829864825357831	0.796685851047394	0.897050660509211	0.68785193163229	0.85222339651081	0.922328926571451	0.668416646978704	0.54777256883395	0.854399819305336	0.894519304820337	0.915348712109324	0.64356942230715	0.854370258348861	0.873748113216104	0.915354645836157	0.932357526831092	0.870321927664962	1	0.893221716549442	0.575689612189777	0.88968294630233	0.819700124950008	0.790705969242691	0.567100559329326	0.682936112836216	0.787881623656696	0.838923810154355	0.880762109158496	0.820326449008725	0.838894638785972	0.891104349397092	0.396404889188923	0.827410778911698	0.891019570190397	0.702697133257869	0.605078948488673	0.81332511645641	0.65584212562382	0.625695366962538	0.265421709991024	0.612791455151048	0.775787827905624	0.678496567745417	0.938767711362754	0.904684329865817	0.847042980231655	0.852522888487522	0.823807826422866	0.813595336412765	0.789399719395016	0.711749891442863	0.863047424590736	0.825452365230578	0.848510072991244	0.605092874434785	0.748928182387258	0.735200128101003	0.88039670305006	0.904983878572665	0.805888410907018	0.838252913846701	0.925959113452157	0.843026235181234	0.90304927113942	0.863335518708659	0.914928415712514	0.654273255774377	0.922398936881176	0.822709030179077	0.858560913724847	0.832118881505928	0.738788738602981	0.861100367228776	0.871124576471153	0.925148421441523	0.823838961162503	0.866601567752354	0.852405243746411	0.91378995085569	0.892071379631531	0.714438898851748	0.500299684641933	0.90646690268232	0.798723097021914	0.667796326962087	0.757865919846736	0.850520221934028	0.734720692590101	0.776155305630922
LTBR	0.9281645867545	0.744793278170463	0.89516424183135	0.615556715998633	0.929309110403379	0.791630420945237	0.948306054769972	0.933066152519719	0.947319827961481	0.899362621963089	0.608326866973602	0.871943272973727	0.799823668448241	0.911688464975287	0.892203058170791	0.861460705578672	0.830817062742201	0.934805677327019	0.793266621059678	0.899758101575362	0.915618421055245	0.671096585241629	0.562707264056238	0.797112445300013	0.915604070269029	0.89076625100415	0.799038265749543	0.798773733600267	0.921453621894251	0.911975355505853	0.934169188724882	0.8240661393789	0.893221716549442	1	0.548143016152057	0.830719505655129	0.872151372764354	0.843413589009294	0.503857505847408	0.776364978105632	0.819188731499375	0.737536733956735	0.925624734577638	0.848367472539311	0.85752149056378	0.892606884613599	0.368574482926577	0.776728556729701	0.835290446174438	0.780319539836654	0.603698649044025	0.869317944896887	0.573661539559747	0.581479084987559	0.324953709066379	0.729075210004617	0.771535290873449	0.655732540793908	0.929499093126261	0.904844764393167	0.746613325554482	0.847470923193667	0.864981774696388	0.882183159372789	0.896605211930683	0.64753569977368	0.818202571644005	0.877721643218431	0.881225237536134	0.60213737752144	0.652856951718163	0.748116067889703	0.903621395958744	0.926255394386865	0.851071025368119	0.758738130268716	0.893842333560862	0.75464561716888	0.863326730282706	0.891863337409322	0.903054238590688	0.496639817254585	0.892387100864462	0.839492375612839	0.86109672256866	0.801344547631585	0.680309876915727	0.835378878839337	0.784974586974214	0.90217363788601	0.823721749944086	0.836436858879947	0.856218088150494	0.91849220409011	0.9236926198025	0.796500385079776	0.423481372036244	0.928992716092552	0.81756713902561	0.561717872690878	0.718013580458186	0.905243285309562	0.773475164294437	0.661553809219707
TNFRSF10B	0.462305218344526	0.829300449223207	0.691619576005408	0.78040912830203	0.336060359950431	0.775743005571773	0.511658057257872	0.599923282772002	0.450294839249342	0.702582408912573	0.781235348683591	0.642317644731049	0.254164821008163	0.686932292671967	0.614455671681462	0.346616992349122	0.195375456665505	0.467524426471601	0.119110059368828	0.520714479693027	0.663298599127118	0.572478446819334	0.819081840026563	0.63732751920844	0.590332574319563	0.579049893548631	0.404579257072402	0.71629211859952	0.534400343284875	0.628997917422096	0.575746957447937	0.683750840390191	0.575689612189777	0.548143016152057	1	0.649997925105449	0.254941587469173	0.248254082153566	0.795641819877309	0.0696525592263439	0.283782758902963	0.745429596824487	0.464849064003473	0.444440507982913	0.635377171052426	0.564339085705203	0.748579823391348	0.721508887395953	0.715733285365739	0.0794280196073694	0.872415783478801	0.236319346441671	0.680383769922981	0.746650105968565	0.594619640865863	0.0555018616470848	0.551546387914282	0.723363937106074	0.680210342865081	0.740324750130225	0.661454271579829	0.644834410192725	0.361123963382614	0.466550945939348	0.595659864804522	0.855362749171599	0.778346006191985	0.522934816114108	0.710113410420311	0.783893195439802	0.795538143956379	0.823291588826612	0.467013572822875	0.378551481171347	0.21167170413984	0.639472680723871	0.568645823877596	0.794880471862016	0.695698628236147	0.316414331327176	0.502712220294792	0.696646587482322	0.659347773472693	0.506098603088965	0.319209958204534	0.500987035711308	0.72448199444623	0.673207203011899	0.723959633128985	0.542974224464639	0.676875077578937	0.751781222387564	0.550889476980452	0.537090227915695	0.556681855938089	0.124436017514574	0.723542395597775	0.562860266793454	0.228759558088351	0.703798503155892	0.556090674881974	0.596187968569828	0.583676157994217	0.675469881128065
ITGA5	0.758811970607375	0.85059113015503	0.86396520914621	0.667935404302438	0.743117370597807	0.849385068268616	0.859941496564039	0.843308771510487	0.827115910087849	0.838028788473136	0.787764043741137	0.852972318251315	0.580515202699321	0.904407002293975	0.800133603703605	0.773416383061854	0.685946200597112	0.825188165974557	0.557648991110778	0.82801199133607	0.910535430383708	0.699576927489438	0.625976443449083	0.816226155526181	0.834440421178793	0.877285722199212	0.59375049301275	0.876094155957636	0.850540021101316	0.866489426657033	0.877590488490301	0.891303052627235	0.88968294630233	0.830719505655129	0.649997925105449	1	0.717420425070605	0.633668902243405	0.589685188334565	0.536851385907083	0.726989506278561	0.815839979095174	0.81262470151548	0.765276980168437	0.847968479029493	0.848495834870031	0.460681851711181	0.864076004962983	0.864597274489814	0.577677296291746	0.69502698891926	0.706214790621531	0.660514951104639	0.65046119302497	0.302945434407812	0.474061281488769	0.792730406190651	0.70849339235537	0.904928060681623	0.893797756007754	0.861138135189099	0.867624828223497	0.707059550632011	0.724004208277543	0.747344679154377	0.749335905241825	0.860390688447404	0.812044221212849	0.873406112753943	0.651287154900929	0.808032575723518	0.765790504757459	0.786608147472624	0.806935974847749	0.698058155062781	0.861100867267429	0.877856740039385	0.890063154989725	0.879733067603801	0.757246324045661	0.84280522965573	0.694051599961905	0.886365248519179	0.820985746566589	0.770584487442483	0.799213375339953	0.784735237359405	0.841364173294219	0.884003099588178	0.845295400845852	0.835530333650918	0.867470740163364	0.817514873340617	0.856693854639786	0.819595338544253	0.581320698317664	0.556268869303266	0.853121323828528	0.693740444300109	0.780178819384819	0.737246354419017	0.827641267131954	0.756060974674041	0.788382210968345
PECAM1	0.885294488989222	0.474347323558125	0.754332106790299	0.287864047570989	0.955185315006928	0.602620390360674	0.88868964083658	0.80265627034028	0.927288485413599	0.745376572809535	0.354265235301632	0.741227301548554	0.902910894426712	0.744065960455575	0.752712179638432	0.857354711448839	0.963505776603451	0.94046761893604	0.94454925317884	0.867147057232994	0.760321633748068	0.48224784763126	0.260131729585034	0.618371353728616	0.863764448727408	0.814347872645855	0.743894803642648	0.625912178129087	0.821244018293389	0.836073953932837	0.819398865996782	0.674451235551984	0.819700124950008	0.872151372764354	0.254941587469173	0.717420425070605	1	0.918773600087348	0.240395329973089	0.946130781789928	0.908469918212064	0.561958665953927	0.893379764601145	0.876062349184651	0.660794877138859	0.79237921865335	0.016067729486877	0.542370531205922	0.662266284828907	0.954179843439611	0.28388956957571	0.974930767635142	0.348169604054771	0.272213974767613	-0.00276127297324265	0.908606813289508	0.605197089653057	0.383366182369949	0.792866667784487	0.714989664107777	0.573487031307746	0.71228087426569	0.909234887600351	0.829618033466438	0.72539207863623	0.350294514168335	0.637304504811925	0.764154152131525	0.70313427981377	0.34533754449194	0.42261884391495	0.45797346326455	0.875705098419393	0.964439559055213	0.971449212460579	0.614644188680351	0.864316114164304	0.530866101013312	0.701641527868804	0.960367600896332	0.8890861821738	0.30821404899062	0.741212243322202	0.746800761631437	0.928949242308098	0.796589170362696	0.464305827011581	0.679495890506101	0.569489479292401	0.851259908684537	0.633740365962559	0.646307968807714	0.767785408634239	0.866149631964855	0.883918451148548	0.954118600246551	0.110317218826299	0.840482881237137	0.913133983386382	0.345026106734588	0.637805169091906	0.765611550786863	0.555827486620543	0.443655581870749
SIGLEC1	0.91508722617925	0.417476156009398	0.740756775966653	0.296589603530141	0.932379319227339	0.573963851191704	0.821673806148945	0.78775742625588	0.888888731017846	0.704467339796819	0.302791275351968	0.680547767600576	0.930638104554232	0.681630677740294	0.713497123790779	0.758683732869688	0.916989023004508	0.887114333648677	0.934400270226263	0.786732019783742	0.708088176041671	0.460042431481833	0.270617381858487	0.599290524103349	0.804322446724292	0.733894546798496	0.687595205407343	0.51843188833216	0.731704854009974	0.783112898294343	0.774105571106263	0.5622596075082	0.790705969242691	0.843413589009294	0.248254082153566	0.633668902243405	0.918773600087348	1	0.267356293720524	0.928013502913387	0.794064325656495	0.544617752386107	0.866363326875155	0.818582932867575	0.578123142524331	0.760980209729089	0.0803088942759231	0.457122842968825	0.64047594074625	0.887323654973682	0.254304843536727	0.927493167585635	0.346691495018141	0.301412996456581	0.0662771836440319	0.906177897380128	0.473485786406728	0.355675885217866	0.757053135301471	0.668099660480626	0.475901148480336	0.637060745502949	0.921019231733148	0.853741295675106	0.729699852066726	0.335250094363708	0.593019091615185	0.724343779949994	0.624029817500463	0.399956085443224	0.369394695532235	0.412775376630104	0.867456699790074	0.912850245590605	0.895198950601414	0.579265840066078	0.81709673195518	0.44478310753998	0.64778823502569	0.904668854464784	0.846639649464553	0.258082396620182	0.686060249913979	0.644347606714513	0.822871889372177	0.709064849075573	0.453198001100543	0.656383592247366	0.513215752970808	0.801354680053408	0.574193867947279	0.637592893504962	0.724524636644025	0.826580972222803	0.860136767929903	0.938161347631738	0.148110276573156	0.793098497196431	0.842214944774063	0.256229489390469	0.597725355449784	0.69867098848895	0.506862692353062	0.41019766067615
TNFRSF10D	0.459565907358447	0.761730427797489	0.699145446294938	0.753691650575704	0.323027584507809	0.780718132475053	0.48075056372123	0.585348527438511	0.42874812806107	0.636679732078743	0.792395895125737	0.533361109862121	0.271716887555761	0.635201585892724	0.628336933030246	0.312146029941074	0.180313804033757	0.449602347868827	0.140319518853633	0.442915870239893	0.612888149712907	0.688083826760183	0.716396432686954	0.682545219541418	0.57405048057051	0.5458459700956	0.335877572064683	0.617412824977903	0.450382237911723	0.63122324556652	0.560693542517381	0.565711186763039	0.567100559329326	0.503857505847408	0.795641819877309	0.589685188334565	0.240395329973089	0.267356293720524	1	0.10135586277242	0.229633373603495	0.778133954166738	0.493882166281844	0.415230975856917	0.555495086737418	0.485215427178817	0.741922374469781	0.621091827842844	0.737851567683935	0.0695506276088262	0.81259034618218	0.246283458909491	0.729591527614174	0.74485282415662	0.548623158125005	0.0924873043754578	0.449208019885331	0.732544250016304	0.659551924234567	0.673770979024115	0.611106983645647	0.623504597029818	0.384925495496724	0.441881210099455	0.544441715791576	0.847727888373177	0.746753186772595	0.466867283211539	0.625318835898507	0.771699871634708	0.759872684762552	0.763897138490182	0.49674528367816	0.368183949910597	0.208712016826254	0.636794323837149	0.582786589592104	0.736834572401623	0.711531674677043	0.303891126777113	0.495626422619943	0.756367148133293	0.650174675842711	0.395598479752359	0.32394781381653	0.517944453886083	0.649573951992054	0.692414431064913	0.698330311684958	0.526344608371619	0.642307432403221	0.730593667008085	0.550098025477366	0.529984791604733	0.535066713862247	0.141888884588741	0.744144546632712	0.532717646516031	0.219919957525717	0.608328739733978	0.58384943074372	0.527364446033734	0.503338911949953	0.661732248249474
IGF2R	0.843169863395075	0.269711421492659	0.622709086857233	0.111704060520007	0.924532424747215	0.429579640819222	0.778608425475543	0.698535886800275	0.853847100034705	0.601080607669455	0.142776014633021	0.590338625833166	0.936549475655806	0.58681411076786	0.630526264678567	0.771554661720509	0.940523435600282	0.865065343942549	0.990145981457306	0.7670997976846	0.592363199419279	0.346103908015566	0.0862615399986128	0.462941454713671	0.75372069790958	0.669085996413433	0.683925488433045	0.40909370527379	0.68799286621036	0.709724908465625	0.695225963150334	0.466592153629449	0.682936112836216	0.776364978105632	0.0696525592263439	0.536851385907083	0.946130781789928	0.928013502913387	0.10135586277242	1	0.827665444535102	0.398258254433642	0.833040236880236	0.817310789621274	0.489916783290087	0.667645436841602	-0.126349352589578	0.325316326104294	0.498221438068279	0.961067364762304	0.0921160081123426	0.953340807637894	0.183303551686621	0.0950123820302499	-0.0991030710822477	0.976053569889505	0.415328454818226	0.216189702823917	0.647910717213178	0.537527780731584	0.369960286246971	0.55206573697387	0.892330207155105	0.795738531329207	0.636928813346813	0.154796025428133	0.45974161545333	0.65735404234113	0.540517225684423	0.216468043611281	0.221205626103178	0.267568645272272	0.812945751591649	0.90026877836293	0.938458530807398	0.453167450359967	0.750917563898644	0.310330965275198	0.543309890117254	0.912132450636106	0.783676567251707	0.132174043751199	0.581461781549795	0.609690263152232	0.842119624257325	0.679768143225628	0.288870686943887	0.54065461652066	0.374594241683283	0.740807654909964	0.475549907899587	0.496708905434622	0.65549519531546	0.769513342049306	0.80096545694886	0.988993523975254	-0.0509479848904251	0.738869516632166	0.863359841645537	0.133333626039343	0.510342770004268	0.636898871114528	0.415969629058	0.276717294576825
CD300LF	0.772950421826699	0.541243341989514	0.685001805369663	0.256315233091122	0.872449621885869	0.574927810683791	0.87011520421918	0.728279317525345	0.881527744904144	0.730424742622689	0.365910450681558	0.724209656185205	0.734503919288909	0.777332013211856	0.643886987491847	0.919840305987339	0.921637002565988	0.879378943357693	0.816037600422475	0.87679318627197	0.742498113334807	0.423751215128763	0.242729252559764	0.553891616686749	0.808770509445373	0.738857392215809	0.745729277140842	0.706082462194945	0.86160875662821	0.755918997923084	0.792679831412438	0.745332771588553	0.787881623656696	0.819188731499375	0.283782758902963	0.726989506278561	0.908469918212064	0.794064325656495	0.229633373603495	0.827665444535102	1	0.528167092217558	0.783238671856431	0.813728353074487	0.736750344274677	0.800019592408805	0.00795886968243746	0.609591051616612	0.589235320199888	0.911156780021137	0.299285219825482	0.879155268926191	0.249509170474489	0.268458429378668	-0.0529672112754657	0.765213828186331	0.745065241947103	0.381986009019447	0.740565902773814	0.723023345891628	0.596567953999337	0.758153336207115	0.758736763527384	0.693204985030055	0.691476248490129	0.312885766377939	0.587219748909487	0.73514429901484	0.716075819365472	0.300356675504604	0.452260425261235	0.47582396979611	0.762868285950211	0.906147642663677	0.931614054500557	0.622065659109802	0.798030799325038	0.558454739649379	0.696124261461567	0.892944781792277	0.857926638370791	0.256963205512874	0.710215130069	0.814467528478032	0.901170270508135	0.71244163180816	0.477312073610973	0.621368923371366	0.599540848616373	0.765154521075324	0.696537595777607	0.609871579195407	0.690478863283672	0.811052467304742	0.836706128163783	0.843468940301436	0.0514522028348352	0.813693651199359	0.855123040924978	0.409031473303558	0.530056118817678	0.762802262523725	0.607018002674466	0.461318761810267
TLR6	0.715710987415115	0.855088843220236	0.900775683208652	0.762450792854922	0.615550779487761	0.920545062067471	0.726710885985476	0.8028285475632	0.705709907511358	0.800061929087909	0.877948408393066	0.776090040371268	0.523897038667068	0.819199716454792	0.801591565394064	0.575597445596345	0.499373502803697	0.72810739918291	0.431899427722557	0.669399001803975	0.833028743428632	0.755275155233933	0.714248404802673	0.823853701182729	0.802454911766486	0.814722862803158	0.468276240521644	0.795191477757054	0.678722568536116	0.83456190001219	0.786644289117551	0.754463785645882	0.838923810154355	0.737536733956735	0.745429596824487	0.815839979095174	0.561958665953927	0.544617752386107	0.778133954166738	0.398258254433642	0.528167092217558	1	0.739364080797552	0.686933484600407	0.725997046741694	0.73063525568933	0.68956162708911	0.769698952609727	0.901614383027477	0.376075959314804	0.789901050074793	0.551663567585564	0.772101905239511	0.755291664054216	0.485504836734313	0.366398044482123	0.63646037186938	0.785129292353033	0.871157857337574	0.854553257455963	0.793326008866702	0.770339676640506	0.651801187460593	0.71814060008808	0.709061010854914	0.888015110114692	0.901570568470602	0.686500222783645	0.782736094264106	0.784142359636495	0.842252475697474	0.796444981499709	0.740938676716141	0.675609015984428	0.52662471219094	0.824038783204716	0.824804270111926	0.881342665175438	0.884942356351246	0.620061679298196	0.773883234981687	0.809562671732559	0.841051380778227	0.633078655577852	0.618355020768545	0.760834389670784	0.729878694391414	0.856120241645966	0.856890967159672	0.796172880688505	0.782054119866535	0.90289614181239	0.769378973452838	0.76600500787562	0.773784037459341	0.441698322977245	0.744249336165603	0.760601516586718	0.564278610337007	0.717524912702064	0.721385192966569	0.714140205923173	0.662197474393877	0.783062553475634
