""	CCR1	SIGLEC10	LILRB1	FPR1	ITGB2	TLR2	SIRPA	CD4	ITGB1	TNFRSF1A	KCNQ3	KCNQ1	C5AR1	HAVCR2	ITGAM	CD9	CD163	TLR4	APLP2	PILRA	CD74	PDE1B	VSIR	ITGAL	SMAP1	PLXNB2	CD40	TLR7	CD81	TNFRSF1B	CANX	CXCR4	TRPM2	LTBR	TNFRSF10B	ITGA5	PECAM1	SIGLEC1	TNFRSF10D	IGF2R	CD300LF	TLR6	ENG	TREM1	TREM2	CD47	P2RY12	AXL	IL6R	GPNMB	ADRB2	TNFRSF14	SEMA4C	SELL	P2RY6	PLAUR	LILRA4	CD226	TSPAN14	ADORA3	UNC5B	RIPK1	RXRA	ITGB5	TMIGD3	RHBDF2	ADCY7	TRADD	C3AR1	TLR1	SMAD3	SLC1A5	TFRC	LRP1	NOTCH2	NOTCH1	LPP	SORL1	ITGAX	SCARB1	NCSTN	RYR1	SORT1	RACK1	CADM1	INSR	PLD2	PTGER4	ITGAV	ERAP1	CD33	PTPRC	ADGRE5	PTPRA	CD46	ABCA1	MRC2	MCFD2	AMFR	CD69	PILRB	SIGIRR	C1QBP	SLC16A1
CCR1	1	0.629966427435799	0.887499191666077	0.569871449770486	0.954478114775954	0.743443834202364	0.89675855510136	0.935622656582878	0.93787259852738	0.853003992360223	0.520847501885029	0.817722606941033	0.906675155853181	0.833755309508115	0.877261007190772	0.786101365378345	0.839502017211829	0.929371833019629	0.875304518251922	0.872031978025794	0.851964418236072	0.653574040295877	0.527216360009907	0.755362837748212	0.907343672804594	0.865542590783469	0.774065034576343	0.681027442676124	0.841671499653096	0.892845849812712	0.88782129972727	0.684688150807434	0.854175415056608	0.9281645867545	0.462305218344526	0.758811970607375	0.885294488989222	0.91508722617925	0.459565907358447	0.843169863395075	0.772950421826699	0.715710987415115	0.940932308430211	0.85722402814161	0.740296045627362	0.850660989363256	0.364275389089539	0.639750276489921	0.799353257458618	0.79291271943786	0.514921432416505	0.895014853928484	0.513987252917618	0.515656243057329	0.312226076318981	0.827514316437225	0.612225321068901	0.574540915949298	0.888981656940729	0.827668642658941	0.642384812808177	0.77608987933293	0.929246304152108	0.935721807647939	0.890836912642429	0.584652093692226	0.773394570578936	0.851495391444176	0.80762680279768	0.593877640897421	0.583823089986	0.658684654516331	0.90719418344738	0.9254652584142	0.849163253041871	0.714709478471304	0.88587029339002	0.654252185748478	0.797987864003209	0.892423934307441	0.884010165322105	0.433428541659309	0.828852867732917	0.754471331614987	0.823222963667164	0.775182987966368	0.548631354453747	0.802839946838764	0.688856392410419	0.886249187625943	0.752592991032588	0.816339286940325	0.832613401227062	0.90211252208225	0.917294684049897	0.859726603698404	0.407379464837618	0.900455938015094	0.835036107568147	0.447776752594075	0.688143510066396	0.829244973611985	0.714947214499556	0.573041774906708
SIGLEC10	0.629966427435799	1	0.843174127637992	0.821490177201216	0.564376377925588	0.885165308365508	0.749398734645678	0.793741990921487	0.691656753506698	0.832695779984964	0.878064522153419	0.807380700563868	0.353477242545876	0.888995050407977	0.763861847459863	0.644870887625133	0.444818147823567	0.670705645086977	0.301445794947338	0.715087556441821	0.881146852052208	0.70841721176598	0.791796358895857	0.818441470364747	0.75645322237222	0.777432569560768	0.541430244779173	0.90496546821084	0.790745784885822	0.798387921542588	0.822679512342577	0.870834215116372	0.800807279092239	0.744793278170463	0.829300449223207	0.85059113015503	0.474347323558125	0.417476156009398	0.761730427797489	0.269711421492659	0.541243341989514	0.855088843220236	0.654597233123857	0.581152485692058	0.870492892735723	0.79090555222507	0.712064530750171	0.920033729630522	0.856702662120482	0.321227095387497	0.854947361608529	0.462426224923741	0.703817608524389	0.825181198134055	0.509515056698662	0.212193751483181	0.823116463013326	0.841624801770134	0.851604606122083	0.905512318369713	0.861437179549751	0.847879339392094	0.505507784537124	0.600779134009338	0.756835002709534	0.892706522740205	0.879590049832548	0.738781374749113	0.876684627799379	0.752004214141977	0.881176975907814	0.916259509193764	0.628295799237201	0.621577178035731	0.464489257013899	0.805712538653322	0.742486340036709	0.938813273561526	0.866246924059882	0.541755071722597	0.70875743690723	0.732877562878303	0.85459838745316	0.763097384438975	0.582599319539101	0.658075645972351	0.782017007594659	0.81583996638077	0.912000516345057	0.727875882433979	0.872121109549791	0.880025883606741	0.723983186903881	0.7383858144675	0.725152452654342	0.311802089447666	0.707803420419115	0.788609668504363	0.487104903798171	0.815398948312735	0.626917069518218	0.798727141790142	0.817852975073905	0.821222477337995
LILRB1	0.887499191666077	0.843174127637992	1	0.766566089015331	0.824226977281174	0.919288304996614	0.874217302961744	0.935933552441059	0.879936181011783	0.904732175056875	0.791760454798228	0.862851065090628	0.72993179970752	0.905234463707937	0.919062873365189	0.731589183463123	0.695105020029131	0.879430139099167	0.662534071476721	0.8300393803835	0.931356671103324	0.793764642308896	0.716078688044596	0.874970650911581	0.912880696249958	0.907790544525329	0.683702360402427	0.820323072847893	0.832914620272969	0.941848713163165	0.909292358658724	0.800783381514609	0.909650638093283	0.89516424183135	0.691619576005408	0.86396520914621	0.754332106790299	0.740756775966653	0.699145446294938	0.622709086857233	0.685001805369663	0.900775683208652	0.892708192309558	0.799456358686422	0.812981551580222	0.855870353772293	0.594997285735527	0.800118240269574	0.931915480609544	0.597512230471599	0.744280314616522	0.749290525994157	0.73242589458981	0.722396335720375	0.466209353840885	0.601079478108319	0.703379228226239	0.775862005524555	0.958796780262544	0.925351582838197	0.80614690375557	0.861441566160925	0.818807407039441	0.869278448503545	0.865121402508179	0.829154080953077	0.92667550792001	0.837947745650947	0.885563188844807	0.776234586796609	0.796667131071297	0.835701697153227	0.858164476545706	0.840797040978469	0.710288340852271	0.818264283850127	0.920272561481312	0.860901030060908	0.919486889106358	0.779032409827665	0.883139009339304	0.708279363106086	0.911883416781895	0.758779711356655	0.769017771898312	0.82113509429017	0.712980840532732	0.909434198495503	0.855647337548164	0.904332128977464	0.858549939435693	0.934571845466294	0.868734748382141	0.894425652905249	0.904375677060437	0.655249899756303	0.644379890992758	0.900378038610552	0.729039378900006	0.660677222088222	0.772000682568839	0.85270287222882	0.76269253020585	0.758043893354838
FPR1	0.569871449770486	0.821490177201216	0.766566089015331	1	0.431977454415167	0.816819535131542	0.559023854021269	0.748434224707044	0.520376302067304	0.749661400392018	0.801869989287001	0.684425333360653	0.300205788642749	0.733438014658557	0.755170839233747	0.365694888079973	0.185138090626996	0.483099864655911	0.181026149437762	0.526228503894416	0.762803306486426	0.791644804798595	0.897829591290451	0.733627442240867	0.615772477278988	0.654180093240382	0.478044340580291	0.70973541094786	0.600349448880028	0.673894785704894	0.668897002516608	0.622330855907105	0.605003811755866	0.615556715998633	0.78040912830203	0.667935404302438	0.287864047570989	0.296589603530141	0.753691650575704	0.111704060520007	0.256315233091122	0.762450792854922	0.565578290029027	0.430000872020245	0.713256250065081	0.618314275865943	0.871287296453172	0.765368050043962	0.801356362655694	0.0728801812145537	0.868915101266385	0.278409866770584	0.766459175930025	0.860233819204045	0.78205324778265	0.112959762599505	0.582620349234078	0.835521421725393	0.740487128357441	0.776335785196231	0.704492270802542	0.690217111202748	0.42230278966224	0.595940658744701	0.746575988468499	0.900038264701359	0.809711036507662	0.65426250200306	0.783091972251508	0.838677327183562	0.817268002990051	0.898630919410015	0.515828472055321	0.414131724200283	0.213019482704056	0.687341016797151	0.584615938909332	0.808230074262207	0.746169734900101	0.333993930138101	0.50050031087021	0.663749738385371	0.724908159554347	0.527245436363506	0.322186095331582	0.488949559671484	0.66158045720944	0.741259914388822	0.763178279104886	0.589106904322321	0.771981337848759	0.819378162898189	0.609842728630107	0.568877674369187	0.559629480490796	0.135719345868246	0.838530535753149	0.616747910294197	0.31476348390824	0.660562527134838	0.531814120071581	0.65895954419621	0.746966340215648	0.687519001731312
ITGB2	0.954478114775954	0.564376377925588	0.824226977281174	0.431977454415167	1	0.659597895800767	0.925776471194658	0.894923427708822	0.974117657996647	0.822214787773316	0.417510720836441	0.803746202105184	0.918331615222288	0.819802719716081	0.826051880983377	0.877987169410526	0.934308589725177	0.955575597673544	0.940765483111478	0.913514066240501	0.828751454974553	0.563579496961619	0.393287762547361	0.692725158323854	0.906412823922386	0.844485475674998	0.803986039074482	0.657707966092897	0.880009212687707	0.869882374247384	0.879156145561769	0.696208100637235	0.843770764888759	0.929309110403379	0.336060359950431	0.743117370597807	0.955185315006928	0.932379319227339	0.323027584507809	0.924532424747215	0.872449621885869	0.615550779487761	0.946367819354263	0.890786916767153	0.751316847257203	0.86054662309227	0.167824059179219	0.616250453972748	0.719751461050076	0.906045941361006	0.385771052043144	0.964474290429373	0.402734428954425	0.399121141114832	0.151812009168766	0.90040606976856	0.648499920408045	0.489283396941873	0.85083244648568	0.785828190420986	0.622638787302682	0.766445684002189	0.928976505557425	0.902283850560854	0.852579844266792	0.441037877278085	0.698852106459086	0.858382706864208	0.79171554286413	0.465178574738576	0.484311413296211	0.574048842675521	0.893790702204464	0.971373182447656	0.937495304346127	0.650889998308999	0.872020543722168	0.587077691218882	0.753693276059305	0.948091020333745	0.900932663449712	0.324320012665217	0.795449422275828	0.805919711860622	0.897896689722143	0.763632170975342	0.492226232465156	0.749350674609944	0.638949834063072	0.867064900367396	0.725337623427156	0.737811737703829	0.822951978984067	0.898798754878477	0.917951816700515	0.934679035661964	0.224134815334788	0.909033874186906	0.896869802552283	0.407775948372793	0.625590617581934	0.843501421510117	0.694996592392286	0.510348328654188
TLR2	0.743443834202364	0.885165308365508	0.919288304996614	0.816819535131542	0.659597895800767	1	0.783781324834892	0.83472537460445	0.755665764089531	0.855523460672766	0.86750964888367	0.811419764066579	0.565625968463547	0.877678003730339	0.847914981132764	0.632300665221326	0.538675560641641	0.758843679581443	0.466517623040758	0.721749951805382	0.88119777586933	0.783439275784107	0.752179293905579	0.871553285236612	0.818068750640282	0.82968052481694	0.532467980001969	0.82690244082084	0.74367203159127	0.883929111265915	0.841628964172922	0.789971190881521	0.85339682493629	0.791630420945237	0.775743005571773	0.849385068268616	0.602620390360674	0.573963851191704	0.780718132475053	0.429579640819222	0.574927810683791	0.920545062067471	0.76804373600697	0.705048722217511	0.789571833926567	0.786391495388043	0.662963659647934	0.816885100799195	0.932710082461062	0.417355274673095	0.819284178438197	0.586853849950913	0.808928415103823	0.796771148737944	0.496395339340478	0.403459616457423	0.684963740892506	0.813206746945528	0.898001772861851	0.89266865685007	0.824400985540072	0.847020400925895	0.672323201294228	0.728478043726391	0.750910895103896	0.890537908095015	0.914579577195038	0.731602687532152	0.855040169402926	0.815563384207638	0.883536829674299	0.858797721647925	0.775581017376675	0.705380771082455	0.559198150739532	0.835578642478795	0.859796964973346	0.898322282724764	0.92122115084	0.647366192425162	0.795254990662818	0.784654373434424	0.883253871590376	0.667031775196464	0.657340863788776	0.745587114074008	0.76910159108475	0.89915546467714	0.881678561452346	0.814731823917492	0.830611052680055	0.927721631403442	0.797253742400706	0.811597971426552	0.824176444100575	0.468099707377606	0.736440421644292	0.806306996595673	0.585280729152486	0.725271711183189	0.755664542982346	0.773299805900026	0.702346725694209	0.804135361187477
SIRPA	0.89675855510136	0.749398734645678	0.874217302961744	0.559023854021269	0.925776471194658	0.783781324834892	1	0.911568704836782	0.951934794393975	0.87476488530004	0.637773368563927	0.884402451641966	0.779257729160881	0.936617329564757	0.869582285818172	0.938384608588908	0.860360761324258	0.938287028086044	0.783539940399722	0.923396882861304	0.917644302301418	0.638590263147211	0.482390966360946	0.817644406880204	0.929646665989396	0.909653269122116	0.774589891524993	0.822341603059122	0.955432485731273	0.907479926618201	0.958693531973906	0.869836546908441	0.917711035116602	0.948306054769972	0.511658057257872	0.859941496564039	0.88868964083658	0.821673806148945	0.48075056372123	0.778608425475543	0.87011520421918	0.726710885985476	0.923752155554057	0.848779375886788	0.899143276377361	0.895162062815417	0.288125046711877	0.807734245885512	0.842490947866277	0.815744834421108	0.560035200039154	0.888237677121994	0.568314718151625	0.554471745726897	0.196873463094703	0.710610395939175	0.84100979092884	0.627612370493029	0.919783705412765	0.900797177422846	0.814061496738424	0.867417509629083	0.845312372133758	0.823395446346545	0.858775692212595	0.613407390904104	0.810927078659802	0.862484706976262	0.886874173688065	0.524161625658703	0.673493898263862	0.73071702645146	0.907579684861336	0.951381470420737	0.893380183074362	0.792989177885703	0.915728927783976	0.784365051549828	0.880447405620245	0.928836112627395	0.922398035636119	0.531648438750558	0.927374133218346	0.87996936589356	0.939810719684611	0.816765408330407	0.678569206327109	0.840566809437027	0.828578807600198	0.910805789060842	0.825065560683512	0.80572890148859	0.863576882229511	0.943665002938683	0.909542413783886	0.805354715719732	0.38767343977122	0.953580006254312	0.841980123245229	0.592764899462844	0.740576482134505	0.900003613846597	0.780393977624443	0.714854938628476
CD4	0.935622656582878	0.793741990921487	0.935933552441059	0.748434224707044	0.894923427708822	0.83472537460445	0.911568704836782	1	0.920296140793026	0.917863193122546	0.677536194694991	0.896644172055819	0.770167937489346	0.916005869335662	0.920541964875322	0.785944521671981	0.743172877364632	0.902787703768069	0.737312170164827	0.889711892516116	0.941112442952783	0.755312613661676	0.691384854062456	0.829860669932573	0.92485414972933	0.914341713809931	0.791677877572662	0.812144630054166	0.901726806356548	0.928867464445037	0.937598842808114	0.793345142642947	0.886897774443968	0.933066152519719	0.599923282772002	0.843308771510487	0.80265627034028	0.78775742625588	0.585348527438511	0.698535886800275	0.728279317525345	0.8028285475632	0.926887534264554	0.827092390290296	0.858154954617151	0.888226890183103	0.538072677595851	0.801939729063484	0.879862856718542	0.667161666439033	0.675334351579239	0.803805467870802	0.62106190606111	0.67287952986854	0.448053542873579	0.668470272445137	0.732773165980711	0.726015730725254	0.942751375937495	0.914022070348233	0.778389385634726	0.850367382511008	0.845010940909059	0.906293671056478	0.939989013763194	0.741597510057134	0.876694825540379	0.899441545969774	0.922908307865759	0.693226705068441	0.733032977496638	0.820839403634889	0.870769600448963	0.880190280545207	0.758153296816355	0.788030317314157	0.884105105400004	0.805245195910133	0.873344864413406	0.823892803302682	0.866453527388566	0.555732505773206	0.904135410940706	0.830137721350913	0.783443549243754	0.790891977726563	0.661152708955543	0.867194811195685	0.814235675086528	0.897202361325665	0.869518987447961	0.897437108035539	0.850119112280586	0.896558067615623	0.903602054524224	0.716504177308315	0.538882346846679	0.933359106095366	0.780270671529824	0.611581837659776	0.6855687858318	0.895086232775751	0.846974388471464	0.68890206231445
ITGB1	0.93787259852738	0.691656753506698	0.879936181011783	0.520376302067304	0.974117657996647	0.755665764089531	0.951934794393975	0.920296140793026	1	0.878595399683696	0.545291273363939	0.85684693743822	0.855347692259331	0.892564617047046	0.856206607792104	0.898978503834731	0.917020768588143	0.966306962993926	0.87141559610478	0.939793863954863	0.900937166191792	0.627815841367728	0.488334119937407	0.773621052751552	0.937191171411255	0.882336134524208	0.786479083766962	0.756829413690559	0.928438629771311	0.918020675995651	0.931915086252129	0.793413801258664	0.899757837790378	0.947319827961481	0.450294839249342	0.827115910087849	0.927288485413599	0.888888731017846	0.42874812806107	0.853847100034705	0.881527744904144	0.705709907511358	0.947368686759528	0.890223877201041	0.829770325051011	0.924238430574009	0.268417225812718	0.730100723043513	0.794141815879036	0.856958512424736	0.487639647739986	0.936424601754951	0.478651285500413	0.523645979300174	0.194721801618642	0.818708243290711	0.735565170500933	0.597601973657667	0.905739960873123	0.863563351234913	0.727038322205812	0.855772514733796	0.898484987959117	0.879273209645117	0.878603194160392	0.550138270560016	0.776536714724914	0.900954592758193	0.858060415227823	0.553634373259668	0.598657580310086	0.67230985815712	0.896910926796991	0.973048620043352	0.917334545722017	0.727270963018085	0.915300302712876	0.698210343126531	0.825146009574685	0.926945290232499	0.936221909326365	0.433348658096853	0.86393388532025	0.874108453689708	0.908480522998097	0.79415500416257	0.584946965376863	0.821842210054068	0.751093444158459	0.905864116500519	0.813586734184267	0.826155765376747	0.878487211731588	0.940728395559546	0.948914796201254	0.872198067306503	0.321416423029983	0.949002364533886	0.884719936997217	0.544670014144444	0.673206032921593	0.904393407465802	0.775079585799977	0.626313022923449
TNFRSF1A	0.853003992360223	0.832695779984964	0.904732175056875	0.749661400392018	0.822214787773316	0.855523460672766	0.87476488530004	0.917863193122546	0.878595399683696	1	0.699628989145824	0.886111108735273	0.683605143781121	0.925154203900686	0.879311803289479	0.764093752459763	0.697342277624739	0.852715227186894	0.645993876414307	0.891012217987056	0.93037000693802	0.722197159769524	0.761842515503805	0.805576957349924	0.904284830760196	0.860664597371135	0.789048901552687	0.838619357836584	0.894190218765444	0.901444479420775	0.889357162948141	0.845447938394793	0.850294604794784	0.899362621963089	0.702582408912573	0.838028788473136	0.745376572809535	0.704467339796819	0.636679732078743	0.601080607669455	0.730424742622689	0.800061929087909	0.855618425173913	0.805725122173466	0.879908998897269	0.89189740319872	0.531992786818163	0.833199946894193	0.845131392709758	0.607843926289717	0.749808730172614	0.740330076628364	0.628643963186859	0.700437538776437	0.44860397170835	0.58412850139071	0.760324975786645	0.742575539086285	0.921744176165353	0.940753479771874	0.797072449912804	0.890280281799913	0.756457872069626	0.796102596277957	0.911029119811102	0.758420357294044	0.884388240626225	0.892536098170466	0.936821794856371	0.748999207015513	0.763789429866891	0.861257281909911	0.791611169737396	0.821301842480368	0.712404002271298	0.788634077076198	0.857921051209609	0.819436445479913	0.869628936199868	0.759471879603367	0.865992496752165	0.54287395844186	0.875569768766859	0.835121894182839	0.746260568820106	0.739468541457912	0.710155468179785	0.852614313715681	0.8226526468375	0.833505140203238	0.886130968216422	0.898967102915394	0.837588599304526	0.867798693082797	0.894203316399143	0.637020613228972	0.549469791778278	0.888533106435574	0.711469781038714	0.681206311851108	0.664446038893153	0.895227596715498	0.825321314052665	0.700964932512209
